
[00:00:00.000 --> 00:00:05.300]  今天的講題是承擔新時代的開始
[00:02:22.760 --> 00:02:25.660]  為什麼呢?整天的電話就是一個人煲
[00:02:25.660 --> 00:02:27.040]  一個小時、兩個小時
[00:02:27.040 --> 00:02:30.560]  當煲電話粥的時候 其他人是打不進來的
[00:02:30.560 --> 00:02:33.860]  也打不出去的 又或者他煲完電話粥
[00:02:33.860 --> 00:02:36.520]  過一會有電話進來 通常家人都看回
[00:02:36.520 --> 00:02:41.480]  整天煲電話粥的家庭成員是你的了
[00:02:41.480 --> 00:02:45.500]  以往不會像今天每個人都有電話的
[00:02:45.500 --> 00:02:49.080]  特別是在我們讀書的時候
[00:02:49.080 --> 00:02:51.180]  我告訴你一個秘密
[00:02:51.180 --> 00:02:56.000]  陳牧師以前讀書的時候就開始追求師母的了
[00:02:56.000 --> 00:02:58.240]  師母家裡就很嚴的
[00:02:58.240 --> 00:03:01.080]  所以不可以有男孩子打給她的
[00:03:01.080 --> 00:03:04.940]  我想到一個方法 連我岳父都不知道的
[00:03:04.940 --> 00:03:07.480]  我太太、姐姐都不知道的 就是怎麼樣呢?
[00:03:07.480 --> 00:03:12.800]  就是我叫我家裡的姐姐先代我打電話給她
[00:03:12.800 --> 00:03:16.160]  好像女孩子一樣 真的不是那麼好 大家不要學習
[00:03:16.160 --> 00:03:18.540]  接著她接了之後 原來是我的
[00:03:18.540 --> 00:03:20.120]  有時候我姐姐不在家裡
[00:03:20.120 --> 00:03:21.980]  後來慢慢我姐姐去外國讀書
[00:03:21.980 --> 00:03:25.660]  我就找我的男同學 我讀男校的
[00:03:25.660 --> 00:03:30.060]  叫他姐姐打給師母 叫師母打給我
[00:03:30.060 --> 00:03:32.420]  是不是?很有趣的 以前都是這麼搞笑的
[00:03:32.420 --> 00:03:34.620]  當然如果我們以前去餐廳吃東西
[00:03:34.620 --> 00:03:36.800]  你說要找一個人很難的 那怎麼找呢?
[00:03:36.800 --> 00:03:40.780]  有時候我們點心吃的時候 在斗南你會聽到的
[00:03:40.780 --> 00:03:45.780]  陳大文請到櫃面聽電話 你的家人找你
[00:03:45.780 --> 00:03:48.840]  他一起床 每個人都知道他叫陳大文
[00:03:48.840 --> 00:03:51.780]  很奇怪的事 很有趣的事 不過今天不同了
[00:03:51.780 --> 00:03:54.780]  今天的智能電話 不僅僅是電話
[00:03:54.780 --> 00:03:59.260]  又是相機 又是電腦 又是電影院
[00:03:59.260 --> 00:04:03.180]  又是看劇集 又是打機 又是知識庫
[00:04:03.180 --> 00:04:09.180]  並且整個的聯絡網絡 也是CCTV
[00:04:09.180 --> 00:04:11.720]  看到茶茶以前 現在生完了
[00:04:11.720 --> 00:04:13.520]  以往在公司上班很忙的
[00:04:13.520 --> 00:04:17.260]  幫我用電腦做PowerPoint 做文書
[00:04:17.260 --> 00:04:20.020]  但是整天開著電話 為什麼?
[00:04:20.020 --> 00:04:23.660]  那個電話是CCTV 看著兒子
[00:04:23.660 --> 00:04:26.860]  一看著兒子 他就很開心的了 做事都快一點
[00:04:26.860 --> 00:04:30.100]  很奇怪的 很有趣的 當你說其實
[00:04:30.100 --> 00:04:34.940]  我們新時代開始 不僅僅是因為發明
[00:04:34.940 --> 00:04:38.200]  其實是因為發明背後的領袖
[00:04:38.200 --> 00:04:42.180]  背後的發明家 那是誰呢?
[00:04:42.180 --> 00:04:45.640]  我們先看一下 其實就是這兩個
[00:04:45.640 --> 00:04:47.940]  大家認不認得他是誰?
[00:04:47.940 --> 00:04:49.840]  一個是誰? 一個是誰?
[00:04:49.840 --> 00:04:52.900]  一個我們叫做Computer King
[00:04:52.900 --> 00:04:58.580]  一個就是我們智能電話 用觸控屏幕
[00:04:58.580 --> 00:05:03.720]  我們知道第一代 開始2007年iPhone
[00:05:03.720 --> 00:05:07.380]  整個價格就是它了 它們兩個是誰呢?
[00:05:07.380 --> 00:05:11.140]  就是蓋茨和Steve Jobs
[00:05:11.140 --> 00:05:15.720]  我們知道 一個新的時代開始 其實是人
[00:05:15.720 --> 00:05:19.100]  是一些超級的領袖 有一些新的改變
[00:05:19.100 --> 00:05:21.160]  今天我們回到聖經
[00:05:21.160 --> 00:05:24.720]  的確又是一個新時代的開始
[00:05:24.720 --> 00:05:26.720]  如果大家記得在上個禮拜
[00:05:26.720 --> 00:05:30.520]  Irene教授 Sandy教授說到
[00:05:30.520 --> 00:05:37.180]  以色列民今天要立新的王
[00:05:37.180 --> 00:05:39.380]  在一個新的時代開始
[00:05:39.380 --> 00:05:41.980]  Malik 這個字王的原文
[00:05:41.980 --> 00:05:44.900]  本來是說外邦人王的稱號
[00:05:44.900 --> 00:05:50.240]  今天在以色列神的子民都開始有這個王了
[00:05:50.240 --> 00:05:53.800]  如果大家記得 我們在上個禮拜讀到經文
[00:05:53.800 --> 00:05:56.060]  我們重溫一點 去到第八章
[00:05:56.060 --> 00:06:01.580]  它講到第八章尾的時候有這樣的記載
[00:06:01.580 --> 00:06:05.060]  我們不如一起讀 好不好? 預備起
[00:06:07.780 --> 00:06:12.360]  「你只管依從他們的話 為他們立王」
[00:06:12.360 --> 00:06:14.360]  是的 當日讀經的時候
[00:06:14.360 --> 00:06:17.300]  我們有個美麗的靚太太讀經完
[00:06:17.300 --> 00:06:19.600]  讓我休息一下 繼續講到
[00:06:19.600 --> 00:06:22.240]  是的 當時講到上帝說
[00:06:22.240 --> 00:06:25.720]  他們不是嫌棄撒姆爾 是嫌棄上帝
[00:06:25.720 --> 00:06:27.620]  所以他們要立王 所以上帝說
[00:06:27.620 --> 00:06:30.420]  「你只管依從他們的話」
[00:06:30.420 --> 00:06:31.520]  為什麼會這樣呢?
[00:06:31.520 --> 00:06:33.840]  其實我們知道有個原因的
[00:06:33.840 --> 00:06:39.540]  就是因為當日撒姆爾年紀老邁發生了這件事
[00:06:39.540 --> 00:06:42.700]  不如我們一起讀 八章一到三節
[00:06:42.700 --> 00:06:45.240]  撒姆爾年紀老邁
[00:06:45.240 --> 00:06:48.500]  就立他兒子作以色列之士師
[00:06:48.500 --> 00:06:52.980]  長子名叫若爾 次子名叫阿比亞
[00:06:52.980 --> 00:06:55.640]  他們在別時巴藏事事
[00:06:55.640 --> 00:06:57.780]  他兒子不幸差跌倒
[00:06:57.780 --> 00:07:01.560]  貪圖財利 收受賄賂 屈往政敵
[00:07:01.560 --> 00:07:04.500]  好 謝謝 當日是講什麼呢?
[00:07:04.500 --> 00:07:07.340]  是他的長子和次子
[00:07:07.340 --> 00:07:11.680]  本來這個名字的原文是耶和華衛生
[00:07:11.680 --> 00:07:13.940]  和耶和華衛夫
[00:07:13.940 --> 00:07:17.400]  我相信撒姆爾都很想他們兩個兒子
[00:07:17.400 --> 00:07:20.500]  是跟從主繼續接任
[00:07:20.500 --> 00:07:23.980]  成為上帝的代表士師
[00:07:23.980 --> 00:07:27.780]  可以在那裏繼續代上帝去管理
[00:07:27.780 --> 00:07:30.860]  不過他們真是慘了
[00:07:30.860 --> 00:07:34.000]  他們不是沒有人接任
[00:07:34.000 --> 00:07:36.640]  是沒有好人接任
[00:07:36.640 --> 00:07:38.920]  後繼無好人
[00:07:38.920 --> 00:07:41.220]  不僅要行賭 撒姆爾這樣
[00:07:41.220 --> 00:07:45.020]  不行他的道 並且貪圖財利
[00:07:45.020 --> 00:07:47.900]  收受賄賂 財利不僅貪
[00:07:47.900 --> 00:07:51.200]  還要收受賄賂 屈往政敵
[00:07:51.200 --> 00:07:57.140]  所以當日人民就呼求需要立一個王
[00:07:57.140 --> 00:08:01.720]  去到今天問題我們不問 怎樣立王呢?
[00:08:01.720 --> 00:08:05.820]  是不是怎樣茫茫人海
[00:08:05.820 --> 00:08:08.740]  可以找到這個皇帝
[00:08:08.740 --> 00:08:12.040]  是不是比武招親呢?
[00:08:12.040 --> 00:08:14.040]  是不是好像以往那樣
[00:08:14.040 --> 00:08:17.800]  或者好像今天我們去競選佳麗那樣呢?
[00:08:17.800 --> 00:08:20.600]  今天去到第九章 很重要
[00:08:20.600 --> 00:08:23.440]  我們學到 將會學三件事
[00:08:23.440 --> 00:08:25.800]  就是撒姆爾怎樣找到這個王
[00:08:25.800 --> 00:08:27.800]  亦都是當日的拯救者
[00:08:27.800 --> 00:08:32.120]  因為撒姆爾之後 已經後繼沒有好人
[00:08:32.120 --> 00:08:36.700]  而找的過程 對我們今天的確有很多的學習
[00:08:36.700 --> 00:08:39.060]  所以今天我們有三點的學習
[00:08:39.060 --> 00:08:40.640]  不僅如此 我鼓勵大家
[00:08:40.640 --> 00:08:43.440]  當聽第九章的時候
[00:08:43.440 --> 00:08:47.180]  我們不要 特別熟悉《聖經》的看節目
[00:08:47.180 --> 00:08:50.580]  不要用後面的結局來看今天這一章
[00:08:50.580 --> 00:08:52.500]  今天這一章就看這一章了
[00:08:52.500 --> 00:08:55.140]  結局去後面我們再說
[00:08:55.140 --> 00:08:57.840]  我們這樣去看 我們會更加明白
[00:08:57.840 --> 00:09:00.340]  整個歷程我們學到的內容 好嗎?
[00:09:00.340 --> 00:09:03.460]  我們立即進去 這三件事值得學習
[00:09:03.460 --> 00:09:07.860]  我們先看頭兩節的經文 我們一起讀 好嗎?
[00:09:07.860 --> 00:09:10.420]  九章一到二節 預備起
[00:09:10.420 --> 00:09:14.180]  有一個秘加敏人 名叫基茨
[00:09:14.180 --> 00:09:17.860]  是個大能的勇士 他有一個兒子
[00:09:17.860 --> 00:09:21.420]  名叫素羅 又堅壯又俊美
[00:09:21.420 --> 00:09:25.040]  在以色列人中沒有一個能比他的
[00:09:25.040 --> 00:09:28.320]  真是比眾民高過一頭
[00:09:28.320 --> 00:09:31.420]  好了 開始說到一個角色叫基茨
[00:09:31.420 --> 00:09:36.000]  大能的勇士 他有一個兒子叫素羅
[00:09:36.000 --> 00:09:39.740]  當時在眾人的眼中 這個大能的勇士誰都認識
[00:09:39.740 --> 00:09:43.180]  而他的兒子當然是比較不認識
[00:09:43.180 --> 00:09:46.220]  但是在那一刻 這樣的描述
[00:09:46.220 --> 00:09:50.060]  他俊美健壯 身材高大
[00:09:50.060 --> 00:09:53.980]  日後的《聖經》我們知道 描述他是很敏捷的
[00:09:53.980 --> 00:09:56.640]  是一個領袖的外形
[00:09:56.640 --> 00:10:01.000]  他怎麼會慢慢地成為第一任他們的王呢?
[00:10:01.000 --> 00:10:04.980]  剛才我說到 不是比武出來
[00:10:04.980 --> 00:10:09.700]  也不是爭鬥出來 竟然是這樣的開場白
[00:10:09.700 --> 00:10:13.140]  九章三節 我們一起讀 好嗎?
[00:10:13.140 --> 00:10:17.660]  素羅的父親基茨標了幾頭鹿
[00:10:17.660 --> 00:10:20.360]  他就吩咐兒子素羅說
[00:10:20.360 --> 00:10:23.680]  你帶一個僕人去尋找鹿
[00:10:23.680 --> 00:10:26.440]  這裡的經文說到其實他正在打工
[00:10:26.440 --> 00:10:29.060]  他在幫爸爸打工 是吧?
[00:10:29.060 --> 00:10:32.920]  他爸爸是一個勇士 我相信有一定的地位
[00:10:32.920 --> 00:10:37.760]  他爸爸就叫他去尋找鹿 尋找東西 尋索
[00:10:37.760 --> 00:10:40.880]  他就在尋索的裏面
[00:10:40.880 --> 00:10:44.260]  結果他和他的僕人去到哪裡尋找呢?
[00:10:44.260 --> 00:10:47.620]  從他辯雅文的地方 去到以法連
[00:10:47.620 --> 00:10:49.180]  我們看到地圖了
[00:10:49.180 --> 00:10:54.100]  接著去到北面以法連 再下去一個沙林地
[00:10:54.100 --> 00:10:57.120]  接著也找不到
[00:10:57.120 --> 00:11:00.380]  接著他回去辯雅文 也找不到
[00:11:00.380 --> 00:11:05.360]  再上去蘇忽 你知不知道大概走了多少路?
[00:11:05.360 --> 00:11:08.980]  他走了超過一百公里
[00:11:08.980 --> 00:11:14.620]  一百公里就是找 但是也找不到
[00:11:14.620 --> 00:11:20.320]  就去到這個地方 好像無計可施
[00:11:20.320 --> 00:11:25.240]  由於他無計可施的時刻
[00:11:25.240 --> 00:11:30.940]  他同行的僕人和少爺說
[00:11:30.940 --> 00:11:35.540]  喂 在這裡的地方 有些事情發生
[00:11:35.540 --> 00:11:40.780]  就當他可以這麼說是職場失利
[00:11:40.780 --> 00:11:45.140]  他上班是失利的 做事做到急的時候
[00:11:45.140 --> 00:11:50.340]  就有這樣的記載 九章六節 麻煩你
[00:11:50.340 --> 00:11:53.880]  僕人說 這城裏有一位神人
[00:11:53.880 --> 00:11:59.160]  是眾人所尊重的 凡他所說的全都應驗
[00:11:59.160 --> 00:12:01.720]  我們不如往他那裏去
[00:12:01.720 --> 00:12:06.780]  或者他能將我們當作走的路指示我們
[00:12:06.780 --> 00:12:10.680]  是啊 在我們這邊看到由於無計可施
[00:12:10.680 --> 00:12:14.440]  所以又去到那個地方 僕人就提議
[00:12:14.440 --> 00:12:18.360]  其實原來剛才說去到的地方叫蘇忽城
[00:12:18.360 --> 00:12:24.020]  蘇忽城原來就是薩姆爾的故鄉
[00:12:24.020 --> 00:12:26.920]  去到那裏找不到 蘇羅就和僕人說
[00:12:26.920 --> 00:12:32.680]  好了 既然是這樣 你說的事 我們就去吧
[00:12:32.680 --> 00:12:36.380]  於是兩個人就上去
[00:12:36.380 --> 00:12:41.620]  就進城的時候 竟然就這麼巧
[00:12:41.620 --> 00:12:46.920]  薩姆爾正迎著他們來
[00:12:46.920 --> 00:12:51.200]  好像由於無計可施去到那個地方
[00:12:51.200 --> 00:12:57.220]  又好像這麼巧 薩姆爾又去到那裏
[00:12:57.220 --> 00:12:58.400]  是不是真的這樣呢?
[00:12:58.400 --> 00:13:02.200]  我們繼續看下去 十五節、十六節 我們一起讀
[00:13:02.200 --> 00:13:08.100]  蘇勒未到的前一天 耶和華已經指示薩姆爾說
[00:13:08.100 --> 00:13:11.480]  明日這時候 我必使一個人
[00:13:11.480 --> 00:13:14.580]  從避難地到你這裏來
[00:13:14.580 --> 00:13:17.980]  你要高他作我們以色列的君
[00:13:17.980 --> 00:13:21.320]  他必要我們脫離伊利士人的手
[00:13:21.320 --> 00:13:25.920]  因我們的安心尚大於我 我就眷顧他們
[00:13:25.920 --> 00:13:30.480]  好 謝謝 我們如果記得 他們一直過去200年
[00:13:30.480 --> 00:13:38.440]  接下來的一百多年 都是和伊利士人不斷的打仗
[00:13:38.440 --> 00:13:41.020]  這裏描述 我們剛才說了
[00:13:41.020 --> 00:13:45.480]  我們看似好像由於無計可施去到那裏
[00:13:45.480 --> 00:13:49.020]  又好像有這麼巧 看到薩姆爾
[00:13:49.020 --> 00:13:53.200]  但是其實不是 前一天 神已經和薩姆爾說
[00:13:53.200 --> 00:13:56.660]  來臣今天將有人來到你這裏
[00:13:56.660 --> 00:14:01.520]  是變雅敏人的人 你要高納他為王
[00:14:01.520 --> 00:14:03.520]  所以第一點我們要學習
[00:14:03.520 --> 00:14:07.900]  我們不要擔心 有時以為無計可施
[00:14:07.900 --> 00:14:13.340]  也不是因為這麼巧 原來上帝早有準備
[00:14:13.340 --> 00:14:16.820]  如果說回我們雅庚堂的建立
[00:14:16.820 --> 00:14:21.360]  我們知道今天我們很感恩 已經有二十多位同工
[00:14:21.360 --> 00:14:23.060]  我們很感謝主為我們供應
[00:14:23.060 --> 00:14:26.800]  但是當日 當2013年我們計劃出來的時候
[00:14:26.800 --> 00:14:30.380]  我們只有七位 四位知識目者
[00:14:30.380 --> 00:14:33.680]  我、Pastor Pam、Pastor Winnie、Pastor Eugene
[00:14:33.680 --> 00:14:37.620]  三位的同工 行政同工
[00:14:37.620 --> 00:14:40.660]  但是當日來的時候 我們知道
[00:14:40.660 --> 00:14:42.900]  我們在這裏成人牧區為主
[00:14:42.900 --> 00:14:46.000]  縱然我自己過去做過少年士工
[00:14:46.000 --> 00:14:48.260]  但是都沒有做一段日子了
[00:14:48.260 --> 00:14:50.260]  而我們很多東西要兼顧
[00:14:50.260 --> 00:14:55.140]  當時梁牧師說不要緊 由我來做少年士工吧
[00:14:55.140 --> 00:14:59.640]  看似這麼巧就有人補位 但是不是
[00:14:59.640 --> 00:15:04.160]  七、八年過去了 我們發現梁牧師越做越精彩
[00:15:04.160 --> 00:15:06.440]  不單止我們的少年人成長
[00:15:06.440 --> 00:15:08.940]  我們昨天就是同一支少年人
[00:15:08.940 --> 00:15:10.660]  我有一個Zoom的聚會
[00:15:10.660 --> 00:15:14.040]  當我們在這裏分享 梁牧師帶著茶經
[00:15:14.040 --> 00:15:17.900]  我們分小組 我們問他生命有什麼跟耶穌說
[00:15:17.900 --> 00:15:21.240]  跟我一起分組那四個少年人 五個少年人都說
[00:15:21.240 --> 00:15:24.620]  我很想知道神是我的生命的計劃
[00:15:24.620 --> 00:15:27.100]  很想行神的召命
[00:15:27.100 --> 00:15:28.980]  哇 我覺得很感動啊
[00:15:28.980 --> 00:15:32.040]  小小的年紀已經有這樣的成長
[00:15:32.040 --> 00:15:33.240]  我不知道大家知不知道
[00:15:33.240 --> 00:15:35.500]  今天我們少年士工的發展
[00:15:35.500 --> 00:15:39.340]  不單止我們見到很多少年人很積極的成長
[00:15:39.340 --> 00:15:43.480]  並且我們的成長的故事
[00:15:43.480 --> 00:15:46.280]  也都祝福很多其他人
[00:15:47.600 --> 00:15:50.060]  當天 好像我們不夠人
[00:15:50.060 --> 00:15:53.020]  但是不單止不夠少年的服侍
[00:15:53.020 --> 00:15:56.580]  我們也沒有兒童的服侍
[00:15:56.580 --> 00:15:58.820]  當天我們想那怎麼辦
[00:15:58.820 --> 00:16:01.580]  我們到處找 我自己找很多的舊同學
[00:16:01.580 --> 00:16:02.740]  有些我覺得很適合
[00:16:02.740 --> 00:16:05.260]  但是他又放不了他自己教會的服侍
[00:16:05.260 --> 00:16:08.140]  有些很想來參與 但是我們覺得不太適合
[00:16:08.140 --> 00:16:11.860]  但是那個時刻 在我們在舞會和福堂的時候
[00:16:11.860 --> 00:16:17.740]  我們的區聚 我見到有一個姐妹 一個年輕的姐妹
[00:16:17.740 --> 00:16:24.100]  一個社工 她很愛主 很愛兒童
[00:16:24.100 --> 00:16:29.420]  而在那個區聚 她又帶了當天的男朋友來
[00:16:29.420 --> 00:16:31.500]  給我的感覺很有趣 為什麼呢?
[00:16:31.500 --> 00:16:35.200]  那個男朋友好像本來是另一間教會來到
[00:16:35.200 --> 00:16:36.820]  好像我們自己人一樣
[00:16:36.820 --> 00:16:39.760]  又幫我們在那個區聚裏面擡桌子
[00:16:39.760 --> 00:16:43.220]  幫我們吃東西 又幫我們撿東西 又幫我們扔垃圾
[00:16:43.220 --> 00:16:45.260]  我覺得很溫暖
[00:16:45.260 --> 00:16:47.940]  而這個社工 我當時想
[00:16:47.940 --> 00:16:49.740]  哎呀 我們怎麼可以找到她來做呢?
[00:16:49.740 --> 00:16:52.260]  有這麼好的前途 這麼好的工作
[00:16:52.260 --> 00:16:56.240]  但是神說不是 你儘管邀請 很奇妙
[00:16:56.240 --> 00:16:58.400]  當天就這樣去邀請她
[00:16:58.400 --> 00:17:02.040]  原來上帝就好像我們剛才聖經的故事一樣
[00:17:02.040 --> 00:17:07.500]  一早就將這個心放在這個年輕的姐妹身上
[00:17:07.500 --> 00:17:11.420]  她說其實她過去都在想會不會在教會全職服侍
[00:17:11.420 --> 00:17:13.960]  但是她心裏懼怕
[00:17:13.960 --> 00:17:18.060]  但是今天她聽到這個邀請 也就是說八年前了
[00:17:18.060 --> 00:17:22.300]  她心裏雀躍 她和父母談 和男朋友談
[00:17:22.300 --> 00:17:25.540]  她裏面產生了很大的平安
[00:17:25.540 --> 00:17:28.660]  八年過去 我們的確印證了
[00:17:28.660 --> 00:17:33.480]  這個社工今天成為是誰呢?
[00:17:33.480 --> 00:17:37.660]  和她的男朋友已經成為我們可愛的Yvonne老師
[00:17:37.660 --> 00:17:41.240]  和Ada 也是我們今天很好的服侍
[00:17:41.240 --> 00:17:45.120]  我們印證到Yvonne老師她的魄力
[00:17:45.120 --> 00:17:48.180]  她的學習能力 她的策略 她的聰明
[00:17:48.180 --> 00:17:54.200]  她的領袖才幹 她的恩賜都是非常出眾
[00:17:54.200 --> 00:17:57.300]  並且關愛兒童的心
[00:17:57.300 --> 00:18:01.420]  我們感謝主 我們看似不足夠
[00:18:01.420 --> 00:18:05.920]  好像猶豫無計可施 但不是 原來是神準備
[00:18:05.920 --> 00:18:07.880]  不僅如此 我們的地方也是
[00:18:07.880 --> 00:18:12.380]  當日我們離開舞會是200多人成人 少年兒童
[00:18:12.380 --> 00:18:14.760]  我們初時想一個地方在九龍
[00:18:14.760 --> 00:18:18.760]  我們想找一個地方只是三、四千呎就夠用了
[00:18:18.760 --> 00:18:20.440]  但是不知道為什麼找不到
[00:18:20.440 --> 00:18:21.940]  如果大家知道的話
[00:18:21.940 --> 00:18:26.220]  你都明白找地方找大是很難 找小是很容易
[00:18:26.220 --> 00:18:27.520]  但是當日找不到
[00:18:27.520 --> 00:18:32.300]  只找到一個地方是12000、13000呎 實用是9000呎
[00:18:32.300 --> 00:18:37.720]  但是很奇妙 種種的原因 結果舞會就租下來
[00:18:37.720 --> 00:18:41.280]  感恩啊 原來神知道我們一年左右
[00:18:41.280 --> 00:18:43.860]  我們已經從200多變成500多人
[00:18:43.860 --> 00:18:48.240]  再過年多已經700多人 已經不夠用了
[00:18:48.240 --> 00:18:51.380]  那個地方 這個是我們舊的唐寺太子
[00:18:51.380 --> 00:18:54.420]  如果大家記得 很快已經滿了
[00:18:54.420 --> 00:19:03.200]  原來神早有準備 看似猶於無計可施
[00:19:03.200 --> 00:19:06.620]  就這樣一下子 原來神早有準備
[00:19:06.620 --> 00:19:11.980]  各位姐妹 不知道你生命上有沒有經歷這樣的準備
[00:19:11.980 --> 00:19:17.260]  很多啊 就是我們今天在門裡其中一個姐妹分享
[00:19:17.260 --> 00:19:20.900]  她要學習一個搖樹的功課
[00:19:20.900 --> 00:19:25.800]  她說到她過去兩三年 她的大姑奶
[00:19:25.800 --> 00:19:30.340]  有些很無聊的說話 對她和她的家人
[00:19:30.340 --> 00:19:32.980]  過去兩三年很委屈她 傷心
[00:19:32.980 --> 00:19:36.580]  但是她知道她又要踏出 要復活 要搖樹
[00:19:36.580 --> 00:19:39.980]  但是她經歷的過程和上帝聊天
[00:19:39.980 --> 00:19:43.420]  她已經準備好 但是她不知道怎樣約她
[00:19:43.420 --> 00:19:45.980]  很奇妙 當她掙扎之際
[00:19:45.980 --> 00:19:54.960]  剛好她公司就叫她幫公司買些產品
[00:19:54.960 --> 00:19:58.620]  她走錯路了 誰知道她走錯路
[00:19:58.620 --> 00:20:03.540]  在街上一走一轉彎 就撞到她的大姑奶
[00:20:03.540 --> 00:20:07.060]  接著大姑奶看到她 沒見兩年就抱著她
[00:20:07.060 --> 00:20:10.580]  流淚說對不起 很奇妙的
[00:20:10.580 --> 00:20:16.800]  好像我們無計可施 但是原來上帝早有準備
[00:20:16.800 --> 00:20:19.540]  弟兄姊妹 我們不要害怕
[00:20:19.540 --> 00:20:21.920]  當我們發現有些事情我們做不到
[00:20:21.920 --> 00:20:24.880]  我們等候上帝
[00:20:24.880 --> 00:20:27.000]  第二點我們學習的不單止是這樣
[00:20:27.000 --> 00:20:30.140]  上帝的帶領是不斷轉
[00:20:30.140 --> 00:20:34.920]  不單止是一次 並且超出人想像
[00:20:34.920 --> 00:20:41.580]  我們繼續看下去 去到9章第17節和第18節
[00:20:41.580 --> 00:20:42.940]  我們一起讀
[00:21:04.920 --> 00:21:07.600]  不是一次的 是不斷的
[00:21:07.600 --> 00:21:11.300]  我們看到這裏 看到扫羅之後
[00:21:11.300 --> 00:21:15.760]  耶和華再跟她說 昨天說 今天再說
[00:21:15.760 --> 00:21:17.680]  扫羅一進城就看到我
[00:21:17.680 --> 00:21:23.520]  就問撒姆爾 究竟先見在哪裏?
[00:21:23.520 --> 00:21:26.160]  很奇妙啊 接著就這樣發生了
[00:21:26.160 --> 00:21:27.700]  我們繼續一起讀 好不好?
[00:21:27.700 --> 00:21:29.880]  19、20節 麻煩你
[00:21:29.880 --> 00:21:33.660]  撒姆爾回答說 我就此先見
[00:21:33.660 --> 00:21:36.600]  你在我前面上休壇去
[00:21:36.600 --> 00:21:39.760]  因為你們今天必與我同席
[00:21:39.760 --> 00:21:42.280]  明天早上我送你去
[00:21:42.280 --> 00:21:45.460]  將你心裏的事都告訴你
[00:21:45.460 --> 00:21:49.100]  至於你前三天所丟的那幾套牢
[00:21:49.100 --> 00:21:52.860]  你心裏不必掛念 已經走著了
[00:21:52.860 --> 00:21:56.060]  以色列眾人所仰慕的是誰呢?
[00:21:56.060 --> 00:22:00.240]  不是仰慕你和你家 你父的全家嗎?
[00:22:00.240 --> 00:22:04.900]  奇怪啊 整件事就是扫羅找東西
[00:22:04.900 --> 00:22:08.040]  他正在上班 履行責任
