
[00:00:00.000 --> 00:00:04.000]  今天我們回到哥倫多前書的分享
[00:06:59.520 --> 00:07:00.640]  不過在第21節
[00:07:00.640 --> 00:07:03.160]  我想先請大家留心
[00:07:03.160 --> 00:07:06.080]  保羅是有些規限的
[00:07:06.080 --> 00:07:06.760]  他這麼說
[00:07:06.760 --> 00:07:11.280]  其實我在神面前不是沒有律法
[00:07:11.280 --> 00:07:16.200]  在基督面前正在律法之下
[00:07:16.200 --> 00:07:20.800]  所以其實只要不違反真理
[00:07:20.800 --> 00:07:24.320]  保羅就願意自我約束
[00:07:24.320 --> 00:07:27.040]  成爲一個自由的奴僕
[00:07:27.040 --> 00:07:29.400]  去服侍很多人
[00:07:29.400 --> 00:07:34.760]  不過是在真理以下去進行
[00:07:34.760 --> 00:07:37.360]  看看保羅說了多少類人
[00:07:37.360 --> 00:07:39.200]  第一類是猶太人
[00:07:39.200 --> 00:07:40.560]  猶太人
[00:07:40.560 --> 00:07:42.080]  猶太教的人
[00:07:42.080 --> 00:07:45.680]  嚴格遵守律法
[00:07:45.680 --> 00:07:47.520]  沒有律法的人是什麼
[00:07:47.520 --> 00:07:49.600]  愛邦人
[00:07:49.600 --> 00:07:52.880]  咦?猶太教加愛邦人
[00:07:52.880 --> 00:07:55.000]  就是所有人
[00:07:55.000 --> 00:08:00.680]  這不正正符合我們大使命的標準
[00:08:00.680 --> 00:08:05.960]  耶穌說你們要去使萬民作惡的門徒
[00:08:05.960 --> 00:08:07.680]  對哦
[00:08:07.680 --> 00:08:10.280]  保羅又特別提到另一類人
[00:08:10.280 --> 00:08:13.320]  是軟弱的人
[00:08:13.320 --> 00:08:16.800]  他要向軟弱的人做軟弱的人
[00:08:16.800 --> 00:08:18.320]  回到第八章
[00:08:18.320 --> 00:08:19.640]  陳牧師所說
[00:08:19.640 --> 00:08:24.360]  "論道喫祭物的時候,良心軟弱的人"
[00:08:24.360 --> 00:08:25.920]  那裏鼓勵大家
[00:08:25.920 --> 00:08:31.880]  如果你們沒有聽過陳牧師在兩個星期前的那篇道
[00:08:31.880 --> 00:08:35.160]  我極力推介大家回到港獨同韻
[00:08:35.160 --> 00:08:36.840]  去聽回那篇信息
[00:08:36.840 --> 00:08:40.280]  非常重要也非常精彩的信息
[00:08:40.280 --> 00:08:43.440]  在這裏不可以再重複那裏的內容
[00:08:43.440 --> 00:08:45.440]  我只可以說
[00:08:45.440 --> 00:08:47.280]  保羅自己的良心
[00:08:47.280 --> 00:08:51.160]  如果看回一個延續性的教導
[00:08:51.160 --> 00:08:53.680]  他當然有知識
[00:08:53.680 --> 00:08:57.400]  保羅的信心當然強健
[00:08:57.400 --> 00:08:58.720]  對他來說
[00:08:58.720 --> 00:09:02.160]  當然他自己是一個剛強的人
[00:09:02.160 --> 00:09:03.800]  一個剛強的保羅
[00:09:03.800 --> 00:09:06.000]  做一個做剛強的人
[00:09:06.000 --> 00:09:07.200]  當然沒有問題
[00:09:07.200 --> 00:09:08.400]  保羅在這裏說
[00:09:08.400 --> 00:09:10.240]  他要做軟弱的人
[00:09:10.240 --> 00:09:13.040]  爲要得着軟弱的人
[00:09:13.040 --> 00:09:16.720]  剛強加軟弱
[00:09:16.720 --> 00:09:20.600]  都是所有人
[00:09:20.600 --> 00:09:25.920]  在這裏保羅提出一個很重要的目的
[00:09:25.920 --> 00:09:27.440]  爲什麼他要這麼做呢
[00:09:27.440 --> 00:09:29.280]  在第22節這樣說
[00:09:29.280 --> 00:09:33.320]  "向什麼樣的人就作什麼樣的人"
[00:09:33.320 --> 00:09:36.880]  "無論如何總要救些人"
[00:09:36.880 --> 00:09:39.920]  保羅的目的就是"總要救些人"
[00:09:39.920 --> 00:09:41.640]  他不怕自我約束
[00:09:41.640 --> 00:09:43.880]  只要在上帝的教導下
[00:09:43.880 --> 00:09:50.040]  他要作個自由的僕人
[00:09:50.040 --> 00:09:54.920]  在這裏我想起兩節聖經
[00:09:54.920 --> 00:09:57.800]  靈巧像蛇 純良如甲子
[00:09:57.800 --> 00:10:01.600]  馬太福音十章十六節
[00:10:01.600 --> 00:10:04.320]  羅馬書在善上聰明
[00:10:04.320 --> 00:10:07.480]  在惡上愚拙
[00:10:07.480 --> 00:10:11.400]  保羅真是很履行聖經的教導
[00:10:11.400 --> 00:10:14.800]  所以他爲着傳福音給不同的人
[00:10:14.800 --> 00:10:16.920]  他就自由地變身
[00:10:16.920 --> 00:10:19.800]  進入那類人的圈子當中
[00:10:19.800 --> 00:10:25.000]  有些學者稱保羅這個方法作"遷就原則"
[00:10:25.000 --> 00:10:28.400]  我覺得保羅這樣自我約束
[00:10:28.400 --> 00:10:31.800]  爲了別人得着福音的方法
[00:10:31.800 --> 00:10:35.320]  實在是保羅自己的選擇
[00:10:35.320 --> 00:10:37.960]  他自由地選擇
[00:10:37.960 --> 00:10:40.160]  爲着他的福音對象
[00:10:40.160 --> 00:10:41.960]  改變他自己
[00:10:41.960 --> 00:10:44.000]  改變他自己的生活方式
[00:10:44.000 --> 00:10:46.880]  改變他自己的一些處事方法
[00:10:46.880 --> 00:10:49.640]  但是這個自由的傳道
[00:10:49.640 --> 00:10:51.400]  其實沒有這個界限
[00:10:51.400 --> 00:10:53.000]  沒有限制什麼國家
[00:10:53.000 --> 00:10:54.480]  沒有限制什麼民族
[00:10:54.480 --> 00:10:55.960]  沒有限制什麼背景
[00:10:55.960 --> 00:10:58.800]  沒有限制什麼文化
[00:10:58.800 --> 00:11:00.840]  其實這個自由的奴僕
[00:11:00.840 --> 00:11:03.560]  不是一個自由的宣教士嗎?
[00:11:03.560 --> 00:11:08.640]  不是一個自由的福音使者嗎?
[00:11:08.640 --> 00:11:10.200]  想到這裏
[00:11:10.200 --> 00:11:12.480]  我們要靈巧像蛇
[00:11:12.480 --> 00:11:15.800]  順良如甲子的時候
[00:11:15.800 --> 00:11:18.520]  我就想起兩個很好的見證
[00:11:18.520 --> 00:11:21.080]  很感動的見證
[00:11:21.080 --> 00:11:24.280]  第一個是有關一個實習傳道
[00:11:24.280 --> 00:11:26.400]  去到兒童服侍的經歷
[00:11:26.400 --> 00:11:29.360]  這張照片和那個實習傳道是沒有關係的
[00:11:29.360 --> 00:11:30.600]  我只不過是在網上
[00:11:30.600 --> 00:11:33.760]  我們的兒童服侍拿下來的
[00:11:33.760 --> 00:11:37.480]  這個姐妹未被呼召讀神學之前
[00:11:37.480 --> 00:11:40.400]  她其實在商界是一個很資深
[00:11:40.400 --> 00:11:43.040]  也很高級的高層管理人員
[00:11:43.040 --> 00:11:46.320]  她在舞會里服侍了很多年
[00:11:46.320 --> 00:11:49.440]  不過唯獨她沒有在兒童服侍過
[00:11:49.440 --> 00:11:51.640]  誰知道來到雅庚堂的服侍
[00:11:51.640 --> 00:11:55.200]  一來就被安排單對單
[00:11:55.200 --> 00:12:01.200]  一對一地服侍一個有需要的K2小朋友
[00:12:01.200 --> 00:12:05.080]  那姐妹說當她初初去接觸這個小朋友的時候
[00:12:05.080 --> 00:12:07.440]  無論是遊戲到敬拜
[00:12:07.440 --> 00:12:10.240]  這個小朋友怎樣都不肯站起來
[00:12:10.240 --> 00:12:14.400]  怎樣拉他 拖他 他都不肯站起來
[00:12:14.400 --> 00:12:16.680]  整個身體僵硬
[00:12:16.680 --> 00:12:18.680]  怎樣都會和你唱反調
[00:12:18.680 --> 00:12:21.760]  怎樣都會和你搞對抗
[00:12:21.760 --> 00:12:25.040]  不過她說我們二汪老師真的很好
[00:12:25.040 --> 00:12:29.400]  一個窩心老師教導一個實習傳道
[00:12:29.400 --> 00:12:32.720]  她說小朋友年紀還小
[00:12:32.720 --> 00:12:36.600]  要珍惜他們現在願意回教會
[00:12:36.600 --> 00:12:40.320]  我們就要教導他們怎樣去敬拜
[00:12:40.320 --> 00:12:42.200]  怎樣去祈禱
[00:12:42.200 --> 00:12:44.360]  怎樣去學習聽話
[00:12:44.360 --> 00:12:47.640]  怎樣去敬拜親近上帝
[00:12:47.640 --> 00:12:49.520]  你不要氣餒
[00:12:49.520 --> 00:12:51.080]  慢慢來
[00:12:51.080 --> 00:12:55.960]  相信神終會有一天讓小朋友明白
[00:12:55.960 --> 00:12:57.560]  她不僅這麼說
[00:12:57.560 --> 00:13:00.400]  二汪老師還教她一些實際的方法
[00:13:00.400 --> 00:13:04.920]  你每次來就坐在小朋友身邊
[00:13:04.920 --> 00:13:09.640]  和這個小朋友做真正的朋友
[00:13:09.640 --> 00:13:12.560]  咦 這個小妹就開始真的這樣實行
[00:13:12.560 --> 00:13:16.120]  每個星期回來就坐在這個小朋友身邊
[00:13:16.120 --> 00:13:19.440]  真心和他成爲朋友
[00:13:19.440 --> 00:13:24.320]  慢慢一個月 兩個月 三個月 七個月都過去了
[00:13:24.320 --> 00:13:28.240]  這個小朋友一步一步地接納他
[00:13:28.240 --> 00:13:31.040]  他說由初初什麼都不肯做
[00:13:31.040 --> 00:13:35.080]  直到他主動站起來敬拜上帝
[00:13:35.080 --> 00:13:39.320]  他主動舉手說我要參加遊戲
[00:13:39.320 --> 00:13:42.400]  哇 很大的進步
[00:13:42.400 --> 00:13:45.760]  一個飛躍的進步
[00:13:45.760 --> 00:13:46.960]  直到最後一天
[00:13:46.960 --> 00:13:49.840]  姐妹在兒童部服侍
[00:13:49.840 --> 00:13:52.560]  這個小朋友走到姐妹的身邊
[00:13:52.560 --> 00:13:55.160]  和姐妹說
[00:13:55.160 --> 00:14:00.600]  Irene 姨姨 我真的很喜歡你
[00:14:00.600 --> 00:14:02.760]  她即時就爆哭
[00:14:02.760 --> 00:14:05.760]  所有眼淚都流出來
[00:14:05.760 --> 00:14:08.440]  真的 小朋友都知道
[00:14:08.440 --> 00:14:12.360]  你是不是真正和他做朋友
[00:14:12.360 --> 00:14:14.240]  另一個見證
[00:14:14.240 --> 00:14:17.120]  是關於我們一個很熟悉
[00:14:17.120 --> 00:14:18.720]  很好的童工
[00:14:18.720 --> 00:14:21.120]  雖然他暫時離開了香港
[00:14:21.120 --> 00:14:22.960]  在韓國居住
[00:14:22.960 --> 00:14:25.000]  當然就是Pastor 永勝
[00:14:25.000 --> 00:14:26.200]  Pastor 永勝告訴我
[00:14:26.200 --> 00:14:28.840]  他這一堂跟我們一起做頌拜
[00:14:28.840 --> 00:14:32.840]  Pastor 永勝 你好
[00:14:32.840 --> 00:14:36.320]  我說我和你打招呼一下
[00:14:36.320 --> 00:14:38.160]  我說的時候
[00:14:38.160 --> 00:14:40.440]  Pastor 這件事的經歷
[00:14:40.440 --> 00:14:42.040]  不是他做了牧者
[00:14:42.040 --> 00:14:44.280]  不是他已經有很多牧羊的經驗
[00:14:44.280 --> 00:14:48.840]  而是他還在實習的時候發生的
[00:14:48.840 --> 00:14:51.120]  當他來阿根堂實習的時候
[00:14:51.120 --> 00:14:54.320]  他和小組的兩位弟兄
[00:14:54.320 --> 00:14:56.760]  就出去探訪貧窮人
[00:14:56.760 --> 00:14:59.520]  你知道阿根堂另外一個使命
[00:14:59.520 --> 00:15:02.440]  除了做門徒之外就是扶貧
[00:15:02.440 --> 00:15:04.720]  所以他就出去探訪
[00:15:04.720 --> 00:15:07.080]  探訪一些最基層的朋友
[00:15:07.080 --> 00:15:08.160]  他們去了哪裏呢
[00:15:08.160 --> 00:15:13.560]  他們去了關懷無家者協會的男人宿舍
[00:15:13.560 --> 00:15:18.200]  在那裏住的以前全部都是露宿的
[00:15:18.200 --> 00:15:19.520]  Pastor 永勝告訴我
[00:15:19.520 --> 00:15:22.680]  那個露宿者之家
[00:15:22.680 --> 00:15:26.200]  好像一個太空艙的宿舍
[00:15:26.200 --> 00:15:31.440]  每一個人有一個密封式的牀位
[00:15:31.440 --> 00:15:33.280]  有一個共用的廳
[00:15:33.280 --> 00:15:35.720]  一個少少共用的空間
[00:15:35.720 --> 00:15:37.720]  他說他一開始去探訪的時候
[00:15:37.720 --> 00:15:39.480]  每一次這羣朋友
[00:15:39.480 --> 00:15:41.920]  都只是躲在他們的太空艙裏面
[00:15:41.920 --> 00:15:44.280]  完全不肯出來
[00:15:44.280 --> 00:15:45.840]  沒有人肯出來
[00:15:45.840 --> 00:15:46.720]  他們不明白
[00:15:46.720 --> 00:15:51.520]  就和關懷無家者協會的同工聊天
[00:15:51.520 --> 00:15:53.280]  這些同工就告訴他
[00:15:53.280 --> 00:15:57.000]  原來這羣人對基督徒有些特別的印象
[00:15:57.000 --> 00:15:59.600]  印象是什麼呢
[00:15:59.600 --> 00:16:01.480]  來探訪我們的
[00:16:01.480 --> 00:16:04.040]  好像看動物一樣
[00:16:04.040 --> 00:16:08.640]  其實我聽到很不舒服
[00:16:08.640 --> 00:16:10.240]  你以爲來動物園嗎
[00:16:10.240 --> 00:16:12.600]  看完就走
[00:16:12.600 --> 00:16:16.560]  又不會長久的
[00:16:16.560 --> 00:16:18.200]  這三位弟兄很好
[00:16:18.200 --> 00:16:20.720]  他爲了讓這羣朋友知道
[00:16:20.720 --> 00:16:23.040]  他們真的關心他們
[00:16:23.040 --> 00:16:25.720]  知道他們真的想和他們做朋友
[00:16:25.720 --> 00:16:27.400]  於是他們三個就決定
[00:16:27.400 --> 00:16:30.080]  每個月上去和他們睡一晚
[00:16:30.080 --> 00:16:32.880]  在當中他們一起喫飯
[00:16:32.880 --> 00:16:34.440]  一起洗澡
[00:16:34.440 --> 00:16:37.320]  Pastor永勝說有幾個浴室
[00:16:37.320 --> 00:16:39.120]  一起看電視
[00:16:39.120 --> 00:16:41.320]  一起睡覺
[00:16:41.320 --> 00:16:43.320]  幾個月之後
[00:16:43.320 --> 00:16:46.920]  他們已經當這三位弟兄是自己人了
[00:16:46.920 --> 00:16:49.400]  當成爲了好朋友
[00:16:49.400 --> 00:16:50.560]  他們這樣做
[00:16:50.560 --> 00:16:53.960]  不是維持一個月兩個月
[00:16:53.960 --> 00:16:56.040]  他們維持了一年半的時間
[00:16:56.040 --> 00:16:58.240]  都是持續這樣做
[00:16:58.240 --> 00:17:01.240]  並且直到現在幾年了
[00:17:01.240 --> 00:17:03.920]  他們仍然恆常去探訪他們
[00:17:03.920 --> 00:17:07.720]  仍然和他們好像一個朋友的關係
[00:17:07.720 --> 00:17:10.560]  有空就叫他們出來喝茶
[00:17:10.560 --> 00:17:13.600]  而且當中不少的園友
[00:17:13.600 --> 00:17:16.000]  有回來阿根塘做崇拜
[00:17:16.000 --> 00:17:18.040]  其實這個真的很大的恩典
[00:17:18.040 --> 00:17:21.920]  可以給點掌聲耶穌啦
[00:17:21.920 --> 00:17:24.760]  現代版保羅式的服侍
[00:17:24.760 --> 00:17:28.360]  實在很讓人感動
[00:17:28.360 --> 00:17:30.560]  保羅說向什麼人
[00:17:30.560 --> 00:17:32.520]  我就做什麼人
[00:17:32.520 --> 00:17:33.920]  無論如何
[00:17:33.920 --> 00:17:37.200]  總要救些人
[00:17:37.200 --> 00:17:38.440]  我們看到的
[00:17:38.440 --> 00:17:42.200]  不只是保羅這麼厲害的領袖才做得到
[00:17:42.200 --> 00:17:43.440]  我想說的是
[00:17:43.440 --> 00:17:44.880]  你願意的
[00:17:44.880 --> 00:17:47.520]  你們都做得到
[00:17:47.520 --> 00:17:50.120]  你們都可以進入人羣當中
[00:17:50.120 --> 00:17:52.720]  不是人人都去服侍露宿者
[00:17:52.720 --> 00:17:54.680]  不過你們一定有
[00:17:54.680 --> 00:17:59.440]  你可以接觸到的人羣
[00:17:59.440 --> 00:18:01.440]  無論是街坊
[00:18:01.440 --> 00:18:04.560]  無論是同事
[00:18:04.560 --> 00:18:06.320]  鄰居
[00:18:06.320 --> 00:18:08.160]  朋友
[00:18:08.160 --> 00:18:10.280]  甚至家人
[00:18:10.280 --> 00:18:12.000]  有沒有想過你的配偶
[00:18:12.000 --> 00:18:13.200]  父母
[00:18:13.200 --> 00:18:16.400]  子女都是你的福音對象
[00:18:16.400 --> 00:18:18.880]  嘗試去明白他們
[00:18:18.880 --> 00:18:21.400]  接納他們
[00:18:21.400 --> 00:18:24.520]  可能要調整一下自己的做事方法
[00:18:24.520 --> 00:18:26.600]  自己的生活方式
[00:18:26.600 --> 00:18:32.360]  去成爲滿有喜樂的自由奴僕
[00:18:32.360 --> 00:18:35.160]  不要用奴僕嚇到自己
[00:18:35.160 --> 00:18:42.920]  這是上帝所喜悅的自由福音大士
[00:18:42.920 --> 00:18:45.120]  不要忘記
[00:18:45.120 --> 00:18:50.040]  我們每個人都有自己的福音對象
[00:18:50.040 --> 00:18:53.920]  基督的大使命是吩咐所有門徒
[00:18:53.920 --> 00:18:55.680]  要去啊
[00:18:55.680 --> 00:18:56.560]  去啊
[00:18:56.560 --> 00:18:57.520]  洗漫文
[00:18:57.520 --> 00:18:58.640]  做他的門徒
[00:18:58.640 --> 00:19:01.280]  不是等他們來
[00:19:01.280 --> 00:19:03.920]  福音不是靠口說的
[00:19:03.920 --> 00:19:06.480]  而是要走出來的
[00:19:06.480 --> 00:19:08.040]  我鼓勵大家
[00:19:08.040 --> 00:19:10.840]  今天無論你身邊有沒有朋友
[00:19:10.840 --> 00:19:12.120]  你對他鼓勵
[00:19:12.120 --> 00:19:13.360]  又對自己鼓勵
[00:19:13.360 --> 00:19:16.560]  你說我都做得到的
[00:19:16.560 --> 00:19:20.480]  我都做得到的
[00:19:20.480 --> 00:19:22.880]  我們人人都可以成爲
[00:19:22.880 --> 00:19:26.280]  耶穌基督自由的福音大士
[00:19:26.280 --> 00:19:29.000]  第二點是自我約束
[00:19:29.000 --> 00:19:30.680]  得着生命的冠冕
[00:19:30.680 --> 00:19:32.640]  我們一起讀四節聖經
[00:19:32.640 --> 00:19:38.640]  一二三
[00:19:38.640 --> 00:20:01.040]  「但得獎賞的只有一人,你們也當這樣跑,好叫你們得着獎賞。凡較力爭勝的,諸事都有節制。他們不過是要得着能壞的冠冕,我們卻是要得不能壞的冠冕。」
[00:20:01.040 --> 00:20:02.120]  二十六節
