
[00:00:00.000 --> 00:00:03.500]  方姐妹宣佈今日係大年初二
[00:04:01.260 --> 00:04:05.040]  另一個疑問呢,就係第九節
[00:04:05.040 --> 00:04:08.440]  要用不義的錢財去結交朋友
[00:04:08.440 --> 00:04:11.380]  好叫錢財無用嘅時候
[00:04:11.380 --> 00:04:14.960]  他們可以接你到永恆的帳棚裏
[00:04:15.000 --> 00:04:18.080]  咩叫做不義的錢財呢
[00:04:18.080 --> 00:04:21.160]  你銀行戶口裏面嗰啲錢係咪不義嘅呢
[00:04:21.160 --> 00:04:24.160]  點為之不義呢,咁我哋今日都會討論
[00:04:24.160 --> 00:04:25.680]  呢兩個問題
[00:04:25.680 --> 00:04:29.440]  咁但未解釋呢兩個疑問之前
[00:04:29.440 --> 00:04:32.580]  我就要先講下管家嘅意思
[00:04:32.580 --> 00:04:35.360]  呢個故事呢,一個比喻呢
[00:04:35.360 --> 00:04:38.420]  講到有個管家,浪費主人嘅錢
[00:04:38.420 --> 00:04:41.420]  主人話,我就話要炒你
[00:04:41.420 --> 00:04:44.160]  你執好啲數目,咁佢呢
[00:04:44.160 --> 00:04:47.220]  減輕嗰啲債
[00:04:47.220 --> 00:04:50.240]  嗰啲爭欠債嘅人
[00:04:50.240 --> 00:04:53.160]  嘅錢
[00:04:53.160 --> 00:04:55.960]  以至將來佢哋會報答佢
[00:04:55.960 --> 00:04:57.680]  呢個故事係咁
[00:04:57.680 --> 00:04:59.900]  咁佢叫管家呢
[00:04:59.900 --> 00:05:02.600]  咁喺英文呢
[00:05:02.600 --> 00:05:05.640]  就係Stewart,咁當時
[00:05:05.640 --> 00:05:08.840]  古代嘅管家呢,有好大嘅權力
[00:05:08.840 --> 00:05:12.080]  佢擁有主人全部
[00:05:12.180 --> 00:05:14.940]  家產嘅代理權
[00:05:14.940 --> 00:05:17.760]  喺呢個英文法律上嚟講呢
[00:05:17.760 --> 00:05:20.340]  就係The power of attorney
[00:05:20.340 --> 00:05:23.380]  主人將所有權力畀佢
[00:05:23.380 --> 00:05:26.240]  佢嘅簽名就等於主人嘅簽名
[00:05:26.240 --> 00:05:29.240]  所以佢可以叫個爭債嘅人話,你由四千
[00:05:29.240 --> 00:05:32.460]  改到兩千,咁佢改咗,簽咗名呢
[00:05:32.460 --> 00:05:35.120]  就成咗法定嘅
[00:05:35.120 --> 00:05:36.120]  嘅公民
[00:05:36.120 --> 00:05:39.900]  呢個管家可以代表主人
[00:05:39.900 --> 00:05:42.660]  買賣投資,但係主人可以炒佢
[00:05:42.660 --> 00:05:45.880]  主人可以照佢嚟交帳
[00:05:45.880 --> 00:05:48.900]  可以稱讚佢或者責罰佢
[00:05:48.900 --> 00:05:50.280]  按佢所做嘅
[00:05:50.280 --> 00:05:51.980]  咁
[00:05:51.980 --> 00:05:56.180]  咁我睇下第五節六節
[00:05:56.180 --> 00:05:58.480]  當呢個主人責備
[00:05:58.480 --> 00:06:01.480]  管家浪費資產
[00:06:01.480 --> 00:06:04.440]  主人唔係話佢偷嘢,佢話佢浪費
[00:06:04.440 --> 00:06:07.680]  經營不善,咁佢呢
[00:06:07.680 --> 00:06:10.540]  知道自己日子無多,於是佢呢
[00:06:10.540 --> 00:06:14.000]  就去為自己鋪後路,咁喺第五六節
[00:06:14.000 --> 00:06:15.480]  佢就話
[00:06:15.480 --> 00:06:18.320]  於是把欠佢主人債嘅人
[00:06:18.320 --> 00:06:21.260]  一個一個都叫嚟,就問第一個
[00:06:21.260 --> 00:06:24.900]  你欠我主人多少,佢話四千公升油
[00:06:24.900 --> 00:06:28.340]  四千公升油
[00:06:28.340 --> 00:06:30.940]  四千公升油
[00:06:30.940 --> 00:06:34.080]  咁佢就快啲寫二千
[00:06:34.080 --> 00:06:35.760]  咁第二個話,你欠多少
[00:06:38.680 --> 00:06:41.440]  四萬公升嘅麥子
[00:06:41.440 --> 00:06:45.440]  快啲改三萬
[00:06:45.440 --> 00:06:48.200]  嗰時似乎係一個農業社會
[00:06:48.200 --> 00:06:51.420]  咁主人可能將啲地去租畀啲人
[00:06:51.420 --> 00:06:54.400]  咁佢哋得到
[00:06:54.400 --> 00:06:57.400]  譬如話租一啲地
[00:06:57.400 --> 00:07:00.420]  用嚟種麥嘅,咁佢要畀一部分
[00:07:00.420 --> 00:07:03.420]  主人,咁就要寫住四萬
[00:07:03.420 --> 00:07:06.320]  或者佢用咗地用嚟種一啲
[00:07:06.320 --> 00:07:09.200]  橄欖油
[00:07:09.200 --> 00:07:12.300]  咁就四千公升每年
[00:07:12.300 --> 00:07:15.280]  咁其實呢啲地都唔係細
[00:07:15.280 --> 00:07:17.840]  要淨畀主人已經四千公升
[00:07:17.840 --> 00:07:21.160]  我哋舊時,我哋舊時中國啲地
[00:07:21.160 --> 00:07:24.120]  如果你舊時係做,你爸爸係做地主嘅話
[00:07:24.120 --> 00:07:27.040]  咁你就知道
[00:07:27.040 --> 00:07:30.080]  通常你嗰啲地
[00:07:30.080 --> 00:07:32.820]  三分一嘅出產就用嚟交租
[00:07:34.160 --> 00:07:37.140]  咁如果你四千公升
[00:07:37.140 --> 00:07:40.120]  即係話佢每一年生產嘅橄欖油
[00:07:40.120 --> 00:07:43.040]  可能係一萬二千公升咁好多
[00:07:43.040 --> 00:07:46.060]  咁我頭先提過
[00:07:46.060 --> 00:07:49.060]  呢個管家就唔係將啲錢
[00:07:49.060 --> 00:07:52.060]  放喺自己袋入面,唔係偷錢
[00:07:52.060 --> 00:07:55.080]  而係減輕負債者嘅債項
[00:07:55.080 --> 00:07:58.080]  所以從法律上嚟講,主人就唔能夠話佢偷錢
[00:07:58.080 --> 00:08:01.060]  但話佢經營不善,話佢浪費
[00:08:01.060 --> 00:08:04.060]  咁我諗多次
[00:08:04.060 --> 00:08:07.060]  當時嘅文化呢,如果人哋
[00:08:07.060 --> 00:08:10.060]  畀你有恩惠嘅話,你要報答嘅
[00:08:10.060 --> 00:08:13.540]  而家其實都應該係,不過就少啲人做咗
[00:08:13.540 --> 00:08:16.540]  咁管家咁做嘅人
[00:08:16.540 --> 00:08:19.600]  咁嗰啲欠債嘅人,將來就會報答佢
[00:08:19.600 --> 00:08:22.600]  佢咁多個,佢唔止兩個
[00:08:22.600 --> 00:08:25.720]  佢一個一個,咁佢將來就唔使受依蝕
[00:08:25.720 --> 00:08:26.720]  咁樣
[00:08:26.720 --> 00:08:31.600]  咁
[00:08:32.340 --> 00:08:34.340]  嗯
[00:08:34.340 --> 00:08:39.020]  我哋嚟睇下呢個故事
[00:08:39.020 --> 00:08:42.220]  係點樣落去,個主人知道咗
[00:08:42.220 --> 00:08:45.200]  唔關點,冇鬧佢,竟然稱讚佢
[00:08:45.200 --> 00:08:46.880]  佢唔係稱讚佢正直
[00:08:46.880 --> 00:08:50.700]  佢係稱讚佢,機警
[00:08:50.700 --> 00:08:53.300]  證明,咁呢個故事
[00:08:53.300 --> 00:08:56.320]  需要我哋學三樣嘢,咁喺呢個三樣嘢嘅解釋裏面
[00:08:56.320 --> 00:08:59.280]  我哋就會明白到
[00:08:59.280 --> 00:09:02.300]  究竟上帝想我哋點樣
[00:09:02.300 --> 00:09:05.360]  投資,上帝耶穌教我哋點樣投資
[00:09:05.360 --> 00:09:08.340]  咁,點樣投資呢,第一個
[00:09:08.340 --> 00:09:11.600]  第一個原則,就係認清,管家同主人嘅分別
[00:09:11.600 --> 00:09:14.600]  第二個原則呢
[00:09:14.600 --> 00:09:17.640]  就認清,短暫同埋長久嘅分別
[00:09:17.640 --> 00:09:20.640]  第三個原則,認清呢
[00:09:20.640 --> 00:09:23.640]  就係侍奉神同埋侍奉錢嘅分別
[00:09:23.640 --> 00:09:26.640]  如果你搞掂呢三樣呢
[00:09:26.640 --> 00:09:29.640]  2024年你一定會成功
[00:09:29.640 --> 00:09:32.640]  唔係我係投資大師,耶穌係
[00:09:32.640 --> 00:09:35.640]  咁按住神嘅話要同你分享
[00:09:35.640 --> 00:09:38.640]  我同你一齊去經歷
[00:09:38.640 --> 00:09:41.640]  今年會係一個
[00:09:41.640 --> 00:09:44.640]  恭喜發財嘅一年
[00:09:44.640 --> 00:09:47.640]  咁我哋就
[00:09:47.640 --> 00:09:50.640]  睜大兩隻耳仔,好似隻兔仔咁樣
[00:09:50.640 --> 00:09:53.640]  就嚟睇下,究竟耶穌點樣教我哋
[00:09:53.640 --> 00:09:56.640]  第一
[00:09:56.640 --> 00:09:59.640]  分清管家同埋主人嘅分別
[00:09:59.640 --> 00:10:02.640]  一個故事話畀我聽呢
[00:10:02.640 --> 00:10:05.640]  嗰個管家所管理嘅錢
[00:10:05.640 --> 00:10:08.640]  唔係屬於佢自己,雖然佢有全權代理權
[00:10:08.640 --> 00:10:11.640]  但係唔係屬於佢
[00:10:11.640 --> 00:10:14.640]  咁同樣係你嗰啲錢呢
[00:10:14.640 --> 00:10:17.640]  你擺銀行啲錢呢,你有全權代理權
[00:10:17.640 --> 00:10:20.640]  但嗰啲錢都唔係屬於你,係屬於上帝
[00:10:20.640 --> 00:10:23.640]  你話咩話,有邊度寫住我啲錢
[00:10:23.640 --> 00:10:26.640]  係屬於上帝,匯豐銀行戶口唔係咁寫
[00:10:26.640 --> 00:10:29.640]  個名就寫住我係趙先生
[00:10:29.640 --> 00:10:32.640]  唔係上帝
[00:10:32.640 --> 00:10:35.640]  生命記就咁寫
[00:10:35.640 --> 00:10:38.640]  恐怕你心裏說,這財富是我的力量
[00:10:38.640 --> 00:10:41.640]  是我手的能力使我得著的
[00:10:41.640 --> 00:10:44.640]  你要記念耶和華,你的神
[00:10:44.640 --> 00:10:47.640]  因為得財富嘅能力係佢賜畀你
[00:10:47.640 --> 00:10:50.640]  咁有一日
[00:10:50.640 --> 00:10:53.640]  上帝就好似個財主一樣搵你返嚟
[00:10:53.640 --> 00:10:56.640]  阿兆芳,我畀你嘅錢
[00:10:56.640 --> 00:10:59.640]  掂唔掂,兆芳話,我嘅錢又掂
[00:10:59.640 --> 00:11:02.640]  不過傳真嗰啲就唔係咁掂
[00:11:02.640 --> 00:11:05.640]  咁都唔掂下,我唔知兆芳點答佢
[00:11:05.640 --> 00:11:08.640]  不過,上帝會搵你嚟算帳嘅
[00:11:08.640 --> 00:11:11.640]  咁呢個管家就犯咗個錯誤
[00:11:11.640 --> 00:11:14.640]  佢就忘記咗自己管家嘅身份
[00:11:14.640 --> 00:11:17.640]  將自己當做主人,浪費主人嘅錢
[00:11:17.640 --> 00:11:20.640]  呢個浪費呢個字呢
[00:11:20.640 --> 00:11:23.640]  就同浪子的比喻嗰個小兒子
[00:11:23.640 --> 00:11:26.640]  浪費嗰個阿爸畀佢嗰啲錢一樣
[00:11:26.640 --> 00:11:29.640]  咁當時古代
[00:11:29.640 --> 00:11:32.640]  浪費嘅字點樣呢,就係當你收割嗰陣
[00:11:32.640 --> 00:11:35.640]  佢哋又將嗰啲穀
[00:11:35.640 --> 00:11:38.640]  嗰啲麥,咁呢就
[00:11:38.640 --> 00:11:41.640]  甩上個天嗰度,咁嗰啲慷披
[00:11:41.640 --> 00:11:44.640]  嗰啲輕嗰啲皮,慷披就會吹走
[00:11:44.640 --> 00:11:47.640]  嗰啲麥粒就重
[00:11:47.640 --> 00:11:50.640]  就會落咗地下,咁樣去
[00:11:50.640 --> 00:11:53.640]  去收割,分開慷披
[00:11:53.640 --> 00:11:56.640]  即係冇用嗰啲同埋啲麥粒
[00:11:56.640 --> 00:11:59.640]  浪費呢,就係將嗰啲慷披吹走嗰陣嗰種嘅
[00:11:59.640 --> 00:12:02.640]  嗰個字叫浪費,即係
[00:12:02.640 --> 00:12:05.640]  搵走曬啲,將阿爸啲錢搵走佢
[00:12:05.640 --> 00:12:08.640]  嗰個小兒子,嗰個浪子
[00:12:08.640 --> 00:12:11.640]  咁呢個主人都鬧呢個管家,你搵走曬我啲錢
[00:12:11.640 --> 00:12:14.640]  咁所以呢就經營
[00:12:14.640 --> 00:12:17.640]  不善
[00:12:17.640 --> 00:12:20.640]  嗱,咁
[00:12:20.640 --> 00:12:23.640]  有一日上帝要同你同我算賬
[00:12:23.640 --> 00:12:26.640]  你有冇將上帝啲錢搵走呢
[00:12:26.640 --> 00:12:29.640]  羅馬書十四章,如果你話
[00:12:29.640 --> 00:12:32.640]  我就信新約唔信舊約,有啲
[00:12:32.640 --> 00:12:35.640]  神學家認為舊約就唔係新約
[00:12:35.640 --> 00:12:38.640]  咁我有句新約嘅經文證明
[00:12:38.640 --> 00:12:41.640]  白紙黑字,因為經上既若主說
[00:12:41.640 --> 00:12:44.640]  我指著我的永生起誓
[00:12:44.640 --> 00:12:47.640]  萬失必向我跪拜,萬口必稱眾神
[00:12:47.640 --> 00:12:50.640]  這樣看來,我們國人都要把自己的事
[00:12:50.640 --> 00:12:53.640]  向神交代,你有冇諗到
[00:12:53.640 --> 00:12:56.640]  順便提一提,你第二日
[00:12:56.640 --> 00:12:59.640]  我係信耶穌,我唔會落地獄
[00:12:59.640 --> 00:13:02.640]  我唔需要接受白色大寶座審判
[00:13:02.640 --> 00:13:05.640]  因為我啱啱讀完啟示錄,咁啱嘅
[00:13:05.640 --> 00:13:08.640]  基督台前個評估,你同我每一個基督徒
[00:13:08.640 --> 00:13:11.640]  要接受評估,嗰陣時
[00:13:11.640 --> 00:13:14.640]  唔單止耶穌睇你嘅錢,睇埋你嘅心
[00:13:14.640 --> 00:13:17.640]  睇埋你有冇講過壞話,睇埋你有冇做過好事
[00:13:17.640 --> 00:13:20.640]  其實都幾嚴重
[00:13:20.640 --> 00:13:23.640]  不過你上到天堂,不過獎賞
[00:13:23.640 --> 00:13:26.640]  賞賜評估嘅分數就喺當時先定
[00:13:26.640 --> 00:13:29.640]  咁今日就唔得閒講其他咁多嘢
[00:13:29.640 --> 00:13:32.640]  如果你講人壞話,或者你做啲唔好嘅嘢
[00:13:32.640 --> 00:13:35.640]  而家今日就只講錢,只講投資
[00:13:35.640 --> 00:13:38.640]  咁希望大家就算其他都唔得
[00:13:38.640 --> 00:13:41.640]  呢度都掂咗,咁上到天
[00:13:41.640 --> 00:13:44.640]  喺耶穌基督嘅台前都好過啲
[00:13:44.640 --> 00:13:47.640]  不過耶穌基督台前係好過嘅
[00:13:47.640 --> 00:13:50.640]  唔使擔心見耶穌
[00:13:50.640 --> 00:13:53.640]  但係我想大家見嗰陣有獎賞
[00:13:53.640 --> 00:13:56.640]  所以聖經話畀我
[00:13:56.640 --> 00:13:59.640]  要知道我哋要向神交代
[00:13:59.640 --> 00:14:02.640]  耶穌講呢個比喻喺第八節就話
[00:14:02.640 --> 00:14:05.640]  今世之子比光明之子
[00:14:05.640 --> 00:14:08.640]  更加精明
[00:14:08.640 --> 00:14:11.640]  佢意思就係話,一啲唔識上帝嘅人
[00:14:11.640 --> 00:14:14.640]  佢哋啞目就睇今世
[00:14:14.640 --> 00:14:17.640]  佢唔知道來世,佢又唔信將來
[00:14:17.640 --> 00:14:20.640]  有天堂地獄,佢就睇今世
[00:14:20.640 --> 00:14:23.640]  但係佢嘅目光係闊過我哋
[00:14:23.640 --> 00:14:26.640]  闊過我哋信耶穌嘅人
[00:14:26.640 --> 00:14:29.640]  管理世上嘅錢財就好精明
[00:14:29.640 --> 00:14:32.640]  佢哋唔單止睇今年
[00:14:32.640 --> 00:14:35.640]  唔單止睇呢一季,佢睇五年,十年,二十年
[00:14:35.640 --> 00:14:38.640]  佢哋都做得好好
[00:14:38.640 --> 00:14:41.640]  但係反正我哋信耶穌嘅人
[00:14:41.640 --> 00:14:44.640]  我哋管錢就冇咁聰明
[00:14:44.640 --> 00:14:47.640]  我哋其實應該聰明過佢哋
[00:14:47.640 --> 00:14:50.640]  因為我哋喺得遠,我哋遠景嘅天堂
[00:14:50.640 --> 00:14:53.640]  我哋嘅投資係更加有價值
[00:14:53.640 --> 00:14:56.640]  因為我哋唔單止投資喺呢個世界,仲投資喺穩銀
[00:14:56.640 --> 00:14:59.640]  但好可惜我哋信耶穌嘅人
[00:14:59.640 --> 00:15:02.640]  仲做得唔好
[00:15:02.640 --> 00:15:05.640]  我留意到好多
[00:15:05.640 --> 00:15:08.640]  頂姐妹基督徒
[00:15:08.640 --> 00:15:11.640]  唔係話傳恩嗰啲
[00:15:11.640 --> 00:15:14.640]  我留意到佢哋喺言談笑語
[00:15:14.640 --> 00:15:17.640]  喺Facebook裏面所寫嘅,都係飲飲食食
[00:15:17.640 --> 00:15:20.640]  好多時Facebook見到我啲朋友
[00:15:20.640 --> 00:15:23.640]  影好多個碟餸出嚟
[00:15:23.640 --> 00:15:26.640]  我又去咗深圳食咗好多嘢
[00:15:26.640 --> 00:15:29.640]  我又去咗喺邊度
[00:15:29.640 --> 00:15:32.640]  咁食嘢係好嘅
[00:15:32.640 --> 00:15:35.640]  但係我哋如果成日掛住
[00:15:35.640 --> 00:15:38.640]  今世眼前嘅響樂
[00:15:38.640 --> 00:15:41.640]  眼前嗰個嘅享受
[00:15:41.640 --> 00:15:44.640]  而忘記咗點樣投資永恆
[00:15:44.640 --> 00:15:47.640]  咁呢個就應驗左耶穌所講
[00:15:47.640 --> 00:15:50.640]  今世之子比光明之子更加精明
[00:15:50.640 --> 00:15:53.640]  第一樣嘢我哋要搞清楚
[00:15:53.640 --> 00:15:56.640]  就係分辨本家同主人
[00:15:56.640 --> 00:15:59.640]  你係本家你唔係主人
[00:15:59.640 --> 00:16:02.640]  你對上帝賜畀你嘅金錢委託畀你嘅金錢
[00:16:02.640 --> 00:16:05.640]  係要精明
[00:16:05.640 --> 00:16:08.640]  精明過嗰啲唔信耶穌嘅
[00:16:08.640 --> 00:16:11.640]  因為你睇到永恆
[00:16:11.640 --> 00:16:14.640]  咁第二個學習就分別短暫與長久
[00:16:14.640 --> 00:16:17.640]  一個比喻教導我哋
[00:16:17.640 --> 00:16:20.640]  用短暫世間嘅錢
[00:16:20.640 --> 00:16:23.640]  因為世間嘅錢係今生
[00:16:23.640 --> 00:16:26.640]  你帶唔走
[00:16:26.640 --> 00:16:29.640]  亞歷山大臨死嗰時36歲死
[00:16:29.640 --> 00:16:32.640]  佢統治咗好多地方
[00:16:32.640 --> 00:16:35.640]  佢臨死嗰時喺棺材櫃開兩個窿
[00:16:35.640 --> 00:16:38.640]  兩個手帝出嚟話畀啲部位
[00:16:38.640 --> 00:16:41.640]  我冇帶走到任何嘢
[00:16:41.640 --> 00:16:44.640]  咁我哋要分辨
[00:16:44.640 --> 00:16:47.640]  短暫同埋長久
[00:16:47.640 --> 00:16:50.640]  呢個管家佢精明嘅地方
[00:16:50.640 --> 00:16:53.640]  佢知道嗰啲錢咪佢嘅
[00:16:53.640 --> 00:16:56.640]  就快佢就冇權
[00:16:56.640 --> 00:16:59.640]  咁佢就即刻改變計劃
[00:16:59.640 --> 00:17:02.640]  將呢啲短暫嘅錢投資喺將來
[00:17:02.640 --> 00:17:05.640]  更長久對自己更有益嘅事
[00:17:05.640 --> 00:17:08.640]  咁我哋焦頭知道呢個人生好短暫
[00:17:08.640 --> 00:17:11.640]  來生更加長久
[00:17:11.640 --> 00:17:14.640]  當我哋離開呢個世界嗰陣時
[00:17:14.640 --> 00:17:17.640]  嗰啲錢對你就冇用
[00:17:17.640 --> 00:17:20.640]  但係好多時我哋
[00:17:20.640 --> 00:17:23.640]  嘅眼目就冇睇到永恆
[00:17:23.640 --> 00:17:26.640]  我同太太有時去飲茶
[00:17:26.640 --> 00:17:29.640]  聽到隔離枱嗰啲通常早上去飲茶
[00:17:29.640 --> 00:17:32.640]  八點鐘我哋返工之前就去飲茶
[00:17:32.640 --> 00:17:35.640]  八點鐘飲茶多數都係七十歲八十歲
[00:17:35.640 --> 00:17:38.640]  我最聽到佢哋講就話
[00:17:38.640 --> 00:17:41.640]  最緊要就係健康
[00:17:41.640 --> 00:17:44.640]  呢啲人退休年紀唔細
[00:17:44.640 --> 00:17:47.640]  咁係咪真係最緊要健康
[00:17:47.640 --> 00:17:50.640]  咁健康其實佢自己日子都無多
[00:17:50.640 --> 00:17:53.640]  一百十歲係咪最多得二十三十年
[00:17:53.640 --> 00:17:56.640]  一百歲已經好難得
[00:17:56.640 --> 00:17:59.640]  咁其實
[00:17:59.640 --> 00:18:02.640]  我哋嘅日子有限
[00:18:02.640 --> 00:18:05.640]  咁你揸住啲錢點樣投資永恆呢
[00:18:05.640 --> 00:18:08.640]  咁我記得舊時教會一位弟兄
[00:18:08.640 --> 00:18:11.640]  其實我退休之後啲錢都係睇醫生
[00:18:11.640 --> 00:18:14.640]  睇完醫生就有啲症
[00:18:14.640 --> 00:18:17.640]  你話做乜呢
[00:18:17.640 --> 00:18:20.640]  咁我記得
[00:18:20.640 --> 00:18:23.640]  好多年前我喺教會就同一個職業
[00:18:23.640 --> 00:18:26.640]  團計都比較年青啲嘅職業團計
[00:18:26.640 --> 00:18:29.640]  幾歲到佢三十幾四十歲
[00:18:29.640 --> 00:18:32.640]  咁就夜晚對住個爐燒嘢食
[00:18:32.640 --> 00:18:35.640]  咁我呢就傾計我哋話我有個夢想
[00:18:35.640 --> 00:18:38.640]  就係要喺呢個教會
[00:18:38.640 --> 00:18:41.640]  我要係為呢個教會開個安老院
[00:18:41.640 --> 00:18:44.640]  咁叫你哋將來個個都有好嘅歸宿
[00:18:44.640 --> 00:18:47.640]  咁我哋會優先取錄
[00:18:47.640 --> 00:18:50.640]  本會就會有
[00:18:50.640 --> 00:18:53.640]  咁呢個安老院呢我話會全香港係最好嘅
[00:18:53.640 --> 00:18:56.640]  因為我做新嘢都希望最好㗎啦
[00:18:56.640 --> 00:18:59.640]  地方寬敞氣味芬芳
[00:18:59.640 --> 00:19:02.640]  每日都有人同你化妝
[00:19:02.640 --> 00:19:05.640]  每晚都開party barbecue
[00:19:05.640 --> 00:19:08.640]  咁就算你連老母牙都可以燒棉花糖
[00:19:08.640 --> 00:19:11.640]  咁呢
[00:19:11.640 --> 00:19:14.640]  咁呢團友個個都好excite個個都贊成
[00:19:14.640 --> 00:19:17.640]  咁佢哋就話啦喂阿牧師
