
[00:00:00.000 --> 00:00:05.000]  《耶利曼哀歌》是一部很少人讀的聖經裡的書
[00:01:22.000 --> 00:01:27.000]  我們看到另一部有關苦難的書是《若白記》
[00:01:27.000 --> 00:01:31.000]  在《若白記》裡面雖然若白是經歷苦難
[00:01:31.000 --> 00:01:35.000]  但是最後神都是完全地補償他
[00:01:35.000 --> 00:01:39.000]  他得到的東西是比他在苦難之前更加的多
[00:01:39.000 --> 00:01:41.000]  耶利米愛歌呢?
[00:01:41.000 --> 00:01:47.000]  始終神好像沒有回答以色列人的禱告
[00:01:47.000 --> 00:01:49.000]  第三個原因
[00:01:49.000 --> 00:01:54.000]  就是我們剛才說《若白記》是個人的苦難
[00:01:54.000 --> 00:01:59.000]  我們都能夠和這部《若白記》有共鳴
[00:01:59.000 --> 00:02:01.000]  給個人的苦難
[00:02:01.000 --> 00:02:05.000]  我們的苦難我們說就好像若白的苦難一樣
[00:02:05.000 --> 00:02:07.000]  但是耶利米哀歌呢
[00:02:07.000 --> 00:02:12.000]  是一部集體、是一部民族的苦難
[00:02:12.000 --> 00:02:15.000]  我們很難好像扯得上關題
[00:02:15.000 --> 00:02:19.000]  那個金強勝很久都沒有亡國
[00:02:19.000 --> 00:02:23.000]  所以我們覺得和我們完全沒有關係一樣
[00:02:23.000 --> 00:02:25.000]  但是我可以告訴你
[00:02:25.000 --> 00:02:29.000]  耶利米哀歌是一部很實用的書
[00:02:29.000 --> 00:02:32.000]  神透過耶利米哀歌教我們
[00:02:32.000 --> 00:02:34.000]  在個人當中
[00:02:34.000 --> 00:02:43.000]  怎樣能夠一步一步從憂鬱、黑暗當中能夠走出來
[00:02:43.000 --> 00:02:47.000]  我們先看看耶利米哀歌的作者
[00:02:47.000 --> 00:02:52.000]  在書中是沒有告訴我們誰是作者
[00:02:52.000 --> 00:02:57.000]  但是從耶利米哀歌的內政或者是外政
[00:02:57.000 --> 00:03:03.000]  我們可以知道其實作者就是耶利米先知
[00:03:03.000 --> 00:03:05.000]  有三個原因
[00:03:05.000 --> 00:03:11.000]  為什麼我們說內政讓我們知道是耶利米先知
[00:03:11.000 --> 00:03:16.000]  第一,耶利米先知是被譽為哭泣的先知
[00:03:16.000 --> 00:03:18.000]  耶利米書的九章一節
[00:03:18.000 --> 00:03:22.000]  有誰比耶利米更適合來寫哀歌
[00:03:22.000 --> 00:03:25.000]  他就是哭泣的先知
[00:03:25.000 --> 00:03:29.000]  第二點,就是耶利米擅長寫哀歌
[00:03:29.000 --> 00:03:33.000]  在歷代之下的三十五章二十五節
[00:03:33.000 --> 00:03:38.000]  說他是為了約西亞來寫哀歌
[00:03:38.000 --> 00:03:42.000]  還有第三個原因,就是神吩咐耶利米
[00:03:42.000 --> 00:03:46.000]  叫他要叫以色列人來哀悼
[00:03:46.000 --> 00:03:50.000]  在耶利米書的七章二十九節
[00:03:50.000 --> 00:03:57.000]  所以我們知道耶利米就是耶利米哀歌的作者
[00:03:57.000 --> 00:03:59.000]  另外如果你看的話
[00:03:59.000 --> 00:04:05.000]  耶利米書和耶利米哀歌是有很多相似的地方
[00:04:05.000 --> 00:04:09.000]  兩本書都說到以色列是被民國
[00:04:09.000 --> 00:04:11.000]  被民有來遺棄
[00:04:11.000 --> 00:04:15.000]  兩本書都說到受敵追殺他們
[00:04:15.000 --> 00:04:18.000]  就好像捕獵動物一樣
[00:04:18.000 --> 00:04:22.000]  兩本書也都說到以色列人的苦楚
[00:04:22.000 --> 00:04:26.000]  他們赤身露體,他們哭泣流淚
[00:04:26.000 --> 00:04:28.000]  他們的子民受苦
[00:04:28.000 --> 00:04:34.000]  而兩本書都說他們的苦就好像飽嘗苦菜一樣
[00:04:34.000 --> 00:04:37.000]  我們見到也都說到
[00:04:37.000 --> 00:04:41.000]  以色列好像遍地都是陷阱
[00:04:41.000 --> 00:04:44.000]  還被人責下他們的冠冕
[00:04:44.000 --> 00:04:48.000]  而兩本書都是數算先知的罪
[00:04:48.000 --> 00:04:51.000]  兩本書都是說到有苦杯
[00:04:51.000 --> 00:04:56.000]  苦杯就是神的審判
[00:04:56.000 --> 00:04:59.000]  我們見到絕對內正
[00:04:59.000 --> 00:05:03.000]  我們見到耶利米就是耶利米哀歌的作者
[00:05:03.000 --> 00:05:05.000]  外正呢?
[00:05:05.000 --> 00:05:07.000]  外正我們可以看看
[00:05:07.000 --> 00:05:09.000]  七十事譯本
[00:05:09.000 --> 00:05:13.000]  就是第一本希臘文的聖經版本
[00:05:13.000 --> 00:05:17.000]  在耶利米哀歌的一章一節有一個序言
[00:05:17.000 --> 00:05:19.000]  這個序言說
[00:05:19.000 --> 00:05:21.000]  以色列民被擄之後
[00:05:21.000 --> 00:05:24.000]  耶路撒冷變得荒涼
[00:05:24.000 --> 00:05:27.000]  耶利米坐下來哭泣
[00:05:27.000 --> 00:05:30.000]  哀悼耶路撒冷說
[00:05:30.000 --> 00:05:33.000]  這一段這樣的序言告訴我們
[00:05:33.000 --> 00:05:37.000]  耶利米先知就是作者
[00:05:37.000 --> 00:05:42.000]  這個這樣的序言在其他的聖經版本都沒有
[00:05:42.000 --> 00:05:45.000]  例如我們的和合本一開始就說
[00:05:45.000 --> 00:05:49.000]  為何先前滿有人民的城
[00:05:49.000 --> 00:05:53.000]  現在何景獨坐
[00:05:53.000 --> 00:05:55.000]  所以我們知道
[00:05:55.000 --> 00:05:59.000]  耶利米哀歌就是出於耶利米先知
[00:05:59.000 --> 00:06:04.000]  耶利米書是有關神對以色列人罪的審判
[00:06:04.000 --> 00:06:08.000]  耶利米哀歌就是因為以色列人的罪
[00:06:08.000 --> 00:06:10.000]  審判真的來臨
[00:06:10.000 --> 00:06:15.000]  而我們見到以色列人的哀動
[00:06:15.000 --> 00:06:20.000]  其實耶利米哀歌裏面的結構是非常非常獨特
[00:06:20.000 --> 00:06:22.000]  非常精彩
[00:06:22.000 --> 00:06:25.000]  有很多的神學家都說
[00:06:25.000 --> 00:06:30.000]  耶利米似乎沒有這樣的能力能夠寫得出耶利米哀歌
[00:06:30.000 --> 00:06:32.000]  但是千萬不要忘記
[00:06:32.000 --> 00:06:35.000]  耶利米可能是沒有這樣的能力
[00:06:35.000 --> 00:06:40.000]  但是耶利米先知背後密使聖經的那位聖靈
[00:06:40.000 --> 00:06:42.000]  絕對是有這樣的能力
[00:06:42.000 --> 00:06:44.000]  寫得出耶利米哀歌
[00:06:44.000 --> 00:06:48.000]  等一下我們會和大家一起來欣賞這個結構
[00:06:48.000 --> 00:06:50.000]  為何如此獨特
[00:06:50.000 --> 00:06:53.000]  為何如此精彩
[00:06:53.000 --> 00:06:57.000]  我們先看看耶利米哀歌的書名
[00:06:57.000 --> 00:06:59.000]  這個哀歌的書名
[00:06:59.000 --> 00:07:04.000]  是出於拉丁文翻譯七十四日本而來
[00:07:04.000 --> 00:07:07.000]  在庶原文的希臘文
[00:07:07.000 --> 00:07:10.000]  這個哀歌這個字
[00:07:10.000 --> 00:07:12.000]  是Thrednos這個字
[00:07:12.000 --> 00:07:16.000]  對我們中國人是不會陌生
[00:07:16.000 --> 00:07:19.000]  我們中國人都會哭喪
[00:07:19.000 --> 00:07:24.000]  直接請人回來為死者哀悼和哭喪
[00:07:24.000 --> 00:07:30.000]  哀歌這個名字就是大聲哭泣的意思
[00:07:30.000 --> 00:07:35.000]  希伯來文哀歌這個字是Kinot這個字
[00:07:35.000 --> 00:07:39.000]  是出現在耶利米書的七章二十九節
[00:07:39.000 --> 00:07:42.000]  希伯來文的哀歌這個名字
[00:07:42.000 --> 00:07:47.000]  也是猶太人拉比喜歡用的書名
[00:07:47.000 --> 00:07:51.000]  其實如果你看希伯來原文的時候
[00:07:51.000 --> 00:07:54.000]  你會發覺原來還有另外一個書名
[00:07:54.000 --> 00:07:57.000]  這個書名就是Eka這個字
[00:07:57.000 --> 00:07:59.000]  是為何
[00:07:59.000 --> 00:08:01.000]  為何就是Eka
[00:08:01.000 --> 00:08:04.000]  為什麼會叫它為何
[00:08:04.000 --> 00:08:06.000]  在舊約有很多的書本
[00:08:06.000 --> 00:08:11.000]  都是用經文的第一個字來做書名
[00:08:11.000 --> 00:08:13.000]  例如創世紀
[00:08:13.000 --> 00:08:15.000]  起初神創造天地
[00:08:15.000 --> 00:08:18.000]  起初這個字Beresit
[00:08:18.000 --> 00:08:22.000]  就成為創世紀的希伯來文的書名
[00:08:22.000 --> 00:08:24.000]  所以哀歌也是一樣
[00:08:24.000 --> 00:08:28.000]  開歌一開始希伯來文就說為何
[00:08:28.000 --> 00:08:31.000]  為何這個字就成為了
[00:08:31.000 --> 00:08:35.000]  耶利米哀歌希伯來文的書名
[00:08:35.000 --> 00:08:37.000]  為何這個字Eka
[00:08:37.000 --> 00:08:40.000]  不單止在哀歌的一章一節出現
[00:08:40.000 --> 00:08:43.000]  也在耶利米哀歌的二章一節
[00:08:43.000 --> 00:08:45.000]  四章一節一開始
[00:08:45.000 --> 00:08:49.000]  也是同一個字
[00:08:49.000 --> 00:08:53.000]  聖經裏面有很多很多的哀歌
[00:08:53.000 --> 00:08:56.000]  例如我們剛才說的約伯記
[00:08:56.000 --> 00:08:59.000]  例如詩篇的第三章
[00:08:59.000 --> 00:09:02.000]  120章耶利米書
[00:09:02.000 --> 00:09:05.000]  另外還有以西傑書
[00:09:05.000 --> 00:09:07.000]  但是只有耶利米哀歌
[00:09:07.000 --> 00:09:10.000]  整部都是哀動的詩歌
[00:09:10.000 --> 00:09:13.000]  在恕哀歌的二章十五節
[00:09:13.000 --> 00:09:16.000]  耶利米先知呼喚以色列人
[00:09:16.000 --> 00:09:18.000]  要大聲的哭泣
[00:09:18.000 --> 00:09:21.000]  就好像和耶路撒冷城
[00:09:21.000 --> 00:09:24.000]  舉行喪禮一樣
[00:09:24.000 --> 00:09:26.000]  在聖經裏面剛才說
[00:09:26.000 --> 00:09:29.000]  另外一部講苦難的書
[00:09:29.000 --> 00:09:32.000]  是約伯記個人的苦難
[00:09:32.000 --> 00:09:35.000]  我們也說過耶利米哀歌
[00:09:35.000 --> 00:09:39.000]  是集體民族的苦難
[00:09:39.000 --> 00:09:41.000]  另外聖經有一部
[00:09:41.000 --> 00:09:43.000]  也是講民族的苦難
[00:09:43.000 --> 00:09:46.000]  就是哈巴谷書
[00:09:46.000 --> 00:09:49.000]  但是哈巴谷書只有三分之一的篇幅
[00:09:49.000 --> 00:09:51.000]  是真正的詩歌
[00:09:51.000 --> 00:09:53.000]  就是第三章
[00:09:53.000 --> 00:09:55.000]  其餘的都不是詩歌
[00:09:55.000 --> 00:09:57.000]  耶利米哀歌
[00:09:57.000 --> 00:10:00.000]  整部都是哀動的詩歌
[00:10:00.000 --> 00:10:02.000]  雖然耶利米哀歌
[00:10:02.000 --> 00:10:05.000]  我說是給民族的苦難
[00:10:05.000 --> 00:10:07.000]  是講民族的苦難
[00:10:07.000 --> 00:10:10.000]  但是有一個非常大的特點
[00:10:10.000 --> 00:10:12.000]  我覺得耶利米哀歌
[00:10:12.000 --> 00:10:14.000]  是給個人教我們
[00:10:14.000 --> 00:10:18.000]  怎樣能夠在憂鬱、黑暗當中
[00:10:18.000 --> 00:10:20.000]  一步一步地走出來
[00:10:20.000 --> 00:10:23.000]  是一部非常實用的書
[00:10:23.000 --> 00:10:25.000]  其實耶利米哀歌
[00:10:25.000 --> 00:10:28.000]  是給我們可以唱出來的
[00:10:28.000 --> 00:10:31.000]  哀歌的一章至四章
[00:10:31.000 --> 00:10:33.000]  其實都有一個節奏
[00:10:33.000 --> 00:10:35.000]  這個節奏很有趣
[00:10:35.000 --> 00:10:40.000]  就是下半句比上半句少了一拍
[00:10:40.000 --> 00:10:43.000]  少了一拍所以讀起來的時候
[00:10:43.000 --> 00:10:46.000]  就會有一個哀動的感覺
[00:10:46.000 --> 00:10:51.000]  這個是耶利米哀歌的一個特點
[00:10:51.000 --> 00:10:57.000]  耶利米是耶路撒冷城淪陷的目擊證人
[00:10:57.000 --> 00:10:59.000]  耶路撒冷城的淪陷
[00:10:59.000 --> 00:11:03.000]  是公元前的586年的七月
[00:11:03.000 --> 00:11:06.000]  而聖殿的壁位和焚燒
[00:11:06.000 --> 00:11:09.000]  是在8月份的時間
[00:11:09.000 --> 00:11:12.000]  耶利米哀歌的作者
[00:11:12.000 --> 00:11:14.000]  很明顯告訴我們
[00:11:14.000 --> 00:11:17.000]  他就是一個目擊的證人
[00:11:17.000 --> 00:11:20.000]  耶利米哀歌的一章、二章、四章
[00:11:20.000 --> 00:11:23.000]  都有告訴我們
[00:11:23.000 --> 00:11:26.000]  寫耶利米哀歌
[00:11:26.000 --> 00:11:29.000]  也可能是得到巴祿的幫助
[00:11:29.000 --> 00:11:34.000]  這個在耶利米書的36章和45章
[00:11:34.000 --> 00:11:36.000]  都有告訴我們
[00:11:36.000 --> 00:11:39.000]  耶利米擅自親眼目睹
[00:11:39.000 --> 00:11:46.000]  整場國家、皇宮和聖殿都被毀
[00:11:46.000 --> 00:11:50.000]  他是向著耶路撒冷城大聲的哭泣
[00:11:50.000 --> 00:11:54.000]  他是對著耶路撒冷城哀悼
[00:11:54.000 --> 00:11:57.000]  根據猶太人的傳統
[00:11:57.000 --> 00:12:01.000]  耶利米在葛國他的山坡上
[00:12:01.000 --> 00:12:05.000]  其中一個洞穴叫做耶利米洞穴
[00:12:05.000 --> 00:12:09.000]  目睹耶路撒冷城的壁位
[00:12:09.000 --> 00:12:12.000]  葛國他其實就是耶穌基督
[00:12:12.000 --> 00:12:15.000]  被釘十字架的地方
[00:12:15.000 --> 00:12:20.000]  為什麼在約翰福音的19章17節
[00:12:20.000 --> 00:12:25.000]  叫葛國他捉留地
[00:12:25.000 --> 00:12:31.000]  如果你是很遠的向葛國他這個山坡
[00:12:31.000 --> 00:12:34.000]  遙遠的看過去的時候
[00:12:34.000 --> 00:12:40.000]  你會見到山坡上真的有一個骷髏骨頭的形狀
[00:12:40.000 --> 00:12:41.000]  大家看看螢光幕
[00:12:41.000 --> 00:12:44.000]  像不像一個骷髏骨頭
[00:12:44.000 --> 00:12:46.000]  有兩個像眼睛的洞穴
[00:12:46.000 --> 00:12:48.000]  有一個像鼻子的洞穴
[00:12:48.000 --> 00:12:53.000]  有一個像牙齒的嘴巴
[00:12:53.000 --> 00:12:57.000]  所以葛國他是叫做捉留地
[00:12:57.000 --> 00:12:59.000]  很有趣
[00:12:59.000 --> 00:13:02.000]  捉留地也是摩利亞山
[00:13:02.000 --> 00:13:08.000]  摩利亞山就是當年阿伯拉罕獻耳撒的地方
[00:13:08.000 --> 00:13:10.000]  神要阿伯拉罕獻耳撒
[00:13:10.000 --> 00:13:13.000]  但是最後都沒有叫他獻
[00:13:13.000 --> 00:13:17.000]  只是給了一隻山羊來代替耳撒
[00:13:17.000 --> 00:13:19.000]  所以阿伯拉罕是很感恩
[00:13:19.000 --> 00:13:24.000]  他叫了這座山叫做耶和華爾勒
[00:13:24.000 --> 00:13:26.000]  耶和華爾勒的意思就是
[00:13:26.000 --> 00:13:29.000]  耶和華必預備的意思
[00:13:29.000 --> 00:13:32.000]  結果在二千年後
[00:13:32.000 --> 00:13:36.000]  神真的預備了一個獻祭給我們
[00:13:36.000 --> 00:13:39.000]  耶穌基督真的在同一個山上
[00:13:39.000 --> 00:13:42.000]  來為我們釘十字架
[00:13:42.000 --> 00:13:46.000]  成為我們代罪的羔羊
[00:13:46.000 --> 00:13:49.000]  在摩利亞山或者是葛國他
[00:13:49.000 --> 00:13:55.000]  你是能夠清楚見到耶路撒冷城裏面發生的一切事
[00:13:55.000 --> 00:13:58.000]  當年耶穌基督被釘在十字架上
[00:13:58.000 --> 00:14:03.000]  他是能夠清楚見到耶路撒冷城裏面的一切事物
[00:14:03.000 --> 00:14:06.000]  根據猶太人的傳統
[00:14:06.000 --> 00:14:11.000]  耶利米就是在葛國他的山坡
[00:14:11.000 --> 00:14:13.000]  在耶利米的洞穴
[00:14:13.000 --> 00:14:17.000]  來目睹耶路撒冷城被淪陷
[00:14:17.000 --> 00:14:20.000]  意為平地,他大聲哭泣
[00:14:20.000 --> 00:14:24.000]  他是非常哀動
[00:14:24.000 --> 00:14:29.000]  我們說耶利米哀歌成書日期是何時呢?
[00:14:29.000 --> 00:14:35.000]  我們知道耶路撒冷城被毀是公元前的586年
[00:14:35.000 --> 00:14:40.000]  而耶利米先知是在公元前的538年
[00:14:40.000 --> 00:14:42.000]  被迫逃往埃及
[00:14:42.000 --> 00:14:44.000]  而他是死在埃及
[00:14:44.000 --> 00:14:48.000]  所以我們知道耶利米哀歌成書的日期
[00:14:48.000 --> 00:14:57.000]  應該是在公元前的586年至538年之間
[00:14:57.000 --> 00:15:01.000]  我們一起來看看耶利米哀歌的背景
[00:15:01.000 --> 00:15:04.000]  其實一早在摩西悟經
[00:15:04.000 --> 00:15:07.000]  神已經是教導以色列人
[00:15:07.000 --> 00:15:09.000]  要他們守約
[00:15:09.000 --> 00:15:12.000]  告訴他們守約會怎樣
[00:15:12.000 --> 00:15:15.000]  你們毀約又會有什麼結果
[00:15:15.000 --> 00:15:19.000]  這些都記載在利美記的26章
[00:15:19.000 --> 00:15:21.000]  和生命記的28章
[00:15:21.000 --> 00:15:25.000]  我們不妨來看看神怎麼說
[00:15:25.000 --> 00:15:27.000]  你如果是守約的
[00:15:27.000 --> 00:15:30.000]  就封條語順國泰民安
[00:15:30.000 --> 00:15:33.000]  但是如果你毀約的話
[00:15:33.000 --> 00:15:35.000]  就會遭到咒詛
[00:15:35.000 --> 00:15:39.000]  我們一起來看看其中有什麼咒詛
[00:15:39.000 --> 00:15:43.000]  在生命記的26章49節經文說
[00:15:43.000 --> 00:15:47.000]  耶和華從遠方地極帶一國的民
[00:15:47.000 --> 00:15:49.000]  如鷹飛來攻擊你
[00:15:49.000 --> 00:15:52.000]  這民的言語你不懂得
[00:15:52.000 --> 00:15:56.000]  這個很清楚就是說到巴比倫國
[00:15:56.000 --> 00:16:00.000]  另外當他們的城被圍困的時候
[00:16:00.000 --> 00:16:07.000]  真是應驗了神的預言說他們會吃他們子女的肉
[00:16:07.000 --> 00:16:11.000]  而經文又說使你的城邑變為荒涼
[00:16:11.000 --> 00:16:15.000]  使你們的眾聖所變為方牆
[00:16:15.000 --> 00:16:19.000]  你生兒養女卻不算是你的
[00:16:19.000 --> 00:16:22.000]  因為必被擄去
[00:16:22.000 --> 00:16:26.000]  這個就應驗了巴比倫人真的擄去以色列人
[00:16:26.000 --> 00:16:29.000]  但以你先知和以西傑先知
[00:16:29.000 --> 00:16:33.000]  都是兩位先後被擄去的以色列人
[00:16:33.000 --> 00:16:35.000]  經文又說
[00:16:35.000 --> 00:16:39.000]  耶和華必將你和你所立的王
[00:16:39.000 --> 00:16:43.000]  領導你和你列祖數不認識的國去
[00:16:43.000 --> 00:16:47.000]  在那裡你必侍奉木頭石頭的神
[00:16:47.000 --> 00:16:51.000]  我們知道以色列王西底加
[00:16:51.000 --> 00:16:54.000]  巴比倫人將他的眼睛挖了出來
[00:16:54.000 --> 00:16:58.000]  然後將他真的擄了去巴比倫
[00:16:58.000 --> 00:17:02.000]  而最後在利美記的26章43節
[00:17:02.000 --> 00:17:05.000]  經文說你們離開這地
[00:17:05.000 --> 00:17:10.000]  地在荒廢無人的時候就要享受安息
[00:17:10.000 --> 00:17:14.000]  以色列人當他們進入迦南地
[00:17:14.000 --> 00:17:18.000]  490年他們是沒有守到安息年
[00:17:18.000 --> 00:17:22.000]  神在利美記的25章叫他們六年耕種
[00:17:22.000 --> 00:17:25.000]  第七年地是要得到安息
[00:17:25.000 --> 00:17:29.000]  他們因為貪心第七年繼續耕種
[00:17:29.000 --> 00:17:32.000]  490年都沒有守安息年
[00:17:32.000 --> 00:17:34.000]  每七年就是安息年
[00:17:34.000 --> 00:17:37.000]  你試試490年除七
[00:17:37.000 --> 00:17:39.000]  剛剛是七十年
[00:17:39.000 --> 00:17:42.000]  他們就是被擄去巴比倫七十年
[00:17:42.000 --> 00:17:45.000]  以至地是能夠得到安息
[00:17:45.000 --> 00:17:48.000]  神一次過連本帶利
[00:17:48.000 --> 00:17:52.000]  將安息年所應該有的時間
[00:17:52.000 --> 00:17:56.000]  連本帶利收回來
[00:17:56.000 --> 00:17:59.000]  耶路撒冷被毀的預言
[00:17:59.000 --> 00:18:04.000]  在約書亞記的23章已經有預言
[00:18:04.000 --> 00:18:07.000]  耶利米線之警告以色列人
[00:18:07.000 --> 00:18:10.000]  神的審判是會來到
[00:18:10.000 --> 00:18:13.000]  四十年他是警告以色列人
[00:18:13.000 --> 00:18:16.000]  但是以色列人都沒有聽到
[00:18:16.000 --> 00:18:19.000]  反而還嘲笑耶利米線之
[00:18:19.000 --> 00:18:21.000]  哪有這樣的事
[00:18:21.000 --> 00:18:24.000]  結果當尼布格尼薩的軍隊
[00:18:24.000 --> 00:18:26.000]  真的軍臨城下
[00:18:26.000 --> 00:18:29.000]  神的審判真的來臨的時候
[00:18:29.000 --> 00:18:32.000]  耶利米線之沒有幸災樂禍
[00:18:32.000 --> 00:18:33.000]  他沒有說你看看
[00:18:33.000 --> 00:18:35.000]  我一早就告訴你們
[00:18:35.000 --> 00:18:38.000]  反而他就是和以色列人一起
[00:18:38.000 --> 00:18:43.000]  來悲傷哀動同情他們
[00:18:43.000 --> 00:18:46.000]  耶利米愛國和耶利米書
[00:18:46.000 --> 00:18:48.000]  都有相似的地方
[00:18:48.000 --> 00:18:51.000]  也有講到為人民不肯悔改
[00:18:51.000 --> 00:18:55.000]  而遭到審判的憤怒
[00:18:55.000 --> 00:18:59.000]  耶利米書在一至二十九章
[00:18:59.000 --> 00:19:03.000]  說是神的預言審判將會來臨
[00:19:03.000 --> 00:19:05.000]  而在耶利米愛國
[00:19:05.000 --> 00:19:08.000]  當審判真的來臨的時候
[00:19:08.000 --> 00:19:11.000]  帶來的痛苦和傷心
[00:19:11.000 --> 00:19:13.000]  耶路撒冷四位
[00:19:13.000 --> 00:19:16.000]  是一件非常重要的事
[00:19:16.000 --> 00:19:17.000]  在聖經裏面
[00:19:17.000 --> 00:19:21.000]  所以有四部書都有講到這些事
[00:19:21.000 --> 00:19:25.000]  例如列王紀夏的二十五章
[00:19:25.000 --> 00:19:28.000]  歷代治夏的三十六章
[00:19:28.000 --> 00:19:31.000]  耶利米書的三十九章
[00:19:31.000 --> 00:19:34.000]  和整部耶利米愛國
[00:19:34.000 --> 00:19:36.000]  這四部書當中
[00:19:36.000 --> 00:19:38.000]  歷代治夏的三十六章
[00:19:38.000 --> 00:19:40.000]  講得比較簡短
[00:19:40.000 --> 00:19:45.000]  其他三部書都是講得非常詳細
[00:19:45.000 --> 00:19:48.000]  都有講到十件很重要的事
[00:19:48.000 --> 00:19:52.000]  第一件事就是耶路撒冷城被圍困
[00:19:52.000 --> 00:19:55.000]  第二件就是城中的饑荒
[00:19:55.000 --> 00:20:00.000]  第三件就是軍隊和王的逃亡
[00:20:00.000 --> 00:20:06.000]  第四點就是講到聖殿皇宮和城被燒毀
[00:20:06.000 --> 00:20:10.000]  第五點就是講到城牆被毀
[00:20:10.000 --> 00:20:13.000]  第六點是人民被俘虜
[00:20:13.000 --> 00:20:16.000]  第七點是聖殿被擄掠
[00:20:16.000 --> 00:20:20.000]  第八點是領袖被處決
[00:20:20.000 --> 00:20:25.000]  第九點是猶大成為巴比倫的附庸國
[00:20:25.000 --> 00:20:33.000]  而最後一點就是以色列被民國拋棄
[00:20:33.000 --> 00:20:41.000]  耶利米愛國是被猶太人列入五聖卷或五小卷裏面
[00:20:41.000 --> 00:20:44.000]  今年所以我說我們很有趣
[00:20:44.000 --> 00:20:50.000]  我們粵語堂講了兩部書都是被列入五小卷和五聖卷
[00:20:50.000 --> 00:20:53.000]  另外一部就是《雅歌》
[00:20:53.000 --> 00:20:56.000]  為什麼要列入五聖卷五小卷
[00:20:56.000 --> 00:20:59.000]  就是因為猶太人認為在聖經裏面
[00:20:59.000 --> 00:21:02.000]  有五部特別聖潔的書
[00:21:02.000 --> 00:21:06.000]  而《雅歌》和《哀歌》就是其中兩部
[00:21:06.000 --> 00:21:08.000]  在重要的節日
[00:21:08.000 --> 00:21:12.000]  他們都會朗誦這些五聖卷和五小卷
[00:21:12.000 --> 00:21:17.000]  例如在如意節他們會朗誦《雅歌》
[00:21:17.000 --> 00:21:21.000]  在五秦節他們會朗誦《路德記》
[00:21:21.000 --> 00:21:25.000]  在鑄盤節他們會朗誦《傳道書》
[00:21:25.000 --> 00:21:30.000]  在普爾節他們會朗誦《以西帖記》
[00:21:30.000 --> 00:21:34.000]  在五月九日猶太人的日子
[00:21:34.000 --> 00:21:37.000]  他們就會朗誦《耶利米愛國》
[00:21:37.000 --> 00:21:40.000]  為什麼是猶太人的五月九日
[00:21:40.000 --> 00:21:45.000]  因為聖殿就是那一天被毀滅
[00:21:45.000 --> 00:21:47.000]  另外有一樣很有趣的
[00:21:47.000 --> 00:21:49.000]  就是在述六百年後
[00:21:49.000 --> 00:21:53.000]  當羅馬的士兵再次軍臨城下
[00:21:53.000 --> 00:21:56.000]  來毀滅希律的聖殿
[00:21:56.000 --> 00:21:58.000]  在公元七十年
[00:21:58.000 --> 00:22:01.000]  那一天也是五月九日
[00:22:01.000 --> 00:22:03.000]  為什麼會這麼奇怪
[00:22:03.000 --> 00:22:07.000]  兩次聖殿被毀都是五月九日
[00:22:07.000 --> 00:22:08.000]  不是巧合
[00:22:08.000 --> 00:22:10.000]  這是神告訴我們
[00:22:10.000 --> 00:22:12.000]  沒有祂的容許
[00:22:12.000 --> 00:22:14.000]  聖殿是不會被毀滅
[00:22:14.000 --> 00:22:16.000]  兩次都是五月九日
[00:22:16.000 --> 00:22:19.000]  即是說是神所預定
[00:22:19.000 --> 00:22:23.000]  是祂容許聖殿來被毀滅
