
[00:00:00.000 --> 00:00:08.000]  我認識一位弟兄,他在一個科技大學的研究院教授物理學
[00:06:30.000 --> 00:06:35.000]  就是這樣進入我們的內心裏面
[00:06:35.000 --> 00:06:36.000]  首先我們看到
[00:06:36.000 --> 00:06:40.000]  麵餃要進入三豆麵粉裏面
[00:06:40.000 --> 00:06:45.000]  就好像天國要進入人生裏面
[00:06:45.000 --> 00:06:48.000]  所以第一方面這個婦人經歷了一件事
[00:06:48.000 --> 00:06:52.000]  就是原來神的國
[00:06:52.000 --> 00:06:55.000]  是自己進入到人生裏面的
[00:06:55.000 --> 00:06:59.000]  是能夠自己主動地親近我們
[00:06:59.000 --> 00:07:03.000]  原來神的國就是這麼簡單
[00:07:03.000 --> 00:07:05.000]  已經進入我們人生
[00:07:05.000 --> 00:07:10.000]  原來能夠在我們的生活裏面領會到
[00:07:10.000 --> 00:07:14.000]  其實上方耶穌講這個故事的時候
[00:07:14.000 --> 00:07:18.000]  這個故事的內容已經進入到我們人生裏面
[00:07:18.000 --> 00:07:23.000]  一個故事裏面這麼生活化的形容
[00:07:23.000 --> 00:07:25.000]  就已經是我們人生裏面
[00:07:25.000 --> 00:07:27.000]  所以原來神就是這麼簡單
[00:07:27.000 --> 00:07:31.000]  祂自己就是願意進入人的生命裏面
[00:07:31.000 --> 00:07:34.000]  天國就是這樣進入人生裏面
[00:07:34.000 --> 00:07:37.000]  甚至是主動地親近我們
[00:07:37.000 --> 00:07:39.000]  不是這樣隨手可得
[00:07:39.000 --> 00:07:41.000]  這是天國的道理
[00:07:41.000 --> 00:07:47.000]  隨手可以去感受到領會到天國的道理
[00:07:47.000 --> 00:07:50.000]  更加不需要去提升自己某一個階級
[00:07:50.000 --> 00:07:52.000]  一個身份
[00:07:52.000 --> 00:07:56.000]  這個婦人不需要成為一個很有學識的人
[00:07:56.000 --> 00:07:59.000]  這個婦人不需要成為很有見地的人
[00:07:59.000 --> 00:08:01.000]  或者見到世面的人
[00:08:01.000 --> 00:08:04.000]  她仍然在家裏面可能足不出戶
[00:08:04.000 --> 00:08:07.000]  仍然做家頭世母
[00:08:07.000 --> 00:08:10.000]  都可以去領受到這個信仰
[00:08:10.000 --> 00:08:14.000]  不需要提升到一個特別的甚麼層次
[00:08:14.000 --> 00:08:16.000]  有時我們都會
[00:08:16.000 --> 00:08:18.000]  好像我們信仰想進心的時候
[00:08:18.000 --> 00:08:20.000]  我們要進入甚麼層次裏面
[00:08:20.000 --> 00:08:21.000]  我們怎樣呢
[00:08:21.000 --> 00:08:23.000]  是要學多些、識多些、理解多些
[00:08:23.000 --> 00:08:25.000]  當然都是需要
[00:08:25.000 --> 00:08:30.000]  但是如果我們不是用心去領會天國的時候
[00:08:30.000 --> 00:08:32.000]  最後那些都是知識的
[00:08:32.000 --> 00:08:35.000]  那些是頭腦上的東西
[00:08:35.000 --> 00:08:38.000]  在2017有一個福音成會
[00:08:38.000 --> 00:08:39.000]  明年的年底裏面
[00:08:39.000 --> 00:08:42.000]  有一個全港大型的報道會
[00:08:42.000 --> 00:08:46.000]  青年組已經開始一個群組
[00:08:46.000 --> 00:08:49.000]  去接觸這些青年人
[00:08:49.000 --> 00:08:51.000]  無論是信徒或者是慕道者都好
[00:08:51.000 --> 00:08:55.000]  他們用了一個群組的名稱
[00:08:55.000 --> 00:08:56.000]  名稱很特別
[00:08:56.000 --> 00:08:57.000]  叫甚麼呢
[00:08:57.000 --> 00:09:02.000]  大家聽過「堅不離地的盼望」
[00:09:02.000 --> 00:09:04.000]  覺得很奇怪
[00:09:04.000 --> 00:09:06.000]  但對於一些年青人覺得不奇怪
[00:09:06.000 --> 00:09:09.000]  他們經常說堅離地、不離地
[00:09:09.000 --> 00:09:11.000]  我們不要離地
[00:09:11.000 --> 00:09:15.000]  很多事情我們頭腦上一套東西
[00:09:15.000 --> 00:09:17.000]  然後我們做的又是另一套東西
[00:09:17.000 --> 00:09:19.000]  堅不離地
[00:09:19.000 --> 00:09:21.000]  不要只有「港」字
[00:09:21.000 --> 00:09:23.000]  是實際要做到出來的
[00:09:23.000 --> 00:09:26.000]  可能今天年青人的心態是這樣的
[00:09:26.000 --> 00:09:28.000]  因為發覺到今天很多的成年人
[00:09:28.000 --> 00:09:30.000]  被我們說一套一套一套的東西
[00:09:30.000 --> 00:09:32.000]  怎樣好、怎樣好、怎樣好
[00:09:32.000 --> 00:09:34.000]  但其實都不實際的
[00:09:34.000 --> 00:09:37.000]  我都不是實際上令到我得到益處的
[00:09:37.000 --> 00:09:39.000]  或者這些都是理論的東西
[00:09:39.000 --> 00:09:41.000]  或者這些都是頭腦上的東西
[00:09:41.000 --> 00:09:44.000]  所以「堅不離地的盼望」
[00:09:44.000 --> 00:09:47.000]  這班群組定了這樣的名
[00:09:47.000 --> 00:09:49.000]  當然你們會有很多活動
[00:09:49.000 --> 00:09:52.000]  這些就是能夠招聚年青人
[00:09:52.000 --> 00:09:55.000]  但都是不多不少反映到
[00:09:55.000 --> 00:10:00.000]  今天我們的信仰有時都會這樣的情況
[00:10:00.000 --> 00:10:04.000]  在一些頭腦知識上的層面
[00:10:04.000 --> 00:10:06.000]  而不能夠進入我們的內心裏面
[00:10:06.000 --> 00:10:09.000]  亦不能夠在我們生活裏面實踐到出來
[00:10:09.000 --> 00:10:16.000]  所以如果最後就好像這個麵餃和麵粉團
[00:10:16.000 --> 00:10:18.000]  最後沒有放進去的時候
[00:10:18.000 --> 00:10:20.000]  麵餃歸麵餃
[00:10:20.000 --> 00:10:22.000]  麵粉團歸麵粉團
[00:10:22.000 --> 00:10:25.000]  最後如果你照這樣焗這個麵粉團
[00:10:25.000 --> 00:10:30.000]  麵粉團就變成很硬 像石頭一樣硬的麵包
[00:10:30.000 --> 00:10:32.000]  都不知道可不可以叫麵包
[00:10:32.000 --> 00:10:34.000]  到時都不知道怎樣咬入口
[00:10:34.000 --> 00:10:36.000]  可以扔得到人的
[00:10:36.000 --> 00:10:39.000]  可能會有這樣的情況
[00:10:39.000 --> 00:10:41.000]  麵包誰喜歡吃呢?
[00:10:41.000 --> 00:10:43.000]  入不到口
[00:10:43.000 --> 00:10:50.000]  所以這個天國就好像麵餃進入了麵粉團裏面
[00:10:50.000 --> 00:10:51.000]  就是這麼簡單
[00:10:51.000 --> 00:10:54.000]  它自己就進入裏面
[00:10:54.000 --> 00:10:59.000]  這個婦人原來在生活裏面就已經經歷到
[00:10:59.000 --> 00:11:01.000]  就是這麼平常的事情
[00:11:01.000 --> 00:11:03.000]  日常我們生活裏面所做的事
[00:11:03.000 --> 00:11:05.000]  就可以經歷到這個天國
[00:11:05.000 --> 00:11:07.000]  就可以知道這個信仰
[00:11:07.000 --> 00:11:12.000]  不是去到某個地方某個層次某樣的東西
[00:11:12.000 --> 00:11:18.000]  我們才可以更加領會到這個神國的味道
[00:11:18.000 --> 00:11:21.000]  所以我們有時都給一些教會的提醒
[00:11:21.000 --> 00:11:25.000]  幫我們去傳福音幫我們去關心人的時候
[00:11:25.000 --> 00:11:27.000]  就是很直接做一些事情
[00:11:27.000 --> 00:11:31.000]  把你的愛心把我們一些關懷去到就可以
[00:11:31.000 --> 00:11:33.000]  我們開很多的會討論很多的東西
[00:11:33.000 --> 00:11:36.000]  講很多的方向等等
[00:11:36.000 --> 00:11:38.000]  最後好像空中留角
[00:11:38.000 --> 00:11:40.000]  沒有人實踐出來的時候
[00:11:40.000 --> 00:11:43.000]  都是得過廣見
[00:11:43.000 --> 00:11:51.000]  接著我們看看怎樣去焗這個麵包怎樣處理
[00:11:51.000 --> 00:11:53.000]  焗這個麵包其實就等於
[00:11:53.000 --> 00:11:57.000]  好像我們的生活就是信仰一樣
[00:11:57.000 --> 00:12:00.000]  其實我們的生活就是信仰
[00:12:00.000 --> 00:12:02.000]  因為每一個麵包拿出來
[00:12:02.000 --> 00:12:03.000]  其實我們有什麼吃
[00:12:03.000 --> 00:12:05.000]  我們日常就是這樣吃
[00:12:05.000 --> 00:12:09.000]  我們有很平常的事情都去享受它
[00:12:09.000 --> 00:12:11.000]  記得有一次聽到兩位
[00:12:11.000 --> 00:12:13.000]  不是聽到
[00:12:13.000 --> 00:12:18.000]  是一位知心的華人的目者和我分享
[00:12:18.000 --> 00:12:21.000]  其實我覺得是兩位神學家的對話
[00:12:21.000 --> 00:12:25.000]  這位華人的目者就是周濂華牧師
[00:12:25.000 --> 00:12:26.000]  周濂華牧師就說
[00:12:26.000 --> 00:12:29.000]  有一次他去到美國的時候
[00:12:29.000 --> 00:12:35.000]  見到一個神學界可以說是二十世紀
[00:12:35.000 --> 00:12:37.000]  最出色的一個神學家
[00:12:37.000 --> 00:12:38.000]  可能大家都會知道
[00:12:38.000 --> 00:12:42.000]  如果你留意這方面就是卡巴
[00:12:42.000 --> 00:12:44.000]  卡爾巴特
[00:12:44.000 --> 00:12:46.000]  如果你讀神學一定會讀到他
[00:12:46.000 --> 00:12:50.000]  因為是一個舉足輕重的神學家
[00:12:50.000 --> 00:12:52.000]  我聽到周濂華牧師能夠接觸巴特
[00:12:52.000 --> 00:12:53.000]  和他聊天
[00:12:53.000 --> 00:12:55.000]  我覺得真的很厲害
[00:12:55.000 --> 00:12:58.000]  當然巴特已經離開了世界
[00:12:58.000 --> 00:13:00.000]  和他聊天
[00:13:00.000 --> 00:13:02.000]  第一句問他的說話
[00:13:02.000 --> 00:13:04.000]  你說一個很簡單的題目也可以
[00:13:04.000 --> 00:13:06.000]  一個很深奧的題目也可以
[00:13:06.000 --> 00:13:08.000]  他說跟巴特說
[00:13:08.000 --> 00:13:12.000]  請問什麼叫神學?
[00:13:12.000 --> 00:13:13.000]  你想想一個神學家
[00:13:13.000 --> 00:13:14.000]  如果要解釋給你聽
[00:13:14.000 --> 00:13:16.000]  可能是一個論文
[00:13:16.000 --> 00:13:18.000]  是多篇的論文
[00:13:18.000 --> 00:13:20.000]  卡巴特寫的那套東西
[00:13:20.000 --> 00:13:21.000]  很厲害的
[00:13:21.000 --> 00:13:22.000]  教會教義
[00:13:22.000 --> 00:13:24.000]  整套這麼大套
[00:13:24.000 --> 00:13:27.000]  差不多要讀出來
[00:13:27.000 --> 00:13:29.000]  巴特竟然說了一句話
[00:13:29.000 --> 00:13:33.000]  他說周濂華牧師神學沒什麼
[00:13:33.000 --> 00:13:37.000]  神學只是吃飯
[00:13:37.000 --> 00:13:38.000]  他的意思是
[00:13:38.000 --> 00:13:41.000]  神學不是什麼高深的東西
[00:13:41.000 --> 00:13:43.000]  神學我們都要知道
[00:13:43.000 --> 00:13:44.000]  我們都要守實際
[00:13:44.000 --> 00:13:45.000]  我們都要吃飯
[00:13:45.000 --> 00:13:50.000]  我們都要做我們人要做的事情
[00:13:50.000 --> 00:13:53.000]  當然巴特這樣說
[00:13:53.000 --> 00:13:54.000]  可能他會說
[00:13:54.000 --> 00:13:57.000]  你不要太過抬舉我們的神學思想
[00:13:57.000 --> 00:14:04.000]  事實上不要太過抬舉神學的理論
[00:14:04.000 --> 00:14:06.000]  因為人的生命
[00:14:06.000 --> 00:14:07.000]  人的生活
[00:14:07.000 --> 00:14:11.000]  你都是要實實在在地生活
[00:14:11.000 --> 00:14:12.000]  我記得很多年前
[00:14:12.000 --> 00:14:15.000]  當我讀神學的時候
[00:14:15.000 --> 00:14:19.000]  去了一個教我們系統神學的老師家
[00:14:19.000 --> 00:14:22.000]  去一個西方的宣教士
[00:14:22.000 --> 00:14:27.000]  去探訪他聊天
[00:14:27.000 --> 00:14:28.000]  竟然他說
[00:14:28.000 --> 00:14:30.000]  不如我們弄些東西給大家吃
[00:14:30.000 --> 00:14:31.000]  我說好啊
[00:14:31.000 --> 00:14:32.000]  弄些什麼給我們吃呢
[00:14:32.000 --> 00:14:36.000]  他說去廚房裡拿一塊麵粉
[00:14:36.000 --> 00:14:38.000]  麵粉加些白粉
[00:14:38.000 --> 00:14:39.000]  倒些牛奶
[00:14:39.000 --> 00:14:41.000]  弄了一塊
[00:14:41.000 --> 00:14:44.000]  然後弄了幾塊出來焗
[00:14:44.000 --> 00:14:46.000]  變成什麼大家知不知道
[00:14:46.000 --> 00:14:48.000]  可以吃的
[00:14:48.000 --> 00:14:50.000]  就是一些鬆餅
[00:14:50.000 --> 00:14:52.000]  AFC的鬆餅
[00:14:52.000 --> 00:14:54.000]  好味道啊
[00:14:54.000 --> 00:14:55.000]  加少少鹽
[00:14:55.000 --> 00:14:56.000]  有些味道
[00:14:56.000 --> 00:14:57.000]  好味道啊
[00:14:57.000 --> 00:14:59.000]  我就很記得
[00:14:59.000 --> 00:15:01.000]  我很留心看他怎樣做
[00:15:01.000 --> 00:15:03.000]  我最記得後來畢業禮
[00:15:03.000 --> 00:15:05.000]  我們有謝詩宴
[00:15:05.000 --> 00:15:08.000]  我們那班同學自己煮東西出來
[00:15:08.000 --> 00:15:09.000]  不出去吃了
[00:15:09.000 --> 00:15:12.000]  更加有些親切感
[00:15:12.000 --> 00:15:17.000]  我其中煮了一個鬆餅出來
[00:15:17.000 --> 00:15:19.000]  就是他教的那種方法
[00:15:19.000 --> 00:15:21.000]  給老師看
[00:15:21.000 --> 00:15:22.000]  吃了很好吃
[00:15:22.000 --> 00:15:23.000]  不錯啊
[00:15:23.000 --> 00:15:25.000]  也偷到詩
[00:15:25.000 --> 00:15:30.000]  我記得很深刻印象
[00:15:30.000 --> 00:15:32.000]  那次他教
[00:15:32.000 --> 00:15:34.000]  弄給我們看
[00:15:34.000 --> 00:15:36.000]  弄這個鬆餅給我們吃
[00:15:36.000 --> 00:15:37.000]  我深刻印象
[00:15:37.000 --> 00:15:39.000]  所以我就偷詩
[00:15:39.000 --> 00:15:41.000]  上班其實這個老師
[00:15:41.000 --> 00:15:43.000]  原來這麼親切
[00:15:43.000 --> 00:15:45.000]  在我的日常生活裡面
[00:15:45.000 --> 00:15:48.000]  但上班上課的時候就不同了
[00:15:48.000 --> 00:15:50.000]  好像天馬行空一樣
[00:15:50.000 --> 00:15:51.000]  雲遊障礙
[00:15:51.000 --> 00:15:53.000]  應該是我自己
[00:15:53.000 --> 00:15:54.000]  雲遊障礙
[00:15:54.000 --> 00:15:56.000]  他又天馬行空
[00:15:56.000 --> 00:15:57.000]  這樣的情況
[00:15:57.000 --> 00:16:01.000]  也拿不到系統神學那些東西
[00:16:01.000 --> 00:16:04.000]  我也很努力讀系統神學
[00:16:04.000 --> 00:16:08.000]  但也不是那些材料
[00:16:08.000 --> 00:16:10.000]  但我反而深刻印象
[00:16:10.000 --> 00:16:12.000]  是他那次在家裡
[00:16:12.000 --> 00:16:14.000]  弄這些鬆餅給我們吃
[00:16:14.000 --> 00:16:17.000]  我就學會更加能夠很親切
[00:16:17.000 --> 00:16:19.000]  我覺得這個老師很不同
[00:16:19.000 --> 00:16:20.000]  跟平時
[00:16:20.000 --> 00:16:22.000]  因為真的很親切
[00:16:22.000 --> 00:16:23.000]  真的很實際
[00:16:23.000 --> 00:16:25.000]  我能夠享受他們的鬆餅
[00:16:25.000 --> 00:16:28.000]  真的能夠看到他們生活上的一面
[00:16:28.000 --> 00:16:29.000]  就是這麼簡單
[00:16:29.000 --> 00:16:31.000]  就是這樣去做一件事情
[00:16:31.000 --> 00:16:33.000]  就是這樣在日常生活裡面
[00:16:33.000 --> 00:16:35.000]  跟我有相交的生活
[00:16:35.000 --> 00:16:41.000]  跟我有生活上的一些傾談分享
[00:16:41.000 --> 00:16:43.000]  這個老師大家都認識的
[00:16:43.000 --> 00:16:46.000]  就是梅志理牧師
[00:16:46.000 --> 00:16:48.000]  Dr.Moy
[00:16:48.000 --> 00:16:49.000]  就是這樣
[00:16:49.000 --> 00:16:50.000]  不同的
[00:16:50.000 --> 00:16:51.000]  這樣相處
[00:16:51.000 --> 00:16:52.000]  沒錯
[00:16:52.000 --> 00:16:53.000]  事實上真的
[00:16:53.000 --> 00:16:55.000]  其實生活上就是信仰
[00:16:55.000 --> 00:16:57.000]  生活就是
[00:16:57.000 --> 00:16:59.000]  我們能夠表達一個信仰出來
[00:16:59.000 --> 00:17:00.000]  就是我們在生活裡面
[00:17:00.000 --> 00:17:02.000]  我們日常的生活
[00:17:02.000 --> 00:17:03.000]  我們所做的事情
[00:17:03.000 --> 00:17:05.000]  只要我們能夠去知道
[00:17:05.000 --> 00:17:08.000]  這件事情是為神而做
[00:17:08.000 --> 00:17:11.000]  已經是表達了生活上的信仰
[00:17:11.000 --> 00:17:12.000]  在十七世紀裡面
[00:17:12.000 --> 00:17:14.000]  有一個弟兄
[00:17:14.000 --> 00:17:16.000]  叫做廚房信徒
[00:17:16.000 --> 00:17:19.000]  廚房聖徒
[00:17:19.000 --> 00:17:20.000]  廚房聖徒
[00:17:20.000 --> 00:17:24.000]  這個弟兄叫做勞倫斯弟兄
[00:17:24.000 --> 00:17:26.000]  可能大家都聽過
[00:17:26.000 --> 00:17:28.000]  因為都很多時候
[00:17:28.000 --> 00:17:29.000]  會用他一些事蹟
[00:17:29.000 --> 00:17:31.000]  能夠去分享出來
[00:17:31.000 --> 00:17:32.000]  這個勞倫斯弟兄
[00:17:32.000 --> 00:17:36.000]  就是在1605年到1691年
[00:17:36.000 --> 00:17:40.000]  他存在在一個法國的地方
[00:17:40.000 --> 00:17:44.000]  他曾經去征召打仗
[00:17:44.000 --> 00:17:46.000]  打仗之後就受傷
[00:17:46.000 --> 00:17:47.000]  有點跛
[00:17:47.000 --> 00:17:49.000]  手腳很不靈活
[00:17:49.000 --> 00:17:51.000]  很笨重
[00:17:51.000 --> 00:17:54.000]  其實很痛苦
[00:17:54.000 --> 00:17:56.000]  變了自己一個
[00:17:56.000 --> 00:17:58.000]  好像少少殘廢了的人
[00:17:58.000 --> 00:18:01.000]  他就經常都去想
[00:18:01.000 --> 00:18:04.000]  在一個痛苦裡面
[00:18:04.000 --> 00:18:06.000]  常常都去望花草樹木
[00:18:06.000 --> 00:18:07.000]  望花草樹木的時候
[00:18:07.000 --> 00:18:09.000]  他體會到
[00:18:09.000 --> 00:18:12.000]  原來神在那些花草樹木
[00:18:12.000 --> 00:18:17.000]  都是顯出神自己的力量
[00:18:17.000 --> 00:18:20.000]  顯出神自己的存在
[00:18:20.000 --> 00:18:24.000]  或者神對大地的愛
[00:18:24.000 --> 00:18:27.000]  他看到春夏秋冬這樣過
[00:18:27.000 --> 00:18:31.000]  這些樹木到秋天落葉
[00:18:31.000 --> 00:18:33.000]  冬天是枯乾
[00:18:33.000 --> 00:18:35.000]  到春天又發芽
[00:18:35.000 --> 00:18:37.000]  又能夠夏天茂盛
[00:18:37.000 --> 00:18:42.000]  他看到大自然都有那麼愛惜
[00:18:42.000 --> 00:18:44.000]  保養在裡面
