
[00:00:00.000 --> 00:00:04.640]  (主持人:今天我們讀到烈王記上十九章關於伊利亞的故事)
[00:05:21.000 --> 00:05:27.920]  (主持人:甚至連活命的指望都沒有了)
[00:05:27.920 --> 00:05:31.000]  (主持人:甚至說我想死)
[00:05:31.000 --> 00:05:35.040]  (主持人:我覺得這裡有一個很重要的功課)
[00:05:35.040 --> 00:05:41.120]  (主持人:當然我們做基督徒,我們經常讀聖經,經常說要喜樂,上上喜樂)
[00:05:41.120 --> 00:05:44.680]  (主持人:我們基督徒讀聖經說要喜樂,保羅也說要常常喜樂)
[00:05:44.680 --> 00:05:57.480]  (主持人:視乎你是哪一種教會的背景,有的教會唱詩歌是Hallelujah,Hallelujah,Hallelujah)
[00:05:57.480 --> 00:06:04.280]  (主持人:不如忘記聖經裡面有記載這些在神裡面有喜樂的人)
[00:06:04.280 --> 00:06:13.880]  (主持人:有憂傷的人,有破碎的人)
[00:06:13.880 --> 00:06:23.880]  (主持人:有困苦,有絕望,甚至有的時候說我不想活了)
[00:06:23.880 --> 00:06:28.120]  (主持人:是很真實的這些)
[00:06:28.120 --> 00:06:34.000]  (主持人:我不知道弟兄姐妹坐在這裡有沒有這樣的經歷)
[00:06:34.000 --> 00:06:43.120]  (主持人:甚至說今天你坐在這裡,可能你也是在經歷這個情況)
[00:06:43.120 --> 00:06:46.400]  (主持人:我很喜歡亞各書裡面有一句話,亞各書第五章十七節)
[00:06:46.400 --> 00:06:49.280]  (主持人:我很喜歡亞各書第五章十七節的一句話)
[00:06:49.280 --> 00:06:59.120]  (主持人:他說:以利亞與我們是一樣性情的人)
[00:06:59.120 --> 00:07:00.720]  (主持人:什麼意思?)
[00:07:00.720 --> 00:07:06.600]  (主持人:他說:以利亞雖然是神所重用的僕人)
[00:07:06.600 --> 00:07:09.680]  (主持人:和我們普通人一樣,和我們一樣性情的)
[00:07:09.680 --> 00:07:17.240]  (主持人:是跟我們普通人一樣,一樣性情的,有憂愁的時候,有破碎的時候)
[00:07:17.240 --> 00:07:27.040]  (主持人:和我們一樣經歷顛峰幽谷,成功失敗,得勝沮喪的時候)
[00:07:27.040 --> 00:07:31.200]  (主持人:有滿有信心,也有膽怯的時候)
[00:07:31.200 --> 00:07:43.040]  (主持人:所以新約很重視以利亞,在新約聖經裡面很重視以利亞)
[00:07:43.040 --> 00:07:51.120]  (主持人:在四卷福音書裡面多次提及以利亞)
[00:07:51.120 --> 00:07:59.800]  (主持人:如果你看福音書四卷福音書,提到以利亞二十六次)
[00:07:59.800 --> 00:08:03.480]  (主持人:所以聖經裡面很重視這個人物)
[00:08:03.480 --> 00:08:07.680]  (主持人:但不單單講他得勝的時候)
[00:08:07.680 --> 00:08:10.920]  (主持人:也講他失敗的時候)
[00:08:10.920 --> 00:08:16.400]  (主持人:我仍相信今天神,作為基督徒,我們跟隨主的時候,有不同的經歷)
[00:08:16.400 --> 00:08:19.440]  (主持人:作為基督徒,我們今天神也給我們有不同的經歷)
[00:08:19.440 --> 00:08:23.320]  (主持人:有高峰,有低潮)
[00:08:23.320 --> 00:08:31.680]  (主持人:今天我們看十九章是神怎樣幫助以利亞在低潮休谷的時候,再站起來)
[00:08:31.680 --> 00:08:33.120]  (主持人:今天看列灣劇上十九章)
[00:08:33.120 --> 00:08:38.400]  (主持人:神怎樣幫助以利亞從高峰低潮下面,再怎樣站起來)
[00:08:38.400 --> 00:08:42.320]  (主持人:但去到十九章之前,我先講講十八章的背景給大家知道)
[00:08:42.320 --> 00:08:44.440]  (主持人:因為你要明白十八章發生什麼事)
[00:08:44.440 --> 00:08:48.320]  (主持人:來十九章之前,我們先看看十八章發生什麼樣的背景,什麼樣的事情)
[00:08:48.320 --> 00:08:52.400]  (主持人:我想講,以利亞在十八章的時候,是一個高峰,一個高潮)
[00:08:52.400 --> 00:08:55.640]  (主持人:剛才講到十八章是高峰高潮)
[00:08:55.640 --> 00:09:00.480]  (主持人:當時他在加密山要面對四百五十個先知,假先知)
[00:09:00.480 --> 00:09:04.480]  (主持人:當時他在加密山要面對四百五十個假先知)
[00:09:04.480 --> 00:09:06.360]  (主持人:其實不止四百五十個,現在在聖經的時候)
[00:09:06.360 --> 00:09:11.480]  (主持人:因為拜巴力的有四百五十個,還有拜其他鬼神的有很多眾先知)
[00:09:11.480 --> 00:09:13.040]  (主持人:所以不止四百五十個)
[00:09:13.040 --> 00:09:18.280]  (主持人:其實不止四百五十個巴力先知,因為拜其他假先知還有很多先知)
[00:09:18.280 --> 00:09:22.080]  (主持人:當時在山上面,他們所謂的決鬥)
[00:09:22.080 --> 00:09:23.280]  (主持人:他們所謂的決鬥)
[00:09:23.280 --> 00:09:25.840]  (主持人:這班假先知呼召他們的神)
[00:09:25.840 --> 00:09:27.760]  (主持人:這些假先知呼召他們的神)
[00:09:27.760 --> 00:09:30.560]  (主持人:聖經說由早到晚去呼叫這些神)
[00:09:30.560 --> 00:09:34.080]  (主持人:聖經說由早上到晚上呼叫他們的神)
[00:09:34.080 --> 00:09:36.960]  (主持人:我覺得中文的聖經翻譯是很傳神的)
[00:09:36.960 --> 00:09:38.800]  (主持人:那中文聖經翻譯的很傳神)
[00:09:38.800 --> 00:09:41.480]  (主持人:說他們狂呼亂叫)
[00:09:41.480 --> 00:09:43.880]  (主持人:聖經說他們狂呼亂叫)
[00:09:43.880 --> 00:09:46.640]  (主持人:甚至用刀插自己直至流血)
[00:09:46.640 --> 00:09:49.120]  (主持人:甚至用刀插自己以致流血)
[00:09:49.120 --> 00:09:52.080]  (主持人:叫那些神下來)
[00:09:52.080 --> 00:09:53.120]  (主持人:但是聖經裏面很特別)
[00:09:53.120 --> 00:09:54.720]  (主持人:在十八章二十九節怎麽說)
[00:09:54.720 --> 00:09:57.000]  (主持人:十八章二十九節很特別怎麽說)
[00:09:57.000 --> 00:09:58.600]  (主持人:有三句說話我覺得很幽默)
[00:09:58.600 --> 00:10:00.360]  (主持人:有三句說話我覺得很幽默)
[00:10:00.360 --> 00:10:03.160]  (主持人:他說他們沒有英文)
[00:10:03.160 --> 00:10:04.440]  (主持人:他們沒有英語)
[00:10:04.440 --> 00:10:05.440]  (主持人:沒有聲音)
[00:10:05.440 --> 00:10:06.360]  (主持人:沒有聲音)
[00:10:06.360 --> 00:10:07.200]  (主持人:沒有理會)
[00:10:07.200 --> 00:10:08.160]  (主持人:沒有理會)
[00:10:08.160 --> 00:10:09.360]  (主持人:完全沒有事情發生)
[00:10:09.360 --> 00:10:11.160]  (主持人:從早到晚沒有事情發生)
[00:10:11.160 --> 00:10:19.160]  (主持人:然後以利亞就出聲了)
[00:10:19.160 --> 00:10:23.160]  (主持人:到晚季黃昏的時候)
[00:10:23.160 --> 00:10:28.160]  (主持人:現在輪到我來呼叫我的神)
[00:10:28.160 --> 00:10:31.160]  (主持人:做一個壇)
[00:10:31.160 --> 00:10:33.160]  (主持人:把柴擺在上面)
[00:10:33.160 --> 00:10:35.160]  (主持人:拿四桶水來)
[00:10:35.160 --> 00:10:40.160]  (主持人:把水放在柴和祭壇上)
[00:10:40.160 --> 00:10:42.160]  (主持人:一次不夠)
[00:10:42.160 --> 00:10:45.160]  (主持人:第二次再倒水)
[00:10:45.160 --> 00:10:48.160]  (主持人:第三次再倒水)
[00:10:48.160 --> 00:10:54.160]  (主持人:整個周圍的水溝滿了水)
[00:10:54.160 --> 00:10:58.160]  (主持人:然後以利亞去呼叫神)
[00:10:58.160 --> 00:11:00.160]  (主持人:然後以利亞呼叫神)
[00:11:00.160 --> 00:11:04.160]  (主持人:他說我奉你的名去為你的事情做這件事)
[00:11:04.160 --> 00:11:08.160]  (主持人:神大大的作為)
[00:11:08.160 --> 00:11:10.160]  (主持人:神有大大的作為)
[00:11:10.160 --> 00:11:12.160]  (主持人:你看到聖經裡面的記載)
[00:11:12.160 --> 00:11:13.160]  (主持人:聖經裡面的記載)
[00:11:13.160 --> 00:11:16.160]  (主持人:他說在十八章三十八節的時候)
[00:11:16.160 --> 00:11:19.160]  (主持人:他說火降下)
[00:11:19.160 --> 00:11:23.160]  (主持人:燒盡一切的柴石頭塵土)
[00:11:23.160 --> 00:11:27.160]  (主持人:連水溝的水都乾了)
[00:11:27.160 --> 00:11:31.160]  (主持人:燒盡一切柴石頭塵土)
[00:11:31.160 --> 00:11:33.160]  (主持人:還有燒乾溝裡的水)
[00:11:33.160 --> 00:11:34.160]  (主持人:到了十八章三十九節)
[00:11:34.160 --> 00:11:36.160]  (主持人:來到十八章三十九節)
[00:11:36.160 --> 00:11:38.160]  (主持人:眾民看見)
[00:11:38.160 --> 00:11:39.160]  (主持人:眾民看見)
[00:11:39.160 --> 00:11:40.160]  (主持人:俯伏於地)
[00:11:40.160 --> 00:11:41.160]  (主持人:俯伏在地)
[00:11:41.160 --> 00:11:42.160]  (主持人:我們怎麼說)
[00:11:42.160 --> 00:11:43.160]  (主持人:然後怎麼說)
[00:11:43.160 --> 00:11:46.160]  (主持人:他說耶和華是神)
[00:11:46.160 --> 00:11:48.160]  (主持人:然後說耶和華是神)
[00:11:48.160 --> 00:11:49.160]  (主持人:耶和華是神)
[00:11:49.160 --> 00:11:51.160]  (主持人:你看到伊利亞當時在山上)
[00:11:51.160 --> 00:11:53.160]  (主持人:那種的權柄權能)
[00:11:53.160 --> 00:11:55.160]  (主持人:你看到伊利亞當時在山上)
[00:11:55.160 --> 00:11:58.160]  (主持人:那種的權柄權能)
[00:11:58.160 --> 00:12:01.160]  (主持人:眾人伏在耶和華面前)
[00:12:01.160 --> 00:12:02.160]  (主持人:去敬拜耶和華)
[00:12:02.160 --> 00:12:07.160]  (主持人:這個就是我們的神)
[00:12:07.160 --> 00:12:10.160]  (主持人:這是十八章的伊利亞)
[00:12:10.160 --> 00:12:14.160]  (主持人:十九章的伊利亞)
[00:12:14.160 --> 00:12:18.160]  (主持人:完全變為另一個人)
[00:12:18.160 --> 00:12:24.160]  (主持人:一個很害怕膽怯的先知)
[00:12:24.160 --> 00:12:26.160]  (主持人:那你會問究竟發生了什麼事)
[00:12:26.160 --> 00:12:28.160]  (主持人:那你會問究竟發生了什麼事)
[00:12:28.160 --> 00:12:32.160]  (主持人:如果我們進入第十九章)
[00:12:32.160 --> 00:12:34.160]  (主持人:現在我們進入第十九章的時候)
[00:12:34.160 --> 00:12:37.160]  (主持人:如果你看頭三節的經文)
[00:12:37.160 --> 00:12:41.160]  (主持人:亞克王將一切所發生的事)
[00:12:41.160 --> 00:12:43.160]  (主持人:告訴他老婆聽)
[00:12:43.160 --> 00:12:45.160]  (主持人:亞克王將一切所發生的事)
[00:12:45.160 --> 00:12:47.160]  (主持人:告訴他老婆也許別聽)
[00:12:47.160 --> 00:12:49.160]  (主持人:這就是王后)
[00:12:49.160 --> 00:12:55.160]  (主持人:當時的王后就派人告訴伊利亞)
[00:12:55.160 --> 00:13:00.160]  (主持人:到了明天,如果我不拿掉你的命)
[00:13:00.160 --> 00:13:03.160]  (主持人:願我的神明懲罰我)
[00:13:03.160 --> 00:13:08.160]  (主持人:大家留意第三節有一個很重要的說話)
[00:13:08.160 --> 00:13:10.160]  (主持人:大家留意第三節有一句很重要的話)
[00:13:10.160 --> 00:13:12.160]  (主持人:第十九章第三節)
[00:13:12.160 --> 00:13:20.160]  (主持人:伊利亞看見這光景就逃命了)
[00:13:20.160 --> 00:13:25.160]  (主持人:我覺得中文翻譯和英文NIV翻譯中文的翻譯)
[00:13:25.160 --> 00:13:28.160]  (主持人:更加比較切貼和準確)
[00:13:28.160 --> 00:13:33.160]  (主持人:中文聖經比英文聖經NIV更加貼切和準確)
[00:13:33.160 --> 00:13:35.160]  (主持人:中文講漢見是很對的)
[00:13:35.160 --> 00:13:36.160]  (主持人:漢見這光景就逃命了)
[00:13:36.160 --> 00:13:38.160]  (主持人:中文聖經講看見是很對的)
[00:13:38.160 --> 00:13:40.160]  (主持人:就是看見這光景就逃命了)
[00:13:40.160 --> 00:13:41.160]  (主持人:英文翻譯是)
[00:13:41.160 --> 00:13:44.160]  (主持人:伊利亞害怕就逃跑了)
[00:13:44.160 --> 00:13:46.160]  (主持人:英文翻譯說伊利亞害怕就逃跑了)
[00:13:46.160 --> 00:13:47.160]  (主持人:原文是漢見)
[00:13:50.160 --> 00:13:54.160]  (主持人:因為伊利亞是漢見他敵人的威脅)
[00:13:54.160 --> 00:13:57.160]  (主持人:十九章的伊利亞是看見他敵人的威脅)
[00:13:57.160 --> 00:14:01.160]  (主持人:你留意漢這個字在十八章重複了幾次)
[00:14:01.160 --> 00:14:04.160]  (主持人:你留意漢這個字在十八章重複了幾次)
[00:14:04.160 --> 00:14:08.160]  (主持人:十八章伊利亞的漢見和十九章伊利亞的漢見很不同)
[00:14:08.160 --> 00:14:12.160]  (主持人:十八章伊利亞的漢見和十九章的漢見很不同)
[00:14:12.160 --> 00:14:17.160]  (主持人:十九章伊利亞是漢見耶洗別那種威嚇)
[00:14:17.160 --> 00:14:20.160]  (主持人:十九章伊利亞是漢見耶洗別那種威嚇)
[00:14:20.160 --> 00:14:23.160]  (主持人:如果一個女王講幾句話有什麼大不了呢?)
[00:14:23.160 --> 00:14:26.160]  (主持人:如果一個女王講幾句話有什麼大不了呢?)
[00:14:26.160 --> 00:14:30.160]  (主持人:第08,耶洗別是一個非同小可的王后)
[00:14:30.160 --> 00:14:33.160]  (主持人:但是要明白耶洗別是非同小可的王后)
[00:14:33.160 --> 00:14:37.160]  (主持人:這個王后是很厲害的)
[00:14:37.160 --> 00:14:39.160]  (主持人:如果你看獵王記上第十六章裡面)
[00:14:39.160 --> 00:14:41.160]  (主持人:如果你看獵王記上第十六章裡面)
[00:14:41.160 --> 00:14:48.160]  (主持人:大家知道亞哈王娶了一個太太,是一個外邦女子,是西頓王的女兒,叫做耶洗別)
[00:14:48.160 --> 00:14:52.160]  (主持人:亞哈王娶了一個外邦的女子,西頓王的女兒,叫做耶洗別)
[00:14:52.160 --> 00:14:56.160]  (主持人:根據獵王記下記載,這個王后是敬拜巴力的)
[00:14:56.160 --> 00:14:58.160]  (主持人:根據獵王記下記載,這個王后是敬拜巴力的)
[00:14:58.160 --> 00:15:02.160]  (主持人:而且這個王后野心勃勃,心腸非常毒辣)
[00:15:02.160 --> 00:15:05.160]  (主持人:而且這個王后野心勃勃,心腸非常毒辣)
[00:15:05.160 --> 00:15:07.160]  (主持人:如果你看獵王記下記載)
[00:15:07.160 --> 00:15:12.160]  (主持人:你看獵王記有一個記載,亞哈王看中了一個葡萄園在附近的)
[00:15:12.160 --> 00:15:15.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:15.160 --> 00:15:18.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:18.160 --> 00:15:19.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:19.160 --> 00:15:20.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:20.160 --> 00:15:21.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:21.160 --> 00:15:22.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:22.160 --> 00:15:23.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:23.160 --> 00:15:52.160]  (主持人:亞哈王看中了一個葡萄園在附近的)
[00:15:52.160 --> 00:16:21.660]  因為沒有時間講詳細情況,就是他陷害這個喇叭,拿了他的葡萄園,所以其實以利亞知道耶穌是一個非同小可的人,所以當耶穌說我要要你的命的時候,當時的以利亞是非常之恐懼,
[00:16:22.160 --> 00:16:35.660]  看到他看見這光景就逃跑了,看見敵人的威脅就逃跑了。
[00:16:35.660 --> 00:16:56.160]  這是十九章的以利亞,十八章的以利亞是很不同的,十八章也講看見不同的東西,當時在加密山上打四百五十個先知,得勝了。
[00:16:56.160 --> 00:17:20.160]  然後他吩咐這個皇帝,他說你去吃東西吧,三年沒有下雨,他說你會很快聽到雨聲,你看十八章四十一節裡面,然後十八章四十三節,他派僕人,
[00:17:20.160 --> 00:17:32.160]  他說你去海邊觀看,你去海邊觀看,看這個字,去看,沒有人去看,沒有事情,又回來。
[00:17:32.160 --> 00:17:42.160]  以利亞說你再去看,你去再去觀看,四十三節他說如此七次,你去看,你去看,你去看。
[00:17:42.160 --> 00:18:02.160]  到第七次的時候四十四節,這個僕人回來說,我看到一片雲從海裡上來,很小,好像手掌那麼大。
[00:18:02.160 --> 00:18:13.160]  然後大家知道故事,惡大雨,驚悚大雨,這個四十五節他說,三時之間,天風雲黑暗降下大雨。
[00:18:13.160 --> 00:18:18.160]  四十五節說,三時之間,天陰風雲黑暗降下大雨。
[00:18:18.160 --> 00:18:25.160]  十八章以利亞是叫眾人去看神的能力,神的作為,神的工作。
[00:18:25.160 --> 00:18:49.160]  十九章以利亞是叫他自己去看敵人的威脅,難怪十九章他看到他得勝,難怪十九章逃命,十八章得勝。
[00:18:49.160 --> 00:18:58.160]  觀看,看是很重要,看到什麼,今天我們所看的焦點是什麼很重要?
[00:18:58.160 --> 00:19:03.160]  你看神的作為還是看你的敵人呢?
[00:19:03.160 --> 00:19:11.160]  主席介紹我的時候,有多年我在宣教工作。
[00:19:11.160 --> 00:19:17.160]  我有七年我在巴基斯坦生活,巴基斯坦做宣教工作。
[00:19:17.160 --> 00:19:19.160]  做行醫的工作。
[00:19:19.160 --> 00:19:26.160]  當然很多人會擔心巴基斯坦有暴亂,各方面的情況。
[00:19:26.160 --> 00:19:31.160]  有很多的挑戰在那裡生活。
[00:19:31.160 --> 00:19:35.160]  其中一件事是,打劫是很普遍的。
[00:19:35.160 --> 00:19:43.160]  劫車是很普遍的。
[00:19:43.160 --> 00:19:47.160]  通常他們怎樣偷車呢?
[00:19:47.160 --> 00:19:49.160]  不是偷,是劫。
[00:19:49.160 --> 00:19:50.160]  搶你的車。
[00:19:50.160 --> 00:19:52.160]  譬如你停在紅綠燈那裡。
[00:19:52.160 --> 00:19:54.160]  你車停在綠燈的時候。
[00:19:54.160 --> 00:19:55.160]  紅燈的時候。
[00:19:55.160 --> 00:19:56.160]  紅燈的時候。
[00:19:56.160 --> 00:20:00.160]  當你停的時候,可能有三四個人走出來。
[00:20:00.160 --> 00:20:02.160]  你停的時候有三四個人走過來。
[00:20:02.160 --> 00:20:04.160]  三支槍指著你。
[00:20:04.160 --> 00:20:05.160]  三支槍指著你。
[00:20:05.160 --> 00:20:07.160]  你要離開那輛車。
[00:20:07.160 --> 00:20:08.160]  你要離開那輛車。
[00:20:08.160 --> 00:20:09.160]  他進車。
[00:20:09.160 --> 00:20:10.160]  他就進去。
[00:20:10.160 --> 00:20:11.160]  他開走。
[00:20:11.160 --> 00:20:12.160]  他就開走。
[00:20:12.160 --> 00:20:14.160]  這只需要十秒鐘的時間。
[00:20:14.160 --> 00:20:16.160]  他打劫車只需要十秒鐘的時間。
[00:20:16.160 --> 00:20:17.160]  很快的。
[00:20:17.160 --> 00:20:18.160]  很快的。
[00:20:18.160 --> 00:20:20.160]  其實心裡面常常有擔心。
[00:20:20.160 --> 00:20:21.160]  心裡面常常有擔心。
[00:20:21.160 --> 00:20:23.160]  特別有一天我上班的時候。
[00:20:23.160 --> 00:20:24.160]  特別有一天我上班的時候。
[00:20:24.160 --> 00:20:25.160]  特別有一天我上班的時候。
[00:20:25.160 --> 00:20:26.160]  特別有一天我上班的時候。
[00:20:26.160 --> 00:20:27.160]  特別有一天我上班的時候。
[00:20:27.160 --> 00:20:28.160]  特別有一天我上班的時候。
[00:20:28.160 --> 00:20:29.160]  特別有一天我上班的時候。
[00:20:29.160 --> 00:20:30.160]  特別有一天我上班的時候。
[00:20:30.160 --> 00:20:31.160]  特別有一天我上班的時候。
[00:20:31.160 --> 00:20:32.160]  特別有一天我上班的時候。
[00:20:32.160 --> 00:20:33.160]  特別有一天我上班的時候。
[00:20:33.160 --> 00:20:34.160]  特別有一天我上班的時候。
[00:20:34.160 --> 00:20:35.160]  特別有一天我上班的時候。
[00:20:35.160 --> 00:20:36.160]  特別有一天我上班的時候。
[00:20:36.160 --> 00:20:37.160]  特別有一天我上班的時候。
[00:20:37.160 --> 00:20:42.160]  特別有一天我上班的時候。
[00:20:42.160 --> 00:20:43.160]  特別有一天我上班的時候。
[00:20:43.160 --> 00:20:44.160]  特別有一天我上班的時候。
[00:20:44.160 --> 00:20:45.160]  特別有一天我上班的時候。
[00:20:45.160 --> 00:20:46.160]  特別有一天我上班的時候。
[00:20:46.160 --> 00:20:47.160]  特別有一天我上班的時候。
[00:20:47.160 --> 00:20:48.160]  特別有一天我上班的時候。
[00:20:48.160 --> 00:20:49.160]  特別有一天我上班的時候。
[00:20:49.160 --> 00:20:50.160]  特別有一天我上班的時候。
[00:20:50.160 --> 00:20:51.160]  特別有一天我上班的時候。
[00:20:51.160 --> 00:20:52.160]  特別有一天我上班的時候。
[00:20:52.160 --> 00:20:53.160]  特別有一天我上班的時候。
[00:20:53.160 --> 00:20:54.160]  特別有一天我上班的時候。
[00:20:54.160 --> 00:20:55.160]  特別有一天我上班的時候。
[00:20:55.160 --> 00:20:56.160]  特別有一天我上班的時候。
[00:20:56.160 --> 00:20:57.160]  特別有一天我上班的時候。
