
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹、各位朋友
[00:08:16.000 --> 00:08:18.000]  約書亞再一次提醒以色列人
[00:08:18.000 --> 00:08:21.000]  這個地方他們可以去到拿取的
[00:08:21.000 --> 00:08:24.000]  但是我們見到他們信心的緣故
[00:08:24.000 --> 00:08:26.000]  他們不能夠拿到這個地方
[00:08:26.000 --> 00:08:29.000]  而因為他們一個惡的循環
[00:08:29.000 --> 00:08:30.000]  我們今天看到
[00:08:30.000 --> 00:08:32.000]  以至上帝留下的這個地方
[00:08:32.000 --> 00:08:35.000]  他們也都不會暫時拿得到的
[00:08:35.000 --> 00:08:37.000]  包括了在這個地圖裏面
[00:08:37.000 --> 00:08:39.000]  我們見到比較左邊靠海
[00:08:39.000 --> 00:08:42.000]  一個沿海的西頓的一個地方
[00:08:42.000 --> 00:08:44.000]  還有下面再下面
[00:08:44.000 --> 00:08:46.000]  這個地圖的再左下角
[00:08:46.000 --> 00:08:50.000]  有一個叫飛利士的地方
[00:08:50.000 --> 00:08:52.000]  這個就成為了日後
[00:08:52.000 --> 00:08:55.000]  很多以色列人他們鄰近和周邊國家
[00:08:55.000 --> 00:09:03.000]  有這個戰爭的一些留下的一個開端
[00:09:03.000 --> 00:09:06.000]  其實當我們看回這個史詩記
[00:09:06.000 --> 00:09:08.000]  這個格式或者分段的時間
[00:09:08.000 --> 00:09:10.000]  原來告訴我們
[00:09:10.000 --> 00:09:12.000]  史詩記是有兩個的introduction
[00:09:12.000 --> 00:09:14.000]  兩個的引言的
[00:09:14.000 --> 00:09:16.000]  我們寫書或者我們寫文章
[00:09:16.000 --> 00:09:19.000]  通常是一個很簡單的序言就繼續寫
[00:09:19.000 --> 00:09:21.000]  但是這個作者很刻意的
[00:09:21.000 --> 00:09:24.000]  第一段他說了一個和外敵爭戰
[00:09:24.000 --> 00:09:25.000]  他們究竟拿不拿到
[00:09:25.000 --> 00:09:28.000]  他們應該屬於他們的應許之地
[00:09:28.000 --> 00:09:29.000]  而第二個的引言
[00:09:29.000 --> 00:09:31.000]  就是今天我們《論論經文》
[00:09:31.000 --> 00:09:33.000]  更加這個作者要去到提醒
[00:09:33.000 --> 00:09:35.000]  原來更加嚴重的
[00:09:35.000 --> 00:09:37.000]  就是一個宗教情況
[00:09:37.000 --> 00:09:40.000]  宗教敬拜生活裏面的墮落
[00:09:40.000 --> 00:09:43.000]  李希耀說敬拜偶像
[00:09:43.000 --> 00:09:45.000]  以致跟著就發生了
[00:09:45.000 --> 00:09:47.000]  以下下來第三章七節
[00:09:47.000 --> 00:09:49.000]  到十六章三十一節
[00:09:49.000 --> 00:09:51.000]  很多個的史詩的循環
[00:09:51.000 --> 00:09:53.000]  歷史就不斷的去重複
[00:09:53.000 --> 00:09:55.000]  重複又重複
[00:09:55.000 --> 00:09:58.000]  甚至乎是每況的月下
[00:09:58.000 --> 00:09:59.000]  而去到最後
[00:09:59.000 --> 00:10:01.000]  甚至乎無論個人
[00:10:01.000 --> 00:10:03.000]  或者整個的支派
[00:10:03.000 --> 00:10:04.000]  整個的民族
[00:10:04.000 --> 00:10:08.000]  都墮入了一個犯罪的網羅裏面
[00:10:08.000 --> 00:10:10.000]  求上帝藉著《論論經文》
[00:10:10.000 --> 00:10:12.000]  來到去到提醒我們
[00:10:12.000 --> 00:10:14.000]  想跟大家思想就是
[00:10:14.000 --> 00:10:16.000]  讓我們去到破除
[00:10:16.000 --> 00:10:19.000]  屬靈生命之中的惡性的循環
[00:10:19.000 --> 00:10:21.000]  在以色列人的歷史裏面
[00:10:21.000 --> 00:10:22.000]  給我們有提醒
[00:10:22.000 --> 00:10:24.000]  破除我們屬靈生命之中
[00:10:24.000 --> 00:10:26.000]  惡性的循環
[00:10:26.000 --> 00:10:27.000]  第二章六至十節
[00:10:27.000 --> 00:10:31.000]  那裏講到約書亞去到解散百姓
[00:10:31.000 --> 00:10:33.000]  講到約書亞還在世
[00:10:33.000 --> 00:10:34.000]  當我們看到第一章
[00:10:34.000 --> 00:10:36.000]  說約書亞死了
[00:10:36.000 --> 00:10:38.000]  有時候看聖經
[00:10:38.000 --> 00:10:39.000]  我們不需要一定覺得
[00:10:39.000 --> 00:10:42.000]  下一節一定是在上一節之後
[00:10:42.000 --> 00:10:44.000]  有時候會有一個倒序
[00:10:44.000 --> 00:10:46.000]  好像我們看電影電視劇那樣
[00:10:46.000 --> 00:10:50.000]  何況這裏是講兩個不同的序言
[00:10:50.000 --> 00:10:53.000]  這個講到一個交代了一個時空
[00:10:53.000 --> 00:10:56.000]  就是講到約書亞去到解散百姓
[00:10:56.000 --> 00:10:58.000]  而約書亞去到死了
[00:10:58.000 --> 00:11:00.000]  和他那一代的人都死去
[00:11:00.000 --> 00:11:02.000]  其實這個正好就是
[00:11:02.000 --> 00:11:04.000]  和約書亞的最後二十四章
[00:11:04.000 --> 00:11:06.000]  二十八節到三十一節
[00:11:06.000 --> 00:11:09.000]  那個段落是同一個經文
[00:11:09.000 --> 00:11:12.000]  因為講到約書亞去到解散百姓
[00:11:12.000 --> 00:11:14.000]  而約書亞都死了
[00:11:14.000 --> 00:11:17.000]  大家留意約書亞的二十四章三十一節
[00:11:17.000 --> 00:11:19.000]  約書亞在世的日子和死後
[00:11:19.000 --> 00:11:22.000]  那些知道耶和華為以色列
[00:11:22.000 --> 00:11:24.000]  所做一切事的長老還在
[00:11:24.000 --> 00:11:26.000]  以色列人是怎樣的
[00:11:26.000 --> 00:11:30.000]  單單侍奉耶和華上帝
[00:11:34.000 --> 00:11:37.000]  約書亞其實在這段說話之前
[00:11:37.000 --> 00:11:40.000]  在二十四章其實在事件的地方
[00:11:40.000 --> 00:11:44.000]  再一次和當代的以色列人去到納約
[00:11:44.000 --> 00:11:46.000]  去提醒他們要去到好好的
[00:11:46.000 --> 00:11:50.000]  來謹守進行敬畏侍奉耶和華上帝
[00:11:50.000 --> 00:11:52.000]  這個是令他們離開阿吉地
[00:11:52.000 --> 00:11:53.000]  帶領他們經過曠野
[00:11:53.000 --> 00:11:56.000]  進入迦南英雄之地的上帝
[00:11:56.000 --> 00:12:00.000]  可惜這個自司紀第二章告訴我們
[00:12:00.000 --> 00:12:03.000]  後來興起了另一個世代
[00:12:03.000 --> 00:12:05.000]  留意作者說
[00:12:05.000 --> 00:12:07.000]  不認識耶和華
[00:12:07.000 --> 00:12:11.000]  也不知道他為以色列所做的事
[00:12:11.000 --> 00:12:13.000]  這裡讓我想到
[00:12:13.000 --> 00:12:16.000]  當我們要破除惡性的循環
[00:12:16.000 --> 00:12:18.000]  屬靈生命惡性的循環
[00:12:18.000 --> 00:12:21.000]  第一我們要認知我們的上帝
[00:12:21.000 --> 00:12:24.000]  你是否認知你的上帝呢
[00:12:24.000 --> 00:12:27.000]  計算一下時間
[00:12:27.000 --> 00:12:30.000]  當時的時代大約一代是四十年
[00:12:30.000 --> 00:12:32.000]  因為曠野四十年所有人都死了
[00:12:32.000 --> 00:12:35.000]  跟約書亞一起的進入迦南地那一代
[00:12:35.000 --> 00:12:36.000]  都是曠野出世
[00:12:36.000 --> 00:12:38.000]  那一代都去到死亡
[00:12:38.000 --> 00:12:41.000]  前後跟著另一代的興起
[00:12:41.000 --> 00:12:43.000]  大約都已經過了一百年的時間
[00:12:43.000 --> 00:12:45.000]  離開阿吉地之後
[00:12:45.000 --> 00:12:47.000]  過了大約一百年的時間
[00:12:47.000 --> 00:12:49.000]  這一代新的一代
[00:12:49.000 --> 00:12:51.000]  他們竟然不認識耶和華
[00:12:51.000 --> 00:12:53.000]  正如我們在針研講過
[00:12:53.000 --> 00:12:57.000]  認識不是代表他們不聽過這個名字
[00:12:57.000 --> 00:12:59.000]  他們知道耶和華是誰
[00:12:59.000 --> 00:13:00.000]  可能聽聞過
[00:13:00.000 --> 00:13:04.000]  跟他們的父親跟他們的領袖聽過
[00:13:04.000 --> 00:13:07.000]  這個就是領他們出埃及的上帝
[00:13:07.000 --> 00:13:11.000]  但可能局限這個認識只是這個名字
[00:13:11.000 --> 00:13:14.000]  沒有跟耶和華上帝建立一個親密的關係
[00:13:14.000 --> 00:13:17.000]  或者好好地敬拜跟隨侍奉他
[00:13:17.000 --> 00:13:19.000]  不認識他的律例典章
[00:13:19.000 --> 00:13:23.000]  以至他們帶來中下的惡果
[00:13:23.000 --> 00:13:27.000]  更加他們不知道上帝的作為
[00:13:27.000 --> 00:13:29.000]  上帝的作為是很重要的
[00:13:29.000 --> 00:13:34.000]  因為上帝帶領以色列人離開埃及
[00:13:34.000 --> 00:13:36.000]  在曠野跟他們納約
[00:13:36.000 --> 00:13:38.000]  他們就成為了上帝的百姓
[00:13:38.000 --> 00:13:39.000]  上帝的子民
[00:13:39.000 --> 00:13:43.000]  上帝允許帶領他們進入迦南的美地
[00:13:43.000 --> 00:13:45.000]  全部都是神的恩典
[00:13:45.000 --> 00:13:48.000]  這個是以色列人救贖的歷史
[00:13:48.000 --> 00:13:51.000]  因為上帝拯救他們
[00:13:51.000 --> 00:13:55.000]  以色列人的新年就是由逾越節開始
[00:13:57.000 --> 00:14:01.000]  這裏是不知道耶和華救贖的歷史
[00:14:01.000 --> 00:14:03.000]  對他們以色列人有多重要
[00:14:03.000 --> 00:14:05.000]  今日弟兄姊妹
[00:14:05.000 --> 00:14:07.000]  你是否認識耶和華呢?
[00:14:07.000 --> 00:14:09.000]  你是否知道他的作為呢?
[00:14:09.000 --> 00:14:14.000]  你是否記起上帝在你生命之中不停地落印
[00:14:14.000 --> 00:14:17.000]  你自己生命的救贖歷史呢?
[00:14:17.000 --> 00:14:22.000]  有沒有人還記得你是怎樣去信主的?
[00:14:22.000 --> 00:14:27.000]  你怎樣將上帝從你的罪惡過犯裏拯救過來
[00:14:27.000 --> 00:14:29.000]  改變你的人生
[00:14:29.000 --> 00:14:33.000]  而繼續在你的生命裏不斷地經歷上帝給你的恩典
[00:14:33.000 --> 00:14:35.000]  給你的保守
[00:14:35.000 --> 00:14:38.000]  你是否已經很快地忘記了呢?
[00:14:38.000 --> 00:14:41.000]  或者覺得過去了沒有甚麼呢?
[00:14:41.000 --> 00:14:44.000]  還是你是很深刻地去記起
[00:14:44.000 --> 00:14:47.000]  頂智妙求神幫助我們
[00:14:47.000 --> 00:14:51.000]  當我們不斷地去紀念
[00:14:51.000 --> 00:14:54.000]  去認識知道耶和華在我們生命裏的作為的時候
[00:14:54.000 --> 00:14:57.000]  我們就更加願意緊緊依靠祂
[00:14:57.000 --> 00:15:00.000]  跟隨祂,敬畏祂,侍奉祂
[00:15:00.000 --> 00:15:03.000]  我很記得
[00:15:03.000 --> 00:15:06.000]  我們男性通常記事物不是那麼好
[00:15:06.000 --> 00:15:10.000]  特別是和女士之間有關係的事情
[00:15:10.000 --> 00:15:16.000]  但是主要我還記得第一次我和我太太
[00:15:16.000 --> 00:15:18.000]  當時我女朋友
[00:15:18.000 --> 00:15:22.000]  拍拖的時間,地點,發生了甚麼事
[00:15:22.000 --> 00:15:25.000]  或者有幾句,全部都是我說我的說話
[00:15:25.000 --> 00:15:29.000]  但是之後很多事情都忘記了
[00:15:29.000 --> 00:15:33.000]  我們和上帝的關係就是這樣
[00:15:33.000 --> 00:15:38.000]  你是否很深切地去記得上帝在你生命裏的作為
[00:15:38.000 --> 00:15:41.000]  這是一個開端
[00:15:41.000 --> 00:15:44.000]  我們這個人生
[00:15:44.000 --> 00:15:48.000]  蒙福的路徑就是由上帝去改變
[00:15:48.000 --> 00:15:50.000]  救贖我們那裏開始
[00:15:50.000 --> 00:15:52.000]  而這段聖經告訴我們
[00:15:52.000 --> 00:15:54.000]  我們要去培育敬虔的下一代
[00:15:54.000 --> 00:15:56.000]  因為上一代他們經歷過
[00:15:56.000 --> 00:15:59.000]  但是沒有好好地去傳遞給下一代
[00:15:59.000 --> 00:16:02.000]  以致下一代不能去知道去認識
[00:16:02.000 --> 00:16:04.000]  是很可惜的事情
[00:16:04.000 --> 00:16:08.000]  《生命紀第六章》有兩段經文說到
[00:16:08.000 --> 00:16:11.000]  以色列人要好好地教導他們的兒女
[00:16:11.000 --> 00:16:14.000]  謹守遵行,去認識上帝
[00:16:14.000 --> 00:16:16.000]  認識上帝的律例,誡命典章
[00:16:16.000 --> 00:16:19.000]  上帝的誡命就說到他們不可有別臣
[00:16:19.000 --> 00:16:20.000]  不可以雕刻偶像
[00:16:20.000 --> 00:16:22.000]  但是今天的經文讓我們看到
[00:16:22.000 --> 00:16:25.000]  他們卻是犯了這麼嚴重的罪行
[00:16:25.000 --> 00:16:28.000]  弟兄姊妹,我們有沒有思想
[00:16:28.000 --> 00:16:31.000]  我們怎樣去培育一個敬虔的下一代呢
[00:16:31.000 --> 00:16:35.000]  無論你是未有兒女,或者打算有兒女
[00:16:35.000 --> 00:16:37.000]  或者你的兒女還是小
[00:16:37.000 --> 00:16:40.000]  兒女是少年人,或者已經長大成人
[00:16:40.000 --> 00:16:45.000]  你有沒有思想怎樣去培養他們成為敬虔的下一代呢
[00:16:45.000 --> 00:16:50.000]  去年我們華人基督教選出了三大巨人
[00:16:50.000 --> 00:16:52.000]  第一個就是林獻高弟兄
[00:16:52.000 --> 00:16:57.000]  他是大馬站廣州家庭教會的領袖
[00:16:57.000 --> 00:17:01.000]  他是影響著千千萬萬的中國的家庭教會
[00:17:01.000 --> 00:17:03.000]  或者中國的基督徒
[00:17:03.000 --> 00:17:04.000]  一個很偉大的屬靈領袖
[00:17:04.000 --> 00:17:06.000]  培育很好的下一代
[00:17:06.000 --> 00:17:08.000]  他沒有結婚,但是有很多屬靈的兒女
[00:17:08.000 --> 00:17:10.000]  第二個就是
[00:17:10.000 --> 00:17:14.000]  我太太服侍的波道神學院的前院長
[00:17:14.000 --> 00:17:16.000]  這個鮑桂園牧師
[00:17:16.000 --> 00:17:20.000]  他是一個很出色的領袖,一個學者,一個牧者
[00:17:20.000 --> 00:17:22.000]  他也有一個敬虔的下一代
[00:17:22.000 --> 00:17:24.000]  就是在芝加哥三一神學院
[00:17:24.000 --> 00:17:27.000]  我和太太亦師亦友的鮑桂坤博士
[00:17:27.000 --> 00:17:31.000]  第三個,可能大家都知道
[00:17:31.000 --> 00:17:34.000]  就是剛剛去世的藤近輝牧師
[00:17:34.000 --> 00:17:38.000]  夜神有機會在芝加哥跟他圍倫
[00:17:38.000 --> 00:17:41.000]  因為師母在神學院完成了博士
[00:17:41.000 --> 00:17:44.000]  我們都見到這位牧者
[00:17:44.000 --> 00:17:46.000]  是不可多得的
[00:17:46.000 --> 00:17:49.000]  我們環教會的一個資產
[00:17:49.000 --> 00:17:53.000]  當我太太出席他的安息禮拜的時間
[00:17:53.000 --> 00:17:55.000]  紀念特刊說到
[00:17:55.000 --> 00:17:58.000]  原來藤牧師有六個兒子
[00:17:58.000 --> 00:18:00.000]  除了一個是安息主懷
[00:18:00.000 --> 00:18:03.000]  有五個都是傳道人
[00:18:05.000 --> 00:18:07.000]  神使用的牧者
[00:18:07.000 --> 00:18:09.000]  但他們不要忘記
[00:18:09.000 --> 00:18:11.000]  培育敬虔的下一代
[00:18:11.000 --> 00:18:12.000]  當然你和我
[00:18:12.000 --> 00:18:15.000]  不是說我們的兒女都要成為牧者傳道人
[00:18:15.000 --> 00:18:17.000]  這是上帝的呼召
[00:18:17.000 --> 00:18:19.000]  但我們沒有思想
[00:18:19.000 --> 00:18:21.000]  我們有沒有好好預備
[00:18:21.000 --> 00:18:23.000]  我們的兒女成為敬虔
[00:18:23.000 --> 00:18:25.000]  去跟隨神的下一代呢?
[00:18:25.000 --> 00:18:29.000]  可惜今天統計告訴我們
[00:18:29.000 --> 00:18:32.000]  我們只是慢慢流失下一代
[00:18:32.000 --> 00:18:34.000]  在美國有個統計就是
[00:18:34.000 --> 00:18:37.000]  會超過有一半的年青人
[00:18:37.000 --> 00:18:39.000]  他們在基督教家庭長大
[00:18:39.000 --> 00:18:42.000]  但是他們大學甚至出來工作
[00:18:42.000 --> 00:18:44.000]  就不會再回教會
[00:18:44.000 --> 00:18:46.000]  甚至有不信
[00:18:46.000 --> 00:18:48.000]  我看回十幾年前的文章
[00:18:48.000 --> 00:18:49.000]  《真理》的雜誌
[00:18:49.000 --> 00:18:52.000]  它說到我們要好好培育下一代
[00:18:52.000 --> 00:18:54.000]  避免產生三失的下一代
[00:18:54.000 --> 00:18:56.000]  什麼是三失呢?
[00:18:56.000 --> 00:18:59.000]  第一就是失去對神話語的知識
[00:18:59.000 --> 00:19:02.000]  因為神的話語是腳尖的燈
[00:19:02.000 --> 00:19:03.000]  是路上的光
[00:19:03.000 --> 00:19:04.000]  是真理
[00:19:04.000 --> 00:19:05.000]  能夠帶領一個人生
[00:19:05.000 --> 00:19:07.000]  走一個正確的道路
[00:19:07.000 --> 00:19:09.000]  如果不是的話
[00:19:09.000 --> 00:19:10.000]  他們只會覺得
[00:19:10.000 --> 00:19:11.000]  基督教
[00:19:11.000 --> 00:19:12.000]  只是一個和其他宗教
[00:19:12.000 --> 00:19:14.000]  沒什麼分別的一個宗教
