
[00:00:00.000 --> 00:00:04.720]  今天輪到我講到夫妻之間的關係
[00:01:36.600 --> 00:01:37.800]  選擇不結婚
[00:01:37.800 --> 00:01:39.400]  選擇什麼呢?
[00:01:39.400 --> 00:01:40.400]  可以同居嘛
[00:01:40.400 --> 00:01:41.000]  對不對?
[00:01:41.000 --> 00:01:45.000]  現在對美國來說也不是什麼回事
[00:01:45.000 --> 00:01:47.200]  而根據最新的數據
[00:01:47.200 --> 00:01:52.000]  在美國大約每一天
[00:01:52.000 --> 00:01:58.000]  有一千八百八十九對已經結婚的人離婚
[00:01:58.000 --> 00:02:02.200]  即是平均每個小時有多少人離婚呢?
[00:02:02.200 --> 00:02:03.400]  七十九個
[00:02:03.400 --> 00:02:07.600]  平均每個小時在美國有七十九個離婚個案
[00:02:07.600 --> 00:02:11.200]  每分鐘大概有1.3個離婚
[00:02:11.200 --> 00:02:14.600]  每分鐘多過一個
[00:02:14.600 --> 00:02:17.400]  很多的數據
[00:02:17.400 --> 00:02:19.800]  如果我們上網做調查研究的時候
[00:02:19.800 --> 00:02:21.200]  婚姻的關係
[00:02:21.200 --> 00:02:22.800]  我們發現有一個印象
[00:02:22.800 --> 00:02:26.200]  變得越來越兒戲
[00:02:26.200 --> 00:02:28.600]  我們中國人說永結同心
[00:02:28.600 --> 00:02:29.600]  對不對?
[00:02:29.600 --> 00:02:31.600]  對很多人來說
[00:02:31.600 --> 00:02:33.800]  其實好像我的題目說什麼
[00:02:33.800 --> 00:02:35.400]  是一個願景
[00:02:35.400 --> 00:02:37.600]  即是願景兒意
[00:02:37.600 --> 00:02:39.200]  但聖經怎樣說呢?
[00:02:39.200 --> 00:02:41.800]  聖經又怎樣去說這個問題呢?
[00:02:41.800 --> 00:02:44.200]  我們看看馬太夫人十九章
[00:02:44.200 --> 00:02:47.000]  馬太十九章第六節怎樣說呢?
[00:02:47.000 --> 00:02:50.400]  他說夫妻不再是兩個人
[00:02:50.400 --> 00:02:51.800]  乃是一體的了
[00:02:51.800 --> 00:02:56.200]  所以神配合的人怎樣?
[00:02:56.200 --> 00:02:58.600]  不可以分開
[00:02:58.600 --> 00:03:00.600]  夫妻兩個人成為一體
[00:03:00.600 --> 00:03:02.400]  我們第一個印象很自然
[00:03:02.400 --> 00:03:05.800]  當然包括婚姻裡面的性愛
[00:03:05.800 --> 00:03:08.200]  但其實它裡面的含義
[00:03:08.200 --> 00:03:11.400]  是多過身體的結合
[00:03:11.400 --> 00:03:13.800]  性愛是包括了什麼?
[00:03:13.800 --> 00:03:17.400]  是身體、心靈的結合
[00:03:17.400 --> 00:03:19.400]  夫妻兩個人之間的交合
[00:03:19.400 --> 00:03:22.000]  如果沒有了愛
[00:03:22.000 --> 00:03:24.800]  跟野獸的交合就沒有分別了
[00:03:24.800 --> 00:03:26.800]  我們變成了動物
[00:03:26.800 --> 00:03:28.400]  很可惜是什麼呢?
[00:03:28.400 --> 00:03:30.600]  我聽過有人這樣說
[00:03:30.600 --> 00:03:35.600]  有人結婚是為了合法去享受性愛
[00:03:35.600 --> 00:03:38.600]  還有多些不是那麼差的
[00:03:38.600 --> 00:03:40.400]  除了合法去享受性愛之外
[00:03:40.400 --> 00:03:42.000]  還有傳宗接代
[00:03:42.000 --> 00:03:44.000]  這是我們傳統文化的觀念
[00:03:44.000 --> 00:03:45.400]  要傳宗接代
[00:03:45.400 --> 00:03:48.000]  有些會爭家產
[00:03:48.000 --> 00:03:50.600]  有些可能是特殊任務
[00:03:50.600 --> 00:03:53.000]  不知道是否特務
[00:03:53.000 --> 00:03:57.200]  將神賜給人的祝福
[00:03:57.200 --> 00:04:02.200]  糟蹋了和濫用了
[00:04:02.200 --> 00:04:04.200]  請大家留意
[00:04:04.200 --> 00:04:07.800]  聖經說神配合的
[00:04:07.800 --> 00:04:09.200]  英文是什麼?
[00:04:09.200 --> 00:04:10.200]  Matched
[00:04:10.200 --> 00:04:11.200]  Matched是什麼呢?
[00:04:11.200 --> 00:04:13.000]  Matched就是配對
[00:04:13.000 --> 00:04:15.200]  中國人不是要門當戶對的結婚
[00:04:15.200 --> 00:04:17.200]  那就是配對
[00:04:17.200 --> 00:04:19.600]  但是聖經其實不是用Matched這個字
[00:04:19.600 --> 00:04:20.400]  不是用配對
[00:04:20.400 --> 00:04:21.200]  是用什麼?
[00:04:21.200 --> 00:04:22.400]  是Joint
[00:04:22.400 --> 00:04:24.000]  即是神Joint Together
[00:04:24.000 --> 00:04:26.000]  即是神連接
[00:04:26.000 --> 00:04:29.200]  將他們接合在一起的意思
[00:04:29.200 --> 00:04:30.800]  神配合的
[00:04:30.800 --> 00:04:33.200]  即是由神所接合
[00:04:33.200 --> 00:04:36.400]  由神做結婚證人的夫妻
[00:04:36.400 --> 00:04:39.400]  人不可以分開
[00:04:39.400 --> 00:04:42.400]  這個人是否只是亞當呢?
[00:04:42.400 --> 00:04:44.200]  不是,這是一個通稱
[00:04:44.200 --> 00:04:46.200]  這個人是說什麼呢?
[00:04:46.200 --> 00:04:47.400]  包括丈夫
[00:04:47.400 --> 00:04:48.200]  是否人呢?
[00:04:48.200 --> 00:04:49.000]  是
[00:04:49.000 --> 00:04:50.200]  老婆呢?
[00:04:50.200 --> 00:04:51.200]  都是人
[00:04:51.200 --> 00:04:52.000]  還有呢?
[00:04:52.000 --> 00:04:53.600]  第三者呢?
[00:04:53.600 --> 00:04:55.200]  都是人
[00:04:55.200 --> 00:04:57.000]  所以神所配合的
[00:04:57.000 --> 00:04:58.000]  無論是丈夫也好
[00:04:58.000 --> 00:04:58.600]  妻子也好
[00:04:58.600 --> 00:04:59.600]  或者其他人也好
[00:04:59.600 --> 00:05:01.400]  都不可以有意
[00:05:01.400 --> 00:05:04.000]  或者無意去拆散
[00:05:04.000 --> 00:05:09.400]  或者破壞夫妻的關係
[00:05:09.400 --> 00:05:10.600]  我不知道在座裡面
[00:05:10.600 --> 00:05:11.600]  有沒有無道的朋友
[00:05:11.600 --> 00:05:12.400]  我不信耶穌的
[00:05:12.400 --> 00:05:14.000]  我不信聖經的
[00:05:14.000 --> 00:05:14.800]  是
[00:05:14.800 --> 00:05:18.200]  你可以挑戰聖經為什麼說不可以
[00:05:18.200 --> 00:05:19.200]  聖經常說NO NO那些
[00:05:19.200 --> 00:05:20.400]  我要聽嗎?
[00:05:20.400 --> 00:05:23.200]  你可以挑戰聖經為什麼說不可以
[00:05:23.200 --> 00:05:25.800]  但讓我告訴大家
[00:05:25.800 --> 00:05:30.400]  所有離婚和再婚的研究報告
[00:05:30.400 --> 00:05:32.200]  都告訴我們
[00:05:32.200 --> 00:05:39.000]  離婚之後再婚的婦女是越來越少
[00:05:39.000 --> 00:05:41.600]  而再婚的人
[00:05:41.600 --> 00:05:45.200]  再離婚和分居的情況
[00:05:45.200 --> 00:05:47.800]  就越來越多
[00:05:47.800 --> 00:05:48.800]  就沒有因為
[00:05:48.800 --> 00:05:49.600]  結果一次
[00:05:49.600 --> 00:05:51.000]  就學會了
[00:05:51.000 --> 00:05:53.600]  應該懂得怎樣去對待你的配偶
[00:05:53.600 --> 00:05:56.000]  應該就沒那麼容易離婚了吧
[00:05:56.000 --> 00:05:57.800]  原來不是的
[00:05:57.800 --> 00:05:59.800]  最近的調查報告
[00:05:59.800 --> 00:06:00.800]  我們知道
[00:06:00.800 --> 00:06:02.400]  第一次結婚之後
[00:06:02.400 --> 00:06:04.000]  離婚的收場
[00:06:04.000 --> 00:06:05.200]  即是第一次結婚
[00:06:05.200 --> 00:06:07.000]  已離婚收場的
[00:06:07.000 --> 00:06:08.800]  以前我們的陰症是一半
[00:06:08.800 --> 00:06:10.000]  其實沒有那麼多
[00:06:10.000 --> 00:06:12.000]  當然那個計算很複雜
[00:06:12.000 --> 00:06:14.600]  不過我找到這個調查報告
[00:06:14.600 --> 00:06:16.200]  第一次結婚
[00:06:16.200 --> 00:06:17.200]  第一次結婚
[00:06:17.200 --> 00:06:21.400]  離婚收場的有41%
[00:06:21.400 --> 00:06:22.800]  四成左右
[00:06:22.800 --> 00:06:24.800]  然後第二次結婚
[00:06:24.800 --> 00:06:26.200]  離過婚的
[00:06:26.200 --> 00:06:27.200]  結果一次
[00:06:27.200 --> 00:06:28.600]  第二次結婚之後
[00:06:28.600 --> 00:06:30.000]  離婚收場的有多少
[00:06:30.000 --> 00:06:32.000]  大家猜猜
[00:06:32.000 --> 00:06:35.200]  60%
[00:06:35.200 --> 00:06:36.400]  第三次結婚
[00:06:36.400 --> 00:06:38.400]  有沒有心三次的
[00:06:38.400 --> 00:06:39.800]  越來越多了
[00:06:39.800 --> 00:06:41.400]  第三次結婚
[00:06:41.400 --> 00:06:43.000]  已離婚收場的
[00:06:43.000 --> 00:06:45.000]  大家猜猜有多少
[00:06:45.000 --> 00:06:46.400]  多了一點
[00:06:46.400 --> 00:06:48.200]  73%
[00:06:48.200 --> 00:06:49.200]  所以第一次結婚
[00:06:49.200 --> 00:06:50.800]  離婚收場的41%
[00:06:50.800 --> 00:06:51.800]  四成
[00:06:51.800 --> 00:06:53.000]  第二次離婚的
[00:06:53.000 --> 00:06:54.000]  六成
[00:06:54.000 --> 00:06:55.000]  第三次結婚
[00:06:55.000 --> 00:06:55.800]  離婚的
[00:06:55.800 --> 00:06:58.800]  是73%
[00:06:58.800 --> 00:06:59.800]  哇
[00:06:59.800 --> 00:07:02.200]  早兩天看節目的朋友
[00:07:02.200 --> 00:07:03.800]  聖經說
[00:07:03.800 --> 00:07:05.800]  人結婚之後
[00:07:05.800 --> 00:07:07.800]  可不可以離婚
[00:07:07.800 --> 00:07:10.800]  如果你根據剛才的聖經
[00:07:10.800 --> 00:07:12.800]  就是神所配合的人
[00:07:12.800 --> 00:07:14.800]  不可以分開
[00:07:14.800 --> 00:07:18.800]  你說這是聖經的命令
[00:07:18.800 --> 00:07:20.800]  好像不聽不得
[00:07:20.800 --> 00:07:22.800]  我想說的是什麼
[00:07:22.800 --> 00:07:24.800]  有時候我們看聖經
[00:07:24.800 --> 00:07:27.800]  不要誤會了聖經的意思
[00:07:27.800 --> 00:07:29.800]  上帝從來沒有想過
[00:07:29.800 --> 00:07:31.800]  要剝奪我們的自由
[00:07:31.800 --> 00:07:33.800]  他只是提醒我們
[00:07:33.800 --> 00:07:39.800]  不要以離婚作為籌碼
[00:07:39.800 --> 00:07:41.800]  去結婚
[00:07:41.800 --> 00:07:43.800]  大不了你會輸掉賭注
[00:07:43.800 --> 00:07:45.800]  先賭一賭
[00:07:45.800 --> 00:07:47.800]  賭贏了就開心
[00:07:47.800 --> 00:07:48.800]  大家開心
[00:07:48.800 --> 00:07:50.800]  輸了就輸掉店舖
[00:07:50.800 --> 00:07:52.800]  那就算了
[00:07:52.800 --> 00:07:55.800]  所以主要是看節目的朋友
[00:07:55.800 --> 00:07:57.800]  離婚
[00:07:57.800 --> 00:07:59.800]  在前面我就說了
[00:07:59.800 --> 00:08:02.800]  離婚不是解決婚姻問題
[00:08:02.800 --> 00:08:04.800]  是最好的方法
[00:08:04.800 --> 00:08:06.800]  我都不是覺得最好
[00:08:06.800 --> 00:08:07.800]  不過是最後的結果
[00:08:07.800 --> 00:08:08.800]  不行就分開
[00:08:08.800 --> 00:08:10.800]  有人這樣想
[00:08:10.800 --> 00:08:14.800]  不過這並不是聖經給我們的教導
[00:08:14.800 --> 00:08:19.800]  當我們對婚姻不看重
[00:08:19.800 --> 00:08:22.800]  或者隨便想可以離婚的話
[00:08:22.800 --> 00:08:25.800]  只會帶來更多
[00:08:25.800 --> 00:08:29.800]  更複雜的問題
[00:08:29.800 --> 00:08:33.800]  有人都知道
[00:08:33.800 --> 00:08:37.800]  以前師母來加州沒多久
[00:08:37.800 --> 00:08:40.800]  在加州社會福利處
[00:08:40.800 --> 00:08:44.800]  幫忙做公共援助
[00:08:44.800 --> 00:08:46.800]  師母經常都說這個故事
[00:08:46.800 --> 00:08:48.800]  有些媽媽帶著四五個小朋友來
[00:08:48.800 --> 00:08:50.800]  爸爸叫什麼名字
[00:08:50.800 --> 00:08:54.800]  四五個小朋友的名字都不一樣
[00:08:54.800 --> 00:08:56.800]  最後有什麼不同
[00:08:56.800 --> 00:08:59.800]  其實就是這麼簡單
[00:08:59.800 --> 00:09:01.800]  我們可以想像到
[00:09:01.800 --> 00:09:04.800]  離婚所帶來的問題
[00:09:04.800 --> 00:09:07.800]  是多麼的複雜
[00:09:07.800 --> 00:09:09.800]  所以聖經說
[00:09:09.800 --> 00:09:11.800]  神所配合的婚姻
[00:09:11.800 --> 00:09:16.800]  人應該盡一切的努力
[00:09:16.800 --> 00:09:19.800]  去維繫和鞏固
[00:09:19.800 --> 00:09:21.800]  要做到什麼
[00:09:21.800 --> 00:09:22.800]  永結同心
[00:09:22.800 --> 00:09:25.800]  永結同心不是一開始就可以
[00:09:25.800 --> 00:09:27.800]  是要大家努力去做出來
[00:09:27.800 --> 00:09:31.800]  所以今早我希望能夠和大家分享幾個
[00:09:31.800 --> 00:09:34.800]  我從聖經裡面所看到的啟示
[00:09:34.800 --> 00:09:36.800]  和大家分享
[00:09:36.800 --> 00:09:38.800]  第一個啟示我看到的是什麼呢
[00:09:38.800 --> 00:09:41.800]  要愛惜你的配偶
[00:09:41.800 --> 00:09:44.800]  要愛惜你結婚的伴侶
[00:09:44.800 --> 00:09:46.800]  聖經怎樣說呢
[00:09:46.800 --> 00:09:48.800]  《創世紀》大家都很熟悉
[00:09:48.800 --> 00:09:49.800]  二章十八節
[00:09:49.800 --> 00:09:53.800]  上帝說人單獨生活不好
[00:09:53.800 --> 00:09:56.800]  我要為他做一個合適的伴侶
[00:09:56.800 --> 00:09:59.800]  來幫助他
[00:09:59.800 --> 00:10:01.800]  從這句話裡面來說
[00:10:01.800 --> 00:10:03.800]  我們可以看到
[00:10:03.800 --> 00:10:05.800]  人生的伴侶
[00:10:05.800 --> 00:10:08.800]  原來是神的恩典
[00:10:08.800 --> 00:10:10.800]  是神體貼我們的需要
[00:10:10.800 --> 00:10:11.800]  神憐憫我們
[00:10:11.800 --> 00:10:13.800]  一個人孤零零很慘
[00:10:13.800 --> 00:10:15.800]  沒有人和我們一起聊天
[00:10:15.800 --> 00:10:16.800]  沒有人和我們一起生活
[00:10:16.800 --> 00:10:18.800]  沒有人幫忙做事
[00:10:18.800 --> 00:10:21.800]  於是神因為見到人有這樣的需要
[00:10:21.800 --> 00:10:24.800]  當然神的計劃就是這樣做
[00:10:24.800 --> 00:10:25.800]  就做了人
[00:10:25.800 --> 00:10:27.800]  和他做了一個女人
[00:10:27.800 --> 00:10:29.800]  所以神創造的時候
[00:10:29.800 --> 00:10:31.800]  你看《創世紀》第一章
[00:10:31.800 --> 00:10:33.800]  神創造是做男做女的
[00:10:33.800 --> 00:10:35.800]  早就想好了
[00:10:35.800 --> 00:10:37.800]  不過先做個男的
[00:10:37.800 --> 00:10:40.800]  所以因為這樣的緣故
[00:10:40.800 --> 00:10:42.800]  我們應該去愛惜神
[00:10:42.800 --> 00:10:45.800]  為我們去做那個伴侶
[00:10:45.800 --> 00:10:48.800]  其次聖經又告訴我們
[00:10:48.800 --> 00:10:50.800]  第二章二十二節
[00:10:50.800 --> 00:10:54.800]  神就用那人身上所取的肋骨
[00:10:54.800 --> 00:10:56.800]  造成一個女人
[00:10:56.800 --> 00:11:00.800]  領他去到那個人的根前
[00:11:00.800 --> 00:11:02.800]  不知道是不是我做牧師
[00:11:02.800 --> 00:11:04.800]  不知道做了多少婚
[00:11:04.800 --> 00:11:06.800]  跟很多人做婚
[00:11:06.800 --> 00:11:08.800]  所以我看到聖經的時候
[00:11:08.800 --> 00:11:11.800]  好像聯想到爸爸胎著女兒
[00:11:11.800 --> 00:11:13.800]  帶到新郎哥面前
[00:11:13.800 --> 00:11:15.800]  把女兒交給新郎哥
[00:11:15.800 --> 00:11:18.800]  把女兒託付給你
[00:11:18.800 --> 00:11:20.800]  我就那幅圖畫
[00:11:20.800 --> 00:11:22.800]  就很自然地出來
[00:11:22.800 --> 00:11:24.800]  而聖經是怎樣說
[00:11:24.800 --> 00:11:27.800]  聖經說女人是由男人身上
[00:11:27.800 --> 00:11:29.800]  那條肋骨造成的
[00:11:29.800 --> 00:11:31.800]  如果你不信耶穌的話
[00:11:31.800 --> 00:11:32.800]  可能你覺得
[00:11:32.800 --> 00:11:34.800]  牧師這是神話故事來的
[00:11:34.800 --> 00:11:36.800]  但是有人相信
[00:11:36.800 --> 00:11:38.800]  神是無所不能的
[00:11:38.800 --> 00:11:40.800]  如果不是他不是神
[00:11:40.800 --> 00:11:41.800]  神是無所不能的
[00:11:41.800 --> 00:11:44.800]  所以神親自去做愛科手術
[00:11:44.800 --> 00:11:46.800]  如果你看《創世紀》的形容的時候
[00:11:46.800 --> 00:11:49.800]  神親自用愛科手術
[00:11:49.800 --> 00:11:52.800]  去造成一個女人
[00:11:52.800 --> 00:11:55.800]  其實是應該有一個特別的含意
[00:11:55.800 --> 00:11:56.800]  如果不是的話
[00:11:56.800 --> 00:11:58.800]  他一句話就搞定了
[00:11:58.800 --> 00:11:59.800]  你看神創造六日
[00:11:59.800 --> 00:12:00.800]  做天地萬物
[00:12:00.800 --> 00:12:01.800]  說了一句而已
[00:12:01.800 --> 00:12:03.800]  事就這樣成了
[00:12:03.800 --> 00:12:05.800]  但是做人不是
[00:12:05.800 --> 00:12:07.800]  神是下手下腳的
[00:12:07.800 --> 00:12:08.800]  詳細的我不會說
[00:12:08.800 --> 00:12:10.800]  有空你回去看看聖經
[00:12:10.800 --> 00:12:13.800]  聖經說那個男人
[00:12:13.800 --> 00:12:16.800]  看到神為他創造了伴侶
[00:12:16.800 --> 00:12:18.800]  怎麼說呢
[00:12:18.800 --> 00:12:19.800]  大家看到聖經怎麼說呢
[00:12:19.800 --> 00:12:21.800]  這個是我
[00:12:21.800 --> 00:12:23.800]  骨中之骨
[00:12:23.800 --> 00:12:25.800]  肉中之肉
[00:12:25.800 --> 00:12:28.800]  就可以叫做女人
[00:12:28.800 --> 00:12:29.800]  我又想起了
[00:12:29.800 --> 00:12:30.800]  我是中國人
[00:12:30.800 --> 00:12:32.800]  我們中國人
[00:12:32.800 --> 00:12:34.800]  形容自己和子女的關係
[00:12:34.800 --> 00:12:36.800]  很密切
[00:12:36.800 --> 00:12:38.800]  會怎麼形容呢
[00:12:38.800 --> 00:12:40.800]  這個是我骨肉
[00:12:40.800 --> 00:12:42.800]  骨肉之親
[00:12:42.800 --> 00:12:43.800]  意思是什麼呢
[00:12:43.800 --> 00:12:45.800]  我們和子女的關係
[00:12:45.800 --> 00:12:46.800]  是很親的
[00:12:46.800 --> 00:12:48.800]  好像骨和肉黏在一起
[00:12:48.800 --> 00:12:50.800]  不可以分開的
[00:12:50.800 --> 00:12:54.800]  骨和肉應該是永遠都連在一起的
[00:12:54.800 --> 00:12:55.800]  觀念其實很好
[00:12:55.800 --> 00:12:57.800]  不過又被人濫用了
[00:12:57.800 --> 00:12:59.800]  今天不說了
[00:12:59.800 --> 00:13:02.800]  更深層次的意義是什麼呢
[00:13:02.800 --> 00:13:04.800]  就是說我們必須要好好珍惜
[00:13:04.800 --> 00:13:05.800]  我們和子女的關係
[00:13:05.800 --> 00:13:07.800]  那是形容詞而已
[00:13:07.800 --> 00:13:10.800]  因為骨和肉是不分開的
[00:13:10.800 --> 00:13:12.800]  所以有很多媽媽
[00:13:12.800 --> 00:13:13.800]  對兒子長大了
[00:13:13.800 --> 00:13:14.800]  都不願意讓他分開
[00:13:14.800 --> 00:13:15.800]  拿著不肯放
[00:13:15.800 --> 00:13:18.800]  今天不說這個題目
[00:13:18.800 --> 00:13:20.800]  但是聖經裡面來說
[00:13:20.800 --> 00:13:24.800]  形容夫妻關係的時候
[00:13:24.800 --> 00:13:26.800]  更加深刻
[00:13:26.800 --> 00:13:29.800]  聖經是怎樣形容夫妻之間的關係
[00:13:29.800 --> 00:13:30.800]  亞當怎麼說呢
[00:13:30.800 --> 00:13:33.800]  他說這個女人是什麼呢
[00:13:33.800 --> 00:13:36.800]  是我骨中之骨
[00:13:36.800 --> 00:13:38.800]  肉中之肉
[00:13:38.800 --> 00:13:40.800]  骨中之骨
[00:13:40.800 --> 00:13:42.800]  肉中之肉
[00:13:42.800 --> 00:13:44.800]  大家說
[00:13:44.800 --> 00:13:46.800]  哪個比較親密呢
[00:13:46.800 --> 00:13:50.800]  是一個十分十分十分親密的關係
[00:13:50.800 --> 00:13:52.800]  子女只是骨肉
[00:13:52.800 --> 00:13:53.800]  這個老婆
[00:13:53.800 --> 00:13:54.800]  這個老公
[00:13:54.800 --> 00:13:55.800]  是骨中之骨
[00:13:55.800 --> 00:14:01.800]  肉中之肉
[00:14:01.800 --> 00:14:06.800]  所以聖經給我們的啟示是什麼
[00:14:06.800 --> 00:14:09.800]  在人世間
[00:14:09.800 --> 00:14:11.800]  在人世間
[00:14:11.800 --> 00:14:13.800]  最親密的關係
[00:14:13.800 --> 00:14:18.800]  是莫過於夫妻的關係
[00:14:18.800 --> 00:14:19.800]  最親密的關係
[00:14:19.800 --> 00:14:20.800]  我再說一次
[00:14:20.800 --> 00:14:21.800]  是什麼呢
[00:14:21.800 --> 00:14:22.800]  是夫妻的關係
[00:14:22.800 --> 00:14:23.800]  不是你和你的子女
[00:14:23.800 --> 00:14:25.800]  不是和你爸爸媽媽
[00:14:25.800 --> 00:14:28.800]  是和你的配偶
[00:14:28.800 --> 00:14:31.800]  子女有一天會離開我們
[00:14:31.800 --> 00:14:34.800]  願意永遠陪伴在我們身邊的
[00:14:34.800 --> 00:14:36.800]  是誰呢
[00:14:36.800 --> 00:14:37.800]  是我們的老婆
[00:14:37.800 --> 00:14:39.800]  是我們的丈夫
[00:14:39.800 --> 00:14:41.800]  是我們的老伴
[00:14:41.800 --> 00:14:44.800]  大家同不同意嗎
[00:14:44.800 --> 00:14:45.800]  所以
[00:14:45.800 --> 00:14:47.800]  主要我提醒各位朋友
[00:14:47.800 --> 00:14:50.800]  夫妻相處
[00:14:50.800 --> 00:14:51.800]  有時是會吵架的
[00:14:51.800 --> 00:14:52.800]  會不會
[00:14:52.800 --> 00:14:53.800]  沒有那些就很厲害了
[00:14:53.800 --> 00:14:55.800]  有時我未和老婆吵過架
[00:14:55.800 --> 00:14:56.800]  未和老公吵過架的
[00:14:56.800 --> 00:14:58.800]  每個人都有
[00:14:58.800 --> 00:15:02.800]  但是千萬不要
[00:15:02.800 --> 00:15:05.800]  動不動就說離婚
[00:15:05.800 --> 00:15:10.800]  千萬不要動一動就說離婚
[00:15:10.800 --> 00:15:12.800]  我們要珍惜眼前人
[00:15:12.800 --> 00:15:15.800]  要珍惜眼前人
[00:15:15.800 --> 00:15:17.800]  那我們可以怎樣做呢
[00:15:17.800 --> 00:15:18.800]  我們可以怎樣做呢
[00:15:18.800 --> 00:15:21.800]  我們要刻意去安排
[00:15:21.800 --> 00:15:24.800]  和我們自己的配偶一起做些事
[00:15:24.800 --> 00:15:25.800]  如果你問我
[00:15:25.800 --> 00:15:27.800]  這是給大家的建議
[00:15:27.800 --> 00:15:28.800]  要刻意的
[00:15:28.800 --> 00:15:34.800]  刻意的要和你的配偶一起做些事
[00:15:34.800 --> 00:15:35.800]  有人曾經這樣說
[00:15:35.800 --> 00:15:37.800]  我不知道在哪裏找出來的
[00:15:37.800 --> 00:15:40.800]  Family that prays together
[00:15:40.800 --> 00:15:42.800]  stays together
[00:15:42.800 --> 00:15:45.800]  Family that plays together
[00:15:45.800 --> 00:15:46.800]  stays together
[00:15:46.800 --> 00:15:47.800]  什麼意思呢
[00:15:47.800 --> 00:15:48.800]  就是說
[00:15:48.800 --> 00:15:51.800]  一個禱告的家庭是永遠在一起的
[00:15:51.800 --> 00:15:54.800]  pray
[00:15:54.800 --> 00:15:56.800]  一起祈禱的家庭是永遠在一起
[00:15:56.800 --> 00:15:58.800]  一起玩耍的家庭
[00:15:58.800 --> 00:16:01.800]  pray
[00:16:01.800 --> 00:16:04.800]  會一直在一起
[00:16:04.800 --> 00:16:05.800]  所以
[00:16:05.800 --> 00:16:08.800]  我們如果真的想珍惜我們的伴侶
[00:16:08.800 --> 00:16:10.800]  就要安排時間
[00:16:10.800 --> 00:16:13.800]  和我們的配偶一起祈禱
[00:16:13.800 --> 00:16:15.800]  為什麼會有幫助呢
[00:16:15.800 --> 00:16:18.800]  神存不存在呢
[00:16:18.800 --> 00:16:20.800]  神存在的
[00:16:20.800 --> 00:16:21.800]  祈禱的時候
[00:16:21.800 --> 00:16:22.800]  神在我們中間
[00:16:22.800 --> 00:16:24.800]  所以祈禱的時間
[00:16:24.800 --> 00:16:26.800]  不是你和你太太和你老公兩個人
[00:16:26.800 --> 00:16:28.800]  神存在
[00:16:28.800 --> 00:16:29.800]  你不要說神
[00:16:29.800 --> 00:16:30.800]  有一個朋友存在
[00:16:30.800 --> 00:16:31.800]  你都不會吵架
[00:16:31.800 --> 00:16:33.800]  會不會
[00:16:33.800 --> 00:16:34.800]  當你pray together
[00:16:34.800 --> 00:16:36.800]  有神在當中
[00:16:36.800 --> 00:16:37.800]  和我們一起聊天
[00:16:37.800 --> 00:16:39.800]  大家有什麼不對
[00:16:39.800 --> 00:16:40.800]  上帝會安撫我們的心
[00:16:40.800 --> 00:16:42.800]  上帝會幫助我們
[00:16:42.800 --> 00:16:44.800]  如何處理我們的情緒
[00:16:44.800 --> 00:16:46.800]  如何說話
[00:16:46.800 --> 00:16:47.800]  有沒有幫助
[00:16:47.800 --> 00:16:48.800]  有幫助的
[00:16:48.800 --> 00:16:49.800]  OK
[00:16:49.800 --> 00:16:50.800]  希望大家能夠
[00:16:50.800 --> 00:16:52.800]  多些和太太一起祈禱
[00:16:52.800 --> 00:16:53.800]  多些和老公一起祈禱
