
[00:00:00.000 --> 00:00:04.520]  各位電影姊妹,我們今天會一起來看
[00:01:58.280 --> 00:02:00.480]  求祢從這兩個人中
[00:02:00.480 --> 00:02:03.880]  使命祢所揀選的是那一位
[00:02:03.880 --> 00:02:06.280]  去得這仕途的職任
[00:02:06.280 --> 00:02:09.080]  這職任猶大已經挑起
[00:02:09.080 --> 00:02:11.480]  往自己的地方去了
[00:02:11.480 --> 00:02:14.280]  於是眾人為他們搖籤
[00:02:14.280 --> 00:02:16.280]  搖出瑪提亞來
[00:02:16.280 --> 00:02:19.480]  她和十一個仕途同列
[00:02:19.480 --> 00:02:26.480]  這段經文可能大家比較留意
[00:02:26.480 --> 00:02:29.080]  就是選了瑪提亞
[00:02:29.080 --> 00:02:33.080]  來代替猶大的位置
[00:02:33.080 --> 00:02:37.680]  不過,因為這個結果
[00:02:37.680 --> 00:02:40.480]  細節我們很快就把它放下
[00:02:40.480 --> 00:02:41.880]  或者有些問題
[00:02:41.880 --> 00:02:45.080]  我們也未必很認真去想一想
[00:02:46.880 --> 00:02:52.080]  當我們要去修正一些錯誤的時候
[00:02:52.080 --> 00:02:56.080]  通常做的一個方法就叫做補救
[00:02:56.080 --> 00:03:00.080]  希望將影響減到最低
[00:03:00.080 --> 00:03:02.080]  譬如如果大家
[00:03:02.080 --> 00:03:06.080]  有做一些編輯出版的經驗
[00:03:06.080 --> 00:03:07.680]  你就會知道
[00:03:07.680 --> 00:03:10.480]  有些時候經過很多隻眼
[00:03:10.480 --> 00:03:12.080]  已經看過了
[00:03:12.080 --> 00:03:13.680]  但是不知道為什麼
[00:03:13.680 --> 00:03:15.080]  還是會有些東西看漏
[00:03:15.080 --> 00:03:16.680]  本書又印了
[00:03:16.680 --> 00:03:18.880]  沒理由就把它拿去堆填區
[00:03:18.880 --> 00:03:20.080]  那麼浪費
[00:03:20.080 --> 00:03:23.280]  其中一種補救的方式會做什麼呢
[00:03:23.280 --> 00:03:26.680]  就是將後來才發現的錯處
[00:03:26.680 --> 00:03:28.680]  可能用一張紙
[00:03:28.680 --> 00:03:30.280]  印上第幾頁
[00:03:30.280 --> 00:03:32.480]  有哪個字是錯了
[00:03:32.480 --> 00:03:35.080]  或者哪個人名是正確的
[00:03:35.080 --> 00:03:39.680]  就將它放在書封面裏面的那一頁
[00:03:39.680 --> 00:03:42.480]  一打開大家就看到一個堪誤表
[00:03:42.480 --> 00:03:44.880]  就知道原來本書裏面
[00:03:44.880 --> 00:03:46.880]  還有一些錯誤
[00:03:46.880 --> 00:03:49.080]  是印刷之後才發現
[00:03:49.080 --> 00:03:52.080]  但是又不想扔了整批書再印
[00:03:52.080 --> 00:03:53.680]  所以就會做這件事
[00:03:53.680 --> 00:03:57.480]  這種就叫做補救
[00:03:57.480 --> 00:04:00.880]  當出賣耶穌的猶大
[00:04:00.880 --> 00:04:01.880]  死了之後
[00:04:01.880 --> 00:04:03.880]  其實我們讀的這段
[00:04:03.880 --> 00:04:07.080]  十五至十七節和二十一至二十六節中間
[00:04:07.080 --> 00:04:09.080]  其實就是講他
[00:04:09.080 --> 00:04:10.880]  買了田地
[00:04:10.880 --> 00:04:12.280]  將賣耶穌的錢
[00:04:12.280 --> 00:04:14.680]  然後他知道自己做得很不對
[00:04:14.680 --> 00:04:18.680]  結果他就自殺
[00:04:18.680 --> 00:04:22.880]  因為他死了
[00:04:22.880 --> 00:04:24.880]  原本十二個使徒
[00:04:24.880 --> 00:04:26.880]  只剩下十一個
[00:04:26.880 --> 00:04:28.480]  大家要知道
[00:04:28.480 --> 00:04:32.280]  十二這個數目不是隨機的
[00:04:32.280 --> 00:04:34.080]  不是剛好耶穌走過去
[00:04:34.080 --> 00:04:35.680]  見到有十二個人
[00:04:35.680 --> 00:04:38.080]  這十二個就做了我的使徒
[00:04:38.080 --> 00:04:39.280]  不是這樣的
[00:04:39.280 --> 00:04:41.080]  大家如果讀福音書就知道
[00:04:41.080 --> 00:04:44.480]  是逐個逐個逐個逐個一路來的
[00:04:44.480 --> 00:04:46.280]  就有十二個
[00:04:46.280 --> 00:04:49.080]  所以十二這個數字
[00:04:49.080 --> 00:04:51.080]  本身就有一個意思
[00:04:51.080 --> 00:04:53.080]  意思是什麼呢
[00:04:53.080 --> 00:04:55.880]  就是完全
[00:04:55.880 --> 00:04:57.080]  十二
[00:04:57.080 --> 00:05:00.480]  大家知道以色列人有多少個支派
[00:05:00.480 --> 00:05:02.080]  十二個支派
[00:05:02.080 --> 00:05:03.680]  所以
[00:05:03.680 --> 00:05:06.080]  耶穌的使徒
[00:05:06.080 --> 00:05:07.480]  在新約裏面
[00:05:07.480 --> 00:05:10.080]  代表著一個新的以色列人
[00:05:10.080 --> 00:05:13.080]  所以就有十二個使徒
[00:05:13.080 --> 00:05:18.480]  除了有舊約的所謂印證之外
[00:05:18.480 --> 00:05:20.280]  我們讀到啟示錄
[00:05:20.280 --> 00:05:23.080]  去到第21章14節
[00:05:23.080 --> 00:05:24.880]  我們就會看到
[00:05:24.880 --> 00:05:27.480]  啟示錄說新耶路撒冷
[00:05:27.480 --> 00:05:31.280]  即將來的新天新地是怎麼樣的呢
[00:05:31.280 --> 00:05:33.880]  在啟示錄的21章14節就說
[00:05:33.880 --> 00:05:35.880]  城牆有十二根基
[00:05:35.880 --> 00:05:39.680]  根基上有高揚十二使徒的名字
[00:05:39.680 --> 00:05:43.880]  所以如果沒有了猶大只剩下十一
[00:05:43.880 --> 00:05:45.680]  肯定有點不妥
[00:05:45.680 --> 00:05:48.280]  因為如果有人看到這個
[00:05:48.280 --> 00:05:50.280]  異象將來
[00:05:50.280 --> 00:05:52.480]  在新天新地的時候
[00:05:52.480 --> 00:05:55.280]  是有十二個使徒的名字
[00:05:55.280 --> 00:05:58.080]  即是說如果現在只剩下十一個
[00:05:58.080 --> 00:06:00.680]  是一個不完全的狀態
[00:06:00.680 --> 00:06:04.680]  就要令到猶大的錯誤
[00:06:04.680 --> 00:06:06.880]  得到一種補救
[00:06:06.880 --> 00:06:10.680]  所以結果他們做了一件事
[00:06:10.680 --> 00:06:12.280]  就是補損
[00:06:12.280 --> 00:06:14.680]  當然今時今日補損
[00:06:14.680 --> 00:06:16.080]  大家很熟悉吧
[00:06:16.080 --> 00:06:18.880]  久不久又來一次補損
[00:06:18.880 --> 00:06:23.080]  在這個使徒的時代
[00:06:23.080 --> 00:06:26.080]  就已經有一個補損出來了
[00:06:26.080 --> 00:06:29.080]  所以我們很有興趣去看看
[00:06:29.080 --> 00:06:32.280]  究竟這個補損的機制是怎麼出現的呢
[00:06:32.280 --> 00:06:35.680]  究竟這個過程又是怎麼樣的呢
[00:06:35.680 --> 00:06:39.880]  使徒的補損又和我們有什麼關係呢
[00:06:39.880 --> 00:06:44.280]  是不是就像我們今天要補損一些議員一樣呢
[00:06:44.280 --> 00:06:46.480]  我們可以看到
[00:06:46.480 --> 00:06:48.680]  這個馬提亞
[00:06:48.680 --> 00:06:50.680]  他最後被選了出來
[00:06:50.680 --> 00:06:53.280]  成為一個後補的使徒
[00:06:53.280 --> 00:06:55.080]  但是很奇怪
[00:06:55.080 --> 00:06:57.280]  在整本聖經裏面
[00:06:57.280 --> 00:07:01.280]  幾乎只有這裏提及過馬提亞
[00:07:01.280 --> 00:07:02.080]  如果你不相信的話
[00:07:02.080 --> 00:07:03.480]  你拿你的手機出來查一下
[00:07:03.480 --> 00:07:05.680]  因為看聖經很長時間
[00:07:05.680 --> 00:07:07.280]  你用手機一查
[00:07:07.280 --> 00:07:11.080]  你發現不到有其他地方提及馬提亞
[00:07:11.080 --> 00:07:14.280]  一個在聖經裏面都不出名的人
[00:07:14.280 --> 00:07:17.480]  竟然會成為了後補的使徒
[00:07:17.480 --> 00:07:19.480]  這麼奇怪
[00:07:19.480 --> 00:07:20.880]  接著
[00:07:20.880 --> 00:07:22.880]  一會兒我會有些問題
[00:07:22.880 --> 00:07:24.680]  可能一提大家會想
[00:07:24.680 --> 00:07:26.680]  咦 是啊 為什麼我沒有想過
[00:07:26.680 --> 00:07:31.280]  一個在補損之前可能會產生的疑問呢
[00:07:31.280 --> 00:07:36.480]  大家一會兒看看有什麼問題提出來了
[00:07:36.480 --> 00:07:40.480]  首先在補損這個使徒的事件裏面
[00:07:40.480 --> 00:07:43.080]  我們要問幾個重要的問題
[00:07:43.080 --> 00:07:44.480]  第一
[00:07:44.480 --> 00:07:46.080]  為什麼要補
[00:07:46.080 --> 00:07:47.680]  剛才已經回答了
[00:07:47.680 --> 00:07:49.680]  因為12減了1 只剩下11
[00:07:49.680 --> 00:07:51.080]  就不完全了
[00:07:51.080 --> 00:07:52.680]  所以要補一個
[00:07:52.680 --> 00:07:53.880]  令到他完全
[00:07:53.880 --> 00:07:57.680]  所以就解釋了為什麼要補
[00:07:57.680 --> 00:08:00.480]  接著如果知道要補的話
[00:08:00.480 --> 00:08:01.880]  第二個問題來了
[00:08:01.880 --> 00:08:04.080]  什麼時候進行補損呢
[00:08:04.080 --> 00:08:06.480]  這些大家很容易經歷到
[00:08:06.480 --> 00:08:08.080]  什麼時候去進行呢
[00:08:08.080 --> 00:08:11.280]  什麼時候都是一個很關鍵的
[00:08:11.280 --> 00:08:14.480]  早一點 遲一點
[00:08:14.480 --> 00:08:17.280]  給多點時間去諮詢一下大家
[00:08:17.280 --> 00:08:21.280]  或者一個人做了決定性的
[00:08:21.280 --> 00:08:24.080]  所謂的決定通告
[00:08:24.080 --> 00:08:25.680]  接著就進行呢
[00:08:25.680 --> 00:08:27.480]  所以第二個問題就是
[00:08:27.480 --> 00:08:29.480]  什麼時候來進行呢
[00:08:29.480 --> 00:08:30.880]  第三個
[00:08:30.880 --> 00:08:32.680]  如果時間也有了
[00:08:32.680 --> 00:08:33.680]  第三個是什麼呢
[00:08:33.680 --> 00:08:37.680]  誰有資格成為候選人
[00:08:37.680 --> 00:08:39.080]  是不是
[00:08:39.080 --> 00:08:40.880]  接著第四
[00:08:40.880 --> 00:08:43.080]  找到合資格的人
[00:08:43.080 --> 00:08:45.680]  用什麼方式來選
[00:08:45.680 --> 00:08:48.680]  這個人才有認受性呢
[00:08:48.680 --> 00:08:49.680]  大家知道
[00:08:49.680 --> 00:08:52.880]  本來其他的使徒是誰選出來的
[00:08:52.880 --> 00:08:54.280]  耶穌嘛
[00:08:54.280 --> 00:08:56.280]  但這段經文是什麼時候出現的
[00:08:56.280 --> 00:08:57.880]  就是耶穌已經升天了
[00:08:57.880 --> 00:09:00.480]  如果耶穌復活的時候顯現還沒升天
[00:09:00.480 --> 00:09:01.680]  去處理這件事
[00:09:01.680 --> 00:09:02.880]  那不就簡單了嗎
[00:09:02.880 --> 00:09:05.080]  大家都知道耶穌選他的
[00:09:05.080 --> 00:09:06.880]  那就不會有爭議了
[00:09:06.880 --> 00:09:07.680]  糟了
[00:09:07.680 --> 00:09:09.680]  現在耶穌也升天了
[00:09:09.680 --> 00:09:12.480]  那誰有資格來講呢
[00:09:12.480 --> 00:09:14.080]  那個就是使徒
[00:09:14.080 --> 00:09:16.280]  馬上出現了第四個問題
[00:09:16.280 --> 00:09:17.880]  就是怎樣來選
[00:09:17.880 --> 00:09:18.880]  好了
[00:09:18.880 --> 00:09:20.080]  所以你想想
[00:09:20.080 --> 00:09:21.680]  一連串的這幾個問題
[00:09:21.680 --> 00:09:22.880]  要全部解決
[00:09:22.880 --> 00:09:24.880]  就在今天這段經文裡面
[00:09:24.880 --> 00:09:26.480]  幫我們去看一看
[00:09:27.880 --> 00:09:30.080]  為什麼要去補選
[00:09:30.080 --> 00:09:32.080]  多位的使徒
[00:09:32.080 --> 00:09:34.480]  我們剛才去看見
[00:09:34.480 --> 00:09:36.680]  這個好像補足了
[00:09:36.680 --> 00:09:39.880]  所謂十二這個完全的狀態
[00:09:39.880 --> 00:09:42.480]  但其實如果我們看經文
[00:09:42.480 --> 00:09:45.280]  補選不是純粹是為了
[00:09:45.280 --> 00:09:47.480]  不夠人數湊足他
[00:09:47.480 --> 00:09:48.680]  這麼簡單
[00:09:48.680 --> 00:09:50.480]  重要的就是使徒
[00:09:50.480 --> 00:09:53.880]  他們對自己的使命的定位
[00:09:53.880 --> 00:09:57.280]  使徒的使命是做什麼的呢
[00:09:57.280 --> 00:09:59.880]  不是受萬人的景仰
[00:09:59.880 --> 00:10:02.680]  不是出來指指點點
[00:10:02.680 --> 00:10:06.680]  不是純粹來代替了耶穌
[00:10:06.680 --> 00:10:08.880]  他們不只是做這些
[00:10:08.880 --> 00:10:11.080]  使徒的使命的定位
[00:10:11.080 --> 00:10:14.880]  從他們準備要選一個人出來的時候
[00:10:14.880 --> 00:10:16.280]  我們就知道了
[00:10:16.280 --> 00:10:20.080]  他重要的使命在大約一二節裡面講的
[00:10:20.080 --> 00:10:24.280]  就是要成為耶穌復活的見證
[00:10:24.280 --> 00:10:26.480]  這個就是定位
[00:10:26.480 --> 00:10:28.080]  如果選了出來這個人
[00:10:28.080 --> 00:10:30.480]  他不是為了耶穌復活做見證的話
[00:10:30.480 --> 00:10:32.880]  他只是以為我是高人一等
[00:10:32.880 --> 00:10:36.480]  就是因為我在眾人當中成為了使徒
[00:10:36.480 --> 00:10:37.680]  這樣是不夠的
[00:10:37.680 --> 00:10:42.080]  他一定要知道他自己是見證復活的耶穌
[00:10:42.080 --> 00:10:44.480]  這個就是使徒的定位
[00:10:44.480 --> 00:10:45.880]  所以選出來的人
[00:10:45.880 --> 00:10:49.080]  也都知道自己有這個使命
[00:10:49.080 --> 00:10:50.680]  大家要知道
[00:10:50.680 --> 00:10:54.480]  在新約希臘文裡面
[00:10:54.480 --> 00:10:56.480]  見證這個字
[00:10:56.480 --> 00:10:58.480]  其實還有另外一個解釋
[00:10:58.480 --> 00:11:00.080]  是什麼解釋呢
[00:11:00.080 --> 00:11:02.480]  就是殉道
[00:11:02.480 --> 00:11:03.880]  就是說如果牧師叫你
[00:11:03.880 --> 00:11:05.680]  我們一起去做見證
[00:11:05.680 --> 00:11:06.680]  牧師叫你做什麼
[00:11:06.680 --> 00:11:09.280]  我們一起去死
[00:11:09.280 --> 00:11:11.680]  其實意思是這樣的
[00:11:11.680 --> 00:11:14.280]  不是叫大家一起去玩一下
[00:11:14.280 --> 00:11:17.480]  我們有些頂姐妹報名去短孫
[00:11:17.480 --> 00:11:19.480]  如果告訴你孫教去送死
[00:11:19.480 --> 00:11:20.880]  你去不去
[00:11:20.880 --> 00:11:21.880]  你當然不去
[00:11:21.880 --> 00:11:23.880]  自己給錢還要去送死
[00:11:23.880 --> 00:11:26.480]  誰這麼蠢
[00:11:26.480 --> 00:11:28.280]  但是在新約裡面
[00:11:28.280 --> 00:11:30.080]  見證這個字
[00:11:30.080 --> 00:11:32.280]  就是解釋殉道
[00:11:32.280 --> 00:11:34.680]  因為要去見證耶穌
[00:11:34.680 --> 00:11:37.080]  不是一件很快樂的事
[00:11:37.080 --> 00:11:40.480]  是會被羅馬政府追殺
[00:11:40.480 --> 00:11:42.080]  去拘捕
[00:11:42.080 --> 00:11:45.280]  可能會面對很多很慘的情況
[00:11:45.280 --> 00:11:48.480]  所以這是一個準備去殉道
[00:11:48.480 --> 00:11:51.080]  為了信仰的緣故來犧牲
[00:11:51.080 --> 00:11:54.080]  所以不是一件簡單的事
[00:11:54.080 --> 00:11:58.480]  故此在未信的人的眼中
[00:11:58.480 --> 00:12:03.480]  可能保選就是一個可以得到
[00:12:03.480 --> 00:12:05.280]  眾人的肯定
[00:12:05.280 --> 00:12:07.280]  會很出名
[00:12:07.280 --> 00:12:09.880]  會很威風
[00:12:09.880 --> 00:12:12.080]  有一個尊貴的身份
[00:12:12.080 --> 00:12:13.280]  但不是
[00:12:13.280 --> 00:12:17.080]  原來保選是預備有一個人
[00:12:17.080 --> 00:12:19.880]  他願意站出來告訴別人
[00:12:19.880 --> 00:12:23.080]  我準備為了信仰的緣故
[00:12:23.080 --> 00:12:26.880]  來將自己的生命都放上
[00:12:26.880 --> 00:12:30.880]  這是在初期教會一個很重要的舉動
[00:12:30.880 --> 00:12:35.480]  有人仍然願意這樣走出來
[00:12:35.480 --> 00:12:37.880]  所以接著到第二個問題
[00:12:37.880 --> 00:12:40.280]  既然知道這是一個定位
[00:12:40.280 --> 00:12:42.280]  不是一件開玩笑的事
[00:12:42.280 --> 00:12:45.880]  何時來進行呢?
[00:12:45.880 --> 00:12:48.080]  這是我們一生都學的功課
[00:12:48.080 --> 00:12:49.680]  是什麼功課呢?
[00:12:49.680 --> 00:12:52.280]  把握時機
[00:12:52.280 --> 00:12:56.080]  何時才是一個適當的時間呢?
[00:12:56.080 --> 00:12:57.480]  大家想一想
[00:12:57.480 --> 00:13:01.280]  你去想何時接受洗禮
[00:13:01.280 --> 00:13:04.280]  想了多久?
[00:13:04.280 --> 00:13:06.080]  有些人說很小的時候
[00:13:06.080 --> 00:13:07.880]  十幾歲已經洗了禮
[00:13:07.880 --> 00:13:09.280]  或者再小一點的時候
[00:13:09.280 --> 00:13:11.680]  父母都未問我的意願
[00:13:11.680 --> 00:13:14.280]  就捉了我來洗禮
[00:13:14.280 --> 00:13:16.680]  將來阿正又不知道會不會這樣說
[00:13:16.680 --> 00:13:21.280]  有些是你沒有機會考慮
[00:13:21.280 --> 00:13:23.880]  有些可能你考慮了很久
[00:13:23.880 --> 00:13:25.880]  為什麼要考慮這麼久呢?
[00:13:25.880 --> 00:13:27.080]  因為你想想
[00:13:27.080 --> 00:13:29.080]  如果我洗了禮
[00:13:29.080 --> 00:13:30.080]  有些事不能做
[00:13:30.080 --> 00:13:31.480]  有些事不能做
[00:13:31.480 --> 00:13:33.080]  我現在這樣的狀況
[00:13:33.080 --> 00:13:34.080]  又好像告訴別人
[00:13:34.080 --> 00:13:36.480]  基督徒好像影衰了耶穌的名字
[00:13:36.480 --> 00:13:38.280]  思前想後
[00:13:38.280 --> 00:13:39.280]  有些是為了自己
[00:13:39.280 --> 00:13:41.480]  因為希望還可以玩玩
[00:13:41.480 --> 00:13:43.080]  沒有基督徒這三個字
[00:13:43.080 --> 00:13:44.080]  就包袱少一點
[00:13:44.080 --> 00:13:45.080]  開心一點
[00:13:45.080 --> 00:13:46.480]  有了這個名字
[00:13:46.480 --> 00:13:47.480]  有了這個包袱
[00:13:47.480 --> 00:13:49.880]  做人好像覺得沉重一點
[00:13:49.880 --> 00:13:52.680]  所以你考慮來考慮去
[00:13:52.680 --> 00:13:56.280]  捉緊這個時機
[00:13:56.280 --> 00:13:58.080]  做了這個決定
[00:13:58.080 --> 00:14:00.280]  就是我們一生所學的功課
[00:14:00.280 --> 00:14:02.880]  使徒同樣會面對這個問題
[00:14:02.880 --> 00:14:05.080]  什麼時候去選一個人
[00:14:05.080 --> 00:14:08.480]  去成為十二使徒的其中一人
[00:14:08.480 --> 00:14:10.480]  補回這個猶大遺志
[00:14:10.480 --> 00:14:12.080]  是不是再遲一點呢?
[00:14:12.080 --> 00:14:14.280]  耶穌剛剛升天
[00:14:14.280 --> 00:14:15.880]  聖靈又未降臨
[00:14:15.880 --> 00:14:18.280]  如果聖靈降臨才選
[00:14:18.280 --> 00:14:20.680]  似乎好像會好一點
[00:14:20.680 --> 00:14:22.280]  但現在又未是
[00:14:22.280 --> 00:14:25.480]  究竟是什麼時候呢?
[00:14:25.480 --> 00:14:27.880]  在今天我們面對
[00:14:27.880 --> 00:14:31.680]  生活這麼多的壓力和挑戰的時候
[00:14:31.680 --> 00:14:33.080]  很多時候在我們的信仰
[00:14:33.080 --> 00:14:35.280]  都會面對這個掙扎
[00:14:35.280 --> 00:14:39.280]  我放多點時間在我的工作做得好一點
[00:14:39.280 --> 00:14:42.380]  我放多點時間搞定我的家
[00:14:42.380 --> 00:14:44.080]  讓家裡好一點
[00:14:44.080 --> 00:14:46.280]  然後才放時間
[00:14:46.280 --> 00:14:48.280]  在學習信仰
[00:14:48.280 --> 00:14:50.480]  在侍奉上等等
[00:14:50.480 --> 00:14:53.080]  似乎都是很合理的
[00:14:53.080 --> 00:14:56.680]  但其實當我放多點時間在工作
[00:14:56.680 --> 00:14:58.280]  放多點時間在家
[00:14:58.280 --> 00:14:59.680]  慢慢慢慢這些事情
[00:14:59.680 --> 00:15:02.680]  其實都已經將我扎乾扎淨
[00:15:02.680 --> 00:15:07.680]  我還有多少能量真的來服侍呢?
[00:15:07.680 --> 00:15:11.480]  因為近來是受孕收身的時間
[00:15:11.480 --> 00:15:14.280]  所以就聽到很多這樣的故事
[00:15:14.280 --> 00:15:15.880]  因為通常一坐下
[00:15:15.880 --> 00:15:19.880]  我們當然叫申請人簡單介紹一下自己
[00:15:19.880 --> 00:15:20.980]  有很年輕的
[00:15:20.980 --> 00:15:23.180]  剛剛大學畢業就來了
[00:15:23.180 --> 00:15:25.680]  有些提早退休
[00:15:25.680 --> 00:15:26.880]  五十多歲
[00:15:26.880 --> 00:15:29.680]  有些在外國已經退休
[00:15:29.680 --> 00:15:30.980]  回流回來香港
[00:15:30.980 --> 00:15:32.180]  又有
[00:15:32.180 --> 00:15:34.580]  就聽到很多故事
[00:15:34.580 --> 00:15:36.580]  有些反正都是讀了
[00:15:36.580 --> 00:15:38.080]  不如早點吧
[00:15:38.080 --> 00:15:40.280]  家裡又不是等開飯
[00:15:40.280 --> 00:15:43.480]  所以大學畢業就來了讀
[00:15:43.480 --> 00:15:45.880]  有些真是空巢
[00:15:45.880 --> 00:15:46.880]  子女都長大了
[00:15:46.880 --> 00:15:47.880]  沒有人理我
[00:15:47.880 --> 00:15:52.680]  我就悠哉悠哉的來讀神學
[00:15:52.680 --> 00:15:54.580]  什麼時候是一個時機呢?
[00:15:54.580 --> 00:15:57.080]  每個人都不同
[00:15:57.080 --> 00:16:02.080]  為什麼這個仕途要想來想去呢?
[00:16:02.080 --> 00:16:03.880]  因為什麼時候去做這件事
[00:16:03.880 --> 00:16:06.880]  才會是一個合神的心意呢?
[00:16:06.880 --> 00:16:10.080]  在經文裡面其實有這個提示
[00:16:10.080 --> 00:16:11.080]  大家留意一下
[00:16:11.080 --> 00:16:16.880]  在當時的聚會有多少人?
[00:16:16.880 --> 00:16:19.980]  大概是一百二十
[00:16:19.980 --> 00:16:22.180]  我們知道
[00:16:22.180 --> 00:16:24.980]  在聖經的數目
[00:16:24.980 --> 00:16:25.880]  剛才說了
[00:16:25.880 --> 00:16:27.280]  十二是什麼?
[00:16:27.280 --> 00:16:28.280]  完全
[00:16:28.280 --> 00:16:29.580]  一百二十
[00:16:29.580 --> 00:16:30.880]  簡單的數學題
[00:16:30.880 --> 00:16:32.180]  小學生都知道
[00:16:32.180 --> 00:16:34.380]  就是十二的倍數
[00:16:34.380 --> 00:16:35.480]  一百二十
[00:16:35.480 --> 00:16:40.880]  就是說這個人數的聚集作者可能有一種這樣的想法
[00:16:40.880 --> 00:16:42.980]  就是顯示著這個聚集
[00:16:42.980 --> 00:16:46.880]  就是代表著一個完整的群體
[00:16:46.880 --> 00:16:50.280]  在這個時候我們就應該做一些很重要的事情
[00:16:50.280 --> 00:16:51.880]  當我們讀啟示錄的時候
[00:16:51.880 --> 00:16:54.280]  你會看到很多這樣的數字
[00:16:54.280 --> 00:16:56.080]  十四萬四千
[00:16:56.080 --> 00:16:59.280]  三個六
[00:16:59.280 --> 00:17:01.880]  這些數字全部都是有意思的
[00:17:01.880 --> 00:17:05.780]  所以第一件事,在經文裡面似乎告訴我們
[00:17:05.780 --> 00:17:08.680]  這個聚合了的人
[00:17:08.680 --> 00:17:14.880]  去準備做一件完全圓滿上帝心意的事情
[00:17:14.880 --> 00:17:19.080]  而在這裡進行一個公決
[00:17:19.080 --> 00:17:22.680]  這個認受性也會相當之大
[00:17:22.680 --> 00:17:25.980]  好了,這個是聚會的人數決定了
[00:17:25.980 --> 00:17:27.280]  第二
[00:17:27.280 --> 00:17:32.180]  我們發現原來在當時在信徒的群體當中
[00:17:32.180 --> 00:17:36.080]  彼得已經佔有一個很重要的位置
[00:17:36.080 --> 00:17:38.380]  因為在十五節裡面我們看到
[00:17:38.380 --> 00:17:40.680]  彼得在弟兄當中站起來
[00:17:40.680 --> 00:17:42.780]  就是在眾人聚集的時候
[00:17:42.780 --> 00:17:45.680]  這個領袖的人物走出來
[00:17:45.680 --> 00:17:49.080]  他走出來的時候就提出了這件事
[00:17:49.080 --> 00:17:55.680]  就是要選一個人來代替賣主的猶大
[00:17:55.680 --> 00:17:58.880]  彼得為什麼會認為這個時候
[00:17:58.880 --> 00:18:02.380]  是進行一個補選的好時機呢?
[00:18:02.380 --> 00:18:05.180]  當然第一,我們看到經文記載
[00:18:05.180 --> 00:18:06.880]  沒有人立刻提出異議
[00:18:06.880 --> 00:18:09.380]  問彼得為什麼要在這個時候選?
[00:18:09.380 --> 00:18:10.780]  為什麼不是遲一點?
[00:18:10.780 --> 00:18:13.180]  第一,沒有人有異議了
[00:18:13.180 --> 00:18:15.480]  好了,如果在今時今日
[00:18:15.480 --> 00:18:17.880]  大家可以想像,有人站出來說
[00:18:17.880 --> 00:18:20.280]  立刻會引來很多意見
[00:18:20.280 --> 00:18:22.180]  你有沒有諮詢過大家?
[00:18:22.180 --> 00:18:23.780]  就算你是牧師也好
[00:18:23.780 --> 00:18:25.180]  你有沒有諮詢過大家?
[00:18:25.180 --> 00:18:27.180]  可能就會有這些疑問
[00:18:27.180 --> 00:18:29.380]  但是當彼得提出來的時候
[00:18:29.380 --> 00:18:31.880]  似乎沒有這個疑問
