
[00:00:00.000 --> 00:00:07.000]  (主持人)各位好,我們繼續去預備聖誕,我都沒有聖誕帽子,總之我都帶了聖誕帽子上來
[00:02:49.000 --> 00:03:04.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:04.000 --> 00:03:06.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:06.000 --> 00:03:08.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:08.000 --> 00:03:10.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:10.000 --> 00:03:12.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:12.000 --> 00:03:14.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:14.000 --> 00:03:19.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:19.000 --> 00:03:21.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:21.000 --> 00:03:23.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:23.000 --> 00:03:25.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:25.000 --> 00:03:27.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:27.000 --> 00:03:29.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:29.000 --> 00:03:45.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:45.000 --> 00:03:47.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:47.000 --> 00:03:49.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:49.000 --> 00:03:51.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:51.000 --> 00:03:53.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:53.000 --> 00:03:55.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:03:55.000 --> 00:04:00.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:00.000 --> 00:04:02.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:02.000 --> 00:04:04.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:04.000 --> 00:04:06.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:06.000 --> 00:04:08.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:08.000 --> 00:04:10.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:10.000 --> 00:04:26.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:26.000 --> 00:04:28.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:28.000 --> 00:04:30.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:30.000 --> 00:04:32.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:32.000 --> 00:04:34.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:34.000 --> 00:04:36.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:36.000 --> 00:04:41.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:41.000 --> 00:04:43.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:43.000 --> 00:04:45.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:45.000 --> 00:04:47.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:47.000 --> 00:04:49.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:49.000 --> 00:04:51.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:04:51.000 --> 00:05:12.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:05:12.000 --> 00:05:14.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:05:14.000 --> 00:05:16.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:05:16.000 --> 00:05:18.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:05:18.000 --> 00:05:20.000]  (主持人)那時瑪利亞已經懷孕,他們在那裡的時候,瑪利亞的產妓到了
[00:05:20.000 --> 00:05:23.000]  因為華人就很方便,我們很實用,對不對?
[00:05:23.000 --> 00:05:25.000]  為什麼會這樣做?
[00:05:25.000 --> 00:05:30.000]  繼續看下去,大衛的城,名叫伯利恆
[00:05:30.000 --> 00:05:33.000]  伯利恆是小鎮來的,大家知道了
[00:05:33.000 --> 00:05:35.000]  但在舊約裡面是很出名的,為什麼呢?
[00:05:35.000 --> 00:05:37.000]  因為伯利恆是誰的祖家?
[00:05:37.000 --> 00:05:41.000]  是大衛自己的家鄉來的
[00:05:41.000 --> 00:05:44.000]  這裡講到大衛城,伯利恆
[00:05:44.000 --> 00:05:47.000]  City of David, Bethlehem
[00:05:47.000 --> 00:05:52.000]  如果熟舊約的話,應該會想到
[00:05:52.000 --> 00:05:56.000]  在舊約裡面,有關伯利恆的預言
[00:05:56.000 --> 00:06:00.000]  或者有關伯利恆的應許,Promise
[00:06:00.000 --> 00:06:05.000]  其中一段,是很著名的,就是尼加書第五章
[00:06:05.000 --> 00:06:07.000]  那裡說什麼呢?
[00:06:07.000 --> 00:06:10.000]  那裡說伯利恆以法他,伯利恆又叫以法他
[00:06:10.000 --> 00:06:13.000]  有出名的地方,通常又多過一個名字
[00:06:13.000 --> 00:06:17.000]  在大衛諸城裡面雖小,將來必有一位
[00:06:17.000 --> 00:06:24.000]  從你那裡出來,在以色列為我作掌權者
[00:06:24.000 --> 00:06:29.000]  他的根源是梗古,從太初就有了
[00:06:29.000 --> 00:06:32.000]  但這個尼加,這個先知
[00:06:32.000 --> 00:06:35.000]  在舊約裡面其中一個小先知
[00:06:35.000 --> 00:06:37.000]  在第五章這裡說什麼呢?
[00:06:37.000 --> 00:06:42.000]  其實他是在指罵北國的以色列,或者南國的猶大國
[00:06:42.000 --> 00:06:45.000]  就說那些國民已經離開了耶和華
[00:06:45.000 --> 00:06:47.000]  這個國度就快要完蛋了
[00:06:47.000 --> 00:06:51.000]  於是他審判完之後,就說出將來有一個盼望
[00:06:51.000 --> 00:06:53.000]  是上帝自己可以成就的
[00:06:53.000 --> 00:06:56.000]  這個盼望就是在伯利恆這個地方
[00:06:56.000 --> 00:07:00.000]  會再有一位的掌權者從你那裡出來
[00:07:00.000 --> 00:07:02.000]  什麼意思?
[00:07:02.000 --> 00:07:04.000]  如果你想像一下當時
[00:07:04.000 --> 00:07:09.000]  舊約,以色列國,猶大國,已經分了南北國
[00:07:09.000 --> 00:07:15.000]  當時的王子,或者掌權人,是從哪裡出來的?
[00:07:15.000 --> 00:07:18.000]  如果猶大國的話,首都在哪裡?
[00:07:18.000 --> 00:07:21.000]  猶大國首都在哪裡?
[00:07:21.000 --> 00:07:23.000]  耶路撒哈,沒錯,在耶路撒哈
[00:07:23.000 --> 00:07:25.000]  OK,剛好又是叫大圍城
[00:07:25.000 --> 00:07:27.000]  耶路撒哈,Jerusalem
[00:07:27.000 --> 00:07:31.000]  所有皇室,或者皇族的後裔
[00:07:31.000 --> 00:07:35.000]  會將來掌權的,都會在耶路撒哈出來
[00:07:35.000 --> 00:07:37.000]  尼加這裡說什麼呢?
[00:07:37.000 --> 00:07:41.000]  尼加就說,這個新的掌權者
[00:07:41.000 --> 00:07:45.000]  就會在伯利恆出來
[00:07:45.000 --> 00:07:47.000]  換句話說,尼加說
[00:07:47.000 --> 00:07:51.000]  會再在大衛的原生的祖家
[00:07:51.000 --> 00:07:54.000]  換句話說,這個伯利恆再出來的掌權者
[00:07:54.000 --> 00:07:56.000]  就不是耶路撒哈那一批
[00:07:56.000 --> 00:08:00.000]  耶路撒哈那一批,已經久且殘存了
[00:08:00.000 --> 00:08:03.000]  將來一定是Game over,玩完
[00:08:03.000 --> 00:08:05.000]  他說伯利恆,Bethlehem這個地方
[00:08:05.000 --> 00:08:09.000]  會有一個新的掌權者,新的王出來
[00:08:09.000 --> 00:08:11.000]  如果說有個New Beginning
[00:08:11.000 --> 00:08:13.000]  不再是靠耶路撒哈那一批
[00:08:13.000 --> 00:08:16.000]  敗壞了的朝廷的人
[00:08:16.000 --> 00:08:18.000]  那些大衛家已經玩完了
[00:08:18.000 --> 00:08:22.000]  重新在伯利恆大衛的老祖家
[00:08:22.000 --> 00:08:24.000]  再會有一個掌權者
[00:08:24.000 --> 00:08:27.000]  並且他的根源,他的根
[00:08:27.000 --> 00:08:31.000]  是Eternal的,從太初就有
[00:08:31.000 --> 00:08:35.000]  在這裡我們搜集了一些不同的細節
[00:08:35.000 --> 00:08:37.000]  剛才我們看路加訪第二章開頭
[00:08:37.000 --> 00:08:40.000]  還有現在,尼加書第五章
[00:08:40.000 --> 00:08:45.000]  奧古舍都降旨,要人口統查
[00:08:45.000 --> 00:08:48.000]  每個人要登記戶籍
[00:08:48.000 --> 00:08:51.000]  其實在京外的一些記載
[00:08:51.000 --> 00:08:54.000]  我們找到一些Census
[00:08:54.000 --> 00:08:57.000]  是羅馬帝國會做的Census
[00:08:57.000 --> 00:09:01.000]  例如高盧,高盧即是今天在哪裡
[00:09:01.000 --> 00:09:05.000]  法國,在那裡有一些人口統查
[00:09:05.000 --> 00:09:08.000]  在埃及有人口統查
[00:09:08.000 --> 00:09:11.000]  路加訪第二章的人口統查
[00:09:11.000 --> 00:09:13.000]  絕對不是第一次來
[00:09:13.000 --> 00:09:15.000]  絕對不是整過帝國第一次
[00:09:15.000 --> 00:09:17.000]  周不時都會做
[00:09:17.000 --> 00:09:21.000]  奧古舍都降旨,要做人口統查
[00:09:21.000 --> 00:09:23.000]  到秋瑞
[00:09:23.000 --> 00:09:25.000]  這裡告訴我們
[00:09:25.000 --> 00:09:27.000]  地上的君王可以做很多不同的政策
[00:09:27.000 --> 00:09:29.000]  降旨
[00:09:29.000 --> 00:09:33.000]  但是,上帝的旨意
[00:09:33.000 --> 00:09:38.000]  是凌駕地上的帝王
[00:09:38.000 --> 00:09:42.000]  百里行的預言,尼加書五章這裡
[00:09:42.000 --> 00:09:44.000]  當時尼加做先知的時候
[00:09:44.000 --> 00:09:46.000]  是主持七百多年的時候
[00:09:46.000 --> 00:09:48.000]  七百多年的時候
[00:09:48.000 --> 00:09:51.000]  跨越了七個世紀的歷史
[00:09:51.000 --> 00:09:55.000]  中間很多改朝換代,不同的帝國等等
[00:09:55.000 --> 00:09:58.000]  應許有沒有落空呢?
[00:09:58.000 --> 00:10:01.000]  最後在聖誕這個時候落空
[00:10:01.000 --> 00:10:03.000]  跨越所有歷史裡面的上上落落
[00:10:03.000 --> 00:10:06.000]  喜與伏和改朝換代
[00:10:06.000 --> 00:10:09.000]  仍然是沒有落空
[00:10:09.000 --> 00:10:13.000]  那撒勒和百里行九十英里之遠
[00:10:13.000 --> 00:10:16.000]  是超乎常理的
[00:10:16.000 --> 00:10:19.000]  並且按當時的習慣來說
[00:10:19.000 --> 00:10:22.000]  約瑟是不需要帶馬尼亞去的
[00:10:22.000 --> 00:10:26.000]  因為只需要南丁來做人口統查
[00:10:26.000 --> 00:10:29.000]  他沒有需要帶馬尼亞的
[00:10:29.000 --> 00:10:31.000]  那你想想有什麼原因
[00:10:31.000 --> 00:10:35.000]  為什麼約瑟要帶馬尼亞呢?
[00:10:35.000 --> 00:10:39.000]  很明顯應該是新人已經快到了
[00:10:39.000 --> 00:10:44.000]  應該是約瑟不想留馬尼亞在北面拿撒勒
[00:10:44.000 --> 00:10:47.000]  以免他來回的過程裡面
[00:10:47.000 --> 00:10:51.000]  夫君不在,嬰孩就出世了
[00:10:51.000 --> 00:10:55.000]  嬰孩出世的時候,媽媽生孩子的時候
[00:10:55.000 --> 00:10:57.000]  夫君不在很慘吧
[00:10:57.000 --> 00:11:00.000]  對夫君來說很慘
[00:11:00.000 --> 00:11:03.000]  要陪著他,是不是?
[00:11:03.000 --> 00:11:05.000]  所以我想無論多煩都好
[00:11:05.000 --> 00:11:07.000]  他都要帶馬尼亞的
[00:11:07.000 --> 00:11:10.000]  可能租一艘船,租一輛Uber
[00:11:10.000 --> 00:11:17.000]  就帶馬尼亞長途不懈的由拿撒勒去到巴黎
[00:11:17.000 --> 00:11:20.000]  你記得我們曾經講過一個聖經的教義
[00:11:20.000 --> 00:11:22.000]  叫做神的庇護
[00:11:22.000 --> 00:11:24.000]  Providence
[00:11:24.000 --> 00:11:26.000]  這裡其實你可以這樣想
[00:11:26.000 --> 00:11:29.000]  上帝要去到show off
[00:11:29.000 --> 00:11:31.000]  上帝要去到show off
[00:11:31.000 --> 00:11:36.000]  去到展現出他自己至上的權能
[00:11:36.000 --> 00:11:40.000]  剛才我們所搜查的那些細節
[00:11:40.000 --> 00:11:44.000]  是凌駕地上的帝權
[00:11:44.000 --> 00:11:50.000]  是超越時間地理的限制
[00:11:50.000 --> 00:11:53.000]  上帝要做的事
[00:11:53.000 --> 00:11:56.000]  他怎樣都會做到
[00:11:56.000 --> 00:11:59.000]  他是show off上帝自己
[00:11:59.000 --> 00:12:04.000]  show off他的最終極的指揮權
[00:12:04.000 --> 00:12:06.000]  因為全部事情
[00:12:06.000 --> 00:12:08.000]  大小事情小到一個地步
[00:12:08.000 --> 00:12:12.000]  連時間都在他自己的掌握
[00:12:12.000 --> 00:12:14.000]  所以老家坊第二章
[00:12:14.000 --> 00:12:18.000]  你可以想像每個人都回鄉去登記
[00:12:18.000 --> 00:12:20.000]  約瑟和馬尼亞到了
[00:12:20.000 --> 00:12:21.000]  回到祖家
[00:12:21.000 --> 00:12:23.000]  可能回鄉登記的人太多
[00:12:23.000 --> 00:12:25.000]  黑房裡面會有地方
[00:12:25.000 --> 00:12:28.000]  所以他們就被安排去到馬鵬
[00:12:28.000 --> 00:12:32.000]  馬鵬就成為產房
[00:12:32.000 --> 00:12:35.000]  怎樣都好黑房裡面沒有地方
[00:12:35.000 --> 00:12:37.000]  馬鵬誕生
[00:12:37.000 --> 00:12:41.000]  總是一種謙卑的感覺
[00:12:41.000 --> 00:12:43.000]  第二章第一節講到
[00:12:43.000 --> 00:12:47.000]  奧古斯多在上掌權的
[00:12:47.000 --> 00:12:50.000]  萬人之上
[00:12:50.000 --> 00:12:53.000]  這個君王神的兒子
[00:12:53.000 --> 00:12:57.000]  就是謙卑的
[00:12:57.000 --> 00:13:01.000]  降生馬鵬的舊主
[00:13:01.000 --> 00:13:03.000]  在老家坊第一二章裡面
[00:13:03.000 --> 00:13:05.000]  我們講過有報喜
[00:13:05.000 --> 00:13:06.000]  也有出生的故事
[00:13:06.000 --> 00:13:09.000]  裡面都有很多不同的詩歌
[00:13:09.000 --> 00:13:10.000]  如果你數一下的話
[00:13:10.000 --> 00:13:13.000]  應該大概有四首的詩歌
[00:13:13.000 --> 00:13:16.000]  四首的詩歌為什麼會這樣寫
[00:13:16.000 --> 00:13:18.000]  當時的 biographies
[00:13:18.000 --> 00:13:20.000]  那些傳記
[00:13:20.000 --> 00:13:22.000]  名人的傳記
[00:13:22.000 --> 00:13:24.000]  很多時候講到他們出世
[00:13:24.000 --> 00:13:25.000]  講到他們成長的時候
[00:13:25.000 --> 00:13:28.000]  都會有一些故事
[00:13:28.000 --> 00:13:32.000]  以及詩歌去讚頌他們
[00:13:32.000 --> 00:13:35.000]  譬如羅馬王奧古斯多
[00:13:35.000 --> 00:13:37.000]  當然會講他的威水史
[00:13:37.000 --> 00:13:38.000]  以及他有一些什麼
[00:13:38.000 --> 00:13:40.000]  出奇的故事等等
[00:13:40.000 --> 00:13:43.000]  如果你當時有電視
[00:13:43.000 --> 00:13:45.000]  如果當時有YouTube的話
[00:13:45.000 --> 00:13:47.000]  你每一天都會聽到一些宣傳
[00:13:47.000 --> 00:13:49.000]  就是這個國王是多麼偉大
[00:13:49.000 --> 00:13:50.000]  多麼威水
[00:13:50.000 --> 00:13:52.000]  以及你會聽到很多的詩歌
[00:13:52.000 --> 00:13:56.000]  那些詩歌有如今天的國歌
[00:13:56.000 --> 00:13:58.000]  National Anthem
[00:13:58.000 --> 00:14:00.000]  講羅馬帝國
[00:14:00.000 --> 00:14:02.000]  要向他忠誠
[00:14:02.000 --> 00:14:06.000]  羅馬這個帝王是多麼好
[00:14:06.000 --> 00:14:07.000]  《路加福音》第一、二章
[00:14:07.000 --> 00:14:08.000]  講到耶穌出生的時候
[00:14:08.000 --> 00:14:09.000]  講到他報喜的時候
[00:14:09.000 --> 00:14:11.000]  也有幾首詩歌
[00:14:11.000 --> 00:14:13.000]  這幾首詩歌我們都看過了
[00:14:13.000 --> 00:14:17.000]  第一首是瑪麗亞的 "Menefika"
[00:14:17.000 --> 00:14:19.000]  講到耶穌的出生
[00:14:19.000 --> 00:14:20.000]  預言耶穌出生
[00:14:20.000 --> 00:14:23.000]  一章68至79節和耶穌無關的
[00:14:23.000 --> 00:14:25.000]  就是約翰的出生
[00:14:25.000 --> 00:14:27.000]  就是撒加利亞他父親的
[00:14:27.000 --> 00:14:29.000]  一首讚美的詩歌
[00:14:29.000 --> 00:14:30.000]  講到這個孩子是成為
[00:14:30.000 --> 00:14:32.000]  尼塞亞的先鋒
[00:14:32.000 --> 00:14:35.000]  二章14節就是天使的
[00:14:35.000 --> 00:14:37.000]  "Toxology"
[00:14:37.000 --> 00:14:39.000]  巴尼亞人的野地的牧羊人
[00:14:39.000 --> 00:14:41.000]  然後第四首就是
[00:14:41.000 --> 00:14:42.000]  在聖殿裡面有一位
[00:14:42.000 --> 00:14:44.000]  可能是老人家
[00:14:44.000 --> 00:14:46.000]  他的頌歌
[00:14:46.000 --> 00:14:48.000]  講到將來這位孩子
[00:14:48.000 --> 00:14:50.000]  耶穌基督有的榮耀
[00:14:50.000 --> 00:14:53.000]  我們繼續看第三首
[00:14:53.000 --> 00:14:56.000]  二章第八節
[00:14:56.000 --> 00:14:57.000]  在百行的野地裡面
[00:14:57.000 --> 00:14:59.000]  有牧羊的人
[00:14:59.000 --> 00:15:03.000]  夜間值班看守羊群
[00:15:03.000 --> 00:15:05.000]  在主的一位
[00:15:05.000 --> 00:15:06.000]  有主的一位使者
[00:15:06.000 --> 00:15:07.000]  站在他們旁邊
[00:15:07.000 --> 00:15:10.000]  主的榮光四面照著他們
[00:15:10.000 --> 00:15:12.000]  牧羊的人就懼怕
[00:15:12.000 --> 00:15:14.000]  那天使對他們說
[00:15:14.000 --> 00:15:15.000]  不要懼怕 看啊
[00:15:15.000 --> 00:15:16.000]  因為我報給你們
[00:15:16.000 --> 00:15:19.000]  大喜的福音或者訊息
[00:15:19.000 --> 00:15:21.000]  是關乎萬民的
[00:15:21.000 --> 00:15:23.000]  因今天在大衛的城裡面
[00:15:23.000 --> 00:15:24.000]  為你們生了救主
[00:15:24.000 --> 00:15:26.000]  就是主基督
[00:15:26.000 --> 00:15:28.000]  你們要看見一個嬰孩
[00:15:28.000 --> 00:15:29.000]  包著布臥在馬槽裡面
[00:15:29.000 --> 00:15:32.000]  那就是給你們的記號
[00:15:32.000 --> 00:15:34.000]  忽然有一大隊天兵
[00:15:34.000 --> 00:15:38.000]  和那天使讚美上帝說
[00:15:38.000 --> 00:15:39.000]  在至高之處
[00:15:39.000 --> 00:15:40.000]  榮耀歸於上帝
[00:15:40.000 --> 00:15:42.000]  在地上平安歸於
[00:15:42.000 --> 00:15:45.000]  他所喜悅的人
[00:15:45.000 --> 00:15:46.000]  這裡你們有沒有留意
[00:15:46.000 --> 00:15:49.000]  一些用詞
[00:15:49.000 --> 00:15:51.000]  我點給你看
[00:15:51.000 --> 00:15:53.000]  主 Lord
[00:15:53.000 --> 00:15:56.000]  救主 Savior
[00:15:56.000 --> 00:15:58.000]  天下
[00:15:58.000 --> 00:16:01.000]  平安或者盛世
[00:16:01.000 --> 00:16:04.000]  訊息 大喜的訊息
[00:16:04.000 --> 00:16:06.000]  福音 Gospel
[00:16:06.000 --> 00:16:08.000]  這些全部都是羅馬帝國的
[00:16:08.000 --> 00:16:10.000]  電視 官媒
[00:16:10.000 --> 00:16:12.000]  會說的字眼
[00:16:12.000 --> 00:16:13.000]  你可以見到
[00:16:13.000 --> 00:16:16.000]  今天我們說的是報佳音
[00:16:16.000 --> 00:16:17.000]  我們今天說
[00:16:17.000 --> 00:16:18.000]  教會有時候會報佳音
[00:16:18.000 --> 00:16:19.000]  或者去老人院
[00:16:19.000 --> 00:16:22.000]  或者去街上報佳音等等
[00:16:22.000 --> 00:16:25.000]  是很不同
[00:16:25.000 --> 00:16:27.000]  這個第一次報佳音
[00:16:27.000 --> 00:16:29.000]  是帶著很多
[00:16:29.000 --> 00:16:31.000]  不同的味道在裡面
[00:16:31.000 --> 00:16:32.000]  所以為什麼今天
[00:16:32.000 --> 00:16:33.000]  很多極權的國家
[00:16:33.000 --> 00:16:34.000]  伊斯蘭的回教國家
[00:16:34.000 --> 00:16:35.000]  或者共產的國家
[00:16:35.000 --> 00:16:38.000]  是不喜歡人慶祝聖誕
[00:16:38.000 --> 00:16:40.000]  為什麼
[00:16:40.000 --> 00:16:42.000]  因為他們理解
[00:16:42.000 --> 00:16:44.000]  聖誕節是什麼意思
[00:16:44.000 --> 00:16:45.000]  聖誕節就是
[00:16:45.000 --> 00:16:47.000]  這個嬰孩來到的時候
[00:16:47.000 --> 00:16:48.000]  他才是主
[00:16:48.000 --> 00:16:51.000]  其他人變成僕人
[00:16:51.000 --> 00:16:53.000]  那些在上掌權的
[00:16:53.000 --> 00:16:56.000]  他以為他是在萬人之上
[00:16:56.000 --> 00:16:58.000]  無人之下
[00:16:58.000 --> 00:17:00.000]  這個嬰孩誕生
[00:17:00.000 --> 00:17:02.000]  真正的主
[00:17:02.000 --> 00:17:04.000]  Lord and Savior
[00:17:04.000 --> 00:17:06.000]  真正帶來peace的
[00:17:06.000 --> 00:17:07.000]  平安的
[00:17:07.000 --> 00:17:08.000]  是因為這一位
[00:17:08.000 --> 00:17:11.000]  在馬槽裡面的救主
[00:17:11.000 --> 00:17:12.000]  你這樣聽聖誕的故事
[00:17:12.000 --> 00:17:15.000]  就完全不同
[00:17:15.000 --> 00:17:17.000]  牧羊的人在
[00:17:17.000 --> 00:17:19.000]  八人的野地
[00:17:19.000 --> 00:17:23.000]  他們看到主的榮耀顯然
[00:17:23.000 --> 00:17:26.000]  這些也是舊約裡面
[00:17:26.000 --> 00:17:28.000]  經常有的故事
[00:17:28.000 --> 00:17:30.000]  當上帝顯然
[00:17:30.000 --> 00:17:32.000]  我們有個名詞
[00:17:32.000 --> 00:17:34.000]  叫做theophany
[00:17:34.000 --> 00:17:36.000]  就是manifestation of God
[00:17:36.000 --> 00:17:39.000]  就是上帝彰顯的時候
