
[00:00:00.000 --> 00:00:02.000]  各位親愛的朋友們,平安
[00:06:23.600 --> 00:06:25.600]  是一個犯法的事情
[00:06:25.600 --> 00:06:27.600]  會被抓去坐牢
[00:06:27.600 --> 00:06:29.600]  被人很不人道地對待
[00:06:29.600 --> 00:06:31.600]  甚至是處死
[00:06:31.600 --> 00:06:35.600]  所以當我們經常都會有一句說話在我們的口裏面
[00:06:35.600 --> 00:06:36.600]  就是黃馬書說
[00:06:36.600 --> 00:06:41.600]  「口裏承認,心裏相信就必得救」
[00:06:41.600 --> 00:06:44.600]  跟我們現在在這個安逸的環境裏面
[00:06:44.600 --> 00:06:50.600]  這番說話其實是差得很遠
[00:06:50.600 --> 00:06:55.600]  當時的每一個信徒他要說這句說話
[00:06:55.600 --> 00:06:57.600]  其實是用自己的性命
[00:06:57.600 --> 00:07:00.600]  去證明自己真的相信耶穌
[00:07:00.600 --> 00:07:04.600]  用現代的說法含金量極高
[00:07:04.600 --> 00:07:06.600]  真的不能說笑
[00:07:06.600 --> 00:07:11.600]  啟示了整段書是用天啟文學去書寫
[00:07:11.600 --> 00:07:13.600]  包含了一些默示和異象
[00:07:13.600 --> 00:07:17.600]  用象徵性的語言去表達約翰想說的話
[00:07:17.600 --> 00:07:20.600]  他的內容對當時的信徒來說
[00:07:20.600 --> 00:07:22.600]  不是很難去領會
[00:07:22.600 --> 00:07:25.600]  不過對當時未信耶穌的人士
[00:07:25.600 --> 00:07:28.600]  或者是後世的讀者就很難明白
[00:07:28.600 --> 00:07:30.600]  就如我跟大家說六四
[00:07:30.600 --> 00:07:33.600]  或者播錯歌
[00:07:33.600 --> 00:07:35.600]  他不用解釋
[00:07:35.600 --> 00:07:38.600]  大家就會心領神會
[00:07:38.600 --> 00:07:40.600]  但對於不是香港人
[00:07:40.600 --> 00:07:43.600]  或者這幾年不是生活在香港
[00:07:43.600 --> 00:07:47.600]  一回去解釋他也不一定會明白
[00:07:47.600 --> 00:07:51.600]  更何況是我們二千年之後的人
[00:07:51.600 --> 00:07:53.600]  去看回今日的事
[00:07:53.600 --> 00:07:56.600]  去說六四、播錯歌
[00:07:56.600 --> 00:07:59.600]  就更加難去明白
[00:07:59.600 --> 00:08:01.600]  整段書的主線
[00:08:01.600 --> 00:08:02.600]  雖然現在是這樣
[00:08:02.600 --> 00:08:05.600]  整段書的主線都很明確
[00:08:05.600 --> 00:08:07.600]  它說藉著耶穌基督
[00:08:07.600 --> 00:08:11.600]  最後會徹底擊敗一切的仇敵
[00:08:11.600 --> 00:08:13.600]  包括撒旦在內
[00:08:13.600 --> 00:08:15.600]  而且要在勝利的日子裡
[00:08:15.600 --> 00:08:18.600]  去獎賞給祂忠心的子民
[00:08:18.600 --> 00:08:21.600]  賜給他們有新天新地
[00:08:21.600 --> 00:08:25.600]  今日經文是描述約翰被聖靈感動
[00:08:25.600 --> 00:08:28.600]  讓他看到新天新地
[00:08:28.600 --> 00:08:32.600]  和現在他所見的天和地不同
[00:08:32.600 --> 00:08:35.600]  聖經說海都沒有了
[00:08:35.600 --> 00:08:37.600]  海在舊日的時候
[00:08:37.600 --> 00:08:39.600]  表示了罪惡的力量
[00:08:39.600 --> 00:08:42.600]  就是說罪惡在新天新地的時候
[00:08:42.600 --> 00:08:45.600]  已經沒有了容身的地方
[00:08:45.600 --> 00:08:49.600]  約翰又看到聖城新耶路撒冷
[00:08:49.600 --> 00:08:51.600]  從天而降
[00:08:51.600 --> 00:08:54.600]  不過我們再看經文的時候
[00:08:54.600 --> 00:08:58.600]  原來聖城新耶路撒冷
[00:08:58.600 --> 00:08:59.600]  不只是一座城
[00:08:59.600 --> 00:09:01.600]  雖然現在跟著廟宇
[00:09:01.600 --> 00:09:04.600]  有尺寸、有根基、有門戶
[00:09:04.600 --> 00:09:07.600]  我們去看也章9至10節
[00:09:07.600 --> 00:09:09.600]  大家可以聽我讀出來
[00:09:09.600 --> 00:09:12.600]  因為也是這張啟述的也章
[00:09:12.600 --> 00:09:13.600]  是後面的經文
[00:09:13.600 --> 00:09:14.600]  這張經文說
[00:09:14.600 --> 00:09:15.600]  你來?
[00:09:15.600 --> 00:09:17.600]  我要讓你看新娘
[00:09:17.600 --> 00:09:20.600]  就是高揚的妻子
[00:09:20.600 --> 00:09:22.600]  有人在聖靈感動之下
[00:09:22.600 --> 00:09:25.600]  天使帶他去到一座高大的山
[00:09:25.600 --> 00:09:28.600]  讓他看到由上帝那裡
[00:09:28.600 --> 00:09:31.600]  從天而降的聖城
[00:09:31.600 --> 00:09:33.600]  耶路撒冷
[00:09:33.600 --> 00:09:35.600]  剛剛天使就說
[00:09:35.600 --> 00:09:36.600]  你來吧
[00:09:36.600 --> 00:09:40.600]  我要讓你看新娘子
[00:09:40.600 --> 00:09:43.600]  而當約翰看到的
[00:09:43.600 --> 00:09:48.600]  就形容那個是聖城耶路撒冷
[00:09:48.600 --> 00:09:50.600]  所以聖城新耶路撒冷
[00:09:50.600 --> 00:09:52.600]  是基督的新婦
[00:09:52.600 --> 00:09:53.600]  就是新娘
[00:09:53.600 --> 00:09:54.600]  去打扮整齊
[00:09:54.600 --> 00:09:56.600]  等待新娘
[00:09:56.600 --> 00:09:58.600]  新郎
[00:09:58.600 --> 00:10:00.600]  我們大家都知道聖經描述
[00:10:00.600 --> 00:10:03.600]  基督的新婦就是教會
[00:10:03.600 --> 00:10:05.600]  大家都知道
[00:10:05.600 --> 00:10:07.600]  教會不只是一座建築物
[00:10:07.600 --> 00:10:09.600]  所以我們可以稱這裡是教會
[00:10:09.600 --> 00:10:10.600]  是兩花基
[00:10:10.600 --> 00:10:12.600]  是教會
[00:10:12.600 --> 00:10:14.600]  不過教會不只是一座建築物
[00:10:14.600 --> 00:10:17.600]  比如傳書二章五節這樣說
[00:10:17.600 --> 00:10:19.600]  你們作為活石
[00:10:19.600 --> 00:10:22.600]  就是說我們每一個人都是一塊塊石頭
[00:10:22.600 --> 00:10:24.600]  是活的石頭
[00:10:24.600 --> 00:10:28.600]  要被建造成為屬靈的殿
[00:10:28.600 --> 00:10:31.600]  信徒就好像一塊塊活的石頭
[00:10:31.600 --> 00:10:33.600]  大家一起聚合
[00:10:33.600 --> 00:10:34.600]  同心合意去領
[00:10:34.600 --> 00:10:36.600]  上帝交給我們的任務
[00:10:36.600 --> 00:10:38.600]  我們就是教會
[00:10:38.600 --> 00:10:40.600]  我們就是基督的新婦
[00:10:40.600 --> 00:10:44.600]  我們就是聖城新耶路撒冷
[00:10:44.600 --> 00:10:48.600]  不過我們再向前看的時候
[00:10:48.600 --> 00:10:49.600]  第三節
[00:10:49.600 --> 00:10:52.600]  聖城裡面沒有聖殿
[00:10:52.600 --> 00:10:55.600]  它是描述上帝的帳幕在人間
[00:10:55.600 --> 00:11:00.600]  好像我們剛才所唱的那個詩歌一樣
[00:11:00.600 --> 00:11:01.600]  帳幕指的是
[00:11:01.600 --> 00:11:03.600]  在舊初埃及記的時候
[00:11:03.600 --> 00:11:05.600]  那些百姓離開埃及
[00:11:05.600 --> 00:11:07.600]  進入迦蘭的時候
[00:11:07.600 --> 00:11:10.600]  在這個曠野流浪的時候
[00:11:10.600 --> 00:11:12.600]  他們搭帳棚
[00:11:12.600 --> 00:11:15.600]  而其中一座就是聖幕
[00:11:15.600 --> 00:11:17.600]  所以當我們起行的時候
[00:11:17.600 --> 00:11:19.600]  都要拆這個聖幕
[00:11:19.600 --> 00:11:23.600]  然後很多地方都要搭回這個聖幕
[00:11:23.600 --> 00:11:28.600]  表示上帝和百姓在一起
[00:11:28.600 --> 00:11:29.600]  不過在新丁新帝裡面
[00:11:29.600 --> 00:11:32.600]  不再需要搭建這個聖幕
[00:11:32.600 --> 00:11:36.600]  也不是有一個聖殿在當中
[00:11:36.600 --> 00:11:38.600]  因為上帝親自
[00:11:38.600 --> 00:11:42.600]  而且永遠感同他的子民同在
[00:11:42.600 --> 00:11:45.600]  我們不再和上帝分離
[00:11:45.600 --> 00:11:46.600]  所以在新丁新帝底下
[00:11:46.600 --> 00:11:48.600]  聖城新耶路撒冷
[00:11:48.600 --> 00:11:53.600]  上帝親自和我們在一起
[00:11:53.600 --> 00:11:55.600]  他的子民不再會有
[00:11:55.600 --> 00:11:59.600]  眼淚、死亡、悲哀、哭號、痛苦
[00:11:59.600 --> 00:12:01.600]  所以這些事都過去了
[00:12:01.600 --> 00:12:05.600]  有學者指出是因為罪
[00:12:05.600 --> 00:12:09.600]  再不能夠來作禍
[00:12:09.600 --> 00:12:10.600]  他不再有力量
[00:12:10.600 --> 00:12:14.600]  他不聽罪的吩咐的上帝子民
[00:12:14.600 --> 00:12:21.600]  去作出令他們有眼淚、有死亡、有悲哀、有哭號、有痛苦的事情
[00:12:21.600 --> 00:12:23.600]  接著你可能就問我一個問題
[00:12:23.600 --> 00:12:25.600]  是不是每一個基督徒
[00:12:25.600 --> 00:12:27.600]  都可以在這個新丁新帝
[00:12:27.600 --> 00:12:31.600]  去享受和上帝在一起呢
[00:12:31.600 --> 00:12:34.600]  以及去享受上帝給我們的福樂呢
[00:12:34.600 --> 00:12:36.600]  原來不是
[00:12:36.600 --> 00:12:39.600]  聖經接著在第七節這樣說
[00:12:39.600 --> 00:12:40.600]  大家可以聽我讀出來
[00:12:40.600 --> 00:12:43.600]  因為我們沒有打出來
[00:12:43.600 --> 00:12:44.600]  聖經說:
[00:12:44.600 --> 00:12:47.600]  得聖的必承受者
[00:12:47.600 --> 00:12:49.600]  我要作他的神
[00:12:49.600 --> 00:12:51.600]  他要作我的兒子
[00:12:51.600 --> 00:12:57.600]  至於膽怯的、不信的、可憎的、殺人的、淫蕩的
[00:12:57.600 --> 00:12:59.600]  行邪術的、拜偶像的
[00:12:59.600 --> 00:13:01.600]  以及一切說謊的人
[00:13:01.600 --> 00:13:06.600]  他們的份就是在燒著流亡的火壺裡
[00:13:06.600 --> 00:13:09.600]  這是第二次的死
[00:13:09.600 --> 00:13:13.600]  就是說得聖的才是這些
[00:13:13.600 --> 00:13:18.600]  被稱為聖城新耶路撒冷
[00:13:18.600 --> 00:13:20.600]  可以和上帝永遠同在
[00:13:20.600 --> 00:13:23.600]  那哪些是得聖的呢
[00:13:23.600 --> 00:13:26.600]  指的就是在任何狀況底下
[00:13:26.600 --> 00:13:28.600]  只認耶穌為主
[00:13:28.600 --> 00:13:30.600]  只尊上帝為聖
[00:13:30.600 --> 00:13:32.600]  只聽上帝的吩咐
[00:13:32.600 --> 00:13:37.600]  去堅持信任去到底的人
[00:13:37.600 --> 00:13:40.600]  不知道你覺不覺得很難呢
[00:13:40.600 --> 00:13:43.600]  特別你想像你自己是初代
[00:13:43.600 --> 00:13:46.600]  第一世紀的信徒
[00:13:46.600 --> 00:13:48.600]  面對強權
[00:13:48.600 --> 00:13:50.600]  面對讓我們有眼淚、有死亡
[00:13:50.600 --> 00:13:53.600]  有悲哀、有哭、有痛苦的事情
[00:13:53.600 --> 00:13:58.600]  我們可不可以得聖呢
[00:13:58.600 --> 00:14:01.600]  答案一定是靠我們當然不行
[00:14:01.600 --> 00:14:03.600]  所以第六節上帝說
[00:14:03.600 --> 00:14:05.600]  他要將生命的泉水
[00:14:05.600 --> 00:14:11.600]  白白地賜給那些口渴的人學
[00:14:11.600 --> 00:14:13.600]  只要我們渴慕
[00:14:13.600 --> 00:14:15.600]  永遠站在上帝那邊
[00:14:15.600 --> 00:14:16.600]  只要我們渴慕
[00:14:16.600 --> 00:14:18.600]  就是聽上帝的吩咐
[00:14:18.600 --> 00:14:20.600]  只要我們望
[00:14:20.600 --> 00:14:22.600]  我們只要尊上帝為聖
[00:14:22.600 --> 00:14:25.600]  只認耶穌為我們的主
[00:14:25.600 --> 00:14:28.600]  他就會白白地賜我們生命的泉水
[00:14:28.600 --> 00:14:31.600]  賜給我們力量去戰勝
[00:14:31.600 --> 00:14:36.600]  在我們選擇的那個位置上
[00:14:36.600 --> 00:14:39.600]  站立、穩定
[00:14:39.600 --> 00:14:42.600]  這段經文提醒我們
[00:14:42.600 --> 00:14:45.600]  我們每一個都是基督的辛苦
[00:14:45.600 --> 00:14:47.600]  將來要迎接新天新地
[00:14:47.600 --> 00:14:50.600]  所以今天你一切的付出
[00:14:50.600 --> 00:14:52.600]  都是值得的
[00:14:52.600 --> 00:15:00.600]  所以要站穩腳步去堅持到底
[00:15:00.600 --> 00:15:02.600]  其實當我看這段經文的時候
[00:15:02.600 --> 00:15:04.600]  我就問我自己
[00:15:04.600 --> 00:15:07.600]  活在現在的香港
[00:15:07.600 --> 00:15:09.600]  其實讓我們離開我們的信仰
[00:15:09.600 --> 00:15:11.600]  離開上帝
[00:15:11.600 --> 00:15:13.600]  可能不像初期教會那樣
[00:15:13.600 --> 00:15:15.600]  或者歷世歷代裡面
[00:15:15.600 --> 00:15:17.600]  一些被政權迫害
[00:15:17.600 --> 00:15:19.600]  或者需要殉道的信徒
[00:15:19.600 --> 00:15:22.600]  他們受到的痛苦
[00:15:22.600 --> 00:15:24.600]  我想我們現在是沒有這種狀況
[00:15:24.600 --> 00:15:27.600]  也不想將來受這種狀況
[00:15:27.600 --> 00:15:31.600]  那什麼是讓我們跟上帝分開的呢?
[00:15:31.600 --> 00:15:34.600]  不知道你有沒有想過這個問題呢?
[00:15:34.600 --> 00:15:39.600]  什麼是讓你跟上帝分開的呢?
[00:15:39.600 --> 00:15:40.600]  聖經說
[00:15:40.600 --> 00:15:44.600]  沒有東西會將愛跟上帝用愛隔絕
[00:15:44.600 --> 00:15:45.600]  指的是
[00:15:45.600 --> 00:15:49.600]  祂的愛時刻跟我們同在
[00:15:49.600 --> 00:15:53.600]  不過我們是會有腳的
[00:15:53.600 --> 00:15:55.600]  祂不會離開我們
[00:15:55.600 --> 00:15:59.600]  但是我們是會離開祂的
[00:15:59.600 --> 00:16:02.600]  什麼是會讓我們離開上帝呢?
[00:16:02.600 --> 00:16:07.600]  什麼是會讓我們丟掉我們的信仰呢?
[00:16:07.600 --> 00:16:09.600]  我路默想的時候
[00:16:09.600 --> 00:16:11.600]  我發現
[00:16:11.600 --> 00:16:15.600]  原來是我們跟上帝生疏
[00:16:15.600 --> 00:16:18.600]  就好像我們跟我們身邊的親朋
[00:16:18.600 --> 00:16:19.600]  家人
[00:16:19.600 --> 00:16:21.600]  配偶兒女生疏一樣
[00:16:21.600 --> 00:16:24.600]  突然有一天你發現
[00:16:24.600 --> 00:16:26.600]  為什麼跟我的枕邊人
[00:16:26.600 --> 00:16:28.600]  沒有感覺呢?
[00:16:28.600 --> 00:16:31.600]  突然間你發現你的子女
[00:16:31.600 --> 00:16:33.600]  忽然長大了
[00:16:33.600 --> 00:16:37.600]  跟祂很陌生
[00:16:37.600 --> 00:16:39.600]  不過正因為這個生疏
[00:16:39.600 --> 00:16:41.600]  加速了人與人之間
[00:16:41.600 --> 00:16:42.600]  有很多的誤會
[00:16:42.600 --> 00:16:43.600]  衝突
[00:16:43.600 --> 00:16:45.600]  以及隔膜
[00:16:45.600 --> 00:16:48.600]  其實我們跟上帝都是這樣的
[00:16:48.600 --> 00:16:51.600]  我們跟祂都會有生疏的機會
[00:16:51.600 --> 00:16:54.600]  特別是我們會遇到一些困難
[00:16:54.600 --> 00:16:56.600]  一些不如意的事情
[00:16:56.600 --> 00:17:00.600]  或者是自己不太想去面對
[00:17:00.600 --> 00:17:02.600]  又一定要面對的狀況
[00:17:02.600 --> 00:17:06.600]  可能我們身體發現有不適
[00:17:06.600 --> 00:17:09.600]  甚至是發現自己有一個
[00:17:09.600 --> 00:17:12.600]  不能夠逆轉的疾病
[00:17:12.600 --> 00:17:14.600]  又或者可能是你的孩子
[00:17:14.600 --> 00:17:15.600]  你的配偶
[00:17:15.600 --> 00:17:17.600]  你的親人
[00:17:17.600 --> 00:17:20.600]  不如你自己期望
[00:17:20.600 --> 00:17:22.600]  又或者可能是你的生活
[00:17:22.600 --> 00:17:24.600]  和經濟面臨壓力
[00:17:24.600 --> 00:17:26.600]  你努力極
[00:17:26.600 --> 00:17:29.600]  你都未見到自己有出路
[00:17:29.600 --> 00:17:32.600]  又或者可能是突然而來的難關
[00:17:32.600 --> 00:17:34.600]  讓你措手不及
[00:17:34.600 --> 00:17:36.600]  又或者是身邊的信徒
[00:17:36.600 --> 00:17:37.600]  牧者
[00:17:37.600 --> 00:17:39.600]  他們信行不一
[00:17:39.600 --> 00:17:41.600]  叫你失望
[00:17:41.600 --> 00:17:43.600]  在這種情況下
[00:17:43.600 --> 00:17:46.600]  我們當然想快點離開困境
[00:17:46.600 --> 00:17:50.600]  像這個疫情一樣希望一切復甦
[00:17:50.600 --> 00:17:55.600]  我們更加期望就是
[00:17:55.600 --> 00:17:57.600]  上帝去懲罰惡人
[00:17:57.600 --> 00:18:01.600]  懲罰那些失德失恨的牧者信徒
[00:18:01.600 --> 00:18:03.600]  不過在我們的經驗裡
[00:18:03.600 --> 00:18:07.600]  我們發現上帝不一定像我們的祈禱
[00:18:07.600 --> 00:18:09.600]  為我們施行神蹟
[00:18:09.600 --> 00:18:11.600]  叫我們一夜之間離開
[00:18:11.600 --> 00:18:14.600]  我們不想遇到的情況
[00:18:14.600 --> 00:18:16.600]  也不會一夜之間
[00:18:16.600 --> 00:18:18.600]  叫我們看到
[00:18:18.600 --> 00:18:21.600]  我們認為的正義可以得到彰顯
[00:18:21.600 --> 00:18:23.600]  在那時或者我們會懷疑
[00:18:23.600 --> 00:18:24.600]  甚至會誘惑
[00:18:24.600 --> 00:18:27.600]  叫我們離開我們的信仰
[00:18:27.600 --> 00:18:29.600]  信你做什麼呢?
[00:18:29.600 --> 00:18:32.600]  不知道你有沒有問過這個問題
[00:18:32.600 --> 00:18:35.600]  我為什麼要再信耶穌呢?
[00:18:35.600 --> 00:18:39.600]  他都不保守我
[00:18:39.600 --> 00:18:41.600]  而你自己或者你身邊的人
[00:18:41.600 --> 00:18:46.600]  好像約伯的妻兒和約伯說過
[00:18:46.600 --> 00:18:49.600]  約伯的妻兒曾經和約伯說過這些話
[00:18:49.600 --> 00:18:53.600]  不知道你有沒有機會聽過
[00:18:53.600 --> 00:18:57.600]  他說你仍然持守你的純正
[00:18:57.600 --> 00:18:58.600]  你背棄上帝
[00:18:58.600 --> 00:19:01.600]  死了他吧
[00:19:01.600 --> 00:19:03.600]  因為生疏
[00:19:03.600 --> 00:19:06.600]  我們對上帝很陌生
[00:19:06.600 --> 00:19:09.600]  也出現了很大的誤會
[00:19:09.600 --> 00:19:11.600]  我們以為上帝已經死了
[00:19:11.600 --> 00:19:12.600]  缺席
[00:19:12.600 --> 00:19:15.600]  不再理會這個糟糕的世界
[00:19:15.600 --> 00:19:21.600]  甚至相信這個世界根本就沒有上帝
[00:19:21.600 --> 00:19:23.600]  就好像我們發現
[00:19:23.600 --> 00:19:26.600]  我們身邊的枕邊人
[00:19:26.600 --> 00:19:29.600]  我們和他已經沒有了感覺
[00:19:29.600 --> 00:19:32.600]  以為我們不再有愛
[00:19:32.600 --> 00:19:35.600]  要分開
[00:19:35.600 --> 00:19:40.600]  其實一切都源自生疏
[00:19:40.600 --> 00:19:42.600]  那不是一天兩日
[00:19:42.600 --> 00:19:43.600]  一個月兩個月
[00:19:43.600 --> 00:19:46.600]  或者一年兩年的時間所造成
[00:19:46.600 --> 00:19:50.600]  其實任何關係都要持續用心去經營
[00:19:50.600 --> 00:19:54.600]  所以為什麼長期上帝這麼困難
[00:19:54.600 --> 00:19:55.600]  現在或者會好一點
[00:19:55.600 --> 00:19:59.600]  現在有科技的幫助
