
[00:00:00.000 --> 00:00:05.000]  頂姐妹 今天跟大家分享這個題目的時候
[00:06:47.000 --> 00:06:48.000]  別人打你右臉
[00:06:48.000 --> 00:06:51.000]  你連左臉也轉過來由他打
[00:06:51.000 --> 00:06:52.000]  我們看回那段經文
[00:06:52.000 --> 00:06:58.000]  其實源自馬太福音五章三十八到四十二節
[00:06:58.000 --> 00:07:01.000]  這個是在整個大段落裏面
[00:07:01.000 --> 00:07:04.000]  就是耶穌基督在馬太福音五至七章
[00:07:04.000 --> 00:07:07.000]  這個登山補訓裏面所講的
[00:07:07.000 --> 00:07:10.000]  其實整個的大段落裏面
[00:07:10.000 --> 00:07:11.000]  是讓我們去明白
[00:07:11.000 --> 00:07:14.000]  耶穌是要解釋給我們知道
[00:07:14.000 --> 00:07:18.000]  頭十二節第五章裏面
[00:07:18.000 --> 00:07:21.000]  他是講到這個登山補訓裏面
[00:07:21.000 --> 00:07:23.000]  我們是作為神的兒女
[00:07:23.000 --> 00:07:27.000]  我們有八個屬靈的福氣
[00:07:27.000 --> 00:07:28.000]  這個已經屬於我們了
[00:07:28.000 --> 00:07:30.000]  我們是擁有的
[00:07:30.000 --> 00:07:33.000]  耶穌是鼓勵他的門徒
[00:07:33.000 --> 00:07:37.000]  你們要彰顯神的兒女
[00:07:37.000 --> 00:07:38.000]  作門徒的那種本質
[00:07:38.000 --> 00:07:42.000]  就是在地上要為炎為光
[00:07:42.000 --> 00:07:43.000]  為炎為光的時候
[00:07:43.000 --> 00:07:48.000]  不是代表我們等著將來要上天堂
[00:07:48.000 --> 00:07:50.000]  現在就在地上互作互為
[00:07:50.000 --> 00:07:51.000]  不是的
[00:07:51.000 --> 00:07:53.000]  耶穌就說我來到這個世界
[00:07:53.000 --> 00:07:56.000]  並非是要廢掉律法我才知道
[00:07:56.000 --> 00:07:58.000]  我來到你們當中
[00:07:58.000 --> 00:08:02.000]  乃是要承傳這個律法
[00:08:02.000 --> 00:08:05.000]  其實古往今來我們沒有一個人
[00:08:05.000 --> 00:08:06.000]  是好像耶穌一樣
[00:08:06.000 --> 00:08:11.000]  可以完美地遵循上帝所有的律例
[00:08:11.000 --> 00:08:12.000]  典章
[00:08:12.000 --> 00:08:14.000]  每個人都不合格
[00:08:14.000 --> 00:08:17.000]  但只有耶穌他才能夠做得到
[00:08:17.000 --> 00:08:19.000]  而且唯一一個沒有犯過罪的
[00:08:19.000 --> 00:08:20.000]  也是耶穌
[00:08:20.000 --> 00:08:23.000]  這個正是我們福音的根據
[00:08:23.000 --> 00:08:26.000]  耶穌是完美無瑕疵
[00:08:26.000 --> 00:08:28.000]  他沒有犯過半點罪
[00:08:28.000 --> 00:08:31.000]  也能夠完全遵從上帝的旨意
[00:08:31.000 --> 00:08:34.000]  所以他唯一是一個合資格的人
[00:08:34.000 --> 00:08:36.000]  代替你和我的過犯
[00:08:36.000 --> 00:08:37.000]  死在十字架上
[00:08:37.000 --> 00:08:39.000]  成就這個救恩
[00:08:39.000 --> 00:08:40.000]  但耶穌在這個時候
[00:08:40.000 --> 00:08:42.000]  他同時提醒門徒
[00:08:42.000 --> 00:08:44.000]  你們是天國的子民
[00:08:44.000 --> 00:08:46.000]  是我的門徒的時候
[00:08:46.000 --> 00:08:47.000]  你們的義
[00:08:47.000 --> 00:08:51.000]  若果不勝過文士和法利賽人的義
[00:08:51.000 --> 00:08:53.000]  斷不能進天國
[00:08:53.000 --> 00:08:55.000]  耶穌就要解釋給他們知道
[00:08:55.000 --> 00:08:57.000]  我們作門徒
[00:08:57.000 --> 00:09:00.000]  不是說不理會上帝的律法
[00:09:00.000 --> 00:09:03.000]  你們要實行的神的律法
[00:09:03.000 --> 00:09:07.000]  還要超越文士和法利賽人
[00:09:07.000 --> 00:09:10.000]  那種行律法的標準
[00:09:10.000 --> 00:09:13.000]  他接著由21節到第5章的尾
[00:09:13.000 --> 00:09:15.000]  用了一連串的例證
[00:09:15.000 --> 00:09:17.000]  去解釋這一點
[00:09:17.000 --> 00:09:19.000]  我們基督徒的義
[00:09:19.000 --> 00:09:22.000]  為什麼能夠勝過文士和法利賽人呢?
[00:09:22.000 --> 00:09:23.000]  首先他說
[00:09:23.000 --> 00:09:28.000]  你們聽到舊約律法有說不要殺人
[00:09:28.000 --> 00:09:33.000]  但如果你在獻祭物之前
[00:09:33.000 --> 00:09:35.000]  你和你的弟兄有過不去
[00:09:35.000 --> 00:09:37.000]  有過節的
[00:09:37.000 --> 00:09:39.000]  請你和你的弟兄和好之後
[00:09:39.000 --> 00:09:41.000]  你才能獻祭
[00:09:41.000 --> 00:09:43.000]  否則你在生氣的時候
[00:09:43.000 --> 00:09:47.000]  其實心裡就像殺了人一樣
[00:09:47.000 --> 00:09:48.000]  耶穌也說
[00:09:48.000 --> 00:09:51.000]  你們聽過舊約有說
[00:09:51.000 --> 00:09:53.000]  不可以姦淫
[00:09:53.000 --> 00:09:57.000]  但如果你們看到婦女動淫念
[00:09:57.000 --> 00:10:01.000]  其實這個人心裡已經和她犯姦淫
[00:10:01.000 --> 00:10:03.000]  你看耶穌的標準
[00:10:03.000 --> 00:10:08.000]  是超越舊約律法字面上的意思
[00:10:08.000 --> 00:10:09.000]  這是重要的
[00:10:09.000 --> 00:10:13.000]  當你掌握到這個意思和含義的時候
[00:10:13.000 --> 00:10:16.000]  你就看見耶穌在這裡說
[00:10:16.000 --> 00:10:21.000]  為什麼要打我們右臉給左臉去打呢?
[00:10:21.000 --> 00:10:23.000]  他之前那一節是說什麼呢?
[00:10:23.000 --> 00:10:25.000]  在38節裡面
[00:10:25.000 --> 00:10:28.000]  他就說你們聽見有話說
[00:10:28.000 --> 00:10:30.000]  以眼還眼
[00:10:30.000 --> 00:10:32.000]  以牙還眼
[00:10:32.000 --> 00:10:34.000]  在前一張slide你會看見
[00:10:34.000 --> 00:10:38.000]  在這裡其實主耶穌是在引用
[00:10:38.000 --> 00:10:41.000]  那個所謂舊約的一個律法
[00:10:41.000 --> 00:10:43.000]  這個律法在當時羅馬帝國
[00:10:43.000 --> 00:10:46.000]  他們這個殖民地的社會裡面
[00:10:46.000 --> 00:10:49.000]  都是有一個這樣的條例
[00:10:49.000 --> 00:10:51.000]  這個叫Lestarionis
[00:10:51.000 --> 00:10:54.000]  一個對等補償的條例
[00:10:54.000 --> 00:10:56.000]  耶穌的時代
[00:10:56.000 --> 00:11:00.000]  其實法庭是甚少實行這個律法
[00:11:00.000 --> 00:11:03.000]  這個律法的設立是有舊約的根據
[00:11:03.000 --> 00:11:05.000]  但是目的何在呢?
[00:11:05.000 --> 00:11:08.000]  目的是為了限制人
[00:11:08.000 --> 00:11:12.000]  不要超越那個limit
[00:11:12.000 --> 00:11:14.000]  你去報復別人
[00:11:14.000 --> 00:11:17.000]  人家偷你一隻牛一隻羊
[00:11:17.000 --> 00:11:20.000]  你有什麼理由要殺光人家全家人呢?
[00:11:20.000 --> 00:11:24.000]  這個是因為人的報復心一出來的時候
[00:11:24.000 --> 00:11:27.000]  可以做一些傷天害理的事
[00:11:27.000 --> 00:11:30.000]  這個律法的存在是要限制人
[00:11:30.000 --> 00:11:32.000]  不要去報復
[00:11:32.000 --> 00:11:34.000]  但很可惜當這個法律
[00:11:34.000 --> 00:11:37.000]  去到民事和法理財人的手中的時候
[00:11:37.000 --> 00:11:39.000]  他們會濫用這個東西
[00:11:39.000 --> 00:11:43.000]  作為去攻擊別人的根據
[00:11:43.000 --> 00:11:45.000]  你撞到我的牙
[00:11:45.000 --> 00:11:47.000]  我就一定要get even
[00:11:47.000 --> 00:11:48.000]  我要拿到盡
[00:11:48.000 --> 00:11:50.000]  一定要拿到你一隻牙
[00:11:50.000 --> 00:11:52.000]  好像這樣才叫公平
[00:11:52.000 --> 00:11:54.000]  這樣才叫對等
[00:11:54.000 --> 00:11:57.000]  其實這個律法的條文
[00:11:57.000 --> 00:11:59.000]  是想我們不要去報復
[00:11:59.000 --> 00:12:01.000]  但相反人拿了這條條例
[00:12:01.000 --> 00:12:04.000]  就要去報復
[00:12:04.000 --> 00:12:06.000]  其實就反而去報復
[00:12:06.000 --> 00:12:07.000]  而且要get even
[00:12:07.000 --> 00:12:08.000]  去拿到盡
[00:12:08.000 --> 00:12:10.000]  拿到盡
[00:12:10.000 --> 00:12:12.000]  耶穌正正是用這個例子
[00:12:12.000 --> 00:12:14.000]  去解釋給他聽
[00:12:14.000 --> 00:12:15.000]  你不要這樣做
[00:12:15.000 --> 00:12:19.000]  在38-39節
[00:12:19.000 --> 00:12:23.000]  他指示我告訴你們
[00:12:23.000 --> 00:12:26.000]  不要與惡人作對
[00:12:26.000 --> 00:12:27.000]  這個惡人
[00:12:27.000 --> 00:12:29.000]  有些人解釋這一節
[00:12:29.000 --> 00:12:31.000]  這個是不是魔鬼
[00:12:31.000 --> 00:12:32.000]  the evil one
[00:12:32.000 --> 00:12:34.000]  耶穌祈禱文的時候
[00:12:34.000 --> 00:12:36.000]  教門徒祈禱都說
[00:12:36.000 --> 00:12:38.000]  救我們脫離兇惡
[00:12:38.000 --> 00:12:40.000]  有些人解釋這個惡人變成魔鬼
[00:12:40.000 --> 00:12:42.000]  其實不關魔鬼事
[00:12:42.000 --> 00:12:43.000]  這裡很清楚
[00:12:43.000 --> 00:12:46.000]  這個惡人是說the one who does evil
[00:12:46.000 --> 00:12:49.000]  是那個人去行惡
[00:12:49.000 --> 00:12:53.000]  這個人去加諸一些傷害
[00:12:53.000 --> 00:12:55.000]  或者欺負在你身上的時候
[00:12:55.000 --> 00:12:59.000]  這個惡人正是這一段經文所說
[00:12:59.000 --> 00:13:00.000]  新譯本
[00:13:00.000 --> 00:13:01.000]  現代中文譯本
[00:13:01.000 --> 00:13:03.000]  是這樣的翻譯
[00:13:03.000 --> 00:13:07.000]  不可向欺負你們的人報復
[00:13:07.000 --> 00:13:09.000]  耶穌接著用四個例子
[00:13:09.000 --> 00:13:12.000]  去解釋這個真理
[00:13:12.000 --> 00:13:13.000]  剛才我們講到
[00:13:13.000 --> 00:13:14.000]  打右臉
[00:13:14.000 --> 00:13:16.000]  給左臉去打
[00:13:16.000 --> 00:13:17.000]  這個意思
[00:13:17.000 --> 00:13:19.000]  打左臉為什麼呢
[00:13:19.000 --> 00:13:22.000]  其實給人去打你右臉的時候
[00:13:22.000 --> 00:13:24.000]  那個人再打你的左臉
[00:13:24.000 --> 00:13:26.000]  其實他一定是反手打的
[00:13:26.000 --> 00:13:28.000]  他不可以再用這樣的手掌去打你
[00:13:28.000 --> 00:13:31.000]  當他反手打你的左臉的時候
[00:13:31.000 --> 00:13:33.000]  其實那個是一個侮辱
[00:13:33.000 --> 00:13:35.000]  insult
[00:13:35.000 --> 00:13:37.000]  對於被打的人
[00:13:37.000 --> 00:13:41.000]  他心裡其實就是一個侮辱
[00:13:41.000 --> 00:13:42.000]  在這樣的情況下
[00:13:42.000 --> 00:13:44.000]  耶穌告訴門徒
[00:13:44.000 --> 00:13:47.000]  你在這種困壁下
[00:13:47.000 --> 00:13:49.000]  你要去忍耐
[00:13:49.000 --> 00:13:52.000]  你要去面對和接受
[00:13:52.000 --> 00:13:54.000]  人家要強瓦你的女醫
[00:13:54.000 --> 00:13:58.000]  你甘願給他外醫
[00:13:58.000 --> 00:14:01.000]  你看右邊這個例證
[00:14:01.000 --> 00:14:04.000]  我列出來給大家看
[00:14:04.000 --> 00:14:06.000]  右邊所講的每一部份
[00:14:06.000 --> 00:14:11.000]  都是超過這個律法字面上的要求
[00:14:11.000 --> 00:14:14.000]  人家要強迫你走一里路
[00:14:14.000 --> 00:14:17.000]  你願意甘心情願
[00:14:17.000 --> 00:14:19.000]  是不單止不報復
[00:14:19.000 --> 00:14:20.000]  你反而用愛心
[00:14:20.000 --> 00:14:24.000]  你是甘願多走第二里路
[00:14:24.000 --> 00:14:27.000]  這個是超越了律法的要求
[00:14:27.000 --> 00:14:30.000]  他要強求你要借派的時候
[00:14:30.000 --> 00:14:33.000]  你甘心情願給予他
[00:14:33.000 --> 00:14:38.000]  這個例證其實只是想講一樣的主題
[00:14:38.000 --> 00:14:41.000]  我們不要主動去報復
[00:14:41.000 --> 00:14:43.000]  被動的不報復
[00:14:43.000 --> 00:14:46.000]  正是這個小段落的原則
[00:14:46.000 --> 00:14:51.000]  大家相信都會看過這套長篇的電視劇集
[00:14:51.000 --> 00:14:53.000]  大長今在2005年的時候
[00:14:53.000 --> 00:14:55.000]  在香港首播
[00:14:55.000 --> 00:15:00.000]  打破了無線電視所有的劇集的記錄
[00:15:00.000 --> 00:15:05.000]  大家知不知道當時的劇集收視率有多高
[00:15:05.000 --> 00:15:09.000]  在2005年由1月播到5月大結局的時候
[00:15:09.000 --> 00:15:14.000]  最高收視率高達多少點
[00:15:14.000 --> 00:15:16.000]  不知道吧
[00:15:16.000 --> 00:15:18.000]  有些人說40點
[00:15:18.000 --> 00:15:20.000]  其實40點真的都很高
[00:15:20.000 --> 00:15:24.000]  不過最高收視率是達到50點
[00:15:24.000 --> 00:15:26.000]  329萬觀眾
[00:15:26.000 --> 00:15:29.000]  因為當時無線不單止在翡翠台播出
[00:15:29.000 --> 00:15:32.000]  還利用麗音廣播技術
[00:15:32.000 --> 00:15:35.000]  作粵語、韓語同步播放
[00:15:35.000 --> 00:15:38.000]  同時間在其他地方都有人看到
[00:15:38.000 --> 00:15:41.000]  這個收視率這麼高
[00:15:41.000 --> 00:15:44.000]  是因為當時大家都被這位長今
[00:15:44.000 --> 00:15:48.000]  這位宮女那種淒涼的背景
[00:15:48.000 --> 00:15:52.000]  那個故事很吸引、很動人
[00:15:52.000 --> 00:15:59.000]  她雖然出身在一個這麼悲慘的背景下
[00:15:59.000 --> 00:16:02.000]  但她進入這個宮廷的時候
[00:16:02.000 --> 00:16:05.000]  在那些所謂上宮的權力鬥爭下
[00:16:05.000 --> 00:16:07.000]  好像成為犧牲品
[00:16:07.000 --> 00:16:10.000]  很多時候她都被人陷害、含冤莫白
[00:16:10.000 --> 00:16:13.000]  但她在每一個情況下
[00:16:13.000 --> 00:16:16.000]  她都採取不主動去報復
[00:16:16.000 --> 00:16:19.000]  而且她是以德報怨
[00:16:19.000 --> 00:16:24.000]  難怪當時不單止香港吹著韓風
[00:16:24.000 --> 00:16:28.000]  我們樓下有一間大字頭的連鎖店
[00:16:28.000 --> 00:16:31.000]  又做成長今麵都出來了
[00:16:31.000 --> 00:16:39.000]  還有我太太的姐姐的女兒在加州那邊長大
[00:16:39.000 --> 00:16:41.000]  她看完這套劇集
[00:16:41.000 --> 00:16:43.000]  她的中文不是很厲害
[00:16:43.000 --> 00:16:44.000]  她不單止要學中文
[00:16:44.000 --> 00:16:46.000]  她還說要學韓文
[00:16:46.000 --> 00:16:48.000]  她還要去韓國visit
[00:16:48.000 --> 00:16:52.000]  你看一套劇集原來可以感染這麼多人
[00:16:52.000 --> 00:16:58.000]  這些好的劇集其實是一個很勵志的故事
[00:16:58.000 --> 00:16:59.000]  激發了很多人
[00:16:59.000 --> 00:17:01.000]  知道我們其實生命裏頭
[00:17:01.000 --> 00:17:06.000]  總有一些悖念我們的生命的位置
[00:17:06.000 --> 00:17:09.000]  但正在這個困壁底下
[00:17:09.000 --> 00:17:11.000]  請你不要怨天尤人
[00:17:11.000 --> 00:17:19.000]  你懂得主動去不單止被動不報復
[00:17:19.000 --> 00:17:21.000]  反而還要主動去愛
[00:17:21.000 --> 00:17:23.000]  這是第一個例子
[00:17:23.000 --> 00:17:25.000]  第二個例子我想和大家看
[00:17:25.000 --> 00:17:29.000]  就是關於日本的三菩靈寺
[00:17:29.000 --> 00:17:33.000]  這位作家寫的一本很著名的
[00:17:33.000 --> 00:17:37.000]  是基督教一個很classic的書
[00:17:37.000 --> 00:17:38.000]  叫做《顏守靈》
[00:17:38.000 --> 00:17:42.000]  就是改編自日本明治末年的時候
[00:17:42.000 --> 00:17:45.000]  一個日本人信主的經歷
[00:17:45.000 --> 00:17:47.000]  這個人叫信夫
[00:17:47.000 --> 00:17:51.000]  信夫的母親原來當時因為信了基督教
[00:17:51.000 --> 00:17:54.000]  而被她的家姑逐出家門
[00:17:54.000 --> 00:17:56.000]  她失去了對兒子的撫養權
[00:17:56.000 --> 00:18:00.000]  但日子經過一段時間之後
[00:18:00.000 --> 00:18:03.000]  信夫和他母親來到團聚
[00:18:03.000 --> 00:18:05.000]  他看到他母親的遭遇
[00:18:05.000 --> 00:18:07.000]  在這麼大的困壁底下
[00:18:07.000 --> 00:18:09.000]  他依然沒有放棄她的信仰
[00:18:09.000 --> 00:18:12.000]  堅心來找著主耶穌基督
[00:18:12.000 --> 00:18:16.000]  所以他後來也認識主耶穌
[00:18:16.000 --> 00:18:18.000]  也接受了祂的救恩
[00:18:18.000 --> 00:18:21.000]  但同時在他工作的場景
[00:18:21.000 --> 00:18:24.000]  他經常遇到一個非教徒
[00:18:24.000 --> 00:18:26.000]  經常糟蹋他
[00:18:26.000 --> 00:18:28.000]  說你們是信耶穌的人
[00:18:28.000 --> 00:18:30.000]  經常欺負他
[00:18:30.000 --> 00:18:34.000]  但信夫一直用基督的愛
[00:18:34.000 --> 00:18:37.000]  去愛他這個職場裡的仇敵
[00:18:37.000 --> 00:18:39.000]  包容他 接納他
[00:18:39.000 --> 00:18:41.000]  甚至到最後
[00:18:41.000 --> 00:18:44.000]  他就因為以德報怨
[00:18:44.000 --> 00:18:49.000]  看到這個傷害過他的同事
[00:18:49.000 --> 00:18:53.000]  後來他也相信了耶穌
[00:18:53.000 --> 00:18:57.000]  後來信夫遇到他生命中
[00:18:57.000 --> 00:18:59.000]  另一半的伴侶出現
[00:18:59.000 --> 00:19:02.000]  一個叫富士子的姐妹
[00:19:02.000 --> 00:19:04.000]  但她是跛的
[00:19:04.000 --> 00:19:05.000]  跛不要緊
[00:19:05.000 --> 00:19:07.000]  最重要的是他們兩情相悅
[00:19:07.000 --> 00:19:09.000]  他們彼此相愛
[00:19:09.000 --> 00:19:10.000]  感情很好
[00:19:10.000 --> 00:19:12.000]  準備要成婚了
[00:19:12.000 --> 00:19:15.000]  但信夫要出差
[00:19:15.000 --> 00:19:16.000]  他要坐火車
[00:19:16.000 --> 00:19:19.000]  由一個城市去另一個城市
[00:19:19.000 --> 00:19:21.000]  誰知那次就出事了
[00:19:21.000 --> 00:19:25.000]  那架火車原來去到一個山崖的時候
[00:19:25.000 --> 00:19:30.000]  司機看到前面的路軌原來斷裂了
[00:19:30.000 --> 00:19:32.000]  如果火車繼續前行
[00:19:32.000 --> 00:19:34.000]  就會跌下山崖
[00:19:34.000 --> 00:19:36.000]  就在最危急的時候
[00:19:36.000 --> 00:19:38.000]  司機拼命去煞車
[00:19:38.000 --> 00:19:40.000]  也煞不停那架火車
[00:19:40.000 --> 00:19:43.000]  原來煞車系統有故障
[00:19:43.000 --> 00:19:45.000]  在千鈞一髮的時候
[00:19:45.000 --> 00:19:49.000]  這個信夫看到情勢很危急
[00:19:49.000 --> 00:19:50.000]  再這樣下去
[00:19:50.000 --> 00:19:52.000]  整架車的人都會死
[00:19:52.000 --> 00:19:55.000]  他自己就跳下去車軌
[00:19:55.000 --> 00:20:00.000]  卡住煞車的地方
[00:20:00.000 --> 00:20:03.000]  結果他用他的身體
[00:20:03.000 --> 00:20:06.000]  來救活整架火車的人
[00:20:06.000 --> 00:20:08.000]  這個犧牲
[00:20:08.000 --> 00:20:11.000]  為一個甚至陌生的同車的人
[00:20:11.000 --> 00:20:13.000]  去犧牲的故事
[00:20:13.000 --> 00:20:14.000]  感動了很多人
