
[00:00:00.000 --> 00:00:02.000]  讓姐妹主內平安
[00:02:38.640 --> 00:02:39.960]  上帝的時刻來到
[00:02:39.960 --> 00:02:44.680]  他要帶領他的百姓脫離埃及的奴役
[00:02:44.680 --> 00:02:47.400]  在漫長的歲月裏面
[00:02:47.400 --> 00:02:50.440]  一直帶領著他們 照顧著他們
[00:02:50.440 --> 00:02:54.440]  直到他們進入到應許之地
[00:02:54.440 --> 00:02:55.920]  全然聖潔的上帝
[00:02:55.920 --> 00:02:59.600]  臨在他子民的生命當中
[00:02:59.600 --> 00:03:03.160]  供應他們一切所需
[00:03:03.160 --> 00:03:05.240]  出埃及記的開場白
[00:03:05.240 --> 00:03:08.360]  就是以色列種子的名字
[00:03:08.360 --> 00:03:10.480]  出埃及記第一章第一節
[00:03:10.480 --> 00:03:12.280]  不如我們一起讀
[00:03:12.280 --> 00:03:17.960]  以色列的種子各大家眷和雅各一同來到埃及
[00:03:17.960 --> 00:03:21.240]  他們的名字記在下面
[00:03:21.240 --> 00:03:22.320]  如果你打開聖經
[00:03:22.320 --> 00:03:24.240]  你會看到第一章一節之後
[00:03:24.240 --> 00:03:26.160]  就是跟著連續幾節
[00:03:26.160 --> 00:03:30.200]  都是不斷去講很多的名字出來
[00:03:30.200 --> 00:03:31.840]  這樣的描述清楚
[00:03:31.840 --> 00:03:35.080]  講明上帝對他百姓的重視
[00:03:35.080 --> 00:03:40.000]  他可以逐一逐一將他們的名字來講出來
[00:03:40.000 --> 00:03:43.120]  因為在上帝的心目中
[00:03:43.120 --> 00:03:46.000]  完全知道他們每一個
[00:03:46.000 --> 00:03:49.360]  這一群人當初南下到埃及
[00:03:49.360 --> 00:03:52.960]  這些以色列後裔來到這個地方
[00:03:52.960 --> 00:03:55.840]  昔日是上帝的帶領
[00:03:55.840 --> 00:04:00.320]  今天上帝也要將他們帶來
[00:04:00.320 --> 00:04:04.440]  這個他們被奴役的地方
[00:04:04.440 --> 00:04:06.480]  在當中的記載
[00:04:06.480 --> 00:04:08.280]  再次提醒我們
[00:04:08.280 --> 00:04:10.040]  就算有上帝的帶領
[00:04:10.040 --> 00:04:11.960]  有上帝的應許
[00:04:11.960 --> 00:04:16.880]  上帝的子民仍然會面對痛苦
[00:04:16.880 --> 00:04:20.640]  面對憂患
[00:04:20.640 --> 00:04:29.520]  出埃及的昔日面對生活上壓迫和困難的以色列子民
[00:04:29.520 --> 00:04:36.600]  他們印象祖先當時的饑荒來到埃及地
[00:04:36.600 --> 00:04:39.280]  雖然他們今天經歷了困難
[00:04:39.280 --> 00:04:44.720]  但是上帝的掌管仍然是同他們
[00:04:44.720 --> 00:04:48.840]  上帝仍然是掌權作王
[00:04:48.840 --> 00:04:51.640]  上帝的眼目、傳言的察看
[00:04:51.640 --> 00:04:53.760]  沒有離開他們的子民
[00:04:53.760 --> 00:04:57.480]  上帝的拯救和應許沒有過時
[00:04:57.480 --> 00:05:05.120]  因為他們每一個名字都被上帝記得
[00:05:05.120 --> 00:05:09.680]  頂姐妹,我覺得這帶給我們今天很大的安慰
[00:05:09.680 --> 00:05:14.000]  雖然我們今天臨在一個逆境的困難裡
[00:05:14.000 --> 00:05:17.080]  但是上帝仍然掌權作王
[00:05:17.080 --> 00:05:20.080]  上帝的眼目沒有一刻離開我們
[00:05:20.080 --> 00:05:22.880]  上帝的應許仍然臨在
[00:05:22.880 --> 00:05:25.800]  上帝仍然和我們同在
[00:05:25.800 --> 00:05:28.560]  無時無刻和我們同在
[00:05:28.560 --> 00:05:30.640]  祂仍然是我們的救主
[00:05:30.640 --> 00:05:34.440]  仍然是我們生命的主
[00:05:34.440 --> 00:05:37.040]  今天講壇的信息經文來自《春安俠記》
[00:05:37.040 --> 00:05:39.920]  一章一節到二章十節
[00:05:39.920 --> 00:05:43.640]  當中我們看到有三個方面
[00:05:43.640 --> 00:05:45.320]  是上帝的看顧
[00:05:45.320 --> 00:05:49.040]  信仰的力量戰勝了奴役和欺壓
[00:05:49.040 --> 00:05:52.000]  上帝的看顧是透過敬畏上帝的人
[00:05:52.000 --> 00:05:54.840]  戰勝了死亡的威脅
[00:05:54.840 --> 00:05:56.360]  上帝的看顧
[00:05:56.360 --> 00:06:01.360]  祂的計劃是戰勝邏輯和常理
[00:06:01.360 --> 00:06:03.520]  這段經文是較為長
[00:06:03.520 --> 00:06:06.240]  但是我相信這個經文的內容
[00:06:06.240 --> 00:06:07.560]  大家都很熟悉
[00:06:07.560 --> 00:06:13.760]  首先讓我簡單地將這段經文講一次
[00:06:13.760 --> 00:06:16.720]  當約瑟和他那一代的人死了之後
[00:06:16.720 --> 00:06:18.880]  經過了很多年
[00:06:18.880 --> 00:06:23.160]  又不認識約瑟和他那一代的埃及王興起來
[00:06:23.160 --> 00:06:25.160]  他自理埃及
[00:06:25.160 --> 00:06:28.200]  當他見到以色列人生養眾多
[00:06:28.200 --> 00:06:30.600]  成為自己國家的威脅的時候
[00:06:30.600 --> 00:06:33.560]  他就想辦法想去管制
[00:06:33.560 --> 00:06:37.120]  想去壓制他們人口的增長
[00:06:37.120 --> 00:06:39.520]  他第一樣想到的是加重他們的苦工
[00:06:39.520 --> 00:06:41.000]  以為加重他們的苦工
[00:06:41.000 --> 00:06:45.280]  做很多事情就能夠壓止他們人數的增長
[00:06:45.280 --> 00:06:47.880]  但是沒有因為這樣而成功
[00:06:47.880 --> 00:06:50.880]  所以他就想到去找那些接生的婦人
[00:06:50.880 --> 00:06:53.960]  殺死那些剛剛出世的男嬰
[00:06:53.960 --> 00:06:56.120]  但是因著接生的婦人
[00:06:56.120 --> 00:06:59.440]  敬畏上帝沒有這樣做到
[00:06:59.440 --> 00:07:04.960]  摩西就在一個以色列人被迫害的時間出世
[00:07:04.960 --> 00:07:07.720]  他媽媽不忍心將他殺害
[00:07:07.720 --> 00:07:09.520]  收了他三個月
[00:07:09.520 --> 00:07:11.520]  收到無可再收的時候
[00:07:11.520 --> 00:07:14.520]  唯有將他放在一個蒲草箱
[00:07:14.520 --> 00:07:18.080]  放在一條河上面
[00:07:18.080 --> 00:07:20.680]  剛剛法老的女兒在河邊洗澡
[00:07:20.680 --> 00:07:23.520]  見到摩西就救起他
[00:07:23.520 --> 00:07:28.920]  並且讓摩西的媽媽去養大他
[00:07:28.920 --> 00:07:31.920]  這段大家都可能聽過很多次的經文
[00:07:31.920 --> 00:07:36.400]  帶給我們很多方面的思想
[00:07:36.400 --> 00:07:39.120]  新的埃及王體見以色列人越來越多
[00:07:39.120 --> 00:07:41.280]  甚至比埃及人多
[00:07:41.280 --> 00:07:43.680]  心裏面就害怕起來了
[00:07:43.680 --> 00:07:46.040]  其實這個是一個很自然的反應
[00:07:46.040 --> 00:07:49.360]  當你看到自己的人民的數目
[00:07:49.360 --> 00:07:51.880]  遠不及得外來的人的多時
[00:07:51.880 --> 00:07:55.240]  好像有被外來人吃了的感覺
[00:07:55.240 --> 00:07:56.480]  你害不害怕呢?
[00:07:56.480 --> 00:07:58.640]  你當然會害怕
[00:07:58.640 --> 00:08:00.640]  所以他第一件事是怎樣做呢?
[00:08:00.640 --> 00:08:03.960]  不如我們一起讀第一章11到12節
[00:08:03.960 --> 00:08:07.560]  「於是埃及人派督工的克制他們
[00:08:07.560 --> 00:08:10.800]  加重貪腐害他們
[00:08:10.800 --> 00:08:14.040]  他們為法老建造兩座積火城
[00:08:14.040 --> 00:08:16.240]  就是彼東和蘭塞
[00:08:16.240 --> 00:08:18.000]  只是越發腐害他們
[00:08:18.000 --> 00:08:19.720]  他們越發多起來
[00:08:19.720 --> 00:08:21.280]  越發蔓延
[00:08:21.280 --> 00:08:25.640]  埃及人就因以色列人受罰」
[00:08:25.640 --> 00:08:32.040]  是的,在埃及遺老暗無天日的日子
[00:08:32.040 --> 00:08:36.040]  以色列人是藉著甚麼得到力量呢?
[00:08:36.040 --> 00:08:41.280]  以色列人是怎樣藉著上帝來得到力量呢?
[00:08:41.280 --> 00:08:45.840]  在這段聖經裏面我們看不到任何的記載
[00:08:45.840 --> 00:08:47.200]  不過我們可以看到
[00:08:47.200 --> 00:08:52.360]  從埃及王、埃及人對以色列人那種的仇犯
[00:08:52.360 --> 00:08:54.280]  那種的恐懼
[00:08:54.280 --> 00:08:56.120]  我們可以去推斷
[00:08:56.120 --> 00:09:00.080]  以色列人雖然他們在被壓制、被奴役的當中
[00:09:00.080 --> 00:09:03.880]  他們仍然持守了他們民族的那種文化
[00:09:03.880 --> 00:09:08.320]  他們仍然去持守了他們的信仰
[00:09:08.320 --> 00:09:10.000]  為甚麼我會這樣說呢?
[00:09:10.000 --> 00:09:15.920]  因為當摩西奉上帝的名去到以色列人當中
[00:09:15.920 --> 00:09:19.160]  希望告訴他們要帶他們出埃及的時候
[00:09:19.160 --> 00:09:24.120]  在《出埃及記》三章13到14節有這樣記載
[00:09:24.120 --> 00:09:24.920]  經文說:
[00:09:24.920 --> 00:09:26.800]  摩西對神說:
[00:09:26.800 --> 00:09:29.040]  「我到以色列人那裡,對他們說:
[00:09:29.040 --> 00:09:33.640]  你們祖宗的神打發我到你們這裡來。」
[00:09:33.640 --> 00:09:35.000]  他們若問我說:
[00:09:35.000 --> 00:09:36.920]  「他叫甚麼名字?」
[00:09:36.920 --> 00:09:39.440]  「我要對他們說甚麼呢?」
[00:09:39.440 --> 00:09:41.000]  神對摩西說:
[00:09:41.000 --> 00:09:42.760]  「我是自有永有的。」
[00:09:42.760 --> 00:09:43.440]  又說:
[00:09:43.440 --> 00:09:45.640]  「你要對以色列人這樣說:
[00:09:45.640 --> 00:09:50.600]  那自有的打發我到你們這裡來。」
[00:09:50.600 --> 00:09:58.280]  經文記述以色列人就接受了摩西所說的
[00:09:58.280 --> 00:10:01.400]  如果他們不是在生命裏面
[00:10:01.400 --> 00:10:05.480]  在他們的信仰上面去認識這位自有永有的上帝的時候
[00:10:05.480 --> 00:10:07.400]  為甚麼當摩西一去到的時候
[00:10:07.400 --> 00:10:08.880]  他就能夠接受呢?
[00:10:08.880 --> 00:10:12.440]  為甚麼他們就相信呢?
[00:10:12.440 --> 00:10:15.800]  我想很多人都聽過
[00:10:15.800 --> 00:10:19.080]  以色列人很著重家庭的教育
[00:10:19.080 --> 00:10:24.520]  我相信就算他們在被奴役的埃及是圍爐之地
[00:10:24.520 --> 00:10:27.480]  他們仍然可以透過家庭的教育
[00:10:27.480 --> 00:10:31.600]  將這個信仰一代一代傳承下去
[00:10:31.600 --> 00:10:35.280]  沒有因著他們在其他的地方
[00:10:35.280 --> 00:10:38.360]  沒有因著他們生活的苦況
[00:10:38.360 --> 00:10:41.040]  來忘記了信仰
[00:10:41.040 --> 00:10:44.480]  弟姐妹在此再次提醒我們
[00:10:44.480 --> 00:10:45.680]  家庭教育
[00:10:45.680 --> 00:10:49.960]  特別是在家裏面教導你的兒女信仰
[00:10:49.960 --> 00:10:52.360]  是多麼的重要
[00:10:52.360 --> 00:10:53.600]  另一方面
[00:10:53.600 --> 00:10:54.840]  經文這樣記述
[00:10:54.840 --> 00:11:03.360]  「以色列人生養眾多,並且繁茂極其強盛,滿了那地。」
[00:11:03.360 --> 00:11:07.760]  經文強調的就是以色列人生養眾多
[00:11:07.760 --> 00:11:10.040]  講明的就是阿伯拉罕的福
[00:11:10.040 --> 00:11:13.000]  已經是部分應驗在以色列民當中
[00:11:13.000 --> 00:11:16.000]  因為當日神怎樣跟阿伯拉罕說
[00:11:16.000 --> 00:11:21.360]  「我必叫你成為大國,我必賜福給你,叫你的名為大。」
[00:11:21.360 --> 00:11:23.600]  你要叫別人得福
[00:11:23.600 --> 00:11:27.280]  不單止讓阿伯拉罕的後裔成為大國
[00:11:27.280 --> 00:11:29.160]  大國當然不是少人
[00:11:29.160 --> 00:11:30.480]  而是很多人
[00:11:30.480 --> 00:11:34.760]  並且人也因著他而得福
[00:11:34.760 --> 00:11:36.920]  所以經文的描述
[00:11:36.920 --> 00:11:38.280]  讓我們看到
[00:11:38.280 --> 00:11:40.120]  上帝的恩典
[00:11:40.120 --> 00:11:46.240]  上帝的應許已經臨在以色列人當中
[00:11:46.240 --> 00:11:53.520]  「使他們因作苦工覺得命苦,使他們覺得痛苦異常。」
[00:11:53.520 --> 00:11:58.840]  「使他們的生活苦不堪言。」
[00:11:58.840 --> 00:11:59.960]  是的
[00:11:59.960 --> 00:12:03.120]  縱然以色列人生活在埃及被奴役
[00:12:03.120 --> 00:12:06.160]  他們的生活是苦不堪言
[00:12:06.160 --> 00:12:10.560]  但是他們的信仰沒有因此而減退
[00:12:10.560 --> 00:12:15.400]  他們的信心也沒有因此而失去
[00:12:15.400 --> 00:12:20.680]  頂智妹,我們今天何嘗不是生活在一個困難裏面呢?
[00:12:20.680 --> 00:12:23.120]  困難裏面讓我們
[00:12:23.120 --> 00:12:24.120]  有兩方面可以做
[00:12:24.120 --> 00:12:26.760]  一方面我們對上帝失去信心
[00:12:26.760 --> 00:12:28.520]  我們會埋怨
[00:12:28.520 --> 00:12:31.960]  我們會問很多的「為什麼?」
[00:12:31.960 --> 00:12:34.800]  但是在困難裏面
[00:12:34.800 --> 00:12:38.720]  另一個出路就是讓我們更加的去信靠
[00:12:38.720 --> 00:12:40.760]  更加的去相信
[00:12:40.760 --> 00:12:43.000]  更加的去知道
[00:12:43.000 --> 00:12:45.880]  困難是不會無窮無盡的
[00:12:45.880 --> 00:12:47.640]  困難雖然是真實
[00:12:47.640 --> 00:12:49.600]  但是有盡頭
[00:12:49.600 --> 00:12:51.920]  並且是會有出路的
[00:12:51.920 --> 00:12:55.480]  是不會直到永永遠遠的
[00:12:55.480 --> 00:13:00.800]  但是自有永有的上帝卻是直到永遠
[00:13:00.800 --> 00:13:06.200]  這對於我們來說是一個多重要和何等的安慰呢?
[00:13:06.200 --> 00:13:09.360]  頂智妹願意在今天我們面對這個疫情裏面的時候
[00:13:09.360 --> 00:13:12.080]  我們不會對上帝失去信心
[00:13:12.080 --> 00:13:15.640]  因為祂尚與我們同在
[00:13:15.640 --> 00:13:17.600]  接著埃及王建奴役
[00:13:17.600 --> 00:13:21.200]  以色列人不單止沒有辦法壓止他們人數的增加
[00:13:21.200 --> 00:13:22.680]  反而弄巧犯拙
[00:13:22.680 --> 00:13:25.720]  他們的人數不斷不斷來增加
[00:13:25.720 --> 00:13:28.360]  於是埃及王就想到另外一個方法
[00:13:28.360 --> 00:13:30.960]  就是怎樣呢?我們一起讀吧
[00:13:30.960 --> 00:13:33.560]  有希伯來的兩個修生婆
[00:13:33.560 --> 00:13:35.080]  一個叫斯弗拉
[00:13:35.080 --> 00:13:37.200]  一名普柯
[00:13:37.200 --> 00:13:38.560]  埃及王對他們說
[00:13:38.560 --> 00:13:41.520]  你們為希伯來婦人修生
[00:13:41.520 --> 00:13:43.200]  看她們臨盆的時候
[00:13:43.200 --> 00:13:45.920]  若是男孩就把她殺了
[00:13:45.920 --> 00:13:49.000]  若是女孩就留她存活
[00:13:49.000 --> 00:13:51.400]  但是修生婆敬畏神
[00:13:51.400 --> 00:13:53.680]  不照埃及王的吩咐行
[00:13:53.680 --> 00:13:59.560]  謹存留男孩的性命
[00:13:59.560 --> 00:14:01.960]  埃及王很殘忍
[00:14:01.960 --> 00:14:03.880]  不單止去奴役以色列人
[00:14:03.880 --> 00:14:06.040]  並且進行滅族
[00:14:06.040 --> 00:14:09.400]  將所有出生的男嬰都要殺盡
[00:14:09.400 --> 00:14:11.720]  最初的時候只不過是暗中行事
[00:14:11.720 --> 00:14:14.680]  找修生婆來負責
[00:14:14.680 --> 00:14:16.280]  但是後來發覺行不通
[00:14:16.280 --> 00:14:21.240]  就號召全國一起加入滅絕人性的行動
[00:14:21.240 --> 00:14:23.040]  經文怎樣去記載呢?
[00:14:23.040 --> 00:14:26.000]  他說:法老吩咐他的眾民
[00:14:26.000 --> 00:14:28.440]  眾民說:以色列人所生的男孩
[00:14:28.440 --> 00:14:30.120]  你們都要丟在河裡
[00:14:30.120 --> 00:14:34.520]  一切的女孩你們要存留她的性命
[00:14:34.520 --> 00:14:41.960]  引發起全民對外族的仇視
[00:14:41.960 --> 00:14:46.120]  希望去殺死這個族群
[00:14:46.120 --> 00:14:50.480]  但是修生的婦人因為敬畏上帝
[00:14:50.480 --> 00:14:52.680]  知道這不是上帝的心意
[00:14:52.680 --> 00:14:56.520]  所以他們就沒有聽埃及王的命令
[00:14:56.520 --> 00:15:01.000]  經文說:因為希伯來婦人與埃及婦人不同
[00:15:01.000 --> 00:15:02.760]  希伯來婦人本是健壯的
[00:15:02.760 --> 00:15:06.640]  修生婆還沒有到他們已經生產
[00:15:06.640 --> 00:15:08.040]  於是他對埃及王說:
[00:15:08.040 --> 00:15:09.760]  其實是你要明白
[00:15:09.760 --> 00:15:14.080]  希伯來人的婦人與埃及人的婦人是不同的
[00:15:14.080 --> 00:15:15.240]  他們很健壯
[00:15:15.240 --> 00:15:16.320]  當然健壯了
[00:15:16.320 --> 00:15:18.200]  他們在奴役裡面
[00:15:18.200 --> 00:15:19.760]  今天我們都會
[00:15:19.760 --> 00:15:23.120]  可能一些懷孕的姐妹們
[00:15:23.120 --> 00:15:25.200]  差不多要生產之前
[00:15:25.200 --> 00:15:28.600]  都可能會做一些運動去幫助你
[00:15:28.600 --> 00:15:30.400]  你是更加順產
[00:15:30.400 --> 00:15:32.280]  更何況每一天奴役
[00:15:32.280 --> 00:15:36.320]  於是修生婆就用這個解釋
[00:15:36.320 --> 00:15:41.080]  來告訴埃及王
[00:15:41.080 --> 00:15:45.080]  是因為她敬畏
[00:15:45.080 --> 00:15:46.680]  頂姐妹
[00:15:46.680 --> 00:15:48.440]  這段經文的記載
[00:15:48.440 --> 00:15:50.360]  當然有聖經學者去形容
[00:15:50.360 --> 00:15:52.800]  不是只有兩個修生婦人
[00:15:52.800 --> 00:15:58.000]  是代表了所有敬畏上帝的修生婦人
[00:15:58.000 --> 00:16:00.480]  而敬畏上帝的修生婦人
[00:16:00.480 --> 00:16:03.440]  就做了很重要
[00:16:03.440 --> 00:16:06.760]  保存了以色列族的事
[00:16:06.760 --> 00:16:09.760]  這兩個修生婆的名字
[00:16:09.760 --> 00:16:12.640]  希伯來意思是美麗
[00:16:12.640 --> 00:16:15.320]  而埃及是光輝
[00:16:15.320 --> 00:16:20.560]  意思就是他們做了美麗和光輝的事
[00:16:20.560 --> 00:16:22.480]  修生婆的基述
[00:16:22.480 --> 00:16:28.640]  提醒了我們有關職場上的一些觀念
[00:16:28.640 --> 00:16:31.400]  接生原本是他們的職業
[00:16:31.400 --> 00:16:33.600]  他們的職業就是要
[00:16:33.600 --> 00:16:35.760]  謹慎安全地讓
[00:16:35.760 --> 00:16:38.960]  這個嬰孩來到世界上
[00:16:38.960 --> 00:16:40.600]  是帶來生命
[00:16:40.600 --> 00:16:43.520]  是幫助帶來生命
[00:16:43.520 --> 00:16:46.360]  但是他們接收到的命令
[00:16:46.360 --> 00:16:50.360]  卻是要去殺害生命
[00:16:50.360 --> 00:16:51.680]  頂姐妹
[00:16:51.680 --> 00:16:53.880]  今天很多時候
[00:16:53.880 --> 00:16:55.040]  我們作為信徒
[00:16:55.040 --> 00:16:59.320]  應該在職場上去為炎為光
[00:16:59.320 --> 00:17:03.600]  但是因著工作上無力的要求
[00:17:03.600 --> 00:17:09.640]  我們將我們的照明扭曲了
[00:17:09.640 --> 00:17:14.320]  但是修生的婦人因為敬畏上帝
[00:17:14.320 --> 00:17:18.520]  她們沒有傳言去執行這些命令
[00:17:18.520 --> 00:17:24.400]  反而她們在絕不理想的工作要求上
[00:17:24.400 --> 00:17:28.280]  無畏懼地去實踐真理
[00:17:28.280 --> 00:17:30.440]  頂姐妹作為信徒
[00:17:30.440 --> 00:17:32.520]  今天我們在職場上
[00:17:32.520 --> 00:17:36.240]  是否能夠無畏懼地去實踐真理呢?
[00:17:36.240 --> 00:17:38.120]  是因著我們敬畏上帝
[00:17:38.120 --> 00:17:41.600]  所以我們不去接受那些絕不理想
[00:17:41.600 --> 00:17:46.720]  扭曲了我們原本照明的一些命令
[00:17:46.720 --> 00:17:51.440]  相反我們是按著上帝的心意而行
[00:17:51.440 --> 00:17:53.560]  另一方面在一段經文讓我們看到
[00:17:53.560 --> 00:17:59.360]  上帝差派了天使化作平凡的人來到我們當中
[00:17:59.360 --> 00:18:01.000]  修生的婦人在當時來說
[00:18:01.000 --> 00:18:05.640]  婦人可能在社會的地位上階級
[00:18:05.640 --> 00:18:08.720]  只不過是一個很平凡很平凡的人
[00:18:08.720 --> 00:18:12.240]  但是上帝卻是使用她們
[00:18:12.240 --> 00:18:15.000]  牧師這些都是久遠的事了
[00:18:15.000 --> 00:18:18.000]  是《出埃及記》裏面記載的
[00:18:18.000 --> 00:18:20.320]  但是最近我看到
[00:18:20.320 --> 00:18:23.120]  我知道我們弟兄姐妹之間
[00:18:23.120 --> 00:18:25.600]  在一個疫症困難裏面
[00:18:25.600 --> 00:18:30.800]  同樣是化作了無名的英雄
[00:18:30.800 --> 00:18:35.040]  我知道我們有飲食業的弟兄姐妹
[00:18:35.040 --> 00:18:36.400]  她是老闆
[00:18:36.400 --> 00:18:39.720]  她為了要保存那些員工的飯碗
[00:18:39.720 --> 00:18:42.440]  不想去解僱他們
[00:18:42.440 --> 00:18:46.480]  所以她多辛苦都盡量去保持住
[00:18:46.480 --> 00:18:51.080]  她那間店舖是不關門
[00:18:51.080 --> 00:18:53.840]  我又知道有公司的老闆
[00:18:53.840 --> 00:18:55.880]  雖然都讓部份的員工
[00:18:55.880 --> 00:18:58.720]  因著工種是可以之下
[00:18:58.720 --> 00:19:00.960]  他們可以在家工作
[00:19:00.960 --> 00:19:02.400]  但是因著工作的關係
[00:19:02.400 --> 00:19:06.040]  有很多員工都必須要回到公司工作
[00:19:06.040 --> 00:19:08.920]  所以這個老闆就免費
[00:19:08.920 --> 00:19:12.600]  去預備了外賣的午膳給這些員工
[00:19:12.600 --> 00:19:16.760]  為的就是不想員工出去外面吃午飯
[00:19:16.760 --> 00:19:20.760]  為的就是減低他們感染的機會
[00:19:20.760 --> 00:19:25.400]  我又有聽到有弟兄姐妹在銀行工作的
[00:19:25.400 --> 00:19:27.920]  她就趁著這個疫情多變
[00:19:27.920 --> 00:19:33.200]  人心惶惶 人心虛怯 憂慮的時間
[00:19:33.200 --> 00:19:36.240]  當她去推銷產品的時候
[00:19:36.240 --> 00:19:39.680]  當她去為她的客人做投資的時候
[00:19:39.680 --> 00:19:43.280]  她就繼續能夠透過這些平台
[00:19:43.280 --> 00:19:49.240]  這些機會將福音傳給她的客人
[00:19:49.240 --> 00:19:52.600]  弟兄姐妹我又聽到有小組發起
[00:19:52.600 --> 00:19:55.000]  用政府所派給她的一萬元
[00:19:55.000 --> 00:19:57.600]  製作成五百元一個福袋
[00:19:57.600 --> 00:20:01.480]  裏面包含了食物 超市禮券等等
[00:20:01.480 --> 00:20:05.120]  去幫助那些弱勢的社群
[00:20:05.120 --> 00:20:07.760]  是的 在困境裏面
[00:20:07.760 --> 00:20:12.080]  我們仍然可以作很多無名的英雄
[00:20:12.080 --> 00:20:16.160]  我們每一個人都可以成為無名的英雄
[00:20:16.160 --> 00:20:19.480]  為的是因為我們敬畏上帝
[00:20:19.480 --> 00:20:22.560]  為的是因為希望我們在生命裏面
[00:20:22.560 --> 00:20:27.320]  去見證上帝的大愛
[00:20:27.320 --> 00:20:29.560]  經文二章一到十節
[00:20:29.560 --> 00:20:31.320]  摩西的出生
[00:20:31.320 --> 00:20:33.800]  描述到摩西的出生
[00:20:33.800 --> 00:20:35.400]  開始的時候出生
[00:20:35.400 --> 00:20:38.560]  然後因為她媽媽不能夠再將她收起來
[00:20:38.560 --> 00:20:42.400]  所以將她放在一個蒲草箱裏面
[00:20:42.400 --> 00:20:45.000]  然後塗上一些石漆和石油
[00:20:45.000 --> 00:20:45.840]  我想就是這樣
[00:20:45.840 --> 00:20:47.800]  就不用那個箱子進水
[00:20:47.800 --> 00:20:51.160]  然後將那個箱子放在河裏面
[00:20:51.160 --> 00:20:53.960]  然後在那些蘆葦的旁邊
[00:20:53.960 --> 00:20:55.800]  用那些蘆葦去頂著她
[00:20:55.800 --> 00:20:59.920]  然後河流走了
