
[00:00:00.000 --> 00:00:06.160]  歡迎大家參加2019年新年的聯合崇拜
[00:08:08.160 --> 00:08:12.000]  我們見到啟示到二章五節那裡就說
[00:08:12.000 --> 00:08:16.240]  所以應當回想你是從那裡墜落的
[00:08:16.240 --> 00:08:19.360]  並要悔改
[00:08:19.360 --> 00:08:21.920]  行起初所行的事
[00:08:21.920 --> 00:08:23.600]  你若不悔改
[00:08:23.600 --> 00:08:25.840]  我就臨到你那裡
[00:08:25.840 --> 00:08:30.720]  把你的燈台從原處落去
[00:08:30.720 --> 00:08:35.440]  我們見到主題了三個的行動
[00:08:35.440 --> 00:08:44.560]  回想、悔改和行起初所行的事
[00:08:44.560 --> 00:08:50.640]  今天教會如果離棄了起初的愛
[00:08:50.640 --> 00:08:54.560]  只是有doing而沒有being
[00:08:54.560 --> 00:08:57.520]  就是說只是做這樣做那樣
[00:08:57.520 --> 00:09:00.480]  而沒有愛的本質的時候
[00:09:00.480 --> 00:09:04.000]  就需要悔改
[00:09:04.000 --> 00:09:10.720]  悔改是一種決定性的具體行動
[00:09:10.720 --> 00:09:14.640]  有決心而沒有行動
[00:09:14.640 --> 00:09:18.240]  不是真正的悔改
[00:09:18.240 --> 00:09:20.080]  教會作為燈台
[00:09:20.080 --> 00:09:24.880]  是要為主作發光的見證
[00:09:24.880 --> 00:09:26.640]  燈台被拿去
[00:09:26.640 --> 00:09:32.400]  就是說主張教會的見證就拿開了
[00:09:32.400 --> 00:09:38.400]  那怎樣才能夠避免呢?
[00:09:38.400 --> 00:09:41.360]  我給大家一個容易記的方法
[00:09:41.360 --> 00:09:44.400]  用英文三個字
[00:09:44.400 --> 00:09:46.960]  怎樣可以避免
[00:09:46.960 --> 00:09:49.360]  解決的方案是什麼?
[00:09:49.360 --> 00:09:51.200]  Remember
[00:09:51.200 --> 00:09:52.720]  Repent
[00:09:52.720 --> 00:09:54.960]  和Recover
[00:09:54.960 --> 00:09:58.160]  即是聖經裡面主所講的
[00:09:58.160 --> 00:10:06.240]  回想、悔改和作起初所作的事
[00:10:06.240 --> 00:10:07.280]  讓我們看一下
[00:10:07.280 --> 00:10:11.360]  老弟家教會的問題又是什麼呢?
[00:10:11.360 --> 00:10:14.800]  啟示錄的三章十五、十六節
[00:10:14.800 --> 00:10:17.520]  不如我們再讀多一次
[00:10:17.520 --> 00:10:19.920]  我知道祢的行為
[00:10:19.920 --> 00:10:22.320]  祢不冷也不熱
[00:10:22.320 --> 00:10:25.680]  我巴不得祢或冷或熱
[00:10:25.680 --> 00:10:27.760]  祢既如溫水
[00:10:27.760 --> 00:10:30.080]  也不冷也不熱
[00:10:30.080 --> 00:10:37.520]  所以我必從我口中把祢吐出去
[00:10:37.520 --> 00:10:39.200]  有解經家認為
[00:10:39.200 --> 00:10:41.440]  這裡所講的冷熱
[00:10:41.440 --> 00:10:44.720]  是用水的溫度
[00:10:44.720 --> 00:10:50.080]  去代表老弟家教會那一種屬靈的情況
[00:10:50.080 --> 00:10:52.400]  不過如果我們這樣解的時候
[00:10:52.400 --> 00:10:55.520]  為什麼主會說
[00:10:55.520 --> 00:10:58.640]  我巴不得祢是冷的呢?
[00:10:58.640 --> 00:11:00.560]  難道對屬靈的事
[00:11:00.560 --> 00:11:05.200]  冷的比溫的更好嗎?
[00:11:05.200 --> 00:11:08.320]  也有解經家認為這裡所講的
[00:11:08.320 --> 00:11:12.240]  是那個侍奉的果孝、工作的果孝
[00:11:12.240 --> 00:11:15.360]  老弟家教會那個屬靈的工作
[00:11:15.360 --> 00:11:18.640]  是完全沒有果孝的
[00:11:18.640 --> 00:11:22.800]  也有認為不冷不熱
[00:11:22.800 --> 00:11:27.120]  是代表在主裡面那些沒有立場的人
[00:11:27.120 --> 00:11:30.960]  過著一種無寧兩可的生活
[00:11:30.960 --> 00:11:34.880]  愛世界又說愛主
[00:11:34.880 --> 00:11:37.360]  那種的生活
[00:11:37.360 --> 00:11:41.120]  所以情願他們很坦白地說
[00:11:41.120 --> 00:11:42.720]  我是愛世界的
[00:11:42.720 --> 00:11:45.120]  我沒有信仰的
[00:11:45.120 --> 00:11:48.560]  還好過那些口中說
[00:11:48.560 --> 00:11:49.920]  我是愛主的
[00:11:49.920 --> 00:11:55.200]  心卻是愛世界的
[00:11:55.200 --> 00:11:57.760]  老弟家教會的問題
[00:11:57.760 --> 00:12:01.920]  不是單單是不冷不熱
[00:12:01.920 --> 00:12:03.920]  我們再看下去
[00:12:03.920 --> 00:12:06.080]  十七節
[00:12:06.080 --> 00:12:09.440]  主就說老弟家教會那些人是怎樣的呢?
[00:12:09.440 --> 00:12:12.800]  你說我是富足已經發了財
[00:12:12.800 --> 00:12:14.400]  一樣都不缺
[00:12:14.400 --> 00:12:24.400]  卻不知道你是那困苦、可憐、貧窮、黑眼、赤身的
[00:12:24.400 --> 00:12:30.800]  老弟家的人以為自己很富足
[00:12:30.800 --> 00:12:33.920]  以為自己一樣都不缺
[00:12:33.920 --> 00:12:38.080]  因為他們是物質豐富
[00:12:38.080 --> 00:12:42.240]  在物質上的確他們是富足的
[00:12:42.240 --> 00:12:47.440]  但是物質豐富不代表靈裡面的興旺
[00:12:47.440 --> 00:12:54.960]  也不一定代表在上帝面前是蒙福的
[00:12:54.960 --> 00:13:04.720]  老弟家的信徒竟然不知道自己屬靈的光景
[00:13:04.720 --> 00:13:10.080]  這真是何等的悲哀
[00:13:10.080 --> 00:13:15.360]  盼望我們教會
[00:13:15.360 --> 00:13:17.600]  我們自己
[00:13:17.600 --> 00:13:20.080]  你和我
[00:13:20.080 --> 00:13:23.920]  在物質上沒有缺乏的同時
[00:13:23.920 --> 00:13:26.960]  我們能夠審查
[00:13:26.960 --> 00:13:34.080]  我們屬靈的光景究竟是怎樣
[00:13:34.080 --> 00:13:37.920]  解決的方案又是怎樣呢?
[00:13:37.920 --> 00:13:40.480]  我們看到第十八節
[00:13:40.480 --> 00:13:43.600]  主和老弟家教會的人說
[00:13:43.600 --> 00:13:48.640]  「我勸你向我買火煉的金紙叫你富足」
[00:13:48.640 --> 00:13:54.320]  「又買白衣穿上叫你赤身的羞恥不露出來」
[00:13:54.320 --> 00:14:01.920]  「又買眼藥擦你的眼睛使你能看見」
[00:14:01.920 --> 00:14:09.120]  但是老弟家的信徒究竟用什麼去買金紙
[00:14:09.120 --> 00:14:12.160]  去買白衣、買眼藥呢?
[00:14:12.160 --> 00:14:16.960]  他們是需要這些屬靈的金紙讓他們經得起考驗
[00:14:16.960 --> 00:14:19.440]  他們是需要這些屬靈的衣服
[00:14:19.440 --> 00:14:22.400]  去遮蓋他們的罪惡和羞恥
[00:14:22.400 --> 00:14:26.560]  他們是需要這些屬靈的眼藥讓他們能夠看見
[00:14:26.560 --> 00:14:33.200]  但是用什麼去買呢?
[00:14:33.200 --> 00:14:41.120]  就是下一節所說的悔改
[00:14:41.120 --> 00:14:44.320]  第十九節主繼續說
[00:14:44.320 --> 00:14:50.080]  「凡我所痛愛的我就責備管教他」
[00:14:50.080 --> 00:14:55.920]  「所以你要發熱心也要悔改」
[00:14:55.920 --> 00:15:02.720]  縱然老弟家教會屬靈的情況這麼差
[00:15:02.720 --> 00:15:06.800]  他們仍然是主所愛的
[00:15:06.800 --> 00:15:13.200]  只要他們肯悔改、恢復對主的愛、對屬靈的示熱心
[00:15:13.200 --> 00:15:21.600]  他們仍然是能夠和主有一個很親密的交通
[00:15:21.600 --> 00:15:26.080]  親愛的弟兄姊妹,我邀請你
[00:15:26.080 --> 00:15:29.600]  在2019年的第一天
[00:15:29.600 --> 00:15:39.040]  你思想一下你現在和上帝的關係究竟是怎樣
[00:15:39.040 --> 00:15:44.320]  你剛剛信主的時候那種愛主、愛人、火熱的心
[00:15:44.320 --> 00:15:48.880]  和你現在有沒有分別呢?
[00:15:48.880 --> 00:15:51.760]  你努力去做很多事情
[00:15:51.760 --> 00:15:53.760]  很努力去侍奉
[00:15:53.760 --> 00:15:59.440]  是不是因為愛主的緣故呢?
[00:15:59.440 --> 00:16:04.960]  你對主是不是不冷不熱呢?
[00:16:04.960 --> 00:16:08.720]  我們整間教會也需要反省
[00:16:08.720 --> 00:16:16.560]  是不是以為我們在物質上很富足、無缺乏
[00:16:16.560 --> 00:16:25.200]  但是卻原來我們已經失去了那種屬靈的視野呢?
[00:16:25.200 --> 00:16:29.600]  我們也需要一種屬靈的覺醒
[00:16:29.600 --> 00:16:34.400]  A spiritual awakening
[00:16:34.400 --> 00:16:37.120]  認罪、悔改
[00:16:37.120 --> 00:16:46.240]  而這種屬靈的覺醒就是教會復興的第一步
[00:16:46.240 --> 00:16:48.000]  感謝主
[00:16:48.000 --> 00:16:58.160]  我知道有弟兄姊妹不斷地為教會的復興去祈禱
[00:16:58.160 --> 00:17:02.720]  我也知道有教睦在過去這幾年
[00:17:02.720 --> 00:17:08.960]  在他的牧羊群體裡一直宣講復興這個題目
[00:17:08.960 --> 00:17:16.160]  在主日學也有教導復興、為復興去祈禱
[00:17:16.160 --> 00:17:22.400]  我更加感恩的就是看到一些弟兄姊妹
[00:17:22.400 --> 00:17:31.840]  甚至看到整個小組他們的生命真的有復興
[00:17:31.840 --> 00:17:36.880]  有一位上完復興主日學課程的姊妹
[00:17:36.880 --> 00:17:41.120]  她就寫下她的心聲
[00:17:41.120 --> 00:17:48.320]  她的分享就是說:這個主日學幫助我從個人的層面
[00:17:48.320 --> 00:17:54.320]  到整間教會的層面去看復興
[00:17:54.320 --> 00:17:58.400]  我能夠在靈命甦醒過來的時候
[00:17:58.400 --> 00:18:05.440]  參與教會的復興運動是一個很榮幸的因典
[00:18:05.440 --> 00:18:07.840]  我很渴望
[00:18:07.840 --> 00:18:09.280]  渴望什麼呢?
[00:18:09.280 --> 00:18:15.600]  渴望能夠親眼見證了自己
[00:18:15.600 --> 00:18:24.000]  見證香港的教會和普世教會經歷一次的大復興
[00:18:24.000 --> 00:18:28.080]  讓垂死掙扎中的教會
[00:18:28.080 --> 00:18:30.240]  這個是她用的字
[00:18:30.240 --> 00:18:39.840]  垂死掙扎中的教會得著神的醫治和更新、健康成長
[00:18:39.840 --> 00:18:46.560]  將福音傳到地極
[00:18:46.560 --> 00:18:53.120]  我覺得我們教會有些弟兄姊妹的心已經準備好
[00:18:53.120 --> 00:18:57.840]  所以我的領袖就是在2019年第一日
[00:18:57.840 --> 00:19:02.240]  和大家分享復興這個題目
[00:19:02.240 --> 00:19:07.360]  並且透過19年上半年小仙之書的講壇
[00:19:07.360 --> 00:19:12.720]  繼續和大家分享
[00:19:12.720 --> 00:19:16.720]  讓我從最基本的講起
[00:19:16.720 --> 00:19:19.840]  什麼是復興?
[00:19:19.840 --> 00:19:23.600]  有人就下了這個定義
[00:19:23.600 --> 00:19:25.440]  我們一起讀
[00:19:25.440 --> 00:19:29.520]  復興就是上帝神聖的方法
[00:19:29.520 --> 00:19:34.400]  讓教會能夠活出被呼召的本質
[00:19:34.400 --> 00:19:38.240]  和被呼召去做的事情
[00:19:38.240 --> 00:19:40.800]  在這個定義裏面
[00:19:40.800 --> 00:19:44.000]  我首先有兩點想大家留意
[00:19:44.000 --> 00:19:48.480]  第一點就是復興是從上帝那裏而來
[00:19:48.480 --> 00:19:50.400]  是聖靈的工作
[00:19:50.400 --> 00:19:56.400]  不是靠人、靠自己是能夠做得到的
[00:19:56.400 --> 00:20:03.600]  基督徒是藉著禱告去配合上帝的作為
[00:20:03.600 --> 00:20:09.840]  第二點就是復興的對象是誰?
[00:20:09.840 --> 00:20:15.600]  復興的對象是教會裏面的基督徒
[00:20:15.600 --> 00:20:17.760]  英文的翻譯復興
[00:20:17.760 --> 00:20:22.080]  無論我們用revival又或者revitalization
[00:20:22.080 --> 00:20:25.440]  這個re字的字頭
[00:20:25.440 --> 00:20:31.840]  都是代表重新恢復的意思
[00:20:31.840 --> 00:20:36.320]  一個人是先要和聖靈有關係
[00:20:36.320 --> 00:20:44.400]  然後才能夠再次恢復和他那種親密的關係
[00:20:44.400 --> 00:20:49.520]  福音廣傳更加多人信主
[00:20:49.520 --> 00:20:55.920]  是復興所帶來的果子
[00:20:55.920 --> 00:20:59.760]  但在這個定義裏面更加重要的
[00:20:59.760 --> 00:21:06.160]  就是我們要明白教會被呼召的本質
[00:21:06.160 --> 00:21:10.400]  和教會究竟被呼召去做些什麼呢?
[00:21:10.400 --> 00:21:15.120]  然後我們就實踐出來
[00:21:15.120 --> 00:21:22.960]  教會的本質是什麼呢?
[00:21:22.960 --> 00:21:32.640]  教會是被呼召成為一個重視聖經真理的群體
[00:21:32.640 --> 00:21:42.240]  教會被呼召成為一個真正以耶穌為主宰的群體
[00:21:42.240 --> 00:21:45.440]  這個就是教會的本質
[00:21:45.440 --> 00:21:48.640]  為什麼我們說教會是分別為聖
[00:21:48.640 --> 00:21:53.600]  為什麼我們說教會和這個世界其他群體不同呢?
[00:21:53.600 --> 00:21:58.400]  就是因為我們重視聖經真理
[00:21:58.400 --> 00:22:05.280]  就是因為我們是以耶穌為主宰的群體
[00:22:05.280 --> 00:22:09.680]  如果教會不重視聖經真理
[00:22:09.680 --> 00:22:14.240]  如果基督徒不是以耶穌為生命的主宰
[00:22:14.240 --> 00:22:18.480]  這樣教會就不是教會了
[00:22:18.480 --> 00:22:22.080]  這個就是教會的本質
[00:22:22.080 --> 00:22:32.960]  復興就是上帝用祂的方法去幫助教會活出這個本質
[00:22:32.960 --> 00:22:38.080]  第二,教會被呼召去做些什麼呢?
[00:22:38.080 --> 00:22:42.080]  就是說教會的使命是什麼呢?
[00:22:42.080 --> 00:22:44.880]  大家一定很熟悉
[00:22:44.880 --> 00:22:47.920]  耶穌所頒佈的大使命
[00:22:47.920 --> 00:22:52.880]  在馬太福音的二十八章,十八至二十節
[00:22:52.880 --> 00:22:57.280]  大使命當中有四個動詞
[00:22:57.280 --> 00:22:58.880]  第一個是「去」
[00:22:58.880 --> 00:23:01.920]  第二個是「使萬民作門徒」
[00:23:01.920 --> 00:23:03.680]  第三個是「施浸」
[00:23:03.680 --> 00:23:09.680]  第四個是「教訓他們遵守」
[00:23:09.680 --> 00:23:11.680]  在原文裡面
[00:23:11.680 --> 00:23:15.680]  這四個動詞只有一個是主要動詞
[00:23:15.680 --> 00:23:19.840]  其他的都是分詞
[00:23:19.840 --> 00:23:24.640]  這個主要的動詞就是「make disciples」
[00:23:24.640 --> 00:23:29.280]  使萬民作主的門徒
[00:23:29.280 --> 00:23:34.160]  所以耶穌給我們的大使命
[00:23:34.160 --> 00:23:41.680]  就是叫我們使萬民作祂的門徒
[00:23:41.680 --> 00:23:46.080]  可能有人會問,這是新約的大使命
[00:23:46.080 --> 00:23:49.680]  在舊約裡面我們能否找到大使命呢?
[00:23:49.680 --> 00:23:52.160]  如果我們要在舊約裡面找到
[00:23:52.160 --> 00:23:57.920]  我相信《創世紀》十二章一至三節
[00:23:57.920 --> 00:24:00.560]  就是舊約的大使命
[00:24:00.560 --> 00:24:03.200]  那裡有三個重點
[00:24:03.200 --> 00:24:05.600]  第一是「去」
[00:24:05.600 --> 00:24:10.720]  第二是「使別人得福」
[00:24:10.720 --> 00:24:16.800]  第三就是「使萬族因利得福」
[00:24:16.800 --> 00:24:22.240]  如果教會能夠活出它的本質
[00:24:22.240 --> 00:24:26.160]  如果教會能夠實踐大使命
[00:24:26.160 --> 00:24:32.480]  這樣教會就是一個復興的使命群體
[00:24:32.480 --> 00:24:36.880]  如果普世教會都能夠復興
[00:24:36.880 --> 00:24:42.320]  這樣,啟示錄十一章十五節所說的
[00:24:42.320 --> 00:24:48.160]  「世上的國成了我主和主基督的國」
[00:24:48.160 --> 00:24:54.320]  這一幅美麗的圖畫就會出現
[00:24:54.320 --> 00:24:58.560]  上帝對這個世界是有祂的目的
[00:24:58.560 --> 00:25:01.360]  祂創造這個世界是有祂的目的
[00:25:01.360 --> 00:25:07.040]  有祂的心意是在當中而復興
[00:25:07.040 --> 00:25:12.160]  就是上帝成就祂自己的目的
[00:25:12.160 --> 00:25:14.880]  的一種神聖的方法
[00:25:14.880 --> 00:25:16.400]  祂的目的是甚麼呢?
[00:25:16.400 --> 00:25:19.600]  就是使萬族得救
[00:25:19.600 --> 00:25:27.440]  並且效法祂兒子的模樣
[00:25:27.440 --> 00:25:30.400]  我們教會在過去幾年
[00:25:30.400 --> 00:25:38.000]  不斷地推動「銳意塑造門徒」這個運動
[00:25:38.000 --> 00:25:43.840]  「傳揚基督」、「跟隨基督」、「效法基督」
[00:25:43.840 --> 00:25:48.960]  現在我們是進入第二利路
[00:25:48.960 --> 00:25:54.880]  感謝主感動有百多位弟兄姊妹
[00:25:54.880 --> 00:25:58.560]  一起參加異象分享會
[00:25:58.560 --> 00:26:02.400]  他們亦和四千多位弟兄姊妹
[00:26:02.400 --> 00:26:09.280]  在基博一同領受「進入聖賢」這個異象
[00:26:09.280 --> 00:26:15.520]  他們又參加了半年的讀書小組
[00:26:15.520 --> 00:26:17.600]  完成讀書小組之後
[00:26:17.600 --> 00:26:24.400]  他們準備參加不同的門訓小組
[00:26:24.400 --> 00:26:31.760]  感恩我見到這百多位弟兄姊妹的那種火熱的心
[00:26:31.760 --> 00:26:34.000]  他們渴求研讀聖經
[00:26:34.000 --> 00:26:38.320]  渴求學習如何去效法基督
[00:26:38.320 --> 00:26:44.640]  過一個以耶穌基督為中心的生命
[00:26:44.640 --> 00:26:46.160]  我更加感恩的是
[00:26:46.160 --> 00:26:52.080]  我知道教會除了這班弟兄姊妹之外
[00:26:52.080 --> 00:27:00.560]  還有很多很火熱渴求真理的弟兄姊妹
[00:27:00.560 --> 00:27:02.000]  所以我覺得
[00:27:02.000 --> 00:27:05.840]  現在我們是需要更加迫切地
[00:27:05.840 --> 00:27:10.480]  去為教會的復興去禱告
[00:27:10.480 --> 00:27:16.400]  正如約翰.衛斯理曾經說過
[00:27:16.400 --> 00:27:22.160]  「給我一百個人,這百個人是甚麼人?」
[00:27:22.160 --> 00:27:27.200]  這百個人除了罪,甚麼都不怕
[00:27:27.200 --> 00:27:30.480]  除了上帝,甚麼都不渴慕
[00:27:30.480 --> 00:27:33.920]  這百個人就是這樣的人
[00:27:33.920 --> 00:27:38.000]  無論他們是傳道人還是平信徒
[00:27:38.000 --> 00:27:39.200]  約翰.衛斯理說
[00:27:39.200 --> 00:27:47.920]  他們將要震動地獄之門,在地上建立天國
[00:27:47.920 --> 00:27:53.760]  我盼望見證我們教會
[00:27:53.760 --> 00:27:56.480]  越來越多弟兄姊妹
[00:27:56.480 --> 00:28:00.400]  是參與這個行列
[00:28:00.400 --> 00:28:04.160]  除了罪,甚麼都不怕
[00:28:04.160 --> 00:28:09.040]  除了上帝,甚麼都不渴慕
[00:28:09.040 --> 00:28:11.840]  這樣我相信
[00:28:11.840 --> 00:28:18.400]  見證的復興就指日可待
[00:28:18.400 --> 00:28:23.120]  從個人的層面
[00:28:23.120 --> 00:28:27.280]  我們成為效法基督
[00:28:27.280 --> 00:28:32.720]  和有心智去建立其他人的門徒
[00:28:32.720 --> 00:28:35.120]  從教會的層面
[00:28:35.120 --> 00:28:40.240]  我們成為一個使命的門徒群體
[00:28:40.240 --> 00:28:46.640]  使萬國萬族得福
[00:28:46.640 --> 00:28:50.240]  聽到這裡,可能你都會問
[00:28:50.240 --> 00:28:53.040]  問那個「How?」
[00:28:53.040 --> 00:28:56.240]  究竟我們應該怎樣做?
[00:28:56.240 --> 00:28:58.160]  實際可以怎樣做?
[00:28:58.160 --> 00:29:01.760]  我們基本的策略是甚麼?
[00:29:01.760 --> 00:29:10.480]  有一次講道,我提過這本《死灰復燃》這本書
[00:29:10.480 --> 00:29:14.960]  裡面就是講道作者那間教會
[00:29:14.960 --> 00:29:19.680]  是怎樣按著聖經的教導
[00:29:19.680 --> 00:29:25.200]  去實踐一個復興的策略
[00:29:25.200 --> 00:29:32.400]  而他們也實際經歷了很大的復興
[00:29:32.400 --> 00:29:38.000]  裡面提到基本的策略是甚麼?
[00:29:38.000 --> 00:29:40.320]  就是剛才我們講過的
