
[00:00:00.000 --> 00:00:06.800]  希望每年一度的聖誕佳節
[00:03:02.600 --> 00:03:07.400]  有時這些閒話就好像被瘟疫擴散得更加快
[00:03:07.400 --> 00:03:09.800]  有些這些閒話像瘟疫一樣擴散很快
[00:03:09.800 --> 00:03:13.400]  眼見瑪利亞的新人就越來越重了
[00:03:13.400 --> 00:03:16.400]  眼見瑪利亞的新人就越來越重了
[00:03:16.400 --> 00:03:17.400]  臨盆在即
[00:03:17.400 --> 00:03:18.600]  臨盆在即
[00:03:18.600 --> 00:03:25.200]  剛好適逢羅馬政府規定他們要做一些類似今天人口普查的
[00:03:25.200 --> 00:03:29.800]  剛巧羅馬政府就讓他們實行一個人口普查這個計劃
[00:03:29.800 --> 00:03:32.600]  你可以想像約瑟帶著年輕的太太
[00:03:32.600 --> 00:03:35.200]  你可以想像約瑟帶著年輕的太太
[00:03:35.200 --> 00:03:38.400]  夾雜在四方八面的人湧去伯利恆
[00:03:38.400 --> 00:03:42.000]  跟著四方八面的人一起湧到伯利恆
[00:03:42.000 --> 00:03:45.200]  所以任何一個角度都不是一個愉快的旅程
[00:03:45.200 --> 00:03:48.000]  所以任何一個角度都不是一個愉快的旅程
[00:03:48.000 --> 00:03:51.200]  所以這個禮拜出門的弟兄姊妹其實很笨
[00:03:51.200 --> 00:03:54.200]  其實這個禮拜出門的弟兄姊妹其實很笨
[00:03:54.200 --> 00:03:55.600]  又要買貴機票
[00:03:55.600 --> 00:03:56.600]  又要買貴的機票
[00:03:56.600 --> 00:03:58.000]  又要跟人爭又要逼
[00:03:58.000 --> 00:03:59.600]  又要跟人搶跟人擠
[00:03:59.600 --> 00:04:03.600]  更加令人徬徨的是整個伯利恆可以住的地方
[00:04:03.600 --> 00:04:05.200]  全部被人住滿了
[00:04:05.200 --> 00:04:08.200]  更加令人徬徨的是整個伯利恆可以住的地方
[00:04:08.200 --> 00:04:09.200]  全都被人住滿了
[00:04:09.200 --> 00:04:11.000]  有錢你都未必找到一個地方
[00:04:11.000 --> 00:04:12.800]  有錢你都找不到一個地方住
[00:04:12.800 --> 00:04:15.400]  剛剛過了星期三的廣東話班
[00:04:15.400 --> 00:04:18.800]  剛剛過了禮拜三的廣東話班
[00:04:18.800 --> 00:04:21.200]  有一個學員跟我說
[00:04:21.200 --> 00:04:23.400]  他有一個朋友聖誕節要來香港度假
[00:04:23.400 --> 00:04:25.800]  他有一個朋友聖誕節要來香港度假
[00:04:25.800 --> 00:04:28.200]  他說平時一千元的房現在炒到三千多
[00:04:28.200 --> 00:04:31.000]  他說平時一千元的房現在炒到三千多
[00:04:31.000 --> 00:04:32.600]  三千多元睡一晚
[00:04:32.600 --> 00:04:34.400]  他說三千多元睡一晚
[00:04:34.400 --> 00:04:37.800]  我想當時的伯利恆都一樣
[00:04:37.800 --> 00:04:39.600]  我想當時的伯利恆都是一樣
[00:04:39.600 --> 00:04:41.400]  這個千載難逢的機會
[00:04:41.400 --> 00:04:44.200]  任何一個商家都希望可以賺一筆
[00:04:44.200 --> 00:04:45.800]  這個千載難逢的機會
[00:04:45.800 --> 00:04:48.400]  任何一個商家都想砍一筆
[00:04:48.400 --> 00:04:51.600]  你想約瑟和瑪麗亞這些小市民
[00:04:51.600 --> 00:04:54.600]  你想約瑟和瑪麗亞這些小市民
[00:04:54.600 --> 00:04:56.600]  又帶著一個臨盆在即的太太
[00:04:56.600 --> 00:04:59.800]  又帶著一個臨盆在即的太太
[00:04:59.800 --> 00:05:01.800]  除了帶來麻煩沒有什麼好處
[00:05:01.800 --> 00:05:04.200]  除了帶來麻煩沒有什麼好處了
[00:05:04.200 --> 00:05:06.600]  所以難怪聖經記載他們
[00:05:06.600 --> 00:05:09.800]  一次一次被這些客店拒諸門外
[00:05:09.800 --> 00:05:11.400]  所以難怪聖經記載他們
[00:05:11.400 --> 00:05:14.800]  一次一次都被那些客店拒絕他們
[00:05:14.800 --> 00:05:16.200]  我們香港人常說
[00:05:16.200 --> 00:05:19.200]  有錢能夠解決的問題就不是問題
[00:05:19.200 --> 00:05:22.200]  香港人常說錢可以解決的問題就不是問題
[00:05:22.200 --> 00:05:24.200]  只要約瑟肯一擲千金
[00:05:24.200 --> 00:05:27.400]  只要約瑟肯一擲千金
[00:05:27.400 --> 00:05:29.200]  我包起整間旅店
[00:05:29.200 --> 00:05:30.600]  我包起整間旅店
[00:05:30.600 --> 00:05:31.800]  我出十倍的價錢
[00:05:31.800 --> 00:05:33.400]  我出十倍的價錢
[00:05:33.400 --> 00:05:35.400]  總是可以找到一間房
[00:05:35.400 --> 00:05:37.200]  總是可以找到一間房
[00:05:37.200 --> 00:05:38.800]  可以安頓妻子
[00:05:38.800 --> 00:05:40.000]  可以安頓妻子
[00:05:40.000 --> 00:05:42.400]  但結果真的走投無路了
[00:05:42.400 --> 00:05:44.400]  但結果真的走投無路了
[00:05:44.400 --> 00:05:48.000]  在一個客店之下苦苦哀求
[00:05:48.000 --> 00:05:50.200]  在一個客店之下苦苦哀求
[00:05:50.200 --> 00:05:53.800]  結果被安排到馬棚安置
[00:05:53.800 --> 00:05:56.600]  結果被安排到馬棚安置
[00:05:56.600 --> 00:06:01.600]  我去過以色列所謂養生畜的馬棚
[00:06:01.600 --> 00:06:05.400]  我去過以色列所謂養生畜的馬棚
[00:06:05.400 --> 00:06:08.400]  他們告訴我當時的環境很惡劣
[00:06:08.400 --> 00:06:10.800]  他們告訴我當時的環境很惡劣
[00:06:10.800 --> 00:06:13.600]  最簡單的生畜糞便
[00:06:13.600 --> 00:06:16.600]  最簡單的生畜糞便
[00:06:16.600 --> 00:06:18.600]  布滿了蒼蠅
[00:06:18.600 --> 00:06:20.600]  布滿了蒼蠅
[00:06:20.600 --> 00:06:22.400]  你想想做一個媽媽
[00:06:22.400 --> 00:06:24.200]  你想想身為一個母親
[00:06:24.200 --> 00:06:25.800]  準備要生產的媽媽
[00:06:25.800 --> 00:06:27.000]  準備要生產的媽媽
[00:06:27.000 --> 00:06:28.600]  在一個這麼惡劣的環境
[00:06:28.600 --> 00:06:30.800]  在一個這麼惡劣的環境
[00:06:30.800 --> 00:06:32.400]  你想想真是情何以堪
[00:06:32.400 --> 00:06:35.000]  你想想真是情何以堪
[00:06:35.000 --> 00:06:37.000]  連一張乾淨一點的床都沒有
[00:06:37.000 --> 00:06:39.200]  連一張乾淨一點的床都沒有
[00:06:39.200 --> 00:06:41.400]  瑪利亞滿腹的委屈
[00:06:41.400 --> 00:06:43.200]  瑪利亞滿腹的委屈
[00:06:43.200 --> 00:06:46.200]  可能眼淚自己都忍不住流出來
[00:06:46.200 --> 00:06:48.000]  可能眼淚自己都忍不住流出來
[00:06:48.000 --> 00:06:52.400]  直到耶穌一聲哭啼出聲
[00:06:52.400 --> 00:06:55.000]  直到耶穌一聲哭啼出聲
[00:06:55.000 --> 00:06:58.000]  只能夠被一個較為乾淨的布包裹住
[00:06:58.000 --> 00:07:00.800]  只能夠被一個較為乾淨的布包裹住
[00:07:00.800 --> 00:07:02.000]  就放在一個馬槽
[00:07:02.000 --> 00:07:03.200]  就放在一個馬槽
[00:07:03.200 --> 00:07:06.200]  馬槽其實是餵牲口的一個木兜
[00:07:06.200 --> 00:07:06.200]  馬槽其實是餵牲口的一個木兜
[00:07:06.200 --> 00:07:06.200]  馬槽其實是餵牲口的一個木兜
[00:07:06.200 --> 00:07:06.200]  馬槽其實是餵牲口的一個木兜
[00:07:06.200 --> 00:07:07.600]  馬槽其實是餵牲口的一個木兜
[00:07:07.600 --> 00:07:07.600]  馬槽其實是餵牲口的一個木兜
[00:07:07.600 --> 00:07:10.000]  馬槽其實是餵牲口的一個木兜
[00:07:10.000 --> 00:07:10.000]  馬槽其實是餵牲口的一個木兜
[00:07:10.000 --> 00:07:11.200]  馬槽其實是餵牲口的一個木兜
[00:07:11.200 --> 00:07:15.800]  我想如果有一天你們有小朋友出世
[00:07:15.800 --> 00:07:15.800]  我想如果有一天你們有小朋友出世
[00:07:15.800 --> 00:07:29.000]  我想如果有一天你們有小朋友出世
[00:07:29.000 --> 00:07:30.400]  當時就是這樣了
[00:07:30.400 --> 00:07:30.400]  當時就是這樣了
[00:07:30.400 --> 00:07:31.600]  當時就是這樣了
[00:07:31.600 --> 00:07:34.200]  聖經的作者沒有很多善情的描述
[00:07:34.200 --> 00:07:34.200]  聖經的作者沒有很多善情的描述
[00:07:34.200 --> 00:07:36.600]  聖經的作者沒有很多善情的描述
[00:07:36.600 --> 00:07:38.800]  瑪利亞也沒有哭過死去活來
[00:07:38.800 --> 00:07:38.800]  瑪利亞也沒有哭過死去活來
[00:07:38.800 --> 00:07:41.000]  瑪利亞也沒有哭過死去活來
[00:07:41.000 --> 00:07:41.000]  埋怨丈夫,哎呀,你真是沒用了
[00:07:41.000 --> 00:07:43.400]  埋怨丈夫,哎呀,你真是沒用了
[00:07:43.400 --> 00:07:45.400]  連這樣照顧家裡的能力都沒有
[00:07:45.400 --> 00:07:46.000]  埋怨丈夫,哎呀,你真是沒用了
[00:07:46.000 --> 00:07:48.200]  埋怨丈夫,哎呀,你真是沒用了
[00:07:48.200 --> 00:07:50.000]  連這樣照顧家裡的能力都沒有
[00:07:50.000 --> 00:07:53.000]  兩小口子是一個無情的伯利恆
[00:07:53.000 --> 00:07:56.200]  默默抱著初生的耶穌度過第一個聖誕
[00:07:56.200 --> 00:07:56.200]  兩小口子是一個無情的伯利恆
[00:07:56.200 --> 00:07:58.800]  兩小口子是一個無情的伯利恆
[00:07:58.800 --> 00:08:03.400]  抱著初生的嬰兒默默過了一晚
[00:08:03.400 --> 00:08:05.800]  親愛的弟兄姐妹
[00:08:05.800 --> 00:08:08.200]  如果你要講聖誕節的話
[00:08:08.200 --> 00:08:08.200]  如果你要講聖誕節的話
[00:08:08.200 --> 00:08:09.800]  如果你要講聖誕節的話
[00:08:09.800 --> 00:08:13.400]  並不是一種今天所推廣的廉價的平安
[00:08:13.400 --> 00:08:17.200]  並不是今天所推廣的廉價的平安
[00:08:17.200 --> 00:08:19.000]  不是那種消費的喜樂
[00:08:19.000 --> 00:08:20.600]  不是那種消費的喜樂
[00:08:20.600 --> 00:08:23.800]  而是在當時羅馬政府所管治之下
[00:08:23.800 --> 00:08:26.800]  而是在當時羅馬政府所管治之下
[00:08:26.800 --> 00:08:29.600]  那個政局很動盪的一種平安
[00:08:29.600 --> 00:08:32.600]  那個政局很動盪的一種平安
[00:08:32.600 --> 00:08:35.200]  在那種憂傷裡面看到那份的喜樂
[00:08:35.200 --> 00:08:37.200]  在憂傷裡面看到那份的喜樂
[00:08:37.200 --> 00:08:40.400]  在失望和絕望裡面看到盼望
[00:08:40.400 --> 00:08:43.000]  在失望和絕望裡面看到盼望
[00:08:43.000 --> 00:08:44.600]  也都在黑暗裡面看到光明
[00:08:44.600 --> 00:08:46.800]  也都在黑暗裡面看到光明
[00:08:46.800 --> 00:08:49.400]  所以聖經稱耶穌的名字為
[00:08:49.400 --> 00:08:51.600]  「以馬內利,神與人同在」
[00:08:51.600 --> 00:08:54.000]  所以聖經稱耶穌的名字為
[00:08:54.000 --> 00:08:56.800]  「以馬內利,神與人同在」
[00:08:56.800 --> 00:08:59.000]  我曾經介紹過從一種
[00:08:59.000 --> 00:09:02.400]  敘事文學的手法去讀福音書
[00:09:02.400 --> 00:09:05.800]  我曾經介紹一個叫做敘事文化的手法
[00:09:05.800 --> 00:09:07.400]  來讀福音書
[00:09:07.400 --> 00:09:10.400]  其實在聖經裡面記載有不同的人物
[00:09:10.400 --> 00:09:12.800]  其實在聖經裡面記載有不同的人物
[00:09:12.800 --> 00:09:15.600]  我們從這些人物,從這些角色去入手的話
[00:09:15.600 --> 00:09:17.600]  可能很深刻去體會到他們
[00:09:17.600 --> 00:09:20.600]  我們在這些人物和角色入口
[00:09:20.600 --> 00:09:22.600]  會很深刻地會體會到當時
[00:09:22.600 --> 00:09:24.000]  因為這些人是有血有肉的
[00:09:24.000 --> 00:09:25.800]  因為這些人是有血有肉的
[00:09:25.800 --> 00:09:28.000]  他們曾經說過的事,做過的事
[00:09:28.000 --> 00:09:30.000]  其實是承載著一些訊息
[00:09:30.000 --> 00:09:32.200]  其實他們講過的東西,做過的東西
[00:09:32.200 --> 00:09:34.000]  承載著這個信息
[00:09:34.000 --> 00:09:37.200]  這些角色也可以分為主角、配角、閒角
[00:09:37.200 --> 00:09:40.400]  這些角色可以分為主角、配角、閒角
[00:09:40.400 --> 00:09:42.200]  或者身邊有些周圍的人
[00:09:42.200 --> 00:09:44.000]  或者身邊有些周圍的人
[00:09:44.000 --> 00:09:46.200]  透過這些有血有肉的人
[00:09:46.200 --> 00:09:49.200]  其實讓我們更加可以進入聖經的世界裡面
[00:09:49.200 --> 00:09:50.800]  明白他們的心路歷程
[00:09:50.800 --> 00:09:52.800]  透過這些有血有肉的人
[00:09:52.800 --> 00:09:55.200]  我們更加可以進入聖經裡面
[00:09:55.200 --> 00:09:57.800]  體驗當時的實況
[00:09:57.800 --> 00:10:02.200]  今天我想介紹一個被忽略的人物:若瑟
[00:10:02.200 --> 00:10:05.200]  今天我想介紹一個被忽略的人物:若瑟
[00:10:05.200 --> 00:10:07.800]  為我們兄弟講幾句好說話
[00:10:07.800 --> 00:10:11.200]  為我們的兄弟講幾句好的話
[00:10:11.200 --> 00:10:13.600]  有時聖誕節的訊息真是不容易講
[00:10:13.600 --> 00:10:16.000]  有時聖誕節的訊息真是不容易講
[00:10:16.000 --> 00:10:17.800]  牧師做了超過30年的牧師
[00:10:17.800 --> 00:10:20.600]  牧師做過超過30年的牧師
[00:10:20.600 --> 00:10:23.600]  我經常說笑,連野地那棵草我都講過
[00:10:23.600 --> 00:10:28.400]  我經常講笑話,連野底的那棵草我都講過
[00:10:28.400 --> 00:10:31.000]  有人說聖誕的主角當然是耶穌
[00:10:31.000 --> 00:10:33.600]  有人說聖誕主角當然是耶穌
[00:10:33.600 --> 00:10:35.200]  除了耶穌之外
[00:10:35.200 --> 00:10:36.400]  除了耶穌之外
[00:10:36.400 --> 00:10:38.400]  聖誕節都記載有不同的人物
[00:10:38.400 --> 00:10:40.600]  聖誕節都記載有不同的人物
[00:10:40.600 --> 00:10:42.400]  譬如說耶穌的媽媽瑪利亞
[00:10:42.400 --> 00:10:44.200]  譬如說耶穌的媽媽瑪利亞
[00:10:44.200 --> 00:10:45.800]  他的爸爸若瑟
[00:10:45.800 --> 00:10:47.200]  他的爸爸若瑟
[00:10:47.200 --> 00:10:49.600]  伯利恆有很多其他的人
[00:10:49.600 --> 00:10:51.800]  伯利恆有很多其他的人
[00:10:51.800 --> 00:10:54.400]  勢利的殿東
[00:10:54.400 --> 00:10:55.800]  勢利的殿東
[00:10:55.800 --> 00:10:58.600]  在野地看守牧羊人
[00:10:58.600 --> 00:11:01.000]  在野地看守牧羊人
[00:11:01.000 --> 00:11:02.600]  報佳音的天使
[00:11:02.600 --> 00:11:04.400]  報佳音的天使
[00:11:04.400 --> 00:11:08.400]  東方來尋找鷹孩的博士智者
[00:11:08.400 --> 00:11:12.000]  東方來尋找鷹孩的博士智者
[00:11:12.000 --> 00:11:15.600]  知道耶穌要降生心裡不安的希臘王
[00:11:15.600 --> 00:11:18.400]  知道耶穌要降生心裡不安的希臘王
[00:11:18.400 --> 00:11:23.400]  心裡整個耶路撒冷的百姓都很徬徨
[00:11:23.400 --> 00:11:27.400]  心裡整個耶路撒冷的百姓都很徬徨
[00:11:27.400 --> 00:11:29.200]  後來奉希律的命
[00:11:29.200 --> 00:11:31.800]  去殺害所有鷹孩的兵丁
[00:11:31.800 --> 00:11:36.600]  後來奉希律的命去殺這些鷹孩的兵丁
[00:11:36.600 --> 00:11:40.400]  和這些不同的人物可以串聯整個故事
[00:11:40.400 --> 00:11:43.400]  和這些不同的人物可以串聯整個故事
[00:11:43.400 --> 00:11:47.400]  聖經記載當天使奉上帝的差遣
[00:11:47.400 --> 00:11:52.800]  去向瑪利亞宣佈將要懷孕的消息時
[00:11:52.800 --> 00:11:52.800]  去向瑪利亞宣佈將要懷孕的消息時
[00:11:52.800 --> 00:11:58.800]  聖經記載當天使奉上帝的差遣
[00:11:58.800 --> 00:11:58.800]  去向瑪利亞宣佈將要懷孕的消息時
[00:11:58.800 --> 00:12:02.200]  去向瑪利亞宣佈將要懷孕的消息時
[00:12:02.200 --> 00:12:06.800]  跟她說你要懷孕生子
[00:12:06.800 --> 00:12:09.800]  你想想你一個未出嫁的女子有什麼反應?
[00:12:09.800 --> 00:12:12.600]  你想想你是一個未出嫁的女孩子你有什麼反應?
[00:12:12.600 --> 00:12:15.800]  當時瑪利亞說我都未出嫁怎能發生這些事情?
[00:12:15.800 --> 00:12:15.800]  當時瑪利亞說我都未出嫁怎能發生這些事情?
[00:12:15.800 --> 00:12:18.600]  當時瑪利亞說我都未出嫁怎能發生這些事情?
[00:12:18.600 --> 00:12:21.800]  如果在古代的中國這種叫浸豬籠
[00:12:21.800 --> 00:12:24.800]  如果在古代的中國這種叫浸豬籠
[00:12:24.800 --> 00:12:27.800]  因為你不守婦道
[00:12:27.800 --> 00:12:34.400]  當時瑪利亞馬上覺得這是不可思議或抗拒的事情
[00:12:34.400 --> 00:12:34.400]  當時瑪利亞馬上覺得這是不可思議或抗拒的事情
[00:12:34.400 --> 00:12:37.800]  當時瑪利亞馬上覺得這是不可思議或抗拒的事情
[00:12:37.800 --> 00:12:41.800]  但最終瑪利亞說我是主的侍女
[00:12:41.800 --> 00:12:41.800]  但最終瑪利亞說我是主的侍女
[00:12:41.800 --> 00:12:44.600]  情願照主的說話實現在我身上
[00:12:44.600 --> 00:12:46.600]  最後瑪利亞說我是主的使女
[00:12:46.600 --> 00:12:46.600]  最後瑪利亞說我是主的使女
[00:12:46.600 --> 00:12:48.600]  最後瑪利亞說我是主的使女
[00:12:48.600 --> 00:12:51.800]  情願讓主照應許實現在我身上
[00:12:51.800 --> 00:12:55.200]  所以瑪利亞被歌頌成為一個馴服的榜樣
[00:12:55.200 --> 00:12:58.400]  所以瑪利亞被歌頌成為一個馴服的榜樣
[00:12:58.400 --> 00:13:03.000]  與此同時很少提到瑪利亞的丈夫約瑟
[00:13:03.000 --> 00:13:03.000]  與此同時很少提到瑪利亞的丈夫約瑟
[00:13:03.000 --> 00:13:05.800]  與此同時很少提到瑪利亞的丈夫約瑟
[00:13:05.800 --> 00:13:08.000]  我們又試試墮入約瑟的處境
[00:13:08.000 --> 00:13:08.000]  我們又試試墮入約瑟的處境
[00:13:08.000 --> 00:13:10.800]  我們又試試墮入約瑟的處境
[00:13:10.800 --> 00:13:12.600]  他的背景是一個木匠
[00:13:12.600 --> 00:13:12.600]  他的背景是一個木匠
[00:13:12.600 --> 00:13:14.200]  他的背景是一個木匠
[00:13:14.200 --> 00:13:19.600]  突然發現仍未娶過門的未婚太太懷孕
[00:13:19.600 --> 00:13:19.600]  突然發現仍未娶過門的未婚太太懷孕
[00:13:19.600 --> 00:13:23.800]  突然發現仍未娶過門的未婚太太懷孕
[00:13:23.800 --> 00:13:26.400]  聖經形容約瑟是一個異人
[00:13:26.400 --> 00:13:29.000]  不想明明羞辱瑪利亞
[00:13:29.000 --> 00:13:31.200]  聖經形容約瑟是一個異人
[00:13:31.200 --> 00:13:34.200]  不想明明羞辱瑪利亞
[00:13:34.200 --> 00:13:37.000]  他只想暗暗地將瑪利亞休掉
[00:13:37.000 --> 00:13:37.000]  他只想暗暗地將瑪利亞休掉
[00:13:37.000 --> 00:13:39.200]  他只想暗暗地將瑪利亞休掉
[00:13:39.200 --> 00:13:41.000]  保留瑪利亞的名字
[00:13:41.000 --> 00:13:41.000]  保留瑪利亞的名字
[00:13:41.000 --> 00:13:42.600]  保留瑪利亞的名字
[00:13:42.600 --> 00:13:44.000]  如果你剛才讀聖經
[00:13:44.000 --> 00:13:48.000]  其實約瑟不知道天使曾經向瑪利亞顯示的一幕
[00:13:48.000 --> 00:13:50.000]  其實約瑟剛才讀聖經
[00:13:50.000 --> 00:13:50.000]  其實約瑟剛才讀聖經
[00:13:50.000 --> 00:13:50.000]  其實約瑟剛才讀聖經
[00:13:50.000 --> 00:13:55.600]  其實約瑟不知道天使曾經向瑪利亞顯示的一幕
[00:13:55.600 --> 00:13:57.200]  所以按常識的推斷
[00:13:57.200 --> 00:13:57.200]  所以按常識的推斷
[00:13:57.200 --> 00:13:58.800]  所以按常識的推斷
[00:13:58.800 --> 00:13:58.800]  原來未過門的妻子做了一件男人最痛被出賣的事情
[00:13:58.800 --> 00:14:04.600]  原來未過門的妻子做了一件男人最痛被出賣的事情
[00:14:04.600 --> 00:14:04.600]  原來未過門的妻子做了一個男人最痛被出賣的事情
[00:14:04.600 --> 00:14:09.200]  原來未過門的妻子做了一個男人最痛被出賣的事情
[00:14:09.200 --> 00:14:09.200]  有婚外情而且懷了孕
[00:14:09.200 --> 00:14:10.800]  有婚外情而且懷了孕
[00:14:10.800 --> 00:14:13.000]  有婚外情而且懷了孕
[00:14:13.000 --> 00:14:14.800]  按當時的文化
[00:14:14.800 --> 00:14:18.000]  約瑟有足夠的理由休了瑪利亞
[00:14:18.000 --> 00:14:19.800]  按當時的文化
[00:14:19.800 --> 00:14:23.200]  約瑟有足夠的理由休了瑪利亞
[00:14:23.200 --> 00:14:25.000]  甚至可以拉她出來公審
[00:14:25.000 --> 00:14:25.000]  甚至可以拉她出來公審
[00:14:25.000 --> 00:14:26.400]  甚至可以拉她出來公審
[00:14:26.400 --> 00:14:27.400]  因為她不守婦道
[00:14:27.400 --> 00:14:27.400]  因為她不守婦道
[00:14:27.400 --> 00:14:28.600]  因為她不守婦道
[00:14:28.600 --> 00:14:28.600]  大家記不記得聖經曾經說過一個被行淫被拉倒的婦人
[00:14:28.600 --> 00:14:33.200]  大家記不記得聖經曾經說過一個被行淫被拉倒的婦人
[00:14:33.200 --> 00:14:33.200]  大家記不記得聖經曾經說過一個被行淫被拉倒的婦人
[00:14:33.200 --> 00:14:40.000]  大家記不記得聖經曾經說過一個被行淫被拉倒的婦人
[00:14:40.000 --> 00:14:40.000]  她按照當時摩西的律法可以用石頭扔死她
[00:14:40.000 --> 00:14:50.000]  她按照當時摩西的律法可以用石頭扔死她
[00:14:50.000 --> 00:14:54.800]  當然我不是鼓吹暴力
[00:14:54.800 --> 00:14:54.800]  當然我不是鼓吹暴力
[00:14:54.800 --> 00:14:54.800]  但當時的人用這種公審作為社會教育
[00:14:54.800 --> 00:14:58.000]  但當時的人用這種公審作為社會教育
[00:14:58.000 --> 00:14:58.000]  但當時的人用這種公審作為社會教育
[00:14:58.000 --> 00:15:02.600]  但當時的人用這種公審作為社會教育
[00:15:02.600 --> 00:15:02.600]  聖經說約瑟是一個異人
[00:15:02.600 --> 00:15:04.600]  聖經說約瑟是一個異人
[00:15:04.600 --> 00:15:04.600]  聖經說約瑟是一個異人
[00:15:04.600 --> 00:15:06.600]  聖經說約瑟是一個異人
[00:15:06.600 --> 00:15:06.600]  可能她仍然心愛瑪利亞
[00:15:06.600 --> 00:15:09.000]  可能她仍然心愛瑪利亞
[00:15:09.000 --> 00:15:09.000]  可能她仍然心愛瑪利亞
[00:15:09.000 --> 00:15:11.000]  可能她仍然心愛瑪利亞
[00:15:11.000 --> 00:15:11.000]  事情已經發生了
[00:15:11.000 --> 00:15:13.000]  事情已經發生了
[00:15:13.000 --> 00:15:13.000]  如果我要羞辱她,只不過是一種情緒發洩
[00:15:13.000 --> 00:15:16.000]  如果我要羞辱她,只不過是一種情緒發洩
[00:15:16.000 --> 00:15:19.000]  如果我要羞辱她,只不過是一種情緒發洩
[00:15:19.000 --> 00:15:19.000]  改變不了結局
[00:15:19.000 --> 00:15:21.000]  改變不了結局
[00:15:21.000 --> 00:15:21.000]  約瑟有一點像啞子吃黃蓮
[00:15:21.000 --> 00:15:23.000]  約瑟有一點像啞子吃黃蓮
[00:15:23.000 --> 00:15:25.000]  約瑟有一點像啞子吃黃蓮
[00:15:25.000 --> 00:15:25.000]  自己吃虧
[00:15:25.000 --> 00:15:27.000]  自己吃虧
[00:15:27.000 --> 00:15:27.000]  自己吃虧
[00:15:27.000 --> 00:15:29.000]  自己吃虧
[00:15:29.000 --> 00:15:29.000]  也不想瑪利亞受到不必要的傷害
