
[00:00:00.000 --> 00:00:05.600]  好 今天會跟大家一起去分享就是《成王敗寇》
[00:06:31.820 --> 00:06:34.820]  它是每一個人都可以追求的
[00:06:34.820 --> 00:06:39.820]  我們看看菲勒比書第四章第八到第九節
[00:06:39.820 --> 00:06:42.820]  弟兄們 我還有未盡的話
[00:06:42.820 --> 00:06:45.820]  凡是真實的 可敬的 公義的
[00:06:45.820 --> 00:06:49.820]  清潔的 可愛的 有美名的
[00:06:49.820 --> 00:06:52.820]  若有什麼德行 若有什麼稱讚
[00:06:52.820 --> 00:06:54.820]  這些事你們都要思念
[00:06:54.820 --> 00:06:57.820]  你們在我身上所學習的
[00:06:57.820 --> 00:07:00.820]  所領受的 所聽見的 所看見的
[00:07:00.820 --> 00:07:02.820]  這些事你們都要去行
[00:07:02.820 --> 00:07:05.820]  此平安的神就必與你們同在
[00:07:05.820 --> 00:07:08.820]  看到嗎 其實外在是次要的
[00:07:08.820 --> 00:07:11.820]  最重要是內心
[00:07:11.820 --> 00:07:14.820]  內心那種美德是我們需要去培植
[00:07:14.820 --> 00:07:16.820]  然後慢慢慢慢的
[00:07:16.820 --> 00:07:19.820]  然後就可以從我們的內在心裡面
[00:07:19.820 --> 00:07:21.820]  來彰顯出來
[00:07:21.820 --> 00:07:22.820]  所以我們追求的
[00:07:22.820 --> 00:07:25.820]  不單單要外在的美麗
[00:07:25.820 --> 00:07:27.820]  不是不需要 是需要的
[00:07:27.820 --> 00:07:30.820]  我們都需要裝扮 都需要修飾
[00:07:30.820 --> 00:07:34.820]  需要保養 但是更加重要的
[00:07:34.820 --> 00:07:36.820]  是追求內在美麗的生命
[00:07:36.820 --> 00:07:38.820]  好了 我們看看阿扎隆成王之道
[00:07:38.820 --> 00:07:42.820]  他就是怎樣去收買人心
[00:07:42.820 --> 00:07:45.820]  阿扎隆不滿意父親大衛
[00:07:45.820 --> 00:07:49.820]  對大哥哥暗戀的那種偏愛
[00:07:49.820 --> 00:07:51.820]  他強姦了自己妹妹
[00:07:51.820 --> 00:07:53.820]  但是爸爸沒有去責備
[00:07:53.820 --> 00:07:56.820]  很不公平的處理
[00:07:56.820 --> 00:07:59.820]  更覺得爸爸不疼他
[00:07:59.820 --> 00:08:03.820]  因為後來雖然阿扎隆被大衛召回來
[00:08:03.820 --> 00:08:06.820]  他因為殺了哥哥嘛 流亡海外了
[00:08:06.820 --> 00:08:07.820]  後來大衛召他回來
[00:08:07.820 --> 00:08:09.820]  但是大衛沒有見他
[00:08:09.820 --> 00:08:14.820]  這個時候再加上人很有權力慾
[00:08:14.820 --> 00:08:17.820]  這個時候於是他就計劃
[00:08:17.820 --> 00:08:20.820]  去奪取王位
[00:08:20.820 --> 00:08:24.820]  他用長時間的時間去鋪排
[00:08:24.820 --> 00:08:27.820]  使自己能夠踏上成王之路
[00:08:27.820 --> 00:08:29.820]  現實也是這樣的
[00:08:29.820 --> 00:08:30.820]  如果你留意到的時候
[00:08:30.820 --> 00:08:34.820]  譬如一些總統他的選舉
[00:08:34.820 --> 00:08:37.820]  可能他都要慢慢的去從政
[00:08:37.820 --> 00:08:40.820]  從參議院裡面去做
[00:08:40.820 --> 00:08:42.820]  我們會看到原來成王之路
[00:08:42.820 --> 00:08:44.820]  是需要慢慢的鋪排的
[00:08:44.820 --> 00:08:49.820]  好了 他先為自己去做聲勢
[00:08:49.820 --> 00:08:51.820]  我們看看《十無二記》下
[00:08:51.820 --> 00:08:53.820]  第十五章的第一節
[00:08:53.820 --> 00:08:56.820]  此後 阿扎隆為自己預備車馬
[00:08:56.820 --> 00:08:59.820]  又派五十人在他前頭奔走
[00:08:59.820 --> 00:09:02.820]  大家可否想像到那種氣勢
[00:09:02.820 --> 00:09:08.820]  他有駿馬在他背後
[00:09:08.820 --> 00:09:10.820]  但前面有五十個人
[00:09:10.820 --> 00:09:12.820]  一定是很莊嚴
[00:09:12.820 --> 00:09:16.820]  是穿著很好的軍裝服飾
[00:09:16.820 --> 00:09:18.820]  為他開路
[00:09:18.820 --> 00:09:20.820]  這正是王者的氣派
[00:09:20.820 --> 00:09:22.820]  不要忘記大衛晚年的時候
[00:09:22.820 --> 00:09:25.820]  他的兒子叫做亞多尼亞
[00:09:25.820 --> 00:09:28.820]  他以為自己可以承繼皇位
[00:09:28.820 --> 00:09:30.820]  也有這種氣派
[00:09:30.820 --> 00:09:32.820]  我們看看《獵王記》上
[00:09:32.820 --> 00:09:34.820]  第一章第五節
[00:09:34.820 --> 00:09:37.820]  那時 哈及的兒子亞多尼亞自尊
[00:09:37.820 --> 00:09:39.820]  說 我必作王
[00:09:39.820 --> 00:09:42.820]  就為自己預備車馬兵
[00:09:42.820 --> 00:09:45.820]  又派五十人在他前頭奔走
[00:09:45.820 --> 00:09:46.820]  所以大家看不看到
[00:09:46.820 --> 00:09:47.820]  這就是氣勢
[00:09:47.820 --> 00:09:49.820]  亞多尼亞要做王
[00:09:49.820 --> 00:09:51.820]  也是同樣的道理
[00:09:51.820 --> 00:09:54.820]  但你有氣勢是不足夠的
[00:09:54.820 --> 00:09:56.820]  譬如很簡單舉個例
[00:09:56.820 --> 00:10:01.820]  剛剛國家主席習近平去澳門
[00:10:01.820 --> 00:10:03.820]  稱澳門為掌上明珠
[00:10:03.820 --> 00:10:05.820]  東方之珠已經失色了
[00:10:05.820 --> 00:10:08.820]  那時候所有的地方
[00:10:08.820 --> 00:10:10.820]  他去的時候一定要封路
[00:10:10.820 --> 00:10:14.820]  但之前會有車隊帶他開路
[00:10:14.820 --> 00:10:16.820]  這是顯出他的氣勢
[00:10:16.820 --> 00:10:19.820]  但如果只是說排場說氣勢
[00:10:19.820 --> 00:10:23.820]  是不足以令人民歸順的
[00:10:23.820 --> 00:10:25.820]  甚至會引來反效果
[00:10:25.820 --> 00:10:27.820]  有些人說 嘩 封路了
[00:10:27.820 --> 00:10:29.820]  我們不用做生意了
[00:10:29.820 --> 00:10:31.820]  有很多時候還會擾民
[00:10:31.820 --> 00:10:36.820]  所以要得取人民的支持
[00:10:36.820 --> 00:10:39.820]  就需要得民心了
[00:10:39.820 --> 00:10:42.820]  鴨沙龍怎麼來得民心呢
[00:10:42.820 --> 00:10:45.820]  撒姆爾基亞第十五章第二節
[00:10:45.820 --> 00:10:47.820]  鴨沙龍常常早晨起來
[00:10:47.820 --> 00:10:49.820]  站在城門的道旁
[00:10:49.820 --> 00:10:52.820]  凡有憎訴要去求王判斷的
[00:10:52.820 --> 00:10:54.820]  鴨沙龍就叫他過來
[00:10:54.820 --> 00:10:57.820]  問他說 你是哪一城的人
[00:10:57.820 --> 00:11:01.820]  回答說 僕人是以色列某支派的人
[00:11:01.820 --> 00:11:03.820]  你有沒有留意到
[00:11:03.820 --> 00:11:06.820]  鴨沙龍早上很早起床
[00:11:06.820 --> 00:11:08.820]  已經要出到城門口
[00:11:08.820 --> 00:11:10.820]  大家知道在舊約時代
[00:11:10.820 --> 00:11:12.820]  城門口是最多人住的地方
[00:11:12.820 --> 00:11:14.820]  人來人往的地方
[00:11:14.820 --> 00:11:18.820]  有些人很可能要上京
[00:11:18.820 --> 00:11:26.820]  去求申冤 要求王作出判決
[00:11:26.820 --> 00:11:28.820]  要上訪
[00:11:28.820 --> 00:11:30.820]  鴨沙龍為什麼呢
[00:11:30.820 --> 00:11:33.820]  就在這個地方 記住是清晨的
[00:11:33.820 --> 00:11:35.820]  然後民眾出入這個地方
[00:11:35.820 --> 00:11:39.820]  主動的來帶去親近這幫人民
[00:11:39.820 --> 00:11:43.820]  你想想一個這麼有氣派
[00:11:43.820 --> 00:11:47.820]  這麼外表出眾的王子
[00:11:47.820 --> 00:11:49.820]  白天清早起來
[00:11:49.820 --> 00:11:52.820]  就跟人民近距離接觸
[00:11:52.820 --> 00:11:55.820]  待會我再看他怎麼謙卑
[00:11:55.820 --> 00:11:59.820]  你怎麼會得不到人民那種什麼呢
[00:11:59.820 --> 00:12:01.820]  就是喜愛呢
[00:12:01.820 --> 00:12:03.820]  所以有競選的時候
[00:12:03.820 --> 00:12:05.820]  你就會看到這些事情
[00:12:05.820 --> 00:12:07.820]  所以你會留意到
[00:12:07.820 --> 00:12:08.820]  鴨沙龍很厲害
[00:12:08.820 --> 00:12:11.820]  他會針對當時一些人
[00:12:11.820 --> 00:12:13.820]  對政府的不滿
[00:12:13.820 --> 00:12:15.820]  特別一些基層的人
[00:12:15.820 --> 00:12:17.820]  攔住這些上訪的人
[00:12:17.820 --> 00:12:19.820]  就表示我今天
[00:12:19.820 --> 00:12:21.820]  會聽你們那個訴求的
[00:12:21.820 --> 00:12:24.820]  我會為你們去申冤的
[00:12:24.820 --> 00:12:28.820]  不但這樣 更加挑動人
[00:12:28.820 --> 00:12:30.820]  你都是去對政府
[00:12:30.820 --> 00:12:32.820]  對爸爸的不滿
[00:12:32.820 --> 00:12:35.820]  好 我們一起看第三到第四節
[00:12:35.820 --> 00:12:37.820]  鴨沙龍對他說
[00:12:37.820 --> 00:12:39.820]  你也是有情有理
[00:12:39.820 --> 00:12:42.820]  無奈王沒有委理聽你申訴
[00:12:42.820 --> 00:12:44.820]  鴨沙龍又說
[00:12:44.820 --> 00:12:46.820]  不得我作國中的史詩
[00:12:46.820 --> 00:12:48.820]  凡有爭訴求審判的
[00:12:48.820 --> 00:12:50.820]  到我這裏來
[00:12:50.820 --> 00:12:52.820]  我必秉公判斷
[00:12:52.820 --> 00:12:54.820]  嘩 看不看到
[00:12:54.820 --> 00:12:56.820]  踩自己爸爸
[00:12:56.820 --> 00:12:58.820]  大衛當我作王的時候
[00:12:58.820 --> 00:12:59.820]  我已經說了
[00:12:59.820 --> 00:13:01.820]  有一段時間他生活很糜爛
[00:13:01.820 --> 00:13:02.820]  當他犯罪的時候
[00:13:02.820 --> 00:13:04.820]  日騰平勢他才會起來
[00:13:04.820 --> 00:13:06.820]  而且現在大衛年事已高
[00:13:06.820 --> 00:13:08.820]  是不是可以天天打你朝政
[00:13:08.820 --> 00:13:09.820]  未必啦
[00:13:09.820 --> 00:13:11.820]  一定有人對他不滿
[00:13:11.820 --> 00:13:13.820]  鴨沙龍就說
[00:13:13.820 --> 00:13:16.820]  你這些怨情
[00:13:16.820 --> 00:13:18.820]  真是有情有理
[00:13:18.820 --> 00:13:20.820]  不過最壞
[00:13:20.820 --> 00:13:24.820]  我爸爸沒有派人來處理你們的事
[00:13:24.820 --> 00:13:27.820]  如果我能夠做你的審判官
[00:13:27.820 --> 00:13:29.820]  做你們的史詩的時候
[00:13:29.820 --> 00:13:31.820]  如果你們的案件來到我那裏
[00:13:31.820 --> 00:13:34.820]  我一定會秉公判斷你
[00:13:34.820 --> 00:13:36.820]  這個時候你想想
[00:13:36.820 --> 00:13:38.820]  多麼厲害
[00:13:38.820 --> 00:13:41.820]  他認同了人民那種怨情
[00:13:41.820 --> 00:13:43.820]  怨情未超
[00:13:43.820 --> 00:13:44.820]  體諒他們
[00:13:44.820 --> 00:13:45.820]  那一刻裏面
[00:13:45.820 --> 00:13:48.820]  他沒有顯出你狼子之心
[00:13:48.820 --> 00:13:49.820]  只是說
[00:13:49.820 --> 00:13:52.820]  我恨不得做你國中的時事
[00:13:52.820 --> 00:13:54.820]  所以你看到有些人
[00:13:54.820 --> 00:13:57.820]  表面是很樂意幫人伸冤
[00:13:57.820 --> 00:13:59.820]  但是其實鴨沙龍背地裏面
[00:13:59.820 --> 00:14:00.820]  是不是為人民呢
[00:14:00.820 --> 00:14:02.820]  絕對不是
[00:14:02.820 --> 00:14:05.820]  只是為自己來鋪路
[00:14:05.820 --> 00:14:06.820]  在這幾年裏面
[00:14:06.820 --> 00:14:08.820]  大家會不會看到歷史
[00:14:08.820 --> 00:14:10.820]  在重複中
[00:14:10.820 --> 00:14:13.820]  有一個人叫陳同佳
[00:14:13.820 --> 00:14:15.820]  在台灣殺了他的女朋友
[00:14:15.820 --> 00:14:16.820]  好了
[00:14:16.820 --> 00:14:20.820]  以往都曾經有香港的案件
[00:14:20.820 --> 00:14:23.820]  那些罪犯可以送回台灣受審
[00:14:23.820 --> 00:14:24.820]  但是這次不是
[00:14:24.820 --> 00:14:26.820]  好了 民建聯
[00:14:26.820 --> 00:14:28.820]  很有愛心
[00:14:28.820 --> 00:14:29.820]  周浩鼎是律師
[00:14:29.820 --> 00:14:32.820]  李慧琼是民建聯的主席
[00:14:32.820 --> 00:14:34.820]  很不幸地這兩個都是叫囚
[00:14:34.820 --> 00:14:37.820]  就說後面那班人尋求公義
[00:14:37.820 --> 00:14:39.820]  移交罪犯安排
[00:14:39.820 --> 00:14:42.820]  就說要為他們去伸冤
[00:14:42.820 --> 00:14:46.820]  要為潘曉穎的媽媽去幫他
[00:14:46.820 --> 00:14:49.820]  接著他們開完記者會沒多久
[00:14:49.820 --> 00:14:54.820]  林鄭月娥就推出了那個送中條例
[00:14:54.820 --> 00:14:56.820]  接著很多人民反對
[00:14:56.820 --> 00:14:58.820]  也引起今天很多人來英國
[00:14:58.820 --> 00:15:00.820]  或者去不同的地方
[00:15:00.820 --> 00:15:04.820]  但是當這個送中條例一出來之後
[00:15:04.820 --> 00:15:06.820]  還有沒有人來幫他
[00:15:06.820 --> 00:15:08.820]  潘曉穎的媽媽
[00:15:08.820 --> 00:15:11.820]  走去找回民建聯這幫人
[00:15:11.820 --> 00:15:13.820]  但是沒有人去理他
[00:15:13.820 --> 00:15:14.820]  不見他
[00:15:14.820 --> 00:15:16.820]  所以說到騙我說修例
[00:15:16.820 --> 00:15:17.820]  一定可以幫到我
[00:15:17.820 --> 00:15:21.820]  他就曾經向香港人來認錯
[00:15:21.820 --> 00:15:23.820]  我被利用了
[00:15:23.820 --> 00:15:24.820]  大家看到了
[00:15:24.820 --> 00:15:26.820]  好了 政府有什麼可以做
[00:15:26.820 --> 00:15:28.820]  還有現在這個叫牧師
[00:15:28.820 --> 00:15:30.820]  叫管浩明 是不是
[00:15:30.820 --> 00:15:32.820]  是的 他去關心陳同佳
[00:15:32.820 --> 00:15:34.820]  好 你作為一個牧者
[00:15:34.820 --> 00:15:35.820]  你關心那些罪人你應該贏
[00:15:35.820 --> 00:15:37.820]  但是你有沒有去關心過
[00:15:37.820 --> 00:15:39.820]  潘曉穎的媽媽
[00:15:39.820 --> 00:15:40.820]  有沒有去關心過他
[00:15:40.820 --> 00:15:42.820]  所以你留意到很多人
[00:15:42.820 --> 00:15:43.820]  他表面做的事
[00:15:43.820 --> 00:15:46.820]  哎呀 我現在是為你
[00:15:46.820 --> 00:15:48.820]  但是是不是真的為了你
[00:15:48.820 --> 00:15:50.820]  原來他們有自己的仇孫
[00:15:50.820 --> 00:15:52.820]  很恐怖的
[00:15:52.820 --> 00:15:54.820]  所以真的難為正邪定分界
[00:15:54.820 --> 00:15:55.820]  在這一刻裡面
[00:15:55.820 --> 00:15:57.820]  他好像是一個天使
[00:15:57.820 --> 00:15:59.820]  但原來他裡面是一個魔鬼
[00:15:59.820 --> 00:16:01.820]  這個是很可悲的
[00:16:01.820 --> 00:16:03.820]  其實恣意行難
[00:16:03.820 --> 00:16:05.820]  要批判是很容易的
[00:16:05.820 --> 00:16:07.820]  我爸爸沒有理你
[00:16:07.820 --> 00:16:09.820]  所以你的案件一直積著這麼多
[00:16:09.820 --> 00:16:12.820]  但是其實真的要實踐就很困難
[00:16:12.820 --> 00:16:17.820]  人們往往對當時的政權有所不滿
[00:16:17.820 --> 00:16:19.820]  批評是很容易的
[00:16:19.820 --> 00:16:20.820]  像出去的壁餅
[00:16:20.820 --> 00:16:22.820]  甚至會承諾
[00:16:22.820 --> 00:16:24.820]  有些什麼事情我們會解決
[00:16:24.820 --> 00:16:26.820]  但是到頭來又怎樣
[00:16:26.820 --> 00:16:27.820]  所以你見到那些人
[00:16:27.820 --> 00:16:30.820]  每一次他參選的時候
[00:16:30.820 --> 00:16:32.820]  講很多的事情
[00:16:32.820 --> 00:16:34.820]  講到議政延遲
[00:16:34.820 --> 00:16:36.820]  如果你聽過盛健騰就講什麼呢
[00:16:36.820 --> 00:16:39.820]  就是拜登出來參選的時候
[00:16:39.820 --> 00:16:41.820]  說明了不會特赦自己的兒子
[00:16:41.820 --> 00:16:43.820]  現在就特赦了 是不是
[00:16:43.820 --> 00:16:46.820]  我們每一個人上場都會說
[00:16:46.820 --> 00:16:47.820]  我會怎樣怎樣怎樣
[00:16:47.820 --> 00:16:49.820]  哇 一桶紅塗大雞
[00:16:49.820 --> 00:16:51.820]  但是當他離任的時候
[00:16:51.820 --> 00:16:53.820]  究竟有多少做得到呢
[00:16:53.820 --> 00:16:55.820]  好了 鴨沙龍隨即自薦
[00:16:55.820 --> 00:16:57.820]  自己很有愛心
[00:16:57.820 --> 00:16:58.820]  很誠懇的
[00:16:58.820 --> 00:17:01.820]  有能力跟他們去解決問題
[00:17:01.820 --> 00:17:04.820]  那時候這種踐踏別人
[00:17:04.820 --> 00:17:06.820]  踩下別人 高抬自己
[00:17:06.820 --> 00:17:07.820]  是很多時候
[00:17:07.820 --> 00:17:10.820]  我們見到的政治伎倆
[00:17:10.820 --> 00:17:12.820]  所以你留意到第五節
[00:17:12.820 --> 00:17:13.820]  他是怎樣講的
[00:17:13.820 --> 00:17:14.820]  哇 很寶貴
[00:17:14.820 --> 00:17:16.820]  我們看第五節
[00:17:16.820 --> 00:17:19.820]  若有人近前來要拜鴨沙龍
[00:17:19.820 --> 00:17:21.820]  鴨沙龍就伸手拉住他
[00:17:21.820 --> 00:17:22.820]  與他親嘴
[00:17:22.820 --> 00:17:24.820]  哇 見不見得到
[00:17:24.820 --> 00:17:25.820]  那些人見到鴨沙龍
[00:17:25.820 --> 00:17:26.820]  那麼好都肯跟我來
[00:17:26.820 --> 00:17:27.820]  但是他伸冤立刻來
[00:17:27.820 --> 00:17:29.820]  但是你是皇子拜他
[00:17:29.820 --> 00:17:30.820]  他很謙虛
[00:17:30.820 --> 00:17:31.820]  說虛懷弱骨
[00:17:31.820 --> 00:17:33.820]  不要不要不要 千萬不要
[00:17:33.820 --> 00:17:35.820]  立刻扶著這些人
[00:17:35.820 --> 00:17:38.820]  甚至跟這些平民親嘴
[00:17:38.820 --> 00:17:40.820]  多厲害
[00:17:40.820 --> 00:17:42.820]  所以你留意到的時候
[00:17:42.820 --> 00:17:44.820]  這個拉住是什麼呢
[00:17:44.820 --> 00:17:45.820]  原來的意思就是
[00:17:45.820 --> 00:17:47.820]  很有力的拉住對方
[00:17:47.820 --> 00:17:49.820]  就是阻止那個人
[00:17:49.820 --> 00:17:51.820]  你都是向他叩拜
[00:17:51.820 --> 00:17:52.820]  又或者
[00:17:52.820 --> 00:17:55.820]  將已經伏在地上的人民
[00:17:55.820 --> 00:17:57.820]  大力的把他拉起來
[00:17:57.820 --> 00:18:00.820]  那時候這種書專降貴
[00:18:00.820 --> 00:18:03.820]  這種謙卑的表現
[00:18:03.820 --> 00:18:07.820]  怎會不得到人民的愛戴信任呢
[00:18:07.820 --> 00:18:09.820]  鴨沙龍真的很勤力
[00:18:09.820 --> 00:18:11.820]  他懾而不捨
