
[00:00:00.000 --> 00:00:06.700]  蔡同學 原本上禮拜我就已經把這個起訴要講完了
[00:05:35.900 --> 00:05:38.600]  就讀到這裡 禮拜六就讀到這裡
[00:05:38.600 --> 00:05:41.500]  就提到說 祂要吃下寶貴司
[00:05:41.500 --> 00:05:43.900]  要與我們永遠的同在 是不是?
[00:05:43.900 --> 00:05:46.900]  祂要引導我們進入一切的真理
[00:05:46.900 --> 00:05:50.300]  然後 耶穌告訴他們說 你們心裡不要憂愁
[00:05:50.300 --> 00:05:51.800]  為什麼呢?
[00:05:51.800 --> 00:05:55.800]  祂說 我到福特裡去 我還要再回來
[00:05:55.800 --> 00:05:58.300]  門徒們聽不懂 是不是?
[00:05:58.300 --> 00:06:00.700]  然後 耶穌在告訴他們 預備他們
[00:06:00.700 --> 00:06:03.400]  要告訴他們說 然後耶穌就告訴他們說
[00:06:03.400 --> 00:06:09.400]  祂說 在我裡面有平安 在世上裡面有苦難
[00:06:09.400 --> 00:06:13.900]  這個苦難 主耶穌在這裡提到的
[00:06:13.900 --> 00:06:18.000]  就是在暗示 在預指著 祂要定十字架
[00:06:18.000 --> 00:06:20.000]  然後 祂定十字架之後
[00:06:20.000 --> 00:06:24.800]  門徒們就要開始面臨逼迫
[00:06:24.800 --> 00:06:27.300]  門徒們當時不曉得
[00:06:27.300 --> 00:06:30.000]  但是今天我們看見 我們知道
[00:06:30.000 --> 00:06:33.000]  親愛的同志們 不單單是門徒們
[00:06:33.000 --> 00:06:35.000]  他們會面臨到苦難
[00:06:35.000 --> 00:06:39.000]  今天凡是立志要跟隨耶穌基督的
[00:06:39.000 --> 00:06:42.000]  都要受苦
[00:06:42.000 --> 00:06:47.000]  凡是立志 聖經上說
[00:06:47.000 --> 00:06:52.000]  凡是立志盡錢度日的 都要受逼迫
[00:06:52.000 --> 00:06:58.000]  這應該每個人都阿悶才行
[00:06:58.000 --> 00:07:00.700]  不阿悶就表示你不要立志盡錢 是不是?
[00:07:00.700 --> 00:07:03.000]  所以凡立志盡錢的都要受逼迫
[00:07:03.000 --> 00:07:05.000]  Amen?
[00:07:05.000 --> 00:07:08.300]  親愛的同志們 Are you ready?
[00:07:08.300 --> 00:07:09.800]  你預備好了嗎?
[00:07:09.800 --> 00:07:13.300]  主耶穌說 這世上有苦難
[00:07:13.300 --> 00:07:18.600]  約伯記第五章第七節第八節
[00:07:18.600 --> 00:07:23.300]  約伯是一個可以說是講苦難最多的
[00:07:23.300 --> 00:07:25.300]  也可以說是每一次談到苦難
[00:07:25.300 --> 00:07:28.200]  我們大概都會講到這個約伯記
[00:07:28.200 --> 00:07:32.500]  約伯在這一段經紀裡面這樣講
[00:07:32.500 --> 00:07:37.000]  他說 人生在世必遇患難
[00:07:37.000 --> 00:07:41.500]  多得如同火星飛騰
[00:07:41.500 --> 00:07:44.200]  至於我 我必仰望上帝
[00:07:44.200 --> 00:07:47.300]  把我的事情託付他
[00:07:47.300 --> 00:07:50.600]  人生在世必遇苦難
[00:07:50.600 --> 00:07:53.600]  是不是?
[00:07:53.600 --> 00:07:55.100]  從小到大
[00:07:55.100 --> 00:07:58.700]  有沒有沒有受過苦的 有沒有?
[00:07:58.700 --> 00:08:00.900]  都受過苦吧?
[00:08:00.900 --> 00:08:03.300]  有沒有牙疼過?
[00:08:03.300 --> 00:08:05.800]  有
[00:08:05.800 --> 00:08:09.800]  那天張牧師跟我講說
[00:08:09.800 --> 00:08:15.500]  他去動牙周手術 多疼啊!
[00:08:15.500 --> 00:08:17.000]  還是用雷射的
[00:08:17.000 --> 00:08:20.000]  我不知道這是什麼用雷射方式
[00:08:20.000 --> 00:08:23.100]  我二十幾歲的時候
[00:08:23.100 --> 00:08:26.000]  沒有 可能還不到二十幾歲
[00:08:26.000 --> 00:08:30.300]  反正我就得了年輕型
[00:08:30.300 --> 00:08:34.600]  它叫青春型牙周病
[00:08:34.600 --> 00:08:36.900]  什麼叫青春型牙周病?
[00:08:36.900 --> 00:08:40.100]  就是說這個牙周病應該是
[00:08:40.100 --> 00:08:42.600]  年紀大了才會這樣子
[00:08:42.600 --> 00:08:44.100]  但是我那麼年輕
[00:08:44.100 --> 00:08:47.800]  就得了這個青春型牙周病
[00:08:47.800 --> 00:08:50.500]  所以我二十幾歲的時候就動了
[00:08:50.500 --> 00:08:55.000]  第一次的牙周病手術 全口手術
[00:08:55.000 --> 00:08:57.600]  那個時候沒有像現在什麼雷射
[00:08:57.600 --> 00:09:00.600]  那個就是直接的打了麻藥之後
[00:09:00.600 --> 00:09:03.100]  就把你的牙肉挖開
[00:09:03.100 --> 00:09:04.600]  然後裡面清 不要講了
[00:09:04.600 --> 00:09:07.300]  免得你都會痛苦了
[00:09:07.300 --> 00:09:08.600]  我第一次感覺到
[00:09:08.600 --> 00:09:12.100]  耶穌基督定時支架的那種苦
[00:09:12.100 --> 00:09:13.600]  稍稍有一點感覺
[00:09:13.600 --> 00:09:16.500]  就是那個時候
[00:09:16.500 --> 00:09:18.100]  親愛的同學
[00:09:18.100 --> 00:09:22.400]  人生當中會不會有這些的難處?
[00:09:22.400 --> 00:09:24.900]  會不會身體生病?
[00:09:24.900 --> 00:09:27.000]  你說我沒有牙周病的問題
[00:09:27.000 --> 00:09:29.500]  但是有沒有掉牙的問題?
[00:09:29.500 --> 00:09:31.700]  有沒有牙齒痛的問題?
[00:09:31.700 --> 00:09:34.000]  有沒有這邊痛那邊痛的問題?
[00:09:34.000 --> 00:09:38.000]  年紀大了之後 痛的地方更多了
[00:09:38.000 --> 00:09:39.500]  親愛的同學
[00:09:39.500 --> 00:09:41.700]  人生當中不可能無災無病
[00:09:41.700 --> 00:09:43.600]  人生當中不可能無病
[00:09:43.600 --> 00:09:45.700]  不可能沒有問題 不可能沒有災難
[00:09:45.700 --> 00:09:49.600]  人生當中必定會有苦難
[00:09:49.600 --> 00:09:53.900]  而且《使徒行傳》14章22節
[00:09:53.900 --> 00:10:00.700]  在這個地方講到說
[00:10:00.700 --> 00:10:02.800]  我們進入神的國
[00:10:02.800 --> 00:10:07.100]  必須經歷許多的艱難
[00:10:07.100 --> 00:10:09.500]  親愛的同學
[00:10:09.500 --> 00:10:12.600]  我們跟別人傳福音的時候
[00:10:12.600 --> 00:10:15.500]  有的時候小心
[00:10:15.500 --> 00:10:19.200]  有的時候我們會講的只有片面的
[00:10:19.200 --> 00:10:20.900]  我們告訴他們 新耶穌真好
[00:10:20.900 --> 00:10:22.200]  新耶穌平安喜樂
[00:10:22.200 --> 00:10:24.400]  新耶穌之後
[00:10:24.400 --> 00:10:28.000]  好像新耶穌之後 祂什麼問題都沒了
[00:10:28.000 --> 00:10:32.000]  一帆風順 升官發財
[00:10:32.000 --> 00:10:34.200]  好像我們的信仰變成是這樣子了
[00:10:34.200 --> 00:10:36.900]  我們說 千萬不要用這樣子的方式
[00:10:36.900 --> 00:10:40.500]  拐騙人新耶穌
[00:10:40.500 --> 00:10:42.900]  對不起 我用拐騙這兩個字
[00:10:42.900 --> 00:10:46.000]  我們當然不是想要去騙別人
[00:10:46.000 --> 00:10:49.600]  我們也不是在講的是完全不是事實
[00:10:49.600 --> 00:10:51.500]  但是親愛的同學們
[00:10:51.500 --> 00:10:55.400]  我們講的只是部分的事實 是嗎
[00:10:55.400 --> 00:11:00.400]  神沒有允許花香長滿
[00:11:00.400 --> 00:11:03.900]  神沒有允許天色長藍
[00:11:03.900 --> 00:11:07.600]  新耶穌不代表你碰到的問題
[00:11:07.600 --> 00:11:13.600]  或者你碰到的難處就比別人少 是嗎
[00:11:13.600 --> 00:11:15.300]  親愛的同學們
[00:11:15.300 --> 00:11:17.700]  但是不一樣的是
[00:11:17.700 --> 00:11:20.800]  我們信了耶穌 我們碰到難處
[00:11:20.800 --> 00:11:23.400]  我們有主
[00:11:23.400 --> 00:11:25.200]  這是不一樣的
[00:11:25.200 --> 00:11:27.300]  我等一下會更清楚地講這件事情
[00:11:27.300 --> 00:11:29.800]  所以在這個末世
[00:11:29.800 --> 00:11:31.800]  是起訴錄讓我們看見說
[00:11:31.800 --> 00:11:36.000]  這前面四個印的意象裡面
[00:11:36.000 --> 00:11:38.400]  出現了四匹馬
[00:11:38.400 --> 00:11:40.900]  第一匹馬
[00:11:40.900 --> 00:11:43.300]  第一匹馬是白馬
[00:11:43.300 --> 00:11:44.800]  因為我之前講過
[00:11:44.800 --> 00:11:46.400]  也許你不記得沒關係
[00:11:46.400 --> 00:11:48.200]  我簡單地提一下
[00:11:48.200 --> 00:11:49.900]  第一匹馬是白馬
[00:11:49.900 --> 00:11:56.700]  這個白馬代表的 預表的是對外的戰爭
[00:11:56.700 --> 00:12:01.800]  當時候約翰寫書信的時候
[00:12:01.800 --> 00:12:03.100]  他看到的印象
[00:12:03.100 --> 00:12:07.900]  當時候他的時代背景是羅馬帝國
[00:12:07.900 --> 00:12:11.300]  所以從羅馬帝國的角度來講
[00:12:11.300 --> 00:12:15.800]  當時候羅馬帝國南征北討到處去打仗
[00:12:15.800 --> 00:12:18.900]  所以他說這裡說勝了再勝
[00:12:18.900 --> 00:12:22.000]  羅馬帝國他接著打仗
[00:12:22.000 --> 00:12:24.200]  擴充他的版圖
[00:12:24.200 --> 00:12:27.500]  建立了神聖羅馬帝國
[00:12:27.500 --> 00:12:30.900]  那麼這也就是第一匹馬
[00:12:30.900 --> 00:12:32.900]  這就是白馬
[00:12:32.900 --> 00:12:34.200]  那麼在聖經上面
[00:12:34.200 --> 00:12:38.200]  主耶穌在馬太福音24章
[00:12:38.200 --> 00:12:40.600]  馬可福音13章都有提到
[00:12:40.600 --> 00:12:43.500]  路加福音福音書裡面
[00:12:43.500 --> 00:12:45.400]  這三卷都有講到說
[00:12:45.400 --> 00:12:46.500]  講到什麼呢
[00:12:46.500 --> 00:12:54.600]  講到他說你們要聽見打仗和打仗的風聲
[00:12:54.600 --> 00:12:58.500]  後面又提到說國要攻打國
[00:12:58.500 --> 00:13:03.600]  所以我們為什麼要讀馬太福音24章
[00:13:03.600 --> 00:13:05.300]  耶穌講的那段話
[00:13:05.300 --> 00:13:06.700]  因為馬太福音24章
[00:13:06.700 --> 00:13:08.900]  耶穌所講的那整章裡面
[00:13:08.900 --> 00:13:11.200]  所講的跟這個末世
[00:13:11.200 --> 00:13:12.200]  就是在講末世
[00:13:12.200 --> 00:13:13.900]  在整個末世論裡面
[00:13:13.900 --> 00:13:17.800]  馬太福音24章那一段的內容
[00:13:17.800 --> 00:13:21.300]  跟這一個非常重要的關係
[00:13:21.300 --> 00:13:23.200]  所以耶穌講到說國要攻打國
[00:13:23.200 --> 00:13:24.800]  要打仗的這些事情
[00:13:24.800 --> 00:13:28.800]  當你聽到俄羅斯打這個烏克蘭的時候
[00:13:28.800 --> 00:13:32.600]  你會不會覺得說怎麼會這樣子呢
[00:13:32.600 --> 00:13:34.400]  今天這個時代
[00:13:34.400 --> 00:13:36.800]  怎麼還會有這種事情發生呢
[00:13:36.800 --> 00:13:38.700]  你會不會有這種感覺
[00:13:38.700 --> 00:13:40.600]  會不會
[00:13:40.600 --> 00:13:42.000]  當你第一次聽到的時候
[00:13:42.000 --> 00:13:44.500]  你會不會有這種感覺
[00:13:44.500 --> 00:13:45.900]  我們覺得不太可
[00:13:45.900 --> 00:13:48.700]  特別我們身上在美國的人對不對
[00:13:48.700 --> 00:13:50.600]  我們不太可能想像會有這種
[00:13:50.600 --> 00:13:52.900]  因為我們是在一個民主的社會裡面
[00:13:52.900 --> 00:13:55.400]  大家彼此尊重是不是
[00:13:55.400 --> 00:13:57.800]  但是怎麼會有一個國家
[00:13:57.800 --> 00:14:01.700]  竟然不顧整個世界的人的看法如何
[00:14:01.700 --> 00:14:04.300]  他就硬要幹到底呢
[00:14:04.300 --> 00:14:06.600]  你看見一件事情
[00:14:06.600 --> 00:14:09.300]  整個這個世界的進行
[00:14:09.300 --> 00:14:13.100]  在照著神所說的
[00:14:13.100 --> 00:14:16.400]  聖經所說的在進行
[00:14:16.400 --> 00:14:17.900]  我要攻打國
[00:14:17.900 --> 00:14:21.800]  打仗到處都有打仗的聲音
[00:14:21.800 --> 00:14:24.300]  那麼第二匹馬
[00:14:24.300 --> 00:14:26.900]  第二匹馬是紅色的
[00:14:26.900 --> 00:14:29.700]  這是紅的馬
[00:14:29.700 --> 00:14:33.000]  那麼這個紅的馬是什麼意思呢
[00:14:33.000 --> 00:14:35.600]  這個紅的馬可能
[00:14:35.600 --> 00:14:38.500]  這個紅色是血的顏色
[00:14:38.500 --> 00:14:41.500]  那麼前面我們剛講的那個白色呢
[00:14:41.500 --> 00:14:44.100]  白色是羅馬帝國
[00:14:44.100 --> 00:14:47.900]  他們羅馬將軍打勝的時候
[00:14:47.900 --> 00:14:51.500]  他們都是用白馬拉著戰車遊行
[00:14:51.500 --> 00:14:54.300]  好 那麼所以這個紅馬是紅色的
[00:14:54.300 --> 00:14:55.800]  血的顏色
[00:14:55.800 --> 00:14:59.700]  可能代表的是一個內戰或者是革命
[00:14:59.700 --> 00:15:03.900]  就是這不是對外的 這是內部的
[00:15:03.900 --> 00:15:06.800]  那你看耶穌也提到剛才講的
[00:15:06.800 --> 00:15:11.000]  剛才講的在這個馬可福音也有提
[00:15:11.000 --> 00:15:13.600]  馬可福音13章第8節這裡講說什麼呢
[00:15:13.600 --> 00:15:17.600]  民要攻打民
[00:15:17.600 --> 00:15:20.600]  民要攻打民 國要攻打國
[00:15:20.600 --> 00:15:22.300]  民要攻打民
[00:15:22.300 --> 00:15:26.000]  你會發現今天其實
[00:15:26.000 --> 00:15:28.900]  俄羅斯去打烏克蘭
[00:15:28.900 --> 00:15:33.700]  這是外面我們看到的一個戰爭而已
[00:15:33.700 --> 00:15:34.800]  但是你知道嗎
[00:15:34.800 --> 00:15:40.200]  全世界現在還有很多的地方在進行戰爭
[00:15:40.200 --> 00:15:42.800]  而很多這些地方進行的戰爭是什麼
[00:15:42.800 --> 00:15:46.100]  是內戰
[00:15:46.100 --> 00:15:48.100]  在烏克蘭戰爭之前
[00:15:48.100 --> 00:15:51.100]  我想我們大家記憶還猶新的是什麼
[00:15:51.100 --> 00:15:55.300]  是緬甸的內戰 有沒有
[00:15:55.300 --> 00:15:58.700]  我去過緬甸
[00:15:58.700 --> 00:16:02.100]  他們本來就是有這一些
[00:16:02.100 --> 00:16:05.500]  他們的有第三大族叫克倫族
[00:16:05.500 --> 00:16:07.900]  本來這個就是少數民族
[00:16:07.900 --> 00:16:12.400]  經常被這個緬甸軍逼迫
[00:16:12.400 --> 00:16:14.600]  所以這些少數民族
[00:16:14.600 --> 00:16:17.500]  他們就自己也擁有軍隊
[00:16:17.500 --> 00:16:18.800]  他們也種鴉片
[00:16:18.800 --> 00:16:21.300]  因為這是他們的很重要的生計來源
[00:16:21.300 --> 00:16:23.300]  他們要對抗政府軍
[00:16:23.300 --> 00:16:28.500]  所以當這個政變翁山蘇姬被他們關起來之後
[00:16:28.500 --> 00:16:33.500]  緬甸就開始其他的少數民族就聯合起來
[00:16:33.500 --> 00:16:40.400]  就開始做 就跟政府軍對抗起來
[00:16:40.400 --> 00:16:42.200]  緬甸內戰
[00:16:42.200 --> 00:16:46.100]  現在大概你不太容易去聽到緬甸的消息
[00:16:46.100 --> 00:16:53.400]  新聞媒體幾乎都被烏克蘭戰爭佔據了
[00:16:53.400 --> 00:16:55.800]  但是你知道嗎
[00:16:55.800 --> 00:16:57.800]  還有另外一個地方
[00:16:57.800 --> 00:17:01.600]  在我們另外一個世界的一角落
[00:17:01.600 --> 00:17:04.200]  現在正在發生的一個
[00:17:04.200 --> 00:17:07.500]  也是一個很大規模的一個內戰
[00:17:07.500 --> 00:17:14.500]  這個國家叫做伊索匹亞
[00:17:14.500 --> 00:17:18.900]  中國大陸把它翻成叫做埃塞俄比亞
[00:17:18.900 --> 00:17:21.200]  聽過吧
[00:17:21.200 --> 00:17:25.700]  聽過沒有
[00:17:25.700 --> 00:17:28.700]  這個國家有上億的人口
[00:17:28.700 --> 00:17:31.600]  不是小國家
[00:17:31.600 --> 00:17:39.900]  以前曾經人家稱它說是非洲的小中國
[00:17:39.900 --> 00:17:45.800]  但是這個國家從2019年開始
[00:17:45.800 --> 00:17:54.400]  這個現任的總統跟他們當中的一個
[00:17:54.400 --> 00:17:57.800]  有一個他們叫做州
[00:17:57.800 --> 00:18:00.700]  這個州
[00:18:00.700 --> 00:18:03.000]  這個複雜很複雜
[00:18:03.000 --> 00:18:06.900]  總之簡單的說種族之間的衝突
[00:18:06.900 --> 00:18:10.800]  因為在這個國家裡面有很多的族
[00:18:10.800 --> 00:18:15.300]  那麼這個總統所統治的
[00:18:15.300 --> 00:18:17.000]  它是屬於一個族
[00:18:17.000 --> 00:18:20.900]  但是有另外一個族也是一個很大的族
[00:18:20.900 --> 00:18:27.200]  他們就被這個總統告訴他們說
[00:18:27.200 --> 00:18:29.200]  你們要聽中央的等等這些
[00:18:29.200 --> 00:18:30.600]  那他們不服從中央
[00:18:30.600 --> 00:18:34.100]  中央就派軍隊要去鎮壓他們
[00:18:34.100 --> 00:18:37.900]  因此就產生了這樣子的一個內戰
[00:18:37.900 --> 00:18:41.100]  那現在這個內戰打到一個結果
[00:18:41.100 --> 00:18:48.500]  這個族他們已經是打到首都去了
[00:18:48.500 --> 00:18:52.500]  兄弟們
[00:18:52.500 --> 00:18:54.500]  你可以看見
[00:18:54.500 --> 00:18:56.800]  這個世界充滿了這樣子的問題
[00:18:56.800 --> 00:18:59.600]  充滿了這樣子的衝突
[00:18:59.600 --> 00:19:02.100]  在這個埃塞俄比亞
[00:19:02.100 --> 00:19:04.400]  這一次的戰爭裡面
[00:19:04.400 --> 00:19:06.600]  我這幾天在看的時候
[00:19:06.600 --> 00:19:12.600]  真是覺得看了都覺得痛苦
[00:19:12.600 --> 00:19:14.400]  這個兩個族之間的征戰
[00:19:14.400 --> 00:19:16.400]  又加入另外一個族
[00:19:16.400 --> 00:19:18.800]  他們變成是兩個族合起來
[00:19:18.800 --> 00:19:21.700]  去跟這個政府的這個族打
[00:19:21.700 --> 00:19:24.600]  那麼這個政府的族看見這個族
[00:19:24.600 --> 00:19:26.800]  就對這個族的人不信任
[00:19:26.800 --> 00:19:27.800]  所以在軍隊裡面
[00:19:27.800 --> 00:19:29.600]  它裡面有這個族的人
[00:19:29.600 --> 00:19:32.500]  它通通要把它清掉
[00:19:32.500 --> 00:19:33.800]  那帶來一個結果就是
[00:19:33.800 --> 00:19:41.000]  這個兩個族都在做種族清洗的工作
[00:19:41.000 --> 00:19:42.900]  親愛的同志們
[00:19:42.900 --> 00:19:47.600]  你就覺得說怎麼會這麼殘忍啊
[00:19:47.600 --> 00:19:49.700]  然後在戰爭的中間
[00:19:49.700 --> 00:19:52.400]  藉著去強姦婦女
[00:19:52.400 --> 00:19:55.100]  要來去達到他們種族清洗
[00:19:55.100 --> 00:20:00.000]  甚至是他們一種策略性的做法
[00:20:00.000 --> 00:20:01.700]  你都不能想像有這麼樣子
[00:20:01.700 --> 00:20:04.500]  糟糕污穢的這種事情發生
[00:20:04.500 --> 00:20:08.300]  但是就是發生在埃塞俄比亞
[00:20:08.300 --> 00:20:09.800]  親愛的同志們
[00:20:09.800 --> 00:20:12.500]  這個第二匹馬的白馬出現
[00:20:12.500 --> 00:20:14.200]  跟第一匹馬的白馬
[00:20:14.200 --> 00:20:15.900]  跟這個第二匹馬的紅馬
[00:20:15.900 --> 00:20:17.100]  都代表一件事情
[00:20:17.100 --> 00:20:18.200]  就是你可以看見
[00:20:18.200 --> 00:20:20.400]  這個世界這個戰爭越來越多
[00:20:20.400 --> 00:20:21.100]  是不是
[00:20:21.100 --> 00:20:22.400]  這個民要攻打民
[00:20:22.400 --> 00:20:23.600]  國要攻打國
[00:20:23.600 --> 00:20:26.300]  在全世界現在大概統計起來
[00:20:26.300 --> 00:20:29.800]  有40個地區或者是國家
[00:20:29.800 --> 00:20:36.000]  正在發生戰爭
[00:20:36.000 --> 00:20:39.100]  那就是這個完了之後
[00:20:39.100 --> 00:20:42.400]  接著又來了
[00:20:42.400 --> 00:20:46.400]  其實戰爭所帶來的結果
[00:20:46.400 --> 00:20:50.300]  跟這都會息息相關
[00:20:50.300 --> 00:20:52.700]  你看俄羅斯對不對
[00:20:52.700 --> 00:20:55.300]  俄羅斯在打別的國家
[00:20:55.300 --> 00:20:56.600]  打烏克蘭
[00:20:56.600 --> 00:20:59.400]  可是其實俄羅斯本身
[00:20:59.400 --> 00:21:02.300]  自己也是內部有問題
[00:21:02.300 --> 00:21:03.600]  他們的反對黨
[00:21:03.600 --> 00:21:05.700]  這個從以前選舉的時候
[00:21:05.700 --> 00:21:08.900]  這個普亭就是反正就是鎮壓他的這個
[00:21:08.900 --> 00:21:14.200]  所以他很多年輕人是支持那個反對黨的
[00:21:14.200 --> 00:21:15.700]  老年人支持這個普亭
[00:21:15.700 --> 00:21:16.900]  但是很多年輕人
[00:21:16.900 --> 00:21:19.200]  其實他們都是支持反對黨的
[00:21:19.200 --> 00:21:21.800]  只不過現在他用這個武力鎮壓
[00:21:21.800 --> 00:21:23.100]  鎮暴警察等等
[00:21:23.100 --> 00:21:26.200]  所以現在俄羅斯他被他鎮下來
[00:21:26.200 --> 00:21:29.600]  但是其實他內部也是很多的問題
[00:21:29.600 --> 00:21:33.400]  那我們美國呢
[00:21:33.400 --> 00:21:36.500]  我們美國沒有這樣子的打起來
[00:21:36.500 --> 00:21:38.900]  但是我們這個比戰不斷
[00:21:38.900 --> 00:21:40.700]  媒體戰不斷
