
[00:00:00.000 --> 00:00:03.200]  弟子們今天又繼續講史詩記
[00:04:40.400 --> 00:04:43.400]  其實這裡有一個隱喻
[00:04:43.400 --> 00:04:46.400]  就是那些跪下的我不選
[00:04:46.400 --> 00:04:48.400]  跪下的我不選
[00:04:48.400 --> 00:04:54.400]  因為他去到跪,隱喻他會跪拜權勢
[00:04:54.400 --> 00:04:57.400]  他會跪拜巴力,他會跪拜假神
[00:04:57.400 --> 00:05:01.400]  容易跪的,其實未必是
[00:05:01.400 --> 00:05:05.400]  只不過說這個跪下,就是他會跪在水邊
[00:05:05.400 --> 00:05:07.400]  當然他不會趴在水邊
[00:05:07.400 --> 00:05:10.400]  他會跪在水邊,然後頭這樣下去
[00:05:10.400 --> 00:05:12.400]  這樣拿來喝,這樣拿來喝
[00:05:12.400 --> 00:05:16.400]  但有些人可能是比較不小心站在那裡
[00:05:16.400 --> 00:05:18.400]  他選那三百個人
[00:05:18.400 --> 00:05:20.400]  其實分別就是
[00:05:20.400 --> 00:05:23.400]  有些人就說,如果他是拿酒瓶來喝
[00:05:23.400 --> 00:05:27.400]  他喝的時候,他會留意到周圍有沒有敵人
[00:05:27.400 --> 00:05:29.400]  比較警覺的
[00:05:29.400 --> 00:05:32.400]  那些看到水就趴下去喝
[00:05:32.400 --> 00:05:34.400]  那些就不夠警覺了
[00:05:34.400 --> 00:05:39.400]  終於他找那些用手捧起水來喝
[00:05:39.400 --> 00:05:41.400]  這樣可以觀察住那些人
[00:05:41.400 --> 00:05:44.400]  就三百人
[00:05:44.400 --> 00:05:48.400]  第七節耶和華對基電說
[00:05:48.400 --> 00:05:52.400]  我要用這添水的三百人
[00:05:52.400 --> 00:05:54.400]  來拯救你們
[00:05:54.400 --> 00:05:56.400]  將米電人交在你們手中
[00:05:56.400 --> 00:06:00.400]  其餘的人都可以各歸各處去
[00:06:00.400 --> 00:06:04.400]  神在這裡說,我要用三百人
[00:06:04.400 --> 00:06:06.400]  如果我是基電
[00:06:06.400 --> 00:06:11.400]  我就會大力手腳都舉起抗議
[00:06:11.400 --> 00:06:15.400]  或者倒給幾口冷氣
[00:06:15.400 --> 00:06:18.400]  唉,搖頭
[00:06:18.400 --> 00:06:19.400]  為什麼這樣,神啊
[00:06:19.400 --> 00:06:23.400]  你叫那三萬二千人來跟隨我,是你感動的
[00:06:23.400 --> 00:06:27.400]  我叫他們來,每個人都冒著生命危險
[00:06:27.400 --> 00:06:28.400]  終於有些人害怕
[00:06:28.400 --> 00:06:30.400]  打仗有沒有人不害怕的
[00:06:30.400 --> 00:06:33.400]  然後呢,害怕的回家吧
[00:06:33.400 --> 00:06:35.400]  不要緊的,神有工作的
[00:06:35.400 --> 00:06:36.400]  我會看著
[00:06:36.400 --> 00:06:40.400]  然後有二萬人走了,剩下一萬人
[00:06:40.400 --> 00:06:43.400]  對手五六萬人,我推測
[00:06:43.400 --> 00:06:45.400]  哇,我一萬人已經很難打了
[00:06:45.400 --> 00:06:48.400]  竟然你就說,人還是太多
[00:06:48.400 --> 00:06:49.400]  全部帶去水邊
[00:06:49.400 --> 00:06:53.400]  然後我要試一下,他終於剩下三百人
[00:06:53.400 --> 00:06:55.400]  三百人是三萬人的多少啊
[00:06:55.400 --> 00:07:01.400]  百分之一,我只是用你來的人的百分之一就可以了
[00:07:01.400 --> 00:07:06.400]  三百人,如果對方是和我們平手
[00:07:06.400 --> 00:07:11.400]  三萬人,就是說我只是他百分之一的人
[00:07:11.400 --> 00:07:14.400]  來打這麼多人
[00:07:14.400 --> 00:07:15.400]  有什麼可能呢
[00:07:15.400 --> 00:07:17.400]  我要用這三百人
[00:07:17.400 --> 00:07:21.400]  對手的百分之一或者還小一點
[00:07:21.400 --> 00:07:22.400]  就可以了
[00:07:22.400 --> 00:07:24.400]  其他人叫他回家
[00:07:24.400 --> 00:07:27.400]  這三百人就跟著機電了
[00:07:27.400 --> 00:07:30.400]  神啊,這次好了
[00:07:30.400 --> 00:07:34.400]  我們很多武器,弓箭,刀劍,盾牌太多了
[00:07:34.400 --> 00:07:36.400]  因為幾萬人丟下了
[00:07:36.400 --> 00:07:37.400]  現在可以了
[00:07:37.400 --> 00:07:38.400]  神說不用帶了
[00:07:38.400 --> 00:07:40.400]  帶什麼去打仗啊
[00:07:40.400 --> 00:07:43.400]  帶食物和豪閣
[00:07:43.400 --> 00:07:45.400]  就可以了
[00:07:45.400 --> 00:07:47.400]  劍呢?不用
[00:07:47.400 --> 00:07:48.400]  刀呢?不用
[00:07:48.400 --> 00:07:50.400]  弓箭呢?沒有用
[00:07:50.400 --> 00:07:52.400]  盾牌都要背幾個吧
[00:07:52.400 --> 00:07:54.400]  前一個背後一個都有保護
[00:07:54.400 --> 00:07:56.400]  不用,可以走了
[00:07:56.400 --> 00:07:58.400]  帶著食物和豪閣
[00:07:58.400 --> 00:08:02.400]  其餘的機電打發他們回自己的帳篷
[00:08:02.400 --> 00:08:05.400]  只留下這三百人
[00:08:05.400 --> 00:08:08.400]  而米電人就在他們下面的平原裏面
[00:08:08.400 --> 00:08:13.400]  當這三百人看著下面的平原裏面滿了人之後
[00:08:13.400 --> 00:08:14.400]  你猜你會怎樣
[00:08:14.400 --> 00:08:16.400]  害怕得不得了
[00:08:16.400 --> 00:08:19.400]  就帶著這三百人
[00:08:19.400 --> 00:08:22.400]  沒辦法相信
[00:08:22.400 --> 00:08:28.400]  這個就是用手捧起水來喝的那三百人
[00:08:28.400 --> 00:08:32.400]  其實神選用手捧起水來喝的那三百人
[00:08:32.400 --> 00:08:34.400]  為什麼呢
[00:08:34.400 --> 00:08:39.400]  其實是神沒有解釋的
[00:08:39.400 --> 00:08:40.400]  為什麼呢
[00:08:40.400 --> 00:08:45.400]  於是多數解釋的只能夠用現在的人
[00:08:45.400 --> 00:08:48.400]  套進去當時來想
[00:08:48.400 --> 00:08:50.400]  或者套進去打仗的時候想
[00:08:50.400 --> 00:08:55.400]  這三百人如果是跪下喝水
[00:08:55.400 --> 00:08:59.400]  那一萬人如果是跪下喝水
[00:08:59.400 --> 00:09:01.400]  就是他趴下去
[00:09:01.400 --> 00:09:03.400]  而且跪下
[00:09:03.400 --> 00:09:05.400]  所以那個屬靈意義可能不好
[00:09:05.400 --> 00:09:07.400]  這三百人是怎樣的
[00:09:07.400 --> 00:09:10.400]  可能他們站著彎身拿水上來喝
[00:09:10.400 --> 00:09:12.400]  於是他們不跪
[00:09:12.400 --> 00:09:13.400]  拿上來喝
[00:09:13.400 --> 00:09:14.400]  這些站得直了
[00:09:14.400 --> 00:09:16.400]  很有信心有志氣
[00:09:16.400 --> 00:09:19.400]  而且我覺得最為重要的就是這樣
[00:09:19.400 --> 00:09:24.400]  他們可能是會對周圍的事物敵人的情況
[00:09:24.400 --> 00:09:26.400]  周圍的情況比較留意
[00:09:26.400 --> 00:09:30.400]  所以他們是屬於比較有素質些
[00:09:30.400 --> 00:09:32.400]  上乘些的戰士都不一定
[00:09:32.400 --> 00:09:34.400]  不過無論怎樣
[00:09:34.400 --> 00:09:38.400]  這個令我們想起那套舊的電影
[00:09:38.400 --> 00:09:40.400]  叫戰狼三百
[00:09:40.400 --> 00:09:42.400]  只有三百人
[00:09:42.400 --> 00:09:46.400]  戰狼三百是說以前的希臘的人
[00:09:46.400 --> 00:09:49.400]  去跟別人打仗只有三百個戰士好好打
[00:09:49.400 --> 00:09:52.400]  其實他們都是全軍覆沒到最後
[00:09:52.400 --> 00:09:55.400]  因為三百人實在是打不過別人的
[00:09:55.400 --> 00:09:58.400]  當時跟波斯大軍對抗
[00:09:58.400 --> 00:10:01.400]  不過這裡三百人是贏了戰爭
[00:10:01.400 --> 00:10:03.400]  而且他們沒有拿武器
[00:10:03.400 --> 00:10:06.400]  是拿食物和豪華
[00:10:06.400 --> 00:10:10.400]  這是一個很大的考驗與挑戰
[00:10:10.400 --> 00:10:14.400]  不過我們學機電在這裡看到的
[00:10:14.400 --> 00:10:20.400]  就是他對上帝的信心和信服
[00:10:20.400 --> 00:10:24.400]  機電信心本來不是很好
[00:10:24.400 --> 00:10:26.400]  是懼怕的
[00:10:26.400 --> 00:10:27.400]  是害怕的
[00:10:27.400 --> 00:10:29.400]  是躲在酒駕打麥的
[00:10:29.400 --> 00:10:32.400]  然後神叫他怨氣的
[00:10:32.400 --> 00:10:35.400]  然後開始出來試驗
[00:10:35.400 --> 00:10:36.400]  第一個試驗是什麼
[00:10:36.400 --> 00:10:38.400]  你等我回來
[00:10:38.400 --> 00:10:39.400]  跟神說你等我回來
[00:10:39.400 --> 00:10:40.400]  我拿些祭物
[00:10:40.400 --> 00:10:41.400]  真的來了
[00:10:41.400 --> 00:10:43.400]  然後神就收了他的祭物
[00:10:43.400 --> 00:10:45.400]  用岩石盤石起火
[00:10:45.400 --> 00:10:47.400]  燒了他的祭物
[00:10:47.400 --> 00:10:50.400]  第二次就是抗野地上的
[00:10:50.400 --> 00:10:52.400]  我擺執羊毛在那裡
[00:10:52.400 --> 00:10:54.400]  整個野地是乾的
[00:10:54.400 --> 00:10:57.400]  神祖沒有露水的野地
[00:10:57.400 --> 00:10:58.400]  是不會的
[00:10:58.400 --> 00:10:59.400]  是很大的神蹟
[00:10:59.400 --> 00:11:01.400]  不過整個野地是要乾的
[00:11:01.400 --> 00:11:03.400]  然後我的羊毛要濕
[00:11:03.400 --> 00:11:05.400]  這樣都為他成就
[00:11:05.400 --> 00:11:06.400]  然後不行
[00:11:06.400 --> 00:11:08.400]  我再試多一次
[00:11:08.400 --> 00:11:10.400]  明天全部野地有露水
[00:11:10.400 --> 00:11:13.400]  是我擺執羊毛要乾
[00:11:13.400 --> 00:11:18.400]  這樣三次試探上帝
[00:11:18.400 --> 00:11:20.400]  試驗上帝
[00:11:20.400 --> 00:11:22.400]  要求證據
[00:11:22.400 --> 00:11:24.400]  神真的聽他很忍耐
[00:11:24.400 --> 00:11:26.400]  然後又在這裡做這件事
[00:11:26.400 --> 00:11:31.400]  你見到機電開始有信心
[00:11:31.400 --> 00:11:32.400]  而且有信心得來
[00:11:32.400 --> 00:11:35.400]  學到的功課是信服
[00:11:35.400 --> 00:11:37.400]  信心與信服要在一起
[00:11:37.400 --> 00:11:40.400]  就在這三百人那裡表現到了
[00:11:40.400 --> 00:11:42.400]  三萬二千人不要
[00:11:42.400 --> 00:11:43.400]  要三百
[00:11:43.400 --> 00:11:45.400]  百分之一
[00:11:45.400 --> 00:11:50.400]  真的戰狼三百對著米電大軍
[00:11:50.400 --> 00:11:52.400]  一個很大的信心
[00:11:52.400 --> 00:11:55.400]  有信服神的安排
[00:11:55.400 --> 00:11:58.400]  最大的信服之一
[00:11:58.400 --> 00:12:04.400]  只是帶食物和豪菊去打仗
[00:12:04.400 --> 00:12:07.400]  這個真的超級難得
[00:12:07.400 --> 00:12:09.400]  今天跟大家分享到這裡
[00:12:09.400 --> 00:12:11.400]  我們禱告之後明天再見
[00:12:11.400 --> 00:12:13.400]  我們一起祈禱
[00:12:13.400 --> 00:12:15.400]  天父來到這裡的時候
[00:12:15.400 --> 00:12:20.400]  心裡面真的全然的佩服
[00:12:20.400 --> 00:12:21.400]  寫一個服字
[00:12:21.400 --> 00:12:28.400]  服的是機電對你來到這裡的信心與信服
[00:12:28.400 --> 00:12:31.400]  你叫三萬多人來
[00:12:31.400 --> 00:12:33.400]  終於剩下三百
[00:12:33.400 --> 00:12:35.400]  要去打仗的時候
[00:12:35.400 --> 00:12:36.400]  武器都沒有
[00:12:36.400 --> 00:12:41.400]  是拿著自己需要的食物與豪菊就出發了
[00:12:41.400 --> 00:12:47.400]  平原下面滿了好像沙一樣的米電人
[00:12:47.400 --> 00:12:49.400]  就這三萬人要跟他們打仗
[00:12:49.400 --> 00:12:52.400]  主人怎麼可以得呢?
[00:12:52.400 --> 00:12:54.400]  機電心裡面真的不停跳
[00:12:54.400 --> 00:12:55.400]  可以怎麼做呢?
[00:12:55.400 --> 00:12:59.400]  但是他有這個信心與信服
[00:12:59.400 --> 00:13:02.400]  是你自己的說話他就跟隨
[00:13:02.400 --> 00:13:06.400]  更加感恩的是有三百個人
[00:13:06.400 --> 00:13:09.400]  是夠膽又同樣的信心與信服
[00:13:09.400 --> 00:13:11.400]  就跟他一起
[00:13:11.400 --> 00:13:12.400]  主人幫助我們
[00:13:12.400 --> 00:13:14.400]  其實我們真的需要一些
[00:13:14.400 --> 00:13:20.400]  跟我們有相同分享到這樣的信心與信服的人一起同行
[00:13:20.400 --> 00:13:21.400]  求主幫助我們
[00:13:21.400 --> 00:13:24.400]  為主打美好的仗
[00:13:24.400 --> 00:13:25.400]  誰聽祈禱
[00:13:25.400 --> 00:13:27.400]  奉耶穌基督名求
[00:13:27.400 --> 00:13:28.400]  阿門
