
[00:00:00.000 --> 00:00:04.800]  大約2019年我們教會有一個新的主題
[00:11:34.760 --> 00:11:36.240]  他竟然無動於衷
[00:11:36.240 --> 00:11:39.080]  真的有點變態
[00:11:39.080 --> 00:11:40.120]  這個人很caring
[00:11:40.120 --> 00:11:44.320]  他明知使提反是無罪
[00:11:44.320 --> 00:11:47.880]  但是他贊同他的處死
[00:11:47.880 --> 00:11:49.440]  信不信由你
[00:11:49.440 --> 00:11:50.320]  在這個時候
[00:11:50.320 --> 00:11:51.480]  在第七章裏面
[00:11:51.480 --> 00:11:55.360]  掃羅仍然處於一個綠燈的狀態
[00:11:55.360 --> 00:11:57.520]  他沒那麼壞的
[00:11:57.520 --> 00:12:02.160]  誰知道去到第八章他進入黃燈的狀態
[00:12:02.160 --> 00:12:03.320]  第八章開始這麼說
[00:12:03.320 --> 00:12:07.200]  從那天開始耶路撒冷的教會遭受到大迫害
[00:12:07.200 --> 00:12:09.400]  掃羅殘害教會
[00:12:09.400 --> 00:12:12.840]  挨家挨戶地進去
[00:12:12.840 --> 00:12:16.760]  拉着男女關在監獄裏
[00:12:16.760 --> 00:12:18.320]  去到第八章的時候
[00:12:18.320 --> 00:12:23.240]  他已經進入一個黃燈的黃色的狀態
[00:12:23.240 --> 00:12:26.600]  他前面贊同使提反被人處死
[00:12:26.600 --> 00:12:28.360]  現在他自己親自獨守
[00:12:28.360 --> 00:12:31.440]  去殘殺耶路撒冷的教會
[00:12:31.440 --> 00:12:33.400]  而且無論男女都好
[00:12:33.400 --> 00:12:35.280]  他都抓了他去坐牢
[00:12:35.280 --> 00:12:38.200]  甚至如果他們不肯不做基督徒
[00:12:38.200 --> 00:12:41.160]  有很可能他做回同樣的動作
[00:12:41.160 --> 00:12:44.600]  將他們處死
[00:12:44.600 --> 00:12:46.440]  你看到這裏你應該覺得很迷惑
[00:12:46.440 --> 00:12:48.960]  究竟爲什麼掃羅會這麼恨基督徒
[00:12:48.960 --> 00:12:52.040]  爲什麼他會這麼憤怒
[00:12:52.040 --> 00:12:53.640]  故事沒完
[00:12:53.640 --> 00:12:55.040]  去到第九章的時候
[00:12:55.040 --> 00:12:57.640]  掃羅進入紅色的狀態
[00:12:57.640 --> 00:13:00.480]  他完全瘋癲
[00:13:00.480 --> 00:13:03.000]  第七章說他贊同處死
[00:13:03.000 --> 00:13:06.440]  第八章說他殘害教會
[00:13:06.440 --> 00:13:10.400]  第九章說他出外追捕
[00:13:10.400 --> 00:13:13.600]  第八章所殘害的是耶路撒冷的教會
[00:13:13.600 --> 00:13:17.560]  但是現在他去到大馬斯加
[00:13:17.560 --> 00:13:19.960]  去那裏抓人
[00:13:19.960 --> 00:13:23.160]  聖經學者相信掃羅想抓的人
[00:13:23.160 --> 00:13:26.240]  其實本來是耶路撒冷
[00:13:26.240 --> 00:13:29.800]  而當掃羅開始追捕他們的時候
[00:13:29.800 --> 00:13:31.080]  他們成爲難民
[00:13:31.080 --> 00:13:32.480]  你明白嗎
[00:13:32.480 --> 00:13:34.520]  於是那些難民就要找地方躲
[00:13:34.520 --> 00:13:35.320]  找地方走
[00:13:35.320 --> 00:13:39.880]  於是他們就走去大馬斯加
[00:13:39.880 --> 00:13:41.960]  誰知道掃羅不收手
[00:13:41.960 --> 00:13:44.400]  他去大馬斯加那裏
[00:13:44.400 --> 00:13:46.600]  還拿了令牌
[00:13:46.600 --> 00:13:52.720]  去引導他們回去耶路撒冷受審坐牢
[00:13:52.720 --> 00:13:54.080]  我想你留意
[00:13:54.080 --> 00:13:56.560]  逼迫他們的人是哪裏來的
[00:13:56.560 --> 00:13:58.600]  不是羅馬政府
[00:13:58.600 --> 00:14:00.160]  是猶太領袖
[00:14:00.160 --> 00:14:03.080]  所以不要什麼都賴我們的政府
[00:14:03.080 --> 00:14:05.880]  如果你給回今天的一個平衡
[00:14:05.880 --> 00:14:07.400]  逼迫我們的
[00:14:07.400 --> 00:14:08.760]  就不是香港政府
[00:14:08.760 --> 00:14:10.680]  不是中國政府
[00:14:10.680 --> 00:14:13.040]  是中華基督教會
[00:14:13.040 --> 00:14:18.320]  上面壓下來逼迫我們要將我們處死
[00:14:18.320 --> 00:14:22.600]  當時的宗教體制是非常大的權力
[00:14:22.600 --> 00:14:26.560]  羅馬人讓你自己自管理宗教的體制
[00:14:26.560 --> 00:14:29.880]  甚至你可以用石頭將人打死
[00:14:29.880 --> 00:14:31.360]  羅馬人是置之不理的
[00:14:31.360 --> 00:14:33.240]  沒問題
[00:14:33.240 --> 00:14:34.720]  這個是你們自己的管治
[00:14:34.720 --> 00:14:37.200]  不關我們事
[00:14:37.200 --> 00:14:38.520]  我們再次問
[00:14:38.520 --> 00:14:44.320]  究竟爲什麼掃羅這麼悲憤
[00:14:44.320 --> 00:14:47.520]  爲什麼他這麼生氣
[00:14:47.520 --> 00:14:48.920]  路加尼羅告訴我們
[00:14:48.920 --> 00:14:54.480]  他說掃羅恨惡的人是信奉這道
[00:14:54.480 --> 00:14:56.080]  belonging to the way
[00:14:56.080 --> 00:14:59.880]  他說這個道是什麼道路呢
[00:14:59.880 --> 00:15:01.440]  這個道路聖經學者說
[00:15:01.440 --> 00:15:02.360]  講兩樣東西
[00:15:02.360 --> 00:15:05.240]  第一就是這羣人相信
[00:15:05.240 --> 00:15:07.120]  唯一拯救的道路
[00:15:07.120 --> 00:15:09.280]  不是他自己的道
[00:15:09.280 --> 00:15:11.160]  道路在哪裏
[00:15:11.160 --> 00:15:13.720]  是耶穌基督的十字架
[00:15:13.720 --> 00:15:18.160]  耶穌基督的十字架是唯一可以拯救人的道路
[00:15:18.160 --> 00:15:22.280]  道路不是我自己做得多好
[00:15:22.280 --> 00:15:24.640]  道路是世人都犯了罪
[00:15:24.640 --> 00:15:26.360]  規缺了上帝的榮耀
[00:15:26.360 --> 00:15:28.560]  而唯一拯救的道路是主耶穌基督
[00:15:28.560 --> 00:15:31.240]  這是道路的第一個意思
[00:15:31.240 --> 00:15:33.960]  第二個意思是這些人
[00:15:33.960 --> 00:15:35.920]  不單只是相信
[00:15:35.920 --> 00:15:38.960]  他們唯一的道路是主耶穌基督
[00:15:38.960 --> 00:15:41.480]  他也相信其他所有的人
[00:15:41.480 --> 00:15:45.040]  唯一的道路是耶穌基督
[00:15:45.040 --> 00:15:47.280]  你明白這個分別嗎
[00:15:47.280 --> 00:15:49.880]  你可以自己信什麼都可以
[00:15:49.880 --> 00:15:51.960]  只要你閉嘴
[00:15:51.960 --> 00:15:54.000]  不去傳
[00:15:54.000 --> 00:15:58.480]  但是這些人不單止他自己相信
[00:15:58.480 --> 00:16:02.920]  他也到周圍不斷去傳講這個福音
[00:16:02.920 --> 00:16:07.920]  這個是令初期的教會那麼黑人憎
[00:16:07.920 --> 00:16:10.360]  但是這羣信道
[00:16:10.360 --> 00:16:14.840]  跟隨道路的人當中有一個表表者
[00:16:14.840 --> 00:16:18.120]  這個表表者特別黑人憎
[00:16:18.120 --> 00:16:23.160]  就是這個表表者令掃羅很火滾
[00:16:23.160 --> 00:16:25.280]  表表者是誰
[00:16:25.280 --> 00:16:29.400]  是史提反
[00:16:29.400 --> 00:16:31.800]  令人很生氣
[00:16:31.800 --> 00:16:37.040]  令保羅很火滾
[00:16:37.040 --> 00:16:40.840]  史提反所講的那番話
[00:16:40.840 --> 00:16:45.160]  令到平日很理智很溫順的掃羅
[00:16:45.160 --> 00:16:46.600]  突然間失魂落魄
[00:16:46.600 --> 00:16:48.080]  悲憤莫名
[00:16:48.080 --> 00:16:49.880]  瘋了
[00:16:49.880 --> 00:16:51.360]  史提反究竟講了些什麼
[00:16:51.360 --> 00:16:53.040]  講了些什麼
[00:16:53.040 --> 00:16:56.280]  我想帶你回去看《司徒行傳》第七章
[00:16:56.280 --> 00:17:00.000]  史提反所講的那篇讀
[00:17:00.000 --> 00:17:04.720]  我們沒有時間從頭到尾去講完那篇讀
[00:17:04.720 --> 00:17:07.200]  講到的人是史提反
[00:17:07.200 --> 00:17:10.200]  講到的主題是以色列人的歷史
[00:17:10.200 --> 00:17:14.800]  在當中史提反講到上帝欽點臨到以色列人
[00:17:14.800 --> 00:17:16.920]  上帝的呼喚
[00:17:16.920 --> 00:17:23.160]  上帝要他們成爲全世界所有民族的祝福
[00:17:23.160 --> 00:17:25.200]  這個是以色列人的歷史
[00:17:25.200 --> 00:17:27.400]  這個是上帝的呼召
[00:17:27.400 --> 00:17:30.240]  但最終當你由舊約
[00:17:30.240 --> 00:17:32.600]  由創世紀到埃及紀一直看下去的時候
[00:17:32.600 --> 00:17:37.720]  你發現以色列人的歷史是一個背棄盟約的歷史
[00:17:37.720 --> 00:17:38.960]  是一個黑暗的歷史
[00:17:38.960 --> 00:17:41.120]  是一個罪惡的歷史
[00:17:41.120 --> 00:17:44.160]  是一個叛逆的歷史
[00:17:44.160 --> 00:17:50.240]  於是到最終當他數完以色列人的過半之後
[00:17:50.240 --> 00:17:51.760]  史提反這樣講
[00:17:51.760 --> 00:17:54.840]  你們這硬着頸項
[00:17:54.840 --> 00:17:58.400]  心與耳未受割離的人哪
[00:17:58.400 --> 00:18:00.640]  尚抗拒聖靈
[00:18:00.640 --> 00:18:03.880]  如今你們成了出賣者和兇手
[00:18:03.880 --> 00:18:06.200]  你殺了上帝的兒子耶穌基督
[00:18:06.200 --> 00:18:09.960]  你們領受了天使所傳
[00:18:09.960 --> 00:18:11.960]  暴的律法
[00:18:11.960 --> 00:18:15.880]  竟然不遵守
[00:18:15.880 --> 00:18:18.000]  我不想你們誤會
[00:18:18.000 --> 00:18:20.200]  我不想你們誤會以爲史提反在這裏
[00:18:20.200 --> 00:18:22.480]  就戳人背脊
[00:18:22.480 --> 00:18:24.200]  在這裏講他們的壞話
[00:18:24.200 --> 00:18:26.400]  我想史提反的篇幅還沒講完
[00:18:26.400 --> 00:18:28.600]  已經被人扔死了
[00:18:28.600 --> 00:18:30.920]  史提反真正的動機
[00:18:30.920 --> 00:18:32.040]  講完這些東西
[00:18:32.040 --> 00:18:33.760]  最後有個動機
[00:18:33.760 --> 00:18:35.480]  不是要定他們的罪
[00:18:35.480 --> 00:18:38.560]  而是要呼喚他們悔改
[00:18:38.560 --> 00:18:40.600]  史提反要他們看見
[00:18:40.600 --> 00:18:43.280]  耶穌基督拯救的道路是唯一的道路
[00:18:43.280 --> 00:18:44.640]  他也想他們知道
[00:18:44.640 --> 00:18:48.000]  上帝是多麼想他們迴轉
[00:18:48.000 --> 00:18:50.280]  歸向主耶穌基督
[00:18:50.280 --> 00:18:52.680]  但是很可惜這一切
[00:18:52.680 --> 00:18:54.600]  他聽不入耳
[00:18:54.600 --> 00:18:56.760]  猶太人的領袖聽不入耳
[00:18:56.760 --> 00:18:58.640]  尤其是
[00:18:58.640 --> 00:19:01.640]  掃羅他聽不入耳
[00:19:01.640 --> 00:19:03.880]  爲什麼他聽不入耳
[00:19:03.880 --> 00:19:05.920]  因爲掃羅是一個
[00:19:05.920 --> 00:19:09.280]  恣意的怪獸
[00:19:09.280 --> 00:19:11.040]  恣意的怪獸
[00:19:11.040 --> 00:19:13.120]  掃羅是一個怪獸
[00:19:13.120 --> 00:19:16.640]  掃羅看不見自己的黑暗罪孽
[00:19:16.640 --> 00:19:20.280]  掃羅更加不想看見自己的黑暗罪孽
[00:19:20.280 --> 00:19:21.880]  就算他知道
[00:19:21.880 --> 00:19:24.080]  牀下很污糟
[00:19:24.080 --> 00:19:26.080]  就蓋着
[00:19:26.080 --> 00:19:28.280]  當沒事
[00:19:28.280 --> 00:19:30.680]  掃羅不願意接受
