
[00:00:00.000 --> 00:00:02.980]  早陣子看了一個節目
[00:04:58.840 --> 00:05:00.840]  有什麼意思
[00:05:00.840 --> 00:05:02.840]  有藥可以搞定
[00:05:02.840 --> 00:05:04.840]  為什麼
[00:05:04.840 --> 00:05:06.840]  我們還需要這位上帝
[00:05:06.840 --> 00:05:08.840]  耶和華拉法
[00:05:08.840 --> 00:05:10.840]  跟我
[00:05:10.840 --> 00:05:12.840]  有什麼關係
[00:05:12.840 --> 00:05:14.840]  上帝求你
[00:05:14.840 --> 00:05:16.840]  幫助我們進入你的話語裡面
[00:05:16.840 --> 00:05:18.840]  讓我們真正
[00:05:18.840 --> 00:05:20.840]  去認識這位
[00:05:20.840 --> 00:05:22.840]  私人的主
[00:05:22.840 --> 00:05:24.840]  這位耶和華拉法
[00:05:24.840 --> 00:05:26.840]  是一位怎樣的上帝
[00:05:26.840 --> 00:05:28.840]  幫助我們打開我們的心
[00:05:28.840 --> 00:05:30.840]  打開我們屬靈的眼睛
[00:05:30.840 --> 00:05:32.840]  讓我們看見
[00:05:32.840 --> 00:05:34.840]  讓我們經歷
[00:05:34.840 --> 00:05:36.840]  你的心
[00:05:36.840 --> 00:05:38.840]  明白你是怎樣的主
[00:05:38.840 --> 00:05:40.840]  你是何等愛我們
[00:05:40.840 --> 00:05:42.840]  到一個地步
[00:05:42.840 --> 00:05:44.840]  到一個我們甚至不能理解
[00:05:44.840 --> 00:05:46.840]  那份愛有多深
[00:05:46.840 --> 00:05:48.840]  這位上帝
[00:05:48.840 --> 00:05:50.840]  謝謝你幫助我們
[00:05:50.840 --> 00:05:52.840]  求你聽我們祈禱
[00:05:52.840 --> 00:05:54.840]  奉耶穌基督寶貴的聖名祈求
[00:05:54.840 --> 00:05:56.840]  Amen,請坐
[00:06:04.840 --> 00:06:06.840]  耶和華拉法
[00:06:06.840 --> 00:06:08.840]  Rafa
[00:06:08.840 --> 00:06:10.840]  希伯來文Rafa
[00:06:10.840 --> 00:06:12.840]  為什麼呢
[00:06:12.840 --> 00:06:14.840]  耶和華是醫治你的
[00:06:14.840 --> 00:06:16.840]  耶和華是醫治你的
[00:06:16.840 --> 00:06:18.840]  這是出現在《出拉及記》第十五章
[00:06:18.840 --> 00:06:20.840]  一個耶和華
[00:06:20.840 --> 00:06:22.840]  自己的宣告
[00:06:22.840 --> 00:06:24.840]  他自己的啟示
[00:06:24.840 --> 00:06:26.840]  宣稱他自己是醫治的各位
[00:06:26.840 --> 00:06:28.840]  好像我們這樣說
[00:06:28.840 --> 00:06:30.840]  當醫學界
[00:06:30.840 --> 00:06:32.840]  已經去到一個位置
[00:06:32.840 --> 00:06:34.840]  哇,藥物都搞定很多東西的時間
[00:06:34.840 --> 00:06:36.840]  到底
[00:06:36.840 --> 00:06:38.840]  耶和華拉法這個
[00:06:38.840 --> 00:06:40.840]  自我的宣告對我們有什麼意義呢
[00:06:40.840 --> 00:06:42.840]  我們除了可以說
[00:06:42.840 --> 00:06:44.840]  在大聲地宣告
[00:06:44.840 --> 00:06:46.840]  我們說耶和華拉法
[00:06:46.840 --> 00:06:48.840]  都是醫學界的主宰
[00:06:48.840 --> 00:06:50.840]  我們除了這樣說之外
[00:06:50.840 --> 00:06:52.840]  我們要怎樣去理解
[00:06:52.840 --> 00:06:54.840]  耶和華拉法
[00:06:54.840 --> 00:06:56.840]  上帝這個他自己
[00:06:56.840 --> 00:06:58.840]  對我們一個啟示
[00:06:58.840 --> 00:07:00.840]  一個宣稱
[00:07:00.840 --> 00:07:02.840]  大家都記得今季的主題是什麼嗎
[00:07:02.840 --> 00:07:04.840]  明白
[00:07:04.840 --> 00:07:06.840]  主的
[00:07:06.840 --> 00:07:08.840]  心
[00:07:08.840 --> 00:07:10.840]  我好怕,我講了五個字
[00:07:10.840 --> 00:07:12.840]  我講了四個,最後一個你都不幫我
[00:07:12.840 --> 00:07:14.840]  就不行了
[00:07:14.840 --> 00:07:16.840]  今季的主題,明白主的心
[00:07:16.840 --> 00:07:18.840]  上帝
[00:07:18.840 --> 00:07:20.840]  他說他是醫治人的神
[00:07:20.840 --> 00:07:22.840]  我們要怎樣去明白上帝
[00:07:22.840 --> 00:07:24.840]  這份醫治的心意呢
[00:07:24.840 --> 00:07:26.840]  剛好我們同福堂有兩位姊妹
[00:07:26.840 --> 00:07:28.840]  後面也有一位
[00:07:28.840 --> 00:07:30.840]  可能新來的朋友未必
[00:07:30.840 --> 00:07:32.840]  知道我的經歷
[00:07:32.840 --> 00:07:34.840]  其實在上年年頭
[00:07:34.840 --> 00:07:36.840]  農曆年的時間
[00:07:36.840 --> 00:07:38.840]  我中了風
[00:07:38.840 --> 00:07:40.840]  我右邊腦出了四公斤的血
[00:07:40.840 --> 00:07:42.840]  其實我左邊是完全不能動
[00:07:42.840 --> 00:07:44.840]  但今天大家看到我
[00:07:44.840 --> 00:07:46.840]  好人好姐,沒事
[00:07:46.840 --> 00:07:48.840]  因為上帝很真實地
[00:07:48.840 --> 00:07:50.840]  醫治了我
[00:07:50.840 --> 00:07:52.840]  其實在上年八月的時間
[00:07:52.840 --> 00:07:54.840]  我已經完全康復
[00:07:54.840 --> 00:07:56.840]  我應該完全康復
[00:07:56.840 --> 00:07:58.840]  八月是六個月的時間
[00:07:58.840 --> 00:08:00.840]  已經看到上帝很奇妙的醫治
[00:08:00.840 --> 00:08:02.840]  在我身上發生
[00:08:02.840 --> 00:08:04.840]  我可以如常上班,如常地
[00:08:04.840 --> 00:08:06.840]  做日常的事情
[00:08:06.840 --> 00:08:08.840]  我物理治療都不用去,八月的時候
[00:08:08.840 --> 00:08:10.840]  很大的恩典
[00:08:10.840 --> 00:08:12.840]  很大的醫治的祝福在我身上
[00:08:12.840 --> 00:08:14.840]  我很真實地經歷了
[00:08:14.840 --> 00:08:16.840]  耶和華拉法是真的
[00:08:16.840 --> 00:08:18.840]  耶和華拉法是真的
[00:08:18.840 --> 00:08:20.840]  所以可能
[00:08:20.840 --> 00:08:22.840]  弟兄姊妹也會想,這個題目
[00:08:22.840 --> 00:08:24.840]  很適合你來講,楊傳寶
[00:08:24.840 --> 00:08:26.840]  是不是
[00:08:26.840 --> 00:08:28.840]  但我想坦白地和大家講
[00:08:28.840 --> 00:08:30.840]  其實我好怕
[00:08:30.840 --> 00:08:32.840]  講這個題目
[00:08:32.840 --> 00:08:34.840]  我好怕講這個題目,為什麼
[00:08:34.840 --> 00:08:36.840]  因為
[00:08:36.840 --> 00:08:38.840]  有好多人
[00:08:38.840 --> 00:08:40.840]  好多弟姐妹,好多朋友
[00:08:40.840 --> 00:08:42.840]  他們不是像我一樣
[00:08:42.840 --> 00:08:44.840]  這樣去
[00:08:44.840 --> 00:08:46.840]  經歷身體上的醫治
[00:08:46.840 --> 00:08:48.840]  我要怎樣
[00:08:48.840 --> 00:08:50.840]  講這個訊息
[00:08:50.840 --> 00:08:52.840]  我帶著戰經的心
[00:08:52.840 --> 00:08:54.840]  我帶著一份
[00:08:54.840 --> 00:08:56.840]  對上帝降服的心
[00:08:56.840 --> 00:08:58.840]  上帝要我選擇
[00:08:58.840 --> 00:09:00.840]  這個題目,好,我就憑著
[00:09:00.840 --> 00:09:02.840]  信心去選擇
[00:09:02.840 --> 00:09:04.840]  講這個題目
[00:09:04.840 --> 00:09:06.840]  我心願耶和華拉法
[00:09:06.840 --> 00:09:10.840]  成為我們當中
[00:09:10.840 --> 00:09:12.840]  如果當中有患病的肢體
[00:09:12.840 --> 00:09:14.840]  如果我們當中
[00:09:14.840 --> 00:09:16.840]  有家人,有親人
[00:09:16.840 --> 00:09:18.840]  患病的肢體,耶和華拉法
[00:09:18.840 --> 00:09:20.840]  我心願能夠成為
[00:09:20.840 --> 00:09:22.840]  你們的安慰
[00:09:22.840 --> 00:09:24.840]  更加能夠成為
[00:09:24.840 --> 00:09:26.840]  你們的彷徨
[00:09:26.840 --> 00:09:30.840]  經文
[00:09:30.840 --> 00:09:32.840]  耶和華拉法
[00:09:32.840 --> 00:09:34.840]  是出自《出拉俠記》第十五章
[00:09:34.840 --> 00:09:36.840]  我們先一齊讀出來
[00:09:36.840 --> 00:09:38.840]  一段都不是很長
[00:09:38.840 --> 00:09:40.840]  希望我們可以一齊讀出來,預備起
[00:09:40.840 --> 00:09:42.840]  摩西令以色列人從
[00:09:42.840 --> 00:09:44.840]  紅海起程
[00:09:44.840 --> 00:09:46.840]  到了舒爾的曠野
[00:09:46.840 --> 00:09:48.840]  在曠野走了三天
[00:09:48.840 --> 00:09:50.840]  找不到水
[00:09:50.840 --> 00:09:52.840]  到了馬拉
[00:09:52.840 --> 00:09:54.840]  他們不能喝馬拉的水
[00:09:54.840 --> 00:09:56.840]  因為水是苦的
[00:09:56.840 --> 00:09:58.840]  所以那地名叫馬拉
[00:09:58.840 --> 00:10:00.840]  百姓就向摩西法
[00:10:00.840 --> 00:10:02.840]  怨言說
[00:10:02.840 --> 00:10:04.840]  我們喝什麼呢
[00:10:04.840 --> 00:10:06.840]  摩西夫求耶和華
[00:10:06.840 --> 00:10:08.840]  耶和華指示他一棵樹
[00:10:08.840 --> 00:10:10.840]  他把樹丟在水裡
[00:10:10.840 --> 00:10:12.840]  水就變甜了
[00:10:12.840 --> 00:10:14.840]  耶和華在那裡
[00:10:14.840 --> 00:10:16.840]  為他們定了律例
[00:10:16.840 --> 00:10:18.840]  在那裡考驗他們
[00:10:18.840 --> 00:10:20.840]  他說
[00:10:20.840 --> 00:10:22.840]  你若留心聽從耶和華
[00:10:22.840 --> 00:10:24.840]  你神的話
[00:10:24.840 --> 00:10:26.840]  恨我眼中看為正的事
[00:10:26.840 --> 00:10:28.840]  則以聽我的誡令
[00:10:28.840 --> 00:10:30.840]  遵守我一切的律例
[00:10:30.840 --> 00:10:32.840]  我就不將
[00:10:32.840 --> 00:10:34.840]  所駕馭埃及人的疾病
[00:10:34.840 --> 00:10:36.840]  加在你身上
[00:10:36.840 --> 00:10:38.840]  因為我是醫治你的耶和華
[00:10:38.840 --> 00:10:44.840]  作為這個段落的總結
[00:10:44.840 --> 00:10:46.840]  其實很奇怪
[00:10:46.840 --> 00:10:48.840]  很莫名其妙
[00:10:48.840 --> 00:10:50.840]  我不知道大家覺得不覺得
[00:10:50.840 --> 00:10:52.840]  你找遍整段
[00:10:52.840 --> 00:10:54.840]  你覺得整段
[00:10:54.840 --> 00:10:56.840]  經文裡面
[00:10:56.840 --> 00:10:58.840]  哪部分講醫治
[00:10:58.840 --> 00:11:00.840]  有沒有
[00:11:00.840 --> 00:11:04.840]  究竟這一段經文
[00:11:04.840 --> 00:11:06.840]  和醫治
[00:11:06.840 --> 00:11:08.840]  有什麼關係
[00:11:08.840 --> 00:11:10.840]  有什麼關聯呢
[00:11:10.840 --> 00:11:12.840]  如果醫治
[00:11:12.840 --> 00:11:14.840]  是在說
[00:11:14.840 --> 00:11:16.840]  將一些敗壞的事物
[00:11:16.840 --> 00:11:18.840]  復原過來
[00:11:18.840 --> 00:11:20.840]  我們這樣看的時間
[00:11:20.840 --> 00:11:22.840]  大家找到嗎
[00:11:22.840 --> 00:11:24.840]  找到了,是什麼
[00:11:24.840 --> 00:11:26.840]  水,是水
[00:11:26.840 --> 00:11:28.840]  將苦水變回甜
[00:11:28.840 --> 00:11:30.840]  是一個象徵
[00:11:30.840 --> 00:11:32.840]  醫治的一個事蹟
[00:11:32.840 --> 00:11:34.840]  是將壞的
[00:11:34.840 --> 00:11:36.840]  變好的一個過程
[00:11:36.840 --> 00:11:38.840]  經文裡面說
[00:11:38.840 --> 00:11:40.840]  這個壞的
[00:11:40.840 --> 00:11:42.840]  變好的過程
[00:11:42.840 --> 00:11:44.840]  牽涉到幾個步驟
[00:11:44.840 --> 00:11:46.840]  是哪幾個步驟
[00:11:46.840 --> 00:11:48.840]  看大家有沒有印象
[00:11:48.840 --> 00:11:50.840]  這個過程裡面
[00:11:50.840 --> 00:11:52.840]  包括了
[00:11:52.840 --> 00:11:54.840]  神聽見人的呼求
[00:11:54.840 --> 00:11:56.840]  他聽到誰的呼求
[00:11:56.840 --> 00:11:58.840]  摩西,神聽到人的呼求
[00:11:58.840 --> 00:12:00.840]  然後神怎樣
[00:12:00.840 --> 00:12:02.840]  指示
[00:12:02.840 --> 00:12:04.840]  他指示一棵樹
[00:12:04.840 --> 00:12:06.840]  摩西指示一棵樹
[00:12:06.840 --> 00:12:08.840]  然後人怎樣
[00:12:08.840 --> 00:12:10.840]  他回憶他聽從
[00:12:10.840 --> 00:12:12.840]  這個指示,他將一棵樹
[00:12:12.840 --> 00:12:14.840]  扔進水裡,然後怎樣
[00:12:14.840 --> 00:12:16.840]  人就得著
[00:12:16.840 --> 00:12:18.840]  復原的水
[00:12:18.840 --> 00:12:20.840]  可以去飲用
[00:12:20.840 --> 00:12:22.840]  很奇怪
[00:12:22.840 --> 00:12:24.840]  神他沒有在以色列文
[00:12:24.840 --> 00:12:26.840]  去到這個
[00:12:26.840 --> 00:12:28.840]  地方之前
[00:12:28.840 --> 00:12:30.840]  就將水變好了
[00:12:30.840 --> 00:12:32.840]  其實神可以的
[00:12:32.840 --> 00:12:34.840]  他就命令一股風
[00:12:34.840 --> 00:12:36.840]  大力扯起一棵樹
[00:12:36.840 --> 00:12:38.840]  嘭一聲
[00:12:38.840 --> 00:12:40.840]  吹進水裡
[00:12:40.840 --> 00:12:42.840]  搞定
[00:12:42.840 --> 00:12:44.840]  神沒有
[00:12:44.840 --> 00:12:46.840]  他沒有這樣做
[00:12:46.840 --> 00:12:48.840]  他等人
[00:12:48.840 --> 00:12:50.840]  發出呼求
[00:12:50.840 --> 00:12:52.840]  他就下一個指示
[00:12:52.840 --> 00:12:54.840]  再等人回應
[00:12:54.840 --> 00:12:58.840]  大家不舒服
[00:12:58.840 --> 00:13:00.840]  去看醫生
[00:13:00.840 --> 00:13:02.840]  怎樣做
[00:13:02.840 --> 00:13:04.840]  你是否期望
[00:13:04.840 --> 00:13:06.840]  看完醫生馬上就好了
[00:13:06.840 --> 00:13:08.840]  當然想
[00:13:08.840 --> 00:13:10.840]  其實很多時候都是這樣
[00:13:10.840 --> 00:13:12.840]  未看醫生之前就死
[00:13:12.840 --> 00:13:14.840]  看醫生藥都未吃
[00:13:14.840 --> 00:13:16.840]  出來就精神了
[00:13:16.840 --> 00:13:18.840]  好像看完醫生就搞定
[00:13:18.840 --> 00:13:20.840]  這都是我們的期望
[00:13:20.840 --> 00:13:22.840]  我們期望嘭一聲,搞定
[00:13:22.840 --> 00:13:24.840]  因為我們很體重
[00:13:24.840 --> 00:13:26.840]  馬上有果效
[00:13:26.840 --> 00:13:28.840]  馬上就發生
[00:13:28.840 --> 00:13:30.840]  但我們都知道
[00:13:30.840 --> 00:13:32.840]  醫治通常都是一個
[00:13:32.840 --> 00:13:34.840]  過程
[00:13:34.840 --> 00:13:36.840]  一個療程
[00:13:36.840 --> 00:13:38.840]  除非脫臼
[00:13:38.840 --> 00:13:40.840]  一下就搞定
[00:13:40.840 --> 00:13:42.840]  但很多時候
[00:13:42.840 --> 00:13:44.840]  醫治都是一個過程
[00:13:44.840 --> 00:13:46.840]  而我們看到
[00:13:46.840 --> 00:13:48.840]  上帝似乎都很體重
[00:13:48.840 --> 00:13:50.840]  人得著醫治的
[00:13:50.840 --> 00:13:52.840]  這個過程
[00:13:52.840 --> 00:13:54.840]  在過程裡要認識到這位上帝
[00:13:54.840 --> 00:13:56.840]  他要
[00:13:56.840 --> 00:13:58.840]  傳言醫好
[00:13:58.840 --> 00:14:00.840]  人
[00:14:00.840 --> 00:14:02.840]  有這份決心
[00:14:02.840 --> 00:14:04.840]  他要讓我們認識到他
[00:14:04.840 --> 00:14:06.840]  有這份決心
[00:14:06.840 --> 00:14:08.840]  他要傳言醫好我們
[00:14:08.840 --> 00:14:12.840]  我們看到苦水
[00:14:12.840 --> 00:14:14.840]  不單止變到沒有味道
[00:14:14.840 --> 00:14:16.840]  可以喝
[00:14:16.840 --> 00:14:18.840]  水還變成甜
[00:14:18.840 --> 00:14:20.840]  水變成甜
[00:14:20.840 --> 00:14:24.840]  水變甜
[00:14:24.840 --> 00:14:26.840]  上帝要徹底的
[00:14:26.840 --> 00:14:28.840]  去做醫治的工作
[00:14:28.840 --> 00:14:30.840]  以外的復原
[00:14:30.840 --> 00:14:32.840]  不單止復原
[00:14:32.840 --> 00:14:34.840]  更加變得更好
[00:14:34.840 --> 00:14:36.840]  變得更好
[00:14:36.840 --> 00:14:38.840]  這個象徵的
[00:14:38.840 --> 00:14:40.840]  醫治故事
[00:14:40.840 --> 00:14:42.840]  事跡
[00:14:42.840 --> 00:14:44.840]  原來以色列民
[00:14:44.840 --> 00:14:46.840]  他們同樣需要經歷
[00:14:46.840 --> 00:14:48.840]  一個徹底的
[00:14:48.840 --> 00:14:50.840]  醫治過程
[00:14:50.840 --> 00:14:52.840]  不單止是以色列民
[00:14:52.840 --> 00:14:54.840]  今日的你和我
[00:14:54.840 --> 00:14:56.840]  同樣都要經歷一個
[00:14:56.840 --> 00:14:58.840]  徹底的復原的醫治
[00:14:58.840 --> 00:15:00.840]  傳言的醫治在我們裡面
[00:15:00.840 --> 00:15:02.840]  包括我們的身體
[00:15:02.840 --> 00:15:04.840]  也包括我們的心靈
[00:15:04.840 --> 00:15:06.840]  這個苦水變甜
[00:15:06.840 --> 00:15:08.840]  象徵的事跡
[00:15:08.840 --> 00:15:10.840]  告訴我們
[00:15:10.840 --> 00:15:12.840]  醫治
[00:15:12.840 --> 00:15:14.840]  不單止是
[00:15:14.840 --> 00:15:16.840]  感冒傷風咳
[00:15:16.840 --> 00:15:18.840]  痊愈
[00:15:18.840 --> 00:15:20.840]  不單止是痛變做不痛
[00:15:20.840 --> 00:15:22.840]  甚至乎
[00:15:22.840 --> 00:15:24.840]  不是腫瘤
[00:15:24.840 --> 00:15:26.840]  細胞
[00:15:26.840 --> 00:15:28.840]  醫治
[00:15:28.840 --> 00:15:30.840]  更加是將人
[00:15:30.840 --> 00:15:32.840]  從心靈的低谷
[00:15:32.840 --> 00:15:34.840]  深處
[00:15:34.840 --> 00:15:36.840]  苦澀
[00:15:36.840 --> 00:15:38.840]  釋放出來
[00:15:38.840 --> 00:15:40.840]  得到真正的
[00:15:40.840 --> 00:15:42.840]  健康
[00:15:42.840 --> 00:15:44.840]  自由
[00:15:44.840 --> 00:15:46.840]  其實以色列民
[00:15:46.840 --> 00:15:48.840]  可能在十五章的時候
[00:15:48.840 --> 00:15:50.840]  還未意識到
[00:15:50.840 --> 00:15:52.840]  原來這個醫治的過程
[00:15:52.840 --> 00:15:54.840]  已經開始了
[00:15:54.840 --> 00:15:56.840]  什麼時候開始的?
[00:15:56.840 --> 00:15:58.840]  原來第三章就已經開始了
[00:15:58.840 --> 00:16:00.840]  那裡說了什麼?
[00:16:00.840 --> 00:16:02.840]  那裡的神跟摩西說
[00:16:02.840 --> 00:16:04.840]  我看見我的百姓
[00:16:04.840 --> 00:16:06.840]  所受的苦
[00:16:06.840 --> 00:16:08.840]  我聽到他們的
[00:16:08.840 --> 00:16:10.840]  愛心
[00:16:10.840 --> 00:16:12.840]  我要救他們
[00:16:12.840 --> 00:16:14.840]  脫離埃及人的手
[00:16:14.840 --> 00:16:16.840]  我要救他們離開埃及
[00:16:16.840 --> 00:16:18.840]  帶他們進入
[00:16:18.840 --> 00:16:20.840]  流奶與蜜之地
[00:16:22.840 --> 00:16:24.840]  到了第九節
[00:16:24.840 --> 00:16:26.840]  神再說一次
[00:16:26.840 --> 00:16:28.840]  他說:以色列人的愛心
[00:16:28.840 --> 00:16:30.840]  已經達到我這裡
[00:16:30.840 --> 00:16:32.840]  上帝
[00:16:32.840 --> 00:16:34.840]  聽見人
[00:16:34.840 --> 00:16:36.840]  發出的呼求
[00:16:36.840 --> 00:16:38.840]  當上帝聽見
[00:16:38.840 --> 00:16:40.840]  人發出的呼求
[00:16:40.840 --> 00:16:42.840]  這個時候醫治的過程
[00:16:42.840 --> 00:16:44.840]  就啟動了
[00:16:44.840 --> 00:16:48.840]  我們回到十五章
[00:16:50.840 --> 00:16:52.840]  其實以色列人已經開始了
[00:16:52.840 --> 00:16:54.840]  醫治的過程已經開始了
[00:16:54.840 --> 00:16:56.840]  如果這樣說的話
[00:16:56.840 --> 00:16:58.840]  苦水是代表著以色列人
[00:16:58.840 --> 00:17:00.840]  在從前埃及地所受的苦
[00:17:00.840 --> 00:17:02.840]  他們的苦情
