
[00:00:00.000 --> 00:00:09.500]  現在十月是我們尋求榮之後第一個開始一季新的開始
[00:03:39.000 --> 00:03:42.000]  眾人雖然為你的緣故跌倒
[00:03:42.000 --> 00:03:45.000]  我卻永不跌倒
[00:03:45.000 --> 00:03:47.000]  永遠都不會跌倒的
[00:03:47.000 --> 00:03:49.000]  永遠都不會
[00:03:49.000 --> 00:03:51.000]  就算眾人會我不會
[00:03:51.000 --> 00:03:54.000]  接著耶穌就說
[00:03:54.000 --> 00:03:57.000]  我實在告訴你今夜雞叫耳先
[00:03:57.000 --> 00:03:59.000]  你要三次不認我
[00:03:59.000 --> 00:04:01.000]  耶穌有說話
[00:04:01.000 --> 00:04:03.000]  但是彼得聽不聽到
[00:04:03.000 --> 00:04:04.000]  聽不到
[00:04:04.000 --> 00:04:07.000]  彼得說我就是必須和你同死
[00:04:07.000 --> 00:04:09.000]  就是和你一起去死
[00:04:09.000 --> 00:04:11.000]  也總不能不認你
[00:04:11.000 --> 00:04:12.000]  我不會不認你
[00:04:12.000 --> 00:04:13.000]  我怎麼也不會不認你
[00:04:13.000 --> 00:04:15.000]  我怎麼也不會跌倒的
[00:04:15.000 --> 00:04:17.000]  眾人眾門徒都這樣說
[00:04:17.000 --> 00:04:20.000]  這裡說原來門徒也有這樣說
[00:04:20.000 --> 00:04:22.000]  彼得說我也是這樣
[00:04:22.000 --> 00:04:24.000]  我們愛你的
[00:04:24.000 --> 00:04:26.000]  接著發生什麼事呢
[00:04:26.000 --> 00:04:28.000]  再看看
[00:04:28.000 --> 00:04:30.000]  耶穌被捉拿了
[00:04:30.000 --> 00:04:32.000]  第69節
[00:04:32.000 --> 00:04:34.000]  請讀
[00:04:34.000 --> 00:04:38.000]  彼得在外園裡坐著
[00:04:38.000 --> 00:04:41.000]  寄出去到了門口
[00:04:41.000 --> 00:04:43.000]  又有一個子女看見他
[00:04:43.000 --> 00:04:45.000]  就對他那樣說
[00:04:45.000 --> 00:04:48.000]  這個人也是和那撒冷一伙的
[00:04:48.000 --> 00:04:50.000]  耶穌又不認認
[00:04:50.000 --> 00:04:53.000]  並且我不認那個人
[00:04:53.000 --> 00:04:55.000]  過了不多時候
[00:04:55.000 --> 00:04:57.000]  旁邊站著的人前來
[00:04:57.000 --> 00:04:58.000]  對彼得說
[00:04:58.000 --> 00:05:00.000]  你們真是他們一伙的
[00:05:00.000 --> 00:05:03.000]  你的口音把你露出來了
[00:05:03.000 --> 00:05:06.000]  彼得就發就起勢的說
[00:05:06.000 --> 00:05:08.000]  我不認識那個人
[00:05:08.000 --> 00:05:10.000]  臘時雞就叫了
[00:05:10.000 --> 00:05:13.000]  彼得想起耶穌所說的話
[00:05:13.000 --> 00:05:14.000]  雞叫耳先
[00:05:14.000 --> 00:05:16.000]  你要三次不認我
[00:05:16.000 --> 00:05:18.000]  他就出去痛哭
[00:05:18.000 --> 00:05:20.000]  好,大家看看這段經文
[00:05:20.000 --> 00:05:22.000]  當耶穌被捉拿的時候
[00:05:22.000 --> 00:05:24.000]  門徒都四散了
[00:05:24.000 --> 00:05:26.000]  彼得一樣四散
[00:05:26.000 --> 00:05:29.000]  不過彼得跟著耶穌去看
[00:05:29.000 --> 00:05:32.000]  這裡看回那些解經
[00:05:32.000 --> 00:05:36.000]  約翰應該是認識大祭司的
[00:05:36.000 --> 00:05:38.000]  所以他可以進到院裡
[00:05:38.000 --> 00:05:41.000]  彼得也叫了進去
[00:05:41.000 --> 00:05:43.000]  所以彼得就在院裡看見耶穌
[00:05:43.000 --> 00:05:45.000]  被人審問
[00:05:45.000 --> 00:05:46.000]  被大祭司
[00:05:46.000 --> 00:05:47.000]  這裡說
[00:05:47.000 --> 00:05:50.000]  他進到院子裡
[00:05:50.000 --> 00:05:51.000]  第一個是什麼
[00:05:51.000 --> 00:05:53.000]  人問他第七十節
[00:05:53.000 --> 00:05:56.000]  彼得在眾人面前卻不承認
[00:05:56.000 --> 00:05:58.000]  有人認得一個子女說
[00:05:58.000 --> 00:05:59.000]  你不是跟著嗎
[00:05:59.000 --> 00:06:02.000]  你不是加拿大人嗎
[00:06:02.000 --> 00:06:03.000]  你跟耶穌一起嗎
[00:06:03.000 --> 00:06:05.000]  彼得怎樣反應
[00:06:05.000 --> 00:06:07.000]  我不知道你說什麼
[00:06:07.000 --> 00:06:08.000]  如果用廣東話
[00:06:08.000 --> 00:06:10.000]  其實他怎樣
[00:06:10.000 --> 00:06:11.000]  什麼
[00:06:11.000 --> 00:06:13.000]  什麼
[00:06:13.000 --> 00:06:14.000]  什麼啊
[00:06:14.000 --> 00:06:15.000]  說什麼
[00:06:15.000 --> 00:06:16.000]  裝傻裝糊塗
[00:06:16.000 --> 00:06:17.000]  什麼什麼
[00:06:17.000 --> 00:06:18.000]  什麼蘇話
[00:06:18.000 --> 00:06:20.000]  什麼耶穌話
[00:06:20.000 --> 00:06:21.000]  不知道
[00:06:21.000 --> 00:06:22.000]  不知道你說什麼
[00:06:22.000 --> 00:06:23.000]  然後就出去了
[00:06:23.000 --> 00:06:24.000]  去到門口
[00:06:24.000 --> 00:06:25.000]  又有一個子女
[00:06:25.000 --> 00:06:26.000]  七十一節
[00:06:26.000 --> 00:06:27.000]  又有一個子女看見
[00:06:27.000 --> 00:06:29.000]  就對他說
[00:06:29.000 --> 00:06:32.000]  這個人是跟拿撒人一起的
[00:06:32.000 --> 00:06:34.000]  然後彼得做什麼
[00:06:34.000 --> 00:06:35.000]  不承認
[00:06:35.000 --> 00:06:36.000]  而且做什麼
[00:06:36.000 --> 00:06:37.000]  起誓
[00:06:37.000 --> 00:06:38.000]  我發誓
[00:06:38.000 --> 00:06:39.000]  我不認識他
[00:06:39.000 --> 00:06:40.000]  我不認識
[00:06:40.000 --> 00:06:42.000]  我不認識這個人
[00:06:42.000 --> 00:06:43.000]  好了
[00:06:43.000 --> 00:06:45.000]  然後又再過了不多的時候
[00:06:45.000 --> 00:06:48.000]  旁邊站著的人就說
[00:06:48.000 --> 00:06:49.000]  對彼得說
[00:06:49.000 --> 00:06:50.000]  你真的跟他一起
[00:06:50.000 --> 00:06:51.000]  我聽你的口音
[00:06:51.000 --> 00:06:54.000]  你說話的口音一模一樣
[00:06:54.000 --> 00:06:56.000]  還不是你
[00:06:56.000 --> 00:06:58.000]  然後彼得又做什麼
[00:06:58.000 --> 00:06:59.000]  然後又做什麼
[00:06:59.000 --> 00:07:01.000]  發奏
[00:07:01.000 --> 00:07:03.000]  即是我現在發誓
[00:07:03.000 --> 00:07:04.000]  如果我認識他
[00:07:04.000 --> 00:07:08.000]  我一會出去就怎樣怎樣
[00:07:08.000 --> 00:07:10.000]  然後說雞叫耳三次
[00:07:10.000 --> 00:07:12.000]  即是雞就叫了
[00:07:12.000 --> 00:07:15.000]  雞就聽到雞叫聲
[00:07:15.000 --> 00:07:17.000]  早上的時候差不多
[00:07:17.000 --> 00:07:19.000]  彼得就上去耶穌對他說話
[00:07:19.000 --> 00:07:20.000]  雞叫耳先
[00:07:20.000 --> 00:07:21.000]  你要三次不認我
[00:07:21.000 --> 00:07:26.000]  他就出去痛哭
[00:07:26.000 --> 00:07:28.000]  等於當我們讀到這段聖經
[00:07:28.000 --> 00:07:31.000]  你再看回約翰福音
[00:07:31.000 --> 00:07:32.000]  剛才我們讀的聖經
[00:07:32.000 --> 00:07:34.000]  耶穌向彼得顯現
[00:07:34.000 --> 00:07:38.000]  你說這一刻對彼得是不是很重要
[00:07:38.000 --> 00:07:42.000]  非常重要
[00:07:42.000 --> 00:07:44.000]  痛哭
[00:07:44.000 --> 00:07:47.000]  他明明說怎樣眾人都跌倒
[00:07:47.000 --> 00:07:49.000]  我都不會跌倒的
[00:07:49.000 --> 00:07:50.000]  就算我為你死
[00:07:50.000 --> 00:07:53.000]  我是不會不認你的
[00:07:53.000 --> 00:07:56.000]  我是不會不認你的耶穌
[00:07:56.000 --> 00:08:00.000]  但是他忽然間發現
[00:08:00.000 --> 00:08:02.000]  自己認不認耶穌
[00:08:02.000 --> 00:08:06.000]  他真的小想不到
[00:08:06.000 --> 00:08:08.000]  所以耶穌問他
[00:08:08.000 --> 00:08:10.000]  西門彼得
[00:08:10.000 --> 00:08:15.000]  你愛我比這些更深
[00:08:15.000 --> 00:08:17.000]  因為我兒子西門
[00:08:17.000 --> 00:08:19.000]  你愛我嗎
[00:08:19.000 --> 00:08:22.000]  你看到彼得真的很慘
[00:08:22.000 --> 00:08:25.000]  彼得你愛我比這些更深
[00:08:25.000 --> 00:08:27.000]  這個這些
[00:08:27.000 --> 00:08:28.000]  你可以說是物質
[00:08:28.000 --> 00:08:30.000]  即是他們打魚的那些
[00:08:30.000 --> 00:08:33.000]  但如果你看回這樣的可能
[00:08:33.000 --> 00:08:35.000]  這個這些就是指
[00:08:35.000 --> 00:08:37.000]  你不是說眾人都跌倒
[00:08:37.000 --> 00:08:39.000]  你為甚麼跌倒
[00:08:39.000 --> 00:08:41.000]  眾人離開你
[00:08:41.000 --> 00:08:44.000]  你總是不會離開我的
[00:08:44.000 --> 00:08:45.000]  眾人不認你
[00:08:45.000 --> 00:08:47.000]  你都會認我的
[00:08:47.000 --> 00:08:52.000]  你愛我比這些人愛我更深
[00:08:52.000 --> 00:08:54.000]  彼得怎樣說
[00:08:54.000 --> 00:08:56.000]  彼得有沒有再拍胸口說
[00:08:56.000 --> 00:08:57.000]  我愛你
[00:08:57.000 --> 00:08:59.000]  我比眾人都愛你
[00:08:59.000 --> 00:09:00.000]  沒有了
[00:09:00.000 --> 00:09:04.000]  我想彼得他三次不認主之後
[00:09:04.000 --> 00:09:06.000]  他有一個發現
[00:09:06.000 --> 00:09:09.000]  原來他是這樣的
[00:09:09.000 --> 00:09:10.000]  破碎了
[00:09:10.000 --> 00:09:13.000]  以前靠己力驕傲
[00:09:13.000 --> 00:09:16.000]  我比眾人都愛主
[00:09:16.000 --> 00:09:18.000]  我比眾人都怎樣
[00:09:18.000 --> 00:09:19.000]  眾人跌倒
[00:09:19.000 --> 00:09:21.000]  我是不會跌倒的
[00:09:21.000 --> 00:09:22.000]  這個肉體
[00:09:22.000 --> 00:09:24.000]  這個血氣
[00:09:24.000 --> 00:09:27.000]  這種屬肉體的生命
[00:09:27.000 --> 00:09:31.000]  是愛不到神的
[00:09:31.000 --> 00:09:32.000]  彼得發現
[00:09:32.000 --> 00:09:33.000]  你知道嗎
[00:09:33.000 --> 00:09:34.000]  我在這裡默想
[00:09:34.000 --> 00:09:35.000]  大家默想一下
[00:09:35.000 --> 00:09:37.000]  如果你是彼得
[00:09:37.000 --> 00:09:40.000]  當你拍胸口說愛主的時候
[00:09:40.000 --> 00:09:42.000]  但過後
[00:09:42.000 --> 00:09:44.000]  一面對這些衝擊
[00:09:44.000 --> 00:09:45.000]  面對這些壓力
[00:09:45.000 --> 00:09:46.000]  面對生死
[00:09:46.000 --> 00:09:47.000]  面對代價的時候
[00:09:47.000 --> 00:09:49.000]  忽然間我們變得軟弱
[00:09:49.000 --> 00:09:50.000]  無力
[00:09:50.000 --> 00:09:53.000]  意志薄弱
[00:09:53.000 --> 00:09:55.000]  口是心非
[00:09:55.000 --> 00:09:58.000]  反應不是這樣
[00:09:58.000 --> 00:10:00.000]  沮不沮喪
[00:10:00.000 --> 00:10:02.000]  挫不挫敗
[00:10:02.000 --> 00:10:04.000]  是否充滿懷疑
[00:10:04.000 --> 00:10:06.000]  我究竟愛不愛主
[00:10:06.000 --> 00:10:08.000]  我好像是愛的
[00:10:08.000 --> 00:10:09.000]  但好像不愛
[00:10:09.000 --> 00:10:12.000]  為什麼會這樣
[00:10:12.000 --> 00:10:13.000]  我想彼得可能去想
[00:10:13.000 --> 00:10:15.000]  主愛不愛我呢
[00:10:15.000 --> 00:10:17.000]  我這樣
[00:10:17.000 --> 00:10:19.000]  我說愛他
[00:10:19.000 --> 00:10:21.000]  但我這樣反應
[00:10:21.000 --> 00:10:22.000]  我說我跟從他
[00:10:22.000 --> 00:10:23.000]  我竟然不認他
[00:10:23.000 --> 00:10:24.000]  我還發毒誓
[00:10:24.000 --> 00:10:26.000]  我發誓
[00:10:26.000 --> 00:10:28.000]  起誓
[00:10:28.000 --> 00:10:30.000]  起咒
[00:10:30.000 --> 00:10:32.000]  裝傻扮懵
[00:10:32.000 --> 00:10:34.000]  看到裡面
[00:10:34.000 --> 00:10:36.000]  自己真實的我
[00:10:36.000 --> 00:10:40.000]  真的很痛苦
[00:10:40.000 --> 00:10:41.000]  我想彼得可能想
[00:10:41.000 --> 00:10:42.000]  耶穌愛不愛我呢
[00:10:42.000 --> 00:10:44.000]  會不會再用我呢
[00:10:44.000 --> 00:10:48.000]  原來我是這樣的
[00:10:48.000 --> 00:10:49.000]  很挫敗
[00:10:49.000 --> 00:10:50.000]  很沮喪
[00:10:50.000 --> 00:10:51.000]  很困惑
[00:10:51.000 --> 00:10:53.000]  很內疚
[00:10:53.000 --> 00:10:57.000]  你會看到耶穌愧不愧疚呢
[00:10:57.000 --> 00:11:00.000]  他怕不怕見耶穌的面呢
[00:11:00.000 --> 00:11:01.000]  所以這一刻
[00:11:01.000 --> 00:11:02.000]  耶穌見他
[00:11:02.000 --> 00:11:03.000]  復活突突的
[00:11:03.000 --> 00:11:05.000]  跟他一個對話
[00:11:05.000 --> 00:11:08.000]  對彼得是極大的憐憫
[00:11:08.000 --> 00:11:10.000]  和接納
[00:11:10.000 --> 00:11:12.000]  這個對話對彼得來說
[00:11:12.000 --> 00:11:14.000]  是一個重建
[00:11:14.000 --> 00:11:17.000]  是一個肯定
[00:11:17.000 --> 00:11:18.000]  耶穌問
[00:11:18.000 --> 00:11:20.000]  你愛我比這些更深
[00:11:20.000 --> 00:11:22.000]  彼得說
[00:11:22.000 --> 00:11:23.000]  是的
[00:11:23.000 --> 00:11:24.000]  你知道
[00:11:24.000 --> 00:11:27.000]  我愛你
[00:11:27.000 --> 00:11:29.000]  當我默想的時候
[00:11:29.000 --> 00:11:30.000]  我真的很感動
[00:11:30.000 --> 00:11:32.000]  因為神給我們機會說
[00:11:32.000 --> 00:11:34.000]  我愛你
[00:11:34.000 --> 00:11:35.000]  他再一次給彼得機會
[00:11:35.000 --> 00:11:39.000]  表達他的愛
[00:11:39.000 --> 00:11:41.000]  他再一次去到彼得面前
[00:11:41.000 --> 00:11:43.000]  靠近彼得
[00:11:43.000 --> 00:11:44.000]  親近他
[00:11:44.000 --> 00:11:46.000]  給機會問他
[00:11:46.000 --> 00:11:47.000]  其實彼得在這個時候
[00:11:47.000 --> 00:11:48.000]  我想起
[00:11:48.000 --> 00:11:51.000]  他深深經歷到神的愛
[00:11:51.000 --> 00:11:55.000]  耶穌的愛
[00:11:55.000 --> 00:11:57.000]  所以這個是彼得起飛
[00:11:57.000 --> 00:11:59.000]  他人生另一個季節
[00:11:59.000 --> 00:12:01.000]  進入另一個侍奉的階段
[00:12:01.000 --> 00:12:06.000]  很重要的時刻
[00:12:06.000 --> 00:12:08.000]  當我為大家再祈禱
[00:12:08.000 --> 00:12:10.000]  在嘉誠區祈禱
[00:12:10.000 --> 00:12:12.000]  今早我再去祈禱的時候
[00:12:12.000 --> 00:12:14.000]  忽然間有個意念
[00:12:14.000 --> 00:12:18.000]  我們嘉誠區要進入另一個季節
[00:12:18.000 --> 00:12:20.000]  要進入另一個領域
[00:12:20.000 --> 00:12:22.000]  就好像今早敬拜
[00:12:22.000 --> 00:12:24.000]  神再一次會更新我們的心
[00:12:24.000 --> 00:12:26.000]  神再一次會在我們心裏
[00:12:26.000 --> 00:12:28.000]  叫我們靈魂肅成
[00:12:28.000 --> 00:12:30.000]  叫我們在神的裏
[00:12:30.000 --> 00:12:32.000]  給我們一個新的季節
[00:12:32.000 --> 00:12:34.000]  叫我們進入去
[00:12:34.000 --> 00:12:36.000]  彼得就是進入一個季節裏
[00:12:36.000 --> 00:12:38.000]  我想說
[00:12:38.000 --> 00:12:42.000]  人如果認識自己的破碎
[00:12:42.000 --> 00:12:44.000]  認識我們人性的軟弱
[00:12:44.000 --> 00:12:46.000]  我們真的知道的時候
[00:12:46.000 --> 00:12:48.000]  我們真的破碎的時候
[00:12:48.000 --> 00:12:51.000]  我們就能夠更加愛神
[00:12:51.000 --> 00:12:53.000]  我們才懂得愛神
[00:12:53.000 --> 00:12:55.000]  我們才知道我們能夠愛主
[00:12:55.000 --> 00:12:56.000]  都不是我們的
[00:12:56.000 --> 00:12:58.000]  是主的愛激勵我們
[00:12:58.000 --> 00:13:00.000]  是主的愛在我們生命裏
[00:13:00.000 --> 00:13:02.000]  給我們經歷到真真實實的接納
[00:13:02.000 --> 00:13:04.000]  神的愛 神的肯定
[00:13:04.000 --> 00:13:06.000]  你知道嗎
[00:13:06.000 --> 00:13:09.000]  彼得能夠有機會向神迴轉
[00:13:09.000 --> 00:13:12.000]  向神表達是一個很大的恩典
[00:13:12.000 --> 00:13:15.000]  因為他曾經不認主
[00:13:15.000 --> 00:13:17.000]  主可以說
[00:13:17.000 --> 00:13:19.000]  這樣就算了 你不認我
[00:13:19.000 --> 00:13:21.000]  我也不認你
[00:13:21.000 --> 00:13:23.000]  但是沒有
[00:13:23.000 --> 00:13:25.000]  因為彼得真的愛主
[00:13:25.000 --> 00:13:27.000]  主知道
[00:13:27.000 --> 00:13:30.000]  主說 你愛我嗎
[00:13:30.000 --> 00:13:32.000]  彼得不再士氣高大地
[00:13:32.000 --> 00:13:35.000]  說主你知道我愛你
[00:13:35.000 --> 00:13:38.000]  你知道我是愛你的
[00:13:38.000 --> 00:13:41.000]  所以第一個我想說的就是
[00:13:41.000 --> 00:13:44.000]  珍惜每一次我們去主的面前
[00:13:44.000 --> 00:13:46.000]  可以向主說愛你
[00:13:46.000 --> 00:13:48.000]  其實是神很大的恩典
[00:13:48.000 --> 00:13:50.000]  神接納我們的愛
[00:13:50.000 --> 00:13:52.000]  神給我們機會去愛
[00:13:52.000 --> 00:13:54.000]  去重見他
[00:13:54.000 --> 00:13:56.000]  而且耶穌接著說
[00:13:56.000 --> 00:13:58.000]  你餵養我的羊
[00:13:58.000 --> 00:14:01.000]  對彼得是一個很大的肯定
[00:14:01.000 --> 00:14:03.000]  馬上委任他
[00:14:03.000 --> 00:14:05.000]  馬上給他使命
[00:14:05.000 --> 00:14:07.000]  馬上告訴他
[00:14:07.000 --> 00:14:09.000]  我用你
[00:14:09.000 --> 00:14:11.000]  我會用你
[00:14:11.000 --> 00:14:13.000]  我會大大的用你
[00:14:13.000 --> 00:14:15.000]  將我的羊交給你
[00:14:15.000 --> 00:14:17.000]  你去牧羊 你去餵羊 你去帶領
[00:14:17.000 --> 00:14:19.000]  對彼得鼓不鼓勵
[00:14:19.000 --> 00:14:21.000]  真的很大鼓勵
[00:14:21.000 --> 00:14:23.000]  我剛才才不認你
[00:14:23.000 --> 00:14:26.000]  還先雞叫耳
[00:14:26.000 --> 00:14:28.000]  他就發現
[00:14:28.000 --> 00:14:30.000]  原來耶穌你都知道
[00:14:30.000 --> 00:14:32.000]  所以弟兄姊妹
[00:14:32.000 --> 00:14:34.000]  我們不要離開神
[00:14:34.000 --> 00:14:36.000]  當我們面對屬靈的危機
[00:14:36.000 --> 00:14:38.000]  我們屬靈的生命
[00:14:38.000 --> 00:14:40.000]  我們可能高高低低去了一個位置
[00:14:40.000 --> 00:14:43.000]  這個時候我們要認識我們自己
[00:14:43.000 --> 00:14:46.000]  其實這個可能還是靠我們自己
[00:14:46.000 --> 00:14:48.000]  我還以為我們可以愛神
[00:14:48.000 --> 00:14:50.000]  可以繼續堅持下去
[00:14:50.000 --> 00:14:52.000]  但其實是神的愛激勵我們
[00:14:52.000 --> 00:14:54.000]  保存我們
[00:14:54.000 --> 00:14:56.000]  而且神每一次我們這麼軟弱的時候
[00:14:56.000 --> 00:14:58.000]  每一次我們說神我愛你
[00:14:58.000 --> 00:15:00.000]  神都會將使命
[00:15:00.000 --> 00:15:02.000]  將責任託付我們
[00:15:02.000 --> 00:15:04.000]  你愛我嘛 做
[00:15:04.000 --> 00:15:06.000]  這個在說什麼呢
[00:15:06.000 --> 00:15:08.000]  耶穌沒有說為什麼你不認我
[00:15:08.000 --> 00:15:10.000]  你看看你多軟弱
[00:15:10.000 --> 00:15:12.000]  你看看你還這麼厲害
[00:15:12.000 --> 00:15:14.000]  你看看你 耶穌不是責備他
[00:15:14.000 --> 00:15:16.000]  耶穌是在這個時候
[00:15:16.000 --> 00:15:18.000]  和他親密的關係再次建立
[00:15:18.000 --> 00:15:20.000]  而且是面對面的
[00:15:20.000 --> 00:15:22.000]  重不重要
[00:15:22.000 --> 00:15:24.000]  很重要
[00:15:24.000 --> 00:15:26.000]  接著
[00:15:26.000 --> 00:15:28.000]  耶穌問他三次
[00:15:28.000 --> 00:15:30.000]  彼得就回應了
[00:15:30.000 --> 00:15:32.000]  另一個我想大家留意的
[00:15:32.000 --> 00:15:34.000]  就是
[00:15:34.000 --> 00:15:36.000]  有沒有留意到其實彼得
[00:15:36.000 --> 00:15:38.000]  在這個時刻
[00:15:38.000 --> 00:15:40.000]  他的反應
[00:15:40.000 --> 00:15:42.000]  再看一看
[00:15:42.000 --> 00:15:44.000]  在最後晚餐
[00:15:44.000 --> 00:15:46.000]  然後
[00:15:46.000 --> 00:15:48.000]  晚餐之後
[00:15:48.000 --> 00:15:50.000]  還有一個黑西瑪利亞
[00:15:50.000 --> 00:15:52.000]  晚餐就是黑西瑪利亞
[00:15:52.000 --> 00:15:54.000]  黑西瑪利亞 彼得要去雅各
[00:15:54.000 --> 00:15:56.000]  還有
[00:15:56.000 --> 00:15:58.000]  其他的門徒
[00:15:58.000 --> 00:16:00.000]  去拜耶穌
[00:16:00.000 --> 00:16:02.000]  耶穌就帶黑西瑪利亞去祈禱
[00:16:02.000 --> 00:16:04.000]  彼得在雅各
[00:16:04.000 --> 00:16:06.000]  不過睡著了
[00:16:06.000 --> 00:16:08.000]  到了
[00:16:08.000 --> 00:16:10.000]  竹拿的時候
[00:16:10.000 --> 00:16:12.000]  彼得用刀
[00:16:12.000 --> 00:16:14.000]  斬了
[00:16:14.000 --> 00:16:16.000]  大祭司本人的耳朵
[00:16:16.000 --> 00:16:18.000]  耶穌叫他收刀入朝
[00:16:18.000 --> 00:16:20.000]  再下去
[00:16:20.000 --> 00:16:22.000]  竹拿之後 門徒四散
[00:16:22.000 --> 00:16:24.000]  彼得就跟著耶穌
[00:16:24.000 --> 00:16:26.000]  去到大祭司的院
[00:16:26.000 --> 00:16:28.000]  裡面
[00:16:28.000 --> 00:16:30.000]  然後雞叫耳先
[00:16:30.000 --> 00:16:34.000]  他忽然間遇到耶穌
[00:16:34.000 --> 00:16:36.000]  而且在那一刻
[00:16:36.000 --> 00:16:38.000]  他深深經歷耶穌
[00:16:38.000 --> 00:16:40.000]  因為如果其他聖經說
[00:16:40.000 --> 00:16:42.000]  他剛剛不認主的時候
[00:16:42.000 --> 00:16:44.000]  三次不認主的時候
[00:16:44.000 --> 00:16:46.000]  聖經說雞又叫
[00:16:46.000 --> 00:16:48.000]  然後耶穌看他
[00:16:48.000 --> 00:16:50.000]  他又看著耶穌
[00:16:50.000 --> 00:16:52.000]  然後他回去痛哭
[00:16:52.000 --> 00:16:54.000]  我想這個對彼得真的很慘
[00:16:54.000 --> 00:16:56.000]  剛剛斷症
[00:16:56.000 --> 00:16:58.000]  正不正
[00:16:58.000 --> 00:17:00.000]  剛剛說
[00:17:00.000 --> 00:17:02.000]  我不認識他 我發誓
[00:17:02.000 --> 00:17:04.000]  如果是這樣我出馬路
[00:17:04.000 --> 00:17:06.000]  怎樣怎樣
[00:17:06.000 --> 00:17:08.000]  聽到雞叫
[00:17:08.000 --> 00:17:10.000]  看到耶穌
[00:17:10.000 --> 00:17:12.000]  真是慘
[00:17:12.000 --> 00:17:14.000]  但是要留意
[00:17:14.000 --> 00:17:16.000]  就是彼得
[00:17:16.000 --> 00:17:18.000]  他一直跟著耶穌
[00:17:18.000 --> 00:17:20.000]  彼得對主的愛
[00:17:20.000 --> 00:17:22.000]  他親近他
[00:17:22.000 --> 00:17:24.000]  靠近他
[00:17:24.000 --> 00:17:26.000]  到耶穌復活的時候
[00:17:26.000 --> 00:17:28.000]  彼得
[00:17:28.000 --> 00:17:30.000]  走去墓裡
[00:17:30.000 --> 00:17:32.000]  看耶穌
[00:17:32.000 --> 00:17:34.000]  當然找不到耶穌復活
[00:17:34.000 --> 00:17:36.000]  到這一刻
[00:17:36.000 --> 00:17:38.000]  為什麼耶穌又在海邊
[00:17:38.000 --> 00:17:40.000]  其中他們去打魚
