
[00:00:00.000 --> 00:00:03.000]  多謝主的憐憫在我心靈裏面
[00:07:48.000 --> 00:07:50.000]  就是一個人在夜路殺難下來的
[00:07:50.000 --> 00:07:52.000]  這個明顯
[00:07:52.000 --> 00:07:54.000]  如果你明白聖經
[00:07:54.000 --> 00:07:57.000]  明顯這個極大極大可能
[00:07:57.000 --> 00:07:58.000]  他就是猶太人
[00:07:58.000 --> 00:08:00.000]  他不是撒瑪利亞
[00:08:00.000 --> 00:08:03.000]  因為猶太人是不會經過撒瑪利亞
[00:08:03.000 --> 00:08:06.000]  他們是不和他們有來往的
[00:08:06.000 --> 00:08:09.000]  記得耶穌有一次去撒瑪利亞的井旁
[00:08:09.000 --> 00:08:11.000]  在井旁打水
[00:08:11.000 --> 00:08:12.000]  聖經明明是這樣說
[00:08:12.000 --> 00:08:14.000]  耶穌問這個婦人拿水
[00:08:14.000 --> 00:08:15.000]  這個婦人說
[00:08:15.000 --> 00:08:16.000]  你既然是一個猶太人
[00:08:16.000 --> 00:08:18.000]  怎會問我拿水呢
[00:08:18.000 --> 00:08:19.000]  即是這樣說
[00:08:19.000 --> 00:08:21.000]  即是潮州人怎會問我拿水呢
[00:08:21.000 --> 00:08:23.000]  我廣東人來的
[00:08:23.000 --> 00:08:25.000]  不對的
[00:08:25.000 --> 00:08:27.000]  即是這樣的意思
[00:08:27.000 --> 00:08:29.000]  即是說你怎樣走過來呢
[00:08:29.000 --> 00:08:31.000]  我佛教的
[00:08:31.000 --> 00:08:32.000]  你基督教的
[00:08:32.000 --> 00:08:34.000]  不對的
[00:08:34.000 --> 00:08:37.000]  聖經說原來猶太人和撒瑪利亞人
[00:08:37.000 --> 00:08:38.000]  是沒有來往的
[00:08:38.000 --> 00:08:40.000]  他們是沒有來往的
[00:08:40.000 --> 00:08:41.000]  所以現在耶穌用一個
[00:08:41.000 --> 00:08:43.000]  這個在耶路撒冷的人
[00:08:43.000 --> 00:08:46.000]  應該就是猶太人
[00:08:46.000 --> 00:08:48.000]  落在強度的手中
[00:08:48.000 --> 00:08:50.000]  被人剝去的衣裳打個半死
[00:08:50.000 --> 00:08:51.000]  丟在地裏面
[00:08:51.000 --> 00:08:52.000]  是甚麼意思呢
[00:08:52.000 --> 00:08:55.000]  這個人是代表著一些
[00:08:55.000 --> 00:08:57.000]  需要人幫助的人
[00:08:57.000 --> 00:08:58.000]  你不救他
[00:08:58.000 --> 00:09:00.000]  他就死了
[00:09:00.000 --> 00:09:02.000]  他是被剝削
[00:09:02.000 --> 00:09:04.000]  他當時是被打被搶奪的
[00:09:04.000 --> 00:09:06.000]  他沒有辦法保護自己
[00:09:06.000 --> 00:09:07.000]  他已經被人打半死
[00:09:07.000 --> 00:09:09.000]  在路邊
[00:09:09.000 --> 00:09:12.000]  是受害者
[00:09:12.000 --> 00:09:14.000]  或者是一個需要人幫助的人
[00:09:14.000 --> 00:09:15.000]  好了
[00:09:15.000 --> 00:09:17.000]  第二類的人就是強度
[00:09:17.000 --> 00:09:19.000]  有一個強度才有
[00:09:19.000 --> 00:09:21.000]  那個就是搶奪者
[00:09:21.000 --> 00:09:22.000]  惡者
[00:09:22.000 --> 00:09:23.000]  傷害人的人
[00:09:23.000 --> 00:09:25.000]  埋沒良心的人
[00:09:25.000 --> 00:09:26.000]  沒有愛心的人
[00:09:26.000 --> 00:09:28.000]  只是很自我自中心的人
[00:09:28.000 --> 00:09:30.000]  第三種人
[00:09:30.000 --> 00:09:32.000]  就是撒一哲
[00:09:32.000 --> 00:09:34.000]  祭司在這條路經過
[00:09:34.000 --> 00:09:38.000]  看見就從那裏走了
[00:09:38.000 --> 00:09:40.000]  祭司是甚麼人呢
[00:09:40.000 --> 00:09:43.000]  祭司是在聖所敬拜神
[00:09:43.000 --> 00:09:44.000]  侍奉神的人
[00:09:44.000 --> 00:09:47.000]  和神最貼近的人
[00:09:47.000 --> 00:09:49.000]  是最認識神的人
[00:09:49.000 --> 00:09:53.000]  是代表著民眾去到神那裏
[00:09:53.000 --> 00:09:55.000]  他有沒有責任
[00:09:55.000 --> 00:09:57.000]  他不單是猶太人
[00:09:57.000 --> 00:09:58.000]  他這個不單是他的兄弟
[00:09:58.000 --> 00:09:59.000]  是猶太人
[00:09:59.000 --> 00:10:00.000]  而且他是祭司
[00:10:00.000 --> 00:10:01.000]  他是服侍神
[00:10:01.000 --> 00:10:03.000]  最能夠明白神的心懷
[00:10:03.000 --> 00:10:04.000]  他最明白聖經
[00:10:04.000 --> 00:10:05.000]  應該去做
[00:10:05.000 --> 00:10:07.000]  沒有做到
[00:10:07.000 --> 00:10:09.000]  撒一哲又有一個利美人
[00:10:09.000 --> 00:10:10.000]  利美人是甚麼
[00:10:10.000 --> 00:10:11.000]  分別為聖
[00:10:11.000 --> 00:10:12.000]  侍奉神的人
[00:10:12.000 --> 00:10:15.000]  在聖殿
[00:10:15.000 --> 00:10:17.000]  然後又在這條路經過
[00:10:17.000 --> 00:10:18.000]  看見他
[00:10:18.000 --> 00:10:20.000]  又照樣走了
[00:10:20.000 --> 00:10:22.000]  代表著甚麼呢
[00:10:22.000 --> 00:10:24.000]  袖手旁觀
[00:10:24.000 --> 00:10:26.000]  冷眼旁觀
[00:10:26.000 --> 00:10:30.000]  心裏沒有了這種憐憫的心腸
[00:10:30.000 --> 00:10:31.000]  沒有愛心
[00:10:31.000 --> 00:10:32.000]  自我
[00:10:32.000 --> 00:10:33.000]  劃清界線
[00:10:33.000 --> 00:10:34.000]  小心點
[00:10:34.000 --> 00:10:35.000]  不要搞
[00:10:35.000 --> 00:10:36.000]  你可以說很多原因
[00:10:36.000 --> 00:10:38.000]  他不救他
[00:10:38.000 --> 00:10:39.000]  但他應該要救
[00:10:39.000 --> 00:10:40.000]  他有責任
[00:10:40.000 --> 00:10:42.000]  是逃避責任的人
[00:10:42.000 --> 00:10:43.000]  頂智媒
[00:10:43.000 --> 00:10:47.000]  這裏說的是服侍神的人
[00:10:47.000 --> 00:10:48.000]  所以我想
[00:10:48.000 --> 00:10:50.000]  我們預備的時候
[00:10:50.000 --> 00:10:51.000]  我們不就是服侍神
[00:10:51.000 --> 00:10:52.000]  有了崗位
[00:10:52.000 --> 00:10:53.000]  有了職份
[00:10:53.000 --> 00:10:54.000]  我們去做
[00:10:54.000 --> 00:10:56.000]  但其實是否只是我們呢
[00:10:56.000 --> 00:10:58.000]  同工目者
[00:10:58.000 --> 00:10:59.000]  侍奉人
[00:10:59.000 --> 00:11:00.000]  推牧
[00:11:00.000 --> 00:11:01.000]  組長
[00:11:01.000 --> 00:11:02.000]  是否只是這些
[00:11:02.000 --> 00:11:03.000]  我們頂智媒是不是呢
[00:11:03.000 --> 00:11:05.000]  在聖經我們都是
[00:11:05.000 --> 00:11:10.000]  信徒皆濟世
[00:11:10.000 --> 00:11:12.000]  所以這段聖經是說
[00:11:12.000 --> 00:11:14.000]  屬於神的人
[00:11:14.000 --> 00:11:16.000]  他要做些甚麼呢
[00:11:16.000 --> 00:11:17.000]  在崗位
[00:11:17.000 --> 00:11:18.000]  在職份裏面
[00:11:18.000 --> 00:11:19.000]  他要做些甚麼呢
[00:11:19.000 --> 00:11:21.000]  冷眼旁觀
[00:11:21.000 --> 00:11:22.000]  走了去站
[00:11:22.000 --> 00:11:24.000]  他的心很冷
[00:11:24.000 --> 00:11:27.000]  很硬
[00:11:27.000 --> 00:11:28.000]  三十三節
[00:11:28.000 --> 00:11:30.000]  有一個撒瑪利亞人
[00:11:30.000 --> 00:11:31.000]  剛才你說過
[00:11:31.000 --> 00:11:32.000]  這個律法師
[00:11:32.000 --> 00:11:34.000]  就是猶太人
[00:11:34.000 --> 00:11:36.000]  他對撒瑪利亞人
[00:11:36.000 --> 00:11:38.000]  是怎樣看法的呢
[00:11:38.000 --> 00:11:40.000]  所以你見到耶穌問
[00:11:40.000 --> 00:11:41.000]  這三個人
[00:11:41.000 --> 00:11:42.000]  誰是那個論者
[00:11:42.000 --> 00:11:45.000]  他連撒瑪利亞都不說
[00:11:45.000 --> 00:11:47.000]  連文去那個
[00:11:47.000 --> 00:11:49.000]  招貞祿說
[00:11:49.000 --> 00:11:50.000]  A君、B君、C君
[00:11:50.000 --> 00:11:51.000]  陳生、李生、張生
[00:11:51.000 --> 00:11:52.000]  是誰呀
[00:11:52.000 --> 00:11:53.000]  那你就陳生、李生、張生
[00:11:53.000 --> 00:11:55.000]  隨便選一個
[00:11:55.000 --> 00:11:57.000]  他不說
[00:11:57.000 --> 00:11:59.000]  我懶得看張生
[00:11:59.000 --> 00:12:00.000]  我不看
[00:12:00.000 --> 00:12:02.000]  張召我都不看
[00:12:02.000 --> 00:12:04.000]  撒瑪利亞我不會看
[00:12:04.000 --> 00:12:06.000]  連文去那個
[00:12:06.000 --> 00:12:08.000]  你就看到
[00:12:08.000 --> 00:12:10.000]  耶穌想說甚麼呢
[00:12:10.000 --> 00:12:12.000]  這裏說
[00:12:12.000 --> 00:12:14.000]  撒瑪利亞人
[00:12:14.000 --> 00:12:18.000]  他跳脫了尼巴
[00:12:18.000 --> 00:12:20.000]  他們是不好關係的
[00:12:20.000 --> 00:12:24.000]  按道理他不應該這樣幫他
[00:12:24.000 --> 00:12:26.000]  看見一個猶太人
[00:12:26.000 --> 00:12:27.000]  被打半死
[00:12:27.000 --> 00:12:28.000]  如果撒瑪利亞人
[00:12:28.000 --> 00:12:29.000]  他心裏懷恨
[00:12:29.000 --> 00:12:31.000]  他會怎樣
[00:12:31.000 --> 00:12:32.000]  死呀
[00:12:32.000 --> 00:12:33.000]  還未死呀
[00:12:33.000 --> 00:12:34.000]  死呀
[00:12:34.000 --> 00:12:35.000]  還不死
[00:12:35.000 --> 00:12:36.000]  我幫你一把
[00:12:36.000 --> 00:12:37.000]  我幫你呀
[00:12:37.000 --> 00:12:39.000]  是不是
[00:12:39.000 --> 00:12:40.000]  很痛呀
[00:12:40.000 --> 00:12:42.000]  不是臨走
[00:12:42.000 --> 00:12:44.000]  臨癲走
[00:12:44.000 --> 00:12:46.000]  看他死未
[00:12:46.000 --> 00:12:47.000]  是不是心裏
[00:12:47.000 --> 00:12:49.000]  他在裏面懷著甚麼呢
[00:12:49.000 --> 00:12:50.000]  憐憫的心
[00:12:50.000 --> 00:12:51.000]  西餅之夢
[00:12:51.000 --> 00:12:52.000]  這裏有四種人
[00:12:52.000 --> 00:12:56.000]  我們是甚麼人呢
[00:12:56.000 --> 00:12:58.000]  即是我一個人想
[00:12:58.000 --> 00:12:59.000]  咦
[00:12:59.000 --> 00:13:00.000]  可能
[00:13:00.000 --> 00:13:03.000]  我們是受害者
[00:13:03.000 --> 00:13:05.000]  你有沒有憐憫過人
[00:13:05.000 --> 00:13:07.000]  有沒有被人憐憫過
[00:13:07.000 --> 00:13:08.000]  有沒有
[00:13:08.000 --> 00:13:09.000]  有的
[00:13:09.000 --> 00:13:12.000]  怎樣被人憐憫過
[00:13:12.000 --> 00:13:14.000]  日常生活裏面
[00:13:14.000 --> 00:13:16.000]  追巴士的時候
[00:13:16.000 --> 00:13:19.000]  有些憐憫味
[00:13:19.000 --> 00:13:22.000]  我看見一個婆婆
[00:13:22.000 --> 00:13:23.000]  在前面走
[00:13:23.000 --> 00:13:25.000]  司機停在那裏等她
[00:13:25.000 --> 00:13:27.000]  慢慢婆婆
[00:13:27.000 --> 00:13:28.000]  嘩
[00:13:28.000 --> 00:13:30.000]  真是很窩心
[00:13:30.000 --> 00:13:32.000]  今時今日
[00:13:32.000 --> 00:13:35.000]  這個服務態度真是好
[00:13:35.000 --> 00:13:37.000]  他真的服務她
[00:13:37.000 --> 00:13:40.000]  按理不用等她
[00:13:40.000 --> 00:13:41.000]  所以這裏說
[00:13:41.000 --> 00:13:42.000]  主呀
[00:13:42.000 --> 00:13:44.000]  我們不是不關心人
[00:13:44.000 --> 00:13:45.000]  我們反省
[00:13:45.000 --> 00:13:46.000]  我們屬於神的人
[00:13:46.000 --> 00:13:48.000]  我的心有沒有冷淡
[00:13:48.000 --> 00:13:50.000]  我的心有沒有冷卻
[00:13:50.000 --> 00:13:53.000]  有沒有冰冷的心
[00:13:53.000 --> 00:13:54.000]  但其實我們想
[00:13:54.000 --> 00:13:55.000]  會不會我們其實
[00:13:55.000 --> 00:13:56.000]  我們說主呀
[00:13:56.000 --> 00:13:58.000]  我們就是受害者
[00:13:58.000 --> 00:13:59.000]  誰來救我
[00:13:59.000 --> 00:14:00.000]  我剛才半死
[00:14:00.000 --> 00:14:02.000]  我半死很久了
[00:14:02.000 --> 00:14:05.000]  我拖著殘血的身軀
[00:14:05.000 --> 00:14:06.000]  每天上班
[00:14:06.000 --> 00:14:08.000]  誰來救我
[00:14:08.000 --> 00:14:11.000]  誰來幫我
