
[00:00:00.000 --> 00:00:03.600]  歷代自下第七章第一節
[00:02:10.400 --> 00:02:12.200]  只有一個字
[00:02:12.200 --> 00:02:13.880]  If
[00:02:13.880 --> 00:02:15.680]  如果
[00:02:15.680 --> 00:02:18.920]  我就發現光是一個字
[00:02:18.920 --> 00:02:24.120]  就能夠打開多少我們想象的空間
[00:02:24.120 --> 00:02:25.080]  你們想象到過沒有
[00:02:25.080 --> 00:02:29.360]  如果說我們教會能夠成長到5000人
[00:02:29.360 --> 00:02:34.440]  那個時候教會是一個怎麼樣的光景
[00:02:34.440 --> 00:02:39.800]  如果說神的復興真的降臨在我們中間
[00:02:39.800 --> 00:02:45.640]  那我們的城市跟我們的社區會變得怎麼樣
[00:02:45.640 --> 00:02:51.760]  如果說我們真的進入了影響世界的七個領域
[00:02:51.760 --> 00:02:56.760]  這個世界將會有怎麼樣的改變
[00:02:56.760 --> 00:02:58.760]  想過沒有
[00:02:58.760 --> 00:03:00.800]  不要以爲不可能
[00:03:00.800 --> 00:03:04.400]  因爲在神永遠沒有難成的事情
[00:03:04.400 --> 00:03:05.800]  Amen
[00:03:05.800 --> 00:03:08.880]  有一次我聽過一位牧師的分享
[00:03:08.880 --> 00:03:11.080]  讓我很受感動
[00:03:11.080 --> 00:03:18.920]  他說教會存在的目的是爲了那些還沒有進到教會的人
[00:03:18.920 --> 00:03:23.240]  哇,你能夠看得那麼遠嗎
[00:03:23.240 --> 00:03:28.040]  多少時候我們以爲教會存在的目的是爲了我的存在
[00:03:28.040 --> 00:03:33.480]  沒想到教會存在的目的是爲那些還沒有來的人
[00:03:33.480 --> 00:03:35.240]  不只是爲現在的需要
[00:03:35.240 --> 00:03:37.840]  更是爲將來的復興
[00:03:37.840 --> 00:03:41.960]  所以求主幫助我們永遠不要停止夢想
[00:03:41.960 --> 00:03:45.480]  跟他說永遠不要停止夢想
[00:03:45.480 --> 00:03:49.120]  我相信這是爲什麼神吩咐我們要建Shakina Glory
[00:03:49.120 --> 00:03:51.200]  一個非常重要的原因
[00:03:51.200 --> 00:03:56.760]  因爲場地與夢想永遠是不可分的
[00:03:56.760 --> 00:03:59.760]  所以今天我們從三方面再一次來思想
[00:03:59.760 --> 00:04:03.200]  Shakina Glory對我們的意義是什麼
[00:04:03.200 --> 00:04:07.360]  第一,Shakina Glory是神在地上的心意
[00:04:07.360 --> 00:04:09.800]  跟你們說,Shakina Glory是神在地上的心意
[00:04:09.800 --> 00:04:13.440]  跟他說
[00:04:13.440 --> 00:04:18.280]  首先Shakina這個字我相信你到現在應該已經知道是什麼意思了
[00:04:18.280 --> 00:04:23.080]  如果還不知道,那你是白聽了很多道
[00:04:23.080 --> 00:04:28.000]  Shakina的意思是神在地上的居所
[00:04:28.000 --> 00:04:31.920]  當然這個意思不是說我們的神好可憐哦
[00:04:31.920 --> 00:04:34.880]  在地上還找不到一個居所
[00:04:34.880 --> 00:04:38.280]  事實上我們的神是無所不在無所不能的神
[00:04:38.280 --> 00:04:41.360]  他並不需要一個居所
[00:04:41.360 --> 00:04:44.160]  但是如果你仔細查考聖經你會發現
[00:04:44.160 --> 00:04:50.480]  神卻渴望與他所創造的人類發生非常親密的一個關係
[00:04:50.480 --> 00:04:55.800]  能夠在人的生命當中能夠彰顯他自己榮耀的同在
[00:04:55.800 --> 00:04:58.600]  但卻是因爲人犯罪得罪神
[00:04:58.600 --> 00:05:01.120]  使神與人之間隔絕了
[00:05:01.120 --> 00:05:04.840]  人不能夠直接來到神的面前
[00:05:04.840 --> 00:05:08.240]  所以神因着他自己的憐憫的緣故
[00:05:08.240 --> 00:05:11.320]  他就選擇一個地方
[00:05:11.320 --> 00:05:14.600]  他將這個地方分別爲聖
[00:05:14.600 --> 00:05:19.800]  讓人能夠在這個地方能夠與神相會
[00:05:19.800 --> 00:05:22.240]  整本聖經就讓我們看見
[00:05:22.240 --> 00:05:26.880]  神的心意就是要神能夠藉着人
[00:05:26.880 --> 00:05:32.400]  能夠彼此連結在人的身上顯明他同在的榮耀
[00:05:32.400 --> 00:05:34.000]  在《創世紀》裏面我們看見
[00:05:34.000 --> 00:05:37.120]  神吩咐亞伯拉罕無論他到哪裏都怎麼樣
[00:05:37.120 --> 00:05:42.800]  他都會在那裏祭壇祭壇是什麼地方?
[00:05:42.800 --> 00:05:46.080]  祭壇是神所選擇的一個地方
[00:05:46.080 --> 00:05:49.280]  我們看見神將祭壇分別爲聖
[00:05:49.280 --> 00:05:52.200]  好叫人在那裏與神相會
[00:05:52.200 --> 00:05:55.080]  好讓神的同在的榮耀能夠彰顯出來
[00:05:55.080 --> 00:05:59.880]  讓人來到那個地方就能夠遇見神
[00:05:59.880 --> 00:06:03.960]  到《出埃及記》的時候我們看神吩咐摩西建造會墓
[00:06:03.960 --> 00:06:05.320]  會墓是什麼地方?
[00:06:05.320 --> 00:06:10.720]  《出埃及記》告訴我們會墓就是神與人相會的地方
[00:06:10.720 --> 00:06:14.160]  神要人能夠經歷到祂的同在跟祂的榮耀
[00:06:14.160 --> 00:06:16.880]  所以會墓一建完之後
[00:06:16.880 --> 00:06:22.840]  我們看見神的雲彩就降臨遮蓋整個會墓
[00:06:22.840 --> 00:06:27.600]  當時的以色列人只要看見雲彩在會墓之上
[00:06:27.600 --> 00:06:32.800]  他們就知道神正在與他們同在
[00:06:32.800 --> 00:06:34.000]  到了所羅邦的時候
[00:06:34.000 --> 00:06:37.240]  神就吩咐所羅邦建造聖殿
[00:06:37.240 --> 00:06:40.040]  同樣的聖殿是什麼地方?
[00:06:40.040 --> 00:06:45.600]  聖殿是神所選擇分別爲聖的地方
[00:06:45.600 --> 00:06:48.760]  叫人在那裏能夠遇見神
[00:06:48.760 --> 00:06:51.960]  這個聖殿是彰顯祂榮耀同在的居所
[00:06:51.960 --> 00:06:56.200]  所以剛纔所讀的聖經當所羅邦禱告完畢的時候
[00:06:56.200 --> 00:06:59.040]  神的榮光就充滿了聖殿
[00:06:59.040 --> 00:07:02.320]  這就是Shakina Glory的光景
[00:07:02.320 --> 00:07:05.480]  Shakina Glory就是神榮耀同在的彰顯
[00:07:05.480 --> 00:07:10.120]  而云彩常常就是那個記號
[00:07:10.120 --> 00:07:12.080]  當然來到新約時代
[00:07:12.080 --> 00:07:14.040]  因着耶穌基督的救恩
[00:07:14.040 --> 00:07:16.840]  我們看見罪惡的鎖鏈已經被斷開了
[00:07:16.840 --> 00:07:22.200]  神今天借了聖靈已經實際的內注在我們的裏面
[00:07:22.200 --> 00:07:26.040]  但神今天仍然願意選擇
[00:07:26.040 --> 00:07:28.480]  在祂的聖所當中
[00:07:28.480 --> 00:07:30.920]  在祂聖徒的聚會當中
[00:07:30.920 --> 00:07:34.640]  來彰顯祂的榮耀同在
[00:07:34.640 --> 00:07:38.240]  這爲什麼在哥林多前書十四章二十五節
[00:07:38.240 --> 00:07:39.920]  保羅在這裏特別講到
[00:07:39.920 --> 00:07:41.520]  當你們在聚會的時候
[00:07:41.520 --> 00:07:44.960]  若有外邦人走進到你們中間
[00:07:44.960 --> 00:07:47.080]  他們經歷到聖靈的大能
[00:07:47.080 --> 00:07:50.040]  他們經歷到神的同在的時候
[00:07:50.040 --> 00:07:53.320]  他心裏的隱情顯露出來
[00:07:53.320 --> 00:07:56.160]  就必將臉伏地敬拜神
[00:07:56.160 --> 00:08:01.440]  說什麼 神真是在你們中間
[00:08:01.440 --> 00:08:06.240]  連外邦人走進聖徒聚會的地方
[00:08:06.240 --> 00:08:09.400]  因爲經歷到神的同在
[00:08:09.400 --> 00:08:14.120]  他就知道God is here
[00:08:14.120 --> 00:08:15.880]  第二點我們看見在舊約時代
[00:08:15.880 --> 00:08:18.560]  大衛心中可慕神的聖殿
[00:08:18.560 --> 00:08:22.760]  它的可慕不是隻是一個外面的建築而已
[00:08:22.760 --> 00:08:27.680]  大衛心中所可慕的正是神的同在能夠彰顯出來
[00:08:27.680 --> 00:08:30.600]  叫人能夠看見 叫人能夠經歷
[00:08:30.600 --> 00:08:33.960]  叫人能夠伏伏敬拜
[00:08:33.960 --> 00:08:37.000]  同樣今天我們在新約時代
[00:08:37.000 --> 00:08:39.880]  心中也應當有同樣的可慕主啊
[00:08:39.880 --> 00:08:43.800]  讓你榮耀的同在能夠降臨在我們中間
[00:08:43.800 --> 00:08:44.680]  第二點我要告訴你
[00:08:44.680 --> 00:08:49.720]  無論今天這個世代有多麼悖逆抵擋神
[00:08:49.720 --> 00:08:52.720]  只要神榮耀的同在彰顯出來
[00:08:52.720 --> 00:08:56.960]  人的心就要回轉來歸向神了
[00:08:56.960 --> 00:09:02.360]  我們看見Shakana Glory的確是神創世以來
[00:09:02.360 --> 00:09:05.280]  神在地上的一個心意
[00:09:05.280 --> 00:09:10.360]  神樂意透過我們人住在我們裏面
[00:09:10.360 --> 00:09:13.760]  我們看見彰顯祂榮耀的同在
[00:09:13.760 --> 00:09:18.560]  第二我們看見Shakana Glory是神要降下負心的應許
[00:09:18.560 --> 00:09:25.680]  跟你們說Shakana Glory是神要降下負心的應許
[00:09:25.680 --> 00:09:30.800]  我還記得神借了Mike Jacobs在二十週年的慶典上
[00:09:30.800 --> 00:09:33.960]  爲我們教會發出一個預言
[00:09:33.960 --> 00:09:38.000]  神說若是你們把這個聖殿建造起來
[00:09:38.000 --> 00:09:42.160]  我就要將我的榮耀充滿在這個聖殿裏面
[00:09:42.160 --> 00:09:45.440]  這正好跟Cindy Jacobs
[00:09:45.440 --> 00:09:50.920]  在二十週年的特會當中對我們教會所發的預言是相吻合的
[00:09:50.920 --> 00:09:52.680]  神借了Cindy Jacobs說
[00:09:52.680 --> 00:09:56.480]  神要賜下一個新的五旬節在我們中間
[00:09:56.480 --> 00:09:59.400]  我深深地相信這個新的五旬節
[00:09:59.400 --> 00:10:05.080]  就表明神的負心要再次降臨在我們中間
[00:10:05.080 --> 00:10:07.880]  那你說當負心的火降臨下來的時候
[00:10:07.880 --> 00:10:11.840]  我們要期待什麼事情發生呢
[00:10:11.840 --> 00:10:13.640]  從史律宣第二章當中
[00:10:13.640 --> 00:10:15.880]  我們看見五旬節的經文裏面
[00:10:15.880 --> 00:10:17.960]  我們看見幾方面
[00:10:17.960 --> 00:10:24.200]  第一個教會要開始感受到神大能的同在
[00:10:24.200 --> 00:10:30.960]  跟你旁邊說教會要開始感受到神大能的同在
[00:10:30.960 --> 00:10:33.160]  史律宣第二章第二節
[00:10:33.160 --> 00:10:37.200]  這裏講到五旬節聖靈降臨的經文
[00:10:37.200 --> 00:10:40.560]  在那裏講到忽然從天上有響聲下來
[00:10:40.560 --> 00:10:45.160]  好像一陣大風吹過充滿了他們所坐的屋子
[00:10:45.160 --> 00:10:48.200]  神的同在彰顯出來
[00:10:48.200 --> 00:10:52.040]  像風一樣降臨在他們中間
[00:10:52.040 --> 00:10:54.720]  我們看見當聖靈開始工作的時候
[00:10:54.720 --> 00:10:59.360]  我們一定能夠感受神大能的同在在我們中間
[00:10:59.360 --> 00:11:01.080]  就好像在舊約時代
[00:11:01.080 --> 00:11:04.680]  神用雲彩來表明祂的同在
[00:11:04.680 --> 00:11:07.120]  當一個人來到神的面前的時候
[00:11:07.120 --> 00:11:10.840]  我們就看見好像神的雲彩圍繞
[00:11:10.840 --> 00:11:14.880]  神的同在像雲彩一樣四面來圍繞
[00:11:14.880 --> 00:11:15.880]  就有一種感覺
[00:11:15.880 --> 00:11:19.240]  你就清楚的知道神就在我們中間
[00:11:19.240 --> 00:11:21.960]  祂正在四面圍繞着我們
[00:11:21.960 --> 00:11:24.320]  當人來到教會里面的時候
[00:11:24.320 --> 00:11:27.120]  他們就能夠遇見神
[00:11:27.120 --> 00:11:30.040]  就好像史律宣二章三十七節裏面說
[00:11:30.040 --> 00:11:33.520]  衆人聽見彼得話就扎心
[00:11:33.520 --> 00:11:35.880]  對彼得說我們當如何心
[00:11:35.880 --> 00:11:38.440]  衆人爲什麼扎心
[00:11:38.440 --> 00:11:41.520]  因爲他們遇見了神
[00:11:41.520 --> 00:11:44.160]  當神的同在彰顯的時候
[00:11:44.160 --> 00:11:47.320]  人們就能夠遇見真神
[00:11:47.320 --> 00:11:48.640]  第二件事情我們看見
[00:11:48.640 --> 00:11:51.760]  教會開始感受到神大能的作爲
[00:11:51.760 --> 00:11:57.200]  跟你媽說教會開始感受到神大能的作爲
[00:11:57.200 --> 00:12:00.040]  史律宣二章第四節
[00:12:00.040 --> 00:12:01.960]  他們就被聖靈充滿
[00:12:01.960 --> 00:12:05.840]  按照聖靈所賜的口才說起別國的話來
[00:12:05.840 --> 00:12:07.320]  我們看見這裏講到
[00:12:07.320 --> 00:12:11.040]  聖靈的恩賜就會在我們中間彰顯出來
[00:12:11.040 --> 00:12:14.640]  當然這段聖經的恩賜講到說方言的恩賜
[00:12:14.640 --> 00:12:16.560]  但不只是說方言的恩賜
[00:12:16.560 --> 00:12:18.560]  到第二章的後面你看見
[00:12:18.560 --> 00:12:21.440]  彼得傳講神的話語帶着大能
[00:12:21.440 --> 00:12:23.560]  還有經歷神話語的大能
[00:12:23.560 --> 00:12:26.640]  當天就三千人歸向耶穌基督
[00:12:26.640 --> 00:12:29.160]  當復興的火降臨下來的時候
[00:12:29.160 --> 00:12:32.080]  教會一定充滿了神奇啓示
[00:12:32.080 --> 00:12:35.160]  因爲聖靈的恩賜在運行
[00:12:35.160 --> 00:12:37.560]  你不要以爲這些聖靈的恩賜
[00:12:37.560 --> 00:12:40.720]  單單降臨在傳道人跟牧師的身上
[00:12:40.720 --> 00:12:42.280]  No
[00:12:42.280 --> 00:12:44.720]  史律二章十七節十八節怎麼說呢
[00:12:44.720 --> 00:12:45.960]  我們一同來唸來
[00:12:45.960 --> 00:12:47.760]  神說在末後的日子
[00:12:47.760 --> 00:12:51.040]  我要將我的靈澆灌凡有血氣的
[00:12:51.040 --> 00:12:52.840]  你們的兒女要說預言
[00:12:52.840 --> 00:12:54.920]  你們的少年要見異象
[00:12:54.920 --> 00:12:56.920]  老年人要做異夢
[00:12:56.920 --> 00:12:59.520]  在這裏神說在末後的日子
[00:12:59.520 --> 00:13:01.760]  是指的什麼時候啊
[00:13:01.760 --> 00:13:03.640]  末後的日子是指的
[00:13:03.640 --> 00:13:07.240]  現在就是末後的日子
[00:13:07.240 --> 00:13:11.000]  神說我要將我的靈澆灌凡有血氣
[00:13:11.000 --> 00:13:13.040]  誰是凡有血氣的
[00:13:13.040 --> 00:13:15.040]  就是我們每一個人
[00:13:15.040 --> 00:13:18.400]  這裏說我們的兒女要說預言
[00:13:18.400 --> 00:13:22.400]  我深深的相信神要觸動我們的下一代
[00:13:22.400 --> 00:13:24.680]  我們看見我們下一代要在神的手中
[00:13:24.680 --> 00:13:26.120]  成爲一個器皿
[00:13:26.120 --> 00:13:28.240]  成爲神機的器皿
[00:13:28.240 --> 00:13:29.760]  他們要說出預言來
[00:13:29.760 --> 00:13:31.280]  說出神的心意來
[00:13:31.280 --> 00:13:34.880]  叫今天的世代都感覺到驚奇
[00:13:34.880 --> 00:13:37.920]  不但我們的兒女要被神所使用
[00:13:37.920 --> 00:13:39.640]  你們的少年人
[00:13:39.640 --> 00:13:42.120]  當然這幾個少年人在聖經裏面
[00:13:42.120 --> 00:13:44.160]  少年多半都是中年
[00:13:44.160 --> 00:13:46.000]  要見異象
[00:13:46.000 --> 00:13:47.400]  老年人要做什麼
[00:13:47.400 --> 00:13:48.640]  要做異夢
[00:13:48.640 --> 00:13:50.480]  十八節繼續說
[00:13:50.480 --> 00:13:51.680]  我們看見那些日子
[00:13:51.680 --> 00:13:55.120]  我要將我的靈澆灌我的僕人跟使女
[00:13:55.120 --> 00:13:57.120]  他們都要說預言
[00:13:57.120 --> 00:13:58.160]  換句話說
[00:13:58.160 --> 00:14:00.120]  我們每一個人
[00:14:00.120 --> 00:14:02.360]  都能夠領受聖靈的恩賜
[00:14:02.360 --> 00:14:05.400]  每一個人都能成爲神機的器皿
[00:14:05.400 --> 00:14:06.280]  你們
[00:14:06.280 --> 00:14:10.640]  今天無論你看你自己多麼頻繁
[00:14:10.640 --> 00:14:14.000]  我常常發現我們中國基督徒有一種很深的
[00:14:14.000 --> 00:14:17.080]  屬靈的自卑感
[00:14:17.080 --> 00:14:18.960]  我們常常覺得神不會使用我的
[00:14:18.960 --> 00:14:20.520]  你有這種感覺嗎
[00:14:20.520 --> 00:14:21.760]  神會使用別人
[00:14:21.760 --> 00:14:23.520]  神不會使用我的
[00:14:23.520 --> 00:14:24.960]  你錯了
[00:14:24.960 --> 00:14:28.720]  我們看到當復興的火降臨的時候
[00:14:28.720 --> 00:14:31.360]  我告訴你你逃都逃不掉了
[00:14:31.360 --> 00:14:34.960]  跟你媽說你逃都逃不掉了
[00:14:34.960 --> 00:14:38.680]  聖靈的恩賜要降臨在你身上
[00:14:38.680 --> 00:14:42.280]  你要成爲神神機的器皿
[00:14:42.280 --> 00:14:45.400]  你有這樣一種期待嗎
[00:14:45.400 --> 00:14:47.800]  都沒有這樣的期待
[00:14:47.800 --> 00:14:48.080]  No
[00:14:48.080 --> 00:14:51.440]  你要向神有偉大的期待
[00:14:51.440 --> 00:14:52.880]  我告訴你
[00:14:52.880 --> 00:14:54.400]  今天你坐在這裏
[00:14:54.400 --> 00:14:56.320]  無論你怎麼想
[00:14:56.320 --> 00:14:59.000]  神怎麼樣能夠使用你
[00:14:59.000 --> 00:15:03.520]  永遠是超過你所求所想的
[00:15:03.520 --> 00:15:05.120]  就好像二十年前
[00:15:05.120 --> 00:15:06.280]  如果你告訴我
[00:15:06.280 --> 00:15:09.720]  我是一個做跨文化宣教的牧師
[00:15:09.720 --> 00:15:12.480]  我一定會說你瘋了
[00:15:12.480 --> 00:15:14.800]  其實在我們中的亞成牧師
[00:15:14.800 --> 00:15:17.280]  比我更合適做跨文化的工作
[00:15:17.280 --> 00:15:21.480]  他一到非洲就完全像個非洲人
[00:15:21.480 --> 00:15:23.520]  完全像個非洲人
[00:15:23.520 --> 00:15:27.360]  連地攤東西都敢喫
[00:15:27.360 --> 00:15:31.240]  而且還可以說好幾句非洲話
[00:15:31.240 --> 00:15:33.600]  我是完全不行的
[00:15:33.600 --> 00:15:38.680]  我到了非洲看到非洲的食物是mofato的
[00:15:38.680 --> 00:15:40.080]  我學語文的能力
[00:15:40.080 --> 00:15:44.120]  奇差到現在一句話都不會說
[00:15:44.120 --> 00:15:47.520]  真牧師到每一個地方還會穿當地的衣服
[00:15:47.520 --> 00:15:48.360]  好自在
[00:15:48.360 --> 00:15:49.880]  我看他穿得好自在
[00:15:49.880 --> 00:15:54.320]  穿那個圍裙怎麼上個禮拜看到
[00:15:54.320 --> 00:15:56.680]  我是完全mofato
[00:15:56.680 --> 00:15:59.680]  完全不自在
[00:15:59.680 --> 00:16:01.840]  從小膽小
[00:16:01.840 --> 00:16:03.880]  什麼事都躲在師母的背後
[00:16:03.880 --> 00:16:08.520]  你不知道嗎
[00:16:08.520 --> 00:16:11.720]  前兩個禮拜到LA去講道
[00:16:11.720 --> 00:16:14.480]  碰到高中同班同學
[00:16:14.480 --> 00:16:16.480]  哇真的很少有
[00:16:16.480 --> 00:16:17.920]  他看到我他說
[00:16:17.920 --> 00:16:23.080]  劉彤啊這沒想到
[00:16:23.080 --> 00:16:26.240]  以前你怎麼就是都不敢說
[00:16:26.240 --> 00:16:28.080]  連講話都不敢講呢
[00:16:28.080 --> 00:16:31.040]  怎麼現在你大牧師啊
[00:16:31.040 --> 00:16:34.000]  我說我也沒想到
[00:16:34.000 --> 00:16:38.640]  真的
[00:16:38.640 --> 00:16:41.520]  不要以爲你不能夠做什麼
[00:16:41.520 --> 00:16:42.640]  真的
[00:16:42.640 --> 00:16:44.480]  我常常看見
[00:16:44.480 --> 00:16:48.320]  神怎麼在我的生命當中工作直到如今
[00:16:48.320 --> 00:16:52.200]  我其實是個非常平凡的人
[00:16:52.200 --> 00:16:53.840]  但是我再一次說
[00:16:53.840 --> 00:16:56.000]  神能夠怎麼使用你
[00:16:56.000 --> 00:16:59.520]  永遠超過你今天所想所求的
[00:16:59.520 --> 00:17:00.360]  Amen
[00:17:00.360 --> 00:17:03.720]  你一定要向神有偉大的期待
[00:17:03.720 --> 00:17:05.320]  Come on 你在臨良堂
[00:17:05.320 --> 00:17:06.480]  Amen
[00:17:06.480 --> 00:17:08.760]  你一定要有偉大的期待
[00:17:08.760 --> 00:17:11.440]  神在你生命當中要做偉大的事
[00:17:11.440 --> 00:17:17.120]  跟女朋友說神在你生命當中要做偉大的事
[00:17:17.120 --> 00:17:20.360]  第三我們看見教會要開始充滿讚美與喜樂了
[00:17:20.360 --> 00:17:25.640]  跟你們說教會開始充滿讚美與喜樂
[00:17:25.640 --> 00:17:27.440]  當我們經歷了神的大能
[00:17:27.440 --> 00:17:31.880]  自然而然我們就更敞開我們自己會來敬拜來讚美
[00:17:31.880 --> 00:17:35.320]  喜樂就會充滿在我們中間
[00:17:35.320 --> 00:17:37.440]  這爲什麼當復興降臨的時候
[00:17:37.440 --> 00:17:39.520]  人們渴望要來到神的面前
[00:17:39.520 --> 00:17:44.200]  爲什麼因爲在神面前有滿足的喜樂
[00:17:44.200 --> 00:17:47.840]  不是暫時的快樂是滿足的喜樂
[00:17:47.840 --> 00:17:51.400]  你知道今天爲什麼有很多人很想進教會
[00:17:51.400 --> 00:17:54.480]  卻徘徊在教會外面嗎
[00:17:54.480 --> 00:17:59.360]  是因爲他們發現教會里面的人並不快樂
[00:17:59.360 --> 00:18:03.600]  好像教會外面的人比裏面的人更加快樂
[00:18:03.600 --> 00:18:05.320]  所以他們徘徊在外面
[00:18:05.320 --> 00:18:09.760]  他們想要看到底教會里面的人是怎麼樣的人
[00:18:09.760 --> 00:18:12.720]  這爲什麼今天我們需要聖靈來澆灌我們
[00:18:12.720 --> 00:18:15.320]  聖靈復興降臨在我們中間
[00:18:15.320 --> 00:18:21.120]  好讓我們的心能夠再次因爲聖靈的工作而喜樂起來
[00:18:21.120 --> 00:18:24.720]  我告訴你這個喜樂不是因爲環境順利的緣故
[00:18:24.720 --> 00:18:26.800]  而是一種心靈的喜樂
[00:18:26.800 --> 00:18:33.280]  聖經說那是一種滿有榮光說不出來的一種大喜樂
[00:18:33.280 --> 00:18:36.200]  什麼叫說不出來的大喜樂
[00:18:36.200 --> 00:18:38.360]  就是別人怎麼看你的環境
[00:18:38.360 --> 00:18:40.200]  就覺得你不可能喜樂起來
[00:18:40.200 --> 00:18:42.840]  怎麼看都不應該喜樂
[00:18:42.840 --> 00:18:47.280]  但是你就是不知道爲什麼充滿了喜樂
[00:18:47.280 --> 00:18:48.880]  說不出來的
[00:18:48.880 --> 00:18:50.280]  就是有喜樂怎麼辦
[00:18:50.280 --> 00:18:53.880]  那明明是不可能的就是有喜樂嘛
[00:18:53.880 --> 00:18:58.640]  我們看見這樣一種喜樂能夠帶給我們生活的力量
[00:18:58.640 --> 00:19:01.080]  事實上這種喜樂的見證
[00:19:01.080 --> 00:19:05.960]  就是初代教會增長最重要一個原因
[00:19:05.960 --> 00:19:09.080]  使徒信仰二章47節裏面看見初代教會
[00:19:09.080 --> 00:19:11.920]  讚美神就得衆民的喜愛
[00:19:11.920 --> 00:19:16.320]  主將得救的人怎麼樣天天加給他們
[00:19:16.320 --> 00:19:20.600]  我們看見教會要開始充滿讚美與喜樂
[00:19:20.600 --> 00:19:26.120]  就吸引一些外邦人來到神的面前
[00:19:26.120 --> 00:19:27.200]  最後第三點我們看見
[00:19:27.200 --> 00:19:32.200]  Shakana Gloria是神要我們啓行向前的護照
[00:19:32.200 --> 00:19:32.840]  給你們彷彿說
[00:19:32.840 --> 00:19:40.040]  Shakana Gloria是神要我們啓行向前的護照
[00:19:40.040 --> 00:19:43.600]  第二點神的工作是有季節性的
[00:19:43.600 --> 00:19:46.160]  有時候神是要我們停留
[00:19:46.160 --> 00:19:49.360]  有時候神要我們向前
[00:19:49.360 --> 00:19:52.200]  有時候我們在一個領域待久了
[00:19:52.200 --> 00:19:56.200]  我們覺得很舒服很習慣
[00:19:56.200 --> 00:19:59.120]  我們說主啊在這裏真好
[00:19:59.120 --> 00:20:02.200]  但神的心意卻不是要我們停留
[00:20:02.200 --> 00:20:05.400]  神的心意要我們啓行向前
[00:20:05.400 --> 00:20:09.840]  因爲神要帶領我們進入一個新的領域裏面
[00:20:09.840 --> 00:20:11.240]  第二點我深深地相信
[00:20:11.240 --> 00:20:16.880]  現在正是神要我們啓行向前的時刻到了
