
[00:00:00.000 --> 00:00:03.000]  各位崇基禮拜堂的大兄姊妹平安
[00:01:59.520 --> 00:02:01.920]  那個感覺是不相同的
[00:02:01.920 --> 00:02:04.720]  因為一步一步走上黃山
[00:02:04.720 --> 00:02:06.520]  是花了你很多的氣力
[00:02:06.520 --> 00:02:08.600]  而結果這個氣力
[00:02:08.600 --> 00:02:11.680]  是成為了整個體驗的一個部分
[00:02:11.680 --> 00:02:15.600]  崇拜和靈性生活其實都一樣
[00:02:15.600 --> 00:02:17.600]  沒有付出的信仰
[00:02:17.600 --> 00:02:18.680]  不是信仰
[00:02:18.680 --> 00:02:23.520]  只是資本主義社會所提供的一種娛樂或者產品
[00:02:23.960 --> 00:02:27.640]  希望大家都多些參與實體的崇拜
[00:02:27.640 --> 00:02:30.760]  當然除了你現時不在香港
[00:02:30.760 --> 00:02:32.000]  沒有辦法參與
[00:02:32.000 --> 00:02:33.840]  又或者你不舒服
[00:02:33.840 --> 00:02:35.000]  身體抱恙
[00:02:35.000 --> 00:02:36.080]  沒有辦法來參加
[00:02:36.080 --> 00:02:37.760]  自然這些都是例外
[00:02:37.760 --> 00:02:42.600]  我們回到今天崇拜的主題
[00:02:42.600 --> 00:02:45.320]  今天是聖靈降臨後第一主日
[00:02:45.320 --> 00:02:48.280]  亦都是教會年曆的三一主日
[00:02:48.280 --> 00:02:50.360]  我們讀了四段聖經
[00:02:50.640 --> 00:02:54.720]  分別是《以賽亞書》、《詩篇》、《羅馬書》和《馬爾汗福音》
[00:02:54.720 --> 00:02:59.560]  我嘗試綜合這四段經文來跟大家分享
[00:02:59.560 --> 00:03:02.840]  主題就是上主的臨在
[00:03:02.840 --> 00:03:06.320]  我分三部分跟大家分享
[00:03:06.320 --> 00:03:08.920]  第一部分是《呼召》的上主
[00:03:08.920 --> 00:03:10.920]  我們看第一段經文
[00:03:10.920 --> 00:03:13.040]  《以賽亞書》第六章一到八節
[00:03:13.040 --> 00:03:17.280]  記載了上主呼召以賽亞作為先知
[00:03:17.280 --> 00:03:19.080]  上主的代言人
[00:03:19.760 --> 00:03:25.080]  聖經裡面有很多人接受上主呼召的記載
[00:03:25.080 --> 00:03:29.440]  我們叫這些呼召的記錄或者記載
[00:03:29.440 --> 00:03:32.080]  包括上主呼召阿伯拉罕
[00:03:32.080 --> 00:03:34.960]  記載在《創世紀》十二章一到三節
[00:03:34.960 --> 00:03:36.320]  呼召摩西
[00:03:36.320 --> 00:03:41.000]  記載在《出拉及記》三章第四到十七節
[00:03:41.000 --> 00:03:43.640]  然後呼召約書亞
[00:03:43.640 --> 00:03:46.680]  在約書亞記一章一到九節
[00:03:46.680 --> 00:03:47.840]  呼召耶利米
[00:03:47.960 --> 00:03:50.800]  在耶利米書一章三到十節等等
[00:03:50.800 --> 00:03:54.640]  而《以賽亞書》六章一到八節
[00:03:54.640 --> 00:03:58.040]  其實應該到第十三節才結束
[00:03:58.040 --> 00:03:59.960]  呼召的一段經文
[00:03:59.960 --> 00:04:03.640]  你可以說這一段是非常經典
[00:04:03.640 --> 00:04:07.000]  也是大家非常熟悉的其中一段
[00:04:07.000 --> 00:04:09.800]  上主以君王的身份
[00:04:09.800 --> 00:04:11.960]  以他的尊貴和榮耀
[00:04:11.960 --> 00:04:13.960]  來向以賽亞顯現
[00:04:13.960 --> 00:04:17.680]  我們現代人如果讀這些經文的時候
[00:04:17.680 --> 00:04:18.800]  我們就說
[00:04:18.800 --> 00:04:23.360]  以賽亞經驗到一個超自然的現象
[00:04:23.360 --> 00:04:26.520]  六章一到四節
[00:04:26.520 --> 00:04:30.160]  講以賽亞見到上主在高高的寶座上
[00:04:30.160 --> 00:04:32.560]  周圍有天使相伴
[00:04:32.560 --> 00:04:35.680]  而且天使高聲呼叫
[00:04:35.680 --> 00:04:38.760]  「盛哉盛哉盛哉萬君之耶和華
[00:04:38.760 --> 00:04:40.960]  他的榮光遍滿全地」
[00:04:40.960 --> 00:04:43.920]  除了有呼喊的聲音之外
[00:04:43.920 --> 00:04:45.360]  除了有天使之外
[00:04:45.360 --> 00:04:47.480]  伴隨著的就是地震
[00:04:47.480 --> 00:04:49.720]  和電裡面充滿著煙雲
[00:04:49.720 --> 00:04:53.840]  就好像摩西在西乃山上所見到的
[00:04:53.840 --> 00:04:57.600]  在《賽亞及記》十九章十八節記載
[00:04:57.600 --> 00:04:59.880]  「西乃山全山無煙
[00:04:59.880 --> 00:05:02.600]  因為耶和華在火中降臨山上
[00:05:02.600 --> 00:05:04.600]  山的煙霧上騰
[00:05:04.600 --> 00:05:06.000]  彷彿逍遙
[00:05:06.000 --> 00:05:08.680]  整座山劇烈地震動」
[00:05:08.680 --> 00:05:11.640]  以賽亞見到這個異象
[00:05:11.640 --> 00:05:15.440]  和他日常生活所見到的是截然不同的
[00:05:15.840 --> 00:05:20.680]  這是一個超越日常的經驗的現象
[00:05:20.680 --> 00:05:22.280]  這可以說是一種
[00:05:22.280 --> 00:05:25.440]  我們今天又稱之為神秘的經驗
[00:05:25.440 --> 00:05:28.160]  或者我們有時候稱之為神契的經驗
[00:05:28.160 --> 00:05:31.360]  對於親身經驗過的人
[00:05:31.360 --> 00:05:32.920]  是無比深刻
[00:05:32.920 --> 00:05:36.320]  甚至影響和定義他自己的一生
[00:05:36.320 --> 00:05:40.480]  但是又難以向其他人去傳述
[00:05:40.480 --> 00:05:42.680]  更加無法複製
[00:05:43.880 --> 00:05:46.560]  除了這個超常的情景之外
[00:05:46.560 --> 00:05:51.920]  接著以賽亞就回應和分享他的苦惱
[00:05:51.920 --> 00:05:53.880]  他說「禍災我滅亡了
[00:05:53.880 --> 00:05:56.120]  因為我是嘴唇不潔的人
[00:05:56.120 --> 00:05:59.080]  住在嘴唇不潔的民眾
[00:05:59.080 --> 00:06:01.800]  有因我親眼看見大君王
[00:06:01.800 --> 00:06:03.600]  萬君之耶和華」
[00:06:03.600 --> 00:06:06.000]  在以賽亞宣第六章第五節
[00:06:06.000 --> 00:06:10.960]  凡親身體驗過經驗過上主臨在的人
[00:06:10.960 --> 00:06:15.440]  我們都有很清晰和強烈的感覺
[00:06:15.440 --> 00:06:18.040]  就是上主是無限的聖潔
[00:06:18.040 --> 00:06:21.920]  自己就是非常的不潔
[00:06:21.920 --> 00:06:27.080]  這個可以說是神聖的觀念最核心的部份
[00:06:27.080 --> 00:06:33.160]  這個也可以說是我們體驗到上帝一個最深刻的部份
[00:06:33.160 --> 00:06:37.520]  就是我們和上帝是有別的
[00:06:37.520 --> 00:06:41.280]  而且是有一個很清楚的不同
[00:06:41.280 --> 00:06:46.760]  聖經裏面不單這樣說
[00:06:46.760 --> 00:06:52.440]  而且以賽亞也不只說到自己
[00:06:52.440 --> 00:06:55.920]  他是涉及到他所身處的社會
[00:06:55.920 --> 00:06:59.480]  他說不單他是不潔的人
[00:06:59.480 --> 00:07:03.760]  也是住在嘴唇不潔的民眾
[00:07:03.760 --> 00:07:08.520]  即是說他們也是一個不公義的社會
[00:07:08.520 --> 00:07:11.680]  是一個不清潔的社會
[00:07:11.680 --> 00:07:15.360]  之後聖經就記載了一個潔淨的儀式
[00:07:15.360 --> 00:07:19.560]  天使就用燒紅的火炭來潔淨以賽亞的嘴唇
[00:07:19.560 --> 00:07:20.800]  除去他的罪
[00:07:20.800 --> 00:07:22.480]  使他成為聖潔
[00:07:22.480 --> 00:07:26.240]  好預備他來服侍上主
[00:07:26.240 --> 00:07:27.840]  剛才我們說過
[00:07:27.840 --> 00:07:31.400]  聖潔的其中一種最核心的觀念就是
[00:07:31.400 --> 00:07:33.320]  我們不是聖潔的
[00:07:33.320 --> 00:07:35.560]  我們和上帝之間是有差異
[00:07:35.560 --> 00:07:38.840]  這個界限就是聖潔與不潔
[00:07:38.840 --> 00:07:41.280]  是一個聖潔很核心的觀念
[00:07:41.280 --> 00:07:44.720]  或者我們對上帝認識是一個很核心的觀念
[00:07:44.720 --> 00:07:48.280]  但第二個觀念也是非常核心的
[00:07:48.280 --> 00:07:51.800]  就是人想進入上帝的裏面
[00:07:51.800 --> 00:07:56.440]  我們叫這個與上帝契合
[00:07:56.440 --> 00:07:57.960]  Union with God
[00:07:57.960 --> 00:08:01.760]  這個也是所有人類的一種渴望
[00:08:01.760 --> 00:08:04.000]  所以兩個可以說是相矛盾
[00:08:04.000 --> 00:08:07.560]  但亦是同時存在的
[00:08:07.560 --> 00:08:11.560]  而以賽亞是經驗到上帝是潔淨他
[00:08:11.560 --> 00:08:13.800]  使他成為聖潔
[00:08:13.800 --> 00:08:18.000]  可以與上帝親近
[00:08:18.000 --> 00:08:20.800]  當他被聖潔之後
[00:08:20.800 --> 00:08:25.320]  然後上主就向以賽亞發出一個呼召
[00:08:25.320 --> 00:08:29.760]  這個呼召是以一個問題的方式出現的
[00:08:29.760 --> 00:08:31.760]  「我可以參見誰呢?」
[00:08:31.760 --> 00:08:33.960]  「誰肯為我們去呢?」
[00:08:33.960 --> 00:08:36.760]  以賽亞就很爽快地答應了
[00:08:36.760 --> 00:08:39.360]  「我在這裏,請參見我」
[00:08:39.360 --> 00:08:41.760]  是在以賽亞書第六章第八節
[00:08:41.760 --> 00:08:44.720]  這一節經文成為了很多基督徒
[00:08:44.720 --> 00:08:46.280]  他讀聖經的時候
[00:08:46.280 --> 00:08:50.240]  聽到上帝呼召的一個印證
[00:08:50.240 --> 00:08:52.760]  所以你可以說這一節的經文
[00:08:52.760 --> 00:08:56.720]  是不斷地繼續呼喚不同的人
[00:08:56.720 --> 00:08:58.720]  來服侍上帝
[00:09:00.160 --> 00:09:01.760]  各位大英姐妹
[00:09:01.760 --> 00:09:07.760]  我們可能都有上主臨在我們生命的經驗
[00:09:07.760 --> 00:09:10.960]  上主的聖潔映照出我們的不潔
[00:09:10.960 --> 00:09:11.960]  我們因為這樣
[00:09:11.960 --> 00:09:15.240]  對自己有一個更加深刻的了解
[00:09:15.240 --> 00:09:19.160]  而我們亦都經驗到上主潔淨我們的生命
[00:09:19.160 --> 00:09:21.760]  使我們如釋重負
[00:09:21.760 --> 00:09:23.960]  有一種輕散的感覺
[00:09:23.960 --> 00:09:26.760]  不再承受罪的重壓
[00:09:26.760 --> 00:09:29.560]  使我們可以親近聖潔的上主
[00:09:29.560 --> 00:09:32.360]  和祂有契合的關係
[00:09:32.360 --> 00:09:34.760]  好像以賽亞一樣
[00:09:34.760 --> 00:09:37.360]  不過我們要謹記
[00:09:37.360 --> 00:09:39.160]  上主是一位呼召的主
[00:09:39.160 --> 00:09:43.360]  我們不要停留在這個與主契合的階段
[00:09:43.360 --> 00:09:45.960]  正等於好像彼得和耶穌
[00:09:45.960 --> 00:09:47.360]  在登山變相的時候
[00:09:47.360 --> 00:09:51.360]  祂就想停留在這個美好的時光裏面
[00:09:51.360 --> 00:09:55.760]  這個在路加福音第九章是有很清楚的記載
[00:09:55.760 --> 00:09:59.360]  而是我們都應該下山去服侍世人
[00:09:59.360 --> 00:10:02.360]  因為上主是呼召之主
[00:10:02.360 --> 00:10:04.160]  是一個使命之主
[00:10:04.160 --> 00:10:05.560]  祂呼召我們
[00:10:05.560 --> 00:10:06.760]  差遣我們
[00:10:06.760 --> 00:10:10.360]  使我們成為上主的使者和代言人
[00:10:10.360 --> 00:10:12.960]  去完成祂交託我們的使命
[00:10:12.960 --> 00:10:15.960]  將真理將生命帶到世界上
[00:10:15.960 --> 00:10:20.960]  每一個需要真理和真實生命的人和地方的裏面
[00:10:20.960 --> 00:10:23.760]  亦都吩咐我們使到這個世界
[00:10:23.760 --> 00:10:26.960]  成為一個可以親近上主的一個地方
[00:10:26.960 --> 00:10:29.960]  使到這個世界得以被潔淨
[00:10:29.960 --> 00:10:32.960]  可能大家會問
[00:10:32.960 --> 00:10:35.160]  究竟我不是一個傳道人
[00:10:35.160 --> 00:10:37.160]  我怎樣可以實踐這個使命呢?
[00:10:37.160 --> 00:10:38.560]  我並不是以賽
[00:10:38.560 --> 00:10:39.560]  不是一個先知
[00:10:39.560 --> 00:10:41.560]  我又應該怎樣做呢?
[00:10:41.560 --> 00:10:43.960]  很簡單
[00:10:43.960 --> 00:10:46.160]  如果你是一個老師
[00:10:46.160 --> 00:10:47.960]  你就好好地教書
[00:10:47.960 --> 00:10:50.360]  就是你的使命了
[00:10:50.360 --> 00:10:53.760]  幫助學生教導他能夠明辨是非
[00:10:53.760 --> 00:10:54.760]  分辨真假
[00:10:54.760 --> 00:10:56.760]  做一個善良的人
[00:10:56.760 --> 00:10:57.760]  耶穌說
[00:10:57.760 --> 00:11:00.160]  「是就說是,不是就說不是」
[00:11:00.160 --> 00:11:03.360]  「若再多說,就是出於那惡者」
[00:11:03.360 --> 00:11:08.160]  即是教學生應該是對的,是錯的
[00:11:08.160 --> 00:11:10.960]  如果你是教歷史科的
[00:11:10.960 --> 00:11:14.160]  就不要當沒有發生過的事當有發生過
[00:11:14.160 --> 00:11:17.360]  也不要當發生過的事情好像沒有發生過一樣
[00:11:17.360 --> 00:11:20.160]  如實地教導我們的學生
[00:11:20.160 --> 00:11:23.760]  如果你是一個律師
[00:11:23.760 --> 00:11:25.960]  你又怎樣見證上主呢?
[00:11:25.960 --> 00:11:27.560]  也是很簡單
[00:11:27.560 --> 00:11:30.360]  你保持著專業的守則
[00:11:30.360 --> 00:11:33.360]  盡力為了委託你的人來辯護
[00:11:33.360 --> 00:11:35.960]  使他得到一個公平的審訊
[00:11:35.960 --> 00:11:37.960]  正直的人不會被冤枉
[00:11:37.960 --> 00:11:40.560]  這就是一個律師的職責
[00:11:40.560 --> 00:11:44.360]  如果你是醫生或護士又怎樣呢?
[00:11:44.360 --> 00:11:48.160]  你就用你的技術和專業的精神
[00:11:48.160 --> 00:11:50.960]  治好每一個來到你面前的病人
[00:11:50.960 --> 00:11:53.760]  不要考慮他是富有還是貧窮
[00:11:53.760 --> 00:11:55.360]  是善良還是邪惡
[00:11:55.360 --> 00:11:59.960]  將這些事情做在最少、最微小的一個人身上
[00:11:59.960 --> 00:12:02.360]  就是做在主身上
[00:12:02.360 --> 00:12:04.360]  正等於那些無國界醫生
[00:12:04.360 --> 00:12:07.560]  去到最貧窮的地方去治好有病的人
[00:12:07.560 --> 00:12:10.760]  不是理他究竟是有錢還是沒錢一樣
[00:12:10.760 --> 00:12:12.560]  其實這些原則
[00:12:12.560 --> 00:12:14.560]  不論世界怎樣變都好
[00:12:14.560 --> 00:12:17.560]  我們都應該不改變去持守的
[00:12:17.560 --> 00:12:21.360]  第二,我想跟大家分享的
[00:12:21.360 --> 00:12:23.760]  上主是威榮的上主
[00:12:24.360 --> 00:12:26.960]  第二段的經文是詩篇29篇
[00:12:26.960 --> 00:12:31.360]  是一首讚美上主威榮和他的能力的詩篇
[00:12:31.360 --> 00:12:33.760]  他掌管整個宇宙窮倉
[00:12:33.760 --> 00:12:36.360]  這首詩分為三個部分
[00:12:36.360 --> 00:12:39.360]  第一、第二節是呼籲人讚美上主
[00:12:39.360 --> 00:12:42.560]  第三到第十節是讚美的內容
[00:12:42.560 --> 00:12:46.360]  到第十一節就是一個結束的祈禱
[00:12:46.360 --> 00:12:51.360]  以下我們細心欣賞這首詩篇
[00:12:51.360 --> 00:12:52.360]  第一節說
[00:12:52.360 --> 00:12:56.360]  上帝指紋你們要將榮耀能力歸給耶和華
[00:12:56.360 --> 00:12:58.360]  歸給耶和華
[00:12:58.360 --> 00:13:01.360]  要將耶和華的名的榮耀歸給他
[00:13:01.360 --> 00:13:04.360]  要敬拜神聖榮耀的耶和華
[00:13:04.360 --> 00:13:05.360]  這是一個呼籲
[00:13:05.360 --> 00:13:07.360]  要以色列人讚美上主
[00:13:07.360 --> 00:13:11.360]  他的榮耀、他的能力和他的神聖
[00:13:11.360 --> 00:13:15.360]  第三、第四節開始敘述上主的能力
[00:13:15.360 --> 00:13:18.360]  耶和華的聲音在縱水上
[00:13:18.360 --> 00:13:20.360]  榮耀的上帝打雷
[00:13:20.360 --> 00:13:22.360]  耶和華打雷在大水之上
[00:13:22.360 --> 00:13:24.360]  耶和華的聲音大有能力
[00:13:24.360 --> 00:13:27.360]  耶和華的聲音滿有威嚴
[00:13:27.360 --> 00:13:30.360]  上主的榮耀和能力
[00:13:30.360 --> 00:13:35.360]  不單止是在海洋、湖泊和河流上打雷
[00:13:35.360 --> 00:13:39.360]  我們現在稱之為自然界的力量
[00:13:39.360 --> 00:13:44.360]  其實當聖經這樣形容的時候
[00:13:44.360 --> 00:13:50.360]  它形容的也是一種象徵性的語言
[00:13:50.360 --> 00:13:54.360]  就是水是一種創世的時候
[00:13:54.360 --> 00:13:57.360]  運行在水面上的能力
[00:13:57.360 --> 00:14:01.360]  當大家讀《創世紀》第一章第二節就有了
[00:14:01.360 --> 00:14:07.360]  也是一種象徵了毀滅和死亡的洪水那種力量
[00:14:07.360 --> 00:14:09.360]  海的力量
[00:14:09.360 --> 00:14:12.360]  大家讀《啟示錄》二十一章第一節也有了
[00:14:12.360 --> 00:14:16.360]  因為那裡說是「海也不再有了」
[00:14:16.360 --> 00:14:20.360]  這些都屈服在上帝的威力之下
[00:14:20.360 --> 00:14:23.360]  是一個這樣的意思
[00:14:23.360 --> 00:14:29.360]  第五到第九節就說到這種力量所產生的作用
[00:14:29.360 --> 00:14:36.360]  耶和華的聲音震碎黎巴嫩的香白樹
[00:14:36.360 --> 00:14:39.360]  它使黎巴嫩跳躍如遊獨
[00:14:39.360 --> 00:14:41.360]  使西連跳躍如野遊獨
[00:14:41.360 --> 00:14:44.360]  耶和華的聲音使火焰分岔
[00:14:44.360 --> 00:14:46.360]  耶和華的聲音震動曠野
[00:14:46.360 --> 00:14:50.360]  耶和華震動迦西的曠野
[00:14:50.360 --> 00:14:53.360]  耶和華的聲音驚動霧露落胎
[00:14:53.360 --> 00:14:55.360]  樹林也脫落靜光
[00:14:55.360 --> 00:14:59.360]  凡在它殿中的都傾泄它的榮耀
[00:14:59.360 --> 00:15:02.360]  閃電和雷轟
[00:15:02.360 --> 00:15:06.360]  使黎巴嫩最堅固的香白樹都震動
[00:15:06.360 --> 00:15:10.360]  使最高的山峰不動的山峰
[00:15:10.360 --> 00:15:13.360]  好像黎巴嫩、西連是另一個山
[00:15:13.360 --> 00:15:17.360]  其實另一個叫法叫做黑門山
[00:15:17.360 --> 00:15:19.360]  可能大家比較熟悉一點
[00:15:19.360 --> 00:15:20.360]  在聖經裏面
[00:15:20.360 --> 00:15:23.360]  《生命記》第三章第九節是有記載的
[00:15:23.360 --> 00:15:27.360]  這些明明不動的山都震動起來
[00:15:27.360 --> 00:15:32.360]  一些平時你可以說是非常寧靜的地方
[00:15:32.360 --> 00:15:34.360]  迦帝斯的曠野
[00:15:34.360 --> 00:15:36.360]  曠野什麼都沒有了
[00:15:36.360 --> 00:15:41.360]  或者是霧露非常之安靜的動物
[00:15:41.360 --> 00:15:43.360]  當它懷胎的時候
[00:15:43.360 --> 00:15:46.360]  非常之靜態的
[00:15:46.360 --> 00:15:47.360]  不動的
[00:15:47.360 --> 00:15:52.360]  它竟然都因為地震、雷轟等等
[00:15:52.360 --> 00:15:54.360]  而霧露都會落胎
[00:15:54.360 --> 00:15:57.360]  連高山都會震動
[00:15:57.360 --> 00:16:01.360]  連火焰都會分岔
[00:16:01.360 --> 00:16:03.360]  有些像地震的時候
[00:16:03.360 --> 00:16:06.360]  把土地分開兩邊一樣
[00:16:06.360 --> 00:16:10.360]  翠綠的樹木遍野不留
[00:16:10.360 --> 00:16:13.360]  這是一種多麼巨大的力量
[00:16:13.360 --> 00:16:17.360]  最後第十節就總結
[00:16:17.360 --> 00:16:22.360]  之前所顯示的上主的能力和他的榮耀
[00:16:22.360 --> 00:16:24.360]  在在洪水之上為王
[00:16:24.360 --> 00:16:27.360]  這是和合本修訂版的譯法
[00:16:27.360 --> 00:16:30.360]  在在洪水之上為王直到永遠
[00:16:30.360 --> 00:16:33.360]  在在洪水之上
[00:16:33.360 --> 00:16:38.360]  這個肯定不是我們所見的事物的一種形容
[00:16:38.360 --> 00:16:40.360]  因為一個人坐在洪水之上
[00:16:40.360 --> 00:16:43.360]  要麼就被洪水沖走
[00:16:43.360 --> 00:16:47.360]  要麼水都會經過他而流向前方
[00:16:47.360 --> 00:16:50.360]  人不能阻擋著水
[00:16:50.360 --> 00:16:54.360]  所以這個可以說是一個象徵性的描述
[00:16:54.360 --> 00:16:57.360]  是上帝征服了洪水
[00:16:57.360 --> 00:17:02.360]  洪水都屈服在上帝的能力之下
[00:17:02.360 --> 00:17:04.360]  是一個這樣的意思
[00:17:04.360 --> 00:17:11.360]  而不是一個我們平時所描述的意義
[00:17:11.360 --> 00:17:13.360]  到最後一節
[00:17:13.360 --> 00:17:17.360]  就是用一個祝福的語
[00:17:17.360 --> 00:17:19.360]  來結束整首詩篇
[00:17:19.360 --> 00:17:22.360]  「耶和華必賜力量給他的百姓」
[00:17:22.360 --> 00:17:26.360]  「耶和華必賜平安的福給他的百姓」
[00:17:26.360 --> 00:17:29.360]  我們今天讀這篇詩篇的時候
[00:17:29.360 --> 00:17:32.360]  我們是怎樣去理解呢?
[00:17:32.360 --> 00:17:36.360]  我們會說「世界萬物」
[00:17:36.360 --> 00:17:39.360]  我們叫它做「自然界」
[00:17:39.360 --> 00:17:42.360]  剛才我們讀第一段經文
[00:17:42.360 --> 00:17:46.360]  就說是超自然的一個啟示
[00:17:46.360 --> 00:17:49.360]  然後我們讀到這些經文的時候
[00:17:49.360 --> 00:17:53.360]  我們說這些是自然界發生的事情
[00:17:53.360 --> 00:17:56.360]  我們將自然界描述為
[00:17:56.360 --> 00:18:00.360]  是有別於上帝的被造之物
[00:18:00.360 --> 00:18:03.360]  一個客觀的存在
[00:18:03.360 --> 00:18:05.360]  我們會說風雷雨電
[00:18:05.360 --> 00:18:07.360]  海嘯地震這些
[00:18:07.360 --> 00:18:10.360]  全部都是自然現象
[00:18:10.360 --> 00:18:12.360]  沒什麼稀奇的
[00:18:12.360 --> 00:18:15.360]  舊約時代的世界和宇宙觀
[00:18:15.360 --> 00:18:17.360]  和今天是完全不一樣
[00:18:17.360 --> 00:18:20.360]  我們不可以用今天來想像
[00:18:20.360 --> 00:18:24.360]  當時詩篇寫的時候究竟是什麼意思
[00:18:24.360 --> 00:18:29.360]  而詩篇用的字眼其實充滿著象徵性的語言
[00:18:29.360 --> 00:18:31.360]  它描述上主打雷
[00:18:31.360 --> 00:18:33.360]  是顯現上主自己
[00:18:33.360 --> 00:18:35.360]  是臨在於這個世界的裡面
[00:18:35.360 --> 00:18:39.360]  它不會將自然和上帝一分為二
[00:18:39.360 --> 00:18:41.360]  這些叫做客觀的存在
[00:18:41.360 --> 00:18:43.360]  那些叫做超自然的事物
[00:18:43.360 --> 00:18:46.360]  就不會這樣形容
[00:18:46.360 --> 00:18:49.360]  我們今天在城市裡面生活
[00:18:49.360 --> 00:18:51.360]  狂風暴雨的時候
[00:18:51.360 --> 00:18:52.360]  我們躲在家裡
[00:18:52.360 --> 00:18:54.360]  感到非常安全
[00:18:54.360 --> 00:18:56.360]  地震的時候
[00:18:56.360 --> 00:18:58.360]  我們有時候都不會擔心
[00:18:58.360 --> 00:19:00.360]  我們說香港不在地震帶
[00:19:00.360 --> 00:19:03.360]  而且就算地震帶的
[00:19:03.360 --> 00:19:05.360]  現在那些樓宇
[00:19:05.360 --> 00:19:07.360]  基本上都有防震設備
[00:19:07.360 --> 00:19:09.360]  就不會倒的
[00:19:09.360 --> 00:19:13.360]  但如果我們走出我們的城市
[00:19:13.360 --> 00:19:15.360]  你去到冰封的雪山
[00:19:15.360 --> 00:19:18.360]  去到是杳無邊際的沙漠
[00:19:18.360 --> 00:19:20.360]  或者海洋
[00:19:20.360 --> 00:19:21.360]  一個人
[00:19:21.360 --> 00:19:23.360]  或者你經驗到
[00:19:23.360 --> 00:19:27.360]  看到衝破堤圍的巨浪和洪水
[00:19:27.360 --> 00:19:30.360]  突如其來的海嘯和地震
[00:19:30.360 --> 00:19:33.360]  火災噴撲出來的火焰
[00:19:33.360 --> 00:19:35.360]  震耳欲聾的雷聲
[00:19:35.360 --> 00:19:39.360]  如果我們自己親身去體驗過這些
[00:19:39.360 --> 00:19:41.360]  不是看電視看到
[00:19:41.360 --> 00:19:44.360]  我想我們仍然感受到一種恐懼
[00:19:44.360 --> 00:19:47.360]  渺小和人類的脆弱
[00:19:47.360 --> 00:19:54.360]  也使我們更深刻的認識上帝是誰
[00:19:54.360 --> 00:19:57.360]  教會改革時期的巨人馬丁路德
[00:19:57.360 --> 00:20:00.360]  他曾經被打雷的聲音
[00:20:00.360 --> 00:20:03.360]  嚇得他降伏於上帝之下
[00:20:03.360 --> 00:20:07.360]  他說如果我仍然因為打雷沒有死
[00:20:07.360 --> 00:20:08.360]  撿回一條命
[00:20:08.360 --> 00:20:11.360]  上主我就願意侍奉你了
[00:20:11.360 --> 00:20:14.360]  這是馬丁路德一個非常深刻的經驗
[00:20:14.360 --> 00:20:17.360]  不知道我們今天能否經驗得到
[00:20:17.360 --> 00:20:21.360]  十年前
[00:20:21.360 --> 00:20:24.360]  大家記不記得十年前是甚麼呢
[00:20:24.360 --> 00:20:28.360]  十年前有個日本福島311大地震
