
[00:00:00.000 --> 00:00:01.540]  大鏡節目,早晨
[00:03:36.840 --> 00:03:37.620]  其實
[00:03:37.620 --> 00:03:40.700]  路加是和提下飛羅說的前面
[00:03:40.700 --> 00:03:44.020]  這卷書《路加福音》所寫結尾的部分特別
[00:03:44.020 --> 00:03:46.060]  但不單止結尾,祂說也是
[00:03:46.060 --> 00:03:48.360]  耶穌基督開頭所做的一切
[00:03:48.360 --> 00:03:50.680]  和所教訓的事是兩樣東西
[00:03:51.180 --> 00:03:53.240]  然後就是藉著聖靈吩咐
[00:03:53.240 --> 00:03:55.800]  所揀選的使徒之後到他上升的日子為止
[00:03:55.800 --> 00:03:58.600]  大家記得路加在結尾的時候
[00:03:58.600 --> 00:04:00.920]  我說過很多次在過往講壇上
[00:04:00.920 --> 00:04:02.440]  教會的成立
[00:04:02.440 --> 00:04:05.260]  卻不是在《使徒行轉》第二章
[00:04:05.260 --> 00:04:06.800]  不是在五巡節
[00:04:06.800 --> 00:04:09.620]  五巡節是教會澎湃的日子
[00:04:09.620 --> 00:04:11.400]  一天之間3000人
[00:04:11.400 --> 00:04:12.680]  大家知不知道
[00:04:12.680 --> 00:04:13.720]  這個工作
[00:04:13.720 --> 00:04:15.500]  是透過
[00:04:15.500 --> 00:04:17.300]  怎樣發生的,記得吧
[00:04:17.300 --> 00:04:18.320]  聖靈的工作
[00:04:19.340 --> 00:04:22.920]  所以今天我們看到路加仍然對聖靈是很有
[00:04:22.920 --> 00:04:24.200]  很有心
[00:04:24.200 --> 00:04:26.760]  特別他將事實講出來給大家聽
[00:04:26.760 --> 00:04:28.040]  如果你看到的話
[00:04:28.040 --> 00:04:29.320]  他講這個過程
[00:04:29.320 --> 00:04:32.400]  從耶穌的教訓到被上升的日子
[00:04:32.400 --> 00:04:34.960]  為什麼他要再提聖靈呢
[00:04:34.960 --> 00:04:38.020]  你看不看到聖經所講,直到他
[00:04:38.020 --> 00:04:41.860]  藉著聖靈所吩咐的揀選使徒之後
[00:04:41.860 --> 00:04:43.140]  被接上升的日子
[00:04:43.140 --> 00:04:45.440]  他大概可以不再提聖靈的事
[00:04:45.440 --> 00:04:47.760]  誰都明白
[00:04:48.780 --> 00:04:53.380]  當下耶穌透過晝夜的祈禱揀選了12個使徒
[00:04:53.380 --> 00:04:59.280]  在他離世的日子建立了教會,教會開始在格蘭山上敬拜
[00:04:59.280 --> 00:05:02.100]  在路加第24章結尾的地方就看到
[00:05:02.100 --> 00:05:04.920]  教會在當下就成立了,時間關係
[00:05:04.920 --> 00:05:09.260]  我不跟你再揭露路加 24章結尾的地方,你可以看到
[00:05:09.260 --> 00:05:11.820]  為什麼路加要再提聖靈
[00:05:11.820 --> 00:05:15.140]  而且是一開始就提聖靈
[00:05:16.940 --> 00:05:21.800]  為什麼一開始就提聖靈,當然我們知道在過去幾十年的裏面
[00:05:21.800 --> 00:05:23.860]  甚至超過這個時間
[00:05:23.860 --> 00:05:26.160]  今天大家都很少再提
[00:05:26.160 --> 00:05:27.700]  使徒行轉又叫什麼
[00:05:27.700 --> 00:05:30.260]  聖靈行轉
[00:05:30.260 --> 00:05:37.160]  不是因為這個因素他喜歡講聖靈,所以叫聖靈行轉,而事實上在這本書裏面
[00:05:37.160 --> 00:05:38.200]  路加是想告訴
[00:05:38.200 --> 00:05:41.000]  當代的信徒
[00:05:41.000 --> 00:05:42.800]  早期教會成立
[00:05:42.800 --> 00:05:44.840]  或者到今天的教會
[00:05:44.840 --> 00:05:46.640]  聖靈在裏面的工作
[00:05:47.140 --> 00:05:48.680]  是不斷不斷的工作
[00:05:48.680 --> 00:05:49.460]  問題是
[00:05:49.460 --> 00:05:51.240]  大家今天對聖靈
[00:05:51.240 --> 00:05:52.780]  有多跟隨
[00:05:52.780 --> 00:05:54.060]  有多貼
[00:05:54.060 --> 00:05:57.640]  有多願意去緊緊跟隨著聖靈
[00:05:57.640 --> 00:06:00.720]  要我們知道,門訓是講跟隨基督
[00:06:00.720 --> 00:06:03.020]  到今天仍然是跟隨基督
[00:06:03.020 --> 00:06:06.080]  不過今天同時要緊貼聖靈的心
[00:06:06.080 --> 00:06:08.640]  緊貼聖靈對你所講的說話
[00:06:08.640 --> 00:06:10.440]  所以我剛才聽我的祈禱
[00:06:10.440 --> 00:06:11.200]  我是用
[00:06:11.200 --> 00:06:12.740]  邊緣聖經去祈禱的
[00:06:13.780 --> 00:06:17.100]  約翰福音第16章第12節
[00:06:17.100 --> 00:06:25.040]  耶穌答應過我們,當真理的聖靈來的時候,我們就能夠明白祂講的一切說話
[00:06:25.040 --> 00:06:29.900]  這個是沒有欺騙過任何一個人,特別是對著教會
[00:06:29.900 --> 00:06:36.060]  所以你要明白,聖經有這麼多卷書,三九二十七
[00:06:36.060 --> 00:06:41.420]  三十九卷的聖經
[00:06:42.700 --> 00:06:43.980]  二十七卷的聖經
[00:06:43.980 --> 00:06:47.040]  針對的是教會去講
[00:06:47.040 --> 00:06:49.860]  提醒的是教會要做的事情
[00:06:49.860 --> 00:06:51.400]  直到啟示錄
[00:06:51.400 --> 00:06:57.040]  我們看看路加里所講的聖靈所指的事
[00:06:57.040 --> 00:06:58.580]  是什麼事呢
[00:06:58.580 --> 00:07:01.900]  聖靈藉著,耶穌藉著聖靈所吩咐
[00:07:01.900 --> 00:07:03.960]  簡訊使徒,直到上升日子
[00:07:03.960 --> 00:07:05.740]  他馬上講到是
[00:07:05.740 --> 00:07:07.280]  耶穌的受害
[00:07:07.280 --> 00:07:11.620]  講到是耶穌的復活,顯示四入四十之首,所講的是
[00:07:11.880 --> 00:07:18.020]  神國的事,今天我會在這裡開始講到聖靈與神國的事的重要性
[00:07:18.020 --> 00:07:22.880]  簡單點講,其實今天整篇的訊息
[00:07:22.880 --> 00:07:29.280]  你為什麼是站著,還站著望天呢?是講聖靈在當中的提醒
[00:07:29.280 --> 00:07:34.660]  是講神國的事在我們肩膀上面的重任
[00:07:34.660 --> 00:07:37.220]  什麼叫神國的事?
[00:07:37.220 --> 00:07:40.040]  神國的事究竟是什麼呢?
[00:07:40.040 --> 00:07:41.580]  事實上有點麻煩
[00:07:41.840 --> 00:07:43.640]  這樣戴著這個眼鏡,看不清你們
[00:07:43.640 --> 00:07:49.000]  神國的事是一個重數
[00:07:49.000 --> 00:07:55.660]  神國的事在這裡不是一個單數,所指的事是很多的事,不過
[00:07:55.660 --> 00:07:58.740]  路加有興趣在這裡講,就在第四節
[00:07:58.740 --> 00:08:01.300]  直至到第十一節所講的事
[00:08:01.300 --> 00:08:03.860]  我們看第一件事
[00:08:03.860 --> 00:08:10.000]  神國的事在小行轉來到這裡
[00:08:10.000 --> 00:08:11.540]  所講的是
[00:08:11.800 --> 00:08:14.620]  等候上帝,等候聖靈
[00:08:14.620 --> 00:08:15.640]  放膽
[00:08:15.640 --> 00:08:16.920]  講上帝的道
[00:08:16.920 --> 00:08:19.480]  如果你有聖經,你會看到
[00:08:19.480 --> 00:08:20.760]  一章的四節
[00:08:20.760 --> 00:08:22.300]  講耶穌
[00:08:22.300 --> 00:08:24.600]  和他們聚集的時候
[00:08:24.600 --> 00:08:28.180]  祝福他們,不要離開耶路撒冷,要等候
[00:08:28.180 --> 00:08:29.720]  要等候
[00:08:29.720 --> 00:08:31.000]  父所應許的
[00:08:31.000 --> 00:08:32.020]  是什麼呢?
[00:08:32.020 --> 00:08:35.100]  就是講到之後不多幾天
[00:08:35.100 --> 00:08:37.140]  他們要受聖靈的洗
[00:08:37.140 --> 00:08:38.940]  什麼叫聖靈的洗?
[00:08:39.960 --> 00:08:44.060]  其實你都覺得有時候這些聖經所用的
[00:08:44.060 --> 00:08:45.860]  詞彙
[00:08:45.860 --> 00:08:47.900]  有時候是否都很抽象
[00:08:47.900 --> 00:08:50.720]  聖靈如何洗我們呢?
[00:08:50.720 --> 00:08:55.060]  聖靈居於我們的心,但聖靈如何洗我們呢?
[00:08:55.060 --> 00:08:57.880]  其實不少人都講到聖靈的洗
[00:08:57.880 --> 00:09:00.440]  和聖靈的充滿
[00:09:00.440 --> 00:09:02.480]  是很接近很接近的
[00:09:02.480 --> 00:09:08.880]  包括我最近有機會聽到大繼宗牧師,現在華晨的院長所講的一篇道
[00:09:09.140 --> 00:09:11.440]  他的看法都是相同的,剛好
[00:09:11.440 --> 00:09:17.840]  他又是講使徒行傳,我在開車的時候就選到這一篇,又是講一章一到十一節
[00:09:17.840 --> 00:09:20.920]  他的主題,你回去聽聽
[00:09:20.920 --> 00:09:22.200]  他叫做
[00:09:22.200 --> 00:09:23.480]  最後的
[00:09:23.480 --> 00:09:24.240]  祝福
[00:09:24.240 --> 00:09:27.060]  最先的慣主
[00:09:27.060 --> 00:09:29.880]  當然我不是抄襲他
[00:09:29.880 --> 00:09:36.020]  我告訴你,我聽過他講,我沒有抄襲他,因為我聽的時候,我這篇道已經準備好了
[00:09:36.280 --> 00:09:42.420]  這篇道也不是因為最近是復活節,所以牧師很懶就把復活節的這篇道講給大家聽
[00:09:42.420 --> 00:09:48.580]  的確,我在當中看到一些訊息,很想跟大家分享
[00:09:48.580 --> 00:09:52.160]  等候神的工作
[00:09:52.160 --> 00:09:55.220]  是第一代教會當時
[00:09:55.220 --> 00:10:01.620]  他們覺得事實上真的很難理解的東西,我相信等下你越看就會越認同
[00:10:01.620 --> 00:10:02.400]  這件事
[00:10:02.400 --> 00:10:03.420]  究竟
[00:10:03.420 --> 00:10:04.700]  怎樣等候法
[00:10:04.960 --> 00:10:07.020]  究竟等候有沒有數據呢
[00:10:07.020 --> 00:10:08.800]  有沒有規則呢
[00:10:08.800 --> 00:10:16.220]  弟兄姊妹,你應該都信了諸多年了吧,可能有些是短的,有些是長的也沒關係
[00:10:16.220 --> 00:10:18.520]  我們常常說等候神,等候神
[00:10:18.520 --> 00:10:19.540]  其實
[00:10:19.540 --> 00:10:20.820]  有沒有什麼標準的
[00:10:20.820 --> 00:10:22.880]  沒有吧
[00:10:22.880 --> 00:10:24.660]  我想
[00:10:24.660 --> 00:10:29.780]  你操練得多,弟兄姊妹,總會懂得想一件事
[00:10:29.780 --> 00:10:31.840]  等候神其中一個過程
[00:10:31.840 --> 00:10:33.620]  等候之餘要怎樣的
[00:10:35.160 --> 00:10:35.680]  坐在那裡
[00:10:35.680 --> 00:10:37.220]  站在那裡
[00:10:37.220 --> 00:10:39.000]  躺在那裡
[00:10:39.000 --> 00:10:40.280]  都坐
[00:10:40.280 --> 00:10:42.340]  是要你有動作的
[00:10:42.340 --> 00:10:45.160]  但這個動作當中是邊等候
[00:10:45.160 --> 00:10:48.480]  邊摸著石頭過河
[00:10:48.480 --> 00:10:52.840]  我相信在歷代的基督徒,不少的屬靈書籍
[00:10:52.840 --> 00:10:59.240]  都有這一種屬靈的反省,不過等多久才動呢,事實上是沒有什麼標準給到我們
[00:10:59.240 --> 00:11:01.800]  說他這種叫信心
[00:11:03.840 --> 00:11:05.120]  等候聖靈
[00:11:05.120 --> 00:11:09.980]  我們說聖靈的洗,究竟對當代基督徒理解了多少呢
[00:11:09.980 --> 00:11:16.640]  不到他們經歷過後面所發生的事,包括五秦節是最多人說的
[00:11:16.640 --> 00:11:18.440]  是第二章聖靈的洗
[00:11:18.440 --> 00:11:20.220]  一個很重要的
[00:11:20.220 --> 00:11:21.240]  印記
[00:11:21.240 --> 00:11:23.040]  很重要的證據
[00:11:23.040 --> 00:11:24.580]  經過五秦節
[00:11:24.580 --> 00:11:31.480]  這種有火焰般的舌頭,講出了很多不同的謊言
[00:11:31.740 --> 00:11:37.880]  不是今天我們聽不懂的那種完全不像地面上的說話的謊言
[00:11:37.880 --> 00:11:40.440]  這句話沒有貶低的意思
[00:11:40.440 --> 00:11:43.260]  我不懂天上的
[00:11:43.260 --> 00:11:44.800]  語言
[00:11:44.800 --> 00:11:46.080]  我沒有這個恩賜
[00:11:46.080 --> 00:11:52.220]  當時五秦節說的是不同地方的人說的說話
[00:11:52.220 --> 00:11:54.260]  但為什麼這些伽利利人會說呢
[00:11:54.260 --> 00:11:57.080]  等於說今天我是廣東人
[00:11:57.080 --> 00:11:58.880]  我是廣東南海人
[00:11:59.140 --> 00:12:05.280]  我突然間懂得說那種潮州話或者閩南話,甚至上海話,你會覺得很好奇是吧
[00:12:05.280 --> 00:12:09.640]  他們當時就是這樣的情況,懂得說那句話
[00:12:09.640 --> 00:12:11.180]  聖靈的幫助
[00:12:11.180 --> 00:12:15.520]  但路加解釋給我們聽,我們首先看看
[00:12:15.520 --> 00:12:20.900]  在哪裡去印證五秦節,是真的聖靈的洗的印記呢
[00:12:20.900 --> 00:12:25.240]  我們首先看第十一章的第十六節
[00:12:25.240 --> 00:12:27.040]  聖經裡看到了
[00:12:29.860 --> 00:12:34.220]  第十一章的十五節,我們看幾節呢
[00:12:34.220 --> 00:12:36.260]  我一開講
[00:12:36.260 --> 00:12:37.280]  聖靈
[00:12:37.280 --> 00:12:39.320]  便降在他們身上
[00:12:39.320 --> 00:12:45.480]  正像當初降在我們身上一樣,這個當初就是指五秦節發生的事情
[00:12:45.480 --> 00:12:51.120]  我就想起主說的話,約翰是用水撕洗的
[00:12:51.120 --> 00:12:53.680]  但你們要受聖靈的洗
[00:12:53.680 --> 00:12:59.040]  彼得說這番話,我長話短說,如果你不太知道這一段經文
[00:12:59.300 --> 00:13:02.100]  請你回去看第十一章,好嗎
[00:13:02.100 --> 00:13:03.900]  我不說了,沒時間說了
[00:13:03.900 --> 00:13:11.840]  彼得來到這裡,才正式用路加的記載,他才用回這個字,是聖靈的洗
[00:13:11.840 --> 00:13:14.400]  就像當初降在我們身上
[00:13:14.400 --> 00:13:15.940]  那當初是幾時呢
[00:13:15.940 --> 00:13:19.980]  當初就是第二章五秦節的地方,你看看,打回第二章
[00:13:19.980 --> 00:13:21.780]  第四節
[00:13:21.780 --> 00:13:27.660]  他們被聖靈充滿,這班門徒,這班使徒
[00:13:27.920 --> 00:13:30.740]  按照聖靈所賜的口才,所賜的別國話來
[00:13:30.740 --> 00:13:33.040]  到第十四節
[00:13:33.040 --> 00:13:37.140]  彼得和十一個使徒站起來,高聲說
[00:13:37.140 --> 00:13:41.220]  老實說,他們說的那種謊言,就算是上海話,當然不是上海話
[00:13:41.220 --> 00:13:46.100]  聖經沒有記載,當時彼得一班人說上海話,潮州話,福建話,沒有這樣說
[00:13:46.100 --> 00:13:47.900]  說其他別國的語言
[00:13:47.900 --> 00:13:50.460]  但是
[00:13:50.460 --> 00:13:53.780]  他們說的內容,是有內容的
[00:13:53.780 --> 00:13:55.560]  有內容的
[00:13:55.560 --> 00:13:57.360]  你看
[00:13:58.120 --> 00:13:59.140]  二章二十一節
[00:13:59.140 --> 00:14:04.020]  到那時候凡求告主明的就必得救於斯里人,請聽我的話
[00:14:04.020 --> 00:14:08.100]  神藉著拿撒冷耶穌,在你們中間施行神職歧視
[00:14:08.100 --> 00:14:12.720]  將他證明出來,就是你們自己知道的
[00:14:12.720 --> 00:14:16.060]  他既按照神的定義
[00:14:16.060 --> 00:14:18.620]  先見被交於人手
[00:14:18.620 --> 00:14:22.960]  你們就藉著無法之人的手,就將他釘在十字架上殺了
[00:14:22.960 --> 00:14:27.060]  神卻將他從死的痛苦
[00:14:27.300 --> 00:14:31.140]  解釋了,叫他復活,因為他願不能
[00:14:31.140 --> 00:14:36.780]  被死拘禁,路加在《少行傳》其中一件事,除了講聖靈之外
[00:14:36.780 --> 00:14:40.620]  講基督耶穌的復活,是他相當有興趣講的
[00:14:40.620 --> 00:14:47.260]  丁子梅,今天講福音究竟是什麼,神的國究竟是什麼,我們等下再解釋
[00:14:47.260 --> 00:14:50.080]  兩者是有很直接的關係
[00:14:50.080 --> 00:14:52.380]  我可以用直接的關係
[00:14:52.380 --> 00:14:56.220]  神的國和福音是有直接的關係
[00:14:58.280 --> 00:14:59.300]  所以
[00:14:59.300 --> 00:15:01.080]  你看到第一個的
[00:15:01.080 --> 00:15:02.100]  工作
[00:15:02.100 --> 00:15:05.180]  神的國託付給教會
[00:15:05.180 --> 00:15:07.240]  是你要等候聖靈
[00:15:07.240 --> 00:15:09.540]  放膽講道
[00:15:09.540 --> 00:15:12.100]  講道的內容太重要了
[00:15:12.100 --> 00:15:12.880]  太重要了
[00:15:12.880 --> 00:15:14.140]  太重要了
[00:15:14.140 --> 00:15:19.020]  我不是叫丁子梅學習上台講道這種
[00:15:19.020 --> 00:15:22.080]  怎樣講道
[00:15:22.080 --> 00:15:24.140]  怎樣宣講
[00:15:26.440 --> 00:15:29.260]  我在過去的十數年當中
[00:15:29.260 --> 00:15:30.800]  在不同的群體裡面
[00:15:30.800 --> 00:15:32.340]  都間中
[00:15:32.340 --> 00:15:35.140]  有開辦一些讀經
[00:15:35.140 --> 00:15:36.420]  的訓練
[00:15:36.420 --> 00:15:37.960]  不是解經
[00:15:37.960 --> 00:15:40.000]  我記得在教會
[00:15:40.000 --> 00:15:41.800]  我都開過一次,在網上
[00:15:41.800 --> 00:15:49.480]  其實最重要的地方,OIA來說,我所謂observation是讀經的重要性
[00:15:49.480 --> 00:15:51.520]  怎樣讀
[00:15:51.520 --> 00:15:53.320]  不是怎樣解
[00:15:53.320 --> 00:15:55.100]  讀得通透
[00:15:55.360 --> 00:15:57.920]  才能夠開始進入
[00:15:57.920 --> 00:15:58.680]  去解釋
[00:15:58.680 --> 00:16:00.980]  其實不需要緊急去解
[00:16:00.980 --> 00:16:02.780]  報道都是這樣做的
[00:16:02.780 --> 00:16:04.820]  我下半年又會在
[00:16:04.820 --> 00:16:06.360]  Panrith的長老會
[00:16:06.360 --> 00:16:07.640]  開這個課程
[00:16:07.640 --> 00:16:08.660]  因為今年
[00:16:08.660 --> 00:16:12.760]  我和一位同學,一位弟兄在Panrith做一些工作
[00:16:12.760 --> 00:16:16.860]  他今天也來到我們當中,Angus在我們當中
[00:16:16.860 --> 00:16:20.200]  他幫我照顧外面的書攤
[00:16:20.200 --> 00:16:21.740]  我們開始
[00:16:21.740 --> 00:16:25.060]  在不同的地方,縱使Panrith不是一些什麼
[00:16:25.300 --> 00:16:28.880]  小鎮,其實也是一個中型的城市
[00:16:28.880 --> 00:16:32.980]  甚至將來發展成為一個CBD,叫政府說不知道幾年後
[00:16:32.980 --> 00:16:34.780]  30年後,40年後,不知道
[00:16:34.780 --> 00:16:40.400]  但是我們去了四五個月的時間,不是天天去
[00:16:40.400 --> 00:16:43.480]  其實裡面是不少的人
[00:16:43.480 --> 00:16:45.280]  是未聽過復音
[00:16:45.280 --> 00:16:47.580]  未聽過復音
[00:16:47.580 --> 00:16:54.220]  我們去了這幾個月的時間,累積的人數已經達到四十多人
[00:16:56.280 --> 00:16:59.600]  但是困難的地方是
[00:16:59.600 --> 00:17:02.160]  澳洲是一個很大的土地
[00:17:02.160 --> 00:17:04.980]  我的導師問我,你怎麼做
[00:17:04.980 --> 00:17:06.520]  你怎樣做
[00:17:06.520 --> 00:17:09.600]  怎樣做,很困難做
[00:17:09.600 --> 00:17:10.880]  但是
[00:17:10.880 --> 00:17:12.660]  聖靈在當中
[00:17:12.660 --> 00:17:15.980]  聖靈的工作,是不是只是史達行專告訴我們
[00:17:15.980 --> 00:17:18.800]  耶穌升天之後,聖靈才會來呢
[00:17:18.800 --> 00:17:20.080]  是的
[00:17:20.080 --> 00:17:21.620]  但不知道大家有沒有記得
[00:17:21.620 --> 00:17:23.160]  聖靈的工作
[00:17:23.420 --> 00:17:26.240]  是從頭到尾都在人的當中
[00:17:26.240 --> 00:17:30.080]  耶穌基督,大家記不記得祂的降生
[00:17:30.080 --> 00:17:31.360]  是怎樣的
[00:17:31.360 --> 00:17:33.660]  路加告訴我們
[00:17:33.660 --> 00:17:36.980]  當加伯列去告訴瑪麗亞的時候
[00:17:36.980 --> 00:17:38.260]  耶穌的降生
[00:17:38.260 --> 00:17:41.080]  是聖靈感人的降生
[00:17:41.080 --> 00:17:43.380]  聖靈一早就參與了工作
[00:17:43.380 --> 00:17:47.480]  最少是新約聖經,耶穌降生之前已經參與
[00:17:47.480 --> 00:17:49.020]  弟兄姊妹
[00:17:49.020 --> 00:17:50.300]  其實今天要說
[00:17:50.300 --> 00:17:53.120]  不是神蹟其事
[00:17:53.380 --> 00:17:56.960]  是說大家信主,信耶穌,信這麼久
[00:17:56.960 --> 00:17:59.280]  聖靈的工作在你身上
[00:17:59.280 --> 00:18:01.580]  究竟是一件什麼事
[00:18:01.580 --> 00:18:04.640]  你怎樣經歷到聖靈
[00:18:04.640 --> 00:18:10.020]  這個其實只有我們今天一同去探討思考的事
[00:18:10.020 --> 00:18:12.840]  所以說的是
[00:18:12.840 --> 00:18:14.880]  放膽去講道
[00:18:14.880 --> 00:18:16.680]  由讀經開始
[00:18:16.680 --> 00:18:23.080]  去經歷祈禱,上帝你答應我真理的聖靈,你來到,你要讓我明白
[00:18:23.340 --> 00:18:25.140]  你所講一切的說話
[00:18:25.140 --> 00:18:26.920]  其實
[00:18:26.920 --> 00:18:29.220]  讀經的所謂observation
[00:18:29.220 --> 00:18:32.300]  最重要的,我相信是一樣東西
[00:18:32.300 --> 00:18:33.820]  一樣東西
[00:18:33.820 --> 00:18:35.620]  你搞定了這件事
[00:18:35.620 --> 00:18:37.940]  其實很多方法你用得很暢順
[00:18:37.940 --> 00:18:39.980]  就是你懂得看上文下理
[00:18:39.980 --> 00:18:42.020]  其實沒理由不懂
[00:18:42.020 --> 00:18:47.140]  沒理由不懂,但是很奇妙,今天不知道為什麼,弟兄姊妹對這件事都有些害怕
[00:18:47.140 --> 00:18:48.680]  看上文下文
[00:18:48.680 --> 00:18:51.760]  都有些害怕,其實這個是練得來的事
[00:18:53.300 --> 00:18:54.060]  第二件事
[00:18:54.060 --> 00:18:56.880]  講師兄的聖靈
[00:18:56.880 --> 00:18:58.920]  就要講你去哪裡去講
[00:18:58.920 --> 00:19:00.980]  今天我們看到
[00:19:00.980 --> 00:19:03.280]  這個經文去到第六節的時候
[00:19:03.280 --> 00:19:04.560]  當耶穌講完
[00:19:04.560 --> 00:19:06.100]  他們要受聖靈的洗
[00:19:06.100 --> 00:19:07.640]  仍然在等候的時候
[00:19:07.640 --> 00:19:10.460]  門徒就問了一個很關心的問題
[00:19:10.460 --> 00:19:12.000]  究竟他在等候
[00:19:12.000 --> 00:19:15.060]  是否他們的群體被復興呢
[00:19:15.060 --> 00:19:20.940]  以色列國復興的時候,證明其實他們問的東西,焦點是在於自己
[00:19:20.940 --> 00:19:22.740]  是不是
[00:19:23.760 --> 00:19:24.280]  焦點
