
[00:00:00.000 --> 00:00:03.500]  很多年前看過一套荷里活的電影
[00:01:59.500 --> 00:02:01.000]  也不賭他
[00:02:01.000 --> 00:02:02.000]  為什麼?
[00:02:02.000 --> 00:02:05.500]  因為聖靈的恩賜屬靈的恩賜的賜下
[00:02:05.500 --> 00:02:07.000]  並不是在乎人
[00:02:07.000 --> 00:02:08.500]  或是在乎神
[00:02:08.500 --> 00:02:09.500]  是不是?
[00:02:09.500 --> 00:02:15.500]  不過今天這段經文的故事
[00:02:15.500 --> 00:02:18.500]  我們看到在早期教會
[00:02:18.500 --> 00:02:20.500]  一些事情發生
[00:02:20.500 --> 00:02:22.000]  有一些屬靈的真理
[00:02:22.000 --> 00:02:23.500]  很有意思
[00:02:23.500 --> 00:02:27.000]  讓我們一同去學習
[00:02:27.000 --> 00:02:29.500]  今天經文的第一節
[00:02:29.500 --> 00:02:32.500]  它說到那些分散的人
[00:02:32.500 --> 00:02:35.500]  往各處去傳福音
[00:02:35.500 --> 00:02:37.500]  如果我們看前幾節的話
[00:02:37.500 --> 00:02:38.500]  我們就明白
[00:02:38.500 --> 00:02:44.000]  為什麼這裡作者強調分散的人呢?
[00:02:44.000 --> 00:02:46.000]  前幾節的經文告訴我們
[00:02:46.000 --> 00:02:48.000]  剛剛發生什麼事情?
[00:02:48.000 --> 00:02:50.500]  那裡說到耶路撒冷的教會
[00:02:50.500 --> 00:02:53.000]  大遭逼迫
[00:02:53.000 --> 00:02:54.000]  是不是?
[00:02:54.000 --> 00:02:57.000]  之前的港島信息也告訴我們
[00:02:57.000 --> 00:02:59.000]  剛剛發生什麼事情?
[00:02:59.000 --> 00:03:04.000]  市提犯被一群憤怒的群眾用石頭打死
[00:03:04.000 --> 00:03:05.000]  是不是?
[00:03:05.000 --> 00:03:07.500]  不是因為市提犯犯了什麼錯
[00:03:07.500 --> 00:03:12.000]  而是因為市提犯勇敢地為耶穌基督做見證
[00:03:12.000 --> 00:03:14.000]  在這樣的原因之下
[00:03:14.000 --> 00:03:19.000]  被一群憤怒的群眾用石頭打死
[00:03:19.000 --> 00:03:22.000]  接著這個掃羅
[00:03:22.000 --> 00:03:27.000]  未遇到生命復活的主之前的掃羅
[00:03:27.000 --> 00:03:28.000]  它怎樣呢?
[00:03:28.000 --> 00:03:31.000]  聖經說這個掃羅殘害教會
[00:03:31.000 --> 00:03:35.000]  每一個人的家裡拘捕男女
[00:03:35.000 --> 00:03:38.000]  下載監女
[00:03:38.000 --> 00:03:41.500]  在這樣的情況之下
[00:03:41.500 --> 00:03:47.000]  我相信今天我們生活在現代社會裡面的基督徒
[00:03:47.000 --> 00:03:49.000]  是很難明白的
[00:03:49.000 --> 00:03:51.000]  大家信了耶穌之後
[00:03:51.000 --> 00:03:53.000]  做了基督徒之後
[00:03:53.000 --> 00:03:54.500]  有沒有遇過什麼困難?
[00:03:54.500 --> 00:03:56.000]  有沒有遇過什麼苦難?
[00:03:56.000 --> 00:03:57.500]  大致上都沒有
[00:03:57.500 --> 00:04:03.000]  最多是被我們的家人、同事、朋友偶爾取笑我們
[00:04:03.000 --> 00:04:04.000]  所以我們很難明白
[00:04:04.000 --> 00:04:07.000]  但是在第一代那個時候信耶穌的話
[00:04:07.000 --> 00:04:10.500]  是實質上有很多的逼迫
[00:04:10.500 --> 00:04:13.000]  甚至連性命都沒有了
[00:04:13.000 --> 00:04:14.000]  大家可以想像一下
[00:04:14.000 --> 00:04:16.000]  在這樣的風頭火勢之下
[00:04:16.000 --> 00:04:19.500]  當時很多信徒選擇離開耶路撒冷
[00:04:19.500 --> 00:04:23.000]  說不要搞太大風險
[00:04:23.000 --> 00:04:25.000]  可以去到不同的地方
[00:04:25.000 --> 00:04:29.000]  將福音帶到他們所去的地方
[00:04:29.000 --> 00:04:32.000]  就是這樣福音被傳開去
[00:04:32.000 --> 00:04:35.000]  其實這件事情很諷刺
[00:04:35.000 --> 00:04:37.000]  為什麼當時的信徒會受到逼迫?
[00:04:37.000 --> 00:04:39.500]  逼迫的原因就是為了什麼?
[00:04:39.500 --> 00:04:42.500]  讓福音不要傳開去
[00:04:42.500 --> 00:04:46.000]  但是卻是相反地
[00:04:46.000 --> 00:04:52.500]  福音因此而被廣泛和迅速地傳開去
[00:04:52.500 --> 00:04:54.500]  所以在這裡的事情發生
[00:04:54.500 --> 00:04:56.500]  告訴我們其實神很有趣
[00:04:56.500 --> 00:04:59.000]  神可以利用任何的事情
[00:04:59.000 --> 00:05:03.000]  任何的狀況來完成祂的心意
[00:05:03.000 --> 00:05:04.000]  所以弟兄姐妹
[00:05:04.000 --> 00:05:06.500]  這個事實其實對基督徒來說
[00:05:06.500 --> 00:05:09.500]  是一個很得安慰的事實
[00:05:09.500 --> 00:05:10.500]  為什麼?
[00:05:10.500 --> 00:05:11.500]  因為告訴我們
[00:05:11.500 --> 00:05:14.000]  我們遇到很多困難的境況
[00:05:14.000 --> 00:05:19.000]  遇到很多可怕、害怕、好像失控的時候
[00:05:19.000 --> 00:05:21.000]  神仍然掌控
[00:05:21.000 --> 00:05:23.500]  神仍然在當中工作
[00:05:23.500 --> 00:05:25.000]  問題就在於
[00:05:25.000 --> 00:05:27.000]  究竟我們的信心放在哪裡?
[00:05:27.000 --> 00:05:28.500]  我們的信心是放在人那裡?
[00:05:28.500 --> 00:05:30.000]  處境那裡?
[00:05:30.000 --> 00:05:32.000]  還是放在神那裡?
[00:05:32.000 --> 00:05:33.000]  好了
[00:05:33.000 --> 00:05:35.000]  聖經的經文一直下去的時候
[00:05:35.000 --> 00:05:37.000]  信徒就去到不同的地方
[00:05:37.000 --> 00:05:39.000]  為了什麼?
[00:05:39.000 --> 00:05:41.000]  不要受到逼迫
[00:05:41.000 --> 00:05:42.000]  聖經說
[00:05:42.000 --> 00:05:46.500]  那時候的肥利就去到一個地方叫做撒瑪利亞
[00:05:46.500 --> 00:05:48.000]  聖經沒有告訴我
[00:05:48.000 --> 00:05:51.500]  當時是不是只有肥利一個人去到撒瑪利亞
[00:05:51.500 --> 00:05:54.500]  還是一班人帶著一班人跟著一起去
[00:05:54.500 --> 00:05:55.500]  沒有說
[00:05:55.500 --> 00:06:00.500]  不過就算是只有肥利一個人去到撒瑪利亞
[00:06:00.500 --> 00:06:01.500]  我們都明白的
[00:06:01.500 --> 00:06:02.500]  為什麼?
[00:06:02.500 --> 00:06:04.000]  記不記得我跟大家說過
[00:06:04.000 --> 00:06:09.500]  當時的猶太人是不想去撒瑪利亞這個地方
[00:06:09.500 --> 00:06:11.500]  如果他們要去一個地方
[00:06:11.500 --> 00:06:13.000]  要經過撒瑪利亞的話
[00:06:13.000 --> 00:06:14.500]  他們都情願鬥怒
[00:06:14.500 --> 00:06:17.000]  不想進去撒瑪利亞這個地方
[00:06:17.000 --> 00:06:18.000]  為什麼?
[00:06:18.000 --> 00:06:24.000]  因為猶太人對撒瑪利亞人有一個很看不起
[00:06:24.000 --> 00:06:25.500]  藐視的態度
[00:06:25.500 --> 00:06:28.500]  他們不跟撒瑪利亞人交往
[00:06:28.500 --> 00:06:31.500]  因為他們覺得撒瑪利亞人在種族上面
[00:06:31.500 --> 00:06:33.500]  這些是習種的
[00:06:33.500 --> 00:06:35.500]  在信仰上面、宗教上面
[00:06:35.500 --> 00:06:37.500]  這班人不純正的
[00:06:37.500 --> 00:06:38.500]  那就奇怪了
[00:06:38.500 --> 00:06:39.500]  既然是這個時候
[00:06:39.500 --> 00:06:41.500]  肥利作為一個猶太人
[00:06:41.500 --> 00:06:43.500]  為什麼在逼迫的時候
[00:06:43.500 --> 00:06:47.000]  他就是要去到撒瑪利亞這個地方呢?
[00:06:47.000 --> 00:06:49.000]  我相信很簡單的原因
[00:06:49.000 --> 00:06:51.500]  因為不是他的意思
[00:06:51.500 --> 00:06:54.500]  是神的意思
[00:06:54.500 --> 00:06:56.500]  大家有沒有試過
[00:06:56.500 --> 00:06:58.500]  很清楚明白知道
[00:06:58.500 --> 00:07:01.000]  神想你做某些事情
[00:07:01.000 --> 00:07:02.500]  去某些地方
[00:07:02.500 --> 00:07:03.500]  而那些東西
[00:07:03.500 --> 00:07:05.500]  而那些地方是你不想做不想去的
[00:07:05.500 --> 00:07:07.500]  有沒有試過?
[00:07:07.500 --> 00:07:11.500]  聖經沒有很清楚告訴我們
[00:07:11.500 --> 00:07:15.500]  當肥利知道神要他去撒瑪利亞這個地方的時候
[00:07:15.500 --> 00:07:16.500]  他就沒有不高興
[00:07:16.500 --> 00:07:17.500]  又沒有猶疑
[00:07:17.500 --> 00:07:19.000]  聖經沒有說到
[00:07:19.000 --> 00:07:21.500]  不過最低限度
[00:07:21.500 --> 00:07:25.500]  讓我們看到肥利這個人物並不像摩西那樣
[00:07:25.500 --> 00:07:27.000]  記不記得摩西怎麼樣?
[00:07:27.000 --> 00:07:30.000]  神叫摩西說你帶我的子民離開這個埃及
[00:07:30.000 --> 00:07:31.500]  摩西怎麼樣?
[00:07:31.500 --> 00:07:32.500]  我不行的
[00:07:32.500 --> 00:07:34.500]  你找別人不要找我
[00:07:34.500 --> 00:07:35.500]  也不像是誰
[00:07:35.500 --> 00:07:37.000]  不像是若嵐
[00:07:37.000 --> 00:07:39.500]  神叫若嵐說你去到那個地方
[00:07:39.500 --> 00:07:41.500]  你都是他全悔改的道
[00:07:41.500 --> 00:07:42.500]  行在這個若嵐
[00:07:42.500 --> 00:07:44.500]  那是我的敵國
[00:07:44.500 --> 00:07:45.500]  不去
[00:07:45.500 --> 00:07:46.500]  索性走人
[00:07:46.500 --> 00:07:47.500]  是不是?
[00:07:47.500 --> 00:07:49.500]  如果我們看回經文的時候
[00:07:49.500 --> 00:07:53.000]  當肥利去到撒瑪利亞這個城市
[00:07:53.000 --> 00:07:55.500]  那個地方所發生的事情
[00:07:55.500 --> 00:07:59.500]  讓我們都可以稍為斷定
[00:07:59.500 --> 00:08:04.000]  似乎肥利是很樂意去到那個地方
[00:08:04.000 --> 00:08:06.500]  去到那個地方不僅是傳福音
[00:08:06.500 --> 00:08:07.500]  行神蹟
[00:08:07.500 --> 00:08:08.500]  趕鬼
[00:08:08.500 --> 00:08:10.000]  治病
[00:08:10.000 --> 00:08:11.000]  接著怎麼樣?
[00:08:11.000 --> 00:08:15.000]  整個城市滿有喜樂
[00:08:15.000 --> 00:08:20.000]  除非我們可以學到一個功課
[00:08:20.000 --> 00:08:22.000]  無論教會我們做什麼
[00:08:22.000 --> 00:08:24.500]  我們都需要隨時準備去做
[00:08:24.500 --> 00:08:26.000]  不要找藉口
[00:08:26.000 --> 00:08:27.000]  很多時候我們都說
[00:08:27.000 --> 00:08:28.000]  神啊
[00:08:28.000 --> 00:08:29.000]  這個時候搞不定
[00:08:29.000 --> 00:08:30.000]  讓我先退休
[00:08:30.000 --> 00:08:33.000]  我退休之後就有很多時間剩下來
[00:08:33.000 --> 00:08:36.000]  我可以到時候多一點時間服侍你
[00:08:36.000 --> 00:08:37.000]  神啊
[00:08:37.000 --> 00:08:38.000]  搞不定
[00:08:38.000 --> 00:08:39.500]  現在經濟很緊
[00:08:39.500 --> 00:08:42.000]  讓我先供完房子
[00:08:42.000 --> 00:08:43.500]  供完房子之後
[00:08:43.500 --> 00:08:45.000]  我財務自由
[00:08:45.000 --> 00:08:46.000]  我沒有壓力
[00:08:46.000 --> 00:08:47.500]  我一定可以侍奉你
[00:08:47.500 --> 00:08:49.000]  全心全意侍奉你
[00:08:49.000 --> 00:08:50.000]  神啊
[00:08:50.000 --> 00:08:51.000]  現在還沒得住
[00:08:51.000 --> 00:08:52.000]  讓我的兒女出生
[00:08:52.000 --> 00:08:53.500]  我還要看著這些兒女
[00:08:53.500 --> 00:08:55.000]  到兒女出生之後
[00:08:55.000 --> 00:08:58.000]  我就毫無責無旁貸地服侍你
[00:08:58.000 --> 00:08:59.000]  神啊
[00:08:59.000 --> 00:09:00.000]  這樣那樣
[00:09:00.000 --> 00:09:02.000]  總是很多原因
[00:09:02.000 --> 00:09:03.500]  我經常都說
[00:09:03.500 --> 00:09:05.000]  大家千萬不要誤會
[00:09:05.000 --> 00:09:06.500]  千萬不要錯誤理解
[00:09:06.500 --> 00:09:07.500]  侍奉
[00:09:07.500 --> 00:09:09.000]  千萬不要覺得侍奉
[00:09:09.000 --> 00:09:10.000]  侍奉
[00:09:10.000 --> 00:09:12.000]  我們幫神做事
[00:09:12.000 --> 00:09:14.000]  侍奉我們幫教會做事
[00:09:14.000 --> 00:09:16.000]  牧師你經常煩我
[00:09:16.000 --> 00:09:17.000]  要我做事
[00:09:17.000 --> 00:09:18.000]  好吧好吧
[00:09:18.000 --> 00:09:20.000]  我幫你做事
[00:09:20.000 --> 00:09:22.000]  搞錯了
[00:09:22.000 --> 00:09:24.000]  侍奉不是我們幫神
[00:09:24.000 --> 00:09:25.000]  幫教會
[00:09:25.000 --> 00:09:26.000]  幫牧師做事
[00:09:26.000 --> 00:09:27.000]  侍奉是神
[00:09:27.000 --> 00:09:29.000]  讓我們有一個機會
[00:09:29.000 --> 00:09:30.000]  通過侍奉
[00:09:30.000 --> 00:09:32.000]  經歷這個神
[00:09:32.000 --> 00:09:33.000]  領受神
[00:09:33.000 --> 00:09:36.000]  更多更豐富的恩典
[00:09:36.000 --> 00:09:41.000]  所以當我們
[00:09:41.000 --> 00:09:43.000]  當這個肥吏
[00:09:43.000 --> 00:09:47.000]  很願意給神所使用的時候
[00:09:47.000 --> 00:09:49.000]  聖經告訴我們
[00:09:49.000 --> 00:09:52.000]  他有很豐碩淑靈的果子
[00:09:52.000 --> 00:09:54.000]  整個城市
[00:09:54.000 --> 00:09:55.000]  聽他的話
[00:09:55.000 --> 00:09:58.000]  整個城市都充滿喜樂
[00:09:58.000 --> 00:09:59.000]  不過
[00:09:59.000 --> 00:10:01.000]  大家記得我說過
[00:10:01.000 --> 00:10:03.000]  當神在一個地方
[00:10:03.000 --> 00:10:05.000]  教會工作的時候
[00:10:05.000 --> 00:10:08.000]  還有誰在這裡工作
[00:10:08.000 --> 00:10:09.000]  撒旦
[00:10:09.000 --> 00:10:11.000]  都同一個時間工作
[00:10:11.000 --> 00:10:13.000]  大家記不記得
[00:10:13.000 --> 00:10:15.000]  之前我講過一個故事
[00:10:15.000 --> 00:10:16.000]  聖經的那個
[00:10:16.000 --> 00:10:19.000]  阿拿尼亞和撒菲拉的故事
[00:10:19.000 --> 00:10:21.000]  當神在早期教會
[00:10:21.000 --> 00:10:23.000]  感動一些弟兄姊妹
[00:10:23.000 --> 00:10:25.000]  將他們的田產賣了
[00:10:25.000 --> 00:10:29.000]  來供應有需要的窮人的時候
[00:10:29.000 --> 00:10:31.000]  撒旦同一個時間工作
[00:10:31.000 --> 00:10:33.000]  他也在這裡
[00:10:33.000 --> 00:10:34.000]  誘惑一些人
[00:10:34.000 --> 00:10:35.000]  你也做同樣的事情
[00:10:35.000 --> 00:10:38.000]  不過不同的動機
[00:10:38.000 --> 00:10:39.000]  最後怎麼樣
[00:10:39.000 --> 00:10:40.000]  記不記得
[00:10:40.000 --> 00:10:41.000]  最後
[00:10:41.000 --> 00:10:43.000]  這對夫婦要承擔神
[00:10:43.000 --> 00:10:46.000]  很嚴厲的後果
[00:10:46.000 --> 00:10:48.000]  這一次也是差不多
[00:10:48.000 --> 00:10:50.000]  這一次也是差不多
[00:10:50.000 --> 00:10:53.000]  當肥吏很忙於傳福音
[00:10:53.000 --> 00:10:57.000]  很忙於去得著靈魂的時候
[00:10:57.000 --> 00:10:59.000]  撒旦同樣是很忙碌
[00:10:59.000 --> 00:11:00.000]  忙碌什麼
[00:11:00.000 --> 00:11:02.000]  忙碌將一些錯誤的思想
[00:11:02.000 --> 00:11:04.000]  放在人的心裡面
[00:11:04.000 --> 00:11:06.000]  聖經告訴我們
[00:11:06.000 --> 00:11:07.000]  在肥吏
[00:11:07.000 --> 00:11:10.000]  還沒有去到撒瑪利亞城之前
[00:11:10.000 --> 00:11:13.000]  那裡有一個人叫西門
[00:11:13.000 --> 00:11:14.000]  這個西門
[00:11:14.000 --> 00:11:15.000]  聖經說
[00:11:15.000 --> 00:11:19.000]  向來在那城裡行邪術
[00:11:19.000 --> 00:11:20.000]  接著那些人
[00:11:20.000 --> 00:11:21.000]  哇
[00:11:21.000 --> 00:11:22.000]  看到他這麼厲害
[00:11:22.000 --> 00:11:23.000]  他做一些異能
[00:11:23.000 --> 00:11:27.000]  個個就聘從他
[00:11:27.000 --> 00:11:28.000]  還要什麼
[00:11:28.000 --> 00:11:34.000]  還要稱呼他為神的大能者
[00:11:34.000 --> 00:11:35.000]  這個人很明顯
[00:11:35.000 --> 00:11:38.000]  所有的讚賞他都完全一一傳授
[00:11:38.000 --> 00:11:39.000]  很受樂
[00:11:39.000 --> 00:11:40.000]  很開心
[00:11:40.000 --> 00:11:41.000]  為什麼
[00:11:41.000 --> 00:11:42.000]  聖經告訴我們
[00:11:42.000 --> 00:11:43.000]  他說
[00:11:43.000 --> 00:11:45.000]  這人望自尊大
[00:11:45.000 --> 00:11:48.000]  就是說很享受眾人給他的讚賞
[00:11:48.000 --> 00:11:51.000]  我們將這兩個人所做過的事情
[00:11:51.000 --> 00:11:52.000]  作為一個比較
[00:11:52.000 --> 00:11:53.000]  比較這個肥吏
[00:11:53.000 --> 00:11:56.000]  也比較這個西門的時候
[00:11:56.000 --> 00:11:57.000]  聖經告訴我們
[00:11:57.000 --> 00:11:58.000]  肥吏是什麼
[00:11:58.000 --> 00:12:01.000]  肥吏是行神職異能
[00:12:01.000 --> 00:12:02.000]  西門呢
[00:12:02.000 --> 00:12:05.000]  西門他是行邪術
[00:12:05.000 --> 00:12:07.000]  兩個人所做過的事情
[00:12:07.000 --> 00:12:10.000]  都令到百姓感到稀奇
[00:12:10.000 --> 00:12:11.000]  是不是
[00:12:11.000 --> 00:12:13.000]  中國人有句話很好
[00:12:13.000 --> 00:12:14.000]  中國人說
[00:12:14.000 --> 00:12:15.000]  不怕貨比貨
[00:12:15.000 --> 00:12:17.000]  接著下一句是什麼
[00:12:17.000 --> 00:12:19.000]  你最怕你不懂貨
[00:12:19.000 --> 00:12:20.000]  很明顯
[00:12:20.000 --> 00:12:22.000]  這幫城市裡面的人
[00:12:22.000 --> 00:12:23.000]  撒瑪利亞人
[00:12:23.000 --> 00:12:25.000]  他們很懂貨
[00:12:25.000 --> 00:12:28.000]  兩件貨品一放在一起的時候
[00:12:28.000 --> 00:12:29.000]  怎麼樣
[00:12:29.000 --> 00:12:30.000]  他們就懂貨
[00:12:30.000 --> 00:12:32.000]  能夠分辨正貨與假貨
[00:12:32.000 --> 00:12:33.000]  為什麼這麼說
[00:12:33.000 --> 00:12:34.000]  因為聖經裡面說的
[00:12:34.000 --> 00:12:36.000]  這幫人聽到肥吏的時候
[00:12:36.000 --> 00:12:40.000]  他說就信了肥吏所傳神國的福音
[00:12:40.000 --> 00:12:42.000]  以及耶穌基督的名
[00:12:42.000 --> 00:12:43.000]  接著怎麼樣
[00:12:43.000 --> 00:12:47.000]  連男帶女一起受了洗
[00:12:47.000 --> 00:12:48.000]  正貨
[00:12:48.000 --> 00:12:49.000]  假貨
[00:12:49.000 --> 00:12:51.000]  兩樣一比較的時候
[00:12:51.000 --> 00:12:52.000]  清清楚楚
[00:12:52.000 --> 00:12:55.000]  不過我想大家留意第十三節
[00:12:55.000 --> 00:12:56.000]  第十三節說什麼
[00:12:56.000 --> 00:12:57.000]  第十三節就是說
[00:12:57.000 --> 00:13:00.000]  西門自己也信了
[00:13:00.000 --> 00:13:02.000]  還受了洗
[00:13:02.000 --> 00:13:03.000]  受了洗之後
[00:13:03.000 --> 00:13:05.000]  上與肥吏再一次
[00:13:05.000 --> 00:13:08.000]  然後看見他所行的神蹟和大義能
[00:13:08.000 --> 00:13:11.000]  就心驚奇
[00:13:11.000 --> 00:13:13.000]  我想大家認真消化
[00:13:13.000 --> 00:13:16.000]  這一節的經文
[00:13:16.000 --> 00:13:18.000]  你覺得這節經文有沒有什麼問題
[00:13:18.000 --> 00:13:19.000]  想一想
[00:13:19.000 --> 00:13:23.000]  這一節經文有沒有什麼問題
[00:13:23.000 --> 00:13:28.000]  西門是稀奇什麼
[00:13:28.000 --> 00:13:30.000]  西門是稀奇
[00:13:30.000 --> 00:13:33.000]  肥吏所行的神蹟義能
[00:13:33.000 --> 00:13:35.000]  是不是
[00:13:35.000 --> 00:13:36.000]  但是大家有沒有想一想
[00:13:36.000 --> 00:13:39.000]  就是這個神蹟義能
[00:13:39.000 --> 00:13:42.000]  吸引西門來到耶穌基督面前
[00:13:42.000 --> 00:13:44.000]  甚至相信耶穌基督
[00:13:44.000 --> 00:13:46.000]  接受洗禮
[00:13:46.000 --> 00:13:49.000]  是不是
[00:13:49.000 --> 00:13:53.000]  不過問題就在於
[00:13:53.000 --> 00:13:55.000]  這個神蹟義能
[00:13:55.000 --> 00:13:58.000]  吸引到他來到耶穌基督之後
[00:13:58.000 --> 00:14:03.000]  他仍然是被這個神蹟所
[00:14:03.000 --> 00:14:06.000]  仍然是他的焦點
[00:14:06.000 --> 00:14:08.000]  他一直都將焦點
[00:14:08.000 --> 00:14:10.000]  沒有離開過神蹟
[00:14:10.000 --> 00:14:13.000]  他的焦點應該是什麼
[00:14:13.000 --> 00:14:16.000]  他的焦點應該轉變成為
[00:14:16.000 --> 00:14:20.000]  他的救恩
[00:14:20.000 --> 00:14:23.000]  但是他沒有這麼發生過
[00:14:23.000 --> 00:14:25.000]  我不知道大家
[00:14:25.000 --> 00:14:27.000]  你第一次被吸引來到教會的原因是什麼
[00:14:27.000 --> 00:14:30.000]  記不記得
[00:14:30.000 --> 00:14:32.000]  認識女孩子
[00:14:32.000 --> 00:14:34.000]  認識男孩子
[00:14:34.000 --> 00:14:37.000]  我來就是認識多些人
[00:14:37.000 --> 00:14:38.000]  多些人脈的關係
[00:14:38.000 --> 00:14:40.000]  做生意
[00:14:40.000 --> 00:14:42.000]  升職加薪
[00:14:42.000 --> 00:14:44.000]  多些機會
[00:14:44.000 --> 00:14:46.000]  我來到教會得到別人的愛
[00:14:46.000 --> 00:14:47.000]  關心
[00:14:47.000 --> 00:14:48.000]  我來到教會的時候
[00:14:48.000 --> 00:14:50.000]  有人為我代討
[00:14:50.000 --> 00:14:52.000]  可以病得醫治
[00:14:52.000 --> 00:14:54.000]  在我人生最低谷的時候
[00:14:54.000 --> 00:14:56.000]  教會就像我的救生圈
[00:14:56.000 --> 00:14:58.000]  水泡來的
[00:14:58.000 --> 00:15:00.000]  我們可以有很多不同的原因
[00:15:00.000 --> 00:15:01.000]  第一個原因
[00:15:01.000 --> 00:15:03.000]  來到被吸引到教會
[00:15:03.000 --> 00:15:06.000]  我覺得這些問題都沒有錯
[00:15:06.000 --> 00:15:07.000]  說這樣都沒有錯
[00:15:07.000 --> 00:15:08.000]  當然沒有錯
[00:15:08.000 --> 00:15:10.000]  福音的大能
[00:15:10.000 --> 00:15:12.000]  福音的大能
[00:15:12.000 --> 00:15:14.000]  可以將人的錯誤
[00:15:14.000 --> 00:15:17.000]  轉化成為一個善行的果子
[00:15:17.000 --> 00:15:19.000]  同意嗎
[00:15:19.000 --> 00:15:22.000]  但是當人
[00:15:22.000 --> 00:15:23.000]  認真
[00:15:23.000 --> 00:15:24.000]  清楚
[00:15:24.000 --> 00:15:26.000]  明白救恩的寶貴
[00:15:26.000 --> 00:15:29.000]  這些不恰當的原因
[00:15:29.000 --> 00:15:32.000]  都會成為過去
[00:15:32.000 --> 00:15:34.000]  不過
[00:15:34.000 --> 00:15:37.000]  如果這個改變沒有發生
[00:15:37.000 --> 00:15:40.000]  如果這個改變沒有出現
[00:15:40.000 --> 00:15:42.000]  會怎樣
[00:15:42.000 --> 00:15:47.000]  有一次我跟一個人傳福音
[00:15:47.000 --> 00:15:50.000]  這個人剛剛做完一個大手術
[00:15:50.000 --> 00:15:52.000]  身體很虛弱
[00:15:52.000 --> 00:15:54.000]  也是在申請移民
[00:15:54.000 --> 00:15:55.000]  很大的壓力
[00:15:55.000 --> 00:15:56.000]  慘了
[00:15:56.000 --> 00:15:58.000]  如果我的移民申請
[00:15:58.000 --> 00:15:59.000]  申請不到的時候
[00:15:59.000 --> 00:16:00.000]  怎麼辦呢
[00:16:00.000 --> 00:16:01.000]  很多的壓力
[00:16:01.000 --> 00:16:04.000]  很多的困擾
[00:16:04.000 --> 00:16:05.000]  我就跟他祈禱
[00:16:05.000 --> 00:16:07.000]  我就跟他傳福音
[00:16:07.000 --> 00:16:10.000]  他很快就接受了耶穌基督
[00:16:10.000 --> 00:16:12.000]  很快就受了水禮
[00:16:12.000 --> 00:16:15.000]  很快就在教會裡面參與侍奉
[00:16:15.000 --> 00:16:19.000]  神給他有很多的恩典
[00:16:19.000 --> 00:16:23.000]  他很快健康慢慢的康復
[00:16:23.000 --> 00:16:25.000]  也是神很大的恩典
[00:16:25.000 --> 00:16:27.000]  他的申請移民
[00:16:27.000 --> 00:16:29.000]  也都批了
[00:16:29.000 --> 00:16:31.000]  不過就是這樣
[00:16:31.000 --> 00:16:34.000]  他慢慢教會的出席
