
[00:00:00.000 --> 00:00:04.340]  各位電影主媒平安 我是劉少康牧師
[00:10:09.400 --> 00:10:13.500]  Lamb them one by one
[00:10:13.500 --> 00:10:15.540]  Count your blessings
[00:10:15.540 --> 00:10:19.640]  See what God has done
[00:10:19.640 --> 00:10:20.920]  主的因典是
[00:10:20.920 --> 00:10:24.240]  逐樣逐樣都要去數
[00:10:24.240 --> 00:10:28.080]  當你一樣一樣去數算神的因典的時候
[00:10:28.080 --> 00:10:30.640]  你就發覺原來神在我
[00:10:30.640 --> 00:10:33.200]  這個這麼微小的人身上
[00:10:33.200 --> 00:10:35.260]  去做了很多的事
[00:10:35.260 --> 00:10:38.320]  當我寫下
[00:10:38.320 --> 00:10:40.880]  我今年經歷了什麼
[00:10:40.880 --> 00:10:43.700]  我就發覺神的因典
[00:10:43.700 --> 00:10:46.520]  真是多到不得了
[00:10:46.520 --> 00:10:51.380]  是遠超過我所想所求的
[00:10:51.380 --> 00:10:52.920]  所以可以說
[00:10:52.920 --> 00:10:55.980]  在這個壞透的
[00:10:55.980 --> 00:10:59.820]  這個一大個的蛋糕裏面
[00:10:59.820 --> 00:11:04.440]  剛好切給我的那一塊
[00:11:04.440 --> 00:11:06.740]  是甜的
[00:11:06.740 --> 00:11:09.560]  求主保守我們
[00:11:09.560 --> 00:11:12.380]  讓我們在困境裏面
[00:11:12.380 --> 00:11:15.200]  我們仍然帶著盼望
[00:11:15.200 --> 00:11:20.060]  今天我也很想送一卷先知書給各位
[00:11:20.060 --> 00:11:24.160]  就是舊約的哈巴谷書
[00:11:24.160 --> 00:11:26.200]  哈巴谷先知
[00:11:26.200 --> 00:11:30.300]  一共寫了三章
[00:11:30.300 --> 00:11:32.340]  第一章第二章
[00:11:32.340 --> 00:11:34.380]  如果你看開頭
[00:11:34.380 --> 00:11:37.460]  也是向神提出質詢的
[00:11:37.460 --> 00:11:38.480]  神啊
[00:11:38.480 --> 00:11:41.040]  你搞什麼鬼啊
[00:11:41.040 --> 00:11:44.360]  你為什麼要惡人當道
[00:11:44.360 --> 00:11:46.660]  你到底做了什麼
[00:11:46.660 --> 00:11:48.980]  要等到什麼時候
[00:11:48.980 --> 00:11:52.300]  這個先知很老實不客氣
[00:11:52.300 --> 00:11:55.120]  他就向神提出質問
[00:11:55.120 --> 00:11:56.140]  神啊
[00:11:56.140 --> 00:11:58.180]  為什麼你不出手呢
[00:11:58.180 --> 00:12:00.500]  為什麼你不制止惡人呢
[00:12:00.500 --> 00:12:02.800]  為什麼你不幫我申冤呢
[00:12:02.800 --> 00:12:05.880]  為什麼你不懲罰這些愛邦人呢
[00:12:05.880 --> 00:12:08.680]  他有很多的憤怒
[00:12:08.680 --> 00:12:10.480]  很多的不滿
[00:12:10.480 --> 00:12:13.800]  第一章第二章都是這樣
[00:12:13.800 --> 00:12:17.140]  但是到了第三章
[00:12:17.140 --> 00:12:23.280]  氣氛的語氣就轉變了
[00:12:23.280 --> 00:12:26.600]  第三章的標題那裏說
[00:12:26.600 --> 00:12:30.440]  先知哈巴谷的祈禱
[00:12:30.440 --> 00:12:35.560]  的調是用流離歌
[00:12:35.560 --> 00:12:39.920]  雖然我們不知道什麼叫做流離歌
[00:12:39.920 --> 00:12:42.980]  如果用中文來解釋就是
[00:12:42.980 --> 00:12:47.080]  我現在在流浪在流蕩
[00:12:47.080 --> 00:12:51.440]  或者我的心好像很不安定一樣
[00:12:51.440 --> 00:12:54.760]  但是他就向神發出祈禱
[00:12:54.760 --> 00:12:56.800]  很多人都很喜歡的
[00:12:56.800 --> 00:13:01.660]  就是哈巴谷書第三章最後的部分
[00:13:01.660 --> 00:13:04.220]  我讀一讀
[00:13:04.220 --> 00:13:07.300]  我聽見耶和華的聲音
[00:13:07.300 --> 00:13:09.860]  我就身體漸驚
[00:13:09.860 --> 00:13:12.160]  嘴唇發癲
[00:13:12.160 --> 00:13:14.980]  骨中扭爛
[00:13:14.980 --> 00:13:19.580]  我就在所納之處漸驚
[00:13:19.580 --> 00:13:26.240]  我只可以安靜等候災難之日臨到
[00:13:26.240 --> 00:13:30.580]  犯警之民上來
[00:13:30.580 --> 00:13:36.980]  雖然這個字真的太重要了
[00:13:36.980 --> 00:13:40.820]  有些什麼在發生
[00:13:40.820 --> 00:13:43.900]  但是
[00:13:43.900 --> 00:13:46.460]  環境可以完全不同
[00:13:46.460 --> 00:13:50.040]  無花果樹不發黃
[00:13:50.040 --> 00:13:53.880]  葡萄樹沒結果黃
[00:13:53.880 --> 00:13:58.240]  橄欖樹不效力
[00:13:58.240 --> 00:14:02.340]  田地不出產
[00:14:02.340 --> 00:14:05.920]  圈裡面沒了羊
[00:14:05.920 --> 00:14:10.020]  棚裡面都沒了牛
[00:14:10.020 --> 00:14:17.440]  然而我要因耶和華而歡欣
[00:14:17.440 --> 00:14:20.760]  I rejoice in the Lord
[00:14:20.760 --> 00:14:23.580]  我以耶和華為喜樂
[00:14:23.580 --> 00:14:27.420]  我可以踴躍歡呼
[00:14:27.420 --> 00:14:31.000]  因為我的神喜樂
[00:14:31.000 --> 00:14:34.340]  因救我的神喜樂
[00:14:34.340 --> 00:14:38.680]  主耶和華你是我的力量
[00:14:38.680 --> 00:14:45.080]  使我的腳好像沒有肉體一樣
[00:14:45.080 --> 00:14:49.700]  又使我穩行在高處
[00:14:49.700 --> 00:14:54.820]  我不知道你有沒有看過一些
[00:14:54.820 --> 00:15:01.480]  National Geography的電視台
[00:15:01.480 --> 00:15:07.360]  拍攝很多野地動物活動的情況
[00:15:07.360 --> 00:15:14.280]  有些在高山上的羚羊
[00:15:14.280 --> 00:15:19.400]  他們可以爬上很陡峭的山崖
[00:15:19.400 --> 00:15:21.960]  他們的腳很幼
[00:15:21.960 --> 00:15:26.560]  在上面走好像很輕鬆很輕快
[00:15:26.560 --> 00:15:31.440]  如果讓我們在這麼窄的石縫那裡走
[00:15:31.440 --> 00:15:32.960]  一定會跌下來
[00:15:32.960 --> 00:15:35.780]  特別是我這麼胖的大肚腩
[00:15:35.780 --> 00:15:37.580]  一定很不妙
[00:15:37.580 --> 00:15:41.160]  但是那些鹿跳著跳著跳著
[00:15:41.160 --> 00:15:43.200]  很快
[00:15:43.200 --> 00:15:46.020]  所以聖經的形容真的很美
[00:15:46.020 --> 00:15:49.100]  他說快到好像沒有鹿的體
[00:15:49.100 --> 00:15:51.400]  穩行在高處
[00:15:51.400 --> 00:15:54.480]  在那些高山懸崖峭壁那裡
[00:15:54.480 --> 00:15:56.520]  他不知道多安穩
[00:15:56.520 --> 00:15:58.320]  你不要幫他掛心
[00:15:58.320 --> 00:16:00.100]  他很棒
[00:16:00.100 --> 00:16:01.640]  你不用掛著他
[00:16:01.640 --> 00:16:04.460]  會不會滾下來
[00:16:04.460 --> 00:16:07.780]  而且他就衝上山
[00:16:07.780 --> 00:16:14.180]  特別如果有些豹、老虎來追他們的時候
[00:16:14.180 --> 00:16:16.740]  他們走得比豹快
[00:16:16.740 --> 00:16:22.280]  掛在那些山崖的峭壁那裡
[00:16:22.280 --> 00:16:25.960]  啪啪啪就走了
[00:16:25.960 --> 00:16:28.260]  我們倚靠耶和華
[00:16:28.260 --> 00:16:30.820]  雖然沒有收成
[00:16:30.820 --> 00:16:32.100]  圈裡面
[00:16:32.100 --> 00:16:34.400]  棚裡面的牛羊
[00:16:34.400 --> 00:16:37.480]  都沒有了因為被我們吃光了
[00:16:37.480 --> 00:16:40.300]  再沒有東西出產了
[00:16:40.300 --> 00:16:43.620]  但是我們的心仍然安穩
[00:16:43.620 --> 00:16:46.940]  我們仍然倚靠我們的神
[00:16:46.940 --> 00:16:51.300]  因救我們的神而喜樂
[00:16:51.300 --> 00:16:54.880]  耶和華是我的力量
[00:16:54.880 --> 00:16:56.160]  這首歌呢
[00:16:56.160 --> 00:16:59.240]  他說教與靈長
[00:16:59.240 --> 00:17:02.560]  是用私人的樂器
[00:17:02.560 --> 00:17:04.620]  所以哈巴谷書
[00:17:04.620 --> 00:17:09.220]  是一篇很振奮人心的信息
[00:17:09.220 --> 00:17:12.300]  雖然環境不好
[00:17:12.300 --> 00:17:15.620]  但只要我們仰望我們的神
[00:17:15.620 --> 00:17:18.700]  祂就是我們的幫助
[00:17:18.700 --> 00:17:21.520]  祂是我的力量
[00:17:21.520 --> 00:17:26.380]  我因耶和華的救恩而歡欣
[00:17:26.380 --> 00:17:27.660]  我們的神
[00:17:27.660 --> 00:17:31.240]  是那位祂的眼目看顧我們
[00:17:31.240 --> 00:17:33.800]  祂眷顧我們
[00:17:33.800 --> 00:17:35.340]  祂的恩典
[00:17:35.340 --> 00:17:42.000]  臨到那些愛祂、敬畏祂、屬祂的人身上
[00:17:42.000 --> 00:17:47.120]  所以我也很想送一首歌給大家
[00:17:47.120 --> 00:17:51.480]  就是「當轉眼仰望耶穌」
[00:17:51.480 --> 00:17:55.060]  在2020年年底的時候
[00:17:55.060 --> 00:17:57.880]  讓我們數算神的恩典
[00:17:57.880 --> 00:18:01.720]  讓我們立志、立一個心願
[00:18:01.720 --> 00:18:05.800]  我的眼單仰望耶穌
[00:18:05.800 --> 00:18:07.600]  不要看環境
[00:18:07.600 --> 00:18:10.160]  環境會讓我們擔憂
[00:18:10.160 --> 00:18:11.440]  不要看人
[00:18:11.440 --> 00:18:13.480]  人會令我們失望
[00:18:13.480 --> 00:18:17.080]  我們只仰望那位愛我們
[00:18:17.080 --> 00:18:19.380]  與我們同行的主
[00:18:19.380 --> 00:18:22.200]  我們仰望三位一體的神
[00:18:22.200 --> 00:18:24.500]  滿有慈愛恩典的神
[00:18:24.500 --> 00:18:27.320]  明白我們、體會我們
[00:18:27.320 --> 00:18:30.380]  試過在人間行走的主耶穌
[00:18:30.380 --> 00:18:34.220]  讓那位體貼我們、安慰我們
[00:18:34.220 --> 00:18:37.800]  輔導我們與我們同行的聖靈
[00:18:37.800 --> 00:18:40.360]  當我們仰望我們的神的時候
[00:18:40.360 --> 00:18:42.920]  我們就有力量向前行
[00:18:42.920 --> 00:18:48.040]  2021年雖然不知道會有什麼事發生
[00:18:48.040 --> 00:18:51.120]  但我們如仰望主、倚靠祂
[00:18:51.120 --> 00:18:52.900]  我們就得幫助
[00:18:52.900 --> 00:18:54.440]  我們就得能力
[00:18:54.440 --> 00:18:57.000]  所以讓我們一起向神禱告
[00:18:57.000 --> 00:19:00.080]  讓我們帶著一個盼望的心
[00:19:00.080 --> 00:19:02.120]  進入前面的一年
[00:19:02.120 --> 00:19:08.520]  雖然未必說明年會更好
[00:19:08.520 --> 00:19:10.820]  明天會更好
[00:19:10.820 --> 00:19:12.100]  但我們知道
[00:19:12.100 --> 00:19:13.640]  神的恩典
[00:19:13.640 --> 00:19:15.180]  夠我們用
[00:19:15.180 --> 00:19:18.000]  在沒有路當中
[00:19:18.000 --> 00:19:19.780]  神仍然開路
[00:19:19.780 --> 00:19:23.120]  He will make a way
[00:19:23.120 --> 00:19:30.540]  當轉眼仰望耶穌
[00:19:30.540 --> 00:19:39.240]  定靜在祂奇妙之中
[00:19:39.240 --> 00:19:46.160]  再救主永擁人顛大光宗
[00:19:46.160 --> 00:19:54.080]  世上事別願委屈
[00:19:54.080 --> 00:20:01.760]  當轉眼仰望耶穌
[00:20:01.760 --> 00:20:09.440]  定靜在祂奇妙之中
[00:20:09.440 --> 00:20:19.180]  再救主永擁人顛大光宗
[00:20:19.180 --> 00:20:29.420]  世上事別願委屈
[00:20:29.420 --> 00:20:32.740]  當我們如仰望主的時候
[00:20:32.740 --> 00:20:34.800]  世上的事
[00:20:34.800 --> 00:20:37.360]  必然顯為虛空
[00:20:37.360 --> 00:20:39.140]  我們同心祈禱
[00:20:39.140 --> 00:20:42.980]  滿有慈愛、滿有恩典的上帝
[00:20:42.980 --> 00:20:47.080]  你是各位施慈愛、施憐憫的神
[00:20:47.080 --> 00:20:50.920]  在你沒有轉動的境遇
[00:20:50.920 --> 00:20:54.760]  你的愛仍然那麼豐厚
[00:20:54.760 --> 00:20:57.060]  你是信實的神
[00:20:57.060 --> 00:20:58.600]  你愛我們
[00:20:58.600 --> 00:21:01.160]  就必愛我們到底
[00:21:01.160 --> 00:21:04.240]  我們感謝來到這個世界
[00:21:04.240 --> 00:21:06.280]  為我們降生
[00:21:06.280 --> 00:21:10.120]  為我們如釘生、寫生的主耶穌
[00:21:10.120 --> 00:21:12.680]  每一次我們想起十字架
[00:21:12.680 --> 00:21:16.260]  我們就想起你犧牲的大愛
[00:21:16.260 --> 00:21:18.060]  印象你的死
[00:21:18.060 --> 00:21:19.840]  印象你的補血
[00:21:19.840 --> 00:21:22.140]  我們的罪蒙赦免
[00:21:22.140 --> 00:21:23.940]  我們得蒙救贖
[00:21:23.940 --> 00:21:25.220]  我們又感謝你
[00:21:25.220 --> 00:21:27.780]  因為你賜聖靈給我們
[00:21:27.780 --> 00:21:30.600]  聖靈永遠與我們同在
[00:21:30.600 --> 00:21:32.900]  作我們的保衛師
[00:21:32.900 --> 00:21:35.460]  作我們的安慰者
[00:21:35.460 --> 00:21:38.280]  作我們隨時的幫助
[00:21:38.280 --> 00:21:42.380]  因此讓我們轉眼仰望耶穌
[00:21:42.380 --> 00:21:46.740]  定睛在這位愛我們的主身上
[00:21:46.740 --> 00:21:48.260]  我們不看環境
[00:21:48.260 --> 00:21:53.900]  我們不被四周圍這些壞消息打沉了我們
[00:21:53.900 --> 00:21:56.720]  讓我們帶著喜樂、歡欣
[00:21:56.720 --> 00:21:57.740]  仰望你
[00:21:57.740 --> 00:22:00.820]  就好像哈巴谷先知所說
[00:22:00.820 --> 00:22:03.880]  「耶和華是我的力量」
[00:22:03.880 --> 00:22:08.740]  我要因你的救恩而歡呼喜樂
[00:22:08.740 --> 00:22:10.020]  多謝主
[00:22:10.020 --> 00:22:12.080]  讓我們帶著恩典
[00:22:12.080 --> 00:22:15.400]  帶著信心進入新的一年
[00:22:15.400 --> 00:22:16.940]  求你賜福我們
[00:22:16.940 --> 00:22:18.220]  恩待我們
[00:22:18.220 --> 00:22:20.520]  讓我們和我們的家庭
[00:22:20.520 --> 00:22:24.360]  都領受你豐盛的恩惠
[00:22:24.360 --> 00:22:26.420]  我們這樣仰望祈禱
[00:22:26.420 --> 00:22:28.980]  是奉耶穌基督的命求
[00:22:28.980 --> 00:22:30.260]  阿門
[00:22:30.260 --> 00:22:33.580]  願天父賜福給各位
[00:22:33.580 --> 00:22:34.600]  祝福各位
