
[00:00:00.000 --> 00:00:04.440]  上一次的信息我講到加拉太書
[00:02:35.540 --> 00:02:43.040]  他說他為他祖宗的遺傳更加熱心
[00:02:43.040 --> 00:02:45.640]  猶太教裡面有很多所謂的口頭遺傳
[00:02:45.640 --> 00:02:47.440]  當耶穌的時代
[00:02:47.440 --> 00:02:49.440]  你看見那些法利塞人沒有
[00:02:49.440 --> 00:02:51.240]  耶穌責備最厲害的是誰
[00:02:51.240 --> 00:02:53.540]  就是這些法利塞人
[00:02:53.540 --> 00:02:55.640]  法利塞人有很多這一類的
[00:02:55.640 --> 00:02:57.940]  所謂的口頭的這些遺傳
[00:02:57.940 --> 00:03:00.540]  這些口頭的律法
[00:03:00.540 --> 00:03:02.340]  不是聖經裡面說的
[00:03:02.340 --> 00:03:04.040]  不是舊約聖經裡面說的
[00:03:04.040 --> 00:03:09.040]  是把他這些律法弄到後來
[00:03:09.040 --> 00:03:10.840]  就包括說安息日
[00:03:10.840 --> 00:03:13.040]  你不可以做任何的功 對不對
[00:03:13.040 --> 00:03:14.140]  這是聖經上說的
[00:03:14.140 --> 00:03:15.540]  這是實際講的 對不對
[00:03:15.540 --> 00:03:17.540]  但是他把它發展很多
[00:03:17.540 --> 00:03:19.540]  安息日你可以做多少功呢
[00:03:19.540 --> 00:03:22.040]  可以走多少路呢
[00:03:22.040 --> 00:03:23.940]  安息日可不可以看見一隻羊
[00:03:23.940 --> 00:03:27.640]  吊在坑裡面把它拉出來可不可以
[00:03:27.640 --> 00:03:29.040]  不可以
[00:03:29.040 --> 00:03:31.840]  安息日可不可以一個人生病了
[00:03:31.840 --> 00:03:33.840]  這個時候醫生要給他下藥
[00:03:33.840 --> 00:03:35.340]  現在流感這麼厲害
[00:03:35.340 --> 00:03:38.440]  禮拜天請問如果有一個人他生病怎麼辦
[00:03:38.440 --> 00:03:42.640]  不過在美國這邊禮拜天生病怎麼辦
[00:03:42.640 --> 00:03:44.140]  禱告求主醫治了
[00:03:44.140 --> 00:03:48.040]  因為醫生都在這裡聚會了
[00:03:48.040 --> 00:03:49.940]  不是 去急診對不對
[00:03:49.940 --> 00:03:51.040]  總還有地方嘛
[00:03:51.040 --> 00:03:52.640]  Urgent care 對不對
[00:03:52.640 --> 00:03:55.240]  是不是 24小時值班的是不是
[00:03:55.240 --> 00:03:56.740]  不是 你在猶太
[00:03:56.740 --> 00:03:58.340]  你在以色列
[00:03:58.340 --> 00:04:00.740]  按照他們猶太教的這個規定裡面
[00:04:00.740 --> 00:04:02.140]  安息日是禮拜六
[00:04:02.140 --> 00:04:03.440]  安息日不是禮拜天
[00:04:03.440 --> 00:04:06.640]  安息日你是不可以做任何功的
[00:04:06.640 --> 00:04:10.240]  所以這些律法師
[00:04:10.240 --> 00:04:11.440]  這些律法師
[00:04:11.440 --> 00:04:15.040]  他們把它發展了很多這一類的條條框框
[00:04:15.040 --> 00:04:19.040]  這個叫做口頭的遺傳
[00:04:19.040 --> 00:04:23.540]  或者說口頭的律法
[00:04:23.540 --> 00:04:26.740]  保隆說這些祖宗的遺傳
[00:04:26.740 --> 00:04:31.240]  我比他比為我祖宗的遺傳更加熱心
[00:04:31.240 --> 00:04:34.540]  看到沒有
[00:04:34.540 --> 00:04:36.640]  這個人好不好
[00:04:36.640 --> 00:04:39.040]  如果今天按照猶太教的標準來講
[00:04:39.040 --> 00:04:42.340]  這個人真的是青年才俊
[00:04:42.340 --> 00:04:48.240]  這個人實在是我們將來要培養的怎麼樣
[00:04:48.240 --> 00:04:50.440]  將來的這個神學院的院長
[00:04:50.440 --> 00:04:54.240]  將來這個猶太教要發揚光大
[00:04:54.240 --> 00:04:57.540]  就要靠保隆了是不是
[00:04:57.540 --> 00:04:58.740]  保隆講的這一些
[00:04:58.740 --> 00:05:02.140]  過去的他這些東西的時候
[00:05:02.140 --> 00:05:04.640]  他要表明一件事情
[00:05:04.640 --> 00:05:11.340]  其實他是一個對宗教非常熱心的人
[00:05:11.340 --> 00:05:13.640]  這也是今天你可以看見
[00:05:13.640 --> 00:05:16.740]  其實整個世界裡面
[00:05:16.740 --> 00:05:20.840]  有宗教信仰的人是居多的
[00:05:20.840 --> 00:05:23.740]  你不知道我們說現在要為穆斯林禱告
[00:05:23.740 --> 00:05:26.540]  全世界有多少穆斯林你知道嗎
[00:05:26.540 --> 00:05:30.040]  有多少信伊斯蘭教的嗎
[00:05:30.040 --> 00:05:31.140]  有人說18億
[00:05:31.140 --> 00:05:37.540]  剛才我看到一個資料說19億是不是
[00:05:37.540 --> 00:05:39.340]  現在在西方的國家
[00:05:39.340 --> 00:05:43.440]  像歐洲像美國特別歐洲
[00:05:43.440 --> 00:05:44.440]  你現在到歐洲去
[00:05:44.440 --> 00:05:48.340]  你已經看到歐洲跟以前的歐洲不一樣了
[00:05:48.340 --> 00:05:51.440]  再過50年
[00:05:51.440 --> 00:05:56.540]  歐洲很有可能就變成是伊斯蘭教化
[00:05:56.540 --> 00:06:00.540]  為什麼歐洲人都不生了
[00:06:00.540 --> 00:06:02.840]  所以這些穆斯林到了歐洲去
[00:06:02.840 --> 00:06:05.340]  難民也好各式各樣方式去了之後
[00:06:05.340 --> 00:06:08.540]  他們在那邊拼命生
[00:06:08.540 --> 00:06:10.840]  那歐洲的福利又好
[00:06:10.840 --> 00:06:15.940]  每多生一個多給多少錢什麼的拼命生
[00:06:15.940 --> 00:06:18.140]  所以按照他們這種生產速度
[00:06:18.140 --> 00:06:23.340]  總有一天歐洲就變成是伊斯蘭教國家了
[00:06:23.340 --> 00:06:26.740]  伊斯蘭教化
[00:06:26.740 --> 00:06:30.040]  保隆在講的他自己的這個猶太教的背景的時候
[00:06:30.040 --> 00:06:36.940]  就好像這些伊斯蘭教的這些原教旨主義者
[00:06:36.940 --> 00:06:39.740]  這些原教旨主義者
[00:06:39.740 --> 00:06:43.140]  接下來到2月28號
[00:06:43.140 --> 00:06:45.740]  我們這邊是3月1號開始
[00:06:45.740 --> 00:06:50.040]  那麼全世界這19億的穆斯林
[00:06:50.040 --> 00:06:51.740]  他們比較虔誠的
[00:06:51.740 --> 00:06:56.440]  他們都要開始摘戒月
[00:06:56.440 --> 00:06:59.340]  30天的時間
[00:06:59.340 --> 00:07:02.840]  早上一直到黃昏的時候不吃飯
[00:07:02.840 --> 00:07:04.740]  進食
[00:07:04.740 --> 00:07:05.840]  他們做什麼呢
[00:07:05.840 --> 00:07:07.440]  他們在那邊禮拜
[00:07:07.440 --> 00:07:08.940]  他們在那邊念經
[00:07:08.940 --> 00:07:10.440]  他們在那邊讀可蘭經
[00:07:10.440 --> 00:07:13.040]  他們在那邊進行他們的宗教活動
[00:07:13.040 --> 00:07:14.740]  直到了黃昏的時候
[00:07:14.740 --> 00:07:18.440]  他們才能夠開戒
[00:07:18.440 --> 00:07:23.040]  連續持續30天
[00:07:23.040 --> 00:07:27.440]  可是今天很多的人的這些
[00:07:27.440 --> 00:07:32.240]  他們其實不知道他們所拜的到底是誰
[00:07:32.240 --> 00:07:35.740]  這19億的穆斯林
[00:07:35.740 --> 00:07:37.840]  他們認為他們拜的是一位真神
[00:07:37.840 --> 00:07:40.340]  叫做阿拉
[00:07:40.340 --> 00:07:44.840]  但是我跟這些穆斯林的有機會跟他們談
[00:07:44.840 --> 00:07:48.840]  其實他們很多時候不知道阿拉是誰
[00:07:48.840 --> 00:07:51.140]  從來沒見過阿拉
[00:07:51.140 --> 00:07:52.940]  阿拉在他們心中不像耶穌
[00:07:52.940 --> 00:07:55.240]  他們是高高在上的
[00:07:55.240 --> 00:07:58.640]  好像舊約的耶和華一樣
[00:07:58.640 --> 00:08:03.340]  所以他們跟這位阿拉只有一個懼怕
[00:08:03.340 --> 00:08:06.040]  而他們對自己的舊恩沒有把握
[00:08:06.040 --> 00:08:08.240]  沒有一個人有把握說
[00:08:08.240 --> 00:08:10.340]  當他離開這個世界
[00:08:10.340 --> 00:08:14.740]  他可以到天堂去
[00:08:14.740 --> 00:08:17.740]  所以你知道他們在地上為什麼這樣子的努力
[00:08:17.740 --> 00:08:19.640]  特別那些原教旨主義者
[00:08:19.640 --> 00:08:20.840]  他們身上綁個炸彈
[00:08:20.840 --> 00:08:25.440]  有的你們看到全身都披著黑色的衣服
[00:08:25.440 --> 00:08:28.940]  然後只露出兩個眼睛的女人有沒有
[00:08:28.940 --> 00:08:30.340]  有沒有看過這樣子
[00:08:30.340 --> 00:08:38.840]  那個就是所謂的伊斯蘭教的原教旨主義者
[00:08:38.840 --> 00:08:41.240]  伊斯蘭的原教旨主義者
[00:08:41.240 --> 00:08:45.540]  為什麼他們叫原教旨主義者
[00:08:45.540 --> 00:08:52.940]  因為他們認為今天受到西方世俗化的影響
[00:08:52.940 --> 00:08:56.440]  他們覺得像西方人這樣子的女孩子
[00:08:56.440 --> 00:09:06.140]  穿個比基尼泳裝就出來的
[00:09:06.140 --> 00:09:08.340]  或者是甚至現在露肚臍的
[00:09:08.340 --> 00:09:10.140]  露胸的露這些東西的
[00:09:10.140 --> 00:09:11.740]  他們覺得這叫做墮落
[00:09:11.740 --> 00:09:13.140]  這叫世俗化
[00:09:13.140 --> 00:09:15.740]  所以他們不願意
[00:09:15.740 --> 00:09:19.440]  他們的伊斯蘭的社會受到這種的影響
[00:09:19.440 --> 00:09:23.440]  所以就開始就有所謂的原教旨主義者
[00:09:23.440 --> 00:09:28.040]  強調一切要回歸到伊斯蘭教的信仰裡面
[00:09:28.040 --> 00:09:31.340]  要堅持女人就是最後你什麼都不可以露
[00:09:31.340 --> 00:09:33.540]  就是只露個眼睛出來
[00:09:33.540 --> 00:09:35.540]  到了這種地步
[00:09:35.540 --> 00:09:38.540]  要按照伊斯蘭教的這個法律
[00:09:38.540 --> 00:09:39.840]  來治理這個國家
[00:09:39.840 --> 00:09:44.340]  像這個伊朗 像這個現在阿富汗都是如此
[00:09:44.340 --> 00:09:49.840]  好了 那我要請問
[00:09:49.840 --> 00:09:52.540]  他們認識什麼
[00:09:52.540 --> 00:09:56.240]  他們以為他們認識這位神
[00:09:56.240 --> 00:09:59.840]  其實他們不認識
[00:09:59.840 --> 00:10:05.640]  他們不知道他們有沒有把握可以到天堂去
[00:10:05.640 --> 00:10:07.740]  他們活在這個地上面
[00:10:07.740 --> 00:10:11.340]  照著這一切的伊斯蘭教的規律去做
[00:10:11.340 --> 00:10:15.340]  但是他們的裡面沒有喜樂沒有平安
[00:10:15.340 --> 00:10:19.940]  這是今天整個伊斯蘭教世界的一個問題
[00:10:19.940 --> 00:10:22.040]  印度教
[00:10:22.040 --> 00:10:27.040]  印度教 印度教徒幾千年來都是如此
[00:10:27.040 --> 00:10:29.440]  但是印度教有沒有神呢
[00:10:29.440 --> 00:10:31.940]  他們拜的是什麼神呢
[00:10:31.940 --> 00:10:33.740]  印度教根據統計
[00:10:33.740 --> 00:10:37.440]  這是有這個宗教學的比較裡面說出來的
[00:10:37.440 --> 00:10:42.040]  至少有三千萬個神
[00:10:42.040 --> 00:10:46.540]  我說每天拜一個神一輩子都拜不完
[00:10:46.540 --> 00:10:50.440]  但是有誰知道這三千萬的神是誰呢
[00:10:50.440 --> 00:10:53.140]  大概他們比較知道就是幾個
[00:10:53.140 --> 00:10:56.040]  什麼師婆有沒有 你們聽過吧
[00:10:56.040 --> 00:11:00.640]  什麼象鼻的那個 那叫什麼 象神
[00:11:00.640 --> 00:11:03.240]  他們大概就是幾個比較主要的神
[00:11:03.240 --> 00:11:06.340]  他們比較會熟悉
[00:11:06.340 --> 00:11:09.740]  其實他們應該講的就是範神論
[00:11:09.740 --> 00:11:11.440]  什麼都是可以是神
[00:11:11.440 --> 00:11:13.740]  流也可以是神 樹也可以是神
[00:11:13.740 --> 00:11:16.140]  這個東西統統可以變成神
[00:11:16.140 --> 00:11:21.040]  所以你看全世界有十億的印度教徒
[00:11:21.040 --> 00:11:23.240]  他們不是沒有信仰
[00:11:23.240 --> 00:11:27.340]  但是他們信不知道信誰
[00:11:27.340 --> 00:11:30.740]  我們中國人信的所謂的
[00:11:30.740 --> 00:11:33.240]  中國人比較信的是什麼
[00:11:33.240 --> 00:11:37.340]  佛教 是吧
[00:11:37.340 --> 00:11:42.740]  有誰可以告訴我佛教拜什麼神
[00:11:42.740 --> 00:11:47.440]  拜什麼神
[00:11:47.440 --> 00:11:48.940]  拜什麼
[00:11:48.940 --> 00:11:51.940]  觀音啊
[00:11:51.940 --> 00:11:53.840]  還有呢
[00:11:53.840 --> 00:11:55.640]  釋迦摩尼
[00:11:55.640 --> 00:11:57.740]  OK 好
[00:11:57.740 --> 00:12:00.140]  還有沒有
[00:12:00.140 --> 00:12:06.940]  彌勒佛
[00:12:06.940 --> 00:12:14.840]  你有沒有聽過佛教說他們在拜神的
[00:12:14.840 --> 00:12:16.940]  他們說拜佛對不對
[00:12:16.940 --> 00:12:20.240]  他們沒有說拜神
[00:12:20.240 --> 00:12:23.640]  其實今天很多中國人搞不清楚
[00:12:23.640 --> 00:12:26.040]  其實是因為佛教 道教
[00:12:26.040 --> 00:12:28.740]  道教是有神的 有神鬼觀念的
[00:12:28.740 --> 00:12:31.640]  道教跟佛教混在一起
[00:12:31.640 --> 00:12:33.240]  甚至加上儒教
[00:12:33.240 --> 00:12:35.740]  這個儒式道三道混在一起
[00:12:35.740 --> 00:12:37.740]  就形成今天中國人關鍵
[00:12:37.740 --> 00:12:41.540]  我們稱它叫做民間宗教
[00:12:41.540 --> 00:12:44.040]  所以你凡是牽扯到有神鬼觀念的
[00:12:44.040 --> 00:12:45.940]  不是佛教是什麼
[00:12:45.940 --> 00:12:47.240]  是道教
[00:12:47.240 --> 00:12:49.740]  是道教來的觀念
[00:12:49.740 --> 00:12:52.540]  但是很多人中國人搞不清楚
[00:12:52.540 --> 00:12:54.540]  說我也信佛啊
[00:12:54.540 --> 00:12:55.540]  你跟他說你信什麼
[00:12:55.540 --> 00:12:57.540]  我也信佛
[00:12:57.540 --> 00:13:00.340]  佛這個字
[00:13:00.340 --> 00:13:04.340]  其實什麼叫做佛呢
[00:13:04.340 --> 00:13:07.240]  佛就是覺者
[00:13:07.240 --> 00:13:12.440]  覺者
[00:13:12.440 --> 00:13:16.540]  佛教它最高的境界叫做劣盤
[00:13:16.540 --> 00:13:18.240]  劣盤是什麼呢
[00:13:18.240 --> 00:13:24.240]  劣盤就是當你看空一切的時候呢
[00:13:24.240 --> 00:13:27.340]  你就是到達那個地步了
[00:13:27.340 --> 00:13:28.140]  所以換句話說
[00:13:28.140 --> 00:13:31.540]  佛教追求的一個最高的境界是什麼呢
[00:13:31.540 --> 00:13:36.940]  就是你看空一切你就成佛了
[00:13:36.940 --> 00:13:40.140]  所以人人可以成佛
[00:13:40.140 --> 00:13:44.440]  所以佛教的佛不等於神
[00:13:44.440 --> 00:13:47.640]  佛是一個覺者
[00:13:47.640 --> 00:13:51.740]  哎呀 追求這些名利有什麼用呢
[00:13:51.740 --> 00:13:53.040]  是不是
[00:13:53.040 --> 00:13:54.640]  追求這些金錢
[00:13:54.640 --> 00:13:56.140]  追求這些美名
[00:13:56.140 --> 00:13:59.240]  追求這些的愛情有什麼用呢
[00:13:59.240 --> 00:14:02.240]  每個孩子有孩子都不過一樣
[00:14:02.240 --> 00:14:06.840]  一切都是空
[00:14:06.840 --> 00:14:11.140]  所以真正的佛教是無神論的
[00:14:11.140 --> 00:14:13.540]  佛不等於神的
[00:14:13.540 --> 00:14:18.340]  這是很多連佛教徒都不知道的事情
[00:14:18.340 --> 00:14:21.340]  因此今天很多人說拜佛
[00:14:21.340 --> 00:14:22.140]  你看到沒有
[00:14:22.140 --> 00:14:24.740]  那個最右邊的那個像裡面
[00:14:24.740 --> 00:14:29.940]  台灣的聖嚴法師
[00:14:29.940 --> 00:14:31.340]  他們那個地方
[00:14:31.340 --> 00:14:33.140]  一個佛像有沒有
[00:14:33.140 --> 00:14:37.440]  這一大群人就沿著梯階就在那邊拜
[00:14:37.440 --> 00:14:40.940]  請問他拜誰
[00:14:40.940 --> 00:14:44.940]  剛剛講釋迦摩尼是不是
[00:14:44.940 --> 00:14:47.840]  釋迦摩尼是什麼
[00:14:47.840 --> 00:14:50.340]  我到過釋迦摩尼出生的地方
[00:14:50.340 --> 00:14:54.740]  叫做尼泊爾的努比尼
[00:14:54.740 --> 00:14:58.240]  你看他出生的地方
[00:14:58.240 --> 00:15:01.140]  那個出生的地方蓋了一個廟
[00:15:01.140 --> 00:15:02.240]  但是你進去看
[00:15:02.240 --> 00:15:05.340]  出生的地方有沒有釋迦摩尼
[00:15:05.340 --> 00:15:06.140]  沒有
[00:15:06.140 --> 00:15:13.040]  就是一個他以前的遺址
[00:15:13.040 --> 00:15:17.540]  那釋迦摩尼到哪裡去了
[00:15:17.540 --> 00:15:20.540]  釋迦摩尼死了沒有
[00:15:20.540 --> 00:15:22.940]  死了沒有
[00:15:22.940 --> 00:15:25.140]  死了對不對
[00:15:25.140 --> 00:15:26.940]  他復活了嗎
[00:15:26.940 --> 00:15:28.540]  沒有
[00:15:28.540 --> 00:15:32.440]  所以他死了去哪裡了
[00:15:32.440 --> 00:15:35.540]  他跟我們一樣都會死對不對
[00:15:35.540 --> 00:15:38.640]  那你為什麼要拜他
[00:15:38.640 --> 00:15:40.840]  所以如果你看我們中國人這種觀念
[00:15:40.840 --> 00:15:41.940]  就是你比較偉大
[00:15:41.940 --> 00:15:42.840]  你比較怎麼樣子
[00:15:42.840 --> 00:15:43.740]  你道德偉大
[00:15:43.740 --> 00:15:45.140]  你是個功績偉大
[00:15:45.140 --> 00:15:49.440]  慢慢慢慢你就變成神了有沒有
[00:15:49.440 --> 00:15:53.240]  所以我們的神的觀念
[00:15:53.240 --> 00:15:54.840]  其實常常就變成
[00:15:54.840 --> 00:15:57.640]  只是一個所謂的這個很好的人
[00:15:57.640 --> 00:15:59.240]  或個道德高尚的人
[00:15:59.240 --> 00:16:00.540]  或者他武功高強
[00:16:00.540 --> 00:16:01.640]  他好像
[00:16:01.640 --> 00:16:02.740]  經說他可以怎麼樣
[00:16:02.740 --> 00:16:03.940]  伊賓安格斯這些
[00:16:03.940 --> 00:16:09.040]  我們就變成神人
[00:16:09.040 --> 00:16:09.840]  今天很多人
[00:16:09.840 --> 00:16:13.340]  雖然他們認為他們在信神
[00:16:13.340 --> 00:16:17.340]  但是他們拜錯了神
[00:16:17.340 --> 00:16:19.140]  十九億加上十億
[00:16:19.140 --> 00:16:21.140]  再加上六億的佛教徒
[00:16:21.140 --> 00:16:31.240]  總共多少億
[00:16:31.240 --> 00:16:32.740]  這數學很簡單吧
[00:16:32.740 --> 00:16:35.640]  多少
[00:16:35.640 --> 00:16:38.740]  十九再加十
[00:16:38.740 --> 00:16:43.240]  再加六多少
[00:16:43.240 --> 00:16:45.740]  三十五億是不是
[00:16:45.740 --> 00:16:48.040]  全世界三十五億的人口
[00:16:48.040 --> 00:16:50.240]  這還不包括其他小的宗教
[00:16:50.240 --> 00:16:52.240]  全世界三十五億的人口
[00:16:52.240 --> 00:16:57.140]  屬於這三大宗教的裡面
[00:16:57.140 --> 00:16:58.640]  如果再加上基督教
[00:16:58.640 --> 00:17:04.140]  天主教也差不多有二十三億
[00:17:04.140 --> 00:17:05.040]  所以我剛剛講
[00:17:05.040 --> 00:17:08.240]  有宗教信仰的人是居多的
[00:17:08.240 --> 00:17:10.140]  可是有宗教的信仰
[00:17:10.140 --> 00:17:11.640]  就像保羅在這裡說的
[00:17:11.640 --> 00:17:14.440]  他說他本來就在猶太教裡面
[00:17:14.440 --> 00:17:16.240]  他比這些猶太教同輩的人
[00:17:16.240 --> 00:17:22.940]  更熱心 更愛主 更追求的
[00:17:22.940 --> 00:17:23.940]  那更不要說
[00:17:23.940 --> 00:17:26.640]  那些沒有宗教信仰的人
[00:17:26.640 --> 00:17:30.040]  他的人生到底是一個什麼人生
[00:17:30.040 --> 00:17:33.240]  他的人生是一個沒有基督的人生
[00:17:33.240 --> 00:17:34.140]  保羅這樣形容在
[00:17:34.140 --> 00:17:35.440]  一夫所述第二章十二節
[00:17:35.440 --> 00:17:36.540]  我們起來念好不好
[00:17:36.540 --> 00:17:37.640]  預備 請
[00:17:37.640 --> 00:17:41.640]  那時他們與基督無關
[00:17:41.640 --> 00:17:45.040]  在以色列國民
[00:17:45.040 --> 00:17:48.440]  在所應許的主義上是局外人
[00:17:48.440 --> 00:17:50.240]  並且活在世上
[00:17:50.240 --> 00:17:53.740]  沒有指望 沒有神
[00:17:53.740 --> 00:17:56.740]  保羅形容一些沒有基督的人生
[00:17:56.740 --> 00:17:58.540]  就是活在世上
[00:17:58.540 --> 00:18:03.040]  沒有指望 沒有神
[00:18:03.040 --> 00:18:07.140]  沒有指望
[00:18:07.140 --> 00:18:08.840]  前一段時間
[00:18:08.840 --> 00:18:10.240]  台灣有一個隱心
[00:18:10.240 --> 00:18:13.440]  叫做大S過世了
[00:18:13.440 --> 00:18:16.840]  是不是
[00:18:16.840 --> 00:18:18.640]  其實大S我知道這個人
[00:18:18.640 --> 00:18:21.640]  但是我對他實在不了解
[00:18:21.640 --> 00:18:23.640]  因為他們都是在我們
[00:18:23.640 --> 00:18:26.740]  離開台灣之後出來的
[00:18:26.740 --> 00:18:29.840]  所以我們早就不追星了
[00:18:29.840 --> 00:18:30.940]  那當他過世的時候
[00:18:30.940 --> 00:18:34.340]  很多人大家就覺得很遺憾
[00:18:34.340 --> 00:18:35.140]  是不是
[00:18:35.140 --> 00:18:36.740]  不管是粉絲 非粉絲
[00:18:36.740 --> 00:18:41.240]  大家都很傷痛
[00:18:41.240 --> 00:18:44.540]  可是其實你看看
[00:18:44.540 --> 00:18:47.440]  今天大S是不是也代表著
[00:18:47.440 --> 00:18:49.140]  今天這個世界很多的人
[00:18:49.140 --> 00:18:52.140]  所渴望追求的人生
[00:18:52.140 --> 00:18:55.240]  這個人生是什麼
[00:18:55.240 --> 00:18:57.740]  成名
[00:18:57.740 --> 00:18:58.540]  是不是
[00:18:58.540 --> 00:19:04.540]  名利雙收
[00:19:04.540 --> 00:19:08.640]  但是名利都雙收了
[00:19:08.640 --> 00:19:14.540]  又如何
[00:19:14.540 --> 00:19:17.340]  我們這個年代
[00:19:17.340 --> 00:19:18.740]  比較熟悉的一個人
[00:19:18.740 --> 00:19:25.940]  去年12月也過世了
[00:19:25.940 --> 00:19:28.540]  這個人叫做瓊瑤
[00:19:28.540 --> 00:19:36.640]  看過瓊瑤小說嗎
[00:19:36.640 --> 00:19:37.540]  我知道瓊瑤
[00:19:37.540 --> 00:19:39.140]  但是對不起
[00:19:39.140 --> 00:19:42.440]  我真的沒看過他的小說
[00:19:42.440 --> 00:19:43.540]  感謝上帝
[00:19:43.540 --> 00:19:47.640]  我小學五年級就信耶穌了
[00:19:47.640 --> 00:19:49.540]  在那個想要去什麼
[00:19:49.540 --> 00:19:51.540]  那個愛情故事的那個年齡
[00:19:51.540 --> 00:19:53.840]  都是在教會裡面度過的
[00:19:53.840 --> 00:19:55.340]  所以我讀的都是什麼
[00:19:55.340 --> 00:19:58.540]  穆勒傳 約翰威斯底傳
[00:19:58.540 --> 00:20:00.340]  什麼這些屬靈偉人的傳記
[00:20:00.340 --> 00:20:03.740]  我都沒有去讀他的那個愛情故事
[00:20:03.740 --> 00:20:06.340]  我看到有一些人讀了他的瓊瑤小說
[00:20:06.340 --> 00:20:10.740]  讀了就哭啊 哭啊
[00:20:10.740 --> 00:20:13.840]  哭什麼
[00:20:13.840 --> 00:20:14.940]  不過他確實很有名
[00:20:14.940 --> 00:20:16.540]  是不是
[00:20:16.540 --> 00:20:19.240]  庭院深深 有沒有
[00:20:19.240 --> 00:20:24.940]  還有什麼
[00:20:24.940 --> 00:20:27.040]  在水一方是不是
[00:20:27.040 --> 00:20:29.340]  很多他寫的後來還拍成片子對不對
[00:20:29.340 --> 00:20:30.840]  最著名的應該是什麼
[00:20:30.840 --> 00:20:39.040]  還珠格格是不是
[00:20:39.040 --> 00:20:41.540]  他因為這一些的作品
[00:20:41.540 --> 00:20:43.540]  然後他自己後來也設立公司
[00:20:43.540 --> 00:20:44.940]  拍影片等等這些
[00:20:44.940 --> 00:20:47.340]  其實他非常有錢
[00:20:47.340 --> 00:20:48.540]  他非常有錢
[00:20:48.540 --> 00:20:50.440]  他的身價大概可以說
[00:20:50.440 --> 00:20:54.740]  可能超過百億的台幣
[00:20:54.740 --> 00:20:56.440]  百億台幣是什麼概念
[00:20:56.440 --> 00:20:59.640]  就是大概三億美金以上
