
[00:00:00.000 --> 00:00:08.000]  我們今天要從第二章這段聖經裡頭來講到一件重要的事情
[00:05:19.000 --> 00:05:21.000]  那麼這個是兩件事情
[00:05:21.000 --> 00:05:24.000]  一個就是離道返教
[00:05:24.000 --> 00:05:29.000]  一件呢就是大罪人的顯露
[00:05:29.000 --> 00:05:31.000]  這個離道返教
[00:05:31.000 --> 00:05:35.000]  這英文呢是說這個背叛
[00:05:35.000 --> 00:05:36.000]  背叛
[00:05:36.000 --> 00:05:38.000]  背叛什麼呢
[00:05:38.000 --> 00:05:42.000]  就是可以說呢
[00:05:42.000 --> 00:05:44.000]  自古以來呢
[00:05:44.000 --> 00:05:47.000]  一直有背道的事情發生
[00:05:47.000 --> 00:05:50.000]  但是在主耶穌來到以前呢
[00:05:50.000 --> 00:05:53.000]  這個背道返教的事情
[00:05:53.000 --> 00:05:55.000]  要達到極點
[00:05:55.000 --> 00:05:56.000]  本來就有
[00:05:56.000 --> 00:05:58.000]  但是發展發展
[00:05:58.000 --> 00:06:01.000]  要達到一個非常嚴重
[00:06:01.000 --> 00:06:04.000]  非常厲害的情形
[00:06:04.000 --> 00:06:07.000]  這就是第三節所說的
[00:06:07.000 --> 00:06:08.000]  第三節說
[00:06:08.000 --> 00:06:11.000]  他說在日治以前
[00:06:11.000 --> 00:06:14.000]  必有離道返教的事
[00:06:14.000 --> 00:06:18.000]  那這個是一件重要的事情
[00:06:18.000 --> 00:06:20.000]  其實這個在聖經裡頭
[00:06:20.000 --> 00:06:23.000]  一直記載
[00:06:23.000 --> 00:06:27.000]  在這個一直有離道返教的事情
[00:06:27.000 --> 00:06:30.000]  最早的我們可以看到
[00:06:30.000 --> 00:06:34.000]  可以在這個創世紀裡頭看到
[00:06:34.000 --> 00:06:36.000]  當時他們這些人呢
[00:06:36.000 --> 00:06:38.000]  他要建一座城
[00:06:38.000 --> 00:06:41.000]  或者更建一座塔
[00:06:41.000 --> 00:06:43.000]  能夠塌頂能夠通天
[00:06:43.000 --> 00:06:45.000]  就是八別塔的事情
[00:06:45.000 --> 00:06:47.000]  八別塔就是一個離道的
[00:06:47.000 --> 00:06:50.000]  一個很嚴重的事情
[00:06:50.000 --> 00:06:52.000]  他為什麼要這麼做呢
[00:06:52.000 --> 00:06:53.000]  不是說蓋一個很高的房
[00:06:53.000 --> 00:06:55.000]  大家可以住
[00:06:55.000 --> 00:06:57.000]  他說塌頂通天
[00:06:57.000 --> 00:06:59.000]  他說我們要傳揚我們的名
[00:06:59.000 --> 00:07:01.000]  傳揚我們的名
[00:07:01.000 --> 00:07:02.000]  傳揚人的名
[00:07:02.000 --> 00:07:05.000]  他不是說為了傳揚神的名
[00:07:05.000 --> 00:07:07.000]  他是傳揚人的名
[00:07:07.000 --> 00:07:09.000]  那麼就隨著這個
[00:07:09.000 --> 00:07:11.000]  在創世紀開始
[00:07:11.000 --> 00:07:12.000]  在人墮落以後
[00:07:12.000 --> 00:07:15.000]  就開始有背道的事情
[00:07:15.000 --> 00:07:17.000]  背叛神的事情
[00:07:17.000 --> 00:07:19.000]  但是呢
[00:07:19.000 --> 00:07:21.000]  一直發展一直發展
[00:07:21.000 --> 00:07:23.000]  這幾千年來
[00:07:23.000 --> 00:07:24.000]  你可以看到
[00:07:24.000 --> 00:07:27.000]  不斷有背道的事情
[00:07:27.000 --> 00:07:30.000]  他們不承認有神
[00:07:30.000 --> 00:07:33.000]  他提倡的無神論
[00:07:33.000 --> 00:07:37.000]  他不相信是神創造天地萬物
[00:07:37.000 --> 00:07:41.000]  他說人是從猿猴變化來的
[00:07:41.000 --> 00:07:43.000]  這些都是背道的事情
[00:07:43.000 --> 00:07:47.000]  而且他們把人當作神來敬拜
[00:07:47.000 --> 00:07:51.000]  這都是背叛神的表現
[00:07:51.000 --> 00:07:53.000]  但是到主再來以前
[00:07:53.000 --> 00:07:57.000]  這種情況要發展得更厲害
[00:07:57.000 --> 00:08:00.000]  要比過去更加厲害
[00:08:00.000 --> 00:08:03.000]  那麼到了極點的時候
[00:08:03.000 --> 00:08:06.000]  神要審判了
[00:08:06.000 --> 00:08:08.000]  主耶穌要降臨到地上
[00:08:08.000 --> 00:08:11.000]  要把人的罪惡
[00:08:11.000 --> 00:08:16.000]  做一次最後的審判
[00:08:16.000 --> 00:08:17.000]  這個背道
[00:08:17.000 --> 00:08:19.000]  不是說局部的地方
[00:08:19.000 --> 00:08:21.000]  不是局部幾個人
[00:08:21.000 --> 00:08:23.000]  這背道這個事情呢
[00:08:23.000 --> 00:08:26.000]  是一個普世性的
[00:08:26.000 --> 00:08:28.000]  是全世界性的
[00:08:28.000 --> 00:08:29.000]  不管在東方
[00:08:29.000 --> 00:08:31.000]  有這樣背道的事情
[00:08:31.000 --> 00:08:33.000]  在西方也有
[00:08:33.000 --> 00:08:35.000]  不管是這個國家
[00:08:35.000 --> 00:08:36.000]  或者那個國家
[00:08:36.000 --> 00:08:38.000]  哪個民族
[00:08:38.000 --> 00:08:43.000]  總的說是全世界的一個問題
[00:08:43.000 --> 00:08:45.000]  他們要離開
[00:08:45.000 --> 00:08:48.000]  離棄過去所承認的信仰
[00:08:48.000 --> 00:08:52.000]  本來是他們相信有神的
[00:08:52.000 --> 00:08:55.000]  現在他們不相信神了
[00:08:55.000 --> 00:08:58.000]  本來他是尊重神的話
[00:08:58.000 --> 00:09:01.000]  用神的話來建立這個國家的
[00:09:01.000 --> 00:09:04.000]  現在把原先所承認的
[00:09:04.000 --> 00:09:06.000]  這些基本的信仰
[00:09:06.000 --> 00:09:08.000]  他們背叛了
[00:09:08.000 --> 00:09:10.000]  他們離開了
[00:09:10.000 --> 00:09:14.000]  而且搞一些假的敬拜
[00:09:14.000 --> 00:09:15.000]  不是敬拜神
[00:09:15.000 --> 00:09:16.000]  是敬拜人
[00:09:16.000 --> 00:09:18.000]  敬拜一些東西
[00:09:18.000 --> 00:09:19.000]  敬拜魔鬼
[00:09:19.000 --> 00:09:22.000]  這個都是在京師的時候
[00:09:22.000 --> 00:09:24.000]  你看見很嚴重的
[00:09:24.000 --> 00:09:25.000]  而且你可以看到
[00:09:25.000 --> 00:09:29.000]  在道這方面的標準
[00:09:29.000 --> 00:09:31.000]  家庭倫理
[00:09:31.000 --> 00:09:32.000]  家庭婚姻
[00:09:32.000 --> 00:09:35.000]  都發生一些改變了
[00:09:35.000 --> 00:09:38.000]  把真正婚姻是什麼意思
[00:09:38.000 --> 00:09:42.000]  都否認掉了
[00:09:42.000 --> 00:09:44.000]  說是自由
[00:09:44.000 --> 00:09:46.000]  我們可以自由
[00:09:46.000 --> 00:09:48.000]  但自由不是把人的
[00:09:48.000 --> 00:09:51.000]  道德情況變得更好
[00:09:51.000 --> 00:09:53.000]  是把人變得更壞
[00:09:53.000 --> 00:09:55.000]  隨心所欲
[00:09:55.000 --> 00:09:59.000]  這是你在國內也好
[00:09:59.000 --> 00:10:00.000]  在國外也好
[00:10:00.000 --> 00:10:01.000]  在東方也好
[00:10:01.000 --> 00:10:02.000]  西方也好
[00:10:02.000 --> 00:10:06.000]  都看得是非常明顯的
[00:10:06.000 --> 00:10:09.000]  美國是以五月花
[00:10:09.000 --> 00:10:11.000]  這樣的一個信念
[00:10:11.000 --> 00:10:14.000]  他們是從英國來的清教徒
[00:10:14.000 --> 00:10:17.000]  離開了被迫害的情況
[00:10:17.000 --> 00:10:19.000]  他們來到美國
[00:10:19.000 --> 00:10:20.000]  以五月花
[00:10:20.000 --> 00:10:23.000]  然後他是以這個信仰
[00:10:23.000 --> 00:10:28.000]  建立了美國這個國家
[00:10:28.000 --> 00:10:30.000]  那麼其實呢
[00:10:30.000 --> 00:10:32.000]  在一開始的時候
[00:10:32.000 --> 00:10:34.000]  美國還是比較尊重
[00:10:34.000 --> 00:10:36.000]  聖經的真理
[00:10:36.000 --> 00:10:38.000]  願意按照聖經真理做的
[00:10:38.000 --> 00:10:40.000]  但是在最近
[00:10:40.000 --> 00:10:42.000]  你就看到在去年
[00:10:42.000 --> 00:10:44.000]  六月二十六號
[00:10:44.000 --> 00:10:46.000]  這是一個重要的日子
[00:10:46.000 --> 00:10:48.000]  美國的最高法院
[00:10:48.000 --> 00:10:50.000]  有九個法官
[00:10:50.000 --> 00:10:52.000]  是無鄙視通過
[00:10:52.000 --> 00:10:54.000]  同性婚姻合法
[00:10:54.000 --> 00:10:57.000]  同性婚姻合法
[00:10:57.000 --> 00:11:00.000]  這是一個非常大的
[00:11:00.000 --> 00:11:02.000]  一個被盜的事情
[00:11:02.000 --> 00:11:04.000]  因為五個法官裡頭
[00:11:04.000 --> 00:11:07.000]  有九個法官裡頭
[00:11:07.000 --> 00:11:10.000]  有五個是自由派的
[00:11:10.000 --> 00:11:13.000]  雖然有四個是不同意
[00:11:13.000 --> 00:11:16.000]  但是他們的票少了一點
[00:11:16.000 --> 00:11:18.000]  結果就通過這樣的
[00:11:18.000 --> 00:11:20.000]  結果他就成為一個
[00:11:20.000 --> 00:11:23.000]  世界上第二十一個
[00:11:23.000 --> 00:11:26.000]  同性婚姻合法的國家
[00:11:26.000 --> 00:11:28.000]  以前已經有二十個
[00:11:28.000 --> 00:11:30.000]  都是比較小的
[00:11:30.000 --> 00:11:32.000]  或者不是人很多的
[00:11:32.000 --> 00:11:33.000]  可是美國呢
[00:11:33.000 --> 00:11:35.000]  還算人多
[00:11:35.000 --> 00:11:37.000]  還在世界上
[00:11:37.000 --> 00:11:39.000]  有一個重要地位的
[00:11:39.000 --> 00:11:41.000]  他變成第二十一個國家
[00:11:41.000 --> 00:11:44.000]  通過同性婚姻合法的
[00:11:44.000 --> 00:11:47.000]  那麼這個就是非常可怕的
[00:11:47.000 --> 00:11:49.000]  如果這個
[00:11:49.000 --> 00:11:51.000]  這個是一個很大的改變
[00:11:51.000 --> 00:11:53.000]  因為這是神所設立的
[00:11:53.000 --> 00:11:55.000]  一個婚姻制度
[00:11:55.000 --> 00:11:57.000]  神所設立的婚姻
[00:11:57.000 --> 00:11:59.000]  是一夫一妻
[00:11:59.000 --> 00:12:04.000]  現在就是一男一女
[00:12:04.000 --> 00:12:09.000]  這是一個很基本的
[00:12:09.000 --> 00:12:11.000]  但是現在變成
[00:12:11.000 --> 00:12:14.000]  將來可以一夫多妻
[00:12:14.000 --> 00:12:16.000]  一妻多夫
[00:12:16.000 --> 00:12:20.000]  或者男跟女都可以是婚姻
[00:12:20.000 --> 00:12:22.000]  都可以結婚
[00:12:22.000 --> 00:12:26.000]  這個是非常的可怕
[00:12:26.000 --> 00:12:28.000]  中國呢
[00:12:28.000 --> 00:12:30.000]  其實中國也不能夠
[00:12:30.000 --> 00:12:34.000]  說是非常的好
[00:12:34.000 --> 00:12:36.000]  他也受到這些的影響
[00:12:36.000 --> 00:12:38.000]  據統計說
[00:12:38.000 --> 00:12:41.000]  在這個2014年
[00:12:41.000 --> 00:12:44.000]  中國這一年的話
[00:12:44.000 --> 00:12:49.000]  有362對夫妻離婚
[00:12:49.000 --> 00:12:51.000]  離婚在中國過去
[00:12:51.000 --> 00:12:53.000]  是不太多的
[00:12:53.000 --> 00:12:55.000]  現在變成很公開的
[00:12:55.000 --> 00:12:57.000]  一種浪潮
[00:12:57.000 --> 00:12:59.000]  三百多對
[00:12:59.000 --> 00:13:01.000]  三百多萬對
[00:13:01.000 --> 00:13:03.000]  三百多萬對的夫妻
[00:13:03.000 --> 00:13:05.000]  要離婚
[00:13:05.000 --> 00:13:07.000]  那今年是2011年
[00:13:07.000 --> 00:13:09.000]  那比這還更多
[00:13:09.000 --> 00:13:12.000]  三百多萬對夫妻離婚
[00:13:12.000 --> 00:13:15.000]  就表明這個三百多萬
[00:13:15.000 --> 00:13:18.000]  這個家庭破碎了
[00:13:18.000 --> 00:13:20.000]  離婚的結果
[00:13:20.000 --> 00:13:22.000]  不是帶來好的結果
[00:13:22.000 --> 00:13:24.000]  丈夫妻子分開
[00:13:24.000 --> 00:13:26.000]  父母分開
[00:13:26.000 --> 00:13:29.000]  那剩下的兒子子女
[00:13:29.000 --> 00:13:31.000]  也都受了害
[00:13:31.000 --> 00:13:33.000]  這樣的話
[00:13:33.000 --> 00:13:35.000]  家庭就是破裂了
[00:13:35.000 --> 00:13:37.000]  所以這個
[00:13:37.000 --> 00:13:39.000]  其實美國這樣情形
[00:13:39.000 --> 00:13:42.000]  也不是一下子就變成這樣的
[00:13:42.000 --> 00:13:45.000]  他也是逐步逐步的演變
[00:13:45.000 --> 00:13:49.000]  過去先是有在
[00:13:49.000 --> 00:13:51.000]  學校裡慢慢就有了
[00:13:51.000 --> 00:13:53.000]  有通過一個法案
[00:13:53.000 --> 00:13:55.000]  政府法院通過法案
[00:13:55.000 --> 00:14:00.000]  說在學校不能夠讀聖經
[00:14:00.000 --> 00:14:02.000]  不能有聖經
[00:14:02.000 --> 00:14:04.000]  在學校裡頭不能禱告
[00:14:04.000 --> 00:14:07.000]  這個美國已經是
[00:14:07.000 --> 00:14:09.000]  在前好多年
[00:14:09.000 --> 00:14:11.000]  已經開始有這樣的法律了
[00:14:11.000 --> 00:14:14.000]  本來讀經
[00:14:14.000 --> 00:14:16.000]  讀聖經
[00:14:16.000 --> 00:14:18.000]  基督教
[00:14:18.000 --> 00:14:20.000]  這個在學校裡頭
[00:14:20.000 --> 00:14:22.000]  都是一個允許的活動
[00:14:22.000 --> 00:14:23.000]  現在變成
[00:14:23.000 --> 00:14:26.000]  這個變成一個犯法的活動了
[00:14:26.000 --> 00:14:29.000]  這個是一個非常可怕的
[00:14:29.000 --> 00:14:33.000]  這樣就把神給趕出學校了
[00:14:33.000 --> 00:14:36.000]  你看見這個把神趕出學校
[00:14:36.000 --> 00:14:39.000]  也就把神趕出這個社會了
[00:14:39.000 --> 00:14:42.000]  所以等到2001年
[00:14:42.000 --> 00:14:45.000]  有911恐怖襲擊
[00:14:45.000 --> 00:14:47.000]  兩座大樓倒塌的時候
[00:14:47.000 --> 00:14:49.000]  美國人都很驚奇
[00:14:49.000 --> 00:14:52.000]  怎麼會有這樣的事情發生呢
[00:14:52.000 --> 00:14:54.000]  難道神他不管嗎
[00:14:54.000 --> 00:14:56.000]  神為什麼他不管這事情呢
[00:14:56.000 --> 00:14:58.000]  有人就說了
[00:14:58.000 --> 00:15:00.000]  你們不要神
[00:15:00.000 --> 00:15:02.000]  神怎麼管你們啊
[00:15:02.000 --> 00:15:04.000]  你們把神從學校趕出去
[00:15:04.000 --> 00:15:07.000]  把神從各個生活方面趕出去了
[00:15:07.000 --> 00:15:09.000]  神怎麼管你們啊
[00:15:09.000 --> 00:15:11.000]  你們不要神管
[00:15:11.000 --> 00:15:13.000]  所以這個看見
[00:15:13.000 --> 00:15:16.000]  美國就是一個典型
[00:15:16.000 --> 00:15:21.000]  哪個國家離開神反對神
[00:15:21.000 --> 00:15:28.000]  這國家必定會遭到很大的損害
[00:15:28.000 --> 00:15:29.000]  不管哪個國家
[00:15:29.000 --> 00:15:31.000]  東方的西方的
[00:15:31.000 --> 00:15:35.000]  都會有這件事情發生
[00:15:35.000 --> 00:15:38.000]  所以像美國現在慢慢疲倉到什麼程度啊
[00:15:38.000 --> 00:15:40.000]  在學校一些學校的
[00:15:40.000 --> 00:15:44.000]  這些學生的登記表上面
[00:15:44.000 --> 00:15:47.000]  沒有父親名字這一欄了
[00:15:47.000 --> 00:15:49.000]  本來有父親的名字叫什麼
[00:15:49.000 --> 00:15:51.000]  母親的名字叫什麼
[00:15:51.000 --> 00:15:53.000]  沒有了
[00:15:53.000 --> 00:15:54.000]  叫什麼
[00:15:54.000 --> 00:15:56.000]  監護人名字
[00:15:56.000 --> 00:15:57.000]  監護人
[00:15:57.000 --> 00:15:59.000]  因為他說父親誰的話
[00:15:59.000 --> 00:16:01.000]  這家他沒有父親啊
[00:16:01.000 --> 00:16:03.000]  你說這母親誰
[00:16:03.000 --> 00:16:05.000]  這家沒有母親啊
[00:16:05.000 --> 00:16:06.000]  就變成一個什麼
[00:16:06.000 --> 00:16:08.000]  監護人的姓名了
[00:16:08.000 --> 00:16:10.000]  所以這個就能看見
[00:16:10.000 --> 00:16:15.000]  人在這個這些基本的東西啊
[00:16:15.000 --> 00:16:18.000]  慢慢都在變化了
[00:16:18.000 --> 00:16:20.000]  性別也沒有了
[00:16:20.000 --> 00:16:22.000]  也沒有父親名字
[00:16:22.000 --> 00:16:24.000]  也沒有母親名字
[00:16:24.000 --> 00:16:26.000]  監護人到底他是男的女的
[00:16:26.000 --> 00:16:28.000]  也沒有了
[00:16:28.000 --> 00:16:30.000]  這樣長期下去的話
[00:16:30.000 --> 00:16:32.000]  這個整個社會的基礎啊
[00:16:32.000 --> 00:16:35.000]  就會動搖的
[00:16:35.000 --> 00:16:37.000]  因為一個國家一個社會
[00:16:37.000 --> 00:16:39.000]  基本的就是一個家庭
[00:16:39.000 --> 00:16:41.000]  作為一個單位
[00:16:41.000 --> 00:16:42.000]  如果這個家庭
[00:16:42.000 --> 00:16:45.000]  作為基本單位崩潰的話
[00:16:45.000 --> 00:16:47.000]  就影響到整個社會
[00:16:47.000 --> 00:16:51.000]  整個國家都會混亂
[00:16:51.000 --> 00:16:54.000]  所以我們現在活的
[00:16:54.000 --> 00:16:57.000]  雖然是有各方面的享受
[00:16:57.000 --> 00:16:59.000]  有各方面的供應
[00:16:59.000 --> 00:17:01.000]  還是比較平安
[00:17:01.000 --> 00:17:02.000]  但是你要看到
[00:17:02.000 --> 00:17:05.000]  整個西方
[00:17:05.000 --> 00:17:07.000]  整個的社會
[00:17:07.000 --> 00:17:09.000]  整個世界慢慢的
[00:17:09.000 --> 00:17:13.000]  都是離開神越來越遠
[00:17:13.000 --> 00:17:15.000]  這是第一件事情
[00:17:15.000 --> 00:17:17.000]  就在主再來以前
[00:17:17.000 --> 00:17:19.000]  這個社會這個世界
[00:17:19.000 --> 00:17:23.000]  會變得是非常的混亂
[00:17:23.000 --> 00:17:26.000]  離開神原先所定的
[00:17:26.000 --> 00:17:29.000]  這些的基本的制度
[00:17:29.000 --> 00:17:32.000]  那第二個重要的事情要發生呢
[00:17:32.000 --> 00:17:35.000]  就是大罪人顯露
[00:17:35.000 --> 00:17:38.000]  大罪人要顯露出來
[00:17:38.000 --> 00:17:40.000]  這個離道返教呢
[00:17:40.000 --> 00:17:43.000]  其實它不單單是一個思想
[00:17:43.000 --> 00:17:47.000]  不單單是一種傾向
[00:17:47.000 --> 00:17:49.000]  而是呢
[00:17:49.000 --> 00:17:52.000]  源頭來自於一個人
[00:17:52.000 --> 00:17:55.000]  所以第三節就說到
[00:17:55.000 --> 00:17:59.000]  他說
[00:17:59.000 --> 00:18:01.000]  因為那日子以前
[00:18:01.000 --> 00:18:04.000]  必由離道返教的事
[00:18:04.000 --> 00:18:06.000]  必有那大罪人
[00:18:06.000 --> 00:18:09.000]  就是成人之子顯露出來
[00:18:09.000 --> 00:18:10.000]  所以第一個事情
[00:18:10.000 --> 00:18:12.000]  是由離道返教的事情出來
[00:18:12.000 --> 00:18:14.000]  第二個重要的大事情呢
[00:18:14.000 --> 00:18:19.000]  是由一個大罪人要顯露出來
[00:18:19.000 --> 00:18:21.000]  這個第三節呢
[00:18:21.000 --> 00:18:24.000]  稱他是大罪人
[00:18:24.000 --> 00:18:28.000]  那麼也稱為是成人之子
[00:18:28.000 --> 00:18:31.000]  那麼在這個到下面
[00:18:31.000 --> 00:18:33.000]  我們看到的話
[00:18:33.000 --> 00:18:38.000]  這個第九節說他是不法的人
[00:18:38.000 --> 00:18:40.000]  那麼這些呢
[00:18:40.000 --> 00:18:44.000]  其實都是指著將來有一個人
[00:18:44.000 --> 00:18:46.000]  這是人
[00:18:46.000 --> 00:18:48.000]  一個人要出來
[00:18:48.000 --> 00:18:52.000]  那麼要是在世界上
[00:18:52.000 --> 00:18:57.000]  就引起各樣這種反對神
[00:18:57.000 --> 00:19:01.000]  離棄神的事情
[00:19:01.000 --> 00:19:04.000]  成人之子
[00:19:04.000 --> 00:19:08.000]  意思就是跟滅亡之子一樣的
[00:19:08.000 --> 00:19:11.000]  滅亡之子
[00:19:11.000 --> 00:19:15.000]  主耶穌在這個約翰福音裡頭
[00:19:15.000 --> 00:19:17.000]  約翰福音17章
[00:19:17.000 --> 00:19:19.000]  他快要離開世界以前
[00:19:19.000 --> 00:19:21.000]  跟門徒的說話裡頭
[00:19:21.000 --> 00:19:23.000]  他就跟他們說
[00:19:23.000 --> 00:19:26.000]  除了那滅亡之子
[00:19:26.000 --> 00:19:28.000]  沒有一個滅亡的
[00:19:28.000 --> 00:19:30.000]  就說你們這些門徒
[00:19:30.000 --> 00:19:32.000]  除了那個滅亡之子是誰呢
[00:19:32.000 --> 00:19:33.000]  牛大
[00:19:33.000 --> 00:19:36.000]  牛大被稱為滅亡之子
[00:19:36.000 --> 00:19:37.000]  除了這個以外
[00:19:37.000 --> 00:19:40.000]  沒有一個是滅亡的
[00:19:40.000 --> 00:19:43.000]  所有的門徒除了牛大以外
[00:19:43.000 --> 00:19:45.000]  都是屬於神的
[00:19:45.000 --> 00:19:48.000]  這是一個叫做成人之子
[00:19:48.000 --> 00:19:51.000]  還有呢是不法的人
[00:19:51.000 --> 00:19:54.000]  第九節是不法的人
[00:19:54.000 --> 00:19:57.000]  不法的人犯罪就是不法了
[00:19:57.000 --> 00:19:59.000]  你犯罪就不法
[00:19:59.000 --> 00:20:01.000]  違背了律法
[00:20:01.000 --> 00:20:04.000]  這個地方的不法
[00:20:04.000 --> 00:20:07.000]  不是指他反對神的權柄
[00:20:07.000 --> 00:20:10.000]  不是反對政府的權柄
[00:20:10.000 --> 00:20:12.000]  不法的人就對他的性格
[00:20:12.000 --> 00:20:14.000]  這個人的性格
[00:20:14.000 --> 00:20:19.000]  就是以犯罪作為他基本的性格
[00:20:19.000 --> 00:20:22.000]  滅亡之子是指他的結局
[00:20:22.000 --> 00:20:27.000]  他的結局就是滅亡
[00:20:27.000 --> 00:20:29.000]  那麼在聖經裡頭
[00:20:29.000 --> 00:20:31.000]  其實這個大罪人呢
[00:20:31.000 --> 00:20:33.000]  這樣的這個人呢
[00:20:33.000 --> 00:20:35.000]  在聖經裡頭
