
[00:00:00.000 --> 00:00:03.000]  在二零零六年的一個下午
[00:02:16.960 --> 00:02:18.960]  表示願意幫忙
[00:02:18.960 --> 00:02:20.160]  由那個時間開始
[00:02:20.160 --> 00:02:23.360]  就是2006年的11月11日
[00:02:23.360 --> 00:02:25.560]  就是「漳漳侍宮」
[00:02:25.560 --> 00:02:28.360]  寶石侍宮的成立
[00:02:28.360 --> 00:02:30.160]  後來我們發覺神的心意
[00:02:30.160 --> 00:02:32.160]  不只要我們服侍
[00:02:32.160 --> 00:02:35.160]  「漳漳」那些智障人士
[00:02:35.160 --> 00:02:37.560]  也要服侍他們的家庭
[00:02:37.560 --> 00:02:38.760]  所以由那個時間開始
[00:02:38.760 --> 00:02:41.960]  我們就改名為「漳漳家族」
[00:02:41.960 --> 00:02:44.560]  也是今天跟我們一起敬拜的
[00:02:44.560 --> 00:02:46.360]  寶石家族
[00:02:46.360 --> 00:02:47.960]  時至今日
[00:02:47.960 --> 00:02:50.960]  同福堂也是在香港教會
[00:02:50.960 --> 00:02:56.360]  少數的為智障人士提供正式崇拜的教會
[00:02:56.360 --> 00:02:59.160]  我們每一個月都有兩個週末
[00:02:59.160 --> 00:03:03.360]  會為智障人士提供正式的崇拜
[00:03:03.360 --> 00:03:05.160]  雖然過往三年
[00:03:05.160 --> 00:03:07.560]  因為疫情的關係
[00:03:07.560 --> 00:03:09.160]  我相信大家都知道
[00:03:09.160 --> 00:03:13.560]  這三年我們的崇拜又停下又開下停下又開下
[00:03:13.560 --> 00:03:15.560]  「漳漳」崇拜就更加了
[00:03:15.560 --> 00:03:18.360]  因為有些在院舍是不能出來的
[00:03:18.360 --> 00:03:21.360]  雖然他們不能回來「漳漳」的崇拜
[00:03:21.360 --> 00:03:23.960]  但是我們知道有很多「漳漳」的弟兄姊妹
[00:03:23.960 --> 00:03:26.760]  很渴望回來教會
[00:03:26.760 --> 00:03:29.560]  跟我們一起敬拜我們的神
[00:03:29.560 --> 00:03:31.960]  弟兄姊妹在這三年
[00:03:31.960 --> 00:03:33.960]  在這麼多的日子裡
[00:03:33.960 --> 00:03:36.960]  由2006年到今年已經是第十七年
[00:03:36.960 --> 00:03:37.960]  在過往日子裡
[00:03:37.960 --> 00:03:41.960]  我們見證無數的智障的弟兄姊妹
[00:03:41.960 --> 00:03:44.160]  「漳漳」的弟兄姊妹和家庭
[00:03:44.160 --> 00:03:46.160]  是經歷神的醫治
[00:03:46.160 --> 00:03:49.360]  也都被神重新建立
[00:03:49.360 --> 00:03:50.960]  這一切的作為
[00:03:50.960 --> 00:03:54.560]  都是神給我們的一個異象開始
[00:03:54.560 --> 00:03:56.560]  異象是神給我們的
[00:03:56.560 --> 00:03:58.160]  但是我們的視野
[00:03:58.160 --> 00:04:01.160]  卻是我們可以自己調教的
[00:04:01.160 --> 00:04:03.760]  在信耶穌的弟兄姊妹我們很清楚
[00:04:03.760 --> 00:04:07.360]  無論你是今天什麼年紀都好
[00:04:07.360 --> 00:04:08.360]  我們都很清楚
[00:04:08.360 --> 00:04:10.560]  有一天我們會回天家的
[00:04:10.560 --> 00:04:12.360]  有一天我們回天家的時候
[00:04:12.360 --> 00:04:14.960]  我們一定會見到耶穌基督的
[00:04:14.960 --> 00:04:17.160]  你期望耶穌基督
[00:04:17.160 --> 00:04:18.560]  你見到祂的時候
[00:04:18.560 --> 00:04:20.560]  祂怎麼稱呼你呢?
[00:04:20.560 --> 00:04:21.560]  聖經有說
[00:04:21.560 --> 00:04:23.560]  我們看馬蹄福音二十五章
[00:04:23.560 --> 00:04:24.960]  二十三節
[00:04:24.960 --> 00:04:25.760]  我們一起讀好嗎?
[00:04:25.760 --> 00:04:26.960]  一二三
[00:04:26.960 --> 00:04:31.360]  好,你者又良善又忠心的僕人
[00:04:31.360 --> 00:04:35.960]  可以盡來享受你主人的快樂
[00:04:35.960 --> 00:04:38.360]  耶穌稱呼我們什麼?
[00:04:38.360 --> 00:04:42.560]  「又良善又忠心的僕人」
[00:04:42.560 --> 00:04:43.760]  你會否盼望
[00:04:43.760 --> 00:04:45.760]  將來你見到耶穌的時候
[00:04:45.760 --> 00:04:47.560]  祂這樣稱呼你?
[00:04:47.560 --> 00:04:49.560]  留意「僕人」
[00:04:49.560 --> 00:04:52.360]  「僕人」在聖經裡面是非常重要的字
[00:04:52.360 --> 00:04:56.360]  整本聖經一共出現了三千一百二十六次
[00:04:56.360 --> 00:04:58.360]  可想而知是非常重要的
[00:04:58.360 --> 00:04:59.760]  「僕人」是什麼人?
[00:04:59.760 --> 00:05:01.560]  「僕人」是服侍人的人
[00:05:01.560 --> 00:05:03.360]  什麼是服侍?
[00:05:03.360 --> 00:05:05.360]  是用具體的行動
[00:05:05.360 --> 00:05:08.560]  去令人生更加美好
[00:05:08.560 --> 00:05:10.760]  其他人的生命更加美好
[00:05:10.760 --> 00:05:13.760]  並且將他帶到耶穌基督的面前
[00:05:13.760 --> 00:05:16.360]  這就是聖經裡面所說的「服侍」
[00:05:16.360 --> 00:05:19.960]  不僅是耶穌叫我們去服侍
[00:05:19.960 --> 00:05:21.160]  祂自己也這樣做
[00:05:21.160 --> 00:05:22.760]  祂成為我們的榜樣了
[00:05:22.760 --> 00:05:25.160]  我們一起看馬蹄福音十章四十五節
[00:05:25.160 --> 00:05:25.760]  我們一起讀
[00:05:25.760 --> 00:05:26.960]  一二三
[00:05:26.960 --> 00:05:28.360]  「因為人始來」
[00:05:28.360 --> 00:05:31.360]  「並不是要受人的服侍」
[00:05:31.360 --> 00:05:33.960]  「乃是要服侍人」
[00:05:33.960 --> 00:05:36.160]  請記住耶穌是神
[00:05:36.160 --> 00:05:37.960]  祂是創造天地萬物的
[00:05:37.960 --> 00:05:41.760]  但是祂不僅是做神
[00:05:41.760 --> 00:05:43.960]  祂變成我們一樣
[00:05:43.960 --> 00:05:45.960]  並且祂可以變成我們一樣
[00:05:45.960 --> 00:05:46.960]  可以做貴族
[00:05:46.960 --> 00:05:48.160]  但是祂偏不做貴族
[00:05:48.160 --> 00:05:50.360]  祂偏做一個謙卑
[00:05:50.360 --> 00:05:51.960]  卑微的「僕人」
[00:05:51.960 --> 00:05:54.760]  祂臨後面跪下
[00:05:54.760 --> 00:05:57.760]  謙卑地為祂的門徒洗腳
[00:05:57.760 --> 00:06:00.760]  同樣耶穌今天也呼召我們
[00:06:00.760 --> 00:06:04.560]  我們也一學祂的樣式、榜樣
[00:06:04.560 --> 00:06:06.960]  謙卑地去服侍人
[00:06:06.960 --> 00:06:09.760]  就好像耶穌服侍人一樣
[00:06:09.760 --> 00:06:10.560]  所以換句話說
[00:06:10.560 --> 00:06:11.960]  今天弟兄姊妹
[00:06:11.960 --> 00:06:14.760]  你期望將來耶穌怎樣稱呼你
[00:06:14.760 --> 00:06:16.760]  就是視乎你今天
[00:06:16.760 --> 00:06:19.360]  怎樣去回應祂的呼召
[00:06:19.360 --> 00:06:20.560]  你回應祂的呼召
[00:06:20.560 --> 00:06:22.760]  將來有一天你見耶穌的時候
[00:06:22.760 --> 00:06:24.560]  耶穌會稱呼你
[00:06:24.560 --> 00:06:27.960]  「又良善又忠心的僕人」
[00:06:27.960 --> 00:06:30.160]  今天所說的聖經
[00:06:30.160 --> 00:06:32.360]  是新約聖經裡面的
[00:06:32.360 --> 00:06:34.360]  《路加福音》和《麻學福音》
[00:06:34.360 --> 00:06:35.760]  不約而同
[00:06:35.760 --> 00:06:37.760]  它也記載了一個
[00:06:37.760 --> 00:06:39.360]  大家可能很熟悉
[00:06:39.360 --> 00:06:43.960]  但是往往忽略一些細節的聖經故事
[00:06:43.960 --> 00:06:46.560]  這個故事是講述兩種人
[00:06:46.560 --> 00:06:47.560]  第一種人
[00:06:47.560 --> 00:06:49.960]  就是屬靈眼光短纖的人
[00:06:49.960 --> 00:06:50.560]  什麼意思呢?
[00:06:50.560 --> 00:06:53.560]  他只是看到今天我自己的需要
[00:06:53.560 --> 00:06:55.760]  今天我要什麼
[00:06:55.760 --> 00:06:56.360]  換句話說
[00:06:56.360 --> 00:06:57.560]  他是屬靈眼光
[00:06:57.560 --> 00:06:59.360]  是這樣短纖的
[00:06:59.360 --> 00:07:01.360]  第二種人是屬靈眼光
[00:07:01.360 --> 00:07:03.160]  高尖軟足的人
[00:07:03.160 --> 00:07:03.760]  換句話說
[00:07:03.760 --> 00:07:04.960]  就好像剛才那樣
[00:07:04.960 --> 00:07:07.760]  他看到不只是今天自己的需要
[00:07:07.760 --> 00:07:09.160]  他看到將來
[00:07:09.160 --> 00:07:10.760]  我將來會見到耶穌
[00:07:10.760 --> 00:07:12.360]  耶穌怎樣稱呼我
[00:07:12.360 --> 00:07:14.560]  就視乎我今天怎樣回應祂
[00:07:14.560 --> 00:07:18.160]  所以第二類人是明白耶穌的心的
[00:07:18.160 --> 00:07:19.760]  我們先講第一類人
[00:07:19.760 --> 00:07:21.760]  我們一起讀《麻學福音》
[00:07:21.760 --> 00:07:22.960]  二章一至五節
[00:07:22.960 --> 00:07:23.760]  頂多我們一起讀
[00:07:23.760 --> 00:07:24.960]  一二三
[00:07:24.960 --> 00:07:26.160]  「過了這日子」
[00:07:26.160 --> 00:07:28.960]  「耶穌進調加百龍」
[00:07:28.960 --> 00:07:32.160]  「人聽見他在房子裡」
[00:07:32.160 --> 00:07:34.560]  「就有許多人聚集」
[00:07:34.560 --> 00:07:38.160]  「甚至連門都沒有空地」
[00:07:38.160 --> 00:07:40.960]  「耶穌就對他們講道」
[00:07:40.960 --> 00:07:44.560]  「有人帶著一個毯子來見耶穌」
[00:07:44.560 --> 00:07:47.760]  「是用四個人抬來的」
[00:07:47.760 --> 00:07:50.560]  「因為人多,不得近前」
[00:07:50.560 --> 00:07:54.960]  「就把耶穌所在的房子拆了房頂」
[00:07:54.960 --> 00:07:56.760]  「既拆通了」
[00:07:56.760 --> 00:08:02.160]  「就把毯子連所躺臥的玉子都摘下來」
[00:08:02.160 --> 00:08:04.560]  「耶穌見他們的信心」
[00:08:04.560 --> 00:08:06.360]  「就對毯子說」
[00:08:06.360 --> 00:08:09.760]  「小子,你的罪赦了」
[00:08:09.760 --> 00:08:12.160]  這故事講述耶穌在加百龍這個地方
[00:08:12.160 --> 00:08:14.560]  一間房子裡講道
[00:08:14.560 --> 00:08:19.360]  當時耶穌已經行了許多神蹟其事
[00:08:19.360 --> 00:08:21.360]  做了許多奇妙的作為
[00:08:21.360 --> 00:08:22.960]  所以非常出名
[00:08:22.960 --> 00:08:25.160]  人們四方八面湧來
[00:08:25.160 --> 00:08:28.760]  有一個目的,就是「我很想認識耶穌」
[00:08:28.760 --> 00:08:31.760]  「很想聽聽祂的講道」
[00:08:31.760 --> 00:08:33.360]  很多人在這個時候
[00:08:33.360 --> 00:08:35.560]  有四個人抬著一個坦了的人
[00:08:35.560 --> 00:08:38.360]  一個坦門動不了的人來
[00:08:38.360 --> 00:08:40.160]  你有沒有奇怪呢?
[00:08:40.160 --> 00:08:42.960]  那裡有那麼多人
[00:08:42.960 --> 00:08:46.560]  那麼多人見到有需要的人
[00:08:46.560 --> 00:08:48.560]  但是沒有人幫忙
[00:08:48.560 --> 00:08:51.760]  沒有人說「你只有四個人」
[00:08:51.760 --> 00:08:57.360]  我們幫忙抬,很快地把他抬到耶穌面前
[00:08:57.360 --> 00:08:59.560]  來耶穌面前抬這些人來
[00:08:59.560 --> 00:09:00.760]  當然是一個目的
[00:09:00.760 --> 00:09:02.560]  當然是要耶穌醫治
[00:09:02.560 --> 00:09:04.160]  那些人很清楚目的
[00:09:04.160 --> 00:09:06.560]  不去幫忙
[00:09:06.560 --> 00:09:08.560]  為什麼那些人走不了呢?
[00:09:08.560 --> 00:09:09.960]  因為太多人,人山人海
[00:09:09.960 --> 00:09:10.760]  真中水洒不通
[00:09:10.760 --> 00:09:13.560]  所以「不得近前」是這個意思
[00:09:13.560 --> 00:09:15.360]  但是你想想
[00:09:15.360 --> 00:09:17.560]  那四個人抬著他,人山人海
[00:09:17.560 --> 00:09:19.160]  他一定說「哎呀,麻煩借命」
[00:09:19.160 --> 00:09:20.960]  「麻煩讓一條路」
[00:09:20.960 --> 00:09:23.160]  竟然沒有人理會他
[00:09:23.160 --> 00:09:25.760]  所以這幫人為什麼會這樣呢?
[00:09:25.760 --> 00:09:29.760]  因為他只看見他們現在需要的事
[00:09:29.760 --> 00:09:31.160]  就是第一個人
[00:09:31.160 --> 00:09:33.760]  屬靈眼光只看到他今天
[00:09:33.760 --> 00:09:35.160]  他今天來這裡做什麼?
[00:09:35.160 --> 00:09:36.960]  聽講道
[00:09:36.960 --> 00:09:39.760]  我只是想聽講道,什麼都不想做
[00:09:39.760 --> 00:09:41.760]  沒錯,這是態度正確的
[00:09:41.760 --> 00:09:44.960]  但問題是,聽講道的目的是什麼呢?
[00:09:44.960 --> 00:09:47.360]  聽講道的目的不只是聽講道
[00:09:47.360 --> 00:09:49.960]  是明白耶穌的心腸
[00:09:49.960 --> 00:09:52.160]  明白他教我們的東西
[00:09:52.160 --> 00:09:55.960]  以我們回應這個才是真的聽講道的
[00:09:55.960 --> 00:09:57.160]  那神的心是什麼呢?
[00:09:57.160 --> 00:09:58.760]  我們一起看看約翰福音
[00:09:58.760 --> 00:10:00.160]  十章十六節
[00:10:00.160 --> 00:10:02.160]  我們一起讀,一二三
[00:10:02.160 --> 00:10:06.160]  「我另外有陽,不是這樣圈內的」
[00:10:06.160 --> 00:10:08.760]  「我必須領他們來」
[00:10:08.760 --> 00:10:11.160]  「他們也要聽我的聲音」
[00:10:11.160 --> 00:10:13.560]  「並且要合成一群」
[00:10:13.560 --> 00:10:16.960]  「歸一個牧人鳥」
[00:10:16.960 --> 00:10:20.360]  「另外有陽,不是這樣圈的」
[00:10:20.360 --> 00:10:21.360]  即是在講什麼呢?
[00:10:21.360 --> 00:10:24.160]  是在講一些跟我們不同的人
[00:10:24.160 --> 00:10:26.360]  就好像癱瘓了的人
[00:10:26.360 --> 00:10:29.760]  甚至在今天,我們身邊都有很多跟我們不同的人
[00:10:29.760 --> 00:10:34.960]  包括剛才跟我們一起去敬拜的智障人士
[00:10:34.960 --> 00:10:38.960]  甚至有其他很多很多跟我們不同的人
[00:10:38.960 --> 00:10:39.960]  習近平姐妹
[00:10:39.960 --> 00:10:43.760]  在這個世界有很多很多不同的人
[00:10:43.760 --> 00:10:45.760]  是沒有辦法跟我們一起敬拜的
[00:10:45.760 --> 00:10:46.760]  為什麼呢?
[00:10:46.760 --> 00:10:49.760]  因為人的心靈裡面有很多閘
[00:10:49.760 --> 00:10:51.160]  很多牆壁
[00:10:51.160 --> 00:10:52.360]  很多界限
[00:10:52.360 --> 00:10:53.760]  很多界線
[00:10:53.760 --> 00:10:55.360]  是令到跟我們不同的人
[00:10:55.360 --> 00:10:58.160]  沒有辦法在神的殿裡面一起敬拜神
[00:10:58.160 --> 00:11:00.560]  所以今天耶穌大聲宣告的是什麼呢?
[00:11:00.560 --> 00:11:01.160]  黃昇又說
[00:11:01.160 --> 00:11:03.560]  「我必須領他們來」
[00:11:03.560 --> 00:11:05.760]  就好像剛才那些尖尖的弟子
[00:11:05.760 --> 00:11:07.360]  跟我們一起敬拜的時候
[00:11:07.360 --> 00:11:09.360]  是神所喜悅的事
[00:11:09.360 --> 00:11:11.360]  所以神喜悅的事
[00:11:11.360 --> 00:11:12.160]  神喜歡的事
[00:11:12.160 --> 00:11:14.760]  就是很多就算跟我們很不同的人
[00:11:14.760 --> 00:11:18.160]  都可以聚集一起跟我們一樣去敬拜神
[00:11:18.160 --> 00:11:19.160]  這個也是他說
[00:11:19.160 --> 00:11:21.360]  那些人要聽到我的聲音
[00:11:21.360 --> 00:11:25.160]  並且合成一群歸一個牧人
[00:11:25.160 --> 00:11:26.960]  跟敬拜一樣的神
[00:11:26.960 --> 00:11:28.960]  跟跟隨一樣的神
[00:11:28.960 --> 00:11:30.160]  等於說這個是神的心
[00:11:30.160 --> 00:11:31.160]  本來就說
[00:11:31.160 --> 00:11:34.360]  神所愛所關心的不只是我們
[00:11:34.360 --> 00:11:37.360]  是那些今天都沒有辦法來到我們當中
[00:11:37.360 --> 00:11:39.160]  跟我們一起去敬拜神
[00:11:39.160 --> 00:11:41.560]  跟我們不同的人
[00:11:41.560 --> 00:11:44.360]  有一個外國牧師去參觀香港一間
[00:11:44.360 --> 00:11:45.960]  好像和福堂一樣
[00:11:45.960 --> 00:11:51.360]  去少數的服侍智障群體的教會
[00:11:51.360 --> 00:11:52.760]  因為這個是外國來的牧師
[00:11:52.760 --> 00:11:57.160]  所以負責人就用英文跟他解釋
[00:11:57.160 --> 00:12:01.360]  我們是服侍那些 mentally retarded 的人
[00:12:01.360 --> 00:12:03.160]  或是MR 的人
[00:12:03.160 --> 00:12:05.360]  當這位外國牧師聽到的時候
[00:12:05.360 --> 00:12:07.560]  就馬上將這個負責人拉到一旁
[00:12:07.560 --> 00:12:09.160]  很小聲地跟他說
[00:12:09.160 --> 00:12:12.160]  其實我建議你不要用「retarded」這個字
[00:12:12.160 --> 00:12:16.960]  因為「retarded」這個字英文是一些持頓低能的意思
[00:12:16.960 --> 00:12:18.560]  是很貶低這個群體
[00:12:18.560 --> 00:12:19.760]  我建議你不要用這個字
[00:12:19.760 --> 00:12:23.560]  我建議你用「mentally challenged」
[00:12:23.560 --> 00:12:26.560]  你看看這幫頂子妹
[00:12:26.560 --> 00:12:29.560]  他們敬拜神的時候多麼投入
[00:12:29.560 --> 00:12:31.360]  頂子妹是剛才那幫頂子妹
[00:12:31.360 --> 00:12:34.160]  你知不知道她今早幾點回來
[00:12:34.160 --> 00:12:36.760]  她七點半已經在那裡
[00:12:36.760 --> 00:12:38.160]  我們約了她八點半
[00:12:38.160 --> 00:12:39.760]  當我和師母回來的時候
[00:12:39.760 --> 00:12:42.960]  她說「你遲到了」
[00:12:42.960 --> 00:12:43.760]  感謝主啊
[00:12:43.760 --> 00:12:44.960]  我們有一幫這麼熱心
[00:12:44.960 --> 00:12:48.160]  敬拜我們的主的頂子妹
[00:12:48.160 --> 00:12:50.960]  你看不看到他們心裡那種火熱
[00:12:50.960 --> 00:12:52.360]  你看看那種單純
[00:12:52.360 --> 00:12:56.960]  比我們任何一個所謂正常的人
[00:12:56.960 --> 00:12:58.560]  比我們更加單純
[00:12:58.560 --> 00:12:59.760]  比我們更加投入
[00:12:59.760 --> 00:13:01.560]  比我們更加熱心
[00:13:01.560 --> 00:13:03.960]  所以頂子妹神是喜悅的
[00:13:03.960 --> 00:13:06.760]  神是喜悅這種的單純
[00:13:06.760 --> 00:13:09.560]  所以頂子妹我們不會叫你智障人士
[00:13:09.560 --> 00:13:11.960]  同福堂也叫做「禪禪」
[00:13:11.960 --> 00:13:13.760]  「禪」其實是很有意思的
[00:13:13.760 --> 00:13:15.160]  「禪」有兩個意思
[00:13:15.160 --> 00:13:16.760]  「禪」是代表「寶石」
[00:13:16.760 --> 00:13:19.760]  以佛所書二章十節裡面說什麼
[00:13:19.760 --> 00:13:22.360]  「我們原是神的傑作」
[00:13:22.360 --> 00:13:23.360]  「masterpiece」
[00:13:23.360 --> 00:13:25.360]  「在基督耶穌裡面造成」
[00:13:25.360 --> 00:13:26.560]  本話說
[00:13:26.560 --> 00:13:27.560]  他們和我們一樣
[00:13:27.560 --> 00:13:30.360]  在神眼裡面是「寶貴寶石」
[00:13:30.360 --> 00:13:33.160]  西人的眼光和神的眼光是不同的
[00:13:33.160 --> 00:13:35.360]  西人可能覺得他們沒什麼價值
[00:13:35.360 --> 00:13:38.160]  但是神若覺得他們是「寶貴」
[00:13:38.160 --> 00:13:39.560]  「如珠如寶」
[00:13:39.560 --> 00:13:42.960]  比那些印度之星、非洲之星更加寶貴
[00:13:42.960 --> 00:13:44.760]  比任何珠寶行裡面的珠寶
[00:13:44.760 --> 00:13:47.360]  更加價值面成無可取替
[00:13:47.360 --> 00:13:48.760]  無可代替
[00:13:48.760 --> 00:13:49.960]  這是第一個意思
[00:13:49.960 --> 00:13:50.960]  寶石
[00:13:50.960 --> 00:13:52.960]  第二個意思是一個宿舍
[00:13:52.960 --> 00:13:56.560]  「God enables me」
[00:13:56.560 --> 00:13:57.960]  神擺了很多潛能
[00:13:57.960 --> 00:14:00.960]  不單止擺在你和我的生命裡面
[00:14:00.960 --> 00:14:02.560]  也擺在他們的生命裡面
[00:14:02.560 --> 00:14:04.960]  頂子妹他們的潛能是無可估計的
[00:14:04.960 --> 00:14:07.360]  頂子妹你聽不聽得到那些話
[00:14:07.360 --> 00:14:08.960]  那些話全部是那些作品
[00:14:08.960 --> 00:14:10.360]  我也擺不完
[00:14:10.360 --> 00:14:12.160]  我覺得那些字
[00:14:12.160 --> 00:14:13.360]  我試世界的光那些字
[00:14:13.360 --> 00:14:15.760]  比那些字更漂亮
[00:14:15.760 --> 00:14:18.960]  我覺得這些字應該是可以做藝術品的
[00:14:18.960 --> 00:14:21.560]  你看不看到那些畫的色彩
[00:14:21.560 --> 00:14:22.960]  那些傳達的訊息
[00:14:22.960 --> 00:14:26.360]  傳達那種在神面前的那種喜樂
[00:14:26.360 --> 00:14:27.960]  我覺得他們傳達的訊息
[00:14:27.960 --> 00:14:30.560]  比我們任何一個人的思想更加複雜
[00:14:30.560 --> 00:14:32.360]  我們在正心看
[00:14:32.360 --> 00:14:33.960]  帶著一個欣賞禱告的心
[00:14:33.960 --> 00:14:36.560]  你看到他們的潛能
[00:14:36.560 --> 00:14:37.560]  有一位弟兄
[00:14:37.560 --> 00:14:39.960]  剛才在敬拜隊裡面
[00:14:39.960 --> 00:14:41.960]  每一次我問他
[00:14:41.960 --> 00:14:44.560]  我不知道為什麼他有這種能力
[00:14:44.560 --> 00:14:45.960]  我問他
[00:14:45.960 --> 00:14:49.160]  二零四六年十一月十日是星期幾
[00:14:49.160 --> 00:14:51.360]  他零點一秒可以回答我
[00:14:51.360 --> 00:14:52.560]  是星期幾
[00:14:52.560 --> 00:14:53.760]  我馬上查一下
[00:14:53.760 --> 00:14:54.960]  準確的
[00:14:54.960 --> 00:14:55.960]  不是一次
[00:14:55.960 --> 00:14:57.560]  每一次都準確的
[00:14:57.560 --> 00:15:00.160]  我不知道為什麼神給他這種能力
[00:15:00.160 --> 00:15:02.560]  但是我為他感恩
[00:15:02.560 --> 00:15:05.960]  任何他今天在我們敬拜隊的當中
[00:15:05.960 --> 00:15:07.560]  所以你不知道為什麼
[00:15:07.560 --> 00:15:08.400]  還有
[00:15:08.400 --> 00:15:10.160]  JAMJAM
[00:15:10.160 --> 00:15:12.760]  JAMJAM的弟兄姊妹是生於舞台的
[00:15:12.760 --> 00:15:15.360]  師母不用特別教他怎麼敬拜的
[00:15:15.360 --> 00:15:16.560]  他一上台
[00:15:16.560 --> 00:15:18.560]  你看他的手勢比我們還要好
[00:15:18.560 --> 00:15:19.960]  他們的態度
[00:15:19.960 --> 00:15:22.760]  看不看得到拉小泥琴那個
[00:15:22.760 --> 00:15:23.960]  他們那種敬拜
[00:15:23.960 --> 00:15:24.760]  那種真誠
[00:15:24.760 --> 00:15:25.360]  那種熱誠
[00:15:25.360 --> 00:15:27.360]  真的是一種恩賜
[00:15:27.360 --> 00:15:28.560]  每一位
[00:15:28.560 --> 00:15:30.360]  我們看到很多弟兄姊妹
[00:15:30.360 --> 00:15:31.160]  因為他們的敬拜
[00:15:31.160 --> 00:15:32.160]  我們看到他們自動哭
[00:15:32.160 --> 00:15:33.360]  不知道為什麼
[00:15:33.360 --> 00:15:36.160]  你又不是特別感人
[00:15:36.160 --> 00:15:37.760]  又不是特別苦情
[00:15:37.760 --> 00:15:38.760]  不知道你怎麼哭
[00:15:38.760 --> 00:15:40.760]  就是神的聖靈通過他們
[00:15:40.760 --> 00:15:42.760]  一種單純敬拜的心
[00:15:42.760 --> 00:15:44.160]  你就被感動了
[00:15:44.160 --> 00:15:46.760]  這些就是那種潛能
[00:15:46.760 --> 00:15:48.960]  God Enables Me
[00:15:48.960 --> 00:15:49.760]  所以呢
[00:15:49.760 --> 00:15:52.160]  這一種是第一種人
[00:15:52.160 --> 00:15:54.960]  只是看到自己的需要就看不到
