
[00:00:00.000 --> 00:00:05.120]  今日和大家思想的一個課題
[00:02:17.480 --> 00:02:18.400]  不知道大家同不同意
[00:02:18.400 --> 00:02:20.240]  這個概念想法
[00:02:20.240 --> 00:02:22.440]  所以我預備的時候
[00:02:22.440 --> 00:02:25.800]  結果就想起《馬太夫人的第一章》
[00:02:25.800 --> 00:02:28.480]  這段經文我想都挺熟悉的
[00:02:28.480 --> 00:02:30.360]  不過翻查我這麼多年的講道
[00:02:30.360 --> 00:02:33.120]  原來還沒講過這段經文
[00:02:33.120 --> 00:02:34.640]  都挺特別的
[00:02:34.640 --> 00:02:36.960]  因為似乎都很大挑戰
[00:02:36.960 --> 00:02:38.720]  《馬太夫人的第一章》
[00:02:38.720 --> 00:02:40.120]  一到十七節
[00:02:40.120 --> 00:02:42.800]  大家大概都想到
[00:02:42.800 --> 00:02:45.600]  我應該要講哪一段經文
[00:02:45.600 --> 00:02:46.840]  這段經文是差不多
[00:02:46.840 --> 00:02:49.040]  所有信耶穌的人一開始的時候
[00:02:49.040 --> 00:02:50.000]  通常都會看的
[00:02:50.000 --> 00:02:51.600]  新約一打開
[00:02:51.600 --> 00:02:55.360]  第一章就是這段經文
[00:02:55.360 --> 00:03:00.320]  這段經文就是講耶穌的家譜
[00:03:00.320 --> 00:03:02.160]  我想你跟我一樣
[00:03:02.160 --> 00:03:04.440]  第一次甚至第二次
[00:03:04.440 --> 00:03:07.040]  第三次看這段經文
[00:03:07.040 --> 00:03:11.800]  你都有一種衝動想跳過
[00:03:11.800 --> 00:03:13.160]  你問一下旁邊那個
[00:03:13.160 --> 00:03:14.840]  你會不會跳過這段經文
[00:03:14.840 --> 00:03:17.200]  你讀的時候
[00:03:17.200 --> 00:03:22.920]  大步跨過
[00:03:22.920 --> 00:03:27.320]  我就覺得如果你很認真的讀一次
[00:03:27.320 --> 00:03:29.400]  我就給你一個鼓勵
[00:03:29.400 --> 00:03:31.000]  你很認真讀一次
[00:03:31.000 --> 00:03:32.960]  你的耐力很多
[00:03:32.960 --> 00:03:34.360]  很足夠
[00:03:34.360 --> 00:03:36.080]  我自己預備的時候就覺得
[00:03:36.080 --> 00:03:38.360]  如果我們想人生藍圖
[00:03:38.360 --> 00:03:39.960]  再想神的藍圖
[00:03:39.960 --> 00:03:41.760]  我發覺這段經文
[00:03:41.760 --> 00:03:46.680]  是可以從這個角度去了解的
[00:03:46.680 --> 00:03:49.800]  所以我很想跟大家去看看這段經文
[00:03:49.800 --> 00:03:51.160]  我經常都講
[00:03:51.160 --> 00:03:53.920]  我們人無論一個城市的發展
[00:03:53.920 --> 00:03:55.440]  一個地方的發展
[00:03:55.440 --> 00:03:57.360]  我們經常都強調幾樣東西
[00:03:57.360 --> 00:04:00.680]  我們要有路線圖
[00:04:00.680 --> 00:04:02.760]  要有時間表
[00:04:02.760 --> 00:04:04.400]  我們強調這些東西
[00:04:04.400 --> 00:04:06.560]  我發覺原來神的藍圖
[00:04:06.560 --> 00:04:08.560]  是有路線圖的
[00:04:08.560 --> 00:04:11.320]  不過時間表我們是不知道的
[00:04:11.320 --> 00:04:12.560]  它很奇妙的
[00:04:12.560 --> 00:04:13.720]  它有路線圖
[00:04:13.720 --> 00:04:16.560]  但它的時間表是我們掌握不到的
[00:04:16.560 --> 00:04:18.720]  我們看看這段經文
[00:04:18.720 --> 00:04:23.840]  《馬太福音》第一章 一至十七節
[00:04:23.840 --> 00:04:26.280]  《馬太福音》主要的對象
[00:04:26.280 --> 00:04:28.520]  寫的時候是寫給以色列人的
[00:04:28.520 --> 00:04:31.680]  特別是一些以色列信耶穌的人
[00:04:31.680 --> 00:04:33.400]  來創造一個信徒
[00:04:33.400 --> 00:04:35.280]  所以他們是一群以色列的
[00:04:35.280 --> 00:04:38.280]  很關心自己國家民族命運的一群人
[00:04:38.280 --> 00:04:39.560]  但他們又想耶穌了
[00:04:39.560 --> 00:04:41.400]  他們知道耶穌
[00:04:41.400 --> 00:04:43.760]  承認耶穌就是要來的基督
[00:04:43.760 --> 00:04:45.560]  他們盼望的尼塞亞
[00:04:45.560 --> 00:04:47.200]  所以《馬太福音》這段經文
[00:04:47.200 --> 00:04:50.640]  其實是很側重這個角度去寫的
[00:04:50.640 --> 00:04:53.440]  一章一至十七節
[00:04:53.440 --> 00:04:58.800]  看上去大概是挺工整的
[00:04:58.800 --> 00:05:01.360]  第一節是引言
[00:05:01.360 --> 00:05:04.440]  十七節是結束
[00:05:04.440 --> 00:05:06.440]  中間分為三段
[00:05:06.440 --> 00:05:09.640]  三段將加譜斬開做三部分
[00:05:09.640 --> 00:05:12.360]  我們試試這樣讀好不好
[00:05:12.360 --> 00:05:14.440]  我想你回家不會這樣讀
[00:05:14.440 --> 00:05:17.280]  認真讀的了 所以在這裡認真一點
[00:05:17.280 --> 00:05:19.320]  第一節我讀
[00:05:19.320 --> 00:05:20.720]  最後我讀
[00:05:20.720 --> 00:05:21.760]  包頭包尾
[00:05:21.760 --> 00:05:26.480]  請姐妹讀一節到第六節的上半部
[00:05:26.480 --> 00:05:28.600]  弟兄讀六節的下半部
[00:05:28.600 --> 00:05:30.480]  到第十一節
[00:05:30.480 --> 00:05:33.840]  姐妹再讀十二節到第十六節
[00:05:33.840 --> 00:05:36.880]  這三部分是給我讀的
[00:05:36.880 --> 00:05:39.480]  《馬太福音》第一章第一節
[00:05:39.480 --> 00:05:41.160]  阿伯拉罕的後裔
[00:05:41.160 --> 00:05:42.560]  大衛的子孫
[00:05:42.560 --> 00:05:44.960]  耶穌基督的加譜
[00:05:44.960 --> 00:05:47.200]  十七節
[00:05:47.200 --> 00:05:51.240]  這樣從阿伯拉罕到大衛共有十四代
[00:05:51.240 --> 00:05:54.120]  從大衛到遷至巴比倫的時候
[00:05:54.120 --> 00:05:55.720]  也有十四代
[00:05:55.720 --> 00:05:58.440]  從遷至巴比倫的時候到基督
[00:05:58.440 --> 00:06:01.320]  又有十四代
[00:06:01.320 --> 00:06:03.200]  所以這段經文很工整
[00:06:03.200 --> 00:06:06.680]  排得齊齊齊的
[00:06:06.680 --> 00:06:08.840]  如果我們認真去看的話
[00:06:08.840 --> 00:06:11.360]  讀的時候我想
[00:06:11.360 --> 00:06:14.320]  應該有些名字大家很熟悉
[00:06:14.320 --> 00:06:16.360]  有些名字應該很陌生
[00:06:16.360 --> 00:06:18.200]  我不知道你一邊讀的時候
[00:06:18.200 --> 00:06:19.760]  一邊聽的時候
[00:06:19.760 --> 00:06:20.920]  讀到某些名字
[00:06:20.920 --> 00:06:25.040]  你會不會想起那個人的故事
[00:06:25.040 --> 00:06:25.920]  我想也會
[00:06:25.920 --> 00:06:27.360]  讀到阿伯拉罕
[00:06:27.360 --> 00:06:29.160]  讀到以撒瓦國
[00:06:29.160 --> 00:06:30.400]  這些比較熟悉的名字
[00:06:30.400 --> 00:06:33.000]  我相信我們是比較熟悉的
[00:06:33.000 --> 00:06:34.000]  這些名字
[00:06:34.000 --> 00:06:35.920]  或者是大衛
[00:06:35.920 --> 00:06:38.800]  或者是去到某些的王希西加
[00:06:38.800 --> 00:06:41.000]  可能你也會有些印象
[00:06:41.000 --> 00:06:43.240]  有些名字是比較陌生的
[00:06:43.240 --> 00:06:45.400]  可能好像從來沒聽過
[00:06:45.400 --> 00:06:46.720]  曾經有這樣的名字
[00:06:46.720 --> 00:06:47.520]  阿金
[00:06:47.520 --> 00:06:49.200]  不是那部電影的那個
[00:06:49.200 --> 00:06:50.800]  這樣的感覺
[00:06:50.800 --> 00:06:53.240]  我相信也會有的
[00:06:53.240 --> 00:06:55.480]  這個是一個王室的家譜
[00:06:55.480 --> 00:06:57.680]  因為它是在說
[00:06:57.680 --> 00:07:00.880]  透過阿伯拉罕的後代
[00:07:00.880 --> 00:07:03.200]  一路生到大衛再下去
[00:07:03.200 --> 00:07:06.400]  是在說那些王
[00:07:06.400 --> 00:07:08.720]  王室的成員
[00:07:08.720 --> 00:07:12.240]  成為這些家譜裡面的人物
[00:07:12.240 --> 00:07:15.080]  如果我們看得比較像
[00:07:15.080 --> 00:07:16.520]  我們叫Michael那樣看
[00:07:16.520 --> 00:07:17.480]  看著這些名字
[00:07:17.480 --> 00:07:19.040]  想一下他的故事
[00:07:19.040 --> 00:07:21.000]  我相信我們也會想到一些內容
[00:07:21.000 --> 00:07:21.880]  記得某些
[00:07:21.880 --> 00:07:23.000]  有些印象
[00:07:23.000 --> 00:07:26.520]  有些事情是在我腦海裡浮出來的
[00:07:26.520 --> 00:07:27.440]  這樣看
[00:07:27.440 --> 00:07:30.120]  我們就會看到一個一個的名字
[00:07:30.120 --> 00:07:32.520]  背後的一個一個的故事
[00:07:32.520 --> 00:07:33.760]  一個一個的歷史
[00:07:33.760 --> 00:07:34.440]  一個片段
[00:07:34.440 --> 00:07:36.000]  曾經有些記載
[00:07:36.000 --> 00:07:37.520]  相當詳細
[00:07:37.520 --> 00:07:39.600]  有些記載得很少
[00:07:39.600 --> 00:07:41.560]  甚至可能沒有
[00:07:41.560 --> 00:07:43.200]  如果我們這樣看
[00:07:43.200 --> 00:07:45.160]  我們就會看到人的故事
[00:07:45.160 --> 00:07:46.120]  透過人的名字
[00:07:46.120 --> 00:07:47.200]  看到這個人
[00:07:47.200 --> 00:07:48.080]  他生了這個
[00:07:48.080 --> 00:07:49.280]  這個發生了什麼事
[00:07:49.280 --> 00:07:50.480]  這個又生了這個
[00:07:50.480 --> 00:07:51.880]  這個又發生了什麼事
[00:07:51.880 --> 00:07:54.240]  可能我們會這樣想
[00:07:54.240 --> 00:07:57.640]  如果我們把鏡頭zoom遠一點
[00:07:57.640 --> 00:07:59.040]  不要只是看這個名字
[00:07:59.040 --> 00:08:00.360]  看整個圖
[00:08:00.360 --> 00:08:01.680]  好像地圖那樣看
[00:08:01.680 --> 00:08:02.800]  Google Map那些
[00:08:02.800 --> 00:08:04.360]  一看遠一點的話
[00:08:04.360 --> 00:08:06.520]  我想你看到的不是一個個的名字
[00:08:06.520 --> 00:08:08.520]  你看到整條線
[00:08:08.520 --> 00:08:09.840]  整條線
[00:08:09.840 --> 00:08:11.280]  不知道你有沒有覺得
[00:08:11.280 --> 00:08:12.760]  如果我們逐個名字看
[00:08:12.760 --> 00:08:16.400]  我們在看這些人的故事
[00:08:16.400 --> 00:08:18.840]  如果我們看整條線
[00:08:18.840 --> 00:08:21.600]  其實這個是神的故事
[00:08:21.600 --> 00:08:22.560]  就是說
[00:08:22.560 --> 00:08:23.680]  我們的神
[00:08:23.680 --> 00:08:25.200]  透過這些人物
[00:08:25.200 --> 00:08:25.880]  這些這樣的
[00:08:25.880 --> 00:08:27.520]  一直串連下去
[00:08:27.520 --> 00:08:30.320]  其實他很想告訴我們
[00:08:30.320 --> 00:08:32.720]  他想告訴我們一個故事
[00:08:32.720 --> 00:08:34.440]  神怎樣救贖人類
[00:08:34.440 --> 00:08:36.080]  因為耶穌來到這個世界
[00:08:36.080 --> 00:08:38.000]  最後的名字
[00:08:38.000 --> 00:08:40.840]  就是要將他的百姓從罪惡裡救出來
[00:08:40.840 --> 00:08:43.680]  接著說耶穌降生就是說這件事
[00:08:43.680 --> 00:08:46.920]  所以由阿伯拉罕一直講到耶穌
[00:08:46.920 --> 00:08:48.440]  這麼多代裡面
[00:08:48.440 --> 00:08:50.240]  如果我們從神的角度
[00:08:50.240 --> 00:08:52.400]  或者從一個更廣闊的角度看的話
[00:08:52.400 --> 00:08:54.880]  我們看到這是一個神的恩情
[00:08:54.880 --> 00:08:58.080]  神的一個拯救世界的故事
[00:08:58.080 --> 00:09:00.240]  如果我們從裡面逐個逐個看
[00:09:00.240 --> 00:09:02.760]  我們可能會看到每一個片段
[00:09:02.760 --> 00:09:05.520]  每一個人的故事
[00:09:05.520 --> 00:09:06.760]  如果再說下去
[00:09:06.760 --> 00:09:07.960]  我們可以這樣說
[00:09:07.960 --> 00:09:09.800]  神的故事
[00:09:09.800 --> 00:09:15.280]  其實是透過人的故事編織而成的
[00:09:15.280 --> 00:09:16.520]  你有沒有想過
[00:09:16.520 --> 00:09:19.560]  可能你一生裡面做的事情
[00:09:19.560 --> 00:09:22.480]  可能是編織著神的故事
[00:09:22.480 --> 00:09:23.720]  神可能透過你
[00:09:23.720 --> 00:09:25.080]  透過你旁邊的那個
[00:09:25.080 --> 00:09:26.240]  透過我們的上一代
[00:09:26.240 --> 00:09:27.520]  透過我們的下一代
[00:09:27.520 --> 00:09:29.840]  他要編織他的故事
[00:09:29.840 --> 00:09:31.440]  這個家譜其實是
[00:09:31.440 --> 00:09:34.080]  好像想邀請我們
[00:09:34.080 --> 00:09:35.120]  這樣去思想
[00:09:35.120 --> 00:09:37.320]  不是那些名字令我們很陌生
[00:09:37.320 --> 00:09:39.120]  令我們覺得很沉悶
[00:09:39.120 --> 00:09:41.040]  他好像很想告訴我們
[00:09:41.040 --> 00:09:43.160]  如果我們想我們人生的藍圖
[00:09:43.160 --> 00:09:44.320]  是怎樣的話
[00:09:44.320 --> 00:09:47.960]  其實我們好像要先看一下神的藍圖
[00:09:47.960 --> 00:09:50.280]  然後再想一下我們的藍圖
[00:09:50.280 --> 00:09:51.520]  怎樣fit進去
[00:09:51.520 --> 00:09:54.120]  神怎樣放他們進去
[00:09:54.120 --> 00:09:54.880]  OK
[00:09:54.880 --> 00:09:55.600]  好了
[00:09:55.600 --> 00:09:57.000]  所以就
[00:09:57.000 --> 00:09:58.440]  我們試試看這個故事
[00:09:58.440 --> 00:10:00.680]  看看這個家譜帶給我們的故事
[00:10:00.680 --> 00:10:02.880]  第一樣我想看的就是
[00:10:02.880 --> 00:10:05.600]  他不是記下所有舊約的人物
[00:10:05.600 --> 00:10:07.640]  他不是記下所有亞伯拉罕
[00:10:07.640 --> 00:10:09.360]  去到耶穌的所有人物
[00:10:09.360 --> 00:10:10.120]  可以不是
[00:10:10.120 --> 00:10:11.360]  他只是選一條線去記
[00:10:11.360 --> 00:10:12.760]  就是王族
[00:10:12.760 --> 00:10:14.960]  那條線去記
[00:10:14.960 --> 00:10:16.400]  開頭的時候
[00:10:16.400 --> 00:10:18.240]  如果我們是以色列人
[00:10:18.240 --> 00:10:19.800]  我相信我們讀這些
[00:10:19.800 --> 00:10:21.800]  其實是很有意思的
[00:10:21.800 --> 00:10:24.880]  我們可能尋根追本溯源
[00:10:24.880 --> 00:10:26.280]  但如果我們不是以色列人
[00:10:26.280 --> 00:10:28.640]  看下去其實跟我們有什麼關係呢
[00:10:28.640 --> 00:10:30.000]  我覺得關係就是
[00:10:30.000 --> 00:10:34.000]  我們能夠看到神的救贖的痕跡
[00:10:34.000 --> 00:10:36.280]  然後再看看我們可以怎樣參與
[00:10:36.280 --> 00:10:41.680]  這個家譜它特別標榜兩個人物
[00:10:41.680 --> 00:10:43.560]  一個就是亞伯拉罕
[00:10:43.560 --> 00:10:45.360]  第二個是誰
[00:10:45.360 --> 00:10:46.400]  就是大衛
[00:10:46.400 --> 00:10:47.360]  人形這樣說
[00:10:47.360 --> 00:10:48.600]  亞伯拉罕的後裔
[00:10:48.600 --> 00:10:49.680]  大衛的子孫
[00:10:49.680 --> 00:10:50.680]  原文兩個字一樣
[00:10:50.680 --> 00:10:52.080]  都是兒子那個字
[00:10:52.080 --> 00:10:53.800]  就是說亞伯拉罕的兒子
[00:10:53.800 --> 00:10:54.800]  大衛的兒子
[00:10:54.800 --> 00:10:55.400]  OK
[00:10:55.400 --> 00:10:56.360]  就是耶穌基督的人
[00:10:56.360 --> 00:10:58.560]  他的家譜是這樣記載的
[00:10:58.560 --> 00:11:02.840]  所以是由兩個人物做開始的
[00:11:02.840 --> 00:11:03.960]  亞伯拉罕
[00:11:03.960 --> 00:11:05.000]  對以色列人來說
[00:11:05.000 --> 00:11:07.200]  他們的祖先就是亞伯拉罕
[00:11:07.200 --> 00:11:10.240]  所以他們不會說亞伯拉罕之前那個
[00:11:10.240 --> 00:11:13.920]  大家當然知道亞伯拉罕之前還有爸爸
[00:11:13.920 --> 00:11:15.440]  知道是誰嗎
[00:11:15.440 --> 00:11:17.080]  嚇到大家了
[00:11:17.080 --> 00:11:21.200]  叫他拉
[00:11:21.200 --> 00:11:23.320]  但其實對於以色列人來說
[00:11:23.320 --> 00:11:25.040]  他不是太關心他拉
[00:11:25.040 --> 00:11:28.120]  因為似乎是神先揀選亞伯拉罕
[00:11:28.120 --> 00:11:30.360]  呼召他出來
[00:11:30.360 --> 00:11:33.280]  他就成為了以色列人的祖先
[00:11:33.280 --> 00:11:35.320]  所以他們關心的是去到亞伯拉罕
[00:11:35.320 --> 00:11:37.160]  這個就是他的起點
[00:11:37.160 --> 00:11:39.360]  如果我們再看下去的話
[00:11:39.360 --> 00:11:41.760]  他這段經文的結構很明顯
[00:11:41.760 --> 00:11:44.560]  分到剛才的這三段
[00:11:44.560 --> 00:11:46.080]  第二節到第六節
[00:11:46.080 --> 00:11:50.120]  由亞伯拉罕一直記載到大衛
[00:11:50.120 --> 00:11:51.840]  到第一個段
[00:11:51.840 --> 00:11:53.720]  然後第二個段是落在什麼呢
[00:11:53.720 --> 00:11:55.160]  大衛這個王
[00:11:55.160 --> 00:11:59.560]  然後由大衛開始記載到一個叫耶哥尼亞
[00:11:59.560 --> 00:12:00.680]  這個也是王來的
[00:12:00.680 --> 00:12:02.680]  猶大最後一個王來的
[00:12:02.680 --> 00:12:04.080]  結束為止
[00:12:04.080 --> 00:12:05.680]  從那時候開始
[00:12:05.680 --> 00:12:09.080]  大衛的王朝就結束了
[00:12:09.080 --> 00:12:10.800]  這是一個很悲哀的日子
[00:12:10.800 --> 00:12:12.080]  對於以色列人來說
[00:12:12.080 --> 00:12:16.680]  他們期盼神揀他們的民族
[00:12:16.680 --> 00:12:18.920]  是帶著極大的能力
[00:12:18.920 --> 00:12:20.960]  極大的榮耀
[00:12:20.960 --> 00:12:22.160]  不知為何
[00:12:22.160 --> 00:12:23.080]  他們那裡
[00:12:23.080 --> 00:12:24.800]  巴比倫將他們滅了
[00:12:24.800 --> 00:12:26.720]  他們失去了自己的地圖
[00:12:26.720 --> 00:12:29.000]  失去了自己的國家
[00:12:29.000 --> 00:12:32.280]  耶哥尼亞是大衛王朝的結束
[00:12:32.280 --> 00:12:34.960]  所以第二段是說大衛王朝的開始
[00:12:34.960 --> 00:12:37.240]  到大衛王朝的結束
[00:12:37.240 --> 00:12:40.120]  第三段是說秘魯的日子
[00:12:40.120 --> 00:12:42.720]  那些王朝的後代
[00:12:42.720 --> 00:12:44.880]  繼續生下來
[00:12:44.880 --> 00:12:47.840]  一直由遷到巴比倫
[00:12:47.840 --> 00:12:48.840]  秘魯之後
[00:12:48.840 --> 00:12:50.640]  這個耶哥尼亞一直生
[00:12:50.640 --> 00:12:53.640]  一直到約瑟
[00:12:53.640 --> 00:12:54.880]  和瑪利亞
[00:12:54.880 --> 00:12:59.400]  最後就出現了耶穌基督
[00:12:59.400 --> 00:13:00.600]  耶穌基督可以說是
[00:13:00.600 --> 00:13:02.680]  整個家譜裡面的高峰
[00:13:02.680 --> 00:13:04.520]  是以色列人引頸以待的
[00:13:04.520 --> 00:13:05.800]  一個君王
[00:13:05.800 --> 00:13:10.560]  他們盼望這個王將會來到
[00:13:10.560 --> 00:13:13.600]  他說每段有十四代
[00:13:13.600 --> 00:13:14.560]  刻意這樣分的
[00:13:14.560 --> 00:13:15.840]  十四代
[00:13:15.840 --> 00:13:16.560]  不知道大家有沒有試過
[00:13:16.560 --> 00:13:17.280]  真的數一下
[00:13:17.280 --> 00:13:18.840]  是不是真的十四個
[00:13:18.840 --> 00:13:21.080]  大家可能沒那麼空做這些事
[00:13:21.080 --> 00:13:21.800]  我也試過數過
[00:13:21.800 --> 00:13:23.040]  真的是十四個
[00:13:23.040 --> 00:13:24.560]  三個段也是
[00:13:24.560 --> 00:13:25.640]  十四
[00:13:25.640 --> 00:13:26.800]  那麼十四
[00:13:26.800 --> 00:13:28.520]  那麼我就
[00:13:28.520 --> 00:13:30.320]  不過這個十四代
[00:13:30.320 --> 00:13:32.800]  如果我們再認真去看
[00:13:32.800 --> 00:13:33.920]  你就會發覺
[00:13:33.920 --> 00:13:36.360]  其實它不是很準的
[00:13:36.360 --> 00:13:37.920]  它有一點點拼的
[00:13:37.920 --> 00:13:38.640]  就是強行來的
[00:13:38.640 --> 00:13:40.160]  你說得是
[00:13:40.160 --> 00:13:42.200]  好了
[00:13:42.200 --> 00:13:43.800]  我們試一下舉一點例子
[00:13:43.800 --> 00:13:44.880]  我想看看那個powerpoint
[00:13:44.880 --> 00:13:47.480]  我預備了那個powerpoint的第一章
[00:13:47.480 --> 00:13:48.880]  第六節
[00:13:48.880 --> 00:13:51.320]  就是說馬太福音一章第八節
[00:13:51.320 --> 00:13:52.480]  第二段經文
[00:13:52.480 --> 00:13:55.320]  那裡說阿薩生若沙發
[00:13:55.320 --> 00:13:57.360]  若沙發生若蘭
[00:13:57.360 --> 00:13:59.160]  若蘭生烏西亞
[00:13:59.160 --> 00:14:00.400]  烏西亞生若坦
[00:14:00.400 --> 00:14:02.280]  這個就是馬太福音的家譜的記載
[00:14:02.280 --> 00:14:03.280]  馬太是這麼記的
[00:14:03.280 --> 00:14:06.120]  就是若沙發若蘭烏西亞若坦
[00:14:06.120 --> 00:14:07.840]  其中這一段是這樣的
[00:14:07.840 --> 00:14:11.440]  但是如果我們看回舊約裡面的家譜
[00:14:11.440 --> 00:14:12.880]  歷代至上的家譜
[00:14:12.880 --> 00:14:14.120]  第三章第十一節
[00:14:14.120 --> 00:14:16.400]  都記載這一段的
[00:14:16.400 --> 00:14:17.880]  你比較一下
[00:14:17.880 --> 00:14:19.720]  有一點不同的
[00:14:19.720 --> 00:14:22.600]  那裡說若沙發的兒子是若蘭
[00:14:22.600 --> 00:14:24.400]  若蘭的兒子是阿哈謝
[00:14:24.400 --> 00:14:26.360]  阿哈謝的兒子是約阿斯
[00:14:26.360 --> 00:14:28.880]  約阿斯的兒子是阿瑪謝
[00:14:28.880 --> 00:14:31.240]  阿瑪謝的兒子是阿薩利亞
[00:14:31.240 --> 00:14:34.320]  阿薩利亞的兒子是若坦
[00:14:34.320 --> 00:14:38.120]  應該是聶王記是這樣說的
[00:14:38.120 --> 00:14:40.160]  阿薩利亞跟烏西亞是一樣的
[00:14:40.160 --> 00:14:41.040]  不過兩個名字而已
[00:14:41.040 --> 00:14:42.640]  所以其實這個問題不大
[00:14:42.640 --> 00:14:44.360]  兩個名稱是同一個人
[00:14:44.360 --> 00:14:46.240]  但是中間你會發覺
[00:14:46.240 --> 00:14:49.080]  歷代至上多了三個
[00:14:49.080 --> 00:14:50.200]  你可以這樣說
[00:14:50.200 --> 00:14:54.800]  是馬太刪除了三個
[00:14:54.800 --> 00:14:55.840]  奇怪
[00:14:55.840 --> 00:14:58.280]  為什麼他刪除了三個王的名字
[00:14:58.280 --> 00:14:59.640]  就好像直接說
[00:14:59.640 --> 00:15:00.600]  就是說什麼
[00:15:00.600 --> 00:15:02.880]  就是說若蘭就生烏西亞
[00:15:02.880 --> 00:15:07.600]  其實若蘭生了幾代才到烏西亞
[00:15:07.600 --> 00:15:08.720]  OK
[00:15:08.720 --> 00:15:10.040]  我馬上有個疑問
[00:15:10.040 --> 00:15:12.720]  那就是砌的
[00:15:12.720 --> 00:15:14.120]  就是做的
[00:15:14.120 --> 00:15:14.640]  有沒有問題
[00:15:14.640 --> 00:15:16.040]  先用誤導
[00:15:16.040 --> 00:15:18.520]  《聖經》說誤導是很大件事的
[00:15:18.520 --> 00:15:20.320]  所以我們要理解一件事
[00:15:20.320 --> 00:15:23.200]  原來在《聖經》的說法裡面
[00:15:23.200 --> 00:15:24.720]  它用詞上面
[00:15:24.720 --> 00:15:27.680]  當它說某某生某某的時候
[00:15:27.680 --> 00:15:30.760]  不一定代表這是父子關係的
[00:15:30.760 --> 00:15:31.400]  再說一次
[00:15:31.400 --> 00:15:32.800]  某某生某某
[00:15:32.800 --> 00:15:34.400]  不一定是父子關係
[00:15:34.400 --> 00:15:36.800]  可能是爺爺生孫子都可以的
[00:15:36.800 --> 00:15:39.000]  他們可以這樣用這個字眼的
[00:15:39.000 --> 00:15:41.280]  甚至是曾祖父生曾孫
[00:15:41.280 --> 00:15:42.520]  都可以這樣說的
[00:15:42.520 --> 00:15:44.160]  它是跨越地這樣說的生
[00:15:44.160 --> 00:15:45.120]  都可以的
