
[00:00:00.000 --> 00:00:03.880]  今日在當我們科技失控的時候
[00:03:03.000 --> 00:03:07.520]  「受死復活,聖靈差顯」
[00:03:07.520 --> 00:03:10.400]  今天要講的是一個光明的故事
[00:03:10.400 --> 00:03:13.040]  下個星期講的是一個黑暗的故事
[00:03:13.040 --> 00:03:16.600]  但是通過一個光明進入黑暗的故事
[00:03:16.600 --> 00:03:20.760]  最後我們會看見一個福音廣傳地極的故事
[00:03:20.760 --> 00:03:25.640]  一個更加最終光明的故事
[00:03:25.640 --> 00:03:27.720]  剛纔我們讀的那段聖經
[00:03:27.720 --> 00:03:31.800]  可以分爲三部分
[00:03:31.800 --> 00:03:34.480]  第一部分是
[00:03:34.480 --> 00:03:36.520]  一開始的時候講到
[00:03:36.520 --> 00:03:41.320]  「門徒相相對對,十二門徒出差去」
[00:03:41.320 --> 00:03:46.640]  第二段講到「天國近了,傳揚福音求悔改」
[00:03:46.640 --> 00:03:49.000]  第三段經文講的是
[00:03:49.000 --> 00:03:53.640]  「被捕受死,復活的約翰三文字」
[00:03:53.640 --> 00:03:55.400]  你可能會問林牧師
[00:03:55.400 --> 00:03:58.760]  什麼叫做「復活約翰三文字」
[00:03:58.760 --> 00:04:00.640]  如果你將剛纔那段經文
[00:04:00.640 --> 00:04:03.120]  順序地排列去讀的時候
[00:04:03.120 --> 00:04:06.920]  你會發現有一個三文字的樣式
[00:04:06.920 --> 00:04:08.600]  一開始的時候
[00:04:08.600 --> 00:04:13.800]  是講到「使徒被差,兩個兩個出去傳道」
[00:04:13.800 --> 00:04:15.400]  去到最後有一節
[00:04:15.400 --> 00:04:18.200]  第六章第三十節講到「使徒歸隊」
[00:04:18.200 --> 00:04:21.200]  所以開始的時候講到「使徒被差出去」
[00:04:21.200 --> 00:04:23.160]  最後是「使徒歸隊」
[00:04:23.160 --> 00:04:27.680]  他們將所做所傳的全部報告主耶穌基督
[00:04:27.680 --> 00:04:29.880]  而在中間裏面
[00:04:29.880 --> 00:04:32.000]  有個漢堡包中間那塊肉
[00:04:32.000 --> 00:04:36.560]  就是講到「屍體被領去」
[00:04:36.560 --> 00:04:41.080]  接着傳聞屍體約翰後來竟然復活了
[00:04:41.080 --> 00:04:43.000]  所以當你順序去看
[00:04:43.000 --> 00:04:45.480]  爲什麼我們剛纔要讀完這麼多段聖經
[00:04:45.480 --> 00:04:47.360]  就因爲最後有一節
[00:04:47.360 --> 00:04:50.040]  有一節包底的故事
[00:04:50.040 --> 00:04:53.760]  就是說他們使徒回來這裏
[00:04:53.760 --> 00:04:54.560]  你就這樣看
[00:04:54.560 --> 00:04:59.520]  你會發現這是一個很不平均的麪包三文字
[00:04:59.520 --> 00:05:02.400]  它下面那層面包非常薄
[00:05:02.400 --> 00:05:05.680]  但是那個形狀是非常清晰
[00:05:05.680 --> 00:05:10.160]  馬可擺明是要請我們喫一個三文字
[00:05:10.160 --> 00:05:15.160]  三文字外面是講到主耶穌基督的門徒出去傳訪福音
[00:05:15.160 --> 00:05:18.120]  三文字的中間講到
[00:05:18.120 --> 00:05:21.720]  屍體約翰因爲見證的餘孤受死
[00:05:21.720 --> 00:05:26.320]  然而有個傳聞說屍體約翰復活了
[00:05:26.320 --> 00:05:29.760]  今天我們不會看中間那塊雞
[00:05:29.760 --> 00:05:34.680]  我們會最精會神的看外面那層面包
[00:05:34.680 --> 00:05:35.760]  不過你不用擔心
[00:05:35.760 --> 00:05:38.600]  因爲麪包其實也很好喫
[00:05:38.600 --> 00:05:41.200]  也非常有營養
[00:05:41.200 --> 00:05:45.560]  我想和你一起去看今天的聖經
[00:05:45.560 --> 00:05:47.400]  馬可福音第六章第六節這樣說
[00:05:47.400 --> 00:05:49.960]  耶穌走遍周圍
[00:05:49.960 --> 00:05:51.880]  鄉村教導人
[00:05:51.880 --> 00:05:54.520]  我想你記得之前發生了什麼事
[00:05:54.520 --> 00:05:58.000]  耶穌回了祂的家鄉拿撒勒
[00:05:58.000 --> 00:06:00.560]  在那裏祂被人拒絕
[00:06:00.560 --> 00:06:02.480]  祂含着淚說再見
[00:06:02.480 --> 00:06:06.040]  祂道別祂拿撒勒的親友
[00:06:06.040 --> 00:06:08.560]  然而耶穌沒有自暴自棄
[00:06:08.560 --> 00:06:13.560]  祂相反更加迫切地去傳揚天國的福音
[00:06:13.560 --> 00:06:15.360]  祂不單止身體力行
[00:06:15.360 --> 00:06:17.200]  自己去傳揚福音
[00:06:17.200 --> 00:06:19.440]  在第六章第七節那裏講到
[00:06:19.440 --> 00:06:23.560]  祂更加是積極擴展祂宣教的團隊
[00:06:23.560 --> 00:06:25.040]  第六章第七節這樣說
[00:06:25.040 --> 00:06:27.680]  祂叫了十二個使徒來
[00:06:27.680 --> 00:06:31.480]  差遣他們兩個兩個出去
[00:06:31.480 --> 00:06:33.760]  我想我們當中也有很多人有機會
[00:06:33.760 --> 00:06:37.000]  做過代表公司出差
[00:06:37.000 --> 00:06:38.560]  起初你是新人的時候
[00:06:38.560 --> 00:06:40.440]  可能你跟着你的老闆去
[00:06:40.440 --> 00:06:41.640]  去到一個新的地方
[00:06:41.640 --> 00:06:43.280]  你在那裏都是行行企企
[00:06:43.280 --> 00:06:44.160]  喫飯幾味
[00:06:44.160 --> 00:06:45.480]  你沒有什麼可以做到的
[00:06:45.480 --> 00:06:47.480]  你只能夠得個體質
[00:06:47.480 --> 00:06:48.920]  然而你去了幾次之後
[00:06:48.920 --> 00:06:51.200]  你老闆可能有一天跟你說
[00:06:51.200 --> 00:06:54.200]  我們公司現在派你們兩個出去
[00:06:54.200 --> 00:06:57.480]  你們將你之前所看到所學到的東西
[00:06:57.480 --> 00:07:01.720]  你可以好像我照樣去做
[00:07:01.720 --> 00:07:03.920]  如果我們一直有看着馬克福音
[00:07:03.920 --> 00:07:05.120]  我們知道之前
[00:07:05.120 --> 00:07:07.680]  門徒已經跟着耶穌一段時間
[00:07:07.680 --> 00:07:10.160]  他們聽到主耶穌基督的講道
[00:07:10.160 --> 00:07:13.040]  他們看到耶穌怎樣去醫治衆人
[00:07:13.040 --> 00:07:16.440]  他們更加看到耶穌怎樣去趕鬼
[00:07:16.440 --> 00:07:19.760]  現在是到他們代表耶穌
[00:07:19.760 --> 00:07:23.000]  代表天國去出差的時候
[00:07:23.000 --> 00:07:27.680]  我不知道你是十二位門徒的其中一位
[00:07:27.680 --> 00:07:29.760]  你的心情會是怎樣
[00:07:29.760 --> 00:07:31.840]  在你出發之前那一晚
[00:07:31.840 --> 00:07:34.680]  你的心情會是怎樣
[00:07:34.680 --> 00:07:38.000]  可能當中我們很積極的人會急不及待
[00:07:38.000 --> 00:07:39.800]  很希望去經歷上帝
[00:07:39.800 --> 00:07:42.480]  在我們生命裏面的一些作爲
[00:07:42.480 --> 00:07:43.480]  可能另外一方面
[00:07:43.480 --> 00:07:45.600]  也會有些人他會覺得很戰戰兢兢
[00:07:45.600 --> 00:07:47.080]  因爲從來沒有試過
[00:07:47.080 --> 00:07:48.920]  沒有師父在我們生命裏面
[00:07:48.920 --> 00:07:54.600]  他會覺得很戰戰兢兢因爲從來沒有試過沒有師父在我們身邊
[00:07:54.600 --> 00:07:58.440]  感謝主上帝不單止獨自差我們出去
[00:07:58.440 --> 00:08:03.360]  他更加賦予了我們天國的權柄
[00:08:03.360 --> 00:08:06.880]  這裏講到將主耶穌基督差他們出去的時候
[00:08:06.880 --> 00:08:10.200]  他也賜給他們權柄
[00:08:10.200 --> 00:08:13.160]  去制服、護衛主耶穌基督
[00:08:13.160 --> 00:08:15.120]  差他們出去的時候
[00:08:15.120 --> 00:08:16.680]  不是單單他們出去
[00:08:16.680 --> 00:08:20.120]  而是天國的權柄在他們身上
[00:08:20.120 --> 00:08:23.280]  如果你想起一些中國古代的功夫片
[00:08:23.280 --> 00:08:26.280]  你可以想象在之前出發的那一晚
[00:08:26.280 --> 00:08:28.160]  師父坐在那裏
[00:08:28.160 --> 00:08:31.280]  然後要十二個門徒個個坐圍着他坐
[00:08:31.280 --> 00:08:35.560]  然後他在那裏傳授他的內功、他的真氣
[00:08:35.560 --> 00:08:38.520]  於是他突然間這些人當帝進去的時候
[00:08:38.520 --> 00:08:40.240]  他充滿着信心
[00:08:40.240 --> 00:08:43.720]  因爲他感覺到他生命裏面有一股真氣
[00:08:43.720 --> 00:08:45.960]  他現在可以好像耶穌一樣
[00:08:45.960 --> 00:08:51.040]  去醫治、去趕鬼、去傳福音
[00:08:51.040 --> 00:08:53.680]  如果你乍眼去看的時候
[00:08:53.680 --> 00:08:57.840]  你會發現耶穌彷彿是呼召他們去做兩件事
[00:08:57.840 --> 00:08:58.560]  第一件事
[00:08:58.560 --> 00:09:01.960]  耶穌很明顯是叫他們去傳揚福音
[00:09:01.960 --> 00:09:03.080]  但還有另外一件事
[00:09:03.080 --> 00:09:08.240]  你會發現耶穌好像也是叫他們去趕鬼、去醫治
[00:09:08.240 --> 00:09:10.160]  如果我們不明白聖經的時候
[00:09:10.160 --> 00:09:13.520]  很容易將這件事成爲兩樣平衡的事
[00:09:13.520 --> 00:09:17.040]  但如果你之前一直有跟着我去想馬洪福音
[00:09:17.040 --> 00:09:19.000]  你有細心去思想的時候
[00:09:19.000 --> 00:09:23.480]  你知道其實耶穌猜法是他們的工作只有一樣
[00:09:23.480 --> 00:09:25.480]  有一樣是最主要的工作
[00:09:25.480 --> 00:09:28.440]  其他的工作都是次要的
[00:09:28.440 --> 00:09:32.960]  最主要的工作就是教導、就是傳道
[00:09:32.960 --> 00:09:37.200]  我不知道你記不記得耶穌第一次傳道的故事
[00:09:37.200 --> 00:09:39.440]  是在一個地方叫加伯隆
[00:09:39.440 --> 00:09:44.680]  在加伯隆裏面進入了一個猶太人的會堂
[00:09:44.680 --> 00:09:46.800]  在會堂裏面他開始講道
[00:09:46.800 --> 00:09:49.600]  他講道里面帶着權柄
[00:09:49.600 --> 00:09:51.240]  因爲他講道的權柄
[00:09:51.240 --> 00:09:53.720]  然後走了個什麼出來
[00:09:53.720 --> 00:09:55.040]  污靈
[00:09:55.040 --> 00:09:59.360]  那堂道我叫做會堂裏的污鬼
[00:09:59.360 --> 00:10:02.840]  是因爲他的講道所以那些污鬼纔出來
[00:10:02.840 --> 00:10:05.400]  他去不是去趕鬼
[00:10:05.400 --> 00:10:06.960]  是因爲他的道
[00:10:06.960 --> 00:10:08.040]  天國的道
[00:10:08.040 --> 00:10:09.280]  權柄的道
[00:10:09.280 --> 00:10:12.960]  令到這個污鬼現形
[00:10:12.960 --> 00:10:14.720]  而我們開始發現
[00:10:14.720 --> 00:10:16.320]  原來猶太人的會堂
[00:10:16.320 --> 00:10:19.080]  原來全部都是鬼屋
[00:10:19.080 --> 00:10:21.880]  所以耶穌不是派他們出去
[00:10:21.880 --> 00:10:24.000]  講道、趕鬼
[00:10:24.000 --> 00:10:26.720]  而是在講道的過程裏面
[00:10:26.720 --> 00:10:28.240]  那些鬼會現身
[00:10:28.240 --> 00:10:32.040]  以至他會去趕鬼
[00:10:32.040 --> 00:10:32.960]  當你想想
[00:10:32.960 --> 00:10:35.560]  依治的神蹟其實一樣
[00:10:35.560 --> 00:10:38.000]  依治的神蹟不是重要的
[00:10:38.000 --> 00:10:40.680]  最重要的是天國的信息
[00:10:40.680 --> 00:10:43.400]  當你去看耶穌所行的依治神蹟的時候
[00:10:43.400 --> 00:10:46.160]  你發現耶穌的依治神蹟有兩種
[00:10:46.160 --> 00:10:48.960]  有一種是祂自己很想做的
[00:10:48.960 --> 00:10:51.080]  是祂專門去做的
[00:10:51.080 --> 00:10:54.360]  這些依治神蹟包括依治麻風病人
[00:10:54.360 --> 00:10:57.440]  包括將一個死人從死裏復活
[00:10:57.440 --> 00:11:01.000]  爲什麼耶穌那麼喜歡做這些神蹟
[00:11:01.000 --> 00:11:05.880]  因爲這些神蹟是指向祂天國的福音
[00:11:05.880 --> 00:11:09.520]  也有另外一些很多很多其他的神蹟
[00:11:09.520 --> 00:11:10.880]  是耶穌根本不想做
[00:11:10.880 --> 00:11:12.800]  是被逼做出來的
[00:11:12.800 --> 00:11:16.000]  就是當很多人聽到祂有依治的能力
[00:11:16.000 --> 00:11:19.720]  於是他們一波風湧過來去摸耶穌
[00:11:19.720 --> 00:11:22.400]  而祂說我得救了
[00:11:22.400 --> 00:11:25.240]  我們香港腳現在不香了
[00:11:25.240 --> 00:11:29.520]  他們以爲耶穌是一個神蹟形式的人
[00:11:29.520 --> 00:11:30.920]  其實耶穌來
[00:11:30.920 --> 00:11:34.720]  祂所做的一切是要指向天國的福音
[00:11:34.720 --> 00:11:37.800]  我想你記住在門徒的事宮裏面
[00:11:37.800 --> 00:11:39.800]  也在今天教會的事宮裏面
[00:11:39.800 --> 00:11:43.280]  寸道、教道是最中心的東西
[00:11:43.280 --> 00:11:45.560]  當你繼續看下去這段聖經的時候
[00:11:45.560 --> 00:11:48.800]  你會越來越清晰
[00:11:48.800 --> 00:11:51.240]  很多基督徒看到前面兩節
[00:11:51.240 --> 00:11:54.480]  都看到主耶穌基督猜他們出去的時候
[00:11:54.480 --> 00:11:57.560]  是兩個兩個的出去
[00:11:57.560 --> 00:11:59.560]  所以今天我們很多人
[00:11:59.560 --> 00:12:02.440]  無論你自己在本地出去傳福音也好
[00:12:02.440 --> 00:12:03.920]  去外地的時候
[00:12:03.920 --> 00:12:07.040]  都喜歡兩個兩個去傳
[00:12:07.040 --> 00:12:13.280]  有沒有想過爲什麼耶穌要他們兩個兩個去傳呢?
[00:12:13.280 --> 00:12:16.920]  通常普遍的想法有三個可能性
[00:12:16.920 --> 00:12:18.560]  第一個人家說
[00:12:18.560 --> 00:12:21.600]  兩個兩個人纔可以互相幫助
[00:12:21.600 --> 00:12:23.320]  有商有量
[00:12:23.320 --> 00:12:26.000]  我們說在路上都有個照應
[00:12:26.000 --> 00:12:28.240]  可以取長補短
[00:12:28.240 --> 00:12:29.600]  甚至我們可以說
[00:12:29.600 --> 00:12:33.120]  你記得嗎林牧師在傳道書第四章裏面說
[00:12:33.120 --> 00:12:35.160]  兩個人總比一個好
[00:12:35.160 --> 00:12:37.560]  一個跌倒的時候另外可以扶他
[00:12:37.560 --> 00:12:40.120]  兩個人一起睡可以取暖
[00:12:40.120 --> 00:12:42.560]  一個遇到人攻擊的時候
[00:12:42.560 --> 00:12:44.560]  都有人一起可以抵擋
[00:12:44.560 --> 00:12:47.640]  很明顯耶穌猜派他們出去
[00:12:47.640 --> 00:12:51.000]  是因爲他們可以互相幫助
[00:12:51.000 --> 00:12:53.000]  這是一個可能性
[00:12:53.000 --> 00:12:55.200]  第二個可能性有人會說
[00:12:55.200 --> 00:12:59.920]  因爲耶穌要他們彼此監察以防有人懶惰
[00:12:59.920 --> 00:13:02.200]  這是比較負面的想法
[00:13:02.200 --> 00:13:04.200]  但是也非常實際
[00:13:04.200 --> 00:13:07.160]  你信不信得過你今天就這樣
[00:13:07.160 --> 00:13:08.680]  送那條小孩出去
[00:13:08.680 --> 00:13:10.200]  去幫你出差
[00:13:10.200 --> 00:13:12.240]  你可能不是很信得過
[00:13:12.240 --> 00:13:14.000]  於是你猜兩個人
[00:13:14.000 --> 00:13:17.280]  兩個人可以彼此監察
[00:13:17.280 --> 00:13:18.280]  這是比較負面的
[00:13:18.280 --> 00:13:21.480]  但是更正面的第三個可能性
[00:13:21.480 --> 00:13:24.280]  要建立培養團隊的精神
[00:13:24.280 --> 00:13:27.480]  耶穌知道最終教會一定要合一
[00:13:27.480 --> 00:13:29.760]  如果要教會合一
[00:13:29.760 --> 00:13:31.280]  彼此一定要磨合
[00:13:31.280 --> 00:13:33.680]  你要磨合就要一起去生活
[00:13:33.680 --> 00:13:35.480]  在生活當中你磨合
[00:13:35.480 --> 00:13:39.080]  最終我們就會有教會合一的現象
[00:13:39.080 --> 00:13:40.280]  如果我問你
[00:13:40.280 --> 00:13:43.960]  耶穌爲什麼要猜他們兩個出去
[00:13:43.960 --> 00:13:45.560]  你會怎麼選擇呢?
[00:13:45.560 --> 00:13:47.360]  是1、2、3
[00:13:47.360 --> 00:13:49.360]  是A、B、C
[00:13:49.360 --> 00:13:50.560]  是誰呢?
[00:13:50.560 --> 00:13:51.760]  可能有些人比較聰明
[00:13:51.760 --> 00:13:55.760]  他就說我可不可以選擇所有以上
[00:13:55.760 --> 00:13:57.960]  以上全部都對
[00:13:57.960 --> 00:13:59.160]  可以的
[00:13:59.160 --> 00:14:02.160]  但是All of the above是錯的
[00:14:02.160 --> 00:14:04.560]  答案是None of the above
[00:14:04.560 --> 00:14:06.960]  以上所有都是錯的
[00:14:06.960 --> 00:14:10.360]  爲什麼耶穌要送他們一對一對出去
[00:14:10.360 --> 00:14:11.960]  原來是有理由的
[00:14:11.960 --> 00:14:14.160]  有一箇舊約的典故
[00:14:14.160 --> 00:14:17.560]  但是這個舊約的典故不是傳道書
[00:14:17.560 --> 00:14:21.560]  這個舊約的典故是生命記
[00:14:21.560 --> 00:14:24.760]  如果你有手機或者聖經在你前面
[00:14:24.760 --> 00:14:29.360]  你可以幫我打開生命記第十九章第十五節
[00:14:29.360 --> 00:14:31.360]  生命記第十九章第十五節
[00:14:31.360 --> 00:14:34.360]  請聽我讀
[00:14:34.360 --> 00:14:36.360]  生命記第十九章第十五節這麼說
[00:14:36.360 --> 00:14:38.360]  人無論犯什麼罪
[00:14:38.360 --> 00:14:39.560]  作什麼案
[00:14:39.560 --> 00:14:42.560]  不可單憑一個人的見證
[00:14:42.560 --> 00:14:45.760]  總要憑兩個證人的口
[00:14:45.760 --> 00:14:49.160]  或三個證人的口纔可以定案
[00:14:49.160 --> 00:14:50.960]  爲什麼要有兩個人
[00:14:50.960 --> 00:14:53.960]  因爲當你去審判一個地方的時候
[00:14:53.960 --> 00:14:56.160]  當你去審判一羣人的時候
[00:14:56.160 --> 00:14:58.160]  當你去審判罪案的時候
[00:14:58.160 --> 00:14:59.960]  不可以一個人定案
[00:14:59.960 --> 00:15:03.360]  起碼要有兩個人去定案
[00:15:03.360 --> 00:15:07.360]  耶穌猜他們出去傳揚天國的信息
[00:15:07.360 --> 00:15:11.160]  天國的信息是什麼樣的信息
[00:15:11.160 --> 00:15:14.160]  有的人會說天國信息是愛的信息
[00:15:14.160 --> 00:15:16.360]  我不可以說你錯
[00:15:16.360 --> 00:15:18.960]  但是有沒有想過天國的信息
[00:15:18.960 --> 00:15:22.360]  在未是愛的信息之前
[00:15:22.360 --> 00:15:26.560]  或者在愛的信息背後有另外一個信息
[00:15:26.560 --> 00:15:30.960]  就是天國的信息是一個帶有審判的信息
[00:15:30.960 --> 00:15:33.360]  所以他們要兩個人兩個人出去
[00:15:33.360 --> 00:15:36.360]  因爲他們兩個人要同心合意的
[00:15:36.360 --> 00:15:40.360]  去定那個城市的罪
[00:15:40.360 --> 00:15:45.760]  傳福音是一個非常沉重的使命
[00:15:45.760 --> 00:15:49.360]  你有沒有想過傳福音是一個非常沉重的使命
[00:15:49.360 --> 00:15:52.160]  傳福音不是賣菜
[00:15:52.160 --> 00:15:53.360]  今天對不對
[00:15:53.360 --> 00:15:54.760]  不對明天再來
[00:15:54.760 --> 00:15:56.760]  我明天還會在這裏
[00:15:56.760 --> 00:15:58.760]  你怎麼知道我明天會在這裏
[00:15:58.760 --> 00:16:02.760]  你怎麼知道你明天還會在這裏
[00:16:02.760 --> 00:16:05.160]  今天很多人我們去到報道會的時候
[00:16:05.160 --> 00:16:09.360]  我們都是用一種很輕鬆的環境
[00:16:09.360 --> 00:16:11.160]  很正面地和大家說
[00:16:11.160 --> 00:16:13.760]  我們和你分享上帝的愛
[00:16:13.760 --> 00:16:17.560]  然後呼叫那些人可不可以願意相信耶穌
[00:16:17.560 --> 00:16:19.960]  當他們說好啊我決志我信的時候
[00:16:19.960 --> 00:16:24.360]  他說真的恭喜你你已經在天國裏面
[00:16:24.360 --> 00:16:26.760]  然後對於那些未信的朋友
[00:16:26.760 --> 00:16:31.160]  他說我希望你今天來到我們的教會
[00:16:31.160 --> 00:16:34.560]  都經歷到上帝的愛
[00:16:34.560 --> 00:16:38.960]  可能下一次輪到你做決志去信耶穌
[00:16:38.960 --> 00:16:40.360]  我們永遠都是這樣想
[00:16:40.360 --> 00:16:44.160]  我們說希望你可以經歷到上帝的愛
[00:16:44.160 --> 00:16:45.360]  從來沒有人會說
[00:16:45.360 --> 00:16:47.360]  我希望你在我們教會里面
[00:16:47.360 --> 00:16:51.160]  經歷到上帝沉重的憤怒
[00:16:51.160 --> 00:16:52.160]  什麼叫傳福音
[00:16:52.160 --> 00:16:53.560]  什麼叫報道會
[00:16:53.560 --> 00:16:56.760]  那個人走出來應該走不出去
[00:16:56.760 --> 00:17:04.360]  因爲他被上帝的憤怒所困住
[00:17:04.360 --> 00:17:06.560]  儘管他不願意相信
[00:17:06.560 --> 00:17:09.360]  在那一刻在那個信息當中
[00:17:09.360 --> 00:17:12.160]  他應該看見上帝的憤怒
[00:17:12.160 --> 00:17:16.360]  沉重的審判在他人生當中
[00:17:16.360 --> 00:17:20.760]  所以有時我們今天去到別人的報道會的時候
[00:17:20.760 --> 00:17:22.960]  聽到那些這樣的音樂
[00:17:22.960 --> 00:17:26.560]  聽到那些這樣的信息的時候
[00:17:26.560 --> 00:17:27.960]  那種輕描淡寫
[00:17:27.960 --> 00:17:34.360]  令我們沒辦法跟聖經裏面的福音連在一起
[00:17:34.360 --> 00:17:35.760]  我有個朋友以前說
[00:17:35.760 --> 00:17:39.560]  這個叫做the unbearable lightness of being
[00:17:39.560 --> 00:17:42.960]  人生中不能承受的輕
[00:17:42.960 --> 00:17:44.960]  生命是這麼沉重的一件事
[00:17:44.960 --> 00:17:46.960]  最後一個這麼沉重的一件事
[00:17:46.960 --> 00:17:48.360]  竟然你去到教會
[00:17:48.360 --> 00:17:50.960]  在那裏跟你說救恩的時候
[00:17:50.960 --> 00:17:53.960]  會是一個這麼輕描淡寫的東西
[00:17:53.960 --> 00:17:57.160]  the unbearable lightness of being
[00:17:57.160 --> 00:17:59.160]  基督徒應該是人類裏面
[00:17:59.160 --> 00:18:01.760]  最覺得沉重的一羣人
[00:18:01.760 --> 00:18:04.560]  然而今天我們去聽到教會里面的信息
[00:18:04.560 --> 00:18:07.960]  是最沒有深度
[00:18:07.960 --> 00:18:09.560]  最沒有能量
[00:18:09.560 --> 00:18:15.760]  最沒有一個重量的一個信息
[00:18:15.760 --> 00:18:17.360]  我們所謂的缺志者
[00:18:17.360 --> 00:18:21.160]  是不是真正悔改進入天國
[00:18:21.160 --> 00:18:22.760]  我們所信的不信者
[00:18:22.760 --> 00:18:24.560]  是不是真的還有下一次
[00:18:24.560 --> 00:18:27.560]  還有一個機會再信主耶穌基督
[00:18:27.560 --> 00:18:29.560]  當你繼續去讀這段聖經的時候
[00:18:29.560 --> 00:18:31.960]  你會發現
[00:18:31.960 --> 00:18:34.560]  當主耶穌基督差派他們出去
[00:18:34.560 --> 00:18:36.160]  傳悔改的信息的時候
[00:18:36.160 --> 00:18:38.360]  主耶穌基督是要他們很細心
[00:18:38.360 --> 00:18:41.960]  很用心地去將天國的信息傳開去
[00:18:41.960 --> 00:18:46.560]  不是一個鐘兩個鐘的報道會
[00:18:46.560 --> 00:18:49.560]  而是叫他們用心住在那個地方
[00:18:49.560 --> 00:18:55.760]  將上帝傳盤的信息傳到當中
[00:18:55.760 --> 00:18:58.560]  而當天國的信息被拒絕的時候
[00:18:58.560 --> 00:18:59.560]  這兩個人
[00:18:59.560 --> 00:19:00.360]  這兩個人
[00:19:00.360 --> 00:19:02.160]  你記得他要兩個兩個
[00:19:02.160 --> 00:19:05.960]  這兩個人要同心合意地
[00:19:05.960 --> 00:19:08.560]  籤那張死亡紙
