
[00:00:00.000 --> 00:00:03.900]  各位迪士尼的朋友們早安
[00:04:25.500 --> 00:04:28.500]  他說所以你一定要出來得早
[00:04:28.500 --> 00:04:29.500]  你有心要福祀
[00:04:29.500 --> 00:04:31.500]  你就出來早
[00:04:31.500 --> 00:04:33.000]  不要像游泳
[00:04:33.000 --> 00:04:35.500]  有的人不會游泳你知道嗎
[00:04:35.500 --> 00:04:38.000]  他一輩子在那邊做健身操
[00:04:38.000 --> 00:04:41.000]  學瓦斯學氧室學換氣
[00:04:41.000 --> 00:04:43.000]  從來沒有下水
[00:04:43.000 --> 00:04:44.500]  他永遠不會游泳
[00:04:44.500 --> 00:04:45.500]  你知道嗎
[00:04:45.500 --> 00:04:49.000]  所以路士說你要出來得早
[00:04:49.000 --> 00:04:51.500]  第二你要活得久
[00:04:51.500 --> 00:04:53.000]  如果說你二十多歲出來福祀
[00:04:53.000 --> 00:04:55.000]  你三十多歲就被人揭穿了
[00:04:55.000 --> 00:04:57.000]  你只福祀了十多年
[00:04:57.000 --> 00:04:59.000]  所以你身體也要保養好
[00:04:59.000 --> 00:05:01.000]  是不是
[00:05:01.000 --> 00:05:03.000]  所以你活得要久
[00:05:03.000 --> 00:05:06.500]  第三你要自是忠心
[00:05:06.500 --> 00:05:09.500]  因為就算說你早早出來福祀
[00:05:09.500 --> 00:05:11.000]  你身體也很好
[00:05:11.000 --> 00:05:13.000]  但是你福祀亂七八糟
[00:05:13.000 --> 00:05:15.500]  神都要你自是了
[00:05:15.500 --> 00:05:18.000]  我換別人了也不行嗎
[00:05:18.000 --> 00:05:20.000]  聖經上不是也有講
[00:05:20.000 --> 00:05:23.000]  掃羅又高大又英俊
[00:05:23.000 --> 00:05:24.500]  又有能力
[00:05:24.500 --> 00:05:28.000]  年紀輕輕就出來做以色列人的王
[00:05:28.000 --> 00:05:32.000]  但是當他背離了神的時候
[00:05:32.000 --> 00:05:34.000]  神就要換人了不是嗎
[00:05:34.000 --> 00:05:37.000]  所以一例一限
[00:05:37.000 --> 00:05:41.000]  他是亞伯拉罕家中最老資格
[00:05:41.000 --> 00:05:43.000]  因為他活得久
[00:05:43.000 --> 00:05:44.500]  因為他福祀得久
[00:05:44.500 --> 00:05:47.000]  因為他忠心自是
[00:05:47.000 --> 00:05:53.000]  這是我們僕人福祀的典範
[00:05:53.000 --> 00:05:56.000]  聖經裡面總共有十一個人
[00:05:56.000 --> 00:06:00.000]  他的名字叫一例一限
[00:06:00.000 --> 00:06:03.000]  摩西有兩個兒子
[00:06:03.000 --> 00:06:05.000]  一個兒子叫葛順
[00:06:05.000 --> 00:06:10.000]  意思是我是在曠野漂流的
[00:06:10.000 --> 00:06:13.000]  確實是一輩子在曠野漂流
[00:06:13.000 --> 00:06:16.000]  第二個兒子就叫一例一限
[00:06:16.000 --> 00:06:18.000]  因為神幫助他
[00:06:18.000 --> 00:06:20.000]  帶領他們出埃及
[00:06:20.000 --> 00:06:24.000]  感謝神贊成
[00:06:24.000 --> 00:06:27.000]  聖經上面還有講說
[00:06:27.000 --> 00:06:29.000]  在大胃王的時代
[00:06:29.000 --> 00:06:31.000]  人為班尼的時候
[00:06:31.000 --> 00:06:34.000]  其實要在前面吹響
[00:06:34.000 --> 00:06:35.000]  他就有一個祭祀
[00:06:35.000 --> 00:06:38.000]  名字叫一例一限
[00:06:38.000 --> 00:06:42.000]  這個一例一限是亞伯拉罕家中
[00:06:42.000 --> 00:06:44.000]  最老的一個夫人
[00:06:44.000 --> 00:06:47.000]  一例一限受到亞伯拉罕的託付
[00:06:47.000 --> 00:06:48.000]  是什麼
[00:06:48.000 --> 00:06:51.000]  託付他什麼事情
[00:06:51.000 --> 00:06:54.000]  要叫他為他的兒子米薩
[00:06:54.000 --> 00:06:55.000]  去考一個老婆
[00:06:55.000 --> 00:06:58.000]  是不是
[00:06:58.000 --> 00:07:00.000]  神不是呼召亞伯拉罕
[00:07:00.000 --> 00:07:02.000]  出吾爾下迦南嗎
[00:07:02.000 --> 00:07:04.000]  其實他們來到
[00:07:04.000 --> 00:07:08.000]  出吾爾來到拿赫城的時候
[00:07:08.000 --> 00:07:09.000]  其他的人都不走了
[00:07:09.000 --> 00:07:11.000]  亞伯拉罕的兄弟姐妹都不走了
[00:07:11.000 --> 00:07:13.000]  就只有亞伯拉罕帶著羅德
[00:07:13.000 --> 00:07:16.000]  繼續走來到迦南平原
[00:07:16.000 --> 00:07:19.000]  所以就定居在神所應許的
[00:07:19.000 --> 00:07:21.000]  牛奶與蜜之地
[00:07:21.000 --> 00:07:23.000]  那麼亞伯拉罕就說
[00:07:23.000 --> 00:07:25.000]  這個地方就是拿赫城的地方
[00:07:25.000 --> 00:07:27.000]  去給我的兒子
[00:07:27.000 --> 00:07:30.000]  找一個新娘子給他
[00:07:30.000 --> 00:07:33.000]  因為那個時候亞伯拉罕的妻子
[00:07:33.000 --> 00:07:35.000]  叫做米薩
[00:07:35.000 --> 00:07:37.000]  莎拉
[00:07:37.000 --> 00:07:39.000]  莎拉已經過世兩三年了
[00:07:39.000 --> 00:07:41.000]  那麼米薩呢
[00:07:41.000 --> 00:07:43.000]  心裡面沒有安慰
[00:07:43.000 --> 00:07:45.000]  你知道嗎
[00:07:45.000 --> 00:07:47.000]  這個小孩其實現在也不小了
[00:07:47.000 --> 00:07:48.000]  也該成家了
[00:07:48.000 --> 00:07:50.000]  媽媽也沒有了
[00:07:50.000 --> 00:07:52.000]  所以他心裡面很孤單
[00:07:52.000 --> 00:07:53.000]  他很害怕
[00:07:53.000 --> 00:07:56.000]  不知道前面是什麼樣子
[00:07:56.000 --> 00:07:57.000]  所以亞伯拉罕就
[00:07:57.000 --> 00:08:00.000]  開一個老夫人去
[00:08:00.000 --> 00:08:02.000]  亞伯拉罕就叫他來說
[00:08:02.000 --> 00:08:04.000]  你把手放在我的大腿底下
[00:08:04.000 --> 00:08:05.000]  這是一種
[00:08:05.000 --> 00:08:07.000]  他們的習俗
[00:08:07.000 --> 00:08:09.000]  好像是
[00:08:09.000 --> 00:08:10.000]  我自己講好了
[00:08:10.000 --> 00:08:12.000]  就是握著生殖器
[00:08:12.000 --> 00:08:13.000]  然後去發誓
[00:08:13.000 --> 00:08:14.000]  意思是說
[00:08:14.000 --> 00:08:15.000]  我如果不這麼做
[00:08:15.000 --> 00:08:17.000]  我就有絕子絕生的意思
[00:08:17.000 --> 00:08:20.000]  所以握著大腿底
[00:08:20.000 --> 00:08:21.000]  大腿根
[00:08:21.000 --> 00:08:22.000]  就要他起誓
[00:08:22.000 --> 00:08:23.000]  然後跟他說
[00:08:23.000 --> 00:08:26.000]  你去為我兒子娶個媳婦
[00:08:26.000 --> 00:08:28.000]  那麼我們做夫人的
[00:08:28.000 --> 00:08:30.000]  我們要忠心
[00:08:30.000 --> 00:08:33.000]  要搞清楚你到底你要我做什麼
[00:08:33.000 --> 00:08:35.000]  所以這個夫人一個意思就是說
[00:08:35.000 --> 00:08:39.000]  如果我找不到的話
[00:08:39.000 --> 00:08:41.000]  我可不可以把你兒子帶過去
[00:08:41.000 --> 00:08:43.000]  或者是人家不願意回來這裡
[00:08:43.000 --> 00:08:45.000]  我可不可以把你兒子帶去
[00:08:45.000 --> 00:08:47.000]  亞伯拉罕說不可以
[00:08:47.000 --> 00:08:48.000]  因為他記得很清楚
[00:08:48.000 --> 00:08:50.000]  神主定許他的牛奶
[00:08:50.000 --> 00:08:51.000]  營運之地
[00:08:51.000 --> 00:08:52.000]  是在迦南土地
[00:08:52.000 --> 00:08:55.000]  所以必須要回到迦南去
[00:08:55.000 --> 00:08:58.000]  取回來
[00:08:58.000 --> 00:09:00.000]  通通都講清楚了
[00:09:00.000 --> 00:09:02.000]  就立了誓就許了約
[00:09:02.000 --> 00:09:07.000]  所以當我們接受呼召的時候
[00:09:07.000 --> 00:09:09.000]  我們要搞清楚
[00:09:09.000 --> 00:09:12.000]  我們有什麼約定
[00:09:12.000 --> 00:09:13.000]  結婚有婚約
[00:09:13.000 --> 00:09:14.000]  不是嗎
[00:09:14.000 --> 00:09:17.000]  不論是貧窮或者是貴
[00:09:17.000 --> 00:09:19.000]  不論是健康或者是什麼
[00:09:19.000 --> 00:09:21.000]  不論是什麼
[00:09:21.000 --> 00:09:22.000]  事事方休
[00:09:22.000 --> 00:09:23.000]  不是嗎
[00:09:23.000 --> 00:09:25.000]  這是一個約定
[00:09:25.000 --> 00:09:26.000]  我們做夫人
[00:09:26.000 --> 00:09:27.000]  為主人做事
[00:09:27.000 --> 00:09:28.000]  也有約定
[00:09:28.000 --> 00:09:30.000]  我們在教會裡有婦事
[00:09:30.000 --> 00:09:32.000]  我們是跟神約定
[00:09:32.000 --> 00:09:37.000]  甚至於我們要謙卑順服
[00:09:37.000 --> 00:09:38.000]  我有一個朋友
[00:09:38.000 --> 00:09:41.000]  他在台灣一個靈陽堂
[00:09:41.000 --> 00:09:43.000]  很大的靈陽堂
[00:09:43.000 --> 00:09:45.000]  他很好奇就去參加
[00:09:45.000 --> 00:09:48.000]  他們的童工訓練
[00:09:48.000 --> 00:09:49.000]  小股長訓練
[00:09:49.000 --> 00:09:52.000]  其實他自己已經是區長
[00:09:52.000 --> 00:09:56.000]  他以前在生命和在流童故事裡面
[00:09:56.000 --> 00:09:59.000]  他是區長
[00:09:59.000 --> 00:10:01.000]  結果他一個結論就是說
[00:10:01.000 --> 00:10:05.000]  所有訓練三個月只講一件事情
[00:10:05.000 --> 00:10:08.000]  謙卑順服
[00:10:08.000 --> 00:10:10.000]  我也要謙卑順服
[00:10:10.000 --> 00:10:12.000]  我要向我們的神
[00:10:12.000 --> 00:10:13.000]  我要向這個教會
[00:10:13.000 --> 00:10:15.000]  我要向眾長
[00:10:15.000 --> 00:10:16.000]  眾牧長
[00:10:16.000 --> 00:10:18.000]  眾人謙卑順服
[00:10:18.000 --> 00:10:21.000]  我們弟兄姊妹也是應當如此
[00:10:21.000 --> 00:10:24.000]  不然那就沒有意義了
[00:10:24.000 --> 00:10:27.000]  不然我們就是在做我們自己的事情
[00:10:27.000 --> 00:10:29.000]  對不對
[00:10:29.000 --> 00:10:32.000]  所以我們必須要回應這個呼召
[00:10:32.000 --> 00:10:34.000]  我們要清楚知道
[00:10:34.000 --> 00:10:38.000]  我們到底是要怎麼做
[00:10:38.000 --> 00:10:40.000]  另外我們還要反覆的濱明
[00:10:40.000 --> 00:10:42.000]  把事情搞清楚
[00:10:42.000 --> 00:10:44.000]  澄清疑問
[00:10:44.000 --> 00:10:45.000]  就像這個老婆說
[00:10:45.000 --> 00:10:47.000]  如果她不來我可以帶去等等
[00:10:47.000 --> 00:10:49.000]  都講得很清楚
[00:10:49.000 --> 00:10:51.000]  事情都講清楚了
[00:10:51.000 --> 00:10:54.000]  這個老婆人就準備出發
[00:10:54.000 --> 00:10:58.000]  曾經他們說她帶了幾匹駱駝
[00:10:58.000 --> 00:11:00.000]  十匹
[00:11:00.000 --> 00:11:01.000]  她是要到
[00:11:01.000 --> 00:11:05.000]  從嘉南平原到拿克城到尼索布達米亞
[00:11:05.000 --> 00:11:06.000]  我查了一下
[00:11:06.000 --> 00:11:12.000]  大概九百到一千里路
[00:11:12.000 --> 00:11:14.000]  軍人體型軍的話
[00:11:14.000 --> 00:11:18.000]  一個小時大概可以走到七百路
[00:11:18.000 --> 00:11:22.000]  但是年紀大的人大概五里就了不起了
[00:11:22.000 --> 00:11:23.000]  一個小時
[00:11:23.000 --> 00:11:26.000]  所以一天你能夠走六個小時已經不得了
[00:11:26.000 --> 00:11:28.000]  一個老人家
[00:11:28.000 --> 00:11:29.000]  是不是
[00:11:29.000 --> 00:11:33.000]  所以一天三十里路
[00:11:33.000 --> 00:11:35.000]  就是要走三十天的樣子
[00:11:35.000 --> 00:11:39.000]  所以她帶了十匹駱駝也差不多
[00:11:39.000 --> 00:11:43.000]  所以就這麼浩浩蕩蕩的出發了
[00:11:43.000 --> 00:11:45.000]  路遙知馬力
[00:11:45.000 --> 00:11:47.000]  日久怎麼樣
[00:11:47.000 --> 00:11:49.000]  見人心
[00:11:49.000 --> 00:11:51.000]  所以我認為這是什麼
[00:11:51.000 --> 00:11:55.000]  這是以利以謝的跨年之路
[00:11:55.000 --> 00:11:57.000]  我有的時候在想
[00:11:57.000 --> 00:12:01.000]  當神要亞伯拉罕把他的獨生以下
[00:12:01.000 --> 00:12:04.000]  就是現在要討媳婦這個以下
[00:12:04.000 --> 00:12:06.000]  所以你把她獻給我
[00:12:06.000 --> 00:12:07.000]  作為繁殖
[00:12:07.000 --> 00:12:08.000]  作為活祭獻給我
[00:12:08.000 --> 00:12:11.000]  把你獨生的愛子
[00:12:11.000 --> 00:12:13.000]  那麼亞伯拉罕
[00:12:13.000 --> 00:12:14.000]  牽著梨子帶著柴
[00:12:14.000 --> 00:12:20.000]  帶著以下一路往亞伯利亞山上去的時候
[00:12:20.000 --> 00:12:22.000]  那是亞伯拉罕的跨年路
[00:12:22.000 --> 00:12:25.000]  他心裡面也是不知道是怎麼寫的
[00:12:25.000 --> 00:12:29.000]  我認為他心裡面已經天人交叉
[00:12:29.000 --> 00:12:30.000]  是不是
[00:12:30.000 --> 00:12:32.000]  我就是一個兒子
[00:12:32.000 --> 00:12:34.000]  你要我把他殺了
[00:12:34.000 --> 00:12:36.000]  可以嗎
[00:12:36.000 --> 00:12:38.000]  好像耶穌基督
[00:12:38.000 --> 00:12:40.000]  當神呼召他
[00:12:40.000 --> 00:12:43.000]  神要他去釘死在十字架上
[00:12:43.000 --> 00:12:46.000]  他心裡面已經天人交叉
[00:12:46.000 --> 00:12:49.000]  他到感恩園去禱告
[00:12:49.000 --> 00:12:52.000]  若你許可請撤去這份
[00:12:52.000 --> 00:12:54.000]  會痛啊會死啊
[00:12:54.000 --> 00:12:56.000]  但是不要照我的意思
[00:12:56.000 --> 00:13:00.000]  所以一個人的忠心與果
[00:13:00.000 --> 00:13:05.000]  我們不能講說你對神有一點懷疑
[00:13:05.000 --> 00:13:06.000]  就不行
[00:13:06.000 --> 00:13:08.000]  乃至說你天人交叉
[00:13:08.000 --> 00:13:10.000]  你的結果是怎麼樣
[00:13:10.000 --> 00:13:14.000]  譬如講今天神要叫你做一件事情
[00:13:14.000 --> 00:13:18.000]  神要叫摩西說你去帶你身邊的人出來一起下迦南
[00:13:18.000 --> 00:13:21.000]  摩西說我憤怒著實了
[00:13:21.000 --> 00:13:23.000]  神最後都不高興了
[00:13:23.000 --> 00:13:25.000]  但是神說你要不要
[00:13:25.000 --> 00:13:26.000]  到底要不要
[00:13:26.000 --> 00:13:27.000]  你不會講話
[00:13:27.000 --> 00:13:28.000]  我叫你哥哥亞倫跟你講話
[00:13:28.000 --> 00:13:29.000]  你沒有權柄
[00:13:29.000 --> 00:13:31.000]  我把這個權柄給你等等
[00:13:31.000 --> 00:13:33.000]  所以摩西
[00:13:33.000 --> 00:13:34.000]  你沒權
[00:13:34.000 --> 00:13:36.000]  他成為神的眾議員
[00:13:36.000 --> 00:13:39.000]  所以當我們願意的時候
[00:13:39.000 --> 00:13:41.000]  就算說你不會
[00:13:41.000 --> 00:13:43.000]  你不行
[00:13:43.000 --> 00:13:45.000]  那麼神會幫助你的
[00:13:45.000 --> 00:13:48.000]  以利以謝也是如此
[00:13:48.000 --> 00:13:51.000]  不是說我們一萌的招就開始一環妥順
[00:13:51.000 --> 00:13:53.000]  不是說我們一萌招
[00:13:53.000 --> 00:13:55.000]  做神的事情就萬事橫衝
[00:13:55.000 --> 00:13:59.000]  不是我們一開始做神的事情就榮華富貴
[00:13:59.000 --> 00:14:01.000]  沒有這回事
[00:14:01.000 --> 00:14:03.000]  我要是享受榮華富貴萬事橫衝
[00:14:03.000 --> 00:14:06.000]  我早就做牧師了
[00:14:06.000 --> 00:14:08.000]  牧師非常難做
[00:14:08.000 --> 00:14:11.000]  教會你們也非常難做
[00:14:11.000 --> 00:14:12.000]  但是感謝神
[00:14:12.000 --> 00:14:14.000]  因為我知道
[00:14:14.000 --> 00:14:16.000]  我就好像以利以謝一樣
[00:14:16.000 --> 00:14:18.000]  他叫我去為他的兒子娶個媳婦
[00:14:18.000 --> 00:14:19.000]  我搞清楚了
[00:14:19.000 --> 00:14:20.000]  我知道了
[00:14:20.000 --> 00:14:21.000]  我就照這個命令
[00:14:21.000 --> 00:14:23.000]  直接誓死忠心
[00:14:23.000 --> 00:14:24.000]  永遠不移
[00:14:24.000 --> 00:14:26.000]  不管什麼事情發生
[00:14:26.000 --> 00:14:30.000]  我都是繼續往前走
[00:14:30.000 --> 00:14:31.000]  所以他一路上
[00:14:31.000 --> 00:14:33.000]  他心裡面真的享受
[00:14:33.000 --> 00:14:35.000]  我這個小主人
[00:14:35.000 --> 00:14:36.000]  他長大了
[00:14:36.000 --> 00:14:38.000]  我的產業都是他的
[00:14:38.000 --> 00:14:41.000]  我是不是要幫他做這個事情呢
[00:14:41.000 --> 00:14:43.000]  但是他很忠心
[00:14:43.000 --> 00:14:45.000]  他也講道理
[00:14:45.000 --> 00:14:48.000]  亞伯拉罕也不見得能夠無妒忌
[00:14:48.000 --> 00:14:50.000]  但是他誓死忠心
[00:14:50.000 --> 00:14:52.000]  他就再一次
[00:14:52.000 --> 00:14:54.000]  神引導他
[00:14:54.000 --> 00:14:59.000]  我們走天路歷程也是如此
[00:14:59.000 --> 00:15:04.000]  以利以謝的曠野之路固然難走
[00:15:04.000 --> 00:15:07.000]  但是神也帶領他
[00:15:07.000 --> 00:15:09.000]  所以神幫助他
[00:15:09.000 --> 00:15:10.000]  是他的名字
[00:15:10.000 --> 00:15:13.000]  神奇妙的引導
[00:15:13.000 --> 00:15:17.000]  聖經上面第24章10到11節說
[00:15:17.000 --> 00:15:20.000]  那胡人從他主人的臥鐸裡
[00:15:20.000 --> 00:15:22.000]  取了十匹臥鐸
[00:15:22.000 --> 00:15:25.000]  並拜感謝他主人的各樣的財物
[00:15:25.000 --> 00:15:28.000]  其身往尼索波達米亞
[00:15:28.000 --> 00:15:30.000]  到了拿赫的城
[00:15:30.000 --> 00:15:31.000]  天將亡
[00:15:31.000 --> 00:15:33.000]  眾女子出來打水的時候
[00:15:33.000 --> 00:15:39.000]  她被叫臥鐸跪在城外的水井那
[00:15:39.000 --> 00:15:41.000]  然後下一句話說
[00:15:41.000 --> 00:15:44.000]  他就禱告
[00:15:44.000 --> 00:15:46.000]  這麼長一個路程
[00:15:46.000 --> 00:15:47.000]  三十年路程
[00:15:47.000 --> 00:15:48.000]  只用了一句話
[00:15:48.000 --> 00:15:51.000]  他就交代過去
[00:15:51.000 --> 00:15:54.000]  我們師弟不也是這樣子嗎
[00:15:54.000 --> 00:15:55.000]  有的人五十
[00:15:55.000 --> 00:15:56.000]  我那個薩老師
[00:15:56.000 --> 00:15:58.000]  試身五十多年
[00:15:58.000 --> 00:16:00.000]  他現在還活著
[00:16:00.000 --> 00:16:02.000]  現在大概已經六十多年了
[00:16:02.000 --> 00:16:03.000]  五十
[00:16:03.000 --> 00:16:05.000]  全職
[00:16:05.000 --> 00:16:06.000]  就這麼一句話
[00:16:06.000 --> 00:16:08.000]  就交代過去
[00:16:08.000 --> 00:16:09.000]  我常常想
[00:16:09.000 --> 00:16:11.000]  將來有一天
[00:16:11.000 --> 00:16:12.000]  如果說我能夠服侍神
[00:16:12.000 --> 00:16:14.000]  不管是怎麼服侍
[00:16:14.000 --> 00:16:17.000]  能夠服侍到一百歲
[00:16:17.000 --> 00:16:21.000]  到時候我去建築的時候
[00:16:21.000 --> 00:16:25.000]  我的墓碑上面也是一句話
[00:16:25.000 --> 00:16:30.000]  1950年到20XX年
[00:16:30.000 --> 00:16:32.000]  這就是我的一生
[00:16:32.000 --> 00:16:33.000]  我服侍了多少年
[00:16:33.000 --> 00:16:35.000]  就這麼一句話
[00:16:35.000 --> 00:16:36.000]  你的豐功偉業
[00:16:36.000 --> 00:16:38.000]  你拜了多少人信主
[00:16:38.000 --> 00:16:40.000]  你做建的教會多大
[00:16:40.000 --> 00:16:41.000]  你的教會幹什麼
[00:16:41.000 --> 00:16:43.000]  就一句話
[00:16:43.000 --> 00:16:46.000]  一條一槓
[00:16:46.000 --> 00:16:49.000]  就你的一生就是這樣
[00:16:49.000 --> 00:16:52.000]  跟那個三天四夜
[00:16:52.000 --> 00:16:54.000]  我常常到這個武藝區
[00:16:54.000 --> 00:16:55.000]  去看法
[00:16:55.000 --> 00:16:57.000]  幫人家辦喪事的時候
[00:16:57.000 --> 00:16:59.000]  三個月三天的也是一句話
[00:16:59.000 --> 00:17:00.000]  什麼時候生
[00:17:00.000 --> 00:17:01.000]  什麼時候死
[00:17:01.000 --> 00:17:04.000]  還有兩個小時的都有
[00:17:04.000 --> 00:17:06.000]  我們就是這樣子
[00:17:06.000 --> 00:17:07.000]  所以你不要去計較那些
[00:17:07.000 --> 00:17:10.000]  到底我會怎麼樣
[00:17:10.000 --> 00:17:12.000]  因為你上帝奇妙的引導
[00:17:12.000 --> 00:17:14.000]  你絕對不會吃虧的
[00:17:14.000 --> 00:17:15.000]  是不是
[00:17:15.000 --> 00:17:16.000]  我假如說
[00:17:16.000 --> 00:17:17.000]  我自己在我的生命中
[00:17:17.000 --> 00:17:19.000]  我做了許許多多
[00:17:19.000 --> 00:17:20.000]  大大小小的事情
[00:17:20.000 --> 00:17:21.000]  犯錯的事情
