
[00:00:00.000 --> 00:00:02.820]  我今天跟大家分享
[00:01:49.220 --> 00:01:51.580]  就把那些小鴨趕到那個河裡面
[00:01:51.580 --> 00:01:53.580]  讓他們在那邊游水
[00:01:53.580 --> 00:01:57.340]  所以從孵這兩個蛋的時候
[00:01:57.340 --> 00:02:00.780]  這個教授呢 他就領悟出一些道理來
[00:02:00.780 --> 00:02:05.300]  他說一般在我們看到的這個母雞
[00:02:05.300 --> 00:02:09.540]  是沒有思想 沒有感情的
[00:02:09.540 --> 00:02:11.540]  可是這一隻母雞
[00:02:11.540 --> 00:02:13.220]  從這隻母雞的身上
[00:02:13.220 --> 00:02:16.540]  我們就看到很多的愛跟智慧
[00:02:16.540 --> 00:02:17.940]  所以這是很有意思的
[00:02:17.940 --> 00:02:23.260]  那我們一起來低頭禱告一下
[00:02:23.260 --> 00:02:24.860]  親愛的天父主耶穌 聖靈保佑
[00:02:24.860 --> 00:02:27.540]  是我們用感恩的心來向祢禱告
[00:02:27.540 --> 00:02:31.220]  因為實在的 我們知道的太少
[00:02:31.220 --> 00:02:32.860]  主啊 在我們的生命中
[00:02:32.860 --> 00:02:35.380]  我們有時候就如剛才我們的見證
[00:02:35.380 --> 00:02:38.340]  如果我們一不小心 我們就驕傲
[00:02:38.340 --> 00:02:39.740]  當我們驕傲感謝祢
[00:02:39.740 --> 00:02:41.500]  主耶穌 我們實在感謝祢
[00:02:41.500 --> 00:02:43.020]  當我們驕傲的時候
[00:02:43.020 --> 00:02:44.460]  祢就讓我們知道
[00:02:44.460 --> 00:02:46.100]  因為祢實在愛我們
[00:02:46.100 --> 00:02:49.220]  祢就讓我們體會到 主祢在我們身上
[00:02:49.220 --> 00:02:51.460]  有多麼美好的心意
[00:02:51.460 --> 00:02:55.340]  主啊 我們也真的是感謝讚美祢
[00:02:55.340 --> 00:02:56.980]  這個宇宙間的奧秘
[00:02:56.980 --> 00:02:58.980]  跟主祢之間的創造
[00:02:58.980 --> 00:03:01.020]  主啊 是何等的奇妙
[00:03:01.020 --> 00:03:02.420]  主耶穌真是願我們
[00:03:02.420 --> 00:03:05.020]  每一天都活在主裡的時候
[00:03:05.020 --> 00:03:07.980]  主祢的聖靈就不斷地來帶領 啟示我們
[00:03:07.980 --> 00:03:09.540]  好讓我們看清楚
[00:03:09.540 --> 00:03:12.060]  主祢的心意和帶領和智慧
[00:03:12.060 --> 00:03:14.220]  主我們願意活得像祢
[00:03:14.220 --> 00:03:15.700]  謝謝祢 主耶穌
[00:03:15.700 --> 00:03:17.380]  奉耶穌的名祈禱
[00:03:17.380 --> 00:03:20.580]  Amen
[00:03:20.580 --> 00:03:21.220]  感謝主
[00:03:21.220 --> 00:03:23.580]  今天我們剛才宣召的經文
[00:03:23.580 --> 00:03:26.740]  是在加拉太書第五章裡面
[00:03:26.740 --> 00:03:27.380]  有一句話
[00:03:27.380 --> 00:03:28.380]  他一開始他就講
[00:03:28.380 --> 00:03:32.740]  他說 我們蒙昭是為了要得自由
[00:03:32.740 --> 00:03:34.660]  我們蒙昭是為了要得自由
[00:03:34.660 --> 00:03:36.060]  這句話是什麼意思
[00:03:36.060 --> 00:03:36.940]  這句話就說
[00:03:36.940 --> 00:03:39.460]  我們信耶穌之後
[00:03:39.460 --> 00:03:40.940]  當我們信了耶穌
[00:03:40.940 --> 00:03:43.260]  當我們重生得救之後
[00:03:43.260 --> 00:03:47.060]  我們應該就要結出那個新自由的果子來
[00:03:47.060 --> 00:03:49.020]  我們就要活得無憂無慮
[00:03:49.020 --> 00:03:50.620]  自由自在
[00:03:50.620 --> 00:03:51.900]  像我們詩歌所說的
[00:03:51.900 --> 00:03:54.460]  唱的滿有能力
[00:03:54.460 --> 00:03:58.380]  而且我不知道你們有沒有這種經歷過
[00:03:58.380 --> 00:04:03.140]  說當你的生命一被神觸摸到的時候
[00:04:03.140 --> 00:04:05.580]  你人生的目標
[00:04:05.580 --> 00:04:07.060]  你愛的意義
[00:04:07.060 --> 00:04:08.540]  對價值的觀念
[00:04:08.540 --> 00:04:10.100]  還有你的生活方式
[00:04:10.100 --> 00:04:11.540]  就不一樣了
[00:04:11.540 --> 00:04:13.900]  你裡面那個愛的能量
[00:04:13.900 --> 00:04:16.340]  就會提高
[00:04:16.340 --> 00:04:19.700]  就會讓你能夠突破你生命中的瓶頸
[00:04:19.700 --> 00:04:22.540]  能夠幫助你走過艱難
[00:04:22.540 --> 00:04:29.500]  真的是幫助我們去經歷各樣的神蹟奇事
[00:04:29.500 --> 00:04:35.620]  而且今天我其實主要跟弟兄姊妹分享的一句經文
[00:04:35.620 --> 00:04:39.100]  就是愛人如己
[00:04:39.100 --> 00:04:41.220]  愛人如己這個詩
[00:04:41.220 --> 00:04:43.780]  在聖經裡面出現八次
[00:04:43.780 --> 00:04:45.740]  舊約也有新約也有
[00:04:45.740 --> 00:04:47.460]  然後這個四個字呢
[00:04:47.460 --> 00:04:54.620]  其實是神是看得非常有分量很重要的這四個字
[00:04:54.620 --> 00:04:57.860]  但是剛才我在講的
[00:04:57.860 --> 00:05:00.260]  蒙昭要得自由
[00:05:00.260 --> 00:05:06.580]  這個自由跟我們愛人如己之間有什麼關係
[00:05:06.580 --> 00:05:07.500]  有什麼關係
[00:05:07.500 --> 00:05:11.580]  那美國有一個很著名的一個作家叫 C.S. Lewis
[00:05:11.580 --> 00:05:13.620]  你們很多人都看過他的書
[00:05:13.620 --> 00:05:16.220]  這 C.S. Lewis 他是一個非常有趣的人
[00:05:16.220 --> 00:05:18.860]  他說 愛人如己
[00:05:18.860 --> 00:05:21.140]  如果你不會愛你自己
[00:05:21.140 --> 00:05:24.900]  請你不要用你的愛來愛我
[00:05:24.900 --> 00:05:29.300]  他講這句話是什麼意思
[00:05:29.300 --> 00:05:31.500]  弟兄姊妹 愛人如己
[00:05:31.500 --> 00:05:32.900]  愛 愛自己
[00:05:32.900 --> 00:05:34.700]  就是說表示說你要愛你自己
[00:05:34.700 --> 00:05:37.340]  愛你自己不是叫你要自私自利
[00:05:37.340 --> 00:05:39.300]  不管別人只顧自己
[00:05:39.300 --> 00:05:40.580]  不是這個意思
[00:05:40.580 --> 00:05:43.020]  愛人如己的意思就是說
[00:05:43.020 --> 00:05:48.500]  你要真的是能夠在跟人家相處的時候
[00:05:48.500 --> 00:05:51.260]  你能夠流出豐盛的生命
[00:05:51.260 --> 00:05:53.060]  你能夠有平安祥和
[00:05:53.060 --> 00:05:55.500]  跟人家處得很愉快
[00:05:55.500 --> 00:05:58.340]  而且這個 C.S. 他其實是在提醒我們
[00:05:58.340 --> 00:06:03.180]  讓我們要自己懂得怎麼樣管理我們自己
[00:06:03.180 --> 00:06:06.700]  因為剛才那個加拉賽書裡面也講到
[00:06:06.700 --> 00:06:09.860]  他說 因為全律法
[00:06:09.860 --> 00:06:14.100]  都包括在愛人如己這一句話裡面了
[00:06:14.100 --> 00:06:21.180]  所以如果今天我跟你的相處是很愉快的
[00:06:21.180 --> 00:06:26.020]  我跟你的相處對你是有造就的
[00:06:26.020 --> 00:06:32.860]  那我就會迫不及待的要讓你來愛我
[00:06:32.860 --> 00:06:40.420]  而且我也會認真的想要活出你裡面的耶穌
[00:06:40.420 --> 00:06:41.900]  親愛弟兄姊妹
[00:06:41.900 --> 00:06:49.020]  今天我想針對我們如何的有智慧的來愛我們自己
[00:06:49.020 --> 00:06:52.100]  再來跟大家一起分享 探討一下
[00:06:52.100 --> 00:06:56.820]  因為我們中國基督徒是非常需要來了解
[00:06:56.820 --> 00:07:01.020]  這個愛人如己的這個思想
[00:07:01.020 --> 00:07:07.140]  而且我希望大家是用一份屬天的想法來想
[00:07:07.140 --> 00:07:15.540]  有的人把這種屬天的想法形容是叫做天國尊榮文化
[00:07:15.540 --> 00:07:18.060]  就是說 天國尊榮文化就是說
[00:07:18.060 --> 00:07:23.300]  要把神賦新的生命帶到我們的生活中來
[00:07:23.300 --> 00:07:27.860]  帶到我們的家庭 我們的社區 我們的教會裡面
[00:07:27.860 --> 00:07:31.500]  如果你們常常上網的 教會的網站的人
[00:07:31.500 --> 00:07:33.900]  你們就會知道我們教會的每個禮拜
[00:07:33.900 --> 00:07:35.500]  每個月的第二個禮拜
[00:07:35.500 --> 00:07:38.820]  當然我們有主日的時候 我們有見證主日
[00:07:38.820 --> 00:07:41.020]  而這個見證主日的這個禮拜裡面
[00:07:41.020 --> 00:07:45.740]  我們也是偏重於在家庭跟人際關係
[00:07:45.740 --> 00:07:52.580]  所以今天我們所傳的不只是一個信仰
[00:07:52.580 --> 00:07:58.020]  我們所信的是一份關係 是我們跟神的關係
[00:07:58.020 --> 00:08:02.420]  所以我們這個神是無所不知 無所不在的
[00:08:02.420 --> 00:08:07.580]  祂是活在我們中間的 我們的生活裡面的
[00:08:07.580 --> 00:08:10.740]  所以我今天想跟大家來分析
[00:08:10.740 --> 00:08:16.860]  從如何地在身體的操練方面來愛你自己
[00:08:16.860 --> 00:08:23.060]  要如何地有智慧地愛你自己在生活上面 在身體方面
[00:08:23.060 --> 00:08:26.780]  我們大西穆斯很喜歡幫人家禱告的就是說
[00:08:26.780 --> 00:08:31.940]  願神祝福你 喝喝拉拉睡都正常
[00:08:31.940 --> 00:08:35.460]  以前我每次聽到這個東西都覺得這個人好俗氣
[00:08:35.460 --> 00:08:37.740]  可是你再仔細想一想
[00:08:37.740 --> 00:08:44.060]  這五個重點其實是我們生活中的一部分
[00:08:44.060 --> 00:08:50.020]  而且也最能夠證明我們是不是有自知能力的
[00:08:50.020 --> 00:08:52.980]  我們是不是有管理自己的能力的
[00:08:52.980 --> 00:08:56.460]  你知道從聖經一開始的時候就講了
[00:08:56.460 --> 00:08:58.340]  在《創世紀》裡面神就說
[00:08:58.340 --> 00:09:02.900]  祂說 圓中各樣的果子你都可以吃
[00:09:02.900 --> 00:09:07.380]  只是那顆分別三握數的果子你不可以吃
[00:09:07.380 --> 00:09:11.780]  所以可吃 可不可以吃 其實神都講得很清楚
[00:09:11.780 --> 00:09:21.340]  可是我們的Lady Eva一開始的時候就做錯事情
[00:09:21.340 --> 00:09:24.300]  然後我們也是一路地亂吃下來
[00:09:24.300 --> 00:09:28.780]  《創世紀》第九章的時候就跟我們講
[00:09:28.780 --> 00:09:33.100]  祂說肉裡面的那個血你們不要吃
[00:09:33.100 --> 00:09:36.140]  因為血是代表生命的
[00:09:36.140 --> 00:09:38.980]  《立位記》十一章十一節裡面講到說
[00:09:38.980 --> 00:09:44.300]  不論是河裡面游的 海裡面的
[00:09:44.300 --> 00:09:48.140]  有刺有靈的你們都可以吃
[00:09:48.140 --> 00:09:51.140]  無刺無靈的你們都不要吃
[00:09:51.140 --> 00:09:53.300]  但是如果你多讀舊約的話
[00:09:53.300 --> 00:09:55.380]  你就知道很多東西
[00:09:55.380 --> 00:09:59.260]  像很多猶太人不吃豬肉
[00:09:59.260 --> 00:10:03.180]  因為他們覺得豬肉是很不潔淨的東西
[00:10:03.180 --> 00:10:10.260]  你把舊約讀完就發現有很多東西都不能吃
[00:10:10.260 --> 00:10:13.340]  在那個時候你可能都不知道為什麼
[00:10:13.340 --> 00:10:15.540]  因為猶太人他們也不知道為什麼
[00:10:15.540 --> 00:10:17.420]  他們只知道不能吃
[00:10:17.420 --> 00:10:21.140]  可是到了《使徒行傳》第十章的時候
[00:10:21.140 --> 00:10:23.420]  如果你讀過《使徒行傳》你就知道
[00:10:23.420 --> 00:10:28.740]  我們的主在意象中對彼得說
[00:10:28.740 --> 00:10:33.740]  著所竭盡的你不可以當作俗物 什麼都可以吃
[00:10:33.740 --> 00:10:39.380]  所以神是已經把這個食物律解開來了 打開來了
[00:10:39.380 --> 00:10:44.580]  你不必有限制 你什麼都可以吃
[00:10:44.580 --> 00:10:47.500]  但是到了《使徒行傳》第十五章
[00:10:47.500 --> 00:10:49.500]  在耶路撒冷會議的時候
[00:10:49.500 --> 00:10:53.540]  他又講說不要拜偶像
[00:10:53.540 --> 00:11:02.900]  不可以散奸淫 而且勒死的牲畜和血也不要吃
[00:11:02.900 --> 00:11:06.300]  搞不清楚到底可以吃還是不可以吃
[00:11:06.300 --> 00:11:10.100]  什麼東西要吃 什麼東西不要吃
[00:11:10.100 --> 00:11:11.700]  但是很有意思的
[00:11:11.700 --> 00:11:14.420]  我們最近在讀《羅馬書》
[00:11:14.420 --> 00:11:18.260]  下面兩章就讀到《羅馬書》第十四章十六節那邊講的
[00:11:18.260 --> 00:11:21.460]  他說 我吃是為主吃的
[00:11:21.460 --> 00:11:25.340]  因為感謝他 不吃也是為主不吃的
[00:11:25.340 --> 00:11:27.100]  也感謝神
[00:11:27.100 --> 00:11:29.700]  那因為神的國不在乎吃喝
[00:11:29.700 --> 00:11:33.940]  只在乎公義和平 必在聖靈中的喜樂
[00:11:33.940 --> 00:11:37.380]  所以弟兄姊妹 你如果到中餐館去
[00:11:37.380 --> 00:11:40.900]  你點那個五更長旺
[00:11:40.900 --> 00:11:44.340]  那你帶著敬虔的心說
[00:11:44.340 --> 00:11:46.660]  Waiter 還是 Waitress
[00:11:46.660 --> 00:11:49.860]  請你幫我把這個豬血換成豆腐好了
[00:11:49.860 --> 00:11:51.900]  那也可以
[00:11:51.900 --> 00:11:58.300]  那如果說你想要繼續維持這個吃原味也可以
[00:11:58.300 --> 00:12:04.220]  因為什麼事情 什麼都可吃
[00:12:04.220 --> 00:12:07.060]  不一定說什麼一定要吃或不要吃
[00:12:07.060 --> 00:12:11.220]  但是你們
[00:12:11.220 --> 00:12:14.900]  其實這個食物律已經告訴我們了
[00:12:14.900 --> 00:12:17.060]  什麼都可以吃
[00:12:17.060 --> 00:12:19.100]  那如果說我帶著敬虔的心
[00:12:19.100 --> 00:12:21.340]  我就是不吃血
[00:12:21.340 --> 00:12:23.740]  豬血
[00:12:23.740 --> 00:12:28.140]  我不曉得你們從中國還是從香港來的人
[00:12:28.140 --> 00:12:30.780]  我們臺灣的血是很好吃的
[00:12:30.780 --> 00:12:35.700]  它做成豬血糕 豬血是蠻好吃的
[00:12:35.700 --> 00:12:39.260]  可是你全世界什麼都可以吃嘛
[00:12:39.260 --> 00:12:41.060]  就叫你這個血不要吃嘛
[00:12:41.060 --> 00:12:43.580]  不要吃你就不要吃嘛
[00:12:43.580 --> 00:12:49.700]  而且你看看 你去研究舊約聖經裡面
[00:12:49.700 --> 00:12:51.940]  神為什麼叫我們不要吃血
[00:12:51.940 --> 00:12:55.620]  你們現在都知道很多細菌都是在那個血裡面的
[00:12:55.620 --> 00:12:56.500]  對不對
[00:12:56.500 --> 00:13:00.060]  還有呢 為什麼不可以要吃沒有靈的魚
[00:13:00.060 --> 00:13:03.740]  因為那個沒有靈的魚含鉛量比較重
[00:13:03.740 --> 00:13:06.860]  對我們的身體不好
[00:13:06.860 --> 00:13:10.180]  所以我們知道以後
[00:13:10.180 --> 00:13:12.860]  而且還有 我最近才讀到一個
[00:13:12.860 --> 00:13:15.780]  他說如果你是吃全素的
[00:13:15.780 --> 00:13:17.740]  你吃全素的話
[00:13:17.740 --> 00:13:20.060]  你身體裡面那個血
[00:13:20.060 --> 00:13:25.940]  比一般普通吃葷的人抗癌多八倍
[00:13:25.940 --> 00:13:27.980]  所以你看
[00:13:27.980 --> 00:13:30.540]  神所創造的很有意思
[00:13:30.540 --> 00:13:34.500]  你記得在洪水之前
[00:13:34.500 --> 00:13:36.900]  人都是吃素的
[00:13:36.900 --> 00:13:38.500]  然後黛依里
[00:13:38.500 --> 00:13:39.700]  你記得黛依里嗎
[00:13:39.700 --> 00:13:42.220]  她被擄到巴比倫去的時候
[00:13:42.220 --> 00:13:45.180]  那巴比倫王賜給她那個王的膳食
[00:13:45.180 --> 00:13:46.260]  她不吃
[00:13:46.260 --> 00:13:49.420]  她還是說可不可以讓我就吃我自己的東西
[00:13:49.420 --> 00:13:52.820]  結果她怎麼樣 她臉色比別人的紅潤了
[00:13:52.820 --> 00:13:55.260]  我不是在這邊鼓吹你們吃素了
[00:13:55.260 --> 00:13:57.220]  我只是說我的重點
[00:13:57.220 --> 00:14:00.660]  就是說我們在吃上面
[00:14:00.660 --> 00:14:04.100]  我們要有節制
[00:14:04.100 --> 00:14:06.860]  而且有自我管理的能力
[00:14:06.860 --> 00:14:09.540]  因為我把這些自我管理的能力
[00:14:09.540 --> 00:14:12.860]  這些什麼事情不要去吃 不要去做
[00:14:12.860 --> 00:14:14.860]  當作是一個保護
[00:14:14.860 --> 00:14:17.620]  我認為我們信而順服
[00:14:17.620 --> 00:14:21.340]  我們就能夠得到神的恩典
[00:14:21.340 --> 00:14:22.980]  我們就要得照
[00:14:22.980 --> 00:14:26.740]  而且你記得在《創世紀》裡面
[00:14:26.740 --> 00:14:30.300]  當諾亞從方舟出來的時候
[00:14:30.300 --> 00:14:34.060]  她在這個葡萄園裡面就喝醉了
[00:14:34.060 --> 00:14:36.500]  她喝醉了就讓她的兒子
[00:14:36.500 --> 00:14:38.460]  韓 落到最終
[00:14:38.460 --> 00:14:41.660]  有沒有 還有羅德跟她的兩個女兒
[00:14:41.660 --> 00:14:43.340]  逃到山上去
[00:14:43.340 --> 00:14:45.620]  聖經說她的兩個女兒怎麼樣
[00:14:45.620 --> 00:14:47.460]  把她灌醉了
[00:14:47.460 --> 00:14:50.060]  就做了很不討神喜悅的事情
[00:14:50.060 --> 00:14:52.620]  招神厭惡的事情
[00:14:52.620 --> 00:14:56.380]  而且以佛祖書裡面也跟我們講說
[00:14:56.380 --> 00:14:58.020]  叫我們不要醉酒
[00:14:58.020 --> 00:15:01.820]  因為酒會使人放蕩
[00:15:01.820 --> 00:15:04.580]  所以要被聖靈充滿
[00:15:04.580 --> 00:15:07.740]  提摩泰前書五章二十章節也說
[00:15:07.740 --> 00:15:09.300]  你的胃口不好
[00:15:09.300 --> 00:15:10.900]  屢次患病
[00:15:10.900 --> 00:15:12.500]  不要照常喝酒
[00:15:12.500 --> 00:15:14.740]  要用一點酒
[00:15:14.740 --> 00:15:17.220]  但是這裡不是
[00:15:17.220 --> 00:15:19.540]  保羅在提摩泰裡面講這個事情的時候
[00:15:19.540 --> 00:15:21.780]  他不是在鼓勵提摩泰喝酒
[00:15:21.780 --> 00:15:23.380]  他只是告訴提摩泰說
[00:15:23.380 --> 00:15:26.180]  這個酒可以當作 prescription
[00:15:26.180 --> 00:15:29.260]  處方 用一點酒
[00:15:29.260 --> 00:15:30.460]  但是話再說回來
[00:15:30.460 --> 00:15:33.700]  神並沒有阻止我們喝酒
[00:15:33.700 --> 00:15:37.580]  但是什麼事情都要有節制
[00:15:37.580 --> 00:15:40.780]  在哥林多前書十章三十一節裡面說
[00:15:40.780 --> 00:15:44.300]  他說你們吃喝不論做什麼
[00:15:44.300 --> 00:15:48.220]  都要以榮耀神而行
[00:15:48.220 --> 00:15:49.700]  所以我們再說回來
[00:15:49.700 --> 00:15:51.860]  這吃喝拉撒睡
[00:15:51.860 --> 00:15:53.660]  我們都要有節制
[00:15:53.660 --> 00:15:58.260]  因為我相信一個懂得善待自己的人
[00:15:58.260 --> 00:16:01.660]  他才會懂得尊重別人
[00:16:01.660 --> 00:16:06.700]  所以我今天是希望用很多的經節
[00:16:06.700 --> 00:16:08.580]  來提醒大家
[00:16:08.580 --> 00:16:09.780]  聖經跟我們講說
[00:16:09.780 --> 00:16:12.020]  哥林多前書六章十九節說
[00:16:12.020 --> 00:16:15.540]  我們的身體是聖靈的墊
[00:16:15.540 --> 00:16:17.940]  以佛所書五章二十九節說
[00:16:17.940 --> 00:16:20.180]  沒有人恨惡自己的身體
[00:16:20.180 --> 00:16:21.980]  總是保養顧息
[00:16:21.980 --> 00:16:26.020]  像基督帶教會
[00:16:26.020 --> 00:16:28.020]  提摩泰前書說
[00:16:28.020 --> 00:16:30.780]  在淨錢上操練自己
[00:16:30.780 --> 00:16:33.380]  操練自己身體益處還少
[00:16:33.380 --> 00:16:36.100]  唯獨淨錢凡事都有益處
[00:16:36.100 --> 00:16:40.380]  因為有今生和來世的應許
[00:16:40.380 --> 00:16:41.900]  所以親愛弟兄姊妹
[00:16:41.900 --> 00:16:44.860]  神的話是真理
[00:16:44.860 --> 00:16:46.820]  我聽了 我信了
[00:16:46.820 --> 00:16:49.540]  我得到了 我就要得自由
[00:16:49.540 --> 00:16:51.140]  我在這個自由中
[00:16:51.140 --> 00:16:52.820]  我就能夠更愛主
[00:16:52.820 --> 00:16:55.340]  因為耶穌給我選擇
[00:16:55.340 --> 00:16:57.140]  祂讓我活在祂的聖潔
[00:16:57.140 --> 00:16:59.060]  和祂的光明和慈愛裡面
[00:16:59.060 --> 00:17:01.700]  所以我就可以用
[00:17:01.700 --> 00:17:05.020]  我裡面的耶穌來愛你
[00:17:05.020 --> 00:17:06.860]  那我們在講到說
[00:17:06.860 --> 00:17:08.940]  這是身體上的
[00:17:08.940 --> 00:17:10.820]  好好的愛自己的身體
[00:17:10.820 --> 00:17:12.220]  注意自己的身體
[00:17:12.220 --> 00:17:13.660]  因為你一天到晚
[00:17:13.660 --> 00:17:14.940]  身體不是很好
[00:17:14.940 --> 00:17:17.380]  你也在某一方面
[00:17:17.380 --> 00:17:20.020]  你也很難為主做見證
[00:17:20.020 --> 00:17:22.900]  然後你一天到晚
[00:17:22.900 --> 00:17:24.540]  幽幽醜醜的
[00:17:24.540 --> 00:17:25.340]  人家看到你
[00:17:25.340 --> 00:17:28.900]  人家也很難從你的身上看到耶穌
[00:17:28.900 --> 00:17:30.340]  所以我們鼓勵弟兄姊妹
[00:17:30.340 --> 00:17:31.980]  我真的是非常的
[00:17:31.980 --> 00:17:33.300]  今天早上其實我來的時候
[00:17:33.300 --> 00:17:34.100]  我也不知道為什麼
[00:17:34.100 --> 00:17:36.700]  好像整個人好像沒什麼勁
[00:17:36.700 --> 00:17:38.380]  但是小雲一上來的時候
[00:17:38.380 --> 00:17:40.260]  大家好
[00:17:40.260 --> 00:17:42.700]  我覺得我整個血就活起來了
[00:17:42.700 --> 00:17:43.220]  Hallelujah
[00:17:43.220 --> 00:17:46.660]  我們需要這樣子的激勵
[00:17:46.660 --> 00:17:47.980]  感謝讚美主
[00:17:47.980 --> 00:17:50.780]  第二個我們想用
[00:17:50.780 --> 00:17:52.940]  我覺得我們應該從我們的品德
[00:17:52.940 --> 00:17:56.260]  跟我們的靈性上面來提升我們自己
[00:17:56.260 --> 00:17:58.620]  讓別人在我們的身上
[00:17:58.620 --> 00:18:00.980]  就能夠看到耶穌
[00:18:00.980 --> 00:18:03.660]  剛才我講到的那隻母雞
[00:18:03.660 --> 00:18:04.820]  牠很有意思
[00:18:04.820 --> 00:18:08.380]  牠去服那個小野雞的蛋
[00:18:08.380 --> 00:18:10.140]  牠又去服鴨蛋
[00:18:10.140 --> 00:18:12.460]  然後孵出來的時候還沒有完
[00:18:12.460 --> 00:18:16.020]  牠還會去照著這些不同的
[00:18:16.020 --> 00:18:19.260]  野雞 鴨的習性
[00:18:19.260 --> 00:18:22.180]  去照顧牠們
[00:18:22.180 --> 00:18:24.780]  你覺得是這隻母雞
[00:18:24.780 --> 00:18:27.140]  坐在這個蛋上面的時候
[00:18:27.140 --> 00:18:27.980]  牠就已經知道
[00:18:27.980 --> 00:18:30.180]  這下面這些蛋是什麼蛋
[00:18:30.180 --> 00:18:31.940]  所以牠孵出來的時候
[00:18:31.940 --> 00:18:34.700]  牠就知道說小野雞就要吃小蟲
[00:18:34.700 --> 00:18:37.260]  母雞 鴨子就要去游水
[00:18:37.260 --> 00:18:38.740]  牠是
[00:18:38.740 --> 00:18:39.540]  真的
[00:18:39.540 --> 00:18:42.660]  我覺得這是一個不能夠理解的奧秘
[00:18:42.660 --> 00:18:45.700]  那我對我不能夠理解的奧秘
[00:18:45.700 --> 00:18:47.860]  我都認為是上帝做的
[00:18:47.860 --> 00:18:53.140]  上帝讓這隻母雞能夠有這樣子
[00:18:53.140 --> 00:18:55.500]  而且你們有沒有發現
[00:18:55.500 --> 00:18:56.740]  這隻母雞
[00:18:56.740 --> 00:18:57.940]  還有我們以前
[00:18:57.940 --> 00:18:58.980]  現在比較少看到
[00:18:58.980 --> 00:19:00.020]  以前我們常常在外面的時候
[00:19:00.020 --> 00:19:01.660]  就看到那個鴨子在天上
[00:19:01.660 --> 00:19:03.900]  到了秋冬的時候
[00:19:03.900 --> 00:19:05.700]  那個鴨子要往南飛
[00:19:05.700 --> 00:19:07.100]  鳥要往南飛
[00:19:07.100 --> 00:19:08.300]  牠們會飛成什麼樣
[00:19:08.300 --> 00:19:10.180]  飛成一個人字形
[00:19:10.180 --> 00:19:11.260]  有沒有看過
[00:19:11.260 --> 00:19:13.340]  我相信我們好像最近比較少
[00:19:13.340 --> 00:19:15.260]  但是我記得以前我們常常都會看到
[00:19:15.260 --> 00:19:16.300]  有那個鴨子在飛
[00:19:16.300 --> 00:19:17.260]  飛成一個人字形
[00:19:17.260 --> 00:19:20.540]  你覺得是誰叫牠來排這個隊的
[00:19:20.540 --> 00:19:22.220]  所以你知道我們常常在
