
[00:00:00.000 --> 00:00:04.220]  上個星期開始,大家都知道我們開始了一個新的講道系列
[00:03:30.300 --> 00:03:32.300]  總有些人去跟的
[00:03:32.300 --> 00:03:34.300]  無論在家裏也好,在工作的地方也好
[00:03:34.300 --> 00:03:36.300]  在學校也好
[00:03:36.300 --> 00:03:38.300]  所以我們會有領袖的質素
[00:03:38.300 --> 00:03:40.300]  每個人在若干的環境當中
[00:03:40.300 --> 00:03:42.300]  我們都會成爲一個領袖
[00:03:42.300 --> 00:03:44.300]  同時呢,我們不要忘記
[00:03:44.300 --> 00:03:47.300]  我們也是一個跟隨別人的人
[00:03:47.300 --> 00:03:49.300]  問題就是你跟隨誰呢?
[00:03:49.300 --> 00:03:51.300]  你跟隨誰呢?
[00:03:51.300 --> 00:03:54.300]  所以今天就和大家說
[00:03:54.300 --> 00:03:57.300]  領袖有好有壞
[00:03:57.300 --> 00:03:59.300]  一個跟隨別人的人呢
[00:03:59.300 --> 00:04:02.300]  就有忠實和馬虎的分別
[00:04:02.300 --> 00:04:07.300]  今天我們講到耶穌的真門徒的話
[00:04:07.300 --> 00:04:11.300]  我們是一個耶穌忠實的跟隨者
[00:04:11.300 --> 00:04:13.300]  到底是怎樣的呢?
[00:04:13.300 --> 00:04:20.300]  我們看看聖經裏面是怎樣去提醒我們
[00:04:20.300 --> 00:04:24.300]  我們看約翰福音的十二章第二十六節
[00:04:24.300 --> 00:04:29.300]  看看耶穌對那些跟隨祂的人有什麼期望
[00:04:29.300 --> 00:04:32.300]  約翰福音十二章第二十六節說
[00:04:32.300 --> 00:04:36.300]  誰要侍奉我,就得跟從我
[00:04:36.300 --> 00:04:40.300]  我在哪裏,我的僕人也要在哪裏
[00:04:40.300 --> 00:04:46.300]  哪侍奉我的人,我父親一定縱容他
[00:04:46.300 --> 00:04:49.300]  很簡單,一個跟隨耶穌基督的人
[00:04:49.300 --> 00:04:51.300]  爲什麼要跟隨他呢?
[00:04:51.300 --> 00:04:53.300]  不單因爲他是救主耶穌基督
[00:04:53.300 --> 00:04:57.300]  你跟隨了耶穌的話,其實你想了就要服侍他
[00:04:57.300 --> 00:04:59.300]  他是你的主人
[00:04:59.300 --> 00:05:02.300]  一個跟隨耶穌基督的人就是一個很想服侍耶穌基督的人
[00:05:02.300 --> 00:05:07.300]  一個很想服侍耶穌的人就一定要時時跟耶穌一起
[00:05:07.300 --> 00:05:11.300]  你不跟耶穌一起的時候,你怎麼服侍他呢?
[00:05:11.300 --> 00:05:15.300]  所以我們說,一個耶穌基督的隨從
[00:05:15.300 --> 00:05:21.300]  或者說香港人廣東話比較杜育的叫跟班
[00:05:21.300 --> 00:05:25.300]  跟班對我們來說好像不是一個很好的稱呼
[00:05:25.300 --> 00:05:27.300]  其實我們就是耶穌的跟班
[00:05:27.300 --> 00:05:30.300]  跟着耶穌的身邊,聽着耶穌的這些需要
[00:05:30.300 --> 00:05:34.300]  好像一個僕人跟着主人浸茶遞水,爲什麼呢?
[00:05:34.300 --> 00:05:40.300]  因爲主人能夠發揮他最大的能力去完成他要做的工作
[00:05:40.300 --> 00:05:44.300]  當我們跟神同工,當我們跟隨耶穌基督的時候
[00:05:44.300 --> 00:05:46.300]  其實我們有這樣的作用
[00:05:46.300 --> 00:05:49.300]  而聖經告訴我們,一個這樣跟隨耶穌的人
[00:05:49.300 --> 00:05:53.300]  時時在耶穌身邊服侍主跟隨耶穌的人
[00:05:53.300 --> 00:05:58.300]  天父是會重用他的
[00:05:58.300 --> 00:06:05.300]  Robert Kelly在一本書叫做Military Leadership,從軍的
[00:06:05.300 --> 00:06:08.300]  Military Leadership in Pursuit of Excellence
[00:06:08.300 --> 00:06:11.300]  他提到其實一個follower
[00:06:11.300 --> 00:06:15.300]  當然他的背景大家知道了,剛纔這個quote
[00:06:15.300 --> 00:06:18.300]  就是在軍隊當中,in pursuit of excellence
[00:06:18.300 --> 00:06:24.300]  就是在軍隊當中,怎麼能夠做一個很好的士兵跟隨者呢?
[00:06:24.300 --> 00:06:29.300]  Robert Kelly在一篇文章裏面提到有四類的follower
[00:06:29.300 --> 00:06:31.300]  有四種的跟隨者
[00:06:31.300 --> 00:06:35.300]  我們看看,從左上角可以看到
[00:06:35.300 --> 00:06:40.300]  Alienated follower
[00:06:40.300 --> 00:06:44.300]  我把它翻譯成一個疏離的跟隨者
[00:06:44.300 --> 00:06:46.300]  這個疏離的跟隨者可以看到
[00:06:46.300 --> 00:06:50.300]  有critical thinking,有獨立的思想,有批判性的思維
[00:06:50.300 --> 00:06:53.300]  但是呢,很被動
[00:06:53.300 --> 00:06:57.300]  左下角可以看到是被動,右下角是主動
[00:06:57.300 --> 00:07:00.300]  然後左邊上面是高,是低
[00:07:00.300 --> 00:07:06.300]  一個Alienated follower,一個疏離的跟隨者
[00:07:06.300 --> 00:07:09.300]  有自己一套的想法,自己的思想
[00:07:09.300 --> 00:07:11.300]  參與很低
[00:07:11.300 --> 00:07:14.300]  然後左下角呢,我們稱之爲什麼呢?
[00:07:14.300 --> 00:07:18.300]  馴服於羔羊的跟隨者
[00:07:18.300 --> 00:07:22.300]  這個我可以看到,沒什麼critical thinking
[00:07:22.300 --> 00:07:25.300]  不會有自己獨立的思想,或者很少
[00:07:25.300 --> 00:07:27.300]  或者不是很care
[00:07:27.300 --> 00:07:30.300]  但是呢,就被動
[00:07:30.300 --> 00:07:32.300]  有被動,有自己的思想
[00:07:32.300 --> 00:07:34.300]  羊羊很乖,就跟着你走
[00:07:34.300 --> 00:07:37.300]  你帶牠去哪裏,牠就去哪裏走
[00:07:37.300 --> 00:07:41.300]  然後我們再向右邊移
[00:07:41.300 --> 00:07:44.300]  右下角呢,右下角是什麼呢?
[00:07:44.300 --> 00:07:46.300]  就是那些Yes people
[00:07:46.300 --> 00:07:48.300]  就是那些言聽計從的人
[00:07:48.300 --> 00:07:51.300]  那言聽計從的人是怎麼樣的呢?
[00:07:51.300 --> 00:07:53.300]  又是沒什麼自己的想法
[00:07:53.300 --> 00:07:55.300]  自己的思想,或者很少
[00:07:55.300 --> 00:07:57.300]  不過呢,很主動
[00:07:57.300 --> 00:08:00.300]  參與上面來說呢,很active,去involve
[00:08:00.300 --> 00:08:02.300]  你叫他做什麼,他馬上有反應
[00:08:02.300 --> 00:08:04.300]  就不同那些羊仔呢
[00:08:04.300 --> 00:08:06.300]  你叫他,他都不動,跟着你走
[00:08:06.300 --> 00:08:08.300]  但這羣人就不是的
[00:08:08.300 --> 00:08:12.300]  Yes sir, yes sir,他就跟着你走
[00:08:12.300 --> 00:08:15.300]  然後,到右上角
[00:08:15.300 --> 00:08:20.300]  右上角呢,稱之爲effective follower
[00:08:20.300 --> 00:08:22.300]  中文比較難翻譯
[00:08:22.300 --> 00:08:25.300]  我就暫時翻譯爲有效的跟隨者
[00:08:25.300 --> 00:08:27.300]  他的特性是什麼呢?
[00:08:27.300 --> 00:08:29.300]  有自己獨立的思維
[00:08:29.300 --> 00:08:31.300]  有一個批判性的思想
[00:08:31.300 --> 00:08:35.300]  而且呢,又很積極,很主動去參與
[00:08:35.300 --> 00:08:39.300]  好了,不知道大家瞭解了這四類
[00:08:39.300 --> 00:08:43.300]  不同的follower,跟隨者之後呢
[00:08:43.300 --> 00:08:48.300]  你覺得天父上帝會用哪一類的跟隨者多些呢?
[00:08:48.300 --> 00:08:50.300]  你不用回答我
[00:08:50.300 --> 00:08:54.300]  然後呢,如果你來了會點教會一段時間
[00:08:54.300 --> 00:09:02.300]  那你覺得會點人大部分又是哪一類的跟隨者呢?
[00:09:02.300 --> 00:09:04.300]  會點人,在教會里面
[00:09:04.300 --> 00:09:10.300]  最多的是哪一類的跟隨者呢?
[00:09:10.300 --> 00:09:12.300]  有答案了嗎?
[00:09:12.300 --> 00:09:14.300]  我沒有答案
[00:09:14.300 --> 00:09:18.300]  不過有個答案你一定知道
[00:09:18.300 --> 00:09:22.300]  你自己是哪一類跟隨者呢?
[00:09:22.300 --> 00:09:25.300]  如果你跟隨的是耶穌基督的話
[00:09:25.300 --> 00:09:32.300]  你覺得你自己是哪一類跟隨耶穌基督的人呢?
[00:09:32.300 --> 00:09:35.300]  如果我們說基督,我們是什麼呢?
[00:09:35.300 --> 00:09:38.300]  在這四個category,四類人當中
[00:09:38.300 --> 00:09:40.300]  我們是什麼呢?
[00:09:40.300 --> 00:09:44.300]  當然Hubert Kelly我相信
[00:09:44.300 --> 00:09:49.300]  他覺得一個最理想的跟隨者應該是右上角
[00:09:49.300 --> 00:09:53.300]  有自己的思想,有自己的看法
[00:09:53.300 --> 00:09:56.300]  與此同時又很積極參與
[00:09:56.300 --> 00:09:59.300]  但是作爲一個基督耶穌的跟隨者
[00:09:59.300 --> 00:10:01.300]  我覺得不夠
[00:10:01.300 --> 00:10:02.300]  不夠的
[00:10:02.300 --> 00:10:06.300]  因爲在聖經裏面還有其他對一個耶穌跟隨者
[00:10:06.300 --> 00:10:10.300]  的要求
[00:10:10.300 --> 00:10:12.300]  所以今天我就和大家去思想一下
[00:10:12.300 --> 00:10:14.300]  如果我們真的學習了一個基督徒
[00:10:14.300 --> 00:10:16.300]  做一個真門徒
[00:10:16.300 --> 00:10:18.300]  一個真正基督耶穌基督的人
[00:10:18.300 --> 00:10:21.300]  我們應該有什麼質素
[00:10:21.300 --> 00:10:25.300]  是一個跟隨者應該擁有的質素呢?
[00:10:25.300 --> 00:10:27.300]  第一呢
[00:10:27.300 --> 00:10:29.300]  就要謙卑
[00:10:29.300 --> 00:10:30.300]  第一
[00:10:30.300 --> 00:10:31.300]  謙卑
[00:10:31.300 --> 00:10:33.300]  我們看馬太福音十章第24節
[00:10:33.300 --> 00:10:35.300]  馬太福音十章第24節
[00:10:35.300 --> 00:10:37.300]  馬太福音十章第24節
[00:10:37.300 --> 00:10:38.300]  大家都很熟悉的
[00:10:38.300 --> 00:10:40.300]  很簡單的兩句話
[00:10:40.300 --> 00:10:43.300]  學生不能高於先生
[00:10:43.300 --> 00:10:44.300]  然後呢
[00:10:44.300 --> 00:10:47.300]  僕人不能高於主人
[00:10:47.300 --> 00:10:50.300]  合理嗎?
[00:10:50.300 --> 00:10:52.300]  很明顯這兩句話
[00:10:52.300 --> 00:10:58.300]  是講到關係和態度的問題
[00:10:58.300 --> 00:10:59.300]  當然我們也知道
[00:10:59.300 --> 00:11:00.300]  有些學生很厲害的
[00:11:00.300 --> 00:11:02.300]  青出於藍
[00:11:02.300 --> 00:11:03.300]  有些學生比先生厲害
[00:11:03.300 --> 00:11:05.300]  有沒有這種情況呢?
[00:11:05.300 --> 00:11:06.300]  有的
[00:11:06.300 --> 00:11:09.300]  有沒有那些僕人的工作能力
[00:11:09.300 --> 00:11:11.300]  是高於主人的呢?
[00:11:11.300 --> 00:11:12.300]  很多吧
[00:11:12.300 --> 00:11:15.300]  你經常覺得自己比老闆厲害
[00:11:15.300 --> 00:11:17.300]  不過你不是老闆
[00:11:17.300 --> 00:11:19.300]  對不對?
[00:11:19.300 --> 00:11:20.300]  所以
[00:11:20.300 --> 00:11:21.300]  學生很清楚
[00:11:21.300 --> 00:11:23.300]  青出於藍的學生
[00:11:23.300 --> 00:11:25.300]  僕人、工人、僱員
[00:11:25.300 --> 00:11:28.300]  都有一些比自己的主人或上司厲害的人
[00:11:28.300 --> 00:11:29.300]  問題是
[00:11:29.300 --> 00:11:31.300]  聖經裏面所講到的
[00:11:31.300 --> 00:11:35.300]  是關係和態度的問題
[00:11:35.300 --> 00:11:37.300]  是講到我們的位分的問題
[00:11:37.300 --> 00:11:39.300]  作爲一個跟隨者
[00:11:39.300 --> 00:11:42.300]  要明白自己的位分
[00:11:42.300 --> 00:11:44.300]  你的崗位是什麼
[00:11:44.300 --> 00:11:45.300]  裏面很簡單
[00:11:45.300 --> 00:11:46.300]  這裏講到
[00:11:46.300 --> 00:11:49.300]  我們要尊重我們的老師
[00:11:49.300 --> 00:11:50.300]  講態度
[00:11:50.300 --> 00:11:51.300]  講位分
[00:11:51.300 --> 00:11:53.300]  尊重我們的老師
[00:11:53.300 --> 00:11:57.300]  要讓我們的僱主或上司
[00:11:57.300 --> 00:12:00.300]  得到光榮
[00:12:00.300 --> 00:12:02.300]  因爲沒有他們
[00:12:02.300 --> 00:12:04.300]  就不會有明日的你
[00:12:04.300 --> 00:12:05.300]  對不對?
[00:12:05.300 --> 00:12:07.300]  我們是受他們的教誨帶領
[00:12:07.300 --> 00:12:08.300]  所以不斷有成長
[00:12:08.300 --> 00:12:10.300]  就算你厲害過去又如何呢?
[00:12:10.300 --> 00:12:12.300]  都是他們帶領我們的
[00:12:12.300 --> 00:12:14.300]  都是他們幫助我們的
[00:12:14.300 --> 00:12:15.300]  所以無論如何都好
[00:12:15.300 --> 00:12:18.300]  當我們做事跟隨這個老師的時候
[00:12:18.300 --> 00:12:20.300]  要將一切的榮耀、尊榮
[00:12:20.300 --> 00:12:24.300]  都給回他們
[00:12:24.300 --> 00:12:26.300]  謙卑呢
[00:12:26.300 --> 00:12:28.300]  就不等於慈悲
[00:12:28.300 --> 00:12:30.300]  low self-esteem
[00:12:30.300 --> 00:12:32.300]  就是覺得看不起自己
[00:12:32.300 --> 00:12:33.300]  覺得自己很沒用
[00:12:33.300 --> 00:12:35.300]  覺得自己什麼都做不到
[00:12:35.300 --> 00:12:38.300]  這些就叫做慈悲
[00:12:38.300 --> 00:12:40.300]  但謙卑是什麼呢?
[00:12:40.300 --> 00:12:42.300]  謙卑是認識自己
[00:12:42.300 --> 00:12:43.300]  知道自己的有限
[00:12:43.300 --> 00:12:45.300]  無論你多厲害都好
[00:12:45.300 --> 00:12:47.300]  你都不會知道所有的東西
[00:12:47.300 --> 00:12:48.300]  你多厲害都好
[00:12:48.300 --> 00:12:49.300]  你都會有你的限制
[00:12:49.300 --> 00:12:51.300]  有你的limitation
[00:12:51.300 --> 00:12:52.300]  謙卑是什麼呢?
[00:12:52.300 --> 00:12:54.300]  懂得去欣賞
[00:12:54.300 --> 00:12:56.300]  人的長處和優點
[00:12:56.300 --> 00:12:58.300]  懂得去尊重
[00:12:58.300 --> 00:13:00.300]  人家的成就
[00:13:00.300 --> 00:13:02.300]  這就是謙卑
[00:13:02.300 --> 00:13:04.300]  有個很出名的神學家
[00:13:04.300 --> 00:13:05.300]  在英國的C.S.Lewis
[00:13:05.300 --> 00:13:07.300]  可能大家聽過他
[00:13:07.300 --> 00:13:08.300]  他說什麼是謙卑呢?
[00:13:08.300 --> 00:13:09.300]  他說謙卑
[00:13:09.300 --> 00:13:10.300]  humility
[00:13:10.300 --> 00:13:12.300]  is not thinking less of yourself
[00:13:12.300 --> 00:13:16.300]  is thinking yourself less
[00:13:16.300 --> 00:13:18.300]  意思是什麼呢?
[00:13:18.300 --> 00:13:20.300]  他說謙卑不是少看你自己
[00:13:20.300 --> 00:13:22.300]  是看你自己少一點
[00:13:22.300 --> 00:13:24.300]  不是看低自己
[00:13:24.300 --> 00:13:26.300]  不過不要常常看着你自己
[00:13:26.300 --> 00:13:28.300]  這個就是謙卑的意思
[00:13:28.300 --> 00:13:29.300]  另外有人說謙卑是什麼呢?
[00:13:29.300 --> 00:13:31.300]  謙卑就是putting others first
[00:13:31.300 --> 00:13:36.300]  by giving up what you think you deserve
[00:13:36.300 --> 00:13:38.300]  直接放棄自己應有
[00:13:38.300 --> 00:13:40.300]  你覺得自己有的那種權利
[00:13:40.300 --> 00:13:44.300]  而將別人放在你前面
[00:13:44.300 --> 00:13:45.300]  這個就是謙卑
[00:13:45.300 --> 00:13:46.300]  不等於你沒能力
[00:13:46.300 --> 00:13:47.300]  你deserve的
[00:13:47.300 --> 00:13:49.300]  不過你不boast about it
[00:13:49.300 --> 00:13:51.300]  你不會覺得因爲這樣的緣故
[00:13:51.300 --> 00:13:52.300]  就被人罵
[00:13:52.300 --> 00:13:53.300]  你將別人放在前面
[00:13:53.300 --> 00:13:56.300]  這個就是謙卑
[00:13:56.300 --> 00:13:57.300]  所以弟兄姊妹
[00:13:57.300 --> 00:13:59.300]  我們說要跟隨耶穌
[00:13:59.300 --> 00:14:00.300]  我們基督徒
[00:14:00.300 --> 00:14:02.300]  我們做一個耶穌基督的跟隨者
[00:14:02.300 --> 00:14:04.300]  要學習同樣的功課
[00:14:04.300 --> 00:14:07.300]  我們要尋求天父上帝引領我們前面的道路
[00:14:07.300 --> 00:14:08.300]  這是我們應該做的事
[00:14:08.300 --> 00:14:09.300]  因爲祂是我們的主人
[00:14:09.300 --> 00:14:11.300]  祂是我們的頭
[00:14:11.300 --> 00:14:13.300]  但不是爲了你帶我走這條路
[00:14:13.300 --> 00:14:14.300]  讓我能夠成功
[00:14:14.300 --> 00:14:17.300]  這不是我們最主要的原因和目的
[00:14:17.300 --> 00:14:19.300]  我們尋求天父上帝給我們的引導
[00:14:19.300 --> 00:14:23.300]  是希望我們讓自己有機會跟隨耶穌
[00:14:23.300 --> 00:14:28.300]  做天父上帝吩咐耶穌去做的工作
[00:14:28.300 --> 00:14:30.300]  讓我們有份去參與
[00:14:30.300 --> 00:14:34.300]  這是我們祈求的原因
[00:14:34.300 --> 00:14:36.300]  所以求天父上帝幫助我們
[00:14:36.300 --> 00:14:38.300]  我不想花太多時間
[00:14:38.300 --> 00:14:39.300]  因爲我感謝主
[00:14:39.300 --> 00:14:40.300]  在會演當中
[00:14:40.300 --> 00:14:45.300]  我不見得太多在侍奉上boast about我們的侍奉
[00:14:45.300 --> 00:14:49.300]  看看我爲神做了多少事 帶了多少人信耶穌
[00:14:49.300 --> 00:14:51.300]  以前我見過一些基督徒
[00:14:51.300 --> 00:14:52.300]  帶了多少人信耶穌
[00:14:52.300 --> 00:14:53.300]  到處跟人說
[00:14:53.300 --> 00:14:54.300]  當然開心是應該的
[00:14:54.300 --> 00:14:55.300]  不過你知道
[00:14:55.300 --> 00:14:57.300]  他是boast about it
[00:14:57.300 --> 00:14:59.300]  神讓我帶了多少多少人信主
[00:14:59.300 --> 00:15:03.300]  神讓我做了多少多少奇妙的工作
[00:15:03.300 --> 00:15:05.300]  是將榮耀歸給自己
[00:15:05.300 --> 00:15:08.300]  不是將榮耀歸給天父上帝
[00:15:08.300 --> 00:15:09.300]  一個謙卑的跟隨者
[00:15:09.300 --> 00:15:11.300]  如果神使用我們的話
[00:15:11.300 --> 00:15:15.300]  應該將一切的尊榮歸給耶穌基督
[00:15:15.300 --> 00:15:17.300]  歸給天父上帝
[00:15:17.300 --> 00:15:18.300]  第二件事
[00:15:18.300 --> 00:15:24.300]  我相信一個願意跟隨耶穌基督的人
[00:15:24.300 --> 00:15:26.300]  一個模範的門徒
[00:15:26.300 --> 00:15:28.300]  耶穌基督的跟隨者
[00:15:28.300 --> 00:15:32.300]  在跟隨耶穌一起做公的時候
[00:15:32.300 --> 00:15:33.300]  與主同工
[00:15:33.300 --> 00:15:36.300]  必須要投入
[00:15:36.300 --> 00:15:38.300]  必須要投入
[00:15:38.300 --> 00:15:42.300]  將耶穌基督的工作當作是我們的工作
[00:15:42.300 --> 00:15:44.300]  這個就是投入的意思
[00:15:44.300 --> 00:15:46.300]  耶穌的事就是我的事
[00:15:46.300 --> 00:15:49.300]  耶穌關心的事也是我所關心的事
[00:15:49.300 --> 00:15:51.300]  祂做什麼我們就做什麼
[00:15:51.300 --> 00:15:56.300]  我們看看當日在馬其頓有羣基督徒
[00:15:56.300 --> 00:15:58.300]  他們有好幾個教會
[00:15:58.300 --> 00:16:00.300]  教會里面有很多基督徒
[00:16:00.300 --> 00:16:03.300]  到底這羣人是怎麼跟隨耶穌基督的呢
[00:16:03.300 --> 00:16:05.300]  我們看一段聖經
[00:16:05.300 --> 00:16:06.300]  有四節
[00:16:06.300 --> 00:16:09.300]  哥林多後書第八章
[00:16:09.300 --> 00:16:11.300]  第一到第四節
[00:16:11.300 --> 00:16:13.300]  這是保羅跟他們說的話
[00:16:13.300 --> 00:16:14.300]  保羅就說
[00:16:14.300 --> 00:16:15.300]  弟兄姊妹們
[00:16:15.300 --> 00:16:17.300]  我們希望你們知道
[00:16:17.300 --> 00:16:21.300]  上帝如何恩待馬其頓的國教會
[00:16:21.300 --> 00:16:23.300]  神好恩待馬其頓的國教會
[00:16:23.300 --> 00:16:25.300]  爲什麼保羅這麼說呢
[00:16:25.300 --> 00:16:27.300]  他們從所經歷的患難
[00:16:27.300 --> 00:16:29.300]  受到嚴重的考驗
[00:16:29.300 --> 00:16:32.300]  但是他們充滿了快樂
[00:16:32.300 --> 00:16:35.300]  在極度的貧困中
[00:16:35.300 --> 00:16:37.300]  仍然慷慨捐助
[00:16:37.300 --> 00:16:39.300]  我敢證明
[00:16:39.300 --> 00:16:42.300]  他們的捐助是竭盡所能的
[00:16:42.300 --> 00:16:45.300]  甚至是超過了他們的力量
[00:16:45.300 --> 00:16:49.300]  自願地他們向我們懇求
[00:16:49.300 --> 00:16:52.300]  讓他們再接濟猶太的信徒
[00:16:52.300 --> 00:16:56.300]  在這件善事上有份
[00:16:56.300 --> 00:16:58.300]  不知道大家記不記得
[00:16:58.300 --> 00:17:00.300]  馬其頓宗教會里面的基督徒
[00:17:00.300 --> 00:17:01.300]  他們是怎麼跟隨神同工
[00:17:01.300 --> 00:17:04.300]  怎麼跟隨耶穌基督的呢
[00:17:04.300 --> 00:17:06.300]  大家知道馬其頓的教會
[00:17:06.300 --> 00:17:09.300]  是保羅第二次的福音旅程
[00:17:09.300 --> 00:17:12.300]  宣教旅程當中建立的教會
[00:17:12.300 --> 00:17:15.300]  馬其頓在歐洲
[00:17:15.300 --> 00:17:18.300]  裏面絕大部分是非猶太人
[00:17:18.300 --> 00:17:23.300]  外邦人的信徒爲主的教會
[00:17:23.300 --> 00:17:25.300]  在那個時間
[00:17:25.300 --> 00:17:26.300]  聖經告訴我們
[00:17:26.300 --> 00:17:27.300]  耶路撒冷的基督徒
[00:17:27.300 --> 00:17:29.300]  耶路撒冷教會里面的基督徒
[00:17:29.300 --> 00:17:34.300]  遇到很大的生活上的一些難處
[00:17:34.300 --> 00:17:36.300]  於是仕途宣佈
