
[00:00:00.000 --> 00:00:05.240]  各位電影姐妹們,平安,開心的有機會再跟大家思想上帝的話
[00:09:35.960 --> 00:09:38.960]  什麼主人都要彎彎曲曲
[00:09:38.960 --> 00:09:41.960]  其實意思就是奇奇怪怪
[00:09:41.960 --> 00:09:44.960]  或者很難相處
[00:09:44.960 --> 00:09:47.960]  你有沒有見過這些主人
[00:09:47.960 --> 00:09:49.960]  那些上司
[00:09:49.960 --> 00:09:52.960]  或者那些在上
[00:09:52.960 --> 00:09:55.960]  彼得說你們要順服這些人
[00:09:55.960 --> 00:09:59.960]  當時其實家僕是沒得選的
[00:09:59.960 --> 00:10:02.960]  家僕和主人的關係
[00:10:02.960 --> 00:10:06.960]  其實主人當他們是貨物
[00:10:06.960 --> 00:10:08.960]  他們在家庭裏面
[00:10:08.960 --> 00:10:10.960]  或者在主人裏面
[00:10:10.960 --> 00:10:13.960]  通常是透過被擄
[00:10:13.960 --> 00:10:14.960]  來到當中
[00:10:14.960 --> 00:10:17.960]  即是戰敗者來到當中
[00:10:17.960 --> 00:10:19.960]  或者是被販賣來到
[00:10:19.960 --> 00:10:22.960]  或者是那些奴隸所生的
[00:10:22.960 --> 00:10:25.960]  就自動成為那個主人的奴隸
[00:10:25.960 --> 00:10:26.960]  是沒得選的
[00:10:26.960 --> 00:10:29.960]  但是不要以為那些奴隸
[00:10:29.960 --> 00:10:31.960]  一定是個個這麼可憐
[00:10:31.960 --> 00:10:32.960]  弟兄姊妹
[00:10:32.960 --> 00:10:33.960]  不是的
[00:10:33.960 --> 00:10:35.960]  其實當時的奴隸
[00:10:35.960 --> 00:10:37.960]  有些人主人很愛他們
[00:10:37.960 --> 00:10:40.960]  真的當他們是家人一樣
[00:10:40.960 --> 00:10:41.960]  有些人
[00:10:41.960 --> 00:10:43.960]  甚至有些奴隸很聰明
[00:10:43.960 --> 00:10:44.960]  因為有些主人
[00:10:44.960 --> 00:10:46.960]  特意選他出來
[00:10:46.960 --> 00:10:48.960]  訓練他一些專業性的行業
[00:10:48.960 --> 00:10:49.960]  例如
[00:10:49.960 --> 00:10:52.960]  看見你的樣子像醫生
[00:10:52.960 --> 00:10:53.960]  選你出來
[00:10:53.960 --> 00:10:55.960]  你不是姓黃綠的
[00:10:55.960 --> 00:10:57.960]  那你做醫生吧
[00:10:57.960 --> 00:11:01.960]  教他一些醫學的方式
[00:11:01.960 --> 00:11:03.960]  所以有些人
[00:11:03.960 --> 00:11:04.960]  他是醫生
[00:11:04.960 --> 00:11:06.960]  有些人是工匠
[00:11:06.960 --> 00:11:07.960]  也就是說
[00:11:07.960 --> 00:11:09.960]  其實奴隸當中
[00:11:09.960 --> 00:11:11.960]  也有些是有識之士
[00:11:11.960 --> 00:11:14.960]  有些是有見識的人
[00:11:14.960 --> 00:11:17.960]  甚至有些是外來被呼的
[00:11:17.960 --> 00:11:20.960]  其實他們本身有很多知識
[00:11:20.960 --> 00:11:22.960]  所以這些人當時
[00:11:22.960 --> 00:11:25.960]  有時實在支持不了主人
[00:11:25.960 --> 00:11:29.960]  他們面對那些溫良善的主人
[00:11:29.960 --> 00:11:30.960]  他們也會信服
[00:11:30.960 --> 00:11:32.960]  但是面對那些乖僻
[00:11:32.960 --> 00:11:33.960]  很難相處的
[00:11:33.960 --> 00:11:35.960]  那些奴隸就會起來反抗
[00:11:35.960 --> 00:11:37.960]  在羅馬時代
[00:11:37.960 --> 00:11:40.960]  也有不少這些反抗的行為
[00:11:40.960 --> 00:11:42.960]  而彼得在裡面
[00:11:42.960 --> 00:11:44.960]  他就要跟弟兄姊妹說
[00:11:44.960 --> 00:11:46.960]  你們做奴僕的
[00:11:46.960 --> 00:11:50.960]  你們要信服你們的主人
[00:11:50.960 --> 00:11:52.960]  你們要信服你們的主人
[00:11:52.960 --> 00:11:54.960]  那些乖僻的都要信服
[00:11:54.960 --> 00:11:55.960]  那你們就說
[00:11:55.960 --> 00:11:56.960]  哎呀
[00:11:56.960 --> 00:11:57.960]  好像很難
[00:11:57.960 --> 00:12:01.960]  彼得好像說的是不合道理
[00:12:01.960 --> 00:12:03.960]  但是請弟兄姊妹留意
[00:12:03.960 --> 00:12:05.960]  那個信服之前
[00:12:05.960 --> 00:12:08.960]  他說你們作僕人的
[00:12:08.960 --> 00:12:11.960]  凡事要什麼
[00:12:11.960 --> 00:12:15.960]  全敬畏的心去信服主人
[00:12:15.960 --> 00:12:16.960]  弟兄姊妹
[00:12:16.960 --> 00:12:18.960]  我要說的是什麼呢
[00:12:18.960 --> 00:12:19.960]  我要說的就是
[00:12:19.960 --> 00:12:20.960]  這段經文
[00:12:20.960 --> 00:12:23.960]  沒錯是在說信服神
[00:12:23.960 --> 00:12:26.960]  沒錯是在說要信服人
[00:12:26.960 --> 00:12:30.960]  這個是不能爭辯的事實
[00:12:30.960 --> 00:12:33.960]  但是讓我們看經文的底蘊
[00:12:33.960 --> 00:12:36.960]  信服的裡面有一個原則
[00:12:36.960 --> 00:12:39.960]  就是全敬畏的心
[00:12:39.960 --> 00:12:41.960]  敬畏是敬畏什麼呢
[00:12:41.960 --> 00:12:43.960]  有不同的學者有人說
[00:12:43.960 --> 00:12:46.960]  這個敬畏可能是敬畏的制度
[00:12:46.960 --> 00:12:48.960]  或者敬畏主人
[00:12:48.960 --> 00:12:50.960]  但是有學者說不是
[00:12:50.960 --> 00:12:53.960]  這個是敬畏神的意思
[00:12:53.960 --> 00:12:56.960]  我自己看是敬畏神的意思
[00:12:56.960 --> 00:12:59.960]  我給大家看第十九節
[00:12:59.960 --> 00:13:00.960]  第十九節
[00:13:00.960 --> 00:13:04.960]  倘若人為叫良心對得住神
[00:13:04.960 --> 00:13:07.960]  就有受冤屈的苦楚
[00:13:07.960 --> 00:13:09.960]  只是可喜愛的
[00:13:09.960 --> 00:13:13.960]  這個所謂對得住神的良心
[00:13:13.960 --> 00:13:15.960]  的意思是什麼呢
[00:13:15.960 --> 00:13:16.960]  信仰良知
[00:13:16.960 --> 00:13:19.960]  在你的信仰判斷裡面
[00:13:19.960 --> 00:13:24.960]  如果你是因為遵守一些信仰良知良心
[00:13:24.960 --> 00:13:28.960]  而令到人不高興
[00:13:28.960 --> 00:13:31.960]  而被一些苦頭欺負
[00:13:31.960 --> 00:13:33.960]  如果你真的因為這樣
[00:13:33.960 --> 00:13:36.960]  你欺負這些苦頭
[00:13:36.960 --> 00:13:37.960]  在上帝眼中
[00:13:37.960 --> 00:13:39.960]  看為可喜愛
[00:13:39.960 --> 00:13:40.960]  弟兄姊妹
[00:13:40.960 --> 00:13:42.960]  在十九節
[00:13:42.960 --> 00:13:45.960]  這個對得住良心
[00:13:45.960 --> 00:13:47.960]  而決定做或者不做
[00:13:47.960 --> 00:13:50.960]  這個完全是敬畏上帝
[00:13:50.960 --> 00:13:53.960]  是敬畏神的表達
[00:13:53.960 --> 00:13:54.960]  那個表現
[00:13:54.960 --> 00:13:59.960]  就是說這個敬畏不是在說敬畏人
[00:13:59.960 --> 00:14:01.960]  而是敬畏神
[00:14:01.960 --> 00:14:03.960]  敬畏神的意思就是說
[00:14:03.960 --> 00:14:06.960]  對神絕對的崇敬
[00:14:06.960 --> 00:14:08.960]  絕對的崇敬
[00:14:08.960 --> 00:14:10.960]  絕對的愛戴
[00:14:10.960 --> 00:14:14.960]  將神的心意變為最高
[00:14:14.960 --> 00:14:16.960]  如果這樣很簡單
[00:14:16.960 --> 00:14:19.960]  彼得教他們的弟兄姊妹
[00:14:19.960 --> 00:14:25.960]  他說你要知道你今天在這個地方做奴隸
[00:14:25.960 --> 00:14:27.960]  這些人可能是好的
[00:14:27.960 --> 00:14:28.960]  可能是乖逼的
[00:14:28.960 --> 00:14:30.960]  奇奇怪怪的
[00:14:30.960 --> 00:14:32.960]  很難相處的
[00:14:32.960 --> 00:14:34.960]  但是你知道嗎
[00:14:34.960 --> 00:14:39.960]  你真正的老闆不是這些主人
[00:14:39.960 --> 00:14:43.960]  你真正的老闆是誰
[00:14:43.960 --> 00:14:45.960]  就是那位的上帝
[00:14:45.960 --> 00:14:47.960]  就是那位的上帝
[00:14:47.960 --> 00:14:53.960]  所以你在裡面你要信服
[00:14:53.960 --> 00:14:59.960]  就是因為你看到原來你真正的主人
[00:14:59.960 --> 00:15:02.960]  不是你地上那個人
[00:15:02.960 --> 00:15:09.960]  所以在裡面你要尊重上帝所帶給你的這個人
[00:15:09.960 --> 00:15:12.960]  還有你要為這個崗位
[00:15:12.960 --> 00:15:14.960]  上帝指派了你這個崗位
[00:15:14.960 --> 00:15:17.960]  帶你來這個地步的時候
[00:15:17.960 --> 00:15:19.960]  因為上帝是你最崇敬的
[00:15:19.960 --> 00:15:21.960]  因為上帝的心意
[00:15:21.960 --> 00:15:23.960]  在你裡面有他的心意
[00:15:23.960 --> 00:15:24.960]  因此
[00:15:24.960 --> 00:15:27.960]  因著崇敬上帝的緣故
[00:15:27.960 --> 00:15:31.960]  你必須要信服那些人
[00:15:31.960 --> 00:15:33.960]  就算他們是乖逼的
[00:15:33.960 --> 00:15:35.960]  弟兄姊妹這個很重要的
[00:15:35.960 --> 00:15:36.960]  在結論的時候
[00:15:36.960 --> 00:15:40.960]  你會再看到更加重要的一個教導
[00:15:40.960 --> 00:15:44.960]  而又因為這個教導
[00:15:44.960 --> 00:15:50.960]  基督教是其中一個贏得羅馬政府
[00:15:50.960 --> 00:15:53.960]  是其中一個很重大的原因
[00:15:53.960 --> 00:15:55.960]  在軍人來說
[00:15:55.960 --> 00:15:56.960]  大家知道軍人
[00:15:56.960 --> 00:15:59.960]  他去到軍營裡面受訓
[00:15:59.960 --> 00:16:02.960]  或者去到長官裡面
[00:16:02.960 --> 00:16:05.960]  軍人的信服是很重要的
[00:16:05.960 --> 00:16:07.960]  軍人為什麼會信服長官
[00:16:07.960 --> 00:16:09.960]  不是那個長官一定是好的
[00:16:09.960 --> 00:16:11.960]  可能那個長官奇奇怪怪
[00:16:11.960 --> 00:16:12.960]  奇奇怪怪
[00:16:12.960 --> 00:16:13.960]  或者很難相處
[00:16:13.960 --> 00:16:15.960]  但是軍人都要信服
[00:16:15.960 --> 00:16:17.960]  因為軍人對國家
[00:16:17.960 --> 00:16:19.960]  他有那個愛
[00:16:19.960 --> 00:16:22.960]  以國家為他的最上
[00:16:22.960 --> 00:16:23.960]  他有愛國的心
[00:16:23.960 --> 00:16:25.960]  對國的崇敬
[00:16:25.960 --> 00:16:28.960]  所以他因為國家的緣故
[00:16:28.960 --> 00:16:32.960]  他會信服那些上級軍官給他的命令
[00:16:32.960 --> 00:16:34.960]  通識來的
[00:16:34.960 --> 00:16:35.960]  這個是大家都知道的
[00:16:35.960 --> 00:16:37.960]  我試過去旅行
[00:16:37.960 --> 00:16:40.960]  有一次去台灣
[00:16:40.960 --> 00:16:42.960]  跟一個導遊
[00:16:42.960 --> 00:16:45.960]  導遊在車上有很多話說
[00:16:45.960 --> 00:16:48.960]  有時候多到你想睡覺都說
[00:16:48.960 --> 00:16:51.960]  不過有時候都挺好聽的那些故事
[00:16:51.960 --> 00:16:53.960]  導遊就說
[00:16:53.960 --> 00:16:55.960]  大家知道台灣人以前
[00:16:55.960 --> 00:17:00.960]  每個藍丁都要去參軍
[00:17:00.960 --> 00:17:05.960]  他就去到一個軍營那裡參軍
[00:17:05.960 --> 00:17:07.960]  他遇到那個班長
[00:17:07.960 --> 00:17:09.960]  對他有很多留難
[00:17:09.960 --> 00:17:12.960]  但是他是不是要信服那個班長
[00:17:12.960 --> 00:17:13.960]  是啊
[00:17:13.960 --> 00:17:14.960]  我講這個例子
[00:17:14.960 --> 00:17:16.960]  你看到他既信服
[00:17:16.960 --> 00:17:18.960]  但是他在做一些事
[00:17:18.960 --> 00:17:19.960]  他說什麼呢
[00:17:19.960 --> 00:17:21.960]  那個班長有一天留難他
[00:17:21.960 --> 00:17:23.960]  他說我給你一個難題
[00:17:23.960 --> 00:17:25.960]  如果你做到這個難題
[00:17:25.960 --> 00:17:28.960]  我就給你星期六出去放假
[00:17:28.960 --> 00:17:31.960]  不然你星期六留在那裡掃地
[00:17:31.960 --> 00:17:32.960]  那個難題是什麼呢
[00:17:32.960 --> 00:17:35.960]  你看到地上現在有十隻螞蟻在走
[00:17:35.960 --> 00:17:38.960]  我現在給你幾秒的時間
[00:17:38.960 --> 00:17:42.960]  請你叫十隻螞蟻排成一條線
[00:17:42.960 --> 00:17:45.960]  集合站好
[00:17:45.960 --> 00:17:48.960]  然後那個人就
[00:17:48.960 --> 00:17:49.960]  幾秒時間
[00:17:49.960 --> 00:17:51.960]  怎樣叫那些螞蟻集合呢
[00:17:51.960 --> 00:17:52.960]  聰明
[00:17:52.960 --> 00:17:55.960]  一手按住牠
[00:17:55.960 --> 00:17:57.960]  十隻螞蟻排在那裡
[00:17:57.960 --> 00:17:58.960]  幾秒時間完成
[00:17:58.960 --> 00:18:00.960]  集合了
[00:18:00.960 --> 00:18:02.960]  接著一個軍官說
[00:18:02.960 --> 00:18:04.960]  現在我再給你一個命令
[00:18:04.960 --> 00:18:09.960]  叫那些螞蟻解散
[00:18:09.960 --> 00:18:11.960]  那他怎樣解散呢
[00:18:11.960 --> 00:18:13.960]  一脫褲子
[00:18:13.960 --> 00:18:14.960]  解散了
[00:18:14.960 --> 00:18:16.960]  我要講的就是
[00:18:16.960 --> 00:18:18.960]  他沒有爭辯
[00:18:18.960 --> 00:18:20.960]  他是信服
[00:18:20.960 --> 00:18:22.960]  當然是做了一些事
[00:18:22.960 --> 00:18:23.960]  但是我想講的就是
[00:18:23.960 --> 00:18:25.960]  心態上就是
[00:18:25.960 --> 00:18:27.960]  他是絕對信服的
[00:18:27.960 --> 00:18:30.960]  兄弟姐妹服人
[00:18:30.960 --> 00:18:31.960]  彼得所講的服人
[00:18:31.960 --> 00:18:33.960]  其實也可以形容在今天
[00:18:33.960 --> 00:18:34.960]  我們受薪
[00:18:34.960 --> 00:18:35.960]  我們打工
[00:18:35.960 --> 00:18:38.960]  或者我們打工仔
[00:18:38.960 --> 00:18:40.960]  我們都需要
[00:18:40.960 --> 00:18:44.960]  知道我們的老闆是誰
[00:18:44.960 --> 00:18:46.960]  是上帝
[00:18:46.960 --> 00:18:48.960]  雖然我們地上的上司
[00:18:48.960 --> 00:18:50.960]  我們地上的老闆
[00:18:50.960 --> 00:18:51.960]  我們知道
[00:18:51.960 --> 00:18:52.960]  但是我們要明白
[00:18:52.960 --> 00:18:53.960]  我們天上的上帝
[00:18:53.960 --> 00:18:55.960]  是我們的大老闆
[00:18:55.960 --> 00:18:58.960]  我們不是做給地上的老闆看
[00:18:58.960 --> 00:18:59.960]  我們的成績
[00:18:59.960 --> 00:19:03.960]  而是做給我們天上的上帝看
[00:19:03.960 --> 00:19:07.960]  所以我們要在我們的崗位上
[00:19:07.960 --> 00:19:11.960]  要信服我們的真正的上司
[00:19:11.960 --> 00:19:12.960]  兄弟姐妹
[00:19:12.960 --> 00:19:15.960]  有些人說我沒有工作
[00:19:15.960 --> 00:19:16.960]  不夠師
[00:19:16.960 --> 00:19:17.960]  我學生
[00:19:17.960 --> 00:19:18.960]  我家庭主婦
[00:19:18.960 --> 00:19:21.960]  我是其他的身份
[00:19:21.960 --> 00:19:22.960]  沒有工作
[00:19:22.960 --> 00:19:24.960]  退休人士
[00:19:24.960 --> 00:19:25.960]  我要告訴你
[00:19:25.960 --> 00:19:28.960]  兄弟姐妹
[00:19:28.960 --> 00:19:30.960]  因為你對上帝的心意
[00:19:30.960 --> 00:19:32.960]  是絕對服從的
[00:19:32.960 --> 00:19:35.960]  因為上帝在你的眼中
[00:19:35.960 --> 00:19:38.960]  應該是絕對崇高的
[00:19:38.960 --> 00:19:42.960]  因此上帝既然帶你去不同的崗位
[00:19:42.960 --> 00:19:44.960]  即是說你做學生的
[00:19:44.960 --> 00:19:46.960]  上帝給你現在學生的崗位
[00:19:46.960 --> 00:19:49.960]  上帝給你是家庭主婦的
[00:19:49.960 --> 00:19:51.960]  你是家庭主婦的崗位
[00:19:51.960 --> 00:19:53.960]  上帝給你不同的環境
[00:19:53.960 --> 00:19:55.960]  你在不同環境的崗位
[00:19:55.960 --> 00:19:59.960]  你要知道上帝在你的崗位上
[00:19:59.960 --> 00:20:03.960]  要你達成的是甚麼心意
[00:20:03.960 --> 00:20:05.960]  所以在這裏
[00:20:05.960 --> 00:20:08.960]  你要好好活在你的崗位上
[00:20:08.960 --> 00:20:11.960]  如果你的崗位有在上的
[00:20:11.960 --> 00:20:12.960]  要你信服的
[00:20:12.960 --> 00:20:18.960]  你應該在敬畏神的心裏
[00:20:18.960 --> 00:20:20.960]  去信服這個主人
[00:20:20.960 --> 00:20:22.960]  大家明白嗎
[00:20:22.960 --> 00:20:24.960]  但是彼得接著繼續說
[00:20:24.960 --> 00:20:26.960]  就是我要第二點
[00:20:26.960 --> 00:20:28.960]  土主喜悅
[00:20:28.960 --> 00:20:30.960]  今受不恭
[00:20:30.960 --> 00:20:32.960]  土主喜悅
[00:20:32.960 --> 00:20:34.960]  今受不恭
[00:20:34.960 --> 00:20:37.960]  我們由十九節開始
[00:20:37.960 --> 00:20:39.960]  彼得說到
[00:20:39.960 --> 00:20:42.960]  其實敬畏而信服
[00:20:42.960 --> 00:20:44.960]  其實信服有時
[00:20:44.960 --> 00:20:48.960]  都會和敬畏神所帶來的情況
[00:20:48.960 --> 00:20:50.960]  是會有矛盾的
[00:20:50.960 --> 00:20:53.960]  所以在第十九節
