
[00:00:00.000 --> 00:00:01.480]  好,在我領受神話的位置先
[00:08:37.360 --> 00:08:40.920]  以色列尼希米一起召集這班人
[00:08:40.920 --> 00:08:42.920]  有一個大的聚會
[00:08:42.920 --> 00:08:44.760]  這個聚會我們看到
[00:08:44.760 --> 00:08:47.480]  眾人很渴慕神的話語
[00:08:47.480 --> 00:08:49.480]  我們看看第十三節
[00:08:49.480 --> 00:08:52.200]  尼希米的第八章的十三節
[00:08:52.200 --> 00:08:53.720]  我們一起來讀好不好
[00:08:53.720 --> 00:08:58.880]  「此日眾民的族長、祭司和利美人
[00:08:58.880 --> 00:09:02.480]  都聚集到民事以斯拉那裡
[00:09:02.480 --> 00:09:05.680]  要留心聽律法上的話」
[00:09:05.680 --> 00:09:09.360]  這班人全部去到水門那裡
[00:09:09.360 --> 00:09:12.680]  留心的來聽神的說話
[00:09:12.680 --> 00:09:16.560]  藉著以斯拉來帶去教導他們
[00:09:16.560 --> 00:09:18.880]  請你不要忘記那個時間是什麼
[00:09:18.880 --> 00:09:22.600]  是由早上到正午
[00:09:22.600 --> 00:09:25.280]  這班人是在廣場那裡
[00:09:25.280 --> 00:09:27.800]  或許是站著或是坐著
[00:09:27.800 --> 00:09:30.040]  你帶他們去聽神的道
[00:09:30.040 --> 00:09:32.040]  沒有瓦遮頭
[00:09:32.040 --> 00:09:35.720]  中東的地方是很曬很熱的
[00:09:35.720 --> 00:09:37.320]  我自己常常想
[00:09:37.320 --> 00:09:38.920]  如果教會沒有冷氣
[00:09:38.920 --> 00:09:40.600]  我們馬上會少了很多人聚會
[00:09:40.600 --> 00:09:41.800]  你想想是不是
[00:09:41.800 --> 00:09:43.800]  雖然有時候開了冷氣就很吵
[00:09:43.800 --> 00:09:45.240]  但是沒有冷氣
[00:09:45.240 --> 00:09:47.480]  肯定我們人數就會自然跌
[00:09:47.480 --> 00:09:48.440]  對不對
[00:09:48.440 --> 00:09:53.280]  還有 如果我講到講長一點的話
[00:09:53.280 --> 00:09:55.960]  大家就會給我表示
[00:09:55.960 --> 00:10:02.080]  我們就會來帶去覺得時間很長
[00:10:02.080 --> 00:10:03.520]  但是請你不要忘記
[00:10:03.520 --> 00:10:06.400]  是由清晨到午靜
[00:10:06.400 --> 00:10:08.120]  是烈日當空之下
[00:10:08.120 --> 00:10:11.520]  他們仍然的來帶去聽神的說話
[00:10:11.520 --> 00:10:13.360]  他們不會覺得時間長
[00:10:13.360 --> 00:10:15.360]  他們不會覺得很疲累
[00:10:15.360 --> 00:10:16.280]  為什麼
[00:10:16.280 --> 00:10:18.520]  就是因為他們有一個很渴慕的心
[00:10:18.520 --> 00:10:21.280]  正正因為有一個很渴慕的心的時候
[00:10:21.280 --> 00:10:24.000]  他們就不會再覺得疲累
[00:10:24.000 --> 00:10:26.640]  這個很重要就是你有一個愛慕的心
[00:10:26.640 --> 00:10:29.880]  你有愛慕的心你不會覺得辛苦的
[00:10:29.880 --> 00:10:33.680]  我上個星期在粉嶺堂那裡講歷戰
[00:10:33.680 --> 00:10:35.480]  我跟他說我真是筋疲力竭
[00:10:35.480 --> 00:10:37.480]  我很少要飲補抗力的
[00:10:37.480 --> 00:10:39.200]  但是那一晚我都要飲補抗力
[00:10:39.200 --> 00:10:40.720]  真的已經捱不了了
[00:10:40.720 --> 00:10:44.480]  不要說星期五早上要跟歐松婆婆八點多
[00:10:44.480 --> 00:10:46.960]  我要去聯合醫院陪她辦安息禮
[00:10:46.960 --> 00:10:48.440]  不要說星期五早上是星期六早上
[00:10:48.440 --> 00:10:49.800]  我八點半回來
[00:10:49.800 --> 00:10:53.720]  然後我九點多十五分鐘就飆了過去
[00:10:53.720 --> 00:10:55.040]  就是粉嶺那邊
[00:10:55.040 --> 00:10:57.040]  你看有長者團契
[00:10:57.040 --> 00:10:59.400]  我無論如何都要見一下那些老人家
[00:10:59.400 --> 00:11:00.400]  跟他談完之後
[00:11:00.400 --> 00:11:01.680]  上個星期六你記不記得
[00:11:01.680 --> 00:11:03.240]  我回來講早堂
[00:11:03.240 --> 00:11:04.960]  所以這次連續見我兩次了
[00:11:04.960 --> 00:11:06.520]  講完早堂之後
[00:11:06.520 --> 00:11:07.960]  我跟人家吃飯吃飯之後
[00:11:07.960 --> 00:11:09.240]  又要過去那邊講什麼
[00:11:09.240 --> 00:11:10.840]  講少年崇拜
[00:11:10.840 --> 00:11:11.920]  就是這樣
[00:11:11.920 --> 00:11:12.680]  然後又回來
[00:11:12.680 --> 00:11:14.120]  晚上又再回去
[00:11:14.120 --> 00:11:15.320]  撲來撲去
[00:11:15.320 --> 00:11:17.120]  但是我覺得雖然疲累
[00:11:17.120 --> 00:11:18.560]  但是仍然享受
[00:11:18.560 --> 00:11:19.880]  因為有愛
[00:11:19.880 --> 00:11:21.400]  愛這一班的人
[00:11:21.400 --> 00:11:23.480]  愛可以來到服侍神
[00:11:23.480 --> 00:11:25.120]  於是你有一個很大的動力
[00:11:25.120 --> 00:11:26.440]  這班人就是這樣
[00:11:26.440 --> 00:11:28.440]  所以我自己很深體會到
[00:11:28.440 --> 00:11:30.640]  我不會很教條式鼓勵大家
[00:11:30.640 --> 00:11:34.080]  你一定要一年之內讀了整本聖經
[00:11:34.080 --> 00:11:35.480]  或者三年讀完它
[00:11:35.480 --> 00:11:36.960]  或者每天要讀多少章
[00:11:36.960 --> 00:11:38.040]  讀三章四章
[00:11:38.040 --> 00:11:39.520]  我覺得不是這樣
[00:11:39.520 --> 00:11:40.960]  我覺得無所謂
[00:11:40.960 --> 00:11:44.080]  可能你今天只是讀兩節的經文
[00:11:44.080 --> 00:11:45.920]  只要那兩節經文對你有幫助
[00:11:45.920 --> 00:11:46.960]  有反省就可以了
[00:11:46.960 --> 00:11:48.200]  也都很可能
[00:11:48.200 --> 00:11:49.240]  你今天放假
[00:11:49.240 --> 00:11:51.080]  可能你現在去看幾章的聖經
[00:11:51.080 --> 00:11:52.280]  那就已經夠了
[00:11:52.280 --> 00:11:54.200]  所以我也都不會硬性規定
[00:11:54.200 --> 00:11:55.680]  你一定要有什麼的侍奉
[00:11:55.680 --> 00:11:58.040]  才表示你是一個敬虔的人
[00:11:58.040 --> 00:11:59.280]  當你愛的時候
[00:11:59.280 --> 00:12:01.640]  你就會樂於來到去侍奉
[00:12:01.640 --> 00:12:04.760]  所以最重要就是我們的心態是怎樣
[00:12:04.760 --> 00:12:07.280]  當你一個愛慕的心態完全不同
[00:12:07.280 --> 00:12:11.280]  我們又看C篇63篇的第一到第三節
[00:12:11.280 --> 00:12:13.000]  C篇63篇第一到第三節
[00:12:13.000 --> 00:12:14.280]  我們一起來讀出
[00:12:14.280 --> 00:12:17.000]  神啊!你是我的神
[00:12:17.000 --> 00:12:19.520]  我要切切的尋求你
[00:12:19.520 --> 00:12:22.720]  在乾旱疲乏無水之處
[00:12:22.720 --> 00:12:24.520]  我想你
[00:12:24.520 --> 00:12:26.640]  我的心切務你
[00:12:26.640 --> 00:12:30.720]  我在聖所中曾如此瞻仰你
[00:12:30.720 --> 00:12:34.680]  為要見你的能力和你的榮耀
[00:12:34.680 --> 00:12:38.200]  因你的慈愛比生命更好
[00:12:38.200 --> 00:12:40.920]  我的嘴唇要重讚你
[00:12:40.920 --> 00:12:44.800]  你看到詩人怎樣去和神建立一個很美麗的關係
[00:12:44.800 --> 00:12:46.680]  神啊!你是我的神
[00:12:46.680 --> 00:12:48.520]  我要切切的尋求你
[00:12:48.520 --> 00:12:50.360]  他很深體會到
[00:12:50.360 --> 00:12:53.800]  他和神之間的關係是很個人性的
[00:12:53.800 --> 00:12:55.640]  他和神的關係是很緊密的
[00:12:55.640 --> 00:12:56.640]  你是我的神
[00:12:56.640 --> 00:12:59.800]  我要好好的來學慕你、愛你
[00:12:59.800 --> 00:13:02.160]  當你重視關係的時候
[00:13:02.160 --> 00:13:04.640]  你就要維護著這個關係
[00:13:04.640 --> 00:13:06.200]  讓這個關係更加好
[00:13:06.200 --> 00:13:07.240]  很簡單舉一個例
[00:13:07.240 --> 00:13:08.640]  一對戀人
[00:13:08.640 --> 00:13:11.040]  當他們在熱戀的當中的時候
[00:13:11.040 --> 00:13:12.760]  他很緊張對方的
[00:13:12.760 --> 00:13:15.240]  如果對方和一個異性有交往的時候
[00:13:15.240 --> 00:13:17.160]  就會問長問短那個是誰來的
[00:13:17.160 --> 00:13:19.000]  他是不是對你有意思啊什麼的
[00:13:19.000 --> 00:13:19.720]  他不會說
[00:13:19.720 --> 00:13:20.680]  無所謂
[00:13:20.680 --> 00:13:22.680]  公平競爭咬下手瓜啦
[00:13:22.680 --> 00:13:23.680]  是沒有的
[00:13:23.680 --> 00:13:25.560]  他一定是要保護這些東西
[00:13:25.560 --> 00:13:27.560]  有時候你又不要去介意結了婚之後
[00:13:27.560 --> 00:13:28.640]  如果有一個異性來
[00:13:28.640 --> 00:13:31.640]  但是他和你的配偶多些交往的時候
[00:13:31.640 --> 00:13:32.920]  你又會很緊張
[00:13:32.920 --> 00:13:33.560]  他做什麼?
[00:13:33.560 --> 00:13:34.960]  他是不是對你有企圖啊?
[00:13:34.960 --> 00:13:36.320]  那麼小器
[00:13:36.320 --> 00:13:37.880]  不要怪他小器
[00:13:37.880 --> 00:13:40.000]  如果他有一天不小器你就擔心了
[00:13:40.000 --> 00:13:41.640]  快點走吧
[00:13:41.640 --> 00:13:45.120]  你今天有沒有著緊彼此之間的關係
[00:13:45.120 --> 00:13:47.200]  我們有沒有著緊我們和神的關係
[00:13:47.200 --> 00:13:49.640]  會不會有些東西影響我們和神的關係
[00:13:49.640 --> 00:13:51.080]  蠶食了我們和神的關係
[00:13:51.080 --> 00:13:52.840]  以致我們和神的關係冷漠
[00:13:52.840 --> 00:13:54.920]  你留意他很著緊這件事
[00:13:54.920 --> 00:13:57.680]  這個是私人他自己的心體會到
[00:13:57.680 --> 00:14:00.360]  他和神的關係是很個人性的
[00:14:00.360 --> 00:14:01.360]  神啊
[00:14:01.360 --> 00:14:03.360]  你是我的神
[00:14:03.360 --> 00:14:06.280]  這個神是屬於他自己的
[00:14:06.280 --> 00:14:09.840]  他不容讓別人去侵犯
[00:14:09.840 --> 00:14:14.520]  他對神的心是渴慕和熱切的
[00:14:14.520 --> 00:14:15.240]  好了
[00:14:15.240 --> 00:14:18.520]  他用一個比喻是我們今天不能夠明白的
[00:14:18.520 --> 00:14:19.720]  他說
[00:14:19.720 --> 00:14:21.040]  我切勿理
[00:14:21.040 --> 00:14:23.720]  如乾旱疲乏無水之地
[00:14:23.720 --> 00:14:25.240]  我渴想你
[00:14:25.240 --> 00:14:28.360]  因為我們太容易買到水飲了
[00:14:28.360 --> 00:14:29.560]  你口渴的話
[00:14:29.560 --> 00:14:31.080]  香港隨時啦
[00:14:31.080 --> 00:14:32.480]  那些便利店啊
[00:14:32.480 --> 00:14:33.720]  即是士多啊
[00:14:33.720 --> 00:14:34.720]  或者超市啊
[00:14:34.720 --> 00:14:36.120]  你就可以買一瓶水飲
[00:14:36.120 --> 00:14:38.200]  你不要忘記私人那個年代裏面
[00:14:38.200 --> 00:14:40.960]  在中東的地方裏面不是那麼容易有水的
[00:14:40.960 --> 00:14:42.560]  口渴的時候呢
[00:14:42.560 --> 00:14:44.920]  沒有水飲是很辛苦的
[00:14:44.920 --> 00:14:46.280]  我今天早上沒有吃早餐
[00:14:46.280 --> 00:14:47.720]  所以其實很大問題的
[00:14:47.720 --> 00:14:49.320]  一沒有吃早餐你的口就很乾
[00:14:49.320 --> 00:14:51.480]  說著說著你又要不斷飲水
[00:14:51.480 --> 00:14:52.920]  你有沒有經歷過
[00:14:52.920 --> 00:14:54.720]  沒有水飲那種辛苦呢?
[00:14:54.720 --> 00:14:55.960]  其實很容易的
[00:14:55.960 --> 00:14:56.800]  你出街吃東西
[00:14:56.800 --> 00:14:58.520]  多放一點醬油啊
[00:14:58.520 --> 00:14:59.680]  辣椒啊
[00:14:59.680 --> 00:15:02.040]  第二告訴自己一小時內不喝水
[00:15:02.040 --> 00:15:03.120]  你就會經歷到
[00:15:03.120 --> 00:15:03.760]  哇
[00:15:03.760 --> 00:15:05.520]  疲乏無水之地
[00:15:05.520 --> 00:15:06.840]  很渴想你
[00:15:06.840 --> 00:15:08.480]  即是你迫自己一小時內不喝水
[00:15:08.480 --> 00:15:11.360]  你就會經歷到這種需要水的感覺
[00:15:11.360 --> 00:15:13.200]  他很渴慕神
[00:15:13.200 --> 00:15:15.360]  他指出他自己的身心靈裏面
[00:15:15.360 --> 00:15:17.120]  他很渴慕這個神
[00:15:17.120 --> 00:15:18.680]  好了還有一樣東西就是
[00:15:18.680 --> 00:15:20.080]  可不可以按一些powerpoint呢?
[00:15:20.080 --> 00:15:21.640]  看著我的講章
[00:15:21.640 --> 00:15:23.320]  我的講章藍色字的那些
[00:15:23.320 --> 00:15:24.080]  你就按啦
[00:15:24.080 --> 00:15:24.520]  好嗎?
[00:15:24.520 --> 00:15:25.240]  OK
[00:15:25.240 --> 00:15:25.760]  好了
[00:15:25.760 --> 00:15:27.080]  那你留意到的時候
[00:15:27.080 --> 00:15:28.160]  如果
[00:15:28.160 --> 00:15:30.760]  即是一個人你有談戀愛的時候
[00:15:30.760 --> 00:15:32.920]  即是當你去談戀愛
[00:15:32.920 --> 00:15:34.440]  你好愛對方
[00:15:34.440 --> 00:15:37.760]  你很自然很想快點見到他
[00:15:37.760 --> 00:15:39.520]  你很想很渴慕的
[00:15:39.520 --> 00:15:40.720]  你帶他去見到他
[00:15:40.720 --> 00:15:41.960]  在一起
[00:15:41.960 --> 00:15:43.480]  不用迫的
[00:15:43.480 --> 00:15:44.680]  你有沒有留意呢?
[00:15:44.680 --> 00:15:46.240]  即是談戀愛那些呢
[00:15:46.240 --> 00:15:48.320]  即是你男生送女生回家的時候
[00:15:48.320 --> 00:15:49.920]  回到送到門口
[00:15:49.920 --> 00:15:52.720]  都不進去講十幾二十分鐘的
[00:15:52.720 --> 00:15:53.800]  猶豫不捨
[00:15:53.800 --> 00:15:54.960]  回去打給我
[00:15:54.960 --> 00:15:55.640]  記住一下
[00:15:55.640 --> 00:15:56.400]  是嗎?
