
[00:00:00.000 --> 00:00:02.880]  我們怎麼做一個真正的
[00:01:30.480 --> 00:01:32.480]  就麻煩你不要說了 好不好
[00:01:32.480 --> 00:01:34.480]  那就說新年快樂好了
[00:01:34.480 --> 00:01:36.480]  好不好
[00:01:36.480 --> 00:01:38.480]  我們就打個招呼好不好
[00:01:38.480 --> 00:01:44.480]  你知道嗎
[00:01:44.480 --> 00:01:46.480]  那個情人節呢
[00:01:46.480 --> 00:01:48.480]  其實在美國呢
[00:01:48.480 --> 00:01:50.480]  是排第四名
[00:01:50.480 --> 00:01:53.480]  就是說呢 美國人
[00:01:53.480 --> 00:01:55.480]  最花錢的
[00:01:55.480 --> 00:01:57.480]  那個地方
[00:01:57.480 --> 00:01:59.480]  有四個期間
[00:01:59.480 --> 00:02:01.480]  第一個呢 最花錢最多的
[00:02:01.480 --> 00:02:03.480]  就是那個 Thanksgiving
[00:02:03.480 --> 00:02:05.480]  跟那個 Christmas
[00:02:05.480 --> 00:02:07.480]  就是聖誕節跟感恩節
[00:02:07.480 --> 00:02:09.480]  第二名呢 就是 back to school
[00:02:09.480 --> 00:02:11.480]  就是說小孩需要上學了
[00:02:11.480 --> 00:02:13.480]  back to college
[00:02:13.480 --> 00:02:15.480]  他們要買很多的那些
[00:02:15.480 --> 00:02:17.480]  書啦什麼的 用品啦什麼的
[00:02:17.480 --> 00:02:19.480]  back to school 是 number two
[00:02:19.480 --> 00:02:21.480]  那第三名呢
[00:02:21.480 --> 00:02:23.480]  花錢花最多的就是 mother's day
[00:02:23.480 --> 00:02:25.480]  就是那個母親節啦
[00:02:25.480 --> 00:02:27.480]  對不起 父親節呢
[00:02:27.480 --> 00:02:29.480]  排得很厚
[00:02:29.480 --> 00:02:31.480]  都是 媽媽是 number one
[00:02:31.480 --> 00:02:33.480]  那第四名呢
[00:02:33.480 --> 00:02:35.480]  原來就是情人節了
[00:02:35.480 --> 00:02:37.480]  那情人節呢 通常
[00:02:37.480 --> 00:02:39.480]  他們做一個統計
[00:02:39.480 --> 00:02:41.480]  每一個人會花大概
[00:02:41.480 --> 00:02:43.480]  150塊左右
[00:02:43.480 --> 00:02:45.480]  150塊
[00:02:45.480 --> 00:02:47.480]  那這個是比較
[00:02:47.480 --> 00:02:49.480]  low end 的那個地方
[00:02:49.480 --> 00:02:51.480]  比如說你就
[00:02:51.480 --> 00:02:53.480]  買一些花啦什麼的
[00:02:53.480 --> 00:02:55.480]  就大概是150塊
[00:02:55.480 --> 00:02:57.480]  買一些禮物啦
[00:02:57.480 --> 00:02:59.480]  就比較便宜的那種
[00:02:59.480 --> 00:03:01.480]  如果呢 你要過一個
[00:03:01.480 --> 00:03:03.480]  比較
[00:03:03.480 --> 00:03:05.480]  高級一點的
[00:03:05.480 --> 00:03:07.480]  那個情人節呢
[00:03:07.480 --> 00:03:09.480]  你大概 這個情人節呢
[00:03:09.480 --> 00:03:11.480]  你會花大概500塊左右
[00:03:11.480 --> 00:03:13.480]  那這500塊呢 是怎麼樣呢
[00:03:13.480 --> 00:03:15.480]  就是說 去一個好的餐館
[00:03:15.480 --> 00:03:17.480]  這次啦
[00:03:17.480 --> 00:03:19.480]  不是中國餐館
[00:03:19.480 --> 00:03:21.480]  是那個西餐
[00:03:21.480 --> 00:03:23.480]  法國餐啦 義大利餐啦
[00:03:23.480 --> 00:03:25.480]  就這樣 還有買那個
[00:03:25.480 --> 00:03:27.480]  花啦 那花呢 就特別貴啦
[00:03:27.480 --> 00:03:29.480]  你明天買的花呢
[00:03:29.480 --> 00:03:31.480]  就通常是
[00:03:31.480 --> 00:03:33.480]  double or maybe triple
[00:03:33.480 --> 00:03:35.480]  or something
[00:03:35.480 --> 00:03:37.480]  還有呢 你要買那個禮物啦
[00:03:37.480 --> 00:03:39.480]  還要加上那個
[00:03:39.480 --> 00:03:41.480]  娛樂 就是說 entertainment afterward
[00:03:41.480 --> 00:03:43.480]  那全部加起來呢
[00:03:43.480 --> 00:03:45.480]  大概要500塊左右
[00:03:45.480 --> 00:03:47.480]  所以呢 花都蠻多的錢的
[00:03:47.480 --> 00:03:49.480]  那如果呢
[00:03:49.480 --> 00:03:51.480]  今天其實呢
[00:03:51.480 --> 00:03:53.480]  男士們
[00:03:53.480 --> 00:03:55.480]  我是你的那個
[00:03:55.480 --> 00:03:57.480]  最大的幫忙 為什麼呢
[00:03:57.480 --> 00:03:59.480]  如果你買不到花
[00:03:59.480 --> 00:04:01.480]  或者是
[00:04:01.480 --> 00:04:03.480]  太遲了
[00:04:03.480 --> 00:04:05.480]  也沒有時間去
[00:04:05.480 --> 00:04:07.480]  買那個禮物的話呢
[00:04:07.480 --> 00:04:09.480]  我有一個好好的那個提議
[00:04:09.480 --> 00:04:11.480]  這個是
[00:04:11.480 --> 00:04:13.480]  我叫那個
[00:04:13.480 --> 00:04:15.480]  特別感人的套餐
[00:04:15.480 --> 00:04:17.480]  就很簡單
[00:04:17.480 --> 00:04:19.480]  幾道菜呢
[00:04:19.480 --> 00:04:21.480]  你就可以令你所愛的人呢
[00:04:21.480 --> 00:04:23.480]  就非常的感動
[00:04:23.480 --> 00:04:25.480]  第一呢
[00:04:25.480 --> 00:04:27.480]  就很簡單 你要弄一杯
[00:04:27.480 --> 00:04:29.480]  那個菊花茶
[00:04:29.480 --> 00:04:31.480]  有那個花在裡面
[00:04:31.480 --> 00:04:33.480]  菊花茶
[00:04:33.480 --> 00:04:35.480]  那那個菜呢 是什麼菜呢
[00:04:35.480 --> 00:04:37.480]  就是那個 雞蘭花
[00:04:37.480 --> 00:04:39.480]  炒藥花
[00:04:39.480 --> 00:04:41.480]  藥花不知道
[00:04:41.480 --> 00:04:43.480]  那個中國大陸
[00:04:43.480 --> 00:04:45.480]  怎麼叫 就是那個豬的那個腰
[00:04:45.480 --> 00:04:49.480]  豬的那個kidney
[00:04:49.480 --> 00:04:51.480]  然後呢 它切成那個花
[00:04:51.480 --> 00:04:53.480]  那我們廣東人呢
[00:04:53.480 --> 00:04:55.480]  就叫腰花
[00:04:55.480 --> 00:04:57.480]  所以呢 又有兩種的花
[00:04:57.480 --> 00:04:59.480]  雞蘭花跟那個腰花
[00:04:59.480 --> 00:05:01.480]  炒在一起
[00:05:01.480 --> 00:05:03.480]  那那個
[00:05:03.480 --> 00:05:05.480]  那個甜點呢 是什麼呢
[00:05:05.480 --> 00:05:07.480]  就是那個芒果的
[00:05:07.480 --> 00:05:09.480]  那個薄丁
[00:05:09.480 --> 00:05:11.480]  再加上那個散發的那個蛋奶
[00:05:11.480 --> 00:05:13.480]  那個carnation
[00:05:13.480 --> 00:05:15.480]  那個
[00:05:15.480 --> 00:05:17.480]  還有花在裡面
[00:05:17.480 --> 00:05:19.480]  所以呢 這個叫特別感人的套餐
[00:05:19.480 --> 00:05:21.480]  這個呢 應該
[00:05:21.480 --> 00:05:23.480]  不會太貴吧
[00:05:23.480 --> 00:05:25.480]  但是呢 我覺得還是有些男生
[00:05:25.480 --> 00:05:27.480]  他們覺得那麼麻煩
[00:05:27.480 --> 00:05:29.480]  我又不會弄刺的 還是買花比較好了
[00:05:29.480 --> 00:05:31.480]  那這個就是
[00:05:31.480 --> 00:05:33.480]  你的那個責任了
[00:05:33.480 --> 00:05:35.480]  好 是這樣的
[00:05:35.480 --> 00:05:37.480]  那這個情人節呢 我們講到那個愛
[00:05:37.480 --> 00:05:39.480]  你愛一個人的時候
[00:05:39.480 --> 00:05:41.480]  你就會呢
[00:05:41.480 --> 00:05:43.480]  為他做很多那個
[00:05:43.480 --> 00:05:45.480]  特別的那個事情
[00:05:45.480 --> 00:05:47.480]  當你做那些事情的時候呢
[00:05:47.480 --> 00:05:49.480]  你不會覺得是一種責任
[00:05:49.480 --> 00:05:51.480]  不會覺得是一種
[00:05:51.480 --> 00:05:53.480]  那個負擔 對不對
[00:05:53.480 --> 00:05:55.480]  還呢 覺得呢
[00:05:55.480 --> 00:05:57.480]  很喜悅的去做
[00:05:57.480 --> 00:05:59.480]  還覺得呢 做完以後呢 是一種那個福氣
[00:05:59.480 --> 00:06:01.480]  我記得呢
[00:06:01.480 --> 00:06:03.480]  今天那個蘇師母 我的師母
[00:06:03.480 --> 00:06:05.480]  她不在 所以我可以在這裡講講
[00:06:05.480 --> 00:06:07.480]  不然的話呢 我就不能講了
[00:06:07.480 --> 00:06:09.480]  我
[00:06:09.480 --> 00:06:11.480]  跟她拍拖的時候呢
[00:06:11.480 --> 00:06:13.480]  講得難聽一點
[00:06:13.480 --> 00:06:15.480]  就是說我追她的時候
[00:06:15.480 --> 00:06:17.480]  是怎麼樣呢
[00:06:17.480 --> 00:06:19.480]  我們在那個 Tennessee州
[00:06:19.480 --> 00:06:21.480]  在那個 Tennessee 認識的
[00:06:21.480 --> 00:06:23.480]  那個時候呢 我是一個窮學生
[00:06:23.480 --> 00:06:25.480]  也沒有什麼錢 買了一些花
[00:06:25.480 --> 00:06:27.480]  禮物什麼的
[00:06:27.480 --> 00:06:29.480]  我唯一的那個長處呢
[00:06:29.480 --> 00:06:31.480]  是會做一些菜
[00:06:31.480 --> 00:06:33.480]  那原來呢
[00:06:33.480 --> 00:06:35.480]  我就發覺呢 那個蘇呢
[00:06:35.480 --> 00:06:37.480]  他在那個大學裏面呢
[00:06:37.480 --> 00:06:39.480]  那個學堂裏面呢
[00:06:39.480 --> 00:06:41.480]  他很不喜歡吃那些
[00:06:41.480 --> 00:06:43.480]  沙拉 那些東西
[00:06:43.480 --> 00:06:45.480]  然後呢 我發覺
[00:06:45.480 --> 00:06:47.480]  他的那個熱點之後呢
[00:06:47.480 --> 00:06:49.480]  我就覺得
[00:06:49.480 --> 00:06:51.480]  有辦法
[00:06:51.480 --> 00:06:53.480]  那我就呢 有個時候呢
[00:06:53.480 --> 00:06:55.480]  我就弄那個中國菜
[00:06:55.480 --> 00:06:57.480]  給他吃 比如說麻婆豆腐啦
[00:06:57.480 --> 00:06:59.480]  那些紅燒豆腐啦 什麼的
[00:06:59.480 --> 00:07:01.480]  然後呢 我會打電話給他
[00:07:01.480 --> 00:07:03.480]  那個時候
[00:07:03.480 --> 00:07:05.480]  還沒有手機
[00:07:05.480 --> 00:07:07.480]  在那個 dormitory 打電話給他
[00:07:07.480 --> 00:07:09.480]  然後他就接電話
[00:07:09.480 --> 00:07:11.480]  我就說 蘇啊
[00:07:11.480 --> 00:07:13.480]  今天呢 是這樣的 我不小心呢
[00:07:13.480 --> 00:07:15.480]  我多弄了一些菜
[00:07:15.480 --> 00:07:17.480]  然後他會問
[00:07:17.480 --> 00:07:19.480]  是什麼菜
[00:07:19.480 --> 00:07:21.480]  我說是那個紅燒豆腐
[00:07:21.480 --> 00:07:23.480]  那他說
[00:07:23.480 --> 00:07:25.480]  然後我就問他
[00:07:25.480 --> 00:07:27.480]  你要不要過來吃啊
[00:07:27.480 --> 00:07:29.480]  然後呢 他說哈哈
[00:07:29.480 --> 00:07:31.480]  他掛掉那個電話以後呢
[00:07:31.480 --> 00:07:33.480]  五分鐘之內呢 他就趕到
[00:07:33.480 --> 00:07:35.480]  我的 dormitory
[00:07:35.480 --> 00:07:37.480]  那我們就一起呢 就吃那個
[00:07:37.480 --> 00:07:39.480]  那個紅燒豆腐
[00:07:39.480 --> 00:07:41.480]  那個時候
[00:07:41.480 --> 00:07:43.480]  我就覺得 我為他弄一些菜呢
[00:07:43.480 --> 00:07:45.480]  不會覺得
[00:07:45.480 --> 00:07:47.480]  是一種苦差
[00:07:47.480 --> 00:07:49.480]  不會覺得呢 是一種負擔
[00:07:49.480 --> 00:07:51.480]  對不對 因為我是很喜歡
[00:07:51.480 --> 00:07:53.480]  這個女孩
[00:07:53.480 --> 00:07:55.480]  那我做這個
[00:07:55.480 --> 00:07:57.480]  這個事情呢 我是做得
[00:07:57.480 --> 00:07:59.480]  很有喜悅的
[00:07:59.480 --> 00:08:01.480]  我也覺得能夠
[00:08:01.480 --> 00:08:03.480]  為她做一點事情 是我的福氣
[00:08:03.480 --> 00:08:05.480]  其實
[00:08:05.480 --> 00:08:07.480]  我們愛神
[00:08:07.480 --> 00:08:09.480]  也是一樣 當我們愛她的時候
[00:08:09.480 --> 00:08:11.480]  我們對她的
[00:08:11.480 --> 00:08:13.480]  那種服侍
[00:08:13.480 --> 00:08:15.480]  做她的那個僕人的時候
[00:08:15.480 --> 00:08:17.480]  我們不會覺得是一種苦差
[00:08:17.480 --> 00:08:19.480]  我們會覺得是一種
[00:08:19.480 --> 00:08:21.480]  很喜悅的事情
[00:08:21.480 --> 00:08:23.480]  是一種很有福氣的
[00:08:23.480 --> 00:08:25.480]  那種的事情
[00:08:25.480 --> 00:08:27.480]  所以今天呢 我們就看看
[00:08:27.480 --> 00:08:29.480]  一個忠心
[00:08:29.480 --> 00:08:31.480]  跟隨耶穌的人
[00:08:31.480 --> 00:08:33.480]  做他的那個僕人的時候
[00:08:33.480 --> 00:08:35.480]  那個僕人
[00:08:35.480 --> 00:08:37.480]  那個忠心的跟隨者呢
[00:08:37.480 --> 00:08:39.480]  有什麼的特徵
[00:08:39.480 --> 00:08:41.480]  我們就看看
[00:08:41.480 --> 00:08:43.480]  第一呢 那個特徵是什麼呢
[00:08:43.480 --> 00:08:45.480]  那個心
[00:08:45.480 --> 00:08:47.480]  純謙卑
[00:08:47.480 --> 00:08:49.480]  有一個謙卑的那種態度
[00:08:49.480 --> 00:08:51.480]  那個馬太福音
[00:08:51.480 --> 00:08:53.480]  我們呢 經文的話呢
[00:08:53.480 --> 00:08:55.480]  我們一起念好不好
[00:08:55.480 --> 00:08:57.480]  馬太福音第十一章二十四節
[00:08:57.480 --> 00:08:59.480]  我們一起念好不好
[00:08:59.480 --> 00:09:01.480]  學生不能告過先生
[00:09:01.480 --> 00:09:03.480]  僕人不能告過主人
[00:09:03.480 --> 00:09:05.480]  那個呢
[00:09:05.480 --> 00:09:07.480]  是一個很重要的那個真理
[00:09:07.480 --> 00:09:09.480]  就是說我們要知道我們自己的位份
[00:09:09.480 --> 00:09:11.480]  比如說
[00:09:11.480 --> 00:09:13.480]  有一些你們已經
[00:09:13.480 --> 00:09:15.480]  出來打工了 出來做事的話
[00:09:15.480 --> 00:09:17.480]  那
[00:09:17.480 --> 00:09:19.480]  你怎麼跟你的那個
[00:09:19.480 --> 00:09:21.480]  老闆講話
[00:09:21.480 --> 00:09:23.480]  怎麼跟你的老闆
[00:09:23.480 --> 00:09:25.480]  互動呢 也是一種的
[00:09:25.480 --> 00:09:27.480]  那個依序 對不對
[00:09:27.480 --> 00:09:29.480]  也是一個很重要的那個事情
[00:09:29.480 --> 00:09:31.480]  比如說你知道
[00:09:31.480 --> 00:09:33.480]  你不是老闆的話
[00:09:33.480 --> 00:09:35.480]  比如說你有一些那個意見
[00:09:35.480 --> 00:09:37.480]  你想給你的老闆的話
[00:09:37.480 --> 00:09:39.480]  那你會
[00:09:39.480 --> 00:09:41.480]  跟他提議一下
[00:09:41.480 --> 00:09:43.480]  對不對 就說老闆
[00:09:43.480 --> 00:09:45.480]  我有這個建議
[00:09:45.480 --> 00:09:47.480]  我有這個看法
[00:09:47.480 --> 00:09:49.480]  那你看看
[00:09:49.480 --> 00:09:51.480]  如果適合用的話呢
[00:09:51.480 --> 00:09:53.480]  那你就可以去用
[00:09:53.480 --> 00:09:55.480]  就這樣 你不會呢
[00:09:55.480 --> 00:09:57.480]  就說好像老闆一樣
[00:09:57.480 --> 00:09:59.480]  啪一下
[00:09:59.480 --> 00:10:01.480]  放你的那個proposal
[00:10:01.480 --> 00:10:03.480]  在那個桌子上面 老闆這個是我的proposal
[00:10:03.480 --> 00:10:05.480]  這個是最好的proposal 你一定要
[00:10:05.480 --> 00:10:07.480]  跟著他來做
[00:10:07.480 --> 00:10:09.480]  你不能夠這樣做 因為
[00:10:09.480 --> 00:10:11.480]  什麼呢 你不是老闆 對不對
[00:10:11.480 --> 00:10:13.480]  你是一個員工
[00:10:13.480 --> 00:10:15.480]  你是僕人
[00:10:15.480 --> 00:10:17.480]  同樣的道理
[00:10:17.480 --> 00:10:19.480]  其實我們生命裡面
[00:10:19.480 --> 00:10:21.480]  我們最重要的一個事情
[00:10:21.480 --> 00:10:23.480]  就是要
[00:10:23.480 --> 00:10:25.480]  行
[00:10:25.480 --> 00:10:27.480]  上帝在我們生命裡面的
[00:10:27.480 --> 00:10:29.480]  那個旨意 對不對
[00:10:29.480 --> 00:10:31.480]  就好像耶穌一樣
[00:10:31.480 --> 00:10:33.480]  耶穌呢 在他要
[00:10:33.480 --> 00:10:35.480]  訂那個學習家的時候 他禱告
[00:10:35.480 --> 00:10:37.480]  然後他呢
[00:10:37.480 --> 00:10:39.480]  一句話呢 他就說
[00:10:39.480 --> 00:10:41.480]  上帝啊 願你的旨意
[00:10:41.480 --> 00:10:43.480]  成就 不要按我的
[00:10:43.480 --> 00:10:45.480]  旨意來成就
[00:10:45.480 --> 00:10:47.480]  這個事情 所以這個
[00:10:47.480 --> 00:10:49.480]  當我們
[00:10:49.480 --> 00:10:51.480]  問我們為什麼我們
[00:10:51.480 --> 00:10:53.480]  要在那個
[00:10:53.480 --> 00:10:55.480]  信息上面活著的時候呢
[00:10:55.480 --> 00:10:57.480]  我們要問一個問題
[00:10:57.480 --> 00:10:59.480]  我們要按照誰的旨意
[00:10:59.480 --> 00:11:01.480]  去做事
[00:11:01.480 --> 00:11:03.480]  這個我們一定要回答
[00:11:03.480 --> 00:11:05.480]  如果你的答案是
[00:11:05.480 --> 00:11:07.480]  我要按照別人的
[00:11:07.480 --> 00:11:09.480]  旨意去行事的話
[00:11:09.480 --> 00:11:11.480]  那對不起 上帝
[00:11:11.480 --> 00:11:13.480]  就不是你的boss了 對不對
[00:11:13.480 --> 00:11:15.480]  別人就成為
[00:11:15.480 --> 00:11:17.480]  你的老闆
[00:11:17.480 --> 00:11:19.480]  如果你的答案是
[00:11:19.480 --> 00:11:21.480]  我要為我的旨意
[00:11:21.480 --> 00:11:23.480]  去行事的話
[00:11:23.480 --> 00:11:25.480]  對不起 上帝再不是
[00:11:25.480 --> 00:11:27.480]  你的老闆了
[00:11:27.480 --> 00:11:29.480]  你才是你自己的老闆
[00:11:29.480 --> 00:11:31.480]  那就很糟糕 對不對
[00:11:31.480 --> 00:11:33.480]  所以今天呢 我們就要
[00:11:33.480 --> 00:11:35.480]  認清了一個
[00:11:35.480 --> 00:11:37.480]  生命的那個使命 那個目的
[00:11:37.480 --> 00:11:39.480]  就是說我們要按照
[00:11:39.480 --> 00:11:41.480]  上帝的旨意去行
[00:11:41.480 --> 00:11:43.480]  因為上帝就是
[00:11:43.480 --> 00:11:45.480]  我們的老闆
[00:11:45.480 --> 00:11:47.480]  既然是這樣的話呢
[00:11:47.480 --> 00:11:49.480]  我們知道自己的位分
[00:11:49.480 --> 00:11:51.480]  我們就知道就是說
[00:11:51.480 --> 00:11:53.480]  在老闆的面前 在那個
[00:11:53.480 --> 00:11:55.480]  主人的面前 我們只是一個僕人
[00:11:55.480 --> 00:11:57.480]  我們應該有一個
[00:11:57.480 --> 00:11:59.480]  謙卑的那個態度
[00:11:59.480 --> 00:12:01.480]  為什麼我們要謙卑呢
[00:12:01.480 --> 00:12:03.480]  幾個原因
[00:12:03.480 --> 00:12:05.480]  因為我們的智慧有限
[00:12:05.480 --> 00:12:07.480]  你不能夠
[00:12:07.480 --> 00:12:09.480]  說我很聰明
[00:12:09.480 --> 00:12:11.480]  也對
[00:12:11.480 --> 00:12:13.480]  有時候有些人
[00:12:13.480 --> 00:12:15.480]  他們真的是很聰明
[00:12:15.480 --> 00:12:17.480]  比你聰明 比我聰明 還什麼的
[00:12:17.480 --> 00:12:19.480]  但是他的聰明也是
[00:12:19.480 --> 00:12:21.480]  有限 對不對
[00:12:21.480 --> 00:12:23.480]  有很多事情
[00:12:23.480 --> 00:12:25.480]  我們都不懂
[00:12:25.480 --> 00:12:27.480]  我們看不透 第二呢
[00:12:27.480 --> 00:12:29.480]  我們的目光有限
[00:12:29.480 --> 00:12:31.480]  我們看的
[00:12:31.480 --> 00:12:33.480]  不夠遠 對不對
[00:12:33.480 --> 00:12:35.480]  我們看的不夠遠
[00:12:35.480 --> 00:12:37.480]  我們有個時候呢
[00:12:37.480 --> 00:12:39.480]  我們能夠看的
[00:12:39.480 --> 00:12:41.480]  只有現在的那個時間
[00:12:41.480 --> 00:12:43.480]  如果我問你一句
[00:12:43.480 --> 00:12:45.480]  你明不明白 你知不知道
[00:12:45.480 --> 00:12:47.480]  明天要發生什麼事情
[00:12:47.480 --> 00:12:49.480]  我不知道 對不對
[00:12:49.480 --> 00:12:51.480]  最近的那個
[00:12:51.480 --> 00:12:53.480]  禁忌
[00:12:53.480 --> 00:12:55.480]  看上去又有問題了
[00:12:55.480 --> 00:12:57.480]  那個股票一直在跌 對不對
[00:12:57.480 --> 00:12:59.480]  如果有人問你
[00:12:59.480 --> 00:13:01.480]  就是說 那你可不可以
[00:13:01.480 --> 00:13:03.480]  告訴我呢 明天的股票
[00:13:03.480 --> 00:13:05.480]  升了還是跌了 對不起
[00:13:05.480 --> 00:13:07.480]  我真的我不知道
[00:13:07.480 --> 00:13:09.480]  因為我們是人
[00:13:09.480 --> 00:13:11.480]  我們的目光有限
[00:13:11.480 --> 00:13:13.480]  還有呢 我們的才能
[00:13:13.480 --> 00:13:15.480]  也是有限
[00:13:15.480 --> 00:13:17.480]  沒有一個人
[00:13:17.480 --> 00:13:19.480]  是全能的 對不對
[00:13:19.480 --> 00:13:21.480]  有些人做一些事情
[00:13:21.480 --> 00:13:23.480]  他們做得很好
[00:13:23.480 --> 00:13:25.480]  但是呢 有些的事情
[00:13:25.480 --> 00:13:27.480]  他做得不好
[00:13:27.480 --> 00:13:29.480]  我以前
[00:13:29.480 --> 00:13:31.480]  有一個同學
[00:13:31.480 --> 00:13:33.480]  我們都是
[00:13:33.480 --> 00:13:35.480]  那個 roommate
[00:13:35.480 --> 00:13:37.480]  同一個房間裡面的
[00:13:37.480 --> 00:13:39.480]  那個同學 那他呢
[00:13:39.480 --> 00:13:41.480]  他讀書 他不行
[00:13:41.480 --> 00:13:43.480]  但是呢 他的手
[00:13:43.480 --> 00:13:45.480]  很巧 很靈活
[00:13:45.480 --> 00:13:47.480]  他呢
[00:13:47.480 --> 00:13:49.480]  比如說 做那個地板 地毯
[00:13:49.480 --> 00:13:51.480]  做一些
[00:13:51.480 --> 00:13:53.480]  裝修的事情
[00:13:53.480 --> 00:13:55.480]  他做得真的很漂亮
[00:13:55.480 --> 00:13:57.480]  我跟
[00:13:57.480 --> 00:13:59.480]  蘇 有一次呢
[00:13:59.480 --> 00:14:01.480]  都好幾年前了
[00:14:01.480 --> 00:14:03.480]  去到他的家 他的家就在
[00:14:03.480 --> 00:14:05.480]  North Carolina 靠近那個海邊
[00:14:05.480 --> 00:14:07.480]  哎呦 他弄得
[00:14:07.480 --> 00:14:09.480]  他的那個房子漂亮得不得了
[00:14:09.480 --> 00:14:11.480]  他的地下室呢
[00:14:11.480 --> 00:14:13.480]  還有一個 jacuzzi
[00:14:13.480 --> 00:14:15.480]  他自己弄的
[00:14:15.480 --> 00:14:17.480]  然後呢 那個牆壁弄得
[00:14:17.480 --> 00:14:19.480]  非常的漂亮
[00:14:19.480 --> 00:14:21.480]  我就覺得 如果我有他的那個才幹
[00:14:21.480 --> 00:14:23.480]  做好了 但是呢
[00:14:23.480 --> 00:14:25.480]  他念書的時候呢
[00:14:25.480 --> 00:14:27.480]  他念書就不行
[00:14:27.480 --> 00:14:29.480]  就在念書的時候呢
[00:14:29.480 --> 00:14:31.480]  我們一起來
[00:14:31.480 --> 00:14:33.480]  複習那個功課 明天就要考試了
[00:14:33.480 --> 00:14:35.480]  然後呢 每一次都是這樣的
[00:14:35.480 --> 00:14:37.480]  他呢 念書的時候
[00:14:37.480 --> 00:14:39.480]  大概半個小時過後呢
[00:14:39.480 --> 00:14:41.480]  他就打瞌睡了
[00:14:41.480 --> 00:14:43.480]  然後呢 我們要弄醒
[00:14:43.480 --> 00:14:45.480]  他的名字叫Cotton
[00:14:45.480 --> 00:14:47.480]  Cotton come, get up, get up
[00:14:47.480 --> 00:14:49.480]  醒過來 醒過來
[00:14:49.480 --> 00:14:51.480]  我們一起念那個書 然後他會呢
[00:14:51.480 --> 00:14:53.480]  就醒過來 啊 對不起 對不起
[00:14:53.480 --> 00:14:55.480]  我打瞌睡了 然後呢
[00:14:55.480 --> 00:14:57.480]  他要打瞌睡
[00:14:57.480 --> 00:14:59.480]  然後呢 過了大概一個小時
[00:14:59.480 --> 00:15:01.480]  之後呢 他真的受不了了
[00:15:01.480 --> 00:15:03.480]  他就說 你們
[00:15:03.480 --> 00:15:05.480]  你們去
[00:15:05.480 --> 00:15:07.480]  學習好了 你們去
[00:15:07.480 --> 00:15:09.480]  複習好了 我要睡覺
[00:15:09.480 --> 00:15:11.480]  我不行
[00:15:11.480 --> 00:15:13.480]  就這樣
[00:15:13.480 --> 00:15:15.480]  那後來呢
[00:15:15.480 --> 00:15:17.480]  他就離開那個學校
[00:15:17.480 --> 00:15:19.480]  因為真的 他的才幹
[00:15:19.480 --> 00:15:21.480]  不是在那個念書的方面
[00:15:21.480 --> 00:15:23.480]  但是他的手
[00:15:23.480 --> 00:15:25.480]  很巧 很能幹
[00:15:25.480 --> 00:15:27.480]  所以呢 我們每一個人的才幹
[00:15:27.480 --> 00:15:29.480]  不一樣 對不對
[00:15:29.480 --> 00:15:31.480]  所以呢 我們的才能
[00:15:31.480 --> 00:15:33.480]  也是有限的
[00:15:33.480 --> 00:15:35.480]  所以 我們需要謙卑我們自己
