
[00:00:00.000 --> 00:00:03.600]  盼望在教會的八十週年的
[00:05:04.600 --> 00:05:09.600]  譬如教會是不是要投身政治的過程
[00:05:09.600 --> 00:05:13.600]  我們怎樣看宗教的自由
[00:05:13.600 --> 00:05:16.600]  什麼叫多元主義
[00:05:16.600 --> 00:05:18.600]  究竟耶穌基督的教會
[00:05:18.600 --> 00:05:23.600]  今天所面對最大的威脅是什麼?
[00:05:23.600 --> 00:05:27.600]  教會的現況是怎樣?
[00:05:27.600 --> 00:05:32.600]  當我們的文化走向道德和心靈的混亂
[00:05:32.600 --> 00:05:37.600]  教會很多時候就嘗試聚焦在文化的參與
[00:05:37.600 --> 00:05:39.600]  潮流的風格
[00:05:39.600 --> 00:05:42.600]  不少時候我們嘗試去逢迎
[00:05:42.600 --> 00:05:46.600]  希望精雕細鑿我們的信息
[00:05:46.600 --> 00:05:51.600]  以致能夠炮製是合聽的信息
[00:05:51.600 --> 00:05:57.600]  希望能夠有多些新的成員來到我們當中
[00:05:57.600 --> 00:05:59.600]  但是偏偏當我們這樣做的時候
[00:05:59.600 --> 00:06:03.600]  我們進入混亂的裡面
[00:06:03.600 --> 00:06:05.600]  在混亂的當中
[00:06:05.600 --> 00:06:07.600]  一個很大的威脅就是
[00:06:07.600 --> 00:06:13.600]  耶穌基督在教會當中是被遺忘了
[00:06:13.600 --> 00:06:15.600]  而耶穌基督
[00:06:15.600 --> 00:06:19.600]  而教會對耶穌基督的知識
[00:06:19.600 --> 00:06:22.600]  認識是非常的貧乏
[00:06:22.600 --> 00:06:27.600]  我們對神的認識是非常的貧乏
[00:06:27.600 --> 00:06:29.600]  我們是相信神的
[00:06:29.600 --> 00:06:31.600]  不過我們相信神
[00:06:31.600 --> 00:06:34.600]  神只是我們一個假設
[00:06:34.600 --> 00:06:36.600]  只是我們一個假設
[00:06:36.600 --> 00:06:39.600]  只是我們一個背景的假設
[00:06:39.600 --> 00:06:42.600]  只是一個背景的假設
[00:06:42.600 --> 00:06:46.600]  教會好像一個爬山的人一樣
[00:06:46.600 --> 00:06:49.600]  爬到相當的高度
[00:06:49.600 --> 00:06:53.600]  就發覺氧氣不足
[00:06:53.600 --> 00:06:56.600]  其實爬山人已經是很小心翼翼的
[00:06:56.600 --> 00:06:58.600]  要做好準備
[00:06:58.600 --> 00:07:01.600]  他的設備是精良的
[00:07:01.600 --> 00:07:04.600]  他爬山的技術是超卓的
[00:07:04.600 --> 00:07:07.600]  一切都是可以的
[00:07:07.600 --> 00:07:09.600]  是沒有缺少的
[00:07:09.600 --> 00:07:12.600]  但是就是忘記一個很基本的東西
[00:07:12.600 --> 00:07:15.600]  就是原來他需要呼吸的
[00:07:15.600 --> 00:07:19.600]  人怎麼會想起自己需要呼吸呢?
[00:07:19.600 --> 00:07:23.600]  因為我們假設空氣一定是可以被我們呼吸
[00:07:23.600 --> 00:07:26.600]  但是原來去到上下的高度的時候
[00:07:26.600 --> 00:07:29.600]  情況就不是一樣
[00:07:29.600 --> 00:07:32.600]  我們是可以不夠空氣
[00:07:32.600 --> 00:07:36.600]  我們會在生命的危險當中
[00:07:36.600 --> 00:07:41.600]  教會就好像爬山的運動員一樣
[00:07:41.600 --> 00:07:43.600]  爬到相當的高度
[00:07:43.600 --> 00:07:45.600]  教會所需要的
[00:07:45.600 --> 00:07:46.600]  最需要的
[00:07:46.600 --> 00:07:47.600]  很基本的需要
[00:07:47.600 --> 00:07:49.600]  就是空氣
[00:07:49.600 --> 00:07:52.600]  空氣就是我們跟神的相交
[00:07:52.600 --> 00:07:56.600]  我們跟三一神那種緊密的關係
[00:07:56.600 --> 00:08:01.600]  但是教會所吸到的空氣是不足夠
[00:08:01.600 --> 00:08:04.600]  因為我們跟神的關係
[00:08:04.600 --> 00:08:06.600]  只是一個假設
[00:08:06.600 --> 00:08:08.600]  我們跟神的關係
[00:08:08.600 --> 00:08:11.600]  是嚴重的被忽略
[00:08:11.600 --> 00:08:13.600]  你說是不是?
[00:08:13.600 --> 00:08:19.600]  教會最大的需要是認識神
[00:08:19.600 --> 00:08:22.600]  對神有知識
[00:08:22.600 --> 00:08:25.600]  對神有一種親密的知識
[00:08:25.600 --> 00:08:30.600]  對神有一種第一身的知識
[00:08:30.600 --> 00:08:34.600]  認識神就是跟那位榮耀
[00:08:34.600 --> 00:08:36.600]  滿有恩典的神
[00:08:36.600 --> 00:08:39.600]  是有很親密的關係
[00:08:39.600 --> 00:08:42.600]  教會怎麼可以認識神
[00:08:42.600 --> 00:08:44.600]  怎麼可以與神相交呢?
[00:08:44.600 --> 00:08:46.600]  我們怎麼真的認識神
[00:08:46.600 --> 00:08:48.600]  怎麼與神相交呢?
[00:08:48.600 --> 00:08:50.600]  耳筆所書就講到
[00:08:50.600 --> 00:08:53.600]  禱告的必須
[00:08:53.600 --> 00:08:57.600]  在耳筆所書的一章十五至二十節
[00:08:57.600 --> 00:08:59.600]  這個是講到保羅的祈禱
[00:08:59.600 --> 00:09:04.600]  保羅是認為耳筆所有人是需要祈禱
[00:09:04.600 --> 00:09:07.600]  保羅是為我們的需要祈禱
[00:09:07.600 --> 00:09:10.600]  對保羅來說這個需要是什麼呢?
[00:09:10.600 --> 00:09:16.600]  這個需要就是認識神
[00:09:16.600 --> 00:09:18.600]  所以我們今晚
[00:09:18.600 --> 00:09:21.600]  我們一同去看保羅的禱告
[00:09:21.600 --> 00:09:24.600]  我們看保羅是怎麼禱告的
[00:09:24.600 --> 00:09:26.600]  首先我們來看看
[00:09:26.600 --> 00:09:29.600]  他開始禱告的時候他怎麼講的
[00:09:29.600 --> 00:09:31.600]  在十五節他說
[00:09:31.600 --> 00:09:36.600]  因此我既然聽見你們對主耶穌有信心
[00:09:36.600 --> 00:09:40.600]  對眾聖徒有愛心
[00:09:40.600 --> 00:09:43.600]  保羅去報告
[00:09:43.600 --> 00:09:47.600]  他說他曾經聽見有關耳筆所的事情
[00:09:47.600 --> 00:09:50.600]  這一班人是對主耶穌基督有信心
[00:09:50.600 --> 00:09:54.600]  是對眾聖徒有愛心
[00:09:54.600 --> 00:09:57.600]  所以保羅會繼續為他們祈禱
[00:09:57.600 --> 00:09:58.600]  保羅為他們祈禱的時候
[00:09:58.600 --> 00:10:04.600]  想起是一章三至四節的一些事情
[00:10:04.600 --> 00:10:07.600]  我們找到試試讀出行不行
[00:10:07.600 --> 00:10:08.600]  應該看得到的
[00:10:08.600 --> 00:10:10.600]  好,一齊讀出
[00:10:10.600 --> 00:10:15.600]  原宗善禮給我們耶穌基督的菩薩
[00:10:15.600 --> 00:10:18.600]  他在基督徒的塵埃之上
[00:10:18.600 --> 00:10:19.600]  放有宿命的空氣
[00:10:19.600 --> 00:10:21.600]  以賜給我們
[00:10:21.600 --> 00:10:24.600]  因為他從創世之前
[00:10:24.600 --> 00:10:27.600]  在基督徒間宣揚我們
[00:10:27.600 --> 00:10:29.600]  使我們在他面前
[00:10:29.600 --> 00:10:30.600]  聲為聖賢
[00:10:30.600 --> 00:10:31.600]  富有邏輯
[00:10:31.600 --> 00:10:33.600]  滿有愛心
[00:10:33.600 --> 00:10:36.600]  他本著自己旨意所願的
[00:10:36.600 --> 00:10:41.600]  於因我們藉著耶穌基督得而使的名下
[00:10:41.600 --> 00:10:45.600]  使他榮耀的恩典有稱讚
[00:10:45.600 --> 00:10:48.600]  這恩典使他在愛之裡
[00:10:48.600 --> 00:10:50.600]  刻不辭德行的
[00:10:50.600 --> 00:10:57.600]  我們藉著這愛之的應典
[00:10:57.600 --> 00:10:58.600]  德行有贖
[00:10:58.600 --> 00:11:00.600]  獲凡得以赦免
[00:11:00.600 --> 00:11:07.600]  這次表達痛苦的恩典匆匆足足地賞給我們
[00:11:07.600 --> 00:11:10.600]  體現著活的智慧和聰明
[00:11:10.600 --> 00:11:14.600]  照自己在基督徒所達成的美意
[00:11:14.600 --> 00:11:17.600]  使我們知道他旨意的奧秘
[00:11:17.600 --> 00:11:20.600]  要照著所安排的
[00:11:20.600 --> 00:11:22.600]  在時機成熟的時候
[00:11:22.600 --> 00:11:26.600]  全天上地上一切所有力量
[00:11:26.600 --> 00:11:29.600]  都在基督徒裡面同為軟弱
[00:11:31.600 --> 00:11:34.600]  我們也在他的靈魂中紀念
[00:11:34.600 --> 00:11:38.600]  且以此為循紀已行的萬事的神
[00:11:38.600 --> 00:11:41.600]  照著自己的旨意所願的
[00:11:41.600 --> 00:11:43.600]  圍繞誰我
[00:11:43.600 --> 00:11:48.600]  這些受宣派希望天下在基督裡的人
[00:11:48.600 --> 00:11:50.600]  眾讚他榮耀
[00:11:50.600 --> 00:11:54.600]  在基督裡你們聽見真理的道
[00:11:54.600 --> 00:11:57.600]  就使你們得有同仁
[00:11:57.600 --> 00:11:59.600]  你們一信他
[00:11:59.600 --> 00:12:03.600]  就受了所應許的聖靈為引起
[00:12:03.600 --> 00:12:06.600]  這聖靈使我們得基業的憑據
[00:12:06.600 --> 00:12:10.600]  就等到神的子民得救贖
[00:12:10.600 --> 00:12:13.600]  你們榮耀得到稱讚
[00:12:13.600 --> 00:12:18.600]  三至十四節的焦點
[00:12:18.600 --> 00:12:20.600]  就是講到神的救贖
[00:12:20.600 --> 00:12:22.600]  或者用英文講
[00:12:22.600 --> 00:12:25.600]  是講到神救贖的drama
[00:12:25.600 --> 00:12:32.600]  以及講到已不所人是被接納為神的百姓
[00:12:32.600 --> 00:12:34.600]  裡面的焦點就是講到
[00:12:34.600 --> 00:12:37.600]  耶穌基督是我們的主人
[00:12:37.600 --> 00:12:40.600]  神是有主權
[00:12:40.600 --> 00:12:42.600]  神是會選照
[00:12:42.600 --> 00:12:46.600]  神是透過他的兒子耶穌基督
[00:12:46.600 --> 00:12:50.600]  是拯救那些墮落的罪人等等
[00:12:50.600 --> 00:12:55.600]  保羅就講到這位神是有主權的
[00:12:55.600 --> 00:12:59.600]  保羅就說站在這個故事的當中
[00:12:59.600 --> 00:13:03.600]  站在這個神的主權
[00:13:03.600 --> 00:13:09.600]  和神的救恩的基礎上面去祈禱
[00:13:09.600 --> 00:13:11.600]  所以十五節
[00:13:11.600 --> 00:13:13.600]  在十五節我們所讀的祈禱
[00:13:13.600 --> 00:13:18.600]  就是基礎就是神那種奇妙的作為
[00:13:18.600 --> 00:13:20.600]  原來我們祈禱是要這樣祈禱的
[00:13:20.600 --> 00:13:22.600]  很多時候我們祈禱
[00:13:22.600 --> 00:13:24.600]  沒有這樣祈禱
[00:13:24.600 --> 00:13:26.600]  不要說你
[00:13:26.600 --> 00:13:28.600]  我們做牧者都沒有
[00:13:28.600 --> 00:13:30.600]  所以我們要記得跟保羅一樣
[00:13:30.600 --> 00:13:32.600]  每次祈禱的時候
[00:13:32.600 --> 00:13:36.600]  是站在神的救恩的drama
[00:13:36.600 --> 00:13:39.600]  他大能的救恩
[00:13:39.600 --> 00:13:41.600]  我們去禱告
[00:13:41.600 --> 00:13:44.600]  有些時候我們聽見有些人說
[00:13:44.600 --> 00:13:47.600]  如果講到神那麼有主權
[00:13:47.600 --> 00:13:49.600]  祂都作主了
[00:13:49.600 --> 00:13:51.600]  用什麼祈禱?
[00:13:51.600 --> 00:13:52.600]  祈禱很多餘
[00:13:52.600 --> 00:13:55.600]  根本就不需要祈禱
[00:13:55.600 --> 00:14:00.600]  假如萬事都是照著神的神聖
[00:14:00.600 --> 00:14:02.600]  和永恆的心意去成就
[00:14:02.600 --> 00:14:04.600]  祂都預定了
[00:14:04.600 --> 00:14:06.600]  為什麼我們要祈禱呢?
[00:14:06.600 --> 00:14:09.600]  當然保羅的問題
[00:14:09.600 --> 00:14:12.600]  當然這些問題
[00:14:12.600 --> 00:14:14.600]  不是保羅的問題
[00:14:14.600 --> 00:14:16.600]  反而保羅的問題是什麼呢?
[00:14:16.600 --> 00:14:18.600]  保羅問你們
[00:14:18.600 --> 00:14:22.600]  假如神是有主權
[00:14:22.600 --> 00:14:25.600]  為什麼你們不祈禱?
[00:14:25.600 --> 00:14:29.600]  為什麼你們那麼少祈禱?
[00:14:29.600 --> 00:14:32.600]  你們要知道你們所面對的神
[00:14:32.600 --> 00:14:35.600]  是一位沒有主權的神
[00:14:35.600 --> 00:14:36.600]  這幾位的神
[00:14:36.600 --> 00:14:41.600]  是為著祂的喜樂和榮耀去作萬事
[00:14:41.600 --> 00:14:44.600]  祂的目的是永遠不會錯失的
[00:14:44.600 --> 00:14:47.600]  你們就要求祂成就祂的應許
[00:14:47.600 --> 00:14:51.600]  所以你們要大膽的祈禱
[00:14:51.600 --> 00:14:57.600]  知道你們向萬世的君王去祈禱
[00:14:57.600 --> 00:15:01.600]  因此保羅是叫我們要大膽的祈禱
[00:15:01.600 --> 00:15:04.600]  滿有信心的祈禱
[00:15:04.600 --> 00:15:08.600]  雖然我們不知道我們能夠做什麼
[00:15:08.600 --> 00:15:11.600]  尤其是在這麼躁動的年間
[00:15:11.600 --> 00:15:14.600]  我們不知道可以怎樣做什麼
[00:15:14.600 --> 00:15:18.600]  但是要知道要全然的依賴神
[00:15:18.600 --> 00:15:20.600]  敬拜祂,向祂乞求
[00:15:20.600 --> 00:15:23.600]  我們禱告,我們禱告
[00:15:23.600 --> 00:15:28.600]  因為我們知道神是誰
[00:15:28.600 --> 00:15:32.600]  保羅祂知道神是誰
[00:15:32.600 --> 00:15:37.600]  祂知道神不單止是滿有主權神
[00:15:37.600 --> 00:15:39.600]  是一位三一的真神
[00:15:39.600 --> 00:15:43.600]  所以在同樣在一章的三至十四節
[00:15:43.600 --> 00:15:48.600]  他講到這位三一的真神的工作
[00:15:48.600 --> 00:15:52.600]  父在選,是選擇的愛當中
[00:15:52.600 --> 00:15:56.600]  子是自我犧牲的愛當中
[00:15:56.600 --> 00:15:58.600]  聖靈是愛我們
[00:15:58.600 --> 00:16:00.600]  將耶穌基督的買俗
[00:16:00.600 --> 00:16:02.600]  將父神對我們的心意
[00:16:02.600 --> 00:16:05.600]  施行在我們的生命裏面
[00:16:05.600 --> 00:16:08.600]  所以在這裏我們見到我們所相信的神
[00:16:08.600 --> 00:16:10.600]  是位滿有主權的神
[00:16:10.600 --> 00:16:12.600]  是位三一的神
[00:16:12.600 --> 00:16:16.600]  三一的神帶來給我們救恩
[00:16:16.600 --> 00:16:20.600]  保羅就是以三一神為他的對象
[00:16:20.600 --> 00:16:24.600]  他不是以三個神來祈禱
[00:16:24.600 --> 00:16:28.600]  一些是不好的祈禱
[00:16:28.600 --> 00:16:31.600]  是沒有看神為三一
[00:16:31.600 --> 00:16:34.600]  有些人祈禱的時候向爸爸祈禱
[00:16:34.600 --> 00:16:35.600]  我小時候就是這樣
[00:16:35.600 --> 00:16:38.600]  爸爸更厲害,怎麼向兒子祈禱呢?
[00:16:38.600 --> 00:16:41.600]  有些人向兒子,只是兒子
[00:16:41.600 --> 00:16:43.600]  有些人,因為兒子看得到
[00:16:43.600 --> 00:16:46.600]  有些人就說,不好,我要向聖靈祈禱
[00:16:46.600 --> 00:16:51.600]  其實當我們將三為一的神
[00:16:51.600 --> 00:16:53.600]  變為三個神的時候
[00:16:53.600 --> 00:16:55.600]  這個是三個神
[00:16:55.600 --> 00:16:58.600]  這個是多個神
[00:16:58.600 --> 00:17:00.600]  這個不是一神
[00:17:00.600 --> 00:17:05.600]  我們要知道我們的神
[00:17:05.600 --> 00:17:08.600]  永遠是聖父、聖子和聖靈
[00:17:08.600 --> 00:17:10.600]  我們要知道祂的本質
[00:17:10.600 --> 00:17:12.600]  知道祂的工作
[00:17:12.600 --> 00:17:14.600]  所以我們祈禱的時候
[00:17:14.600 --> 00:17:16.600]  我們不要祈錯對象
[00:17:16.600 --> 00:17:18.600]  稱呼錯了我們
[00:17:18.600 --> 00:17:21.600]  祈禱神的名字
[00:17:21.600 --> 00:17:25.600]  所以我們要知道神是三一
[00:17:25.600 --> 00:17:27.600]  對著這位三一的神
[00:17:27.600 --> 00:17:30.600]  我們和祂相交
[00:17:30.600 --> 00:17:33.600]  我們清楚呼喚祂的名字
[00:17:33.600 --> 00:17:36.600]  不要說錯祂的名字
[00:17:36.600 --> 00:17:40.600]  當我們這樣向神呼喊的時候
[00:17:40.600 --> 00:17:42.600]  去祈禱的時候
[00:17:42.600 --> 00:17:44.600]  就天上的父
[00:17:44.600 --> 00:17:47.600]  三一的神聖之聖靈
[00:17:47.600 --> 00:17:50.600]  是何等的喜樂
[00:17:50.600 --> 00:17:54.600]  保羅接著講到錦恩
[00:17:54.600 --> 00:17:57.600]  這是在第十五節見到的
[00:17:57.600 --> 00:18:00.600]  因此我既然聽見你們對主耶穌有信心
[00:18:00.600 --> 00:18:02.600]  對眾聖徒有愛心
[00:18:02.600 --> 00:18:09.600]  就不住地為你們感謝上帝
[00:18:09.600 --> 00:18:13.600]  我們記得在一章三字的保羅
[00:18:13.600 --> 00:18:16.600]  其實是在講敬拜神、讚美神的救恩
[00:18:16.600 --> 00:18:18.600]  這個救恩的章節
[00:18:18.600 --> 00:18:20.600]  他說我見到神永恆的目的
[00:18:20.600 --> 00:18:23.600]  也見到十字架所成就的救恩
[00:18:23.600 --> 00:18:28.600]  以及是透過聖靈所成就的一切
[00:18:28.600 --> 00:18:30.600]  他說這些我都是在
[00:18:30.600 --> 00:18:33.600]  以弗所這班弟兄姊妹的生命當中
[00:18:33.600 --> 00:18:35.600]  我見到
[00:18:35.600 --> 00:18:38.600]  我聽到你們是有信心的
[00:18:38.600 --> 00:18:40.600]  我聽到你們有愛心的
[00:18:40.600 --> 00:18:44.600]  神著實在生命裏面做了大功
[00:18:44.600 --> 00:18:49.600]  所以我為你們去感謝神
[00:18:49.600 --> 00:18:52.600]  當我們好像保羅一樣
[00:18:52.600 --> 00:18:54.600]  一樣環繞四周
[00:18:54.600 --> 00:18:56.600]  望下城寨家弟兄姊妹的時候
[00:18:56.600 --> 00:18:59.600]  你見不見到神恩典的痕跡
[00:18:59.600 --> 00:19:01.600]  思想在你的身上
[00:19:01.600 --> 00:19:03.600]  以及在弟兄姊妹們的身上
[00:19:03.600 --> 00:19:04.600]  你看不看到
[00:19:04.600 --> 00:19:05.600]  見不見到
[00:19:05.600 --> 00:19:06.600]  記不記得
[00:19:06.600 --> 00:19:10.600]  神是帶領你離開的黑暗
[00:19:10.600 --> 00:19:12.600]  生命的黑暗
[00:19:12.600 --> 00:19:13.600]  進入光明
[00:19:13.600 --> 00:19:15.600]  因為聖命的緣故
[00:19:15.600 --> 00:19:18.600]  你重新得救
[00:19:18.600 --> 00:19:21.600]  假如你是真的相信耶穌
[00:19:21.600 --> 00:19:24.600]  以及你真的愛眾聖道的話
[00:19:24.600 --> 00:19:26.600]  你會發現保羅所做的
[00:19:26.600 --> 00:19:27.600]  他會怎樣?
[00:19:27.600 --> 00:19:30.600]  他於是就會向神獻上感謝
[00:19:30.600 --> 00:19:33.600]  他在神的裏面會寬恩
[00:19:33.600 --> 00:19:38.600]  他相信他所宣佈的真理福音
[00:19:38.600 --> 00:19:43.600]  是能夠發生在其他人的身上
[00:19:43.600 --> 00:19:46.600]  接著我們見到這種感謝
[00:19:46.600 --> 00:19:47.600]  保羅的感謝
[00:19:47.600 --> 00:19:49.600]  有一個特別的重要性
[00:19:49.600 --> 00:19:52.600]  就是他是堅持的
[00:19:52.600 --> 00:19:54.600]  他是不斷的
[00:19:54.600 --> 00:19:56.600]  所以在這一章的十六節就說
[00:19:56.600 --> 00:20:00.600]  就不住地為你們感謝上帝
[00:20:00.600 --> 00:20:03.600]  禱告的時候常常提到你們
[00:20:03.600 --> 00:20:07.600]  不住地為你們感謝
[00:20:07.600 --> 00:20:11.600]  是一種持續的禱告心態
[00:20:11.600 --> 00:20:16.600]  保羅教導我們要這樣持續的祈禱
[00:20:16.600 --> 00:20:18.600]  為我們所愛的人
[00:20:18.600 --> 00:20:21.600]  不是祈禱一次、兩次、三次
[00:20:21.600 --> 00:20:23.600]  是持續的祈禱
[00:20:23.600 --> 00:20:25.600]  為長期病患的人
[00:20:25.600 --> 00:20:28.600]  不是祈禱一次、兩次、三次
[00:20:28.600 --> 00:20:32.600]  而是持續的禱告
[00:20:32.600 --> 00:20:33.600]  但是我們要明白
[00:20:33.600 --> 00:20:36.600]  保羅說他能夠持續禱告
[00:20:36.600 --> 00:20:38.600]  為甚麼?
[00:20:38.600 --> 00:20:39.600]  不是因為他有意志力
[00:20:39.600 --> 00:20:43.600]  因為他有一個正確的神觀
[00:20:43.600 --> 00:20:47.600]  這個神觀能夠幫助他不斷的禱告
[00:20:47.600 --> 00:20:50.600]  因為他知道這位神是怎樣的神
[00:20:50.600 --> 00:20:52.600]  滿有主權的神
[00:20:52.600 --> 00:20:54.600]  所以他繼續禱告
[00:20:54.600 --> 00:20:56.600]  這個不是他的意志的能力
[00:20:56.600 --> 00:20:59.600]  也不是因為禱告是靈
[00:20:59.600 --> 00:21:00.600]  他繼續禱告
[00:21:00.600 --> 00:21:02.600]  而不是因為他知道
[00:21:02.600 --> 00:21:05.600]  他所相信的對象是哪位
[00:21:05.600 --> 00:21:07.600]  是那位滿有主權
[00:21:07.600 --> 00:21:10.600]  那位三一的真神
[00:21:10.600 --> 00:21:11.600]  他繼續禱告
[00:21:11.600 --> 00:21:15.600]  因為他知道神的時間是美好的
[00:21:15.600 --> 00:21:19.600]  因為他知道神的權能是無限的
[00:21:19.600 --> 00:21:22.600]  神的應許是真實的
[00:21:22.600 --> 00:21:24.600]  神是可靠的
[00:21:24.600 --> 00:21:26.600]  因為這樣的緣故
[00:21:26.600 --> 00:21:28.600]  他繼續祈禱
[00:21:28.600 --> 00:21:35.600]  在《二不所書》一章的十七節
[00:21:35.600 --> 00:21:41.600]  就講到保羅說祈禱是甚麼呢?
[00:21:41.600 --> 00:21:46.600]  是祈禱是求神給他更多的智慧
[00:21:46.600 --> 00:21:49.600]  所以在第十七節就這樣講
