
[00:00:00.000 --> 00:00:05.000]  每年到了年底,我想很多的牧區小組都會有類似的活動
[00:03:21.000 --> 00:03:24.000]  主題是一幅喜樂的詩篇
[00:03:24.000 --> 00:03:29.000]  我相信這也是我們每一位今天活在香港的都市人
[00:03:29.000 --> 00:03:35.000]  可能需要學習,重新學習如何去領受的一份喜樂
[00:03:35.000 --> 00:03:39.000]  6節的詩篇讓我們一起在屏幕裡面
[00:03:39.000 --> 00:03:42.000]  當打出來的時候讓我們一起讀出
[00:03:42.000 --> 00:03:44.000]  一起讀出這6節的詩篇
[00:03:44.000 --> 00:03:47.000]  預備,1,2,3
[00:03:47.000 --> 00:03:53.000]  當耶和華將那些被勞的帶回石安的時候
[00:03:53.000 --> 00:03:56.000]  我們好像做夢的人
[00:03:56.000 --> 00:04:00.000]  滿口喜笑,滿是歡呼的時候
[00:04:00.000 --> 00:04:02.000]  外邦人中就有人說
[00:04:02.000 --> 00:04:05.000]  耶和華為他們行了大事
[00:04:05.000 --> 00:04:09.000]  耶和華果然為我們行了大事
[00:04:09.000 --> 00:04:11.000]  我們就歡喜
[00:04:11.000 --> 00:04:15.000]  耶和華啊,求你使我們被勞的人歸回
[00:04:15.000 --> 00:04:18.000]  好在南地的河水浮流
[00:04:18.000 --> 00:04:22.000]  流淚撒總的,必歡呼收割
[00:04:22.000 --> 00:04:24.000]  有帶種流淚出去的
[00:04:24.000 --> 00:04:29.000]  必要歡歡樂樂地帶禾菌回來
[00:04:29.000 --> 00:04:33.000]  為何說喜樂是這篇詩的主題呢?
[00:04:33.000 --> 00:04:35.000]  因為在短短的6節裡面
[00:04:35.000 --> 00:04:39.000]  他應該用了3個字眼去形容表達喜樂這件事
[00:04:39.000 --> 00:04:41.000]  包括了什麼字呢?
[00:04:41.000 --> 00:04:43.000]  如果大家看和合本,剛才的經文都看到了
[00:04:43.000 --> 00:04:46.000]  包括了歡呼,他用了兩次
[00:04:46.000 --> 00:04:49.000]  他用了歡歡樂樂,他用了一次
[00:04:49.000 --> 00:04:51.000]  不過這兩個字其實原本是一樣的
[00:04:51.000 --> 00:04:53.000]  都是一個字,都是解歡呼的意思
[00:04:53.000 --> 00:04:57.000]  又或者是喜樂的歌聲
[00:04:57.000 --> 00:04:59.000]  都是同一個字
[00:04:59.000 --> 00:05:03.000]  另外兩個字是什麼呢?就是喜笑和歡喜
[00:05:03.000 --> 00:05:05.000]  哇,他用了很多字眼
[00:05:05.000 --> 00:05:09.000]  6節詩篇裡面已經用了3個喜樂的字眼
[00:05:09.000 --> 00:05:12.000]  不單止他用了很多關於快樂的字眼
[00:05:12.000 --> 00:05:16.000]  他也用了另外兩幅圖畫去表達這份喜樂
[00:05:16.000 --> 00:05:20.000]  第一幅就是我們好像做夢的人
[00:05:20.000 --> 00:05:22.000]  第一節那裡說
[00:05:22.000 --> 00:05:26.000]  這群以色列民他們的經歷,他們的歡喜
[00:05:26.000 --> 00:05:29.000]  不單止是他們自己都覺得難以置信
[00:05:29.000 --> 00:05:31.000]  他們不是在做白日夢
[00:05:31.000 --> 00:05:35.000]  他們不是在發生一些好像沒有發生的事情
[00:05:35.000 --> 00:05:37.000]  其實是真真正正他們看到
[00:05:37.000 --> 00:05:42.000]  沒有想過,沒有可能發生的事情都發生了
[00:05:42.000 --> 00:05:45.000]  以至他們周圍的列國,那些外邦的人都說
[00:05:45.000 --> 00:05:49.000]  耶和華為他們行了大事
[00:05:49.000 --> 00:05:53.000]  不知道大家最近一次令你覺得很驚喜
[00:05:53.000 --> 00:05:56.000]  很期待的事情是什麼呢?
[00:05:56.000 --> 00:05:59.000]  有沒有一些人或者一些事情
[00:05:59.000 --> 00:06:02.000]  令你覺得很驚喜,很期待
[00:06:02.000 --> 00:06:04.000]  而真的發生了呢?
[00:06:04.000 --> 00:06:05.000]  想不想到?
[00:06:05.000 --> 00:06:07.000]  馬上想可能都不會想到
[00:06:07.000 --> 00:06:09.000]  因為在這個年代
[00:06:09.000 --> 00:06:12.000]  要我們去期待,要我們去盼望
[00:06:12.000 --> 00:06:16.000]  要我們有驚喜,其實都不容易
[00:06:16.000 --> 00:06:20.000]  我們很容易就發覺對人失去了
[00:06:20.000 --> 00:06:23.000]  沒有什麼感覺,沒有什麼期待
[00:06:23.000 --> 00:06:27.000]  沒有什麼把我們的心思意願放在裡面
[00:06:27.000 --> 00:06:34.000]  可能我們失落了夢想成真那份喜樂
[00:06:34.000 --> 00:06:39.000]  另一幅圖畫是《好象南地的河水伏流》
[00:06:39.000 --> 00:06:40.000]  應該在第四節說
[00:06:40.000 --> 00:06:43.000]  詳細我們稍後也會提及
[00:06:43.000 --> 00:06:46.000]  不過說真的,這是一個不經常出現的
[00:06:46.000 --> 00:06:48.000]  一個季節性的現象
[00:06:48.000 --> 00:06:50.000]  如何季節性的現象呢?
[00:06:50.000 --> 00:06:52.000]  就好像我們現在喜歡拍照
[00:06:52.000 --> 00:06:57.000]  春天要去拍櫻花,秋天要去拍紅葉
[00:06:57.000 --> 00:07:00.000]  冬天就要去拍雀鳥等等那種
[00:07:00.000 --> 00:07:01.000]  是不會經常見到的
[00:07:01.000 --> 00:07:04.000]  是要在季節的時候才會出現的
[00:07:04.000 --> 00:07:08.000]  《好象南地的河水伏流》也是一個這樣的情況
[00:07:08.000 --> 00:07:10.000]  另外,這些C篇告訴我們
[00:07:10.000 --> 00:07:13.000]  這種喜樂不是即時的
[00:07:13.000 --> 00:07:17.000]  不是短暫的,不是睡醒之後就什麼都沒有那種
[00:07:17.000 --> 00:07:22.000]  經文第一,第二節是描述一個過往正在發生的情景
[00:07:22.000 --> 00:07:24.000]  而第四到第六節
[00:07:24.000 --> 00:07:30.000]  是一個私人對於未來的一份憧憬和一份把握
[00:07:30.000 --> 00:07:33.000]  這種喜樂是有始有終的
[00:07:33.000 --> 00:07:39.000]  神原來是在我們的歷史當中作弓活動的神
[00:07:39.000 --> 00:07:42.000]  昔日在我們的生命裡面做了很多事情
[00:07:42.000 --> 00:07:47.000]  未來也要同樣在我們的生命裡面承受祂的應許
[00:07:47.000 --> 00:07:52.000]  因著祂信實,因著祂守約,私持愛
[00:07:52.000 --> 00:07:55.000]  我們今天就不需要覺得自己
[00:07:55.000 --> 00:08:00.000]  當下我們活在一些很荒謬,很虛無的裡面
[00:08:00.000 --> 00:08:04.000]  即使我們覺得今天很難受,是不是沒有意義的呢
[00:08:04.000 --> 00:08:08.000]  不會,上帝告訴你,祂仍然是信實的
[00:08:08.000 --> 00:08:10.000]  祂仍然是守約的
[00:08:10.000 --> 00:08:13.000]  祂仍然是私持愛那位的神
[00:08:13.000 --> 00:08:16.000]  剛才我說了,今天我們都市人
[00:08:16.000 --> 00:08:19.000]  都是一群很密集的生活經驗的人
[00:08:19.000 --> 00:08:23.000]  很多事情發生,我們經常活在現在的裡面
[00:08:23.000 --> 00:08:27.000]  過去的事情真的很快就過去了
[00:08:27.000 --> 00:08:29.000]  很快我們會忘記了
[00:08:29.000 --> 00:08:32.000]  很多事情我們都主眼即逝
[00:08:32.000 --> 00:08:36.000]  但原來這位上帝並不是這樣
[00:08:36.000 --> 00:08:38.000]  這位上帝是歷史的神
[00:08:38.000 --> 00:08:42.000]  他是一生去牧養我們的神
[00:08:42.000 --> 00:08:45.000]  好像剛才我們剛才唱的詩歌一樣
[00:08:45.000 --> 00:08:50.000]  所引述在保羅喜的書信裡面所提及的說話
[00:08:50.000 --> 00:08:54.000]  我們沒有一個時刻是跟神的愛隔絕
[00:08:54.000 --> 00:08:58.000]  跟神自己分離,求主幫助我們
[00:08:58.000 --> 00:09:01.000]  每一次當遇到難受的時刻
[00:09:01.000 --> 00:09:05.000]  都讓我們去記得神曾經私恩
[00:09:05.000 --> 00:09:09.000]  也將來要繼續的私恩,繼續的去幫助我們
[00:09:09.000 --> 00:09:14.000]  我們從而有信心去抓住上帝所給我們的應許
[00:09:14.000 --> 00:09:18.000]  當我做這個分持輔導的時候
[00:09:18.000 --> 00:09:20.000]  幫助兄姐妹的時候
[00:09:20.000 --> 00:09:24.000]  我總會有一個雜作跟他們一起去做的
[00:09:24.000 --> 00:09:28.000]  就是要他們在認識的過程裡面
[00:09:28.000 --> 00:09:32.000]  很詳細地講他們的愛情故事
[00:09:32.000 --> 00:09:37.000]  一些細節,他們曾經什麼時候開始去認定對方
[00:09:37.000 --> 00:09:41.000]  什麼時候他們要去決定去毀心對方
[00:09:41.000 --> 00:09:43.000]  又或者中間有沒有一些衝突
[00:09:43.000 --> 00:09:48.000]  有沒有一些曾經令他們貪婪分手等等的曲折
[00:09:48.000 --> 00:09:51.000]  我很想他們在這個過程裡面
[00:09:51.000 --> 00:09:56.000]  當他們一同去擁有,去回想這些經驗的時候
[00:09:56.000 --> 00:10:01.000]  這些未必可以足夠撐起他們未來幾十年的婚姻生活
[00:10:01.000 --> 00:10:05.000]  也足夠讓他們在裡面找到
[00:10:05.000 --> 00:10:10.000]  原來我們不是這一刻突然間走在一起
[00:10:10.000 --> 00:10:12.000]  不是的,他們是有經歷
[00:10:12.000 --> 00:10:15.000]  是一起在拍拖的過程裡面
[00:10:15.000 --> 00:10:18.000]  慢慢慢慢互相去認定
[00:10:18.000 --> 00:10:22.000]  神也一樣叫我們在過程裡面
[00:10:22.000 --> 00:10:24.000]  在我們過往裡面
[00:10:24.000 --> 00:10:27.000]  我們也同樣找到一些我們可以抓住的
[00:10:27.000 --> 00:10:29.000]  我們可以回想的
[00:10:29.000 --> 00:10:35.000]  以致我們可以繼續有力去走我們人生的另一個道路
[00:10:35.000 --> 00:10:40.000]  詩人在整篇詩篇裡面表達的喜樂
[00:10:40.000 --> 00:10:42.000]  背後其實是有原因的
[00:10:42.000 --> 00:10:44.000]  他是說有些原因
[00:10:44.000 --> 00:10:49.000]  首先是上帝為他們帶來了生命的逆轉
[00:10:49.000 --> 00:10:53.000]  這個在經文裡面也有兩次提及過
[00:10:53.000 --> 00:10:57.000]  就是耶和華為他們成就了大事
[00:10:57.000 --> 00:11:00.000]  耶和華為他們成就了大事
[00:11:00.000 --> 00:11:02.000]  是什麼大事呢
[00:11:02.000 --> 00:11:06.000]  我們很多版本都會將第一節翻譯為
[00:11:06.000 --> 00:11:09.000]  當耶和華將那些被撈的
[00:11:09.000 --> 00:11:11.000]  帶回石安的時候
[00:11:11.000 --> 00:11:14.000]  這是說一個歷史的事件
[00:11:14.000 --> 00:11:17.000]  就是公元前的大約五百多年
[00:11:17.000 --> 00:11:20.000]  當以色列人亡國的時候
[00:11:20.000 --> 00:11:23.000]  大部分的精英分子都被撈去
[00:11:23.000 --> 00:11:25.000]  被人俘虜了
[00:11:25.000 --> 00:11:28.000]  去到巴比倫那裡做人家的臣民
[00:11:28.000 --> 00:11:29.000]  做人家的臣屬
[00:11:29.000 --> 00:11:31.000]  但過了幾十年之後
[00:11:31.000 --> 00:11:37.000]  他們的殖民主就由巴比倫轉到了波斯
[00:11:37.000 --> 00:11:39.000]  當時的波斯王
[00:11:39.000 --> 00:11:43.000]  古列王就改變了他國家的殖民政策
[00:11:43.000 --> 00:11:46.000]  就是說他下了一個詔書
[00:11:46.000 --> 00:11:52.000]  可以讓各地的殖民回到他們自己的原居地
[00:11:52.000 --> 00:11:55.000]  如果我們看《聖經》裡面的
[00:11:55.000 --> 00:11:57.000]  以斯拉記或者尼希米記
[00:11:57.000 --> 00:11:58.000]  我們總會發覺
[00:11:58.000 --> 00:12:01.000]  以色列民聽到這個消息
[00:12:01.000 --> 00:12:04.000]  以及去預備他們真的回到
[00:12:04.000 --> 00:12:06.000]  以色列地的那份興奮
[00:12:06.000 --> 00:12:08.000]  那份喜樂
[00:12:08.000 --> 00:12:12.000]  亡國奴可以重返故地
[00:12:12.000 --> 00:12:15.000]  甚至可以重建他們的家園
[00:12:15.000 --> 00:12:20.000]  本身就是一個民族命運的扭轉
[00:12:20.000 --> 00:12:24.000]  經文用了帶回和歸回這兩個字
[00:12:24.000 --> 00:12:26.000]  這個字其實都是一個字
[00:12:26.000 --> 00:12:28.000]  都是在《聖經》裡面
[00:12:28.000 --> 00:12:31.000]  都頗為經常出現的字
[00:12:31.000 --> 00:12:32.000]  我們其他的翻譯
[00:12:32.000 --> 00:12:34.000]  如果看詩篇第85篇
[00:12:34.000 --> 00:12:37.000]  或者在約伯記的42章10字裡面
[00:12:37.000 --> 00:12:38.000]  我們都會看見
[00:12:38.000 --> 00:12:39.000]  它的翻譯可以是
[00:12:39.000 --> 00:12:40.000]  回轉
[00:12:40.000 --> 00:12:41.000]  復興
[00:12:41.000 --> 00:12:42.000]  恢復等等
[00:12:42.000 --> 00:12:44.000]  都是將一些警方
[00:12:44.000 --> 00:12:46.000]  由以往不好的
[00:12:46.000 --> 00:12:47.000]  一轉
[00:12:47.000 --> 00:12:48.000]  神幫了他們
[00:12:48.000 --> 00:12:52.000]  轉到一個好的警方裡面
[00:12:52.000 --> 00:12:54.000]  這位神
[00:12:54.000 --> 00:12:56.000]  我們所相信的神
[00:12:56.000 --> 00:13:00.000]  就是叫我們生命得到逆轉的神
[00:13:00.000 --> 00:13:01.000]  祂所眷顧的
[00:13:01.000 --> 00:13:03.000]  尤其是那些
[00:13:03.000 --> 00:13:04.000]  受苦的
[00:13:04.000 --> 00:13:06.000]  卑微的
[00:13:06.000 --> 00:13:07.000]  在這兩個星期
[00:13:07.000 --> 00:13:11.000]  我默區也看了一個逆轉的故事
[00:13:11.000 --> 00:13:13.000]  我們看一部戲
[00:13:13.000 --> 00:13:15.000]  故事是關於一位
[00:13:15.000 --> 00:13:18.000]  一位年輕人,美國的年輕人
[00:13:18.000 --> 00:13:20.000]  他叫Michael
[00:13:20.000 --> 00:13:22.000]  他的姓叫Oah
[00:13:22.000 --> 00:13:24.000]  Michael Oah
[00:13:24.000 --> 00:13:28.000]  他有12位兄弟姐妹
[00:13:28.000 --> 00:13:29.000]  12位
[00:13:29.000 --> 00:13:34.000]  但是他媽媽是一位
[00:13:34.000 --> 00:13:37.000]  染上毒癮的一位媽媽
[00:13:37.000 --> 00:13:40.000]  所以根本沒什麼機會
[00:13:40.000 --> 00:13:42.000]  或者沒什麼花時間
[00:13:42.000 --> 00:13:46.000]  去照顧這位Michael
[00:13:46.000 --> 00:13:49.000]  我有張照片給大家看
[00:13:49.000 --> 00:13:51.000]  所以在他上學的
[00:13:51.000 --> 00:13:52.000]  頭九年的裡面
[00:13:52.000 --> 00:13:55.000]  他轉了11間學校
[00:13:55.000 --> 00:13:57.000]  我相信他不是萬無三千
[00:13:57.000 --> 00:13:59.000]  因為這樣要去找一些好學校
[00:13:59.000 --> 00:14:02.000]  而是根本他沒法子讀得上
[00:14:02.000 --> 00:14:03.000]  16歲之前
[00:14:03.000 --> 00:14:06.000]  他要不斷在不同的家裡面寄居
[00:14:06.000 --> 00:14:07.000]  因為他很多時候
[00:14:07.000 --> 00:14:09.000]  家裡都不方便去收留他
[00:14:09.000 --> 00:14:12.000]  也不想回家
[00:14:12.000 --> 00:14:15.000]  後來在一個偶然的機會
[00:14:15.000 --> 00:14:20.000]  他進了一間基督教中學去讀書
[00:14:20.000 --> 00:14:21.000]  在很偶然的機會下
[00:14:21.000 --> 00:14:25.000]  他認識了一對基督徒的夫婦
[00:14:25.000 --> 00:14:26.000]  這對夫婦
[00:14:26.000 --> 00:14:29.000]  知道了這位Michael的經歷
[00:14:29.000 --> 00:14:32.000]  知道了他的身世之後
[00:14:32.000 --> 00:14:37.000]  就邀請他住在他們自己的家裡
[00:14:37.000 --> 00:14:40.000]  起初他們沒想過
[00:14:40.000 --> 00:14:42.000]  要長期給這位Michael住
[00:14:42.000 --> 00:14:43.000]  但是很快
[00:14:43.000 --> 00:14:47.000]  當他們的關係慢慢建立了之後
[00:14:47.000 --> 00:14:51.000]  他就一直住在這個家庭里
[00:14:51.000 --> 00:14:57.000]  甚至成為了他們家庭的其中一份子
[00:14:57.000 --> 00:14:59.000]  這位家庭對他非常好
[00:14:59.000 --> 00:15:02.000]  不僅供養他繼續讀書
[00:15:02.000 --> 00:15:05.000]  甚至幫他找家庭補習
[00:15:05.000 --> 00:15:08.000]  把他的成績從根本見不得人
[00:15:08.000 --> 00:15:10.000]  沒法子讀得上的
[00:15:10.000 --> 00:15:12.000]  一路變一路變
[00:15:12.000 --> 00:15:15.000]  改善到他可以拿到大學的獎學金
[00:15:15.000 --> 00:15:18.000]  可以進大學讀書
[00:15:18.000 --> 00:15:19.000]  畢業之後
[00:15:19.000 --> 00:15:20.000]  他在2009年
[00:15:20.000 --> 00:15:25.000]  還加盟了一隊美式足球的職業足球隊
[00:15:25.000 --> 00:15:27.000]  成為了一個職業球員
[00:15:27.000 --> 00:15:29.000]  而他的事跡
[00:15:29.000 --> 00:15:31.000]  也拍成了一部電影
[00:15:31.000 --> 00:15:32.000]  可能大家都看過
[00:15:32.000 --> 00:15:36.000]  叫做《守護有心人》
[00:15:36.000 --> 00:15:39.000]  由街童變求生
[00:15:39.000 --> 00:15:42.000]  山雞變鳳凰
[00:15:42.000 --> 00:15:45.000]  今天這個資訊很發達
[00:15:45.000 --> 00:15:47.000]  也是傳媒很多很多
[00:15:47.000 --> 00:15:49.000]  報道不同的故事
[00:15:49.000 --> 00:15:50.000]  很多故事
[00:15:50.000 --> 00:15:53.000]  可能我們已經見得很多
[00:15:53.000 --> 00:15:54.000]  很多很多
[00:15:54.000 --> 00:15:56.000]  好像令到一些
[00:15:56.000 --> 00:15:58.000]  這些生命改變
[00:15:58.000 --> 00:15:59.000]  逆轉的故事
[00:15:59.000 --> 00:16:02.000]  可能慢慢慢慢對我們的吸引力
[00:16:02.000 --> 00:16:04.000]  或者感染力
[00:16:04.000 --> 00:16:07.000]  已經慢慢慢慢降低了
[00:16:07.000 --> 00:16:11.000]  我們可能覺得這些已經很公式化
[00:16:11.000 --> 00:16:13.000]  好像我們俗語說
[00:16:13.000 --> 00:16:15.000]  英雄見慣
[00:16:15.000 --> 00:16:18.000]  都不過是常人
[00:16:18.000 --> 00:16:21.000]  因為我們生活裡面太多資訊
[00:16:21.000 --> 00:16:24.000]  太多東西去應付
[00:16:24.000 --> 00:16:25.000]  可能會令到我們
[00:16:25.000 --> 00:16:28.000]  已經變得很麻木
[00:16:28.000 --> 00:16:31.000]  不知大家現在是怎樣看報紙的
[00:16:31.000 --> 00:16:33.000]  怎樣看新聞的
[00:16:33.000 --> 00:16:35.000]  我爸爸到今天都是
[00:16:35.000 --> 00:16:36.000]  都是拿著一份報紙
[00:16:36.000 --> 00:16:38.000]  我媽媽不斷形容他
[00:16:38.000 --> 00:16:41.000]  是連汁都混在一起的人
[00:16:41.000 --> 00:16:43.000]  拿著一份報紙是可以看幾個小時的
[00:16:43.000 --> 00:16:45.000]  是慢慢看的
[00:16:45.000 --> 00:16:48.000]  我媽媽說他們是連廣告都會看的
[00:16:48.000 --> 00:16:53.000]  但是我們今天看報紙是怎樣的
[00:16:53.000 --> 00:16:56.000]  我相信大家應該是這樣
[00:16:56.000 --> 00:16:59.000]  或者這樣
[00:16:59.000 --> 00:17:01.000]  每一段的故事
[00:17:01.000 --> 00:17:03.000]  或者每一個的新聞
[00:17:03.000 --> 00:17:06.000]  可能我們只要拿下標題就數數了
[00:17:06.000 --> 00:17:07.000]  每一個的故事
[00:17:07.000 --> 00:17:08.000]  每一段的消息
[00:17:08.000 --> 00:17:09.000]  可能在我們腦海裡面
[00:17:09.000 --> 00:17:13.000]  或者生命裡面留下的印象
[00:17:13.000 --> 00:17:17.000]  或者我們容許它留下在我們裡面的時間
[00:17:17.000 --> 00:17:20.000]  可能只不過是用秒去計
[00:17:20.000 --> 00:17:22.000]  多少秒 多少秒 多少秒
[00:17:22.000 --> 00:17:24.000]  可能我們的回應是什麼
[00:17:24.000 --> 00:17:28.000]  可能就是一個贊好
[00:17:28.000 --> 00:17:32.000]  我發覺贊好的意思不是代表你真的贊好
[00:17:32.000 --> 00:17:36.000]  贊好的意思只不過是代表你看了
[00:17:36.000 --> 00:17:38.000]  甚至可能不是看了
[00:17:38.000 --> 00:17:40.000]  只是代表你立過
[00:17:40.000 --> 00:17:42.000]  是這麼簡單的
[00:17:42.000 --> 00:17:47.000]  當我們的生活有這麼多的刺激在我們身邊
[00:17:47.000 --> 00:17:49.000]  令我們變得很麻木的時候
[00:17:49.000 --> 00:17:50.000]  我們真的不容易
[00:17:50.000 --> 00:17:52.000]  再容易去欣賞
[00:17:52.000 --> 00:17:56.000]  或者是為了很多身邊的人和事
[00:17:56.000 --> 00:18:01.000]  我們去動容 或者是動心
[00:18:01.000 --> 00:18:02.000]  有些東西
[00:18:02.000 --> 00:18:04.000]  如果我們真的不覺得很重要
[00:18:04.000 --> 00:18:06.000]  不擺在我們的心頭上的話
[00:18:06.000 --> 00:18:12.000]  我們也不會為它覺得很歡呼 很興奮
[00:18:12.000 --> 00:18:14.000]  為了它能夠改變
[00:18:14.000 --> 00:18:19.000]  哇 為什麼會這樣
[00:18:19.000 --> 00:18:22.000]  就是因為太多東西塞在我們身邊的時候
[00:18:22.000 --> 00:18:26.000]  我們對於上帝的一些工作
[00:18:26.000 --> 00:18:27.000]  哪怕是多微小
[00:18:27.000 --> 00:18:31.000]  我們也可能已經覺得不再是一回什麼事
[00:18:31.000 --> 00:18:33.000]  例如我們看回我們自己
[00:18:33.000 --> 00:18:35.000]  我們看自己的時候可能覺得
[00:18:35.000 --> 00:18:38.000]  我們自己沒什麼特別
[00:18:38.000 --> 00:18:44.000]  這些逆轉的故事可能在我生命里沒有發生過
[00:18:44.000 --> 00:18:46.000]  他還他 我還我
[00:18:46.000 --> 00:18:48.000]  It's not me
[00:18:48.000 --> 00:18:50.000]  不關我的事
[00:18:50.000 --> 00:18:52.000]  我覺得自己很平凡
[00:18:52.000 --> 00:18:53.000]  信了耶穌
[00:18:53.000 --> 00:18:55.000]  可能連你叫我說我見證給人聽
[00:18:55.000 --> 00:18:58.000]  我都覺得沒什麼好說的
[00:18:58.000 --> 00:19:00.000]  我自己曾經也是這樣想
[00:19:00.000 --> 00:19:02.000]  我都覺得沒什麼改變
[00:19:02.000 --> 00:19:04.000]  我又不是死過翻生
[00:19:04.000 --> 00:19:06.000]  我又不是神跡已遲
[00:19:06.000 --> 00:19:08.000]  我又不是很多很多
[00:19:08.000 --> 00:19:11.000]  山雞變鳳凰 街童變求生
[00:19:11.000 --> 00:19:13.000]  沒什麼好說的
[00:19:13.000 --> 00:19:14.000]  但是
[00:19:14.000 --> 00:19:22.000]  是不是就代表我生命里神沒做過任何逆轉的功夫呢
[00:19:22.000 --> 00:19:25.000]  當我真是很細心
[00:19:25.000 --> 00:19:28.000]  慢慢放長雙眼看回我自己的生命的時候
[00:19:28.000 --> 00:19:29.000]  我發覺
[00:19:29.000 --> 00:19:32.000]  這個不是事實
[00:19:32.000 --> 00:19:36.000]  原來這位能夠改變歷史的神
[00:19:36.000 --> 00:19:39.000]  同樣在我的生命里
[00:19:39.000 --> 00:19:41.000]  留下祂的指紋
[00:19:41.000 --> 00:19:43.000]  留下祂的印記
[00:19:43.000 --> 00:19:46.000]  這個是上帝給我們一個很大的恩典
[00:19:46.000 --> 00:19:48.000]  我們每一個人都同樣的
[00:19:48.000 --> 00:19:53.000]  或多或少都經歷到上帝這份逆轉的恩典
[00:19:53.000 --> 00:19:55.000]  這份恩典是白白的
[00:19:55.000 --> 00:19:58.000]  我們沒法子可以控制很多東西
[00:19:58.000 --> 00:20:00.000]  所以第二個喜樂
[00:20:00.000 --> 00:20:01.000]  這份喜樂
[00:20:01.000 --> 00:20:02.000]  生命的喜樂
[00:20:02.000 --> 00:20:04.000]  背後的原因
[00:20:04.000 --> 00:20:08.000]  另一個原因就是一份堅持
[00:20:08.000 --> 00:20:09.000]  單有恩典不足夠
[00:20:09.000 --> 00:20:11.000]  我們也都需要有堅持
[00:20:11.000 --> 00:20:13.000]  詩人用了兩幅圖畫
