
[00:00:00.000 --> 00:00:04.800]  天文教你自己親自用你的話語成為我們生命的幫助和激勵
[00:03:24.760 --> 00:03:27.200]  我自己很清楚地說
[00:03:27.200 --> 00:03:31.880]  寧願將你的怒氣帶到神的面前
[00:03:31.880 --> 00:03:35.320]  讓神去平復你心裏的不滿
[00:03:35.320 --> 00:03:37.520]  好過你自己動手
[00:03:37.520 --> 00:03:41.960]  明鏡台也知道,我在幾年前
[00:03:41.960 --> 00:03:44.080]  第一次,也暫時是唯一一次
[00:03:44.080 --> 00:03:47.440]  坐一些很大的郵輪去旅行
[00:03:47.440 --> 00:03:51.160]  兒子介紹我,說值得去,真的很值得去
[00:03:51.160 --> 00:03:55.360]  但其實我之前已經有四年坐過不少郵輪
[00:03:55.360 --> 00:03:58.320]  不過那些是小一點的,那些是油麻地小輪
[00:03:58.320 --> 00:04:01.000]  因為我在建徒神學院讀書,我在長洲
[00:04:01.000 --> 00:04:02.840]  當年是油麻地小輪
[00:04:02.840 --> 00:04:06.280]  但當我要回香港,郵完之後
[00:04:06.280 --> 00:04:13.200]  在丹麥的中央車站坐火車,預備去機場
[00:04:13.200 --> 00:04:15.400]  然後飛去芬蘭,回香港的時候
[00:04:15.400 --> 00:04:19.320]  不詳細說,被人偷了我的背包
[00:04:19.320 --> 00:04:23.320]  我裏面有很多錢,很少帶這麼多錢去
[00:04:23.320 --> 00:04:25.840]  因為去不同的國家,我沒有時間去理
[00:04:25.840 --> 00:04:28.000]  我換了不少錢
[00:04:28.000 --> 00:04:34.040]  手機、相機、護照,甚麼都沒有了
[00:04:34.040 --> 00:04:38.960]  後來我滯留在芬蘭,我很不開心,很生氣
[00:04:38.960 --> 00:04:40.600]  我還可以為敵人禱告
[00:04:40.600 --> 00:04:42.720]  「主啊,求祢來有寬恕他」
[00:04:42.720 --> 00:04:44.960]  「願意來賜福給他」
[00:04:44.960 --> 00:04:46.280]  沒可能的
[00:04:46.280 --> 00:04:49.840]  我很記得我仍然,雖然我滯留在芬蘭
[00:04:49.840 --> 00:04:53.760]  但我自己都要找教會聚會,星期天
[00:04:53.760 --> 00:04:56.640]  那時候我在教會裏面,我很早去到
[00:04:56.640 --> 00:04:58.840]  去到那間教會的時候
[00:04:58.840 --> 00:05:00.600]  我的牧師都還沒回來,很多人都還沒回來
[00:05:00.600 --> 00:05:04.560]  我對著教堂裏面的十字架,我去禱告
[00:05:04.560 --> 00:05:06.680]  我不是去祝福他
[00:05:06.680 --> 00:05:09.240]  我絕對不會說「主啊,求祢赦免他們所作的」
[00:05:09.240 --> 00:05:11.000]  因為他們不曉得,絕對不是
[00:05:11.000 --> 00:05:12.600]  「主啊,求祢審判他」
[00:05:12.600 --> 00:05:14.680]  「願意祢的公義來彰顯」
[00:05:14.680 --> 00:05:18.680]  甚至說到「願意他們生死沒有頭殼」那些
[00:05:18.680 --> 00:05:21.960]  因為他們所作的是他們曉得的
[00:05:21.960 --> 00:05:23.640]  他們犯錯
[00:05:23.640 --> 00:05:26.400]  我就將我的怒氣向神來傾訴
[00:05:26.400 --> 00:05:30.320]  因為我真的找不到哪一個是偷我的東西的人
[00:05:30.320 --> 00:05:34.240]  但是很特別,一路向神平靜我的心
[00:05:34.240 --> 00:05:36.160]  外在環境沒有改變
[00:05:36.160 --> 00:05:38.760]  但是我的心是有很特別的感受
[00:05:38.760 --> 00:05:39.920]  那次是很特別
[00:05:39.920 --> 00:05:43.960]  我感受到有一些東西好像慢慢從天那裏
[00:05:43.960 --> 00:05:45.560]  真的降下來在我頭那裏
[00:05:45.560 --> 00:05:47.320]  我是 physically(物理上)
[00:05:47.320 --> 00:05:49.520]  即是生理上覺得有些東西好像進了我那裏
[00:05:49.520 --> 00:05:52.440]  然後下到這裏,不知道是不是肚子朗住
[00:05:52.440 --> 00:05:55.240]  就沒有下到腳那裏,只是朗住在這裏
[00:05:55.240 --> 00:05:57.920]  但是我又聽不到「這是我的愛之,我所喜悅的」
[00:05:57.920 --> 00:05:59.560]  我聽不到這一句
[00:05:59.560 --> 00:06:02.840]  但是我是有一種很特別平靜的感受
[00:06:02.840 --> 00:06:04.840]  剛才為什麼我會講這麼多東西呢?
[00:06:04.840 --> 00:06:06.160]  就是想解釋
[00:06:06.160 --> 00:06:09.720]  原來尼尼微城,即是亞述國
[00:06:09.720 --> 00:06:13.880]  這個國家的人是非常的兇悍
[00:06:13.880 --> 00:06:17.640]  甚至後來滅了北面的以色列國
[00:06:17.640 --> 00:06:20.960]  所以原來約拿
[00:06:20.960 --> 00:06:24.920]  神是差遣約拿去尼尼微城傳道的
[00:06:24.920 --> 00:06:27.560]  一會兒我去看,祂不肯去聽
[00:06:27.560 --> 00:06:33.000]  原來祂是一個為什麼不去聽神的指示呢?
[00:06:33.000 --> 00:06:35.000]  就是因為祂愛自己的國家
[00:06:35.000 --> 00:06:36.280]  就不是因為祂懶
[00:06:36.280 --> 00:06:38.280]  我們會探討這個問題
[00:06:38.280 --> 00:06:40.280]  而另外一本書
[00:06:40.280 --> 00:06:43.120]  就是在很多年之後
[00:06:43.120 --> 00:06:46.480]  神也興起拿紅先知
[00:06:46.480 --> 00:06:48.640]  就是發出一個書判
[00:06:48.640 --> 00:06:51.760]  就是講尼尼微城是會滅亡的
[00:06:51.760 --> 00:06:56.000]  所以你記住,我們會用三堂的時間看約拿書
[00:06:56.000 --> 00:06:58.000]  我們只會用兩堂的時間
[00:06:58.000 --> 00:07:00.400]  看什麼呢?就是看拿紅書
[00:07:00.400 --> 00:07:01.920]  為什麼這麼奇怪呢?
[00:07:01.920 --> 00:07:03.920]  因為約拿書大家都很熟的
[00:07:03.920 --> 00:07:07.520]  連兒童上主學的人都會認識的
[00:07:07.520 --> 00:07:08.760]  你都可能告訴我
[00:07:08.760 --> 00:07:10.760]  如果你要看整卷約拿書
[00:07:10.760 --> 00:07:12.760]  你十五分鐘之內看完
[00:07:12.760 --> 00:07:15.240]  因為整卷的約拿書
[00:07:15.240 --> 00:07:17.880]  只有四十八節經文
[00:07:17.880 --> 00:07:21.240]  四張聖經加起來只有四十八節經文
[00:07:21.240 --> 00:07:24.000]  所以你慢慢看,十五分鐘已經看完
[00:07:24.000 --> 00:07:28.520]  但我往往很怕有時我們很熟的經文
[00:07:28.520 --> 00:07:32.960]  我們反而會輕忽了裡面的熟齡意義
[00:07:32.960 --> 00:07:35.640]  越熟的經文是越難教的
[00:07:35.640 --> 00:07:36.640]  你明白我說什麼嗎?
[00:07:36.640 --> 00:07:37.840]  我作為一個目者
[00:07:37.840 --> 00:07:41.720]  我講一本書,你什麼都不明白背景
[00:07:41.720 --> 00:07:42.960]  什麼都不知道的時候
[00:07:42.960 --> 00:07:45.720]  我去講的時候,嘩,很新鮮
[00:07:45.720 --> 00:07:48.120]  甚至我講錯你都不太知道
[00:07:48.120 --> 00:07:50.560]  但問題是一些很熟的經文
[00:07:50.560 --> 00:07:52.560]  你又知道,我又知道的時候
[00:07:52.560 --> 00:07:55.680]  要能夠給大家有那個教導
[00:07:55.680 --> 00:07:57.680]  這個難度才是高的
[00:07:57.680 --> 00:08:00.480]  但其實有時候我發覺到
[00:08:00.480 --> 00:08:02.200]  基督徒太熟那些經文
[00:08:02.200 --> 00:08:04.480]  但是沒有好好地去思想
[00:08:04.480 --> 00:08:06.280]  我簡單舉一個例子
[00:08:06.280 --> 00:08:07.560]  我經常舉這個例子
[00:08:07.560 --> 00:08:10.280]  譬如在《約翰福音》裡面,聖經很清楚講
[00:08:10.280 --> 00:08:13.480]  耶穌說到,我賜給你們一條新命令
[00:08:13.480 --> 00:08:16.440]  你們就要怎樣?彼此相愛
[00:08:16.440 --> 00:08:17.960]  當你彼此相愛的時候
[00:08:17.960 --> 00:08:19.960]  眾人就認出你是我的門徒
[00:08:19.960 --> 00:08:21.400]  我們大家都很熟悉的
[00:08:21.400 --> 00:08:24.000]  那我想問問大家,一條新的命令
[00:08:24.000 --> 00:08:26.000]  那舊的命令是什麼?
[00:08:26.000 --> 00:08:29.400]  舊的命令是什麼內容?
[00:08:29.400 --> 00:08:31.680]  第二就是祂要我們彼此相愛
[00:08:31.680 --> 00:08:33.680]  但這個是命令來的
[00:08:33.680 --> 00:08:36.200]  神可以命令我們去愛的嗎?
[00:08:36.200 --> 00:08:40.200]  你可以命令一個變了心的人愛你嗎?
[00:08:40.200 --> 00:08:44.000]  或者你可以命令你的子女對你有那個孝敬嗎?
[00:08:44.000 --> 00:08:46.000]  可能祂是很忤逆的
[00:08:46.000 --> 00:08:48.000]  命令得到的嗎?
[00:08:48.000 --> 00:08:51.400]  可能你父母叫你愛一個你不喜歡的人
[00:08:51.400 --> 00:08:53.800]  因為那個人有錢,但是你家道中落
[00:08:53.800 --> 00:08:55.400]  嫁了給他或者娶了他
[00:08:55.400 --> 00:08:58.600]  希望可以經濟再一次好起來
[00:08:58.600 --> 00:09:00.000]  那你行不行?
[00:09:00.000 --> 00:09:02.000]  你未必行的
[00:09:02.000 --> 00:09:04.000]  不是每個人都是大小姐
[00:09:04.000 --> 00:09:06.200]  可以嫁給誰的時候
[00:09:06.200 --> 00:09:09.400]  於是那個錢就會多一點
[00:09:09.400 --> 00:09:11.200]  不是這樣的
[00:09:11.200 --> 00:09:13.200]  這些我們很熟悉的經文
[00:09:13.200 --> 00:09:16.000]  但是我們怎樣去解釋?
[00:09:16.000 --> 00:09:18.600]  原來愛是不可能命令的
[00:09:18.600 --> 00:09:19.600]  是不是聖經錯了?
[00:09:19.600 --> 00:09:21.600]  我不詳細去解釋這段經文
[00:09:21.600 --> 00:09:22.600]  我的意思是
[00:09:22.600 --> 00:09:25.600]  有時候我們讀聖經會輕忽了
[00:09:25.600 --> 00:09:27.000]  我們很熟悉的東西
[00:09:27.000 --> 00:09:29.000]  以致我們有時候會
[00:09:29.000 --> 00:09:31.000]  沒有注意到
[00:09:31.000 --> 00:09:32.600]  正如我經常這樣說
[00:09:32.600 --> 00:09:34.600]  我寫了一本書,不過已經沒有在這裡
[00:09:34.600 --> 00:09:36.600]  已經沒有貨了
[00:09:36.600 --> 00:09:37.800]  我會再訂的
[00:09:37.800 --> 00:09:39.400]  我就是講大衛
[00:09:39.400 --> 00:09:40.600]  我想問大家
[00:09:40.600 --> 00:09:42.600]  我希望名人堂的人不要答錯
[00:09:42.600 --> 00:09:45.600]  大衛有什麼打死哥利亞的?
[00:09:45.600 --> 00:09:46.600]  ((石頭打死哥利亞))
[00:09:46.600 --> 00:09:47.600]  誰可以這樣說?
[00:09:47.600 --> 00:09:49.600]  這麼大聲真是很噁心
[00:09:49.600 --> 00:09:50.600]  就錯了
[00:09:50.600 --> 00:09:52.600]  大衛不是用石頭打死哥利亞的
[00:09:52.600 --> 00:09:55.600]  我們停留在這個故事裡面
[00:09:55.600 --> 00:10:00.600]  你見到大衛逃亡去找一個祭司
[00:10:00.600 --> 00:10:02.600]  他說我有一個秘密任務
[00:10:02.600 --> 00:10:03.600]  我很急
[00:10:03.600 --> 00:10:04.600]  我沒有東西吃
[00:10:04.600 --> 00:10:05.600]  有沒有東西給我吃?
[00:10:05.600 --> 00:10:06.600]  祭司不是很好嗎?
[00:10:06.600 --> 00:10:07.600]  祭司是非常樂意的
[00:10:07.600 --> 00:10:09.600]  是將什麼餅給你吃?
[00:10:09.600 --> 00:10:11.600]  不是曲奇餅
[00:10:11.600 --> 00:10:13.600]  是陳切餅
[00:10:13.600 --> 00:10:15.600]  不是祭司我也想給你吃
[00:10:15.600 --> 00:10:16.600]  為什麼?
[00:10:16.600 --> 00:10:17.600]  陳切餅很慘
[00:10:17.600 --> 00:10:18.600]  放在這裡放了六天
[00:10:18.600 --> 00:10:20.600]  不能叮而返
[00:10:20.600 --> 00:10:21.600]  沒有微波爐
[00:10:21.600 --> 00:10:22.600]  硬梆梆的
[00:10:22.600 --> 00:10:24.600]  但是祭司自己吃完
[00:10:24.600 --> 00:10:27.600]  所以他很樂意給陳切餅他吃
[00:10:27.600 --> 00:10:28.600]  還有十二塊
[00:10:28.600 --> 00:10:30.600]  接著他就說
[00:10:30.600 --> 00:10:31.600]  我因為走得很急
[00:10:31.600 --> 00:10:33.600]  我沒有帶武器
[00:10:33.600 --> 00:10:35.600]  有沒有武器在這裡?
[00:10:35.600 --> 00:10:37.600]  祭司怎麼說?
[00:10:37.600 --> 00:10:40.600]  你扔死哥利亞的石頭在這裡?
[00:10:40.600 --> 00:10:41.600]  不是
[00:10:41.600 --> 00:10:44.600]  你殺死哥利亞的刀在這裡
[00:10:44.600 --> 00:10:48.600]  所以大衛不是用石頭打死哥利亞
[00:10:48.600 --> 00:10:50.600]  是用刀殺他
[00:10:50.600 --> 00:10:52.600]  那個石頭打到他的頭
[00:10:52.600 --> 00:10:53.600]  他跌倒
[00:10:53.600 --> 00:10:54.600]  他衝過去
[00:10:54.600 --> 00:10:56.600]  然後拿了哥利亞的刀
[00:10:56.600 --> 00:10:58.600]  將他的頭砍下來
[00:10:58.600 --> 00:11:01.600]  為什麼祭司會有刀在這裡?
[00:11:01.600 --> 00:11:04.600]  可能我們沒有了解這些
[00:11:04.600 --> 00:11:06.600]  原來這是他們的信仰
[00:11:06.600 --> 00:11:07.600]  他們打仗的時候
[00:11:07.600 --> 00:11:08.600]  記住
[00:11:08.600 --> 00:11:11.600]  是不單單兩隊隊員
[00:11:11.600 --> 00:11:13.600]  他們是相信
[00:11:13.600 --> 00:11:15.600]  他們所相信的神
[00:11:15.600 --> 00:11:18.600]  是互相之間去對峙
[00:11:18.600 --> 00:11:20.600]  所以如果贏到對方的時候
[00:11:20.600 --> 00:11:22.600]  就是那個神比較厲害
[00:11:22.600 --> 00:11:24.600]  就會將他們拿回來的東西
[00:11:24.600 --> 00:11:26.600]  特別是戰利品
[00:11:26.600 --> 00:11:30.600]  就放在他們的神廟裡面
[00:11:30.600 --> 00:11:32.600]  記不記得
[00:11:32.600 --> 00:11:34.600]  未有王國之前
[00:11:34.600 --> 00:11:36.600]  菲利士人打仗
[00:11:36.600 --> 00:11:38.600]  後來菲利士人抬了一個藥櫃出來
[00:11:38.600 --> 00:11:39.600]  以為可以拿走
[00:11:39.600 --> 00:11:43.600]  誰知道連藥櫃都被人拿走了
[00:11:43.600 --> 00:11:47.600]  然後將藥櫃
[00:11:47.600 --> 00:11:51.600]  放在了大菌廟裡
[00:11:51.600 --> 00:11:52.600]  為什麼要放在那裡?
[00:11:52.600 --> 00:11:55.600]  就是說我們大菌神贏了你
[00:11:55.600 --> 00:11:57.600]  所以這就是他們的戰利品
[00:11:57.600 --> 00:12:00.600]  所以為什麼殺死哥利亞的刀
[00:12:00.600 --> 00:12:02.600]  是在祭司那裡
[00:12:02.600 --> 00:12:04.600]  原來是有這個原因的
[00:12:04.600 --> 00:12:08.600]  就是代表葉華臣得勝
[00:12:08.600 --> 00:12:10.600]  後來他就拿走這把刀
[00:12:10.600 --> 00:12:12.600]  我想說的就是
[00:12:12.600 --> 00:12:13.600]  有時候我們讀聖經
[00:12:13.600 --> 00:12:14.600]  我們沒有留意這些東西
[00:12:14.600 --> 00:12:16.600]  所以我們今晚開始
[00:12:16.600 --> 00:12:17.600]  我們看約拿書
[00:12:17.600 --> 00:12:20.600]  約拿書其實在聖經裡面
[00:12:20.600 --> 00:12:22.600]  是很獨特的一卷書
[00:12:22.600 --> 00:12:23.600]  舊約裡面
[00:12:23.600 --> 00:12:25.600]  我們分開都知道
[00:12:25.600 --> 00:12:27.600]  有摩西五經
[00:12:27.600 --> 00:12:29.600]  就是頭那五卷
[00:12:29.600 --> 00:12:30.600]  第一卷是什麼
[00:12:30.600 --> 00:12:31.600]  大家一定知道
[00:12:31.600 --> 00:12:34.600]  創世記、出拉及記
[00:12:34.600 --> 00:12:35.600]  然後呢
[00:12:35.600 --> 00:12:37.600]  尼微記、生命記、文述記
[00:12:37.600 --> 00:12:39.600]  包括出拉及記
[00:12:39.600 --> 00:12:41.600]  我們大概都死在抗疫那裡
[00:12:41.600 --> 00:12:42.600]  我們又不熟悉
[00:12:42.600 --> 00:12:43.600]  我們就沒有看下去
[00:12:43.600 --> 00:12:44.600]  因為看不懂
[00:12:44.600 --> 00:12:47.600]  接棒而言就是約書亞
[00:12:47.600 --> 00:12:49.600]  約書亞就是時詩
[00:12:49.600 --> 00:12:50.600]  時詩之後
[00:12:50.600 --> 00:12:52.600]  我們就會知道是什麼呢
[00:12:52.600 --> 00:12:53.600]  叫智慧書
[00:12:53.600 --> 00:12:55.600]  就是詩歌書
[00:12:55.600 --> 00:12:57.600]  就是有約伯記
[00:12:57.600 --> 00:12:59.600]  約伯記其實是聖經裡面
[00:12:59.600 --> 00:13:00.600]  最古老的一卷書
[00:13:00.600 --> 00:13:04.600]  詩篇、箏言、雅歌、傳道書
[00:13:04.600 --> 00:13:07.600]  接著就是仙之書
[00:13:07.600 --> 00:13:10.600]  仙之書分開叫大仙之
[00:13:10.600 --> 00:13:13.600]  有些叫小仙之
[00:13:13.600 --> 00:13:15.600]  大仙之因為它出名
[00:13:15.600 --> 00:13:17.600]  所以它大粒一點
[00:13:17.600 --> 00:13:19.600]  所以它就叫大仙之
[00:13:19.600 --> 00:13:20.600]  我剛剛昨天才說
[00:13:20.600 --> 00:13:24.600]  仙之其實是可以很建制的
[00:13:24.600 --> 00:13:26.600]  最大的那卷書
[00:13:26.600 --> 00:13:28.600]  最長的那卷書
[00:13:28.600 --> 00:13:29.600]  是叫什麼書
[00:13:29.600 --> 00:13:31.600]  以賽亞書
[00:13:31.600 --> 00:13:32.600]  有多少卷
[00:13:32.600 --> 00:13:34.600]  有多少章
[00:13:34.600 --> 00:13:36.600]  有六十六章
[00:13:36.600 --> 00:13:37.600]  聖經有六十六卷
[00:13:37.600 --> 00:13:38.600]  以賽亞書有六十六章
[00:13:38.600 --> 00:13:40.600]  你每天靈修看以賽亞書
[00:13:40.600 --> 00:13:42.600]  你看三個月都沒有看完
[00:13:42.600 --> 00:13:43.600]  是不是
[00:13:43.600 --> 00:13:44.600]  好了
[00:13:44.600 --> 00:13:47.600]  你不要忘記以賽亞是建制派的
[00:13:47.600 --> 00:13:50.600]  他直接和王可以聊天的
[00:13:50.600 --> 00:13:51.600]  起西街王病
[00:13:51.600 --> 00:13:52.600]  是真的跟他祈禱的
[00:13:52.600 --> 00:13:54.600]  亞述
[00:13:54.600 --> 00:13:55.600]  記住了
[00:13:55.600 --> 00:13:56.600]  又是亞述
[00:13:56.600 --> 00:13:57.600]  亞述的西拿基勒
[00:13:57.600 --> 00:13:58.600]  要去打猶大國
[00:13:58.600 --> 00:14:00.600]  差點滅了他們
[00:14:00.600 --> 00:14:03.600]  但是以賽亞又直接去和王對話
[00:14:03.600 --> 00:14:05.600]  教導王怎樣去依靠神
[00:14:05.600 --> 00:14:06.600]  終於贏了
[00:14:06.600 --> 00:14:09.600]  所以建制不是錯的
[00:14:09.600 --> 00:14:13.600]  是建制究竟有沒有為神來說話
[00:14:13.600 --> 00:14:14.600]  如果王是錯
[00:14:14.600 --> 00:14:16.600]  照樣指責他的錯
[00:14:16.600 --> 00:14:17.600]  這個是沒有問題的
[00:14:17.600 --> 00:14:18.600]  好了
[00:14:18.600 --> 00:14:20.600]  再簡單舉一個例子
[00:14:20.600 --> 00:14:21.600]  大家都很熟悉
[00:14:21.600 --> 00:14:22.600]  我昨天真的很開心
[00:14:22.600 --> 00:14:23.600]  又宣傳了
[00:14:23.600 --> 00:14:26.600]  我昨天開始在粉嶺堂
[00:14:26.600 --> 00:14:29.600]  我就教阿摩斯書
[00:14:29.600 --> 00:14:33.600]  阿摩斯書是在北角最鼎盛的時候
[00:14:33.600 --> 00:14:35.600]  而尼達去指責他
[00:14:35.600 --> 00:14:37.600]  因為貧富懸殊
[00:14:37.600 --> 00:14:39.600]  所以我就選擇了阿摩斯書
[00:14:39.600 --> 00:14:40.600]  如果大家有興趣
[00:14:40.600 --> 00:14:42.600]  其實是每逢禮拜一晚
[00:14:42.600 --> 00:14:43.600]  你可以去粉嶺
[00:14:43.600 --> 00:14:44.600]  很近的
[00:14:44.600 --> 00:14:45.600]  如果你在上水
[00:14:45.600 --> 00:14:46.600]  粉嶺那些更加近
[00:14:46.600 --> 00:14:47.600]  那裡更近
[00:14:47.600 --> 00:14:48.600]  真的是那裡近
[00:14:48.600 --> 00:14:49.600]  近和合石
[00:14:49.600 --> 00:14:52.600]  這樣就可以尼達去上課
[00:14:52.600 --> 00:14:54.600]  好了
[00:14:54.600 --> 00:14:55.600]  我昨天都舉了一個例子
[00:14:55.600 --> 00:14:56.600]  大家很熟悉
[00:14:56.600 --> 00:14:59.600]  以色列有一個王叫阿哈
[00:14:59.600 --> 00:15:01.600]  大家很熟悉
[00:15:01.600 --> 00:15:03.600]  他娶了一個女人叫耶洗別
[00:15:03.600 --> 00:15:06.600]  然後就令到國家有拜巴力
[00:15:06.600 --> 00:15:07.600]  但我告訴大家
[00:15:07.600 --> 00:15:10.600]  原來阿哈在以色列國裡面
[00:15:10.600 --> 00:15:14.600]  他的地位其實是非常卑微
[00:15:14.600 --> 00:15:16.600]  他沒有什麼作為
[00:15:16.600 --> 00:15:19.600]  所以世界的歷史裡面
[00:15:19.600 --> 00:15:21.600]  記載阿哈是很少的
[00:15:21.600 --> 00:15:22.600]  幾個就記載了
[00:15:22.600 --> 00:15:24.600]  因為他是一個很平凡的
[00:15:24.600 --> 00:15:26.600]  一個王
[00:15:26.600 --> 00:15:27.600]  明白我的意思嗎
[00:15:27.600 --> 00:15:29.600]  但聖經就記載了很多
[00:15:29.600 --> 00:15:30.600]  為什麼
[00:15:30.600 --> 00:15:32.600]  因為聖經是用信仰角度去看的
[00:15:32.600 --> 00:15:35.600]  因為阿哈娶了耶洗別
[00:15:35.600 --> 00:15:38.600]  於是就尼達去引耶洗別
[00:15:38.600 --> 00:15:40.600]  推行全國
[00:15:40.600 --> 00:15:42.600]  尼達去拜什麼呢
[00:15:42.600 --> 00:15:43.600]  拜巴力
[00:15:43.600 --> 00:15:46.600]  所以令到整個以色列國陷在罪惡當中
[00:15:46.600 --> 00:15:49.600]  所以神就要透過以利亞才對抗他
[00:15:49.600 --> 00:15:50.600]  好了
[00:15:50.600 --> 00:15:52.600]  而以色列北面的王裡面
[00:15:52.600 --> 00:15:53.600]  最強的王叫什麼呢
[00:15:53.600 --> 00:15:55.600]  是耶羅邦安第二
[00:15:55.600 --> 00:15:57.600]  但聖經呢
[00:15:57.600 --> 00:15:59.600]  只有幾句話講他
[00:15:59.600 --> 00:16:02.600]  因為雖然他在政治上是非常厲害
[00:16:02.600 --> 00:16:05.600]  但在信仰上仍然是拜偶像
