
[00:00:00.000 --> 00:00:04.560]  在七月初和大家正道的題目
[00:02:27.760 --> 00:02:30.040]  要知罪悔改
[00:02:30.040 --> 00:02:32.440]  不要再去犯罪
[00:02:32.440 --> 00:02:36.280]  去得罪人或得罪我們的主
[00:02:36.280 --> 00:02:40.040]  向神和屬靈的事情復活過來
[00:02:40.040 --> 00:02:42.760]  就是因著去倚靠這位主
[00:02:42.760 --> 00:02:45.200]  明白在屬靈的事上
[00:02:45.200 --> 00:02:47.400]  從主重活
[00:02:47.400 --> 00:02:49.680]  實踐祂的教導
[00:02:49.680 --> 00:02:54.160]  這就是說主改變了我們的生命
[00:02:54.160 --> 00:02:57.560]  我們整個的生活目標和方向
[00:02:57.560 --> 00:03:00.320]  和以前不同
[00:03:00.320 --> 00:03:04.400]  保羅勉勵哥羅西教會弟兄姊妹
[00:03:04.400 --> 00:03:07.360]  要思念天上的事情
[00:03:07.360 --> 00:03:11.400]  不是思念地上的事
[00:03:11.400 --> 00:03:13.600]  與主去同復活的人
[00:03:13.600 --> 00:03:16.160]  在靈裡和主同在
[00:03:16.160 --> 00:03:18.000]  就是屬主的人
[00:03:18.000 --> 00:03:21.360]  自然會尋求天上的事
[00:03:21.360 --> 00:03:24.080]  這件事不應該去忽略
[00:03:24.080 --> 00:03:28.280]  但往往很多時候我們都會忘記了
[00:03:28.280 --> 00:03:33.280]  保羅勉勵他們去尋求上面的事
[00:03:33.280 --> 00:03:36.840]  主要的意思就是不要遵守一些
[00:03:36.840 --> 00:03:38.960]  世俗的節期
[00:03:38.960 --> 00:03:40.800]  可能初一
[00:03:40.800 --> 00:03:42.760]  有些人去拜神
[00:03:42.760 --> 00:03:45.760]  或者去守一些佛丹
[00:03:45.760 --> 00:03:48.640]  意思就是說不要遵守這些俗例
[00:03:48.640 --> 00:03:50.880]  因為這些遵守了的例
[00:03:50.880 --> 00:03:53.480]  其實沒有什麼果效
[00:03:53.480 --> 00:03:54.280]  第一節說到
[00:03:54.280 --> 00:03:57.080]  基督坐在神的右邊
[00:03:57.080 --> 00:04:01.880]  表示祂已經完成救恩
[00:04:01.880 --> 00:04:08.240]  祂在神右邊一個很尊貴的位置
[00:04:08.240 --> 00:04:15.760]  為著信徒祈求在一個聖潔的位置
[00:04:15.760 --> 00:04:17.600]  有權柄的位置
[00:04:17.600 --> 00:04:20.320]  在一個榮耀的位置
[00:04:20.320 --> 00:04:25.080]  在一個與神相交的位置
[00:04:25.080 --> 00:04:25.880]  第二節說到
[00:04:25.880 --> 00:04:29.000]  祂說你們要思念天上的事
[00:04:29.000 --> 00:04:34.200]  心裡不斷思想屬靈的事情
[00:04:34.200 --> 00:04:40.280]  怎樣去從主親近過一個聖潔生活
[00:04:40.280 --> 00:04:42.120]  禱告的生活
[00:04:42.120 --> 00:04:47.880]  不是去思想屬地上一些物質的事情
[00:04:47.880 --> 00:04:51.200]  也可以包括我們的工作
[00:04:51.200 --> 00:04:55.760]  學習或者吃喝玩樂的事情
[00:04:55.760 --> 00:05:00.720]  如果我們常常來思念這些屬天的事
[00:05:00.720 --> 00:05:05.720]  這些事就會充滿我們的內心
[00:05:05.720 --> 00:05:10.560]  否則我們就會思念地上的事情
[00:05:10.560 --> 00:05:14.280]  引致我們離開主
[00:05:14.280 --> 00:05:17.360]  犯罪、得罪主
[00:05:17.360 --> 00:05:21.640]  我們不單止去尋求天上的事
[00:05:21.640 --> 00:05:25.640]  也是常常去想念
[00:05:25.640 --> 00:05:29.400]  即是掛念那些事情
[00:05:29.400 --> 00:05:33.840]  看看你近期掛念什麼事情
[00:05:33.840 --> 00:05:41.400]  也是反映我們是否思念天上或地上的事
[00:05:41.400 --> 00:05:43.360]  意思是希望我們能夠
[00:05:43.360 --> 00:05:47.360]  深思集中於基督的品格
[00:05:47.360 --> 00:05:51.320]  和福音信息上的事情
[00:05:51.320 --> 00:05:52.480]  第四節說到
[00:05:52.480 --> 00:05:55.680]  基督就是你們的生命
[00:05:55.680 --> 00:05:58.720]  基督不單止是生命的根源
[00:05:58.720 --> 00:06:02.080]  也是次生命的主
[00:06:02.080 --> 00:06:05.360]  祂自己就是我們的生命
[00:06:05.360 --> 00:06:07.200]  所以保羅曾經說
[00:06:07.200 --> 00:06:10.240]  「我活著就是基督」
[00:06:10.240 --> 00:06:14.320]  意思是祂建立祂永恆的價值
[00:06:14.320 --> 00:06:18.240]  願意和人分享這位主基督
[00:06:18.240 --> 00:06:19.040]  第三節說到
[00:06:19.040 --> 00:06:23.560]  「你們的生命與基督一同藏在神裡面」
[00:06:23.560 --> 00:06:25.160]  對於世人來說
[00:06:25.160 --> 00:06:29.800]  我們的生命是不顯眼的
[00:06:29.800 --> 00:06:35.480]  因為他們都不會留意信徒做什麼
[00:06:35.480 --> 00:06:38.440]  或者他們沒有心去留意
[00:06:38.440 --> 00:06:41.480]  覺得不值得去留意
[00:06:41.480 --> 00:06:43.080]  主若顯現
[00:06:43.080 --> 00:06:45.240]  我們必要像祂
[00:06:45.240 --> 00:06:49.760]  在不斷與主親近的過程當中
[00:06:49.760 --> 00:06:52.000]  主自己的說話
[00:06:52.000 --> 00:06:57.640]  都會激勵我們慢慢去過一個聖潔的生活
[00:06:57.640 --> 00:06:59.800]  脫離犯罪
[00:06:59.800 --> 00:07:05.360]  以致我們更加像我們的主
[00:07:05.360 --> 00:07:08.880]  每年的八月一號至十號
[00:07:08.880 --> 00:07:11.240]  是基督教的一個盛事
[00:07:11.240 --> 00:07:15.040]  「講九培靈言經大會」
[00:07:15.040 --> 00:07:16.160]  如果聽到有執事
[00:07:16.160 --> 00:07:20.320]  等於姐妹去過這次的培靈會
[00:07:20.320 --> 00:07:24.160]  我們團契昨晚都去了劉永生中學
[00:07:24.160 --> 00:07:27.800]  來參與培靈會
[00:07:27.800 --> 00:07:31.400]  雖然可能有些弟兄姐妹住得遠
[00:07:31.400 --> 00:07:35.000]  但是他們都會參與
[00:07:35.000 --> 00:07:37.920]  其實過去一段時間都很好
[00:07:37.920 --> 00:07:41.120]  不單單是九龍城站信會
[00:07:41.120 --> 00:07:45.840]  在香港、新界、九龍不同的地區
[00:07:45.840 --> 00:07:48.880]  都有直播
[00:07:48.880 --> 00:07:51.040]  培靈會的訊息
[00:07:51.040 --> 00:07:58.400]  讓更多弟兄姐妹可以方便來參與
[00:07:58.400 --> 00:08:02.120]  因為透過這些訊息
[00:08:02.120 --> 00:08:06.160]  可以激勵我們每天的生活
[00:08:06.160 --> 00:08:09.360]  重視屬靈的教導、學習
[00:08:09.360 --> 00:08:13.200]  同樣我們有沒有去參與
[00:08:13.200 --> 00:08:15.680]  我們教會提供的
[00:08:15.680 --> 00:08:20.520]  茶經班、團契、祈禱會等等
[00:08:20.520 --> 00:08:25.400]  都同樣反映著我們的屬靈指標
[00:08:25.400 --> 00:08:30.040]  我們有沒有重視這些屬靈追求
[00:08:30.040 --> 00:08:35.080]  讓我們的靈命可以成長
[00:08:35.080 --> 00:08:36.960]  新人的生活第二方面
[00:08:36.960 --> 00:08:41.800]  這裡提到「治死肉體的情慾」
[00:08:41.800 --> 00:08:46.600]  第五節說「所以要治死你們在地上的肢體
[00:08:46.600 --> 00:08:52.440]  就如淫念、污穢、邪情、惡慾和貪婪
[00:08:52.440 --> 00:08:55.040]  貪婪與拜偶像一樣
[00:08:55.040 --> 00:08:59.080]  要治死是一個命令式
[00:08:59.080 --> 00:09:02.680]  即是一件需要做的事情
[00:09:02.680 --> 00:09:06.480]  我們有責任去遵守主的命令
[00:09:06.480 --> 00:09:14.240]  治死這些邪慾、貪慾
[00:09:14.240 --> 00:09:18.600]  因為人性都是很軟弱
[00:09:18.600 --> 00:09:23.000]  我們很多時候都沒有遵守這些命令
[00:09:23.000 --> 00:09:27.800]  我們實在很需要下決心、立志
[00:09:27.800 --> 00:09:34.680]  來求聖靈給我們能力去治死這些惡念
[00:09:34.680 --> 00:09:40.800]  讓我們可以對付我們內心的污穢
[00:09:40.800 --> 00:09:46.640]  這裡提到「貪婪好像拜偶像一樣」
[00:09:46.640 --> 00:09:51.240]  我想到一些貪戀食物
[00:09:51.240 --> 00:09:54.440]  因為我們每一天都要面對
[00:09:54.440 --> 00:09:56.000]  我們要進食
[00:09:56.000 --> 00:10:00.960]  每一餐可能用半小時至一小時的時間
[00:10:00.960 --> 00:10:04.720]  即是我們用兩、三個小時
[00:10:04.720 --> 00:10:10.520]  甚至五、六個小時來進食
[00:10:10.520 --> 00:10:14.040]  因為有時可能是吃多一點自助餐
[00:10:14.040 --> 00:10:17.440]  或者跟家人聊天、坐久一點
[00:10:17.440 --> 00:10:21.480]  不單止一個小時一餐
[00:10:21.480 --> 00:10:22.520]  我都問自己
[00:10:22.520 --> 00:10:24.760]  每一天我可不可以用兩個半小時
[00:10:24.760 --> 00:10:28.680]  至五、六個小時來親近神呢?
[00:10:28.680 --> 00:10:35.080]  有時可以,有時都不可以
[00:10:35.080 --> 00:10:38.400]  原來親近主都是幫助我自己
[00:10:38.400 --> 00:10:43.640]  在屬靈裡面給我一個零食
[00:10:43.640 --> 00:10:46.040]  讓我在靈裡面去成長
[00:10:46.040 --> 00:10:48.280]  都是非常重要
[00:10:48.280 --> 00:10:52.200]  免得我掛念地上的事情
[00:10:52.200 --> 00:10:57.240]  譬如貪食,或者我們貪看電視
[00:10:57.240 --> 00:11:00.000]  有時有些片集可能兩、三個小時
[00:11:00.000 --> 00:11:02.880]  我們不止看一個節目
[00:11:02.880 --> 00:11:08.560]  但是我們很喜歡去做這些事
[00:11:08.560 --> 00:11:10.480]  當我們很喜歡做這些事的時候
[00:11:10.480 --> 00:11:12.320]  我們自然少了時間
[00:11:12.320 --> 00:11:15.080]  或者我們根本都不在意
[00:11:15.080 --> 00:11:16.720]  要去看聖經
[00:11:16.720 --> 00:11:20.760]  或者安靜自己來親近神
[00:11:20.760 --> 00:11:24.360]  因為我們掛著地上的事情
[00:11:24.360 --> 00:11:28.480]  在第六節,他說「因者奢侍」
[00:11:28.480 --> 00:11:32.600]  他說「神的憤怒必臨到那博奕之子」
[00:11:32.600 --> 00:11:36.960]  說到神對這些邪惡行為的審判
[00:11:36.960 --> 00:11:40.280]  如果這些行為繼續累積下去
[00:11:40.280 --> 00:11:45.400]  我們不去檢討、反省、停止
[00:11:45.400 --> 00:11:49.280]  我們都要面對神的審判
[00:11:49.280 --> 00:11:51.600]  當我們想要犯罪的時候
[00:11:51.600 --> 00:11:55.800]  切記有一天我們要站在神的面前
[00:11:55.800 --> 00:11:58.640]  被神去審判
[00:11:58.640 --> 00:12:02.680]  或者可以幫我們快快改變心意
[00:12:02.680 --> 00:12:05.040]  離開罪惡
[00:12:05.040 --> 00:12:08.400]  當我們立志要棄絕一切的邪惡
[00:12:08.400 --> 00:12:10.560]  不道德的行為
[00:12:10.560 --> 00:12:14.640]  才可以持守基督的教導
[00:12:14.640 --> 00:12:16.400]  求主去幫助我們
[00:12:16.400 --> 00:12:18.600]  給我們一個願意的心
[00:12:18.600 --> 00:12:21.600]  來親近祂
[00:12:21.600 --> 00:12:26.880]  我們才有力量去持守神的話
[00:12:26.880 --> 00:12:29.760]  去領受神的教導
[00:12:29.760 --> 00:12:33.280]  如果我們繼續靠自己的能力
[00:12:33.280 --> 00:12:35.240]  我們都會覺得乏力
[00:12:35.240 --> 00:12:37.040]  幫不到自己
[00:12:37.040 --> 00:12:40.280]  很難達至神的心意
[00:12:40.280 --> 00:12:44.720]  正如保羅說「立志為善,由得我」
[00:12:44.720 --> 00:12:47.560]  「此事行出來,由不得我」
[00:12:47.560 --> 00:12:51.880]  在羅馬書的七章十八節的經文
[00:12:51.880 --> 00:12:54.200]  因為靠自己
[00:12:54.200 --> 00:12:57.680]  很多時候都不能夠戰勝罪惡
[00:12:57.680 --> 00:13:01.960]  我們需要靠主才有這個能力
[00:13:01.960 --> 00:13:05.280]  第九節提到雪芳說謊
[00:13:05.280 --> 00:13:07.480]  都不狹疑
[00:13:07.480 --> 00:13:10.800]  都是舊人的一些行為
[00:13:10.800 --> 00:13:12.680]  不是順所喜悅
[00:13:12.680 --> 00:13:15.760]  也是在得罪主
[00:13:15.760 --> 00:13:18.880]  正如一些在位者
[00:13:18.880 --> 00:13:21.280]  他們隱瞞事實
[00:13:21.280 --> 00:13:24.600]  甚至有時要廉署
[00:13:24.600 --> 00:13:28.760]  來幫助調查
[00:13:28.760 --> 00:13:31.160]  內心的慾望
[00:13:31.160 --> 00:13:33.960]  是罪惡的根源
[00:13:33.960 --> 00:13:36.760]  僧賢在四章二十三節
[00:13:36.760 --> 00:13:39.120]  他說「你要保守你心」
[00:13:39.120 --> 00:13:41.600]  「勝過保守一切」
[00:13:41.600 --> 00:13:45.760]  「因為一生的果效,由心發出來」
[00:13:45.760 --> 00:13:47.480]  這個心,我們的心
[00:13:47.480 --> 00:13:51.120]  都是主宰著我們的行動
[00:13:51.120 --> 00:13:53.760]  我們的生活方式
[00:13:53.760 --> 00:13:57.640]  有時我們總想做自己想做的事情
[00:13:57.640 --> 00:14:01.160]  這些事情可能是得罪主
[00:14:01.160 --> 00:14:05.120]  亦都可能是討主的喜悅
[00:14:05.120 --> 00:14:09.200]  視乎我們是否親近祂
[00:14:09.200 --> 00:14:13.200]  靠祂,還是靠自己
[00:14:13.200 --> 00:14:16.680]  為了得著主的喜悅
[00:14:16.680 --> 00:14:18.800]  我們很需要專注在
[00:14:18.800 --> 00:14:23.920]  一些屬靈的事情上
[00:14:23.920 --> 00:14:28.680]  這是說到我們的心思、意念
[00:14:28.680 --> 00:14:31.760]  都是關注屬靈的事情
[00:14:31.760 --> 00:14:39.360]  只不至讓我們分心,掛念其他
[00:14:39.360 --> 00:14:45.880]  情慾的事,放縱我們自己的事情
[00:14:45.880 --> 00:14:48.000]  有一位弟兄
[00:14:48.000 --> 00:14:52.400]  他曾經對生命充滿憤恨
[00:14:52.400 --> 00:14:56.400]  當他和太太失去了第一個孩子之後
[00:14:56.400 --> 00:14:58.720]  他很困惑、很憤怒
[00:14:58.720 --> 00:15:05.560]  甚至遷怒於一些異族人
[00:15:05.560 --> 00:15:09.480]  他在他自己的身上
[00:15:09.480 --> 00:15:13.720]  有很多的紋身
[00:15:13.720 --> 00:15:18.560]  一些充滿仇恨的紋身
[00:15:18.560 --> 00:15:21.000]  但當他聽到他的兒子
[00:15:21.000 --> 00:15:28.520]  模仿他發出憤恨的言語、行動之後
[00:15:28.520 --> 00:15:31.600]  他知道自己需要做一個改變
[00:15:31.600 --> 00:15:35.240]  免得繼續影響他的孩子
[00:15:35.240 --> 00:15:37.120]  有一次他看到
[00:15:37.120 --> 00:15:42.800]  講到勇氣的基督教的一個片集
[00:15:42.800 --> 00:15:48.480]  於是他開始來回教會
[00:15:48.480 --> 00:15:50.360]  在一個月之後
[00:15:50.360 --> 00:15:55.280]  他甚至不單止信
[00:15:55.280 --> 00:15:57.840]  他受浸的教會
[00:15:57.840 --> 00:16:00.480]  現在他已經放下仇恨
[00:16:00.480 --> 00:16:03.360]  成為一個新造的人
[00:16:03.360 --> 00:16:07.200]  他也將身上的紋身除掉
[00:16:07.200 --> 00:16:12.680]  當然這個過程都是很痛苦、很昂貴
[00:16:12.680 --> 00:16:18.840]  司徒保羅最能夠明白當中的轉變
[00:16:18.840 --> 00:16:24.120]  他曾經是痛恨耶穌、逼伯、基督徒
[00:16:24.120 --> 00:16:27.280]  當他和主相遇之後
[00:16:27.280 --> 00:16:31.720]  神改變了他的心思、他的態度
[00:16:31.720 --> 00:16:33.920]  他的行動
[00:16:33.920 --> 00:16:41.720]  他願意專心去跟隨主、去服侍主
[00:16:41.720 --> 00:16:45.360]  和主繼續相交
[00:16:45.360 --> 00:16:48.800]  成為一個新造的人
[00:16:48.800 --> 00:16:52.320]  除去過往的罪
[00:16:52.320 --> 00:16:53.480]  跟隨耶穌
[00:16:53.480 --> 00:16:57.640]  不是單單將自己的事情放下
[00:16:57.640 --> 00:17:00.120]  而是跟隨一位新的主人
[00:17:00.120 --> 00:17:02.320]  就是我們這位救主
[00:17:02.320 --> 00:17:05.120]  過一個新的生活
[00:17:05.120 --> 00:17:10.480]  正如在路加福音9章3、4節
[00:17:10.480 --> 00:17:12.160]  耶穌說
[00:17:12.160 --> 00:17:14.480]  若有人要跟從我
[00:17:14.480 --> 00:17:19.080]  就當舍己天天背起他的十字架
[00:17:19.080 --> 00:17:20.880]  來跟從我
[00:17:20.880 --> 00:17:23.800]  因為凡要救自己生命的
[00:17:23.800 --> 00:17:26.160]  必喪掉生命
[00:17:26.160 --> 00:17:28.560]  凡為我喪掉生命的
[00:17:28.560 --> 00:17:31.920]  必救了生命
[00:17:31.920 --> 00:17:34.440]  在第三方面
[00:17:34.440 --> 00:17:36.520]  新人的生活
[00:17:36.520 --> 00:17:38.760]  這裡提到第十節
[00:17:38.760 --> 00:17:43.160]  在知識上漸漸更新
[00:17:43.160 --> 00:17:44.920]  穿上新人
[00:17:44.920 --> 00:17:48.800]  這個新人在知識上漸漸更新
[00:17:48.800 --> 00:17:52.120]  正如做他主的形象
[00:17:52.120 --> 00:17:53.880]  穿上新人就好像
[00:17:53.880 --> 00:17:56.520]  比喻我們穿衣服一樣
[00:17:56.520 --> 00:17:59.040]  穿上一件新衣服
[00:17:59.040 --> 00:18:00.400]  從第九節提到
[00:18:00.400 --> 00:18:03.840]  除去了舊人是一個相對
[00:18:03.840 --> 00:18:07.320]  也是同時發生的事情
[00:18:07.320 --> 00:18:08.160]  就是與主
[00:18:08.160 --> 00:18:09.720]  我們浸泥一個比喻
[00:18:09.720 --> 00:18:14.640]  與主同死同埋葬同復活
[00:18:14.640 --> 00:18:16.960]  這個穿上新人
[00:18:16.960 --> 00:18:20.000]  就是披戴有主的
[00:18:20.000 --> 00:18:24.840]  聖情的信徒
[00:18:24.840 --> 00:18:27.160]  就是有一個新的生命
[00:18:27.160 --> 00:18:29.400]  新的價值觀
[00:18:29.400 --> 00:18:33.720]  以往我們都不想去認識這位主
[00:18:33.720 --> 00:18:36.240]  但當我們認識了他之後
[00:18:36.240 --> 00:18:40.880]  漸漸被主來到感染
[00:18:40.880 --> 00:18:45.320]  影響我們樂意來到神的家
[00:18:45.320 --> 00:18:46.920]  去親近他
[00:18:46.920 --> 00:18:51.160]  去研讀他的說話
[00:18:51.160 --> 00:18:58.120]  這個就是一個新的價值觀
[00:18:58.120 --> 00:19:02.120]  在今天月會之後
[00:19:02.120 --> 00:19:03.280]  我們都有一個叫
[00:19:03.280 --> 00:19:06.480]  福音事公祈禱會
[00:19:06.480 --> 00:19:08.640]  全委都邀請大家
[00:19:08.640 --> 00:19:10.400]  來參與
[00:19:10.400 --> 00:19:14.440]  穿上教會的工作
[00:19:14.440 --> 00:19:16.440]  在福音方面的工作
[00:19:16.440 --> 00:19:19.200]  來到代禱
[00:19:19.200 --> 00:19:24.960]  這個都是一個實際的回應的行動
[00:19:24.960 --> 00:19:26.840]  新人就是照著
[00:19:26.840 --> 00:19:29.840]  我們的創造主的形象
[00:19:29.840 --> 00:19:33.000]  有這個行為的表現
[00:19:33.000 --> 00:19:36.840]  我們能夠有一個更新的生命
[00:19:36.840 --> 00:19:39.600]  就是說有基督在當中
[00:19:39.600 --> 00:19:43.240]  來帶領我們每一天
[00:19:43.240 --> 00:19:48.080]  這個更新是說到重生得力的意思
[00:19:48.080 --> 00:19:50.920]  是得著主賜的力量
[00:19:50.920 --> 00:19:55.800]  讓他屬靈生命繼續來掌盡
[00:19:55.800 --> 00:19:59.000]  在二弗所書四章二十三節提到我們
[00:19:59.000 --> 00:20:02.840]  你們要將生命更換一生
[00:20:02.840 --> 00:20:05.320]  將我們的心思
[00:20:05.320 --> 00:20:14.240]  我們繼續更新安著神的心意去更新
[00:20:14.240 --> 00:20:17.240]  聖靈有時帶領感動我們
[00:20:17.240 --> 00:20:19.280]  去關心一些人
[00:20:19.280 --> 00:20:22.800]  我們不要消滅聖靈的感動
[00:20:22.800 --> 00:20:25.760]  可能有時我們為了自己的方便
[00:20:25.760 --> 00:20:30.640]  自己的好處不太想去付出
[00:20:30.640 --> 00:20:33.560]  剛才一字的經文
[00:20:33.560 --> 00:20:37.000]  就是叫我們天天背起十字架
[00:20:37.000 --> 00:20:38.800]  去跟隨主
[00:20:38.800 --> 00:20:41.520]  不是按我們自己的意思
[00:20:41.520 --> 00:20:45.280]  是要按主的心意
[00:20:45.280 --> 00:20:48.160]  更新的工作是要不停止
[00:20:48.160 --> 00:20:52.120]  讓我們的屬靈生命繼續成長
[00:20:52.120 --> 00:20:55.600]  正如上學的學生
[00:20:55.600 --> 00:20:58.600]  他都需要常常溫故知新
[00:20:58.600 --> 00:21:02.560]  以致他能夠在測驗考試
[00:21:02.560 --> 00:21:05.840]  或者功課裏得到好的成績
[00:21:05.840 --> 00:21:10.400]  他繼續可以升班升學
[00:21:10.400 --> 00:21:12.880]  同樣我們的屬靈生命
[00:21:12.880 --> 00:21:17.880]  都是需要不斷努力去親近主
[00:21:17.880 --> 00:21:23.000]  讓我們按著主的模樣來更新
[00:21:23.000 --> 00:21:29.480]  學主一樣有他的道德意識
[00:21:29.480 --> 00:21:32.400]  按神的心意去分辨是非
[00:21:32.400 --> 00:21:33.880]  什麼是罪惡
[00:21:33.880 --> 00:21:35.960]  什麼是良善
[00:21:35.960 --> 00:21:40.280]  我們不是按這個世界的標準去行事
[00:21:40.280 --> 00:21:43.480]  知道什麼是對錯
[00:21:43.480 --> 00:21:49.280]  能夠以神的智慧去分辨是非
[00:21:49.280 --> 00:21:51.960]  從新的人得著更新
[00:21:51.960 --> 00:21:57.480]  就能夠充分更深去認識我們的創造主
[00:21:57.480 --> 00:22:00.760]  這個充分認識主的知識
[00:22:00.760 --> 00:22:03.520]  在基督裏面的人
[00:22:03.520 --> 00:22:06.520]  就是我們一個更新的目標
[00:22:06.520 --> 00:22:11.520]  就在屬靈的知識裏面不斷去更新
[00:22:11.520 --> 00:22:14.080]  只有在基督裏面的人
[00:22:14.080 --> 00:22:16.200]  只能夠去領受
[00:22:16.200 --> 00:22:19.680]  一個不信的人很難去領受
[00:22:19.680 --> 00:22:23.800]  這個知識的內容是按著神的旨意
[00:22:23.800 --> 00:22:26.000]  知道神的恩典
[00:22:26.000 --> 00:22:27.880]  神的帶領
[00:22:27.880 --> 00:22:29.720]  福音的奧秘
[00:22:29.720 --> 00:22:32.160]  明白神的旨意
[00:22:32.160 --> 00:22:35.000]  樂意去遵行
[00:22:35.000 --> 00:22:38.320]  屬靈的生命得到更新
[00:22:38.320 --> 00:22:43.000]  就讓我們對主的認識更深切
[00:22:43.000 --> 00:22:44.640]  在十一節說
[00:22:44.640 --> 00:22:47.480]  在此並不分希利尼人
[00:22:47.480 --> 00:22:49.760]  猶太人受割禮的
[00:22:49.760 --> 00:22:51.240]  未受割禮的
[00:22:51.240 --> 00:22:52.520]  花外人
[00:22:52.520 --> 00:22:54.280]  西古提人
[00:22:54.280 --> 00:22:56.080]  遺老的自主的
[00:22:56.080 --> 00:22:58.560]  唯有基督是包括一切
[00:22:58.560 --> 00:23:01.480]  有住在眾人之內
[00:23:01.480 --> 00:23:06.360]  意思是指與基督同死同活的新人
[00:23:06.360 --> 00:23:09.000]  他們有新的生活
[00:23:09.000 --> 00:23:15.760]  不再去分大家的種族
[00:23:15.760 --> 00:23:18.160]  各族或社會地位
[00:23:18.160 --> 00:23:23.480]  原來這些正是將人分開
[00:23:23.480 --> 00:23:25.400]  在基督裏面的人
[00:23:25.400 --> 00:23:29.200]  能夠與主聯合成為一體
[00:23:29.200 --> 00:23:32.200]  所以我們在座每一位
[00:23:32.200 --> 00:23:36.480]  是柴灣浸信會的會眾
[00:23:36.480 --> 00:23:39.120]  這是我們一個屬靈的家
[00:23:39.120 --> 00:23:40.640]  意思是
[00:23:40.640 --> 00:23:42.800]  我們不分彼此
[00:23:42.800 --> 00:23:44.120]  我們大家
[00:23:44.120 --> 00:23:45.880]  看大家是自己人
[00:23:45.880 --> 00:23:47.480]  一家裏面的人
[00:23:47.480 --> 00:23:49.680]  我們不去計較
[00:23:49.680 --> 00:23:51.040]  你是誰
[00:23:51.040 --> 00:23:53.120]  你付出少一點
[00:23:53.120 --> 00:23:55.120]  還是我要付出多一點
[00:23:55.120 --> 00:23:59.920]  不需要去計較
[00:23:59.920 --> 00:24:02.600]  人生最重要
[00:24:02.600 --> 00:24:03.880]  我知道
[00:24:03.880 --> 00:24:05.800]  作為一位信徒
[00:24:05.800 --> 00:24:08.440]  跟隨基督的人
[00:24:08.440 --> 00:24:11.560]  最重要是我們與主的關係
[00:24:11.560 --> 00:24:13.000]  其他一切
[00:24:13.000 --> 00:24:15.480]  都不及與主的關係
[00:24:15.480 --> 00:24:19.200]  那麼重要
[00:24:19.200 --> 00:24:21.720]  有一位信徒
[00:24:21.720 --> 00:24:25.520]  有一天他起來
[00:24:25.520 --> 00:24:29.880]  他發覺原來他自己的一些網絡連線
[00:24:29.880 --> 00:24:31.840]  不能夠運作
[00:24:31.840 --> 00:24:35.400]  過後網絡服務供應商
[00:24:35.400 --> 00:24:39.560]  為他去檢查這些網絡
[00:24:39.560 --> 00:24:40.920]  就說告訴他
[00:24:40.920 --> 00:24:46.400]  他需要換一個新的數據機
