
[00:00:00.000 --> 00:00:03.820]  今年很清晰我們的主題是講成長
[00:01:58.520 --> 00:02:01.640]  你仍然按著上帝的心意
[00:02:01.640 --> 00:02:03.060]  過你每一天
[00:02:03.060 --> 00:02:04.680]  縱然你不明白
[00:02:04.680 --> 00:02:07.960]  難保他朝有一天過了之後
[00:02:07.960 --> 00:02:09.400]  你回頭看
[00:02:09.400 --> 00:02:11.100]  你連接那些點
[00:02:11.100 --> 00:02:12.560]  發生過的事情
[00:02:12.560 --> 00:02:15.680]  你見到原來上帝是一路掌管
[00:02:15.680 --> 00:02:18.540]  縱然我們感覺上好像不是
[00:02:18.540 --> 00:02:20.800]  但這是我們的信念
[00:02:20.800 --> 00:02:25.320]  到今天要講神聖的使命
[00:02:25.320 --> 00:02:28.320]  什麼是神聖的使命呢?
[00:02:28.320 --> 00:02:32.080]  從之前不安的使命到不知的使命
[00:02:32.080 --> 00:02:35.240]  我今天很想告訴你一個訊息是
[00:02:35.240 --> 00:02:39.720]  神聖的使命是一個不一樣的使命
[00:02:39.720 --> 00:02:41.680]  今天要講到經文很短
[00:02:41.680 --> 00:02:44.440]  因為不用看那麼多《釋經》書
[00:02:44.440 --> 00:02:46.200]  只有兩大節
[00:02:46.200 --> 00:02:48.440]  提摩太后書第二章
[00:02:48.440 --> 00:02:50.440]  二十至二十一節
[00:02:50.440 --> 00:02:51.800]  我們低頭祈禱
[00:02:51.800 --> 00:02:55.320]  主多謝祢讓我們有機會有實體崇拜
[00:02:55.320 --> 00:02:56.920]  我們可以見到弟兄姊妹
[00:02:56.920 --> 00:03:00.880]  我們可以在這裡一起開聲敬拜
[00:03:00.880 --> 00:03:03.120]  一起在這裡專心聽道
[00:03:03.120 --> 00:03:04.440]  是好得無比
[00:03:04.440 --> 00:03:06.240]  求上帝你與我們同在
[00:03:06.240 --> 00:03:08.600]  你有話要跟我們每一個人說的
[00:03:08.600 --> 00:03:10.240]  求你藉著經文
[00:03:10.240 --> 00:03:11.400]  藉著詩歌
[00:03:11.400 --> 00:03:13.680]  藉著不同的分享對我們說話
[00:03:13.680 --> 00:03:15.080]  多謝你聽我們的祈禱
[00:03:15.080 --> 00:03:17.080]  是奉耶穌基督的聖命祈求
[00:03:18.200 --> 00:03:21.080]  今天有人就最好了
[00:03:21.080 --> 00:03:23.080]  因為不用我自己讀經
[00:03:23.080 --> 00:03:26.640]  我這三個月就訓練讀經錯少了
[00:03:26.640 --> 00:03:29.240]  不過今天兩節應該OK的
[00:03:29.240 --> 00:03:33.920]  我也想請弟兄姊妹一起讀第二章二十節
[00:03:33.920 --> 00:03:35.920]  預備一二三
[00:03:48.240 --> 00:03:50.760]  這裡說了大戶人家
[00:03:50.760 --> 00:03:52.760]  不是說當時窮的那些
[00:03:52.760 --> 00:03:54.480]  如果當時窮的人家
[00:03:54.480 --> 00:03:56.960]  窮等人家應該是沒有金器銀器的
[00:03:56.960 --> 00:03:58.960]  現在說的是大戶人家
[00:03:58.960 --> 00:04:01.160]  有金器銀器木器瓦器
[00:04:01.160 --> 00:04:02.760]  有些是貴重的
[00:04:02.760 --> 00:04:04.200]  有些是卑賤的
[00:04:04.200 --> 00:04:05.200]  第一個問題
[00:04:05.200 --> 00:04:06.720]  什麼是貴重
[00:04:06.720 --> 00:04:07.880]  什麼是卑賤
[00:04:07.880 --> 00:04:12.600]  靜下來
[00:04:12.600 --> 00:04:15.520]  我又要習慣好像平時講道那樣
[00:04:15.520 --> 00:04:17.280]  假設有人在下面
[00:04:17.280 --> 00:04:18.200]  很簡單
[00:04:18.200 --> 00:04:21.600]  其實金器銀器當然是貴重的器皿
[00:04:21.600 --> 00:04:24.640]  但是什麼叫做貴重
[00:04:24.640 --> 00:04:27.160]  什麼叫做榮譽
[00:04:27.160 --> 00:04:29.640]  什麼叫做有榮譽
[00:04:29.640 --> 00:04:34.240]  其實在聖經除了解釋它的價值很貴之外
[00:04:34.240 --> 00:04:37.000]  其實說它有特別的用途
[00:04:37.000 --> 00:04:40.760]  特別的用途就是代表貴重的意思
[00:04:40.760 --> 00:04:45.160]  通常說的是一些很漂亮的餐具
[00:04:45.160 --> 00:04:53.480]  其實我前幾個星期跟老婆慶祝拍拖二十七週年
[00:04:53.480 --> 00:04:55.880]  二十七週年
[00:04:55.880 --> 00:04:57.000]  真的很久了
[00:04:57.000 --> 00:05:01.480]  去了一家酒店吃了一個 Fine Dining
[00:05:01.480 --> 00:05:02.680]  Samuel Tang 在不在
[00:05:02.680 --> 00:05:04.360]  不在
[00:05:04.360 --> 00:05:04.840]  OK
[00:05:04.840 --> 00:05:06.880]  他會知道我在說他
[00:05:06.880 --> 00:05:11.000]  我想說那天其實每一道菜
[00:05:11.000 --> 00:05:12.800]  它不只是食物好吃
[00:05:12.800 --> 00:05:14.920]  它的擺盤是很重要的
[00:05:15.200 --> 00:05:18.160]  我見過其中一道菜我都忘記是什麼了
[00:05:18.160 --> 00:05:20.000]  那盤東西只有這麼多
[00:05:20.000 --> 00:05:22.120]  它有三個盤
[00:05:22.120 --> 00:05:23.560]  一個疊一個疊一個
[00:05:23.560 --> 00:05:26.400]  擺在一邊好像一個 radiant 一樣
[00:05:26.400 --> 00:05:27.760]  擺得很漂亮
[00:05:27.760 --> 00:05:30.960]  那些刀刀叉叉很漂亮
[00:05:30.960 --> 00:05:34.160]  侍應走過來通常會問你喝什麼
[00:05:34.160 --> 00:05:35.880]  Sparkling or Steel
[00:05:35.880 --> 00:05:38.920]  就是你喝那些 Steel Water
[00:05:38.920 --> 00:05:41.080]  就是普通那些 Steel Water
[00:05:41.080 --> 00:05:44.120]  總之就是那些有氣的水
[00:05:44.120 --> 00:05:47.360]  我老婆就說我想要一杯暖水
[00:05:47.360 --> 00:05:51.120]  然後平時你叫暖水他怎麼拿出來給你
[00:05:51.120 --> 00:05:52.680]  就是一杯暖水拿出來
[00:05:52.680 --> 00:05:56.360]  不過我想高級酒店就不會插手給你
[00:05:56.360 --> 00:05:57.640]  他不是
[00:05:57.640 --> 00:05:59.120]  他拿一個壺出來
[00:05:59.120 --> 00:06:00.240]  那個壺很漂亮
[00:06:00.240 --> 00:06:04.600]  那個壺我在 Samuel 姜的 Studio 見過
[00:06:04.600 --> 00:06:06.560]  他告訴我這個很貴的
[00:06:06.560 --> 00:06:08.640]  沖咖啡的手沖壺
[00:06:08.640 --> 00:06:09.760]  很出名的
[00:06:09.760 --> 00:06:10.880]  他用來倒水
[00:06:11.800 --> 00:06:15.680]  那我覺得真是高級難怪這麼貴
[00:06:15.680 --> 00:06:20.520]  大戶人家就是用這些東西去招待客人
[00:06:20.520 --> 00:06:21.800]  上個星期一
[00:06:21.800 --> 00:06:24.560]  我又去了一個大戶人家的家
[00:06:24.560 --> 00:06:25.120]  吃午餐
[00:06:25.120 --> 00:06:28.320]  真的大戶人家的家挺大的
[00:06:28.320 --> 00:06:30.600]  很好的食物
[00:06:30.600 --> 00:06:32.000]  他那裡有些碟
[00:06:32.000 --> 00:06:35.000]  圍著一張桌子七八個人
[00:06:35.000 --> 00:06:38.400]  我就想一想碟子是怎麼擺的
[00:06:38.400 --> 00:06:39.520]  好像有個圖案
[00:06:39.520 --> 00:06:42.000]  應該這樣擺就會好看一點
[00:06:42.000 --> 00:06:45.320]  你明不明白那些碟子是有個圖案的
[00:06:45.320 --> 00:06:47.760]  接著吃完喝完
[00:06:47.760 --> 00:06:49.280]  紅酒什麼都喝完了
[00:06:49.280 --> 00:06:51.360]  就說不如喝喝茶
[00:06:51.360 --> 00:06:54.280]  好 你說什麼都好
[00:06:54.280 --> 00:06:58.040]  他拿了一個透明玻璃的茶壺
[00:06:58.040 --> 00:07:00.080]  全個都是玻璃的
[00:07:00.080 --> 00:07:01.160]  蓋子都是玻璃
[00:07:01.160 --> 00:07:03.360]  一粒滴都是玻璃的
[00:07:03.360 --> 00:07:05.080]  Serve 我們每人喝茶
[00:07:05.080 --> 00:07:08.240]  那些杯子又很漂亮
[00:07:08.240 --> 00:07:09.640]  喝到最後
[00:07:09.640 --> 00:07:11.400]  有一個年輕人
[00:07:11.400 --> 00:07:13.560]  就看到我們沒有茶
[00:07:13.560 --> 00:07:15.240]  他就拿起那個壺
[00:07:15.240 --> 00:07:16.240]  一直倒
[00:07:16.240 --> 00:07:17.720]  其實真的沒有茶了
[00:07:17.720 --> 00:07:18.800]  那他怎麼辦
[00:07:18.800 --> 00:07:20.520]  越倒越斜
[00:07:20.520 --> 00:07:22.080]  越倒越斜
[00:07:22.080 --> 00:07:22.720]  越倒越斜
[00:07:22.720 --> 00:07:23.320]  突然之間
[00:07:23.320 --> 00:07:24.400]  大家都在說話
[00:07:24.400 --> 00:07:25.040]  突然間停了
[00:07:25.040 --> 00:07:27.080]  就因為那個蓋子
[00:07:27.080 --> 00:07:28.520]  滾到桌子上
[00:07:28.520 --> 00:07:32.200]  蓋子本身沒有爛
[00:07:32.200 --> 00:07:35.360]  不過那粒滴掉了出來就在滾
[00:07:35.360 --> 00:07:39.520]  所有人都靜下來
[00:07:39.520 --> 00:07:44.240]  接著屋主很淡然的說
[00:07:44.240 --> 00:07:47.120]  這個淘寶的
[00:07:47.120 --> 00:07:48.600]  三十元
[00:07:48.600 --> 00:07:50.120]  不用這麼害怕
[00:07:50.120 --> 00:07:52.560]  那我們就很幸運而已
[00:07:52.560 --> 00:07:55.800]  我想你幻想一下大戶人家
[00:07:55.800 --> 00:07:58.520]  金器銀器是這樣用的
[00:07:58.520 --> 00:08:01.680]  是放在桌子上吃飯的時候用的
[00:08:01.680 --> 00:08:04.000]  是一些很精緻的東西
[00:08:04.000 --> 00:08:07.960]  什麼是木器瓦器呢?
[00:08:07.960 --> 00:08:11.200]  聖經說木器瓦器是作為卑賤的用途
[00:08:11.200 --> 00:08:12.280]  什麼叫卑賤呢?
[00:08:12.280 --> 00:08:13.360]  卑賤有兩個解釋
[00:08:13.360 --> 00:08:15.000]  第一就是羞恥
[00:08:15.000 --> 00:08:17.520]  你不會讓人看的
[00:08:17.520 --> 00:08:18.640]  如果別人去你家
[00:08:18.640 --> 00:08:20.160]  你會將那些東西藏起來
[00:08:20.160 --> 00:08:22.480]  因為不得體
[00:08:22.480 --> 00:08:23.520]  那個叫卑賤
[00:08:23.520 --> 00:08:24.880]  另一個解法
[00:08:24.880 --> 00:08:25.720]  普通
[00:08:25.720 --> 00:08:27.280]  普通的用途
[00:08:27.280 --> 00:08:28.560]  我查過一些《釋經》書
[00:08:28.560 --> 00:08:29.640]  他在想什麼呢?
[00:08:29.640 --> 00:08:30.960]  就是一些
[00:08:30.960 --> 00:08:32.560]  可能垃圾桶
[00:08:32.560 --> 00:08:34.040]  裝垃圾的東西
[00:08:34.040 --> 00:08:35.840]  就是一些卑賤的東西
[00:08:35.840 --> 00:08:37.520]  我不知道你一想起瓦器
[00:08:37.520 --> 00:08:38.240]  你會想起什麼?
[00:08:38.240 --> 00:08:42.480]  會不會是這一幅圖畫?
[00:08:42.480 --> 00:08:45.200]  你會不會腦袋剛才一直聽到瓦器
[00:08:45.200 --> 00:08:47.200]  你就想起這幅圖畫?
[00:08:47.200 --> 00:08:48.800]  你記得舊約講過
[00:08:48.800 --> 00:08:51.480]  耶和華說我就是腐
[00:08:51.480 --> 00:08:52.560]  你們是我的泥
[00:08:52.560 --> 00:08:54.760]  我是窯醬
[00:08:54.760 --> 00:08:56.680]  你們是我手裡的工作
[00:08:56.680 --> 00:08:58.160]  可能我們每一次想起瓦器
[00:08:58.160 --> 00:08:59.480]  就想起上帝很有心
[00:08:59.480 --> 00:09:03.240]  或者好像Ghost一樣在捏那個
[00:09:03.240 --> 00:09:05.320]  捏那個叫什麼?
[00:09:05.320 --> 00:09:07.920]  就是搓那個泥出來
[00:09:07.920 --> 00:09:10.400]  但我想告訴你
[00:09:10.400 --> 00:09:15.560]  當我去查回當時社會的瓦器是什麼時候
[00:09:15.560 --> 00:09:18.000]  我找到這一幅圖畫
[00:09:18.000 --> 00:09:28.480]  你猜猜這幅圖畫裡面的瓦器是什麼來的?
[00:09:28.480 --> 00:09:31.800]  你可能單憑這一張照片
[00:09:31.800 --> 00:09:34.080]  你不知道它的大小
[00:09:34.080 --> 00:09:35.000]  我已經聽到了
[00:09:35.000 --> 00:09:36.400]  剛才有人說是用來坐的
[00:09:36.400 --> 00:09:37.560]  沒錯
[00:09:37.560 --> 00:09:39.360]  是一個廁所
[00:09:39.360 --> 00:09:41.640]  或者一個罈罐
[00:09:41.640 --> 00:09:43.440]  或者一個盤子
[00:09:43.440 --> 00:09:44.760]  給你放在家裡
[00:09:44.760 --> 00:09:47.360]  有時候你去不了外出
[00:09:47.360 --> 00:09:49.520]  你就先放在裡面
[00:09:49.520 --> 00:09:52.680]  適當的時候才拿出去倒掉
[00:09:52.680 --> 00:09:55.920]  所以你會看到在圓的位置旁邊有兩塊
[00:09:55.920 --> 00:09:57.520]  你看到嗎?
[00:09:57.520 --> 00:09:59.720]  那兩塊是用來做什麼?
[00:09:59.720 --> 00:10:01.600]  踩?
[00:10:01.600 --> 00:10:03.120]  你從哪裡來的?
[00:10:03.120 --> 00:10:05.200]  難怪有鞋印
[00:10:05.200 --> 00:10:09.760]  原來是阿嵐
[00:10:09.760 --> 00:10:15.280]  那兩塊是用來放你那兩塊的
[00:10:15.280 --> 00:10:17.360]  你就留在中間有條縫隙
[00:10:17.360 --> 00:10:23.920]  就可以將你排泄物放進瓦器裡面
[00:10:23.920 --> 00:10:25.560]  我想如果坦白一點說
[00:10:25.560 --> 00:10:29.120]  當聖經說有金器銀器
[00:10:29.120 --> 00:10:30.720]  有木器
[00:10:30.720 --> 00:10:32.040]  有瓦器
[00:10:32.040 --> 00:10:35.800]  不是說有不同的東西放在桌上
[00:10:35.800 --> 00:10:39.080]  是說在你家裡有不同的器具
[00:10:39.080 --> 00:10:41.680]  有些真的很尊貴
[00:10:41.680 --> 00:10:43.760]  你捨不得用
[00:10:43.760 --> 00:10:47.680]  有些真的肉酸到你不敢讓別人看到
[00:10:47.680 --> 00:10:49.840]  瓦器是這個意思
[00:10:49.840 --> 00:10:50.760]  簡單一點說
[00:10:50.760 --> 00:10:52.960]  這句經文給了我們兩樣東西
[00:10:52.960 --> 00:10:55.160]  Diversity和Destiny
[00:10:55.160 --> 00:10:56.680]  什麼意思呢?
[00:10:56.680 --> 00:10:58.480]  一樣米養百樣人
[00:10:58.480 --> 00:11:01.840]  一間教會裡面有金器銀器木器瓦器
[00:11:01.840 --> 00:11:04.000]  大家都是吃同一樣的米
[00:11:04.000 --> 00:11:08.440]  但好像與此同時我們有不同的終點
[00:11:08.440 --> 00:11:12.000]  Destiny的意思就是我們有不同的命定
[00:11:12.000 --> 00:11:13.720]  好像你是什麼料
[00:11:13.720 --> 00:11:17.000]  就注定你的結局是怎麼樣
[00:11:17.000 --> 00:11:20.760]  或者這樣說每人有自己的命
[00:11:20.760 --> 00:11:26.200]  也可能就是我們香港的典型思想模式
[00:11:26.200 --> 00:11:27.160]  這些叫什麼?
[00:11:27.160 --> 00:11:28.680]  自知之明
[00:11:28.680 --> 00:11:31.240]  知道自己的位置
[00:11:31.240 --> 00:11:32.960]  你有沒有試過玩Facebook
[00:11:32.960 --> 00:11:34.880]  偶爾就有很多人
[00:11:34.880 --> 00:11:36.600]  不知道說他像什麼明星
[00:11:36.600 --> 00:11:38.280]  就有一些遊戲
[00:11:38.280 --> 00:11:39.800]  有沒有按過
[00:11:39.800 --> 00:11:41.720]  阿靖很開心嗎?
[00:11:41.720 --> 00:11:42.840]  但你好像老監似的
[00:11:42.840 --> 00:11:44.880]  你像誰啊?
[00:11:44.880 --> 00:11:46.200]  記得都說不記得了
[00:11:46.200 --> 00:11:47.920]  我明白的
[00:11:47.920 --> 00:11:48.880]  那我也有玩的
[00:11:48.880 --> 00:11:51.800]  但你知道只有玩字
[00:11:51.800 --> 00:11:54.640]  我小時候很喜歡看電影
[00:11:54.640 --> 00:11:56.880]  我很喜歡劉德華
[00:11:56.880 --> 00:11:59.160]  因為我覺得他很有型
[00:11:59.160 --> 00:12:01.640]  駕著的電單車特別有型
[00:12:01.640 --> 00:12:04.920]  我是因為這樣去學電單車
[00:12:04.920 --> 00:12:05.960]  我也因為這樣
[00:12:05.960 --> 00:12:07.760]  所以我根據劇情需要
[00:12:07.760 --> 00:12:11.320]  把電單車也炒掉
[00:12:11.320 --> 00:12:12.920]  有型嘛
[00:12:12.920 --> 00:12:14.160]  但這些就是不自量力
[00:12:14.160 --> 00:12:15.600]  你明白嗎?
[00:12:15.600 --> 00:12:16.720]  當我人大了
[00:12:16.720 --> 00:12:18.640]  我開始去到這個年紀的時候
[00:12:18.640 --> 00:12:21.160]  我發覺雖然劉德華比我年長很多
[00:12:21.160 --> 00:12:23.760]  但他保持得很好
[00:12:23.760 --> 00:12:25.680]  劉德華我應該做不到的
[00:12:25.680 --> 00:12:26.720]  我經常跟老婆說
[00:12:26.720 --> 00:12:29.560]  我很欣賞有兩個金草演員
[00:12:29.560 --> 00:12:31.720]  一個叫艾威
[00:12:31.720 --> 00:12:33.400]  一個叫許少鴻
[00:12:33.400 --> 00:12:35.160]  我說我做不到劉德華
[00:12:35.160 --> 00:12:36.520]  我又那麼喜歡扮演
[00:12:36.520 --> 00:12:39.320]  不如做艾威許少鴻吧
[00:12:39.320 --> 00:12:41.680]  自知之明
[00:12:41.680 --> 00:12:44.600]  我只是期望我的身形可以回頭
[00:12:44.600 --> 00:12:46.000]  瘦了一點點
[00:12:46.000 --> 00:12:48.000]  如果不是他朝有一天
[00:12:48.000 --> 00:12:50.720]  可能人家要我做阿林雪
[00:12:50.720 --> 00:12:52.960]  那就糟糕了
[00:12:52.960 --> 00:12:55.880]  這段經文想說什麼?
[00:12:55.880 --> 00:12:57.880]  在說不同的人的出身
[00:12:57.880 --> 00:13:02.160]  已經好像決定了他是貴重還是卑賤
[00:13:02.160 --> 00:13:05.120]  如果你含著銀匙跟金鎖匙出生
[00:13:05.120 --> 00:13:06.720]  你去外國讀書
[00:13:06.720 --> 00:13:07.960]  受高等教育
[00:13:07.960 --> 00:13:10.440]  回來找份好工作
[00:13:10.440 --> 00:13:12.200]  還要去讀MBA
[00:13:12.200 --> 00:13:14.920]  認識很多的專業人士
[00:13:14.920 --> 00:13:16.720]  Networking很厲害
[00:13:16.720 --> 00:13:19.600]  你很容易在一個難買樓的地方
[00:13:19.600 --> 00:13:21.440]  也有機會買到樓
[00:13:21.440 --> 00:13:22.720]  你明白嗎?
[00:13:22.720 --> 00:13:24.600]  但如果你是草根階層
[00:13:24.600 --> 00:13:26.360]  住公屋
[00:13:26.360 --> 00:13:28.200]  小時候補習又沒錢
[00:13:28.200 --> 00:13:30.720]  出來做office boy
[00:13:30.720 --> 00:13:31.720]  做工廠
[00:13:31.720 --> 00:13:34.840]  好像沒有出息
[00:13:34.840 --> 00:13:37.680]  這段經文好像在說一件事
[00:13:37.680 --> 00:13:41.040]  在教會的場景是不是一樣?
[00:13:41.040 --> 00:13:42.200]  你的樣子不錯
[00:13:42.200 --> 00:13:43.080]  聲音又不錯
[00:13:43.080 --> 00:13:44.040]  又會彈琴
[00:13:44.040 --> 00:13:46.840]  金器銀器就擺上台
[00:13:46.840 --> 00:13:48.040]  那些木器怎麼辦?
[00:13:48.040 --> 00:13:49.480]  在門口幫忙派東西
[00:13:49.480 --> 00:13:50.160]  你不要上台了
[00:13:50.160 --> 00:13:51.600]  在門口就好了
[00:13:51.600 --> 00:13:53.960]  或者做代討者
[00:13:53.960 --> 00:13:57.520]  再差一點的雅氣
[00:13:57.520 --> 00:13:58.520]  SV
[00:13:58.520 --> 00:13:59.600]  黑暗的角落
[00:13:59.600 --> 00:14:00.240]  沒有人看到
[00:14:00.240 --> 00:14:05.600]  但又在做事
[00:14:05.600 --> 00:14:07.720]  我想說這段經文
[00:14:07.720 --> 00:14:11.760]  其實說了一個香港典型的思想模式
[00:14:11.760 --> 00:14:16.560]  就好像你的起點已經決定了你的終點
[00:14:16.560 --> 00:14:18.200]  但我想問
[00:14:18.200 --> 00:14:21.400]  保羅是不是想說這件事?
[00:14:21.400 --> 00:14:24.400]  幸好還有第21節
[00:14:24.400 --> 00:14:26.160]  請頂尖回讀
[00:14:26.160 --> 00:14:27.240]  預備,1,2,3
[00:14:27.240 --> 00:14:37.880]  簡單說這段經文打破了上一段
[00:14:37.880 --> 00:14:41.360]  它告訴你人是有向上流動的機會
[00:14:41.360 --> 00:14:43.440]  你縱然出身卑微
[00:14:43.440 --> 00:14:45.520]  你是木器雅氣也好
[00:14:45.520 --> 00:14:49.160]  你都可以成為貴重的器皿
[00:14:49.160 --> 00:14:50.680]  不過有個條件
[00:14:50.680 --> 00:14:54.040]  你要自潔脫離卑賤的事
[00:14:54.040 --> 00:14:55.720]  什麼叫自潔呢?
[00:14:55.720 --> 00:14:57.560]  自潔這個字原文很有趣
[00:14:57.560 --> 00:14:58.960]  它分了兩部分
[00:14:58.960 --> 00:15:00.880]  Ack 和後面那個我不會讀
[00:15:00.880 --> 00:15:03.600]  就是出去和清洗的意思
[00:15:03.600 --> 00:15:05.920]  其實只是後面那個字
[00:15:05.920 --> 00:15:08.320]  已經可以解清潔
[00:15:08.320 --> 00:15:13.800]  為什麼它要前面加個 "ack" 出去這個 preposition 呢?
[00:15:13.800 --> 00:15:19.200]  是為了要強調我們要將裡面的骯髒東西倒出來
[00:15:19.200 --> 00:15:20.160]  倒出來
[00:15:20.160 --> 00:15:22.800]  下面那個教會 "Ecclesia"
[00:15:22.800 --> 00:15:28.640]  其實原文的意思就是它呼召出來那群人的意思
[00:15:28.640 --> 00:15:29.840]  我想讓你明白
[00:15:29.840 --> 00:15:31.520]  當聖經說自潔
[00:15:31.520 --> 00:15:36.680]  其實有一個重點就是我們要倒掉裡面的東西
[00:15:36.680 --> 00:15:37.960]  倒掉裡面的什麼?
[00:15:37.960 --> 00:15:40.440]  聖經說的是卑賤的事
[00:15:40.440 --> 00:15:42.040]  卑賤的事其實
[00:15:42.040 --> 00:15:43.880]  我想就這樣看你也明白
[00:15:43.880 --> 00:15:49.800]  但如果你看完提摩太后書第二章二十二節你就明白了
[00:15:49.800 --> 00:15:54.840]  那段經文說你們要逃避年輕人的私慾
[00:15:54.840 --> 00:15:59.920]  年輕人的私慾就是卑賤的事
[00:15:59.920 --> 00:16:00.960]  很簡單
[00:16:00.960 --> 00:16:02.760]  你可以向上流動
[00:16:02.760 --> 00:16:05.120]  你要脫離卑賤的事
[00:16:05.120 --> 00:16:09.120]  如果我用第二十節的比喻
[00:16:09.120 --> 00:16:10.800]  或者第二十節的圖畫
[00:16:10.800 --> 00:16:13.720]  你記不記得有金器、銀器、木器、瓦器
[00:16:13.720 --> 00:16:15.760]  那是不是告訴我們
[00:16:15.760 --> 00:16:17.120]  那個罈罐
[00:16:17.120 --> 00:16:20.200]  或者那個裝糞便的東西
[00:16:20.200 --> 00:16:23.840]  當你將裡面卑賤的東西倒掉
[00:16:23.840 --> 00:16:28.080]  你可以用來裝盆菜呢?
[00:16:28.080 --> 00:16:31.000]  不是,那段經文是這樣說的
[00:16:31.000 --> 00:16:34.960]  是不是說我們向上流動就是這個意思呢?
[00:16:34.960 --> 00:16:38.800]  你一個洗乾淨了,用完一比九十九
[00:16:38.800 --> 00:16:40.560]  不是,是一比一
[00:16:40.560 --> 00:16:42.840]  一比一拿完三天
[00:16:42.840 --> 00:16:45.720]  你會不會將他擺上台呢?
[00:16:45.720 --> 00:16:49.280]  聖經說什麼是貴重
[00:16:49.280 --> 00:16:52.640]  是不是在說這件事呢?
[00:16:52.640 --> 00:16:54.960]  下一半節他這樣說
[00:16:54.960 --> 00:16:56.960]  他說什麼是貴重
[00:16:56.960 --> 00:16:59.280]  成為聖潔
[00:16:59.280 --> 00:17:01.560]  合乎主用
[00:17:01.560 --> 00:17:05.480]  預備行各樣的善事
[00:17:05.480 --> 00:17:08.120]  保羅在這裡做了一件很重要的事
[00:17:08.120 --> 00:17:11.360]  他重新定義什麼是貴重
[00:17:11.360 --> 00:17:14.760]  之前我們看貴重就是看它在哪裡用
[00:17:14.760 --> 00:17:17.440]  它有什麼功能
[00:17:17.440 --> 00:17:20.200]  但是現在他藉著這節經文告訴我們
[00:17:20.200 --> 00:17:23.760]  那件事貴重與否不是看它有什麼功能
[00:17:23.760 --> 00:17:26.640]  是看它給誰用
[00:17:26.640 --> 00:17:28.920]  行不行?看它給誰用
[00:17:28.920 --> 00:17:32.120]  簡單一點說什麼是成為聖潔,合乎主用呢?
[00:17:32.120 --> 00:17:36.320]  其實聖潔這個觀念在教會經常說
[00:17:36.320 --> 00:17:37.640]  聖經經常說
[00:17:37.640 --> 00:17:40.760]  但是我覺得說得最清楚的就是這段經文
[00:17:40.760 --> 00:17:45.800]  因為成為聖潔與合乎主用是分不開的
[00:17:45.800 --> 00:17:48.080]  呂鎮忠的版本就譯作
[00:17:48.080 --> 00:17:51.960]  分別為聖,合乎主宰之使用
