
[00:00:00.000 --> 00:00:04.880]  兄姊妹平安 歡迎來到《生命樹宣教網絡》
[00:02:53.480 --> 00:02:58.080]  祝他幫助我們在當中有所學習、有所警惕、小心
[00:02:58.080 --> 00:03:00.200]  求主帶來聖靈感動我們
[00:03:00.200 --> 00:03:05.280]  祈禱奉靠耶穌基督命求 阿們
[00:03:05.280 --> 00:03:08.600]  好 這裡和大家看彼拉多
[00:03:08.600 --> 00:03:10.480]  大家可以看一看
[00:03:10.480 --> 00:03:14.320]  彼拉多是想釋放耶穌的
[00:03:14.320 --> 00:03:19.560]  真是在他手下釘死耶穌 是的
[00:03:19.560 --> 00:03:24.320]  我們看看 馬太二十七章十八節
[00:03:24.320 --> 00:03:27.720]  秦府 這個就是彼拉多了
[00:03:27.720 --> 00:03:30.960]  為什麼叫秦府呢?
[00:03:30.960 --> 00:03:34.040]  這個其實是一個很古老
[00:03:34.040 --> 00:03:38.560]  當時一百年前 以前清代的時候
[00:03:38.560 --> 00:03:39.840]  開始翻譯的時候
[00:03:39.840 --> 00:03:44.440]  有些他們的中文就翻譯成秦府
[00:03:44.440 --> 00:03:47.160]  其實如果以今天來看
[00:03:47.160 --> 00:03:53.920]  當日的猶太地就是殖民地
[00:03:53.920 --> 00:03:57.960]  羅馬殖民地 所以是派了一個總督去管的
[00:03:57.960 --> 00:04:00.280]  於是應該是叫總督
[00:04:00.280 --> 00:04:03.600]  不過他叫秦府 不要緊了
[00:04:03.600 --> 00:04:10.280]  原知道他們是因為嫉妒才把他解來的
[00:04:10.280 --> 00:04:15.440]  他們是指猶太的長官 猶太教的領袖
[00:04:15.440 --> 00:04:19.000]  就是那些祭司長、文士、法利賽人
[00:04:19.000 --> 00:04:21.760]  或者是他們最高的領導機構
[00:04:21.760 --> 00:04:24.160]  那個叫做工會
[00:04:24.160 --> 00:04:27.320]  工會不是工作的工 是公家的公
[00:04:27.320 --> 00:04:30.800]  這個他們整個猶太教最高權力機構
[00:04:30.800 --> 00:04:33.760]  就叫一個Council 一個工會
[00:04:33.760 --> 00:04:36.680]  是因為嫉妒才把他解了來
[00:04:36.680 --> 00:04:40.280]  比拉多也知性的 他也知道的
[00:04:40.280 --> 00:04:41.840]  有一個人很出名
[00:04:41.840 --> 00:04:44.520]  這個人現在抓來見他
[00:04:44.520 --> 00:04:49.160]  你們不用慌 當然是嫉妒別人的人多
[00:04:49.160 --> 00:04:51.600]  粉絲多 嫉妒那個耶穌
[00:04:51.600 --> 00:04:54.840]  你們都沒有人拍 烏蠅 個個都拿烏蠅拍
[00:04:54.840 --> 00:04:59.080]  人多 人家喜歡跟他 你又吵了
[00:04:59.080 --> 00:05:03.000]  是因為嫉妒才把他抓了解來的
[00:05:03.000 --> 00:05:06.720]  然後拿一些罪名給他 其實比拉多是知道的
[00:05:06.720 --> 00:05:09.760]  這幫人找個過橋
[00:05:09.760 --> 00:05:14.560]  正在座堂的時候 就是說他開始審訊
[00:05:14.560 --> 00:05:18.440]  這個是不是真的正式審訊呢?不知道
[00:05:18.440 --> 00:05:22.880]  座堂就是說開始處理這件事的時候
[00:05:22.880 --> 00:05:27.120]  是不是已經拍板 聲堂這樣呢?
[00:05:27.120 --> 00:05:31.720]  不知道是不是 因為他正式聲堂的地方
[00:05:31.720 --> 00:05:37.240]  在聖經裡面 新約的四呼音叫「鋪華石柱」
[00:05:37.240 --> 00:05:40.840]  正在座堂的時候 他的夫人打發人來
[00:05:40.840 --> 00:05:45.200]  太太打發人來 又去到他的耳邊
[00:05:45.200 --> 00:05:47.480]  「老爺 老爺」 說什麼呢?
[00:05:47.480 --> 00:05:51.200]  「這異人的是你一點不可管
[00:05:51.200 --> 00:05:57.120]  因為我今天在夢中為他受了許多的苦」
[00:05:57.120 --> 00:06:00.400]  比拉多太太就叫人打發他
[00:06:00.400 --> 00:06:05.820]  「你把這句話說給老爺聽吧 說給比拉多聽」
[00:06:05.820 --> 00:06:10.040]  那個人來到以為什麼事呢?咬耳朵的
[00:06:10.040 --> 00:06:18.080]  就跟他說「哎呀 我們剛剛就跟你說
[00:06:18.080 --> 00:06:23.480]  叫我來跟你說 這個異人的事你不要搞 不要管
[00:06:23.480 --> 00:06:28.200]  因為他是一個異人 是上帝派來的人
[00:06:28.200 --> 00:06:31.920]  我今天在夢中為他受了許多的苦
[00:06:31.920 --> 00:06:36.760]  哎呀 見到他很厲害 我就嚇得很害怕
[00:06:36.760 --> 00:06:42.340]  你千萬不要搞他 有這樣的事情發生」
[00:06:42.340 --> 00:06:47.120]  另外只要看參考 路加第23章
[00:06:47.120 --> 00:06:51.120]  比拉多對祭司長和眾人說
[00:06:51.120 --> 00:06:52.680]  大家留意這一句
[00:06:52.680 --> 00:06:57.680]  「我查不出這人有什麼罪來
[00:06:57.680 --> 00:07:00.240]  我查不到他有什麼罪
[00:07:00.240 --> 00:07:05.200]  你們叫我釘他十字架 要殺他 搞他 扮他
[00:07:05.200 --> 00:07:07.740]  監禁他 動他
[00:07:07.740 --> 00:07:10.880]  但我查不出這人有什麼罪
[00:07:10.880 --> 00:07:16.160]  我不能夠隨便用我的權力抓他 我不想了」
[00:07:16.160 --> 00:07:19.640]  其實比拉多都知道你們這幫人是嫉妒耶穌
[00:07:19.640 --> 00:07:22.240]  而找我來過橋的
[00:07:22.240 --> 00:07:25.680]  所以他就說「我查不出這人有什麼罪」
[00:07:25.680 --> 00:07:31.260]  比拉多另一段聖經 你看看這一節就是
[00:07:31.260 --> 00:07:35.320]  上一節就是路加第23章第4節
[00:07:35.320 --> 00:07:37.240]  好了 接著下去就是第二節
[00:07:37.240 --> 00:07:43.960]  比拉多就「全齊了祭司長和官府 並百姓」
[00:07:43.960 --> 00:07:47.560]  這個官府是不是他自己羅馬政府呢?不是
[00:07:47.560 --> 00:07:51.560]  是叫了祭司長 叫了你那些猶太人官員
[00:07:51.560 --> 00:07:54.560]  還有誰有興趣的百姓 或者百姓代表
[00:07:54.560 --> 00:07:58.160]  來 一起來吧 來來來 我和你說一下
[00:07:58.160 --> 00:08:00.360]  就對他們說了
[00:08:00.360 --> 00:08:05.280]  你們將這個人 解這個人來到我這裡
[00:08:05.280 --> 00:08:07.960]  就說他誘惑百姓
[00:08:07.960 --> 00:08:11.760]  看看 我也都曾將你們告他的事
[00:08:11.760 --> 00:08:15.360]  在他面前審問他 你們都在場的
[00:08:15.360 --> 00:08:19.280]  並沒有查出他什麼罪來
[00:08:19.280 --> 00:08:24.360]  比拉多是第二次說「我查不出他有什麼罪」
[00:08:24.360 --> 00:08:28.960]  那什麼罪呢?有沒有吐口水、吐痰到地上?
[00:08:28.960 --> 00:08:33.160]  有沒有違例泊車?有沒有紅公仔過馬路?
[00:08:33.160 --> 00:08:37.360]  那些不是說那些小事 其實查出他有什麼罪呢?
[00:08:37.360 --> 00:08:43.360]  是你們說他是猶太人的王 是叛亂羅馬 是叛亂罪
[00:08:43.360 --> 00:08:47.560]  因為以為猶太人的王 就是不以該殺做王
[00:08:47.560 --> 00:08:51.960]  所以是叛亂罪 叛亂罪是釘十字架的
[00:08:51.960 --> 00:08:54.160]  不是普通的監禁來的 是死人的
[00:08:54.160 --> 00:08:57.360]  是最殘酷的死法的
[00:08:57.360 --> 00:09:00.360]  那我在你面前審問過他
[00:09:00.360 --> 00:09:03.360]  並沒有查出他什麼罪來
[00:09:03.360 --> 00:09:07.160]  比拉多第二次說「我查不出他有什麼罪」
[00:09:07.160 --> 00:09:12.360]  我不是將他介給希律 叫希律審的
[00:09:12.360 --> 00:09:17.360]  原因就是我第一次說我查不出他有什麼罪呢?
[00:09:17.360 --> 00:09:20.160]  那你們就說不是不是 很多罪
[00:09:20.160 --> 00:09:23.360]  他從北面加利利一直來到耶路撒冷
[00:09:23.360 --> 00:09:26.360]  都是不停煽惑百姓的
[00:09:26.360 --> 00:09:28.360]  那沒有煽惑百姓是什麼呢?
[00:09:28.360 --> 00:09:32.760]  那後面就加 哦 他是煽惑百姓說他是猶太人的王
[00:09:32.760 --> 00:09:35.360]  那耶穌你有沒有說過你是猶太人的王?
[00:09:35.360 --> 00:09:38.360]  那又沒有聽過 他什麼時候說?
[00:09:38.360 --> 00:09:41.360]  你們又指不出 你就說他不肯納罪
[00:09:41.360 --> 00:09:45.360]  那他納了 所以查遍了 查不到
[00:09:45.360 --> 00:09:49.360]  那跟著他們說這個人是搞亂天下的
[00:09:49.360 --> 00:09:53.360]  因為由北部加利利下來到中部耶路撒冷
[00:09:53.360 --> 00:09:57.360]  都是這樣講這些信息的
[00:09:57.360 --> 00:10:01.360]  那比拉多聽到「加利利」這三個字就整個開心了
[00:10:01.360 --> 00:10:06.360]  為什麼呢?因為加利利不是他管的屬地
[00:10:06.360 --> 00:10:10.360]  他是特派總督 他是管劃定的地方的
[00:10:10.360 --> 00:10:15.360]  加利利是希律安提帕管的 是大希律王的兒子
[00:10:15.360 --> 00:10:18.360]  三個兒子之一 希律安提帕管的
[00:10:18.360 --> 00:10:22.360]  再加利利北一點就是希律肥納比管的
[00:10:22.360 --> 00:10:27.360]  南一點其實現在這個比拉多管的那裡
[00:10:27.360 --> 00:10:31.360]  本來是希律阿基努其中一個 希律的兒子管的
[00:10:31.360 --> 00:10:37.360]  不過阿基努被人告 當日的凱撒大帝就很開心
[00:10:37.360 --> 00:10:41.360]  當日的凱撒凱撒就很高興
[00:10:41.360 --> 00:10:44.360]  就將他貶了去今天的法國 就是高盧
[00:10:44.360 --> 00:10:47.360]  在那裡搜水塘 搜一些荒地
[00:10:47.360 --> 00:10:52.360]  然後你那塊封地我自己要回來 我派總督
[00:10:52.360 --> 00:10:56.360]  當時就是比拉多在那裡做總督了
[00:10:56.360 --> 00:11:02.360]  加利利人就對了 推他給希律安提帕審
[00:11:02.360 --> 00:11:05.360]  希律安提帕又剛剛來了耶路撒冷
[00:11:05.360 --> 00:11:09.360]  最好就快將他給管 因為他是來那裡的人
[00:11:09.360 --> 00:11:12.360]  希律安提帕審了一大輪 又說行個神蹟看看
[00:11:12.360 --> 00:11:15.360]  又行很多個漂亮的神蹟 我高興我放你
[00:11:15.360 --> 00:11:19.360]  誰知道耶穌問都不回應 不好玩的
[00:11:19.360 --> 00:11:22.360]  於是將他戲弄一番 給華麗衣服他
[00:11:22.360 --> 00:11:28.360]  又看他很旺 就送他回來 沒有罰他
[00:11:28.360 --> 00:11:31.360]  希律都這樣 所以把他送回來
[00:11:31.360 --> 00:11:35.360]  可見他沒有做過什麼該死的事
[00:11:35.360 --> 00:11:38.360]  再次說 他沒有做過什麼該死的事
[00:11:38.360 --> 00:11:41.360]  故此我要責打他 把他釋放了
[00:11:41.360 --> 00:11:44.360]  現在我就要打他幾槌 鞭他幾藤
[00:11:44.360 --> 00:11:47.360]  叫他喂 耶穌你不要搞事 現在放你
[00:11:47.360 --> 00:11:51.360]  記得乖乖的 洗心革面
[00:11:51.360 --> 00:11:55.360]  不要搞群眾 不要說自己猶太人的王
[00:11:55.360 --> 00:11:59.360]  誰知道眾人一起喊著說 除掉這個人
[00:11:59.360 --> 00:12:04.360]  釋放巴拉巴給我們 我們要除掉這個人
[00:12:04.360 --> 00:12:07.360]  釋放巴拉巴 因為在逾節大時大節
[00:12:07.360 --> 00:12:12.360]  他們有個習慣就是會放一個重犯給他們
[00:12:12.360 --> 00:12:16.360]  甚至放個死囚都可以 給他多一件勸都沒有用
[00:12:16.360 --> 00:12:19.360]  於是就說 我有絕世好橋
[00:12:19.360 --> 00:12:23.360]  我要放巴拉巴和耶穌 兩個你選一個
[00:12:23.360 --> 00:12:26.360]  想死那些人 當然選巴拉巴要殺了
[00:12:26.360 --> 00:12:31.360]  他很有可能是品睿黨來的
[00:12:31.360 --> 00:12:36.360]  可能他是真的搞革命的 又殺了人
[00:12:36.360 --> 00:12:40.360]  誰知道那些人說 除掉耶穌
[00:12:40.360 --> 00:12:45.360]  借巴拉巴時恩在城裡作亂殺人下在監獄
[00:12:45.360 --> 00:12:50.360]  這個作亂的意思就是反政府搞遊毒
[00:12:50.360 --> 00:12:54.360]  那麼就比拉多願意釋放耶穌
[00:12:54.360 --> 00:12:57.360]  你看看比拉多是想釋放耶穌的
[00:12:57.360 --> 00:13:00.360]  比拉多願意釋放耶穌 哎呀 苦口婆心
[00:13:00.360 --> 00:13:04.360]  就又勸解他們 哇 比拉多真是
[00:13:04.360 --> 00:13:07.360]  在這一次的表現 他是一個好人
[00:13:07.360 --> 00:13:10.360]  那比拉多是不是好人呢? 不是啊
[00:13:10.360 --> 00:13:12.360]  比拉多試過一次殺很多猶太人
[00:13:12.360 --> 00:13:15.360]  是在他們獻祭的時候殺的
[00:13:15.360 --> 00:13:20.360]  就令猶太人的血 沉雜在他們獻祭的血中
[00:13:20.360 --> 00:13:22.360]  哇 很厲害 很不尊敬
[00:13:22.360 --> 00:13:25.360]  不特別喜歡猶太教的
[00:13:25.360 --> 00:13:30.360]  他想釋放耶穌 明知道你們找我過橋
[00:13:30.360 --> 00:13:34.360]  殺這個無辜的人 就又勸解他們
[00:13:34.360 --> 00:13:37.360]  比拉多第三次對他們說
[00:13:37.360 --> 00:13:40.360]  為什麼要除掉這個人呢?
[00:13:40.360 --> 00:13:42.360]  這個人做了什麼惡事啊?
[00:13:42.360 --> 00:13:46.360]  我並沒有查出他什麼該死的罪來
[00:13:46.360 --> 00:13:48.360]  所以 再說一次啊
[00:13:48.360 --> 00:13:52.360]  我要將他責打 然後將他釋放
[00:13:52.360 --> 00:13:54.360]  打幾拳 然後放他 不要搞事啊
[00:13:54.360 --> 00:13:57.360]  就靜靜地回鄉下了
[00:13:57.360 --> 00:14:00.360]  那麼 第三次說
[00:14:00.360 --> 00:14:04.360]  我沒有查到他有什麼該死的罪
[00:14:04.360 --> 00:14:06.360]  所以我要放他了 沒惡事啊
[00:14:06.360 --> 00:14:08.360]  有些少嘆息 為什麼呢?
[00:14:08.360 --> 00:14:11.360]  你們搞什麼? 為什麼一定要害死這個人呢?
[00:14:11.360 --> 00:14:13.360]  他沒有做過不好的事啊
[00:14:13.360 --> 00:14:17.360]  就是說他是無辜的 你們亂來的
[00:14:17.360 --> 00:14:21.360]  他們大聲催迫比拉多
[00:14:21.360 --> 00:14:24.360]  求他把耶穌釘在十字架上
[00:14:24.360 --> 00:14:25.360]  留意這一句了
[00:14:25.360 --> 00:14:29.360]  他們的聲音就得了聖
[00:14:29.360 --> 00:14:33.360]  很多人一起喊 釘死耶穌
[00:14:33.360 --> 00:14:37.360]  釘死耶穌 釘他十字架
[00:14:37.360 --> 00:14:40.360]  釘他十字架 這些群眾如果一直喊
[00:14:40.360 --> 00:14:43.360]  不停地喊 你都挺麻煩的
[00:14:43.360 --> 00:14:47.360]  比拉多這才是召他們所求的定案
[00:14:47.360 --> 00:14:54.360]  路加是這樣一個很整體地寫的
[00:14:54.360 --> 00:14:56.360]  其實如果你看其它的福音書
[00:14:56.360 --> 00:15:00.360]  為什麼那些群眾 祭司長 民事和群眾
[00:15:00.360 --> 00:15:02.360]  百姓的聲音會得了聖呢?
[00:15:02.360 --> 00:15:04.360]  是因為他們說 你不釘耶穌啊?
[00:15:04.360 --> 00:15:08.360]  那你不是該殺的忠臣 不是該殺的朋友
[00:15:08.360 --> 00:15:10.360]  我們要告給你老闆聽
[00:15:10.360 --> 00:15:13.360]  有人搞遊毒 害自己是猶太人的王
[00:15:13.360 --> 00:15:15.360]  你都不管 還放他
[00:15:15.360 --> 00:15:18.360]  你一定會矮一個頭
[00:15:18.360 --> 00:15:23.360]  你一定斬死 被你老闆定罪
[00:15:23.360 --> 00:15:26.360]  可能斬頭改矮你一個頭
[00:15:26.360 --> 00:15:28.360]  那你就死了
[00:15:28.360 --> 00:15:33.360]  其實這件事才是比拉多為官知道最怕的
[00:15:33.360 --> 00:15:35.360]  他們可以去投訴的
[00:15:35.360 --> 00:15:38.360]  其中一個他們投訴成功的
[00:15:38.360 --> 00:15:41.360]  就是投訴之前大希律的大兒子
[00:15:41.360 --> 00:15:44.360]  希律阿基努 說他殘暴
[00:15:44.360 --> 00:15:50.360]  所以該殺就把他調去高盧搜那些荒地
[00:15:50.360 --> 00:15:53.360]  當時是荒地 今天就不是了
[00:15:53.360 --> 00:15:56.360]  是法國來的 就調了他去
[00:15:56.360 --> 00:15:58.360]  比拉多聽到這個才怕的
[00:15:58.360 --> 00:16:01.360]  他們的聲音就得了聖
[00:16:01.360 --> 00:16:04.360]  應該如果看其它科研書
[00:16:04.360 --> 00:16:09.360]  就是他們見到 什麼話比拉多聽到
[00:16:09.360 --> 00:16:13.360]  告去我老闆那裡 麻煩啊
[00:16:13.360 --> 00:16:16.360]  這件事 於是就這樣算了
[00:16:16.360 --> 00:16:20.360]  路加23章就說
[00:16:20.360 --> 00:16:25.360]  把他們所求的勒作亂殺人下在監獄的釋放了
[00:16:25.360 --> 00:16:27.360]  釋放了拜拜
[00:16:27.360 --> 00:16:32.360]  把耶穌交給他們 任憑他們的意思行
[00:16:32.360 --> 00:16:34.360]  比拉多是問過的
[00:16:34.360 --> 00:16:38.360]  這個無辜人的血 流他的血 怎麼行的?
[00:16:38.360 --> 00:16:40.360]  他都沒有做過什麼錯事
[00:16:40.360 --> 00:16:43.360]  流他的血 這個責任誰負?
[00:16:43.360 --> 00:16:47.360]  那些猶太祭司長民事 民間的人就說
[00:16:47.360 --> 00:16:52.360]  流這個人的血歸到我們和我們子孫身上
[00:16:52.360 --> 00:16:57.360]  哎呀 這樣的東西你夠膽說 上帝聽到的
[00:16:57.360 --> 00:16:59.360]  所以其實之後猶太人很慘
[00:16:59.360 --> 00:17:04.360]  因為流耶穌的血歸到他們和他們的子孫
[00:17:04.360 --> 00:17:06.360]  一直猶太人都很慘
[00:17:06.360 --> 00:17:10.360]  現在又好好了 立了國了 又好好打了
[00:17:10.360 --> 00:17:14.360]  但其實都很多艱難的 因為四面都是敵人
[00:17:14.360 --> 00:17:20.360]  經常要小心 經常要反恐 經常要搜身
[00:17:20.360 --> 00:17:25.360]  媽媽經常上飛機 人家要早兩個小時
[00:17:25.360 --> 00:17:27.360]  去check in 她要早四個小時
[00:17:27.360 --> 00:17:31.360]  以色列航空 為什麼? 它要逐個問話
[00:17:31.360 --> 00:17:35.360]  它要派一些特工人員問你 問你
[00:17:35.360 --> 00:17:40.360]  你要多少人去? 這個說22個 那個說24個
[00:17:40.360 --> 00:17:43.360]  你們之間認識嗎? 認識還是不認識?
[00:17:43.360 --> 00:17:46.360]  誰帶隊? 認識了多久? 在哪裡認識的?
[00:17:46.360 --> 00:17:50.360]  那些行李是不是你撿的? 哇 一大輪
[00:17:50.360 --> 00:17:54.360]  搜了所有行李 倒了出來 怕有炸彈
[00:17:54.360 --> 00:17:57.360]  因為今天的以色列都不好的
[00:17:57.360 --> 00:18:00.360]  當然啦 你對神的耳做這些事
[00:18:00.360 --> 00:18:04.360]  還大言不慚說 歸到我們和我們子孫身上
[00:18:04.360 --> 00:18:08.360]  唉 真是不會有好日子了
[00:18:08.360 --> 00:18:12.360]  比拉多就說 那怎麼辦? 流這個無辜人的血
[00:18:12.360 --> 00:18:15.360]  歸到我們身上 比拉多 你自己說的
[00:18:15.360 --> 00:18:19.360]  人來拿盆水給我洗手 表示我與這件事無辜
[00:18:19.360 --> 00:18:23.360]  保持清白 就是這樣 將耶穌交給他們
[00:18:23.360 --> 00:18:29.360]  任憑他們的意思行 從此約翰福音
[00:18:29.360 --> 00:18:32.360]  另一個記錄了 約翰福音19:1說
[00:18:32.360 --> 00:18:38.360]  從此比拉多想要釋放耶穌 因為他問耶穌
[00:18:38.360 --> 00:18:43.360]  喂 你老老實實 你是不是猶太人的王?
[00:18:43.360 --> 00:18:47.360]  你說的是 不過我的國不屬於這個世界
[00:18:47.360 --> 00:18:50.360]  如果我的國不屬於這個世界 我的神父就會征戰猶太人
[00:18:50.360 --> 00:18:54.360]  就不會抓到我了 我的神父會幫我打仗
[00:18:54.360 --> 00:18:59.360]  比拉多明不明白呢? 明白啦 一早就說了
[00:18:59.360 --> 00:19:04.360]  那幫人找我來過橋 你說的天國猶太人的王
[00:19:04.360 --> 00:19:09.360]  其實是在說屬靈的東西 天國 我為真理而生
[00:19:09.360 --> 00:19:14.360]  比拉多就哈哈哈哈 什麼叫做真理? 真理
[00:19:14.360 --> 00:19:16.360]  為官之道有真理的嗎? 我心裡這樣想
[00:19:16.360 --> 00:19:19.360]  然後出來就說 我查不到他什麼罪
[00:19:19.360 --> 00:19:23.360]  真的查不到 比拉多就想要釋放耶穌
[00:19:23.360 --> 00:19:26.360]  無奈猶太人哭著說 你約釋放者的人
[00:19:26.360 --> 00:19:29.360]  就不是凱撒的忠臣 凡以自己為王的
[00:19:29.360 --> 00:19:34.360]  就是背叛凱撒了 哇 你這件事比拉多害怕
[00:19:34.360 --> 00:19:40.360]  這個就是 你見到比拉多是曾經三次
[00:19:40.360 --> 00:19:43.360]  最少三次是想釋放耶穌的
[00:19:43.360 --> 00:19:47.360]  比拉多是個好人 在這裡他是個好人
[00:19:47.360 --> 00:19:51.360]  不過他本身不是一個好人 是一個很恐怖的人
[00:19:51.360 --> 00:19:56.360]  要不然怎麼做到這樣呢? 怎麼做到這個行政長官呢?
[00:19:56.360 --> 00:20:03.360]  這個敘利亞猶太行省 海外行政省
[00:20:03.360 --> 00:20:07.360]  或者行政省的長官呢?
[00:20:07.360 --> 00:20:13.360]  今天給大家看的就是路加福音24章第七節
[00:20:13.360 --> 00:20:16.360]  人子必須被交在罪人手裡
[00:20:16.360 --> 00:20:20.360]  釘在十字架上第三天復活
[00:20:20.360 --> 00:20:22.360]  這個是必定會發生的
[00:20:22.360 --> 00:20:25.360]  好 我想和大家默想的地方
[00:20:25.360 --> 00:20:29.360]  比拉多想釋放耶穌 有三件事
[00:20:29.360 --> 00:20:31.360]  說了很多次 很長的經文
[00:20:31.360 --> 00:20:35.360]  你會見到有三次比拉多真的想釋放耶穌的
[00:20:35.360 --> 00:20:38.360]  只不過鬥不過那幫人
[00:20:38.360 --> 00:20:43.360]  其實比拉多的權力與兵力是鬥得過的
[00:20:43.360 --> 00:20:48.360]  絕對贏的 不過第一點 意志不堅
[00:20:48.360 --> 00:20:53.360]  於是比拉多歷史敗名就留下了 意志不堅
[00:20:53.360 --> 00:20:58.360]  其實三次 他這麼大官 在當地說了算
[00:20:58.360 --> 00:21:02.360]  其實他可以說 現在我要釋放耶穌
[00:21:02.360 --> 00:21:04.360]  他都說了兩次了
[00:21:04.360 --> 00:21:07.360]  但是那些人就嚇他 我告給你老闆聽
[00:21:07.360 --> 00:21:09.360]  比拉多說 哦 怕了
[00:21:09.360 --> 00:21:14.360]  其實你都會寫報告給你的皇上的
[00:21:14.360 --> 00:21:17.360]  說那幫人這樣 這樣 這樣
[00:21:17.360 --> 00:21:23.360]  你押什麼罪名到那些猶太祭司長 民間領袖那裡都可以的
[00:21:23.360 --> 00:21:26.360]  不過他在那一刻手軟了
[00:21:26.360 --> 00:21:30.360]  好了 你會看到如果你有機會讀《仕途信經》
[00:21:30.360 --> 00:21:34.360]  今天你看到世界各地的教會都會讀《仕途信經》
[00:21:34.360 --> 00:21:37.360]  崇拜的時候每次主日禮拜都讀一次
[00:21:37.360 --> 00:21:40.360]  《仕途信經》表示我們有相同信仰
[00:21:40.360 --> 00:21:44.360]  不過《仕途信經》其實尼西亞信經都有的
[00:21:44.360 --> 00:21:48.360]  是全名的 是說主耶穌基督
[00:21:48.360 --> 00:21:56.360]  在本雕比拉多手下受難 本雕是個姓 比拉多是個名字
[00:21:56.360 --> 00:21:58.360]  在本雕比拉多手下受難
[00:21:58.360 --> 00:22:04.360]  你見到《仕途信經》都說比拉多歷史敗名
[00:22:04.360 --> 00:22:06.360]  每次崇拜都提他的名字
[00:22:06.360 --> 00:22:08.360]  那是不是美名呢 當然不是了
[00:22:08.360 --> 00:22:13.360]  在比拉多手下受難 指名道姓
[00:22:13.360 --> 00:22:17.360]  歷史敗名就是因為他一時意志不堅
[00:22:17.360 --> 00:22:19.360]  說他意志不堅
[00:22:19.360 --> 00:22:25.360]  身為敘利亞猶太行政省的海外行政省的總督
[00:22:25.360 --> 00:22:32.360]  照當時的推測 比拉多手下最少有一個營的兵力
