
[00:00:00.000 --> 00:00:08.680]  我們今天會一起看的經文就是《馬太福音》第七章
[00:02:20.760 --> 00:02:24.360]  但是卻是離經背道的陳述
[00:02:24.360 --> 00:02:26.520]  那麼也都藉著這段經文
[00:02:26.520 --> 00:02:29.160]  我希望順帶
[00:02:29.160 --> 00:02:33.880]  就去幫助我們去清楚明辨
[00:02:33.880 --> 00:02:37.080]  究竟以後當我們再聽這段聖經的時候
[00:02:37.080 --> 00:02:42.440]  哪些傳道人其實他根本就對這段聖經是一知半解
[00:02:42.440 --> 00:02:46.000]  甚至信口說就當是秘笈這樣去處理
[00:02:46.000 --> 00:02:48.960]  究竟這段聖經是什麼意思呢?
[00:02:48.960 --> 00:02:53.760]  那麼我們就逐部分去小心去看一看
[00:02:53.760 --> 00:02:57.880]  那麼我們今天會去分開兩個大部分
[00:02:57.880 --> 00:03:00.280]  一起去看一看這段經文
[00:03:00.280 --> 00:03:04.520]  這兩個大部分分別就是從第七節至第九節上半節
[00:03:04.520 --> 00:03:09.840]  以及第七章第九節的下半節至第十二節
[00:03:09.840 --> 00:03:12.480]  那麼我們去分開兩個部分去看
[00:03:12.480 --> 00:03:14.360]  不如我們再次打開這段聖經
[00:03:14.360 --> 00:03:15.840]  我們讀一下先好嗎?
[00:03:15.840 --> 00:03:20.120]  我們先了解一下這段經文說些什麼
[00:03:20.120 --> 00:03:21.760]  因為不是很長
[00:03:21.760 --> 00:03:23.760]  我們一起去讀一下好不好?
[00:03:23.760 --> 00:03:27.320]  好,我們打開之後一起再讀一次
[00:03:27.320 --> 00:03:28.520]  好
[00:03:28.520 --> 00:03:37.720]  「你們祈求就給你們,尋找就尋見,叩門就給你們開門」
[00:03:37.720 --> 00:03:44.120]  「因為凡祈求的就得著,尋找的就尋見」
[00:03:44.120 --> 00:03:47.840]  「叩門的就給他們開門」
[00:03:47.840 --> 00:03:54.040]  「你們中間誰有兒子求餅,反給他石頭呢?」
[00:03:54.040 --> 00:03:57.440]  「求魚,反給他蛇呢?」
[00:03:57.440 --> 00:04:03.600]  「你們雖然不好,尚且知道那好東西給兒女」
[00:04:03.600 --> 00:04:12.760]  「何況你們在天上的父豈不更把好東西給求他的人嗎?」
[00:04:12.760 --> 00:04:16.560]  在這方面我們會一起去看兩部分
[00:04:16.560 --> 00:04:22.160]  第一部分我們會看七節至九節的上半部分
[00:04:22.160 --> 00:04:26.920]  這部分我們會看耶穌向著當時的門徒
[00:04:26.920 --> 00:04:35.720]  說了三件信徒到世的時候必須有的行動
[00:04:35.720 --> 00:04:37.560]  這三樣行動是什麼呢?
[00:04:37.560 --> 00:04:40.760]  我們就看回第七節
[00:04:40.760 --> 00:04:44.280]  其實第七章一開始就說了三個動詞
[00:04:44.280 --> 00:04:45.000]  是什麼呢?
[00:04:45.000 --> 00:04:49.640]  耶穌給了一個指示給當時的門徒知道
[00:04:49.640 --> 00:04:51.800]  你們要怎樣?你們要怎樣?你們要怎樣?
[00:04:51.800 --> 00:04:55.800]  不過和合本的翻譯就為了不想太過重複
[00:04:55.800 --> 00:05:01.000]  就將「你們」這個字將它在後來刪掉了
[00:05:01.000 --> 00:05:02.760]  但其實在原文聖經裡面
[00:05:02.760 --> 00:05:08.000]  這三個主要動詞就包括「你們要祈求」
[00:05:08.000 --> 00:05:13.240]  第二個行動就是「你們尋找」
[00:05:13.240 --> 00:05:17.520]  第三個動詞就是「你們要叩」
[00:05:17.520 --> 00:05:18.880]  叩什麼呢?
[00:05:18.880 --> 00:05:21.360]  原文裡面是沒有「門」字的
[00:05:21.360 --> 00:05:23.520]  原文是沒有「door」
[00:05:23.520 --> 00:05:29.400]  這個「門」字只不過是為了方便大家去了解
[00:05:29.400 --> 00:05:32.040]  而去加進去而已
[00:05:32.040 --> 00:05:34.960]  如果你去看回英語的聖經的時候
[00:05:34.960 --> 00:05:38.120]  譬如我們常用的,譬如我自己個人
[00:05:38.120 --> 00:05:40.080]  因為在神學研究裡面
[00:05:40.080 --> 00:05:43.840]  我多數用這個New Revised Standard Version
[00:05:43.840 --> 00:05:46.040]  它都是就這樣「knock」
[00:05:46.040 --> 00:05:49.160]  沒有說「叩門」的,只是「叩門」而已
[00:05:49.160 --> 00:05:51.440]  而我們通常,譬如我做《釋經》的時候
[00:05:51.440 --> 00:05:54.120]  我很多時候都會喜歡用的譯本
[00:05:54.120 --> 00:05:58.920]  N.E.T. 也都同樣它的翻譯也是「叩」
[00:05:58.920 --> 00:06:02.080]  就是「叩」,是一個行為
[00:06:02.080 --> 00:06:06.080]  這三個行動在聖經裡面
[00:06:06.080 --> 00:06:08.800]  其實很清楚在一開始
[00:06:08.800 --> 00:06:14.760]  耶穌向著當時這些坐在祂面前的門徒說
[00:06:14.760 --> 00:06:19.080]  你一生在做門徒的過程當中
[00:06:19.080 --> 00:06:21.680]  都有這三樣行動
[00:06:21.680 --> 00:06:24.760]  必須持續地在你的裡面
[00:06:24.760 --> 00:06:28.760]  一直在運作著
[00:06:28.760 --> 00:06:35.480]  那究竟所講的祈求,祈求些什麼呢?
[00:06:35.480 --> 00:06:38.920]  講到尋找,尋找些什麼呢?
[00:06:38.920 --> 00:06:40.520]  叩,又叩些什麼呢?
[00:06:40.520 --> 00:06:42.600]  如果沒有「門」字
[00:06:42.600 --> 00:06:47.680]  其實在《釋經》學上面來看
[00:06:47.680 --> 00:06:49.960]  當聖經有一些東西
[00:06:49.960 --> 00:06:56.520]  它沒有直接講行動針對的目標
[00:06:56.520 --> 00:06:58.800]  是些什麼的時候呢?
[00:06:58.800 --> 00:07:04.760]  我們就切忌不要隨便自己加插一些東西進去
[00:07:04.760 --> 00:07:07.240]  所以如果從這段《聖經》裡面
[00:07:07.240 --> 00:07:10.760]  當耶穌說你要祈求
[00:07:10.760 --> 00:07:13.280]  你要尋找,你要叩
[00:07:13.280 --> 00:07:16.760]  我們就不是隨意喜歡插些什麼進去
[00:07:16.760 --> 00:07:18.080]  就是些什麼
[00:07:18.080 --> 00:07:20.280]  不過很可惜的就是
[00:07:20.280 --> 00:07:25.080]  很多的傳道人甚至基督徒的《聖經》讀者
[00:07:25.080 --> 00:07:27.880]  當看到這一類的經文的時候
[00:07:27.880 --> 00:07:31.280]  就認為大好機會了
[00:07:31.280 --> 00:07:36.080]  讓我可以無限地發揮我自己的喜好
[00:07:36.080 --> 00:07:39.280]  喜歡插些什麼進去都可以了
[00:07:39.280 --> 00:07:40.320]  所以於是乎
[00:07:40.320 --> 00:07:42.480]  我們在過去這麼多年
[00:07:42.480 --> 00:07:45.960]  聽很多牧者講解這段《聖經》的時候
[00:07:45.960 --> 00:07:49.640]  講到祈求,尋找,叩
[00:07:49.640 --> 00:07:54.240]  他們就很大篇幅地去引述
[00:07:54.240 --> 00:07:56.240]  祈求些什麼
[00:07:56.240 --> 00:08:00.200]  你可以祈求你工作的問題
[00:08:00.200 --> 00:08:01.840]  可以祈求健康的問題
[00:08:01.840 --> 00:08:05.320]  現在我們最喜歡關心的健康的問題
[00:08:05.320 --> 00:08:06.680]  心理的問題
[00:08:06.680 --> 00:08:09.480]  你自己的慾望的問題等等
[00:08:09.480 --> 00:08:11.280]  這些東西不要緊的
[00:08:11.280 --> 00:08:13.880]  最重要是你求
[00:08:13.880 --> 00:08:16.120]  求的結局是怎麼樣?
[00:08:16.120 --> 00:08:18.320]  就是給你們
[00:08:18.320 --> 00:08:20.560]  這種陳述講法
[00:08:20.560 --> 00:08:24.560]  其實是一種很可怕的解經方式
[00:08:24.560 --> 00:08:28.200]  因為你如果認為沒有寫的時候
[00:08:28.200 --> 00:08:31.640]  就可以任你喜歡怎麼解
[00:08:31.640 --> 00:08:33.240]  這種我的
[00:08:33.240 --> 00:08:34.840]  我有種叫陳述的
[00:08:34.840 --> 00:08:37.400]  這種解經叫做任劍輝
[00:08:37.400 --> 00:08:37.920]  知不知道?
[00:08:37.920 --> 00:08:39.240]  有個粵劇名字
[00:08:39.240 --> 00:08:40.600]  任劍輝
[00:08:40.600 --> 00:08:42.240]  你喜歡怎麼
[00:08:42.240 --> 00:08:44.280]  喜歡怎麼沒有都可以了
[00:08:44.280 --> 00:08:48.480]  將上帝的說話任你去扭曲都可以的
[00:08:48.480 --> 00:08:52.720]  但是如果有一個認真讀經的人
[00:08:52.720 --> 00:08:56.800]  當發現到這些經文存在的時候
[00:08:56.800 --> 00:08:59.200]  我們就要回到第一件事
[00:08:59.200 --> 00:09:01.400]  問這條題目
[00:09:01.400 --> 00:09:04.760]  就是這裡所談論到的祈求
[00:09:04.760 --> 00:09:07.040]  講到尋找
[00:09:07.040 --> 00:09:08.560]  講到求
[00:09:08.560 --> 00:09:11.160]  這三個動詞
[00:09:11.160 --> 00:09:15.280]  其實在耶穌講到這段經文的時候
[00:09:15.280 --> 00:09:20.480]  耶穌有些什麼背後的原因
[00:09:20.480 --> 00:09:23.080]  是要用到這三樣東西呢?
[00:09:23.080 --> 00:09:25.840]  如果我們不去這樣問的時候
[00:09:25.840 --> 00:09:28.400]  就以為耶穌是隨意
[00:09:28.400 --> 00:09:30.120]  很英文說
[00:09:30.120 --> 00:09:31.560]  很隨意
[00:09:31.560 --> 00:09:35.120]  隨機性地選了這三樣行為出來
[00:09:35.120 --> 00:09:36.400]  叫你去做
[00:09:36.400 --> 00:09:37.520]  不是的
[00:09:37.520 --> 00:09:40.400]  當我們仔細去讀經的時候
[00:09:40.400 --> 00:09:42.680]  我們就會發現到
[00:09:42.680 --> 00:09:44.960]  原來這三個動詞
[00:09:44.960 --> 00:09:47.600]  有其中兩個動詞
[00:09:47.600 --> 00:09:51.640]  早在之前這段經文已經談論過的
[00:09:51.640 --> 00:09:55.000]  這個我們要去做一些色經
[00:09:55.000 --> 00:09:57.400]  如果你有筆記的請記下來
[00:09:57.400 --> 00:10:00.560]  因為這些就是你應該讀經的時候
[00:10:00.560 --> 00:10:03.440]  預備到的一個功課
[00:10:03.440 --> 00:10:06.120]  我們先看看第一個行動
[00:10:06.120 --> 00:10:07.080]  第一個行動
[00:10:07.080 --> 00:10:08.320]  耶穌講到
[00:10:08.320 --> 00:10:11.080]  你們祈求
[00:10:11.080 --> 00:10:13.400]  祈求這個字眼
[00:10:13.400 --> 00:10:15.000]  Atele
[00:10:15.000 --> 00:10:20.200]  原文的意思是講到有些作出一種要求
[00:10:20.200 --> 00:10:23.080]  或者是一種情情
[00:10:23.080 --> 00:10:27.080]  或者是一種期盼
[00:10:27.080 --> 00:10:27.840]  你想
[00:10:27.840 --> 00:10:28.600]  你沒有的
[00:10:28.600 --> 00:10:30.240]  你自己沒有能力的
[00:10:30.240 --> 00:10:32.280]  現在可能你是處於一個
[00:10:32.280 --> 00:10:36.080]  很不利的狀態
[00:10:36.080 --> 00:10:38.400]  英文叫很inferior的condition
[00:10:38.400 --> 00:10:39.560]  你沒有
[00:10:39.560 --> 00:10:40.680]  得不到
[00:10:40.680 --> 00:10:41.880]  在這樣的情況之下
[00:10:41.880 --> 00:10:43.640]  你很想得到
[00:10:43.640 --> 00:10:45.080]  這樣的技術
[00:10:45.080 --> 00:10:46.960]  其實不是第一次在這裡
[00:10:46.960 --> 00:10:50.840]  第七章的第七節有記載
[00:10:50.840 --> 00:10:54.680]  原來早在馬太福音的第五章
[00:10:54.680 --> 00:10:58.240]  第四十二節的經文裡面
[00:10:58.240 --> 00:11:02.720]  早已經用過祈求這個字眼了
[00:11:02.720 --> 00:11:03.760]  大家還記不記得
[00:11:03.760 --> 00:11:07.560]  第五章第四十二節是講什麼
[00:11:07.560 --> 00:11:09.680]  我們就回去看看
[00:11:09.680 --> 00:11:12.960]  馬太福音第五章第四十二節
[00:11:12.960 --> 00:11:14.680]  我們回到前面一點
[00:11:14.680 --> 00:11:18.920]  也是屬於登山補訓的一部份
[00:11:18.920 --> 00:11:23.200]  講道你也要聽牧師講上文下理
[00:11:23.200 --> 00:11:26.400]  耶穌講祈求什麼
[00:11:26.400 --> 00:11:30.080]  那上文耶穌講過什麼有關於祈求的東西
[00:11:30.080 --> 00:11:31.600]  五章四十二節
[00:11:31.600 --> 00:11:33.360]  我們一起打開之後
[00:11:33.360 --> 00:11:36.920]  一起讀一次好不好
[00:11:36.920 --> 00:11:37.800]  找到了嗎
[00:11:37.800 --> 00:11:38.960]  找到之後我們一起讀
[00:11:38.960 --> 00:11:41.480]  馬太福音第五章四十二節
[00:11:41.480 --> 00:11:45.840]  有求你的就給他
[00:11:45.840 --> 00:11:52.400]  有向你借貸的不可推遲
[00:11:52.400 --> 00:11:56.760]  這裡所強調有求你的就給他
[00:11:56.760 --> 00:11:58.480]  如果大家還記得
[00:11:58.480 --> 00:11:59.880]  這個有求你
[00:11:59.880 --> 00:12:01.960]  這個有求其實同一個字眼
[00:12:01.960 --> 00:12:03.400]  I tell
[00:12:03.400 --> 00:12:07.720]  這個字眼在五章第四十二節裡面
[00:12:07.720 --> 00:12:09.960]  所講的背景是
[00:12:09.960 --> 00:12:13.480]  原來耶穌基督談論到
[00:12:13.480 --> 00:12:16.440]  在你的弟兄之間
[00:12:16.440 --> 00:12:20.920]  如果他們是有需要的
[00:12:20.920 --> 00:12:25.240]  他會來找你去幫他
[00:12:25.240 --> 00:12:27.280]  耶穌的指出是
[00:12:27.280 --> 00:12:31.360]  你就給他
[00:12:31.360 --> 00:12:35.680]  耶穌在這裡是在談論一個信仰的群體
[00:12:35.680 --> 00:12:38.080]  屬神的子民
[00:12:38.080 --> 00:12:41.560]  我們應當如何活在一個
[00:12:41.560 --> 00:12:46.640]  彼此守望的群體的裡面
[00:12:46.640 --> 00:12:49.680]  所以耶穌當他來到這段經文的時候
[00:12:49.680 --> 00:12:51.440]  講到祈求的時候
[00:12:51.440 --> 00:12:55.400]  仍然是沒有離開這個屬靈的群體
[00:12:55.400 --> 00:12:56.920]  或者簡單一點這樣講
[00:12:56.920 --> 00:12:58.680]  屬神的子民
[00:12:58.680 --> 00:13:01.520]  當他彼此有需要的時候
[00:13:01.520 --> 00:13:04.680]  你要去伸出援手
[00:13:04.680 --> 00:13:08.440]  而且甚至他問你借貸的時候
[00:13:08.440 --> 00:13:10.000]  你不要左推右推
[00:13:10.000 --> 00:13:11.560]  有什麼意思
[00:13:11.560 --> 00:13:13.000]  有什麼東西
[00:13:13.000 --> 00:13:15.440]  去到希望拒絕他
[00:13:15.440 --> 00:13:18.960]  推他向去一個更大的難關的裡面
[00:13:18.960 --> 00:13:20.920]  假如你自己有能力
[00:13:20.920 --> 00:13:22.520]  為什麼你不幫他?
[00:13:22.520 --> 00:13:25.600]  耶穌在前文所講到祈求的
[00:13:25.600 --> 00:13:28.720]  是有這個意思
[00:13:28.720 --> 00:13:30.480]  而同樣這個祈求
[00:13:30.480 --> 00:13:32.360]  這個字眼I tell
[00:13:32.360 --> 00:13:36.400]  原來在六章第八節裡面
[00:13:36.400 --> 00:13:38.720]  當耶穌談論到
[00:13:38.720 --> 00:13:41.320]  有關於我們經常所講的
[00:13:41.320 --> 00:13:44.800]  主土文的禱告時的裡面
[00:13:44.800 --> 00:13:47.720]  耶穌也很刻意地告訴我
[00:13:47.720 --> 00:13:49.360]  六章第八節
[00:13:49.360 --> 00:13:51.000]  我們的禱告
[00:13:51.000 --> 00:13:57.080]  切記不要像假冒偽善的人
[00:13:57.080 --> 00:13:58.960]  他們作出的禱告
[00:13:58.960 --> 00:14:00.680]  假冒偽善的人
[00:14:00.680 --> 00:14:03.000]  他們的禱告是什麼?
[00:14:03.000 --> 00:14:06.880]  表面好像很競拳
[00:14:06.880 --> 00:14:11.720]  底裡其實根本就有私心
[00:14:11.720 --> 00:14:13.560]  我們解釋主土文的時候
[00:14:13.560 --> 00:14:14.440]  第六章第八節
[00:14:14.440 --> 00:14:16.040]  我也曾經去引述過
[00:14:16.040 --> 00:14:18.960]  當時在第一世紀的時候
[00:14:18.960 --> 00:14:21.640]  有很多猶太人的領袖
[00:14:21.640 --> 00:14:27.000]  很喜歡在一些街的轉角口的地方去禱告
[00:14:27.000 --> 00:14:28.440]  為什麼?
[00:14:28.440 --> 00:14:31.920]  他是要表現出他自己比其他人
[00:14:31.920 --> 00:14:36.760]  都是有一個競拳更高的層次
[00:14:36.760 --> 00:14:38.280]  可能在這樣的過程當中
[00:14:38.280 --> 00:14:42.560]  他只是塑造一個對自己有利的形象
[00:14:42.560 --> 00:14:44.360]  使人覺得你很競拳
[00:14:44.360 --> 00:14:51.360]  這一點在這裡讓我下一點註腳
[00:14:51.360 --> 00:14:53.080]  有很多信徒
[00:14:53.080 --> 00:14:55.600]  我記得我自己做牧者這麼多年
[00:14:55.600 --> 00:14:57.240]  當我們去探訪的時候
[00:14:57.240 --> 00:14:58.760]  原來有些大英姊妹說
[00:14:58.760 --> 00:15:03.120]  我真的很想知道你有什麼需要為你代討
[00:15:03.120 --> 00:15:05.160]  跟著跟他代討完之後
[00:15:05.160 --> 00:15:08.560]  他們就說牧師跟你祈完土之後
[00:15:08.560 --> 00:15:11.960]  真的很舒服很有信心
[00:15:11.960 --> 00:15:14.000]  似乎跟牧師祈完土之後
[00:15:14.000 --> 00:15:16.840]  牧師祈過土好像作過福一樣
[00:15:16.840 --> 00:15:20.560]  好像神力特別強的
[00:15:20.560 --> 00:15:21.640]  不是的
[00:15:21.640 --> 00:15:22.320]  大英姊妹
[00:15:22.320 --> 00:15:29.680]  這是個人你自己的一種投射
[00:15:29.680 --> 00:15:30.840]  跟著有些信徒還說
[00:15:30.840 --> 00:15:34.320]  牧師你的禱告很有力量
[00:15:34.320 --> 00:15:36.560]  我知道一定上帝會應允的
[00:15:36.560 --> 00:15:38.920]  因為合他的心思
[00:15:38.920 --> 00:15:40.200]  但大英姊妹
[00:15:40.200 --> 00:15:41.880]  如果你認識我的時候
[00:15:41.880 --> 00:15:42.760]  你都會知道
[00:15:42.760 --> 00:15:44.600]  其實我在禱告裡面
[00:15:44.600 --> 00:15:45.720]  跟你一起禱告
[00:15:45.720 --> 00:15:48.200]  我和你的禱告其實同樣都是
[00:15:48.200 --> 00:15:50.200]  只是將我們的心思
[00:15:50.200 --> 00:15:51.000]  我們的期盼
[00:15:51.000 --> 00:15:52.480]  希望上帝不斷糾正
[00:15:52.480 --> 00:15:55.880]  希望我們按照上帝的心意而行事
[00:15:55.880 --> 00:15:59.200]  這個其實反而是這段聖經的核心
[00:15:59.200 --> 00:16:04.920]  耶穌談論到每一個信徒去祈求的時候
[00:16:04.920 --> 00:16:07.640]  不是為你自己私心而去祈求
[00:16:07.640 --> 00:16:08.920]  然後就會給你
[00:16:08.920 --> 00:16:10.720]  好像這段聖經所說
[00:16:10.720 --> 00:16:12.720]  你們祈求就給你們
[00:16:12.720 --> 00:16:14.520]  好像很多傳道人解釋
[00:16:14.520 --> 00:16:15.800]  祈祭就一定可以
[00:16:15.800 --> 00:16:19.480]  不是的
[00:16:19.480 --> 00:16:22.880]  其實祈禱最重要的目的
[00:16:22.880 --> 00:16:25.560]  是讓祈禱的人
[00:16:25.560 --> 00:16:30.280]  明白尋求上帝的心思
[00:16:30.280 --> 00:16:34.840]  當我的祈禱搬到上帝面前的時候
[00:16:34.840 --> 00:16:37.560]  我這些祈禱的內容
[00:16:37.560 --> 00:16:40.200]  上帝其實是不是真的會喜悅呢?
[00:16:40.200 --> 00:16:43.000]  在這個過程祈禱的當中
[00:16:43.000 --> 00:16:45.400]  其實是對祈禱者的一個
[00:16:45.400 --> 00:16:51.480]  祈求渴望的時候的一種糾正
[00:16:51.480 --> 00:16:53.240]  所以耶穌在這裡談論到
[00:16:53.240 --> 00:16:56.960]  你們祈求就給你們
[00:16:56.960 --> 00:16:58.760]  其實不是純粹說
[00:16:58.760 --> 00:17:00.320]  求什麼就必有
[00:17:00.320 --> 00:17:01.480]  不是
[00:17:01.480 --> 00:17:03.080]  而是祈禱的時候
[00:17:03.080 --> 00:17:05.720]  你的心思開始去改變
[00:17:05.720 --> 00:17:07.280]  改變成怎麼樣呢?
[00:17:07.280 --> 00:17:10.680]  越來越體貼上帝的行事標準
[00:17:10.680 --> 00:17:13.600]  就好像當弟兄有需要的時候
[00:17:13.600 --> 00:17:16.560]  你同樣會向他施出援手
[00:17:16.560 --> 00:17:19.960]  而這個行為就好像上帝一樣
[00:17:19.960 --> 00:17:22.440]  對他的子民
[00:17:22.440 --> 00:17:26.200]  所以千萬不要拿禱告來
[00:17:26.200 --> 00:17:32.680]  就在這裡作為一種謀取屬靈上
[00:17:32.680 --> 00:17:37.720]  希望上帝履行你心思的一種手段
[00:17:37.720 --> 00:17:40.240]  更嚴重的說法是
[00:17:40.240 --> 00:17:47.360]  你不要用虔誠去勒索上帝
[00:17:47.360 --> 00:17:48.480]  這段聖經
[00:17:48.480 --> 00:17:50.320]  第一個講祈求的
[00:17:50.320 --> 00:17:52.160]  不是這樣的背景
[00:17:52.160 --> 00:17:54.760]  我一會兒再詳細地具體解釋
[00:17:54.760 --> 00:17:55.480]  第二
[00:17:55.480 --> 00:17:57.240]  講到尋找
[00:17:57.240 --> 00:17:58.840]  尋找這個字眼
[00:17:58.840 --> 00:18:02.120]  在原文聖經叫做Zetel
[00:18:02.120 --> 00:18:03.480]  Zetel這個字眼
[00:18:03.480 --> 00:18:06.280]  原來在《馬太福音》裡面
[00:18:06.280 --> 00:18:09.560]  也都在之前用過的
[00:18:09.560 --> 00:18:12.640]  《馬太福音》在記載的時候
[00:18:12.640 --> 00:18:15.360]  去到第二章第十三節
[00:18:15.360 --> 00:18:18.560]  以及第二章第二十節的裡面
[00:18:18.560 --> 00:18:22.000]  都用到Zetel這個動詞
[00:18:22.000 --> 00:18:23.920]  尋找
[00:18:23.920 --> 00:18:26.840]  不過當用到尋找的時候
[00:18:26.840 --> 00:18:28.760]  這個動詞
[00:18:28.760 --> 00:18:33.000]  用法就是一種負面的尋找
[00:18:33.000 --> 00:18:34.640]  如果我們看回剛才所講的
[00:18:34.640 --> 00:18:36.880]  《馬太福音》第二章第十三節
[00:18:36.880 --> 00:18:40.240]  和第二章第二十節裡面的時候
[00:18:40.240 --> 00:18:43.440]  原來是分別談論到當時
[00:18:43.440 --> 00:18:47.000]  希律王要去尋索
[00:18:47.000 --> 00:18:53.600]  孩童耶穌的命的時候的動詞
[00:18:53.600 --> 00:18:54.680]  換句話來說
[00:18:54.680 --> 00:18:56.280]  其實尋找這個字眼
[00:18:56.280 --> 00:18:59.640]  或者用回在二章十三章二十節裡面的
[00:18:59.640 --> 00:19:02.920]  尋索這個翻譯的時候
[00:19:02.920 --> 00:19:04.920]  其實都是帶著一種
[00:19:04.920 --> 00:19:10.240]  有一種個人私心想謀求利益的時候
[00:19:10.240 --> 00:19:14.600]  的一種動態
[00:19:14.600 --> 00:19:16.880]  換句話說要尋找
[00:19:16.880 --> 00:19:17.720]  要尋找的時候
[00:19:17.720 --> 00:19:21.880]  原來是想達致自己的目的
[00:19:21.880 --> 00:19:26.480]  耶穌在這裡也都再次提醒這幫悶徒
[00:19:26.480 --> 00:19:27.840]  尋找
[00:19:27.840 --> 00:19:28.680]  要尋找
[00:19:28.680 --> 00:19:29.680]  怎麼尋找呢?
[00:19:29.680 --> 00:19:31.280]  尋找些什麼呢?
[00:19:31.280 --> 00:19:32.000]  沒有的
[00:19:32.000 --> 00:19:35.080]  不過前文講到原來有些人是
[00:19:35.080 --> 00:19:37.440]  原來叫做希律
[00:19:37.440 --> 00:19:43.200]  他的尋找是希望謀殺耶穌
[00:19:43.200 --> 00:19:44.240]  而去到最後尾
[00:19:44.240 --> 00:19:47.680]  第三個的動態就叫做「寇」
[00:19:47.680 --> 00:19:50.480]  寇就是kourio
[00:19:50.480 --> 00:19:52.520]  kourio這個動詞
[00:19:52.520 --> 00:19:55.040]  其實在《馬太福音》裡面
[00:19:55.040 --> 00:19:56.320]  來到第七章
[00:19:56.320 --> 00:19:58.840]  都從來沒有用過的
[00:19:58.840 --> 00:20:01.920]  這個就是一個很大的特點
[00:20:01.920 --> 00:20:04.840]  但是如果當我們去查考
[00:20:04.840 --> 00:20:07.560]  整卷的《馬太福音》的時候
[00:20:07.560 --> 00:20:09.640]  雖然在第七章
[00:20:09.640 --> 00:20:11.080]  第七至第八節
[00:20:11.080 --> 00:20:13.120]  之前從未用過
[00:20:13.120 --> 00:20:17.160]  但是如果我們仔細一查的時候
[00:20:17.160 --> 00:20:20.200]  這個「寇」這個動詞
[00:20:20.200 --> 00:20:24.040]  就用了在最後尾《馬太福音》
[00:20:24.040 --> 00:20:25.600]  第25章
[00:20:25.600 --> 00:20:29.840]  第10至第11節的經文當中
[00:20:29.840 --> 00:20:32.240]  你就會問
[00:20:32.240 --> 00:20:37.040]  為什麼《馬太福音》要到這麼後期
[00:20:37.040 --> 00:20:39.720]  才用這個「寇」這個動詞呢?
[00:20:39.720 --> 00:20:43.280]  為什麼耶穌也用一個之前沒有用過的字眼
[00:20:43.280 --> 00:20:45.080]  在這裡同門逃港呢?
[00:20:45.080 --> 00:20:48.040]  我們就略略去了解一下
