
[00:00:00.000 --> 00:00:05.060]  如果大家不是剛剛來,你應該知道我們在過去幾個星期討論什麼
[00:02:27.700 --> 00:02:31.960]  不等於我們不需要受罰
[00:02:31.960 --> 00:02:35.820]  我記得有一次,我在highway 80
[00:02:35.820 --> 00:02:38.820]  飛車去找我的兒子
[00:02:38.820 --> 00:02:40.880]  其實飛車不是飛得很快
[00:02:40.880 --> 00:02:45.280]  但後面是紅燈着氣,不是紅燈,是警察的燈着氣
[00:02:45.280 --> 00:02:49.320]  我看一看,其實70米而已
[00:02:49.320 --> 00:02:52.920]  70米是可以的,對不對?
[00:02:52.920 --> 00:02:56.240]  highway 80,freeway,去reno
[00:02:56.240 --> 00:03:00.860]  落50-70米,通常超過10米是沒問題的
[00:03:00.860 --> 00:03:02.420]  你是不是這樣開車的?
[00:03:02.420 --> 00:03:05.060]  起碼我是這樣開車的
[00:03:05.060 --> 00:03:07.880]  過了5米,他說我超速
[00:03:07.880 --> 00:03:11.160]  他們斬燈,你都要停了,就停了
[00:03:11.160 --> 00:03:13.560]  停了之後,他問你知不知道去到哪裏?
[00:03:13.560 --> 00:03:16.520]  我說我知道,70米
[00:03:16.520 --> 00:03:19.780]  你知不知道這條路開得多快?
[00:03:19.780 --> 00:03:21.520]  不是65米嗎?
[00:03:21.520 --> 00:03:23.680]  我說不知道,這條路在修路
[00:03:23.680 --> 00:03:26.740]  這條路在修路,所以你看不到那個牌嗎?
[00:03:26.740 --> 00:03:29.020]  那個牌說是50米而已
[00:03:29.020 --> 00:03:30.920]  所以你是超速20米
[00:03:30.920 --> 00:03:33.000]  所以我要截停你
[00:03:33.000 --> 00:03:38.600]  哎呀,我要趕着去探責,說了大量的東西
[00:03:38.600 --> 00:03:42.080]  感謝着,算了,下次不要了,開慢點
[00:03:42.080 --> 00:03:47.400]  他就放我走
[00:03:47.400 --> 00:03:50.160]  這個事件裏面,其實有兩件事發生
[00:03:50.160 --> 00:03:52.920]  第一,我真的不知道
[00:03:52.920 --> 00:03:55.920]  教授和師傅聊天,其實很多sign都在路邊
[00:03:55.920 --> 00:03:57.440]  不過不是很高
[00:03:57.440 --> 00:04:00.320]  一邊開車一邊聊天,不亦樂乎
[00:04:00.320 --> 00:04:03.360]  看不到前面那條路50米
[00:04:03.360 --> 00:04:04.920]  看不到,真的不知道
[00:04:04.920 --> 00:04:09.000]  繼續是70米直標
[00:04:09.000 --> 00:04:11.320]  所以真的不知道
[00:04:11.320 --> 00:04:13.440]  我們有沒有做過類似的事情?
[00:04:13.440 --> 00:04:16.760]  做了一些不應該做的事情,但是不知道
[00:04:16.760 --> 00:04:20.200]  但其實這件事裏面,有些東西我是知道的
[00:04:20.200 --> 00:04:21.960]  因爲在我的腦子裏,我知道
[00:04:21.960 --> 00:04:24.760]  這條路最高速度只有65米
[00:04:24.760 --> 00:04:26.880]  但我走70米
[00:04:26.880 --> 00:04:27.880]  OK?
[00:04:27.880 --> 00:04:31.240]  我以爲隨時都應該能夠講脫途的
[00:04:31.240 --> 00:04:32.640]  其實沒有把握的
[00:04:32.640 --> 00:04:35.240]  不過我就冒這個風險
[00:04:35.240 --> 00:04:37.520]  其實呢,我們的心態是什麼?
[00:04:37.520 --> 00:04:40.800]  最緊要,不要被人捉到
[00:04:40.800 --> 00:04:41.760]  是不是這樣?
[00:04:41.760 --> 00:04:43.040]  沒有被捉到就沒有事
[00:04:43.040 --> 00:04:46.200]  就算超速,80米沒有人捉到你
[00:04:46.200 --> 00:04:47.520]  你也沒有事
[00:04:47.520 --> 00:04:49.640]  有時我們會心存僥倖
[00:04:49.640 --> 00:04:52.160]  千萬不要被人捉到
[00:04:52.160 --> 00:04:54.280]  就OK了
[00:04:54.280 --> 00:04:56.960]  那問題是什麼呢?
[00:04:56.960 --> 00:05:01.000]  無論我們做的是什麼都好
[00:05:01.000 --> 00:05:04.280]  有時我們是怎樣呢?
[00:05:04.280 --> 00:05:07.680]  有些是有心的,有些是無意的
[00:05:07.680 --> 00:05:10.880]  是犯了一些不應該犯的事情
[00:05:10.880 --> 00:05:13.200]  做了一些不應該做的錯事
[00:05:13.200 --> 00:05:15.840]  無論我們和別人聊天,說話的時候
[00:05:15.840 --> 00:05:18.200]  誇大,誤導別人
[00:05:18.200 --> 00:05:21.000]  或者再進一步,真的說大話
[00:05:21.000 --> 00:05:23.760]  偷東西,順手牽羊
[00:05:23.760 --> 00:05:27.080]  這些很多時候,沒人見到,就順手拿走
[00:05:27.080 --> 00:05:33.200]  或者我們甚至是有意無意的用言語行動
[00:05:33.200 --> 00:05:35.000]  去傷害自己的家人
[00:05:35.000 --> 00:05:36.880]  或者我們的朋友
[00:05:36.880 --> 00:05:38.160]  再嚴重一點的
[00:05:38.160 --> 00:05:42.440]  做工,假公濟私也好,以公謀私也好
[00:05:42.440 --> 00:05:44.360]  甚至現在很流行的
[00:05:44.360 --> 00:05:46.160]  特別是香港
[00:05:46.160 --> 00:05:49.520]  去大陸做生意,做包小三
[00:05:49.520 --> 00:05:51.640]  或者在美國
[00:05:51.640 --> 00:05:52.920]  都很流行的
[00:05:52.920 --> 00:05:55.880]  有婚外情
[00:05:55.880 --> 00:05:58.800]  當我們做了類似的事情的時候
[00:05:58.800 --> 00:06:00.440]  當我們做了這些事情的時候
[00:06:00.440 --> 00:06:03.960]  其實在我們逼人的思維裏面來說
[00:06:03.960 --> 00:06:07.560]  按照人的常理去想,有些事情是不妥當的
[00:06:07.560 --> 00:06:10.160]  所以如果你真的做了這些事情的時候
[00:06:10.160 --> 00:06:12.640]  剛纔說的只是例子
[00:06:12.640 --> 00:06:16.000]  希望你沒有做,但如果你有做過的話
[00:06:16.000 --> 00:06:17.680]  開始的時間
[00:06:17.680 --> 00:06:20.960]  心裏面會不會覺得不安?
[00:06:20.960 --> 00:06:23.680]  會不會有一些罪疚感?
[00:06:23.680 --> 00:06:27.120]  有,從前有,現在沒有了
[00:06:27.120 --> 00:06:30.640]  現在沒有,不等於現在沒有做
[00:06:30.640 --> 00:06:32.520]  不過做得多
[00:06:32.520 --> 00:06:35.080]  就像聖經說的,我們知道的是什麼?
[00:06:35.080 --> 00:06:37.760]  你的良心麻木了
[00:06:37.760 --> 00:06:41.480]  所以以前剛剛做的時間不是很自在
[00:06:41.480 --> 00:06:44.280]  有些不安的,甚至覺得很罪疚的
[00:06:44.280 --> 00:06:47.080]  現在呢,都習慣了,沒有了,過往都是這樣的
[00:06:47.080 --> 00:06:49.520]  過往都是這樣做的,世界就是這樣的,社會就是這樣的
[00:06:49.520 --> 00:06:50.960]  我的同事朋友都是這樣的
[00:06:50.960 --> 00:06:53.920]  基督徒都是這樣的
[00:06:53.920 --> 00:06:55.680]  慢慢我們
[00:06:55.680 --> 00:06:57.240]  沒有了這種
[00:06:57.240 --> 00:07:01.280]  屬靈的觸覺
[00:07:01.280 --> 00:07:02.960]  問題是
[00:07:02.960 --> 00:07:06.600]  當我們麻木了的時候,對我們有什麼影響呢?
[00:07:06.600 --> 00:07:11.520]  Psychology Today,今日心理學
[00:07:11.520 --> 00:07:12.960]  在2014年
[00:07:12.960 --> 00:07:15.680]  Dr. Guy Ringe
[00:07:15.680 --> 00:07:17.560]  發表了一篇文章
[00:07:17.560 --> 00:07:19.040]  這篇文章告訴我們
[00:07:19.040 --> 00:07:21.760]  原來一個人,當然是在美國
[00:07:21.760 --> 00:07:26.520]  平均每個星期裏面有五個小時
[00:07:26.520 --> 00:07:28.920]  你會覺得很罪疚
[00:07:28.920 --> 00:07:31.280]  我覺得原來人是有罪疚感的
[00:07:31.280 --> 00:07:33.480]  原來的嚴重性是什麼呢?
[00:07:33.480 --> 00:07:35.440]  每一個星期,最少有五個小時
[00:07:35.440 --> 00:07:38.200]  你會活在罪疚感當中
[00:07:38.200 --> 00:07:41.280]  而這些罪疚感,如果我們不去處理的時候
[00:07:41.280 --> 00:07:43.760]  就好像一個鬧鐘在我們的頭頂
[00:07:43.760 --> 00:07:45.840]  大家有沒有試過
[00:07:45.840 --> 00:07:47.120]  叫鬧鐘起牀
[00:07:47.120 --> 00:07:50.000]  叮,一按下來,你又再睡過
[00:07:50.000 --> 00:07:52.400]  然後過了五分鐘,叮,你又再按
[00:07:52.400 --> 00:07:54.520]  這個是按不停的
[00:07:54.520 --> 00:07:55.680]  每隔一段時間
[00:07:55.680 --> 00:08:01.160]  它就好像一個鬧鐘在我們的頭頂起牀
[00:08:01.160 --> 00:08:03.160]  當你有罪疚感的時候
[00:08:03.160 --> 00:08:05.440]  其實你生活得不開心
[00:08:05.440 --> 00:08:08.560]  你有罪疚感的時候,甚至你的思想都很不清晰
[00:08:08.560 --> 00:08:10.200]  再嚴重一點的時候
[00:08:10.200 --> 00:08:12.720]  你就會自我懲罰自己
[00:08:12.720 --> 00:08:13.880]  做了不應該做的事情
[00:08:13.880 --> 00:08:14.600]  雖然沒有人知道
[00:08:14.600 --> 00:08:15.800]  但是你做了一些事情
[00:08:15.800 --> 00:08:17.800]  要麼有意無意暴露出來
[00:08:17.800 --> 00:08:20.720]  要麼就自己去懲罰自己
[00:08:20.720 --> 00:08:23.440]  而另一個帶來的影響是什麼呢?
[00:08:23.440 --> 00:08:24.600]  就是關係的破裂
[00:08:24.600 --> 00:08:29.440]  你會很怕去見到那些你得罪的人
[00:08:29.440 --> 00:08:34.920]  你會逃避不想去見這些人
[00:08:34.920 --> 00:08:37.920]  雖然現在我不知道大家心裏面
[00:08:37.920 --> 00:08:39.520]  這個人是這樣說的
[00:08:39.520 --> 00:08:41.320]  想想自己的情況
[00:08:41.320 --> 00:08:42.640]  我不知道你現在
[00:08:42.640 --> 00:08:44.520]  會不會爲了某些事情
[00:08:44.520 --> 00:08:47.000]  有少少的罪疚感
[00:08:47.000 --> 00:08:48.040]  做了一些事情
[00:08:48.040 --> 00:08:49.720]  你仍然有一些不安的感覺
[00:08:49.720 --> 00:08:51.040]  這個是良心的作用
[00:08:51.040 --> 00:08:53.560]  我們可以這樣說
[00:08:53.560 --> 00:08:56.320]  但是有一件事我相信
[00:08:56.320 --> 00:08:58.440]  可能大家都會同意
[00:08:58.440 --> 00:08:59.400]  就是說
[00:08:59.400 --> 00:09:01.880]  如果我們說我們沒有犯錯
[00:09:01.880 --> 00:09:06.600]  我從來沒有做過那些得罪人的事情的話
[00:09:06.600 --> 00:09:08.920]  我們是自欺欺人
[00:09:08.920 --> 00:09:10.680]  不過
[00:09:10.680 --> 00:09:12.360]  牧師也見過這樣的人
[00:09:12.360 --> 00:09:14.120]  所有的問題都是人的問題
[00:09:14.120 --> 00:09:14.960]  不是我的問題
[00:09:14.960 --> 00:09:15.960]  所有的事情都是別人的錯
[00:09:15.960 --> 00:09:16.880]  不是我的錯
[00:09:16.880 --> 00:09:18.520]  有沒有遇過這樣的人
[00:09:18.520 --> 00:09:20.040]  我也遇過幾個
[00:09:20.040 --> 00:09:22.240]  不過很少
[00:09:22.240 --> 00:09:24.280]  大部分的人都會覺得
[00:09:24.280 --> 00:09:26.080]  人就是這樣的
[00:09:26.080 --> 00:09:27.360]  我們會得罪別人
[00:09:27.360 --> 00:09:28.200]  別人會得罪我
[00:09:28.200 --> 00:09:31.400]  有誰沒有犯錯的
[00:09:31.400 --> 00:09:33.480]  而另外一件事我相信
[00:09:33.480 --> 00:09:34.480]  如果我們說
[00:09:34.480 --> 00:09:37.080]  我們從來都沒有做過一些
[00:09:37.080 --> 00:09:41.080]  上帝不喜歡不高興的事情的話
[00:09:41.080 --> 00:09:42.240]  同樣
[00:09:42.240 --> 00:09:45.680]  我們都是自己騙自己的
[00:09:45.680 --> 00:09:47.680]  而基督徒
[00:09:47.680 --> 00:09:49.920]  最大的安慰是什麼呢
[00:09:49.920 --> 00:09:51.160]  基督徒最大的安慰就是
[00:09:51.160 --> 00:09:52.560]  原來我們的罪
[00:09:52.560 --> 00:09:56.480]  是可以得到天父上帝的饒恕的
[00:09:56.480 --> 00:09:59.000]  當我們得到上帝饒恕我們的罪的時候
[00:09:59.000 --> 00:10:01.800]  這對我們來說不僅是一個釋放
[00:10:01.800 --> 00:10:03.280]  而且在這個過程當中
[00:10:03.280 --> 00:10:06.080]  我們有機會再次和天父上帝
[00:10:06.080 --> 00:10:08.960]  重新建立一個和好的關係
[00:10:08.960 --> 00:10:11.120]  重修舊好
[00:10:11.120 --> 00:10:13.080]  問題是怎麼做的呢
[00:10:13.080 --> 00:10:15.240]  今天看一段經文比較困難一點
[00:10:15.240 --> 00:10:17.120]  不過我們一起去看看
[00:10:17.120 --> 00:10:20.520]  羅馬書第五章
[00:10:20.520 --> 00:10:22.360]  我們從十二節開始看
[00:10:22.360 --> 00:10:23.640]  這段經文挺長的
[00:10:23.640 --> 00:10:25.680]  不過時間的關係
[00:10:25.680 --> 00:10:27.200]  當我預備的時候
[00:10:27.200 --> 00:10:29.640]  我覺得到十五節就好了
[00:10:29.640 --> 00:10:31.880]  因爲講不完那麼多
[00:10:31.880 --> 00:10:34.760]  我們從十二節開始看十五節
[00:10:34.760 --> 00:10:36.480]  第五章羅馬書
[00:10:36.480 --> 00:10:38.960]  十二節到十五節
[00:10:38.960 --> 00:10:40.200]  這裏怎麼講呢
[00:10:40.200 --> 00:10:42.120]  看你明白講什麼了
[00:10:42.120 --> 00:10:43.080]  十二節裏說
[00:10:43.080 --> 00:10:45.600]  這就如罪是從一人入了世界
[00:10:45.600 --> 00:10:47.480]  死又是從罪來的
[00:10:47.480 --> 00:10:50.200]  於是死就臨到衆人了
[00:10:50.200 --> 00:10:52.400]  因爲衆人都犯了罪
[00:10:52.400 --> 00:10:53.760]  沒有律法之先
[00:10:53.760 --> 00:10:55.640]  罪已經在世上
[00:10:55.640 --> 00:10:56.920]  但沒有律法
[00:10:56.920 --> 00:10:58.720]  罪也不算罪
[00:10:58.720 --> 00:11:01.480]  然而從亞當到摩西
[00:11:01.480 --> 00:11:03.120]  死就作了王
[00:11:03.120 --> 00:11:06.560]  連那些不與亞當犯一樣罪過的
[00:11:06.560 --> 00:11:08.760]  也在他的權下
[00:11:08.760 --> 00:11:12.760]  亞當乃是乃以後要來之人的遇障
[00:11:12.760 --> 00:11:15.520]  只是過犯不如因此
[00:11:15.520 --> 00:11:17.400]  若因一人的過犯
[00:11:17.400 --> 00:11:19.280]  衆人都死了
[00:11:19.280 --> 00:11:21.280]  何妨神的恩典
[00:11:21.280 --> 00:11:26.080]  與乃因耶穌基督一人恩典中的賞賜
[00:11:26.080 --> 00:11:30.560]  豈不更加倍地臨到衆人嗎?
[00:11:30.560 --> 00:11:31.800]  讀下去的時候
[00:11:31.800 --> 00:11:33.360]  說什麼呢 整堆東西
[00:11:33.360 --> 00:11:34.840]  好像很多邏輯的
[00:11:34.840 --> 00:11:38.240]  一步一步的一些討論
[00:11:38.240 --> 00:11:40.520]  所以你們看一次是看不明白的
[00:11:40.520 --> 00:11:42.160]  是很難明白的
[00:11:42.160 --> 00:11:43.120]  事實上
[00:11:43.120 --> 00:11:46.080]  如果你從十二節看到二十一節的時候
[00:11:46.080 --> 00:11:48.760]  你會看到其實保羅在這裏是講到
[00:11:48.760 --> 00:11:54.560]  是將過犯和上帝的恩典作了一個比較
[00:11:54.560 --> 00:11:58.000]  他就鼓勵我們基督徒要脫離罪惡
[00:11:58.000 --> 00:12:01.400]  和要活在上帝的恩典當中
[00:12:01.400 --> 00:12:03.080]  但在表達的過程當中
[00:12:03.080 --> 00:12:05.120]  有很多東西令我們搞得不太清楚
[00:12:05.120 --> 00:12:06.480]  有些混淆的
[00:12:06.480 --> 00:12:07.440]  甚至我們覺得
[00:12:07.440 --> 00:12:08.560]  是不是這樣的
[00:12:08.560 --> 00:12:10.480]  可能會有這樣的想法也不一定
[00:12:10.480 --> 00:12:12.240]  但首先我們會看到
[00:12:12.240 --> 00:12:13.440]  就是什麼呢
[00:12:13.440 --> 00:12:15.200]  原來聖經一開始告訴我們
[00:12:15.200 --> 00:12:16.520]  我們每一個人
[00:12:16.520 --> 00:12:18.040]  Everybody 每一個人
[00:12:18.040 --> 00:12:21.760]  我們都是活在一個罪權底下
[00:12:21.760 --> 00:12:23.720]  我們再看看十二節那裏怎麼說呢
[00:12:23.720 --> 00:12:26.560]  這就如罪是從一人入了世界
[00:12:26.560 --> 00:12:28.200]  死有是從罪來的
[00:12:28.200 --> 00:12:30.520]  於是死就臨到衆人
[00:12:30.520 --> 00:12:33.160]  因爲衆人都犯了罪
[00:12:33.160 --> 00:12:35.840]  這一節聖經裏面來說
[00:12:35.840 --> 00:12:39.120]  提到了三個罪這個字
[00:12:39.120 --> 00:12:40.880]  中文哦 中文聖經
[00:12:40.880 --> 00:12:42.880]  提到了三個罪這個字
[00:12:42.880 --> 00:12:44.480]  但是原來呢
[00:12:44.480 --> 00:12:50.480]  頭兩個罪字跟第三個罪字的意思是不同的
[00:12:50.480 --> 00:12:53.880]  頭兩個是指到罪權
[00:12:53.880 --> 00:12:55.840]  就是說罪惡的權勢
[00:12:55.840 --> 00:12:57.600]  罪惡的影響
[00:12:57.600 --> 00:12:58.920]  權並
[00:12:58.920 --> 00:13:01.240]  而第三個罪字裏面來說
[00:13:01.240 --> 00:13:02.920]  是指到罪行
[00:13:02.920 --> 00:13:05.520]  就是人在罪權影響底下
[00:13:05.520 --> 00:13:09.240]  所犯的所做的一些惡事
[00:13:09.240 --> 00:13:10.720]  而這一節聖經裏面來說
[00:13:10.720 --> 00:13:12.800]  又提到了兩個死
[00:13:12.800 --> 00:13:15.080]  這兩個死的意義是不同的
[00:13:15.080 --> 00:13:19.040]  第一個死同樣是說死亡的權勢
[00:13:19.040 --> 00:13:20.360]  死亡的權並
[00:13:20.360 --> 00:13:23.200]  每個人都需要
[00:13:23.200 --> 00:13:26.040]  無法避免的 要面對的
[00:13:26.040 --> 00:13:27.920]  但是第二個死
[00:13:27.920 --> 00:13:29.160]  這個字呢
[00:13:29.160 --> 00:13:31.440]  就是說到死亡
[00:13:31.440 --> 00:13:35.200]  就是說到死的現實
[00:13:35.200 --> 00:13:37.680]  這個目的你怎麼知道會這樣分化呢
[00:13:37.680 --> 00:13:39.280]  因爲原來中文聖經
[00:13:39.280 --> 00:13:42.360]  不能夠將原文聖經裏面的事態
[00:13:42.360 --> 00:13:45.720]  單數和雙數表達的清楚
[00:13:45.720 --> 00:13:47.080]  在原文聖經裏面來說
[00:13:47.080 --> 00:13:49.040]  你會發覺
[00:13:49.040 --> 00:13:52.240]  開頭那兩個罪都是單數的名詞
[00:13:52.240 --> 00:13:53.040]  OK
[00:13:53.040 --> 00:13:56.920]  而說到罪行的時候
[00:13:56.920 --> 00:13:58.520]  就是一個動詞
[00:13:58.520 --> 00:14:00.400]  就是人實際上
[00:14:00.400 --> 00:14:03.440]  是做了一些
[00:14:03.440 --> 00:14:04.760]  不應該做的事
[00:14:04.760 --> 00:14:07.040]  而死亡就是犯罪的結果
[00:14:07.040 --> 00:14:08.800]  所以從原文裏面來說
[00:14:08.800 --> 00:14:10.240]  你就能夠清楚的看到
[00:14:10.240 --> 00:14:13.640]  它是代表着兩種不同的意義
[00:14:13.640 --> 00:14:15.640]  所以簡單地說
[00:14:15.640 --> 00:14:17.080]  這一節聖經
[00:14:17.080 --> 00:14:19.520]  如果按照這樣去了解的話
[00:14:19.520 --> 00:14:20.960]  可以怎麼讀呢
[00:14:20.960 --> 00:14:22.200]  我再讀多一次
[00:14:22.200 --> 00:14:25.120]  再讀多一次給大家聽第十二節
[00:14:25.120 --> 00:14:28.080]  如果可以的話 熒光幕也會打出來的
[00:14:28.080 --> 00:14:29.120]  可以怎麼讀呢
[00:14:29.120 --> 00:14:30.320]  這就如
[00:14:30.320 --> 00:14:33.520]  罪權是從一人入了世界
[00:14:33.520 --> 00:14:36.200]  死權又是從罪權來的
[00:14:36.200 --> 00:14:38.880]  於是死亡就臨到衆人
[00:14:38.880 --> 00:14:43.200]  因爲衆人都犯了罪行
[00:14:43.200 --> 00:14:45.640]  衆人都做了罪行
[00:14:45.640 --> 00:14:46.800]  原來呢
[00:14:46.800 --> 00:14:48.880]  因爲始祖亞當一個人犯罪
[00:14:48.880 --> 00:14:50.960]  整段聖經裏面這樣說是什麼呢
[00:14:50.960 --> 00:14:53.000]  因爲亞當一個人犯罪的緣故
[00:14:53.000 --> 00:14:54.760]  我們每個人都因爲他的緣故
[00:14:54.760 --> 00:14:57.440]  活在罪惡的權勢底下
[00:14:57.440 --> 00:15:00.400]  就好像中國古代也好
[00:15:00.400 --> 00:15:02.480]  西方古代也好
[00:15:02.480 --> 00:15:04.280]  當你得罪了皇帝
[00:15:04.280 --> 00:15:04.920]  哇
[00:15:04.920 --> 00:15:07.400]  叛逆罪是很大件事的
[00:15:07.400 --> 00:15:09.680]  不單單是你死了 不單單是你的家人死了
[00:15:09.680 --> 00:15:11.440]  還要是豬狗族
[00:15:11.440 --> 00:15:13.640]  中國古代是不是有這樣的情況
[00:15:13.640 --> 00:15:14.200]  OK
[00:15:14.200 --> 00:15:17.600]  就是豬連自己的家人
[00:15:17.600 --> 00:15:19.880]  甚至你的族人
[00:15:19.880 --> 00:15:22.840]  都會受到刑罰
[00:15:22.840 --> 00:15:25.240]  今天你和我聽了上來的時候
[00:15:25.240 --> 00:15:26.520]  哇 這是以前的事了
[00:15:26.520 --> 00:15:27.880]  聖經也是這樣
[00:15:27.880 --> 00:15:29.280]  很明顯是不合理的
[00:15:29.280 --> 00:15:32.960]  因爲你從今個時間的角度去看
[00:15:32.960 --> 00:15:33.600]  是不是
[00:15:33.600 --> 00:15:35.680]  但是在哥時寇裏面來說
[00:15:35.680 --> 00:15:37.640]  在古代裏面來說
[00:15:37.640 --> 00:15:38.960]  天經地義的
[00:15:38.960 --> 00:15:40.360]  皇帝一定要這樣立法的
[00:15:40.360 --> 00:15:41.240]  如果不是的話
[00:15:41.240 --> 00:15:43.480]  用什麼方法隨便那些人造反
[00:15:43.480 --> 00:15:46.720]  去反對國王那樣
[00:15:46.720 --> 00:15:48.160]  是不行的
[00:15:48.160 --> 00:15:49.400]  在那個時間大家都知道
[00:15:49.400 --> 00:15:50.080]  大家都明白
[00:15:50.080 --> 00:15:51.120]  大家都要遵守的
[00:15:51.120 --> 00:15:52.400]  不是那麼容易
[00:15:52.400 --> 00:15:53.880]  去犯這樣的罪
[00:15:53.880 --> 00:15:57.320]  除非皇帝很壞地故意去整你
[00:15:57.320 --> 00:15:58.840]  所以在那個時間的人來說
[00:15:58.840 --> 00:16:00.800]  是明白接受這樣的事情
[00:16:00.800 --> 00:16:04.280]  但是今天我們聽了上來的時候
[00:16:04.280 --> 00:16:06.520]  我們就覺得有沒有搞錯
[00:16:06.520 --> 00:16:08.600]  那些人都沒有做過那件事
[00:16:08.600 --> 00:16:09.640]  又不是他犯法
[00:16:09.640 --> 00:16:11.240]  他老爸犯法而已
[00:16:11.240 --> 00:16:12.920]  子女受牽連都不用說
[00:16:12.920 --> 00:16:15.160]  他的親戚朋友都要受牽連
[00:16:15.160 --> 00:16:17.440]  這個很不合道理
[00:16:17.440 --> 00:16:18.800]  很不公平
[00:16:18.800 --> 00:16:19.720]  是不是
[00:16:19.720 --> 00:16:20.520]  爲什麼
[00:16:20.520 --> 00:16:23.080]  因爲今天你和我相信什麼
[00:16:23.080 --> 00:16:25.080]  一人做事一人當
[00:16:25.080 --> 00:16:25.800]  是不是
[00:16:25.800 --> 00:16:27.720]  我老爸犯罪
[00:16:27.720 --> 00:16:28.480]  關我什麼事
[00:16:28.480 --> 00:16:29.400]  那我去坐牢
[00:16:29.400 --> 00:16:30.320]  我去探監而已
[00:16:30.320 --> 00:16:32.280]  爲什麼要我坐牢呢
[00:16:32.280 --> 00:16:36.680]  我們是沒有辦法去接受這樣的觀念
[00:16:36.680 --> 00:16:39.160]  但是正如我剛纔所說
[00:16:39.160 --> 00:16:40.600]  在古代裏面來說
[00:16:40.600 --> 00:16:42.040]  每個人都明白
[00:16:42.040 --> 00:16:43.560]  甚至在美國
[00:16:43.560 --> 00:16:47.080]  我們從前是不是有奴隸制度
[00:16:47.080 --> 00:16:48.120]  你一生爲奴
[00:16:48.120 --> 00:16:49.320]  不單止你一生爲奴
[00:16:49.320 --> 00:16:50.160]  你做了奴隸之後
[00:16:50.160 --> 00:16:52.120]  你的子女也是奴隸
[00:16:52.120 --> 00:16:54.680]  沒得給你選的
[00:16:54.680 --> 00:16:56.200]  那你說
[00:16:56.200 --> 00:16:57.600]  你說是這麼說
[00:16:57.600 --> 00:16:59.360]  道理是都可以的
[00:16:59.360 --> 00:17:00.360]  都明白的
[00:17:00.360 --> 00:17:03.240]  但是可能你心裏面都不是很服氣
