
[00:00:00.000 --> 00:00:03.040]  今天當我們在這邊講全家侍奉主的時候
[00:01:33.460 --> 00:01:36.220]  他們統計的是女性的
[00:01:36.220 --> 00:01:38.840]  因為大多數的地方
[00:01:38.840 --> 00:01:41.920]  這個女性受到暴力傷害
[00:01:41.920 --> 00:01:43.380]  這個是比較多的
[00:01:43.380 --> 00:01:46.520]  可是是不是只有女性受傷害呢
[00:01:46.520 --> 00:01:49.900]  會不會有女人打男人的呢 有沒有
[00:01:49.900 --> 00:01:51.580]  有沒有被打過呢
[00:01:51.580 --> 00:01:56.540]  根據統計美國
[00:01:56.900 --> 00:01:59.520]  有四分之一的女性
[00:01:59.520 --> 00:02:02.860]  也就是24.3%
[00:02:02.860 --> 00:02:06.140]  有七分之一的男性
[00:02:06.140 --> 00:02:08.980]  也就是13.8%的男性
[00:02:08.980 --> 00:02:12.280]  一生當中曾經遭受親密伴侶的
[00:02:12.280 --> 00:02:14.100]  嚴重身體暴力
[00:02:14.100 --> 00:02:17.960]  七分之一的男生有經歷過
[00:02:17.960 --> 00:02:22.520]  所以這個家庭暴力不是只有男生
[00:02:22.520 --> 00:02:23.520]  也不是只有女生
[00:02:24.780 --> 00:02:27.840]  只是說大概女性受到的家庭暴力比較多
[00:02:27.840 --> 00:02:31.340]  家庭不是應該是
[00:02:31.340 --> 00:02:35.040]  大家快快樂樂 彼此相愛
[00:02:35.040 --> 00:02:38.840]  這樣子的一個家庭嗎 是不是
[00:02:38.840 --> 00:02:41.840]  有沒有人結婚之後就決定 從今天開始
[00:02:41.840 --> 00:02:44.700]  我在我的家裡面 我就要去打太太 有沒有
[00:02:44.700 --> 00:02:46.500]  沒有
[00:02:46.500 --> 00:02:47.840]  是不是
[00:02:47.840 --> 00:02:51.120]  有沒有人結了婚 一開始之前
[00:02:51.120 --> 00:02:54.160]  他就想 嗨 這個人你真好命
[00:02:54.160 --> 00:02:57.200]  你跟我結婚之後 從此之後你沒完沒了
[00:02:57.200 --> 00:02:59.200]  我跟你吵鬧不休 會不會
[00:02:59.200 --> 00:03:00.740]  不會
[00:03:00.740 --> 00:03:06.260]  家庭非常的重要 可是魔鬼
[00:03:06.260 --> 00:03:09.300]  他也極力的想要破壞家庭
[00:03:09.300 --> 00:03:14.840]  在1983年的時候 美國的參議院
[00:03:14.840 --> 00:03:17.860]  舉行了破碎家庭
[00:03:17.860 --> 00:03:19.660]  聽證會
[00:03:19.660 --> 00:03:23.340]  為什麼他們這樣做呢 因為他們是
[00:03:24.000 --> 00:03:27.080]  有一位哈佛大學的歷史學家
[00:03:27.080 --> 00:03:31.440]  這個在1947年的時候
[00:03:31.440 --> 00:03:35.080]  他描繪了羅馬 希臘羅馬的文化
[00:03:35.080 --> 00:03:38.440]  瓦解的最後的階段
[00:03:38.440 --> 00:03:40.220]  他這樣形容
[00:03:40.220 --> 00:03:45.820]  他說 婚姻失去了神聖性
[00:03:45.820 --> 00:03:48.180]  頻繁以離婚告終
[00:03:48.180 --> 00:03:51.380]  婚姻儀式的傳統意義喪失
[00:03:51.960 --> 00:03:54.100]  另類的婚姻形式
[00:03:54.100 --> 00:03:57.740]  興起 屢權運動薄薪
[00:03:57.740 --> 00:03:59.840]  輿論對父母
[00:03:59.840 --> 00:04:01.540]  父母親的責任
[00:04:01.540 --> 00:04:05.120]  總體權威的不尊敬越演越烈
[00:04:05.120 --> 00:04:08.060]  以至於對那些養育孩子的人而言
[00:04:08.060 --> 00:04:11.020]  為人父母變得更為不易
[00:04:11.020 --> 00:04:13.160]  有沒有很像我們今天的情況
[00:04:13.160 --> 00:04:17.100]  接下來他說 青少年行為不良
[00:04:17.100 --> 00:04:20.080]  濫交背離的事情越來越多
[00:04:20.080 --> 00:04:23.140]  人們普遍拒絕傳統婚姻
[00:04:23.140 --> 00:04:26.340]  不接受家庭責任 人們越來越渴望並且接受
[00:04:26.340 --> 00:04:29.060]  通姦行為 各種各樣的
[00:04:29.060 --> 00:04:32.060]  畢竟變態行為被容忍
[00:04:32.060 --> 00:04:33.720]  而且廣為傳播
[00:04:33.720 --> 00:04:38.500]  他說 希臘羅馬文化瓦解的
[00:04:38.500 --> 00:04:39.900]  最後的階段
[00:04:39.900 --> 00:04:43.740]  就是如此 最後導致了
[00:04:43.740 --> 00:04:45.840]  這些古代國家的崩潰
[00:04:45.840 --> 00:04:49.840]  其實不是只有希臘羅馬 是不是
[00:04:50.160 --> 00:04:53.140]  今天你可以看見1900年代
[00:04:53.140 --> 00:04:56.140]  1930年代 1950年代到了今天
[00:04:56.140 --> 00:04:58.960]  這個2000年 你可以看見家庭
[00:04:58.960 --> 00:05:01.380]  就像今天我們所形容的這樣子
[00:05:01.380 --> 00:05:04.640]  一步一步的在走向瓦解
[00:05:04.640 --> 00:05:09.480]  美國的家庭 歐美的家庭在瓦解
[00:05:09.480 --> 00:05:13.820]  那麼今天咱們華人呢
[00:05:13.820 --> 00:05:18.500]  台灣是可以說是民主化
[00:05:18.500 --> 00:05:21.540]  這個自豪是最好的 是不是
[00:05:21.540 --> 00:05:25.240]  亞洲第一個民主化的國家
[00:05:25.240 --> 00:05:30.200]  學習美國老大哥 學習的真的是不得了
[00:05:30.200 --> 00:05:33.980]  美國稍微咳個嗽
[00:05:33.980 --> 00:05:35.420]  他也跟咳嗽
[00:05:35.420 --> 00:05:41.380]  美國的民主非常的嚴重的影響台灣
[00:05:41.380 --> 00:05:42.800]  到達一個結果是什麼
[00:05:42.800 --> 00:05:46.580]  你可以看見美國現在對同性戀
[00:05:46.580 --> 00:05:49.560]  對LGBTQ的這一種的
[00:05:49.560 --> 00:05:52.560]  自由 包容 多元化
[00:05:52.560 --> 00:05:54.640]  台灣也是如此
[00:05:54.640 --> 00:05:59.480]  那麼
[00:05:59.480 --> 00:06:01.040]  這樣帶來的結果是什麼
[00:06:01.040 --> 00:06:03.080]  帶來的結果就是
[00:06:03.080 --> 00:06:06.640]  我自己看見這30年來
[00:06:06.640 --> 00:06:10.420]  台灣從本來一個
[00:06:10.420 --> 00:06:13.160]  是一個淳樸 一個家庭
[00:06:13.160 --> 00:06:15.120]  觀念很重的一個社會
[00:06:15.120 --> 00:06:16.820]  轉變到今天
[00:06:16.820 --> 00:06:20.260]  家庭的破裂越來越多
[00:06:20.260 --> 00:06:26.640]  台灣的離婚率是亞洲第一名
[00:06:26.640 --> 00:06:30.200]  台灣也號稱是
[00:06:30.200 --> 00:06:33.500]  LG這個承認同性婚姻的亞洲第一名
[00:06:33.500 --> 00:06:38.520]  那咱們中國大陸老大哥興起了
[00:06:38.520 --> 00:06:41.880]  開始覺得我們要超英趕美
[00:06:41.880 --> 00:06:44.820]  結果超英趕美的結果是什麼呢
[00:06:46.120 --> 00:06:49.020]  我們的離婚率
[00:06:49.020 --> 00:06:52.940]  也是越來越高 真是超英趕美
[00:06:52.940 --> 00:06:55.920]  婚前同居
[00:06:55.920 --> 00:06:58.340]  對婚姻沒有尾聲
[00:06:58.340 --> 00:07:02.220]  許許多多的這種對婚姻 對家庭
[00:07:02.220 --> 00:07:05.220]  這一種的自由 所謂多元的觀念
[00:07:05.220 --> 00:07:06.600]  進來了
[00:07:06.600 --> 00:07:10.060]  但是就像一個
[00:07:10.060 --> 00:07:13.020]  一個英國的
[00:07:13.600 --> 00:07:17.220]  基督教的一個護教學者
[00:07:17.220 --> 00:07:18.860]  Christian
[00:07:18.860 --> 00:07:20.420]  他
[00:07:20.420 --> 00:07:24.500]  在19世紀的時候
[00:07:24.500 --> 00:07:26.200]  他就講了這一句話
[00:07:26.200 --> 00:07:28.320]  他說家庭完了
[00:07:28.320 --> 00:07:30.380]  社會也完了
[00:07:30.380 --> 00:07:35.620]  家庭完了
[00:07:35.620 --> 00:07:37.620]  社會也完了
[00:07:37.620 --> 00:07:43.160]  所以家庭怎麼樣重要 是不是
[00:07:43.600 --> 00:07:45.700]  魔鬼他知道這個重要性
[00:07:45.700 --> 00:07:48.460]  他一直是在破壞家庭
[00:07:48.460 --> 00:07:49.880]  所以親愛的兄弟妹妹
[00:07:49.880 --> 00:07:53.080]  當你跟先生太太吵架的時候
[00:07:53.080 --> 00:07:56.420]  你不要以為都是她的問題
[00:07:56.420 --> 00:07:59.980]  你也不要以為這樣子的吵架
[00:07:59.980 --> 00:08:02.540]  反正哪對夫妻不吵架
[00:08:02.540 --> 00:08:04.500]  是不是
[00:08:04.500 --> 00:08:07.940]  你要知道仇敵最喜歡你吵架
[00:08:07.940 --> 00:08:11.020]  仇敵最喜歡你們家裡面吵來吵去
[00:08:11.020 --> 00:08:13.140]  這就是仇敵的工作
[00:08:13.940 --> 00:08:15.000]  親愛的兄弟妹妹
[00:08:15.000 --> 00:08:17.380]  我們的家不應該是這樣子的一個家
[00:08:17.380 --> 00:08:18.380]  Amen
[00:08:18.380 --> 00:08:22.560]  不是說哪有一個夫妻不吵架的
[00:08:22.560 --> 00:08:23.940]  所以我就應該吵架
[00:08:23.940 --> 00:08:25.080]  你懂我意思嗎
[00:08:25.080 --> 00:08:29.400]  神的心意不是如此
[00:08:29.400 --> 00:08:31.920]  神的心意是什麼呢
[00:08:31.920 --> 00:08:32.920]  如果我們看
[00:08:32.920 --> 00:08:37.260]  回到創世紀第二章
[00:08:37.260 --> 00:08:39.780]  上帝創造亞當夏娃的時候
[00:08:39.780 --> 00:08:43.320]  請問上帝創造亞當為什麼
[00:08:43.840 --> 00:08:44.840]  為什麼
[00:08:44.840 --> 00:08:47.920]  我們都讀了這個經文是不是
[00:08:47.920 --> 00:08:48.980]  他說什麼
[00:08:48.980 --> 00:08:51.680]  蠟人獨居怎麼樣
[00:08:51.680 --> 00:08:53.180]  不好
[00:08:53.180 --> 00:08:56.780]  可是你如果仔細看上下文
[00:08:56.780 --> 00:09:00.400]  我今天再看的時候
[00:09:00.400 --> 00:09:02.520]  我這幾天我再看這個經文的時候
[00:09:02.520 --> 00:09:04.660]  我就思想到
[00:09:04.660 --> 00:09:07.900]  過去我們就讀了就馬上就解釋了對不對
[00:09:07.900 --> 00:09:11.600]  所以我們常對一個這個年輕的男生
[00:09:11.600 --> 00:09:12.900]  或者年輕的女孩
[00:09:12.900 --> 00:09:13.720]  我們講說
[00:09:13.720 --> 00:09:15.800]  哎呀你看這個該結婚了
[00:09:15.800 --> 00:09:17.840]  一個人獨居不好是不是
[00:09:17.840 --> 00:09:20.080]  帶丟什麼為什麼獨居不好
[00:09:20.080 --> 00:09:23.980]  請問兩個人在一起就比較好嗎
[00:09:23.980 --> 00:09:30.980]  一個人很孤單是不是
[00:09:30.980 --> 00:09:33.220]  過年過節的時候沒人一起過是不是
[00:09:33.220 --> 00:09:37.140]  請問過年過節結了婚之後呢
[00:09:37.140 --> 00:09:38.460]  怎麼樣
[00:09:38.460 --> 00:09:41.700]  一起吵
[00:09:43.360 --> 00:09:45.760]  所以蠟人獨居不好為什麼不好
[00:09:45.760 --> 00:09:47.380]  為什麼不好
[00:09:47.380 --> 00:09:51.860]  沒人跟他吵不好
[00:09:51.860 --> 00:09:53.940]  你注意看後面
[00:09:53.940 --> 00:09:57.100]  接著神說什麼
[00:09:57.100 --> 00:10:00.300]  我要為他造一個配偶怎麼樣
[00:10:00.300 --> 00:10:02.460]  幫助他
[00:10:02.460 --> 00:10:03.940]  如果你是做妻子的
[00:10:03.940 --> 00:10:06.120]  跟你旁邊的先生講說
[00:10:06.120 --> 00:10:07.940]  我是來幫助你的
[00:10:13.220 --> 00:10:14.860]  幫助 幫助什麼
[00:10:14.860 --> 00:10:18.420]  夏娃幫助亞當幫助他什麼
[00:10:18.420 --> 00:10:28.880]  你如果看創世紀裡面
[00:10:28.880 --> 00:10:31.780]  上帝要亞當做什麼呢
[00:10:31.780 --> 00:10:34.280]  要他看守
[00:10:34.280 --> 00:10:36.380]  修理
[00:10:36.380 --> 00:10:37.660]  園子
[00:10:37.660 --> 00:10:38.740]  那個園子是什麼
[00:10:38.740 --> 00:10:39.740]  伊甸園
[00:10:39.740 --> 00:10:41.740]  伊甸園
[00:10:41.740 --> 00:10:45.660]  就在預表著將來的新天新地神的國度
[00:10:45.660 --> 00:10:50.420]  上帝要人要亞當
[00:10:50.420 --> 00:10:53.260]  因為他是這個家庭的屬靈的頭
[00:10:53.260 --> 00:10:56.300]  他代表著他要神賦予他的責任
[00:10:56.300 --> 00:11:00.140]  也就是神賦予他這個家庭的責任是什麼
[00:11:00.140 --> 00:11:03.700]  是要來管理神所造的
[00:11:03.700 --> 00:11:07.060]  那今天我們所看到的這個世界
[00:11:07.060 --> 00:11:09.580]  上帝託付給我們來管理
[00:11:10.380 --> 00:11:12.460]  請問今天人管的怎麼樣
[00:11:12.460 --> 00:11:15.580]  亂七八糟
[00:11:15.580 --> 00:11:17.460]  是不是啊
[00:11:17.460 --> 00:11:19.620]  你看為了稀土啊
[00:11:19.620 --> 00:11:21.260]  大家在那邊爭啊
[00:11:21.260 --> 00:11:23.380]  格林蘭是我的
[00:11:23.380 --> 00:11:29.900]  哇 這一搞真的是全世界都沸騰了起來了
[00:11:29.900 --> 00:11:33.820]  中國也老大哥也很有
[00:11:33.820 --> 00:11:36.380]  我不讓你稀土出口
[00:11:36.380 --> 00:11:38.460]  好了 你看全世界現在
[00:11:38.460 --> 00:11:41.260]  以前我們都從來不知道什麼稀土不稀土啊
[00:11:41.260 --> 00:11:44.220]  現在全世界大家都關注稀土啊
[00:11:44.220 --> 00:11:45.580]  原來這麼重要
[00:11:45.580 --> 00:11:47.820]  石油是不是
[00:11:47.820 --> 00:11:50.020]  石油也是很重要的東西
[00:11:50.020 --> 00:11:54.260]  你可以看見這個世界被我們管得亂七八糟
[00:11:54.260 --> 00:11:58.900]  到處看 到處挖 到處挖 挖 挖 挖
[00:11:58.900 --> 00:12:01.060]  挖就是要把這個資源挖出來
[00:12:01.060 --> 00:12:02.260]  然後去把它用
[00:12:02.260 --> 00:12:04.260]  我們從來沒有想到說
[00:12:04.260 --> 00:12:07.260]  我們應該怎麼好好的去管理這個世界
[00:12:07.260 --> 00:12:11.260]  所以上帝交給我們的責任
[00:12:11.260 --> 00:12:14.740]  交給亞當的責任是要去管理
[00:12:14.740 --> 00:12:17.740]  那夏娃幫助他幫助什麼
[00:12:17.740 --> 00:12:19.740]  幫助他怎麼樣
[00:12:19.740 --> 00:12:21.740]  一起來管理 懂這個意思嗎
[00:12:21.740 --> 00:12:27.740]  所以為這個緣故
[00:12:27.740 --> 00:12:29.220]  上帝說什麼
[00:12:29.220 --> 00:12:33.220]  人要離開父母與妻子聯合
[00:12:33.220 --> 00:12:37.220]  二人成為一體
[00:12:37.220 --> 00:12:41.220]  上帝設計的婚姻是兩個人
[00:12:41.220 --> 00:12:43.220]  丈夫跟妻子 一男跟一女
[00:12:43.220 --> 00:12:46.220]  請記得 今天還特別要再加強這一點
[00:12:46.220 --> 00:12:51.220]  不是兩個女的
[00:12:51.220 --> 00:12:53.220]  也不是兩個男的
[00:12:53.220 --> 00:12:55.220]  也不是一個男的好幾個女的
[00:12:55.220 --> 00:12:58.220]  也不是一個女的好幾個男的
[00:12:58.220 --> 00:13:02.220]  就是一夫一妻一生一世
[00:13:02.220 --> 00:13:04.220]  這是上帝設計的婚姻
[00:13:04.220 --> 00:13:06.220]  上帝設計的婚姻
[00:13:06.220 --> 00:13:08.220]  不僅僅是我今天結了婚之後
[00:13:08.220 --> 00:13:10.220]  然後你睡你的床 我睡我的床
[00:13:10.220 --> 00:13:12.220]  你做你的夢 我做我的夢
[00:13:12.220 --> 00:13:15.220]  你走你的陽光道 我過我的獨木橋
[00:13:15.220 --> 00:13:17.220]  不是 同床異夢
[00:13:17.220 --> 00:13:19.220]  今天很多的婚姻是變如此
[00:13:19.220 --> 00:13:21.220]  不是上帝要夫妻怎麼樣
[00:13:21.220 --> 00:13:23.220]  同心合一
[00:13:23.220 --> 00:13:28.220]  合一 二人成為一體
[00:13:28.220 --> 00:13:31.220]  那個一體不是只是身體的成為一體
[00:13:31.220 --> 00:13:35.220]  那個一體是靈魂體全人的一體
[00:13:35.220 --> 00:13:39.220]  這是婚姻神要我們達到的目標
[00:13:39.220 --> 00:13:49.220]  所以當我們看見神對家庭的心意的時候
[00:13:49.220 --> 00:13:53.220]  我們就知道神的心意何等的美好
[00:13:53.220 --> 00:13:55.220]  今天你看這個世界
[00:13:55.220 --> 00:13:59.220]  不照著上帝的方向去走的一個結果
[00:13:59.220 --> 00:14:01.220]  就是亂七八糟
[00:14:01.220 --> 00:14:03.220]  就是一片混亂
[00:14:03.220 --> 00:14:08.220]  但是如果我們按照神的心意去行
[00:14:08.220 --> 00:14:12.220]  你會發現神就會與我們同在
[00:14:12.220 --> 00:14:16.220]  神的祝福 神的恩典就會臨到我們中間
[00:14:16.220 --> 00:14:18.220]  所以那我們來看看
[00:14:18.220 --> 00:14:22.220]  神對家庭的旨意是什麼呢
[00:14:22.220 --> 00:14:27.220]  第一件事情就是我們剛才讀的經文
[00:14:27.220 --> 00:14:31.220]  《子徒行傳》16章那邊所說的
[00:14:31.220 --> 00:14:33.220]  但是在舊約裡面
[00:14:33.220 --> 00:14:35.220]  不是只有在新約
[00:14:35.220 --> 00:14:38.220]  才講到全家得救的這件事情
[00:14:38.220 --> 00:14:40.220]  舊約裡面神就已經提了
[00:14:40.220 --> 00:14:45.220]  當上帝看見這個世界很罪惡甚重
[00:14:45.220 --> 00:14:46.220]  對不對
[00:14:46.220 --> 00:14:47.220]  聲達於天
[00:14:47.220 --> 00:14:49.220]  上帝都聽到了 上帝都看到了
[00:14:49.220 --> 00:14:51.220]  所以上帝要毀滅
[00:14:51.220 --> 00:14:54.220]  第一次世界的毀滅是被洪水所毀滅
[00:14:54.220 --> 00:14:58.220]  那麼請問上帝檢選羅揚做什麼
[00:14:58.220 --> 00:15:02.220]  讓他做什麼 上帝告訴羅揚做什麼
[00:15:02.220 --> 00:15:06.220]  去造一個方舟 有沒有
[00:15:06.220 --> 00:15:11.220]  所以方舟就一表救恩 一表拯救
[00:15:11.220 --> 00:15:16.220]  那麼上帝要羅揚去造方舟
[00:15:16.220 --> 00:15:22.220]  請問他同時要羅揚去
[00:15:22.220 --> 00:15:26.220]  他是要一個人進去
[00:15:26.220 --> 00:15:30.220]  還是要他一家都進去
[00:15:30.220 --> 00:15:32.220]  一家都進去 是不是
[00:15:32.220 --> 00:15:34.220]  所以你注意看他說
[00:15:34.220 --> 00:15:40.220]  你和你全家都要進入方舟
[00:15:40.220 --> 00:15:41.220]  跟你旁邊說
[00:15:41.220 --> 00:15:52.220]  你和你全家都要進入方舟
[00:15:52.220 --> 00:15:55.220]  其實我們中國人是非常看重家庭
[00:15:55.220 --> 00:15:56.220]  我的意思是說
[00:15:56.220 --> 00:16:00.220]  本來受到西方的影響
[00:16:00.220 --> 00:16:02.220]  西方的文化裡面
[00:16:02.220 --> 00:16:04.220]  受到個人主義影響很深
[00:16:04.220 --> 00:16:06.220]  直到今天
[00:16:06.220 --> 00:16:07.220]  所以我就記得以前
[00:16:07.220 --> 00:16:10.220]  每一次當蔣元在從美國來的牧師
[00:16:10.220 --> 00:16:11.220]  這些在講道的時候
[00:16:11.220 --> 00:16:12.220]  在佈道的時候
[00:16:12.220 --> 00:16:14.220]  最後都說
[00:16:14.220 --> 00:16:18.220]  還記得你參加了格裡漢牧師佈道會的時候
[00:16:18.220 --> 00:16:21.220]  你要make a decision
[00:16:21.220 --> 00:16:24.220]  want to follow Jesus come on
[00:16:24.220 --> 00:16:26.220]  然後你就來了對不對
[00:16:26.220 --> 00:16:27.220]  就到前面禱告
[00:16:27.220 --> 00:16:29.220]  決定信了耶穌了
[00:16:29.220 --> 00:16:33.220]  結果回去之後呢
[00:16:33.220 --> 00:16:37.220]  結果你發現中國人一回去之後呢
[00:16:37.220 --> 00:16:40.220]  爸爸媽媽一聽就信耶穌了
[00:16:40.220 --> 00:16:42.220]  才不讓你信耶穌了
[00:16:42.220 --> 00:16:43.220]  要受洗
[00:16:43.220 --> 00:16:44.220]  不可以受洗
[00:16:44.220 --> 00:16:46.220]  有沒有
[00:16:46.220 --> 00:16:47.220]  西方人不是
[00:16:47.220 --> 00:16:48.220]  西方人決製了
[00:16:48.220 --> 00:16:49.220]  我信主了
[00:16:49.220 --> 00:16:50.220]  我決製了
[00:16:50.220 --> 00:16:51.220]  我信主了
[00:16:51.220 --> 00:16:52.220]  我就信主
[00:16:52.220 --> 00:16:53.220]  我就去受洗了
[00:16:53.220 --> 00:16:58.220]  可是其實我們從生計來看
[00:16:58.220 --> 00:17:00.220]  神的心也是在家
[00:17:00.220 --> 00:17:03.220]  不是你一個人得救而已
[00:17:03.220 --> 00:17:04.220]  是要你全家得救
[00:17:04.220 --> 00:17:07.220]  跟你旁邊說你全家都要得救
[00:17:07.220 --> 00:17:09.220]  有沒有
[00:17:09.220 --> 00:17:14.220]  羅亞全家進方舟
[00:17:14.220 --> 00:17:16.220]  一家八口都進了方舟
[00:17:16.220 --> 00:17:18.220]  那麼你看見
[00:17:18.220 --> 00:17:20.220]  當保羅跟希拉在監獄裡面
[00:17:20.220 --> 00:17:21.220]  在晚上的時候
[00:17:21.220 --> 00:17:22.220]  半夜的時候
[00:17:22.220 --> 00:17:24.220]  他們在那邊唱詩讚美神
[00:17:24.220 --> 00:17:25.220]  唱到一個地步
[00:17:25.220 --> 00:17:27.220]  哇地大震動
[00:17:27.220 --> 00:17:29.220]  監牢的門打開了
[00:17:29.220 --> 00:17:31.220]  我真巴不得哪一天
[00:17:31.220 --> 00:17:32.220]  我們在敬拜的時候
[00:17:32.220 --> 00:17:33.220]  唱到一個地步
[00:17:33.220 --> 00:17:34.220]  哇怎麼樣
[00:17:34.220 --> 00:17:36.220]  主來了
[00:17:36.220 --> 00:17:38.220]  哈利路亞
[00:17:38.220 --> 00:17:40.220]  是不是
[00:17:40.220 --> 00:17:43.220]  地大震動
[00:17:43.220 --> 00:17:46.220]  結果你看那個管那個獄卒
[00:17:46.220 --> 00:17:48.220]  就是管這個
[00:17:48.220 --> 00:17:49.220]  我們現在叫什麼
[00:17:49.220 --> 00:17:55.220]  就是那個
[00:17:55.220 --> 00:17:56.220]  獄警
[00:17:56.220 --> 00:17:58.220]  他看了說糟糕了
[00:17:58.220 --> 00:17:59.220]  這個犯人要跑的話
[00:17:59.220 --> 00:18:01.220]  你想他的結果是怎麼樣
[00:18:01.220 --> 00:18:03.220]  是不是他很著急呀
[00:18:03.220 --> 00:18:05.220]  結果沒有想到保羅竟然沒有跑
[00:18:05.220 --> 00:18:07.220]  保羅就開始跟他講道了
[00:18:07.220 --> 00:18:09.220]  他說當心主耶穌
[00:18:09.220 --> 00:18:12.220]  你和你一家都必得救
[00:18:12.220 --> 00:18:13.220]  你注意看
[00:18:13.220 --> 00:18:17.220]  保羅講的是你和你一家
[00:18:17.220 --> 00:18:19.220]  接著呢
[00:18:19.220 --> 00:18:21.220]  聖經就形容
[00:18:21.220 --> 00:18:23.220]  當然這個當初省略掉
[00:18:23.220 --> 00:18:25.220]  他什麼他全家怎麼來了
[00:18:25.220 --> 00:18:26.220]  什麼這些都沒省略了
[00:18:26.220 --> 00:18:27.220]  但是呢
[00:18:27.220 --> 00:18:29.220]  他就把主的道怎麼樣
[00:18:29.220 --> 00:18:33.220]  講給他和他全家的人聽
[00:18:33.220 --> 00:18:35.220]  看到沒有
[00:18:35.220 --> 00:18:37.220]  所以他們全家新的主
[00:18:37.220 --> 00:18:39.220]  帶來一個結果是什麼
[00:18:39.220 --> 00:18:43.220]  都很喜樂哈利路亞
[00:18:43.220 --> 00:18:44.220]  丁字妹
[00:18:44.220 --> 00:18:46.220]  你一個家新的主之後
[00:18:46.220 --> 00:18:47.220]  就會很喜樂的
[00:18:47.220 --> 00:18:53.220]  所以神的心意是要我們全家得救
[00:18:53.220 --> 00:18:55.220]  那麼我們怎麼樣子來帶領
[00:18:55.220 --> 00:18:59.220]  我們的家人信主呢
[00:18:59.220 --> 00:19:01.220]  你說啊
[00:19:01.220 --> 00:19:02.220]  我爸爸要信主
[00:19:02.220 --> 00:19:06.220]  實在是難如登天啊
[00:19:06.220 --> 00:19:07.220]  他這麼頑固
[00:19:07.220 --> 00:19:09.220]  一輩子都不肯相信
[00:19:09.220 --> 00:19:11.220]  要信太不容易了
[00:19:11.220 --> 00:19:12.220]  丁字妹
[00:19:12.220 --> 00:19:14.220]  當你這樣想的時候
[00:19:14.220 --> 00:19:16.220]  你會禱告嗎
[00:19:16.220 --> 00:19:19.220]  你不會
[00:19:19.220 --> 00:19:21.220]  所以你要相信一件事情
[00:19:21.220 --> 00:19:24.220]  在上帝沒有藍塵的事
[00:19:24.220 --> 00:19:29.220]  在上帝沒有藍塵的事
[00:19:29.220 --> 00:19:32.220]  上帝說你和你一家
[00:19:32.220 --> 00:19:34.220]  上帝沒有說你一個人就好了
[00:19:34.220 --> 00:19:36.220]  上帝說你全家都要信主
[00:19:36.220 --> 00:19:38.220]  你抓住神給我們的應許
[00:19:38.220 --> 00:19:40.220]  說主啊我宣告
[00:19:40.220 --> 00:19:46.220]  我的全家都要信耶穌
[00:19:46.220 --> 00:19:48.220]  丁字妹
[00:19:48.220 --> 00:19:51.220]  我在跟丁字妹分享過
[00:19:51.220 --> 00:19:53.220]  我帶領家人信主
[00:19:53.220 --> 00:19:54.220]  我是自己
[00:19:54.220 --> 00:19:56.220]  我在我們家裡面是老么
[00:19:56.220 --> 00:19:59.220]  老么哎
[00:19:59.220 --> 00:20:01.220]  老么哪有什麼分量
[00:20:01.220 --> 00:20:03.220]  講話誰聽你的
[00:20:03.220 --> 00:20:04.220]  上面三個哥哥
[00:20:04.220 --> 00:20:06.220]  兩個姐姐
[00:20:06.220 --> 00:20:07.220]  再加上爸爸媽媽
[00:20:07.220 --> 00:20:13.220]  當時還有一個老舅舅
