
[00:00:00.000 --> 00:00:04.840]  2020年轉入2021年轉接的時間
[00:03:24.400 --> 00:03:28.440]  你就不用怕嬰兒的眼睛受熱
[00:03:28.440 --> 00:03:30.080]  非常新奇
[00:03:30.080 --> 00:03:32.320]  其實大多數人根據統計
[00:03:32.320 --> 00:03:36.040]  大多數人都喜歡一些新奇有趣
[00:03:36.040 --> 00:03:38.040]  一些新的東西
[00:03:38.040 --> 00:03:41.680]  在新話字典裏面有關新的東西
[00:03:41.680 --> 00:03:45.280]  和新字有關的成語
[00:03:45.280 --> 00:03:47.600]  是超過129個
[00:03:47.600 --> 00:03:50.600]  可以想象新的東西是很多人喜歡的
[00:03:50.600 --> 00:03:54.400]  也是很多人心裏面很重要的地位
[00:03:54.400 --> 00:03:56.720]  究竟新字是怎麼來的呢
[00:03:56.720 --> 00:03:59.600]  我們看看新字的象形文字
[00:03:59.600 --> 00:04:02.800]  象形文字的原意是
[00:04:02.800 --> 00:04:06.120]  用一把斧頭將木頭劈開
[00:04:06.120 --> 00:04:08.360]  大家都見過這些劈柴
[00:04:08.360 --> 00:04:11.720]  把本來沒用的木頭劈開
[00:04:11.720 --> 00:04:13.160]  變成可以點火
[00:04:13.160 --> 00:04:14.560]  可以煮東西
[00:04:14.560 --> 00:04:17.120]  可以取暖的柴
[00:04:17.120 --> 00:04:17.840]  換句話說
[00:04:17.840 --> 00:04:19.720]  本來是沒用的東西
[00:04:19.720 --> 00:04:20.880]  你加些東西下去
[00:04:20.880 --> 00:04:21.920]  用一些方法
[00:04:21.920 --> 00:04:24.160]  將它變成有用的東西
[00:04:24.160 --> 00:04:26.120]  所以新字
[00:04:26.120 --> 00:04:29.320]  無論在聖經或者人的角度來看
[00:04:29.320 --> 00:04:31.080]  都代表兩個意思
[00:04:31.080 --> 00:04:32.040]  第一個意思
[00:04:32.040 --> 00:04:35.200]  就是本來有不太好的情況
[00:04:35.200 --> 00:04:38.320]  邁向一些更好的前景
[00:04:38.320 --> 00:04:39.240]  第二個意思
[00:04:39.240 --> 00:04:40.760]  就是會有一些意想不到
[00:04:40.760 --> 00:04:42.720]  超乎你想象的東西
[00:04:42.720 --> 00:04:44.720]  你以前以爲不是這樣的
[00:04:44.720 --> 00:04:46.120]  誰知道原來是這樣的
[00:04:46.120 --> 00:04:49.040]  這些事情就會發生
[00:04:49.040 --> 00:04:50.520]  其實我們所信的神
[00:04:50.520 --> 00:04:52.720]  都是一個很喜歡新東西的神
[00:04:52.720 --> 00:04:54.160]  我們看看
[00:04:54.160 --> 00:04:56.400]  啓示錄
[00:04:56.400 --> 00:04:58.320]  二十一章五節
[00:04:58.320 --> 00:04:59.920]  頂之妹我們見到一起讀
[00:04:59.920 --> 00:05:01.120]  一二三
[00:05:01.120 --> 00:05:02.840]  座寶座的說
[00:05:02.840 --> 00:05:03.800]  看啊
[00:05:03.800 --> 00:05:06.360]  我將一切都更新了
[00:05:06.360 --> 00:05:07.440]  又說
[00:05:07.440 --> 00:05:09.160]  你要寫上
[00:05:09.160 --> 00:05:10.520]  因這些話
[00:05:10.520 --> 00:05:11.960]  是可信的
[00:05:11.960 --> 00:05:13.800]  是真實的
[00:05:13.800 --> 00:05:14.600]  座寶座的
[00:05:14.600 --> 00:05:15.320]  大家都猜到了
[00:05:15.320 --> 00:05:16.360]  就是神了
[00:05:16.360 --> 00:05:17.120]  神說什麼
[00:05:17.120 --> 00:05:19.320]  神說我要更新
[00:05:19.320 --> 00:05:21.840]  更新希臘原文
[00:05:21.840 --> 00:05:23.120]  的意思就是
[00:05:23.120 --> 00:05:25.880]  神要做一些前所未有
[00:05:25.880 --> 00:05:27.600]  超乎你想象
[00:05:27.600 --> 00:05:28.840]  你沒見過
[00:05:28.840 --> 00:05:30.480]  估計不到的東西
[00:05:30.480 --> 00:05:31.800]  神說你一定要寫下它
[00:05:31.800 --> 00:05:33.560]  因爲這些是很重要的
[00:05:33.560 --> 00:05:35.160]  因爲這些是可信的
[00:05:35.160 --> 00:05:36.360]  真實的
[00:05:36.360 --> 00:05:37.480]  管家說了什麼
[00:05:37.480 --> 00:05:38.600]  可信的真實是說
[00:05:38.600 --> 00:05:40.080]  一定會發生
[00:05:40.080 --> 00:05:43.280]  神一定會做得到
[00:05:43.280 --> 00:05:46.160]  我聽過一個這樣的故事
[00:05:46.160 --> 00:05:48.960]  有一次在太平洋那裏
[00:05:48.960 --> 00:05:51.120]  有一艘船沉了
[00:05:51.120 --> 00:05:52.600]  有一個人
[00:05:52.600 --> 00:05:54.040]  大難不死
[00:05:54.040 --> 00:05:55.680]  隨着潮水
[00:05:55.680 --> 00:05:57.000]  漂流到
[00:05:57.000 --> 00:06:00.400]  沙灘一個荒島上面
[00:06:00.400 --> 00:06:02.640]  這個人上到沙灘的時候
[00:06:02.640 --> 00:06:03.480]  他感恩
[00:06:03.480 --> 00:06:04.680]  主下多謝你
[00:06:04.680 --> 00:06:07.640]  讓我在波濤空中的大海里面
[00:06:07.640 --> 00:06:09.080]  這艘大海的船沉了
[00:06:09.080 --> 00:06:11.720]  我要撿回一條命
[00:06:11.720 --> 00:06:13.800]  但是日子一路過去
[00:06:13.800 --> 00:06:15.360]  這個人的感恩
[00:06:15.360 --> 00:06:17.240]  就變成了一些埋怨
[00:06:17.240 --> 00:06:18.080]  爲什麼呢
[00:06:18.080 --> 00:06:21.120]  因爲找這個荒島找個人影都沒過
[00:06:21.120 --> 00:06:22.640]  又沒辦法走
[00:06:22.640 --> 00:06:23.600]  一個人
[00:06:23.600 --> 00:06:24.320]  撿回一條命
[00:06:24.320 --> 00:06:25.120]  有什麼用
[00:06:25.120 --> 00:06:26.280]  孤零零地
[00:06:26.280 --> 00:06:28.080]  流落在荒島裏
[00:06:28.080 --> 00:06:29.520]  於是他每一天
[00:06:29.520 --> 00:06:33.960]  就帶着一個抱怨埋怨的心去禱告
[00:06:33.960 --> 00:06:35.840]  一路禱告
[00:06:35.840 --> 00:06:37.680]  一天又一天過去
[00:06:37.680 --> 00:06:40.040]  他除了看見一片大海之外
[00:06:40.040 --> 00:06:42.040]  就什麼都沒發生過
[00:06:42.040 --> 00:06:43.160]  很快
[00:06:43.160 --> 00:06:46.120]  這個人就適應了島上的生活
[00:06:46.120 --> 00:06:50.040]  因爲沉船有很多爛木衝上沙灘
[00:06:50.040 --> 00:06:51.680]  他就用了那些爛木
[00:06:51.680 --> 00:06:55.640]  搭了一間很簡陋的屋
[00:06:55.640 --> 00:06:57.320]  這間屋雖然簡陋
[00:06:57.320 --> 00:07:00.080]  但是可以遮風擋雨
[00:07:00.080 --> 00:07:01.440]  有一天
[00:07:01.440 --> 00:07:05.080]  這個人在島的另外一邊收集食物的時候
[00:07:05.080 --> 00:07:06.080]  收集完了
[00:07:06.080 --> 00:07:08.200]  就回去
[00:07:08.200 --> 00:07:09.520]  沒多久
[00:07:09.520 --> 00:07:11.600]  看見煙
[00:07:11.600 --> 00:07:12.440]  再走遠一點
[00:07:12.440 --> 00:07:15.280]  原來他搭了一間簡陋的屋竟然着火
[00:07:15.280 --> 00:07:16.680]  燒着上來
[00:07:16.680 --> 00:07:18.080]  這個人突然間崩潰了
[00:07:18.080 --> 00:07:20.400]  覺得人生實在太悲慘了
[00:07:20.400 --> 00:07:22.760]  連一間屋都不放過
[00:07:22.760 --> 00:07:25.360]  於是就在埋怨神主
[00:07:25.360 --> 00:07:28.120]  爲什麼你這樣對我
[00:07:28.120 --> 00:07:30.000]  第二天一早
[00:07:30.000 --> 00:07:32.720]  這個人在睡夢裏聽見
[00:07:32.720 --> 00:07:35.640]  輪船的汽笛聲
[00:07:35.640 --> 00:07:37.480]  大家想象一下
[00:07:37.480 --> 00:07:39.400]  真的有隻船
[00:07:39.400 --> 00:07:41.320]  停泊在島的附近
[00:07:41.320 --> 00:07:44.200]  於是這個人就獲救了
[00:07:44.200 --> 00:07:46.200]  當他走上船的時候
[00:07:46.200 --> 00:07:49.280]  他好奇地問那裏的船員
[00:07:49.280 --> 00:07:51.600]  他說整個太平洋這麼大
[00:07:51.600 --> 00:07:54.520]  這個荒島好像在地圖上的一點
[00:07:54.520 --> 00:07:56.680]  你怎麼知道我在這裏呢
[00:07:56.680 --> 00:07:58.840]  那個船員就這樣對他說
[00:07:58.840 --> 00:08:01.560]  他說我們離這個島很遠的時候
[00:08:01.560 --> 00:08:05.440]  很遠的地方根本看不到這個島
[00:08:05.440 --> 00:08:09.080]  但我們只見到那個求救信號
[00:08:09.080 --> 00:08:12.520]  就是那條煙一直向上升
[00:08:12.520 --> 00:08:15.880]  於是我們找了這個島救了你
[00:08:15.880 --> 00:08:19.560]  這個人這個時候纔好像恍然大悟
[00:08:19.560 --> 00:08:25.200]  原來神仲意想不到一些新奇的方式
[00:08:25.200 --> 00:08:26.560]  去拯救他
[00:08:26.560 --> 00:08:28.760]  他還在埋怨
[00:08:28.760 --> 00:08:31.000]  神是一個做新事的神
[00:08:31.000 --> 00:08:32.480]  所以神用的方式
[00:08:32.480 --> 00:08:34.240]  其實是超越我們所想象
[00:08:34.240 --> 00:08:35.680]  是意想不到的
[00:08:35.680 --> 00:08:37.960]  意想不到是代表什麼呢
[00:08:37.960 --> 00:08:39.600]  我覺得有兩個意義
[00:08:39.600 --> 00:08:40.840]  第一個意義
[00:08:40.840 --> 00:08:45.600]  就是你以爲今天的光景是一個定局
[00:08:45.600 --> 00:08:46.880]  但神卻是會
[00:08:46.880 --> 00:08:49.600]  往往會用他的能力去帶領你突破
[00:08:49.600 --> 00:08:51.080]  今天你的處境
[00:08:51.080 --> 00:08:53.920]  讓我們一起看今天的聖經
[00:08:53.920 --> 00:08:57.040]  《以徹夏書》第四十三章
[00:08:57.040 --> 00:08:58.680]  十八至十九節
[00:08:58.680 --> 00:08:59.560]  等一會我們一起讀
[00:08:59.560 --> 00:09:00.760]  一二三
[00:09:00.760 --> 00:09:02.480]  「耶和華如此說
[00:09:02.480 --> 00:09:05.600]  你們不要紀念從前的事
[00:09:05.600 --> 00:09:08.440]  也不要思想古時的事
[00:09:08.440 --> 00:09:09.320]  看啊
[00:09:09.320 --> 00:09:11.440]  我要做一件新事
[00:09:11.440 --> 00:09:13.320]  如今要發現
[00:09:13.320 --> 00:09:15.240]  你們豈不知道嗎
[00:09:15.240 --> 00:09:17.840]  我必在曠野開道路
[00:09:17.840 --> 00:09:20.680]  在沙漠開江河」
[00:09:20.680 --> 00:09:23.440]  其實大家看這些話
[00:09:23.440 --> 00:09:24.480]  神第一句就說
[00:09:24.480 --> 00:09:27.200]  「你不要紀念從前的事
[00:09:27.200 --> 00:09:30.160]  也不要思想古時的事」
[00:09:30.160 --> 00:09:31.760]  其實有點奇怪
[00:09:31.760 --> 00:09:32.800]  爲什麼呢
[00:09:32.800 --> 00:09:35.880]  當你熟悉舊約聖經的時候
[00:09:35.880 --> 00:09:38.520]  神不厭其煩地說
[00:09:38.520 --> 00:09:41.240]  你不要忘記神所做的事
[00:09:41.240 --> 00:09:44.480]  你要紀念神之前爲你做過的事
[00:09:44.480 --> 00:09:46.440]  爲以色列民族做過的事
[00:09:46.440 --> 00:09:48.680]  你不要忘記祂的恩惠
[00:09:48.680 --> 00:09:49.720]  說了很多次
[00:09:49.720 --> 00:09:51.240]  不厭其煩
[00:09:51.240 --> 00:09:52.480]  但這裏突然間說
[00:09:52.480 --> 00:09:54.680]  「不要紀念從前的事
[00:09:54.680 --> 00:09:57.000]  也不要思想古時的事」
[00:09:57.000 --> 00:09:58.640]  其實很奇怪
[00:09:58.640 --> 00:10:01.240]  是很意想不到的
[00:10:01.240 --> 00:10:05.400]  究竟這句話是和什麼人說的呢
[00:10:05.400 --> 00:10:08.640]  在公元前586年
[00:10:08.640 --> 00:10:10.280]  猶太人在最後一個王國
[00:10:10.280 --> 00:10:11.560]  猶太國
[00:10:11.560 --> 00:10:14.200]  已經被巴比倫帝國完全消滅
[00:10:14.200 --> 00:10:16.040]  大批猶太人被捕
[00:10:16.040 --> 00:10:19.600]  這批人被逼要離開他們的家鄉
[00:10:19.600 --> 00:10:21.280]  其實神在《依次華書》43章
[00:10:21.280 --> 00:10:23.240]  這句話就和這批人說
[00:10:23.240 --> 00:10:24.800]  這批人是什麼人啊
[00:10:24.800 --> 00:10:27.800]  他們覺得他們是國破家亡
[00:10:27.800 --> 00:10:30.040]  被逼漂泊外地
[00:10:30.040 --> 00:10:31.880]  流落異國
[00:10:31.880 --> 00:10:33.960]  他們心裏覺得自己註定是
[00:10:33.960 --> 00:10:35.800]  客死異鄉的人
[00:10:35.800 --> 00:10:37.800]  註定了
[00:10:37.800 --> 00:10:39.680]  因爲這麼大的國家都被滅亡
[00:10:39.680 --> 00:10:43.360]  今天這個統治我們的國家這麼強大
[00:10:43.360 --> 00:10:45.360]  所以我們不會有機會回去
[00:10:45.360 --> 00:10:48.000]  我們註定是客死異鄉
[00:10:48.000 --> 00:10:50.720]  這批以色列人當時的心態是這樣
[00:10:50.720 --> 00:10:52.880]  對於這批以色列人來說
[00:10:52.880 --> 00:10:56.200]  講舊時的事,是很久以前的事
[00:10:56.200 --> 00:10:58.600]  很久以前神用大能的手
[00:10:58.600 --> 00:11:01.760]  將我們的祖先請求出埃及
[00:11:01.760 --> 00:11:04.760]  並且消滅所有埃及的追兵
[00:11:04.760 --> 00:11:08.160]  但是這些事,這麼久的事
[00:11:08.160 --> 00:11:10.480]  對於這批當時的以色列人來說
[00:11:10.480 --> 00:11:12.480]  再不是鼓勵
[00:11:12.480 --> 00:11:14.400]  反而是一種傷痛
[00:11:14.400 --> 00:11:16.200]  是一種痛苦,爲什麼呢
[00:11:16.200 --> 00:11:19.520]  因爲這件事不斷地提醒他們
[00:11:19.520 --> 00:11:21.240]  提醒他們什麼
[00:11:21.240 --> 00:11:24.400]  他們之前的祖先即使離開了埃及
[00:11:24.400 --> 00:11:26.840]  即使在曠野神一路帶領他們
[00:11:26.840 --> 00:11:29.320]  當他們進入了迦南地的應許之地的時候
[00:11:29.320 --> 00:11:32.400]  他們的國家民族就犯罪得罪神
[00:11:32.400 --> 00:11:34.160]  就失敗沒落
[00:11:34.160 --> 00:11:35.840]  以至神離開他們
[00:11:35.840 --> 00:11:38.600]  因爲他們不斷地違反神的命令
[00:11:38.600 --> 00:11:44.240]  以至這班人今天落得在這樣的境況
[00:11:44.240 --> 00:11:45.920]  這樣的田地裏面
[00:11:45.920 --> 00:11:48.480]  所以這些古代的事
[00:11:48.480 --> 00:11:50.920]  古時的事對於他們來說不是鼓勵
[00:11:50.920 --> 00:11:52.920]  反而是一種痛苦
[00:11:52.920 --> 00:11:56.000]  這班人可能對自己失望
[00:11:56.000 --> 00:11:57.840]  對自己的國家失望
[00:11:57.840 --> 00:11:59.400]  甚至對神失望
[00:11:59.400 --> 00:12:01.640]  在他們心裏的那種想法是什麼
[00:12:01.640 --> 00:12:04.160]  神不會再眷顧我們了
[00:12:04.160 --> 00:12:05.680]  神已經離開了
[00:12:05.680 --> 00:12:07.120]  再也不會帶領我們了
[00:12:07.120 --> 00:12:08.800]  這是一個定局
[00:12:08.800 --> 00:12:13.880]  所以我們就在一個絕望的情況裏面
[00:12:13.880 --> 00:12:17.760]  可能今天我們當中有些頂姐妹是這樣
[00:12:17.760 --> 00:12:20.840]  可能被過去的失敗
[00:12:20.840 --> 00:12:23.080]  過去的軟弱
[00:12:23.080 --> 00:12:25.200]  仍然被這些過去
[00:12:25.200 --> 00:12:27.320]  以往的東西纏繞
[00:12:27.320 --> 00:12:28.880]  揮之不去
[00:12:28.880 --> 00:12:31.480]  可能你傷害過人
[00:12:31.480 --> 00:12:34.120]  今天你心裏面很自責
[00:12:34.120 --> 00:12:36.120]  你沒辦法原諒自己
[00:12:36.120 --> 00:12:39.520]  可能你也曾經被人傷害
[00:12:39.520 --> 00:12:40.920]  那個傷口很深
[00:12:40.920 --> 00:12:41.880]  你想起就生氣
[00:12:41.880 --> 00:12:43.000]  想起就痛
[00:12:43.000 --> 00:12:45.040]  你沒辦法原諒那些人
[00:12:45.040 --> 00:12:47.600]  可能有人在生命裏面
[00:12:47.600 --> 00:12:52.240]  有些壞習慣、老問題
[00:12:52.240 --> 00:12:53.440]  沒人知道
[00:12:53.440 --> 00:12:54.880]  只有你自己知道
[00:12:54.880 --> 00:12:56.040]  聖靈知道
[00:12:56.040 --> 00:12:57.600]  你很想處理
[00:12:57.600 --> 00:12:58.960]  很想鬆綁
[00:12:58.960 --> 00:13:00.800]  很想得自由
[00:13:00.800 --> 00:13:04.760]  但是偏偏卻無計可施
[00:13:04.760 --> 00:13:08.160]  可能你以往做錯過一些事情
[00:13:08.160 --> 00:13:10.160]  或者很努力做過一些事情
[00:13:10.160 --> 00:13:11.840]  到最後又失敗
[00:13:11.840 --> 00:13:15.240]  你心裏面有一個很大很大的遺憾
[00:13:15.240 --> 00:13:17.240]  你覺得你現在的光景就是一個定局
[00:13:17.240 --> 00:13:19.240]  沒辦法改變
[00:13:19.240 --> 00:13:22.520]  神當年對當時的以色列人
[00:13:22.520 --> 00:13:25.160]  可能當時的以色列人也是這樣的心態
[00:13:25.160 --> 00:13:27.320]  神對當時的以色列人這麼說
[00:13:27.320 --> 00:13:30.440]  今天他對我們每位頂智媒這麼說
[00:13:30.440 --> 00:13:33.640]  不要再想着以前的事情
[00:13:33.640 --> 00:13:36.440]  不要再紀念以前的事情
[00:13:36.440 --> 00:13:39.080]  不要再被以前的事情控制着
[00:13:39.080 --> 00:13:42.080]  不要再讓以往的包袱
[00:13:42.080 --> 00:13:43.720]  去攔阻你的將來
[00:13:43.720 --> 00:13:44.720]  爲什麼
[00:13:44.720 --> 00:13:47.440]  因爲神是一個做新事的神
[00:13:47.440 --> 00:13:49.080]  祂要做一些新的事情
[00:13:49.080 --> 00:13:51.240]  祂要在你的生命裏面做一些新的事情
[00:13:51.240 --> 00:13:52.280]  教會也是一樣
[00:13:52.280 --> 00:13:55.440]  不要被以往的包袱所捆綁着
[00:13:55.440 --> 00:13:57.280]  去攔阻你的將來
[00:13:57.280 --> 00:13:59.640]  因爲神在教會要做新事
[00:13:59.640 --> 00:14:01.120]  要走新的路
[00:14:01.120 --> 00:14:03.080]  要做一些你沒想過的事情
[00:14:03.080 --> 00:14:05.440]  神要幫助你突破現在的環境
[00:14:05.440 --> 00:14:08.000]  就好像《以下書》裏面這麼說
[00:14:08.000 --> 00:14:09.840]  《以下書》裏面這麼說
[00:14:09.840 --> 00:14:12.240]  祂說「在曠野開道路
[00:14:12.240 --> 00:14:14.440]  在沙漠開江河」
[00:14:14.440 --> 00:14:16.760]  《曠野》是怎樣的 給大家看看
[00:14:16.760 --> 00:14:18.440]  《曠野》是怎樣的
[00:14:18.440 --> 00:14:19.720]  《曠野》一看下去
[00:14:19.720 --> 00:14:24.280]  這張就是我當年在猶大曠野裏面拍的照片
[00:14:24.280 --> 00:14:26.360]  你看下去沒有路可走
[00:14:26.360 --> 00:14:28.200]  地形崎嶇
[00:14:28.200 --> 00:14:30.640]  人沒辦法走得了
[00:14:30.640 --> 00:14:35.360]  但你竟然在曠野裏面開出一條道路出來
[00:14:35.360 --> 00:14:37.480]  這種就是一種突破
[00:14:37.480 --> 00:14:38.840]  走不了的
[00:14:38.840 --> 00:14:40.560]  但無端有條路出來
[00:14:40.560 --> 00:14:42.000]  是神爲你開的
[00:14:42.000 --> 00:14:43.520]  這就是一個突破
[00:14:43.520 --> 00:14:46.720]  沙漠是怎樣的 沙漠有什麼特點
[00:14:46.720 --> 00:14:51.080]  乾旱 無水 寸草不生
[00:14:51.080 --> 00:14:55.680]  但你竟然在沙漠裏面有河水走出來
[00:14:55.680 --> 00:14:57.240]  這就是一個突破
[00:14:57.240 --> 00:14:59.840]  由乾旱疲乏無水之地
[00:14:59.840 --> 00:15:03.040]  去到滔滔江水
[00:15:03.040 --> 00:15:04.440]  這是一個突破
[00:15:04.440 --> 00:15:05.960]  所以神今天跟我們每一個人講
[00:15:05.960 --> 00:15:06.960]  跟教會也講
[00:15:06.960 --> 00:15:08.640]  不要失望
[00:15:08.640 --> 00:15:10.360]  不要放棄
[00:15:10.360 --> 00:15:12.040]  因爲神是一個做生事的神
[00:15:12.040 --> 00:15:15.160]  要爲我們開出一條新的路
[00:15:15.160 --> 00:15:18.360]  有一位我認識的
[00:15:18.360 --> 00:15:22.160]  移民去美國的姐妹
[00:15:22.160 --> 00:15:25.200]  在去年跟我講過這樣的見證
[00:15:25.200 --> 00:15:27.800]  她說她BB仔出生的時候
[00:15:27.800 --> 00:15:31.880]  她的父母在香港特意飛去美國
[00:15:31.880 --> 00:15:34.960]  幫助她照顧孫子
[00:15:34.960 --> 00:15:37.040]  但兩個老人家去到美國
[00:15:37.040 --> 00:15:41.760]  跟姐妹和丈夫的女婿住在一起的時候
[00:15:41.760 --> 00:15:43.120]  就出現了很多問題
[00:15:43.120 --> 00:15:44.840]  同一屋涉下
[00:15:44.840 --> 00:15:46.880]  就會產生很多很多的問題
[00:15:46.880 --> 00:15:49.640]  有三個很大的難處
[00:15:49.640 --> 00:15:51.120]  第一個難處就是
[00:15:51.120 --> 00:15:53.120]  她的女婿有一種壞習慣
[00:15:53.120 --> 00:15:55.400]  就是跟別人說話
[00:15:55.400 --> 00:15:58.080]  當別人其他人說話的時候
[00:15:58.080 --> 00:16:01.920]  她的女婿很喜歡打斷別人的說話
[00:16:01.920 --> 00:16:03.520]  你說話的時候
[00:16:03.520 --> 00:16:06.160]  別人突然插嘴進來不讓你說
[00:16:06.160 --> 00:16:08.720]  你就會覺得好像被人擠住了
[00:16:08.720 --> 00:16:11.520]  對於老人家就更加尷尬
[00:16:11.520 --> 00:16:13.560]  她的女婿經常有這種壞習慣
[00:16:13.560 --> 00:16:15.000]  她是不自知的
[00:16:15.000 --> 00:16:17.000]  但老人家就覺得不被尊重
[00:16:17.000 --> 00:16:19.920]  所以在心裏面就一般般
[00:16:19.920 --> 00:16:20.920]  第二樣東西
[00:16:20.920 --> 00:16:25.480]  就是她的女婿是精打細算的人
[00:16:25.480 --> 00:16:26.520]  什麼叫精打細算呢
[00:16:26.520 --> 00:16:27.960]  就是很多東西都計算着
[00:16:27.960 --> 00:16:32.000]  用錢又計算着這東西貴不貴
[00:16:32.000 --> 00:16:34.160]  便宜不便宜
[00:16:34.160 --> 00:16:39.720]  老人家在老人家的心裏面就覺得
