
[00:00:00.000 --> 00:00:04.880]  我們廣東人是有一個術語的
[00:01:49.680 --> 00:01:55.680]  不知道大家想不想起是哪一卷書哪一句話呢?
[00:01:55.680 --> 00:01:57.280]  《時詩記》
[00:01:57.280 --> 00:02:02.080]  《時詩記》的二十一章最後的二十五節怎麼說呢?
[00:02:02.080 --> 00:02:08.880]  「那時以色列中沒有王,各人任意而行」
[00:02:08.880 --> 00:02:10.680]  沒有王就是沒有網
[00:02:10.680 --> 00:02:15.080]  於是沒有王管理,於是各人任意而行
[00:02:15.080 --> 00:02:19.480]  就好像我們剛纔所提到的沒有網管
[00:02:19.480 --> 00:02:23.880]  當然想起這些情景,我們真的很心痛
[00:02:23.880 --> 00:02:26.280]  內心也很沉重
[00:02:26.280 --> 00:02:31.880]  但是弟兄姊妹,讓我們不要只想到這三個字的術語
[00:02:31.880 --> 00:02:36.280]  也不要只想到《時詩記》的二十一章二十五節
[00:02:36.280 --> 00:02:41.880]  我也很想弟兄姊妹多想想兩段經文
[00:02:41.880 --> 00:02:47.080]  而那兩段經文就是我們今天所讀的兩段經文
[00:02:47.080 --> 00:02:53.280]  縱然處身在一些比較上很不容易理解的狀況裏面
[00:02:53.280 --> 00:02:56.080]  令到我們很彷徨不安的情況裏面
[00:02:56.080 --> 00:02:59.280]  我們不要只想起《時詩記》的術語
[00:02:59.280 --> 00:03:03.280]  讓我們想起的是詩篇的二十九篇
[00:03:03.280 --> 00:03:06.880]  和詩篇九十三篇的術語
[00:03:06.880 --> 00:03:10.680]  讓我們的眼目對準我們的神
[00:03:10.680 --> 00:03:17.680]  縱然是在一些漢爲混亂,漢爲沒有網管的情景裏面
[00:03:17.680 --> 00:03:20.680]  所以我們需要想起這些經文
[00:03:20.680 --> 00:03:23.280]  就正如詩篇二十九篇十到十一節那裏說
[00:03:23.280 --> 00:03:31.080]  洪水氾濫之時,耶和華坐着爲王,耶和華坐着爲王直到永遠
[00:03:31.080 --> 00:03:37.880]  耶和華必似力量給他的百姓,耶和華必似平安的福給他的百姓
[00:03:37.880 --> 00:03:40.680]  是不是很清楚啊?聖經記載
[00:03:40.680 --> 00:03:45.080]  沒錯,詩人一開始就是說洪水氾濫之時
[00:03:45.080 --> 00:03:47.480]  哇,誰喜歡洪水呢?
[00:03:47.480 --> 00:03:49.480]  更加不喜歡洪水氾濫
[00:03:49.480 --> 00:03:53.280]  更加不喜歡大洪水的臨到
[00:03:53.280 --> 00:03:55.880]  是毀滅很多東西的,是不是?
[00:03:55.880 --> 00:04:01.480]  這句話很容易讓我們想起《創世紀》第六章第十七節
[00:04:01.480 --> 00:04:03.280]  因爲那裏很清楚說到
[00:04:03.280 --> 00:04:07.680]  就是洪水來到諾亞時代的洪水
[00:04:07.680 --> 00:04:09.680]  毀滅很多的東西
[00:04:09.680 --> 00:04:12.080]  很多的萬物,等等等等
[00:04:12.080 --> 00:04:15.480]  所以令人非常害怕,非常恐懼
[00:04:15.480 --> 00:04:17.280]  所以詩人一開始說的時候
[00:04:17.280 --> 00:04:20.680]  洪水氾濫之時,哇,我們都可能覺得很震撼
[00:04:20.680 --> 00:04:23.280]  很不知道怎麼辦
[00:04:23.280 --> 00:04:25.880]  什麼叫洪水氾濫呢?
[00:04:25.880 --> 00:04:31.680]  洪水氾濫的意思是代表在人世間裏面有很多混亂的景象
[00:04:31.680 --> 00:04:36.080]  洪水氾濫的時候是說到很多事情有很多突變
[00:04:36.080 --> 00:04:37.880]  我們掌握不到的
[00:04:37.880 --> 00:04:41.480]  洪水氾濫的時候是代表了罪惡滿盈的
[00:04:41.480 --> 00:04:45.480]  我們發現很多的黑白真理都顛倒了
[00:04:45.480 --> 00:04:47.480]  個人有不同的說法
[00:04:47.480 --> 00:04:50.480]  洪水氾濫是說到人心很徬徨的
[00:04:50.480 --> 00:04:53.280]  我們覺得前路是不知怎樣的
[00:04:53.280 --> 00:04:57.680]  這些就是洪水氾濫的一種景象
[00:04:57.680 --> 00:04:59.880]  在這些處境裏面
[00:04:59.880 --> 00:05:02.880]  人所能夠見到的,所遇到的是什麼呢?
[00:05:02.880 --> 00:05:07.080]  很多時候就是一些天災、人禍
[00:05:07.080 --> 00:05:10.480]  很多時候是一些殺戮、是一些衝突
[00:05:10.480 --> 00:05:16.280]  是一些逃難、是一些饑荒、是一些暴力等等
[00:05:16.280 --> 00:05:20.080]  這些就是在洪水氾濫的時候很容易出現的事情
[00:05:20.080 --> 00:05:24.280]  兄弟姐妹,當我們讀詩篇,二十九篇,第十到第十一節的時候
[00:05:24.280 --> 00:05:27.080]  我們不要只是停留在這六個字
[00:05:27.080 --> 00:05:29.480]  不要只是停留在洪水氾濫之前
[00:05:29.480 --> 00:05:34.480]  是啊是啊,洪水氾濫了,很悲慘啊,很慘啊
[00:05:34.480 --> 00:05:38.080]  不是,我們要讀後面,因爲後面詩人怎麼說呢?
[00:05:38.080 --> 00:05:41.280]  耶和華,坐着爲王
[00:05:41.280 --> 00:05:43.480]  我們所敬拜的神
[00:05:43.480 --> 00:05:46.080]  主在聖殿中的那一位的主
[00:05:46.080 --> 00:05:48.280]  祂是坐着爲王
[00:05:48.280 --> 00:05:49.880]  而且跟着聖經還描述
[00:05:49.880 --> 00:05:53.480]  祂坐着爲王是直到永遠
[00:05:53.480 --> 00:05:56.480]  直到永遠
[00:05:56.480 --> 00:05:57.480]  我們有沒有留意到?
[00:05:57.480 --> 00:06:00.480]  所以我們要把眼目放在後面那些
[00:06:00.480 --> 00:06:04.480]  沒錯,這個處境,這個環境是真的洪水氾濫
[00:06:04.480 --> 00:06:07.480]  但是我們要看到,我們所敬拜的神
[00:06:07.480 --> 00:06:09.880]  我們今天所稱呼的主,三一的真神
[00:06:09.880 --> 00:06:12.480]  耶穌基督偉大的主,偉大的救主的時候
[00:06:12.480 --> 00:06:15.480]  祂仍然是坐在寶座上
[00:06:15.480 --> 00:06:19.480]  是穩坐在寶座上,安然的指揮一切
[00:06:19.480 --> 00:06:22.080]  不過祂在天上,祂的視野是很廣闊的
[00:06:22.080 --> 00:06:23.880]  祂在天上來察看一切
[00:06:23.880 --> 00:06:26.280]  我們人所看的是很有限,很侷限
[00:06:26.280 --> 00:06:28.880]  但是祂在天上是看到一切
[00:06:28.880 --> 00:06:32.680]  不僅是外在的,人心裏面是怎樣都看得到的
[00:06:32.680 --> 00:06:35.080]  然後祂在天上,祂運籌爲厄
[00:06:35.080 --> 00:06:37.880]  決勝千里都行
[00:06:37.880 --> 00:06:39.880]  坐着爲王
[00:06:39.880 --> 00:06:41.880]  而且聖經裏面更加看到
[00:06:41.880 --> 00:06:45.680]  祂應許伺力量給祂的百姓
[00:06:45.680 --> 00:06:47.680]  屬祂的人伺力量
[00:06:47.680 --> 00:06:51.480]  平安的福也會伺給屬祂的人
[00:06:51.480 --> 00:06:53.880]  所以我們明白這個道理的時候
[00:06:53.880 --> 00:06:55.280]  我們就不需要懼怕
[00:06:55.280 --> 00:06:58.880]  縱然我們活在一個比較混亂的世代裏面的時候
[00:06:58.880 --> 00:07:00.480]  我們都不需要驚惶
[00:07:00.480 --> 00:07:02.080]  因爲我們可以有力量
[00:07:02.080 --> 00:07:04.080]  因爲我們可以有平安
[00:07:04.080 --> 00:07:07.280]  是上帝給我們的
[00:07:07.280 --> 00:07:09.680]  所以當我們明白這句話的時候
[00:07:09.680 --> 00:07:11.280]  讓我們都知道
[00:07:11.280 --> 00:07:14.280]  縱然我們在人世間
[00:07:14.280 --> 00:07:16.480]  我們發現周遭的警方
[00:07:16.480 --> 00:07:20.680]  有時候真的好像沒有網管
[00:07:20.680 --> 00:07:22.480]  我們不需要懼怕
[00:07:22.480 --> 00:07:29.080]  因爲我們很清楚地知道神仍然在掌管
[00:07:29.080 --> 00:07:30.080]  在掌管
[00:07:30.080 --> 00:07:32.680]  作王其中一個很重要的含義就是
[00:07:32.680 --> 00:07:36.080]  祂仍然在掌管、掌權
[00:07:36.080 --> 00:07:38.880]  這個就是重要的
[00:07:38.880 --> 00:07:40.080]  好了
[00:07:40.080 --> 00:07:42.880]  或者我們將一些思想重點
[00:07:42.880 --> 00:07:47.680]  放一放不同的地方、範疇
[00:07:47.680 --> 00:07:52.680]  問一問究竟現在我們所處的世界
[00:07:52.680 --> 00:07:56.280]  是不是洪水氾濫之時呢?
[00:07:56.280 --> 00:08:00.080]  我不是說只是香港
[00:08:00.080 --> 00:08:02.680]  究竟我們所處的現今的世界
[00:08:02.680 --> 00:08:06.680]  是不是洪水氾濫之時呢?
[00:08:06.680 --> 00:08:08.080]  好問題
[00:08:08.080 --> 00:08:09.480]  Good question
[00:08:09.480 --> 00:08:10.680]  你會怎麼回答呢?
[00:08:10.680 --> 00:08:11.880]  你會怎麼回應呢?
[00:08:11.880 --> 00:08:13.480]  我們這個世代
[00:08:13.480 --> 00:08:15.880]  是不是洪水氾濫呢?
[00:08:15.880 --> 00:08:18.280]  各位姐妹如果你問我
[00:08:18.280 --> 00:08:20.080]  我會給的答案是
[00:08:20.080 --> 00:08:21.480]  Yes
[00:08:21.480 --> 00:08:24.080]  這個世代是
[00:08:24.080 --> 00:08:25.680]  洪水氾濫之時
[00:08:25.680 --> 00:08:28.280]  讓我舉一些例子
[00:08:28.280 --> 00:08:32.880]  來表明爲什麼我會有這樣的看法
[00:08:32.880 --> 00:08:35.880]  因爲當我們思想一下現今這個世界
[00:08:35.880 --> 00:08:38.080]  這十幾二十年、二十幾三十年來
[00:08:38.080 --> 00:08:41.480]  我們發現這個世界真的有太多的
[00:08:41.480 --> 00:08:44.280]  有太多的天災、有太多的人禍
[00:08:44.280 --> 00:08:48.080]  有太多的暴亂、有太多的戰爭等等
[00:08:48.080 --> 00:08:50.080]  令到我們覺得
[00:08:50.080 --> 00:08:56.280]  這個世界真的有很多洪水在衝擊
[00:08:56.280 --> 00:08:57.080]  舉例
[00:08:57.080 --> 00:08:59.680]  譬如在2010年
[00:08:59.680 --> 00:09:00.280]  在歐洲
[00:09:00.280 --> 00:09:01.280]  不知道大家還記不記得
[00:09:01.280 --> 00:09:03.680]  在歐洲的冰島
[00:09:03.680 --> 00:09:07.280]  曾經有一個很大的火山大爆發
[00:09:07.280 --> 00:09:09.480]  煙塵各方面吹出來
[00:09:09.480 --> 00:09:12.280]  影響了整個大自然界
[00:09:12.280 --> 00:09:13.280]  不僅如此
[00:09:13.280 --> 00:09:18.080]  它也影響了整個歐洲很多國家的運輸
[00:09:18.080 --> 00:09:19.480]  影響了
[00:09:19.480 --> 00:09:21.080]  所以全部都停頓了
[00:09:21.080 --> 00:09:22.280]  癱瘓了
[00:09:22.280 --> 00:09:23.680]  後來有人統計過
[00:09:23.680 --> 00:09:25.680]  經濟損失是多少
[00:09:25.680 --> 00:09:29.280]  是25億歐元
[00:09:29.280 --> 00:09:30.280]  是不是很大影響
[00:09:30.280 --> 00:09:32.680]  你想想你的住身在那裏的時候
[00:09:32.680 --> 00:09:35.680]  又或者我們想想一年之後
[00:09:35.680 --> 00:09:37.880]  日本是什麼
[00:09:37.880 --> 00:09:40.080]  福島大地震
[00:09:40.080 --> 00:09:41.680]  引發海嘯
[00:09:41.680 --> 00:09:44.080]  帶來很大的傷害
[00:09:44.080 --> 00:09:48.680]  以至於那個傷害到今天還在影響
[00:09:48.680 --> 00:09:52.280]  很大的一個衝擊
[00:09:52.280 --> 00:09:55.680]  然後我們又看到在2010年2011年之間
[00:09:55.680 --> 00:10:00.680]  在阿拉伯人世界裏面有所謂的
[00:10:00.680 --> 00:10:04.480]  茉莉花的革命
[00:10:04.480 --> 00:10:06.280]  反抗政權
[00:10:06.280 --> 00:10:09.480]  然後這些影響在衝擊北非
[00:10:09.480 --> 00:10:11.280]  又在影響中東的地方
[00:10:11.280 --> 00:10:14.480]  帶來很多很多的震盪
[00:10:14.480 --> 00:10:15.880]  又或者我們不看這些了
[00:10:15.880 --> 00:10:19.880]  我們看看這個東非洲的索馬里
[00:10:19.880 --> 00:10:21.480]  在大概2011年的時候
[00:10:21.480 --> 00:10:23.480]  也都同樣的發生了些什麼
[00:10:23.480 --> 00:10:27.680]  是發生了20年來最嚴重的饑荒
[00:10:27.680 --> 00:10:29.880]  沒得喫的
[00:10:29.880 --> 00:10:32.280]  多少人面臨這些情景
[00:10:32.280 --> 00:10:35.680]  370萬人
[00:10:35.680 --> 00:10:38.280]  半個香港的人都在挨饑荒
[00:10:38.280 --> 00:10:39.880]  而且有報告告訴我們
[00:10:39.880 --> 00:10:41.680]  有80萬的兒童
[00:10:41.680 --> 00:10:46.080]  80萬的兒童因此而死亡
[00:10:46.080 --> 00:10:47.280]  是不是很厲害
[00:10:47.280 --> 00:10:48.080]  我們想象一下
[00:10:48.080 --> 00:10:51.080]  如果我們在那些周遭環境裏面
[00:10:51.080 --> 00:10:54.080]  你會發現這是一個什麼樣的世界
[00:10:54.080 --> 00:10:56.280]  又或者我們將時間推前一點
[00:10:56.280 --> 00:10:58.680]  推前一點不要說2010、2011
[00:10:58.680 --> 00:10:59.680]  我們推前一點
[00:10:59.680 --> 00:11:01.880]  是2008年在我們國內
[00:11:01.880 --> 00:11:03.880]  發生一件很大的事是什麼
[00:11:03.880 --> 00:11:05.880]  很大的災害
[00:11:05.880 --> 00:11:08.880]  四川大地震
[00:11:08.880 --> 00:11:10.480]  512 四川大地震
[00:11:10.480 --> 00:11:12.480]  真的帶來很大的影響
[00:11:12.480 --> 00:11:14.080]  死傷的人非常多
[00:11:14.080 --> 00:11:18.080]  流離失喪的人是非常非常多
[00:11:18.080 --> 00:11:19.880]  如果我記得在七八年前
[00:11:19.880 --> 00:11:24.280]  我都是去過這個地震的遺蹟
[00:11:24.280 --> 00:11:25.480]  特意不去處理
[00:11:25.480 --> 00:11:29.080]  留一個遺蹟給別人去想起這些事
[00:11:29.080 --> 00:11:30.680]  這些教訓
[00:11:30.680 --> 00:11:34.080]  就是進入到那些災區裏面看
[00:11:34.080 --> 00:11:36.080]  很大的災害
[00:11:36.080 --> 00:11:37.080]  再推前一點
[00:11:37.080 --> 00:11:38.080]  我們更加熟悉
[00:11:38.080 --> 00:11:41.280]  2001年是什麼
[00:11:41.280 --> 00:11:43.280]  2001年911
[00:11:43.280 --> 00:11:46.280]  兩棟大廈突然間倒塌
[00:11:46.280 --> 00:11:48.280]  然後接着有戰爭
[00:11:48.280 --> 00:11:49.880]  美國攻打伊拉克
[00:11:49.880 --> 00:11:52.680]  後來又有阿富汗等等
[00:11:52.680 --> 00:11:55.280]  我們都發現這些都是很真實的事
[00:11:55.280 --> 00:11:58.280]  出現在這個世界裏面
[00:11:58.280 --> 00:12:00.080]  或者我們講近一點
[00:12:00.080 --> 00:12:02.880]  好像1011、08好像比較遠一點
[00:12:02.880 --> 00:12:05.480]  我們講近一些一年多之間的事
[00:12:05.480 --> 00:12:07.280]  大家有沒有留意到
[00:12:07.280 --> 00:12:11.680]  在中東地方有敘利亞戰爭
[00:12:11.680 --> 00:12:13.880]  有戰爭在那個地方
[00:12:13.880 --> 00:12:16.680]  延續了八年
[00:12:16.680 --> 00:12:18.880]  但是在2018年的時候
[00:12:18.880 --> 00:12:20.680]  更加的英法美
[00:12:20.680 --> 00:12:23.080]  然後出動這些軍機來攻打
[00:12:23.080 --> 00:12:28.680]  還有放這些導彈來轟炸
[00:12:28.680 --> 00:12:32.280]  結果那個地方死了很多人
[00:12:32.280 --> 00:12:34.480]  45萬、46萬
[00:12:34.480 --> 00:12:35.680]  很多人死亡
[00:12:35.680 --> 00:12:39.480]  流離失喪的人是近一半
[00:12:39.480 --> 00:12:40.880]  他的人口有2000萬
[00:12:40.880 --> 00:12:42.880]  有一半是流離失喪的
[00:12:42.880 --> 00:12:46.480]  有成百萬的人是受傷
[00:12:46.480 --> 00:12:49.080]  另外再看近期的天災
[00:12:49.080 --> 00:12:50.680]  印尼不知道大家有沒有留意到
[00:12:50.680 --> 00:12:52.280]  都是上年底的事
[00:12:52.280 --> 00:12:54.680]  印尼這個蘇拉威西島
[00:12:54.680 --> 00:12:57.280]  有一個很大的地震
[00:12:57.280 --> 00:12:58.680]  是7.5級的地震
[00:12:58.680 --> 00:13:01.880]  帶來的是7公尺的海嘯
[00:13:01.880 --> 00:13:05.280]  然後帶來的是很多泥石流等等影響了
[00:13:05.280 --> 00:13:06.880]  所以死了二千多人
[00:13:06.880 --> 00:13:08.280]  有成萬人受傷
[00:13:08.280 --> 00:13:13.680]  然後有成二十萬的人是沒有居所等等
[00:13:13.680 --> 00:13:15.680]  滿目瘡痍
[00:13:15.680 --> 00:13:17.880]  還有一樣有人告訴我們
[00:13:17.880 --> 00:13:20.480]  在這個世界發生的事不單止只是這樣
[00:13:20.480 --> 00:13:21.680]  並且有人告訴我們
[00:13:21.680 --> 00:13:23.080]  我們比較忽略的
[00:13:23.080 --> 00:13:26.280]  有一個人有這些組織叫他做的
[00:13:26.280 --> 00:13:29.480]  是叫做境內的難民
[00:13:29.480 --> 00:13:31.680]  境內不是外
[00:13:31.680 --> 00:13:34.080]  意思就是說在國家裏面
[00:13:34.080 --> 00:13:35.280]  的一些難民
[00:13:35.280 --> 00:13:36.080]  爲什麼
[00:13:36.080 --> 00:13:38.880]  是因爲戰爭、天災人禍等等
[00:13:38.880 --> 00:13:41.880]  影響到他們要離開家裏
[00:13:41.880 --> 00:13:44.480]  受到影響之後來到四散
[00:13:44.480 --> 00:13:46.080]  不可以回到自己家鄉
[00:13:46.080 --> 00:13:46.880]  然後去哪裏
[00:13:46.880 --> 00:13:49.080]  他們沒有能力離開自己的國家
[00:13:49.080 --> 00:13:51.480]  去到其他的國家給人安頓
[00:13:51.480 --> 00:13:52.080]  沒有
[00:13:52.080 --> 00:13:55.680]  所以唯有在自己的境內那裏流離失所
[00:13:55.680 --> 00:13:57.080]  原來在現在的世界裏面
[00:13:57.080 --> 00:13:58.680]  有很多是這樣
[00:13:58.680 --> 00:14:01.680]  在2015年有一個國際的NGO
[00:14:01.680 --> 00:14:02.880]  來做了統計的時候
[00:14:02.880 --> 00:14:04.080]  他告訴我們
[00:14:04.080 --> 00:14:06.480]  原來在那個年代得到的數字
[00:14:06.480 --> 00:14:09.880]  是有三千萬
[00:14:09.880 --> 00:14:11.080]  在整個世界裏面
[00:14:11.080 --> 00:14:15.080]  有三千萬是屬於境內的難民
[00:14:15.080 --> 00:14:18.680]  他們是很悲慘
[00:14:18.680 --> 00:14:19.280]  這些國家
[00:14:19.280 --> 00:14:21.480]  譬如敘利亞、也門、伊拉克
[00:14:21.480 --> 00:14:24.280]  剛果民主共和國、中非共和國
[00:14:24.280 --> 00:14:28.080]  又或者是中南美洲的哥倫比亞等等
[00:14:28.080 --> 00:14:29.480]  你馬上發現
[00:14:29.480 --> 00:14:31.080]  都很悲慘
[00:14:31.080 --> 00:14:33.680]  這個世界有時候我們一看東西就覺得
[00:14:33.680 --> 00:14:36.680]  真的不簡單
[00:14:36.680 --> 00:14:37.680]  再加上
[00:14:37.680 --> 00:14:39.680]  再加上在不同的個別的國家
[00:14:39.680 --> 00:14:40.680]  個別的地區
[00:14:40.680 --> 00:14:42.480]  個別的城市
[00:14:42.480 --> 00:14:44.880]  有一連串的一些紛爭
[00:14:44.880 --> 00:14:46.880]  持續的紛爭
[00:14:46.880 --> 00:14:48.480]  持續的撕裂
[00:14:48.480 --> 00:14:50.880]  持續的張力衝突等等的時候
[00:14:50.880 --> 00:14:52.480]  我們想一想
[00:14:52.480 --> 00:14:54.680]  這個世界是一個什麼世界呢
[00:14:54.680 --> 00:14:56.480]  我們可不可以就是說
[00:14:56.480 --> 00:15:00.080]  這個就是洪水氾濫之時
[00:15:00.080 --> 00:15:01.680]  鄧小妹
[00:15:01.680 --> 00:15:02.680]  真的不知道
[00:15:02.680 --> 00:15:03.880]  我們可以怎麼想怎麼回答
[00:15:03.880 --> 00:15:06.480]  你或者你的想法和我有可能不同
[00:15:06.480 --> 00:15:07.080]  不過如果你問我
[00:15:07.080 --> 00:15:09.680]  我都看了這些事蹟
[00:15:09.680 --> 00:15:10.680]  這些現象的時候
[00:15:10.680 --> 00:15:12.080]  我都只能夠說
[00:15:12.080 --> 00:15:14.080]  現在這個世界都是
[00:15:14.080 --> 00:15:16.680]  洪水氾濫之時
[00:15:16.680 --> 00:15:18.280]  是不是
[00:15:18.280 --> 00:15:19.880]  但是
[00:15:19.880 --> 00:15:21.880]  鄧小妹正如我剛纔一直說
[00:15:21.880 --> 00:15:24.480]  我們讀詩篇的二十九篇的時候
[00:15:24.480 --> 00:15:27.280]  我們不要只是讀頭那六個字
[00:15:27.280 --> 00:15:28.280]  因爲他告訴我們
[00:15:28.280 --> 00:15:30.080]  洪水氾濫之時
[00:15:30.080 --> 00:15:32.280]  耶和華坐着爲王
[00:15:32.280 --> 00:15:33.680]  耶和華坐着爲王
[00:15:33.680 --> 00:15:35.280]  是直到永遠
[00:15:35.280 --> 00:15:37.280]  他仍然是怎樣
[00:15:37.280 --> 00:15:38.280]  掌權着
[00:15:38.280 --> 00:15:39.480]  掌管着
[00:15:39.480 --> 00:15:40.880]  現在我們見到這些
[00:15:40.880 --> 00:15:42.880]  不可理喻的情景
[00:15:42.880 --> 00:15:44.280]  不要以爲
[00:15:44.280 --> 00:15:45.480]  神是六神無主
[00:15:45.480 --> 00:15:46.280]  不是的
[00:15:46.280 --> 00:15:47.280]  神是在掌權
[00:15:47.280 --> 00:15:50.480]  他仍然是坐着爲王
[00:15:50.480 --> 00:15:52.480]  所以希望我們都能夠在這方面
[00:15:52.480 --> 00:15:53.680]  將我們的視野
[00:15:53.680 --> 00:15:56.280]  將我們的焦點
[00:15:56.280 --> 00:15:59.280]  將我們的信仰的
[00:15:59.280 --> 00:16:03.480]  重點放在神的身上
[00:16:03.480 --> 00:16:05.480]  這個來得很重要
[00:16:05.480 --> 00:16:08.080]  耶和華坐王
[00:16:08.080 --> 00:16:09.680]  所以既然二十九篇
[00:16:09.680 --> 00:16:11.480]  這麼強調到
[00:16:11.480 --> 00:16:13.480]  耶和華坐王來得這麼重要
[00:16:13.480 --> 00:16:16.480]  還在混亂的局面裏
[00:16:16.480 --> 00:16:17.680]  都是坐着爲王的時候
[00:16:17.680 --> 00:16:19.280]  所以我們就要進一步
[00:16:19.280 --> 00:16:20.480]  思想一下
[00:16:20.480 --> 00:16:22.680]  我們的神是怎樣坐王的
[00:16:22.680 --> 00:16:24.680]  當我們說耶和華坐王的時候
[00:16:24.680 --> 00:16:26.880]  究竟那個含義是什麼呢
[00:16:26.880 --> 00:16:28.680]  都很想我們能夠再進一步
[00:16:28.680 --> 00:16:29.880]  去了解一下
[00:16:29.880 --> 00:16:31.480]  聖經裏面給我們的啓示
[00:16:31.480 --> 00:16:32.880]  透過神的話語
[00:16:32.880 --> 00:16:35.080]  讓我們認識到這位偉大的神
[00:16:35.080 --> 00:16:36.880]  他怎樣去坐着爲王
[00:16:36.880 --> 00:16:38.280]  這個就來得重要了
[00:16:38.280 --> 00:16:41.080]  所以爲什麼今天我們是選兩篇
[00:16:41.080 --> 00:16:42.080]  的詩篇
[00:16:42.080 --> 00:16:43.080]  來做經文
[00:16:43.080 --> 00:16:43.880]  是因爲
[00:16:43.880 --> 00:16:45.280]  透過第二十九篇的時候
[00:16:45.280 --> 00:16:46.880]  帶我們進入到
[00:16:46.880 --> 00:16:48.080]  去第九十三篇
[00:16:48.080 --> 00:16:50.880]  因爲九十三篇全篇的經文都是說
[00:16:50.880 --> 00:16:52.880]  耶和華是王來的
[00:16:52.880 --> 00:16:55.080]  是不是?他是王來的
[00:16:55.080 --> 00:16:57.480]  所以我們就需要進一步去了解
[00:16:57.480 --> 00:17:00.480]  究竟耶和華怎樣坐王呢
[00:17:00.480 --> 00:17:02.680]  讓我們在這一篇九十三篇裏面
[00:17:02.680 --> 00:17:05.280]  都作進一步的瞭解
[00:17:05.280 --> 00:17:06.280]  好了
[00:17:06.280 --> 00:17:07.880]  九十三篇裏面
[00:17:07.880 --> 00:17:10.280]  神的話語給我們看到些什麼呢
[00:17:10.280 --> 00:17:11.480]  第一
[00:17:11.480 --> 00:17:13.480]  希望我們都留意到
[00:17:13.480 --> 00:17:16.280]  開頭的那句說話
[00:17:16.280 --> 00:17:18.280]  開頭的那句說話
[00:17:18.280 --> 00:17:21.080]  耶和華坐王
[00:17:21.080 --> 00:17:22.480]  大家需要留意的是什麼呢
[00:17:22.480 --> 00:17:23.480]  大家需要留意的是
[00:17:23.480 --> 00:17:26.680]  他那種表達的口吻
[00:17:26.680 --> 00:17:27.680]  這個是很留意的
[00:17:27.680 --> 00:17:31.080]  表達的口吻是一個宣告來的
[00:17:31.080 --> 00:17:32.480]  他表達的口吻是
[00:17:32.480 --> 00:17:35.080]  揚升的歡呼話給人聽
[00:17:35.080 --> 00:17:36.680]  耶和華坐王了
[00:17:36.680 --> 00:17:39.080]  我們所信的神是王來的
[00:17:39.080 --> 00:17:40.280]  但是怎麼會
[00:17:40.280 --> 00:17:41.480]  我們需要這樣去認定
[00:17:41.480 --> 00:17:43.880]  這一節的經文的表達是這樣
[00:17:43.880 --> 00:17:47.080]  在我們的舊版的和合本的翻譯裏面
[00:17:47.080 --> 00:17:49.680]  我們的標點符號是一點來的
[00:17:49.680 --> 00:17:51.480]  是不是?大家看一下
[00:17:51.480 --> 00:17:55.680]  但是當我們看回新標點的和合版的翻譯
[00:17:55.680 --> 00:17:56.480]  表示
[00:17:56.480 --> 00:17:57.680]  不是
[00:17:57.680 --> 00:17:59.880]  是一個感嘆號
[00:17:59.880 --> 00:18:01.880]  意思很不同的
[00:18:01.880 --> 00:18:03.480]  不是耶和華坐王
[00:18:03.480 --> 00:18:05.280]  是一種很冷冰冰的陳述
