
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,我們很感恩
[00:02:06.000 --> 00:02:09.000]  祂就快釘十字架之前
[00:02:09.000 --> 00:02:11.000]  祂就和很多門徒
[00:02:11.000 --> 00:02:13.000]  來到講述道
[00:02:13.000 --> 00:02:16.000]  祂將來會再回來
[00:02:16.000 --> 00:02:18.000]  並不是祂離世之後
[00:02:18.000 --> 00:02:20.000]  祂就會銷聲匿跡
[00:02:20.000 --> 00:02:21.000]  祂就會消失
[00:02:21.000 --> 00:02:23.000]  而是主會再回來
[00:02:23.000 --> 00:02:26.000]  當時祂沒有講到
[00:02:26.000 --> 00:02:28.000]  祂究竟何時會回來
[00:02:28.000 --> 00:02:30.000]  但是祂卻不斷提醒
[00:02:30.000 --> 00:02:33.000]  就是你要警醒準備
[00:02:33.000 --> 00:02:35.000]  要準備好
[00:02:35.000 --> 00:02:37.000]  要準備好
[00:02:37.000 --> 00:02:39.000]  我會回來
[00:02:39.000 --> 00:02:40.000]  因為當主回來的時候
[00:02:40.000 --> 00:02:42.000]  祂會審判
[00:02:42.000 --> 00:02:45.000]  祂會按照我們在世上的情況
[00:02:45.000 --> 00:02:46.000]  來審判我們
[00:02:46.000 --> 00:02:48.000]  因此我們要準備好
[00:02:48.000 --> 00:02:51.000]  但是怎樣準備呢?
[00:02:51.000 --> 00:02:53.000]  當聖經在二十五章裡面
[00:02:53.000 --> 00:02:55.000]  所提到的各種比喻的時候
[00:02:55.000 --> 00:02:58.000]  一個很清楚的方向提出來
[00:02:58.000 --> 00:03:00.000]  就是當我們去活出
[00:03:00.000 --> 00:03:04.000]  一個愛人的生命的時候
[00:03:04.000 --> 00:03:07.000]  我們就是在準備自己
[00:03:07.000 --> 00:03:08.000]  我們準備自己
[00:03:08.000 --> 00:03:10.000]  讓我們每一天的生活
[00:03:10.000 --> 00:03:13.000]  都可以活出那種愛人的行為
[00:03:13.000 --> 00:03:15.000]  這就是準備迎見主的
[00:03:15.000 --> 00:03:18.000]  一個重要的突擊
[00:03:18.000 --> 00:03:21.000]  而我們今天要思想的就是
[00:03:21.000 --> 00:03:24.000]  我們究竟當主回來的時候
[00:03:24.000 --> 00:03:26.000]  我們首先要看的就是
[00:03:26.000 --> 00:03:27.000]  祂會對我們
[00:03:27.000 --> 00:03:28.000]  對屬神的人
[00:03:28.000 --> 00:03:32.000]  對教會有什麼樣的審判呢?
[00:03:32.000 --> 00:03:35.000]  剛才我們提到二十四、二十五章
[00:03:35.000 --> 00:03:36.000]  其實都有提到
[00:03:36.000 --> 00:03:38.000]  當主耶穌回來之前的
[00:03:38.000 --> 00:03:40.000]  各種的情況
[00:03:40.000 --> 00:03:41.000]  特別是二十四章提到
[00:03:41.000 --> 00:03:42.000]  主回來之前
[00:03:42.000 --> 00:03:45.000]  有什麼樣的預兆
[00:03:45.000 --> 00:03:48.000]  主提到會有敵基督的出現
[00:03:48.000 --> 00:03:50.000]  有假基督的出現
[00:03:50.000 --> 00:03:52.000]  有提到很多不同的災難
[00:03:52.000 --> 00:03:56.000]  然後災難之後有大災難
[00:03:56.000 --> 00:03:57.000]  所以聖經在二十四章
[00:03:57.000 --> 00:04:00.000]  二十九到三十節
[00:04:00.000 --> 00:04:01.000]  聖經就提到
[00:04:01.000 --> 00:04:04.000]  那些日子的災難剛過去
[00:04:04.000 --> 00:04:06.000]  太陽就變黑了
[00:04:06.000 --> 00:04:09.000]  講到在自然界裡面的一種突變
[00:04:09.000 --> 00:04:11.000]  月亮也不發光
[00:04:11.000 --> 00:04:13.000]  眾星從天墜落
[00:04:13.000 --> 00:04:15.000]  天上的萬象震動
[00:04:15.000 --> 00:04:19.000]  那時人子的徵兆要顯在天上
[00:04:19.000 --> 00:04:22.000]  地上的蠻族都要哀哭
[00:04:22.000 --> 00:04:25.000]  明顯他們見到主回來的情況
[00:04:25.000 --> 00:04:28.000]  並且看見人子帶著能力
[00:04:28.000 --> 00:04:29.000]  滿有榮耀
[00:04:29.000 --> 00:04:33.000]  駕著天上的雲降臨
[00:04:33.000 --> 00:04:37.000]  是一個很震撼的一種情況
[00:04:37.000 --> 00:04:40.000]  主會在大災難之後
[00:04:40.000 --> 00:04:43.000]  祂會臨到我們當中
[00:04:43.000 --> 00:04:45.000]  聖經接著再講
[00:04:45.000 --> 00:04:46.000]  當祂回來的時候
[00:04:46.000 --> 00:04:49.000]  祂會招聚祂的選民
[00:04:49.000 --> 00:04:50.000]  來到祂的面前
[00:04:50.000 --> 00:04:53.000]  在下面的三十一節就繼續有提
[00:04:53.000 --> 00:04:57.000]  聖經講到在這個招聚期間
[00:04:57.000 --> 00:05:02.000]  主對所有自稱為認識主的人
[00:05:02.000 --> 00:05:06.000]  先作審判
[00:05:06.000 --> 00:05:09.000]  聖經提到審判的事情
[00:05:09.000 --> 00:05:11.000]  當然頂尖智慧都了解
[00:05:11.000 --> 00:05:14.000]  當我們講到對屬神的人的審判的時候
[00:05:14.000 --> 00:05:16.000]  聖經講了兩個重點
[00:05:16.000 --> 00:05:18.000]  或者兩個方面
[00:05:18.000 --> 00:05:23.000]  第一就是那些誠實信靠主的人
[00:05:23.000 --> 00:05:25.000]  他們會進入神的國度
[00:05:25.000 --> 00:05:29.000]  神會審判哪些是真正信祂的
[00:05:29.000 --> 00:05:32.000]  哪些是虛假的
[00:05:32.000 --> 00:05:34.000]  第二的審判就是
[00:05:34.000 --> 00:05:38.000]  所有蒙神恩典進入祂的國度的人
[00:05:38.000 --> 00:05:40.000]  會按照他們在世上
[00:05:40.000 --> 00:05:42.000]  他們的生活
[00:05:42.000 --> 00:05:44.000]  他們怎樣敬愛主
[00:05:44.000 --> 00:05:46.000]  怎樣忠心於主的情況
[00:05:46.000 --> 00:05:49.000]  得到不同的賞賜
[00:05:49.000 --> 00:05:51.000]  是有賞賜的分別的
[00:05:51.000 --> 00:05:53.000]  有一些是僅僅得救
[00:05:53.000 --> 00:05:58.000]  有一些是豐豐富富進入神的國度裡面
[00:05:58.000 --> 00:06:03.000]  所以一方面是審判是否真正得救
[00:06:03.000 --> 00:06:04.000]  進入神的國度
[00:06:04.000 --> 00:06:11.000]  另一方面是審判人得到多少的賞賜
[00:06:11.000 --> 00:06:13.000]  當我們看到《瑪竇福音》裡面
[00:06:13.000 --> 00:06:15.000]  二十五章有三個比喻
[00:06:15.000 --> 00:06:16.000]  我們都知道
[00:06:16.000 --> 00:06:19.000]  裡面提到這三類的人
[00:06:19.000 --> 00:06:22.000]  其中有五個愚拙的童女
[00:06:22.000 --> 00:06:24.000]  大家記得那個故事
[00:06:24.000 --> 00:06:26.000]  然後又提到有三個僕人
[00:06:26.000 --> 00:06:29.000]  其中一個把銀錢放在哪裡
[00:06:29.000 --> 00:06:31.000]  埋藏在地裡
[00:06:31.000 --> 00:06:34.000]  又提到一個綿羊山羊
[00:06:34.000 --> 00:06:35.000]  我們今天所看的比喻裡面
[00:06:35.000 --> 00:06:38.000]  那些稱為山羊的人
[00:06:38.000 --> 00:06:42.000]  就發覺這三類的情況都有一個特點
[00:06:42.000 --> 00:06:46.000]  就是他們都認為他們是認識主的
[00:06:46.000 --> 00:06:47.000]  他們稱呼主
[00:06:47.000 --> 00:06:49.000]  主呀主呀這樣的
[00:06:49.000 --> 00:06:51.000]  但是相對來說
[00:06:51.000 --> 00:06:55.000]  主表示是不認識他們
[00:06:55.000 --> 00:06:56.000]  主告訴他們
[00:06:56.000 --> 00:06:58.000]  我是不認識你們的
[00:06:58.000 --> 00:07:04.000]  而你們要進入去永恆的刑罰裡面
[00:07:04.000 --> 00:07:06.000]  好像聖經在《瑪竇福音》第十三章
[00:07:06.000 --> 00:07:08.000]  大家會記得
[00:07:08.000 --> 00:07:09.000]  聖經裡面從此一個比喻
[00:07:09.000 --> 00:07:12.000]  提到有墨紙和什麼呢
[00:07:12.000 --> 00:07:14.000]  碑紙
[00:07:14.000 --> 00:07:18.000]  兩種的東西一起在田裡面生長
[00:07:18.000 --> 00:07:19.000]  聖經解釋
[00:07:19.000 --> 00:07:25.000]  就是碑紙是撒旦放在田裡面的
[00:07:25.000 --> 00:07:28.000]  當時的僕人就問主人
[00:07:28.000 --> 00:07:33.000]  需不需要將這些碑紙拔出來呢
[00:07:33.000 --> 00:07:34.000]  主人就告訴他
[00:07:34.000 --> 00:07:35.000]  不要
[00:07:35.000 --> 00:07:37.000]  留下這些碑紙
[00:07:37.000 --> 00:07:38.000]  免得拔出來的時候
[00:07:38.000 --> 00:07:41.000]  連墨紙都拔出來
[00:07:41.000 --> 00:07:44.000]  會傷害到其他的墨紙
[00:07:44.000 --> 00:07:46.000]  所以將它留下
[00:07:46.000 --> 00:07:48.000]  但是聖經所說的話
[00:07:48.000 --> 00:07:52.000]  是需要我們留心去記得的
[00:07:52.000 --> 00:07:55.000]  聖經第十三章下面再說
[00:07:55.000 --> 00:07:58.000]  在世代終結的時候
[00:07:58.000 --> 00:08:01.000]  主要差遣他的天使
[00:08:01.000 --> 00:08:04.000]  把一切使人犯罪的事情
[00:08:04.000 --> 00:08:06.000]  和不法之徒
[00:08:06.000 --> 00:08:12.000]  從他的國中拔出來
[00:08:12.000 --> 00:08:13.000]  在世上的時候
[00:08:13.000 --> 00:08:16.000]  主未必會作這個審判
[00:08:16.000 --> 00:08:18.000]  但當他再回來的時候
[00:08:18.000 --> 00:08:20.000]  他會差派天使
[00:08:20.000 --> 00:08:25.000]  把這些碑紙從他的國中拔出來
[00:08:25.000 --> 00:08:26.000]  這個正是讓我們思想到
[00:08:26.000 --> 00:08:28.000]  今天我們所讀的二十五章裡面
[00:08:28.000 --> 00:08:31.000]  一個分別綿羊山羊的比喻
[00:08:31.000 --> 00:08:34.000]  也都在說同樣的事情
[00:08:34.000 --> 00:08:35.000]  在三十二節
[00:08:35.000 --> 00:08:36.000]  剛才我們讀過的
[00:08:36.000 --> 00:08:37.000]  我請大家再看一看
[00:08:37.000 --> 00:08:41.000]  二十五章的三十二節
[00:08:41.000 --> 00:08:43.000]  在聖經裡面就說
[00:08:43.000 --> 00:08:46.000]  萬族要聚集在他面前
[00:08:46.000 --> 00:08:49.000]  他要把他們彼此分開
[00:08:49.000 --> 00:08:55.000]  就像牧羊人把綿羊和山羊分開一樣
[00:08:55.000 --> 00:08:59.000]  聖經提到萬族要聚集在主的面前
[00:08:59.000 --> 00:09:01.000]  這裡所說的萬族
[00:09:01.000 --> 00:09:02.000]  我相信是在說
[00:09:02.000 --> 00:09:06.000]  被認為是神國的子民
[00:09:06.000 --> 00:09:11.000]  也都是很多自己稱自己為認識主的人
[00:09:11.000 --> 00:09:12.000]  在英國的萬族當中
[00:09:12.000 --> 00:09:14.000]  也有這些人
[00:09:14.000 --> 00:09:19.000]  將他們聚集在主的面前
[00:09:19.000 --> 00:09:20.000]  但主要做的一件事情
[00:09:20.000 --> 00:09:22.000]  就是將他們分開
[00:09:22.000 --> 00:09:28.000]  有一個很明確的分類的行動出現了
[00:09:28.000 --> 00:09:30.000]  這裡提到的綿羊和山羊
[00:09:30.000 --> 00:09:32.000]  當時的人一聽見他們就很明白
[00:09:32.000 --> 00:09:34.000]  因為當時牧羊人
[00:09:34.000 --> 00:09:36.000]  他們去牧養羊群的時候
[00:09:36.000 --> 00:09:40.000]  綿羊山羊一起出外去吃草
[00:09:40.000 --> 00:09:43.000]  到了晚上回到羊欄的時候
[00:09:43.000 --> 00:09:47.000]  牧羊人會將兩類羊分別出來
[00:09:47.000 --> 00:09:53.000]  綿羊就要將牠們放在室外通風的地方
[00:09:53.000 --> 00:09:58.000]  山羊就要將牠們放在室內有遮蔽的地方
[00:09:58.000 --> 00:10:00.000]  因為牠們怕冷
[00:10:00.000 --> 00:10:04.000]  你可以想像山羊多毛還是綿羊多毛
[00:10:04.000 --> 00:10:06.000]  所以牠們是需要分別出來
[00:10:06.000 --> 00:10:10.000]  給牠們比較暖和的地方
[00:10:10.000 --> 00:10:15.000]  可能山羊整天和綿羊一起吃草
[00:10:15.000 --> 00:10:18.000]  或者牠會覺得我也是綿羊
[00:10:18.000 --> 00:10:23.000]  一起進去或者一起出去空曠的地方
[00:10:23.000 --> 00:10:25.000]  但是牧羊人很清楚知道
[00:10:25.000 --> 00:10:28.000]  哪些是綿羊哪些是山羊
[00:10:28.000 --> 00:10:30.000]  牠一看就知道
[00:10:30.000 --> 00:10:34.000]  所以牠會將牠們分別出來
[00:10:34.000 --> 00:10:39.000]  當主人分別了二者的去向的時候
[00:10:39.000 --> 00:10:42.000]  牠會發覺之間有很大的分別
[00:10:42.000 --> 00:10:44.000]  可以說是天淵之別
[00:10:44.000 --> 00:10:47.000]  剛才讀過三十四節
[00:10:47.000 --> 00:10:51.000]  你會看到聖經提到三十四節
[00:10:51.000 --> 00:10:54.000]  那時王對右邊的說
[00:10:54.000 --> 00:10:56.000]  蒙我父賜福的
[00:10:56.000 --> 00:11:01.000]  來承受沖西以來為你們預備好的國寶
[00:11:01.000 --> 00:11:04.000]  這是對綿羊所說的
[00:11:04.000 --> 00:11:08.000]  然後接著山羊四十一節
[00:11:08.000 --> 00:11:13.000]  王右對二十五章的四十一節
[00:11:13.000 --> 00:11:15.000]  聖經就提到
[00:11:15.000 --> 00:11:18.000]  王右對左邊的說
[00:11:18.000 --> 00:11:22.000]  你們這被就坐的離開我
[00:11:22.000 --> 00:11:29.000]  到為魔鬼和他的使者所預備的永火裡去吧
[00:11:29.000 --> 00:11:30.000]  當你小心看的時候
[00:11:30.000 --> 00:11:32.000]  你會發覺分別太大了
[00:11:32.000 --> 00:11:34.000]  這位主人
[00:11:34.000 --> 00:11:35.000]  他一個君王
[00:11:35.000 --> 00:11:37.000]  聖經提到他是王
[00:11:37.000 --> 00:11:39.000]  一個君王的身份
[00:11:39.000 --> 00:11:43.000]  宣告這些綿羊是蒙福的
[00:11:43.000 --> 00:11:45.000]  山羊是被就坐的
[00:11:45.000 --> 00:11:47.000]  綿羊得到進入神的國
[00:11:47.000 --> 00:11:50.000]  但是綿羊呢
[00:11:50.000 --> 00:11:53.000]  卻是要離開主的綿
[00:11:53.000 --> 00:11:54.000]  離開主的同在
[00:11:54.000 --> 00:11:58.000]  進入到永恆的火裡
[00:11:58.000 --> 00:12:02.000]  當主耶穌說到末世有多預兆的時候
[00:12:02.000 --> 00:12:05.000]  特別提到很多他的子民
[00:12:05.000 --> 00:12:07.000]  你要去預備
[00:12:07.000 --> 00:12:08.000]  來到見我
[00:12:08.000 --> 00:12:09.000]  在當中
[00:12:09.000 --> 00:12:11.000]  剛才我說的三個比喻裡面
[00:12:11.000 --> 00:12:12.000]  同類的比喻
[00:12:12.000 --> 00:12:13.000]  三僕人的比喻
[00:12:13.000 --> 00:12:14.000]  和綿羊
[00:12:14.000 --> 00:12:15.000]  山羊的比喻
[00:12:15.000 --> 00:12:18.000]  都說明了一件事情
[00:12:18.000 --> 00:12:19.000]  在主坐樓的時候
[00:12:19.000 --> 00:12:23.000]  有一個很重大的分開的行動
[00:12:23.000 --> 00:12:26.000]  是要將人分開出來
[00:12:26.000 --> 00:12:28.000]  因此你要準備好
[00:12:28.000 --> 00:12:32.000]  到時你是能夠被分別出來
[00:12:32.000 --> 00:12:37.000]  是進入神的國度
[00:12:37.000 --> 00:12:39.000]  我們看到二十四章的時候
[00:12:39.000 --> 00:12:40.000]  你會記得
[00:12:40.000 --> 00:12:42.000]  主說了很多不同的預兆
[00:12:42.000 --> 00:12:45.000]  很多人在近幾年的時候
[00:12:45.000 --> 00:12:49.000]  不斷地說到末世的預兆是什麼
[00:12:49.000 --> 00:12:52.000]  無論是哪一方面
[00:12:52.000 --> 00:12:55.000]  我想當你有機會聽到這些分析的時候
[00:12:55.000 --> 00:12:57.000]  你一定都會體會到
[00:12:57.000 --> 00:13:01.000]  主所說的末世的災難已經出現
[00:13:01.000 --> 00:13:04.000]  而且是越來越頻密
[00:13:04.000 --> 00:13:07.000]  來到不同的世界地方出現
[00:13:07.000 --> 00:13:09.000]  饑荒
[00:13:09.000 --> 00:13:11.000]  戰爭
[00:13:11.000 --> 00:13:15.000]  還有很多地震等等的事情
[00:13:15.000 --> 00:13:19.000]  一直看到在這個世界出現
[00:13:19.000 --> 00:13:21.000]  但當主講述到這些事情的時候
[00:13:21.000 --> 00:13:22.000]  他接著說
[00:13:22.000 --> 00:13:27.000]  你們要留心從無花果樹學一個比方
[00:13:27.000 --> 00:13:28.000]  我們剛剛在這段時間
[00:13:28.000 --> 00:13:30.000]  神經揭曉會都一直有提
[00:13:30.000 --> 00:13:31.000]  你會發覺
[00:13:31.000 --> 00:13:35.000]  如果你看到無花果樹長出一些嫩芽
[00:13:35.000 --> 00:13:39.000]  開始有些樹葉生長出來
[00:13:39.000 --> 00:13:41.000]  你就知道什麼
[00:13:41.000 --> 00:13:44.000]  夏天近了
[00:13:44.000 --> 00:13:50.000]  當你看到這個世界出現了很多災難的時候
[00:13:50.000 --> 00:13:54.000]  你知道主快回來了
[00:13:54.000 --> 00:13:58.000]  我想在兩三個月之前
[00:13:58.000 --> 00:14:02.000]  我在公園做運動的時候
[00:14:02.000 --> 00:14:04.000]  有一次突然間看到
[00:14:04.000 --> 00:14:10.000]  真的多了很多綠色的嫩芽
[00:14:10.000 --> 00:14:12.000]  當時有感覺
[00:14:12.000 --> 00:14:14.000]  春天又到了
[00:14:14.000 --> 00:14:18.000]  但其實我都不用等多久
[00:14:18.000 --> 00:14:20.000]  突然間發覺非常熱
[00:14:20.000 --> 00:14:21.000]  不單是春天
[00:14:21.000 --> 00:14:25.000]  夏天已經到了
[00:14:25.000 --> 00:14:28.000]  主告訴我們要留意
[00:14:28.000 --> 00:14:30.000]  當看到這些事情的時候
[00:14:30.000 --> 00:14:34.000]  主已經在門口了
[00:14:34.000 --> 00:14:37.000]  你知道在門口是什麼意思
[00:14:37.000 --> 00:14:39.000]  已經在門口了
[00:14:39.000 --> 00:14:42.000]  意味著隨時一開門
[00:14:42.000 --> 00:14:45.000]  祂就進入來
[00:14:45.000 --> 00:14:47.000]  主說既然如此
[00:14:47.000 --> 00:14:51.000]  我們要好好準備
[00:14:51.000 --> 00:14:53.000]  因為主快回來了
[00:14:53.000 --> 00:14:57.000]  以致我們在主分別義者的時候
[00:14:57.000 --> 00:15:00.000]  我們能夠進入神的國度
[00:15:00.000 --> 00:15:02.000]  第二方面我們再看
[00:15:02.000 --> 00:15:04.000]  有這樣的情形
[00:15:04.000 --> 00:15:06.000]  主已經提醒我們
[00:15:06.000 --> 00:15:08.000]  上帝分別的時候
[00:15:08.000 --> 00:15:10.000]  用什麼準則
[00:15:10.000 --> 00:15:12.000]  祂的標準在哪裡
[00:15:12.000 --> 00:15:14.000]  祂的因素在哪裡
[00:15:14.000 --> 00:15:18.000]  剛才我們讀過的第35到36節
[00:15:18.000 --> 00:15:23.000]  你再看看聖經35節
[00:15:23.000 --> 00:15:27.000]  因為我餓了,你們給我吃
[00:15:27.000 --> 00:15:29.000]  我渴了,你們給我喝
[00:15:29.000 --> 00:15:32.000]  我作客、旅客,你們接待我
[00:15:32.000 --> 00:15:35.000]  我食新老體,你們給我衣服穿
[00:15:35.000 --> 00:15:37.000]  我病了,你們看顧我
[00:15:37.000 --> 00:15:42.000]  我在監裡,你們來看我
[00:15:42.000 --> 00:15:45.000]  分別出來進入神的國
[00:15:45.000 --> 00:15:48.000]  聖經用一個很清晰的字眼
[00:15:48.000 --> 00:15:53.000]  因為當人在這些困難的處境裡面
[00:15:53.000 --> 00:15:55.000]  你去供應他的需要
[00:15:55.000 --> 00:15:57.000]  去幫助他
[00:15:57.000 --> 00:16:01.000]  以致你被分別出來
[00:16:01.000 --> 00:16:03.000]  這些綿羊
[00:16:03.000 --> 00:16:05.000]  聖經稱為二人
[00:16:05.000 --> 00:16:07.000]  他們覺得很不明白
[00:16:07.000 --> 00:16:10.000]  我們都沒有遇見你,主
[00:16:10.000 --> 00:16:12.000]  何時見過祢
[00:16:12.000 --> 00:16:15.000]  何時你有飢餓的時候
[00:16:15.000 --> 00:16:17.000]  我們給你吃呢
[00:16:17.000 --> 00:16:19.000]  一直問這些問題
[00:16:19.000 --> 00:16:22.000]  所以你看到下面37節之下
[00:16:22.000 --> 00:16:24.000]  二人不斷回答
[00:16:24.000 --> 00:16:27.000]  主啊,我們什麼時候見你餓了
[00:16:27.000 --> 00:16:29.000]  就給你吃呢
[00:16:29.000 --> 00:16:30.000]  見你渴了
[00:16:30.000 --> 00:16:32.000]  你口渴了,你需要水
[00:16:32.000 --> 00:16:34.000]  就給你喝呢
[00:16:34.000 --> 00:16:37.000]  我們都不知道有這樣的事
[00:16:37.000 --> 00:16:39.000]  大家會留意
[00:16:39.000 --> 00:16:41.000]  當聖經這樣說的時候
[00:16:41.000 --> 00:16:45.000]  絕對不是說我們是靠行為得救
[00:16:45.000 --> 00:16:47.000]  我們做了某些善行
[00:16:47.000 --> 00:16:49.000]  所以就得救了
[00:16:49.000 --> 00:16:51.000]  聖經說的是
[00:16:51.000 --> 00:16:54.000]  藉著你愛心的行為
[00:16:54.000 --> 00:16:59.000]  表現出一個真實信靠主的心
[00:16:59.000 --> 00:17:00.000]  聖經說的是
[00:17:00.000 --> 00:17:03.000]  你很多愛心的憐憫人的行動
[00:17:03.000 --> 00:17:07.000]  不是你得救的根據
[00:17:07.000 --> 00:17:11.000]  而是屬於主的證據
[00:17:11.000 --> 00:17:13.000]  你的生命的本質
[00:17:13.000 --> 00:17:14.000]  是已經屬神
[00:17:14.000 --> 00:17:16.000]  是已經信主的
[00:17:16.000 --> 00:17:17.000]  因此你在行為當中
[00:17:17.000 --> 00:17:20.000]  表現出這種愛心的行動
[00:17:20.000 --> 00:17:25.000]  來證明你真實地信靠主
[00:17:25.000 --> 00:17:27.000]  當然當你這樣看的時候
[00:17:27.000 --> 00:17:28.000]  你要發覺很多時候
[00:17:28.000 --> 00:17:30.000]  我們在生活上
[00:17:30.000 --> 00:17:35.000]  我們未必做很多很多不同的詞彙
[00:17:35.000 --> 00:17:37.000]  愛人的活動
[00:17:37.000 --> 00:17:39.000]  但你發覺聖經特別提到
[00:17:39.000 --> 00:17:40.000]  在生活上
[00:17:40.000 --> 00:17:43.000]  我們總會遇到一些有需要的人
[00:17:43.000 --> 00:17:46.000]  有需要的一些機會
[00:17:46.000 --> 00:17:48.000]  在這個情況之下
[00:17:48.000 --> 00:17:49.000]  這個屬神的人
[00:17:49.000 --> 00:17:51.000]  他會很自發
[00:17:51.000 --> 00:17:57.000]  很自然地將那種愛的行動活出來
[00:17:57.000 --> 00:17:58.000]  是有所行動的
[00:17:58.000 --> 00:18:01.000]  是很自然地去回應出來
[00:18:01.000 --> 00:18:04.000]  甚至會願意去作出一些犧牲
[00:18:04.000 --> 00:18:07.000]  對應著不同的需要
[00:18:07.000 --> 00:18:12.000]  飢餓的 渴的 被捆綁的 失去自由的
[00:18:12.000 --> 00:18:13.000]  在不同的情況之下
[00:18:13.000 --> 00:18:17.000]  對應著一些需要來作出幫助
[00:18:17.000 --> 00:18:19.000]  而且當他們做的時候
[00:18:19.000 --> 00:18:21.000]  甚至自己內心都不是意識到
[00:18:21.000 --> 00:18:25.000]  是為主做的
[00:18:25.000 --> 00:18:28.000]  他不是想積一些功德
[00:18:28.000 --> 00:18:29.000]  或者要積一些分
[00:18:29.000 --> 00:18:32.000]  以至將來有什麼好處
[00:18:32.000 --> 00:18:34.000]  是一個很真實地
[00:18:34.000 --> 00:18:40.000]  自然地從生命當中活出來的一種表現
[00:18:40.000 --> 00:18:41.000]  而對方是誰
[00:18:41.000 --> 00:18:45.000]  聖經似乎很清楚地去講一件事情
[00:18:45.000 --> 00:18:47.000]  沒有講到對象是什麼人
[00:18:47.000 --> 00:18:49.000]  但是有需要的人
[00:18:49.000 --> 00:18:53.000]  因此無論這些人是否值得幫助
[00:18:53.000 --> 00:18:55.000]  屬神的人
[00:18:55.000 --> 00:19:01.000]  會自然地願意去回應他們的需要
[00:19:01.000 --> 00:19:04.000]  當我來到去讀這段經文的時候
[00:19:04.000 --> 00:19:08.000]  剛剛有一位姐妹遇到
[00:19:08.000 --> 00:19:10.000]  跟我聊天 分享
[00:19:10.000 --> 00:19:11.000]  她很主動地跟我說
[00:19:11.000 --> 00:19:14.000]  這位姐妹她已經剛剛退休
