
[00:00:00.000 --> 00:00:04.900]  那麼今天呢,我們要繼續的看主耶穌祂的禱告。
[00:05:48.400 --> 00:05:51.400]  我們與聖父,我們與聖子,
[00:05:51.400 --> 00:05:56.500]  我們與聖靈都能夠聯合。
[00:05:56.500 --> 00:05:58.700]  我們有了這樣子的聯合之後,
[00:05:58.700 --> 00:06:03.300]  我們在教會中才能夠談所謂的合一。
[00:06:03.300 --> 00:06:07.700]  這個合一不是靠人的方法達成的,
[00:06:07.700 --> 00:06:11.500]  是從聽到神的話而信開始的。
[00:06:11.500 --> 00:06:14.300]  那麼合一的藍圖就是讓我們看見
[00:06:14.300 --> 00:06:16.100]  我們會有一個合一。
[00:06:16.100 --> 00:06:17.400]  這個合一是什麼呢?
[00:06:17.400 --> 00:06:21.000]  就是聖父、聖子、聖靈三位一體,
[00:06:21.000 --> 00:06:23.500]  他們之間的完美的合一。
[00:06:23.500 --> 00:06:24.900]  所以這是第一個,
[00:06:24.900 --> 00:06:28.500]  我們主耶穌為他的教會禱告的一個方向。
[00:06:28.500 --> 00:06:32.700]  第二個方向,主耶穌為合一的過程禱告。
[00:06:32.700 --> 00:06:35.100]  所謂的過程就是讓我們知道
[00:06:35.100 --> 00:06:40.300]  這個合一不是好像立竿見影一樣,
[00:06:40.300 --> 00:06:49.600]  而是這個合一是在生命中慢慢的展現出來的。
[00:06:49.600 --> 00:06:52.900]  我們都曉得,從聖經上面我們曉得,
[00:06:52.900 --> 00:06:55.100]  在以夫所述第四章第三節,
[00:06:55.100 --> 00:06:56.200]  在那裡告訴我們說
[00:06:56.200 --> 00:06:59.800]  聖靈已經把合一賜下來了。
[00:06:59.800 --> 00:07:03.800]  祂要我們竭力保守聖靈所賜的合一。
[00:07:03.800 --> 00:07:07.400]  所以聖靈已經把合一賜下來了,
[00:07:07.400 --> 00:07:09.800]  但是我們還沒有得著,
[00:07:09.800 --> 00:07:12.800]  或者是說我們還沒有經歷過。
[00:07:12.800 --> 00:07:14.400]  所以我們曉得合一,
[00:07:14.400 --> 00:07:16.700]  因為合一是一個過程,
[00:07:16.700 --> 00:07:18.500]  是一條路,
[00:07:18.500 --> 00:07:21.300]  是一條我們要走的路子。
[00:07:21.300 --> 00:07:23.300]  在第二十二節我們看一下,
[00:07:23.300 --> 00:07:24.600]  第二十二節祂說:
[00:07:24.600 --> 00:07:27.500]  「你所賜給我的榮耀,我已賜給他們,
[00:07:27.500 --> 00:07:30.600]  使他們合而為一,向我們合而為一。」
[00:07:30.600 --> 00:07:32.400]  在這裡主耶穌祂說:
[00:07:32.400 --> 00:07:36.900]  「你所賜給我的榮耀,就是天父賜給他的榮耀。」
[00:07:36.900 --> 00:07:39.400]  這個榮耀跟第二十四節在那裡,
[00:07:39.400 --> 00:07:41.500]  祂又再一次提到榮耀,
[00:07:41.500 --> 00:07:45.000]  這兩個榮耀是有點不一樣的。
[00:07:45.000 --> 00:07:46.400]  在這裡第二十二節,
[00:07:46.400 --> 00:07:48.500]  耶穌所指的榮耀是什麼呢?
[00:07:48.500 --> 00:07:50.800]  就是神叫他走的一條路,
[00:07:50.800 --> 00:07:52.100]  這一條路是什麼路呢?
[00:07:52.100 --> 00:07:56.300]  就是十字架的道路。
[00:07:56.300 --> 00:07:57.900]  在主耶穌的眼裡面,
[00:07:57.900 --> 00:08:01.000]  十字架的道路其實是一個榮耀。
[00:08:01.000 --> 00:08:04.700]  所以當我們從希伯來書我們看見,
[00:08:04.700 --> 00:08:06.900]  當主耶穌走這一條路的時候,
[00:08:06.900 --> 00:08:09.800]  因為祂看見了後面帶來的榮耀,
[00:08:09.800 --> 00:08:12.200]  祂看見了後面帶來的喜樂,
[00:08:12.200 --> 00:08:14.600]  所以祂能夠走這一條路,
[00:08:14.600 --> 00:08:17.300]  祂能夠完完全全順服。
[00:08:17.300 --> 00:08:18.100]  在聖經裡面,
[00:08:18.100 --> 00:08:21.300]  特別是在菲律賓書第二章第五節到第九節,
[00:08:21.300 --> 00:08:22.600]  那邊告訴我們說,
[00:08:22.600 --> 00:08:28.500]  主耶穌祂顯出了祂完全的順服。
[00:08:28.500 --> 00:08:30.100]  在這裡祂告訴我們,
[00:08:30.100 --> 00:08:32.300]  祂說你所賜給我的榮耀,
[00:08:32.300 --> 00:08:35.100]  我已賜給他們,使他們合而為一。
[00:08:35.100 --> 00:08:37.200]  主耶穌也把這一條路,
[00:08:37.200 --> 00:08:40.200]  或者是說這個榮耀的十字架的道路,
[00:08:40.200 --> 00:08:41.700]  賜給了教會。
[00:08:41.700 --> 00:08:42.900]  目的是什麼?
[00:08:42.900 --> 00:08:45.500]  目的是要我們緊緊的跟隨他,
[00:08:45.500 --> 00:08:48.500]  像他一樣完全的順服,
[00:08:48.500 --> 00:08:52.300]  我們才能夠把合一展現出來。
[00:08:52.300 --> 00:08:55.200]  神階的聖靈已經賜下了合一,
[00:08:55.200 --> 00:08:57.400]  但是我們為什麼沒有得著,
[00:08:57.400 --> 00:09:00.700]  或說沒有經歷這種屬天的合一?
[00:09:00.700 --> 00:09:03.200]  因為我們沒有完全的順服,
[00:09:03.200 --> 00:09:05.200]  我們還是很多時候,
[00:09:05.200 --> 00:09:07.200]  我們不管是在教會裡面也好,
[00:09:07.200 --> 00:09:08.900]  或者是在教會外面也好,
[00:09:08.900 --> 00:09:13.300]  我們都是按照我們自己的意識形式為人,
[00:09:13.300 --> 00:09:15.600]  我們不認識,
[00:09:15.600 --> 00:09:18.800]  或者是說我們對罪的狡猾,
[00:09:18.800 --> 00:09:21.200]  我們不認識。
[00:09:21.200 --> 00:09:26.200]  我們不知道在我們裡面是沒有善的,
[00:09:26.200 --> 00:09:29.100]  就好像保羅他自己信主之後的經歷,
[00:09:29.100 --> 00:09:32.600]  這是在羅馬書第七章那邊所記載的,
[00:09:32.600 --> 00:09:34.900]  他說他裡面是沒有善的,
[00:09:34.900 --> 00:09:37.400]  但是他每當想要行善的時候,
[00:09:37.400 --> 00:09:39.100]  就有惡出來,
[00:09:39.100 --> 00:09:42.600]  叫他沒有辦法做他想要做的事情,
[00:09:42.600 --> 00:09:45.800]  反而去做他不想要做的事情,
[00:09:45.800 --> 00:09:49.700]  這個就是罪的狡猾。
[00:09:49.700 --> 00:09:52.600]  我們也常常隨著情欲活著,
[00:09:52.600 --> 00:09:54.500]  不是隨著聖靈而活,
[00:09:54.500 --> 00:09:57.000]  因此我們看不見真正的合一,
[00:09:57.000 --> 00:10:00.200]  我們在教會裡面看見的就是你吵我吵的,
[00:10:00.200 --> 00:10:03.100]  或者是說我們常常看見教會分裂,
[00:10:03.100 --> 00:10:05.800]  所以我們沒有辦法看見真正的合一,
[00:10:05.800 --> 00:10:09.100]  所以我們也不能夠經歷我們與父神,
[00:10:09.100 --> 00:10:10.400]  還有與基督,
[00:10:10.400 --> 00:10:12.600]  還有與聖靈的合一,
[00:10:12.600 --> 00:10:14.000]  我們沒有辦法經歷,
[00:10:14.000 --> 00:10:16.100]  反而我們所帶來的是什麼呢?
[00:10:16.100 --> 00:10:18.000]  就是破壞合一。
[00:10:18.000 --> 00:10:19.900]  接下去我們要想一個問題,
[00:10:19.900 --> 00:10:23.600]  我們怎麼樣才會得著聖靈的合一呢?
[00:10:23.600 --> 00:10:25.900]  這是保羅在《已敷所述》第四章,
[00:10:25.900 --> 00:10:30.400]  第一節到第三節那邊告訴我們的,
[00:10:30.400 --> 00:10:33.300]  我們怎麼樣才能夠經歷合一呢?
[00:10:33.300 --> 00:10:35.100]  就是在《已敷所述》第四章,
[00:10:35.100 --> 00:10:36.200]  第一節到第三節,
[00:10:36.200 --> 00:10:39.700]  就是要謙虛、溫柔、忍耐,
[00:10:39.700 --> 00:10:41.700]  用愛心互相寬容,
[00:10:41.700 --> 00:10:44.100]  用和平彼此聯絡,
[00:10:44.100 --> 00:10:47.300]  竭力保守聖靈所賜的合一,
[00:10:47.300 --> 00:10:51.700]  我們才能夠經歷這個聖靈的合一。
[00:10:51.700 --> 00:10:53.200]  那這些事情,
[00:10:53.200 --> 00:10:55.400]  所謂的謙虛、溫柔、忍耐,
[00:10:55.400 --> 00:10:56.900]  用愛心互相寬容,
[00:10:56.900 --> 00:10:58.600]  用和平彼此聯繫,
[00:10:58.600 --> 00:11:00.700]  這些都要從教會的生活,
[00:11:00.700 --> 00:11:05.700]  在侍奉中我們才能夠操練出來的。
[00:11:05.700 --> 00:11:07.100]  除了這些之外,
[00:11:07.100 --> 00:11:09.800]  我們還要在知識上要長進,
[00:11:09.800 --> 00:11:10.900]  什麼知識呢?
[00:11:10.900 --> 00:11:14.400]  就是我們越來越認識這位神的兒子,
[00:11:14.400 --> 00:11:16.000]  耶穌基督,
[00:11:16.000 --> 00:11:19.400]  才會越來越讓我們順服主,
[00:11:19.400 --> 00:11:21.200]  與主聯合。
[00:11:21.200 --> 00:11:24.300]  這樣子我們才能夠在這個世界上,
[00:11:24.300 --> 00:11:25.200]  在教會裡面,
[00:11:25.200 --> 00:11:27.200]  把與主聯合的生命,
[00:11:27.200 --> 00:11:29.500]  一步一步的展現出來,
[00:11:29.500 --> 00:11:31.900]  讓世人能夠看見。
[00:11:31.900 --> 00:11:33.100]  這是第二個,
[00:11:33.100 --> 00:11:35.300]  祂為教會禱告。
[00:11:35.300 --> 00:11:37.100]  第三個方面,
[00:11:37.100 --> 00:11:39.600]  耶穌為祂的教會祈禱,
[00:11:39.600 --> 00:11:40.300]  是什麼呢?
[00:11:40.300 --> 00:11:43.400]  就是有一個合一的盼望,
[00:11:43.400 --> 00:11:45.600]  就是為教會的合一的盼望,
[00:11:45.600 --> 00:11:46.700]  而祈禱。
[00:11:46.700 --> 00:11:47.900]  換句話講,
[00:11:47.900 --> 00:11:49.700]  我們要思想的一個問題就是,
[00:11:49.700 --> 00:11:52.400]  合一什麼時候才會實現?
[00:11:52.400 --> 00:11:53.100]  或者是說,
[00:11:53.100 --> 00:11:55.200]  合一到底會不會實現?
[00:11:55.200 --> 00:11:57.700]  看我們今天這個樣子,
[00:11:57.700 --> 00:12:01.100]  我們常常聽到很多教會的分裂,
[00:12:01.100 --> 00:12:02.400]  吵來吵去,
[00:12:02.400 --> 00:12:03.900]  那麼這些事情,
[00:12:03.900 --> 00:12:05.100]  那讓我們,
[00:12:05.100 --> 00:12:06.900]  到底我們想想說,
[00:12:06.900 --> 00:12:08.800]  這個合一會不會實現?
[00:12:08.800 --> 00:12:11.600]  什麼時候才會實現?
[00:12:11.600 --> 00:12:13.800]  我們現在看第24節,
[00:12:13.800 --> 00:12:15.700]  第24節祂說,父啊,
[00:12:15.700 --> 00:12:18.500]  我在那裡,
[00:12:18.500 --> 00:12:20.500]  這個應該是說我在那裡,
[00:12:20.500 --> 00:12:22.400]  願祢所賜給我的人,
[00:12:22.400 --> 00:12:24.100]  也同我在那裡,
[00:12:24.100 --> 00:12:27.200]  叫他們看見祢所賜給我的榮耀,
[00:12:27.200 --> 00:12:29.100]  因為創立世界以前,
[00:12:29.100 --> 00:12:32.800]  祢已經愛我了。
[00:12:32.800 --> 00:12:33.800]  在這個地方,
[00:12:33.800 --> 00:12:34.800]  主耶穌祂說,
[00:12:34.800 --> 00:12:35.800]  我在那裡,
[00:12:35.800 --> 00:12:37.800]  願祢所賜給我的人,
[00:12:37.800 --> 00:12:39.100]  或者是說教會,
[00:12:39.100 --> 00:12:40.900]  也同我在那裡,
[00:12:40.900 --> 00:12:43.500]  叫他們看見祢所賜給我的榮耀,
[00:12:43.500 --> 00:12:45.100]  因為創立世界以前,
[00:12:45.100 --> 00:12:46.600]  祢已經愛我了。
[00:12:46.600 --> 00:12:47.600]  這裡的榮耀,
[00:12:47.600 --> 00:12:50.100]  跟第22節剛才所指的榮耀,
[00:12:50.100 --> 00:12:51.300]  是不太一樣的,
[00:12:51.300 --> 00:12:53.700]  這裡的榮耀是說在創世,
[00:12:53.700 --> 00:12:56.300]  創立世界以前,
[00:12:56.300 --> 00:13:01.200]  主耶穌就跟神有一樣的榮耀,
[00:13:01.200 --> 00:13:03.600]  那麼主的意思是什麼呢?
[00:13:03.600 --> 00:13:05.000]  主的意思就是告訴我們,
[00:13:05.000 --> 00:13:08.000]  合一在地上是不會完全的,
[00:13:08.000 --> 00:13:09.300]  直到有一天,
[00:13:09.300 --> 00:13:11.300]  我們進入神的國,
[00:13:11.300 --> 00:13:13.500]  或者是有很多人喜歡聽的,
[00:13:13.500 --> 00:13:15.100]  就是進入天國,
[00:13:15.100 --> 00:13:16.900]  進入天堂的時候,
[00:13:16.900 --> 00:13:20.400]  我們才能夠完全得著。
[00:13:20.400 --> 00:13:23.100]  剛才我們也問我們自己一個問題,
[00:13:23.100 --> 00:13:26.600]  就是到底能不能實現?
[00:13:26.600 --> 00:13:29.900]  當然如果看我們人的這個樣子的話,
[00:13:29.900 --> 00:13:32.900]  我們大概真的是會想說,
[00:13:32.900 --> 00:13:35.600]  哇,什麼時候才會實現?
[00:13:35.600 --> 00:13:37.600]  但是在第24節,
[00:13:37.600 --> 00:13:38.900]  祂在這裡,
[00:13:38.900 --> 00:13:42.800]  祂說父啊,我在哪裡,與父同在,
[00:13:42.800 --> 00:13:45.800]  願祢所賜給我的人也在那裡。
[00:13:45.800 --> 00:13:46.900]  在這個地方啊,
[00:13:46.900 --> 00:13:47.900]  祂有一個地方,
[00:13:47.900 --> 00:13:51.100]  祂說願祢所賜給我的人,
[00:13:51.100 --> 00:13:52.400]  這個願啊,
[00:13:52.400 --> 00:13:54.100]  在希臘文,
[00:13:54.100 --> 00:13:56.500]  這個字的意思不是wishful thinking,
[00:13:56.500 --> 00:13:59.300]  不是說不可能實現,
[00:13:59.300 --> 00:14:01.100]  或者是完全沒有把握的,
[00:14:01.100 --> 00:14:02.500]  但是在這個地方呢,
[00:14:02.500 --> 00:14:03.600]  祂有一個意思,
[00:14:03.600 --> 00:14:06.100]  祂有一個意願,
[00:14:06.100 --> 00:14:08.700]  因為祂用英文講就是說,
[00:14:08.700 --> 00:14:11.000]  want,
[00:14:11.000 --> 00:14:13.200]  這是一個帶著有把握,
[00:14:13.200 --> 00:14:14.500]  帶著權柄,
[00:14:14.500 --> 00:14:16.400]  還有帶著信心的。
[00:14:16.400 --> 00:14:18.900]  所以就像天上聖經一家前書五章,
[00:14:18.900 --> 00:14:21.400]  23節到24節那邊所說的,
[00:14:21.400 --> 00:14:24.000]  祂說那召你們的本是信使的,
[00:14:24.000 --> 00:14:25.600]  祂必成就這事,
[00:14:25.600 --> 00:14:26.900]  成就什麼事情呢?
[00:14:26.900 --> 00:14:31.300]  就是神會保守你們的靈與魂與身子,
[00:14:31.300 --> 00:14:33.300]  都成為聖潔。
[00:14:33.300 --> 00:14:37.300]  這就是主耶穌祂的把握,
[00:14:37.300 --> 00:14:40.000]  祂的把握不是在於我們人的身上,
[00:14:40.000 --> 00:14:42.100]  祂的把握是在於神,
[00:14:42.100 --> 00:14:44.000]  祂知道這個一定會成的,
[00:14:44.000 --> 00:14:45.500]  祂知道神有能力,
[00:14:45.500 --> 00:14:49.100]  祂知道基督也知道神愛祂,
[00:14:49.100 --> 00:14:50.700]  因為聖經上告訴我們說,
[00:14:50.700 --> 00:14:53.200]  祂說自從創立世界以先,
[00:14:53.200 --> 00:14:54.500]  祂就已經愛祂了,
[00:14:54.500 --> 00:14:55.500]  弟兄姊妹想想看,
[00:14:55.500 --> 00:14:56.800]  創立世界以先,
[00:14:56.800 --> 00:14:58.100]  那時候還沒有人,
[00:14:58.100 --> 00:14:58.800]  對不對?
[00:14:58.800 --> 00:15:00.400]  所以我們常常在想說,
[00:15:00.400 --> 00:15:01.700]  神創造世界,
[00:15:01.700 --> 00:15:03.800]  神創造宇宙萬物是因為祂愛人,
[00:15:03.800 --> 00:15:05.200]  弟兄姊妹錯了,
[00:15:05.200 --> 00:15:08.300]  神為什麼創造所有的萬物,
[00:15:08.300 --> 00:15:09.300]  創造人,
[00:15:09.300 --> 00:15:12.700]  因為祂愛祂的獨生愛子耶穌,
[00:15:12.700 --> 00:15:15.100]  所以主耶穌為我們禱告,
[00:15:15.100 --> 00:15:17.700]  祂知道父一定會愛,
[00:15:17.700 --> 00:15:19.000]  一定愛祂,
[00:15:19.000 --> 00:15:23.400]  那麼祂也知道父一定會愛在基督裡的教會,
[00:15:23.400 --> 00:15:25.200]  所以主為祂的教會禱告,
[00:15:25.200 --> 00:15:29.400]  祂知道父有一天一定會成就這個合一,
[00:15:29.400 --> 00:15:31.700]  這就是我們的把握。
[00:15:31.700 --> 00:15:34.100]  最後一點我們要看,
[00:15:34.100 --> 00:15:36.300]  主耶穌為教會的合一禱告,
[00:15:36.300 --> 00:15:37.300]  是為什麼呢?
[00:15:37.300 --> 00:15:40.400]  就是為合一的目的祈求,
[00:15:40.400 --> 00:15:42.800]  這是在第25節跟第26節,
[00:15:42.800 --> 00:15:44.200]  我還是念一遍,
[00:15:44.200 --> 00:15:46.100]  他說公義的父啊,
[00:15:46.100 --> 00:15:47.800]  世人未曾認識祢,
[00:15:47.800 --> 00:15:49.000]  我卻認識祢,
[00:15:49.000 --> 00:15:51.700]  這些人也知道祢差了我來,
[00:15:51.700 --> 00:15:53.700]  我已將祢的名指示他們,
[00:15:53.700 --> 00:15:55.200]  還要指示他們,
[00:15:55.200 --> 00:15:58.700]  使祢所愛我的愛在他們裡面,
[00:15:58.700 --> 00:16:00.900]  我也在他們裡面。
[00:16:00.900 --> 00:16:02.500]  這個地方讓我們看見,
[00:16:02.500 --> 00:16:04.800]  主耶穌為合一的目的祈求,
[00:16:04.800 --> 00:16:05.700]  換句話講,
[00:16:05.700 --> 00:16:09.100]  就是說教會為什麼要在世界上存在,
[00:16:09.100 --> 00:16:11.300]  主耶穌他復活之後,
[00:16:11.300 --> 00:16:13.700]  為什麼,或者是說我們信主之後,
[00:16:13.700 --> 00:16:15.300]  為什麼不把我們帶走,
[00:16:15.300 --> 00:16:17.700]  要我們留在這個世界上?
[00:16:17.700 --> 00:16:19.400]  在這裡我們看見,
[00:16:19.400 --> 00:16:20.500]  主耶穌禱告,
[00:16:20.500 --> 00:16:23.600]  讓我們看見說教會存在的目的是什麼?
[00:16:23.600 --> 00:16:26.500]  就是成為基督的見證,
[00:16:26.500 --> 00:16:28.300]  要對世人見證,
[00:16:28.300 --> 00:16:29.500]  見證什麼?
[00:16:29.500 --> 00:16:32.000]  見證在第25節第一句話所說的,
[00:16:32.000 --> 00:16:33.400]  公義的復活,
[00:16:33.400 --> 00:16:34.900]  這是第一件事情,
[00:16:34.900 --> 00:16:36.900]  我們能夠看在這一段經文裡面,
[00:16:36.900 --> 00:16:39.100]  我們看到他要見證神的公義,
[00:16:39.100 --> 00:16:41.500]  就是神的Righteousness,
[00:16:41.500 --> 00:16:44.300]  第二件事情就是要見證神的愛,
[00:16:44.300 --> 00:16:47.500]  這是在第26節裡面所說的,
[00:16:47.500 --> 00:16:48.800]  在第26節他說,
[00:16:48.800 --> 00:16:51.300]  我已將祢的名啟示給他們,
[00:16:51.300 --> 00:16:53.900]  還要繼續的啟示給他們,
[00:16:53.900 --> 00:16:55.100]  神的名是什麼?
[00:16:55.100 --> 00:17:00.000]  神的名就是神的性情和祂的屬性,
[00:17:00.000 --> 00:17:03.600]  耶穌把神的名啟示給教會,
[00:17:03.600 --> 00:17:06.300]  祂不但當時啟示了,
[00:17:06.300 --> 00:17:07.500]  藉著使徒們,
[00:17:07.500 --> 00:17:10.200]  祂還要藉著聖靈繼續的啟示,
[00:17:10.200 --> 00:17:14.200]  記不記得當主耶穌在約翰福音第14章那邊,
[00:17:14.200 --> 00:17:14.900]  祂告訴我們,
[00:17:14.900 --> 00:17:16.000]  祂說聖靈來了,
[00:17:16.000 --> 00:17:17.300]  祂要做什麼事情?
[00:17:17.300 --> 00:17:19.600]  祂要引導我們明白真理,
[00:17:19.600 --> 00:17:23.500]  祂要使我們進入真理,
[00:17:23.500 --> 00:17:26.400]  所以主耶穌雖然離開了這個世界,
[00:17:26.400 --> 00:17:29.000]  但是祂說祂還要繼續的啟示,
[00:17:29.000 --> 00:17:32.200]  藉著聖靈繼續的啟示,
[00:17:32.200 --> 00:17:36.600]  主耶穌在這裡是指的神的公義和神的愛,
[00:17:36.600 --> 00:17:39.100]  祂要繼續的啟示,
[00:17:39.100 --> 00:17:40.400]  第25節,
[00:17:40.400 --> 00:17:42.900]  祂說公義的神,公義的父啊,
[00:17:42.900 --> 00:17:44.900]  世人不認識祢,
[00:17:44.900 --> 00:17:47.300]  世人不知道祢的公義,
[00:17:47.300 --> 00:17:51.900]  所以主耶穌要把神的公義繼續的啟示給教會,
[00:17:51.900 --> 00:17:54.300]  讓教會不但有神的愛,
