
[00:00:00.000 --> 00:00:04.000]  我相信一個近年非常熱門的話題
[00:07:56.000 --> 00:07:57.000]  財富
[00:07:57.000 --> 00:07:59.000]  成就
[00:07:59.000 --> 00:08:01.000]  我們很清高的
[00:08:01.000 --> 00:08:02.000]  我們不聽這些
[00:08:02.000 --> 00:08:06.000]  你在教會當然是追什麼呢
[00:08:06.000 --> 00:08:07.000]  追尋愛
[00:08:07.000 --> 00:08:09.000]  追尋家庭
[00:08:09.000 --> 00:08:12.000]  我們的健康很重要
[00:08:12.000 --> 00:08:14.000]  還有香港這個地方
[00:08:14.000 --> 00:08:16.000]  當然要追求自由
[00:08:16.000 --> 00:08:19.000]  還有追求安全
[00:08:19.000 --> 00:08:21.000]  甚至乎有些人很努力
[00:08:21.000 --> 00:08:23.000]  一生很努力地
[00:08:23.000 --> 00:08:26.000]  不停地讓自己成為
[00:08:26.000 --> 00:08:30.000]  其他人追求的星
[00:08:30.000 --> 00:08:33.000]  我想說剛才所說的
[00:08:33.000 --> 00:08:34.000]  不是負面的
[00:08:34.000 --> 00:08:35.000]  弟兄姊妹
[00:08:35.000 --> 00:08:38.000]  我是不是想用這些東西來衡量
[00:08:38.000 --> 00:08:40.000]  究竟我們追求的東西
[00:08:40.000 --> 00:08:42.000]  是對的還是不對的
[00:08:42.000 --> 00:08:43.000]  但是我想告訴你
[00:08:43.000 --> 00:08:46.000]  這些都是世上的東西
[00:08:46.000 --> 00:08:48.000]  給你得到了
[00:08:48.000 --> 00:08:49.000]  給我得到了
[00:08:49.000 --> 00:08:50.000]  究竟是不是
[00:08:50.000 --> 00:08:54.000]  我們已經可以得到了真正的滿足呢
[00:08:54.000 --> 00:08:55.000]  大家可以思考一下
[00:08:55.000 --> 00:08:56.000]  我們擁有了
[00:08:56.000 --> 00:08:58.000]  以上剛才我所說的東西
[00:08:58.000 --> 00:09:02.000]  是不是就可以被
[00:09:02.000 --> 00:09:06.000]  成為了人生的勝利組呢
[00:09:06.000 --> 00:09:07.000]  都說了
[00:09:07.000 --> 00:09:08.000]  我剛才都說
[00:09:08.000 --> 00:09:10.000]  我的介紹很長
[00:09:10.000 --> 00:09:12.000]  現在終於入正題了
[00:09:12.000 --> 00:09:15.000]  上星期其實我們已經
[00:09:15.000 --> 00:09:17.000]  今年的港島系列
[00:09:17.000 --> 00:09:18.000]  說興起發光
[00:09:18.000 --> 00:09:21.000]  其實謝牧師已經為了
[00:09:21.000 --> 00:09:24.000]  舊約的聖經人物
[00:09:24.000 --> 00:09:26.000]  已經畫上句號了
[00:09:26.000 --> 00:09:28.000]  他講了最後一個聖經人物
[00:09:28.000 --> 00:09:29.000]  就是以斯帖女王
[00:09:29.000 --> 00:09:31.000]  今天我就跟大家一起
[00:09:31.000 --> 00:09:33.000]  進入了新約的時代
[00:09:33.000 --> 00:09:35.000]  新約的時代開始
[00:09:35.000 --> 00:09:37.000]  先講那個時代
[00:09:37.000 --> 00:09:39.000]  當時的政治環境
[00:09:39.000 --> 00:09:41.000]  就叫做大希律管治
[00:09:41.000 --> 00:09:42.000]  大希律是哪一位呢
[00:09:42.000 --> 00:09:44.000]  是不是有細希律的呢
[00:09:44.000 --> 00:09:45.000]  原來聖經裡面
[00:09:45.000 --> 00:09:47.000]  有幾代的希律王
[00:09:47.000 --> 00:09:49.000]  因為當時以色列
[00:09:49.000 --> 00:09:51.000]  並不是一個國家來的
[00:09:51.000 --> 00:09:54.000]  他受著羅馬帝國的統治
[00:09:54.000 --> 00:09:57.000]  而大希律就是
[00:09:57.000 --> 00:09:59.000]  當時羅馬帝國所委任的
[00:09:59.000 --> 00:10:02.000]  第一任的猶太王
[00:10:02.000 --> 00:10:06.000]  他名義上是一個猶太人
[00:10:06.000 --> 00:10:08.000]  其實他是一個以東人來的
[00:10:08.000 --> 00:10:11.000]  就派他去管治猶大的地區
[00:10:11.000 --> 00:10:13.000]  羅馬政府給了很大的
[00:10:13.000 --> 00:10:18.000]  自治權力去統治整個猶太地區
[00:10:18.000 --> 00:10:21.000]  包括了猶大、薩馬里亞、
[00:10:21.000 --> 00:10:25.000]  加利利、約旦河等這些地方
[00:10:25.000 --> 00:10:27.000]  他任職的時候
[00:10:27.000 --> 00:10:28.000]  他最大的政績是什麼呢
[00:10:28.000 --> 00:10:31.000]  就是重修聖殿
[00:10:31.000 --> 00:10:33.000]  花了很多錢
[00:10:33.000 --> 00:10:37.000]  讓當時的聖殿金碧輝煌
[00:10:37.000 --> 00:10:40.000]  很宏偉、很豪華
[00:10:40.000 --> 00:10:44.000]  他得著了當時很多猶太人的外帶
[00:10:44.000 --> 00:10:49.000]  成為了當時世上的猶太人的王
[00:10:49.000 --> 00:10:51.000]  所以在新約開始
[00:10:51.000 --> 00:10:54.000]  其實大希律可以看成為一個人物
[00:10:54.000 --> 00:10:57.000]  但是也可以代表著一個大時代
[00:10:57.000 --> 00:11:00.000]  當然大家知道我今天所說的內容
[00:11:00.000 --> 00:11:03.000]  是在說大希律這個時代
[00:11:03.000 --> 00:11:05.000]  他出現了不同的人物
[00:11:05.000 --> 00:11:08.000]  其中最重要最重要的
[00:11:08.000 --> 00:11:10.000]  大家都一定知道的
[00:11:10.000 --> 00:11:13.000]  就是當時杜承玉生的耶穌
[00:11:13.000 --> 00:11:14.000]  來到這個世上
[00:11:14.000 --> 00:11:17.000]  在約瑟和馬里亞的一家裡面
[00:11:17.000 --> 00:11:19.000]  但是今天我跟大家分享
[00:11:19.000 --> 00:11:22.000]  就是當時馬太福音第二章
[00:11:22.000 --> 00:11:27.000]  記載了還有幾個人生勝利組
[00:11:27.000 --> 00:11:30.000]  他們叫做東方博士
[00:11:30.000 --> 00:11:34.000]  首先跟大家去討論一下
[00:11:34.000 --> 00:11:36.000]  其中可能一個大家的謬誤
[00:11:36.000 --> 00:11:38.000]  也是我多年的謬誤
[00:11:38.000 --> 00:11:41.000]  原來聖經裡面沒有說是三個博士
[00:11:41.000 --> 00:11:43.000]  它只是說幾個博士而已
[00:11:43.000 --> 00:11:45.000]  所以是無從稽考
[00:11:45.000 --> 00:11:47.000]  可能是三個
[00:11:47.000 --> 00:11:51.000]  更大可能不是三個
[00:11:51.000 --> 00:11:52.000]  這幾個博士
[00:11:52.000 --> 00:11:55.000]  他們有學歷、有能力、有社會地位
[00:11:55.000 --> 00:11:59.000]  應該我想都有權有勢、有財有勢的
[00:11:59.000 --> 00:12:01.000]  聖經裡面說
[00:12:01.000 --> 00:12:06.000]  但是他們就在他們所在的地區、在他們的權勢
[00:12:06.000 --> 00:12:08.000]  在他們很忙碌的時間
[00:12:08.000 --> 00:12:11.000]  竟然取消了幾個月的假期
[00:12:11.000 --> 00:12:13.000]  他們長途拔切
[00:12:13.000 --> 00:12:15.000]  成為了追星一族
[00:12:15.000 --> 00:12:16.000]  究竟又為了什麼呢
[00:12:16.000 --> 00:12:18.000]  我們今天就去看看
[00:12:18.000 --> 00:12:21.000]  我們一起先讀馬太福音第二章
[00:12:21.000 --> 00:12:24.000]  一至十二節的經文
[00:12:24.000 --> 00:12:26.000]  如果方便的話可以和我一起讀
[00:12:26.000 --> 00:12:28.000]  當希律王的時候
[00:12:28.000 --> 00:12:30.000]  耶穌生在猶太的百里行
[00:12:30.000 --> 00:12:34.000]  有幾個博士從東方來到耶路撒冷說
[00:12:34.000 --> 00:12:38.000]  那生下來作猶太人之王的在那裡
[00:12:38.000 --> 00:12:40.000]  我們在東方看見他的星
[00:12:40.000 --> 00:12:42.000]  特來拜他
[00:12:42.000 --> 00:12:45.000]  希律王聽見了就心裡不安
[00:12:45.000 --> 00:12:48.000]  耶路撒冷合成的人也都不安
[00:12:48.000 --> 00:12:52.000]  他就召齊了祭司長和民間的民事
[00:12:52.000 --> 00:12:54.000]  問他們說
[00:12:54.000 --> 00:12:56.000]  當生在何處
[00:12:56.000 --> 00:12:58.000]  他們回答說
[00:12:58.000 --> 00:13:00.000]  猶太的百里行
[00:13:00.000 --> 00:13:02.000]  因為有先知記著說
[00:13:02.000 --> 00:13:04.000]  猶大地的百里行啊
[00:13:04.000 --> 00:13:08.000]  你在猶大諸城中並不是最少的
[00:13:08.000 --> 00:13:12.000]  因為將來有一位君王要從你那裡出來
[00:13:12.000 --> 00:13:14.000]  牧養我以色列民
[00:13:14.000 --> 00:13:18.000]  當下希律暗暗地召了博士來
[00:13:18.000 --> 00:13:21.000]  誓問那星是什麼時候出現的
[00:13:21.000 --> 00:13:23.000]  就差他們往百里行去
[00:13:23.000 --> 00:13:27.000]  說你們去仔細尋找那小孩子
[00:13:27.000 --> 00:13:29.000]  尋到了就來報信
[00:13:29.000 --> 00:13:31.000]  我好去拜他
[00:13:31.000 --> 00:13:34.000]  他們聽見了王的話就去了
[00:13:34.000 --> 00:13:39.000]  在東方所看見的那星忽然在他們前頭行
[00:13:39.000 --> 00:13:44.000]  直到在小孩子的地方就在上頭停住了
[00:13:44.000 --> 00:13:48.000]  他們看見那星就大大地歡喜
[00:13:48.000 --> 00:13:50.000]  進了房子
[00:13:50.000 --> 00:13:53.000]  看見小孩子和他母親瑪利亞
[00:13:53.000 --> 00:13:55.000]  就苦服拜那小孩子
[00:13:55.000 --> 00:13:58.000]  揭開寶盒拿黃金與香
[00:13:58.000 --> 00:14:01.000]  抹藥為禮物獻給他
[00:14:01.000 --> 00:14:04.000]  博士因為在夢中被主指示
[00:14:04.000 --> 00:14:06.000]  不要回希律去見希律
[00:14:06.000 --> 00:14:11.000]  就從別的路回本地去了
[00:14:11.000 --> 00:14:15.000]  神就用星引導了東方博士去尋找
[00:14:15.000 --> 00:14:19.000]  他們也終於尋見猶太人的王
[00:14:19.000 --> 00:14:23.000]  而猶太人的王就是猶太人一路所講
[00:14:23.000 --> 00:14:25.000]  在舊約時代的彌賽亞
[00:14:25.000 --> 00:14:26.000]  舊世主
[00:14:26.000 --> 00:14:29.000]  或者是新約時代所講的基督
[00:14:29.000 --> 00:14:32.000]  而東方大家不要誤會
[00:14:32.000 --> 00:14:34.000]  不是說當時他們的概念
[00:14:34.000 --> 00:14:37.000]  東方未必來到中國
[00:14:37.000 --> 00:14:39.000]  未必來到日本
[00:14:39.000 --> 00:14:41.000]  這些東南亞的地方
[00:14:41.000 --> 00:14:43.000]  他們的東方也很近而已
[00:14:43.000 --> 00:14:45.000]  可能會是波斯
[00:14:45.000 --> 00:14:46.000]  巴比倫
[00:14:46.000 --> 00:14:49.000]  阿拉伯等的地方
[00:14:49.000 --> 00:14:53.000]  而神就藉著星去啟示
[00:14:53.000 --> 00:14:57.000]  和預備去引導這些博士去見耶穌
[00:14:57.000 --> 00:15:00.000]  因為聖經裡面有很多處的記載
[00:15:00.000 --> 00:15:04.000]  我們的神是光
[00:15:04.000 --> 00:15:05.000]  耶穌是光
[00:15:05.000 --> 00:15:06.000]  耶穌是真光
[00:15:06.000 --> 00:15:07.000]  大光
[00:15:07.000 --> 00:15:09.000]  是一個明亮的神星
[00:15:09.000 --> 00:15:14.000]  這顆星就是神所藉著出現的神蹟騎士
[00:15:14.000 --> 00:15:17.000]  就是去顯明主的來臨
[00:15:17.000 --> 00:15:21.000]  也將祂所揀選的人引導去朝見神
[00:15:21.000 --> 00:15:23.000]  另外一個神蹟大家看到的
[00:15:23.000 --> 00:15:26.000]  就是當時耶穌出生的那一天
[00:15:26.000 --> 00:15:28.000]  在百里行的野地裡面
[00:15:28.000 --> 00:15:31.000]  一班很卑微的牧羊人
[00:15:31.000 --> 00:15:34.000]  就是天使向他們報信
[00:15:34.000 --> 00:15:38.000]  也帶領他們在馬槽裡面見到耶穌
[00:15:38.000 --> 00:15:40.000]  但這兩件是兩件獨立的事
[00:15:40.000 --> 00:15:42.000]  我今天想和大家分享
[00:15:42.000 --> 00:15:45.000]  經文提到當耶穌出生的時候
[00:15:45.000 --> 00:15:48.000]  那顆星就在東方出現
[00:15:48.000 --> 00:15:50.000]  然後博士就起程
[00:15:50.000 --> 00:15:53.000]  雖然說不是很遠
[00:15:53.000 --> 00:15:55.000]  但他們當時就沒有高鐵
[00:15:55.000 --> 00:15:57.000]  沒有Uber
[00:15:57.000 --> 00:15:59.000]  最多都是有一隻駱駝
[00:15:59.000 --> 00:16:00.000]  或者是走路
[00:16:00.000 --> 00:16:03.000]  所以他們先次起程
[00:16:03.000 --> 00:16:04.000]  由他們的地方
[00:16:04.000 --> 00:16:07.000]  神又將他們帶到耶路撒冷
[00:16:07.000 --> 00:16:08.000]  再由耶路撒冷
[00:16:08.000 --> 00:16:10.000]  再帶到他們去百里行
[00:16:10.000 --> 00:16:13.000]  然後博士就在一間房裡面
[00:16:13.000 --> 00:16:16.000]  聖經剛才所讀大家讀過了
[00:16:16.000 --> 00:16:17.000]  在馬太福音裡面
[00:16:17.000 --> 00:16:18.000]  在一間房裡面
[00:16:18.000 --> 00:16:20.000]  而不是在馬槽裡面
[00:16:20.000 --> 00:16:23.000]  見到耶穌和瑪利亞
[00:16:23.000 --> 00:16:26.000]  所以說明其實當博士
[00:16:26.000 --> 00:16:28.000]  去到見耶穌的時候
[00:16:28.000 --> 00:16:31.000]  耶穌已經出生了一段時間
[00:16:31.000 --> 00:16:34.000]  而是已經上了樓了
[00:16:34.000 --> 00:16:36.000]  不是再在馬槽裡面
[00:16:36.000 --> 00:16:38.000]  那個小孩子
[00:16:38.000 --> 00:16:41.000]  所以在十六節的時候
[00:16:41.000 --> 00:16:43.000]  聖經裡面說
[00:16:43.000 --> 00:16:45.000]  希律照著博士所提供的資料
[00:16:45.000 --> 00:16:48.000]  去屠殺了兩歲以下的孩童
[00:16:48.000 --> 00:16:50.000]  以絕後患
[00:16:50.000 --> 00:16:52.000]  而他不是去揀選
[00:16:52.000 --> 00:16:54.000]  那些剛剛出生的嬰兒來殺
[00:16:54.000 --> 00:16:56.000]  兩歲以下的都殺
[00:16:56.000 --> 00:16:58.000]  所以從剛才大家讀的經文
[00:16:58.000 --> 00:17:01.000]  和種種的跡象去顯示
[00:17:01.000 --> 00:17:04.000]  大家另外一個可能要去校正
[00:17:04.000 --> 00:17:05.000]  也是我以前一直
[00:17:05.000 --> 00:17:07.000]  很多年的謬誤
[00:17:07.000 --> 00:17:09.000]  就是其實博士
