
[00:00:00.000 --> 00:00:01.660]  各位聽聽節目,大家平安!
[00:01:33.280 --> 00:01:36.840]  是栽培當地的宣教工場
[00:01:36.840 --> 00:01:38.600]  當地的人
[00:01:38.600 --> 00:01:41.360]  去完成他們的宣教使命
[00:01:41.360 --> 00:01:44.680]  即是說柬埔寨人、印度人、斯里蘭卡人
[00:01:44.680 --> 00:01:47.520]  緬甸人等等世界各地的人
[00:01:47.520 --> 00:01:50.120]  他們信耶穌
[00:01:50.120 --> 00:01:53.640]  是誰的第一個責任呢?
[00:01:53.640 --> 00:01:56.120]  當然是當地的人
[00:01:56.120 --> 00:01:57.600]  我們在香港
[00:01:57.600 --> 00:01:59.640]  柬埔寨人信耶穌、印度人信耶穌
[00:01:59.640 --> 00:02:02.120]  我香港信徒的責任是不會的
[00:02:02.120 --> 00:02:06.240]  第一個責任當然是當地的信徒
[00:02:06.240 --> 00:02:09.000]  他們要完成這個宣教使命
[00:02:09.000 --> 00:02:10.480]  我們香港信徒做甚麼?
[00:02:10.480 --> 00:02:13.280]  我們能夠做的就是幫助他們
[00:02:13.280 --> 00:02:15.680]  完成他們的宣教使命
[00:02:15.680 --> 00:02:20.200]  於是無端端我會在袋裏拿錢出來
[00:02:20.200 --> 00:02:21.880]  支持我們做事
[00:02:21.880 --> 00:02:23.840]  無端端這麼辛苦
[00:02:23.840 --> 00:02:25.560]  我就會研究神學
[00:02:25.560 --> 00:02:27.440]  然後教書
[00:02:27.440 --> 00:02:31.160]  所以我們是用教學
[00:02:31.160 --> 00:02:34.640]  來提升他們的能力
[00:02:34.640 --> 00:02:37.120]  能夠做更好的本地宣教
[00:02:37.120 --> 00:02:40.320]  栽培更多本地有遠見的領袖
[00:02:40.320 --> 00:02:41.440]  有能力的領袖
[00:02:41.440 --> 00:02:42.680]  正如聖經所說
[00:02:42.680 --> 00:02:47.480]  要將你所學的教導那些中心能教導別人的人
[00:02:47.480 --> 00:02:50.520]  這就是寶萊的宣教戰略
[00:02:50.520 --> 00:02:53.480]  教導那些中心能教導別人的人
[00:02:53.480 --> 00:02:56.760]  教導那些中心能教導別人的人
[00:02:56.760 --> 00:03:00.200]  這就是工作的手段
[00:03:00.200 --> 00:03:03.760]  所以生命樹的宣教手段是甚麼呢?
[00:03:03.760 --> 00:03:08.560]  就是栽培當地中心能教導別人
[00:03:08.560 --> 00:03:11.360]  訓練別人、帶領教會的人
[00:03:11.360 --> 00:03:13.880]  所以這個手段是好東西
[00:03:13.880 --> 00:03:16.040]  看看神的手段
[00:03:16.040 --> 00:03:17.600]  「這是神的手段」
[00:03:17.600 --> 00:03:20.440]  嘩!很開心
[00:03:20.440 --> 00:03:21.760]  大家要知道
[00:03:21.760 --> 00:03:26.560]  《春一及記》第七章十四至十一章第八節
[00:03:26.560 --> 00:03:28.840]  是講十災的
[00:03:28.840 --> 00:03:31.960]  信主久一點就懂了
[00:03:31.960 --> 00:03:33.520]  十災
[00:03:33.520 --> 00:03:35.160]  這十個災是甚麼呢?
[00:03:35.160 --> 00:03:38.400]  大家一看就知道了
[00:03:38.400 --> 00:03:43.040]  先找一支螢光筆畫一下
[00:03:43.040 --> 00:03:45.440]  其實這麼多個災
[00:03:45.440 --> 00:03:46.720]  有些災的名字比較長
[00:03:46.720 --> 00:03:48.720]  有些人喜歡變成四個字
[00:03:48.720 --> 00:03:49.720]  有些變成兩個字
[00:03:49.720 --> 00:03:50.920]  有些變成三個字
[00:03:50.920 --> 00:03:52.360]  我覺得不要緊
[00:03:52.360 --> 00:03:53.360]  長一點就短一點
[00:03:53.360 --> 00:03:59.560]  第一就是「水變做血」
[00:03:59.560 --> 00:04:04.360]  就是聖哥利諾河的水變做血
[00:04:04.360 --> 00:04:08.440]  幸好我自己有個缸裝起水
[00:04:08.440 --> 00:04:10.040]  都變了
[00:04:10.040 --> 00:04:11.800]  所以在埃及地
[00:04:11.800 --> 00:04:14.160]  那段時間是沒有水喝的
[00:04:14.160 --> 00:04:17.920]  而且臭得不得了
[00:04:17.920 --> 00:04:19.440]  水變做血
[00:04:19.440 --> 00:04:25.040]  聖經就講埃及人在河附近挖地
[00:04:25.040 --> 00:04:26.920]  希望河水滲進來
[00:04:26.920 --> 00:04:29.880]  經過泥土變成乾淨的水可以喝
[00:04:29.880 --> 00:04:32.600]  聖經沒有講到他們挖出來的是水還是血
[00:04:32.600 --> 00:04:36.320]  不過照說在家裏的缸裏面
[00:04:36.320 --> 00:04:38.720]  瓶裏面的水都變成血
[00:04:38.720 --> 00:04:41.320]  應該挖出來的水都是血
[00:04:41.320 --> 00:04:43.400]  那段時間臭得不得了
[00:04:43.400 --> 00:04:45.000]  而且熱得不得了
[00:04:45.000 --> 00:04:47.200]  真是死人的
[00:04:47.200 --> 00:04:49.960]  不吃東西一段長時間都撐得住
[00:04:49.960 --> 00:04:51.800]  沒有水喝就死了
[00:04:51.800 --> 00:04:55.440]  除非你活生生喝那些魚臭了的血
[00:04:55.440 --> 00:04:58.960]  這個災很厲害很大
[00:04:58.960 --> 00:05:01.200]  全部的災是做什麼呢?
[00:05:01.200 --> 00:05:05.200]  都是打擊埃及人拜的神
[00:05:05.200 --> 00:05:07.280]  農業社會一定要拜河
[00:05:07.280 --> 00:05:08.600]  尼羅河
[00:05:08.600 --> 00:05:12.120]  沒有了它一定不能耕種
[00:05:12.120 --> 00:05:14.400]  好,我把它變成血
[00:05:14.400 --> 00:05:17.040]  挖出來的青蛙他們也會拜
[00:05:17.040 --> 00:05:19.160]  青蛙有什麼好處呢?
[00:05:19.160 --> 00:05:24.400]  青蛙厲害的地方是出水能跳入水能游
[00:05:24.400 --> 00:05:26.320]  而且很有彈跳力
[00:05:26.320 --> 00:05:29.200]  因此身體表現很強壯
[00:05:29.200 --> 00:05:33.400]  他們就說不如拜牛
[00:05:33.400 --> 00:05:35.440]  拜牛不會下水
[00:05:35.440 --> 00:05:37.040]  沒有青蛙這麼厲害
[00:05:37.040 --> 00:05:38.920]  又沒有繁殖這麼多
[00:05:38.920 --> 00:05:42.360]  兩妻一起去拜青蛙
[00:05:42.360 --> 00:05:45.920]  那次蛙災弄得全屋都是
[00:05:45.920 --> 00:05:48.960]  法老王連睡的床都是青蛙
[00:05:48.960 --> 00:05:50.840]  他們也拜青蛙
[00:05:50.840 --> 00:05:52.200]  弄得很臭
[00:05:52.200 --> 00:05:55.360]  後來神就說算了
[00:05:55.360 --> 00:05:56.640]  停這個災
[00:05:56.640 --> 00:05:59.360]  青蛙屍體堆積如山
[00:05:59.360 --> 00:06:01.000]  臭得不得了
[00:06:01.000 --> 00:06:04.480]  第三就是塞災
[00:06:04.480 --> 00:06:07.120]  這個字我們通常讀「早」
[00:06:07.120 --> 00:06:10.080]  不過原來是讀「塞」
[00:06:10.080 --> 00:06:12.240]  塞就是上面這一部分
[00:06:12.240 --> 00:06:13.720]  讀「早」也可以
[00:06:13.720 --> 00:06:17.000]  這個真的要留意
[00:06:17.000 --> 00:06:21.080]  塞災就是神令那些塵土
[00:06:21.080 --> 00:06:24.520]  那麼多的塵土變成塞
[00:06:24.520 --> 00:06:28.240]  我想腳真的鋪滿塞塞
[00:06:28.240 --> 00:06:30.600]  我也不知道當年埃及人怎樣過
[00:06:30.600 --> 00:06:32.400]  又沒有毛髀膏
[00:06:32.400 --> 00:06:34.720]  怎麼辦?
[00:06:34.720 --> 00:06:38.720]  痛苦又癢又痛又咬一咬
[00:06:38.720 --> 00:06:39.840]  大家說是說
[00:06:39.840 --> 00:06:43.040]  我們經常出門去那些艱難地方
[00:06:43.040 --> 00:06:45.560]  如果有蚊子咬
[00:06:45.560 --> 00:06:46.600]  打死就打死
[00:06:46.600 --> 00:06:49.040]  趕走牠之後很癢
[00:06:49.040 --> 00:06:51.920]  癢是因為蚊子會放牠的口水
[00:06:51.920 --> 00:06:55.840]  到你的身體裏面,令到血液會停
[00:06:55.840 --> 00:06:58.200]  然後它又知道很幼的針在那裏吸血出來
[00:06:58.200 --> 00:07:00.720]  不停就塞了一支針
[00:07:00.720 --> 00:07:03.600]  原來蚊子的針是有一組針的
[00:07:03.600 --> 00:07:07.000]  有些是放牠的口水
[00:07:07.000 --> 00:07:09.360]  有些是吸血的
[00:07:09.360 --> 00:07:13.240]  於是你把牠拔走了
[00:07:13.240 --> 00:07:15.000]  就有個很微的傷口
[00:07:15.000 --> 00:07:16.360]  哎呀,好癢呀
[00:07:16.360 --> 00:07:18.400]  由於牠放了口水下來
[00:07:18.400 --> 00:07:20.440]  身體覺得有點異物
[00:07:20.440 --> 00:07:21.960]  於是各方支援
[00:07:21.960 --> 00:07:23.520]  一方有難,八方支援
[00:07:23.520 --> 00:07:26.440]  很多液體就會衝去那裏
[00:07:26.440 --> 00:07:30.840]  嘗試緩解災情和侵襲
[00:07:30.840 --> 00:07:35.360]  於是很多液體就令到傷口腫了一塊
[00:07:35.360 --> 00:07:40.800]  而且癢是一個敏感過敏的反應
[00:07:40.800 --> 00:07:42.280]  於是你就會咬
[00:07:42.280 --> 00:07:44.680]  指甲有很多菌
[00:07:44.680 --> 00:07:47.360]  而且會咬傷了更大的傷口
[00:07:47.360 --> 00:07:48.400]  於是就會發炎
[00:07:48.400 --> 00:07:50.040]  所以蚊子咬完之後
[00:07:50.040 --> 00:07:52.880]  蚊爛的地方就會一點紅色
[00:07:52.880 --> 00:07:54.000]  而且紅了很久
[00:07:54.000 --> 00:07:57.200]  因為它發炎進入了裏面
[00:07:57.200 --> 00:07:59.280]  因此如果被蚊子咬了
[00:07:59.280 --> 00:08:00.560]  咬了就算了
[00:08:00.560 --> 00:08:02.360]  忍,不要咬
[00:08:02.360 --> 00:08:03.560]  那要做什麼呢?
[00:08:03.560 --> 00:08:05.440]  塗藥膏
[00:08:05.440 --> 00:08:07.960]  通常有很多藥膏
[00:08:07.960 --> 00:08:14.200]  都會有少少不傷害人的類固醇
[00:08:14.200 --> 00:08:15.040]  或者什麼
[00:08:15.040 --> 00:08:18.000]  幫你去止癢
[00:08:18.000 --> 00:08:21.920]  或者有些自然物質幫你止癢
[00:08:21.920 --> 00:08:23.120]  你就不要咬
[00:08:23.120 --> 00:08:24.200]  忍,忍忍忍
[00:08:24.200 --> 00:08:26.400]  否則整個腳都會發散
[00:08:26.400 --> 00:08:29.200]  好了,營災
[00:08:29.200 --> 00:08:30.800]  又拜蒼蠅
[00:08:30.800 --> 00:08:34.400]  就是因為蒼蠅
[00:08:34.400 --> 00:08:37.840]  農業社會很需要人去耕種
[00:08:37.840 --> 00:08:39.200]  越多人越好
[00:08:39.200 --> 00:08:40.240]  多人做工
[00:08:40.240 --> 00:08:42.320]  南南去去都不驅
[00:08:42.320 --> 00:08:44.240]  所以就看到蒼蠅
[00:08:44.240 --> 00:08:47.360]  嘩,生產力真是厲害
[00:08:47.360 --> 00:08:49.680]  這麼多蒼蠅
[00:08:49.680 --> 00:08:53.200]  烏蠅蟲多得不得了
[00:08:53.200 --> 00:08:54.200]  很厲害
[00:08:54.200 --> 00:08:55.840]  於是他們就拜蒼蠅
[00:08:55.840 --> 00:09:01.000]  蓄液之災就是將瘟疫降在生畜
[00:09:01.000 --> 00:09:04.240]  很多生畜很開心
[00:09:04.240 --> 00:09:07.040]  誰知有些生畜
[00:09:07.040 --> 00:09:10.960]  脫毛病就很心痛
[00:09:10.960 --> 00:09:14.520]  原來有一種菌會感染羊
[00:09:14.520 --> 00:09:16.240]  間中都會發覺
[00:09:16.240 --> 00:09:19.560]  令到羊毛很長,脫毛很難看
[00:09:19.560 --> 00:09:21.080]  慢慢就站不起來
[00:09:21.080 --> 00:09:22.760]  協調不了身體
[00:09:22.760 --> 00:09:25.080]  走一步會跌,很有趣
[00:09:25.080 --> 00:09:26.480]  那就死了
[00:09:26.480 --> 00:09:29.040]  有些菌會攻擊牛
[00:09:29.040 --> 00:09:31.440]  我們俗稱的蜂牛症
[00:09:31.440 --> 00:09:34.680]  牛會肌瘤受損
[00:09:34.680 --> 00:09:36.600]  跌在地上會死
[00:09:36.600 --> 00:09:39.640]  病毒或菌會跑進人體裡
[00:09:39.640 --> 00:09:40.840]  第六就是生瘡
[00:09:40.840 --> 00:09:44.040]  嘩,渾身生瘡
[00:09:44.040 --> 00:09:47.680]  站不起來,拉不起來,蹲不起來
[00:09:47.680 --> 00:09:50.440]  又不能蹲起來,哎呀,很慘
[00:09:50.440 --> 00:09:53.680]  全部都是你自己說不出話來
[00:09:53.680 --> 00:09:55.440]  藥膏都買不錢
[00:09:55.440 --> 00:09:58.960]  薄災開始是天氣變了
[00:09:58.960 --> 00:10:00.280]  不是下雪
[00:10:00.280 --> 00:10:03.520]  是雨水下的時候
[00:10:03.520 --> 00:10:05.080]  那些水滴聚在一起
[00:10:05.080 --> 00:10:06.080]  或者還沒聚在一起
[00:10:06.080 --> 00:10:08.480]  但已經凍了
[00:10:08.480 --> 00:10:10.280]  凍一凍在天空裡結成冰
[00:10:10.280 --> 00:10:12.760]  於是嘩,掉下來
[00:10:12.760 --> 00:10:15.240]  有些薄是很大的
[00:10:15.240 --> 00:10:17.480]  好像一個乒乓球
[00:10:17.480 --> 00:10:19.480]  一個高爾夫球那麼大的
[00:10:19.480 --> 00:10:20.760]  可以大到
[00:10:20.760 --> 00:10:21.880]  那些是打爛的
[00:10:21.880 --> 00:10:23.840]  車的玻璃
[00:10:23.840 --> 00:10:25.400]  打爛了車頂,凹了
[00:10:25.400 --> 00:10:27.600]  打到人都死了
[00:10:27.600 --> 00:10:31.280]  原因就是高空雜物掉下去
[00:10:31.280 --> 00:10:33.160]  黃災呢
[00:10:33.160 --> 00:10:35.360]  黃春一過
[00:10:35.360 --> 00:10:38.080]  唉,他們食糧很厲害
[00:10:38.080 --> 00:10:40.080]  所有綠色的東西都被他們吃光了
[00:10:40.080 --> 00:10:42.960]  田沒有了,沒有收成,黃災
[00:10:42.960 --> 00:10:44.840]  那如果你看看第八
[00:10:44.840 --> 00:10:47.240]  去這個蒼埃及記看到黃災
[00:10:47.240 --> 00:10:49.040]  結果過了時間
[00:10:49.040 --> 00:10:51.160]  好了,就收回那個災
[00:10:51.160 --> 00:10:53.040]  是叫風
[00:10:53.040 --> 00:10:55.040]  就是吹過來
[00:10:55.040 --> 00:10:56.600]  西風一吹
[00:10:56.600 --> 00:10:59.120]  全部整個埃及裡面的蝗蟲
[00:10:59.120 --> 00:11:01.080]  是沒有留下一隻
[00:11:01.080 --> 00:11:03.560]  全部吹進去西拉抗疫
[00:11:03.560 --> 00:11:05.160]  那就嘩
[00:11:05.160 --> 00:11:06.560]  那這個埃及人見到
[00:11:06.560 --> 00:11:07.920]  埃及法老見到會不會
[00:11:07.920 --> 00:11:09.520]  嘩
[00:11:09.520 --> 00:11:11.120]  真是厲害
[00:11:11.120 --> 00:11:12.800]  如果你是埃及法老
[00:11:12.800 --> 00:11:14.760]  有這樣的災發生
[00:11:14.760 --> 00:11:16.560]  如果我在政治上說
[00:11:16.560 --> 00:11:18.400]  唉,我們不夠他鬥
[00:11:18.400 --> 00:11:19.600]  他的神真是厲害
[00:11:19.600 --> 00:11:21.200]  我們讓他走
[00:11:21.200 --> 00:11:22.720]  你一點都沒有失威
[00:11:22.720 --> 00:11:24.760]  因為他的神實在太厲害了
[00:11:24.760 --> 00:11:26.960]  我們就我不想這個國家
[00:11:26.960 --> 00:11:28.000]  我們受損太多
[00:11:28.000 --> 00:11:29.840]  所以我們放他們走了
[00:11:29.840 --> 00:11:31.480]  可能這樣都可以了
[00:11:31.480 --> 00:11:34.080]  那不會有人上來反你的了
[00:11:34.080 --> 00:11:35.440]  那如果今天不行
[00:11:35.440 --> 00:11:37.560]  今天要轉移視線
[00:11:37.560 --> 00:11:40.120]  那就要殺那些以色列人
[00:11:40.120 --> 00:11:42.280]  好了,王在
[00:11:42.280 --> 00:11:45.320]  特別厲害的第九
[00:11:45.320 --> 00:11:48.000]  和第十就不得了了
[00:11:48.000 --> 00:11:50.320]  這兩個真是很厲害
[00:11:50.320 --> 00:11:51.600]  要留意到
[00:11:51.600 --> 00:11:53.360]  這兩個發揮
[00:11:53.360 --> 00:11:55.120]  黑暗之災
[00:11:55.120 --> 00:11:58.400]  和殺長子之災
[00:11:58.400 --> 00:12:03.480]  這個以能力的彰顯來說
[00:12:03.480 --> 00:12:05.960]  這兩個是最大的
[00:12:05.960 --> 00:12:08.800]  因為王、博
[00:12:08.800 --> 00:12:12.600]  那些東西全部都是在地球表現
[00:12:12.600 --> 00:12:15.080]  就算這個博、災、樂、博
[00:12:15.080 --> 00:12:18.120]  都在地球的大氣層、天空
[00:12:18.120 --> 00:12:19.800]  水面血就是河
[00:12:19.800 --> 00:12:23.720]  那些蟲、那些濕、凝那些
[00:12:23.720 --> 00:12:25.640]  在山莊就是身體
[00:12:25.640 --> 00:12:27.120]  但是黑暗之災
[00:12:27.120 --> 00:12:29.640]  是天空的太陽
[00:12:29.640 --> 00:12:32.120]  去了另一個層級
[00:12:32.120 --> 00:12:33.760]  太陽
[00:12:33.760 --> 00:12:35.520]  埃及人拜不拜太陽的呢?
[00:12:35.520 --> 00:12:36.880]  拜到極了
[00:12:36.880 --> 00:12:38.680]  原因就是
[00:12:38.680 --> 00:12:40.400]  太陽是他們生命之源
[00:12:40.400 --> 00:12:42.640]  沒有太陽怎麼種植?
[00:12:42.640 --> 00:12:44.040]  必須要有太陽
[00:12:44.040 --> 00:12:46.200]  所以他們很需要太陽
[00:12:46.200 --> 00:12:47.280]  拜太陽
[00:12:47.280 --> 00:12:49.280]  其實神在這麼多個災
[00:12:49.280 --> 00:12:51.320]  除了第十之外
[00:12:51.320 --> 00:12:52.720]  都是攻擊
[00:12:52.720 --> 00:12:55.600]  大部份都是攻擊他們的
[00:12:55.600 --> 00:12:57.840]  假神的信仰
[00:12:57.840 --> 00:13:00.000]  太陽是神
[00:13:00.000 --> 00:13:02.920]  不說我是不當我是東西
[00:13:02.920 --> 00:13:05.800]  好,我認識你登三日
[00:13:05.800 --> 00:13:09.000]  有三日黑暗之災
[00:13:09.000 --> 00:13:10.440]  很厲害
[00:13:10.440 --> 00:13:11.480]  這個黑暗之災裡面
[00:13:11.480 --> 00:13:13.440]  神是特別做一些事情的
[00:13:13.440 --> 00:13:16.080]  就殺長子之災
[00:13:16.080 --> 00:13:19.040]  一家人只是長子死
[00:13:19.040 --> 00:13:20.400]  這樣都挺有趣的
[00:13:20.400 --> 00:13:22.040]  這個很難做到的
[00:13:22.040 --> 00:13:22.640]  好了
[00:13:22.640 --> 00:13:24.880]  十個災
[00:13:24.880 --> 00:13:25.960]  真是厲害
[00:13:25.960 --> 00:13:28.320]  那今天呢
[00:13:28.320 --> 00:13:30.840]  今天的題目是什麼呢?
[00:13:30.840 --> 00:13:34.360]  「謝是神的手段」
[00:13:34.360 --> 00:13:35.800]  看看神做些什麼
[00:13:35.800 --> 00:13:36.960]  十個災
[00:13:36.960 --> 00:13:38.560]  好了,再下去了
[00:13:38.560 --> 00:13:40.240]  請你留意
[00:13:40.240 --> 00:13:43.080]  在第三個災
[00:13:43.080 --> 00:13:44.520]  失災
[00:13:44.520 --> 00:13:46.840]  在這個失災裡面
[00:13:46.840 --> 00:13:49.320]  就有一句說話
[00:13:49.320 --> 00:13:52.040]  第七章開始
[00:13:52.040 --> 00:13:54.280]  然後就去到第十一章
[00:13:54.280 --> 00:13:56.240]  七八九十十一
[00:13:56.240 --> 00:13:58.240]  五章聖經
[00:13:58.240 --> 00:13:59.880]  如果五章聖經分十個災
[00:13:59.880 --> 00:14:03.440]  大概兩至三個災一章聖經
[00:14:03.440 --> 00:14:05.120]  有些描述的
[00:14:05.120 --> 00:14:09.000]  失災是去到第八章
[00:14:09.000 --> 00:14:09.680]  就是這裡了
[00:14:09.680 --> 00:14:11.680]  第八章十九節
[00:14:11.680 --> 00:14:13.320]  竟然出了一句說話
[00:14:13.320 --> 00:14:16.560]  這句說話就是我今天要跟大家說的
[00:14:16.560 --> 00:14:19.040]  「謝是神的手段」
[00:14:19.040 --> 00:14:22.240]  是出埃及記八章十九節
[00:14:22.240 --> 00:14:25.000]  「謝是神的手段」
[00:14:25.000 --> 00:14:26.480]  嘩
[00:14:26.480 --> 00:14:29.840]  上帝真是滿有大能
[00:14:29.840 --> 00:14:31.600]  真的不要得罪祂
[00:14:31.600 --> 00:14:34.000]  或者祂要做的事祂一定做到
[00:14:34.000 --> 00:14:35.800]  如果不是
[00:14:35.800 --> 00:14:37.400]  不會發生的
[00:14:37.400 --> 00:14:40.040]  哎呀,為什麼這麼多惡人在這個世界?
[00:14:40.040 --> 00:14:42.400]  神讓祂在這裡
[00:14:42.400 --> 00:14:44.160]  或者是激勵你
[00:14:44.160 --> 00:14:47.360]  要你知道什麼是善惡
[00:14:47.360 --> 00:14:48.400]  或者是
[00:14:48.400 --> 00:14:50.080]  祂不好
[00:14:50.080 --> 00:14:53.920]  但是神仍然存留祂一段小時間
[00:14:53.920 --> 00:14:56.000]  給祂有悔改的機會
[00:14:56.000 --> 00:14:58.680]  哎呀,那些惡人怎會悔改?
[00:14:58.680 --> 00:15:00.680]  已經壞到極了,怎會悔改?
[00:15:00.680 --> 00:15:02.280]  不要等了,殺死祂
[00:15:02.280 --> 00:15:04.080]  一見到祂,一側祂的腳
[00:15:04.080 --> 00:15:06.360]  用指頭一按就沒有了
[00:15:06.360 --> 00:15:08.280]  如果一按,按死這個惡人
[00:15:08.280 --> 00:15:11.280]  第一個先按死我,先按死你
[00:15:11.280 --> 00:15:12.080]  好了
[00:15:12.080 --> 00:15:13.120]  「謝是神的手段」
[00:15:13.120 --> 00:15:15.120]  「手段」這個字
[00:15:15.120 --> 00:15:17.400]  是叫做S-Bar
[00:15:17.400 --> 00:15:20.200]  這個很難讀,因為有個T
[00:15:20.200 --> 00:15:21.760]  S-Bar
[00:15:21.760 --> 00:15:24.640]  S-Bar的意思就是指頭
[00:15:24.640 --> 00:15:26.240]  Finger
[00:15:26.240 --> 00:15:31.520]  所以你可以譯作「謝是神的手指」
[00:15:31.520 --> 00:15:33.240]  「謝是神的手指」
[00:15:33.240 --> 00:15:33.960]  「神的手段」
[00:15:33.960 --> 00:15:35.320]  這個「神的指頭」
[00:15:35.320 --> 00:15:36.920]  Finger
[00:15:36.920 --> 00:15:40.920]  如果大家有宇哲晚餐的習慣
[00:15:40.920 --> 00:15:43.800]  你會發覺其中有一個環節就是
[00:15:43.800 --> 00:15:46.320]  講耶和華的「指頭」
[00:15:46.320 --> 00:15:49.640]  是會點一些葡萄汁
[00:15:49.640 --> 00:15:50.840]  不是葡萄汁,是葡萄酒
[00:15:50.840 --> 00:15:53.920]  點一些葡萄酒,一點紅色
[00:15:53.920 --> 00:15:57.560]  在碟子上,最好是白碟
[00:15:57.560 --> 00:15:59.960]  點一點,然後讀
[00:15:59.960 --> 00:16:03.040]  第一個災,水變血之災,點一點
[00:16:03.040 --> 00:16:05.040]  第二個災,點一些紅酒
[00:16:05.040 --> 00:16:08.400]  第三個災,塞災
[00:16:08.400 --> 00:16:10.680]  讀完十個災之後
[00:16:10.680 --> 00:16:14.240]  就見到有十點在碟子上
[00:16:14.240 --> 00:16:15.800]  紅色的點
[00:16:15.800 --> 00:16:19.320]  是「謝是神的指頭」
[00:16:19.320 --> 00:16:23.920]  猖狂的八章十九節就說「謝是神的指頭」
[00:16:23.920 --> 00:16:25.760]  好了,留意這裡
[00:16:25.760 --> 00:16:26.240]  結束了
[00:16:26.240 --> 00:16:28.000]  今天每天一月三點
[00:16:28.000 --> 00:16:29.240]  主要就是一點
[00:16:29.240 --> 00:16:31.400]  「謝是神的指頭」
[00:16:31.400 --> 00:16:32.720]  「謝是神的指頭」
[00:16:32.720 --> 00:16:33.800]  「At Bar」
[00:16:33.800 --> 00:16:36.240]  這個詩篇八篇第三節
[00:16:36.240 --> 00:16:42.120]  「我觀看你指頭所造的天」
[00:16:42.120 --> 00:16:48.000]  「和你所陳設的月亮星宿」
[00:16:48.000 --> 00:16:50.360]  就說,哎呀,人算甚麼
[00:16:50.360 --> 00:16:51.960]  不要覺得自己這麼厲害
[00:16:51.960 --> 00:16:53.640]  「你竟顧念他世人算甚麼」
[00:16:53.640 --> 00:16:55.720]  「你竟眷顧他」
[00:16:55.720 --> 00:16:59.320]  「你指頭所陳設的」
[00:16:59.320 --> 00:17:02.560]  就好像神拿著一個燈泡
[00:17:02.560 --> 00:17:03.480]  擺上去
[00:17:03.480 --> 00:17:06.720]  啊,月亮,小小的
[00:17:06.720 --> 00:17:07.760]  拿個大一點的
[00:17:07.760 --> 00:17:10.880]  哦,太陽燈一盞
[00:17:10.880 --> 00:17:13.440]  還有滿天星
[00:17:13.440 --> 00:17:17.200]  其實這個陳設佈置是甚麼呢?
[00:17:17.200 --> 00:17:19.840]  我再說,應該很多時候我們都要留意
[00:17:19.840 --> 00:17:22.360]  聖經說「創世紀何時創造」
[00:17:22.360 --> 00:17:24.360]  「創造的日子是何時」
[00:17:24.360 --> 00:17:26.600]  「為甚麼會這樣,為甚麼會這樣」
[00:17:26.600 --> 00:17:28.360]  「這個同進化論有沒有問題」
[00:17:28.360 --> 00:17:31.240]  「地質學又怎樣」
[00:17:31.240 --> 00:17:33.120]  為甚麼聖經不說?
[00:17:33.120 --> 00:17:34.920]  聖經為甚麼要說?
[00:17:34.920 --> 00:17:36.680]  其實神是告訴你
[00:17:36.680 --> 00:17:41.880]  「起初我裝修我的房子」
[00:17:41.880 --> 00:17:47.320]  「被上手弄得亂了,爛了,滿了,髒了,頭上有水」
[00:17:47.320 --> 00:17:51.640]  「哎呀,亂了,甚麼都沒有,光都沒有」
[00:17:51.640 --> 00:17:54.120]  「我就開始裝修我的房子」
[00:17:54.120 --> 00:17:55.080]  那是誰裝修呢?
