
[00:00:00.000 --> 00:00:03.300]  我的經文應該是從第八節開始的
[00:03:02.300 --> 00:03:06.600]  彼此相愛是一個教會的場合
[00:03:06.600 --> 00:03:09.300]  是一個教會的場所
[00:03:09.300 --> 00:03:14.500]  你有沒有在教會裏面經歷過愛?
[00:03:14.500 --> 00:03:20.500]  或者傷害呢?
[00:03:20.500 --> 00:03:22.500]  我記得今年大年初一樓樓
[00:03:22.500 --> 00:03:28.200]  我打算聽聽大家的身體健康、主人滿日
[00:03:28.200 --> 00:03:30.600]  誰知道那位講員說
[00:03:30.600 --> 00:03:34.300]  在我們教會裏面怎樣受過傷害
[00:03:34.300 --> 00:03:37.800]  嘩,很掃興
[00:03:37.800 --> 00:03:40.300]  但是很真實
[00:03:40.300 --> 00:03:42.900]  年初一就告訴你
[00:03:42.900 --> 00:03:46.900]  喜慶流流
[00:03:46.900 --> 00:03:49.700]  在喜慶的背後
[00:03:49.700 --> 00:03:52.000]  隱藏著很多的傷痛
[00:03:52.000 --> 00:04:00.500]  你有沒有傷痛呢?
[00:04:00.500 --> 00:04:03.800]  今天的題目
[00:04:03.800 --> 00:04:05.100]  愛是無敵
[00:04:05.100 --> 00:04:06.500]  無敵是愛
[00:04:06.500 --> 00:04:10.000]  愛是永不止息的
[00:04:10.000 --> 00:04:11.400]  什麼叫永不止息的愛
[00:04:11.400 --> 00:04:12.600]  或者愛是怎樣
[00:04:12.600 --> 00:04:15.400]  不可以止息呢?
[00:04:15.400 --> 00:04:16.800]  止息這個字
[00:04:16.800 --> 00:04:19.300]  原來的意思是倒塌
[00:04:19.300 --> 00:04:20.200]  倒下來
[00:04:20.200 --> 00:04:21.800]  倒塌
[00:04:21.800 --> 00:04:23.100]  在家裏的人就知道了
[00:04:23.100 --> 00:04:26.600]  倒塌
[00:04:26.600 --> 00:04:29.800]  簡直是倒塌的意思
[00:04:29.800 --> 00:04:33.900]  或者不會被打敗
[00:04:33.900 --> 00:04:35.200]  不會失敗
[00:04:35.200 --> 00:04:38.300]  不會被打敗
[00:04:38.300 --> 00:04:42.600]  或者永不磨損
[00:04:42.600 --> 00:04:45.300]  愛是恆久忍耐的
[00:04:45.300 --> 00:04:47.500]  永不磨損的
[00:04:47.500 --> 00:04:51.300]  或者愛是沒有限期的
[00:04:51.300 --> 00:04:53.400]  沒有expiry day的
[00:04:53.400 --> 00:04:56.300]  待會放下崇拜
[00:04:56.300 --> 00:04:57.600]  去同日街買菜
[00:04:57.600 --> 00:04:59.000]  買罐頭買的食品
[00:04:59.000 --> 00:05:01.400]  你當然要看看有沒有
[00:05:01.400 --> 00:05:05.500]  什麼時候限期了
[00:05:05.500 --> 00:05:07.400]  保羅就說
[00:05:07.400 --> 00:05:11.100]  因次是有限期的
[00:05:11.100 --> 00:05:12.700]  剛剛讀過了
[00:05:12.700 --> 00:05:14.000]  先知講道之能
[00:05:14.000 --> 00:05:15.300]  終必歸於無有
[00:05:15.300 --> 00:05:16.300]  說謊言之能
[00:05:16.300 --> 00:05:17.400]  終必停止
[00:05:17.400 --> 00:05:20.000]  知識也終必歸於無有
[00:05:20.000 --> 00:05:21.900]  我們現在所知的有限
[00:05:21.900 --> 00:05:25.000]  先知所講的也有限
[00:05:25.000 --> 00:05:28.500]  謊言會expire
[00:05:28.500 --> 00:05:31.800]  先知講道之能會到期
[00:05:31.800 --> 00:05:36.000]  知識也outdate了
[00:05:36.000 --> 00:05:37.700]  不對
[00:05:37.700 --> 00:05:40.100]  即是過時
[00:05:40.100 --> 00:05:40.900]  還有
[00:05:40.900 --> 00:05:43.100]  靈恩是有限期之外
[00:05:43.100 --> 00:05:44.800]  它是有限制的
[00:05:44.800 --> 00:05:47.300]  我們現在所知道的有限
[00:05:47.300 --> 00:05:48.500]  知識
[00:05:48.500 --> 00:05:50.500]  先知所講的也有限
[00:05:50.500 --> 00:05:51.500]  有limit的
[00:05:51.500 --> 00:05:52.500]  有limitation的
[00:05:52.500 --> 00:05:54.800]  有限的
[00:05:54.800 --> 00:05:56.100]  好了
[00:05:56.100 --> 00:05:57.100]  所以我們想想
[00:05:57.100 --> 00:06:00.000]  為什麼保羅說
[00:06:00.000 --> 00:06:05.100]  愛是比這些恩賜
[00:06:05.100 --> 00:06:10.500]  更加值得大家去優先考慮的呢
[00:06:10.500 --> 00:06:13.700]  保羅說我要將最妙的道指示你
[00:06:13.700 --> 00:06:16.700]  是十二章的最後一個節
[00:06:16.700 --> 00:06:19.600]  這個最妙的道為什麼這麼妙呢
[00:06:19.600 --> 00:06:20.500]  就因為
[00:06:20.500 --> 00:06:21.400]  如果沒有愛
[00:06:21.400 --> 00:06:23.000]  好像第一節
[00:06:23.000 --> 00:06:24.300]  到第三節說
[00:06:24.300 --> 00:06:25.200]  沒有用的
[00:06:25.200 --> 00:06:25.900]  沒有益的
[00:06:25.900 --> 00:06:27.300]  是炒耳的
[00:06:27.300 --> 00:06:27.900]  明的羅
[00:06:27.900 --> 00:06:29.800]  響的不的般
[00:06:29.800 --> 00:06:31.700]  令到你很煩惱的
[00:06:31.700 --> 00:06:33.200]  煩躁的
[00:06:33.200 --> 00:06:34.700]  對你自己沒有益的
[00:06:34.700 --> 00:06:37.300]  原來因為保羅在八章第一節
[00:06:37.300 --> 00:06:40.200]  臨後說
[00:06:40.200 --> 00:06:43.500]  知識使人自高自大
[00:06:43.500 --> 00:06:46.500]  原文是pop up
[00:06:46.500 --> 00:06:49.300]  即是
[00:06:49.300 --> 00:06:50.300]  看看照片就知道
[00:06:50.300 --> 00:06:51.500]  pop up
[00:06:51.500 --> 00:06:53.700]  那條雞步魚
[00:06:53.700 --> 00:06:56.300]  霍霍
[00:06:56.300 --> 00:06:57.200]  愛心
[00:06:57.200 --> 00:06:59.900]  唯有愛心能造就人
[00:06:59.900 --> 00:07:00.800]  飆塞
[00:07:00.800 --> 00:07:01.300]  對不對
[00:07:01.300 --> 00:07:02.900]  不同的
[00:07:02.900 --> 00:07:05.200]  愛心呢
[00:07:05.200 --> 00:07:09.200]  這個造就人的造就的意思是建立
[00:07:09.200 --> 00:07:10.500]  和倒塌
[00:07:10.500 --> 00:07:12.200]  傾倒的意思一樣
[00:07:12.200 --> 00:07:13.800]  是建屋的
[00:07:13.800 --> 00:07:18.000]  只能夠用愛心去建造建築
[00:07:18.000 --> 00:07:21.500]  使你穩固的房屋
[00:07:21.500 --> 00:07:25.400]  建造是一個房屋的隱喻
[00:07:25.400 --> 00:07:28.800]  但知識就沒有用
[00:07:28.800 --> 00:07:31.300]  讓你覺得自己很了不起
[00:07:31.300 --> 00:07:32.700]  裝假狗
[00:07:32.700 --> 00:07:34.400]  假我
[00:07:34.400 --> 00:07:38.600]  這就是恩賜和愛心運用的分別
[00:07:38.600 --> 00:07:42.800]  如果有恩賜而沒有愛心的話
[00:07:42.800 --> 00:07:46.000]  你就pop up
[00:07:46.000 --> 00:07:48.800]  《聖經》說到很多例子
[00:07:48.800 --> 00:07:52.000]  或者今天我們在教會這邊
[00:07:52.000 --> 00:07:55.500]  尤其是在靈恩運動現在很流行的時候
[00:07:55.500 --> 00:07:57.800]  我們會留心一些人
[00:07:57.800 --> 00:08:00.900]  一些所謂很聳明的人
[00:08:00.900 --> 00:08:02.500]  一些很有能力的人
[00:08:02.500 --> 00:08:04.600]  很有才能的人
[00:08:04.600 --> 00:08:06.500]  他們是怎樣的呢
[00:08:06.500 --> 00:08:08.100]  《聖經》也有這樣的人
[00:08:08.100 --> 00:08:09.600]  他有恩賜
[00:08:09.600 --> 00:08:11.800]  但是他沒有品格
[00:08:11.800 --> 00:08:13.400]  即是沒有品的
[00:08:13.400 --> 00:08:14.700]  你可以舉一個例子
[00:08:14.700 --> 00:08:15.800]  很大力的
[00:08:15.800 --> 00:08:19.400]  Invincible那個 誰呀
[00:08:19.400 --> 00:08:20.300]  九月人物
[00:08:20.300 --> 00:08:21.600]  是獅子來的
[00:08:21.600 --> 00:08:22.800]  參孫
[00:08:22.800 --> 00:08:25.800]  他被聖靈感動囂觀的時候
[00:08:25.800 --> 00:08:27.600]  獅子都打死了
[00:08:27.600 --> 00:08:29.200]  菲律師人是一黨百
[00:08:29.200 --> 00:08:33.100]  一黨千
[00:08:33.100 --> 00:08:34.500]  厲害吧
[00:08:34.500 --> 00:08:38.500]  但是參孫是一個什麼人物呢
[00:08:38.500 --> 00:08:42.300]  參孫用今天的術語
[00:08:42.300 --> 00:08:45.700]  可以是一個古惑仔
[00:08:45.700 --> 00:08:47.100]  他沒有什麼品格
[00:08:47.100 --> 00:08:49.200]  不過後來他成長了
[00:08:49.200 --> 00:08:51.100]  後來他壞了
[00:08:51.100 --> 00:08:59.100]  原來那些祝靈恩慈靈恩都會歸於無有
[00:08:59.100 --> 00:09:03.100]  他品行太壞了
[00:09:03.100 --> 00:09:04.400]  他悔改了
[00:09:04.400 --> 00:09:05.900]  他成長了
[00:09:05.900 --> 00:09:08.800]  到最後在大坤廟那裡
[00:09:08.800 --> 00:09:10.900]  跟那些菲律師人同歸於盡
[00:09:10.900 --> 00:09:13.000]  力量回到他那裡了
[00:09:13.000 --> 00:09:14.000]  另外一個人物呢
[00:09:14.000 --> 00:09:15.600]  很厲害的
[00:09:15.600 --> 00:09:16.800]  掃羅
[00:09:16.800 --> 00:09:19.100]  掃羅王
[00:09:19.100 --> 00:09:22.300]  掃羅王是不是一個很有品的皇帝呢
[00:09:22.300 --> 00:09:23.400]  當然不是
[00:09:23.400 --> 00:09:25.600]  但是你知不知道有兩次
[00:09:25.600 --> 00:09:29.700]  掃羅跟那些仙劍仙姿一起的時候
[00:09:29.700 --> 00:09:31.500]  他竟然受感絕話
[00:09:31.500 --> 00:09:34.200]  即是說謊言
[00:09:34.200 --> 00:09:36.500]  所以那些人又有一句
[00:09:36.500 --> 00:09:38.200]  以色列人又有一句繼續說
[00:09:38.200 --> 00:09:42.000]  哎呀 掃羅都列在仙劍之中
[00:09:42.000 --> 00:09:43.800]  他也是仙劍之一
[00:09:43.800 --> 00:09:45.100]  他有靈恩
[00:09:45.100 --> 00:09:48.200]  那麼掃羅王是不是一個好皇帝呢
[00:09:48.200 --> 00:09:49.100]  不用問了
[00:09:49.100 --> 00:09:50.400]  當然不是
[00:09:50.400 --> 00:09:51.300]  大家聽到嗎
[00:09:51.300 --> 00:09:52.600]  分別在哪裡
[00:09:52.600 --> 00:09:53.600]  建立教會
[00:09:53.600 --> 00:09:55.000]  要先建立人
[00:09:55.000 --> 00:09:55.900]  而建立人呢
[00:09:55.900 --> 00:09:58.200]  如果有靈恩
[00:09:58.200 --> 00:10:00.000]  而沒有愛的話
[00:10:00.000 --> 00:10:02.100]  才會什麼
[00:10:02.100 --> 00:10:04.200]  徬徨
[00:10:04.200 --> 00:10:06.700]  不會
[00:10:06.700 --> 00:10:08.200]  表承
[00:10:08.200 --> 00:10:12.000]  OK
[00:10:12.000 --> 00:10:13.200]  所以我們就明白了
[00:10:13.200 --> 00:10:15.500]  因此我們做什麼呢
[00:10:15.500 --> 00:10:16.600]  我走過教會的時候
[00:10:16.600 --> 00:10:20.000]  看到那個天主堂在建屋
[00:10:20.000 --> 00:10:22.400]  搭建棚架
[00:10:22.400 --> 00:10:24.800]  我覺得這些棚架
[00:10:24.800 --> 00:10:28.800]  在加拿大用這些棚架
[00:10:28.800 --> 00:10:31.200]  看起來很穩固
[00:10:31.200 --> 00:10:32.400]  但是大風上來
[00:10:32.400 --> 00:10:36.300]  跟我們在香港用竹棚搭建的棚架
[00:10:36.300 --> 00:10:37.400]  都一樣的
[00:10:37.400 --> 00:10:38.300]  是不是
[00:10:38.300 --> 00:10:39.700]  差不多的
[00:10:39.700 --> 00:10:40.900]  是不是
[00:10:40.900 --> 00:10:42.700]  竹棚很穩固的
[00:10:42.700 --> 00:10:45.700]  竹棚很穩固的
[00:10:45.700 --> 00:10:46.500]  因此是什麼呢
[00:10:46.500 --> 00:10:49.300]  因此就是這些建屋的棚架
[00:10:49.300 --> 00:10:51.800]  Scaffolding
[00:10:51.800 --> 00:10:54.200]  原來我查了一次Scaffolding
[00:10:54.200 --> 00:10:55.800]  他們懂得Scaffolding
[00:10:55.800 --> 00:10:57.600]  因此是搭棚架
[00:10:57.600 --> 00:10:58.500]  不是太好聽
[00:10:58.500 --> 00:10:59.700]  不是很文雅
[00:10:59.700 --> 00:11:01.200]  Scaffolding是什麼呢
[00:11:01.200 --> 00:11:06.600]  原來有一個很文雅的叫鷹架
[00:11:06.600 --> 00:11:08.900]  外相對來說
[00:11:08.900 --> 00:11:10.800]  是建築的基礎
[00:11:10.800 --> 00:11:13.800]  Foundation和建築材料
[00:11:13.800 --> 00:11:14.600]  鷹架的作用
[00:11:14.600 --> 00:11:17.000]  Scaffolding的作用
[00:11:17.000 --> 00:11:18.000]  就是施工的時候
[00:11:18.000 --> 00:11:19.700]  我們撐著它
[00:11:19.700 --> 00:11:20.100]  是不是
[00:11:20.100 --> 00:11:22.900]  臨時的資格而已
[00:11:22.900 --> 00:11:23.600]  它做什麼
[00:11:23.600 --> 00:11:25.400]  方便工人爬上爬下
[00:11:25.400 --> 00:11:26.100]  是不是
[00:11:26.100 --> 00:11:27.400]  運送建築材料
[00:11:27.400 --> 00:11:29.200]  是不是
[00:11:29.200 --> 00:11:29.900]  是這樣的
[00:11:29.900 --> 00:11:30.800]  站著做事
[00:11:30.800 --> 00:11:32.100]  是不是
[00:11:32.100 --> 00:11:35.200]  如果你見到這間屋
[00:11:35.200 --> 00:11:36.600]  那些棚架
[00:11:36.600 --> 00:11:37.800]  借來賣屋
[00:11:37.800 --> 00:11:38.800]  很穩固
[00:11:38.800 --> 00:11:41.200]  這間屋從建好到現在20年
[00:11:41.200 --> 00:11:42.500]  還有一些棚架撐著
[00:11:42.500 --> 00:11:43.400]  很穩固
[00:11:43.400 --> 00:11:45.600]  你會不會買那間屋
[00:11:45.600 --> 00:11:46.400]  當然不會買
[00:11:46.400 --> 00:11:47.700]  告訴你這間屋不穩固
[00:11:47.700 --> 00:11:49.700]  你才知道用什麼
[00:11:49.700 --> 00:11:51.100]  棚架撐著
[00:11:51.100 --> 00:11:53.900]  那棚架比那間屋穩固
[00:11:53.900 --> 00:11:56.100]  那些建築
[00:11:56.100 --> 00:11:58.300]  水泥石屎磚頭
[00:11:58.300 --> 00:12:00.400]  哪個比較穩固
[00:12:00.400 --> 00:12:03.000]  你自己想想
[00:12:03.000 --> 00:12:07.600]  讀書
[00:12:07.600 --> 00:12:09.700]  教學
[00:12:09.700 --> 00:12:10.900]  宗教教育
[00:12:10.900 --> 00:12:12.800]  或者教育有個理論
[00:12:12.800 --> 00:12:14.200]  有人點頭了
[00:12:14.200 --> 00:12:15.100]  教育家在這裏
[00:12:15.100 --> 00:12:16.700]  他教過
[00:12:16.700 --> 00:12:17.500]  他知道了
[00:12:17.500 --> 00:12:19.700]  這個叫
[00:12:19.700 --> 00:12:23.000]  Instructional Skaffolding
[00:12:23.000 --> 00:12:25.800]  教學法
[00:12:25.800 --> 00:12:27.800]  應價理論
[00:12:27.800 --> 00:12:31.400]  就是當教學生一個新的概念
[00:12:31.400 --> 00:12:33.300]  新的技術的時候
[00:12:33.300 --> 00:12:36.900]  你要給他足夠的支援
[00:12:36.900 --> 00:12:40.600]  來幫學生有學習的能力
[00:12:40.600 --> 00:12:42.200]  簡單例子
[00:12:42.200 --> 00:12:44.600]  教小朋友踩單車
[00:12:44.600 --> 00:12:46.300]  單車他不會踩
[00:12:46.300 --> 00:12:48.300]  之前有輔助輪
[00:12:48.300 --> 00:12:48.800]  是不是
[00:12:48.800 --> 00:12:51.100]  就是那個輔助的支援
[00:12:51.100 --> 00:12:52.700]  當他懂得踩單車的時候
[00:12:52.700 --> 00:12:55.400]  需要那個輔助輪嗎
[00:12:55.400 --> 00:12:56.300]  不用了
[00:12:56.300 --> 00:12:58.400]  你明白吧
[00:12:58.400 --> 00:13:01.300]  當學生自己發展到那種能力的時候
[00:13:01.300 --> 00:13:05.000]  有那種學習的知覺的時候
[00:13:05.000 --> 00:13:07.300]  他就需要那樣東西嗎
[00:13:07.300 --> 00:13:09.000]  那輔助輪嗎
[00:13:09.000 --> 00:13:10.300]  當然不需要
[00:13:10.300 --> 00:13:11.100]  拆掉它
[00:13:11.100 --> 00:13:11.700]  拿走它
[00:13:11.700 --> 00:13:12.700]  是不是
[00:13:12.700 --> 00:13:14.000]  所以你明白嗎
[00:13:14.000 --> 00:13:15.600]  因次
[00:13:15.600 --> 00:13:16.400]  靈因
[00:13:16.400 --> 00:13:19.000]  為什麼它是暫時的
[00:13:19.000 --> 00:13:20.700]  不是永恆的
[00:13:20.700 --> 00:13:22.200]  比起愛來講
[00:13:22.200 --> 00:13:23.300]  它不是永遠的
[00:13:23.300 --> 00:13:25.300]  因為它是臨時的
[00:13:25.300 --> 00:13:26.600]  它不是沒用的
[00:13:26.600 --> 00:13:27.500]  它是有用的
[00:13:27.500 --> 00:13:31.800]  但是只有因次
[00:13:31.800 --> 00:13:33.100]  有些靈因
[00:13:33.100 --> 00:13:34.400]  而沒有愛
[00:13:34.400 --> 00:13:35.800]  沒有益
[00:13:35.800 --> 00:13:36.400]  沒有用
[00:13:36.400 --> 00:13:38.800]  而且是
[00:13:38.800 --> 00:13:43.100]  叫人煩躁的
[00:13:43.100 --> 00:13:44.100]  好了
[00:13:44.100 --> 00:13:46.300]  那究竟
[00:13:46.300 --> 00:13:47.400]  愛
[00:13:47.400 --> 00:13:49.700]  是用來做什麼的呢
[00:13:49.700 --> 00:13:50.200]  暴露說
[00:13:50.200 --> 00:13:53.600]  愛作孩子的時候
[00:13:53.600 --> 00:13:55.300]  說話就像孩子
[00:13:55.300 --> 00:13:56.200]  是不是
[00:13:56.200 --> 00:13:57.000]  說話呢
[00:13:57.000 --> 00:13:59.700]  心思就像孩子
[00:13:59.700 --> 00:14:02.400]  意念就像孩子
[00:14:02.400 --> 00:14:05.700]  既長大成人
[00:14:05.700 --> 00:14:08.900]  就把孩子的事丟棄了
[00:14:08.900 --> 00:14:09.900]  原來它提供一個
[00:14:09.900 --> 00:14:10.900]  它自己的經歷
[00:14:10.900 --> 00:14:12.900]  和一些哥倫多教會的人
[00:14:12.900 --> 00:14:14.000]  來勉勵他們
[00:14:14.000 --> 00:14:16.400]  要長大成人
[00:14:16.400 --> 00:14:19.500]  你們不要經常有些幼稚動作
[00:14:19.500 --> 00:14:21.100]  在教會裡面
[00:14:21.100 --> 00:14:22.900]  你以為自己很聰明
[00:14:22.900 --> 00:14:24.700]  你的因子很聰明
[00:14:24.700 --> 00:14:26.500]  很厲害
[00:14:26.500 --> 00:14:27.600]  這些是
[00:14:27.600 --> 00:14:29.500]  如果沒有愛的話
[00:14:29.500 --> 00:14:32.600]  這些都是不能夠躁躁人的
[00:14:32.600 --> 00:14:36.000]  這些不是一些有益的
[00:14:36.000 --> 00:14:38.000]  有用的
[00:14:38.000 --> 00:14:40.500]  而且是會製造麻煩的
[00:14:40.500 --> 00:14:42.300]  製造騷擾的
[00:14:42.300 --> 00:14:43.600]  一些因素
[00:14:43.600 --> 00:14:45.700]  長大的時候就不用它了
[00:14:45.700 --> 00:14:48.800]  把孩子的事丟棄了
[00:14:48.800 --> 00:14:49.700]  所以
[00:14:49.700 --> 00:14:50.700]  標竿是什麼
[00:14:50.700 --> 00:14:53.300]  要長大成人
[00:14:53.300 --> 00:14:55.200]  有一個growth chart
[00:14:55.200 --> 00:14:56.900]  我兩個孫子都有一個
[00:14:56.900 --> 00:14:58.400]  我以前小時候
[00:14:58.400 --> 00:14:59.700]  沒有growth chart
[00:14:59.700 --> 00:15:01.500]  有一條長頸鹿
[00:15:01.500 --> 00:15:02.100]  你的孫子
[00:15:02.100 --> 00:15:03.100]  你的孩子有沒有
[00:15:03.100 --> 00:15:03.900]  在那裡量度
[00:15:03.900 --> 00:15:06.000]  以前在門框那裡
[00:15:06.000 --> 00:15:08.900]  畫條痕
[00:15:08.900 --> 00:15:10.400]  看你多大
[00:15:10.400 --> 00:15:10.800]  然後說
[00:15:10.800 --> 00:15:12.200]  你好像門框那麼高
[00:15:12.200 --> 00:15:14.600]  大個兒子了
[00:15:14.600 --> 00:15:16.600]  因為有時候你不想大個兒子
[00:15:16.600 --> 00:15:17.200]  你想去
[00:15:17.200 --> 00:15:18.100]  那時候
[00:15:18.100 --> 00:15:18.800]  我長得高
[00:15:18.800 --> 00:15:19.800]  很不便宜的
[00:15:19.800 --> 00:15:21.400]  去搭船搭什麼呢
[00:15:21.400 --> 00:15:22.100]  要量度高的
[00:15:22.100 --> 00:15:24.700]  高了那麼多要買大人票
[00:15:24.700 --> 00:15:26.300]  是不是
[00:15:26.300 --> 00:15:29.500]  我長得高不便宜的
[00:15:29.500 --> 00:15:33.400]  長得高是沒有便宜的
[00:15:33.400 --> 00:15:35.500]  甚至上要作大人
[00:15:35.500 --> 00:15:36.400]  十四章
[00:15:36.400 --> 00:15:39.600]  二十節講
[00:15:39.600 --> 00:15:41.800]  怎樣去成長呢
[00:15:41.800 --> 00:15:44.300]  哥林多前書就告訴你
[00:15:44.300 --> 00:15:47.900]  教會就是一個成長的修煉場
[00:15:47.900 --> 00:15:50.700]  他就以為教會是一個美好的環境
[00:15:50.700 --> 00:15:52.200]  溫室讓我們可以成長
[00:15:52.200 --> 00:15:54.600]  錯了
[00:15:54.600 --> 00:15:56.800]  溫室讓我們成長的
[00:15:56.800 --> 00:15:57.600]  經不起什麼
[00:15:57.600 --> 00:16:00.800]  風雨
[00:16:00.800 --> 00:16:04.200]  大家懂得說是吧
[00:16:04.200 --> 00:16:07.000]  還有我告訴你
[00:16:07.000 --> 00:16:08.400]  我在教會長大的
[00:16:08.400 --> 00:16:11.300]  我做了幾十年牧師
[00:16:11.300 --> 00:16:14.800]  教會實在想
[00:16:14.800 --> 00:16:18.800]  是很多令人受傷的地方
[00:16:18.800 --> 00:16:19.500]  就說了
[00:16:19.500 --> 00:16:21.500]  大年初一那邊
[00:16:21.500 --> 00:16:25.200]  有個牧師出來做見證
[00:16:25.200 --> 00:16:30.300]  我不想叫大家出來做見證
[00:16:30.300 --> 00:16:31.500]  不是被人愛
[00:16:31.500 --> 00:16:33.000]  彼此相愛的見證
[00:16:33.000 --> 00:16:36.100]  而是被人傷害的那些感受
[00:16:36.100 --> 00:16:37.200]  你有沒有
[00:16:37.200 --> 00:16:38.000]  沒有
[00:16:38.000 --> 00:16:38.600]  沒有的
[00:16:38.600 --> 00:16:39.300]  我只是告訴你
[00:16:39.300 --> 00:16:40.100]  你沒有
[00:16:40.100 --> 00:16:41.500]  很投入教會而已
[00:16:41.500 --> 00:16:43.000]  你只是開場來坐一坐
[00:16:43.000 --> 00:16:45.800]  散場立刻走近那些
[00:16:45.800 --> 00:16:51.800]  實踐彼此相愛的時候
[00:16:51.800 --> 00:16:52.600]  我告訴你
[00:16:52.600 --> 00:16:54.800]  最令人痛苦受傷的地方
[00:16:54.800 --> 00:16:55.800]  我已經說過了
[00:16:55.800 --> 00:16:59.000]  就是那些最親密的人
[00:16:59.000 --> 00:17:01.000]  跟你有最密切關係的人
[00:17:01.000 --> 00:17:03.400]  家裡也是那個地方
[00:17:03.400 --> 00:17:04.500]  最多人受傷害的
[00:17:04.500 --> 00:17:05.300]  是不是
[00:17:05.300 --> 00:17:08.300]  當然是最受愛護的地方
[00:17:08.300 --> 00:17:12.600]  但如果你受到一些傷痛的話
[00:17:12.600 --> 00:17:17.100]  曾經也有這樣的例子
[00:17:17.100 --> 00:17:19.200]  藥室被兄弟出賣
[00:17:19.200 --> 00:17:20.500]  賣了去做奴隸
[00:17:20.500 --> 00:17:21.400]  傷不傷
[00:17:21.400 --> 00:17:22.100]  痛不痛
[00:17:22.100 --> 00:17:25.400]  這些
[00:17:25.400 --> 00:17:28.600]  在上文那裡
[00:17:28.600 --> 00:17:33.200]  在第十三章第五節到第七節都說了
[00:17:33.200 --> 00:17:35.600]  就是保羅提出一些
[00:17:35.600 --> 00:17:36.800]  他說要什麼
[00:17:36.800 --> 00:17:37.600]  事不宜遲
[00:17:37.600 --> 00:17:40.200]  不自誇那些
[00:17:40.200 --> 00:17:43.700]  不是叫你做那些
[00:17:43.700 --> 00:17:46.800]  不是一些描述來的
[00:17:46.800 --> 00:17:49.000]  是描述
[00:17:49.000 --> 00:17:50.000]  不是告訴你
[00:17:50.000 --> 00:17:52.500]  你要這麼做這麼做這麼做
[00:17:52.500 --> 00:17:53.800]  而是告訴你
[00:17:53.800 --> 00:17:55.100]  他看到教會的這些現象
[00:17:55.100 --> 00:17:56.600]  這些現象其實
[00:17:56.600 --> 00:17:59.900]  所列出來的那八個不
[00:17:59.900 --> 00:18:01.800]  八個負面的
