
[00:00:00.000 --> 00:00:05.000]  今天我們要分享的題目是耶穌的昇天
[00:06:43.000 --> 00:06:46.000]  這講到就是猶太人
[00:06:46.000 --> 00:06:49.000]  這裏的人多半是猶太人
[00:06:49.000 --> 00:06:52.000]  他們是信一個真的宗教
[00:06:52.000 --> 00:06:54.000]  他們信猶太教
[00:06:54.000 --> 00:06:56.000]  他們信耶和華
[00:06:56.000 --> 00:06:58.000]  他們信律法
[00:06:58.000 --> 00:06:59.000]  這個在當時的話
[00:06:59.000 --> 00:07:01.000]  地上有這麼多的地方
[00:07:01.000 --> 00:07:02.000]  這麼多的宗教
[00:07:02.000 --> 00:07:04.000]  這麼多的人種
[00:07:04.000 --> 00:07:06.000]  但是呢可以看到
[00:07:06.000 --> 00:07:08.000]  在猶太權利這個地方呢
[00:07:08.000 --> 00:07:11.000]  他們信的是一個真的宗教
[00:07:11.000 --> 00:07:17.000]  但是呢大多數的猶太人並不是真實的信
[00:07:17.000 --> 00:07:19.000]  他們有敬虔的外表
[00:07:19.000 --> 00:07:22.000]  卻是沒有敬虔的實意
[00:07:22.000 --> 00:07:25.000]  他們可以守安息日
[00:07:25.000 --> 00:07:27.000]  很嚴格的守安息日
[00:07:27.000 --> 00:07:29.000]  他們也可以獻祭
[00:07:29.000 --> 00:07:31.000]  守節旗
[00:07:31.000 --> 00:07:33.000]  按照規定
[00:07:33.000 --> 00:07:35.000]  他們都很嚴格
[00:07:35.000 --> 00:07:41.000]  但是呢他們心呢並沒有歸鄉神
[00:07:41.000 --> 00:07:47.000]  很多的人他們不是真正過了一個敬虔敬畏神的生活
[00:07:47.000 --> 00:07:50.000]  那第三個地方就是撒瑪利亞了
[00:07:50.000 --> 00:07:56.000]  撒瑪利亞是在猶太權利的北面一點
[00:07:56.000 --> 00:07:58.000]  這個地方就是
[00:07:58.000 --> 00:08:07.000]  有外方人跟這個以色列人他們混雜居住的地方
[00:08:07.000 --> 00:08:10.000]  因爲北邊本來是以色列國
[00:08:10.000 --> 00:08:14.000]  當以色列國被亞蘇國滅了以後
[00:08:14.000 --> 00:08:22.000]  亞蘇國就把很多這個外地的人遷移到撒瑪利亞這個地方
[00:08:22.000 --> 00:08:24.000]  隨着撒瑪利亞地方呢
[00:08:24.000 --> 00:08:26.000]  就是有猶太人
[00:08:26.000 --> 00:08:28.000]  有撒瑪利亞人
[00:08:28.000 --> 00:08:31.000]  所以這個是一個混雜的一個地方
[00:08:31.000 --> 00:08:36.000]  有的可以說是一個
[00:08:36.000 --> 00:08:38.000]  信真的宗教
[00:08:38.000 --> 00:08:40.000]  猶太人他們信真的宗教
[00:08:40.000 --> 00:08:45.000]  雖然他們還不是很敬畏神很誠實
[00:08:45.000 --> 00:08:50.000]  但是呢那些外方人呢他們就信假的宗教
[00:08:50.000 --> 00:08:52.000]  他們就不信猶太教
[00:08:52.000 --> 00:08:55.000]  所以是一個是混雜的地方
[00:08:55.000 --> 00:08:58.000]  所以也是需要神的救恩
[00:08:58.000 --> 00:09:02.000]  那第四個地方是地籍了
[00:09:02.000 --> 00:09:08.000]  地籍就是在這個猶太權力跟撒瑪利亞以外的地方
[00:09:08.000 --> 00:09:10.000]  世界各個地方
[00:09:10.000 --> 00:09:13.000]  在當時的話是什麼情況呢
[00:09:13.000 --> 00:09:16.000]  他們信假的宗教
[00:09:16.000 --> 00:09:20.000]  信些不是拜真神的宗教
[00:09:20.000 --> 00:09:22.000]  他們拜的是偶像
[00:09:22.000 --> 00:09:23.000]  拜的是假神
[00:09:23.000 --> 00:09:34.000]  他們呢都是一些沒有生命的宗教
[00:09:34.000 --> 00:09:36.000]  他們是確能做好事
[00:09:36.000 --> 00:09:38.000]  有這個德行
[00:09:38.000 --> 00:09:43.000]  但是呢沒有真正的一個生命
[00:09:43.000 --> 00:09:45.000]  沒有神的生命
[00:09:45.000 --> 00:09:48.000]  沒有一個裏面一個生命的改變
[00:09:48.000 --> 00:09:52.000]  只是外面做一些宗教的儀式
[00:09:52.000 --> 00:09:55.000]  所以你看起來這四個地方
[00:09:55.000 --> 00:09:58.000]  不管是耶路撒冷
[00:09:58.000 --> 00:10:00.000]  或者是猶太權力
[00:10:00.000 --> 00:10:02.000]  或撒瑪利亞
[00:10:02.000 --> 00:10:03.000]  或者到地籍
[00:10:03.000 --> 00:10:05.000]  世界上各個地方
[00:10:05.000 --> 00:10:08.000]  在當時耶穌說這個話的時候
[00:10:08.000 --> 00:10:10.000]  他們都需要福音
[00:10:10.000 --> 00:10:13.000]  他們需要認識耶穌基督
[00:10:13.000 --> 00:10:15.000]  他得到耶穌基督做救主
[00:10:15.000 --> 00:10:17.000]  最得到赦免
[00:10:17.000 --> 00:10:20.000]  能夠真正能歸鄉神
[00:10:20.000 --> 00:10:25.000]  所以這個是耶穌基督在昇天以前
[00:10:25.000 --> 00:10:35.000]  託付給門徒的一個重要的使命
[00:10:35.000 --> 00:10:38.000]  下面我們就看到耶穌的昇天
[00:10:38.000 --> 00:10:40.000]  從第九節到第十一節
[00:10:40.000 --> 00:10:43.000]  這就講到耶穌的昇天
[00:10:43.000 --> 00:10:47.000]  在聖經裏頭並沒有很多的篇幅
[00:10:47.000 --> 00:10:50.000]  來描寫耶穌怎麼昇天的
[00:10:50.000 --> 00:10:55.000]  但這幾節聖經給我們看到耶穌的昇天
[00:10:55.000 --> 00:10:57.000]  照着神的安排
[00:10:57.000 --> 00:11:00.000]  耶穌昇天在先
[00:11:00.000 --> 00:11:01.000]  先是耶穌昇天
[00:11:01.000 --> 00:11:05.000]  然後纔是聖靈的降臨
[00:11:05.000 --> 00:11:10.000]  這個次序聖經告訴我們是很清楚的
[00:11:10.000 --> 00:11:13.000]  當耶穌昇天以後
[00:11:13.000 --> 00:11:15.000]  聖靈降臨
[00:11:15.000 --> 00:11:18.000]  然後門徒受聖靈的敬
[00:11:18.000 --> 00:11:20.000]  受聖靈的洗
[00:11:20.000 --> 00:11:24.000]  這樣的話就是這樣的一個次序
[00:11:24.000 --> 00:11:30.000]  所以當他們在橄欖山的時候
[00:11:30.000 --> 00:11:33.000]  最後昇天的地方是在橄欖山
[00:11:33.000 --> 00:11:36.000]  在耶路撒冷的東面
[00:11:36.000 --> 00:11:38.000]  不太遠的地方
[00:11:38.000 --> 00:11:45.000]  走安息的路的一個時間
[00:11:45.000 --> 00:11:50.000]  那麼當他們來到這個山上說了這些話
[00:11:50.000 --> 00:11:53.000]  耶穌把這個使命告訴他們以後
[00:11:53.000 --> 00:11:56.000]  他們正在看的時候
[00:11:56.000 --> 00:11:59.000]  耶穌就被上升了
[00:11:59.000 --> 00:12:03.000]  有一朵雲彩把他接去
[00:12:03.000 --> 00:12:06.000]  就看不見他了
[00:12:06.000 --> 00:12:09.000]  所以第四節說
[00:12:09.000 --> 00:12:15.000]  當他們望上去
[00:12:15.000 --> 00:12:18.000]  他們定睛望天的時候
[00:12:18.000 --> 00:12:20.000]  耶穌昇天的時候
[00:12:20.000 --> 00:12:23.000]  慢慢慢慢的就升了
[00:12:23.000 --> 00:12:26.000]  那麼門徒一直在看
[00:12:26.000 --> 00:12:28.000]  他們定睛的看
[00:12:28.000 --> 00:12:31.000]  他們定睛的意思就不是隨便的看
[00:12:31.000 --> 00:12:34.000]  就很注意的看
[00:12:34.000 --> 00:12:36.000]  看見他們所愛的耶穌
[00:12:36.000 --> 00:12:38.000]  一點點升上去
[00:12:38.000 --> 00:12:40.000]  他們一直在看
[00:12:40.000 --> 00:12:41.000]  這定睛的看呢
[00:12:41.000 --> 00:12:48.000]  就說他們是親眼看見耶穌基督的昇天
[00:12:48.000 --> 00:12:51.000]  因爲他們以後要傳福音
[00:12:51.000 --> 00:12:53.000]  要講到耶穌的死
[00:12:53.000 --> 00:12:55.000]  講到耶穌的復活
[00:12:55.000 --> 00:12:57.000]  講到耶穌的昇天
[00:12:57.000 --> 00:12:59.000]  還要講到耶穌的再來
[00:12:59.000 --> 00:13:02.000]  他們必須把這個事情
[00:13:02.000 --> 00:13:04.000]  是很有把握的
[00:13:04.000 --> 00:13:07.000]  這是他們親眼看見的
[00:13:07.000 --> 00:13:09.000]  所以他們做這個見證的時候
[00:13:09.000 --> 00:13:11.000]  傳講耶穌的時候
[00:13:11.000 --> 00:13:17.000]  就非常的有力量
[00:13:17.000 --> 00:13:19.000]  所以他們今天看的時候
[00:13:19.000 --> 00:13:22.000]  忽然就看到什麼呢
[00:13:22.000 --> 00:13:26.000]  看到有一朵雲彩把他接去
[00:13:26.000 --> 00:13:28.000]  有一朵雲彩把他接去
[00:13:28.000 --> 00:13:33.000]  我們聖經沒有具體很清楚的說
[00:13:33.000 --> 00:13:35.000]  到底什麼雲彩
[00:13:35.000 --> 00:13:37.000]  或者是普通的雲
[00:13:37.000 --> 00:13:39.000]  像我們所看到的雲
[00:13:39.000 --> 00:13:43.000]  也很可能就是講到耶和華的榮光
[00:13:43.000 --> 00:13:45.000]  因爲在舊約裏頭
[00:13:45.000 --> 00:13:51.000]  常常雲跟耶和華的榮光是結合在一起的
[00:13:51.000 --> 00:13:55.000]  常常提到耶和華向人顯現的時候
[00:13:55.000 --> 00:13:57.000]  有榮光顯現
[00:13:57.000 --> 00:14:01.000]  就看到以色列他們在曠野的時候
[00:14:01.000 --> 00:14:04.000]  白天有云助
[00:14:04.000 --> 00:14:06.000]  有云引導他們
[00:14:06.000 --> 00:14:09.000]  晚上有火助來照亮他們
[00:14:09.000 --> 00:14:11.000]  那麼這個就可以說
[00:14:11.000 --> 00:14:16.000]  很可能這個或許就是耶和華的榮光
[00:14:16.000 --> 00:14:23.000]  那麼這個也是表示神的同在的一個表號
[00:14:23.000 --> 00:14:27.000]  因爲你當看見在舊約裏頭
[00:14:27.000 --> 00:14:30.000]  這會幕建成的時候
[00:14:30.000 --> 00:14:34.000]  以及在聖殿建成的時候
[00:14:34.000 --> 00:14:40.000]  當他們把會幕跟聖殿奉獻給神的時候
[00:14:40.000 --> 00:14:42.000]  聖經就說到
[00:14:42.000 --> 00:14:45.000]  耶和華的榮光就充滿會幕
[00:14:45.000 --> 00:14:48.000]  耶和華的榮光就充滿殿
[00:14:48.000 --> 00:14:52.000]  以致一些祭司都不能供持
[00:14:52.000 --> 00:14:56.000]  這是非常表示神同在的地方
[00:14:56.000 --> 00:14:59.000]  所以這個耶和華的榮光
[00:14:59.000 --> 00:15:05.000]  就表示是神把耶穌接去了
[00:15:05.000 --> 00:15:07.000]  故神把耶穌接去了
[00:15:07.000 --> 00:15:10.000]  就是因爲耶穌在地上
[00:15:10.000 --> 00:15:15.000]  已經成就了神託付給他的一些使命
[00:15:15.000 --> 00:15:19.000]  而且他所做的都是符合神的心意
[00:15:19.000 --> 00:15:24.000]  所以神允了他所做的所行的
[00:15:24.000 --> 00:15:34.000]  那麼就把耶穌接到榮耀裏去
[00:15:34.000 --> 00:15:36.000]  正在他們看的時候
[00:15:36.000 --> 00:15:40.000]  就有兩個人身穿白衣站在旁邊
[00:15:40.000 --> 00:15:43.000]  我們相信這兩個人就是天使
[00:15:43.000 --> 00:15:47.000]  有天使站在他們旁邊
[00:15:47.000 --> 00:15:51.000]  那些人你們爲什麼望着望天呢
[00:15:51.000 --> 00:15:55.000]  這裏看你們被接昇天的耶穌
[00:15:55.000 --> 00:15:58.000]  你們見他怎樣往天上去
[00:15:58.000 --> 00:16:00.000]  他還要怎樣來
[00:16:00.000 --> 00:16:05.000]  這是天使對這些門徒所說的話
[00:16:05.000 --> 00:16:08.000]  天使說了兩件事情
[00:16:08.000 --> 00:16:13.000]  一件事情就是耶穌已經進到天上的居所
[00:16:13.000 --> 00:16:16.000]  他到天上與父神在一起了
[00:16:16.000 --> 00:16:18.000]  天上去了
[00:16:18.000 --> 00:16:19.000]  第二件事情呢
[00:16:19.000 --> 00:16:23.000]  他說你們見他怎樣往天上去
[00:16:23.000 --> 00:16:25.000]  他還要怎樣來
[00:16:25.000 --> 00:16:28.000]  就說他怎麼到天上去
[00:16:28.000 --> 00:16:33.000]  有一天他還要從天上再降臨到地上
[00:16:33.000 --> 00:16:38.000]  他是怎麼去他還是怎麼來
[00:16:38.000 --> 00:16:42.000]  所以天使說的話呢就給我們看見
[00:16:42.000 --> 00:16:46.000]  耶穌他昇天的時候
[00:16:46.000 --> 00:16:50.000]  他是身體昇天
[00:16:50.000 --> 00:16:53.000]  不單是他的靈到天上去
[00:16:53.000 --> 00:16:56.000]  他隨時都可以天靈可以到天上
[00:16:56.000 --> 00:16:59.000]  那門徒所看見的是他身體
[00:16:59.000 --> 00:17:02.000]  這身體也不是一個普通的身體
[00:17:02.000 --> 00:17:04.000]  這是一個復活以後的身體
[00:17:04.000 --> 00:17:06.000]  是一個靈體
[00:17:06.000 --> 00:17:09.000]  所以他可以看見是一個靈體
[00:17:09.000 --> 00:17:14.000]  而且呢他要看見呢是可以看得見的
[00:17:14.000 --> 00:17:16.000]  不是一個異象
[00:17:16.000 --> 00:17:18.000]  不單單異象一個夢
[00:17:18.000 --> 00:17:21.000]  那是用肉眼就可以看見
[00:17:21.000 --> 00:17:23.000]  耶穌在靈體裏頭
[00:17:23.000 --> 00:17:25.000]  他升上去了
[00:17:25.000 --> 00:17:28.000]  而且這個是一個榮耀的
[00:17:28.000 --> 00:17:30.000]  這個榮耀的
[00:17:30.000 --> 00:17:34.000]  不像在實際上被這些人所羞辱的
[00:17:34.000 --> 00:17:38.000]  那麼還有可以說呢
[00:17:38.000 --> 00:17:41.000]  將來回來的時候也是這樣
[00:17:41.000 --> 00:17:44.000]  主耶穌當他回來的時候
[00:17:44.000 --> 00:17:47.000]  他也是可以看見
[00:17:47.000 --> 00:17:49.000]  門徒可以看見
[00:17:49.000 --> 00:17:52.000]  世界上的人也能看見
[00:17:52.000 --> 00:17:55.000]  而且呢他也是榮耀的降臨
[00:17:55.000 --> 00:17:57.000]  他帶着千萬的天使
[00:17:57.000 --> 00:18:00.000]  帶着聖徒一同降臨
[00:18:00.000 --> 00:18:04.000]  而且也能看見是具體的耶穌
[00:18:04.000 --> 00:18:08.000]  不是單單是一個形象
[00:18:08.000 --> 00:18:10.000]  這個也是一個靈體
[00:18:10.000 --> 00:18:14.000]  他回來的時候也是一個身體回來
[00:18:14.000 --> 00:18:16.000]  所以他去的時候
[00:18:16.000 --> 00:18:18.000]  他說他怎樣的往天上去
[00:18:18.000 --> 00:18:20.000]  他還要怎樣的回來
[00:18:20.000 --> 00:18:24.000]  去的時候是身體的
[00:18:24.000 --> 00:18:25.000]  是靈體的
[00:18:25.000 --> 00:18:27.000]  是可以看見的
[00:18:27.000 --> 00:18:28.000]  是榮耀的時候
[00:18:28.000 --> 00:18:29.000]  榮耀的
[00:18:29.000 --> 00:18:31.000]  他回來的時候呢
[00:18:31.000 --> 00:18:35.000]  他也是同樣是一個身體回來
[00:18:35.000 --> 00:18:39.000]  而且他也是衆人都可以看見
[00:18:39.000 --> 00:18:44.000]  而是非常的榮耀
[00:18:44.000 --> 00:18:46.000]  耶穌降生的時候
[00:18:46.000 --> 00:18:48.000]  並沒有很多人知道
[00:18:48.000 --> 00:18:51.000]  牧羊人看見
[00:18:51.000 --> 00:18:53.000]  不是很多人都看見
[00:18:53.000 --> 00:18:55.000]  但是等到回來的時候
[00:18:55.000 --> 00:18:58.000]  聖經說萬族
[00:18:58.000 --> 00:19:02.000]  世界上所有的人都要看見他
[00:19:02.000 --> 00:19:04.000]  那些迫害耶穌的
[00:19:04.000 --> 00:19:05.000]  不信耶穌的
[00:19:05.000 --> 00:19:06.000]  拒絕耶穌的
[00:19:06.000 --> 00:19:09.000]  他們要痛哭
[00:19:09.000 --> 00:19:13.000]  所以這個是在天使所要宣佈的
[00:19:13.000 --> 00:19:15.000]  他怎樣往天上去
[00:19:15.000 --> 00:19:18.000]  他還要怎樣的回來
[00:19:18.000 --> 00:19:20.000]  而且我們可以看到
[00:19:20.000 --> 00:19:22.000]  這回來的地點呢
[00:19:22.000 --> 00:19:24.000]  去的地點是在橄欖山
[00:19:24.000 --> 00:19:27.000]  因爲在第十二節的時候
[00:19:27.000 --> 00:19:29.000]  有一座山叫橄欖山
[00:19:29.000 --> 00:19:31.000]  離耶路撒冷不遠
[00:19:31.000 --> 00:19:34.000]  又有安息日可走的路程
[00:19:34.000 --> 00:19:38.000]  當下蒙徒從那裏回耶路撒冷去
[00:19:38.000 --> 00:19:39.000]  所以講到
[00:19:39.000 --> 00:19:42.000]  昇天的地方是在耶路撒冷
[00:19:42.000 --> 00:19:45.000]  這個離開走安息日的地方
[00:19:45.000 --> 00:19:47.000]  安息日的路程
[00:19:47.000 --> 00:19:49.000]  猶太人在瑞法裏頭
[00:19:49.000 --> 00:19:52.000]  他們有一個規定
[00:19:52.000 --> 00:19:55.000]  就是安息日走多少路
[00:19:55.000 --> 00:19:58.000]  走大概就是
[00:19:58.000 --> 00:20:00.000]  不是很遠
[00:20:00.000 --> 00:20:02.000]  就是一公里這樣的
[00:20:02.000 --> 00:20:04.000]  一公里的路
[00:20:04.000 --> 00:20:07.000]  或者一公里多一點
[00:20:07.000 --> 00:20:09.000]  聖經說是有一千走
[00:20:09.000 --> 00:20:11.000]  可能一千走
[00:20:11.000 --> 00:20:14.000]  相當於現在有一公里這樣的
[00:20:14.000 --> 00:20:15.000]  就是說
[00:20:15.000 --> 00:20:18.000]  安息日可以走的地方
[00:20:18.000 --> 00:20:19.000]  要求呢
[00:20:19.000 --> 00:20:22.000]  並不要大家長途旅行
[00:20:22.000 --> 00:20:24.000]  在安息日走路
[00:20:24.000 --> 00:20:26.000]  及彼之不能夠敬拜神
[00:20:26.000 --> 00:20:29.000]  他們有一個這樣的規定
[00:20:29.000 --> 00:20:30.000]  所以聖經說是
[00:20:30.000 --> 00:20:32.000]  安息日可以走的路程
[00:20:32.000 --> 00:20:36.000]  大概是一公里這樣的
[00:20:36.000 --> 00:20:38.000]  那麼
[00:20:38.000 --> 00:20:39.000]  回來的地點呢
[00:20:39.000 --> 00:20:42.000]  我們要看到撒加利亞書
[00:20:42.000 --> 00:20:44.000]  舊約的時候預言的話
[00:20:44.000 --> 00:20:48.000]  就在第14章第4節裏頭就說到
[00:20:48.000 --> 00:20:50.000]  當耶穌降臨祂腳
[00:20:50.000 --> 00:20:52.000]  祂在橄欖山的時候
[00:20:52.000 --> 00:20:54.000]  這個山就分爲兩半
[00:20:54.000 --> 00:20:58.000]  有的往兩邊就分開
[00:20:58.000 --> 00:20:59.000]  那麼那些猶太人呢
[00:20:59.000 --> 00:21:01.000]  當時很危險的話
[00:21:01.000 --> 00:21:04.000]  就可以從兩個山的夾縫裏頭
[00:21:04.000 --> 00:21:06.000]  跑了出去
[00:21:06.000 --> 00:21:07.000]  這是也在
[00:21:07.000 --> 00:21:10.000]  回來地點也是在橄欖山
[00:21:10.000 --> 00:21:12.000]  所以這橄欖山在聖經裏頭
[00:21:12.000 --> 00:21:16.000]  是一個非常重要的地方
[00:21:16.000 --> 00:21:18.000]  也是一個非常
[00:21:18.000 --> 00:21:20.000]  很好的地方
[00:21:20.000 --> 00:21:23.000]  所以我們教會用橄欖山
