
[00:00:00.000 --> 00:00:05.960]  不知道您在信耶穌的日子裏,多不多祈禱?
[00:02:44.800 --> 00:02:50.240]  在詩篇裏面你可能會看到很多懇求的禱告
[00:02:50.240 --> 00:02:55.040]  求神赦罪的禱告、感恩的禱告、敬拜的禱告
[00:02:55.040 --> 00:02:58.560]  甚至有一種詩叫「奏作詩」
[00:02:58.560 --> 00:03:00.560]  是一個奏作的禱告
[00:03:00.560 --> 00:03:04.320]  我們心靈裏面有很多的掙扎
[00:03:04.320 --> 00:03:06.320]  透過這些的討聞
[00:03:06.320 --> 00:03:09.680]  這些的禱告能夠一一獻情在神的裏面
[00:03:09.680 --> 00:03:12.320]  今天跟大家分享尼希米記的裏面
[00:03:12.320 --> 00:03:18.160]  第五節到三十八節裏面其實是一段的討聞
[00:03:18.160 --> 00:03:22.480]  裏面包含了很多的內容
[00:03:22.480 --> 00:03:26.080]  一班利美人將他們的一些心路歷程
[00:03:26.080 --> 00:03:28.560]  以色列國裏面的一些經歷
[00:03:28.560 --> 00:03:32.080]  寫出來成為了一篇很美麗的討聞
[00:03:32.080 --> 00:03:35.120]  如果你仔細去讀的時候
[00:03:35.120 --> 00:03:36.800]  或者仔細去分段的時候
[00:03:36.800 --> 00:03:42.880]  你會發現他由創造神呼召阿伯拉罕
[00:03:42.880 --> 00:03:46.080]  出埃及摩西乃山上面的律法
[00:03:46.080 --> 00:03:50.320]  如此類推去到他們現在被擄之後的事情
[00:03:50.320 --> 00:03:51.600]  一一都寫出來
[00:03:51.600 --> 00:03:54.080]  是一個很仔細的討聞
[00:03:54.080 --> 00:03:57.280]  甚至乎有人去 即是有學者去研究的時候
[00:03:57.280 --> 00:04:05.920]  似乎他是將從創世紀 一直從創世紀
[00:04:05.920 --> 00:04:08.880]  一直講到歷代之下
[00:04:08.880 --> 00:04:12.640]  即是以色列人的歷史一一去寫出來
[00:04:12.640 --> 00:04:18.000]  有人說這是一個歷史的討聞
[00:04:18.000 --> 00:04:21.920]  也有人說是一個求赦免的討聞
[00:04:21.920 --> 00:04:24.800]  再另外下一章
[00:04:24.800 --> 00:04:27.360]  另外有些學者去看的時候
[00:04:27.360 --> 00:04:32.640]  其實他不單止包含著整個舊約的歷史書
[00:04:32.640 --> 00:04:35.680]  而且他是有一個很美麗的結構的
[00:04:35.680 --> 00:04:40.640]  通常我們就叫一個平衡的結構
[00:04:40.640 --> 00:04:43.040]  這個給大家看一下
[00:04:43.040 --> 00:04:46.800]  因為要找些學者去研究
[00:04:46.800 --> 00:04:50.880]  今日去分享這一段的討聞
[00:04:50.880 --> 00:04:53.600]  裏面有很多很美妙的事情
[00:04:53.600 --> 00:04:57.040]  藉著一班利美人一直去表述的時候
[00:04:57.040 --> 00:04:59.360]  我們都能夠看到
[00:04:59.360 --> 00:05:04.160]  原來去到神的面前可以是這樣的
[00:05:04.160 --> 00:05:07.360]  所以今日很想和大家繼續去分享尼希米記
[00:05:07.360 --> 00:05:10.480]  裏面有一班利美人
[00:05:10.480 --> 00:05:14.560]  帶著以色列人去到神的面前去求赦免
[00:05:14.560 --> 00:05:17.920]  最重要我想這一篇的討聞裏面
[00:05:17.920 --> 00:05:20.960]  其中一個很重要的重點
[00:05:20.960 --> 00:05:24.160]  就是求神去赦免他們的罪
[00:05:24.160 --> 00:05:32.480]  我們先看尼希米記九章一到第五節
[00:05:32.480 --> 00:05:36.400]  如果看到 PowerPoint 我們就一起讀
[00:05:36.400 --> 00:05:38.000]  預備起
[00:05:38.000 --> 00:05:39.920]  這月二十四日
[00:05:39.920 --> 00:05:42.480]  以色列人聚集禁食
[00:05:42.480 --> 00:05:44.720]  他們披麻蒙灰
[00:05:44.720 --> 00:05:46.480]  以色列的後裔
[00:05:46.480 --> 00:05:49.680]  所有的外邦人分別出來
[00:05:49.680 --> 00:05:54.000]  站著承認自己的罪和戀仙的罪業
[00:05:54.000 --> 00:05:56.080]  那日的四分之一
[00:05:56.080 --> 00:05:58.640]  他們站在自己的地方
[00:05:58.640 --> 00:06:02.320]  念耶和華他神的律法書
[00:06:02.320 --> 00:06:05.600]  又在那日的四分之一認罪
[00:06:05.600 --> 00:06:08.880]  敬拜耶和華他們的神
[00:06:08.880 --> 00:06:11.360]  耶穌阿巴利
[00:06:11.360 --> 00:06:14.000]  甲子士巴利
[00:06:14.000 --> 00:06:16.400]  布利士比利
[00:06:16.400 --> 00:06:22.080]  加利基利亞利日站在利美人的台階上
[00:06:22.080 --> 00:06:26.000]  大聲哀求耶和華他們的神
[00:06:26.000 --> 00:06:29.360]  利美人耶穌阿甲免
[00:06:29.360 --> 00:06:31.840]  巴利哈沙利
[00:06:31.840 --> 00:06:33.200]  士利比
[00:06:33.200 --> 00:06:34.560]  河底亞
[00:06:34.560 --> 00:06:36.160]  士巴利
[00:06:36.160 --> 00:06:38.080]  彼他希阿說
[00:06:38.080 --> 00:06:41.840]  起來清贈耶和華他們的神
[00:06:41.840 --> 00:06:43.600]  永世無盡
[00:06:43.600 --> 00:06:47.200]  你的榮譽之名是應當稱重的
[00:06:47.200 --> 00:06:50.560]  超乎一切聖像和讚美
[00:06:50.560 --> 00:06:51.920]  好 到這裡
[00:06:51.920 --> 00:06:53.200]  這裡
[00:06:53.200 --> 00:06:56.160]  你稀米記第九章其實是承接著第八章
[00:06:56.160 --> 00:06:57.440]  如果你有印象
[00:06:57.440 --> 00:07:00.000]  上一次我講的時候就講到
[00:07:00.000 --> 00:07:02.800]  以色列人進入他們的新年
[00:07:02.800 --> 00:07:06.400]  一個新的一年開始
[00:07:06.400 --> 00:07:10.080]  也是催國節的時候
[00:07:10.080 --> 00:07:12.160]  他們應該是很歡樂的
[00:07:12.160 --> 00:07:14.720]  但如果你記得八章開始的時候
[00:07:14.720 --> 00:07:20.080]  他們因為看到一切的成長都喜好
[00:07:20.080 --> 00:07:22.160]  他們心裏面都很擇心
[00:07:22.160 --> 00:07:25.120]  但是尼稀米就叫他們
[00:07:25.120 --> 00:07:27.920]  在這個時候應該是歡樂
[00:07:27.920 --> 00:07:29.440]  繼歡樂之後
[00:07:29.440 --> 00:07:32.640]  其實催國節之後大概十天左右
[00:07:32.640 --> 00:07:34.160]  就是贖罪日
[00:07:34.160 --> 00:07:38.080]  贖罪日的時候他們就要審查自己的罪孽
[00:07:38.080 --> 00:07:40.960]  接著上次多利船導跟我們再講
[00:07:40.960 --> 00:07:42.640]  有一個駐棚節
[00:07:42.640 --> 00:07:46.640]  應該是由七月的十五日到二十三日
[00:07:46.640 --> 00:07:48.640]  一共七天的日子裏面
[00:07:48.640 --> 00:07:54.400]  一齊去歡樂 去慶賀豐收的時間
[00:07:54.400 --> 00:08:00.480]  所以你發現當時尼稀米八章到九章
[00:08:00.480 --> 00:08:02.400]  其實他是經歷過歡樂
[00:08:02.400 --> 00:08:04.000]  也都經歷過悲哀
[00:08:04.000 --> 00:08:05.920]  接著再去到駐棚節的時候
[00:08:05.920 --> 00:08:08.560]  也是一個歡樂的時候
[00:08:08.560 --> 00:08:13.120]  駐棚節完了之後他就說這月二十四日
[00:08:13.120 --> 00:08:16.080]  一個歡樂的時間完結的時候
[00:08:16.080 --> 00:08:18.240]  他們又再去罪責
[00:08:18.240 --> 00:08:22.640]  聖經形容他們是禁食 披麻蒙灰
[00:08:22.640 --> 00:08:25.840]  意思就是他們為了自己的罪孽
[00:08:25.840 --> 00:08:29.680]  在神的面前去審查自己
[00:08:29.680 --> 00:08:33.280]  他們在眾人的面前承認自己的罪
[00:08:33.280 --> 00:08:35.120]  特別聖經這樣形容
[00:08:35.120 --> 00:08:36.160]  第二節他這樣說
[00:08:36.160 --> 00:08:40.320]  以色列人的後裔與所有的外邦人分別出來
[00:08:40.320 --> 00:08:45.920]  站著承認自己的罪和祖先的罪孽
[00:08:45.920 --> 00:08:48.720]  當中其實雖然經過歡樂
[00:08:48.720 --> 00:08:51.920]  悲哀 駐棚節又再歡樂的時候
[00:08:51.920 --> 00:08:57.040]  但是他們心裏面似乎都是很責心的一件事
[00:08:57.040 --> 00:09:01.520]  就是他們一直以來所犯的罪
[00:09:01.520 --> 00:09:03.360]  甚至乎聖經形容他們說
[00:09:03.360 --> 00:09:08.240]  他們特別是與所有的外邦人分別出來
[00:09:08.240 --> 00:09:10.560]  意思其實再簡單一點說
[00:09:10.560 --> 00:09:15.360]  就是舊的聖經裏面常常說的分別為聖
[00:09:15.360 --> 00:09:18.560]  這是神呼召他們出來
[00:09:18.560 --> 00:09:22.880]  呼召以色列人在萬民萬邦中出來的
[00:09:22.880 --> 00:09:26.720]  裏面要分別為聖 歸他
[00:09:26.720 --> 00:09:32.480]  不可以沾污外邦裏面扮偶像的行為
[00:09:32.480 --> 00:09:34.160]  裏面有很多的罪孽
[00:09:34.160 --> 00:09:37.040]  但是當然 如果你熟悉舊的聖經
[00:09:37.040 --> 00:09:40.160]  或者尼希米記開始的時候
[00:09:40.160 --> 00:09:42.880]  就是他們因為犯罪被擄
[00:09:42.880 --> 00:09:46.080]  去到巴比倫 去到外邦
[00:09:46.080 --> 00:09:50.320]  今天他們願意謙卑求神赦免的時候
[00:09:50.320 --> 00:09:53.120]  神再將他們帶回來
[00:09:53.120 --> 00:09:55.840]  所以他們又回到原點
[00:09:55.840 --> 00:09:58.160]  很想回到神呼召他們
[00:09:58.160 --> 00:10:03.040]  那個分別為聖的生活
[00:10:03.040 --> 00:10:05.520]  基督徒與以色列人都相似
[00:10:05.520 --> 00:10:07.440]  神拯救我們出來
[00:10:07.440 --> 00:10:10.480]  都是那一個聖潔的生活
[00:10:10.480 --> 00:10:13.360]  不知道我們生活裏面
[00:10:13.360 --> 00:10:17.040]  是不是真的能夠分別出來
[00:10:17.040 --> 00:10:22.000]  去見證神的大能呢
[00:10:22.000 --> 00:10:25.680]  你問基督徒會不會犯罪
[00:10:25.680 --> 00:10:29.440]  其實我想不需要特別問
[00:10:29.440 --> 00:10:32.320]  你都知道我們都還會有犯罪
[00:10:32.320 --> 00:10:34.240]  但是我們是不是真的
[00:10:34.240 --> 00:10:37.760]  能夠過一個分別為聖的生活呢
[00:10:37.760 --> 00:10:40.080]  猶太人他們知道
[00:10:40.080 --> 00:10:42.480]  他們需要過一個分別為聖的生活
[00:10:42.480 --> 00:10:45.760]  需要從罪孽裏面去到脫離出來
[00:10:45.760 --> 00:10:47.120]  但是他們知道
[00:10:47.120 --> 00:10:49.360]  但是很少去改變
[00:10:49.360 --> 00:10:51.200]  他們知道不可以扮偶像
[00:10:51.200 --> 00:10:56.560]  但是他們卻常常落在扮偶像裏面
[00:10:56.560 --> 00:10:58.800]  今天我們這班族徒
[00:10:58.800 --> 00:11:00.640]  是不是都知道
[00:11:00.640 --> 00:11:04.080]  有時候我們不應該落在罪孽裏面
[00:11:04.080 --> 00:11:12.320]  但是卻常常在犯罪裏面
[00:11:12.320 --> 00:11:17.600]  有時候我自己都檢討自己
[00:11:17.600 --> 00:11:21.920]  能不能夠常常承認自己所犯的罪呢
[00:11:21.920 --> 00:11:23.040]  有時候都難的
[00:11:23.040 --> 00:11:24.880]  特別做傳道人
[00:11:24.880 --> 00:11:26.160]  跟弟兄姊妹說
[00:11:26.160 --> 00:11:32.080]  我昨天罵女兒罵得太狠
[00:11:32.080 --> 00:11:35.120]  心裏面都有些責心
[00:11:35.120 --> 00:11:37.680]  這個簡單
[00:11:37.680 --> 00:11:40.480]  但是最怕一個就是
[00:11:40.480 --> 00:11:42.400]  我以前都跟弟兄姊妹分享過
[00:11:42.400 --> 00:11:44.080]  我最怕的就是
[00:11:44.080 --> 00:11:45.920]  上到天堂的時候
[00:11:45.920 --> 00:11:49.760]  在耶穌的審判台前
[00:11:49.760 --> 00:11:52.880]  耶穌問我有什麼罪
[00:11:52.880 --> 00:11:55.680]  其實我都可以的
[00:11:55.680 --> 00:11:58.720]  誰知道在某某處有個弟兄姊妹起來
[00:11:58.720 --> 00:12:01.280]  她那時候這樣對我
[00:12:01.280 --> 00:12:03.920]  傷害了我弱小的心靈
[00:12:03.920 --> 00:12:06.240]  接著我就覺得
[00:12:06.240 --> 00:12:11.040]  真是大事不妙了
[00:12:11.040 --> 00:12:13.440]  人就算是傳道人
[00:12:13.440 --> 00:12:17.440]  都要有犯罪做錯事的時候
[00:12:17.440 --> 00:12:21.120]  我覺得這個都是人性
[00:12:21.120 --> 00:12:26.080]  但是我們能不能夠回到神的裏面
[00:12:26.080 --> 00:12:28.480]  去承認自己的罪呢
[00:12:28.480 --> 00:12:30.960]  以色列人知道自己的罪孽
[00:12:30.960 --> 00:12:33.760]  所以他們回到神的面前
[00:12:33.760 --> 00:12:35.440]  去分別出來
[00:12:35.440 --> 00:12:39.680]  去承認自己的罪
[00:12:39.680 --> 00:12:41.200]  知錯能改
[00:12:41.200 --> 00:12:42.640]  神必定會赦免
[00:12:42.640 --> 00:12:43.680]  但問題是
[00:12:43.680 --> 00:12:47.520]  我們是不是一個知錯能改的人呢
[00:12:47.520 --> 00:12:52.160]  在聖經裏面最好的大衛
[00:12:52.160 --> 00:12:54.800]  他都有犯錯的時候
[00:12:54.800 --> 00:12:58.800]  你有沒有印象大衛犯過什麼錯
[00:12:58.800 --> 00:13:00.800]  他犯過姦淫
[00:13:00.800 --> 00:13:02.640]  姦淫之後
[00:13:02.640 --> 00:13:05.120]  殺了人老公
[00:13:05.120 --> 00:13:07.920]  他姦淫殺人
[00:13:07.920 --> 00:13:11.680]  但是聖經裏面怎樣稱呼大衛
[00:13:11.680 --> 00:13:16.000]  他說他是一個合神心意的人
[00:13:16.000 --> 00:13:20.000]  我想最重要不是我們有沒有做錯
[00:13:20.000 --> 00:13:21.680]  有沒有犯罪
[00:13:21.680 --> 00:13:25.440]  而是能夠知錯能改
[00:13:25.440 --> 00:13:29.200]  所以當他搶了巴士巴
[00:13:29.200 --> 00:13:31.840]  殺了烏尼亞
[00:13:31.840 --> 00:13:33.280]  之後其實他
[00:13:33.280 --> 00:13:35.440]  我想他心裏面都知道有錯
[00:13:35.440 --> 00:13:38.240]  但是可能因為面子問題
[00:13:38.240 --> 00:13:40.240]  一個皇帝要承認自己有罪
[00:13:40.240 --> 00:13:42.240]  殺了人犯了姦淫
[00:13:42.240 --> 00:13:44.240]  其實都很困難
[00:13:44.240 --> 00:13:48.880]  但是當先知拿丹去到他面前的時候
[00:13:48.880 --> 00:13:50.880]  他用了一個小小的比喻
[00:13:50.880 --> 00:13:55.600]  講到一個大戶搶了一個窮等人家的小羊
[00:13:55.600 --> 00:13:57.600]  去到現行
[00:13:57.600 --> 00:14:00.240]  然後講完之後拿丹就說
[00:14:00.240 --> 00:14:05.760]  那個搶羊的大戶就是你
[00:14:05.760 --> 00:14:10.160]  記不記得大衛怎樣回應拿丹先知的責備
[00:14:10.160 --> 00:14:12.160]  他這樣說
[00:14:12.160 --> 00:14:14.160]  他說我得罪了耶和華
[00:14:14.160 --> 00:14:17.200]  只是很簡單一句
[00:14:17.200 --> 00:14:23.280]  其實不是我主動的
[00:14:23.280 --> 00:14:27.360]  是別人洗澡的時候勾引到我
[00:14:27.360 --> 00:14:30.880]  那個人自己自投羅網
[00:14:30.880 --> 00:14:34.080]  不是很多的辯駁
[00:14:34.080 --> 00:14:38.560]  而是他在神的面前承認自己犯罪
[00:14:38.560 --> 00:14:42.560]  另外如果你有印象
[00:14:42.560 --> 00:14:46.560]  另外一次大衛在撒姆爾的24章裏面
[00:14:46.560 --> 00:14:50.560]  他很想知道自己的王國有多龐大
[00:14:50.560 --> 00:14:54.560]  他就去數點民數
[00:14:54.560 --> 00:14:58.560]  後來看到他那種驕傲
[00:14:58.560 --> 00:15:00.560]  在城市裏面就一個瘟疫
[00:15:00.560 --> 00:15:02.560]  他講了一句話
[00:15:02.560 --> 00:15:06.560]  他說我寧願落在耶和華的手裏
[00:15:06.560 --> 00:15:08.560]  因為他有豐盛的憐憫
[00:15:08.560 --> 00:15:12.560]  我不願意落在人的手裏
[00:15:12.560 --> 00:15:18.560]  大衛王有犯罪有姦淫有驕傲的時候
[00:15:18.560 --> 00:15:22.560]  但當先知一出來去指責他的時候
[00:15:22.560 --> 00:15:26.560]  他就承認我犯了罪我行了惡
[00:15:26.560 --> 00:15:30.560]  他就承認自己所犯的罪孽
[00:15:30.560 --> 00:15:34.560]  今天不知道我們每一個人
[00:15:34.560 --> 00:15:38.560]  多不多在神的面前去審查自己
[00:15:38.560 --> 00:15:42.560]  以前教會每個禮拜都有聖餐
[00:15:42.560 --> 00:15:44.560]  我們叫做抹餅
[00:15:44.560 --> 00:15:48.560]  通常抹餅之前都有少許時間
[00:15:48.560 --> 00:15:52.560]  去審查自己是不是在罪孽裏面
[00:15:52.560 --> 00:15:54.560]  因為如果在罪孽裏面
[00:15:54.560 --> 00:15:58.560]  你吃個餅喝個杯的時候
[00:15:58.560 --> 00:16:00.560]  就如同吃喝自己的罪
[00:16:00.560 --> 00:16:03.560]  好像每個禮拜最少有一個時刻
[00:16:03.560 --> 00:16:08.560]  去審查自己
[00:16:08.560 --> 00:16:11.560]  不知道今天
[00:16:11.560 --> 00:16:15.560]  或者我們基督徒的生活過得多的時候
[00:16:15.560 --> 00:16:19.560]  多不多去審查自己的罪呢
[00:16:19.560 --> 00:16:22.560]  以色列人再一次聚集的時候
[00:16:22.560 --> 00:16:24.560]  他們承認自己所犯的罪孽
[00:16:24.560 --> 00:16:30.560]  他們在那裏去聽一班利美人去教他們律法
[00:16:30.560 --> 00:16:34.560]  讓他們知道自己的罪也能夠敬拜神
[00:16:34.560 --> 00:16:36.560]  第三節這樣說
[00:16:36.560 --> 00:16:38.560]  那一天的四分之一
[00:16:38.560 --> 00:16:40.560]  他們站在自己的地方念耶和華
[00:16:40.560 --> 00:16:44.560]  他們神的律法書
[00:16:44.560 --> 00:16:46.560]  又在那一天的四分之一
[00:16:46.560 --> 00:16:47.560]  承認自己的罪
[00:16:47.560 --> 00:16:51.560]  敬拜耶和華他們的神
[00:16:51.560 --> 00:16:53.560]  四分之一
[00:16:53.560 --> 00:16:57.560]  如果用當時的歷史時間去計算
[00:16:57.560 --> 00:16:59.560]  四分之一大概是三個小時
[00:16:59.560 --> 00:17:01.560]  因為當時猶太人
[00:17:01.560 --> 00:17:07.560]  將白天的時間分開做四個段落
[00:17:07.560 --> 00:17:10.560]  每個段落就是大概三小時的時間
[00:17:10.560 --> 00:17:15.560]  所以你看到當他們願意一起去認罪的時候
[00:17:15.560 --> 00:17:19.560]  他們用了三個小時去承認自己的罪
[00:17:19.560 --> 00:17:24.560]  也都用了三個小時去讚美神
[00:17:24.560 --> 00:17:33.560]  在裏面用了很多的時間去重新思想神的救恩
[00:17:33.560 --> 00:17:37.560]  他們用了三個小時去承認自己的罪
[00:17:37.560 --> 00:17:41.560]  三個小時去敬拜
[00:17:41.560 --> 00:17:45.560]  用了三個小時念律法書
[00:17:45.560 --> 00:17:49.560]  再用了三個小時去承認自己的罪孽
[00:17:49.560 --> 00:17:53.560]  在裏面他們用了很多時間反覆去思想
[00:17:53.560 --> 00:17:57.560]  今天我們是不是真的願意花時間
[00:17:57.560 --> 00:18:01.560]  在神的面前去審查自己呢
[00:18:01.560 --> 00:18:03.560]  不單止他們花時間
[00:18:03.560 --> 00:18:05.560]  而且還有一班利美人
[00:18:05.560 --> 00:18:08.560]  一班老師去教導他們
[00:18:08.560 --> 00:18:11.560]  這班利美人分開做兩批
[00:18:11.560 --> 00:18:12.560]  每批有八個
[00:18:12.560 --> 00:18:15.560]  你發現有五個名字是相同的
[00:18:15.560 --> 00:18:20.560]  第一批是帶領大家一起去承認自己的罪孽
[00:18:20.560 --> 00:18:24.560]  第二批就帶領大家一起去歌頌神
[00:18:24.560 --> 00:18:26.560]  你會發現在尼希米記裏面
[00:18:26.560 --> 00:18:29.560]  這班利美人經常出現
[00:18:29.560 --> 00:18:34.560]  耶穌、巴尼、士利比、荷蒂亞
[00:18:34.560 --> 00:18:36.560]  在八章的時候都曾經出現
[00:18:36.560 --> 00:18:38.560]  去教導以色列民
[00:18:38.560 --> 00:18:40.560]  去到十章的時候
[00:18:40.560 --> 00:18:47.560]  這幾個領袖都同樣帶領著以色列人一起去立約
[00:18:47.560 --> 00:18:50.560]  我相信當時一班以色列人
[00:18:50.560 --> 00:18:53.560]  很想在神的面前去承認自己的罪孽
[00:18:53.560 --> 00:19:00.560]  同樣也很需要一班教師去教導以色列人
[00:19:00.560 --> 00:19:03.560]  原來神的準則是什麼
[00:19:03.560 --> 00:19:05.560]  我相信一路去講的時候
[00:19:05.560 --> 00:19:07.560]  他們更加深去發現
[00:19:07.560 --> 00:19:12.560]  原來自己的祖先自己都陷在罪裏面
[00:19:12.560 --> 00:19:15.560]  承認自己的罪已經是不容易
[00:19:15.560 --> 00:19:19.560]  還要再去講自己祖先的罪孽
[00:19:19.560 --> 00:19:24.560]  相信這班利美人幫助了這班以色列人不少
[00:19:24.560 --> 00:19:26.560]  也教導引導他們
[00:19:26.560 --> 00:19:29.560]  讓他們知道怎樣去悔改
[00:19:29.560 --> 00:19:32.560]  我自己的信仰人生裏面
[00:19:32.560 --> 00:19:36.560]  我覺得很多時候都有很好的導師在我身邊
[00:19:36.560 --> 00:19:39.560]  最深刻 我也最享受的就是
[00:19:39.560 --> 00:19:45.560]  每年會花五日四夜去到一個領會裏面
[00:19:45.560 --> 00:19:51.560]  去想想自己這一年裏面成長的情況有沒有犯罪
[00:19:51.560 --> 00:19:55.560]  我應該也有分享過
[00:19:55.560 --> 00:19:57.560]  最深刻就是少年團的時候
[00:19:57.560 --> 00:19:59.560]  被導師去罵
[00:19:59.560 --> 00:20:05.560]  他說麥秋爾國下令已完 你們還沒得救
[00:20:05.560 --> 00:20:10.560]  其實就是因為我們這班年輕人太頑皮
[00:20:10.560 --> 00:20:12.560]  我好像也有說過
[00:20:12.560 --> 00:20:15.560]  在下令會裏面當生活營那樣
[00:20:15.560 --> 00:20:22.560]  玩到廁所那些男廁的門都踢爛了
[00:20:22.560 --> 00:20:25.560]  他就很嚴厲地跟我們說
[00:20:25.560 --> 00:20:28.560]  進來下令會不是讓你們這班
[00:20:28.560 --> 00:20:30.560]  難聽一點說
[00:20:30.560 --> 00:20:33.560]  你們這班死小子在這裏玩
[00:20:33.560 --> 00:20:35.560]  你真的要在神的面前
[00:20:35.560 --> 00:20:37.560]  去想清楚你自己是不是得救
[00:20:37.560 --> 00:20:40.560]  所以他引用了耶利米書裏面
[00:20:40.560 --> 00:20:43.560]  他說下令已完 你們還沒得救
[00:20:43.560 --> 00:20:45.560]  整個令會都完了
[00:20:45.560 --> 00:20:50.560]  你們這班死小子都還沒搞定
[00:20:50.560 --> 00:20:53.560]  所以後來其實
[00:20:53.560 --> 00:20:56.560]  當然了 被人罵就不開心了
[00:20:56.560 --> 00:21:01.560]  那一天我們大概十幾個年輕青年人
[00:21:01.560 --> 00:21:03.560]  頭發抖
[00:21:03.560 --> 00:21:09.560]  其實應該他還要在禮堂的接待處罵我們
[00:21:09.560 --> 00:21:14.560]  所以其實應該全間教會都知道
[00:21:14.560 --> 00:21:16.560]  很灰心
[00:21:16.560 --> 00:21:20.560]  但是他們這樣去罵
[00:21:20.560 --> 00:21:22.560]  不是 導師這樣去罵
[00:21:22.560 --> 00:21:24.560]  就是罵醒了我們
[00:21:24.560 --> 00:21:28.560]  所以接下來每一次去下令會
[00:21:28.560 --> 00:21:33.560]  或者一些要認罪嚴肅的聚會的時候
[00:21:33.560 --> 00:21:36.560]  我們就乖乖地坐在這裏
[00:21:36.560 --> 00:21:39.560]  去讀聖經 去祈禱
[00:21:39.560 --> 00:21:43.560]  雖然有時候你看到都是那些矮咬
[00:21:43.560 --> 00:21:46.560]  坐在這裏左一下右一下
[00:21:46.560 --> 00:21:49.560]  一分鐘裏面動十幾下
[00:21:49.560 --> 00:21:55.560]  但是真的坐著去想一下
[00:21:55.560 --> 00:21:59.560]  自己有沒有什麼得罪神的地方
[00:21:59.560 --> 00:22:01.560]  聖經有沒有什麼說話
[00:22:01.560 --> 00:22:06.560]  要我們去更新自己
[00:22:06.560 --> 00:22:08.560]  去改變自己
[00:22:08.560 --> 00:22:11.560]  我覺得現在香港人
[00:22:11.560 --> 00:22:13.560]  或者我自己都覺得的
[00:22:13.560 --> 00:22:15.560]  我自己都是
[00:22:15.560 --> 00:22:17.560]  時間很匆忙
[00:22:17.560 --> 00:22:21.560]  是不是真的願意花時間安靜下來
[00:22:21.560 --> 00:22:22.560]  在神的面前
[00:22:22.560 --> 00:22:25.560]  不要說像他們三個小時坐在這裏
[00:22:25.560 --> 00:22:27.560]  去讀律法書 讀聖經
