
[00:00:00.000 --> 00:00:04.000]  有一間教會很窮
[00:02:31.000 --> 00:02:35.000]  是慈善的工作
[00:02:35.000 --> 00:02:39.000]  今天我們經常說奉獻聖功
[00:02:39.000 --> 00:02:41.000]  發展聖功
[00:02:41.000 --> 00:02:45.000]  但是從早期的教會開始
[00:02:45.000 --> 00:02:48.000]  奉獻是為了慈慰的工作
[00:02:48.000 --> 00:02:53.000]  也就是說要去幫那些貧窮的人
[00:02:53.000 --> 00:02:56.000]  幫助那些經濟有需要的人
[00:02:56.000 --> 00:02:58.000]  是那些生活覺得不行的人
[00:02:58.000 --> 00:03:02.000]  我們教會就收集這些奉獻去幫助他們
[00:03:02.000 --> 00:03:05.000]  這個就是奉獻的意義
[00:03:05.000 --> 00:03:08.000]  聖經也是這樣說的
[00:03:08.000 --> 00:03:11.000]  在第六節 在第十節
[00:03:11.000 --> 00:03:13.000]  他明明是這樣說的
[00:03:13.000 --> 00:03:17.000]  他說我勸提多既然他在初次探望你們的時候
[00:03:17.000 --> 00:03:23.000]  開辦這件信徒的慈善工作
[00:03:23.000 --> 00:03:28.000]  教會的奉獻不是給教會自己用的
[00:03:28.000 --> 00:03:32.000]  是要去幫助那些有需要的人
[00:03:32.000 --> 00:03:34.000]  在第十節
[00:03:34.000 --> 00:03:39.000]  他說一年前你們開辦了這個慈善的工作
[00:03:39.000 --> 00:03:42.000]  現在就應該把它完成
[00:03:42.000 --> 00:03:45.000]  這間有錢的教會 哥倫多的教會
[00:03:45.000 --> 00:03:48.000]  他也願意去辦這個慈善的工作
[00:03:48.000 --> 00:03:53.000]  開始了 不過沒有完成
[00:03:53.000 --> 00:03:57.000]  保羅再一次地去肯定
[00:03:57.000 --> 00:04:01.000]  教會所收到的奉獻
[00:04:01.000 --> 00:04:04.000]  就是這套慈善的工作
[00:04:04.000 --> 00:04:09.000]  在主後140年
[00:04:09.000 --> 00:04:14.000]  即是耶穌三十歲出來傳道
[00:04:14.000 --> 00:04:17.000]  然後受死 主後三十年
[00:04:17.000 --> 00:04:22.000]  主後140年就是老約翰死了之後
[00:04:22.000 --> 00:04:25.000]  老約翰大概是九十年死
[00:04:25.000 --> 00:04:27.000]  教會開始建立
[00:04:27.000 --> 00:04:30.000]  在主後140年的時候
[00:04:30.000 --> 00:04:33.000]  有一個教父
[00:04:33.000 --> 00:04:37.000]  他名叫Justin 尤斯汀
[00:04:37.000 --> 00:04:40.000]  他寫了幾封書信
[00:04:40.000 --> 00:04:44.000]  給當時的外教皇帝
[00:04:44.000 --> 00:04:47.000]  跟他們說其實我們基督教
[00:04:47.000 --> 00:04:49.000]  並不是一個異端
[00:04:49.000 --> 00:04:52.000]  他將基督教崇拜的內容
[00:04:52.000 --> 00:04:56.000]  基督教的信仰寫給外邦的皇帝
[00:04:56.000 --> 00:04:58.000]  來分享
[00:04:58.000 --> 00:05:02.000]  這個被稱為第一護教的作品裏
[00:05:02.000 --> 00:05:07.000]  他描述了當時在主後140年的時候
[00:05:07.000 --> 00:05:11.000]  教會崇拜的情況
[00:05:11.000 --> 00:05:15.000]  其中講到奉獻
[00:05:15.000 --> 00:05:18.000]  他說在教會聚會的時候
[00:05:18.000 --> 00:05:24.000]  我們會去收集教會的奉獻
[00:05:24.000 --> 00:05:29.000]  當時教會的奉獻不一定是奉獻錢
[00:05:29.000 --> 00:05:37.000]  就是收集一些衣物 食物等等
[00:05:37.000 --> 00:05:42.000]  然後在崇拜聚會完結之後
[00:05:42.000 --> 00:05:48.000]  那些教會的傳道人 長老
[00:05:48.000 --> 00:05:50.000]  和教會弟兄姊妹
[00:05:50.000 --> 00:05:54.000]  將那些物資帶到一些有需要的家庭
[00:05:54.000 --> 00:05:57.000]  去供應他們的需要
[00:05:57.000 --> 00:05:59.000]  他們不夠食 拿些食物給他們
[00:05:59.000 --> 00:06:06.000]  他們不夠衣服穿 拿些衣服給他們
[00:06:06.000 --> 00:06:14.000]  奉獻是甚麼 奉獻是慈慰的工作
[00:06:14.000 --> 00:06:19.000]  是要幫助那些有需要的人
[00:06:19.000 --> 00:06:23.000]  第二 奉獻是甚麼
[00:06:23.000 --> 00:06:34.000]  奉獻是甘心樂意
[00:06:34.000 --> 00:06:39.000]  千萬不要勉強
[00:06:39.000 --> 00:06:43.000]  在美國有些教會
[00:06:43.000 --> 00:06:47.000]  他們在崇拜裏面收奉獻的時候
[00:06:47.000 --> 00:06:52.000]  他們是用一個籃子
[00:06:52.000 --> 00:06:55.000]  這個籃子是一個盤子
[00:06:55.000 --> 00:06:57.000]  不是一個袋子
[00:06:57.000 --> 00:06:59.000]  你傳過去的時候
[00:06:59.000 --> 00:07:07.000]  我放一千元 你們又會見到
[00:07:07.000 --> 00:07:11.000]  我放十元 你們又會見到
[00:07:11.000 --> 00:07:14.000]  我不知道這個傳統是怎樣
[00:07:14.000 --> 00:07:17.000]  我們現在放在袋子裏面
[00:07:17.000 --> 00:07:19.000]  你放二十元 我們又不知道
[00:07:19.000 --> 00:07:23.000]  你放一百元 我們又不知道
[00:07:23.000 --> 00:07:25.000]  其實無論知道還是不知道
[00:07:25.000 --> 00:07:28.000]  是不需要去比較
[00:07:28.000 --> 00:07:33.000]  因為你甘心樂意去放那十元
[00:07:33.000 --> 00:07:35.000]  這個就是最好的奉獻
[00:07:35.000 --> 00:07:38.000]  你不甘心放那一百元
[00:07:38.000 --> 00:07:40.000]  這個就是最不好的奉獻
[00:07:40.000 --> 00:07:42.000]  在聖經裏面是這樣說的
[00:07:42.000 --> 00:07:45.000]  在當時那些教會頂子妹
[00:07:45.000 --> 00:07:50.000]  他們是非常甘心樂意主動去奉獻
[00:07:50.000 --> 00:07:52.000]  我怎知道呢
[00:07:52.000 --> 00:07:54.000]  因為聖經這樣說
[00:07:54.000 --> 00:07:56.000]  他們雖然遭遇患難
[00:07:56.000 --> 00:07:58.000]  受盡熬煉
[00:07:58.000 --> 00:08:02.000]  但是心裏面卻是非常有喜樂
[00:08:02.000 --> 00:08:05.000]  他們雖然極度貧窮
[00:08:05.000 --> 00:08:08.000]  他不是普通貧窮
[00:08:08.000 --> 00:08:12.000]  是極度貧窮
[00:08:12.000 --> 00:08:23.000]  但是仍然願意顯出樂意去奉獻的美德
[00:08:23.000 --> 00:08:25.000]  我不夠錢花
[00:08:25.000 --> 00:08:28.000]  我一定會先照顧自己
[00:08:28.000 --> 00:08:30.000]  但是我仍然因為我不夠錢花
[00:08:30.000 --> 00:08:35.000]  但我仍然要關心那些比我更加窮的人的需要
[00:08:35.000 --> 00:08:37.000]  所以我要奉獻
[00:08:37.000 --> 00:08:39.000]  這個是樂意
[00:08:39.000 --> 00:08:40.000]  第三節
[00:08:40.000 --> 00:08:41.000]  保羅說
[00:08:41.000 --> 00:08:47.000]  我可以證明他們是甘心樂意的
[00:08:47.000 --> 00:08:49.000]  保羅他有資格說這句話
[00:08:49.000 --> 00:08:51.000]  因為他周遊列國
[00:08:51.000 --> 00:08:53.000]  去了不同地方的教會
[00:08:53.000 --> 00:08:56.000]  他知道他們的情況
[00:08:56.000 --> 00:08:57.000]  還有
[00:08:57.000 --> 00:09:00.000]  保羅知道他們貧窮
[00:09:00.000 --> 00:09:02.000]  勸他們不要奉獻
[00:09:02.000 --> 00:09:07.000]  他們三番四次的請求我們
[00:09:07.000 --> 00:09:15.000]  准許他們在資助聖徒的責任上也有一份
[00:09:15.000 --> 00:09:19.000]  保羅知道他們是非常窮
[00:09:19.000 --> 00:09:22.000]  你們不要再奉獻了
[00:09:22.000 --> 00:09:24.000]  你先照顧好自己吧
[00:09:24.000 --> 00:09:26.000]  但是這班的信徒
[00:09:26.000 --> 00:09:28.000]  他請求保羅
[00:09:28.000 --> 00:09:29.000]  求求保羅
[00:09:29.000 --> 00:09:31.000]  可不可以讓我去參與一下
[00:09:31.000 --> 00:09:33.000]  就算是一分我都想要
[00:09:33.000 --> 00:09:35.000]  去奉獻
[00:09:35.000 --> 00:09:43.000]  奉獻是什麼?
[00:09:43.000 --> 00:09:45.000]  是甘心樂意
[00:09:45.000 --> 00:09:47.000]  是甘心
[00:09:47.000 --> 00:09:49.000]  是樂意
[00:09:49.000 --> 00:09:52.000]  我們教會
[00:09:52.000 --> 00:09:54.000]  一三年裝修好
[00:09:54.000 --> 00:09:56.000]  用了七百萬
[00:09:56.000 --> 00:10:00.000]  我們教會每年
[00:10:00.000 --> 00:10:02.000]  去運作
[00:10:02.000 --> 00:10:04.000]  這些公開的不怕財政
[00:10:04.000 --> 00:10:07.000]  每年大概三百萬運作
[00:10:07.000 --> 00:10:11.000]  七百萬
[00:10:11.000 --> 00:10:12.000]  就是等於
[00:10:12.000 --> 00:10:14.000]  我們除了我們每個月
[00:10:14.000 --> 00:10:16.000]  我們自己要去給之外
[00:10:16.000 --> 00:10:18.000]  我們還要多給
[00:10:18.000 --> 00:10:20.000]  七百萬出來
[00:10:20.000 --> 00:10:24.000]  就是多給兩倍三倍我們的奉獻
[00:10:24.000 --> 00:10:27.000]  我們哪有這麼多錢呢?
[00:10:28.000 --> 00:10:31.000]  哪有這麼多錢可以給出來奉獻呢?
[00:10:31.000 --> 00:10:36.000]  我們有時候
[00:10:36.000 --> 00:10:38.000]  在平時
[00:10:38.000 --> 00:10:40.000]  禮拜一至到禮拜五的時候
[00:10:40.000 --> 00:10:42.000]  有弟兄姊妹
[00:10:42.000 --> 00:10:44.000]  特別在裝修的時候
[00:10:44.000 --> 00:10:46.000]  他們要拿錢來奉獻
[00:10:46.000 --> 00:10:48.000]  有些長者
[00:10:48.000 --> 00:10:50.000]  拿錢來奉獻
[00:10:50.000 --> 00:10:52.000]  他們奉獻的時候
[00:10:52.000 --> 00:10:54.000]  是很不好意思的
[00:10:54.000 --> 00:10:55.000]  拿了
[00:10:55.000 --> 00:10:58.000]  在牧師那裡只有四萬元
[00:10:58.000 --> 00:11:00.000]  他說我暫時只有這麼多
[00:11:00.000 --> 00:11:02.000]  我遲些有我會再奉獻的
[00:11:02.000 --> 00:11:08.000]  我說你自己夠不夠用?
[00:11:08.000 --> 00:11:10.000]  錢當然不是我收的
[00:11:10.000 --> 00:11:12.000]  我收了
[00:11:12.000 --> 00:11:14.000]  我說你錢不要交給我
[00:11:14.000 --> 00:11:17.000]  你叫你的家人
[00:11:17.000 --> 00:11:18.000]  你叫你的女兒
[00:11:18.000 --> 00:11:20.000]  叫你的兒子
[00:11:20.000 --> 00:11:22.000]  拿來
[00:11:22.000 --> 00:11:24.000]  我有收過
[00:11:24.000 --> 00:11:26.000]  他拿了十多萬
[00:11:26.000 --> 00:11:28.000]  來奉獻給裝修
[00:11:28.000 --> 00:11:32.000]  是很開心的
[00:11:32.000 --> 00:11:34.000]  我已經預了這些錢
[00:11:34.000 --> 00:11:36.000]  來奉獻的了
[00:11:36.000 --> 00:11:41.000]  是不能勉強
[00:11:41.000 --> 00:11:43.000]  完全是甘心樂意
[00:11:43.000 --> 00:11:47.000]  所以如果你剛剛來教會聚會
[00:11:47.000 --> 00:11:49.000]  你信了主不是很久
[00:11:49.000 --> 00:11:51.000]  你見每個人都有奉獻
[00:11:51.000 --> 00:11:54.000]  你要知道
[00:11:54.000 --> 00:11:56.000]  這裡不是添香油
[00:11:56.000 --> 00:12:03.000]  奉獻是因為神給我們的感動
[00:12:03.000 --> 00:12:05.000]  所以我們是甘心樂意
[00:12:05.000 --> 00:12:07.000]  上個星期
[00:12:07.000 --> 00:12:11.000]  有一個新來我們教會很久的弟兄
[00:12:11.000 --> 00:12:13.000]  他問我
[00:12:13.000 --> 00:12:16.000]  我怎樣才可以拿到一個奉獻封
[00:12:16.000 --> 00:12:18.000]  可以奉獻給教會呢?
[00:12:19.000 --> 00:12:21.000]  是甘心樂意
[00:12:21.000 --> 00:12:22.000]  他問到我
[00:12:22.000 --> 00:12:24.000]  我就告訴他
[00:12:24.000 --> 00:12:27.000]  第三
[00:12:27.000 --> 00:12:30.000]  奉獻是什麼呢?
[00:12:30.000 --> 00:12:34.000]  奉獻是盡了力量
[00:12:34.000 --> 00:12:37.000]  其實聖經說
[00:12:37.000 --> 00:12:40.000]  不單是盡了力量
[00:12:40.000 --> 00:12:43.000]  而是超過自己的力量
[00:12:43.000 --> 00:12:47.000]  奉獻是盡了力量
[00:12:47.000 --> 00:12:48.000]  又超過自己的力量
[00:12:48.000 --> 00:12:50.000]  意思是什麼呢?
[00:12:50.000 --> 00:12:54.000]  奉獻本身就是一個犧牲
[00:12:54.000 --> 00:12:58.000]  奉獻是一個犧牲
[00:12:58.000 --> 00:13:07.000]  我是犧牲了我生活上的一些
[00:13:07.000 --> 00:13:08.000]  我的享受
[00:13:08.000 --> 00:13:11.000]  而將我的錢奉獻了出來
[00:13:11.000 --> 00:13:14.000]  這是一個犧牲
[00:13:14.000 --> 00:13:16.000]  所以
[00:13:17.000 --> 00:13:19.000]  保羅說
[00:13:19.000 --> 00:13:21.000]  他們是盡了力量
[00:13:21.000 --> 00:13:24.000]  還是超過自己的力量
[00:13:24.000 --> 00:13:26.000]  在第十一節
[00:13:26.000 --> 00:13:29.000]  你們既然有心要去奉獻
[00:13:29.000 --> 00:13:31.000]  就應該盡力
[00:13:31.000 --> 00:13:33.000]  貫徹始終
[00:13:33.000 --> 00:13:37.000]  我們只是要誠心盡力去做
[00:13:37.000 --> 00:13:39.000]  上帝必定預立
[00:13:39.000 --> 00:13:41.000]  他不會強求人
[00:13:41.000 --> 00:13:44.000]  做能力範圍以外的事
[00:13:48.000 --> 00:13:53.000]  奉獻是一個犧牲
[00:13:53.000 --> 00:13:57.000]  有時候我都會想
[00:13:57.000 --> 00:14:01.000]  當我的手提電腦
[00:14:01.000 --> 00:14:02.000]  有點彎的時候
[00:14:02.000 --> 00:14:04.000]  我想買一部手提電腦
[00:14:04.000 --> 00:14:09.000]  我說什麼呢?
[00:14:09.000 --> 00:14:10.000]  我想買一部手提電腦
[00:14:10.000 --> 00:14:11.000]  是不是?
[00:14:11.000 --> 00:14:14.000]  我發覺到
[00:14:14.000 --> 00:14:17.000]  其實我每個月奉獻的錢
[00:14:17.000 --> 00:14:19.000]  我一年都可以買到
[00:14:19.000 --> 00:14:21.000]  很多部電腦
[00:14:21.000 --> 00:14:22.000]  不是很多部
[00:14:22.000 --> 00:14:23.000]  只是幾部
[00:14:23.000 --> 00:14:27.000]  我都可以買到好幾部手提電腦
[00:14:27.000 --> 00:14:29.000]  不過我沒有
[00:14:29.000 --> 00:14:31.000]  我將我的錢奉獻了
[00:14:31.000 --> 00:14:35.000]  這是一個犧牲
[00:14:35.000 --> 00:14:38.000]  事實上這是一個犧牲
[00:14:38.000 --> 00:14:42.000]  與其說這是一個犧牲
[00:14:42.000 --> 00:14:50.000]  不如說這是一個敬拜場合的憲制
[00:14:50.000 --> 00:14:56.000]  現在我們在崇拜裡
[00:14:56.000 --> 00:14:58.000]  我們用了一個儀式
[00:14:58.000 --> 00:15:02.000]  有人將奉獻袋拿到你面前
[00:15:02.000 --> 00:15:05.000]  你就將錢放在奉獻袋裡
[00:15:05.000 --> 00:15:07.000]  這個動作
[00:15:07.000 --> 00:15:09.000]  就是表達你在敬拜當中
[00:15:09.000 --> 00:15:12.000]  我願意將我的身心靈
[00:15:12.000 --> 00:15:14.000]  透過這些金錢去表達
[00:15:14.000 --> 00:15:17.000]  我願意將我的一生奉獻給你
[00:15:17.000 --> 00:15:20.000]  但在教會
[00:15:20.000 --> 00:15:23.000]  在舊約的敬拜的時候
[00:15:23.000 --> 00:15:25.000]  那些百姓
[00:15:25.000 --> 00:15:28.000]  他們是帶著一些動物
[00:15:28.000 --> 00:15:30.000]  來奉獻給神的
[00:15:30.000 --> 00:15:34.000]  是不是在自己家裡
[00:15:34.000 --> 00:15:39.000]  隨便找一隻又瘦又病的羊
[00:15:39.000 --> 00:15:42.000]  或者那隻又跛的牛
[00:15:42.000 --> 00:15:44.000]  既然都是不能吃的
[00:15:44.000 --> 00:15:46.000]  既然都是病的
[00:15:46.000 --> 00:15:49.000]  不如我拿來奉獻給神
[00:15:49.000 --> 00:15:50.000]  是不是這樣呢
[00:15:50.000 --> 00:15:51.000]  不是
[00:15:51.000 --> 00:15:54.000]  是盡了力量
[00:15:54.000 --> 00:15:56.000]  超過力量
[00:15:56.000 --> 00:15:58.000]  聖經是有這樣的規定
[00:15:58.000 --> 00:16:00.000]  你要麼就不要奉獻
[00:16:00.000 --> 00:16:02.000]  如果你要拿羊拿牛
[00:16:02.000 --> 00:16:05.000]  你要拿頭生的
[00:16:05.000 --> 00:16:08.000]  是最好最健康的那隻
[00:16:08.000 --> 00:16:10.000]  是沒有殘疾的
[00:16:10.000 --> 00:16:12.000]  是沒有疾病的
[00:16:12.000 --> 00:16:15.000]  你是很想宰牠來吃的
[00:16:15.000 --> 00:16:17.000]  但我不宰這隻來吃
[00:16:17.000 --> 00:16:20.000]  我將這隻奉獻給神
[00:16:20.000 --> 00:16:22.000]  這個就叫盡了力量
[00:16:22.000 --> 00:16:24.000]  上個星期
[00:16:24.000 --> 00:16:27.000]  我去下面一家麵包店買麵包
[00:16:27.000 --> 00:16:29.000]  我不說那一家了
[00:16:33.000 --> 00:16:35.000]  有好幾家的
[00:16:35.000 --> 00:16:39.000]  我給了一張20元紙去買麵包
[00:16:39.000 --> 00:16:40.000]  8.5元
[00:16:40.000 --> 00:16:42.000]  他說
[00:16:42.000 --> 00:16:44.000]  可不可以給我另一張
[00:16:44.000 --> 00:16:46.000]  這一張很骯髒我不收
[00:16:46.000 --> 00:16:51.000]  真的很激氣
[00:16:51.000 --> 00:16:52.000]  錢來的
[00:16:52.000 --> 00:16:54.000]  為什麼鹽錢腥
[00:16:54.000 --> 00:16:57.000]  沒辦法他不收
[00:16:57.000 --> 00:17:02.000]  我就拿另一張20元紙給他
[00:17:02.000 --> 00:17:04.000]  去買麵包
[00:17:04.000 --> 00:17:08.000]  那張的錢也很骯髒
[00:17:08.000 --> 00:17:13.000]  我們會不會將這麼骯髒的錢奉獻
[00:17:13.000 --> 00:17:14.000]  放在奉獻袋裡
[00:17:14.000 --> 00:17:15.000]  這是我即時的
[00:17:15.000 --> 00:17:18.000]  我自己的屬靈的反省
[00:17:18.000 --> 00:17:21.000]  我想我不會
[00:17:21.000 --> 00:17:24.000]  雖然神給了我一張20元紙
[00:17:24.000 --> 00:17:27.000]  我想我不會
[00:17:27.000 --> 00:17:29.000]  雖然神不介意
[00:17:29.000 --> 00:17:32.000]  但是我既然麵包店
[00:17:32.000 --> 00:17:34.000]  都不收我這張20元紙
[00:17:34.000 --> 00:17:36.000]  我沒理由將這麼骯髒的錢
[00:17:36.000 --> 00:17:38.000]  放在奉獻袋裡
[00:17:38.000 --> 00:17:44.000]  我們盡力
[00:17:44.000 --> 00:17:47.000]  超過我們的能力去奉獻
[00:17:47.000 --> 00:17:50.000]  我記得有一個老牧師
[00:17:50.000 --> 00:17:53.000]  樂起真牧師
[00:17:53.000 --> 00:17:56.000]  他在加拿大多倫多
[00:17:56.000 --> 00:17:58.000]  在一個晚會上
[00:17:58.000 --> 00:17:59.000]  他做講員
[00:17:59.000 --> 00:18:02.000]  是一個籌款的晚會
[00:18:02.000 --> 00:18:06.000]  他在講道的時候
[00:18:06.000 --> 00:18:08.000]  他突然在袋裡
[00:18:08.000 --> 00:18:10.000]  拿了一張cheque出來
[00:18:10.000 --> 00:18:12.000]  他說今天晚上
[00:18:12.000 --> 00:18:15.000]  我和師母都已經預備了
[00:18:15.000 --> 00:18:17.000]  我們要去奉獻
[00:18:17.000 --> 00:18:21.000]  這張cheque是500元
[00:18:23.000 --> 00:18:25.000]  加拿大錢
[00:18:25.000 --> 00:18:27.000]  我打算去奉獻
[00:18:27.000 --> 00:18:31.000]  不過在聚會開始之前
[00:18:31.000 --> 00:18:34.000]  我們就決定了
[00:18:34.000 --> 00:18:36.000]  我們不奉獻這500元了
[00:18:36.000 --> 00:18:38.000]  撕破了它
[00:18:38.000 --> 00:18:43.000]  我們決定不要奉獻這麼少
[00:18:43.000 --> 00:18:47.000]  我是退休人士
[00:18:47.000 --> 00:18:49.000]  我沒有收入的
[00:18:49.000 --> 00:18:51.000]  我們兩個都是沒有收入
[00:18:51.000 --> 00:18:53.000]  但是我們今晚決定
[00:18:53.000 --> 00:18:55.000]  我們奉獻1000元
[00:18:55.000 --> 00:18:59.000]  所以我拿了這張cheque出來
[00:18:59.000 --> 00:19:01.000]  這就是我們今晚奉獻的
[00:19:01.000 --> 00:19:05.000]  我是退休人士
[00:19:05.000 --> 00:19:06.000]  我沒有收入的
[00:19:06.000 --> 00:19:08.000]  我們奉獻1000元
[00:19:08.000 --> 00:19:11.000]  你們奉獻多少你們自己想吧
[00:19:18.000 --> 00:19:22.000]  所以在聖經裡面提醒我們
[00:19:22.000 --> 00:19:23.000]  沒錯
[00:19:23.000 --> 00:19:25.000]  每一次奉獻
[00:19:25.000 --> 00:19:28.000]  其實這是一個犧牲
[00:19:28.000 --> 00:19:31.000]  就是盡你的能力
[00:19:31.000 --> 00:19:33.000]  最後他說
[00:19:33.000 --> 00:19:35.000]  神不會強求人
[00:19:35.000 --> 00:19:38.000]  做能力範圍以外的事
[00:19:38.000 --> 00:19:42.000]  所以在馬拉基書
[00:19:42.000 --> 00:19:44.000]  我不知道你們有沒有經驗過
[00:19:44.000 --> 00:19:46.000]  就是你越奉獻
[00:19:46.000 --> 00:19:48.000]  你越奉獻得多
[00:19:48.000 --> 00:19:50.000]  神給你越多
[00:19:50.000 --> 00:19:52.000]  你有沒有經驗過呢
[00:19:52.000 --> 00:19:54.000]  我是有經驗過
[00:19:54.000 --> 00:19:56.000]  你知道我們傳道人
[00:19:56.000 --> 00:20:00.000]  我們不可能可以賺到很多錢
[00:20:00.000 --> 00:20:04.000]  但是我從過去這麼多年裡面
[00:20:04.000 --> 00:20:06.000]  我們兩夫婦
[00:20:06.000 --> 00:20:08.000]  我們無論在香港侍奉
[00:20:08.000 --> 00:20:09.000]  在美國侍奉
[00:20:09.000 --> 00:20:12.000]  我們要再進修再讀書
[00:20:12.000 --> 00:20:14.000]  每一年要花幾十萬
[00:20:14.000 --> 00:20:16.000]  那些錢都不知道從哪裡來
[00:20:16.000 --> 00:20:18.000]  但是神給我們豐豐富富
[00:20:18.000 --> 00:20:20.000]  沒有缺乏
[00:20:20.000 --> 00:20:25.000]  所以第三方面就是
[00:20:25.000 --> 00:20:27.000]  奉獻是要盡力量
[00:20:27.000 --> 00:20:29.000]  第四
[00:20:29.000 --> 00:20:34.000]  奉獻是為了達至均平
[00:20:34.000 --> 00:20:37.000]  不是平均
[00:20:37.000 --> 00:20:39.000]  是均平
[00:20:39.000 --> 00:20:42.000]  奉獻是為了什麼呢
[00:20:42.000 --> 00:20:44.000]  奉獻是要為了
[00:20:44.000 --> 00:20:47.000]  這個信仰的群體裡面
[00:20:47.000 --> 00:20:50.000]  或者盡量幫到我們的社會裡面
[00:20:50.000 --> 00:20:53.000]  令到貧富懸殊
[00:20:53.000 --> 00:20:56.000]  不要差距這麼大
[00:20:56.000 --> 00:20:58.000]  我奉獻的目的就是
[00:20:58.000 --> 00:21:00.000]  我要讓我所居住的城市
[00:21:00.000 --> 00:21:02.000]  我所認識的人
[00:21:02.000 --> 00:21:03.000]  我的社區當中
[00:21:03.000 --> 00:21:06.000]  不要令到貧富懸殊
[00:21:06.000 --> 00:21:08.000]  差距越來越大
[00:21:08.000 --> 00:21:10.000]  這個就是奉獻的目的
[00:21:12.000 --> 00:21:14.000]  清清怎麼說呢
[00:21:14.000 --> 00:21:16.000]  她說我不是要減輕別人的負擔
[00:21:16.000 --> 00:21:18.000]  加重你們的擔子
[00:21:18.000 --> 00:21:21.000]  這個是對哥倫多的教會說的
[00:21:21.000 --> 00:21:23.000]  他們是有錢的教會
[00:21:23.000 --> 00:21:26.000]  我是要大家的責任可以平均
[00:21:26.000 --> 00:21:28.000]  互相補足
[00:21:28.000 --> 00:21:31.000]  你們是豐衣足食的
[00:21:31.000 --> 00:21:36.000]  現在就要去照顧那些急需要援助的人
[00:21:36.000 --> 00:21:38.000]  去幫補他們的缺乏
[00:21:39.000 --> 00:21:42.000]  以致到將來你們有需要的時候
[00:21:42.000 --> 00:21:45.000]  他們都會盡力去回報你們
[00:21:45.000 --> 00:21:48.000]  大家平均不會有貧富懸殊
[00:21:48.000 --> 00:21:58.000]  在商業社會裡面
[00:21:58.000 --> 00:22:00.000]  是很難去做到這件事
[00:22:00.000 --> 00:22:03.000]  因為在商業社會裡面
[00:22:03.000 --> 00:22:06.000]  是在說多勞多得的
[00:22:08.000 --> 00:22:11.000]  我賺得這麼多是因為我勤力
[00:22:11.000 --> 00:22:14.000]  你賺得這麼少是因為你懶惰
[00:22:14.000 --> 00:22:20.000]  都可能是一個事實
[00:22:20.000 --> 00:22:26.000]  不過在奉獻的觀念裡面
[00:22:26.000 --> 00:22:29.000]  保羅所說的就是說
[00:22:29.000 --> 00:22:36.000]  我們透過金錢或者物質上的奉獻
[00:22:36.000 --> 00:22:42.000]  來令到在教會的群體當中
[00:22:42.000 --> 00:22:45.000]  在我們的社區當中
[00:22:45.000 --> 00:22:49.000]  可以將這個差距拉近一點
[00:22:49.000 --> 00:22:52.000]  今天我是豐富一點
[00:22:52.000 --> 00:22:54.000]  我錢多一點
[00:22:54.000 --> 00:22:57.000]  我去幫助那些在經濟上面
[00:22:57.000 --> 00:23:00.000]  在生活上面缺乏的人
[00:23:00.000 --> 00:23:03.000]  難道有一天我們有缺乏的時候
[00:23:03.000 --> 00:23:06.000]  其實都是需要別人的幫助
[00:23:06.000 --> 00:23:10.000]  這也是一個很簡單
[00:23:10.000 --> 00:23:12.000]  很容易明白的道理
