
[00:00:00.000 --> 00:00:07.360]  我們能夠今天在這地方一起來敬拜神,實在是何等的恩典。
[00:05:18.480 --> 00:05:25.560]  當年呢,我很年輕,只有35歲。
[00:05:25.560 --> 00:05:37.720]  Helen她的年齡呢,是一個大秘密。
[00:05:37.720 --> 00:05:41.520]  當我們從奧斯丁搬到洛杉磯來的時候,我們做了一個決定,
[00:05:41.520 --> 00:05:48.440]  就是這個教會將是我們一個長久的一個家。
[00:05:48.440 --> 00:06:01.400]  那麼當年我們的兒子Christopher還才只有15個月大。
[00:06:01.400 --> 00:06:05.440]  並不是說我們在那個地方就待著,我們決定待著不走的。
[00:06:05.440 --> 00:06:14.000]  如果真正是神明白要我們離開的話,我們還是可以離開的。
[00:06:14.000 --> 00:06:22.960]  那麼我們真正希望能夠把我們的兒子Christopher在這個教會裡面撫養,成長。
[00:06:22.960 --> 00:06:34.120]  那麼第二個兒子Jonathan是一年以後才出生的。
[00:06:34.120 --> 00:06:43.040]  那當初我跟Helen結婚已經七年的時間,我們真正希望跟教會裡面其他的人一起在這個地方來撫養,來培育我們的家庭。
[00:06:43.040 --> 00:07:04.160]  那麼神的奇妙恩典,在他真正的奇妙的憐憫中間,有這個無可比擬的愛。
[00:07:04.160 --> 00:07:15.200]  那麼我們的這個屬靈的靈良堂,對我的家庭裡面是在有一個真正的非常重大的影響。
[00:07:15.200 --> 00:07:21.680]  那我有很多人是在這個服事神。
[00:07:21.680 --> 00:07:31.320]  當然也有很多人到世界各地宣教。
[00:07:31.320 --> 00:07:44.120]  但是我們從來沒有把跟我們服事的對象,當成一個理所當然的事。
[00:07:44.120 --> 00:07:56.200]  我真的要謝謝教會裡面很多人,幫助我跟Helen能夠在教會裡面我們一起成長。
[00:07:56.200 --> 00:08:06.480]  那我的兩個兒子在這個過程中間,你們多少人對他們在信心的成長方面是幫助的。
[00:08:06.480 --> 00:08:14.600]  也讓我們的兩個媳婦Sarah跟Michelle也在中間成長。
[00:08:14.600 --> 00:08:22.880]  那當然神的恩典,我們將來的孫子也三月份即將出生。
[00:08:22.880 --> 00:08:38.360]  在準備這場講道,神給了我一個充滿了一個恩典跟喜樂的心。
[00:08:38.360 --> 00:08:46.800]  能夠在我們教會的歷史中間幾乎有一半的時間,我們在這個地方。
[00:08:46.800 --> 00:08:52.240]  那麼到了今年的十一月份,我們在教會已經有三十週年的服事。
[00:08:52.240 --> 00:09:01.440]  那請問你們在我們教會的時間有多少?
[00:09:01.440 --> 00:09:07.920]  你稱靈良堂是屬靈的家有多久?
[00:09:07.920 --> 00:09:16.560]  也許很多人這是你的第一週。
[00:09:16.560 --> 00:09:25.960]  也許有些人很可能今天是你第一次參加我們的聚會。
[00:09:25.960 --> 00:09:33.520]  那當然很可能有一些人是從第一天開始就在我們中間。
[00:09:33.520 --> 00:09:41.080]  你們就是希伯來書的第十一章。
[00:09:41.080 --> 00:09:48.080]  那麼在憑著你的信心,你願意來承受這個風險。
[00:09:48.080 --> 00:09:54.400]  當然很多人也許你在教會的時間是在這兩者之間。
[00:09:54.400 --> 00:09:59.200]  我要讓大家知道我們實在是歡迎你們。
[00:09:59.200 --> 00:10:03.240]  我們向神感恩你在我們中間。
[00:10:03.240 --> 00:10:08.600]  你沒有因為任何緣故放棄了。
[00:10:08.600 --> 00:10:15.600]  我們教會是一個很重要的一員。
[00:10:15.600 --> 00:10:23.000]  我們要為你來向神,在你生命中間所做的一切來感恩。
[00:10:23.000 --> 00:10:27.600]  也許我們是在國語堂。
[00:10:27.600 --> 00:10:31.360]  或者在粵語堂。
[00:10:31.360 --> 00:10:34.880]  或者在這個英文堂裡面服事。
[00:10:34.880 --> 00:10:38.240]  我們都是一家人。
[00:10:38.240 --> 00:10:42.840]  所以我今天要這樣子。
[00:10:42.840 --> 00:10:49.680]  讓我們能夠加深我們在屬靈的家中的關係。
[00:10:49.680 --> 00:10:59.520]  能夠擁抱我們在作為神的這個僕人的這樣的一個呼召。
[00:10:59.520 --> 00:11:05.240]  讓我們能夠真正讓在族裡面作為兄弟姐妹的情形,讓我們增進我們的關係。
[00:11:09.240 --> 00:11:18.240]  讓我們能夠增進我們自己的這種成為神的門徒的這種呼召。
[00:11:18.240 --> 00:11:24.240]  我們成為族內的弟兄姐妹們。
[00:11:24.240 --> 00:11:31.240]  是一個聖靈來塑造的這個弟兄姐妹。
[00:11:31.240 --> 00:11:37.240]  讓我們能夠成為更像基督的門徒。
[00:11:39.240 --> 00:11:43.240]  那我們在這個地方有機會一起不同語言的服事。
[00:11:43.240 --> 00:11:53.240]  也非常的感謝我今天有機會在教會擔任翻譯的職務。
[00:12:04.240 --> 00:12:11.240]  也謝謝李牧師他把今天的所有的這個項目都翻成中文。
[00:12:11.240 --> 00:12:22.240]  那這個所有今天你看到的這個PowerPoint裡面,英文是Dan牧師,中文是李牧師。
[00:12:22.240 --> 00:12:28.240]  今天我要講的是我們連結如家人。
[00:12:33.240 --> 00:12:40.240]  那麼今天我們在這個50週年的週年裡面,我們慶祝神的一個聖潔的家。
[00:12:40.240 --> 00:12:48.240]  我們這個地方包括了很多不同的背景。
[00:12:48.240 --> 00:12:50.240]  年齡。
[00:12:50.240 --> 00:12:53.240]  不同的個性。
[00:12:53.240 --> 00:12:56.240]  不同的出生地。
[00:12:56.240 --> 00:13:00.240]  不同的才能跟我們的喜好。
[00:13:03.240 --> 00:13:11.240]  很多事情讓我們每個人的喜好,讓我們歡喜的這個重點不一樣。
[00:13:11.240 --> 00:13:23.240]  但是我們教會的好處是我們可以在我們自己喜歡的語言的堂會裡面聚會。
[00:13:29.240 --> 00:13:34.240]  所以聖靈就在耶穌基督裡面把我們再聯合在一起。
[00:13:34.240 --> 00:13:40.240]  各種差異有的時候是造成分裂。
[00:13:40.240 --> 00:13:45.240]  很多時候我們不一定都有一樣的意見。
[00:13:45.240 --> 00:13:49.240]  也許我們感受不一樣。
[00:13:54.240 --> 00:14:05.240]  但是因為我們對神的這樣的一個中心,讓我們雖然有很多的差異,卻緊緊的讓我們連結在一起。
[00:14:05.240 --> 00:14:11.240]  能夠讓我們連結在一起如同一個家人。
[00:14:14.240 --> 00:14:27.240]  這個事實上是因為我們立定志向,我們要來共同的信仰,要畏懼神,要愛耶穌,要擁抱聖靈。
[00:14:27.240 --> 00:14:35.240]  那今天這個特殊的聚會,是慶祝教會的週年慶。
[00:14:39.240 --> 00:14:44.240]  在這個地方,我們變成我們在一起,能夠真正的來獻祭的時刻。
[00:14:44.240 --> 00:14:48.240]  我們不是後顧。
[00:14:48.240 --> 00:14:52.240]  我們要看到的是今日。
[00:14:52.240 --> 00:14:56.240]  同時我們要向前前瞻。
[00:14:56.240 --> 00:15:04.240]  讓我們能夠一起在這個地方,我們連結成為神的家庭。
[00:15:07.240 --> 00:15:10.240]  我們在這個時候,我們全心願意偽身於神。
[00:15:10.240 --> 00:15:20.240]  那上個禮拜天,在英文堂的時候,我們也一起演讀同樣的經文。
[00:15:20.240 --> 00:15:33.240]  在約書亞記的第24章的第一節。
[00:15:36.240 --> 00:15:38.240]  在24章的第一節。
[00:15:38.240 --> 00:15:58.240]  約書亞記24章第一節。
[00:15:58.240 --> 00:16:03.240]  約書亞將以色列的眾支派聚集在事件。
[00:16:03.240 --> 00:16:09.240]  照料以色列的長老,族長,審判官,並官長來。
[00:16:09.240 --> 00:16:12.240]  他們都站在上帝面前。
[00:16:12.240 --> 00:16:23.240]  那麼就像這些經文一樣,我們今天聚會的時候,
[00:16:23.240 --> 00:16:26.240]  我們要真正聚集在一起,把我們自己帶到神的面前。
[00:16:26.240 --> 00:16:32.240]  我們要紀念神,祂的一個姓氏。
[00:16:34.240 --> 00:16:38.240]  能夠真正的我們能夠在這邊要感謝的是神,
[00:16:38.240 --> 00:16:41.240]  祂的一個不變的,一個流出的恩典。
[00:16:41.240 --> 00:16:53.240]  祂讓我們這一個教會的人,不但在屬室的,
[00:16:53.240 --> 00:16:56.240]  甚至屬靈的家庭裡面,我們跟祂都有份。
[00:17:00.240 --> 00:17:05.240]  我們要忠心的,全心全意的來服侍神。
[00:17:05.240 --> 00:17:09.240]  我們要敬拜祂是神。
[00:17:09.240 --> 00:17:20.240]  那麼我們今年教會的主題就在約書亞24章,
[00:17:20.240 --> 00:17:24.240]  14到15節。
[00:17:31.240 --> 00:17:33.240]  24章,14節。
[00:17:33.240 --> 00:17:37.240]  現在你們要敬畏耶和華,誠心實意地侍奉祂,
[00:17:37.240 --> 00:17:40.240]  將你們列祖在大河那邊,
[00:17:40.240 --> 00:17:43.240]  和在埃及所侍奉的神除掉,
[00:17:43.240 --> 00:17:45.240]  去侍奉耶和華。
[00:17:55.240 --> 00:18:00.240]  然後15章。
[00:18:26.240 --> 00:18:30.240]  第15節,若是你們以侍奉耶和華為不好,
[00:18:30.240 --> 00:18:33.240]  今天就可以選擇所要侍奉的,
[00:18:33.240 --> 00:18:37.240]  是你們列祖在大河那邊所侍奉的神呢?
[00:18:37.240 --> 00:18:44.240]  是你們所住這地的阿摩利人的神呢?
[00:18:44.240 --> 00:18:47.240]  至於我和我家,我們必定侍奉耶和華。
[00:18:52.240 --> 00:18:55.240]  2026年我們教會的主題
[00:18:55.240 --> 00:18:58.240]  就是剛剛李牧師所念的最後一節經文。
[00:18:58.240 --> 00:19:05.240]  至於我和我的家,我們必要侍奉耶和華。
[00:19:05.240 --> 00:19:14.240]  那麼我要謝謝我們一個大學生Jody Chen,
[00:19:14.240 --> 00:19:18.240]  她設計了今年的一個跨世代的一個橫幅。
[00:19:23.240 --> 00:19:27.240]  我們無論是孩子們,孫子們,
[00:19:27.240 --> 00:19:30.240]  我們的長輩,甚至祖父母,
[00:19:30.240 --> 00:19:33.240]  大家都在這邊一起敬拜神。
[00:19:33.240 --> 00:19:44.240]  在這個地方我們看到的是,
[00:19:44.240 --> 00:19:46.240]  不論是一代,兩代,三代,甚至四代,
[00:19:46.240 --> 00:19:48.240]  我們能夠集合在一起,
[00:19:48.240 --> 00:19:51.240]  我們共同來敬拜這位我們的神。
[00:19:53.240 --> 00:19:55.240]  那麼我們的問題是,
[00:19:55.240 --> 00:19:59.240]  我們怎麼樣更有意義的,更認真的來去敬拜?
[00:19:59.240 --> 00:20:09.240]  那麼首先呢,我們在這個地方,
[00:20:09.240 --> 00:20:11.240]  我們要看到我們為什麼
[00:20:11.240 --> 00:20:17.240]  然後我們拿了一個屬靈的關係,
[00:20:17.240 --> 00:20:19.240]  帶到我們的教會。
[00:20:23.240 --> 00:20:25.240]  但是我們怎麼樣更有意義的,
[00:20:25.240 --> 00:20:27.240]  跟弟兄姊妹們連結在一起?
[00:20:27.240 --> 00:20:34.240]  那麼我們現在要在一起來看
[00:20:34.240 --> 00:20:37.240]  保羅在提督太前書的第一章。
[00:20:37.240 --> 00:20:43.240]  那麼只看一章的一到二兩節。
[00:20:52.240 --> 00:20:54.240]  那麼是要看到神怎麼樣的定義
[00:20:54.240 --> 00:20:56.240]  我們的身份跟呼召,
[00:20:56.240 --> 00:21:00.240]  以及怎麼樣的來塑造我們的教會。
[00:21:00.240 --> 00:21:14.240]  那麼這個經文中間不但說明了
[00:21:14.240 --> 00:21:18.240]  保羅當初作為基督的使徒中間
[00:21:18.240 --> 00:21:20.240]  怎麼樣神來呼召他,
[00:21:20.240 --> 00:21:22.240]  同時一樣看到我們今天
[00:21:22.240 --> 00:21:23.240]  在我們教會裡面,
[00:21:23.240 --> 00:21:25.240]  怎麼樣成為一個神的僕人。
[00:21:25.240 --> 00:21:29.240]  那麼第一章第一節。
[00:21:29.240 --> 00:21:39.240]  提督太前書一章一節,
[00:21:39.240 --> 00:21:41.240]  奉我們救主上帝
[00:21:41.240 --> 00:21:43.240]  和我們的盼望基督耶穌之名,
[00:21:43.240 --> 00:21:46.240]  作基督耶穌使徒的保羅。
[00:21:49.240 --> 00:21:51.240]  當我們念新約的時候。
[00:21:51.240 --> 00:22:00.240]  那麼保羅常常自稱
[00:22:00.240 --> 00:22:04.240]  他是被親自來指派
[00:22:04.240 --> 00:22:07.240]  作為一個神的使徒。
[00:22:07.240 --> 00:22:13.240]  能夠做這個復活的
[00:22:13.240 --> 00:22:17.240]  這個君王的這個神的見證人。
[00:22:20.240 --> 00:22:22.240]  他的一個真正的身份
[00:22:22.240 --> 00:22:24.240]  是要把這樣的一個福音
[00:22:24.240 --> 00:22:26.240]  能夠傳到世人。
[00:22:26.240 --> 00:22:36.240]  那麼在使徒行傳中間不只一次,
[00:22:36.240 --> 00:22:38.240]  其實有三次講到他
[00:22:38.240 --> 00:22:40.240]  怎麼樣的覺智的過程。
[00:22:50.240 --> 00:22:52.240]  這個經文聖經中間
[00:22:52.240 --> 00:22:54.240]  他不斷地就講到說
[00:22:54.240 --> 00:22:56.240]  這一位這個神
[00:22:56.240 --> 00:22:58.240]  是用他一個超自然的能力
[00:22:58.240 --> 00:23:01.240]  把一個原來逼迫基督徒的
[00:23:01.240 --> 00:23:03.240]  他想盡各種辦法
[00:23:03.240 --> 00:23:05.240]  把他認為是異教的
[00:23:05.240 --> 00:23:06.240]  這些派系呢
[00:23:06.240 --> 00:23:08.240]  要把他全部除滅掉。
[00:23:08.240 --> 00:23:14.240]  那麼這一位逼迫者
[00:23:14.240 --> 00:23:16.240]  他居然成為一個
[00:23:16.240 --> 00:23:20.240]  真正的在將來他要來宣揚
[00:23:20.240 --> 00:23:22.240]  這個主的福音的一個人。
[00:23:22.240 --> 00:23:27.240]  他從來沒有在這個過程中間
[00:23:27.240 --> 00:23:29.240]  忘掉他自己的身份。
[00:23:29.240 --> 00:23:34.240]  他知道他所代表的是哪一位。
[00:23:34.240 --> 00:23:38.240]  他知道他為什麼要侍奉。
[00:23:38.240 --> 00:23:43.240]  因為他所代表的這位是
[00:23:43.240 --> 00:23:46.240]  萬王之王、萬主之主。
[00:23:46.240 --> 00:23:52.240]  他得到的一個使命
[00:23:52.240 --> 00:23:54.240]  是要把這一個
[00:23:54.240 --> 00:23:56.240]  給世人的信息帶出去。
[00:23:56.240 --> 00:24:04.240]  我們要記得
[00:24:04.240 --> 00:24:07.240]  這個保羅他這樣的一個呼召
[00:24:07.240 --> 00:24:09.240]  或者作為一個
[00:24:09.240 --> 00:24:11.240]  向外邦人傳福音的媒介
[00:24:11.240 --> 00:24:13.240]  是來自於神的。
[00:24:13.240 --> 00:24:18.240]  但是聖靈對他說
[00:24:18.240 --> 00:24:20.240]  你和我一起同工。
[00:24:20.240 --> 00:24:24.240]  他要講說
[00:24:24.240 --> 00:24:26.240]  你跟我我們一起要出去
[00:24:26.240 --> 00:24:28.240]  作為一個使者。
[00:24:28.240 --> 00:24:32.240]  我們要宣揚的
[00:24:32.240 --> 00:24:34.240]  是向世人宣揚
[00:24:34.240 --> 00:24:36.240]  這樣一個喜樂的大好消息。
[00:24:39.240 --> 00:24:41.240]  那麼我們在過去
[00:24:41.240 --> 00:24:43.240]  剛剛慶祝的
[00:24:43.240 --> 00:24:47.240]  是這位願意
[00:24:47.240 --> 00:24:49.240]  死在十字架上的這位。
[00:24:49.240 --> 00:24:53.240]  然後他死裡復活。
[00:24:53.240 --> 00:24:56.240]  也因為這樣子
[00:24:56.240 --> 00:24:58.240]  我們的罪得到赦免。
[00:24:58.240 --> 00:25:03.240]  讓我們重新能夠
[00:25:03.240 --> 00:25:05.240]  跟神有新的關係。
[00:25:10.240 --> 00:25:13.240]  那麼我們跟保羅一樣
[00:25:13.240 --> 00:25:15.240]  神也賜給我們
[00:25:15.240 --> 00:25:17.240]  要去傳揚福音的
[00:25:17.240 --> 00:25:19.240]  這樣的一個責任。
[00:25:19.240 --> 00:25:23.240]  我們這樣子說是
[00:25:23.240 --> 00:25:25.240]  除了這個除他以外
[00:25:25.240 --> 00:25:27.240]  別無拯救。
[00:25:27.240 --> 00:25:31.240]  當我們在這個地方
[00:25:31.240 --> 00:25:33.240]  宣揚耶穌的福音的時候
[00:25:33.240 --> 00:25:37.240]  那要這是一個
[00:25:37.240 --> 00:25:39.240]  除他以外
[00:25:39.240 --> 00:25:40.240]  沒有任何人
[00:25:40.240 --> 00:25:42.240]  能夠帶到父神那邊去。
[00:25:42.240 --> 00:25:45.240]  一般人會覺得說
[00:25:45.240 --> 00:25:46.240]  你這樣子覺得
[00:25:46.240 --> 00:25:47.240]  我不想聽。
[00:25:47.240 --> 00:25:50.240]  人家要把你推開。
[00:25:50.240 --> 00:25:55.240]  人家覺得是你講的話
[00:25:55.240 --> 00:25:57.240]  我簡直不能相信。
[00:25:57.240 --> 00:26:04.240]  他說你是不是
[00:26:04.240 --> 00:26:06.240]  有沒有做過一些研究
[00:26:06.240 --> 00:26:07.240]  世界的改變
[00:26:07.240 --> 00:26:08.240]  不是這樣子改變的。
[00:26:08.240 --> 00:26:14.240]  但是神卻藉著聖靈
[00:26:14.240 --> 00:26:16.240]  給了我們權柄。
[00:26:16.240 --> 00:26:21.240]  他當年怎麼樣
[00:26:21.240 --> 00:26:23.240]  拆敗耶穌
[00:26:23.240 --> 00:26:25.240]  他現在要拆敗你。
[00:26:25.240 --> 00:26:29.240]  我們能夠真正的
[00:26:29.240 --> 00:26:30.240]  來傳揚
[00:26:30.240 --> 00:26:32.240]  耶穌基督的真理。
[00:26:32.240 --> 00:26:35.240]  這是我們所代表的。
[00:26:37.240 --> 00:26:38.240]  我們代表的是
[00:26:38.240 --> 00:26:40.240]  這一位救主神。
[00:26:40.240 --> 00:26:45.240]  我們是這一位
[00:26:45.240 --> 00:26:47.240]  全能的君王的僕人。
[00:26:47.240 --> 00:26:52.240]  那麼保羅進一步解釋他
[00:26:52.240 --> 00:26:53.240]  為什麼要服事。
[00:26:53.240 --> 00:26:56.240]  我們經過保羅
[00:26:56.240 --> 00:26:57.240]  我們也知道
[00:26:57.240 --> 00:26:58.240]  我們為什麼要服事。
[00:26:58.240 --> 00:27:03.240]  那麼成為這個使徒
[00:27:03.240 --> 00:27:04.240]  並不是保羅的
[00:27:04.240 --> 00:27:05.240]  新年的願望。
[00:27:07.240 --> 00:27:08.240]  他並沒有說
[00:27:08.240 --> 00:27:09.240]  我到了35歲
[00:27:09.240 --> 00:27:10.240]  我要當使徒。
[00:27:10.240 --> 00:27:15.240]  他成為
[00:27:15.240 --> 00:27:16.240]  耶穌基督的使徒。
[00:27:16.240 --> 00:27:21.240]  他是因為遵守
[00:27:21.240 --> 00:27:23.240]  這一個救主的命令。
[00:27:23.240 --> 00:27:26.240]  以及這位
[00:27:26.240 --> 00:27:28.240]  我們盼望的耶穌基督。
[00:27:35.240 --> 00:27:36.240]  他的命令是
[00:27:36.240 --> 00:27:37.240]  來自於父神
[00:27:37.240 --> 00:27:38.240]  來自於我們這位
[00:27:38.240 --> 00:27:39.240]  盼望的耶穌基督。
[00:27:39.240 --> 00:27:43.240]  他救我們
[00:27:43.240 --> 00:27:45.240]  從在過去的
[00:27:45.240 --> 00:27:46.240]  罪惡中間。
[00:27:46.240 --> 00:27:51.240]  讓我們能夠脫離
[00:27:51.240 --> 00:27:52.240]  今天的各種的
[00:27:52.240 --> 00:27:53.240]  不同的狀況。
[00:27:53.240 --> 00:27:58.240]  那同時呢
[00:27:58.240 --> 00:27:59.240]  更重要的
[00:27:59.240 --> 00:28:00.240]  就脫離我們
[00:28:00.240 --> 00:28:02.240]  脫離將來的義怒。
[00:28:06.240 --> 00:28:08.240]  我們看到這位神
[00:28:08.240 --> 00:28:10.240]  是這位拯救我們的神。
[00:28:10.240 --> 00:28:13.240]  我們如果相信
[00:28:13.240 --> 00:28:15.240]  這位他的愛子的話
[00:28:15.240 --> 00:28:16.240]  我們就相信他。
[00:28:16.240 --> 00:28:24.240]  那麼保羅說
[00:28:24.240 --> 00:28:25.240]  我們不但這一個
[00:28:25.240 --> 00:28:27.240]  他的信息是來自於神
[00:28:27.240 --> 00:28:28.240]  而且是來自於
[00:28:28.240 --> 00:28:30.240]  這位帶著盼望的
[00:28:30.240 --> 00:28:31.240]  這位耶穌基督。
[00:28:36.240 --> 00:28:38.240]  那麼幾年以前呢
[00:28:38.240 --> 00:28:40.240]  我們當初的主題是
[00:28:40.240 --> 00:28:41.240]  羅馬書15章。
[00:28:41.240 --> 00:28:50.240]  那麼在這個
[00:28:50.240 --> 00:28:51.240]  這一節經文中間
[00:28:51.240 --> 00:28:52.240]  看到了這個盼望
[00:28:52.240 --> 00:28:54.240]  是因為神的盼望
[00:28:54.240 --> 00:28:55.240]  讓我們也帶著一個盼望
[00:28:55.240 --> 00:28:56.240]  我們出去。
[00:28:56.240 --> 00:29:01.240]  如果現在我們面對的
[00:29:01.240 --> 00:29:02.240]  說假定
[00:29:02.240 --> 00:29:04.240]  這個家人中間有
[00:29:04.240 --> 00:29:06.240]  還未信主的
[00:29:06.240 --> 00:29:12.240]  也許我們有些朋友
[00:29:12.240 --> 00:29:13.240]  他們現在目前呢
[00:29:13.240 --> 00:29:15.240]  對談基督這件事情
[00:29:15.240 --> 00:29:17.240]  還蠻開放的態度。
[00:29:17.240 --> 00:29:26.240]  那麼如果有些
[00:29:26.240 --> 00:29:27.240]  甚至你的同事
[00:29:27.240 --> 00:29:29.240]  本身還在掙扎中間的話
[00:29:29.240 --> 00:29:31.240]  真正的盼望
[00:29:31.240 --> 00:29:32.240]  就真正的信息
[00:29:32.240 --> 00:29:33.240]  是盼望的信息。
[00:29:35.240 --> 00:29:36.240]  就像今天
[00:29:36.240 --> 00:29:37.240]  施班講到的
[00:29:37.240 --> 00:29:38.240]  新耶路撒冷。
[00:29:38.240 --> 00:29:44.240]  萬事都要更新。
[00:29:44.240 --> 00:29:52.240]  但是一個
[00:29:52.240 --> 00:29:54.240]  真正要了解的是
[00:29:54.240 --> 00:29:55.240]  他並不是
[00:29:55.240 --> 00:29:57.240]  很簡單就把盼望給我們。
[00:29:57.240 --> 00:30:01.240]  而他本身
[00:30:01.240 --> 00:30:03.240]  他就代表了這個盼望。
[00:30:05.240 --> 00:30:08.240]  那他的一個身份
[00:30:08.240 --> 00:30:09.240]  就代表的
[00:30:09.240 --> 00:30:10.240]  表示的
[00:30:10.240 --> 00:30:11.240]  就是這個盼望。
[00:30:11.240 --> 00:30:19.240]  盼望
[00:30:19.240 --> 00:30:22.240]  不是我們光是收到
[00:30:22.240 --> 00:30:24.240]  而是我們敬拜的緣故。
[00:30:34.240 --> 00:30:36.240]  這個福音
[00:30:36.240 --> 00:30:37.240]  這個好消息
[00:30:37.240 --> 00:30:38.240]  定義了我們
[00:30:38.240 --> 00:30:40.240]  是作為神的僕人。
[00:30:40.240 --> 00:30:45.240]  那麼這個
[00:30:45.240 --> 00:30:47.240]  除夕夜的時候呢
[00:30:47.240 --> 00:30:49.240]  我們家中來了一些朋友。
[00:30:49.240 --> 00:30:58.240]  那麼除了Helen
[00:30:58.240 --> 00:31:00.240]  在家裡面準備了食物以外呢
[00:31:00.240 --> 00:31:02.240]  還到了一個披薩店呢
[00:31:02.240 --> 00:31:03.240]  去拿了披薩回來。
[00:31:05.240 --> 00:31:07.240]  所以我就打電話去訂披薩。
[00:31:07.240 --> 00:31:09.240]  我開到Redondo Beach。
[00:31:09.240 --> 00:31:12.240]  我進到這個餐廳。
[00:31:12.240 --> 00:31:16.240]  那這個店員呢
[00:31:16.240 --> 00:31:17.240]  就看到我。
[00:31:17.240 --> 00:31:22.240]  他說
[00:31:22.240 --> 00:31:23.240]  這個Dan牧師
[00:31:23.240 --> 00:31:25.240]  琳琅堂的Dan牧師
[00:31:25.240 --> 00:31:31.240]  我幾乎是
[00:31:31.240 --> 00:31:32.240]  驚訝的
[00:31:32.240 --> 00:31:34.240]  我講不出話來。
[00:31:34.240 --> 00:31:38.240]  我是完完全全的一個驚訝。
[00:31:38.240 --> 00:31:46.240]  那我帶了一份呢
[00:31:46.240 --> 00:31:48.240]  非常慈愛的
[00:31:48.240 --> 00:31:50.240]  牧師般的問題說
[00:31:50.240 --> 00:31:51.240]  你叫誰?
[00:31:51.240 --> 00:31:54.240]  她告訴我她的名字。
[00:31:54.240 --> 00:31:57.240]  還有她媽媽的名字。
[00:31:57.240 --> 00:32:00.240]  就這樣子
[00:32:00.240 --> 00:32:01.240]  我終於想起來了。
[00:32:03.240 --> 00:32:06.240]  我上一次見到她的時候
[00:32:06.240 --> 00:32:07.240]  她還是一個小學生。
[00:32:07.240 --> 00:32:10.240]  我問她你今年幾歲?
[00:32:10.240 --> 00:32:13.240]  二十一歲。
