
[00:00:00.000 --> 00:00:01.560]  今天在堂慶的時候
[00:03:13.280 --> 00:03:15.880]  耶布斯人、阿摩利人、加南人
[00:03:15.880 --> 00:03:18.280]  很多的人種
[00:03:18.280 --> 00:03:21.880]  但這班人說到這班人是高大威猛
[00:03:21.880 --> 00:03:24.480]  性是非常的堅固
[00:03:24.480 --> 00:03:27.280]  於是其中有十個探子
[00:03:27.280 --> 00:03:31.480]  作出了一個很重要的主觀判斷
[00:03:31.480 --> 00:03:34.480]  我們一起來讀文素記的第十三章
[00:03:34.480 --> 00:03:36.680]  三十二到三十三節
[00:03:36.680 --> 00:03:39.480]  然後我們再讀三十一節
[00:03:39.480 --> 00:03:41.680]  三十二、三十三節我們一起來讀
[00:03:41.680 --> 00:03:45.480]  「探子中有人輪到所窺探之地
[00:03:45.480 --> 00:03:48.480]  向以色列人報我信說
[00:03:48.480 --> 00:03:53.480]  我們所窺探經過之地是吞嚇居民之地
[00:03:53.480 --> 00:03:58.080]  我們在那裏所看見的人民都身量高大
[00:03:58.080 --> 00:04:02.680]  我們在那裏看見阿納族人就是偉人
[00:04:02.680 --> 00:04:04.880]  他們是偉人的後裔
[00:04:04.880 --> 00:04:08.480]  據我們看自己就如乍晚一樣
[00:04:08.480 --> 00:04:11.680]  據他們看我們也是如此」
[00:04:11.680 --> 00:04:13.680]  第三十一節
[00:04:13.680 --> 00:04:16.680]  「但那些和他和他們的人說
[00:04:16.680 --> 00:04:19.280]  我們不能上去攻擊難民
[00:04:19.280 --> 00:04:22.480]  因為他們比我們強壯」
[00:04:22.480 --> 00:04:24.880]  這十個的探子
[00:04:24.880 --> 00:04:28.680]  他說裏面那些的敵人高大威猛
[00:04:28.680 --> 00:04:31.680]  我們沒辦法來打贏他們
[00:04:31.680 --> 00:04:33.480]  相比之下
[00:04:33.480 --> 00:04:35.280]  我們只是一隻的蚱蜢
[00:04:35.280 --> 00:04:38.280]  一踩就會死
[00:04:38.280 --> 00:04:41.680]  所以一定不能夠得勝
[00:04:41.680 --> 00:04:44.280]  但這一刻裏面有兩個人
[00:04:44.280 --> 00:04:46.280]  就是約書亞和加納
[00:04:46.280 --> 00:04:49.280]  他力排眾議
[00:04:49.280 --> 00:04:52.880]  他作出了完全不同的判斷
[00:04:52.880 --> 00:04:54.280]  第三十節
[00:04:54.280 --> 00:04:57.480]  「加納在摩西面前安撫百姓說
[00:04:57.480 --> 00:05:00.480]  我們立刻上去德那地吧
[00:05:00.480 --> 00:05:04.280]  我們足能得勝」
[00:05:04.280 --> 00:05:06.880]  加納說我們一定贏他
[00:05:06.880 --> 00:05:09.280]  上去打這場仗
[00:05:09.280 --> 00:05:12.280]  但是這些的信息
[00:05:12.280 --> 00:05:14.880]  子民是充耳不聞
[00:05:14.880 --> 00:05:16.880]  但負面的消息
[00:05:16.880 --> 00:05:20.480]  卻感染到這班子民
[00:05:20.480 --> 00:05:24.880]  事實上人往往是容易受負面的消息影響
[00:05:24.880 --> 00:05:27.880]  是大於正面的鼓勵
[00:05:27.880 --> 00:05:31.080]  於是這班人立刻起哄
[00:05:31.080 --> 00:05:32.480]  謙話
[00:05:32.480 --> 00:05:33.880]  哀哭
[00:05:33.880 --> 00:05:37.880]  並且向摩西阿倫尼大去發怨言
[00:05:37.880 --> 00:05:39.880]  他說「為何你要帶我們出來呢?
[00:05:39.880 --> 00:05:42.280]  我寧願我們死在埃及的時候
[00:05:42.280 --> 00:05:43.880]  是好過在這裏」
[00:05:43.880 --> 00:05:46.880]  他們甚至埋怨神
[00:05:46.880 --> 00:05:49.880]  我們一起讀文素記十四章第三節
[00:05:49.880 --> 00:05:53.880]  「耶和華為甚麼把我們領到那地
[00:05:53.880 --> 00:05:56.280]  使我們倒在刀下呢?
[00:05:56.280 --> 00:05:59.880]  我們的妻子和孩子必被擄掠
[00:05:59.880 --> 00:06:02.880]  我們回埃及去喜不好嗎?」
[00:06:02.880 --> 00:06:06.280]  他們甚至要另立一個領袖
[00:06:06.280 --> 00:06:10.080]  要這個領袖帶他們回去埃及地
[00:06:10.080 --> 00:06:12.880]  我很深體會到小信的人
[00:06:12.880 --> 00:06:15.880]  那個記憶力是特別差的
[00:06:15.880 --> 00:06:20.880]  不要忘記他們是離開了埃及不是很久的日子
[00:06:20.880 --> 00:06:23.880]  但他們已經忘記了當日在埃及裏面
[00:06:23.880 --> 00:06:26.880]  怎樣被人逼他們做奴隸
[00:06:26.880 --> 00:06:28.280]  他們很痛苦
[00:06:28.280 --> 00:06:30.880]  剝奪了他們應有的權利
[00:06:30.880 --> 00:06:34.480]  甚至他們一些婦女懷孕的時候
[00:06:34.480 --> 00:06:36.480]  那個嬰兒出生
[00:06:36.480 --> 00:06:39.080]  埃及王要叫一些修生婆
[00:06:39.080 --> 00:06:41.480]  來帶他們將小孩子殺死
[00:06:41.480 --> 00:06:44.280]  免得他們有這麼多的人口
[00:06:44.280 --> 00:06:46.280]  一路來帶他們去增長
[00:06:46.280 --> 00:06:48.280]  是他們向神來呼求
[00:06:48.280 --> 00:06:52.280]  求神來帶領他們離開這個受苦之地
[00:06:52.280 --> 00:06:55.280]  第一,遇到這些苦楚的時候
[00:06:55.280 --> 00:06:59.280]  就已經忘記了昔日的痛苦
[00:06:59.280 --> 00:07:05.280]  這個恐懼叫他們忘記了昔日那個受傷的害
[00:07:05.280 --> 00:07:10.280]  反而覺得在法老的隱蔽底下
[00:07:10.280 --> 00:07:13.280]  相對地有少少的安全感
[00:07:13.280 --> 00:07:18.280]  總比現在面對未來不穩定
[00:07:18.280 --> 00:07:20.280]  不明朗的情況之下
[00:07:20.280 --> 00:07:24.280]  或者會被消滅相對較好
[00:07:24.280 --> 00:07:29.280]  正如現在有些市民覺得搞這麼多佔中的東西
[00:07:29.280 --> 00:07:31.280]  待著再說
[00:07:31.280 --> 00:07:33.280]  不要搞這麼多東西
[00:07:33.280 --> 00:07:36.280]  有時我們就會有這些情況出現
[00:07:36.280 --> 00:07:39.280]  甚至第十四章第四節很清楚說
[00:07:39.280 --> 00:07:41.280]  他們要另立一個領袖
[00:07:41.280 --> 00:07:43.280]  帶他們回到埃及
[00:07:43.280 --> 00:07:45.280]  在這一刻裡面
[00:07:45.280 --> 00:07:48.280]  摩西亞倫聖經裡面記載第五節
[00:07:48.280 --> 00:07:49.280]  沒有打出來
[00:07:49.280 --> 00:07:51.280]  他們撕裂衣服
[00:07:51.280 --> 00:07:53.280]  俯伏在以色列人的面前
[00:07:53.280 --> 00:07:55.280]  而這兩位的探子
[00:07:55.280 --> 00:07:57.280]  約書亞和迦納
[00:07:57.280 --> 00:07:59.280]  都撕裂衣服
[00:07:59.280 --> 00:08:03.280]  大聲的來帶去發出信心的呼喊
[00:08:03.280 --> 00:08:06.280]  我們一起來讀第七到第九節
[00:08:06.280 --> 00:08:11.280]  「我們所窺探經過之地是極美之地」
[00:08:11.280 --> 00:08:18.280]  我們所窺探經過之地是極美之地
[00:08:18.280 --> 00:08:21.280]  那地如是留乃與物之地
[00:08:21.280 --> 00:08:24.280]  但你們不可背叛耶和華
[00:08:24.280 --> 00:08:26.280]  也不要怕那地的居民
[00:08:26.280 --> 00:08:29.280]  因為他們是我們的食物
[00:08:29.280 --> 00:08:33.280]  並且隱蔽他們的已經離開他們
[00:08:33.280 --> 00:08:35.280]  有耶和華與我們同在
[00:08:35.280 --> 00:08:37.280]  不要怕他們」
[00:08:37.280 --> 00:08:41.280]  我們看到信心的分野是很大
[00:08:41.280 --> 00:08:43.280]  大家看的東西是一樣的
[00:08:43.280 --> 00:08:47.280]  大家都會承認那個是留乃與物之地
[00:08:47.280 --> 00:08:52.280]  大家看的都是果實,是這麼大,是這麼豐盛
[00:08:52.280 --> 00:08:57.280]  但是有十個人就說我們是「詐猛」
[00:08:57.280 --> 00:08:59.280]  但是迦納和約書亞說
[00:08:59.280 --> 00:09:02.280]  這班人是我們的食物
[00:09:02.280 --> 00:09:04.280]  有信心的人
[00:09:04.280 --> 00:09:10.280]  他會看到在困難裏面有很多的機會
[00:09:10.280 --> 00:09:12.280]  但是沒有信心的人
[00:09:12.280 --> 00:09:15.280]  他會在機會裏面看到很多的困難
[00:09:15.280 --> 00:09:17.280]  於是不要去
[00:09:17.280 --> 00:09:20.280]  迦納將焦點放在神的身上
[00:09:20.280 --> 00:09:21.280]  放在神的應許裏面
[00:09:21.280 --> 00:09:23.280]  去把握著神的應許
[00:09:23.280 --> 00:09:26.280]  去知道他一定會贏這一場仗
[00:09:26.280 --> 00:09:27.280]  但是很可惜
[00:09:27.280 --> 00:09:29.280]  這個信心的呼喊
[00:09:29.280 --> 00:09:33.280]  就好像對牛彈琴一樣被拒絕
[00:09:33.280 --> 00:09:37.280]  甚至因為這些說話不中聽
[00:09:37.280 --> 00:09:44.280]  那些人就是迦納和約書是一個搗亂的分子
[00:09:44.280 --> 00:09:48.280]  子民就要用石頭來將這兩個人打死
[00:09:48.280 --> 00:09:50.280]  要除去這兩個人
[00:09:50.280 --> 00:09:52.280]  只不過是因為神的出手
[00:09:52.280 --> 00:09:54.280]  所以才倖免於難
[00:09:54.280 --> 00:09:56.280]  我們一起來看第十四章第十節
[00:10:08.280 --> 00:10:14.280]  我自有深的感受危難困難和逆境
[00:10:14.280 --> 00:10:17.280]  不會製造一個英雄出來
[00:10:17.280 --> 00:10:20.280]  但是危難困難和逆境裏面
[00:10:20.280 --> 00:10:25.280]  他是可以顯出誰才是真英雄
[00:10:25.280 --> 00:10:28.280]  很簡單舉個例子
[00:10:28.280 --> 00:10:30.280]  司徒棠主義十七章裏面記載
[00:10:30.280 --> 00:10:33.280]  姆羅因為傳福音而被捉拿
[00:10:33.280 --> 00:10:35.280]  成為階下之囚
[00:10:35.280 --> 00:10:40.280]  後來就坐船送他去更遠的地方坐牢
[00:10:40.280 --> 00:10:43.280]  誰知後來這艘船遇到風浪
[00:10:43.280 --> 00:10:45.280]  快要沉
[00:10:45.280 --> 00:10:49.280]  但是是誰指揮約定
[00:10:49.280 --> 00:10:52.280]  竟然就是保羅利奧出來
[00:10:52.280 --> 00:10:55.280]  來穩定所有人的心
[00:10:55.280 --> 00:10:58.280]  甚至後來帶領著這班人脫離險境
[00:10:58.280 --> 00:11:00.280]  他原本是一個囚犯
[00:11:00.280 --> 00:11:06.280]  但是在危險裏面卻成為一個領袖
[00:11:06.280 --> 00:11:11.280]  有時我覺得逆境顯出一個人的能耐
[00:11:11.280 --> 00:11:14.280]  當然我不是說我自己是領袖
[00:11:14.280 --> 00:11:17.280]  我們去完烏干達回來的時候
[00:11:17.280 --> 00:11:20.280]  理論上應該三點多到香港
[00:11:20.280 --> 00:11:22.280]  但是對上兩個禮拜
[00:11:22.280 --> 00:11:24.280]  大家記不記得禮拜二還在颳風
[00:11:24.280 --> 00:11:26.280]  我們三點多已經飛到香港上空
[00:11:26.280 --> 00:11:28.280]  但是繞來繞去都下不來
[00:11:28.280 --> 00:11:32.280]  那架飛機就像過山車一樣很強
[00:11:32.280 --> 00:11:33.280]  但是很感恩
[00:11:33.280 --> 00:11:34.280]  我沒事
[00:11:34.280 --> 00:11:36.280]  我還坐在那裏很安然地看書
[00:11:36.280 --> 00:11:39.280]  後來我看看我隔壁那一行
[00:11:39.280 --> 00:11:41.280]  包括王姑娘在內
[00:11:41.280 --> 00:11:43.280]  那一行全部都是我們的會友
[00:11:43.280 --> 00:11:46.280]  我遺著其中一位的肢體就有點辛苦
[00:11:46.280 --> 00:11:47.280]  為甚麼呢
[00:11:47.280 --> 00:11:48.280]  左右聲道
[00:11:48.280 --> 00:11:50.280]  包括王姑娘
[00:11:50.280 --> 00:11:52.280]  抱著個袋子
[00:11:52.280 --> 00:11:57.280]  我看著中間那個很痛苦
[00:11:57.280 --> 00:11:59.280]  但是我又沒事
[00:11:59.280 --> 00:12:00.280]  我還繼續看書
[00:12:00.280 --> 00:12:02.280]  坐我側邊是一個外籍的女士
[00:12:02.280 --> 00:12:03.280]  後來跟我說
[00:12:03.280 --> 00:12:04.280]  不行了不行了
[00:12:04.280 --> 00:12:05.280]  她都很怕這些立體聲
[00:12:05.280 --> 00:12:06.280]  就問可不可以調位
[00:12:06.280 --> 00:12:07.280]  調了坐她再近一點
[00:12:07.280 --> 00:12:08.280]  結果我坐近一點
[00:12:08.280 --> 00:12:09.280]  坐遠一點
[00:12:09.280 --> 00:12:12.280]  後來我們的飛機下不了香港
[00:12:12.280 --> 00:12:14.280]  後來就飛了去甚麼呢
[00:12:14.280 --> 00:12:15.280]  廣州
[00:12:15.280 --> 00:12:18.280]  真是好過由非洲去廣州
[00:12:18.280 --> 00:12:21.280]  但是有些人就說
[00:12:21.280 --> 00:12:22.280]  不是喔
[00:12:22.280 --> 00:12:23.280]  去上海喔
[00:12:23.280 --> 00:12:25.280]  我說去上海這樣
[00:12:25.280 --> 00:12:27.280]  基本上
[00:12:27.280 --> 00:12:29.280]  因為他只是用阿拉伯文
[00:12:29.280 --> 00:12:31.280]  和用英文
[00:12:31.280 --> 00:12:34.280]  來宣佈
[00:12:34.280 --> 00:12:37.280]  後來很混亂
[00:12:37.280 --> 00:12:39.280]  終於我就
[00:12:39.280 --> 00:12:40.280]  放下書
[00:12:40.280 --> 00:12:42.280]  走去跟空姐說
[00:12:42.280 --> 00:12:44.280]  你不要只講英文
[00:12:44.280 --> 00:12:46.280]  可不可以講中文
[00:12:46.280 --> 00:12:48.280]  因為我看過你們的資料
[00:12:48.280 --> 00:12:49.280]  你說每一架航機裡面
[00:12:49.280 --> 00:12:50.280]  應該有八種語言
[00:12:50.280 --> 00:12:51.280]  是不是
[00:12:51.280 --> 00:12:52.280]  那你可不可以找個人
[00:12:52.280 --> 00:12:53.280]  講國語或廣東話
[00:12:53.280 --> 00:12:54.280]  來宣佈一下呢
[00:12:54.280 --> 00:12:56.280]  我說我們這架航機裡面
[00:12:56.280 --> 00:12:58.280]  沒有人會講國語或廣東話
[00:12:58.280 --> 00:12:59.280]  嘩 這麼大件事
[00:12:59.280 --> 00:13:01.280]  我就在他們附近
[00:13:01.280 --> 00:13:03.280]  我大聲跟他們問
[00:13:03.280 --> 00:13:04.280]  於是我就跟他們說
[00:13:04.280 --> 00:13:05.280]  現在在廣州
[00:13:05.280 --> 00:13:06.280]  其實沒事的
[00:13:06.280 --> 00:13:07.280]  香港的風過了
[00:13:07.280 --> 00:13:08.280]  我們就會回去
[00:13:08.280 --> 00:13:09.280]  就出不了機
[00:13:09.280 --> 00:13:10.280]  有些人就問
[00:13:10.280 --> 00:13:11.280]  可不可以出去
[00:13:11.280 --> 00:13:12.280]  有些人就說
[00:13:12.280 --> 00:13:13.280]  我出去的時候
[00:13:13.280 --> 00:13:14.280]  在廣州怎麼下去
[00:13:14.280 --> 00:13:15.280]  哎呀 糟了
[00:13:15.280 --> 00:13:16.280]  我沒有帶回鄉證
[00:13:16.280 --> 00:13:17.280]  好混亂的
[00:13:17.280 --> 00:13:18.280]  你知道嗎
[00:13:18.280 --> 00:13:20.280]  我都說我都沒有帶回鄉證
[00:13:20.280 --> 00:13:21.280]  但是我說不是
[00:13:21.280 --> 00:13:22.280]  香港的風沒有了
[00:13:22.280 --> 00:13:23.280]  就可以回去
[00:13:23.280 --> 00:13:25.280]  那在較為混亂裡面
[00:13:25.280 --> 00:13:27.280]  某個程度上
[00:13:27.280 --> 00:13:29.280]  我都去幫一些人
[00:13:29.280 --> 00:13:31.280]  後來我都回去看書
[00:13:31.280 --> 00:13:32.280]  有些人都走來問我
[00:13:32.280 --> 00:13:33.280]  怎樣怎樣
[00:13:33.280 --> 00:13:34.280]  你問空姐
[00:13:34.280 --> 00:13:35.280]  我自己很深體會到
[00:13:35.280 --> 00:13:37.280]  有時候在逆境困難裡面
[00:13:37.280 --> 00:13:40.280]  這些所謂的領袖的質素
[00:13:40.280 --> 00:13:42.280]  才會出來
[00:13:42.280 --> 00:13:44.280]  你留意到
[00:13:44.280 --> 00:13:45.280]  加納
[00:13:45.280 --> 00:13:47.280]  他就在這樣的情況裡面
[00:13:47.280 --> 00:13:49.280]  他們帶他用信心
[00:13:49.280 --> 00:13:51.280]  發出這個宣告
[00:13:51.280 --> 00:13:52.280]  其實加納的出身是怎樣
[00:13:52.280 --> 00:13:54.280]  我們不知道
[00:13:54.280 --> 00:13:55.280]  當我們很相信
[00:13:55.280 --> 00:13:57.280]  當他做一個探子的時候
[00:13:57.280 --> 00:13:58.280]  不要忘記
[00:13:58.280 --> 00:14:00.280]  他是那個支派裡面的領袖
[00:14:00.280 --> 00:14:02.280]  他絕對不是一個
[00:14:02.280 --> 00:14:04.280]  十五二十歲的少年人
[00:14:04.280 --> 00:14:06.280]  一定是一個年青人
[00:14:06.280 --> 00:14:08.280]  而且他是猶大支派
[00:14:08.280 --> 00:14:10.280]  猶大是一個大的支派
[00:14:10.280 --> 00:14:14.280]  他能夠做得猶大支派的領袖的時候
[00:14:14.280 --> 00:14:16.280]  絕對不是一件偶然的事
[00:14:16.280 --> 00:14:19.280]  我相信他有一個很高尚的人格
[00:14:19.280 --> 00:14:21.280]  客己的生活
[00:14:21.280 --> 00:14:23.280]  強大的信心
[00:14:23.280 --> 00:14:25.280]  於是他才能夠服眾
[00:14:25.280 --> 00:14:27.280]  事實上我們看不到
[00:14:27.280 --> 00:14:29.280]  加納他會渴望
[00:14:29.280 --> 00:14:31.280]  想回埃及的美食
[00:14:31.280 --> 00:14:35.280]  那些蔥那些蒜那些韭菜
[00:14:35.280 --> 00:14:37.280]  他不會來跟群眾說
[00:14:37.280 --> 00:14:39.280]  我們不如回埃及
[00:14:39.280 --> 00:14:41.280]  他很清楚一個目標
[00:14:41.280 --> 00:14:45.280]  我要進入這個應許之地
[00:14:45.280 --> 00:14:47.280]  眾子民有發出怨言的時候
[00:14:47.280 --> 00:14:49.280]  十個的探子
[00:14:49.280 --> 00:14:52.280]  來報這個噩耗
[00:14:52.280 --> 00:14:57.280]  只有他跟約書亞力排眾議
[00:14:57.280 --> 00:14:59.280]  他說這個地方已經屬於我們
[00:14:59.280 --> 00:15:01.280]  是神給了我們
[00:15:01.280 --> 00:15:04.280]  只要我們去打的時候就一定贏了
[00:15:04.280 --> 00:15:08.280]  這個就顯出他那個堅定的立場
[00:15:08.280 --> 00:15:10.280]  不屈不撓的勇氣
[00:15:10.280 --> 00:15:13.280]  從大眾的意見相左
[00:15:13.280 --> 00:15:15.280]  獨排眾議
[00:15:15.280 --> 00:15:18.280]  是需要極大的勇氣
[00:15:18.280 --> 00:15:23.280]  老實說人往往有時候會喜歡靠邊站
[00:15:23.280 --> 00:15:25.280]  在大氣候底下
[00:15:25.280 --> 00:15:27.280]  縱使有時候無奈
[00:15:27.280 --> 00:15:31.280]  有些人都會附和贊同
[00:15:31.280 --> 00:15:34.280]  甚至要去服從少數
[00:15:34.280 --> 00:15:36.280]  絕不容易
[00:15:36.280 --> 00:15:40.280]  很多時候人在一個歪曲的氣氛底下
[00:15:40.280 --> 00:15:43.280]  寧願暗中悔疚
[00:15:43.280 --> 00:15:46.280]  都不願意為真理發聲
[00:15:46.280 --> 00:15:48.280]  所以今天你會見到
[00:15:48.280 --> 00:15:50.280]  有很多政府的高官
[00:15:50.280 --> 00:15:52.280]  他們都是基督徒
[00:15:52.280 --> 00:15:54.280]  包括譚志源
[00:15:54.280 --> 00:15:56.280]  都是基督徒
[00:15:56.280 --> 00:15:59.280]  但有時候我在想他們所講的
[00:15:59.280 --> 00:16:04.280]  是不是跟他們心裏所想的是一致呢
[00:16:04.280 --> 00:16:08.280]  你留意到加拿大縱使在四面楚歌
[00:16:08.280 --> 00:16:11.280]  每一個人都反對的情況底下
[00:16:11.280 --> 00:16:17.280]  他寧願被眾人釘石頭被犧牲
[00:16:17.280 --> 00:16:19.280]  他仍然在所不惜
[00:16:19.280 --> 00:16:23.280]  他要講出這個真理
[00:16:23.280 --> 00:16:25.280]  是何等的寶貴
[00:16:25.280 --> 00:16:29.280]  促成加拿大能夠這樣做是他的信心
[00:16:29.280 --> 00:16:31.280]  但甚至他建議
[00:16:31.280 --> 00:16:33.280]  他好像樂觀得來
[00:16:33.280 --> 00:16:34.280]  太天真
[00:16:34.280 --> 00:16:36.280]  很不切實際
[00:16:36.280 --> 00:16:41.280]  他指出這些城我們一攻就倒
[00:16:41.280 --> 00:16:42.280]  但不要忘記
[00:16:42.280 --> 00:16:45.280]  他們從未受過軍事訓練
[00:16:45.280 --> 00:16:47.280]  他們力量微小
[00:16:47.280 --> 00:16:51.280]  但信心是看不到那些困難
[00:16:51.280 --> 00:16:55.280]  信心是看到解決困難的主
[00:16:55.280 --> 00:16:56.280]  這個很寶貴
[00:16:56.280 --> 00:16:58.280]  在這幾年裏面
[00:16:58.280 --> 00:17:01.280]  我們每個月都有一個星期
[00:17:01.280 --> 00:17:03.280]  我們有童工訓練
[00:17:03.280 --> 00:17:06.280]  剛剛在這個月裏面我邀請了
[00:17:06.280 --> 00:17:09.280]  同福堂的何志迪牧師
[00:17:09.280 --> 00:17:12.280]  來跟我們一班童工分享
[00:17:12.280 --> 00:17:13.280]  他自己講得很清楚
[00:17:13.280 --> 00:17:14.280]  神就帶領
[00:17:14.280 --> 00:17:18.280]  當日他們的教會只有二百多人
[00:17:18.280 --> 00:17:21.280]  但就用了四千多萬
[00:17:21.280 --> 00:17:25.280]  買今天的堂子就是昔日的新都戲院
[00:17:25.280 --> 00:17:30.280]  二百多人買四千多萬的物業
[00:17:30.280 --> 00:17:32.280]  聽起來是不是都很滑稽
[00:17:32.280 --> 00:17:35.280]  好像沒什麼可能
[00:17:35.280 --> 00:17:38.280]  你今天見到教會怎樣得到很大的祝福
[00:17:38.280 --> 00:17:40.280]  怎樣有很多的人
[00:17:40.280 --> 00:17:42.280]  但不要忘記
[00:17:42.280 --> 00:17:46.280]  原來只是二百多人買四千多萬的物業
[00:17:46.280 --> 00:17:49.280]  今天我們有千多人
[00:17:49.280 --> 00:17:50.280]  我們買四千萬的物業
[00:17:50.280 --> 00:17:52.280]  我們都覺得很辛苦
[00:17:52.280 --> 00:17:55.280]  所以今天我們的信心在哪裏呢
[00:17:55.280 --> 00:17:58.280]  十個探子將自己和這些巨人來比
[00:17:58.280 --> 00:18:01.280]  所以覺得自己是裝猛
[00:18:01.280 --> 00:18:04.280]  但是迦勒和約書亞
[00:18:04.280 --> 00:18:08.280]  他們把敵人和滿有大能的神尼亞相比
[00:18:08.280 --> 00:18:10.280]  於是他們就說這些人是我們的食物
[00:18:10.280 --> 00:18:13.280]  他們的高大威猛何足掛齒
[00:18:13.280 --> 00:18:19.280]  結果指問他們的願隊就被神尼亞懲罰
[00:18:19.280 --> 00:18:20.280]  大家都知道
[00:18:20.280 --> 00:18:23.280]  他們在曠野裏流浪四十年
[00:18:23.280 --> 00:18:27.280]  除了約書亞和迦勒這兩個人之外
[00:18:27.280 --> 00:18:30.280]  沒有一個人可以進入迦南地
[00:18:30.280 --> 00:18:32.280]  他們全部都死了在曠野裏
[00:18:32.280 --> 00:18:34.280]  但是不要忘記
[00:18:34.280 --> 00:18:37.280]  報岳號那十個探子的結果是怎樣
[00:18:37.280 --> 00:18:38.280]  他是即死
