
[00:00:00.000 --> 00:00:07.000]  不經不覺 今日已經是年晚
[00:07:18.000 --> 00:07:21.000]  有沒有可能呢?
[00:07:21.000 --> 00:07:25.000]  神的子民這樣做
[00:07:25.000 --> 00:07:26.000]  第五節
[00:07:26.000 --> 00:07:31.000]  與那些在房頂上敬拜天上萬象的
[00:07:31.000 --> 00:07:35.000]  又是什麼意思呢?
[00:07:35.000 --> 00:07:40.000]  他們在拜日月星宿和風水
[00:07:40.000 --> 00:07:44.000]  如果用中國人的口吻就是拜風水
[00:07:44.000 --> 00:07:46.000]  接著繼續看下去
[00:07:46.000 --> 00:07:47.000]  憑那些敬拜耶和華
[00:07:47.000 --> 00:07:48.000]  又指著他起誓
[00:07:48.000 --> 00:07:51.000]  又指著馬勒堪起誓的
[00:07:51.000 --> 00:07:54.000]  這個又是什麼意思呢?
[00:07:54.000 --> 00:07:57.000]  他們又拜耶和華
[00:07:57.000 --> 00:07:59.000]  又拜偶像
[00:07:59.000 --> 00:08:02.000]  兩樣都拜
[00:08:02.000 --> 00:08:06.000]  馬勒堪是亞門人的神明
[00:08:06.000 --> 00:08:09.000]  他的別名叫米勒宮或者摩洛
[00:08:09.000 --> 00:08:10.000]  我們較為熟悉的
[00:08:10.000 --> 00:08:12.000]  摩洛這個字
[00:08:12.000 --> 00:08:18.000]  拜摩洛的人會將兒女經火獻祭
[00:08:18.000 --> 00:08:25.000]  這個神明或者拜這個神明的行動是非常邪惡的
[00:08:25.000 --> 00:08:26.000]  其實聖經很清楚說
[00:08:26.000 --> 00:08:32.000]  耶和華是嚴厲禁止人將兒女經火獻祭
[00:08:32.000 --> 00:08:42.000]  主耶穌教導我們要用心靈和誠實來敬拜神
[00:08:42.000 --> 00:08:44.000]  回到那個問題
[00:08:44.000 --> 00:08:48.000]  我們又拜上帝又拜偶像可以嗎?
[00:08:48.000 --> 00:08:56.000]  我們又信耶穌又信風水可以嗎?
[00:08:56.000 --> 00:08:58.000]  我們知道當然不可以
[00:08:58.000 --> 00:09:00.000]  神是既邪的神
[00:09:00.000 --> 00:09:04.000]  神要求我們要專一專心
[00:09:04.000 --> 00:09:09.000]  單單敬拜祂
[00:09:09.000 --> 00:09:15.000]  我們看詩篇十六篇四節
[00:09:15.000 --> 00:09:20.000]  「以別臣代替耶和華的他們的仇苦必加增」
[00:09:20.000 --> 00:09:26.000]  然後他說「我嘴唇也不提別臣的名」
[00:09:26.000 --> 00:09:29.000]  當你曉得提耶和華的名的時候
[00:09:29.000 --> 00:09:32.000]  你的嘴唇就不要再提別臣的名
[00:09:32.000 --> 00:09:37.000]  怎麼可以用兩個名來起誓呢?
[00:09:37.000 --> 00:09:40.000]  所以有些宗教說
[00:09:40.000 --> 00:09:45.000]  各種宗教所信的神明都會拜
[00:09:45.000 --> 00:09:47.000]  聖經很清楚根本不可能
[00:09:47.000 --> 00:09:52.000]  不可能可以接受
[00:09:52.000 --> 00:09:56.000]  所以用別臣的名起誓
[00:09:56.000 --> 00:09:58.000]  是致尋煩惱
[00:09:58.000 --> 00:10:01.000]  也是神所禁止的
[00:10:01.000 --> 00:10:03.000]  我們信了耶穌之後
[00:10:03.000 --> 00:10:09.000]  祂就要戒絕再用跟其他宗教有關的術語
[00:10:09.000 --> 00:10:11.000]  或者名稱等等
[00:10:11.000 --> 00:10:14.000]  不要再講不要再用
[00:10:14.000 --> 00:10:19.000]  忘記祂
[00:10:19.000 --> 00:10:22.000]  我們繼續數一下他們的罪狀
[00:10:22.000 --> 00:10:26.000]  看西班牙書一章九節
[00:10:26.000 --> 00:10:32.000]  「到那日我必懲罰一切跳過門欖的人」
[00:10:32.000 --> 00:10:34.000]  跳過門欖的人?
[00:10:34.000 --> 00:10:36.000]  是什麼意思呢?
[00:10:36.000 --> 00:10:39.000]  是否指那些小朋友很貪玩
[00:10:39.000 --> 00:10:40.000]  很好動
[00:10:40.000 --> 00:10:45.000]  進門口的時候會跳來跳去呢?
[00:10:45.000 --> 00:10:48.000]  不是
[00:10:48.000 --> 00:10:52.000]  這是指那些拜菲利士人的神明
[00:10:52.000 --> 00:10:55.000]  大菌的人
[00:10:55.000 --> 00:10:59.000]  至於為什麼拜大菌的人要跳門欖呢?
[00:10:59.000 --> 00:11:00.000]  跳門杉呢?
[00:11:00.000 --> 00:11:02.000]  這個典故大家自己去看
[00:11:02.000 --> 00:11:04.000]  《撒姆爾記》上第五章
[00:11:04.000 --> 00:11:07.000]  你就會知道前因後果
[00:11:07.000 --> 00:11:11.000]  不再在這裡講了
[00:11:11.000 --> 00:11:17.000]  跳過門欖就是拜大菌的人
[00:11:17.000 --> 00:11:22.000]  這些大致上就是猶大主要的罪
[00:11:22.000 --> 00:11:23.000]  大家想想
[00:11:23.000 --> 00:11:27.000]  神的選民竟然去犯這些罪
[00:11:27.000 --> 00:11:31.000]  你想也想不到會這樣
[00:11:31.000 --> 00:11:35.000]  所以難怪神那麼憤怒
[00:11:35.000 --> 00:11:37.000]  總結他們的罪
[00:11:37.000 --> 00:11:40.000]  我們可以看第六節
[00:11:40.000 --> 00:11:42.000]  第六節
[00:11:42.000 --> 00:11:45.000]  「他們轉去不跟從耶和華
[00:11:45.000 --> 00:11:46.000]  和不尋求耶和華
[00:11:46.000 --> 00:11:49.000]  也不訪問他」
[00:11:49.000 --> 00:11:50.000]  總括來說
[00:11:50.000 --> 00:11:51.000]  他們的罪就是
[00:11:51.000 --> 00:11:56.000]  他們沒有專心沒有專一去敬拜耶和華
[00:11:56.000 --> 00:11:58.000]  轉去不跟從耶和華
[00:11:58.000 --> 00:12:04.000]  就是轉去跟從偶像
[00:12:04.000 --> 00:12:06.000]  這個明顯會是罪
[00:12:06.000 --> 00:12:12.000]  轉去就是悔改或者後悔的字
[00:12:12.000 --> 00:12:15.000]  這句話就是說
[00:12:15.000 --> 00:12:19.000]  如果用今天的信仰背景來說
[00:12:19.000 --> 00:12:21.000]  就是說
[00:12:21.000 --> 00:12:24.000]  他們認為信錯了耶穌
[00:12:24.000 --> 00:12:26.000]  現在後悔不再信了
[00:12:26.000 --> 00:12:30.000]  就轉去拜偶像
[00:12:30.000 --> 00:12:34.000]  如果用戀愛、追求這個角度來說
[00:12:34.000 --> 00:12:36.000]  這句話就是說
[00:12:36.000 --> 00:12:41.000]  他們移情別戀
[00:12:41.000 --> 00:12:44.000]  在信仰上遇到這樣的事情
[00:12:44.000 --> 00:12:46.000]  在神、在人看來
[00:12:46.000 --> 00:12:51.000]  都是非常可惜、非常難過的
[00:12:51.000 --> 00:12:54.000]  我們再看「尋求」這個字
[00:12:54.000 --> 00:12:57.000]  這個字的意思是包括
[00:12:57.000 --> 00:13:00.000]  尋求、追求
[00:13:00.000 --> 00:13:04.000]  很渴望、很嚮往、很期待
[00:13:04.000 --> 00:13:10.000]  這些是戀愛和愛情表達的字
[00:13:10.000 --> 00:13:12.000]  「訪問他」
[00:13:12.000 --> 00:13:14.000]  訪問這個字的意思也包括
[00:13:14.000 --> 00:13:18.000]  去探訪他、去找他
[00:13:18.000 --> 00:13:22.000]  去問他、甚至去求他
[00:13:22.000 --> 00:13:28.000]  這些都是愛情表達的言語
[00:13:28.000 --> 00:13:30.000]  在舊約聖經裡的確
[00:13:30.000 --> 00:13:34.000]  常常會用戀愛或者愛情的言語
[00:13:34.000 --> 00:13:39.000]  來形容神和他的子民的親密關係
[00:13:39.000 --> 00:13:45.000]  神也要求人要專心、專一地愛他
[00:13:45.000 --> 00:13:53.000]  他也要求人要有渴望、嚮往去追求他
[00:13:53.000 --> 00:13:59.000]  神不喜歡人對他冷淡
[00:13:59.000 --> 00:14:01.000]  大家想想
[00:14:01.000 --> 00:14:05.000]  如果用戀愛、拍拖的角度來說
[00:14:05.000 --> 00:14:08.000]  如果你拍拖
[00:14:08.000 --> 00:14:14.000]  如果對方根本不是很渴望、很嚮往見到你
[00:14:14.000 --> 00:14:17.000]  他從來也不會找你
[00:14:17.000 --> 00:14:22.000]  從來也不問你、從來也不求你
[00:14:22.000 --> 00:14:24.000]  那你說
[00:14:24.000 --> 00:14:27.000]  其實對方對你是怎樣呢?
[00:14:27.000 --> 00:14:31.000]  其實對方不是很真心喜歡你
[00:14:31.000 --> 00:14:35.000]  可以這樣說
[00:14:35.000 --> 00:14:37.000]  聖經這裡說
[00:14:37.000 --> 00:14:43.000]  對神冷淡其實不是真心跟從神
[00:14:43.000 --> 00:14:46.000]  並且神說
[00:14:46.000 --> 00:14:50.000]  他同樣會懲罰對他冷淡的人
[00:14:50.000 --> 00:14:55.000]  就好像懲罰那些拜偶像的人
[00:14:55.000 --> 00:14:59.000]  所以我們要很細心地去審查
[00:14:59.000 --> 00:15:02.000]  去反省我們對神冷淡嗎?
[00:15:02.000 --> 00:15:12.000]  還是對神用一種很嚮往、渴望、很想親近他的心態呢?
[00:15:12.000 --> 00:15:16.000]  我們要多想一想
[00:15:16.000 --> 00:15:19.000]  他們還有一樣罪
[00:15:19.000 --> 00:15:21.000]  跟冷淡是很接近的
[00:15:21.000 --> 00:15:25.000]  就是對神冷漠
[00:15:25.000 --> 00:15:29.000]  對神冷漠的表現就是會麻木不仁
[00:15:29.000 --> 00:15:31.000]  會很安逸
[00:15:31.000 --> 00:15:34.000]  其實他們不是真的信神
[00:15:34.000 --> 00:15:39.000]  我們看看聖經怎樣形容他們
[00:15:39.000 --> 00:15:43.000]  我們看第十二節
[00:15:43.000 --> 00:15:46.000]  那時我必用燈巡查耶路撒冷
[00:15:46.000 --> 00:15:51.000]  我必懲罰那些如酒在渣子上澄清的
[00:15:51.000 --> 00:15:57.000]  他們心裡說:耶和華必不降福也不降和
[00:15:57.000 --> 00:16:00.000]  用燈巡查的意思就是
[00:16:00.000 --> 00:16:06.000]  要照清楚、看清楚、查清楚
[00:16:06.000 --> 00:16:10.000]  那些對神冷漠、安逸的人
[00:16:10.000 --> 00:16:17.000]  就好像留在酒渣上一層薄薄的酒
[00:16:17.000 --> 00:16:21.000]  這層酒看上去好像還有一點酒
[00:16:21.000 --> 00:16:23.000]  但你無法避開
[00:16:23.000 --> 00:16:25.000]  如果你喝茶或咖啡
[00:16:25.000 --> 00:16:28.000]  想到最後的一滴一滴的時候
[00:16:28.000 --> 00:16:31.000]  你想再喝,你好像看到還有一點咖啡
[00:16:31.000 --> 00:16:35.000]  但你怎樣喝都好,你會喝到那些渣
[00:16:35.000 --> 00:16:38.000]  這一層薄薄的酒留在那裡
[00:16:38.000 --> 00:16:46.000]  好像是好的,但其實是沒用的
[00:16:46.000 --> 00:16:54.000]  這些好像這一層薄薄的酒
[00:16:54.000 --> 00:16:59.000]  留在酒渣上的人
[00:16:59.000 --> 00:17:03.000]  他們會自鳴得意
[00:17:03.000 --> 00:17:07.000]  會很安逸,會很冷淡
[00:17:07.000 --> 00:17:10.000]  對神的公義、對社會的公義
[00:17:10.000 --> 00:17:12.000]  對人的公義都不會感興趣
[00:17:12.000 --> 00:17:17.000]  他們只是對自己的利益感興趣
[00:17:17.000 --> 00:17:20.000]  我們看第十三節
[00:17:20.000 --> 00:17:22.000]  從這節聖經裡面,第十三節
[00:17:22.000 --> 00:17:25.000]  從這節聖經裡面我們看到
[00:17:25.000 --> 00:17:32.000]  他們有財寶、有房屋、有葡萄園
[00:17:32.000 --> 00:17:36.000]  難怪他們這麼安逸
[00:17:36.000 --> 00:17:39.000]  在國家這麼困難的時候
[00:17:39.000 --> 00:17:41.000]  他們有這些東西
[00:17:41.000 --> 00:17:43.000]  他們心裡面甚至會說
[00:17:43.000 --> 00:17:46.000]  我靠自己一切都搞定
[00:17:46.000 --> 00:17:49.000]  為什麼還需要耶和華賜福呢?
[00:17:49.000 --> 00:17:53.000]  我自己有能力搞定
[00:17:53.000 --> 00:17:56.000]  我也不怕耶和華降禍
[00:17:56.000 --> 00:18:03.000]  他們這樣的心態其實就是不信神的真實
[00:18:03.000 --> 00:18:06.000]  他們不信神會賞賜
[00:18:06.000 --> 00:18:08.000]  不信神會降禍
[00:18:08.000 --> 00:18:14.000]  他們根本就不信神
[00:18:14.000 --> 00:18:17.000]  大家又可以想像一下
[00:18:17.000 --> 00:18:23.000]  在酒渣上薄薄一層酒最怕什麼?
[00:18:23.000 --> 00:18:27.000]  最怕別人搖它、搖它
[00:18:27.000 --> 00:18:32.000]  一搖就濁了
[00:18:32.000 --> 00:18:38.000]  所以如果好像酒渣上的酒的信徒
[00:18:38.000 --> 00:18:40.000]  我們是很難動它的
[00:18:40.000 --> 00:18:43.000]  千萬不要碰它
[00:18:43.000 --> 00:18:48.000]  不要說叫他們參與侍奉
[00:18:48.000 --> 00:18:50.000]  甚至連叫他們參與聚會
[00:18:50.000 --> 00:18:53.000]  有時候都很困難
[00:18:53.000 --> 00:18:57.000]  這個值得我們去反省一下
[00:18:57.000 --> 00:19:03.000]  我們現在是什麼光景呢?
[00:19:03.000 --> 00:19:06.000]  我們是不是好像那些
[00:19:06.000 --> 00:19:12.000]  在酒渣上薄薄一層的酒呢?
[00:19:12.000 --> 00:19:20.000]  還是我們可以給神人用的味酒呢?
[00:19:20.000 --> 00:19:25.000]  這個值得我們在神面前好好想一想
[00:19:25.000 --> 00:19:31.000]  關於冷漠和安逸的意思
[00:19:31.000 --> 00:19:35.000]  唐柚子博士在他的《釋經》書裏有很好的評論
[00:19:35.000 --> 00:19:41.000]  我讀給大家聽
[00:19:41.000 --> 00:19:45.000]  「這些安逸的人好像酒在酒渣上
[00:19:45.000 --> 00:19:48.000]  久而久之就成為沉澱物
[00:19:48.000 --> 00:19:51.000]  酒力會消失、全無功用
[00:19:51.000 --> 00:19:53.000]  他們只求安逸
[00:19:53.000 --> 00:19:56.000]  崇高的理想不復存在
[00:19:56.000 --> 00:19:58.000]  得過且過
[00:19:58.000 --> 00:20:00.000]  沒有振作的意志
[00:20:00.000 --> 00:20:01.000]  至今墮落
[00:20:01.000 --> 00:20:04.000]  無藥可救
[00:20:04.000 --> 00:20:06.000]  他們心裏說
[00:20:06.000 --> 00:20:08.000]  耶和華必不降福也不降禍
[00:20:08.000 --> 00:20:12.000]  這是完全漠視神的恩典和作為
[00:20:12.000 --> 00:20:16.000]  認為神起不到什麼作用
[00:20:16.000 --> 00:20:17.000]  他們這樣想
[00:20:17.000 --> 00:20:21.000]  就不再有任何的信心
[00:20:21.000 --> 00:20:26.000]  也不在乎神是否存在
[00:20:26.000 --> 00:20:29.000]  但是先師很清楚在此指責說
[00:20:29.000 --> 00:20:34.000]  這樣的人必受神的審判」
[00:20:34.000 --> 00:20:38.000]  我們要問自己
[00:20:38.000 --> 00:20:41.000]  我們是不是這些酒?
[00:20:41.000 --> 00:20:44.000]  是這些酒渣上的酒?
[00:20:44.000 --> 00:20:48.000]  我們是不是一些安逸的信徒?
[00:20:48.000 --> 00:20:52.000]  我們怎樣向神交代?
[00:20:52.000 --> 00:20:55.000]  這個值得我們思考
[00:20:55.000 --> 00:20:57.000]  另外還有一位聖經學者
[00:20:57.000 --> 00:21:00.000]  史密斯(G.A. Smith)
[00:21:00.000 --> 00:21:03.000]  他有這樣的評論
[00:21:03.000 --> 00:21:04.000]  我覺得很好
[00:21:04.000 --> 00:21:06.000]  想讀給大家聽
[00:21:06.000 --> 00:21:08.000]  他說
[00:21:08.000 --> 00:21:14.000]  「能夠窺選神和人類的目標
[00:21:14.000 --> 00:21:18.000]  不是魔鬼的猛烈攻擊
[00:21:18.000 --> 00:21:21.000]  不是魔鬼撒旦猛烈的攻擊
[00:21:21.000 --> 00:21:24.000]  而是千千萬萬像冰河那樣冷漠
[00:21:24.000 --> 00:21:26.000]  冷散緩慢
[00:21:26.000 --> 00:21:31.000]  卻有壓碎力的人
[00:21:31.000 --> 00:21:36.000]  神的工作永遠不是被猛烈的打擊所破壞
[00:21:36.000 --> 00:21:44.000]  卻是會被人的安逸和無動於衷所破壞
[00:21:44.000 --> 00:21:47.000]  這些人雖然未必在理論層面上
[00:21:47.000 --> 00:21:50.000]  否認耶和華的存在
[00:21:50.000 --> 00:21:52.000]  但是在實際的層面上
[00:21:52.000 --> 00:21:56.000]  他們是否認神的作為
[00:21:56.000 --> 00:22:04.000]  不管是降福還是降禍」
[00:22:04.000 --> 00:22:08.000]  我覺得史密斯的評論是
[00:22:08.000 --> 00:22:10.000]  很冷酷無情
[00:22:10.000 --> 00:22:13.000]  很硬
[00:22:13.000 --> 00:22:16.000]  似乎好像一棍打下來的時候
[00:22:16.000 --> 00:22:18.000]  你根本避無可避
[00:22:18.000 --> 00:22:22.000]  我們很不喜歡他這樣說話
[00:22:22.000 --> 00:22:25.000]  但卻是反駁無力
[00:22:25.000 --> 00:22:37.000]  因為他所說的很可能是事實
[00:22:37.000 --> 00:22:41.000]  其實兩位學者所說的話
[00:22:41.000 --> 00:22:43.000]  都是提醒我們
[00:22:43.000 --> 00:22:46.000]  叫我們不要對神冷漠無情
[00:22:46.000 --> 00:22:49.000]  不要對神冷淡
[00:22:49.000 --> 00:22:50.000]  不要對神的事情
[00:22:50.000 --> 00:22:54.000]  對神的國無動於衷
[00:22:54.000 --> 00:23:06.000]  否則就跟未信的人一樣
[00:23:06.000 --> 00:23:08.000]  我們應該怎樣回應呢?
[00:23:08.000 --> 00:23:15.000]  我們應該怎樣做呢?
[00:23:15.000 --> 00:23:18.000]  以賽亞書五十五章六節
[00:23:18.000 --> 00:23:20.000]  有類同的教導
[00:23:20.000 --> 00:23:25.000]  「當趁耶和華可尋找的時候尋找他
[00:23:25.000 --> 00:23:27.000]  相近的時候求告他」
[00:23:27.000 --> 00:23:28.000]  第七節
[00:23:28.000 --> 00:23:30.000]  「惡人當離棄自己的道路
[00:23:30.000 --> 00:23:33.000]  不義的人當除掉自己的意念
[00:23:33.000 --> 00:23:34.000]  歸向耶和華
[00:23:34.000 --> 00:23:36.000]  耶和華就必憐恤他
[00:23:36.000 --> 00:23:38.000]  當歸向我們的神
[00:23:38.000 --> 00:23:42.000]  因為神必廣行赦免」
[00:23:42.000 --> 00:23:45.000]  我們人很多時候都不明白
[00:23:45.000 --> 00:23:48.000]  為何神會赦免人的罪
[00:23:48.000 --> 00:23:50.000]  我的意思是
[00:23:50.000 --> 00:23:54.000]  神明明說了要懲罰犯罪的人
[00:23:54.000 --> 00:23:57.000]  但他同時又不斷勸人悔改
[00:23:57.000 --> 00:23:58.000]  當人悔改
[00:23:58.000 --> 00:24:03.000]  他又赦免人的罪
[00:24:03.000 --> 00:24:07.000]  我們怎樣形容神的這種做法呢?
[00:24:07.000 --> 00:24:10.000]  他為何這樣對人呢?
[00:24:10.000 --> 00:24:12.000]  答案我只能夠
[00:24:12.000 --> 00:24:15.000]  從今天其中一節的經文
[00:24:15.000 --> 00:24:18.000]  聖經亞書三章十七節裡
[00:24:18.000 --> 00:24:21.000]  我會得到一些解釋
[00:24:21.000 --> 00:24:25.000]  神對人的這種愛
[00:24:25.000 --> 00:24:31.000]  是一種默然的愛
[00:24:31.000 --> 00:24:32.000]  十七節
[00:24:32.000 --> 00:24:35.000]  「耶和華,你的神是施行拯救
[00:24:35.000 --> 00:24:36.000]  大有能力的主
[00:24:36.000 --> 00:24:37.000]  他在你們中間
[00:24:37.000 --> 00:24:40.000]  必因你歡欣喜樂
[00:24:40.000 --> 00:24:42.000]  默然愛你
[00:24:42.000 --> 00:24:45.000]  也因你喜樂而歡呼」
[00:24:45.000 --> 00:24:47.000]  默然的愛
[00:24:47.000 --> 00:24:49.000]  這個默然
[00:24:49.000 --> 00:24:51.000]  除了解釋默默地
[00:24:51.000 --> 00:24:53.000]  或者安靜地
[00:24:53.000 --> 00:24:55.000]  也可以說是
[00:24:55.000 --> 00:24:57.000]  很難解釋得清楚
[00:24:57.000 --> 00:24:59.000]  很難能夠明白
[00:24:59.000 --> 00:25:01.000]  這樣的意思
[00:25:01.000 --> 00:25:02.000]  神的愛
[00:25:02.000 --> 00:25:03.000]  是很難解釋
[00:25:03.000 --> 00:25:06.000]  亦都很難去明白
[00:25:06.000 --> 00:25:08.000]  神沒有要求我們世人
[00:25:08.000 --> 00:25:11.000]  要明白祂的愛
[00:25:11.000 --> 00:25:14.000]  為了我們最大的好處
[00:25:14.000 --> 00:25:17.000]  祂默默工作
[00:25:17.000 --> 00:25:19.000]  祂甚至情願犧牲
[00:25:19.000 --> 00:25:20.000]  祂的獨生兒子耶穌基督
[00:25:20.000 --> 00:25:22.000]  為我們釘十字架
[00:25:22.000 --> 00:25:24.000]  來拯救我們
[00:25:24.000 --> 00:25:26.000]  這種祂的愛
[00:25:26.000 --> 00:25:28.000]  這種默然的愛
[00:25:28.000 --> 00:25:30.000]  為了我們最大的好處
[00:25:30.000 --> 00:25:32.000]  默默地來愛我們
[00:25:32.000 --> 00:25:34.000]  神不要求我們明白
[00:25:34.000 --> 00:25:36.000]  祂只要求我們
[00:25:36.000 --> 00:25:40.000]  接受祂的愛
[00:25:40.000 --> 00:25:42.000]  所以我們對神
[00:25:42.000 --> 00:25:44.000]  不要再冷淡
[00:25:44.000 --> 00:25:45.000]  不要再冷漠
[00:25:45.000 --> 00:25:47.000]  對神的國
[00:25:47.000 --> 00:25:49.000]  和神的事情
[00:25:49.000 --> 00:25:51.000]  不要再無動於衷
[00:25:51.000 --> 00:25:54.000]  這是今天神
[00:25:54.000 --> 00:25:56.000]  跟我們講的訊息
[00:25:56.000 --> 00:25:59.000]  以下用少許時間
[00:25:59.000 --> 00:26:01.000]  給大家默想今天所聽的
[00:26:01.000 --> 00:26:03.000]  亦都在神面前
[00:26:03.000 --> 00:26:05.000]  去做一些
[00:26:05.000 --> 00:26:07.000]  立志之旅
[00:26:07.000 --> 00:26:10.000]  或者做一些祈求
