
[00:00:00.000 --> 00:00:09.000]  在這兩句內我們希望每一堂會為大家介紹一個我們會點教會覺得很重要的價值
[00:09:09.000 --> 00:09:11.000]  颱風差不多要登陸的時候
[00:09:11.000 --> 00:09:13.000]  突然間一轉轉了方向
[00:09:13.000 --> 00:09:16.000]  就刮了去我們旁邊的國家洪都拉斯
[00:09:16.000 --> 00:09:18.000]  我們沒事就回家
[00:09:18.000 --> 00:09:21.000]  旁邊的人就遭殃
[00:09:21.000 --> 00:09:23.000]  回家後我們就良心不安
[00:09:23.000 --> 00:09:25.000]  因為我們祈禱自己沒事
[00:09:25.000 --> 00:09:27.000]  隔壁的房子就壞了
[00:09:27.000 --> 00:09:29.000]  覺得我們要做些什麼
[00:09:29.000 --> 00:09:32.000]  因為我們自己感受到
[00:09:32.000 --> 00:09:33.000]  颱風要來
[00:09:33.000 --> 00:09:35.000]  家裡可能沒有
[00:09:35.000 --> 00:09:36.000]  那種pain
[00:09:36.000 --> 00:09:38.000]  我們又覺得旁邊的人很慘
[00:09:38.000 --> 00:09:39.000]  我們就做些什麼
[00:09:39.000 --> 00:09:43.000]  於是我們就組了一隊救災的隊
[00:09:43.000 --> 00:09:46.000]  當時洗了很多豬油桶
[00:09:46.000 --> 00:09:47.000]  你知道巴黎的炸雞
[00:09:47.000 --> 00:09:48.000]  全部是用豬油炸出來
[00:09:48.000 --> 00:09:49.000]  特別香
[00:09:49.000 --> 00:09:50.000]  比KFC香
[00:09:50.000 --> 00:09:51.000]  很多豬油桶
[00:09:51.000 --> 00:09:53.000]  我們洗乾淨豬油桶
[00:09:53.000 --> 00:09:55.000]  去裝乾淨水
[00:09:55.000 --> 00:09:59.000]  有很多救援的物資
[00:09:59.000 --> 00:10:00.000]  我們搭了帳篷
[00:10:00.000 --> 00:10:02.000]  洗了很多天的豬油桶
[00:10:02.000 --> 00:10:04.000]  讓他們裝乾淨水去喝
[00:10:04.000 --> 00:10:06.000]  我們做了一個星期
[00:10:06.000 --> 00:10:08.000]  準備離開的時候
[00:10:08.000 --> 00:10:10.000]  現在來了另外一個團體
[00:10:10.000 --> 00:10:12.000]  我記得那時候是慈濟
[00:10:12.000 --> 00:10:13.000]  慈濟來了
[00:10:13.000 --> 00:10:14.000]  慈濟來了
[00:10:14.000 --> 00:10:16.000]  你們是不是用完了
[00:10:16.000 --> 00:10:17.000]  我們這個廳
[00:10:17.000 --> 00:10:18.000]  豬油桶全部用完了
[00:10:18.000 --> 00:10:20.000]  給我們給我們
[00:10:20.000 --> 00:10:22.000]  廳不要留給我們
[00:10:22.000 --> 00:10:23.000]  豬油桶留給我們
[00:10:23.000 --> 00:10:24.000]  我們沒問題
[00:10:24.000 --> 00:10:25.000]  反正你們都是做慈善
[00:10:25.000 --> 00:10:27.000]  我們就走了
[00:10:27.000 --> 00:10:28.000]  沒問題
[00:10:28.000 --> 00:10:32.000]  但慈濟來的時候
[00:10:32.000 --> 00:10:33.000]  帶了攝影機
[00:10:33.000 --> 00:10:35.000]  帶了新聞主播來
[00:10:35.000 --> 00:10:36.000]  我們沒問題
[00:10:36.000 --> 00:10:37.000]  播就播
[00:10:37.000 --> 00:10:38.000]  我們就走了
[00:10:38.000 --> 00:10:40.000]  我們回到家之後
[00:10:40.000 --> 00:10:42.000]  翌日再看新聞
[00:10:42.000 --> 00:10:44.000]  就看到慈濟上去
[00:10:44.000 --> 00:10:45.000]  慈濟上了新聞
[00:10:45.000 --> 00:10:47.000]  慈濟上了新聞
[00:10:47.000 --> 00:10:49.000]  就看到我們設置的廳
[00:10:49.000 --> 00:10:50.000]  他們正在用
[00:10:50.000 --> 00:10:51.000]  我們洗的豬油桶
[00:10:51.000 --> 00:10:52.000]  他們正在用
[00:10:52.000 --> 00:10:54.000]  接著最激氣的
[00:10:54.000 --> 00:10:56.000]  就是新聞主播
[00:10:56.000 --> 00:10:57.000]  在前面說新聞的時候
[00:10:57.000 --> 00:10:59.000]  就說颱風來了之後
[00:10:59.000 --> 00:11:01.000]  我們慈濟是第一隊來到這裡的
[00:11:01.000 --> 00:11:02.000]  我們一直做到現在
[00:11:02.000 --> 00:11:03.000]  接著我們心想
[00:11:03.000 --> 00:11:05.000]  No, that's not true
[00:11:05.000 --> 00:11:06.000]  我們第一批來的
[00:11:06.000 --> 00:11:07.000]  我們做完你才到
[00:11:07.000 --> 00:11:09.000]  但他們上了新聞
[00:11:09.000 --> 00:11:10.000]  所以當時我們一批
[00:11:10.000 --> 00:11:12.000]  當時還是high school
[00:11:12.000 --> 00:11:13.000]  我們一批
[00:11:13.000 --> 00:11:14.000]  我們心裡很不平衡
[00:11:14.000 --> 00:11:15.000]  我們說沒理由的
[00:11:15.000 --> 00:11:17.000]  明明是我們洗了所有豬油桶
[00:11:17.000 --> 00:11:18.000]  我們設置的廳
[00:11:18.000 --> 00:11:19.000]  我們做完你才來
[00:11:19.000 --> 00:11:21.000]  結果你在新聞上吹水
[00:11:21.000 --> 00:11:22.000]  說我們是第一個到的
[00:11:22.000 --> 00:11:25.000]  明明裝模作樣就走了
[00:11:25.000 --> 00:11:26.000]  接著我記得
[00:11:26.000 --> 00:11:28.000]  我們的導師跟我們說
[00:11:28.000 --> 00:11:30.000]  你們當初想要參加
[00:11:30.000 --> 00:11:33.000]  這個救災隊的時候
[00:11:33.000 --> 00:11:36.000]  你是覺得因為你有compassion
[00:11:36.000 --> 00:11:38.000]  你feel到他們的pain
[00:11:38.000 --> 00:11:39.000]  Let's do something
[00:11:39.000 --> 00:11:42.000]  因為你想別人知道你做好事
[00:11:42.000 --> 00:11:43.000]  我們說是喔
[00:11:43.000 --> 00:11:47.000]  當初我們去其實是很簡單的動機
[00:11:47.000 --> 00:11:49.000]  I feel their pain
[00:11:49.000 --> 00:11:51.000]  Let's do something
[00:11:51.000 --> 00:11:53.000]  但後來只是因為慈濟在吹水
[00:11:53.000 --> 00:11:54.000]  我們覺得心裡不平衡
[00:11:54.000 --> 00:11:57.000]  所以覺得我們也需要上新聞
[00:11:57.000 --> 00:11:58.000]  我們的導師就說
[00:11:58.000 --> 00:12:00.000]  既然你的動機就是compassion
[00:12:00.000 --> 00:12:02.000]  Let's stick with it
[00:12:02.000 --> 00:12:03.000]  他們吹水是他們的事
[00:12:03.000 --> 00:12:05.000]  如果我們是out of compassion
[00:12:05.000 --> 00:12:07.000]  做這件事做完就OK了
[00:12:07.000 --> 00:12:08.000]  所以你知道
[00:12:08.000 --> 00:12:10.000]  善行未必是出於compassion
[00:12:10.000 --> 00:12:12.000]  compassion有個component
[00:12:12.000 --> 00:12:15.000]  就是你一定要feel別人的pain
[00:12:15.000 --> 00:12:16.000]  然後你覺得
[00:12:16.000 --> 00:12:20.000]  我想要跟他們一起承擔這個痛苦
[00:12:20.000 --> 00:12:22.000]  這個叫compassion
[00:12:22.000 --> 00:12:25.000]  所以當主耶穌來到世上
[00:12:25.000 --> 00:12:28.000]  見到一些很流離所失的人
[00:12:28.000 --> 00:12:31.000]  他覺得會憐憫他們有compassion
[00:12:31.000 --> 00:12:33.000]  Exactly是在說這件事
[00:12:33.000 --> 00:12:34.000]  神有power
[00:12:34.000 --> 00:12:36.000]  他可以不來世上
[00:12:36.000 --> 00:12:39.000]  他可以遠在天上的寶座
[00:12:39.000 --> 00:12:40.000]  你有什麼問題
[00:12:40.000 --> 00:12:41.000]  癌症
[00:12:41.000 --> 00:12:42.000]  搞定了
[00:12:42.000 --> 00:12:44.000]  我厲害
[00:12:44.000 --> 00:12:45.000]  你有什麼問題
[00:12:45.000 --> 00:12:47.000]  Financial problem
[00:12:47.000 --> 00:12:48.000]  Solved
[00:12:48.000 --> 00:12:50.000]  搞定
[00:12:50.000 --> 00:12:53.000]  這種就跟陳光飄沒什麼分別
[00:12:53.000 --> 00:12:54.000]  為什麼主耶穌一定要
[00:12:54.000 --> 00:12:57.000]  道成肉身來到我們當中呢
[00:12:57.000 --> 00:12:59.000]  Compassion一定是
[00:12:59.000 --> 00:13:01.000]  He feels your pain
[00:13:01.000 --> 00:13:03.000]  他想讓我們每一個人知道
[00:13:03.000 --> 00:13:06.000]  他能夠感受到我們的痛苦
[00:13:06.000 --> 00:13:08.000]  他有empathy
[00:13:08.000 --> 00:13:10.000]  然後他有那個willingness
[00:13:10.000 --> 00:13:12.000]  desire
[00:13:12.000 --> 00:13:13.000]  去做一些事
[00:13:13.000 --> 00:13:15.000]  幫我們解決這個痛苦
[00:13:15.000 --> 00:13:17.000]  這種才叫compassion
[00:13:17.000 --> 00:13:19.000]  所以主耶穌為了讓我們知道
[00:13:19.000 --> 00:13:22.000]  神是一位充滿compassion的神
[00:13:22.000 --> 00:13:25.000]  他必須要道成肉身來到我們當中
[00:13:25.000 --> 00:13:26.000]  見到那些流離所失的人
[00:13:26.000 --> 00:13:28.000]  跟他們生活在一起
[00:13:28.000 --> 00:13:29.000]  然後do something
[00:13:29.000 --> 00:13:31.000]  然後去拯救他們
[00:13:31.000 --> 00:13:35.000]  這就是神給我們一個很重要的啟示
[00:13:35.000 --> 00:13:38.000]  主耶穌既然是在做一些compassion的事
[00:13:38.000 --> 00:13:40.000]  對於你和我來說
[00:13:40.000 --> 00:13:41.000]  如果今天我們見到主耶穌
[00:13:41.000 --> 00:13:43.000]  嘩很厲害
[00:13:43.000 --> 00:13:45.000]  失明的盲眼的見到
[00:13:45.000 --> 00:13:46.000]  跛腳的走路
[00:13:46.000 --> 00:13:48.000]  麻風病得潔症
[00:13:48.000 --> 00:13:49.000]  耳聾的聽見
[00:13:49.000 --> 00:13:50.000]  死人復活
[00:13:50.000 --> 00:13:52.000]  窮人有福音聽到
[00:13:52.000 --> 00:13:53.000]  我和你聽到應該不會懷疑
[00:13:53.000 --> 00:13:54.000]  會更加相信
[00:13:54.000 --> 00:13:55.000]  沒錯
[00:13:55.000 --> 00:13:57.000]  這就是利塞雅
[00:13:57.000 --> 00:14:01.000]  奇怪的是為何約翰聽到
[00:14:01.000 --> 00:14:03.000]  主耶穌在做這些amazing的事
[00:14:03.000 --> 00:14:04.000]  他會覺得
[00:14:04.000 --> 00:14:05.000]  no no no
[00:14:05.000 --> 00:14:07.000]  something is wrong
[00:14:07.000 --> 00:14:08.000]  可能你不是利塞雅
[00:14:08.000 --> 00:14:10.000]  你是someone else
[00:14:10.000 --> 00:14:11.000]  可能還要等另一個
[00:14:11.000 --> 00:14:15.000]  exactly 主耶穌在做憐憫人的事
[00:14:15.000 --> 00:14:16.000]  霸佔到他
[00:14:16.000 --> 00:14:17.000]  讓他覺得
[00:14:17.000 --> 00:14:19.000]  I don't like it
[00:14:19.000 --> 00:14:21.000]  我覺得還有另一個正在來
[00:14:21.000 --> 00:14:23.000]  你不是利塞雅
[00:14:23.000 --> 00:14:25.000]  今天我要講的point
[00:14:25.000 --> 00:14:27.000]  和我們今天的主題有關
[00:14:27.000 --> 00:14:30.000]  為何主耶穌要挑戰約翰
[00:14:30.000 --> 00:14:32.000]  挑戰他expand
[00:14:32.000 --> 00:14:34.000]  他的compassion circle
[00:14:34.000 --> 00:14:36.000]  因為主耶穌憐憫人
[00:14:36.000 --> 00:14:37.000]  對我和你來說
[00:14:37.000 --> 00:14:38.000]  可能沒有offend到我們
[00:14:38.000 --> 00:14:40.000]  但至少offend到約翰
[00:14:40.000 --> 00:14:42.000]  在兩個層面offend到約翰
[00:14:42.000 --> 00:14:43.000]  第一個層面
[00:14:43.000 --> 00:14:45.000]  約翰都有compassion
[00:14:45.000 --> 00:14:47.000]  他都有憐憫人的心
[00:14:47.000 --> 00:14:49.000]  但他憐憫人的範圍
[00:14:49.000 --> 00:14:51.000]  和主耶穌不一樣
[00:14:51.000 --> 00:14:52.000]  他在想的是
[00:14:52.000 --> 00:14:54.000]  猶太人
[00:14:54.000 --> 00:14:55.000]  我是猶太人
[00:14:55.000 --> 00:14:56.000]  利塞雅
[00:14:56.000 --> 00:14:57.000]  畢神
[00:14:57.000 --> 00:14:58.000]  高末
[00:14:58.000 --> 00:14:59.000]  差派救主來
[00:14:59.000 --> 00:15:01.000]  是拯救猶太人
[00:15:01.000 --> 00:15:03.000]  救主是從猶太人出來的
[00:15:03.000 --> 00:15:06.000]  應該先拯救自己的民族
[00:15:06.000 --> 00:15:08.000]  你應該拯救我們的民族
[00:15:08.000 --> 00:15:11.000]  脫離羅馬帝國的管轄
[00:15:11.000 --> 00:15:14.000]  但主耶穌偏偏在七章第一到第十節
[00:15:14.000 --> 00:15:15.000]  他醫治了誰
[00:15:15.000 --> 00:15:18.000]  醫治了一個百夫長的僕人
[00:15:18.000 --> 00:15:19.000]  百夫長是什麼
[00:15:19.000 --> 00:15:20.000]  羅馬丁丁
[00:15:20.000 --> 00:15:23.000]  羅馬國的軍官
[00:15:23.000 --> 00:15:27.000]  為什麼就像現在的抗日時期
[00:15:27.000 --> 00:15:28.000]  主耶穌突然臨到
[00:15:28.000 --> 00:15:29.000]  感謝神
[00:15:29.000 --> 00:15:31.000]  快點來憐憫華人
[00:15:31.000 --> 00:15:32.000]  但你發覺主耶穌
[00:15:32.000 --> 00:15:34.000]  為什麼一天到晚和日本兵一起
[00:15:34.000 --> 00:15:36.000]  還醫治日本兵
