
[00:00:00.000 --> 00:00:04.420]  今日的題目是「逆中求平安」
[00:01:42.080 --> 00:01:44.080]  我前日才收到一個牧師
[00:01:44.080 --> 00:01:46.960]  對不起忘記給你說再見
[00:01:46.960 --> 00:01:48.960]  我們現在身在什麼
[00:01:48.960 --> 00:01:50.160]  我說好祝福你
[00:01:50.160 --> 00:01:51.680]  祝福你家
[00:01:51.680 --> 00:01:53.680]  人和呢?
[00:01:53.680 --> 00:01:57.600]  香港家庭幸福指數得6分
[00:01:57.600 --> 00:02:00.800]  因為工作時間長影響生活
[00:02:00.800 --> 00:02:04.240]  另外就是小三就戒守
[00:02:04.240 --> 00:02:06.560]  要更正不是那個小三
[00:02:06.560 --> 00:02:08.560]  是小學三年級的意思
[00:02:08.560 --> 00:02:10.560]  大家不要誤會
[00:02:10.560 --> 00:02:12.560]  就說因為壓力大
[00:02:12.560 --> 00:02:15.760]  群瘦鬥所以小學三年級就戒守
[00:02:15.760 --> 00:02:16.480]  真的
[00:02:16.480 --> 00:02:18.480]  問過社工
[00:02:18.480 --> 00:02:22.640]  在這種情況動盪人心不安
[00:02:22.640 --> 00:02:24.640]  覺得都不知如何是好
[00:02:24.640 --> 00:02:26.640]  我們從來沒有試過一個時期
[00:02:26.640 --> 00:02:28.640]  像現在那麼不確定
[00:02:28.640 --> 00:02:29.760]  那麼不穩陣
[00:02:29.760 --> 00:02:31.760]  但我們每日都要過
[00:02:31.760 --> 00:02:34.480]  昔日耶穌的門徒都是這樣
[00:02:34.480 --> 00:02:37.440]  耶穌跟他們說的是平安
[00:02:37.440 --> 00:02:39.440]  《約翰福音》十四章二十七字
[00:02:39.440 --> 00:02:41.440]  我們一起讀
[00:02:41.440 --> 00:02:43.440]  我留下平安
[00:02:43.440 --> 00:02:45.440]  一起讀
[00:02:45.440 --> 00:02:47.440]  我留下平安給你們
[00:02:47.440 --> 00:02:50.480]  我將我的平安賜給你們
[00:02:50.480 --> 00:02:54.080]  我所賜的不像世人所賜的
[00:02:54.080 --> 00:02:56.640]  你們心裡不要憂愁
[00:02:56.640 --> 00:02:58.640]  也不要膽怯
[00:02:58.640 --> 00:03:00.640]  耶穌離開世界之前說這句
[00:03:00.640 --> 00:03:02.640]  好了到祂回來《約翰福音》二十章二十六節
[00:03:02.640 --> 00:03:04.640]  我們又讀一二三
[00:03:04.640 --> 00:03:06.640]  過了八日
[00:03:06.640 --> 00:03:08.640]  又在屋內
[00:03:08.640 --> 00:03:10.640]  多瑪也和他們同在
[00:03:10.640 --> 00:03:12.640]  門都關了
[00:03:12.640 --> 00:03:14.640]  耶穌來站在當中說
[00:03:14.640 --> 00:03:16.640]  願你們平安
[00:03:16.640 --> 00:03:18.640]  我問過郭先生
[00:03:18.640 --> 00:03:20.640]  所以我很要求他
[00:03:20.640 --> 00:03:22.640]  他在獄中
[00:03:22.640 --> 00:03:24.640]  真的回答那些經文
[00:03:24.640 --> 00:03:26.640]  他就說
[00:03:26.640 --> 00:03:28.640]  離世之前說平安都可以
[00:03:28.640 --> 00:03:30.640]  回來見到門徒
[00:03:30.640 --> 00:03:32.640]  第一句都說願你們平安
[00:03:32.640 --> 00:03:34.640]  如果是我會怎樣
[00:03:34.640 --> 00:03:36.640]  我會找Peter出來
[00:03:36.640 --> 00:03:38.640]  說了你三次不認我的
[00:03:38.640 --> 00:03:40.640]  又或者跟那些門徒說
[00:03:40.640 --> 00:03:42.640]  怎麼了
[00:03:42.640 --> 00:03:44.640]  都走了
[00:03:44.640 --> 00:03:46.640]  耶穌從來不是這樣
[00:03:46.640 --> 00:03:48.640]  耶穌不是這樣的人
[00:03:48.640 --> 00:03:50.640]  耶穌去跟那些門徒
[00:03:50.640 --> 00:03:52.640]  說他們最需要的是什麼
[00:03:52.640 --> 00:03:54.640]  願你們平安
[00:03:54.640 --> 00:03:58.640]  動盪當中
[00:03:58.640 --> 00:04:00.640]  我們最需要的是
[00:04:00.640 --> 00:04:02.640]  平安
[00:04:02.640 --> 00:04:04.640]  耶穌就是一個這麼體貼
[00:04:04.640 --> 00:04:06.640]  我們心意的主
[00:04:06.640 --> 00:04:08.640]  當我想平安的時候
[00:04:08.640 --> 00:04:10.640]  我又在想
[00:04:10.640 --> 00:04:12.640]  其實有一節經文
[00:04:12.640 --> 00:04:14.640]  我當時已經認識
[00:04:14.640 --> 00:04:16.640]  常常在牆壁上看到
[00:04:16.640 --> 00:04:18.640]  這一節我們讀一讀
[00:04:18.640 --> 00:04:20.640]  耶穌說
[00:04:20.640 --> 00:04:22.640]  我就是道路、真理、生命
[00:04:22.640 --> 00:04:24.640]  若不直著我
[00:04:24.640 --> 00:04:26.640]  沒有人能到乎那裡去
[00:04:26.640 --> 00:04:28.640]  我看了很久
[00:04:28.640 --> 00:04:30.640]  我常常在想
[00:04:30.640 --> 00:04:32.640]  什麼叫道路、真理、生命
[00:04:32.640 --> 00:04:34.640]  當我默想平安的時候
[00:04:34.640 --> 00:04:36.640]  我覺得如果我們搞通了
[00:04:36.640 --> 00:04:38.640]  我們就知道平安是什麼
[00:04:38.640 --> 00:04:40.640]  所以我們今天好好地去看
[00:04:40.640 --> 00:04:42.640]  什麼叫道路、真理、生命
[00:04:42.640 --> 00:04:44.640]  第一
[00:04:44.640 --> 00:04:46.640]  道路
[00:04:46.640 --> 00:04:48.640]  The Way
[00:04:48.640 --> 00:04:50.640]  聖經裡面說
[00:04:50.640 --> 00:04:52.640]  耶穌就是那一條道路
[00:04:52.640 --> 00:04:54.640]  耶穌那一條道路
[00:04:54.640 --> 00:04:56.640]  這裡希伯來書說
[00:04:56.640 --> 00:04:58.640]  因著耶穌的血坦然
[00:04:58.640 --> 00:05:00.640]  進入至聖所
[00:05:00.640 --> 00:05:02.640]  是一條又新又活的路
[00:05:02.640 --> 00:05:04.640]  簡單來說是直通的
[00:05:04.640 --> 00:05:06.640]  Direct Line
[00:05:06.640 --> 00:05:08.640]  不需要通過祭司
[00:05:08.640 --> 00:05:10.640]  不需要搞這麼多
[00:05:10.640 --> 00:05:12.640]  還有
[00:05:12.640 --> 00:05:14.640]  微信可以祈禱嗎
[00:05:14.640 --> 00:05:16.640]  可以
[00:05:16.640 --> 00:05:18.640]  微信的時候
[00:05:18.640 --> 00:05:20.640]  我也試過
[00:05:20.640 --> 00:05:22.640]  車子迷霧之中
[00:05:22.640 --> 00:05:24.640]  祈禱
[00:05:24.640 --> 00:05:26.640]  接著就再見
[00:05:26.640 --> 00:05:28.640]  信了就更加可以
[00:05:28.640 --> 00:05:30.640]  而且不用搞太多
[00:05:30.640 --> 00:05:32.640]  心裡面呼求就行了
[00:05:32.640 --> 00:05:34.640]  Direct Line
[00:05:34.640 --> 00:05:36.640]  第二
[00:05:36.640 --> 00:05:38.640]  123
[00:05:38.640 --> 00:05:40.640]  你們從前遠離神的人
[00:05:40.640 --> 00:05:42.640]  如今卻在基督耶穌裡
[00:05:42.640 --> 00:05:44.640]  靠著他的血
[00:05:44.640 --> 00:05:46.640]  已經得親近了
[00:05:46.640 --> 00:05:48.640]  因他使我們和睦
[00:05:48.640 --> 00:05:50.640]  將兩下合而為一
[00:05:50.640 --> 00:05:52.640]  拆毀了中間間隔
[00:05:52.640 --> 00:05:54.640]  即牆
[00:05:54.640 --> 00:05:56.640]  而且以自己的身體
[00:05:56.640 --> 00:05:58.640]  廢掉冤仇
[00:05:58.640 --> 00:06:00.640]  就是那既在律法上的規條
[00:06:00.640 --> 00:06:02.640]  為要將兩下
[00:06:02.640 --> 00:06:04.640]  藉著自己的血
[00:06:04.640 --> 00:06:06.640]  藉著兩下
[00:06:06.640 --> 00:06:08.640]  藉著自己造成一個新人
[00:06:08.640 --> 00:06:10.640]  如此便成就了和睦
[00:06:10.640 --> 00:06:12.640]  如此便成就了和睦
[00:06:12.640 --> 00:06:14.640]  耶穌的這條路是什麼
[00:06:14.640 --> 00:06:16.640]  廢掉冤仇成就和睦
[00:06:16.640 --> 00:06:18.640]  我們一定要謹記
[00:06:18.640 --> 00:06:20.640]  祂
[00:06:20.640 --> 00:06:22.640]  是叫我們不要再記住那些冤仇
[00:06:22.640 --> 00:06:24.640]  是叫我們不要再記住那些冤仇
[00:06:24.640 --> 00:06:26.640]  當然另外一個
[00:06:26.640 --> 00:06:28.640]  上帝的道路就是
[00:06:28.640 --> 00:06:30.640]  The Will of God
[00:06:30.640 --> 00:06:32.640]  上帝的心意
[00:06:32.640 --> 00:06:34.640]  第一,聖靈會帶領我們
[00:06:34.640 --> 00:06:36.640]  信不信?帶領我們見
[00:06:36.640 --> 00:06:38.640]  需要見的人
[00:06:38.640 --> 00:06:40.640]  撞到他也好,什麼都好
[00:06:40.640 --> 00:06:42.640]  我記得有一次
[00:06:42.640 --> 00:06:44.640]  我服事很艱難
[00:06:44.640 --> 00:06:46.640]  祈禱
[00:06:46.640 --> 00:06:48.640]  腦裏出現了一個人
[00:06:48.640 --> 00:06:50.640]  如果見到他
[00:06:50.640 --> 00:06:52.640]  應該解決到這個問題
[00:06:52.640 --> 00:06:54.640]  但我沒有這個人的電話
[00:06:54.640 --> 00:06:56.640]  我見過一次,又不認識他
[00:06:56.640 --> 00:06:58.640]  那我怎樣
[00:06:58.640 --> 00:07:00.640]  可以找到他呢?
[00:07:00.640 --> 00:07:02.640]  我當時就說,主啊,求祢讓我認識他的朋友
[00:07:02.640 --> 00:07:04.640]  然後由他的朋友再找到他的電話
[00:07:04.640 --> 00:07:06.640]  我就這樣祈禱
[00:07:06.640 --> 00:07:08.640]  誰知那天下午
[00:07:08.640 --> 00:07:10.640]  去一個工倉大廈
[00:07:10.640 --> 00:07:12.640]  一個聚會
[00:07:12.640 --> 00:07:14.640]  港報道會,進了電梯
[00:07:14.640 --> 00:07:16.640]  我還記得我秘書和我一起
[00:07:16.640 --> 00:07:18.640]  一開電梯門就是他
[00:07:18.640 --> 00:07:20.640]  電梯很小
[00:07:20.640 --> 00:07:22.640]  有什麼可能茫茫人海
[00:07:22.640 --> 00:07:24.640]  他就出現在我眼前
[00:07:24.640 --> 00:07:26.640]  我當下整個人震了
[00:07:26.640 --> 00:07:28.640]  主啊,真是奇妙
[00:07:28.640 --> 00:07:30.640]  主啊,聖靈
[00:07:30.640 --> 00:07:32.640]  大靈
[00:07:32.640 --> 00:07:34.640]  安排,你相信嗎?
[00:07:34.640 --> 00:07:36.640]  第二
[00:07:36.640 --> 00:07:38.640]  以神為樂
[00:07:38.640 --> 00:07:40.640]  詩篇37篇,我們讀一讀
[00:07:40.640 --> 00:07:42.640]  一二三,又要以耶和華為樂
[00:07:42.640 --> 00:07:44.640]  他就將你心裏所求的
[00:07:44.640 --> 00:07:46.640]  賜給你
[00:07:46.640 --> 00:07:48.640]  要將你的事交託
[00:07:48.640 --> 00:07:50.640]  耶和華,並依靠他
[00:07:50.640 --> 00:07:52.640]  他就必成全
[00:07:52.640 --> 00:07:54.640]  這是我最喜歡的一句
[00:07:54.640 --> 00:07:56.640]  你知道為什麼嗎?
[00:07:56.640 --> 00:07:58.640]  就是因為
[00:07:58.640 --> 00:08:00.640]  我不是和大家說過
[00:08:00.640 --> 00:08:02.640]  我經歷了很多戀愛失敗
[00:08:02.640 --> 00:08:04.640]  到信了耶穌
[00:08:04.640 --> 00:08:06.640]  人們就說,你向上帝祈禱
[00:08:06.640 --> 00:08:08.640]  祂會為你預備將來的另一半
[00:08:08.640 --> 00:08:10.640]  那我就祈禱
[00:08:10.640 --> 00:08:12.640]  然後何牧師就走到我身邊
[00:08:12.640 --> 00:08:14.640]  然後上帝就和我說
[00:08:14.640 --> 00:08:16.640]  坐在你旁邊的是我為你預備的
[00:08:16.640 --> 00:08:18.640]  但又不敢亂來
[00:08:18.640 --> 00:08:20.640]  我就問牧師
[00:08:20.640 --> 00:08:22.640]  我怎麼知道?
[00:08:22.640 --> 00:08:24.640]  他說上帝會給你一節經文
[00:08:24.640 --> 00:08:26.640]  我當晚就看到這節經文
[00:08:26.640 --> 00:08:30.640]  就將你心裏所求的賜給你
[00:08:30.640 --> 00:08:34.640]  我就將這節經文
[00:08:34.640 --> 00:08:36.640]  貼在我的宿舍牆上
[00:08:36.640 --> 00:08:38.640]  然後我又叫牧師
[00:08:38.640 --> 00:08:40.640]  牧師啊
[00:08:40.640 --> 00:08:42.640]  你說上帝會給我經文
[00:08:42.640 --> 00:08:44.640]  現在就說心裏所求的賜給我
[00:08:44.640 --> 00:08:46.640]  那是不是他呢?
[00:08:46.640 --> 00:08:48.640]  你猜牧師怎麼回答呢?
[00:08:48.640 --> 00:08:50.640]  他說
[00:08:50.640 --> 00:08:52.640]  那你有沒有以耶和華為樂?
[00:08:52.640 --> 00:08:54.640]  很好的問題
[00:08:54.640 --> 00:08:56.640]  你不要只想著那個
[00:08:56.640 --> 00:08:58.640]  你有沒有以耶和華為樂?
[00:08:58.640 --> 00:09:02.640]  那現在不用說了
[00:09:02.640 --> 00:09:04.640]  默想主說
[00:09:04.640 --> 00:09:06.640]  詩篇119篇105節
[00:09:06.640 --> 00:09:08.640]  你的話
[00:09:08.640 --> 00:09:10.640]  是我腳前的燈
[00:09:10.640 --> 00:09:12.640]  路上的光
[00:09:12.640 --> 00:09:16.640]  我們都很掛念我們下一代
[00:09:16.640 --> 00:09:18.640]  我們下一代
[00:09:18.640 --> 00:09:20.640]  有時候拍拖的人都不是我們like的
[00:09:20.640 --> 00:09:22.640]  不知道你有沒有試過
[00:09:22.640 --> 00:09:24.640]  我試過了
[00:09:24.640 --> 00:09:26.640]  不like那怎麼辦呢?
[00:09:26.640 --> 00:09:28.640]  當然是想說的
[00:09:28.640 --> 00:09:30.640]  好不好說呢?
[00:09:30.640 --> 00:09:32.640]  千萬不要說
[00:09:32.640 --> 00:09:34.640]  越說他越怕
[00:09:34.640 --> 00:09:36.640]  唯有放在祈禱上
[00:09:36.640 --> 00:09:38.640]  我很記得當時
[00:09:38.640 --> 00:09:40.640]  有位師母剛路過
[00:09:40.640 --> 00:09:42.640]  我就問她
[00:09:42.640 --> 00:09:44.640]  那個人這樣這樣
[00:09:44.640 --> 00:09:46.640]  那你怎麼辦呢?
[00:09:46.640 --> 00:09:48.640]  她說用基督的愛去愛他
[00:09:48.640 --> 00:09:50.640]  很好
[00:09:50.640 --> 00:09:52.640]  Embrace them
[00:09:52.640 --> 00:09:54.640]  as God have embraced you
[00:09:54.640 --> 00:09:56.640]  那當然
[00:09:56.640 --> 00:09:58.640]  這個故事最美麗的結局
[00:09:58.640 --> 00:10:00.640]  是我女兒
[00:10:00.640 --> 00:10:02.640]  沒有跟那個人結婚
[00:10:02.640 --> 00:10:06.640]  再下去
[00:10:06.640 --> 00:10:08.640]  跟下面那節有關
[00:10:08.640 --> 00:10:10.640]  專注尋求
[00:10:10.640 --> 00:10:12.640]  雅各書第一章五至六節
[00:10:12.640 --> 00:10:14.640]  我們一起讀一讀
[00:10:14.640 --> 00:10:16.640]  你們中間若有缺少智慧的
[00:10:16.640 --> 00:10:18.640]  應當求那厚似於眾人
[00:10:18.640 --> 00:10:20.640]  也不斥責人的神
[00:10:20.640 --> 00:10:22.640]  主就必賜給他
[00:10:22.640 --> 00:10:24.640]  只要憑著信心求
[00:10:24.640 --> 00:10:26.640]  一點不疑惑
[00:10:26.640 --> 00:10:28.640]  因為那疑惑的人
[00:10:28.640 --> 00:10:30.640]  就像海中的波浪
[00:10:30.640 --> 00:10:32.640]  被風吹動翻騰
[00:10:32.640 --> 00:10:34.640]  其實呢
[00:10:34.640 --> 00:10:36.640]  跟我差不多年紀
[00:10:36.640 --> 00:10:38.640]  子女又到適婚年齡
[00:10:38.640 --> 00:10:40.640]  而依然沒有拖拍的姐妹
[00:10:40.640 --> 00:10:42.640]  都不少
[00:10:42.640 --> 00:10:44.640]  很多時候都跟我說
[00:10:44.640 --> 00:10:46.640]  很焦急怎麼辦
[00:10:46.640 --> 00:10:48.640]  我就用師母的說法
[00:10:48.640 --> 00:10:50.640]  你只要
[00:10:50.640 --> 00:10:52.640]  一天
[00:10:52.640 --> 00:10:54.640]  三次祈禱
[00:10:54.640 --> 00:10:56.640]  繼續祈禱
[00:10:56.640 --> 00:10:58.640]  但以你一天三次
[00:10:58.640 --> 00:11:00.640]  你借飯祈禱
[00:11:00.640 --> 00:11:02.640]  多加一句
[00:11:02.640 --> 00:11:04.640]  求主你為我女兒
[00:11:04.640 --> 00:11:06.640]  為我兒子預備未來
[00:11:06.640 --> 00:11:08.640]  合你心意的配偶
[00:11:08.640 --> 00:11:10.640]  記住
[00:11:10.640 --> 00:11:12.640]  我女兒
[00:11:12.640 --> 00:11:14.640]  第一次就不成功
[00:11:14.640 --> 00:11:16.640]  她跟我說
[00:11:16.640 --> 00:11:18.640]  媽
[00:11:18.640 --> 00:11:20.640]  都焦急
[00:11:20.640 --> 00:11:22.640]  因為牧師女或傳道人的子女
[00:11:22.640 --> 00:11:24.640]  在教會很難拍拖
[00:11:24.640 --> 00:11:26.640]  因為很多隻眼
[00:11:26.640 --> 00:11:28.640]  看著
[00:11:28.640 --> 00:11:30.640]  可以怎樣
[00:11:30.640 --> 00:11:32.640]  一天幫她祈禱三次
[00:11:32.640 --> 00:11:34.640]  我真的做的
[00:11:34.640 --> 00:11:36.640]  祈禱了四個月
[00:11:36.640 --> 00:11:38.640]  女兒去到美國
[00:11:38.640 --> 00:11:40.640]  我弟弟的教會就遇到現在的老公
[00:11:40.640 --> 00:11:42.640]  他說
[00:11:42.640 --> 00:11:44.640]  在教會看著我女兒
[00:11:44.640 --> 00:11:46.640]  上帝就說That's the one
[00:11:46.640 --> 00:11:48.640]  他
[00:11:48.640 --> 00:11:50.640]  買張單程機票
[00:11:50.640 --> 00:11:52.640]  回來香港住劏房
[00:11:52.640 --> 00:11:54.640]  追女兒
[00:11:54.640 --> 00:11:56.640]  嘩
[00:11:56.640 --> 00:11:58.640]  沒得揮
[00:11:58.640 --> 00:12:00.640]  是不是
[00:12:00.640 --> 00:12:02.640]  結果現在結了婚
[00:12:02.640 --> 00:12:04.640]  生了兩個兒子
[00:12:04.640 --> 00:12:06.640]  兩個兒子
[00:12:06.640 --> 00:12:08.640]  都很有趣
[00:12:08.640 --> 00:12:10.640]  他們只會養女兒
[00:12:10.640 --> 00:12:12.640]  現在上帝給我一個新的功課
[00:12:12.640 --> 00:12:14.640]  怎樣照顧兒子
[00:12:14.640 --> 00:12:16.640]  於是
[00:12:16.640 --> 00:12:18.640]  我就告訴周圍的姊妹
[00:12:18.640 --> 00:12:20.640]  今年
[00:12:20.640 --> 00:12:22.640]  三個姊妹中
[00:12:22.640 --> 00:12:24.640]  有兩個姊妹
[00:12:24.640 --> 00:12:26.640]  一個操心抱
[00:12:26.640 --> 00:12:28.640]  一個嫁女
[00:12:28.640 --> 00:12:30.640]  各位姊妹聽著
[00:12:30.640 --> 00:12:32.640]  專注
[00:12:32.640 --> 00:12:34.640]  尋求不二話
[00:12:34.640 --> 00:12:36.640]  另外
[00:12:36.640 --> 00:12:38.640]  中共要找一些
[00:12:38.640 --> 00:12:40.640]  有智慧的人
[00:12:40.640 --> 00:12:42.640]  有智慧
[00:12:42.640 --> 00:12:44.640]  不等於
[00:12:44.640 --> 00:12:46.640]  將你的憂慮
[00:12:46.640 --> 00:12:48.640]  變成代土事項
[00:12:48.640 --> 00:12:50.640]  公諸於世
[00:12:50.640 --> 00:12:52.640]  真是厚蜜
[00:12:52.640 --> 00:12:54.640]  謀事
[00:12:54.640 --> 00:12:56.640]  給你智慧
[00:12:56.640 --> 00:12:58.640]  環境的印證
[00:12:58.640 --> 00:13:00.640]  上帝開門
[00:13:00.640 --> 00:13:02.640]  上帝閉門
[00:13:02.640 --> 00:13:04.640]  就不是
[00:13:04.640 --> 00:13:06.640]  閉門也不是
[00:13:06.640 --> 00:13:08.640]  會
[00:13:08.640 --> 00:13:10.640]  那天我聽到
[00:13:10.640 --> 00:13:12.640]  何牧說
[00:13:12.640 --> 00:13:14.640]  他原來做到第七年
[00:13:14.640 --> 00:13:16.640]  想不做牧師
[00:13:16.640 --> 00:13:18.640]  想做回會計
[00:13:18.640 --> 00:13:20.640]  於是又有會計師行
[00:13:20.640 --> 00:13:22.640]  請他
[00:13:22.640 --> 00:13:24.640]  誰知到決定的階段
[00:13:24.640 --> 00:13:26.640]  上帝好像突然
[00:13:26.640 --> 00:13:28.640]  跟你說
[00:13:28.640 --> 00:13:30.640]  我又叫你去做會計
[00:13:30.640 --> 00:13:32.640]  何牧師就哭了
[00:13:32.640 --> 00:13:34.640]  發覺即使開門
[00:13:34.640 --> 00:13:36.640]  也不是
[00:13:36.640 --> 00:13:38.640]  上帝心意
[00:13:38.640 --> 00:13:40.640]  是你心裏的平安
[00:13:40.640 --> 00:13:42.640]  你心裏的聖靈
[00:13:42.640 --> 00:13:44.640]  會跟我們說話
[00:13:44.640 --> 00:13:46.640]  當然另外叫common sense
[00:13:46.640 --> 00:13:48.640]  邏輯判斷
[00:13:48.640 --> 00:13:50.640]  這也很重要
[00:13:50.640 --> 00:13:52.640]  當然有pros and cons
[00:13:52.640 --> 00:13:54.640]  但作為師母
[00:13:54.640 --> 00:13:56.640]  我經常收到這些prayer request
[00:13:56.640 --> 00:13:58.640]  最近也收到一個
[00:13:58.640 --> 00:14:00.640]  他就弄了張表給我看
[00:14:00.640 --> 00:14:02.640]  師母
[00:14:02.640 --> 00:14:04.640]  我曾經為我未來的配偶禱告
[00:14:04.640 --> 00:14:06.640]  有七項
[00:14:06.640 --> 00:14:08.640]  如今在我身邊
[00:14:08.640 --> 00:14:10.640]  一位很熟悉的備婚
[00:14:10.640 --> 00:14:12.640]  條件非常好的弟兄
[00:14:12.640 --> 00:14:14.640]  完全符合他這七項
[00:14:14.640 --> 00:14:16.640]  不用說他的名字
[00:14:16.640 --> 00:14:18.640]  你知道我最近跟哪位藝人熟
[00:14:18.640 --> 00:14:20.640]  請你轉告他
[00:14:20.640 --> 00:14:22.640]  他就是上帝
[00:14:22.640 --> 00:14:24.640]  一直為我預備的
[00:14:24.640 --> 00:14:26.640]  你覺得呢
[00:14:28.640 --> 00:14:30.640]  我會不會轉告
[00:14:30.640 --> 00:14:32.640]  當然不會
[00:14:32.640 --> 00:14:34.640]  他經常收到這些request
[00:14:34.640 --> 00:14:36.640]  他告訴我
[00:14:36.640 --> 00:14:38.640]  你有感動
[00:14:38.640 --> 00:14:40.640]  他沒有
[00:14:40.640 --> 00:14:42.640]  是不是
[00:14:42.640 --> 00:14:44.640]  環境的印證
[00:14:44.640 --> 00:14:46.640]  給大家看看recap
[00:14:46.640 --> 00:14:48.640]  那些東西
[00:14:48.640 --> 00:14:50.640]  那七點我覺得都挺好的
[00:14:50.640 --> 00:14:52.640]  我自己也是按著這七點
[00:14:52.640 --> 00:14:54.640]  去尋求上帝的心意
[00:14:54.640 --> 00:14:56.640]  不過更加重要的
[00:14:56.640 --> 00:14:58.640]  是接下來講的那兩點
[00:14:58.640 --> 00:15:00.640]  上帝的心意
[00:15:00.640 --> 00:15:02.640]  都包括上帝的心腸
[00:15:02.640 --> 00:15:04.640]  The heart of God
[00:15:04.640 --> 00:15:06.640]  The heart of God
[00:15:06.640 --> 00:15:08.640]  耶利米蘇29章11節
[00:15:08.640 --> 00:15:10.640]  我們一起讀
[00:15:10.640 --> 00:15:12.640]  1 2 3
[00:15:12.640 --> 00:15:14.640]  耶和華書
[00:15:14.640 --> 00:15:16.640]  我知道我向你們所懷的意念
[00:15:16.640 --> 00:15:18.640]  是賜平安的意念
[00:15:18.640 --> 00:15:20.640]  不是降災禍的意念
[00:15:20.640 --> 00:15:22.640]  要叫你們
[00:15:22.640 --> 00:15:24.640]  沒後有子望
[00:15:26.640 --> 00:15:28.640]  各位弟兄姊妹
[00:15:28.640 --> 00:15:30.640]  我不知道你現在處境是什麼
[00:15:30.640 --> 00:15:32.640]  可能你是很艱難的
[00:15:32.640 --> 00:15:34.640]  你覺得為何難關
[00:15:34.640 --> 00:15:36.640]  一關一關一關
[00:15:36.640 --> 00:15:38.640]  但請你記住
[00:15:38.640 --> 00:15:40.640]  上帝向我們懷的意念
[00:15:40.640 --> 00:15:42.640]  是賜平安的意念
[00:15:42.640 --> 00:15:44.640]  不是降災禍的意念
[00:15:44.640 --> 00:15:46.640]  1993年
[00:15:46.640 --> 00:15:48.640]  我家三級大火
[00:15:48.640 --> 00:15:50.640]  一個禮拜之後
[00:15:50.640 --> 00:15:52.640]  我的女兒
[00:15:52.640 --> 00:15:54.640]  腦震盪
[00:15:54.640 --> 00:15:56.640]  進了醫院
[00:15:56.640 --> 00:15:58.640]  再一個禮拜之後
[00:15:58.640 --> 00:16:00.640]  我後腦很痛
[00:16:00.640 --> 00:16:02.640]  很害怕
[00:16:02.640 --> 00:16:04.640]  因為任何止痛藥都幫不到我
[00:16:04.640 --> 00:16:06.640]  害怕有事
[00:16:06.640 --> 00:16:08.640]  後來檢查了
[00:16:08.640 --> 00:16:10.640]  半年之後
[00:16:10.640 --> 00:16:12.640]  爸爸媽媽的家重建
[00:16:12.640 --> 00:16:14.640]  搞了一個很大型的感恩祈禱會
[00:16:14.640 --> 00:16:16.640]  感謝你讚美你
[00:16:16.640 --> 00:16:18.640]  家裡回來了
