
[00:00:00.000 --> 00:00:02.000]  早安各位兄弟姊妹
[00:02:52.140 --> 00:02:56.140]  神的使者怎樣跟基甸說呢
[00:02:56.140 --> 00:02:59.140]  耶和華的使者向他顯現說
[00:02:59.140 --> 00:03:04.140]  大能的勇士耶和華與你同在
[00:03:04.140 --> 00:03:07.140]  大能的勇士喔
[00:03:07.140 --> 00:03:10.140]  如果突然有人走過來 陌生人
[00:03:10.140 --> 00:03:15.140]  說有靚仔靚女 你才貌相傳
[00:03:15.140 --> 00:03:20.140]  那你當然是打個凸 然後你就閃一閃
[00:03:20.140 --> 00:03:23.140]  發生什麼事 我都不會認為自己是
[00:03:23.140 --> 00:03:26.140]  你所讚美我這種人 特別是當時其實
[00:03:26.140 --> 00:03:29.140]  基甸是處於恐懼狀態
[00:03:29.140 --> 00:03:31.140]  耶和華的使者怎樣走過來跟他說
[00:03:31.140 --> 00:03:35.140]  大能的勇士喔 所以他充滿懷疑
[00:03:35.140 --> 00:03:41.140]  究竟這個使者讚我 究竟是為了什麼而來
[00:03:41.140 --> 00:03:45.140]  他說 基甸就跟這個使者說 主我
[00:03:45.140 --> 00:03:49.140]  就是這個使者 耶和華如果真的跟我們同在
[00:03:49.140 --> 00:03:53.140]  為什麼我們現在在這裡遭遇了一切的患難
[00:03:53.140 --> 00:03:57.140]  我們被外邦的米甸人追殺
[00:03:57.140 --> 00:04:00.140]  去掠奪我們的財富
[00:04:00.140 --> 00:04:03.140]  甚至連一個安身立命的地方都沒有
[00:04:03.140 --> 00:04:06.140]  我們何至遭遇這一切事呢
[00:04:06.140 --> 00:04:10.140]  我們的列祖告訴我們 列祖以前的傳說
[00:04:10.140 --> 00:04:14.140]  耶和華豈不是領我們從埃及上來嗎
[00:04:14.140 --> 00:04:18.140]  這個是傳說 到了基甸這一代
[00:04:18.140 --> 00:04:22.140]  這種埃及的英雄事蹟
[00:04:22.140 --> 00:04:25.140]  已經成為一種傳說
[00:04:25.140 --> 00:04:28.140]  正如我們聽了我們中國人很多的故事
[00:04:28.140 --> 00:04:31.140]  遠古的時候 已經是歷史
[00:04:31.140 --> 00:04:34.140]  已經跟我們沒有什麼切實的關係
[00:04:34.140 --> 00:04:38.140]  所以基甸就會說 現在神是丟棄了我們
[00:04:38.140 --> 00:04:42.140]  把我們交給基米甸人的手裡面
[00:04:42.140 --> 00:04:46.140]  這個懷疑 是懷疑神的誠信
[00:04:46.140 --> 00:04:50.140]  是懷疑神的說話還有沒有能力
[00:04:50.140 --> 00:04:54.140]  是懷疑神還是不是跟我們同在
[00:04:54.140 --> 00:04:58.140]  在今天很多基督徒心中 雖然可能我們信主很久
[00:04:58.140 --> 00:05:02.140]  我們平常甚至回教會 回團契
[00:05:02.140 --> 00:05:06.140]  但在我們心中 神有多實在
[00:05:06.140 --> 00:05:09.140]  祂的承諾有多實在
[00:05:09.140 --> 00:05:13.140]  祂說的 我們可以跨越信心 我們可以信靠祂
[00:05:13.140 --> 00:05:17.140]  走出我們安舒地帶
[00:05:17.140 --> 00:05:21.140]  我們這種的神對我們的呼籲
[00:05:21.140 --> 00:05:25.140]  對我們的提醒 我們還會覺得有多實在
[00:05:25.140 --> 00:05:29.140]  所以基甸的反應是反映
[00:05:29.140 --> 00:05:33.140]  整個以色列民族當時對神的那種心態
[00:05:33.140 --> 00:05:37.140]  我們用英文講 他們對神是有attitude
[00:05:37.140 --> 00:05:41.140]  一種態度已經是不妥神 講得俗一點
[00:05:41.140 --> 00:05:45.140]  神我已經不妥你了 你還來叫我做大能的勇士
[00:05:45.140 --> 00:05:48.140]  去拯救以色列人 你不要開玩笑了
[00:05:48.140 --> 00:05:52.140]  你如果是真的 為什麼我們還會遇到
[00:05:52.140 --> 00:05:56.140]  米甸人 愛國人這些的攻擊呢
[00:05:56.140 --> 00:06:00.140]  所以這種懷疑是源於以色列人所面對的困境
[00:06:00.140 --> 00:06:05.140]  當我們落在一個 我們覺得神都不在我們當中的
[00:06:05.140 --> 00:06:09.140]  處境的時候 我們就會懷疑 但是神怎樣跟他們講
[00:06:09.140 --> 00:06:13.140]  祂說 你靠著這個能力去從米甸人的手裡
[00:06:13.140 --> 00:06:17.140]  去拯救以色列人 不是我猜你去嗎
[00:06:17.140 --> 00:06:23.140]  最後那句話很有趣的 不是我猜顯你去的嗎
[00:06:23.140 --> 00:06:27.140]  你覺得這句話是耶和華的問題
[00:06:27.140 --> 00:06:31.140]  還是耶和華的表達
[00:06:31.140 --> 00:06:36.140]  耶和華好像要自己去理清楚自己講的說話
[00:06:36.140 --> 00:06:40.140]  要自己解釋自己的說話 是不是很奇怪
[00:06:40.140 --> 00:06:45.140]  還是耶和華希望從米基甸的口裡講一個肯定的答案
[00:06:45.140 --> 00:06:48.140]  因為通常神為我們一個問題的時候
[00:06:48.140 --> 00:06:54.140]  祂期望一個肯定的答案 不是我猜顯你去的嗎
[00:06:54.140 --> 00:06:58.140]  基甸應該最簡單直接的答案就是
[00:06:58.140 --> 00:07:02.140]  是呀 是你猜顯我 那又怎樣呢
[00:07:02.140 --> 00:07:05.140]  但是神要他這樣去問他問題的時候
[00:07:05.140 --> 00:07:09.140]  似乎神都很尷尬 是不是
[00:07:09.140 --> 00:07:13.140]  基甸不滿足於神的單單對他說的話
[00:07:13.140 --> 00:07:19.140]  所以他需要神又給他更多的神蹟去確定
[00:07:19.140 --> 00:07:22.140]  在仰慕這個神蹟出現之前
[00:07:22.140 --> 00:07:26.140]  神叫他你拿一些祭物來獻祭給我
[00:07:26.140 --> 00:07:30.140]  神就用火把祭物全部燒了
[00:07:30.140 --> 00:07:34.140]  就是說神設立了基甸的獻祭
[00:07:34.140 --> 00:07:36.140]  而這把火是從神而來
[00:07:36.140 --> 00:07:42.140]  而不是摸柴 斬柴 慢慢透露燒了那些火
[00:07:42.140 --> 00:07:45.140]  燒了祭物 這是一個神蹟
[00:07:45.140 --> 00:07:50.140]  但是基甸覺得不夠 我還想多一點神蹟
[00:07:50.140 --> 00:07:55.140]  所以來到三十到三十八節這裡
[00:07:55.140 --> 00:08:01.140]  其實是基甸要求神一個不尋常的請求
[00:08:01.140 --> 00:08:05.140]  現在我們香港我們叫什麼回南天 春天 是不是
[00:08:05.140 --> 00:08:11.140]  下春雨 然後你看到下完春雨樹都出了綠葉
[00:08:11.140 --> 00:08:16.140]  這段時間樹是最漂亮的 你看那些葉是最綠的
[00:08:16.140 --> 00:08:21.140]  一晚就出來了 然後樹上有花 有芽
[00:08:21.140 --> 00:08:25.140]  我們香港人最怕什麼呢 最怕潮濕
[00:08:25.140 --> 00:08:31.140]  但是基甸這個叫神造的神蹟就是從潮濕 乾濕有關
[00:08:31.140 --> 00:08:34.140]  就是說神我現在擺一塊羊毛在這裡
[00:08:34.140 --> 00:08:40.140]  如果這個羊毛能夠在晚上 我們只能在露天打露水
[00:08:40.140 --> 00:08:43.140]  晚上如果打完露水羊毛是濕了
[00:08:43.140 --> 00:08:48.140]  但是地面我要乾的 你做給我看看
[00:08:48.140 --> 00:08:52.140]  神是示範 當然是示範給你看 這些濕碎了
[00:08:52.140 --> 00:08:55.140]  我都不夠 我反過來再做
[00:08:55.140 --> 00:08:59.140]  我要的羊毛現在是乾的 地下是濕的
[00:08:59.140 --> 00:09:02.140]  神又照做一次
[00:09:02.140 --> 00:09:06.140]  基甸在神一開始呼召他
[00:09:06.140 --> 00:09:13.140]  神給了這麼多的證據給他 他仍然要尋求神代的確據
[00:09:13.140 --> 00:09:18.140]  證明神真的呼召他 神真的與他同在
[00:09:18.140 --> 00:09:22.140]  如果比起是你 我自己做爸爸的
[00:09:22.140 --> 00:09:26.140]  如果小朋友挑戰我的權威或者懷疑我的說話
[00:09:26.140 --> 00:09:31.140]  我當然先發脾氣 說老爸說的話你都不聽
[00:09:31.140 --> 00:09:35.140]  但神不會這樣做 神不會這樣做
[00:09:35.140 --> 00:09:42.140]  神仍然是用他的耐性 因為神知道人是軟弱的
[00:09:42.140 --> 00:09:46.140]  在我們信心的旅程當中
[00:09:46.140 --> 00:09:51.140]  我們當年在聖經裡面聽過很多信心英雄的事蹟
[00:09:51.140 --> 00:09:57.140]  但是在現實世界當中 大部分的人都不是信心的英雄
[00:09:57.140 --> 00:10:00.140]  我們是信心的逃兵
[00:10:00.140 --> 00:10:06.140]  很多時候我們遇到困難 遇到一些好像很重大的責任和挑戰的時候
[00:10:06.140 --> 00:10:09.140]  我們第一件事就是退縮
[00:10:09.140 --> 00:10:13.140]  不覺得是我們這幫人要擁抱的責任
[00:10:13.140 --> 00:10:16.140]  或者擁抱的使命 這些是
[00:10:16.140 --> 00:10:21.140]  或者其他教會比較強的 多些人 多些資源他們去做的事
[00:10:21.140 --> 00:10:25.140]  很多時候我們第一個反應會是懷疑和退縮
[00:10:25.140 --> 00:10:29.140]  而希望神給更加更加多的確對我們
[00:10:29.140 --> 00:10:34.140]  或者在聖經裡面 就算我們叫做信心偉人
[00:10:34.140 --> 00:10:38.140]  在希伯來書的信心名人走廊裡面
[00:10:38.140 --> 00:10:43.140]  有名字的名人 譬如摩西 以利亞 耶利米
[00:10:43.140 --> 00:10:50.140]  他們也曾經要求過神給更加多額外的確據給他們
[00:10:50.140 --> 00:10:54.140]  去證明神理的同在是真實的
[00:10:54.140 --> 00:10:59.140]  基地這個額外的要求是提醒我們人
[00:10:59.140 --> 00:11:04.140]  是會有掙扎在信心上面 人是會軟弱
[00:11:04.140 --> 00:11:09.140]  但是當我們誠實地向神去表達我們的疑慮和我們恐懼的時候
[00:11:09.140 --> 00:11:13.140]  神是不會去責備我們
[00:11:13.140 --> 00:11:19.140]  有沒有看過有誰當他們和神去聊天
[00:11:19.140 --> 00:11:24.140]  和神去拿確認的時候 神去責備他們
[00:11:24.140 --> 00:11:29.140]  我們就算不能直接和神聽到神的聲音
[00:11:29.140 --> 00:11:35.140]  神在我們身邊也很多時候放了一些信心榜樣的人在當中
[00:11:35.140 --> 00:11:40.140]  讓我們可以在當中尋求智慧和尋求確認
[00:11:40.140 --> 00:11:45.140]  我們也知道在聖經裡面很多信心的偉人
[00:11:45.140 --> 00:11:50.140]  他們都是軟弱的人 但是神仍然選擇他們
[00:11:50.140 --> 00:11:56.140]  能夠數得出當神去呼召那個人去為他做事
[00:11:56.140 --> 00:12:01.140]  而是有獨特顯黑背景的 其實在聖經裡面是寥寥可數的
[00:12:01.140 --> 00:12:15.140]  波西是埃及的太子 王子 以斯帖是波斯的皇后 耶利米是祭司的後代
[00:12:15.140 --> 00:12:21.140]  但是能夠數得出 真的有這些顯黑背景 而神去呼召的人是不多
[00:12:21.140 --> 00:12:28.140]  而大部分的人好像我和你一樣 是普普通通 好像基甸那樣
[00:12:28.140 --> 00:12:35.140]  在打墨水 家族裡面是最卑微的
[00:12:35.140 --> 00:12:41.140]  當然重大的事情 我們希望神給我們別的確認
[00:12:41.140 --> 00:12:44.140]  不知道大家有沒有經歷過 或者有沒有印象
[00:12:44.140 --> 00:12:49.140]  當我在很多年前 剛剛20年前 今天算起來
[00:12:49.140 --> 00:12:57.140]  20年前我在上海教會 香港我知道可能大家有聽過
[00:12:57.140 --> 00:13:06.140]  波道會恩福堂 有一個在瀋陽 鐵嶺所想做的一個大的項目
[00:13:06.140 --> 00:13:14.140]  他們想在當地建立一個不是全世界 全中國是全世界最大的聖經
[00:13:14.140 --> 00:13:20.140]  好像羅亞方舟樂園那種 我們叫做主題公園
[00:13:20.140 --> 00:13:24.140]  希望在裡面訓練很多的傳道人
[00:13:24.140 --> 00:13:30.140]  訓練傳道人去做樂園裡面的導遊 然後帶人信主
[00:13:30.140 --> 00:13:35.140]  這個偉大的項目 他們需要籌很多錢
[00:13:35.140 --> 00:13:42.140]  蘇牧師帶著一幫頂尖妹上來上海跟我們分享這個異象
[00:13:42.140 --> 00:13:49.140]  他們對這個項目很重視 他們祈禱 就好像米基甸那樣祈禱
[00:13:49.140 --> 00:13:57.140]  你給我印證 我們在國內要做這些項目的時候 很難的
[00:13:57.140 --> 00:14:01.140]  你跟他們講明我們要做一個聖經主題樂園
[00:14:01.140 --> 00:14:06.140]  還要在瀋陽這個這麼保守的東北省工業重鎮
[00:14:06.140 --> 00:14:11.140]  你不知道在哪裡 在一個地方我都沒去過 我去過瀋陽
[00:14:11.140 --> 00:14:19.140]  在瀋陽還要再坐車出去幾個小時的叫鐵嶺的鎮裡
[00:14:19.140 --> 00:14:25.140]  你不會去那裡旅行 因為在一個工業地方很冷
[00:14:25.140 --> 00:14:30.140]  一年你能夠在室外走走踢踢的可能只有那幾個月
[00:14:30.140 --> 00:14:35.140]  其實沒有人會去那裡搞一個主題樂園 而且是室外
[00:14:35.140 --> 00:14:42.140]  當時整個投資90年前是20幾億 要教會籌20幾億
[00:14:42.140 --> 00:14:47.140]  但是蘇牧師跟一班頂子妹拿了很多的證據
[00:14:47.140 --> 00:14:52.140]  回覆給了很多的確據 開了很多門的綠燈
[00:14:52.140 --> 00:14:58.140]  甚至當地的政府單位黨的單位都給了綠燈
[00:14:58.140 --> 00:15:02.140]  但是最後大家都知道這個項目沒有成就
[00:15:02.140 --> 00:15:07.140]  當時對我來說是一個很大的疑問
[00:15:07.140 --> 00:15:11.140]  為什麼神給了這麼多的綠燈在前面
[00:15:11.140 --> 00:15:14.140]  最後都是胎死腹中呢
[00:15:14.140 --> 00:15:18.140]  究竟這個功課是要我們學習什麼呢
[00:15:18.140 --> 00:15:23.140]  很多年之後我發現 不是結果重要
[00:15:23.140 --> 00:15:27.140]  是信心功課的過程重要
[00:15:27.140 --> 00:15:35.140]  神是要一班頂子妹 一班牧者對這件事有心的經歷
[00:15:35.140 --> 00:15:40.140]  一個懷疑 一個信心的學習和一個旅程
[00:15:40.140 --> 00:15:44.140]  是否最終能成就呢 是留給神
[00:15:44.140 --> 00:15:47.140]  但是你是否在當中參與了
[00:15:47.140 --> 00:15:51.140]  而依靠神在車上一起走
[00:15:51.140 --> 00:15:55.140]  那個對你和我才是至關重要
[00:15:55.140 --> 00:15:59.140]  而這個一起參與是不需要你是一個蘇牧師的背景
[00:15:59.140 --> 00:16:03.140]  你不需要是基殿的背景 你不需要是摩西的背景
[00:16:03.140 --> 00:16:10.140]  你只是一個普通通 懂得用祈禱去依靠和學習的基督徒
[00:16:10.140 --> 00:16:14.140]  你就上了車 就是這麼簡單
[00:16:14.140 --> 00:16:20.140]  神的內心對我們是永遠都沒有致敬的
[00:16:20.140 --> 00:16:25.140]  在39節 基殿不滿足神前面給他的確認
[00:16:25.140 --> 00:16:28.140]  他說 神啊 暫時不要生氣
[00:16:28.140 --> 00:16:32.140]  其實我還沒滿足 我還沒問夠你拿證據
[00:16:32.140 --> 00:16:39.140]  他說我可不可以再叫你一次把羊毛乾的地方弄碎
[00:16:39.140 --> 00:16:44.140]  你再做一次給我看 基殿自己其實心虛
[00:16:44.140 --> 00:16:47.140]  當他問神再做一次給他看的時候他心虛 為什麼
[00:16:47.140 --> 00:16:51.140]  他說你不要生氣 我想看多一次
[00:16:51.140 --> 00:16:55.140]  他知道神可能會生氣 因為很坦白
[00:16:55.140 --> 00:17:00.140]  神就是欣賞這種的坦白 神也知道我們的內容
[00:17:00.140 --> 00:17:04.140]  所以在這裡 神其實是憐憫我們
[00:17:04.140 --> 00:17:07.140]  神是對我們憐憫 他不會發怒
[00:17:07.140 --> 00:17:11.140]  反而就是為了我們的學習 我的信心
[00:17:11.140 --> 00:17:14.140]  給我們更加多的確據
[00:17:14.140 --> 00:17:20.140]  在聖經有提到 耶穌是忍受了罪人的頂撞
[00:17:20.140 --> 00:17:24.140]  以致流血受死在十字架上
[00:17:24.140 --> 00:17:31.140]  但是我們曾幾何時是忍受過這些頂撞以致流血呢
[00:17:31.140 --> 00:17:36.140]  神是一個很有恩慈 很有忍耐的神
[00:17:36.140 --> 00:17:42.140]  其實聖經常常形容神是忍受罪人頂撞的一位神
[00:17:42.140 --> 00:17:46.140]  你想想當我們每次犯罪 我們每次撥逸
[00:17:46.140 --> 00:17:52.140]  我們每次咒咒神的時候 其實他忍受了多少
[00:17:52.140 --> 00:17:57.140]  你很多時看新聞 我們有些叫做欺凌 是不是
[00:17:57.140 --> 00:18:02.140]  當人對別人欺凌的時候 有些人也忍受不了
[00:18:02.140 --> 00:18:05.140]  但是神就要這麼大的容忍
[00:18:05.140 --> 00:18:12.140]  去對他人的一種欺凌 或者甚至懷疑
[00:18:12.140 --> 00:18:17.140]  有時我們會問 究竟我這個世代還有沒有神蹟呢
[00:18:17.140 --> 00:18:22.140]  有兩種學說 一種人說 當聖經已經寫成了
[00:18:22.140 --> 00:18:27.140]  已經定了正典了 這個世上我們就不應該再有神蹟
[00:18:27.140 --> 00:18:30.140]  我們應該依賴神的話語和信心
[00:18:30.140 --> 00:18:35.140]  所以有種人的學說就是這個世上不會再有神蹟
[00:18:35.140 --> 00:18:41.140]  因為神蹟在當時來說 是神的 好像賣廣告
[00:18:41.140 --> 00:18:43.140]  因為當時沒有聖經
[00:18:43.140 --> 00:18:46.140]  我們怎知道你每個人都拜他們自己的神
[00:18:46.140 --> 00:18:50.140]  我怎知道你這個耶和華是真的還是假的
[00:18:50.140 --> 00:18:54.140]  神就要展示一些他神聖的力量
[00:18:54.140 --> 00:19:00.140]  所有神蹟為一個目標就是指向神自己 就像路牌那樣
[00:19:00.140 --> 00:19:04.140]  但是當聖經已經成為正典
[00:19:04.140 --> 00:19:11.140]  神的話語已經能夠7天24小時與我同在的時候
[00:19:11.140 --> 00:19:14.140]  神蹟這件事就會越來越少發生
[00:19:14.140 --> 00:19:17.140]  但是我們不會完全沒神
[00:19:17.140 --> 00:19:21.140]  因為沒有人知道我們的神是如何作為
[00:19:21.140 --> 00:19:25.140]  祂有祂的自由 祂有祂的創意
[00:19:25.140 --> 00:19:31.140]  我有個朋友是馬來西亞人 住在澳洲 很有錢的
[00:19:31.140 --> 00:19:39.140]  他家是開酒店的 但是他腦袋裡有癌症
[00:19:39.140 --> 00:19:42.140]  在他順處之前他什麼都拜
[00:19:42.140 --> 00:19:47.140]  當他有癌症的時候 他甚至走上自己家的天台
[00:19:47.140 --> 00:19:53.140]  叫他來劈他 希望劈中他 要不死要不醫好他
[00:19:53.140 --> 00:19:56.140]  什麼的方法都用過
[00:19:56.140 --> 00:20:04.140]  直到有人介紹耶穌給他 他去做手術
[00:20:04.140 --> 00:20:10.140]  大概四分之一的腦 腦組織要拿走
[00:20:10.140 --> 00:20:17.140]  如果你看到他的時候 這裡是凹的 整個頭骨拿走了
[00:20:17.140 --> 00:20:20.140]  拿了一些腦組織出來
[00:20:20.140 --> 00:20:26.140]  一個正常人沒有這麼多的腦組織會怎樣
[00:20:26.140 --> 00:20:29.140]  我們不要說拿走你的腦組織
[00:20:29.140 --> 00:20:32.140]  你中風的血管塞一塞
[00:20:32.140 --> 00:20:36.140]  你都說不了話 你都動不了某一邊的身體
[00:20:36.140 --> 00:20:42.140]  今天這位弟兄 過去十幾年 全世界各地去做見證
[00:20:42.140 --> 00:20:46.140]  講到東西 正常講東西 正常吃東西
[00:20:46.140 --> 00:20:49.140]  甚至讀完一個神學學位
[00:20:49.140 --> 00:20:52.140]  連醫他的醫生 主診醫生都說
[00:20:52.140 --> 00:20:55.140]  我從來沒有見過這種奇蹟
[00:20:55.140 --> 00:21:01.140]  他就是一個活生生的神蹟在我們當中
[00:21:01.140 --> 00:21:07.140]  神並沒有用這種活生生的神蹟去不斷的去
[00:21:07.140 --> 00:21:12.140]  作為福音出口的主導
[00:21:12.140 --> 00:21:17.140]  因為這種神蹟就算我給你看了 跟你無關的
[00:21:17.140 --> 00:21:21.140]  你只是看了一種很奇妙的事情
[00:21:21.140 --> 00:21:26.140]  你知道了 但對你個人切身是沒有關係
[00:21:26.140 --> 00:21:31.140]  因為那個信心要從你自己的生命裡面 在裡面種出來
[00:21:31.140 --> 00:21:34.140]  並不是別人信心的過程
[00:21:34.140 --> 00:21:37.140]  我現在告訴你 一起去淺水灣游泳
[00:21:37.140 --> 00:21:41.140]  你坐在沙灘上看著海游泳 又不失身
[00:21:41.140 --> 00:21:45.140]  你永遠都沒有享受過淺水灣游泳的樂趣
[00:21:45.140 --> 00:21:50.140]  你只是去淺水灣的沙灘 曬曬太陽 玩玩沙
[00:21:50.140 --> 00:21:54.140]  你沒有真正去淺水灣游過水
[00:21:54.140 --> 00:21:58.140]  信心的功課就是要我們一起下水 一起去經歷
[00:21:58.140 --> 00:22:02.140]  不要怕冒犯 神了解我們的軟弱
[00:22:02.140 --> 00:22:05.140]  正如祂也知道機電的恐懼
[00:22:05.140 --> 00:22:08.140]  神也願意提供確鑿的證據給我們
[00:22:08.140 --> 00:22:14.140]  在福氏的路上是要一步一步讓神帶我們去走
[00:22:14.140 --> 00:22:19.140]  因為只有神才在上面有足夠的星鏈
[00:22:19.140 --> 00:22:25.140]  星鏈 衛星去看到我們人生整個的大計劃
[00:22:25.140 --> 00:22:27.140]  整個的大藍圖
[00:22:27.140 --> 00:22:30.140]  我們只要在我們自己微小的當中
[00:22:30.140 --> 00:22:32.140]  我們信靠 依靠它
[00:22:32.140 --> 00:22:36.140]  記得在2008年的敏川四川大地震
[00:22:36.140 --> 00:22:38.140]  我坐在我的上海辦公室那裡
[00:22:38.140 --> 00:22:41.140]  感受到震一震 不知什麼事
[00:22:41.140 --> 00:22:47.140]  直至到中央新聞聯播晚間告訴我四川地震
[00:22:47.140 --> 00:22:51.140]  在五月發生大地震
[00:22:51.140 --> 00:22:56.140]  七月我帶著幾個弟兄姊妹在我們上海教會
[00:22:56.140 --> 00:22:59.140]  就進去敏川綿陽
[00:22:59.140 --> 00:23:02.140]  去探一些難民營的災民
[00:23:02.140 --> 00:23:05.140]  為他們祈禱 照顧他們 關心他們
[00:23:05.140 --> 00:23:08.140]  和他們玩遊戲 特別是小朋友
[00:23:08.140 --> 00:23:11.140]  我們計劃了七天的行程
[00:23:11.140 --> 00:23:15.140]  前面的五天 我知道我要去哪裡
[00:23:15.140 --> 00:23:18.140]  到第六天的時候 我們都不知道要去哪裡
[00:23:18.140 --> 00:23:20.140]  完了第五天 我不知道後面的兩天
[00:23:20.140 --> 00:23:21.140]  我們可以去哪裡
[00:23:21.140 --> 00:23:24.140]  我們一群人就在房裡禱告
[00:23:24.140 --> 00:23:27.140]  接著就打一個電話
[00:23:27.140 --> 00:23:31.140]  我們告訴我在上海的牧者
[00:23:31.140 --> 00:23:33.140]  我們不知道要找誰
[00:23:33.140 --> 00:23:36.140]  折了一個鐘頭 有人打電話給我
[00:23:36.140 --> 00:23:38.140]  你去找這個姊妹
[00:23:38.140 --> 00:23:41.140]  結果這個姊妹帶了我們進去
[00:23:41.140 --> 00:23:43.140]  一個災民的難民營
[00:23:43.140 --> 00:23:46.140]  我們可以和小朋友去玩 和他們聊天
[00:23:46.140 --> 00:23:48.140]  這令到我震撼的時候
[00:23:48.140 --> 00:23:50.140]  四川人真的很不一樣
[00:23:50.140 --> 00:23:53.140]  四川人在經歷這麼大的地震
[00:23:53.140 --> 00:23:55.140]  每個人都在笑
[00:23:55.140 --> 00:23:58.140]  仍然很開心 很樂觀
[00:23:58.140 --> 00:24:00.140]  這是四川人的特性
[00:24:00.140 --> 00:24:04.140]  讓我看到神在我們未知前路怎麼走
[00:24:04.140 --> 00:24:06.140]  你的下一個步驟是什麼時候
[00:24:06.140 --> 00:24:08.140]  神是會開門
[00:24:08.140 --> 00:24:12.140]  所以不要擔心你不知道下一步要去哪裡
[00:24:12.140 --> 00:24:14.140]  因為神知道
[00:24:14.140 --> 00:24:16.140]  我們只要去禱告
[00:24:16.140 --> 00:24:19.140]  我們要知道神其實是揀選愚住的人
[00:24:19.140 --> 00:24:20.140]  好像我們這樣
[00:24:20.140 --> 00:24:23.140]  不是很有聰明才智 IQ又不是很高
[00:24:23.140 --> 00:24:26.140]  要有智慧的羞愧
[00:24:26.140 --> 00:24:28.140]  所以我們要相信神
[00:24:28.140 --> 00:24:31.140]  真正的信心
[00:24:31.140 --> 00:24:34.140]  就是好像希伯來書所說的
[00:24:34.140 --> 00:24:39.140]  所望之事的實底是未見之事的確舉
[00:24:39.140 --> 00:24:41.140]  我們是看不到前面
