
[00:00:00.000 --> 00:00:06.000]  各位姐妹平安,非常高興今天能在這裡跟大家分享神的話語
[00:03:56.000 --> 00:03:59.000]  首先就是剛才提到的純橄欖油
[00:03:59.000 --> 00:04:02.000]  也叫作「初榨橄欖油」
[00:04:02.000 --> 00:04:07.000]  這種橄欖油其實是最上等、最優質的橄欖油
[00:04:07.000 --> 00:04:09.000]  還有根據聖經的教導
[00:04:09.000 --> 00:04:12.000]  這種最上等、最優質的橄欖油
[00:04:12.000 --> 00:04:17.000]  是用來燃點聖殿的金燈台
[00:04:17.000 --> 00:04:19.000]  因為我們要將最好的給神
[00:04:19.000 --> 00:04:21.000]  所以其實這個是一致的
[00:04:21.000 --> 00:04:26.000]  包括用的油都是要最上等、最優質和沒有雜質的
[00:04:26.000 --> 00:04:29.000]  這個當然是比喻我們的侍奉
[00:04:29.000 --> 00:04:32.000]  是將最好的、最上等、最優質的
[00:04:32.000 --> 00:04:35.000]  沒有侵襲到任何一些屬世的雜質
[00:04:35.000 --> 00:04:37.000]  譬如你侍奉神
[00:04:37.000 --> 00:04:39.000]  動機應該很單純的
[00:04:39.000 --> 00:04:42.000]  為了愛慕神,為了傳揚神的名字
[00:04:42.000 --> 00:04:45.000]  為了讓人認識神
[00:04:45.000 --> 00:04:50.000]  不應該是侵襲到很多世俗的名或者利的雜質
[00:04:50.000 --> 00:04:52.000]  第二種是普通的橄欖油
[00:04:52.000 --> 00:04:58.000]  這種就是用作食物,我們現在都用到可能醫藥
[00:04:58.000 --> 00:05:01.000]  或者女士很喜歡的美容
[00:05:01.000 --> 00:05:05.000]  但是一些比較下等的橄欖油都有用途的
[00:05:05.000 --> 00:05:09.000]  原來是用在日常家用的油燈
[00:05:09.000 --> 00:05:13.000]  或者是肥皂上面的
[00:05:13.000 --> 00:05:18.000]  所以簡單來說這三種的橄欖油和三類的用途
[00:05:18.000 --> 00:05:23.000]  好了,我們來看看教會眾聖圖
[00:05:23.000 --> 00:05:25.000]  聖經說我們登台
[00:05:25.000 --> 00:05:29.000]  我們看另一段經文,也是今天的主題的經文
[00:05:29.000 --> 00:05:31.000]  利未記二十四章一到四節
[00:05:31.000 --> 00:05:33.000]  利未記二十四章一到四節
[00:05:33.000 --> 00:05:34.000]  我們一起來了讀吧
[00:05:34.000 --> 00:05:37.000]  耶和華吩咐摩西說
[00:05:37.000 --> 00:05:39.000]  你要吩咐以色列人
[00:05:39.000 --> 00:05:43.000]  把那島城的純橄欖油拿來給你
[00:05:43.000 --> 00:05:44.000]  用以點燈
[00:05:44.000 --> 00:05:46.000]  使燈經常點著
[00:05:46.000 --> 00:05:49.000]  在回望中法季前的萬子外
[00:05:49.000 --> 00:05:52.000]  阿倫從晚上到早晨
[00:05:52.000 --> 00:05:55.000]  要在耶和華面前照管這燈
[00:05:55.000 --> 00:05:58.000]  這要成為你們世世代代永遠的定例
[00:05:58.000 --> 00:05:59.000]  第四節
[00:05:59.000 --> 00:06:06.000]  他要在耶和華面前經常照管純金燈台上的燈
[00:06:06.000 --> 00:06:09.000]  如果我們對比剛才我們讀的那段經文
[00:06:09.000 --> 00:06:12.000]  出埃及記二十七章二十節
[00:06:12.000 --> 00:06:13.000]  同樣有這樣的要求
[00:06:13.000 --> 00:06:17.000]  你要吩咐以色列人把島城的純橄欖油拿來給你
[00:06:17.000 --> 00:06:18.000]  用以點燈
[00:06:18.000 --> 00:06:21.000]  使燈經常點著
[00:06:21.000 --> 00:06:24.000]  所以綜合這兩節的經文
[00:06:24.000 --> 00:06:30.000]  經常照管和使燈經常點著
[00:06:30.000 --> 00:06:31.000]  同一個意思
[00:06:31.000 --> 00:06:33.000]  教會就是燈台
[00:06:33.000 --> 00:06:36.000]  教會要不停的發光發熱
[00:06:36.000 --> 00:06:38.000]  為主作見證
[00:06:38.000 --> 00:06:39.000]  榮耀主名
[00:06:39.000 --> 00:06:42.000]  引領罪人與神和好
[00:06:42.000 --> 00:06:47.000]  我們要明白一個道理
[00:06:47.000 --> 00:06:51.000]  教會是神所託付在地上
[00:06:51.000 --> 00:06:53.000]  傳揚祂名字的地方
[00:06:53.000 --> 00:06:55.000]  在聖經說這是燈台
[00:06:55.000 --> 00:06:56.000]  而這個燈台
[00:06:56.000 --> 00:06:59.000]  剛才我們看了起碼兩段的經文
[00:06:59.000 --> 00:07:00.000]  其實還有其他經文
[00:07:00.000 --> 00:07:02.000]  不過這兩段就很突出
[00:07:02.000 --> 00:07:08.000]  提到這個燈台是要經常開著的
[00:07:08.000 --> 00:07:09.000]  是不可以熄的
[00:07:09.000 --> 00:07:12.000]  比喻我們今天教會
[00:07:12.000 --> 00:07:14.000]  難道我們有休息的時候嗎
[00:07:14.000 --> 00:07:17.000]  譬如現在因為第四波的疫情
[00:07:17.000 --> 00:07:20.000]  我們不能夠實體的回來聚會崇拜
[00:07:20.000 --> 00:07:22.000]  但我們敬拜神的心
[00:07:22.000 --> 00:07:24.000]  我們跟從神的心
[00:07:24.000 --> 00:07:26.000]  我們服侍人的心
[00:07:26.000 --> 00:07:30.000]  難道就因為沒有實體的聚會崇拜
[00:07:30.000 --> 00:07:31.000]  就停下來嗎
[00:07:31.000 --> 00:07:33.000]  又或者當不是別人逼我們
[00:07:33.000 --> 00:07:35.000]  看著我們的時候
[00:07:35.000 --> 00:07:36.000]  我們就停下來
[00:07:36.000 --> 00:07:37.000]  如果是這樣的話
[00:07:37.000 --> 00:07:39.000]  可能我們檢討一下
[00:07:39.000 --> 00:07:41.000]  我們的侍奉是真的
[00:07:41.000 --> 00:07:43.000]  還是不是真的
[00:07:43.000 --> 00:07:44.000]  所以其實有人說
[00:07:44.000 --> 00:07:47.000]  我們最真實的生命
[00:07:47.000 --> 00:07:52.000]  是當我們不在人的眼光底下
[00:07:52.000 --> 00:07:54.000]  我們仍然能夠做我們平時做的事
[00:07:54.000 --> 00:07:56.000]  譬如特別是敬畏神
[00:07:56.000 --> 00:07:57.000]  跟從神
[00:07:57.000 --> 00:07:58.000]  幫助人
[00:07:58.000 --> 00:08:00.000]  愛神愛人的事
[00:08:00.000 --> 00:08:03.000]  我想我們就感謝神吧
[00:08:03.000 --> 00:08:05.000]  這樣是一個真實的生命
[00:08:05.000 --> 00:08:07.000]  正如今天早上我們同宮
[00:08:07.000 --> 00:08:10.000]  有一個靈修讀經分享的時間
[00:08:10.000 --> 00:08:13.000]  提到表裡一致這個主題
[00:08:13.000 --> 00:08:15.000]  我想這個很重要
[00:08:15.000 --> 00:08:17.000]  神希望我們不是單單外表
[00:08:17.000 --> 00:08:18.000]  做到一百分
[00:08:18.000 --> 00:08:20.000]  其實我們心裡面是真真正正
[00:08:20.000 --> 00:08:23.000]  因著愛神愛人
[00:08:23.000 --> 00:08:24.000]  去服侍人
[00:08:24.000 --> 00:08:25.000]  去敬畏神
[00:08:25.000 --> 00:08:28.000]  跟從神
[00:08:28.000 --> 00:08:30.000]  登台的作用當然是發光
[00:08:30.000 --> 00:08:32.000]  見證上主
[00:08:32.000 --> 00:08:34.000]  在舊約時代
[00:08:34.000 --> 00:08:36.000]  當然這個登台就是以色列人
[00:08:36.000 --> 00:08:37.000]  以色列民
[00:08:37.000 --> 00:08:39.000]  是神的選民
[00:08:39.000 --> 00:08:41.000]  但去到張顯耳和
[00:08:41.000 --> 00:08:42.000]  神的榮光
[00:08:42.000 --> 00:08:44.000]  神透過這個民族
[00:08:44.000 --> 00:08:47.000]  來向外邦人展示
[00:08:47.000 --> 00:08:48.000]  或者示範
[00:08:48.000 --> 00:08:49.000]  作為神的選民
[00:08:49.000 --> 00:08:50.000]  跟從神的人
[00:08:50.000 --> 00:08:52.000]  應該是怎樣的
[00:08:52.000 --> 00:08:53.000]  不過當然我們看到
[00:08:53.000 --> 00:08:54.000]  舊約的以色列人
[00:08:54.000 --> 00:08:57.000]  很多時候往往都是失敗
[00:08:57.000 --> 00:08:58.000]  都是不成功
[00:08:58.000 --> 00:09:02.000]  沒有做到這個示範的作用
[00:09:02.000 --> 00:09:03.000]  沒有榮耀神
[00:09:03.000 --> 00:09:05.000]  反而很多時候
[00:09:05.000 --> 00:09:07.000]  或者很多地方
[00:09:07.000 --> 00:09:08.000]  都是犯罪
[00:09:08.000 --> 00:09:10.000]  不榮耀神
[00:09:10.000 --> 00:09:12.000]  但去到新約時代
[00:09:12.000 --> 00:09:14.000]  其實這個登台就是教會
[00:09:14.000 --> 00:09:15.000]  就是神的指紋
[00:09:15.000 --> 00:09:16.000]  就是你和我
[00:09:16.000 --> 00:09:17.000]  不單止是一個
[00:09:17.000 --> 00:09:19.000]  有形狀的教會建築物
[00:09:19.000 --> 00:09:20.000]  更加重要的是
[00:09:20.000 --> 00:09:22.000]  我們每一個真心
[00:09:22.000 --> 00:09:24.000]  相信跟從神的人
[00:09:24.000 --> 00:09:25.000]  其實我們
[00:09:25.000 --> 00:09:27.000]  都是有這個使命
[00:09:27.000 --> 00:09:31.000]  要去反映基督的真光
[00:09:31.000 --> 00:09:32.000]  求神幫助我們
[00:09:32.000 --> 00:09:33.000]  讓我們生活當中
[00:09:33.000 --> 00:09:35.000]  有這個亮光
[00:09:35.000 --> 00:09:36.000]  能夠反映到
[00:09:36.000 --> 00:09:38.000]  耶穌基督的真光
[00:09:38.000 --> 00:09:39.000]  讓人見到我們的時候
[00:09:39.000 --> 00:09:41.000]  見到我們好行為的時候
[00:09:41.000 --> 00:09:44.000]  就能夠歸榮耀給神
[00:09:44.000 --> 00:09:46.000]  我們看看啟示錄
[00:09:46.000 --> 00:09:47.000]  我們很快去到
[00:09:47.000 --> 00:09:48.000]  新約最後一卷書
[00:09:48.000 --> 00:09:50.000]  啟示錄一章二十節
[00:09:50.000 --> 00:09:52.000]  這裡很明顯很清晰地說到
[00:09:52.000 --> 00:09:54.000]  教會就是登台
[00:09:54.000 --> 00:09:56.000]  至於你所看見
[00:09:56.000 --> 00:09:58.000]  在我右手當中的七火星
[00:09:58.000 --> 00:10:01.000]  和那七個金燈台的奧秘就是
[00:10:01.000 --> 00:10:04.000]  七火星是七個教會的使者
[00:10:04.000 --> 00:10:08.000]  七個燈台是七個教會
[00:10:08.000 --> 00:10:13.000]  教會是燈台
[00:10:13.000 --> 00:10:15.000]  藉著聖靈的恩高
[00:10:15.000 --> 00:10:17.000]  從世界分別出來
[00:10:17.000 --> 00:10:20.000]  反映神的聖潔和榮光
[00:10:20.000 --> 00:10:21.000]  所以弟兄姊妹
[00:10:21.000 --> 00:10:22.000]  我真的很覺得
[00:10:22.000 --> 00:10:25.000]  當我們說要進入社區
[00:10:25.000 --> 00:10:27.000]  改變人心
[00:10:27.000 --> 00:10:29.000]  或者祝福社區之前
[00:10:29.000 --> 00:10:32.000]  其實讓我們大家一同納定心智
[00:10:32.000 --> 00:10:33.000]  讓我們的教會
[00:10:33.000 --> 00:10:35.000]  讓這個地方屬於神的家
[00:10:35.000 --> 00:10:38.000]  本身就已經充滿了喜樂
[00:10:38.000 --> 00:10:40.000]  平安 公義 公平
[00:10:40.000 --> 00:10:42.000]  裡面是沒有詭詐的
[00:10:42.000 --> 00:10:44.000]  是沒有一些以如我詐
[00:10:44.000 --> 00:10:46.000]  或者是互相計算的
[00:10:46.000 --> 00:10:47.000]  我願意弟兄姊妹
[00:10:47.000 --> 00:10:49.000]  都能夠坦誠相對
[00:10:49.000 --> 00:10:51.000]  我能夠互相成就
[00:10:51.000 --> 00:10:52.000]  這是我第一次
[00:10:52.000 --> 00:10:53.000]  第一天已經這樣說
[00:10:53.000 --> 00:10:56.000]  希望我們都能夠記住這一點
[00:10:56.000 --> 00:10:57.000]  因為如果登台
[00:10:57.000 --> 00:10:59.000]  不發光 不發亮
[00:10:59.000 --> 00:11:02.000]  登台本身裡面都不聖潔
[00:11:02.000 --> 00:11:04.000]  我們不能夠進入社區
[00:11:04.000 --> 00:11:05.000]  就算進入去
[00:11:05.000 --> 00:11:08.000]  都不能夠發揮應該有的作用
[00:11:08.000 --> 00:11:10.000]  教會是登台
[00:11:10.000 --> 00:11:12.000]  是神在地上的代表
[00:11:12.000 --> 00:11:13.000]  人看見教會
[00:11:13.000 --> 00:11:16.000]  就有如在暴風雨的大海當中
[00:11:16.000 --> 00:11:18.000]  看見燈塔
[00:11:18.000 --> 00:11:20.000]  你有沒有去過行船
[00:11:20.000 --> 00:11:21.000]  有沒有坐過船
[00:11:21.000 --> 00:11:24.000]  如果是遇到大風大暴風
[00:11:24.000 --> 00:11:26.000]  或者是身手不見五指
[00:11:26.000 --> 00:11:29.000]  這個烏天黑地
[00:11:29.000 --> 00:11:30.000]  狂風暴雨
[00:11:30.000 --> 00:11:31.000]  如果在大海裡面
[00:11:31.000 --> 00:11:35.000]  除了指南針可能都沒有用
[00:11:35.000 --> 00:11:36.000]  在這個時候
[00:11:36.000 --> 00:11:38.000]  我們需要依靠的是燈塔
[00:11:38.000 --> 00:11:40.000]  原來教會就好像燈塔
[00:11:40.000 --> 00:11:42.000]  燈台一樣
[00:11:42.000 --> 00:11:46.000]  讓這個在世途怒海的世人
[00:11:46.000 --> 00:11:48.000]  你知道我們近年
[00:11:48.000 --> 00:11:49.000]  我們都有很多的挑戰
[00:11:49.000 --> 00:11:50.000]  在社會
[00:11:50.000 --> 00:11:53.000]  在我們所身處的社區裡面
[00:11:53.000 --> 00:11:54.000]  都有很多的挑戰
[00:11:54.000 --> 00:11:56.000]  無論經濟的政局的
[00:11:56.000 --> 00:11:57.000]  個人的民生
[00:11:57.000 --> 00:12:00.000]  又或者是很多文化的衝擊
[00:12:00.000 --> 00:12:01.000]  各方面
[00:12:01.000 --> 00:12:03.000]  願意我們教會
[00:12:03.000 --> 00:12:04.000]  願意我們個人
[00:12:04.000 --> 00:12:06.000]  都能夠成為燈塔
[00:12:06.000 --> 00:12:07.000]  成為燈台
[00:12:07.000 --> 00:12:09.000]  讓人看到福音的曙光
[00:12:09.000 --> 00:12:10.000]  生命能夠回轉
[00:12:10.000 --> 00:12:12.000]  能夠得救贖
[00:12:12.000 --> 00:12:13.000]  好了
[00:12:13.000 --> 00:12:16.000]  我們看看燈台
[00:12:16.000 --> 00:12:18.000]  怎樣能夠發光
[00:12:18.000 --> 00:12:20.000]  最重要它裡面有什麼
[00:12:20.000 --> 00:12:21.000]  有油
[00:12:21.000 --> 00:12:23.000]  等下節目我們一起來看看
[00:12:23.000 --> 00:12:25.000]  究竟油是什麼呢
[00:12:25.000 --> 00:12:27.000]  在舊的聖經裡面
[00:12:27.000 --> 00:12:29.000]  油的希伯來文是Shaman
[00:12:29.000 --> 00:12:31.000]  Shaman的意思就是
[00:12:31.000 --> 00:12:32.000]  很多的情況下
[00:12:32.000 --> 00:12:34.000]  十居其九的情況下
[00:12:34.000 --> 00:12:36.000]  都是指橄欖油
[00:12:36.000 --> 00:12:37.000]  OK
[00:12:37.000 --> 00:12:41.000]  好了
[00:12:41.000 --> 00:12:42.000]  我現在就化身
[00:12:42.000 --> 00:12:43.000]  變成一個
[00:12:43.000 --> 00:12:46.000]  可能是聖地油的導遊
[00:12:46.000 --> 00:12:48.000]  我帶大家去看看
[00:12:48.000 --> 00:12:51.000]  這個橄欖油的製作過程
[00:12:51.000 --> 00:12:52.000]  我先解釋一下
[00:12:52.000 --> 00:12:54.000]  分成三個步驟
[00:12:54.000 --> 00:12:55.000]  第一個步驟就是
[00:12:55.000 --> 00:12:57.000]  採摘橄欖果實
[00:12:57.000 --> 00:12:58.000]  這些就是橄欖樹
[00:12:58.000 --> 00:12:59.000]  看過沒有
[00:12:59.000 --> 00:13:00.000]  都挺高的
[00:13:00.000 --> 00:13:01.000]  低的那些可能是
[00:13:01.000 --> 00:13:03.000]  伸手就可以摘得到
[00:13:03.000 --> 00:13:04.000]  如果高的那些
[00:13:04.000 --> 00:13:05.000]  可能要爬樹
[00:13:05.000 --> 00:13:08.000]  或者安全一點的擔梯
[00:13:08.000 --> 00:13:13.000]  摘了上面的橄欖果實
[00:13:13.000 --> 00:13:14.000]  然後第二個步驟
[00:13:14.000 --> 00:13:16.000]  洗乾淨了之後
[00:13:16.000 --> 00:13:17.000]  將這個橄欖果實
[00:13:17.000 --> 00:13:20.000]  用這些的推磨
[00:13:20.000 --> 00:13:21.000]  石磨
[00:13:21.000 --> 00:13:22.000]  有大有小不同
[00:13:22.000 --> 00:13:23.000]  大的就重一點
[00:13:23.000 --> 00:13:25.000]  小的就輕一點
[00:13:25.000 --> 00:13:27.000]  將這些果實壓碎
[00:13:27.000 --> 00:13:29.000]  第三個步驟
[00:13:29.000 --> 00:13:30.000]  很有趣的
[00:13:30.000 --> 00:13:36.000]  就將這些壓爛了的橄欖果實
[00:13:36.000 --> 00:13:37.000]  擺在一餅餅
[00:13:37.000 --> 00:13:41.000]  好像薄餅的餅裡面
[00:13:41.000 --> 00:13:44.000]  用藤來織成的
[00:13:44.000 --> 00:13:46.000]  將橄欖放進去
[00:13:46.000 --> 00:13:47.000]  然後你有沒有留意
[00:13:47.000 --> 00:13:48.000]  左上的那幅圖
[00:13:48.000 --> 00:13:51.000]  將一餅餅的那些
[00:13:51.000 --> 00:13:52.000]  好像薄餅的圓餅
[00:13:52.000 --> 00:13:54.000]  裡面有橄欖果實的
[00:13:54.000 --> 00:13:57.000]  一塊一塊疊起來
[00:13:57.000 --> 00:14:00.000]  然後上面放一塊很重的石
[00:14:00.000 --> 00:14:02.000]  再在上面放一條很長的木棍
[00:14:02.000 --> 00:14:04.000]  然後在另外左上的那邊
[00:14:04.000 --> 00:14:06.000]  壓下去
[00:14:06.000 --> 00:14:10.000]  那些橄欖就會慢慢被壓成出油
[00:14:10.000 --> 00:14:13.000]  我在網上找到一條很簡單的片
[00:14:13.000 --> 00:14:14.000]  大概三十秒
[00:14:14.000 --> 00:14:18.000]  跟大家來看看
[00:14:18.000 --> 00:14:21.000]  這個就是比較近代的
[00:14:21.000 --> 00:14:23.000]  已經用了一些工具
[00:14:23.000 --> 00:14:25.000]  不是純粹用木棍壓下去
[00:14:25.000 --> 00:14:27.000]  就是用了一些其他不同的工具
[00:14:27.000 --> 00:14:29.000]  不過原理都是一樣的
[00:14:29.000 --> 00:14:30.000]  我們先看看
[00:14:30.000 --> 00:14:33.000]  究竟這個橄欖油的製作過程是怎樣的
[00:14:44.000 --> 00:14:46.000]  用攪盤使勁擠壓
[00:14:46.000 --> 00:14:49.000]  流出滴滴精純的橄欖油
[00:14:49.000 --> 00:14:58.000]  這是一百五十年前
[00:14:58.000 --> 00:15:01.000]  猶太人先祖製成橄欖油的古法
[00:15:01.000 --> 00:15:02.000]  從古至今
[00:15:02.000 --> 00:15:06.000]  橄欖油與猶太人的生活息息相關
[00:15:06.000 --> 00:15:09.000]  甚至搭配吃麵餅
[00:15:09.000 --> 00:15:12.000]  有先祖點陶燈照亮黑夜
[00:15:12.000 --> 00:15:14.000]  靠橄欖油餵養身體
[00:15:14.000 --> 00:15:17.000]  透過漫漫長夜
[00:15:17.000 --> 00:15:18.000]  我們可以這樣說
[00:15:18.000 --> 00:15:19.000]  猶太人
[00:15:19.000 --> 00:15:22.000]  以色列人是不可以缺少橄欖油的
[00:15:22.000 --> 00:15:26.000]  說了這麼多關於橄欖油的種類
[00:15:26.000 --> 00:15:30.000]  牧師好像在介紹不同的食材等等
[00:15:30.000 --> 00:15:31.000]  其實不是
[00:15:31.000 --> 00:15:34.000]  此前那些其實是一些鋪墊
[00:15:34.000 --> 00:15:37.000]  讓大家明白橄欖的製作過程
[00:15:37.000 --> 00:15:39.000]  或者橄欖油的製作過程
[00:15:39.000 --> 00:15:43.000]  我希望更加重要花多些時間說這一部份
[00:15:43.000 --> 00:15:44.000]  究竟在聖經裏面
[00:15:44.000 --> 00:15:46.000]  油的屬靈的意義
[00:15:46.000 --> 00:15:48.000]  是代表甚麼呢?
[00:15:48.000 --> 00:15:51.000]  油是象徵聖靈
[00:15:51.000 --> 00:15:54.000]  高油是象徵人受聖靈
[00:15:54.000 --> 00:15:56.000]  聖靈的臨在
[00:15:56.000 --> 00:15:58.000]  我們看一段經文
[00:15:58.000 --> 00:16:01.000]  《春夏及記》第30章22節開始
[00:16:01.000 --> 00:16:02.000]  我們一起讀吧
[00:16:09.000 --> 00:16:11.000]  《春夏及記》第30章22節開始
[00:16:39.000 --> 00:16:41.000]  使作盤和盤座
[00:16:41.000 --> 00:16:43.000]  你要使這些分別為聖
[00:16:43.000 --> 00:16:45.000]  成為至聖
[00:16:45.000 --> 00:16:47.000]  凡觸摸他們的都成為聖
[00:16:47.000 --> 00:16:50.000]  要告阿倫和他的兒子
[00:16:50.000 --> 00:16:52.000]  使他們分別為聖
[00:16:52.000 --> 00:16:54.000]  作侍奉我的祭司
[00:16:54.000 --> 00:16:56.000]  你要吩咐以色列人說
[00:16:56.000 --> 00:17:01.000]  你們要世世代代以這油為我的聖高油
[00:17:01.000 --> 00:17:03.000]  不可把這油倒在別人身上
[00:17:03.000 --> 00:17:07.000]  也不可用配製這高油的方法製成同樣的高油
[00:17:07.000 --> 00:17:09.000]  這高油是聖的
[00:17:09.000 --> 00:17:12.000]  你們要以它為聖
[00:17:12.000 --> 00:17:14.000]  這裡說得很清楚
[00:17:14.000 --> 00:17:19.000]  前面那部分提到用不同的材料
[00:17:19.000 --> 00:17:23.000]  包括有香肉桂、末藥、桂皮等等
[00:17:23.000 --> 00:17:25.000]  但亦都是畫龍點睛
[00:17:25.000 --> 00:17:29.000]  最後一樣要加的就是橄欖油
[00:17:29.000 --> 00:17:32.000]  然後才製成聖高油
[00:17:32.000 --> 00:17:34.000]  因為這個是油
[00:17:34.000 --> 00:17:35.000]  最主要是油
[00:17:35.000 --> 00:17:36.000]  所以橄欖油是很重要
[00:17:36.000 --> 00:17:40.000]  而這橄欖油當初
[00:17:40.000 --> 00:17:43.000]  其中一個重要的作用
[00:17:43.000 --> 00:17:45.000]  用途就是告阿倫
[00:17:45.000 --> 00:17:48.000]  祭司阿倫和他的兒子
[00:17:48.000 --> 00:17:52.000]  其實聖高油或高油不單止一個作用
[00:17:52.000 --> 00:17:54.000]  我們一起看一看
[00:17:54.000 --> 00:17:58.000]  在舊約聖經或整本聖經裡
[00:17:58.000 --> 00:18:01.000]  其實很多地方都提到高油
[00:18:01.000 --> 00:18:04.000]  或者動詞就是高
[00:18:04.000 --> 00:18:07.000]  用聖高油去告某些人
[00:18:07.000 --> 00:18:10.000]  但當我們被聖靈充滿
[00:18:10.000 --> 00:18:12.000]  被倒了聖高油的時候
[00:18:12.000 --> 00:18:16.000]  其實第一個的效果或結果
[00:18:16.000 --> 00:18:18.000]  就是能夠成就和平
[00:18:18.000 --> 00:18:20.000]  使聖徒合而為一
[00:18:20.000 --> 00:18:22.000]  因為聖靈將由
[00:18:22.000 --> 00:18:25.000]  當它告在我們個人的心裡之後
[00:18:25.000 --> 00:18:27.000]  就能夠使我們成就和平
[00:18:27.000 --> 00:18:29.000]  使我們合而為一
[00:18:29.000 --> 00:18:32.000]  在二佛所書四章二到三節這樣說
[00:18:32.000 --> 00:18:34.000]  凡是謙虛溫柔忍耐
[00:18:34.000 --> 00:18:36.000]  用愛心互相寬容
[00:18:36.000 --> 00:18:38.000]  用和平彼此聯絡
[00:18:38.000 --> 00:18:43.000]  竭力保守聖靈所賜合而為一的心
[00:18:43.000 --> 00:18:44.000]  也就是說
[00:18:44.000 --> 00:18:46.000]  當我們每一個真正信主的人
